"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"
"20"	"8"	"24"	"1092"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1121"	"0"	"0"	"1121"	"0"
"21"	"9"	"124"	"118"	"111"	"4"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"1"	"4"	"1"	"5"	"4"	"377"	"0"	"3"	"380"	"0"
"22"	"9A"	"87"	"99"	"138"	"5"	"2"	"0"	"0"	"0"	"3"	"2"	"1"	"2"	"5"	"15"	"11"	"5"	"1"	"376"	"0"	"0"	"376"	"0"
"23"	"10"	"103"	"106"	"79"	"4"	"2"	"2"	"2"	"1"	"1"	"3"	"2"	"2"	"4"	"2"	"4"	"10"	"1"	"328"	"0"	"0"	"328"	"0"
"24"	"11"	"122"	"92"	"39"	"1"	"2"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"6"	"1"	"6"	"6"	"279"	"0"	"0"	"279"	"0"
"25"	"12"	"115"	"118"	"398"	"9"	"4"	"0"	"3"	"1"	"1"	"2"	"1"	"3"	"3"	"0"	"1"	"7"	"3"	"669"	"0"	"0"	"669"	"0"
"26"	"13"	"65"	"186"	"91"	"5"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"2"	"3"	"0"	"2"	"0"	"0"	"357"	"0"	"0"	"357"	"0"
"27"	"14"	"4"	"473"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"481"	"0"	"0"	"481"	"0"
"28"	"15"	"158"	"1"	"404"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"1"	"570"	"0"	"1"	"571"	"0"
"29"	"16"	"95"	"216"	"21"	"1"	"0"	"0"	"1"	"3"	"8"	"1"	"2"	"1"	"1"	"4"	"3"	"6"	"2"	"365"	"0"	"1"	"366"	"0"
"30"	"17"	"97"	"199"	"74"	"0"	"0"	"0"	"1"	"1"	"3"	"0"	"1"	"1"	"3"	"8"	"7"	"15"	"1"	"411"	"0"	"1"	"412"	"0"
"31"	"18"	"268"	"93"	"32"	"3"	"1"	"1"	"0"	"0"	"14"	"4"	"2"	"0"	"2"	"5"	"4"	"10"	"7"	"446"	"0"	"5"	"451"	"0"
"32"	"19"	"26"	"107"	"146"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"283"	"0"	"0"	"283"	"0"
"33"	"20"	"93"	"104"	"29"	"1"	"0"	"1"	"1"	"2"	"0"	"2"	"1"	"3"	"4"	"0"	"5"	"11"	"5"	"262"	"0"	"1"	"263"	"0"
"34"	"21"	"124"	"222"	"131"	"6"	"0"	"1"	"0"	"3"	"3"	"2"	"2"	"1"	"7"	"5"	"6"	"17"	"7"	"537"	"0"	"9"	"546"	"0"
"35"	"22"	"59"	"106"	"56"	"1"	"2"	"1"	"0"	"2"	"1"	"1"	"0"	"2"	"3"	"3"	"5"	"13"	"1"	"256"	"0"	"1"	"257"	"0"
"36"	"23"	"133"	"193"	"336"	"7"	"2"	"0"	"0"	"5"	"2"	"7"	"1"	"11"	"5"	"17"	"10"	"15"	"6"	"750"	"0"	"6"	"756"	"0"
"37"	"24"	"107"	"116"	"107"	"3"	"0"	"0"	"2"	"3"	"0"	"1"	"1"	"1"	"0"	"4"	"3"	"11"	"1"	"360"	"0"	"2"	"362"	"0"
"38"	"25"	"150"	"181"	"102"	"96"	"1"	"5"	"2"	"5"	"7"	"6"	"3"	"4"	"10"	"10"	"6"	"15"	"6"	"609"	"0"	"11"	"620"	"0"
"39"	"26"	"157"	"96"	"193"	"4"	"1"	"4"	"1"	"1"	"3"	"0"	"1"	"3"	"3"	"3"	"1"	"5"	"0"	"476"	"0"	"0"	"476"	"0"
"40"	"27"	"124"	"124"	"106"	"49"	"0"	"1"	"1"	"2"	"5"	"0"	"10"	"3"	"1"	"4"	"1"	"7"	"6"	"444"	"0"	"10"	"454"	"0"
"41"	"28"	"159"	"53"	"139"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"3"	"0"	"3"	"1"	"369"	"0"	"2"	"371"	"0"
"42"	"29"	"85"	"211"	"67"	"1"	"1"	"0"	"1"	"3"	"2"	"0"	"3"	"1"	"3"	"3"	"2"	"1"	"8"	"392"	"0"	"4"	"396"	"0"
"43"	"29A"	"57"	"123"	"118"	"5"	"2"	"2"	"3"	"2"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"4"	"5"	"326"	"0"	"18"	"344"	"0"
"44"	"30"	"74"	"143"	"139"	"7"	"0"	"1"	"0"	"1"	"2"	"0"	"1"	"0"	"1"	"0"	"1"	"8"	"7"	"385"	"0"	"12"	"397"	"0"
"45"	"30A"	"78"	"282"	"110"	"3"	"3"	"3"	"1"	"2"	"4"	"4"	"0"	"0"	"1"	"1"	"3"	"3"	"2"	"500"	"0"	"1"	"501"	"0"
"46"	"31"	"81"	"439"	"139"	"7"	"1"	"0"	"2"	"1"	"3"	"0"	"1"	"2"	"1"	"1"	"4"	"0"	"0"	"682"	"0"	"1"	"683"	"0"
"47"	"32"	"121"	"252"	"61"	"4"	"0"	"1"	"2"	"1"	"1"	"5"	"0"	"0"	"1"	"5"	"4"	"9"	"4"	"471"	"0"	"1"	"472"	"0"
"48"	"32A"	"140"	"150"	"122"	"2"	"1"	"2"	"0"	"1"	"1"	"1"	"0"	"1"	"3"	"0"	"0"	"1"	"3"	"428"	"0"	"0"	"428"	"0"
"49"	"33"	"164"	"5"	"117"	"2"	"2"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"4"	"1"	"2"	"8"	"4"	"313"	"0"	"2"	"315"	"0"
"50"	"33A"	"231"	"16"	"72"	"3"	"0"	"0"	"0"	"0"	"1"	"2"	"2"	"0"	"0"	"1"	"0"	"1"	"5"	"334"	"0"	"0"	"334"	"0"
"51"	"34"	"323"	"84"	"249"	"5"	"1"	"0"	"2"	"2"	"4"	"3"	"3"	"0"	"5"	"16"	"4"	"16"	"6"	"723"	"0"	"2"	"725"	"0"
"52"	"35"	"180"	"49"	"169"	"1"	"4"	"2"	"2"	"1"	"2"	"0"	"2"	"0"	"0"	"3"	"1"	"6"	"3"	"425"	"0"	"0"	"425"	"0"
"53"	"36"	"73"	"788"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"871"	"0"	"0"	"871"	"0"
"54"	"37"	"62"	"364"	"32"	"2"	"1"	"1"	"0"	"1"	"2"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"469"	"0"	"2"	"471"	"0"
"55"	"38"	"68"	"332"	"71"	"5"	"1"	"0"	"1"	"4"	"1"	"0"	"1"	"1"	"1"	"1"	"3"	"7"	"1"	"498"	"0"	"4"	"502"	"0"
"56"	"39"	"187"	"195"	"85"	"5"	"2"	"1"	"0"	"0"	"4"	"4"	"1"	"4"	"1"	"4"	"5"	"15"	"31"	"544"	"0"	"11"	"555"	"0"
"57"	"40"	"64"	"169"	"53"	"1"	"1"	"2"	"0"	"5"	"1"	"2"	"1"	"4"	"1"	"2"	"10"	"8"	"4"	"328"	"0"	"8"	"336"	"0"
"58"	"41"	"110"	"123"	"53"	"1"	"2"	"0"	"0"	"2"	"1"	"2"	"0"	"1"	"0"	"2"	"1"	"1"	"4"	"303"	"0"	"2"	"305"	"0"
"59"	"42"	"212"	"2"	"149"	"1"	"1"	"1"	"1"	"1"	"1"	"4"	"0"	"0"	"1"	"0"	"1"	"5"	"5"	"385"	"0"	"1"	"386"	"0"
"60"	"43"	"197"	"9"	"74"	"2"	"2"	"1"	"1"	"0"	"2"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"291"	"0"	"0"	"291"	"0"
"61"	"44"	"184"	"5"	"164"	"6"	"1"	"1"	"1"	"1"	"5"	"0"	"1"	"4"	"7"	"19"	"1"	"8"	"4"	"412"	"0"	"4"	"416"	"0"
"62"	"45"	"281"	"2"	"121"	"1"	"0"	"2"	"1"	"1"	"1"	"3"	"1"	"1"	"0"	"1"	"1"	"2"	"19"	"438"	"0"	"3"	"441"	"0"
"63"	"46"	"153"	"55"	"180"	"17"	"1"	"0"	"0"	"1"	"5"	"5"	"2"	"1"	"0"	"6"	"0"	"8"	"11"	"445"	"0"	"2"	"447"	"0"
"64"	"46A"	"93"	"91"	"125"	"4"	"1"	"1"	"1"	"2"	"2"	"0"	"1"	"1"	"1"	"5"	"0"	"5"	"1"	"334"	"0"	"4"	"338"	"0"
"65"	"47"	"296"	"145"	"282"	"14"	"1"	"2"	"1"	"6"	"3"	"3"	"3"	"5"	"10"	"16"	"6"	"17"	"9"	"819"	"0"	"7"	"826"	"0"
"66"	"48"	"319"	"48"	"154"	"14"	"7"	"4"	"2"	"2"	"5"	"5"	"2"	"2"	"4"	"9"	"6"	"5"	"13"	"601"	"0"	"14"	"615"	"0"
"67"	"49"	"101"	"171"	"170"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"5"	"0"	"452"	"0"	"1"	"453"	"0"
"68"	"49A"	"69"	"186"	"90"	"0"	"0"	"0"	"2"	"2"	"0"	"0"	"1"	"3"	"1"	"6"	"6"	"10"	"7"	"383"	"0"	"0"	"383"	"0"
"69"	"50"	"54"	"384"	"89"	"33"	"5"	"5"	"4"	"6"	"5"	"4"	"14"	"3"	"0"	"5"	"7"	"12"	"5"	"635"	"0"	"6"	"641"	"0"
"70"	"51"	"95"	"105"	"339"	"4"	"0"	"2"	"1"	"3"	"1"	"0"	"1"	"1"	"4"	"3"	"1"	"5"	"2"	"567"	"0"	"2"	"569"	"0"
"71"	"52"	"40"	"175"	"210"	"4"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"2"	"3"	"10"	"8"	"4"	"2"	"462"	"0"	"4"	"466"	"0"
"72"	"53"	"136"	"2"	"123"	"1"	"1"	"2"	"0"	"1"	"3"	"1"	"3"	"0"	"1"	"5"	"5"	"7"	"8"	"299"	"0"	"2"	"301"	"0"
"73"	"54"	"119"	"6"	"114"	"1"	"0"	"1"	"0"	"2"	"2"	"2"	"6"	"3"	"2"	"8"	"1"	"7"	"1"	"275"	"0"	"4"	"279"	"0"
"74"	"55"	"125"	"31"	"231"	"6"	"1"	"1"	"0"	"0"	"1"	"4"	"8"	"3"	"3"	"6"	"2"	"12"	"2"	"436"	"0"	"1"	"437"	"0"
"75"	"56"	"116"	"238"	"139"	"4"	"3"	"0"	"1"	"7"	"2"	"2"	"4"	"8"	"6"	"7"	"7"	"7"	"2"	"553"	"0"	"7"	"560"	"0"
"76"	"57"	"248"	"167"	"11"	"9"	"1"	"1"	"0"	"2"	"0"	"3"	"0"	"0"	"0"	"2"	"1"	"3"	"6"	"454"	"0"	"4"	"458"	"0"
"77"	"58"	"60"	"223"	"65"	"1"	"0"	"1"	"2"	"3"	"0"	"2"	"3"	"4"	"5"	"7"	"10"	"15"	"3"	"404"	"0"	"4"	"408"	"0"
"78"	"59"	"97"	"177"	"103"	"3"	"4"	"1"	"6"	"5"	"10"	"7"	"37"	"12"	"10"	"21"	"17"	"36"	"7"	"553"	"0"	"5"	"558"	"0"
"79"	"60"	"31"	"59"	"67"	"3"	"0"	"5"	"13"	"2"	"11"	"139"	"14"	"1"	"5"	"5"	"3"	"11"	"3"	"372"	"0"	"2"	"374"	"0"
"80"	"61"	"100"	"107"	"181"	"6"	"1"	"3"	"1"	"0"	"1"	"20"	"3"	"2"	"6"	"9"	"1"	"21"	"6"	"468"	"0"	"8"	"476"	"0"
"81"	"62"	"212"	"82"	"116"	"3"	"1"	"2"	"3"	"4"	"5"	"3"	"5"	"8"	"7"	"10"	"10"	"33"	"11"	"515"	"0"	"10"	"525"	"0"
"82"	"63"	"97"	"39"	"105"	"4"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"2"	"0"	"0"	"1"	"253"	"0"	"3"	"256"	"0"
"83"	"64"	"77"	"494"	"27"	"6"	"1"	"0"	"1"	"3"	"7"	"9"	"0"	"2"	"2"	"3"	"3"	"2"	"9"	"646"	"0"	"4"	"650"	"0"
"84"	"65"	"349"	"220"	"106"	"3"	"0"	"0"	"1"	"0"	"6"	"0"	"1"	"1"	"2"	"4"	"7"	"13"	"5"	"718"	"0"	"1"	"719"	"0"
"85"	"66"	"214"	"145"	"93"	"0"	"2"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"3"	"0"	"2"	"3"	"2"	"466"	"0"	"1"	"467"	"0"
"86"	"67"	"398"	"108"	"74"	"6"	"6"	"1"	"4"	"2"	"3"	"0"	"0"	"1"	"2"	"2"	"4"	"8"	"10"	"629"	"0"	"6"	"635"	"0"
"87"	"68"	"133"	"174"	"31"	"3"	"0"	"0"	"1"	"2"	"1"	"4"	"0"	"0"	"1"	"1"	"1"	"4"	"3"	"359"	"0"	"2"	"361"	"0"
"88"	"69"	"190"	"136"	"56"	"3"	"2"	"1"	"5"	"3"	"6"	"2"	"3"	"3"	"3"	"7"	"9"	"28"	"11"	"468"	"0"	"3"	"471"	"0"
"89"	"70"	"181"	"79"	"76"	"3"	"2"	"2"	"3"	"1"	"1"	"4"	"1"	"1"	"0"	"5"	"6"	"9"	"9"	"383"	"0"	"3"	"386"	"0"
"90"	"71"	"260"	"12"	"49"	"2"	"1"	"2"	"0"	"1"	"2"	"20"	"1"	"1"	"0"	"2"	"0"	"1"	"3"	"357"	"0"	"1"	"358"	"0"
"91"	"72"	"140"	"155"	"79"	"2"	"1"	"2"	"1"	"1"	"4"	"62"	"4"	"1"	"1"	"1"	"3"	"9"	"6"	"472"	"0"	"5"	"477"	"0"
"92"	"73"	"50"	"916"	"9"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"4"	"2"	"1"	"990"	"0"	"7"	"997"	"0"
"93"	"74"	"180"	"149"	"157"	"4"	"3"	"2"	"3"	"4"	"6"	"6"	"4"	"8"	"12"	"12"	"15"	"29"	"19"	"613"	"0"	"18"	"631"	"0"
"94"	"75"	"104"	"176"	"84"	"2"	"0"	"2"	"2"	"1"	"2"	"1"	"6"	"0"	"1"	"0"	"1"	"2"	"0"	"384"	"0"	"0"	"384"	"0"
"95"	"76"	"228"	"88"	"17"	"2"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"2"	"0"	"1"	"344"	"0"	"1"	"345"	"0"
"96"	"77"	"231"	"27"	"192"	"6"	"5"	"6"	"0"	"3"	"1"	"2"	"1"	"2"	"1"	"6"	"2"	"8"	"7"	"500"	"0"	"3"	"503"	"0"
"97"	"78"	"172"	"21"	"115"	"2"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"3"	"6"	"6"	"331"	"0"	"3"	"334"	"0"
"98"	"79"	"94"	"20"	"227"	"4"	"1"	"0"	"0"	"0"	"4"	"0"	"1"	"0"	"3"	"0"	"0"	"1"	"2"	"357"	"0"	"4"	"361"	"0"
"99"	"79A"	"200"	"46"	"229"	"7"	"4"	"4"	"1"	"2"	"2"	"4"	"2"	"3"	"3"	"16"	"3"	"10"	"3"	"539"	"0"	"1"	"540"	"0"
"100"	"80"	"102"	"299"	"22"	"5"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"4"	"2"	"3"	"442"	"0"	"2"	"444"	"0"
"101"	"81"	"41"	"76"	"95"	"5"	"3"	"1"	"0"	"4"	"1"	"1"	"1"	"3"	"1"	"5"	"6"	"14"	"3"	"260"	"0"	"5"	"265"	"0"
"102"	"82"	"13"	"77"	"271"	"6"	"1"	"0"	"1"	"0"	"2"	"2"	"1"	"2"	"1"	"0"	"0"	"2"	"2"	"381"	"0"	"3"	"384"	"0"
"103"	"83"	"21"	"187"	"119"	"0"	"1"	"1"	"3"	"1"	"3"	"0"	"1"	"2"	"0"	"8"	"7"	"17"	"0"	"371"	"0"	"1"	"372"	"0"
"104"	"83A"	"15"	"96"	"106"	"5"	"1"	"1"	"1"	"2"	"0"	"0"	"0"	"2"	"6"	"3"	"3"	"1"	"0"	"242"	"0"	"0"	"242"	"0"
"105"	"84"	"2"	"45"	"338"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"391"	"0"	"1"	"392"	"0"
"106"	"85"	"96"	"154"	"24"	"2"	"3"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"2"	"0"	"3"	"0"	"1"	"289"	"0"	"3"	"292"	"0"
"107"	"86"	"162"	"108"	"145"	"9"	"6"	"1"	"0"	"3"	"5"	"2"	"1"	"2"	"3"	"6"	"5"	"20"	"9"	"487"	"0"	"5"	"492"	"0"
"108"	"87"	"208"	"105"	"87"	"1"	"2"	"0"	"2"	"1"	"8"	"0"	"0"	"1"	"1"	"0"	"0"	"10"	"6"	"432"	"0"	"1"	"433"	"0"
"109"	"88"	"145"	"67"	"113"	"1"	"3"	"3"	"0"	"1"	"6"	"2"	"1"	"3"	"4"	"5"	"5"	"14"	"19"	"392"	"0"	"9"	"401"	"0"
"110"	"89"	"88"	"368"	"55"	"3"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	"2"	"3"	"7"	"6"	"536"	"0"	"8"	"544"	"0"
"111"	"90"	"55"	"450"	"21"	"1"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"1"	"1"	"3"	"1"	"0"	"537"	"0"	"2"	"539"	"0"
"112"	"91"	"54"	"139"	"191"	"10"	"1"	"1"	"2"	"1"	"4"	"3"	"6"	"3"	"7"	"16"	"8"	"13"	"3"	"462"	"0"	"5"	"467"	"0"
"113"	"92"	"67"	"164"	"192"	"4"	"2"	"2"	"1"	"3"	"2"	"4"	"1"	"5"	"6"	"6"	"8"	"8"	"10"	"485"	"0"	"12"	"497"	"0"
"114"	"93"	"14"	"244"	"29"	"3"	"6"	"0"	"2"	"1"	"2"	"1"	"0"	"4"	"1"	"5"	"7"	"9"	"5"	"333"	"0"	"15"	"348"	"0"
"115"	"94"	"25"	"386"	"27"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"4"	"2"	"4"	"3"	"4"	"458"	"0"	"5"	"463"	"0"
"116"	"95"	"5"	"111"	"58"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"3"	"3"	"5"	"190"	"0"	"2"	"192"	"0"
"117"	"96"	"119"	"99"	"90"	"5"	"5"	"0"	"1"	"1"	"2"	"0"	"1"	"2"	"5"	"2"	"11"	"13"	"5"	"361"	"0"	"1"	"362"	"0"
"118"	"97"	"101"	"84"	"135"	"5"	"2"	"0"	"0"	"1"	"1"	"5"	"0"	"3"	"3"	"7"	"9"	"10"	"6"	"372"	"0"	"6"	"378"	"0"
"119"	"98"	"42"	"565"	"58"	"2"	"4"	"1"	"1"	"1"	"3"	"1"	"1"	"4"	"4"	"3"	"5"	"9"	"2"	"706"	"0"	"37"	"743"	"0"
"120"	"99"	"65"	"455"	"89"	"3"	"1"	"2"	"0"	"1"	"0"	"2"	"2"	"6"	"9"	"3"	"5"	"5"	"5"	"653"	"0"	"9"	"662"	"0"
"121"	"100"	"17"	"480"	"49"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"3"	"0"	"0"	"2"	"3"	"2"	"559"	"0"	"11"	"570"	"0"
"122"	"101"	"215"	"133"	"104"	"11"	"2"	"5"	"1"	"1"	"2"	"1"	"1"	"3"	"1"	"4"	"5"	"6"	"2"	"497"	"0"	"1"	"498"	"0"
"123"	"102"	"139"	"159"	"162"	"8"	"4"	"4"	"3"	"2"	"2"	"3"	"3"	"2"	"2"	"3"	"7"	"8"	"4"	"515"	"0"	"4"	"519"	"0"
"124"	"103"	"210"	"85"	"179"	"8"	"5"	"1"	"0"	"2"	"3"	"4"	"3"	"9"	"12"	"17"	"13"	"38"	"6"	"595"	"0"	"7"	"602"	"0"
"125"	"104"	"192"	"84"	"157"	"4"	"0"	"2"	"2"	"1"	"1"	"0"	"0"	"0"	"2"	"2"	"3"	"2"	"0"	"452"	"0"	"0"	"452"	"0"
"126"	"105"	"184"	"83"	"123"	"3"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"2"	"1"	"3"	"5"	"408"	"0"	"1"	"409"	"0"
"127"	"106"	"59"	"121"	"272"	"11"	"5"	"2"	"2"	"8"	"3"	"4"	"4"	"4"	"9"	"19"	"10"	"24"	"1"	"558"	"0"	"4"	"562"	"0"
"128"	"107"	"33"	"22"	"337"	"10"	"6"	"2"	"3"	"4"	"0"	"2"	"2"	"2"	"2"	"5"	"5"	"3"	"2"	"440"	"0"	"0"	"440"	"0"
"129"	"108"	"52"	"24"	"153"	"10"	"2"	"5"	"3"	"1"	"1"	"0"	"4"	"0"	"6"	"4"	"2"	"12"	"1"	"280"	"0"	"1"	"281"	"0"
"130"	"109"	"35"	"111"	"154"	"10"	"1"	"0"	"2"	"3"	"0"	"1"	"1"	"3"	"1"	"6"	"4"	"2"	"1"	"335"	"0"	"2"	"337"	"0"
"131"	"110"	"112"	"67"	"249"	"11"	"2"	"2"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"451"	"0"	"1"	"452"	"0"
"132"	"111"	"336"	"125"	"188"	"5"	"4"	"3"	"0"	"1"	"5"	"2"	"18"	"1"	"1"	"6"	"1"	"9"	"4"	"709"	"0"	"6"	"715"	"0"
"133"	"112"	"48"	"1"	"151"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"202"	"0"	"1"	"203"	"0"
"134"	"113"	"12"	"143"	"248"	"31"	"0"	"1"	"5"	"1"	"3"	"1"	"10"	"3"	"6"	"5"	"4"	"3"	"3"	"479"	"0"	"1"	"480"	"0"
"135"	"114"	"66"	"68"	"181"	"3"	"1"	"0"	"5"	"5"	"3"	"9"	"11"	"2"	"5"	"7"	"5"	"5"	"5"	"381"	"0"	"0"	"381"	"0"
"136"	"115"	"31"	"86"	"347"	"9"	"4"	"0"	"1"	"3"	"5"	"0"	"7"	"2"	"4"	"5"	"3"	"2"	"5"	"514"	"0"	"2"	"516"	"0"
"137"	"116"	"71"	"117"	"355"	"6"	"1"	"3"	"2"	"1"	"1"	"0"	"3"	"2"	"4"	"11"	"4"	"7"	"0"	"588"	"0"	"2"	"590"	"0"
"138"	"117"	"38"	"66"	"185"	"34"	"1"	"4"	"2"	"4"	"1"	"2"	"3"	"3"	"6"	"11"	"7"	"14"	"22"	"403"	"0"	"19"	"422"	"0"
"139"	"118"	"124"	"61"	"173"	"4"	"4"	"4"	"2"	"1"	"2"	"3"	"9"	"1"	"1"	"1"	"1"	"6"	"12"	"409"	"0"	"5"	"414"	"0"
"140"	"119"	"68"	"50"	"180"	"6"	"2"	"0"	"2"	"2"	"3"	"2"	"2"	"2"	"0"	"12"	"5"	"15"	"4"	"355"	"0"	"2"	"357"	"0"
"141"	"120"	"38"	"162"	"270"	"19"	"4"	"0"	"1"	"2"	"2"	"1"	"0"	"1"	"12"	"5"	"4"	"7"	"3"	"531"	"0"	"3"	"534"	"0"
"142"	"121"	"119"	"221"	"103"	"3"	"1"	"1"	"2"	"5"	"4"	"1"	"4"	"7"	"2"	"8"	"4"	"20"	"11"	"516"	"0"	"5"	"521"	"0"
"143"	"122"	"45"	"58"	"217"	"19"	"4"	"2"	"1"	"3"	"3"	"11"	"19"	"4"	"4"	"9"	"4"	"6"	"1"	"410"	"0"	"3"	"413"	"0"
