"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"
"27"	"14"	"86"	"16"	"11"	"421"	"26"	"8"	"45"	"2"	"0"	"10"	"625"	"0"	"35"	"660"	"0"
"28"	"15"	"123"	"30"	"9"	"484"	"22"	"9"	"18"	"4"	"7"	"16"	"722"	"0"	"26"	"748"	"0"
"29"	"16"	"110"	"271"	"7"	"184"	"8"	"0"	"3"	"0"	"1"	"6"	"590"	"0"	"13"	"603"	"0"
"30"	"17"	"141"	"344"	"12"	"418"	"16"	"9"	"8"	"2"	"5"	"9"	"964"	"0"	"8"	"972"	"0"
"31"	"18"	"156"	"240"	"9"	"265"	"9"	"4"	"10"	"0"	"4"	"12"	"709"	"0"	"15"	"724"	"0"
"32"	"19"	"201"	"457"	"18"	"84"	"11"	"1"	"6"	"5"	"3"	"13"	"799"	"0"	"10"	"809"	"0"
"33"	"20"	"98"	"128"	"3"	"307"	"12"	"2"	"6"	"2"	"2"	"7"	"567"	"0"	"8"	"575"	"0"
"34"	"21"	"54"	"19"	"3"	"249"	"3"	"0"	"5"	"3"	"1"	"3"	"340"	"0"	"2"	"342"	"0"
"35"	"22"	"81"	"35"	"11"	"314"	"9"	"3"	"9"	"1"	"1"	"2"	"466"	"0"	"1"	"467"	"0"
"36"	"23"	"70"	"5"	"6"	"382"	"8"	"2"	"8"	"1"	"2"	"2"	"486"	"0"	"0"	"486"	"0"
"37"	"24"	"62"	"22"	"10"	"544"	"19"	"9"	"48"	"5"	"7"	"13"	"739"	"0"	"15"	"754"	"0"
"38"	"25"	"106"	"56"	"19"	"530"	"28"	"4"	"10"	"9"	"7"	"2"	"771"	"0"	"7"	"778"	"0"
"39"	"26"	"71"	"47"	"4"	"150"	"7"	"1"	"2"	"0"	"0"	"3"	"285"	"0"	"4"	"289"	"0"
"40"	"27"	"114"	"61"	"6"	"385"	"20"	"6"	"16"	"7"	"7"	"3"	"625"	"0"	"4"	"629"	"0"
"41"	"28"	"68"	"16"	"3"	"182"	"1"	"0"	"3"	"0"	"0"	"0"	"273"	"0"	"1"	"274"	"0"
"42"	"29"	"130"	"105"	"5"	"325"	"15"	"1"	"8"	"1"	"2"	"4"	"596"	"0"	"12"	"608"	"0"
"43"	"30"	"102"	"411"	"19"	"202"	"22"	"7"	"10"	"6"	"12"	"19"	"810"	"0"	"44"	"854"	"0"
"44"	"31"	"155"	"83"	"5"	"353"	"10"	"3"	"1"	"1"	"3"	"8"	"622"	"0"	"3"	"625"	"0"
"45"	"31A"	"63"	"20"	"5"	"157"	"4"	"2"	"4"	"2"	"1"	"3"	"261"	"0"	"2"	"263"	"0"
"46"	"32"	"74"	"33"	"3"	"510"	"11"	"2"	"0"	"5"	"0"	"10"	"648"	"0"	"3"	"651"	"0"
"47"	"33"	"32"	"32"	"6"	"399"	"11"	"6"	"8"	"3"	"3"	"4"	"504"	"0"	"16"	"520"	"0"
"48"	"34"	"105"	"561"	"9"	"90"	"5"	"2"	"6"	"5"	"4"	"11"	"798"	"0"	"13"	"811"	"0"
"49"	"35"	"78"	"116"	"5"	"230"	"9"	"2"	"8"	"3"	"4"	"20"	"475"	"0"	"10"	"485"	"0"
"50"	"36"	"140"	"702"	"24"	"60"	"2"	"7"	"3"	"6"	"7"	"14"	"965"	"0"	"17"	"982"	"0"
"51"	"37"	"80"	"400"	"16"	"194"	"6"	"4"	"2"	"3"	"4"	"11"	"720"	"0"	"9"	"729"	"0"
"52"	"38"	"30"	"25"	"7"	"266"	"6"	"3"	"4"	"3"	"5"	"12"	"361"	"0"	"16"	"377"	"0"
"53"	"39"	"101"	"590"	"12"	"35"	"5"	"2"	"2"	"4"	"2"	"3"	"756"	"0"	"7"	"763"	"0"
"54"	"40"	"144"	"229"	"7"	"278"	"3"	"1"	"4"	"3"	"3"	"6"	"678"	"0"	"8"	"686"	"0"
"55"	"41"	"46"	"29"	"1"	"281"	"7"	"2"	"3"	"3"	"0"	"1"	"373"	"0"	"2"	"375"	"0"
"56"	"42"	"78"	"79"	"19"	"649"	"15"	"2"	"3"	"1"	"3"	"11"	"860"	"0"	"3"	"863"	"0"
"57"	"43"	"19"	"47"	"4"	"278"	"7"	"8"	"3"	"6"	"1"	"18"	"391"	"0"	"5"	"396"	"0"
"58"	"44"	"40"	"17"	"8"	"343"	"10"	"5"	"3"	"1"	"0"	"5"	"432"	"0"	"2"	"434"	"0"
"59"	"45"	"50"	"17"	"6"	"350"	"16"	"2"	"19"	"1"	"4"	"4"	"469"	"0"	"11"	"480"	"0"
"60"	"46"	"46"	"34"	"8"	"488"	"11"	"1"	"2"	"2"	"0"	"9"	"601"	"0"	"5"	"606"	"0"
"61"	"47"	"75"	"40"	"5"	"624"	"15"	"3"	"12"	"9"	"6"	"17"	"806"	"0"	"29"	"835"	"0"
"62"	"48"	"69"	"246"	"13"	"155"	"7"	"4"	"3"	"9"	"4"	"8"	"518"	"0"	"23"	"541"	"0"
"63"	"48A"	"43"	"37"	"7"	"344"	"8"	"4"	"3"	"7"	"3"	"8"	"464"	"0"	"13"	"477"	"0"
"64"	"49"	"130"	"177"	"10"	"518"	"11"	"5"	"4"	"6"	"4"	"19"	"884"	"0"	"24"	"908"	"0"
"65"	"50"	"90"	"117"	"14"	"517"	"11"	"2"	"6"	"0"	"2"	"7"	"766"	"0"	"1"	"767"	"0"
"66"	"51"	"91"	"67"	"5"	"616"	"9"	"3"	"2"	"2"	"2"	"6"	"803"	"0"	"12"	"815"	"0"
"67"	"52"	"76"	"31"	"3"	"236"	"13"	"2"	"3"	"3"	"2"	"6"	"375"	"0"	"23"	"398"	"0"
"68"	"53"	"90"	"74"	"9"	"481"	"11"	"5"	"14"	"2"	"4"	"6"	"696"	"0"	"18"	"714"	"0"
"69"	"54"	"40"	"8"	"3"	"408"	"14"	"4"	"2"	"0"	"1"	"2"	"482"	"0"	"2"	"484"	"0"
"70"	"55"	"66"	"37"	"3"	"430"	"6"	"1"	"3"	"1"	"5"	"3"	"555"	"0"	"8"	"563"	"0"
"71"	"56"	"146"	"64"	"11"	"357"	"5"	"1"	"6"	"5"	"2"	"4"	"601"	"0"	"6"	"607"	"0"
"72"	"57"	"59"	"15"	"2"	"306"	"19"	"0"	"6"	"3"	"9"	"9"	"428"	"0"	"2"	"430"	"0"
"73"	"58"	"102"	"28"	"3"	"460"	"11"	"1"	"5"	"2"	"1"	"1"	"614"	"0"	"9"	"623"	"0"
"74"	"59"	"34"	"195"	"6"	"327"	"4"	"4"	"1"	"4"	"2"	"3"	"580"	"0"	"12"	"592"	"0"
"75"	"60"	"16"	"24"	"2"	"515"	"11"	"2"	"2"	"9"	"1"	"3"	"585"	"0"	"10"	"595"	"0"
"76"	"61"	"50"	"193"	"6"	"95"	"4"	"1"	"1"	"2"	"4"	"5"	"361"	"0"	"11"	"372"	"0"
"77"	"62"	"57"	"99"	"9"	"320"	"12"	"2"	"4"	"7"	"2"	"8"	"520"	"0"	"18"	"538"	"0"
"78"	"63"	"51"	"350"	"1"	"10"	"2"	"0"	"1"	"1"	"0"	"1"	"417"	"0"	"4"	"421"	"0"
"79"	"64"	"159"	"112"	"9"	"412"	"14"	"6"	"5"	"3"	"10"	"6"	"736"	"0"	"27"	"763"	"0"
"80"	"65"	"51"	"69"	"3"	"197"	"13"	"3"	"3"	"2"	"0"	"2"	"343"	"0"	"6"	"349"	"0"
"81"	"66"	"58"	"88"	"11"	"405"	"6"	"2"	"0"	"2"	"7"	"19"	"598"	"0"	"13"	"611"	"0"
"82"	"67"	"137"	"101"	"6"	"479"	"17"	"7"	"20"	"9"	"8"	"18"	"802"	"0"	"11"	"813"	"0"
"83"	"67A"	"24"	"8"	"0"	"104"	"3"	"0"	"0"	"0"	"0"	"2"	"141"	"0"	"3"	"144"	"0"
"84"	"68"	"92"	"141"	"5"	"628"	"10"	"2"	"17"	"2"	"6"	"6"	"909"	"0"	"12"	"921"	"0"
"85"	"69"	"28"	"74"	"8"	"397"	"4"	"0"	"5"	"1"	"1"	"1"	"519"	"0"	"0"	"519"	"0"
"86"	"70"	"29"	"55"	"3"	"340"	"7"	"5"	"3"	"1"	"3"	"2"	"448"	"0"	"5"	"453"	"0"
"87"	"71"	"47"	"45"	"5"	"384"	"6"	"2"	"2"	"1"	"4"	"1"	"497"	"0"	"3"	"500"	"0"
"88"	"72"	"10"	"12"	"2"	"358"	"9"	"1"	"5"	"0"	"3"	"1"	"401"	"0"	"4"	"405"	"0"
"89"	"73"	"71"	"228"	"7"	"421"	"18"	"5"	"6"	"3"	"4"	"7"	"770"	"0"	"12"	"782"	"0"
"90"	"74"	"87"	"103"	"6"	"454"	"17"	"6"	"17"	"3"	"3"	"5"	"701"	"0"	"20"	"721"	"0"
"91"	"74A"	"47"	"6"	"3"	"177"	"3"	"0"	"10"	"0"	"0"	"0"	"246"	"0"	"0"	"246"	"0"
"92"	"75"	"47"	"57"	"2"	"677"	"5"	"4"	"7"	"6"	"3"	"9"	"817"	"0"	"31"	"848"	"0"
"93"	"76"	"56"	"99"	"10"	"356"	"12"	"3"	"6"	"2"	"5"	"3"	"552"	"0"	"5"	"557"	"0"
"94"	"77"	"36"	"18"	"1"	"132"	"6"	"0"	"12"	"2"	"1"	"4"	"212"	"0"	"5"	"217"	"0"
"95"	"78"	"34"	"24"	"0"	"335"	"9"	"6"	"34"	"6"	"5"	"4"	"457"	"0"	"5"	"462"	"0"
"96"	"78A"	"20"	"22"	"4"	"315"	"5"	"7"	"60"	"3"	"0"	"5"	"441"	"0"	"8"	"449"	"0"
"97"	"79"	"247"	"235"	"12"	"408"	"24"	"7"	"11"	"6"	"5"	"6"	"961"	"0"	"7"	"968"	"0"
"98"	"80"	"52"	"32"	"2"	"237"	"4"	"1"	"12"	"2"	"1"	"6"	"349"	"0"	"5"	"354"	"0"
"99"	"81"	"45"	"26"	"4"	"182"	"5"	"1"	"2"	"0"	"1"	"1"	"267"	"0"	"0"	"267"	"0"
"100"	"82"	"27"	"9"	"3"	"268"	"8"	"1"	"8"	"0"	"5"	"4"	"333"	"0"	"7"	"340"	"0"
"101"	"83"	"122"	"50"	"4"	"673"	"20"	"8"	"9"	"5"	"7"	"7"	"905"	"0"	"12"	"917"	"0"
"102"	"84"	"131"	"302"	"11"	"323"	"18"	"4"	"13"	"1"	"8"	"12"	"823"	"0"	"20"	"843"	"0"
"103"	"85"	"71"	"292"	"10"	"341"	"9"	"6"	"8"	"3"	"1"	"4"	"745"	"0"	"8"	"753"	"0"
"104"	"86"	"56"	"242"	"3"	"173"	"4"	"4"	"2"	"1"	"3"	"2"	"490"	"0"	"1"	"491"	"0"
"105"	"86A"	"69"	"165"	"8"	"256"	"6"	"1"	"4"	"4"	"3"	"8"	"524"	"0"	"12"	"536"	"0"
"106"	"87"	"49"	"82"	"0"	"133"	"0"	"1"	"2"	"1"	"1"	"7"	"276"	"0"	"2"	"278"	"0"
"107"	"88"	"103"	"446"	"10"	"121"	"2"	"1"	"1"	"0"	"1"	"0"	"685"	"0"	"1"	"686"	"0"
"108"	"89"	"50"	"245"	"4"	"123"	"4"	"1"	"1"	"1"	"0"	"4"	"433"	"0"	"6"	"439"	"0"
"109"	"90"	"103"	"153"	"6"	"507"	"15"	"8"	"7"	"7"	"4"	"18"	"828"	"0"	"20"	"848"	"0"
"110"	"91"	"88"	"479"	"15"	"165"	"9"	"6"	"9"	"11"	"5"	"24"	"811"	"0"	"27"	"838"	"0"
"111"	"92"	"41"	"25"	"3"	"314"	"7"	"0"	"4"	"0"	"1"	"1"	"396"	"0"	"5"	"401"	"0"
"112"	"93"	"50"	"196"	"7"	"325"	"6"	"4"	"2"	"3"	"4"	"2"	"599"	"0"	"10"	"609"	"0"
"113"	"94"	"72"	"487"	"11"	"91"	"5"	"3"	"7"	"1"	"1"	"3"	"681"	"0"	"13"	"694"	"0"
"114"	"95"	"56"	"73"	"6"	"138"	"4"	"1"	"3"	"1"	"0"	"3"	"285"	"0"	"1"	"286"	"0"
"115"	"96"	"17"	"517"	"21"	"333"	"24"	"6"	"11"	"3"	"6"	"5"	"943"	"0"	"11"	"954"	"0"
"116"	"97"	"46"	"112"	"5"	"443"	"15"	"0"	"4"	"0"	"3"	"2"	"630"	"0"	"11"	"641"	"0"
"117"	"98"	"35"	"90"	"2"	"291"	"8"	"3"	"2"	"2"	"3"	"0"	"436"	"0"	"6"	"442"	"0"
"118"	"99"	"51"	"105"	"7"	"669"	"10"	"2"	"1"	"0"	"2"	"3"	"850"	"0"	"5"	"855"	"0"
"119"	"100"	"47"	"100"	"9"	"508"	"15"	"8"	"7"	"7"	"7"	"7"	"715"	"0"	"8"	"723"	"0"
"120"	"101"	"34"	"155"	"9"	"542"	"4"	"1"	"2"	"0"	"2"	"6"	"755"	"0"	"5"	"760"	"0"
"121"	"102"	"65"	"50"	"7"	"544"	"6"	"1"	"3"	"3"	"1"	"23"	"703"	"0"	"2"	"705"	"0"
"122"	"103"	"18"	"165"	"2"	"334"	"5"	"0"	"1"	"3"	"0"	"1"	"529"	"0"	"4"	"533"	"0"
"123"	"104"	"9"	"105"	"8"	"383"	"7"	"3"	"4"	"3"	"1"	"4"	"527"	"0"	"12"	"539"	"0"
"124"	"105"	"77"	"256"	"3"	"114"	"7"	"3"	"2"	"6"	"3"	"9"	"480"	"0"	"11"	"491"	"0"
"125"	"106"	"46"	"79"	"12"	"446"	"18"	"3"	"4"	"4"	"2"	"15"	"629"	"0"	"3"	"632"	"0"
"126"	"107"	"53"	"20"	"11"	"423"	"9"	"4"	"6"	"8"	"0"	"18"	"552"	"0"	"2"	"554"	"0"
"127"	"108"	"73"	"43"	"3"	"379"	"9"	"4"	"3"	"1"	"5"	"24"	"544"	"0"	"5"	"549"	"0"
"128"	"109"	"68"	"138"	"8"	"363"	"14"	"3"	"8"	"4"	"6"	"21"	"633"	"0"	"15"	"648"	"0"
"129"	"110"	"63"	"15"	"7"	"502"	"8"	"3"	"6"	"7"	"3"	"12"	"626"	"0"	"4"	"630"	"0"
"130"	"111"	"79"	"106"	"8"	"674"	"10"	"2"	"0"	"3"	"3"	"33"	"918"	"0"	"10"	"928"	"0"
"131"	"112"	"13"	"96"	"5"	"519"	"13"	"4"	"4"	"12"	"3"	"26"	"695"	"0"	"9"	"704"	"0"
"132"	"113"	"16"	"47"	"15"	"639"	"1"	"1"	"1"	"14"	"7"	"18"	"759"	"0"	"11"	"770"	"0"
"133"	"114"	"61"	"67"	"9"	"465"	"8"	"5"	"6"	"19"	"4"	"31"	"675"	"0"	"4"	"679"	"0"
"134"	"115"	"22"	"12"	"2"	"200"	"3"	"0"	"2"	"1"	"0"	"1"	"243"	"0"	"1"	"244"	"0"
"135"	"116"	"36"	"32"	"13"	"697"	"11"	"7"	"3"	"11"	"2"	"29"	"841"	"0"	"7"	"848"	"0"
"136"	"117"	"25"	"47"	"14"	"712"	"14"	"5"	"1"	"17"	"7"	"22"	"864"	"0"	"11"	"875"	"0"
"137"	"118"	"17"	"33"	"10"	"583"	"17"	"4"	"4"	"8"	"11"	"48"	"735"	"0"	"18"	"753"	"0"
"138"	"119"	"39"	"152"	"7"	"378"	"9"	"2"	"2"	"7"	"2"	"14"	"612"	"0"	"14"	"626"	"0"
"139"	"120"	"80"	"122"	"13"	"568"	"14"	"6"	"6"	"4"	"1"	"32"	"846"	"0"	"4"	"850"	"0"
"140"	"121"	"56"	"395"	"15"	"510"	"14"	"9"	"3"	"2"	"7"	"26"	"1037"	"0"	"25"	"1062"	"0"
"141"	"122"	"64"	"729"	"15"	"203"	"8"	"3"	"3"	"3"	"6"	"17"	"1051"	"0"	"4"	"1055"	"0"
"142"	"123"	"90"	"213"	"6"	"442"	"16"	"4"	"6"	"3"	"5"	"10"	"795"	"0"	"18"	"813"	"0"
"143"	"124"	"74"	"731"	"14"	"189"	"1"	"5"	"5"	"3"	"4"	"18"	"1044"	"0"	"11"	"1055"	"0"
"144"	"125"	"45"	"618"	"15"	"289"	"26"	"4"	"2"	"6"	"5"	"23"	"1033"	"0"	"26"	"1059"	"0"
"145"	"126"	"32"	"515"	"19"	"252"	"17"	"7"	"0"	"4"	"5"	"11"	"862"	"0"	"18"	"880"	"0"
"146"	"127"	"25"	"495"	"10"	"159"	"9"	"4"	"2"	"6"	"0"	"11"	"721"	"0"	"6"	"727"	"0"
"147"	"128"	"89"	"152"	"10"	"314"	"11"	"2"	"8"	"4"	"4"	"6"	"600"	"0"	"10"	"610"	"0"
"148"	"129"	"55"	"29"	"5"	"356"	"7"	"3"	"5"	"2"	"2"	"3"	"467"	"0"	"4"	"471"	"0"
"149"	"130"	"159"	"379"	"9"	"277"	"14"	"2"	"10"	"1"	"1"	"5"	"857"	"0"	"6"	"863"	"0"
"150"	"131"	"74"	"784"	"12"	"78"	"3"	"1"	"4"	"6"	"1"	"5"	"968"	"0"	"6"	"974"	"0"
"151"	"132"	"131"	"606"	"9"	"153"	"10"	"5"	"6"	"8"	"5"	"13"	"946"	"0"	"17"	"963"	"0"
"152"	"133"	"115"	"197"	"8"	"301"	"13"	"1"	"9"	"4"	"6"	"0"	"654"	"0"	"16"	"670"	"0"
"153"	"134"	"65"	"291"	"5"	"79"	"3"	"0"	"4"	"4"	"1"	"4"	"456"	"0"	"1"	"457"	"0"
"154"	"135"	"77"	"69"	"10"	"536"	"21"	"4"	"9"	"5"	"6"	"7"	"744"	"0"	"13"	"757"	"0"
"155"	"136"	"59"	"244"	"10"	"164"	"9"	"9"	"5"	"5"	"2"	"9"	"516"	"0"	"2"	"518"	"0"
"156"	"137"	"64"	"422"	"12"	"129"	"14"	"4"	"4"	"4"	"2"	"18"	"673"	"0"	"16"	"689"	"0"
"157"	"138"	"94"	"122"	"8"	"303"	"9"	"11"	"5"	"3"	"11"	"11"	"577"	"0"	"11"	"588"	"0"
"158"	"138A"	"60"	"93"	"3"	"178"	"2"	"0"	"3"	"0"	"2"	"1"	"342"	"0"	"3"	"345"	"0"
"159"	"139"	"24"	"134"	"3"	"88"	"3"	"0"	"1"	"0"	"1"	"0"	"254"	"0"	"5"	"259"	"0"
"160"	"140"	"78"	"231"	"9"	"282"	"10"	"7"	"4"	"4"	"3"	"7"	"635"	"0"	"16"	"651"	"0"
"161"	"141"	"51"	"365"	"7"	"13"	"4"	"0"	"0"	"0"	"1"	"4"	"445"	"0"	"9"	"454"	"0"
"162"	"142"	"61"	"108"	"0"	"233"	"6"	"1"	"6"	"4"	"0"	"3"	"422"	"0"	"6"	"428"	"0"
"163"	"143"	"197"	"302"	"10"	"247"	"12"	"2"	"11"	"5"	"1"	"8"	"795"	"0"	"10"	"805"	"0"
"164"	"144"	"151"	"424"	"6"	"122"	"5"	"3"	"5"	"5"	"0"	"6"	"727"	"0"	"11"	"738"	"0"
"165"	"145"	"71"	"88"	"6"	"294"	"11"	"2"	"6"	"1"	"0"	"18"	"497"	"0"	"2"	"499"	"0"
"166"	"146"	"78"	"141"	"6"	"200"	"7"	"2"	"6"	"2"	"2"	"14"	"458"	"0"	"8"	"466"	"0"
"167"	"147"	"121"	"234"	"10"	"263"	"9"	"3"	"5"	"2"	"1"	"2"	"650"	"0"	"1"	"651"	"0"
"168"	"148"	"105"	"120"	"11"	"326"	"22"	"4"	"5"	"3"	"1"	"4"	"601"	"0"	"2"	"603"	"0"
"169"	"149"	"75"	"86"	"4"	"323"	"8"	"2"	"3"	"6"	"2"	"5"	"514"	"0"	"9"	"523"	"0"
"170"	"150"	"60"	"127"	"2"	"414"	"2"	"2"	"2"	"1"	"3"	"3"	"616"	"0"	"1"	"617"	"0"
"171"	"151"	"55"	"93"	"9"	"410"	"9"	"3"	"1"	"2"	"6"	"8"	"596"	"0"	"16"	"612"	"0"
"172"	"152"	"35"	"210"	"7"	"333"	"13"	"4"	"3"	"4"	"2"	"11"	"622"	"0"	"8"	"630"	"0"
"173"	"153"	"44"	"315"	"6"	"236"	"16"	"5"	"7"	"5"	"2"	"11"	"647"	"0"	"14"	"661"	"0"
"174"	"154"	"87"	"359"	"21"	"396"	"28"	"6"	"3"	"8"	"12"	"16"	"936"	"0"	"28"	"964"	"0"
"175"	"155"	"45"	"198"	"12"	"349"	"3"	"4"	"7"	"4"	"2"	"12"	"636"	"0"	"15"	"651"	"0"
"176"	"156"	"45"	"242"	"6"	"297"	"2"	"1"	"8"	"1"	"4"	"22"	"628"	"0"	"24"	"652"	"0"
"177"	"157"	"32"	"205"	"3"	"277"	"10"	"2"	"3"	"3"	"6"	"2"	"543"	"0"	"15"	"558"	"0"
"178"	"158"	"48"	"175"	"16"	"330"	"8"	"9"	"3"	"3"	"2"	"11"	"605"	"0"	"10"	"615"	"0"
"179"	"159"	"79"	"89"	"10"	"483"	"11"	"7"	"5"	"5"	"0"	"13"	"702"	"0"	"16"	"718"	"0"
"180"	"160"	"86"	"427"	"16"	"151"	"12"	"3"	"3"	"8"	"6"	"9"	"721"	"0"	"18"	"739"	"0"
"181"	"161"	"92"	"438"	"14"	"304"	"13"	"8"	"4"	"4"	"2"	"21"	"900"	"0"	"17"	"917"	"0"
"182"	"162"	"82"	"683"	"19"	"16"	"5"	"3"	"5"	"3"	"3"	"3"	"822"	"0"	"10"	"832"	"0"
"183"	"163"	"28"	"346"	"2"	"158"	"6"	"4"	"5"	"7"	"1"	"7"	"564"	"0"	"9"	"573"	"0"
"184"	"164"	"67"	"146"	"10"	"295"	"10"	"6"	"3"	"4"	"4"	"5"	"550"	"0"	"5"	"555"	"0"
"185"	"165"	"143"	"74"	"10"	"361"	"13"	"1"	"8"	"3"	"1"	"5"	"619"	"0"	"5"	"624"	"0"
"186"	"166"	"101"	"316"	"7"	"257"	"7"	"0"	"5"	"2"	"0"	"7"	"702"	"0"	"4"	"706"	"0"
"187"	"167"	"36"	"238"	"6"	"100"	"3"	"0"	"0"	"1"	"1"	"2"	"387"	"0"	"8"	"395"	"0"
"188"	"168"	"49"	"99"	"1"	"419"	"13"	"5"	"4"	"2"	"7"	"11"	"610"	"0"	"12"	"622"	"0"
"189"	"169"	"55"	"242"	"6"	"300"	"4"	"1"	"1"	"4"	"2"	"5"	"620"	"0"	"2"	"622"	"0"
"190"	"170"	"50"	"44"	"13"	"464"	"10"	"5"	"2"	"3"	"7"	"8"	"606"	"0"	"23"	"629"	"0"
"191"	"171"	"40"	"214"	"8"	"358"	"3"	"1"	"2"	"1"	"2"	"18"	"647"	"0"	"5"	"652"	"0"
"192"	"172"	"86"	"406"	"16"	"396"	"9"	"2"	"3"	"3"	"3"	"6"	"930"	"0"	"3"	"933"	"0"
"193"	"173"	"88"	"228"	"0"	"339"	"9"	"1"	"14"	"6"	"6"	"16"	"707"	"0"	"24"	"731"	"0"
"194"	"174"	"83"	"369"	"13"	"346"	"9"	"3"	"9"	"7"	"6"	"24"	"869"	"0"	"11"	"880"	"0"
"195"	"175"	"93"	"250"	"5"	"463"	"15"	"6"	"8"	"8"	"7"	"13"	"868"	"0"	"11"	"879"	"0"
"196"	"176"	"45"	"98"	"10"	"376"	"13"	"4"	"8"	"2"	"3"	"26"	"585"	"0"	"11"	"596"	"0"
"197"	"177"	"106"	"283"	"13"	"306"	"12"	"8"	"0"	"4"	"5"	"11"	"748"	"0"	"6"	"754"	"0"
"198"	"178"	"90"	"195"	"14"	"580"	"19"	"4"	"4"	"5"	"4"	"21"	"936"	"0"	"23"	"959"	"0"
"199"	"179"	"68"	"196"	"14"	"432"	"24"	"12"	"12"	"2"	"6"	"34"	"800"	"0"	"22"	"822"	"0"
"200"	"180"	"78"	"210"	"16"	"306"	"10"	"1"	"6"	"6"	"1"	"15"	"649"	"0"	"22"	"671"	"0"
"201"	"181"	"99"	"364"	"19"	"485"	"22"	"3"	"4"	"8"	"3"	"7"	"1014"	"0"	"19"	"1033"	"0"
