"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"
"18"	"6"	"105"	"219"	"8"	"305"	"9"	"7"	"6"	"6"	"1"	"6"	"3"	"1"	"2"	"2"	"3"	"5"	"3"	"1"	"3"	"695"	"0"	"0"	"695"	"0"
"19"	"7"	"154"	"21"	"6"	"304"	"7"	"3"	"1"	"0"	"1"	"1"	"1"	"1"	"2"	"2"	"0"	"2"	"7"	"1"	"1"	"515"	"0"	"2"	"517"	"0"
"20"	"8"	"134"	"288"	"5"	"117"	"4"	"10"	"4"	"2"	"5"	"6"	"9"	"7"	"7"	"17"	"17"	"47"	"16"	"12"	"5"	"712"	"0"	"10"	"722"	"0"
"21"	"9"	"305"	"73"	"6"	"208"	"1"	"5"	"2"	"2"	"3"	"2"	"0"	"1"	"1"	"1"	"0"	"1"	"2"	"1"	"0"	"614"	"0"	"2"	"616"	"0"
"22"	"10"	"49"	"259"	"14"	"203"	"10"	"3"	"6"	"8"	"10"	"7"	"4"	"6"	"6"	"11"	"7"	"11"	"2"	"4"	"1"	"621"	"0"	"2"	"623"	"0"
"23"	"11"	"158"	"28"	"10"	"341"	"7"	"5"	"0"	"0"	"7"	"0"	"3"	"6"	"14"	"2"	"3"	"17"	"8"	"2"	"3"	"614"	"0"	"6"	"620"	"0"
"24"	"11A"	"65"	"14"	"3"	"136"	"5"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"5"	"2"	"6"	"16"	"2"	"0"	"0"	"265"	"0"	"2"	"267"	"0"
"25"	"12"	"38"	"92"	"3"	"78"	"2"	"4"	"0"	"0"	"3"	"0"	"1"	"1"	"2"	"0"	"3"	"8"	"6"	"7"	"1"	"249"	"0"	"1"	"250"	"0"
"26"	"13"	"92"	"42"	"13"	"141"	"7"	"7"	"6"	"3"	"4"	"0"	"4"	"1"	"6"	"3"	"6"	"9"	"7"	"2"	"2"	"355"	"0"	"6"	"361"	"0"
"27"	"14"	"40"	"123"	"15"	"278"	"11"	"4"	"5"	"5"	"4"	"1"	"5"	"3"	"14"	"6"	"6"	"15"	"2"	"2"	"1"	"540"	"0"	"2"	"542"	"0"
"28"	"15"	"24"	"35"	"5"	"632"	"2"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"2"	"0"	"0"	"0"	"707"	"0"	"0"	"707"	"0"
"29"	"16"	"43"	"40"	"5"	"222"	"3"	"5"	"0"	"3"	"2"	"2"	"0"	"2"	"9"	"3"	"2"	"16"	"2"	"0"	"0"	"359"	"0"	"2"	"361"	"0"
"30"	"17"	"67"	"8"	"4"	"233"	"9"	"4"	"3"	"0"	"1"	"0"	"0"	"1"	"12"	"7"	"3"	"4"	"1"	"0"	"0"	"357"	"0"	"2"	"359"	"0"
"31"	"18"	"127"	"191"	"5"	"298"	"5"	"6"	"2"	"0"	"1"	"1"	"0"	"1"	"5"	"2"	"6"	"4"	"0"	"1"	"1"	"656"	"0"	"1"	"657"	"0"
"32"	"19"	"81"	"44"	"6"	"48"	"6"	"6"	"1"	"0"	"0"	"1"	"0"	"1"	"5"	"1"	"7"	"13"	"5"	"5"	"1"	"231"	"0"	"7"	"238"	"0"
"33"	"20"	"25"	"45"	"8"	"403"	"14"	"10"	"1"	"1"	"3"	"2"	"2"	"1"	"15"	"1"	"4"	"15"	"7"	"4"	"2"	"563"	"0"	"10"	"573"	"0"
"34"	"21"	"30"	"38"	"4"	"167"	"3"	"5"	"6"	"1"	"1"	"0"	"1"	"0"	"4"	"5"	"1"	"3"	"1"	"0"	"0"	"270"	"0"	"2"	"272"	"0"
"35"	"22"	"47"	"45"	"1"	"199"	"3"	"5"	"1"	"2"	"2"	"2"	"3"	"1"	"6"	"4"	"2"	"18"	"5"	"2"	"2"	"350"	"0"	"5"	"355"	"0"
"36"	"23"	"66"	"122"	"13"	"271"	"9"	"0"	"1"	"2"	"1"	"0"	"2"	"2"	"11"	"3"	"7"	"12"	"2"	"0"	"3"	"527"	"0"	"2"	"529"	"0"
"37"	"23A"	"38"	"71"	"0"	"99"	"4"	"2"	"0"	"0"	"2"	"3"	"3"	"1"	"4"	"2"	"4"	"13"	"3"	"2"	"1"	"252"	"0"	"5"	"257"	"0"
"38"	"24"	"104"	"378"	"18"	"217"	"9"	"4"	"7"	"2"	"6"	"8"	"7"	"10"	"10"	"15"	"14"	"28"	"4"	"9"	"7"	"857"	"0"	"3"	"860"	"0"
"39"	"25"	"34"	"468"	"8"	"154"	"5"	"7"	"2"	"0"	"2"	"3"	"3"	"3"	"9"	"3"	"27"	"13"	"0"	"3"	"2"	"746"	"0"	"5"	"751"	"0"
"40"	"25A"	"22"	"217"	"3"	"17"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"10"	"1"	"1"	"4"	"0"	"281"	"0"	"1"	"282"	"0"
"41"	"26"	"39"	"154"	"14"	"251"	"10"	"24"	"10"	"8"	"15"	"16"	"13"	"20"	"22"	"17"	"17"	"20"	"6"	"7"	"4"	"667"	"0"	"12"	"679"	"0"
"42"	"26A"	"27"	"74"	"5"	"83"	"4"	"2"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"4"	"1"	"2"	"3"	"0"	"1"	"211"	"0"	"5"	"216"	"0"
"43"	"27"	"53"	"145"	"16"	"277"	"10"	"7"	"2"	"4"	"4"	"10"	"1"	"4"	"12"	"7"	"5"	"29"	"2"	"4"	"2"	"594"	"0"	"7"	"601"	"0"
"44"	"28"	"52"	"186"	"5"	"338"	"13"	"5"	"3"	"5"	"9"	"4"	"2"	"3"	"8"	"6"	"3"	"5"	"5"	"6"	"4"	"662"	"0"	"6"	"668"	"0"
"45"	"29"	"55"	"483"	"25"	"23"	"10"	"19"	"2"	"7"	"1"	"6"	"2"	"4"	"3"	"12"	"16"	"7"	"13"	"49"	"12"	"749"	"0"	"25"	"774"	"0"
"46"	"30"	"49"	"49"	"6"	"296"	"3"	"3"	"2"	"0"	"2"	"1"	"2"	"2"	"13"	"1"	"2"	"10"	"3"	"1"	"0"	"445"	"0"	"5"	"450"	"0"
"47"	"31"	"86"	"74"	"10"	"299"	"6"	"4"	"2"	"4"	"8"	"1"	"3"	"2"	"25"	"8"	"9"	"17"	"5"	"2"	"0"	"565"	"0"	"3"	"568"	"0"
"48"	"32"	"96"	"321"	"13"	"109"	"6"	"14"	"4"	"4"	"6"	"6"	"7"	"7"	"17"	"16"	"30"	"58"	"20"	"13"	"11"	"758"	"0"	"12"	"770"	"0"
"49"	"33"	"27"	"116"	"8"	"372"	"7"	"7"	"5"	"4"	"9"	"2"	"6"	"8"	"11"	"4"	"16"	"20"	"7"	"10"	"8"	"647"	"0"	"14"	"661"	"0"
"50"	"34"	"17"	"103"	"3"	"425"	"5"	"4"	"12"	"1"	"3"	"4"	"0"	"2"	"11"	"2"	"7"	"4"	"9"	"5"	"7"	"624"	"0"	"10"	"634"	"0"
"51"	"35"	"92"	"280"	"7"	"206"	"4"	"3"	"6"	"5"	"5"	"2"	"3"	"5"	"10"	"4"	"30"	"11"	"3"	"8"	"5"	"689"	"0"	"1"	"690"	"0"
"52"	"36"	"39"	"172"	"7"	"265"	"6"	"6"	"4"	"1"	"4"	"3"	"1"	"3"	"15"	"9"	"7"	"10"	"25"	"17"	"12"	"606"	"0"	"19"	"625"	"0"
"53"	"37"	"77"	"263"	"17"	"177"	"11"	"9"	"5"	"5"	"4"	"3"	"5"	"5"	"10"	"5"	"5"	"6"	"11"	"2"	"5"	"625"	"0"	"4"	"629"	"0"
"54"	"38"	"21"	"45"	"4"	"252"	"7"	"3"	"0"	"2"	"9"	"6"	"5"	"8"	"21"	"15"	"9"	"33"	"1"	"0"	"0"	"441"	"0"	"5"	"446"	"0"
"55"	"39"	"68"	"223"	"12"	"359"	"8"	"7"	"5"	"3"	"3"	"3"	"4"	"4"	"15"	"6"	"5"	"7"	"30"	"20"	"13"	"795"	"0"	"27"	"822"	"0"
"56"	"40"	"206"	"76"	"8"	"137"	"7"	"4"	"2"	"1"	"3"	"3"	"0"	"0"	"3"	"4"	"1"	"5"	"18"	"3"	"3"	"484"	"0"	"3"	"487"	"0"
"57"	"41"	"241"	"61"	"7"	"196"	"12"	"11"	"4"	"2"	"2"	"1"	"0"	"1"	"2"	"5"	"4"	"6"	"5"	"8"	"3"	"571"	"0"	"2"	"573"	"0"
"58"	"42"	"72"	"28"	"10"	"384"	"19"	"8"	"3"	"2"	"6"	"2"	"4"	"4"	"5"	"4"	"2"	"16"	"5"	"6"	"2"	"582"	"0"	"7"	"589"	"0"
"59"	"43"	"155"	"96"	"22"	"273"	"5"	"11"	"17"	"4"	"9"	"4"	"5"	"1"	"0"	"3"	"0"	"4"	"6"	"6"	"1"	"622"	"0"	"5"	"627"	"0"
"60"	"44"	"68"	"71"	"7"	"433"	"6"	"6"	"0"	"0"	"1"	"0"	"1"	"4"	"4"	"1"	"0"	"3"	"10"	"5"	"5"	"625"	"0"	"7"	"632"	"0"
"61"	"45"	"57"	"151"	"18"	"227"	"8"	"3"	"3"	"3"	"4"	"3"	"1"	"3"	"5"	"5"	"4"	"6"	"13"	"12"	"7"	"533"	"0"	"11"	"544"	"0"
"62"	"46"	"32"	"342"	"4"	"7"	"4"	"3"	"15"	"3"	"0"	"3"	"1"	"2"	"1"	"3"	"6"	"5"	"5"	"5"	"2"	"443"	"0"	"2"	"445"	"0"
"63"	"47"	"167"	"260"	"10"	"192"	"6"	"4"	"3"	"2"	"1"	"5"	"3"	"2"	"10"	"3"	"1"	"4"	"24"	"9"	"9"	"715"	"0"	"14"	"729"	"0"
"64"	"48"	"81"	"87"	"9"	"297"	"4"	"4"	"3"	"2"	"6"	"3"	"1"	"2"	"9"	"1"	"4"	"1"	"1"	"9"	"0"	"524"	"0"	"1"	"525"	"0"
"65"	"49"	"154"	"47"	"12"	"273"	"8"	"7"	"3"	"2"	"9"	"1"	"2"	"3"	"11"	"5"	"2"	"22"	"12"	"4"	"4"	"581"	"0"	"14"	"595"	"0"
"66"	"50"	"141"	"19"	"1"	"139"	"4"	"3"	"4"	"3"	"2"	"2"	"3"	"2"	"2"	"5"	"10"	"16"	"3"	"4"	"1"	"364"	"0"	"1"	"365"	"0"
"67"	"51"	"169"	"46"	"5"	"228"	"7"	"8"	"17"	"2"	"7"	"3"	"6"	"3"	"7"	"2"	"7"	"11"	"16"	"10"	"3"	"557"	"0"	"10"	"567"	"0"
"68"	"52"	"140"	"19"	"5"	"277"	"9"	"8"	"1"	"1"	"1"	"1"	"1"	"0"	"11"	"0"	"3"	"5"	"19"	"5"	"4"	"510"	"0"	"5"	"515"	"0"
"69"	"53"	"176"	"262"	"16"	"305"	"7"	"10"	"7"	"6"	"13"	"7"	"8"	"4"	"9"	"11"	"7"	"13"	"20"	"7"	"5"	"893"	"0"	"10"	"903"	"0"
"70"	"54"	"66"	"105"	"10"	"238"	"8"	"5"	"4"	"2"	"8"	"2"	"2"	"3"	"5"	"2"	"2"	"3"	"30"	"7"	"10"	"512"	"0"	"17"	"529"	"0"
"71"	"55"	"86"	"63"	"6"	"229"	"5"	"7"	"3"	"2"	"10"	"3"	"3"	"3"	"4"	"5"	"6"	"6"	"23"	"11"	"13"	"488"	"0"	"28"	"516"	"0"
"72"	"56"	"84"	"333"	"9"	"168"	"2"	"6"	"5"	"1"	"2"	"2"	"5"	"1"	"8"	"11"	"14"	"17"	"2"	"0"	"1"	"671"	"0"	"1"	"672"	"0"
"73"	"57"	"45"	"394"	"21"	"164"	"3"	"3"	"1"	"0"	"4"	"3"	"1"	"6"	"7"	"7"	"15"	"13"	"5"	"11"	"3"	"706"	"0"	"5"	"711"	"0"
"74"	"58"	"31"	"99"	"2"	"406"	"8"	"4"	"3"	"1"	"1"	"3"	"3"	"6"	"12"	"3"	"4"	"11"	"1"	"1"	"0"	"599"	"0"	"2"	"601"	"0"
"75"	"59"	"73"	"69"	"3"	"489"	"7"	"8"	"2"	"2"	"10"	"5"	"5"	"4"	"21"	"9"	"10"	"24"	"6"	"4"	"1"	"752"	"0"	"3"	"755"	"0"
"76"	"60"	"33"	"124"	"10"	"568"	"16"	"6"	"0"	"3"	"0"	"8"	"4"	"3"	"16"	"1"	"2"	"2"	"10"	"0"	"3"	"809"	"0"	"13"	"822"	"0"
"77"	"61"	"43"	"168"	"10"	"496"	"8"	"6"	"10"	"3"	"12"	"2"	"10"	"9"	"24"	"15"	"11"	"22"	"0"	"5"	"3"	"857"	"0"	"6"	"863"	"0"
"78"	"62"	"47"	"147"	"11"	"526"	"6"	"2"	"4"	"3"	"11"	"5"	"7"	"9"	"26"	"14"	"15"	"22"	"4"	"2"	"1"	"862"	"0"	"5"	"867"	"0"
"79"	"63"	"60"	"343"	"22"	"247"	"10"	"5"	"5"	"2"	"6"	"7"	"10"	"12"	"14"	"6"	"18"	"11"	"5"	"7"	"2"	"792"	"0"	"2"	"794"	"0"
"80"	"64"	"118"	"25"	"8"	"435"	"8"	"4"	"1"	"1"	"5"	"0"	"1"	"5"	"11"	"1"	"2"	"12"	"17"	"8"	"4"	"666"	"0"	"15"	"681"	"0"
"81"	"65"	"83"	"232"	"14"	"306"	"9"	"7"	"7"	"3"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"6"	"2"	"3"	"686"	"0"	"2"	"688"	"0"
"82"	"66"	"32"	"368"	"17"	"250"	"7"	"3"	"6"	"1"	"8"	"3"	"3"	"4"	"8"	"8"	"14"	"10"	"5"	"13"	"4"	"764"	"0"	"16"	"780"	"0"
"83"	"67"	"95"	"359"	"16"	"306"	"7"	"6"	"4"	"3"	"5"	"6"	"2"	"7"	"8"	"10"	"7"	"17"	"9"	"7"	"6"	"880"	"0"	"7"	"887"	"0"
"84"	"68"	"64"	"199"	"6"	"200"	"2"	"5"	"1"	"4"	"1"	"6"	"0"	"5"	"7"	"12"	"16"	"11"	"23"	"13"	"8"	"583"	"0"	"15"	"598"	"0"
"85"	"69"	"54"	"167"	"15"	"229"	"2"	"3"	"2"	"3"	"2"	"4"	"3"	"6"	"15"	"4"	"7"	"19"	"18"	"13"	"2"	"568"	"0"	"6"	"574"	"0"
"86"	"70"	"92"	"36"	"2"	"733"	"1"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"2"	"0"	"1"	"875"	"0"	"4"	"879"	"0"
"87"	"71"	"40"	"71"	"3"	"173"	"6"	"2"	"0"	"1"	"2"	"1"	"1"	"3"	"9"	"1"	"4"	"6"	"7"	"1"	"0"	"331"	"0"	"2"	"333"	"0"
"88"	"72"	"164"	"133"	"12"	"422"	"10"	"14"	"8"	"5"	"9"	"8"	"4"	"7"	"20"	"4"	"6"	"11"	"6"	"1"	"0"	"844"	"0"	"6"	"850"	"0"
"89"	"73"	"129"	"158"	"11"	"338"	"7"	"10"	"5"	"2"	"2"	"2"	"1"	"2"	"11"	"4"	"4"	"10"	"6"	"4"	"5"	"711"	"0"	"6"	"717"	"0"
"90"	"74"	"156"	"96"	"5"	"343"	"7"	"9"	"4"	"5"	"1"	"4"	"2"	"4"	"7"	"0"	"4"	"5"	"7"	"1"	"0"	"660"	"0"	"8"	"668"	"0"
"91"	"75"	"71"	"445"	"8"	"133"	"4"	"2"	"2"	"0"	"4"	"2"	"2"	"2"	"3"	"4"	"8"	"7"	"8"	"6"	"2"	"713"	"0"	"6"	"719"	"0"
"92"	"76"	"34"	"80"	"4"	"247"	"1"	"9"	"4"	"1"	"13"	"1"	"3"	"5"	"15"	"15"	"6"	"20"	"5"	"0"	"2"	"465"	"0"	"2"	"467"	"0"
"93"	"77"	"56"	"162"	"4"	"270"	"11"	"5"	"4"	"2"	"5"	"4"	"4"	"1"	"3"	"7"	"6"	"10"	"25"	"7"	"5"	"591"	"0"	"14"	"605"	"0"
"94"	"78"	"137"	"111"	"11"	"451"	"14"	"7"	"2"	"5"	"9"	"3"	"6"	"5"	"33"	"5"	"5"	"18"	"3"	"5"	"1"	"831"	"0"	"7"	"838"	"0"
"95"	"79"	"37"	"152"	"16"	"431"	"13"	"13"	"21"	"3"	"14"	"5"	"7"	"8"	"18"	"8"	"22"	"30"	"2"	"8"	"3"	"811"	"0"	"1"	"812"	"0"
"96"	"80"	"53"	"307"	"17"	"419"	"5"	"8"	"0"	"1"	"8"	"4"	"6"	"7"	"17"	"11"	"9"	"16"	"2"	"3"	"1"	"894"	"0"	"1"	"895"	"0"
"97"	"81"	"14"	"82"	"9"	"508"	"28"	"3"	"0"	"3"	"11"	"5"	"4"	"5"	"33"	"9"	"8"	"31"	"8"	"4"	"4"	"769"	"0"	"17"	"786"	"0"
"98"	"82"	"11"	"16"	"4"	"397"	"11"	"1"	"3"	"2"	"14"	"5"	"5"	"7"	"29"	"1"	"6"	"32"	"2"	"1"	"0"	"547"	"0"	"6"	"553"	"0"
"99"	"83"	"171"	"120"	"6"	"286"	"9"	"3"	"4"	"2"	"8"	"1"	"1"	"1"	"1"	"4"	"2"	"6"	"6"	"2"	"1"	"634"	"0"	"4"	"638"	"0"
"100"	"84"	"64"	"184"	"8"	"162"	"5"	"2"	"3"	"1"	"0"	"0"	"3"	"2"	"0"	"1"	"1"	"1"	"1"	"2"	"0"	"440"	"0"	"1"	"441"	"0"
"101"	"85"	"91"	"61"	"6"	"586"	"6"	"3"	"3"	"1"	"4"	"1"	"2"	"1"	"8"	"0"	"0"	"2"	"0"	"1"	"1"	"777"	"0"	"5"	"782"	"0"
"102"	"86"	"49"	"276"	"12"	"298"	"7"	"13"	"2"	"0"	"2"	"1"	"2"	"1"	"20"	"3"	"6"	"5"	"1"	"4"	"1"	"703"	"0"	"4"	"707"	"0"
"103"	"87"	"44"	"215"	"4"	"309"	"4"	"3"	"3"	"1"	"3"	"2"	"2"	"3"	"3"	"4"	"5"	"5"	"7"	"2"	"5"	"624"	"0"	"6"	"630"	"0"
"104"	"88"	"29"	"83"	"8"	"361"	"10"	"3"	"2"	"3"	"2"	"1"	"2"	"1"	"2"	"0"	"2"	"3"	"1"	"0"	"1"	"514"	"0"	"3"	"517"	"0"
"105"	"89"	"20"	"138"	"7"	"390"	"14"	"11"	"3"	"3"	"9"	"6"	"4"	"3"	"18"	"7"	"13"	"18"	"5"	"9"	"4"	"682"	"0"	"24"	"706"	"0"
"106"	"90"	"45"	"663"	"6"	"133"	"4"	"2"	"6"	"2"	"1"	"0"	"0"	"0"	"4"	"4"	"0"	"2"	"3"	"0"	"0"	"875"	"0"	"2"	"877"	"0"
"107"	"91"	"50"	"111"	"4"	"317"	"13"	"3"	"6"	"3"	"12"	"7"	"3"	"1"	"10"	"5"	"4"	"21"	"1"	"8"	"2"	"581"	"0"	"6"	"587"	"0"
"108"	"92"	"52"	"85"	"1"	"85"	"2"	"0"	"5"	"0"	"4"	"3"	"2"	"0"	"2"	"2"	"3"	"2"	"0"	"0"	"2"	"250"	"0"	"0"	"250"	"0"
"109"	"93"	"83"	"7"	"6"	"230"	"9"	"8"	"3"	"2"	"2"	"0"	"2"	"0"	"2"	"1"	"0"	"1"	"4"	"2"	"2"	"364"	"0"	"1"	"365"	"0"
"110"	"94"	"45"	"16"	"2"	"221"	"4"	"9"	"0"	"0"	"4"	"1"	"1"	"0"	"3"	"0"	"0"	"5"	"2"	"0"	"0"	"313"	"0"	"2"	"315"	"0"
"111"	"95"	"12"	"185"	"6"	"218"	"9"	"0"	"5"	"1"	"2"	"2"	"0"	"1"	"2"	"1"	"1"	"3"	"0"	"0"	"0"	"448"	"0"	"0"	"448"	"0"
"112"	"96"	"58"	"245"	"8"	"363"	"4"	"4"	"9"	"3"	"2"	"2"	"6"	"3"	"9"	"4"	"12"	"10"	"1"	"6"	"0"	"749"	"0"	"2"	"751"	"0"
"113"	"96A"	"5"	"150"	"3"	"79"	"5"	"0"	"30"	"2"	"0"	"1"	"1"	"0"	"1"	"0"	"2"	"3"	"0"	"0"	"0"	"282"	"0"	"0"	"282"	"0"
"114"	"97"	"110"	"446"	"10"	"34"	"7"	"1"	"26"	"1"	"1"	"2"	"2"	"3"	"1"	"1"	"1"	"5"	"7"	"3"	"1"	"662"	"0"	"2"	"664"	"0"
"115"	"98"	"152"	"152"	"6"	"155"	"3"	"6"	"6"	"3"	"1"	"5"	"3"	"2"	"1"	"0"	"2"	"2"	"2"	"1"	"0"	"502"	"0"	"1"	"503"	"0"
"116"	"99"	"83"	"180"	"9"	"502"	"10"	"7"	"6"	"2"	"8"	"3"	"3"	"1"	"5"	"3"	"3"	"0"	"3"	"5"	"0"	"833"	"0"	"2"	"835"	"0"
"117"	"100"	"187"	"486"	"6"	"132"	"1"	"2"	"18"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"3"	"4"	"5"	"19"	"2"	"875"	"0"	"3"	"878"	"0"
"118"	"101"	"54"	"222"	"6"	"54"	"8"	"21"	"397"	"12"	"5"	"13"	"8"	"6"	"4"	"6"	"9"	"11"	"5"	"0"	"3"	"844"	"0"	"2"	"846"	"0"
"119"	"102"	"163"	"36"	"6"	"221"	"1"	"8"	"10"	"2"	"3"	"2"	"2"	"3"	"2"	"1"	"3"	"3"	"12"	"2"	"3"	"483"	"0"	"4"	"487"	"0"
"120"	"103"	"168"	"141"	"8"	"167"	"5"	"8"	"20"	"7"	"8"	"9"	"1"	"1"	"4"	"6"	"2"	"4"	"8"	"10"	"3"	"580"	"0"	"2"	"582"	"0"
"121"	"104"	"157"	"29"	"4"	"196"	"5"	"5"	"4"	"2"	"5"	"1"	"3"	"7"	"4"	"3"	"2"	"11"	"21"	"7"	"4"	"470"	"0"	"6"	"476"	"0"
"122"	"105"	"155"	"17"	"5"	"201"	"7"	"14"	"7"	"3"	"4"	"0"	"0"	"3"	"5"	"6"	"10"	"29"	"5"	"2"	"3"	"476"	"0"	"2"	"478"	"0"
"123"	"106"	"111"	"93"	"0"	"249"	"6"	"7"	"2"	"1"	"4"	"3"	"2"	"3"	"4"	"8"	"5"	"18"	"16"	"7"	"1"	"540"	"0"	"12"	"552"	"0"
"124"	"107"	"108"	"18"	"7"	"222"	"8"	"4"	"3"	"1"	"4"	"0"	"1"	"2"	"2"	"5"	"2"	"7"	"1"	"1"	"0"	"396"	"0"	"1"	"397"	"0"
"125"	"108"	"97"	"24"	"11"	"253"	"14"	"8"	"8"	"7"	"13"	"6"	"4"	"5"	"23"	"9"	"13"	"32"	"6"	"4"	"2"	"539"	"0"	"6"	"545"	"0"
"126"	"109"	"84"	"164"	"14"	"297"	"12"	"5"	"7"	"9"	"19"	"10"	"7"	"6"	"12"	"11"	"17"	"21"	"16"	"13"	"19"	"743"	"0"	"19"	"762"	"0"
"127"	"110"	"100"	"231"	"9"	"237"	"4"	"1"	"12"	"0"	"8"	"4"	"3"	"6"	"7"	"3"	"7"	"15"	"4"	"2"	"0"	"653"	"0"	"2"	"655"	"0"
"128"	"111"	"325"	"103"	"8"	"288"	"7"	"11"	"7"	"4"	"5"	"3"	"3"	"3"	"12"	"3"	"5"	"12"	"18"	"3"	"1"	"821"	"0"	"0"	"821"	"0"
"129"	"112"	"180"	"32"	"2"	"250"	"2"	"5"	"2"	"0"	"1"	"1"	"2"	"0"	"5"	"0"	"2"	"1"	"5"	"2"	"4"	"496"	"0"	"2"	"498"	"0"
"130"	"112A"	"150"	"51"	"4"	"123"	"2"	"4"	"1"	"0"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"8"	"4"	"1"	"0"	"357"	"0"	"0"	"357"	"0"
"131"	"113"	"118"	"53"	"7"	"331"	"5"	"2"	"4"	"1"	"5"	"4"	"6"	"4"	"8"	"6"	"3"	"10"	"12"	"1"	"1"	"581"	"0"	"4"	"585"	"0"
"132"	"114"	"125"	"149"	"9"	"251"	"7"	"9"	"4"	"4"	"8"	"10"	"6"	"6"	"13"	"9"	"11"	"19"	"28"	"16"	"6"	"690"	"0"	"13"	"703"	"0"
