"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"
"24"	"11"	"25"	"89"	"9"	"105"	"30"	"1"	"3"	"4"	"2"	"4"	"3"	"1"	"9"	"285"	"0"	"11"	"296"	"0"
"25"	"12"	"60"	"243"	"17"	"51"	"18"	"3"	"6"	"1"	"2"	"2"	"1"	"3"	"13"	"420"	"0"	"4"	"424"	"0"
"26"	"13"	"99"	"95"	"8"	"63"	"27"	"4"	"5"	"1"	"4"	"8"	"2"	"1"	"5"	"322"	"0"	"13"	"335"	"0"
"27"	"14"	"15"	"100"	"15"	"220"	"21"	"7"	"22"	"7"	"4"	"5"	"10"	"2"	"31"	"459"	"0"	"17"	"476"	"0"
"28"	"15"	"119"	"68"	"27"	"274"	"32"	"2"	"5"	"3"	"3"	"6"	"0"	"2"	"9"	"550"	"0"	"7"	"557"	"0"
"29"	"16"	"28"	"44"	"3"	"346"	"24"	"8"	"7"	"8"	"3"	"1"	"1"	"0"	"3"	"476"	"0"	"3"	"479"	"0"
"30"	"17"	"3"	"245"	"5"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"5"	"268"	"0"	"4"	"272"	"0"
"31"	"18"	"180"	"202"	"14"	"198"	"59"	"2"	"5"	"11"	"14"	"15"	"8"	"3"	"6"	"717"	"0"	"16"	"733"	"0"
"32"	"19"	"277"	"6"	"16"	"101"	"72"	"2"	"4"	"4"	"6"	"17"	"2"	"2"	"7"	"516"	"0"	"26"	"542"	"0"
"33"	"20"	"106"	"64"	"15"	"394"	"52"	"12"	"15"	"10"	"9"	"7"	"8"	"8"	"18"	"718"	"0"	"11"	"729"	"0"
"34"	"21"	"57"	"91"	"10"	"53"	"57"	"4"	"3"	"3"	"3"	"16"	"3"	"1"	"7"	"308"	"0"	"12"	"320"	"0"
"35"	"22"	"86"	"20"	"29"	"25"	"28"	"3"	"2"	"3"	"3"	"8"	"4"	"5"	"29"	"245"	"0"	"10"	"255"	"0"
"36"	"23"	"15"	"263"	"3"	"12"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"5"	"301"	"0"	"0"	"301"	"0"
"37"	"24"	"141"	"42"	"3"	"109"	"17"	"0"	"4"	"1"	"0"	"2"	"5"	"0"	"5"	"329"	"0"	"9"	"338"	"0"
"38"	"25"	"192"	"101"	"4"	"44"	"41"	"7"	"2"	"3"	"0"	"4"	"1"	"0"	"7"	"406"	"0"	"0"	"406"	"0"
"39"	"26"	"189"	"157"	"10"	"54"	"62"	"8"	"2"	"5"	"1"	"8"	"1"	"1"	"6"	"504"	"0"	"7"	"511"	"0"
"40"	"27"	"220"	"28"	"9"	"296"	"39"	"1"	"3"	"6"	"1"	"2"	"5"	"2"	"4"	"616"	"0"	"5"	"621"	"0"
"41"	"27A"	"140"	"177"	"15"	"83"	"24"	"3"	"4"	"2"	"1"	"4"	"0"	"0"	"2"	"455"	"0"	"0"	"455"	"0"
"42"	"28"	"123"	"129"	"10"	"205"	"23"	"5"	"2"	"1"	"0"	"5"	"1"	"1"	"7"	"512"	"0"	"18"	"530"	"0"
"43"	"29"	"50"	"159"	"3"	"95"	"12"	"0"	"0"	"1"	"3"	"2"	"0"	"3"	"5"	"333"	"0"	"7"	"340"	"0"
"44"	"30"	"49"	"213"	"11"	"223"	"33"	"7"	"9"	"7"	"5"	"1"	"10"	"4"	"5"	"577"	"0"	"16"	"593"	"0"
"45"	"31"	"56"	"25"	"2"	"166"	"24"	"1"	"9"	"4"	"2"	"4"	"4"	"10"	"6"	"313"	"0"	"9"	"322"	"0"
"46"	"32"	"64"	"89"	"34"	"480"	"42"	"3"	"10"	"12"	"3"	"9"	"8"	"7"	"31"	"792"	"0"	"14"	"806"	"0"
"47"	"33"	"72"	"414"	"9"	"88"	"18"	"3"	"9"	"22"	"2"	"5"	"0"	"4"	"9"	"655"	"0"	"15"	"670"	"0"
"48"	"34"	"32"	"364"	"6"	"18"	"4"	"0"	"2"	"1"	"0"	"1"	"0"	"2"	"13"	"443"	"0"	"2"	"445"	"0"
"49"	"35"	"30"	"178"	"11"	"121"	"12"	"8"	"4"	"4"	"5"	"2"	"3"	"3"	"7"	"388"	"0"	"2"	"390"	"0"
"50"	"36"	"152"	"138"	"5"	"18"	"20"	"1"	"1"	"3"	"1"	"2"	"1"	"1"	"7"	"350"	"0"	"10"	"360"	"0"
"51"	"37"	"235"	"148"	"6"	"13"	"54"	"2"	"1"	"5"	"7"	"10"	"6"	"3"	"13"	"503"	"0"	"30"	"533"	"0"
"52"	"38"	"50"	"149"	"8"	"410"	"32"	"6"	"26"	"16"	"10"	"19"	"14"	"13"	"20"	"773"	"0"	"23"	"796"	"0"
"53"	"39"	"199"	"36"	"3"	"42"	"16"	"5"	"0"	"1"	"3"	"6"	"1"	"2"	"4"	"318"	"0"	"17"	"335"	"0"
"54"	"40"	"52"	"103"	"2"	"90"	"21"	"5"	"8"	"6"	"0"	"2"	"2"	"6"	"3"	"300"	"0"	"10"	"310"	"0"
"55"	"41"	"67"	"282"	"11"	"78"	"21"	"1"	"4"	"3"	"2"	"8"	"4"	"5"	"9"	"495"	"0"	"15"	"510"	"0"
"56"	"42"	"135"	"75"	"47"	"266"	"36"	"7"	"6"	"5"	"0"	"17"	"3"	"2"	"10"	"609"	"0"	"11"	"620"	"0"
"57"	"43"	"122"	"141"	"6"	"43"	"21"	"2"	"6"	"1"	"3"	"6"	"1"	"1"	"2"	"355"	"0"	"8"	"363"	"0"
"58"	"44"	"29"	"304"	"10"	"75"	"21"	"2"	"0"	"0"	"2"	"2"	"5"	"2"	"6"	"458"	"0"	"6"	"464"	"0"
"59"	"45"	"43"	"206"	"3"	"29"	"20"	"4"	"2"	"0"	"0"	"4"	"1"	"2"	"4"	"318"	"0"	"2"	"320"	"0"
"60"	"46"	"67"	"262"	"12"	"56"	"14"	"2"	"7"	"2"	"0"	"3"	"2"	"6"	"15"	"448"	"0"	"17"	"465"	"0"
"61"	"47"	"16"	"579"	"6"	"76"	"9"	"6"	"5"	"1"	"0"	"4"	"3"	"4"	"11"	"720"	"0"	"12"	"732"	"0"
"62"	"48"	"61"	"131"	"9"	"211"	"25"	"2"	"6"	"5"	"3"	"11"	"1"	"7"	"6"	"478"	"0"	"12"	"490"	"0"
"63"	"49"	"68"	"28"	"7"	"164"	"34"	"4"	"11"	"0"	"0"	"3"	"3"	"4"	"7"	"333"	"0"	"5"	"338"	"0"
"64"	"50"	"32"	"48"	"1"	"169"	"21"	"4"	"6"	"1"	"2"	"3"	"1"	"3"	"2"	"293"	"0"	"4"	"297"	"0"
"65"	"51"	"139"	"139"	"14"	"362"	"100"	"12"	"14"	"9"	"8"	"7"	"5"	"11"	"11"	"831"	"0"	"23"	"854"	"0"
"66"	"52"	"76"	"122"	"6"	"153"	"43"	"3"	"6"	"2"	"1"	"13"	"3"	"3"	"8"	"439"	"0"	"10"	"449"	"0"
"67"	"53"	"115"	"139"	"16"	"205"	"33"	"3"	"14"	"5"	"3"	"13"	"6"	"7"	"8"	"567"	"0"	"11"	"578"	"0"
"68"	"54"	"79"	"119"	"9"	"110"	"21"	"1"	"6"	"2"	"1"	"0"	"2"	"0"	"3"	"353"	"0"	"5"	"358"	"0"
"69"	"55"	"169"	"153"	"9"	"97"	"29"	"4"	"7"	"0"	"1"	"8"	"6"	"8"	"7"	"498"	"0"	"11"	"509"	"0"
"70"	"56"	"54"	"189"	"8"	"96"	"24"	"3"	"6"	"3"	"7"	"4"	"5"	"4"	"10"	"413"	"0"	"9"	"422"	"0"
"71"	"57"	"217"	"45"	"3"	"40"	"12"	"4"	"2"	"1"	"0"	"1"	"6"	"3"	"1"	"335"	"0"	"3"	"338"	"0"
"72"	"58"	"84"	"76"	"0"	"20"	"34"	"1"	"2"	"0"	"1"	"1"	"4"	"4"	"4"	"231"	"0"	"14"	"245"	"0"
"73"	"59"	"28"	"254"	"4"	"30"	"8"	"1"	"0"	"0"	"0"	"1"	"2"	"2"	"0"	"330"	"0"	"4"	"334"	"0"
"74"	"60"	"166"	"182"	"10"	"125"	"60"	"9"	"10"	"3"	"4"	"20"	"5"	"12"	"19"	"625"	"0"	"19"	"644"	"0"
"75"	"61"	"119"	"148"	"1"	"95"	"27"	"2"	"1"	"13"	"2"	"3"	"2"	"2"	"7"	"422"	"0"	"8"	"430"	"0"
"76"	"62"	"220"	"132"	"24"	"116"	"58"	"4"	"7"	"5"	"4"	"9"	"5"	"6"	"18"	"608"	"0"	"39"	"647"	"0"
"77"	"63"	"37"	"171"	"3"	"34"	"4"	"3"	"0"	"2"	"1"	"0"	"2"	"1"	"1"	"259"	"0"	"14"	"273"	"0"
"78"	"64"	"295"	"56"	"2"	"55"	"34"	"6"	"1"	"10"	"2"	"5"	"6"	"4"	"6"	"482"	"0"	"16"	"498"	"0"
"79"	"65"	"146"	"92"	"4"	"51"	"18"	"2"	"4"	"12"	"4"	"5"	"3"	"1"	"5"	"347"	"0"	"13"	"360"	"0"
"80"	"66"	"82"	"190"	"11"	"58"	"19"	"1"	"4"	"2"	"0"	"3"	"1"	"3"	"12"	"386"	"0"	"9"	"395"	"0"
"81"	"67"	"255"	"174"	"39"	"77"	"43"	"6"	"1"	"4"	"8"	"5"	"5"	"12"	"16"	"645"	"0"	"32"	"677"	"0"
"82"	"68"	"33"	"590"	"9"	"93"	"17"	"4"	"2"	"1"	"0"	"2"	"3"	"2"	"8"	"764"	"0"	"6"	"770"	"0"
"83"	"69"	"38"	"4"	"6"	"311"	"11"	"7"	"8"	"11"	"0"	"1"	"3"	"2"	"62"	"464"	"0"	"6"	"470"	"0"
"84"	"70"	"168"	"46"	"11"	"139"	"65"	"4"	"6"	"3"	"7"	"4"	"5"	"4"	"7"	"469"	"0"	"25"	"494"	"0"
"85"	"71"	"199"	"33"	"27"	"328"	"46"	"5"	"8"	"12"	"7"	"16"	"8"	"11"	"19"	"719"	"0"	"31"	"750"	"0"
"86"	"72"	"23"	"231"	"5"	"148"	"15"	"1"	"12"	"4"	"3"	"1"	"0"	"6"	"1"	"450"	"0"	"3"	"453"	"0"
"87"	"73"	"175"	"100"	"16"	"182"	"53"	"9"	"5"	"6"	"5"	"7"	"6"	"3"	"14"	"581"	"0"	"17"	"598"	"0"
"88"	"74"	"122"	"10"	"4"	"373"	"77"	"2"	"11"	"6"	"4"	"12"	"8"	"7"	"10"	"646"	"0"	"16"	"662"	"0"
"89"	"75"	"157"	"357"	"15"	"42"	"13"	"3"	"2"	"6"	"7"	"6"	"6"	"5"	"21"	"640"	"0"	"38"	"678"	"0"
"90"	"76"	"95"	"31"	"4"	"44"	"14"	"3"	"1"	"0"	"0"	"2"	"2"	"2"	"1"	"199"	"0"	"5"	"204"	"0"
"91"	"77"	"46"	"104"	"51"	"17"	"3"	"2"	"2"	"2"	"1"	"0"	"5"	"6"	"4"	"243"	"0"	"8"	"251"	"0"
"92"	"78"	"152"	"176"	"17"	"163"	"29"	"7"	"13"	"3"	"4"	"3"	"1"	"0"	"8"	"576"	"0"	"9"	"585"	"0"
"93"	"79"	"25"	"77"	"11"	"114"	"12"	"7"	"6"	"3"	"4"	"3"	"3"	"3"	"5"	"273"	"0"	"3"	"276"	"0"
"94"	"80"	"220"	"31"	"6"	"159"	"28"	"5"	"4"	"5"	"3"	"8"	"5"	"6"	"7"	"487"	"0"	"28"	"515"	"0"
"95"	"81"	"195"	"175"	"20"	"133"	"40"	"19"	"6"	"5"	"8"	"8"	"6"	"5"	"11"	"631"	"0"	"36"	"667"	"0"
"96"	"82"	"103"	"93"	"7"	"240"	"39"	"6"	"15"	"12"	"43"	"10"	"10"	"6"	"12"	"596"	"0"	"21"	"617"	"0"
"97"	"83"	"51"	"68"	"3"	"45"	"36"	"3"	"5"	"2"	"5"	"6"	"3"	"8"	"7"	"242"	"0"	"21"	"263"	"0"
"98"	"84"	"175"	"30"	"5"	"165"	"27"	"1"	"5"	"7"	"41"	"14"	"8"	"3"	"9"	"490"	"0"	"12"	"502"	"0"
"99"	"85"	"42"	"68"	"4"	"171"	"34"	"6"	"14"	"7"	"55"	"14"	"6"	"9"	"10"	"440"	"0"	"15"	"455"	"0"
"100"	"86"	"22"	"53"	"80"	"78"	"9"	"11"	"3"	"1"	"1"	"1"	"1"	"2"	"3"	"265"	"0"	"4"	"269"	"0"
"101"	"87"	"9"	"129"	"6"	"109"	"4"	"2"	"2"	"2"	"1"	"1"	"1"	"0"	"7"	"273"	"0"	"4"	"277"	"0"
"102"	"88"	"69"	"240"	"16"	"48"	"14"	"4"	"3"	"6"	"3"	"4"	"6"	"3"	"17"	"433"	"0"	"18"	"451"	"0"
"103"	"89"	"21"	"72"	"117"	"83"	"8"	"2"	"5"	"0"	"3"	"1"	"2"	"4"	"8"	"326"	"0"	"8"	"334"	"0"
"104"	"90"	"113"	"210"	"17"	"121"	"38"	"24"	"12"	"7"	"5"	"12"	"7"	"11"	"34"	"611"	"0"	"26"	"637"	"0"
"105"	"91"	"139"	"103"	"3"	"69"	"14"	"1"	"1"	"0"	"2"	"4"	"3"	"2"	"8"	"349"	"0"	"12"	"361"	"0"
"106"	"92"	"108"	"381"	"11"	"115"	"31"	"1"	"0"	"4"	"5"	"5"	"3"	"1"	"2"	"667"	"0"	"3"	"670"	"0"
"107"	"93"	"157"	"180"	"12"	"152"	"30"	"1"	"6"	"5"	"4"	"11"	"6"	"5"	"14"	"583"	"0"	"25"	"608"	"0"
"108"	"94"	"171"	"168"	"69"	"229"	"59"	"9"	"19"	"13"	"2"	"16"	"6"	"13"	"19"	"793"	"0"	"23"	"816"	"0"
"109"	"95"	"21"	"13"	"3"	"356"	"14"	"6"	"15"	"3"	"3"	"2"	"10"	"2"	"9"	"457"	"0"	"12"	"469"	"0"
"110"	"96"	"57"	"246"	"9"	"287"	"35"	"8"	"5"	"4"	"8"	"7"	"11"	"8"	"23"	"708"	"0"	"22"	"730"	"0"
"111"	"97"	"107"	"268"	"20"	"114"	"38"	"36"	"6"	"7"	"7"	"8"	"10"	"12"	"25"	"658"	"0"	"35"	"693"	"0"
"112"	"98"	"70"	"249"	"15"	"80"	"23"	"4"	"7"	"7"	"1"	"13"	"9"	"13"	"13"	"504"	"0"	"43"	"547"	"0"
"113"	"99"	"17"	"168"	"4"	"10"	"0"	"1"	"1"	"2"	"0"	"1"	"1"	"1"	"5"	"211"	"0"	"8"	"219"	"0"
"114"	"100"	"72"	"165"	"4"	"103"	"19"	"2"	"3"	"4"	"1"	"3"	"2"	"3"	"7"	"388"	"0"	"15"	"403"	"0"
"115"	"101"	"11"	"198"	"2"	"4"	"10"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"226"	"0"	"0"	"226"	"0"
"116"	"102"	"112"	"47"	"13"	"132"	"34"	"7"	"8"	"7"	"9"	"10"	"10"	"9"	"17"	"415"	"0"	"41"	"456"	"0"
"117"	"103"	"69"	"26"	"3"	"121"	"20"	"1"	"1"	"1"	"1"	"4"	"1"	"2"	"1"	"251"	"0"	"3"	"254"	"0"
"118"	"104"	"86"	"95"	"15"	"143"	"19"	"4"	"3"	"7"	"7"	"11"	"6"	"3"	"10"	"409"	"0"	"9"	"418"	"0"
"119"	"105"	"97"	"58"	"12"	"170"	"31"	"6"	"8"	"4"	"3"	"7"	"0"	"3"	"15"	"414"	"0"	"30"	"444"	"0"
"120"	"106"	"124"	"29"	"7"	"137"	"24"	"2"	"13"	"3"	"2"	"1"	"2"	"5"	"11"	"360"	"0"	"13"	"373"	"0"
"121"	"107"	"68"	"107"	"6"	"133"	"20"	"1"	"4"	"2"	"0"	"3"	"3"	"2"	"3"	"352"	"0"	"9"	"361"	"0"
"122"	"108"	"173"	"57"	"16"	"464"	"65"	"5"	"10"	"16"	"6"	"14"	"8"	"6"	"8"	"848"	"0"	"13"	"861"	"0"
"123"	"109"	"112"	"177"	"22"	"306"	"51"	"4"	"8"	"4"	"2"	"9"	"13"	"8"	"30"	"746"	"0"	"26"	"772"	"0"
"124"	"110"	"228"	"102"	"9"	"33"	"13"	"6"	"4"	"1"	"2"	"7"	"3"	"4"	"1"	"413"	"0"	"14"	"427"	"0"
"125"	"111"	"76"	"161"	"64"	"37"	"38"	"11"	"6"	"14"	"2"	"8"	"5"	"11"	"14"	"447"	"0"	"12"	"459"	"0"
"126"	"112"	"31"	"70"	"6"	"207"	"24"	"7"	"15"	"5"	"5"	"6"	"2"	"10"	"10"	"398"	"0"	"14"	"412"	"0"
"127"	"113"	"66"	"38"	"39"	"330"	"37"	"11"	"22"	"7"	"6"	"20"	"16"	"10"	"24"	"626"	"0"	"42"	"668"	"0"
"128"	"114"	"16"	"256"	"11"	"44"	"8"	"7"	"4"	"2"	"7"	"1"	"4"	"8"	"24"	"392"	"0"	"29"	"421"	"0"
"129"	"115"	"75"	"10"	"11"	"352"	"23"	"5"	"8"	"9"	"2"	"5"	"9"	"3"	"12"	"524"	"0"	"27"	"551"	"0"
"130"	"116"	"62"	"16"	"5"	"326"	"25"	"2"	"11"	"3"	"4"	"4"	"12"	"8"	"19"	"497"	"0"	"34"	"531"	"0"
"131"	"117"	"184"	"216"	"5"	"19"	"34"	"2"	"4"	"4"	"0"	"3"	"4"	"2"	"4"	"481"	"0"	"10"	"491"	"0"
"132"	"118"	"34"	"196"	"17"	"75"	"9"	"1"	"7"	"3"	"3"	"3"	"3"	"4"	"4"	"359"	"0"	"6"	"365"	"0"
"133"	"119"	"188"	"218"	"20"	"36"	"42"	"5"	"6"	"5"	"7"	"10"	"9"	"12"	"12"	"570"	"0"	"55"	"625"	"0"
"134"	"120"	"108"	"36"	"2"	"25"	"9"	"2"	"3"	"1"	"1"	"0"	"2"	"2"	"2"	"193"	"0"	"16"	"209"	"0"
"135"	"121"	"77"	"180"	"31"	"169"	"21"	"4"	"7"	"5"	"2"	"1"	"5"	"6"	"10"	"518"	"0"	"12"	"530"	"0"
"136"	"122"	"78"	"43"	"4"	"71"	"15"	"3"	"3"	"1"	"3"	"3"	"3"	"4"	"4"	"235"	"0"	"16"	"251"	"0"
"137"	"123"	"309"	"139"	"5"	"150"	"23"	"4"	"2"	"2"	"5"	"4"	"5"	"4"	"13"	"665"	"0"	"17"	"682"	"0"
"138"	"124"	"226"	"32"	"24"	"246"	"67"	"85"	"7"	"11"	"10"	"18"	"16"	"8"	"13"	"763"	"0"	"42"	"805"	"0"
"139"	"125"	"276"	"22"	"3"	"114"	"40"	"7"	"5"	"3"	"0"	"7"	"5"	"2"	"1"	"485"	"0"	"28"	"513"	"0"
"140"	"126"	"169"	"158"	"5"	"154"	"30"	"8"	"9"	"7"	"4"	"14"	"4"	"9"	"18"	"589"	"0"	"71"	"660"	"0"
"141"	"127"	"160"	"91"	"3"	"76"	"12"	"4"	"1"	"3"	"1"	"5"	"3"	"5"	"4"	"368"	"0"	"4"	"372"	"0"
"142"	"128"	"136"	"33"	"0"	"75"	"11"	"2"	"2"	"1"	"0"	"2"	"3"	"2"	"0"	"267"	"0"	"3"	"270"	"0"
"143"	"129"	"64"	"53"	"3"	"7"	"3"	"0"	"2"	"0"	"0"	"3"	"0"	"0"	"4"	"139"	"0"	"4"	"143"	"0"
"144"	"130"	"105"	"259"	"5"	"256"	"58"	"14"	"12"	"13"	"2"	"7"	"9"	"1"	"4"	"745"	"0"	"16"	"761"	"0"
"145"	"131"	"51"	"83"	"30"	"165"	"29"	"8"	"17"	"6"	"7"	"5"	"5"	"3"	"11"	"420"	"0"	"18"	"438"	"0"
"146"	"132"	"62"	"106"	"10"	"146"	"43"	"4"	"11"	"5"	"5"	"9"	"6"	"3"	"6"	"416"	"0"	"6"	"422"	"0"
"147"	"133"	"66"	"48"	"6"	"388"	"40"	"6"	"5"	"13"	"3"	"15"	"9"	"4"	"7"	"610"	"0"	"14"	"624"	"0"
"148"	"134"	"113"	"75"	"6"	"247"	"25"	"5"	"7"	"6"	"2"	"9"	"4"	"9"	"7"	"515"	"0"	"11"	"526"	"0"
"149"	"135"	"13"	"165"	"9"	"8"	"1"	"2"	"3"	"3"	"1"	"3"	"0"	"5"	"6"	"219"	"0"	"7"	"226"	"0"
"150"	"136"	"90"	"242"	"87"	"87"	"16"	"10"	"9"	"14"	"8"	"3"	"3"	"6"	"17"	"592"	"0"	"13"	"605"	"0"
"151"	"137"	"61"	"306"	"32"	"50"	"10"	"4"	"4"	"2"	"5"	"7"	"10"	"12"	"29"	"532"	"0"	"37"	"569"	"0"
"152"	"138"	"128"	"51"	"5"	"29"	"14"	"3"	"0"	"3"	"2"	"4"	"1"	"1"	"4"	"245"	"0"	"12"	"257"	"0"
"153"	"139"	"257"	"33"	"2"	"102"	"22"	"2"	"6"	"2"	"3"	"10"	"5"	"5"	"5"	"454"	"0"	"31"	"485"	"0"
"154"	"140"	"58"	"112"	"10"	"130"	"26"	"4"	"9"	"4"	"4"	"13"	"10"	"7"	"4"	"391"	"0"	"2"	"393"	"0"
"155"	"141"	"226"	"3"	"2"	"0"	"7"	"2"	"2"	"0"	"0"	"4"	"3"	"0"	"0"	"249"	"0"	"5"	"254"	"0"
"156"	"142"	"173"	"44"	"10"	"232"	"59"	"6"	"9"	"5"	"6"	"13"	"6"	"5"	"9"	"577"	"0"	"23"	"600"	"0"
"157"	"143"	"160"	"42"	"2"	"118"	"31"	"4"	"8"	"10"	"1"	"5"	"2"	"5"	"4"	"392"	"0"	"5"	"397"	"0"
"158"	"144"	"173"	"19"	"5"	"192"	"25"	"2"	"3"	"3"	"3"	"5"	"3"	"3"	"8"	"444"	"0"	"7"	"451"	"0"
"159"	"145"	"137"	"22"	"10"	"196"	"26"	"3"	"25"	"6"	"9"	"16"	"10"	"9"	"11"	"480"	"0"	"17"	"497"	"0"
"160"	"146"	"169"	"76"	"8"	"455"	"39"	"9"	"11"	"6"	"3"	"12"	"4"	"4"	"9"	"805"	"0"	"20"	"825"	"0"
"161"	"147"	"159"	"72"	"2"	"165"	"32"	"0"	"4"	"3"	"0"	"0"	"2"	"2"	"0"	"441"	"0"	"5"	"446"	"0"
"162"	"148"	"321"	"37"	"2"	"99"	"31"	"2"	"2"	"2"	"1"	"4"	"1"	"1"	"0"	"503"	"0"	"10"	"513"	"0"
"163"	"149"	"198"	"79"	"1"	"44"	"19"	"5"	"0"	"4"	"3"	"11"	"1"	"0"	"4"	"369"	"0"	"12"	"381"	"0"
"164"	"149A"	"165"	"36"	"2"	"130"	"25"	"5"	"7"	"2"	"1"	"5"	"4"	"3"	"4"	"389"	"0"	"12"	"401"	"0"
"165"	"150"	"145"	"69"	"11"	"44"	"33"	"3"	"5"	"3"	"1"	"12"	"3"	"9"	"7"	"345"	"0"	"13"	"358"	"0"
"166"	"151"	"130"	"57"	"10"	"220"	"25"	"3"	"11"	"2"	"5"	"10"	"4"	"3"	"6"	"486"	"0"	"19"	"505"	"0"
"167"	"152"	"37"	"84"	"3"	"132"	"12"	"6"	"8"	"1"	"0"	"5"	"6"	"5"	"9"	"308"	"0"	"19"	"327"	"0"
"168"	"153"	"201"	"97"	"9"	"97"	"33"	"2"	"6"	"7"	"4"	"8"	"2"	"5"	"34"	"505"	"0"	"8"	"513"	"0"
"169"	"154"	"81"	"133"	"1"	"76"	"19"	"2"	"6"	"6"	"4"	"5"	"2"	"6"	"6"	"347"	"0"	"8"	"355"	"0"
"170"	"155"	"181"	"113"	"12"	"86"	"43"	"4"	"3"	"5"	"5"	"10"	"3"	"5"	"5"	"475"	"0"	"15"	"490"	"0"
"171"	"156"	"142"	"145"	"11"	"140"	"12"	"2"	"2"	"8"	"1"	"1"	"2"	"3"	"3"	"472"	"0"	"2"	"474"	"0"
"172"	"157"	"190"	"72"	"7"	"150"	"23"	"6"	"11"	"2"	"3"	"11"	"8"	"4"	"7"	"494"	"0"	"26"	"520"	"0"
