"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"25"	"13"	"94"	"7"	"121"	"519"	"20"	"6"	"5"	"2"	"12"	"24"	"8"	"23"	"841"	"0"	"23"	"864"	"0"
"26"	"14"	"274"	"20"	"19"	"224"	"11"	"3"	"4"	"4"	"7"	"3"	"1"	"5"	"575"	"0"	"3"	"578"	"0"
"27"	"15"	"329"	"13"	"5"	"167"	"5"	"3"	"1"	"0"	"8"	"14"	"4"	"8"	"557"	"0"	"17"	"574"	"0"
"28"	"16"	"171"	"6"	"6"	"228"	"2"	"2"	"2"	"2"	"7"	"14"	"4"	"3"	"447"	"0"	"19"	"466"	"0"
"29"	"17"	"237"	"12"	"23"	"321"	"3"	"3"	"3"	"2"	"14"	"11"	"5"	"7"	"641"	"0"	"27"	"668"	"0"
"30"	"18"	"238"	"8"	"6"	"327"	"5"	"6"	"1"	"1"	"2"	"4"	"1"	"1"	"600"	"0"	"2"	"602"	"0"
"31"	"18A"	"231"	"7"	"3"	"305"	"7"	"3"	"1"	"2"	"7"	"12"	"4"	"8"	"590"	"0"	"10"	"600"	"0"
"32"	"19"	"175"	"3"	"5"	"307"	"2"	"1"	"0"	"0"	"7"	"4"	"1"	"5"	"510"	"0"	"12"	"522"	"0"
"33"	"20"	"182"	"4"	"27"	"242"	"4"	"1"	"0"	"2"	"5"	"8"	"3"	"13"	"491"	"0"	"10"	"501"	"0"
"34"	"21"	"381"	"14"	"47"	"392"	"7"	"7"	"2"	"5"	"14"	"14"	"7"	"8"	"898"	"0"	"30"	"928"	"0"
"35"	"22"	"47"	"3"	"4"	"455"	"10"	"3"	"2"	"3"	"3"	"5"	"2"	"8"	"545"	"0"	"14"	"559"	"0"
"36"	"23"	"47"	"7"	"8"	"427"	"10"	"2"	"2"	"1"	"7"	"11"	"1"	"8"	"531"	"0"	"14"	"545"	"0"
"37"	"24"	"390"	"22"	"13"	"339"	"13"	"10"	"5"	"4"	"25"	"22"	"4"	"18"	"865"	"0"	"29"	"894"	"0"
"38"	"25"	"218"	"30"	"91"	"443"	"14"	"8"	"3"	"13"	"32"	"36"	"23"	"17"	"928"	"0"	"58"	"986"	"0"
"39"	"26"	"70"	"1"	"87"	"301"	"4"	"6"	"4"	"3"	"1"	"14"	"7"	"11"	"509"	"0"	"17"	"526"	"0"
"40"	"27"	"149"	"9"	"67"	"246"	"7"	"0"	"1"	"8"	"12"	"7"	"3"	"9"	"518"	"0"	"8"	"526"	"0"
"41"	"28"	"217"	"12"	"60"	"387"	"5"	"3"	"0"	"5"	"7"	"6"	"5"	"6"	"713"	"0"	"8"	"721"	"0"
"42"	"29"	"430"	"10"	"22"	"380"	"5"	"4"	"2"	"2"	"16"	"15"	"3"	"11"	"900"	"0"	"12"	"912"	"0"
"43"	"30"	"95"	"9"	"3"	"352"	"8"	"4"	"1"	"3"	"7"	"17"	"3"	"8"	"510"	"0"	"19"	"529"	"0"
"44"	"31"	"55"	"7"	"3"	"974"	"17"	"2"	"1"	"3"	"3"	"10"	"0"	"6"	"1081"	"0"	"9"	"1090"	"0"
"45"	"32"	"435"	"24"	"12"	"474"	"8"	"3"	"5"	"6"	"11"	"31"	"9"	"21"	"1039"	"0"	"28"	"1067"	"0"
"46"	"33"	"168"	"7"	"12"	"492"	"6"	"1"	"0"	"4"	"10"	"8"	"4"	"13"	"725"	"0"	"8"	"733"	"0"
"47"	"34"	"142"	"14"	"15"	"652"	"17"	"6"	"2"	"2"	"17"	"23"	"7"	"20"	"917"	"0"	"47"	"964"	"0"
"48"	"35"	"331"	"8"	"31"	"440"	"14"	"1"	"2"	"2"	"28"	"20"	"6"	"10"	"893"	"0"	"33"	"926"	"0"
"49"	"36"	"334"	"8"	"26"	"402"	"3"	"4"	"0"	"3"	"11"	"14"	"4"	"14"	"823"	"0"	"22"	"845"	"0"
"50"	"37"	"166"	"8"	"6"	"438"	"8"	"4"	"2"	"0"	"7"	"10"	"5"	"5"	"659"	"0"	"8"	"667"	"0"
"51"	"38"	"277"	"13"	"14"	"404"	"8"	"2"	"0"	"2"	"10"	"2"	"5"	"4"	"741"	"0"	"13"	"754"	"0"
"52"	"39"	"76"	"7"	"7"	"485"	"5"	"3"	"2"	"2"	"4"	"4"	"1"	"5"	"601"	"0"	"4"	"605"	"0"
"53"	"40"	"397"	"9"	"2"	"102"	"0"	"1"	"0"	"0"	"7"	"4"	"3"	"2"	"527"	"0"	"16"	"543"	"0"
"54"	"41"	"490"	"20"	"49"	"170"	"2"	"9"	"7"	"6"	"5"	"3"	"3"	"5"	"769"	"0"	"13"	"782"	"0"
"55"	"42"	"856"	"39"	"16"	"109"	"13"	"11"	"2"	"7"	"31"	"7"	"1"	"2"	"1094"	"0"	"9"	"1103"	"0"
"56"	"43"	"418"	"16"	"7"	"55"	"0"	"1"	"2"	"1"	"4"	"2"	"0"	"0"	"506"	"0"	"4"	"510"	"0"
"57"	"44"	"220"	"14"	"11"	"246"	"4"	"9"	"46"	"7"	"7"	"15"	"2"	"10"	"591"	"0"	"12"	"603"	"0"
"58"	"45"	"226"	"9"	"82"	"238"	"7"	"5"	"15"	"9"	"20"	"9"	"9"	"7"	"636"	"0"	"28"	"664"	"0"
"59"	"46"	"385"	"25"	"107"	"145"	"6"	"5"	"20"	"7"	"13"	"12"	"11"	"12"	"748"	"0"	"29"	"777"	"0"
"60"	"47"	"213"	"18"	"21"	"520"	"17"	"7"	"7"	"10"	"17"	"30"	"18"	"17"	"895"	"0"	"32"	"927"	"0"
"61"	"48"	"520"	"41"	"38"	"217"	"6"	"10"	"10"	"8"	"38"	"17"	"3"	"17"	"925"	"0"	"39"	"964"	"0"
"62"	"49"	"348"	"7"	"87"	"91"	"2"	"2"	"2"	"2"	"12"	"5"	"9"	"4"	"571"	"0"	"19"	"590"	"0"
"63"	"50"	"370"	"9"	"6"	"59"	"1"	"3"	"4"	"1"	"11"	"3"	"4"	"8"	"479"	"0"	"33"	"512"	"0"
"64"	"51"	"531"	"7"	"25"	"76"	"13"	"1"	"1"	"2"	"10"	"8"	"4"	"3"	"681"	"0"	"16"	"697"	"0"
"65"	"52"	"408"	"12"	"20"	"420"	"3"	"7"	"2"	"6"	"17"	"18"	"10"	"17"	"940"	"0"	"35"	"975"	"0"
"66"	"53"	"44"	"4"	"18"	"331"	"19"	"4"	"1"	"0"	"8"	"20"	"3"	"17"	"469"	"0"	"26"	"495"	"0"
"67"	"54"	"116"	"8"	"25"	"383"	"174"	"12"	"10"	"9"	"20"	"16"	"20"	"22"	"815"	"0"	"53"	"868"	"0"
"68"	"55"	"278"	"13"	"10"	"408"	"108"	"4"	"7"	"6"	"10"	"17"	"6"	"9"	"876"	"0"	"19"	"895"	"0"
"69"	"56"	"53"	"6"	"9"	"302"	"2"	"1"	"10"	"2"	"2"	"3"	"5"	"0"	"395"	"0"	"4"	"399"	"0"
"70"	"57"	"415"	"30"	"40"	"392"	"5"	"3"	"28"	"3"	"23"	"13"	"9"	"18"	"979"	"0"	"17"	"996"	"0"
"71"	"58"	"209"	"13"	"127"	"361"	"9"	"8"	"82"	"15"	"13"	"27"	"12"	"12"	"888"	"0"	"30"	"918"	"0"
"72"	"59"	"292"	"23"	"269"	"242"	"5"	"6"	"11"	"9"	"10"	"14"	"12"	"17"	"910"	"0"	"27"	"937"	"0"
"73"	"60"	"187"	"19"	"44"	"137"	"1"	"1"	"3"	"2"	"10"	"8"	"3"	"10"	"425"	"0"	"17"	"442"	"0"
"74"	"61"	"51"	"7"	"137"	"226"	"18"	"2"	"6"	"7"	"8"	"16"	"13"	"7"	"498"	"0"	"20"	"518"	"0"
"75"	"62"	"330"	"11"	"3"	"292"	"10"	"4"	"1"	"4"	"16"	"8"	"6"	"6"	"691"	"0"	"10"	"701"	"0"
"76"	"63"	"311"	"15"	"17"	"386"	"10"	"7"	"19"	"8"	"31"	"28"	"7"	"18"	"857"	"0"	"49"	"906"	"0"
"77"	"64"	"184"	"19"	"129"	"438"	"15"	"5"	"19"	"10"	"14"	"12"	"5"	"14"	"864"	"0"	"34"	"898"	"0"
"78"	"65"	"155"	"16"	"6"	"238"	"11"	"4"	"50"	"6"	"11"	"14"	"2"	"5"	"518"	"0"	"12"	"530"	"0"
"79"	"66"	"153"	"21"	"42"	"174"	"14"	"1"	"57"	"7"	"5"	"14"	"5"	"5"	"498"	"0"	"16"	"514"	"0"
"80"	"67"	"110"	"12"	"133"	"276"	"9"	"3"	"4"	"5"	"3"	"3"	"4"	"7"	"569"	"0"	"7"	"576"	"0"
"81"	"68"	"307"	"22"	"97"	"87"	"6"	"3"	"2"	"5"	"9"	"4"	"2"	"6"	"550"	"0"	"17"	"567"	"0"
"82"	"69"	"339"	"7"	"6"	"245"	"6"	"2"	"2"	"1"	"7"	"11"	"2"	"8"	"636"	"0"	"19"	"655"	"0"
"83"	"70"	"339"	"12"	"12"	"441"	"11"	"5"	"2"	"1"	"5"	"7"	"2"	"0"	"837"	"0"	"2"	"839"	"0"
"84"	"71"	"169"	"9"	"45"	"275"	"4"	"2"	"1"	"0"	"10"	"9"	"3"	"7"	"534"	"0"	"10"	"544"	"0"
"85"	"72"	"413"	"30"	"59"	"254"	"7"	"4"	"2"	"6"	"20"	"20"	"4"	"11"	"830"	"0"	"28"	"858"	"0"
"86"	"73"	"342"	"15"	"17"	"321"	"9"	"3"	"2"	"6"	"4"	"7"	"3"	"4"	"733"	"0"	"2"	"735"	"0"
"87"	"74"	"176"	"2"	"18"	"229"	"10"	"2"	"2"	"2"	"6"	"12"	"3"	"8"	"470"	"0"	"15"	"485"	"0"
"88"	"75"	"327"	"8"	"13"	"55"	"3"	"1"	"0"	"3"	"8"	"5"	"3"	"5"	"431"	"0"	"22"	"453"	"0"
"89"	"76"	"94"	"10"	"7"	"297"	"8"	"4"	"2"	"0"	"11"	"26"	"10"	"12"	"481"	"0"	"25"	"506"	"0"
"90"	"77"	"6"	"0"	"6"	"93"	"14"	"5"	"0"	"1"	"2"	"9"	"3"	"4"	"143"	"0"	"4"	"147"	"0"
"91"	"78"	"2"	"6"	"7"	"96"	"41"	"1"	"1"	"1"	"0"	"6"	"0"	"5"	"166"	"0"	"2"	"168"	"0"
"92"	"79"	"20"	"3"	"57"	"100"	"20"	"0"	"2"	"4"	"2"	"5"	"2"	"0"	"215"	"0"	"2"	"217"	"0"
"93"	"80"	"31"	"4"	"8"	"53"	"9"	"1"	"1"	"2"	"1"	"3"	"2"	"1"	"116"	"0"	"3"	"119"	"0"
"94"	"81"	"61"	"13"	"30"	"150"	"2"	"4"	"5"	"2"	"5"	"9"	"3"	"3"	"287"	"0"	"2"	"289"	"0"
"95"	"82"	"59"	"15"	"108"	"190"	"12"	"3"	"6"	"8"	"3"	"12"	"10"	"14"	"440"	"0"	"12"	"452"	"0"
"96"	"83"	"8"	"0"	"115"	"58"	"30"	"4"	"2"	"1"	"5"	"7"	"11"	"7"	"248"	"0"	"8"	"256"	"0"
"97"	"84"	"21"	"3"	"15"	"98"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"141"	"0"	"3"	"144"	"0"
"98"	"85"	"11"	"3"	"25"	"24"	"1"	"0"	"4"	"0"	"7"	"7"	"5"	"4"	"91"	"0"	"10"	"101"	"0"
"99"	"86"	"224"	"17"	"34"	"258"	"4"	"1"	"8"	"3"	"3"	"7"	"2"	"2"	"563"	"0"	"5"	"568"	"0"
"100"	"87"	"275"	"25"	"83"	"211"	"14"	"5"	"5"	"5"	"6"	"10"	"3"	"7"	"649"	"0"	"21"	"670"	"0"
"101"	"88"	"153"	"40"	"102"	"201"	"2"	"2"	"27"	"9"	"11"	"14"	"13"	"10"	"584"	"0"	"34"	"618"	"0"
"102"	"89"	"203"	"19"	"18"	"266"	"1"	"5"	"0"	"1"	"7"	"5"	"0"	"4"	"529"	"0"	"8"	"537"	"0"
"103"	"90"	"255"	"111"	"29"	"334"	"4"	"7"	"18"	"3"	"12"	"16"	"1"	"6"	"796"	"0"	"18"	"814"	"0"
"104"	"91"	"84"	"6"	"77"	"195"	"3"	"2"	"0"	"0"	"14"	"10"	"8"	"11"	"410"	"0"	"12"	"422"	"0"
"105"	"92"	"25"	"6"	"25"	"154"	"5"	"1"	"2"	"1"	"0"	"6"	"2"	"3"	"230"	"0"	"3"	"233"	"0"
"106"	"93"	"218"	"15"	"49"	"239"	"14"	"3"	"1"	"5"	"10"	"9"	"8"	"8"	"579"	"0"	"21"	"600"	"0"
"107"	"94"	"252"	"10"	"7"	"330"	"12"	"3"	"3"	"1"	"7"	"4"	"4"	"8"	"641"	"0"	"8"	"649"	"0"
"108"	"95"	"114"	"3"	"5"	"59"	"1"	"0"	"0"	"1"	"3"	"0"	"1"	"1"	"188"	"0"	"10"	"198"	"0"
"109"	"96"	"282"	"17"	"49"	"239"	"4"	"1"	"4"	"5"	"8"	"13"	"9"	"17"	"648"	"0"	"40"	"688"	"0"
"110"	"97"	"166"	"19"	"194"	"257"	"69"	"5"	"5"	"6"	"16"	"19"	"8"	"16"	"780"	"0"	"30"	"810"	"0"
"111"	"98"	"177"	"14"	"94"	"375"	"32"	"5"	"3"	"17"	"21"	"11"	"8"	"8"	"765"	"0"	"25"	"790"	"0"
"112"	"99"	"160"	"10"	"37"	"319"	"13"	"5"	"2"	"6"	"3"	"15"	"5"	"6"	"581"	"0"	"21"	"602"	"0"
"113"	"100"	"174"	"12"	"39"	"528"	"10"	"5"	"3"	"3"	"12"	"32"	"11"	"17"	"846"	"0"	"28"	"874"	"0"
"114"	"101"	"160"	"11"	"47"	"315"	"57"	"4"	"3"	"6"	"8"	"8"	"7"	"11"	"637"	"0"	"11"	"648"	"0"
"115"	"102"	"298"	"6"	"35"	"108"	"2"	"2"	"6"	"2"	"9"	"10"	"3"	"7"	"488"	"0"	"31"	"519"	"0"
"116"	"103"	"166"	"4"	"4"	"226"	"5"	"3"	"1"	"3"	"10"	"13"	"2"	"5"	"442"	"0"	"10"	"452"	"0"
"117"	"104"	"351"	"6"	"13"	"44"	"5"	"1"	"2"	"0"	"6"	"4"	"1"	"3"	"436"	"0"	"5"	"441"	"0"
"118"	"105"	"296"	"17"	"53"	"537"	"9"	"6"	"2"	"3"	"30"	"11"	"3"	"15"	"982"	"0"	"34"	"1016"	"0"
"119"	"106"	"126"	"11"	"66"	"618"	"15"	"8"	"5"	"12"	"23"	"32"	"23"	"16"	"955"	"0"	"28"	"983"	"0"
"120"	"107"	"614"	"17"	"13"	"180"	"22"	"7"	"5"	"3"	"14"	"11"	"6"	"5"	"897"	"0"	"11"	"908"	"0"
"121"	"108"	"276"	"18"	"159"	"362"	"9"	"3"	"0"	"3"	"8"	"20"	"14"	"7"	"879"	"0"	"26"	"905"	"0"
"122"	"109"	"236"	"12"	"121"	"387"	"33"	"5"	"4"	"2"	"15"	"23"	"10"	"14"	"862"	"0"	"28"	"890"	"0"
"123"	"110"	"487"	"20"	"33"	"208"	"1"	"4"	"2"	"5"	"15"	"15"	"2"	"1"	"793"	"0"	"12"	"805"	"0"
"124"	"111"	"370"	"17"	"28"	"214"	"2"	"10"	"3"	"5"	"13"	"19"	"13"	"13"	"707"	"0"	"34"	"741"	"0"
"125"	"112"	"441"	"24"	"5"	"109"	"4"	"2"	"1"	"2"	"7"	"5"	"1"	"8"	"609"	"0"	"30"	"639"	"0"
"126"	"113"	"169"	"10"	"137"	"186"	"3"	"1"	"2"	"4"	"9"	"7"	"11"	"9"	"548"	"0"	"9"	"557"	"0"
"127"	"114"	"185"	"16"	"11"	"544"	"4"	"4"	"0"	"0"	"8"	"19"	"7"	"12"	"810"	"0"	"28"	"838"	"0"
"128"	"115"	"279"	"84"	"16"	"196"	"3"	"5"	"2"	"0"	"12"	"8"	"4"	"8"	"617"	"0"	"24"	"641"	"0"
"129"	"116"	"229"	"13"	"8"	"287"	"11"	"10"	"3"	"0"	"7"	"6"	"8"	"9"	"591"	"0"	"6"	"597"	"0"
"130"	"117"	"266"	"15"	"49"	"158"	"10"	"4"	"1"	"8"	"14"	"9"	"9"	"6"	"549"	"0"	"22"	"571"	"0"
"131"	"118"	"214"	"14"	"16"	"349"	"6"	"2"	"3"	"2"	"5"	"8"	"3"	"6"	"628"	"0"	"2"	"630"	"0"
"132"	"119"	"211"	"5"	"37"	"396"	"4"	"1"	"0"	"0"	"7"	"7"	"5"	"6"	"679"	"0"	"7"	"686"	"0"
"133"	"120"	"111"	"7"	"92"	"174"	"5"	"0"	"4"	"3"	"8"	"18"	"12"	"7"	"441"	"0"	"33"	"474"	"0"
"134"	"121"	"263"	"28"	"17"	"325"	"6"	"7"	"3"	"4"	"22"	"22"	"4"	"4"	"705"	"0"	"27"	"732"	"0"
"135"	"122"	"193"	"16"	"28"	"603"	"16"	"3"	"1"	"0"	"10"	"17"	"6"	"14"	"907"	"0"	"27"	"934"	"0"
"136"	"123"	"315"	"13"	"55"	"416"	"9"	"4"	"3"	"2"	"17"	"20"	"3"	"10"	"867"	"0"	"28"	"895"	"0"
"137"	"124"	"418"	"13"	"11"	"416"	"7"	"3"	"2"	"2"	"12"	"10"	"2"	"4"	"900"	"0"	"15"	"915"	"0"
"138"	"125"	"473"	"28"	"171"	"320"	"3"	"3"	"5"	"7"	"11"	"4"	"9"	"6"	"1040"	"0"	"12"	"1052"	"0"
"139"	"126"	"379"	"25"	"40"	"350"	"8"	"6"	"4"	"4"	"24"	"10"	"3"	"10"	"863"	"0"	"27"	"890"	"0"
"140"	"127"	"299"	"22"	"29"	"664"	"70"	"10"	"5"	"4"	"20"	"17"	"10"	"22"	"1172"	"0"	"27"	"1199"	"0"
"141"	"128"	"244"	"16"	"36"	"643"	"9"	"5"	"0"	"5"	"10"	"19"	"3"	"5"	"995"	"0"	"33"	"1028"	"0"
"142"	"129"	"421"	"22"	"16"	"204"	"106"	"7"	"3"	"3"	"13"	"7"	"4"	"7"	"813"	"0"	"33"	"846"	"0"
"143"	"130"	"351"	"24"	"15"	"384"	"27"	"3"	"1"	"0"	"17"	"10"	"6"	"10"	"848"	"0"	"29"	"877"	"0"
"144"	"131"	"388"	"18"	"4"	"223"	"29"	"7"	"2"	"2"	"14"	"3"	"5"	"2"	"697"	"0"	"10"	"707"	"0"
"145"	"132"	"402"	"14"	"23"	"291"	"97"	"7"	"1"	"3"	"18"	"9"	"4"	"2"	"871"	"0"	"22"	"893"	"0"
"146"	"133"	"238"	"15"	"14"	"499"	"8"	"9"	"4"	"1"	"5"	"9"	"3"	"3"	"808"	"0"	"6"	"814"	"0"
"147"	"134"	"214"	"10"	"8"	"695"	"11"	"2"	"0"	"1"	"4"	"15"	"1"	"9"	"970"	"0"	"6"	"976"	"0"
"148"	"135"	"137"	"13"	"18"	"471"	"7"	"3"	"3"	"3"	"6"	"9"	"2"	"4"	"676"	"0"	"4"	"680"	"0"
"149"	"136"	"198"	"11"	"48"	"209"	"3"	"6"	"2"	"5"	"4"	"3"	"1"	"3"	"493"	"0"	"4"	"497"	"0"
"150"	"137"	"137"	"10"	"9"	"443"	"6"	"5"	"2"	"9"	"16"	"13"	"8"	"23"	"681"	"0"	"13"	"694"	"0"
"151"	"138"	"294"	"10"	"6"	"262"	"4"	"4"	"0"	"2"	"6"	"9"	"2"	"7"	"606"	"0"	"7"	"613"	"0"
"152"	"139"	"440"	"11"	"26"	"235"	"8"	"6"	"2"	"2"	"4"	"8"	"2"	"3"	"747"	"0"	"7"	"754"	"0"
"153"	"140"	"326"	"6"	"16"	"180"	"1"	"1"	"1"	"2"	"9"	"3"	"3"	"4"	"552"	"0"	"16"	"568"	"0"
"154"	"141"	"132"	"12"	"90"	"431"	"7"	"9"	"3"	"12"	"10"	"22"	"8"	"11"	"747"	"0"	"14"	"761"	"0"
"155"	"142"	"326"	"7"	"26"	"126"	"6"	"3"	"0"	"4"	"10"	"3"	"2"	"4"	"517"	"0"	"6"	"523"	"0"
"156"	"143"	"141"	"8"	"42"	"372"	"13"	"1"	"2"	"2"	"15"	"26"	"9"	"14"	"645"	"0"	"39"	"684"	"0"
"157"	"144"	"105"	"5"	"15"	"439"	"107"	"6"	"1"	"1"	"9"	"26"	"6"	"11"	"731"	"0"	"23"	"754"	"0"
"158"	"145"	"367"	"14"	"24"	"405"	"13"	"9"	"2"	"5"	"16"	"11"	"6"	"10"	"882"	"0"	"21"	"903"	"0"
"159"	"146"	"285"	"10"	"16"	"245"	"10"	"0"	"2"	"3"	"7"	"6"	"0"	"8"	"592"	"0"	"21"	"613"	"0"
"160"	"147"	"214"	"10"	"38"	"286"	"49"	"5"	"11"	"1"	"9"	"7"	"7"	"10"	"647"	"0"	"11"	"658"	"0"
"161"	"148"	"189"	"10"	"33"	"538"	"28"	"2"	"2"	"4"	"17"	"24"	"4"	"16"	"867"	"0"	"15"	"882"	"0"
"162"	"149"	"393"	"16"	"18"	"529"	"7"	"3"	"2"	"2"	"18"	"22"	"10"	"10"	"1030"	"0"	"29"	"1059"	"0"
"163"	"150"	"309"	"16"	"70"	"268"	"29"	"8"	"5"	"5"	"5"	"7"	"3"	"6"	"731"	"0"	"14"	"745"	"0"
"164"	"151"	"333"	"13"	"37"	"250"	"21"	"6"	"5"	"8"	"18"	"16"	"8"	"12"	"727"	"0"	"30"	"757"	"0"
"165"	"152"	"537"	"27"	"60"	"313"	"18"	"7"	"5"	"2"	"9"	"23"	"13"	"17"	"1031"	"0"	"60"	"1091"	"0"
"166"	"153"	"293"	"20"	"30"	"484"	"26"	"7"	"4"	"6"	"28"	"45"	"12"	"15"	"970"	"0"	"53"	"1023"	"0"
"167"	"154"	"412"	"35"	"24"	"173"	"4"	"6"	"5"	"6"	"24"	"25"	"9"	"20"	"743"	"0"	"34"	"777"	"0"
"168"	"155"	"264"	"19"	"19"	"567"	"20"	"2"	"5"	"5"	"12"	"31"	"2"	"19"	"965"	"0"	"46"	"1011"	"0"
"169"	"156"	"108"	"4"	"37"	"388"	"9"	"2"	"2"	"1"	"2"	"8"	"4"	"7"	"572"	"0"	"10"	"582"	"0"
"170"	"157"	"395"	"37"	"30"	"626"	"21"	"3"	"0"	"4"	"20"	"18"	"8"	"8"	"1170"	"0"	"14"	"1184"	"0"
"171"	"158"	"161"	"7"	"30"	"464"	"21"	"7"	"5"	"6"	"11"	"39"	"4"	"16"	"771"	"0"	"33"	"804"	"0"
"172"	"159"	"188"	"13"	"88"	"584"	"10"	"7"	"24"	"9"	"10"	"31"	"11"	"20"	"995"	"0"	"22"	"1017"	"0"
"173"	"160"	"432"	"17"	"91"	"296"	"13"	"2"	"3"	"9"	"7"	"16"	"8"	"10"	"904"	"0"	"38"	"942"	"0"
"174"	"161"	"611"	"21"	"175"	"227"	"16"	"10"	"3"	"4"	"18"	"19"	"7"	"11"	"1122"	"0"	"22"	"1144"	"0"
"175"	"162"	"96"	"11"	"55"	"610"	"17"	"7"	"5"	"4"	"4"	"21"	"13"	"17"	"860"	"0"	"41"	"901"	"0"
"176"	"163"	"59"	"5"	"141"	"259"	"4"	"1"	"5"	"5"	"7"	"17"	"12"	"11"	"526"	"0"	"17"	"543"	"0"
"177"	"164"	"64"	"8"	"6"	"321"	"3"	"2"	"0"	"2"	"2"	"9"	"1"	"4"	"422"	"0"	"5"	"427"	"0"
"178"	"165"	"86"	"4"	"28"	"527"	"15"	"5"	"3"	"8"	"11"	"19"	"9"	"9"	"724"	"0"	"6"	"730"	"0"
"179"	"166"	"154"	"11"	"83"	"330"	"9"	"1"	"6"	"7"	"8"	"10"	"7"	"9"	"635"	"0"	"11"	"646"	"0"
"180"	"167"	"287"	"20"	"81"	"419"	"7"	"5"	"4"	"7"	"11"	"9"	"4"	"8"	"862"	"0"	"11"	"873"	"0"
"181"	"168"	"517"	"20"	"45"	"389"	"33"	"6"	"5"	"4"	"3"	"6"	"4"	"5"	"1037"	"0"	"10"	"1047"	"0"
