"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"
"27"	"15"	"308"	"4"	"127"	"171"	"4"	"9"	"9"	"7"	"6"	"5"	"650"	"0"	"7"	"657"	"0"
"28"	"16"	"234"	"4"	"108"	"128"	"3"	"6"	"7"	"5"	"3"	"6"	"504"	"0"	"7"	"511"	"0"
"29"	"17"	"138"	"4"	"298"	"59"	"2"	"2"	"9"	"1"	"18"	"3"	"534"	"0"	"9"	"543"	"0"
"30"	"18"	"152"	"4"	"224"	"50"	"2"	"2"	"9"	"2"	"6"	"2"	"453"	"0"	"11"	"464"	"0"
"31"	"19"	"155"	"3"	"161"	"99"	"6"	"4"	"10"	"4"	"10"	"6"	"458"	"0"	"13"	"471"	"0"
"32"	"20"	"69"	"1"	"74"	"229"	"1"	"3"	"6"	"8"	"14"	"2"	"407"	"0"	"4"	"411"	"0"
"33"	"21"	"129"	"2"	"729"	"31"	"1"	"1"	"0"	"2"	"5"	"2"	"902"	"0"	"19"	"921"	"0"
"34"	"22"	"475"	"3"	"316"	"67"	"4"	"19"	"9"	"3"	"10"	"7"	"913"	"0"	"27"	"940"	"0"
"35"	"23"	"507"	"12"	"283"	"51"	"1"	"5"	"13"	"4"	"4"	"11"	"891"	"0"	"26"	"917"	"0"
"36"	"24"	"444"	"9"	"167"	"23"	"2"	"3"	"10"	"4"	"7"	"6"	"675"	"0"	"38"	"713"	"0"
"37"	"25"	"110"	"18"	"92"	"147"	"4"	"6"	"2"	"10"	"12"	"2"	"403"	"0"	"11"	"414"	"0"
"38"	"26"	"253"	"4"	"178"	"33"	"2"	"1"	"1"	"2"	"6"	"1"	"481"	"0"	"8"	"489"	"0"
"39"	"27"	"289"	"7"	"96"	"76"	"3"	"4"	"23"	"5"	"9"	"11"	"523"	"0"	"24"	"547"	"0"
"40"	"28"	"122"	"0"	"328"	"66"	"2"	"5"	"11"	"3"	"6"	"7"	"550"	"0"	"21"	"571"	"0"
"41"	"29"	"243"	"8"	"267"	"77"	"3"	"5"	"24"	"8"	"19"	"7"	"661"	"0"	"17"	"678"	"0"
"42"	"30"	"63"	"5"	"463"	"75"	"3"	"1"	"6"	"3"	"13"	"5"	"637"	"0"	"14"	"651"	"0"
"43"	"31"	"217"	"3"	"172"	"21"	"1"	"3"	"7"	"6"	"2"	"6"	"438"	"0"	"10"	"448"	"0"
"44"	"32"	"79"	"13"	"441"	"34"	"7"	"7"	"9"	"4"	"27"	"9"	"630"	"0"	"17"	"647"	"0"
"45"	"33"	"52"	"2"	"244"	"13"	"3"	"1"	"6"	"1"	"1"	"2"	"325"	"0"	"3"	"328"	"0"
"46"	"34"	"118"	"9"	"79"	"120"	"4"	"2"	"16"	"13"	"12"	"8"	"381"	"0"	"11"	"392"	"0"
"47"	"35"	"406"	"5"	"76"	"36"	"0"	"1"	"11"	"3"	"4"	"4"	"546"	"0"	"3"	"549"	"0"
"48"	"36"	"239"	"8"	"84"	"84"	"5"	"4"	"6"	"6"	"4"	"2"	"442"	"0"	"5"	"447"	"0"
"49"	"37"	"196"	"5"	"99"	"30"	"0"	"2"	"4"	"1"	"4"	"2"	"343"	"0"	"17"	"360"	"0"
"50"	"37A"	"151"	"4"	"73"	"7"	"0"	"6"	"5"	"2"	"1"	"5"	"254"	"0"	"17"	"271"	"0"
"51"	"38"	"290"	"3"	"24"	"83"	"2"	"1"	"6"	"1"	"1"	"0"	"411"	"0"	"9"	"420"	"0"
"52"	"39"	"242"	"6"	"153"	"38"	"2"	"0"	"5"	"1"	"7"	"8"	"462"	"0"	"6"	"468"	"0"
"53"	"40"	"161"	"1"	"206"	"31"	"2"	"3"	"3"	"1"	"5"	"2"	"415"	"0"	"4"	"419"	"0"
"54"	"41"	"222"	"2"	"206"	"15"	"0"	"1"	"4"	"1"	"11"	"2"	"464"	"0"	"12"	"476"	"0"
"55"	"42"	"172"	"4"	"161"	"20"	"0"	"1"	"3"	"0"	"2"	"0"	"363"	"0"	"7"	"370"	"0"
"56"	"43"	"530"	"13"	"151"	"37"	"5"	"9"	"14"	"3"	"12"	"8"	"782"	"0"	"33"	"815"	"0"
"57"	"44"	"147"	"11"	"348"	"55"	"2"	"7"	"12"	"4"	"12"	"13"	"611"	"0"	"20"	"631"	"0"
"58"	"45"	"190"	"2"	"127"	"22"	"3"	"2"	"7"	"0"	"5"	"6"	"364"	"0"	"11"	"375"	"0"
"59"	"46"	"203"	"2"	"144"	"220"	"3"	"1"	"3"	"6"	"5"	"1"	"588"	"0"	"0"	"588"	"0"
"60"	"47"	"138"	"1"	"162"	"113"	"3"	"4"	"5"	"10"	"7"	"5"	"448"	"0"	"16"	"464"	"0"
"61"	"48"	"217"	"5"	"72"	"65"	"3"	"2"	"6"	"4"	"8"	"3"	"385"	"0"	"12"	"397"	"0"
"62"	"48A"	"80"	"3"	"194"	"115"	"2"	"5"	"2"	"1"	"4"	"3"	"409"	"0"	"4"	"413"	"0"
"63"	"49"	"181"	"9"	"87"	"94"	"6"	"3"	"5"	"3"	"2"	"1"	"391"	"0"	"2"	"393"	"0"
"64"	"50"	"293"	"9"	"107"	"222"	"5"	"11"	"7"	"14"	"21"	"8"	"697"	"0"	"36"	"733"	"0"
"65"	"51"	"273"	"6"	"302"	"94"	"3"	"4"	"5"	"6"	"10"	"5"	"708"	"0"	"14"	"722"	"0"
"66"	"52"	"155"	"3"	"239"	"49"	"4"	"0"	"2"	"1"	"1"	"2"	"456"	"0"	"5"	"461"	"0"
"67"	"53"	"117"	"8"	"180"	"205"	"2"	"15"	"10"	"20"	"25"	"9"	"591"	"0"	"26"	"617"	"0"
"68"	"54"	"89"	"3"	"92"	"212"	"2"	"7"	"1"	"6"	"10"	"6"	"428"	"0"	"9"	"437"	"0"
"69"	"55"	"318"	"2"	"216"	"120"	"2"	"4"	"3"	"3"	"6"	"1"	"675"	"0"	"6"	"681"	"0"
"70"	"56"	"194"	"4"	"139"	"243"	"3"	"1"	"7"	"9"	"17"	"6"	"623"	"0"	"4"	"627"	"0"
"71"	"57"	"95"	"4"	"127"	"237"	"4"	"4"	"7"	"10"	"15"	"2"	"505"	"0"	"4"	"509"	"0"
"72"	"58"	"186"	"9"	"271"	"244"	"6"	"4"	"13"	"16"	"21"	"2"	"772"	"0"	"20"	"792"	"0"
"73"	"59"	"202"	"6"	"60"	"71"	"1"	"2"	"6"	"3"	"5"	"6"	"362"	"0"	"7"	"369"	"0"
"74"	"60"	"271"	"3"	"61"	"114"	"4"	"3"	"5"	"3"	"12"	"0"	"476"	"0"	"7"	"483"	"0"
"75"	"61"	"150"	"6"	"63"	"207"	"4"	"4"	"4"	"1"	"11"	"2"	"452"	"0"	"3"	"455"	"0"
"76"	"62"	"106"	"4"	"143"	"285"	"7"	"6"	"12"	"14"	"18"	"10"	"605"	"0"	"21"	"626"	"0"
"77"	"63"	"95"	"9"	"114"	"123"	"0"	"2"	"4"	"1"	"5"	"3"	"356"	"0"	"3"	"359"	"0"
"78"	"64"	"488"	"4"	"78"	"13"	"0"	"5"	"5"	"1"	"3"	"6"	"603"	"0"	"10"	"613"	"0"
"79"	"65"	"217"	"9"	"146"	"64"	"0"	"2"	"7"	"2"	"9"	"4"	"460"	"0"	"9"	"469"	"0"
"80"	"66"	"201"	"5"	"159"	"16"	"2"	"1"	"3"	"1"	"8"	"4"	"400"	"0"	"13"	"413"	"0"
"81"	"67"	"383"	"18"	"222"	"39"	"3"	"4"	"10"	"2"	"12"	"10"	"703"	"0"	"18"	"721"	"0"
"82"	"68"	"255"	"3"	"217"	"49"	"0"	"1"	"5"	"7"	"3"	"3"	"543"	"0"	"8"	"551"	"0"
"83"	"69"	"321"	"5"	"351"	"57"	"4"	"3"	"12"	"5"	"10"	"9"	"777"	"0"	"16"	"793"	"0"
"84"	"70"	"238"	"2"	"177"	"13"	"1"	"0"	"3"	"0"	"3"	"2"	"439"	"0"	"10"	"449"	"0"
"85"	"71"	"136"	"0"	"154"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"293"	"0"	"5"	"298"	"0"
"86"	"72"	"247"	"3"	"66"	"55"	"1"	"4"	"7"	"1"	"6"	"2"	"392"	"0"	"10"	"402"	"0"
"87"	"73"	"289"	"5"	"124"	"56"	"4"	"0"	"0"	"1"	"3"	"3"	"485"	"0"	"12"	"497"	"0"
"88"	"74"	"204"	"16"	"218"	"82"	"3"	"7"	"8"	"4"	"4"	"6"	"552"	"0"	"6"	"558"	"0"
"89"	"75"	"147"	"4"	"273"	"178"	"4"	"2"	"7"	"10"	"14"	"14"	"653"	"0"	"18"	"671"	"0"
"90"	"76"	"106"	"6"	"356"	"47"	"1"	"1"	"2"	"5"	"8"	"1"	"533"	"0"	"7"	"540"	"0"
"91"	"77"	"134"	"4"	"179"	"46"	"0"	"4"	"8"	"4"	"8"	"3"	"390"	"0"	"6"	"396"	"0"
"92"	"78"	"224"	"6"	"310"	"45"	"4"	"3"	"3"	"1"	"4"	"1"	"601"	"0"	"2"	"603"	"0"
"93"	"79"	"99"	"11"	"256"	"82"	"0"	"3"	"12"	"1"	"5"	"2"	"471"	"0"	"4"	"475"	"0"
"94"	"80"	"204"	"10"	"160"	"161"	"2"	"1"	"4"	"4"	"6"	"4"	"556"	"0"	"9"	"565"	"0"
"95"	"81"	"141"	"6"	"247"	"10"	"2"	"3"	"4"	"2"	"10"	"4"	"429"	"0"	"7"	"436"	"0"
"96"	"82"	"180"	"6"	"119"	"25"	"1"	"3"	"2"	"4"	"1"	"1"	"342"	"0"	"3"	"345"	"0"
"97"	"83"	"272"	"7"	"175"	"32"	"2"	"2"	"8"	"3"	"9"	"6"	"516"	"0"	"19"	"535"	"0"
"98"	"84"	"262"	"7"	"237"	"59"	"5"	"1"	"8"	"14"	"13"	"15"	"621"	"0"	"17"	"638"	"0"
"99"	"85"	"53"	"3"	"58"	"296"	"2"	"3"	"4"	"13"	"11"	"2"	"445"	"0"	"8"	"453"	"0"
"100"	"86"	"84"	"7"	"40"	"36"	"1"	"4"	"2"	"4"	"5"	"2"	"185"	"0"	"11"	"196"	"0"
"101"	"87"	"211"	"4"	"343"	"25"	"0"	"3"	"6"	"0"	"11"	"3"	"606"	"0"	"14"	"620"	"0"
"102"	"88"	"126"	"9"	"249"	"97"	"5"	"1"	"9"	"9"	"21"	"11"	"537"	"0"	"18"	"555"	"0"
"103"	"89"	"328"	"12"	"230"	"31"	"4"	"1"	"5"	"2"	"4"	"7"	"624"	"0"	"10"	"634"	"0"
"104"	"90"	"173"	"7"	"74"	"124"	"7"	"3"	"8"	"7"	"11"	"3"	"417"	"0"	"13"	"430"	"0"
"105"	"91"	"96"	"5"	"232"	"80"	"1"	"3"	"1"	"2"	"6"	"1"	"427"	"0"	"3"	"430"	"0"
"106"	"92"	"175"	"4"	"176"	"41"	"1"	"1"	"8"	"1"	"6"	"2"	"415"	"0"	"20"	"435"	"0"
"107"	"92A"	"249"	"2"	"151"	"28"	"1"	"2"	"5"	"1"	"2"	"2"	"443"	"0"	"3"	"446"	"0"
"108"	"93"	"406"	"13"	"64"	"67"	"0"	"1"	"14"	"7"	"11"	"7"	"590"	"0"	"23"	"613"	"0"
"109"	"94"	"166"	"3"	"103"	"120"	"0"	"6"	"8"	"3"	"13"	"2"	"424"	"0"	"12"	"436"	"0"
"110"	"95"	"107"	"2"	"110"	"93"	"1"	"3"	"7"	"10"	"8"	"3"	"344"	"0"	"7"	"351"	"0"
"111"	"96"	"292"	"10"	"182"	"73"	"2"	"3"	"10"	"5"	"12"	"9"	"598"	"0"	"31"	"629"	"0"
"112"	"97"	"152"	"7"	"171"	"55"	"1"	"4"	"9"	"3"	"8"	"5"	"415"	"0"	"14"	"429"	"0"
"113"	"98"	"344"	"9"	"273"	"77"	"3"	"5"	"15"	"7"	"6"	"9"	"748"	"0"	"36"	"784"	"0"
"114"	"99"	"222"	"5"	"225"	"25"	"2"	"3"	"3"	"5"	"7"	"7"	"504"	"0"	"16"	"520"	"0"
"115"	"100"	"60"	"2"	"375"	"39"	"0"	"4"	"2"	"3"	"6"	"2"	"493"	"0"	"7"	"500"	"0"
"116"	"101"	"319"	"6"	"220"	"87"	"1"	"9"	"7"	"7"	"8"	"11"	"675"	"0"	"21"	"696"	"0"
"117"	"102"	"257"	"2"	"239"	"113"	"0"	"2"	"15"	"6"	"7"	"3"	"644"	"0"	"20"	"664"	"0"
"118"	"103"	"328"	"7"	"176"	"134"	"1"	"7"	"9"	"14"	"9"	"7"	"692"	"0"	"19"	"711"	"0"
"119"	"104"	"225"	"9"	"275"	"66"	"2"	"3"	"12"	"6"	"11"	"10"	"619"	"0"	"6"	"625"	"0"
"120"	"105"	"155"	"1"	"170"	"83"	"0"	"2"	"4"	"1"	"7"	"2"	"425"	"0"	"11"	"436"	"0"
"121"	"106"	"405"	"4"	"247"	"57"	"5"	"4"	"6"	"2"	"9"	"5"	"744"	"0"	"17"	"761"	"0"
"122"	"107"	"351"	"4"	"80"	"26"	"2"	"3"	"4"	"2"	"6"	"4"	"482"	"0"	"28"	"510"	"0"
"123"	"108"	"58"	"5"	"369"	"71"	"1"	"3"	"3"	"3"	"9"	"7"	"529"	"0"	"9"	"538"	"0"
"124"	"109"	"412"	"9"	"218"	"131"	"6"	"6"	"4"	"9"	"12"	"5"	"812"	"0"	"27"	"839"	"0"
"125"	"110"	"296"	"10"	"232"	"82"	"1"	"5"	"14"	"7"	"12"	"3"	"662"	"0"	"20"	"682"	"0"
"126"	"111"	"168"	"3"	"239"	"104"	"2"	"3"	"10"	"6"	"11"	"1"	"547"	"0"	"21"	"568"	"0"
"127"	"111A"	"181"	"4"	"205"	"140"	"2"	"4"	"4"	"5"	"2"	"5"	"552"	"0"	"10"	"562"	"0"
"128"	"112"	"283"	"1"	"99"	"35"	"1"	"1"	"1"	"0"	"1"	"1"	"423"	"0"	"4"	"427"	"0"
"129"	"113"	"156"	"4"	"340"	"168"	"3"	"4"	"4"	"4"	"9"	"1"	"693"	"0"	"21"	"714"	"0"
"130"	"114"	"337"	"8"	"32"	"36"	"0"	"1"	"11"	"5"	"0"	"5"	"435"	"0"	"16"	"451"	"0"
"131"	"115"	"268"	"2"	"219"	"16"	"1"	"1"	"0"	"1"	"2"	"2"	"512"	"0"	"3"	"515"	"0"
"132"	"116"	"133"	"5"	"217"	"85"	"2"	"2"	"2"	"8"	"3"	"4"	"461"	"0"	"11"	"472"	"0"
"133"	"117"	"97"	"5"	"177"	"154"	"5"	"2"	"4"	"3"	"4"	"1"	"452"	"0"	"11"	"463"	"0"
"134"	"118"	"292"	"4"	"117"	"55"	"2"	"2"	"6"	"3"	"7"	"1"	"489"	"0"	"11"	"500"	"0"
"135"	"118A"	"218"	"3"	"99"	"25"	"0"	"6"	"1"	"1"	"3"	"3"	"359"	"0"	"6"	"365"	"0"
"136"	"119"	"249"	"13"	"254"	"127"	"6"	"3"	"25"	"9"	"11"	"7"	"704"	"0"	"28"	"732"	"0"
"137"	"120"	"117"	"1"	"226"	"85"	"2"	"4"	"6"	"6"	"11"	"7"	"465"	"0"	"20"	"485"	"0"
"138"	"120A"	"159"	"4"	"169"	"52"	"4"	"1"	"7"	"3"	"8"	"0"	"407"	"0"	"13"	"420"	"0"
"139"	"121"	"74"	"6"	"548"	"13"	"4"	"0"	"3"	"8"	"9"	"6"	"671"	"0"	"19"	"690"	"0"
"140"	"122"	"62"	"6"	"233"	"239"	"3"	"3"	"6"	"6"	"13"	"2"	"573"	"0"	"8"	"581"	"0"
"141"	"123"	"320"	"10"	"214"	"38"	"2"	"1"	"7"	"7"	"13"	"12"	"624"	"0"	"24"	"648"	"0"
"142"	"124"	"60"	"1"	"71"	"55"	"2"	"1"	"3"	"4"	"5"	"3"	"205"	"0"	"3"	"208"	"0"
"143"	"125"	"117"	"7"	"107"	"74"	"0"	"0"	"4"	"4"	"8"	"4"	"325"	"0"	"5"	"330"	"0"
"144"	"126"	"161"	"3"	"62"	"136"	"2"	"9"	"4"	"12"	"12"	"3"	"404"	"0"	"6"	"410"	"0"
"145"	"127"	"360"	"6"	"181"	"100"	"6"	"6"	"19"	"13"	"16"	"4"	"711"	"0"	"27"	"738"	"0"
"146"	"128"	"55"	"4"	"252"	"106"	"2"	"3"	"3"	"1"	"6"	"2"	"434"	"0"	"5"	"439"	"0"
"147"	"129"	"225"	"4"	"433"	"47"	"2"	"3"	"5"	"5"	"5"	"6"	"735"	"0"	"6"	"741"	"0"
"148"	"130"	"237"	"12"	"244"	"120"	"6"	"9"	"9"	"15"	"40"	"10"	"702"	"0"	"28"	"730"	"0"
"149"	"131"	"315"	"6"	"165"	"48"	"6"	"5"	"5"	"6"	"17"	"10"	"583"	"0"	"23"	"606"	"0"
"150"	"132"	"345"	"3"	"152"	"100"	"2"	"2"	"9"	"5"	"10"	"7"	"635"	"0"	"20"	"655"	"0"
"151"	"133"	"249"	"3"	"131"	"98"	"3"	"1"	"2"	"4"	"7"	"3"	"501"	"0"	"20"	"521"	"0"
"152"	"134"	"247"	"6"	"142"	"71"	"3"	"5"	"8"	"15"	"12"	"10"	"519"	"0"	"51"	"570"	"0"
"153"	"135"	"238"	"4"	"103"	"55"	"2"	"1"	"3"	"1"	"7"	"2"	"416"	"0"	"2"	"418"	"0"
"154"	"136"	"65"	"6"	"19"	"39"	"2"	"0"	"1"	"2"	"4"	"1"	"139"	"0"	"2"	"141"	"0"
"155"	"137"	"265"	"5"	"67"	"127"	"9"	"8"	"7"	"17"	"19"	"11"	"535"	"0"	"18"	"553"	"0"
"156"	"138"	"228"	"5"	"141"	"173"	"5"	"10"	"4"	"12"	"25"	"6"	"609"	"0"	"24"	"633"	"0"
"157"	"139"	"327"	"11"	"297"	"167"	"2"	"6"	"11"	"6"	"16"	"11"	"854"	"0"	"23"	"877"	"0"
"158"	"140"	"268"	"7"	"146"	"166"	"8"	"9"	"6"	"10"	"14"	"15"	"649"	"0"	"16"	"665"	"0"
"159"	"141"	"142"	"3"	"163"	"114"	"0"	"4"	"2"	"3"	"9"	"2"	"442"	"0"	"4"	"446"	"0"
"160"	"141A"	"110"	"5"	"231"	"73"	"4"	"3"	"3"	"3"	"15"	"2"	"449"	"0"	"14"	"463"	"0"
"161"	"142"	"114"	"4"	"165"	"229"	"3"	"11"	"3"	"13"	"27"	"7"	"576"	"0"	"10"	"586"	"0"
"162"	"143"	"135"	"6"	"66"	"177"	"3"	"2"	"7"	"5"	"13"	"2"	"416"	"0"	"10"	"426"	"0"
"163"	"144"	"253"	"3"	"251"	"294"	"3"	"6"	"8"	"10"	"12"	"3"	"843"	"0"	"3"	"846"	"0"
"164"	"145"	"175"	"10"	"189"	"350"	"10"	"12"	"5"	"12"	"23"	"8"	"794"	"0"	"25"	"819"	"0"
"165"	"146"	"231"	"6"	"99"	"80"	"3"	"9"	"7"	"10"	"9"	"7"	"461"	"0"	"10"	"471"	"0"
"166"	"146A"	"229"	"5"	"88"	"126"	"8"	"4"	"8"	"3"	"11"	"2"	"484"	"0"	"12"	"496"	"0"
"167"	"147"	"335"	"7"	"195"	"119"	"7"	"2"	"18"	"20"	"17"	"5"	"725"	"0"	"21"	"746"	"0"
"168"	"148"	"457"	"8"	"235"	"48"	"1"	"1"	"5"	"4"	"9"	"5"	"773"	"0"	"13"	"786"	"0"
"169"	"149"	"162"	"4"	"141"	"87"	"4"	"1"	"3"	"6"	"10"	"3"	"421"	"0"	"5"	"426"	"0"
"170"	"150"	"144"	"2"	"70"	"173"	"1"	"2"	"0"	"5"	"10"	"3"	"410"	"0"	"3"	"413"	"0"
"171"	"151"	"237"	"3"	"269"	"58"	"4"	"5"	"6"	"7"	"14"	"9"	"612"	"0"	"35"	"647"	"0"
"172"	"152"	"182"	"4"	"70"	"99"	"2"	"6"	"7"	"6"	"3"	"9"	"388"	"0"	"9"	"397"	"0"
"173"	"153"	"177"	"5"	"159"	"173"	"4"	"6"	"4"	"18"	"14"	"6"	"566"	"0"	"10"	"576"	"0"
"174"	"154"	"321"	"5"	"125"	"154"	"5"	"5"	"9"	"10"	"18"	"5"	"657"	"0"	"18"	"675"	"0"
"175"	"155"	"129"	"3"	"166"	"125"	"7"	"4"	"4"	"10"	"12"	"4"	"464"	"0"	"5"	"469"	"0"
"176"	"156"	"292"	"5"	"271"	"41"	"2"	"3"	"6"	"3"	"15"	"8"	"646"	"0"	"36"	"682"	"0"
"177"	"157"	"346"	"14"	"192"	"109"	"6"	"8"	"8"	"4"	"20"	"11"	"718"	"0"	"32"	"750"	"0"
"178"	"158"	"111"	"5"	"184"	"100"	"5"	"4"	"5"	"12"	"20"	"5"	"451"	"0"	"7"	"458"	"0"
"179"	"159"	"177"	"5"	"243"	"42"	"1"	"1"	"3"	"2"	"8"	"4"	"486"	"0"	"9"	"495"	"0"
"180"	"160"	"221"	"3"	"85"	"48"	"1"	"1"	"6"	"3"	"5"	"5"	"378"	"0"	"14"	"392"	"0"
"181"	"161"	"335"	"5"	"116"	"30"	"1"	"3"	"3"	"4"	"9"	"8"	"514"	"0"	"29"	"543"	"0"
"182"	"162"	"165"	"2"	"74"	"43"	"1"	"1"	"2"	"2"	"9"	"2"	"301"	"0"	"5"	"306"	"0"
"183"	"163"	"232"	"3"	"154"	"100"	"4"	"4"	"6"	"10"	"10"	"2"	"525"	"0"	"15"	"540"	"0"
"184"	"164"	"261"	"9"	"379"	"47"	"3"	"4"	"4"	"5"	"8"	"10"	"730"	"0"	"37"	"767"	"0"
"185"	"165"	"524"	"12"	"234"	"47"	"2"	"4"	"5"	"5"	"9"	"6"	"848"	"0"	"39"	"887"	"0"
"186"	"166"	"297"	"10"	"59"	"306"	"5"	"5"	"5"	"4"	"7"	"1"	"699"	"0"	"15"	"714"	"0"
"187"	"167"	"344"	"9"	"118"	"160"	"6"	"3"	"9"	"8"	"14"	"8"	"679"	"0"	"22"	"701"	"0"
"188"	"168"	"359"	"3"	"158"	"68"	"3"	"5"	"9"	"9"	"5"	"4"	"623"	"0"	"22"	"645"	"0"
"189"	"169"	"215"	"0"	"74"	"78"	"2"	"2"	"8"	"5"	"7"	"2"	"393"	"0"	"6"	"399"	"0"
"190"	"170"	"332"	"7"	"158"	"171"	"6"	"7"	"16"	"13"	"15"	"6"	"731"	"0"	"31"	"762"	"0"
"191"	"171"	"407"	"5"	"269"	"121"	"2"	"6"	"14"	"11"	"13"	"5"	"853"	"0"	"34"	"887"	"0"
"192"	"172"	"400"	"11"	"69"	"90"	"3"	"1"	"8"	"5"	"8"	"5"	"600"	"0"	"10"	"610"	"0"
"193"	"173"	"112"	"4"	"114"	"91"	"4"	"4"	"9"	"9"	"12"	"4"	"363"	"0"	"22"	"385"	"0"
"194"	"174"	"85"	"3"	"114"	"38"	"2"	"4"	"3"	"3"	"6"	"2"	"260"	"0"	"6"	"266"	"0"
"195"	"175"	"161"	"3"	"88"	"42"	"1"	"0"	"4"	"2"	"2"	"2"	"305"	"0"	"15"	"320"	"0"
"196"	"176"	"225"	"10"	"222"	"49"	"4"	"5"	"6"	"4"	"7"	"2"	"534"	"0"	"10"	"544"	"0"
"197"	"177"	"244"	"10"	"65"	"35"	"1"	"2"	"18"	"5"	"11"	"13"	"404"	"0"	"46"	"450"	"0"
"198"	"178"	"254"	"2"	"307"	"55"	"2"	"9"	"9"	"5"	"13"	"7"	"663"	"0"	"18"	"681"	"0"
"199"	"179"	"125"	"6"	"169"	"35"	"2"	"0"	"0"	"0"	"3"	"2"	"342"	"0"	"2"	"344"	"0"
"200"	"180"	"187"	"5"	"271"	"259"	"10"	"8"	"6"	"16"	"15"	"5"	"782"	"0"	"19"	"801"	"0"
"201"	"181"	"89"	"4"	"184"	"124"	"9"	"5"	"4"	"7"	"13"	"5"	"444"	"0"	"22"	"466"	"0"
"202"	"181A"	"125"	"9"	"160"	"69"	"2"	"6"	"5"	"3"	"13"	"7"	"399"	"0"	"21"	"420"	"0"
