"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"
"27"	"15"	"12"	"320"	"8"	"81"	"3"	"0"	"0"	"2"	"2"	"0"	"428"	"0"	"5"	"433"	"0"
"28"	"16"	"26"	"338"	"18"	"519"	"9"	"4"	"4"	"1"	"8"	"4"	"931"	"0"	"12"	"943"	"0"
"29"	"17"	"49"	"445"	"25"	"432"	"10"	"6"	"6"	"6"	"3"	"3"	"985"	"0"	"9"	"994"	"0"
"30"	"18"	"28"	"569"	"8"	"125"	"7"	"1"	"2"	"4"	"1"	"5"	"750"	"0"	"16"	"766"	"0"
"31"	"19"	"24"	"352"	"20"	"585"	"25"	"6"	"4"	"4"	"4"	"11"	"1035"	"0"	"32"	"1067"	"0"
"32"	"20"	"47"	"709"	"18"	"225"	"8"	"4"	"5"	"4"	"5"	"5"	"1030"	"0"	"15"	"1045"	"0"
"33"	"21"	"29"	"705"	"20"	"196"	"5"	"4"	"4"	"2"	"7"	"1"	"973"	"0"	"25"	"998"	"0"
"34"	"22"	"21"	"539"	"11"	"390"	"7"	"6"	"7"	"2"	"1"	"0"	"984"	"0"	"1"	"985"	"0"
"35"	"23"	"8"	"380"	"11"	"33"	"1"	"2"	"1"	"2"	"0"	"0"	"438"	"0"	"3"	"441"	"0"
"36"	"24"	"15"	"477"	"16"	"538"	"9"	"9"	"1"	"3"	"4"	"2"	"1074"	"0"	"24"	"1098"	"0"
"37"	"25"	"20"	"726"	"9"	"72"	"4"	"1"	"2"	"3"	"7"	"6"	"850"	"0"	"15"	"865"	"0"
"38"	"26"	"28"	"609"	"18"	"246"	"16"	"3"	"1"	"0"	"3"	"6"	"930"	"0"	"4"	"934"	"0"
"39"	"27"	"14"	"730"	"4"	"16"	"1"	"0"	"0"	"0"	"1"	"3"	"769"	"0"	"5"	"774"	"0"
"40"	"28"	"16"	"280"	"13"	"330"	"14"	"1"	"2"	"8"	"5"	"6"	"675"	"0"	"16"	"691"	"0"
"41"	"29"	"21"	"648"	"15"	"241"	"5"	"2"	"7"	"0"	"6"	"8"	"953"	"0"	"15"	"968"	"0"
"42"	"30"	"25"	"695"	"9"	"37"	"11"	"4"	"7"	"6"	"9"	"11"	"814"	"0"	"24"	"838"	"0"
"43"	"31"	"20"	"382"	"16"	"257"	"12"	"4"	"3"	"6"	"4"	"4"	"708"	"0"	"16"	"724"	"0"
"44"	"31A"	"26"	"294"	"3"	"132"	"5"	"1"	"3"	"4"	"1"	"10"	"479"	"0"	"10"	"489"	"0"
"45"	"32"	"12"	"336"	"12"	"311"	"14"	"4"	"2"	"4"	"3"	"1"	"699"	"0"	"13"	"712"	"0"
"46"	"33"	"21"	"456"	"8"	"227"	"8"	"4"	"4"	"7"	"6"	"3"	"744"	"0"	"8"	"752"	"0"
"47"	"34"	"22"	"573"	"12"	"332"	"13"	"8"	"2"	"8"	"2"	"20"	"992"	"0"	"44"	"1036"	"0"
"48"	"35"	"27"	"196"	"18"	"552"	"8"	"10"	"5"	"6"	"9"	"4"	"835"	"0"	"10"	"845"	"0"
"49"	"36"	"22"	"509"	"13"	"246"	"8"	"2"	"3"	"2"	"2"	"1"	"808"	"0"	"3"	"811"	"0"
"50"	"37"	"20"	"557"	"8"	"51"	"5"	"4"	"0"	"3"	"2"	"8"	"658"	"0"	"21"	"679"	"0"
"51"	"38"	"29"	"663"	"5"	"36"	"3"	"0"	"1"	"2"	"2"	"5"	"746"	"0"	"3"	"749"	"0"
"52"	"39"	"10"	"101"	"7"	"640"	"32"	"8"	"7"	"9"	"9"	"6"	"829"	"0"	"49"	"878"	"0"
"53"	"40"	"20"	"126"	"22"	"774"	"15"	"14"	"8"	"23"	"24"	"26"	"1052"	"0"	"33"	"1085"	"0"
"54"	"41"	"7"	"19"	"6"	"239"	"3"	"3"	"1"	"3"	"3"	"1"	"285"	"0"	"7"	"292"	"0"
"55"	"42"	"24"	"66"	"12"	"594"	"34"	"5"	"7"	"4"	"10"	"15"	"771"	"0"	"39"	"810"	"0"
"56"	"43"	"12"	"105"	"5"	"263"	"8"	"7"	"5"	"2"	"4"	"1"	"412"	"0"	"10"	"422"	"0"
"57"	"44"	"12"	"238"	"21"	"439"	"10"	"8"	"6"	"4"	"3"	"4"	"745"	"0"	"4"	"749"	"0"
"58"	"45"	"30"	"206"	"25"	"827"	"28"	"13"	"5"	"12"	"6"	"15"	"1167"	"0"	"14"	"1181"	"0"
"59"	"46"	"16"	"153"	"20"	"452"	"10"	"8"	"3"	"8"	"1"	"2"	"673"	"0"	"12"	"685"	"0"
"60"	"47"	"25"	"103"	"11"	"501"	"12"	"4"	"4"	"8"	"3"	"8"	"679"	"0"	"14"	"693"	"0"
"61"	"48"	"28"	"179"	"25"	"700"	"22"	"5"	"6"	"7"	"5"	"13"	"990"	"0"	"23"	"1013"	"0"
"62"	"49"	"30"	"617"	"14"	"299"	"6"	"3"	"2"	"1"	"7"	"14"	"993"	"0"	"25"	"1018"	"0"
"63"	"50"	"25"	"375"	"14"	"167"	"6"	"4"	"2"	"2"	"0"	"2"	"597"	"0"	"0"	"597"	"0"
"64"	"51"	"31"	"608"	"11"	"160"	"10"	"2"	"4"	"6"	"3"	"5"	"840"	"0"	"23"	"863"	"0"
"65"	"52"	"34"	"361"	"22"	"509"	"22"	"7"	"6"	"8"	"7"	"6"	"982"	"0"	"32"	"1014"	"0"
"66"	"53"	"35"	"377"	"26"	"546"	"19"	"9"	"2"	"12"	"9"	"10"	"1045"	"0"	"12"	"1057"	"0"
"67"	"54"	"41"	"333"	"11"	"255"	"16"	"5"	"3"	"2"	"2"	"7"	"675"	"0"	"22"	"697"	"0"
"68"	"55"	"9"	"240"	"10"	"564"	"7"	"6"	"2"	"6"	"5"	"7"	"856"	"0"	"16"	"872"	"0"
"69"	"56"	"36"	"165"	"18"	"707"	"11"	"3"	"3"	"6"	"2"	"5"	"956"	"0"	"13"	"969"	"0"
"70"	"57"	"13"	"61"	"13"	"569"	"16"	"4"	"2"	"7"	"4"	"4"	"693"	"0"	"15"	"708"	"0"
"71"	"58"	"25"	"155"	"10"	"786"	"14"	"9"	"1"	"2"	"7"	"6"	"1015"	"0"	"7"	"1022"	"0"
"72"	"59"	"6"	"13"	"11"	"1077"	"8"	"2"	"0"	"3"	"0"	"0"	"1120"	"0"	"6"	"1126"	"0"
"73"	"60"	"37"	"430"	"14"	"609"	"16"	"10"	"4"	"3"	"4"	"2"	"1129"	"0"	"20"	"1149"	"0"
"74"	"61"	"3"	"70"	"6"	"487"	"15"	"5"	"4"	"4"	"2"	"1"	"597"	"0"	"15"	"612"	"0"
"75"	"62"	"22"	"74"	"7"	"741"	"26"	"10"	"1"	"6"	"2"	"7"	"896"	"0"	"24"	"920"	"0"
"76"	"63"	"18"	"88"	"9"	"697"	"12"	"5"	"3"	"7"	"7"	"11"	"857"	"0"	"37"	"894"	"0"
"77"	"64"	"5"	"5"	"6"	"373"	"7"	"4"	"0"	"2"	"0"	"1"	"403"	"0"	"5"	"408"	"0"
"78"	"65"	"16"	"63"	"10"	"610"	"11"	"3"	"6"	"4"	"6"	"1"	"730"	"0"	"8"	"738"	"0"
"79"	"66"	"7"	"31"	"13"	"758"	"6"	"3"	"1"	"8"	"2"	"1"	"830"	"0"	"10"	"840"	"0"
"80"	"67"	"10"	"189"	"22"	"910"	"20"	"8"	"7"	"4"	"6"	"3"	"1179"	"0"	"7"	"1186"	"0"
"81"	"68"	"13"	"86"	"6"	"420"	"15"	"10"	"5"	"6"	"5"	"2"	"568"	"0"	"32"	"600"	"0"
"82"	"69"	"21"	"76"	"12"	"704"	"17"	"1"	"5"	"5"	"1"	"12"	"854"	"0"	"13"	"867"	"0"
"83"	"70"	"29"	"316"	"19"	"460"	"14"	"10"	"5"	"6"	"6"	"9"	"874"	"0"	"24"	"898"	"0"
"84"	"71"	"33"	"101"	"17"	"475"	"11"	"6"	"4"	"7"	"2"	"0"	"656"	"0"	"1"	"657"	"0"
"85"	"72"	"6"	"180"	"7"	"269"	"4"	"3"	"1"	"7"	"1"	"2"	"480"	"0"	"8"	"488"	"0"
"86"	"73"	"9"	"134"	"14"	"564"	"9"	"2"	"3"	"4"	"7"	"5"	"751"	"0"	"25"	"776"	"0"
"87"	"74"	"22"	"355"	"20"	"489"	"16"	"4"	"5"	"5"	"4"	"1"	"921"	"0"	"4"	"925"	"0"
"88"	"75"	"23"	"91"	"13"	"684"	"25"	"5"	"2"	"5"	"2"	"2"	"852"	"0"	"7"	"859"	"0"
"89"	"76"	"17"	"524"	"10"	"235"	"11"	"5"	"7"	"7"	"7"	"7"	"830"	"0"	"17"	"847"	"0"
"90"	"77"	"25"	"121"	"14"	"708"	"11"	"8"	"2"	"7"	"4"	"5"	"905"	"0"	"33"	"938"	"0"
"91"	"78"	"10"	"13"	"11"	"379"	"5"	"1"	"0"	"2"	"2"	"2"	"425"	"0"	"5"	"430"	"0"
"92"	"79"	"9"	"66"	"15"	"576"	"16"	"12"	"1"	"1"	"5"	"5"	"706"	"0"	"16"	"722"	"0"
"93"	"80"	"39"	"413"	"18"	"506"	"16"	"5"	"10"	"5"	"6"	"9"	"1027"	"0"	"32"	"1059"	"0"
"94"	"81"	"20"	"500"	"21"	"420"	"14"	"5"	"6"	"5"	"8"	"8"	"1007"	"0"	"23"	"1030"	"0"
"95"	"82"	"23"	"104"	"24"	"737"	"32"	"7"	"7"	"11"	"8"	"11"	"964"	"0"	"17"	"981"	"0"
"96"	"83"	"11"	"87"	"8"	"601"	"28"	"5"	"5"	"11"	"11"	"4"	"771"	"0"	"32"	"803"	"0"
"97"	"84"	"16"	"90"	"10"	"437"	"12"	"6"	"6"	"4"	"1"	"4"	"586"	"0"	"3"	"589"	"0"
"98"	"85"	"8"	"28"	"8"	"748"	"29"	"7"	"8"	"14"	"10"	"8"	"868"	"0"	"37"	"905"	"0"
"99"	"86"	"11"	"67"	"7"	"488"	"6"	"6"	"1"	"3"	"1"	"7"	"597"	"0"	"4"	"601"	"0"
"100"	"87"	"18"	"304"	"16"	"253"	"10"	"3"	"1"	"1"	"3"	"2"	"611"	"0"	"4"	"615"	"0"
"101"	"87A"	"20"	"218"	"7"	"353"	"5"	"3"	"0"	"1"	"2"	"0"	"609"	"0"	"3"	"612"	"0"
"102"	"88"	"22"	"139"	"9"	"665"	"9"	"6"	"14"	"6"	"7"	"13"	"890"	"0"	"13"	"903"	"0"
"103"	"89"	"7"	"405"	"8"	"233"	"7"	"4"	"2"	"1"	"0"	"4"	"671"	"0"	"0"	"671"	"0"
"104"	"90"	"17"	"50"	"8"	"441"	"8"	"4"	"3"	"2"	"7"	"10"	"550"	"0"	"10"	"560"	"0"
"105"	"91"	"21"	"274"	"14"	"450"	"10"	"5"	"4"	"1"	"3"	"6"	"788"	"0"	"14"	"802"	"0"
"106"	"92"	"11"	"476"	"10"	"317"	"9"	"3"	"0"	"3"	"3"	"1"	"833"	"0"	"7"	"840"	"0"
"107"	"93"	"26"	"216"	"13"	"403"	"9"	"12"	"3"	"4"	"2"	"2"	"690"	"0"	"7"	"697"	"0"
"108"	"94"	"17"	"165"	"9"	"535"	"11"	"2"	"4"	"3"	"1"	"3"	"750"	"0"	"13"	"763"	"0"
"109"	"95"	"25"	"41"	"16"	"747"	"11"	"5"	"6"	"5"	"4"	"10"	"870"	"0"	"7"	"877"	"0"
"110"	"96"	"3"	"27"	"6"	"409"	"9"	"2"	"4"	"2"	"2"	"9"	"473"	"0"	"25"	"498"	"0"
"111"	"97"	"6"	"68"	"10"	"547"	"18"	"7"	"3"	"4"	"6"	"9"	"678"	"0"	"14"	"692"	"0"
"112"	"98"	"25"	"532"	"16"	"454"	"14"	"5"	"7"	"4"	"8"	"15"	"1080"	"0"	"20"	"1100"	"0"
"113"	"99"	"16"	"93"	"20"	"575"	"22"	"7"	"12"	"3"	"5"	"2"	"755"	"0"	"9"	"764"	"0"
"114"	"100"	"19"	"590"	"16"	"117"	"3"	"2"	"0"	"1"	"2"	"3"	"753"	"0"	"3"	"756"	"0"
"115"	"101"	"25"	"350"	"17"	"390"	"9"	"14"	"5"	"4"	"13"	"12"	"839"	"0"	"8"	"847"	"0"
"116"	"102"	"22"	"146"	"27"	"463"	"16"	"8"	"7"	"4"	"15"	"9"	"717"	"0"	"11"	"728"	"0"
"117"	"103"	"22"	"467"	"13"	"329"	"10"	"1"	"3"	"4"	"1"	"2"	"852"	"0"	"17"	"869"	"0"
"118"	"104"	"23"	"526"	"17"	"213"	"9"	"2"	"2"	"4"	"5"	"11"	"812"	"0"	"11"	"823"	"0"
"119"	"105"	"16"	"764"	"22"	"182"	"6"	"3"	"7"	"8"	"5"	"16"	"1029"	"0"	"27"	"1056"	"0"
"120"	"106"	"5"	"79"	"6"	"336"	"11"	"3"	"0"	"1"	"3"	"3"	"447"	"0"	"18"	"465"	"0"
"121"	"107"	"16"	"338"	"18"	"298"	"6"	"1"	"1"	"0"	"3"	"2"	"683"	"0"	"2"	"685"	"0"
"122"	"108"	"12"	"328"	"5"	"38"	"3"	"1"	"2"	"3"	"4"	"6"	"402"	"0"	"7"	"409"	"0"
"123"	"109"	"15"	"304"	"10"	"436"	"13"	"4"	"5"	"13"	"5"	"5"	"810"	"0"	"32"	"842"	"0"
"124"	"110"	"26"	"344"	"16"	"577"	"14"	"7"	"4"	"3"	"4"	"4"	"999"	"0"	"20"	"1019"	"0"
"125"	"111"	"14"	"57"	"5"	"382"	"5"	"1"	"1"	"8"	"0"	"4"	"477"	"0"	"7"	"484"	"0"
"126"	"112"	"9"	"174"	"15"	"191"	"2"	"4"	"3"	"5"	"4"	"9"	"416"	"0"	"8"	"424"	"0"
"127"	"113"	"6"	"41"	"16"	"626"	"9"	"8"	"3"	"2"	"5"	"5"	"721"	"0"	"12"	"733"	"0"
"128"	"114"	"12"	"55"	"11"	"545"	"6"	"12"	"1"	"7"	"6"	"7"	"662"	"0"	"26"	"688"	"0"
"129"	"115"	"14"	"247"	"11"	"289"	"13"	"2"	"6"	"6"	"2"	"5"	"595"	"0"	"21"	"616"	"0"
"130"	"116"	"18"	"83"	"14"	"351"	"6"	"2"	"2"	"2"	"7"	"8"	"493"	"0"	"29"	"522"	"0"
"131"	"117"	"20"	"130"	"10"	"244"	"4"	"1"	"2"	"0"	"2"	"2"	"415"	"0"	"1"	"416"	"0"
"132"	"118"	"11"	"182"	"10"	"293"	"2"	"3"	"1"	"0"	"0"	"2"	"504"	"0"	"5"	"509"	"0"
"133"	"119"	"21"	"138"	"7"	"341"	"5"	"3"	"4"	"2"	"1"	"2"	"524"	"0"	"7"	"531"	"0"
"134"	"120"	"25"	"329"	"13"	"352"	"12"	"5"	"4"	"6"	"4"	"9"	"759"	"0"	"22"	"781"	"0"
"135"	"121"	"5"	"74"	"7"	"278"	"5"	"4"	"1"	"1"	"0"	"2"	"377"	"0"	"3"	"380"	"0"
"136"	"122"	"19"	"165"	"13"	"535"	"33"	"9"	"12"	"6"	"6"	"6"	"804"	"0"	"24"	"828"	"0"
"137"	"123"	"6"	"263"	"5"	"29"	"1"	"0"	"1"	"1"	"1"	"0"	"307"	"0"	"5"	"312"	"0"
"138"	"124"	"10"	"291"	"3"	"15"	"5"	"1"	"1"	"0"	"2"	"4"	"332"	"0"	"10"	"342"	"0"
"139"	"125"	"10"	"29"	"6"	"889"	"11"	"1"	"3"	"3"	"5"	"9"	"966"	"0"	"7"	"973"	"0"
"140"	"126"	"30"	"159"	"17"	"759"	"18"	"8"	"6"	"3"	"6"	"5"	"1011"	"0"	"4"	"1015"	"0"
"141"	"127"	"19"	"489"	"9"	"50"	"4"	"0"	"1"	"1"	"0"	"6"	"579"	"0"	"7"	"586"	"0"
"142"	"128"	"35"	"25"	"16"	"480"	"21"	"13"	"8"	"12"	"13"	"9"	"632"	"0"	"32"	"664"	"0"
"143"	"129"	"14"	"47"	"10"	"329"	"8"	"2"	"3"	"7"	"2"	"3"	"425"	"0"	"6"	"431"	"0"
"144"	"129A"	"12"	"37"	"11"	"373"	"13"	"8"	"5"	"7"	"4"	"13"	"483"	"0"	"10"	"493"	"0"
"145"	"130"	"30"	"589"	"9"	"45"	"6"	"0"	"5"	"7"	"5"	"13"	"709"	"0"	"26"	"735"	"0"
"146"	"131"	"30"	"64"	"8"	"387"	"11"	"5"	"8"	"7"	"4"	"4"	"528"	"0"	"7"	"535"	"0"
"147"	"132"	"24"	"26"	"14"	"578"	"27"	"3"	"6"	"3"	"17"	"13"	"711"	"0"	"41"	"752"	"0"
"148"	"133"	"31"	"112"	"25"	"717"	"35"	"9"	"6"	"5"	"5"	"12"	"957"	"0"	"29"	"986"	"0"
"149"	"134"	"57"	"350"	"8"	"342"	"12"	"6"	"3"	"7"	"2"	"4"	"791"	"0"	"7"	"798"	"0"
"150"	"135"	"28"	"158"	"21"	"568"	"18"	"10"	"7"	"8"	"7"	"6"	"831"	"0"	"5"	"836"	"0"
"151"	"136"	"26"	"71"	"14"	"280"	"14"	"8"	"4"	"3"	"2"	"4"	"426"	"0"	"2"	"428"	"0"
"152"	"137"	"23"	"104"	"14"	"508"	"10"	"3"	"2"	"4"	"3"	"3"	"674"	"0"	"13"	"687"	"0"
"153"	"138"	"4"	"217"	"9"	"229"	"3"	"1"	"0"	"1"	"2"	"2"	"468"	"0"	"6"	"474"	"0"
"154"	"139"	"18"	"120"	"13"	"457"	"9"	"7"	"1"	"8"	"4"	"4"	"641"	"0"	"11"	"652"	"0"
"155"	"140"	"8"	"38"	"12"	"623"	"11"	"3"	"3"	"8"	"3"	"3"	"712"	"0"	"12"	"724"	"0"
"156"	"141"	"31"	"262"	"27"	"588"	"27"	"6"	"7"	"8"	"12"	"7"	"975"	"0"	"23"	"998"	"0"
"157"	"142"	"25"	"746"	"19"	"297"	"18"	"8"	"5"	"5"	"7"	"9"	"1139"	"0"	"13"	"1152"	"0"
"158"	"143"	"32"	"795"	"19"	"116"	"12"	"2"	"2"	"0"	"4"	"2"	"984"	"0"	"5"	"989"	"0"
"159"	"144"	"29"	"525"	"14"	"325"	"7"	"6"	"2"	"2"	"9"	"7"	"926"	"0"	"5"	"931"	"0"
"160"	"145"	"23"	"91"	"17"	"512"	"26"	"10"	"10"	"7"	"2"	"11"	"709"	"0"	"15"	"724"	"0"
"161"	"146"	"12"	"216"	"6"	"397"	"13"	"2"	"1"	"4"	"9"	"6"	"666"	"0"	"15"	"681"	"0"
"162"	"147"	"26"	"268"	"13"	"547"	"29"	"15"	"8"	"8"	"9"	"7"	"930"	"0"	"21"	"951"	"0"
"163"	"148"	"39"	"316"	"28"	"553"	"21"	"8"	"13"	"16"	"20"	"16"	"1030"	"0"	"23"	"1053"	"0"
"164"	"149"	"4"	"14"	"0"	"305"	"4"	"1"	"2"	"2"	"1"	"1"	"334"	"0"	"3"	"337"	"0"
"165"	"150"	"21"	"49"	"12"	"523"	"24"	"9"	"8"	"7"	"11"	"25"	"689"	"0"	"45"	"734"	"0"
"166"	"151"	"13"	"33"	"11"	"433"	"13"	"4"	"7"	"13"	"1"	"2"	"530"	"0"	"19"	"549"	"0"
"167"	"152"	"9"	"82"	"7"	"497"	"13"	"1"	"5"	"5"	"9"	"2"	"630"	"0"	"15"	"645"	"0"
"168"	"153"	"25"	"161"	"16"	"661"	"12"	"10"	"7"	"10"	"12"	"7"	"921"	"0"	"41"	"962"	"0"
"169"	"154"	"12"	"47"	"1"	"498"	"17"	"3"	"4"	"4"	"8"	"3"	"597"	"0"	"7"	"604"	"0"
"170"	"155"	"29"	"395"	"17"	"499"	"14"	"4"	"0"	"4"	"4"	"10"	"976"	"0"	"5"	"981"	"0"
"171"	"156"	"28"	"74"	"11"	"453"	"30"	"5"	"7"	"8"	"9"	"8"	"633"	"0"	"27"	"660"	"0"
"172"	"157"	"11"	"51"	"9"	"525"	"12"	"3"	"3"	"2"	"1"	"9"	"626"	"0"	"26"	"652"	"0"
"173"	"158"	"24"	"98"	"24"	"701"	"19"	"5"	"3"	"4"	"5"	"4"	"887"	"0"	"7"	"894"	"0"
"174"	"159"	"16"	"195"	"9"	"410"	"10"	"5"	"3"	"6"	"3"	"6"	"663"	"0"	"17"	"680"	"0"
"175"	"160"	"12"	"28"	"4"	"405"	"7"	"3"	"3"	"4"	"3"	"3"	"472"	"0"	"6"	"478"	"0"
"176"	"161"	"11"	"439"	"14"	"294"	"5"	"3"	"3"	"2"	"3"	"2"	"776"	"0"	"7"	"783"	"0"
"177"	"162"	"1"	"27"	"4"	"368"	"0"	"4"	"0"	"1"	"1"	"3"	"409"	"0"	"4"	"413"	"0"
"178"	"163"	"27"	"62"	"22"	"605"	"28"	"8"	"6"	"2"	"9"	"8"	"777"	"0"	"27"	"804"	"0"
"179"	"164"	"10"	"9"	"4"	"487"	"6"	"4"	"2"	"0"	"2"	"5"	"529"	"0"	"3"	"532"	"0"
"180"	"165"	"18"	"25"	"17"	"721"	"12"	"7"	"3"	"9"	"7"	"1"	"820"	"0"	"26"	"846"	"0"
"181"	"166"	"17"	"262"	"18"	"392"	"7"	"6"	"7"	"3"	"4"	"4"	"720"	"0"	"10"	"730"	"0"
"182"	"167"	"6"	"189"	"2"	"14"	"0"	"0"	"1"	"0"	"1"	"1"	"214"	"0"	"1"	"215"	"0"
"183"	"168"	"16"	"31"	"9"	"614"	"11"	"5"	"2"	"3"	"4"	"7"	"702"	"0"	"17"	"719"	"0"
"184"	"169"	"19"	"323"	"12"	"435"	"7"	"12"	"1"	"2"	"5"	"8"	"824"	"0"	"5"	"829"	"0"
"185"	"170"	"21"	"763"	"8"	"54"	"8"	"0"	"2"	"0"	"1"	"4"	"861"	"0"	"9"	"870"	"0"
"186"	"171"	"13"	"866"	"3"	"75"	"7"	"3"	"0"	"0"	"3"	"3"	"973"	"0"	"6"	"979"	"0"
"187"	"172"	"2"	"101"	"1"	"234"	"2"	"1"	"2"	"3"	"1"	"1"	"348"	"0"	"3"	"351"	"0"
"188"	"173"	"14"	"424"	"9"	"519"	"10"	"2"	"2"	"1"	"2"	"2"	"985"	"0"	"2"	"987"	"0"
"189"	"174"	"31"	"684"	"12"	"132"	"10"	"6"	"0"	"0"	"5"	"6"	"886"	"0"	"15"	"901"	"0"
"190"	"175"	"17"	"852"	"17"	"83"	"3"	"1"	"0"	"1"	"2"	"4"	"980"	"0"	"7"	"987"	"0"
"191"	"176"	"29"	"628"	"9"	"251"	"3"	"3"	"1"	"0"	"7"	"10"	"941"	"0"	"13"	"954"	"0"
"192"	"177"	"17"	"496"	"11"	"23"	"15"	"1"	"1"	"0"	"0"	"2"	"566"	"0"	"4"	"570"	"0"
"193"	"178"	"15"	"641"	"9"	"31"	"18"	"1"	"1"	"1"	"3"	"8"	"728"	"0"	"4"	"732"	"0"
"194"	"179"	"23"	"573"	"15"	"30"	"3"	"1"	"2"	"0"	"1"	"4"	"652"	"0"	"9"	"661"	"0"
"195"	"180"	"32"	"337"	"14"	"687"	"22"	"16"	"8"	"13"	"11"	"12"	"1152"	"0"	"30"	"1182"	"0"
"196"	"181"	"15"	"25"	"7"	"476"	"15"	"3"	"5"	"5"	"8"	"8"	"567"	"0"	"7"	"574"	"0"
"197"	"182"	"8"	"72"	"8"	"596"	"13"	"8"	"2"	"4"	"3"	"10"	"724"	"0"	"22"	"746"	"0"
"198"	"183"	"15"	"47"	"17"	"642"	"19"	"6"	"4"	"5"	"8"	"7"	"770"	"0"	"14"	"784"	"0"
"199"	"184"	"14"	"39"	"16"	"709"	"11"	"5"	"6"	"9"	"12"	"10"	"831"	"0"	"21"	"852"	"0"
"200"	"185"	"33"	"179"	"20"	"819"	"15"	"10"	"11"	"8"	"11"	"15"	"1121"	"0"	"20"	"1141"	"0"
"201"	"186"	"33"	"265"	"11"	"367"	"25"	"12"	"3"	"1"	"4"	"5"	"726"	"0"	"27"	"753"	"0"
