"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"22"	"10"	"125"	"3"	"57"	"160"	"3"	"0"	"3"	"3"	"1"	"1"	"0"	"0"	"2"	"2"	"1"	"361"	"0"	"4"	"365"	"0"
"23"	"11"	"299"	"69"	"3"	"68"	"5"	"0"	"18"	"6"	"51"	"1"	"1"	"0"	"4"	"6"	"22"	"553"	"0"	"18"	"571"	"0"
"24"	"12"	"118"	"9"	"8"	"233"	"4"	"1"	"2"	"2"	"0"	"0"	"1"	"3"	"1"	"2"	"12"	"396"	"0"	"8"	"404"	"0"
"25"	"13"	"71"	"2"	"161"	"102"	"3"	"3"	"15"	"5"	"13"	"0"	"1"	"0"	"3"	"2"	"2"	"383"	"0"	"2"	"385"	"0"
"26"	"14"	"86"	"16"	"14"	"271"	"6"	"2"	"1"	"2"	"28"	"2"	"0"	"0"	"1"	"1"	"3"	"433"	"0"	"4"	"437"	"0"
"27"	"15"	"89"	"5"	"14"	"276"	"6"	"3"	"4"	"3"	"7"	"0"	"1"	"1"	"6"	"0"	"6"	"421"	"0"	"6"	"427"	"0"
"28"	"16"	"142"	"17"	"43"	"60"	"1"	"2"	"1"	"5"	"0"	"0"	"1"	"1"	"0"	"3"	"3"	"279"	"0"	"2"	"281"	"0"
"29"	"17"	"79"	"15"	"8"	"280"	"2"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"5"	"397"	"0"	"4"	"401"	"0"
"30"	"18"	"70"	"11"	"125"	"197"	"4"	"0"	"3"	"11"	"1"	"3"	"0"	"0"	"5"	"2"	"3"	"435"	"0"	"2"	"437"	"0"
"31"	"19"	"183"	"48"	"107"	"170"	"2"	"0"	"5"	"2"	"10"	"4"	"3"	"3"	"8"	"10"	"6"	"561"	"0"	"6"	"567"	"0"
"32"	"20"	"104"	"24"	"280"	"79"	"3"	"0"	"15"	"8"	"7"	"2"	"2"	"1"	"2"	"6"	"21"	"554"	"0"	"7"	"561"	"0"
"33"	"21"	"91"	"8"	"29"	"247"	"3"	"0"	"4"	"2"	"1"	"2"	"0"	"2"	"3"	"1"	"4"	"397"	"0"	"4"	"401"	"0"
"34"	"22"	"64"	"12"	"21"	"145"	"2"	"1"	"5"	"5"	"7"	"1"	"0"	"0"	"1"	"6"	"2"	"272"	"0"	"2"	"274"	"0"
"35"	"23"	"359"	"12"	"6"	"83"	"5"	"0"	"9"	"1"	"1"	"0"	"2"	"3"	"3"	"5"	"11"	"500"	"0"	"14"	"514"	"0"
"36"	"24"	"23"	"38"	"9"	"188"	"6"	"0"	"6"	"0"	"4"	"0"	"1"	"0"	"2"	"0"	"6"	"283"	"0"	"3"	"286"	"0"
"37"	"25"	"127"	"39"	"68"	"209"	"1"	"1"	"4"	"6"	"13"	"0"	"2"	"1"	"2"	"4"	"6"	"483"	"0"	"4"	"487"	"0"
"38"	"26"	"86"	"42"	"13"	"241"	"6"	"5"	"24"	"9"	"2"	"1"	"1"	"3"	"2"	"6"	"13"	"454"	"0"	"8"	"462"	"0"
"39"	"27"	"128"	"5"	"21"	"275"	"3"	"2"	"2"	"2"	"2"	"2"	"0"	"1"	"6"	"0"	"3"	"452"	"0"	"3"	"455"	"0"
"40"	"28"	"158"	"32"	"64"	"167"	"9"	"0"	"2"	"1"	"3"	"0"	"0"	"1"	"2"	"1"	"2"	"442"	"0"	"4"	"446"	"0"
"41"	"29"	"170"	"26"	"36"	"251"	"1"	"4"	"26"	"17"	"4"	"4"	"7"	"5"	"14"	"3"	"3"	"571"	"0"	"11"	"582"	"0"
"42"	"30"	"65"	"77"	"3"	"44"	"1"	"0"	"4"	"1"	"0"	"0"	"1"	"0"	"1"	"3"	"1"	"201"	"0"	"0"	"201"	"0"
"43"	"31"	"53"	"76"	"8"	"307"	"3"	"1"	"2"	"0"	"0"	"1"	"0"	"1"	"3"	"3"	"7"	"465"	"0"	"0"	"465"	"0"
"44"	"32"	"131"	"48"	"93"	"275"	"4"	"2"	"1"	"0"	"3"	"0"	"1"	"1"	"4"	"8"	"9"	"580"	"0"	"4"	"584"	"0"
"45"	"33"	"111"	"49"	"28"	"487"	"2"	"0"	"3"	"0"	"4"	"2"	"4"	"6"	"5"	"5"	"6"	"712"	"0"	"9"	"721"	"0"
"46"	"34"	"193"	"22"	"9"	"119"	"2"	"0"	"11"	"1"	"49"	"2"	"2"	"1"	"5"	"2"	"8"	"426"	"0"	"8"	"434"	"0"
"47"	"35"	"185"	"23"	"2"	"109"	"4"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"3"	"331"	"0"	"3"	"334"	"0"
"48"	"36"	"123"	"117"	"5"	"114"	"3"	"0"	"5"	"1"	"3"	"2"	"0"	"4"	"2"	"1"	"10"	"390"	"0"	"7"	"397"	"0"
"49"	"37"	"50"	"157"	"11"	"352"	"9"	"1"	"1"	"1"	"8"	"6"	"4"	"2"	"1"	"2"	"2"	"607"	"0"	"9"	"616"	"0"
"50"	"38"	"40"	"109"	"193"	"352"	"8"	"0"	"1"	"2"	"7"	"5"	"4"	"2"	"15"	"10"	"4"	"752"	"0"	"6"	"758"	"0"
"51"	"39"	"299"	"16"	"2"	"64"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"26"	"28"	"440"	"0"	"13"	"453"	"0"
"52"	"40"	"84"	"57"	"85"	"183"	"1"	"2"	"2"	"4"	"11"	"2"	"0"	"1"	"4"	"3"	"5"	"444"	"0"	"13"	"457"	"0"
"53"	"41"	"90"	"50"	"2"	"210"	"1"	"2"	"1"	"2"	"2"	"0"	"2"	"1"	"6"	"3"	"4"	"376"	"0"	"1"	"377"	"0"
"54"	"42"	"81"	"47"	"2"	"340"	"4"	"1"	"14"	"3"	"31"	"3"	"2"	"5"	"6"	"3"	"4"	"546"	"0"	"6"	"552"	"0"
"55"	"43"	"156"	"29"	"2"	"75"	"3"	"2"	"2"	"1"	"6"	"2"	"2"	"0"	"5"	"17"	"20"	"322"	"0"	"7"	"329"	"0"
"56"	"44"	"169"	"21"	"80"	"181"	"4"	"0"	"1"	"0"	"3"	"1"	"2"	"1"	"2"	"7"	"10"	"482"	"0"	"17"	"499"	"0"
"57"	"45"	"393"	"145"	"14"	"154"	"3"	"2"	"1"	"1"	"3"	"2"	"3"	"5"	"4"	"3"	"10"	"743"	"0"	"7"	"750"	"0"
"58"	"46"	"280"	"69"	"2"	"155"	"4"	"2"	"0"	"2"	"100"	"2"	"1"	"3"	"3"	"5"	"8"	"636"	"0"	"12"	"648"	"0"
"59"	"47"	"46"	"22"	"30"	"564"	"2"	"3"	"13"	"4"	"10"	"3"	"2"	"7"	"17"	"8"	"18"	"749"	"0"	"8"	"757"	"0"
"60"	"48"	"164"	"27"	"91"	"311"	"6"	"5"	"5"	"1"	"13"	"2"	"2"	"2"	"5"	"5"	"16"	"655"	"0"	"15"	"670"	"0"
"61"	"49"	"172"	"44"	"6"	"593"	"4"	"0"	"12"	"8"	"7"	"1"	"2"	"1"	"7"	"7"	"9"	"873"	"0"	"3"	"876"	"0"
"62"	"50"	"305"	"28"	"6"	"407"	"12"	"6"	"8"	"0"	"15"	"1"	"3"	"1"	"6"	"2"	"5"	"805"	"0"	"23"	"828"	"0"
"63"	"51"	"87"	"40"	"14"	"348"	"10"	"3"	"17"	"13"	"8"	"1"	"1"	"3"	"4"	"2"	"13"	"564"	"0"	"9"	"573"	"0"
"64"	"52"	"39"	"30"	"0"	"258"	"7"	"1"	"6"	"0"	"1"	"2"	"1"	"1"	"4"	"3"	"14"	"367"	"0"	"1"	"368"	"0"
"65"	"53"	"27"	"59"	"4"	"573"	"8"	"4"	"19"	"12"	"29"	"3"	"4"	"3"	"10"	"8"	"9"	"772"	"0"	"7"	"779"	"0"
"66"	"54"	"419"	"30"	"10"	"33"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"3"	"22"	"84"	"607"	"0"	"21"	"628"	"0"
"67"	"55"	"174"	"27"	"18"	"384"	"6"	"2"	"39"	"11"	"68"	"15"	"5"	"7"	"13"	"16"	"52"	"837"	"0"	"19"	"856"	"0"
"68"	"56"	"356"	"36"	"42"	"195"	"4"	"4"	"9"	"7"	"2"	"2"	"3"	"2"	"6"	"3"	"5"	"676"	"0"	"10"	"686"	"0"
"69"	"57"	"89"	"82"	"2"	"500"	"6"	"0"	"7"	"1"	"7"	"0"	"1"	"6"	"5"	"5"	"4"	"715"	"0"	"12"	"727"	"0"
"70"	"58"	"245"	"52"	"3"	"112"	"7"	"3"	"0"	"1"	"0"	"0"	"2"	"1"	"1"	"8"	"7"	"442"	"0"	"4"	"446"	"0"
"71"	"59"	"194"	"50"	"3"	"249"	"5"	"7"	"2"	"1"	"1"	"1"	"0"	"0"	"2"	"5"	"9"	"529"	"0"	"3"	"532"	"0"
"72"	"60"	"191"	"16"	"1"	"384"	"6"	"1"	"5"	"1"	"12"	"1"	"0"	"2"	"7"	"7"	"21"	"655"	"0"	"1"	"656"	"0"
"73"	"61"	"264"	"36"	"37"	"376"	"5"	"3"	"12"	"4"	"12"	"3"	"5"	"1"	"4"	"7"	"12"	"781"	"0"	"3"	"784"	"0"
"74"	"62"	"90"	"23"	"7"	"280"	"6"	"1"	"10"	"1"	"4"	"1"	"1"	"1"	"10"	"2"	"11"	"448"	"0"	"2"	"450"	"0"
"75"	"63"	"46"	"38"	"3"	"199"	"6"	"1"	"9"	"0"	"49"	"1"	"0"	"1"	"0"	"2"	"4"	"359"	"0"	"1"	"360"	"0"
"76"	"64"	"39"	"3"	"3"	"468"	"7"	"1"	"7"	"4"	"1"	"2"	"0"	"1"	"3"	"3"	"2"	"544"	"0"	"6"	"550"	"0"
"77"	"65"	"377"	"4"	"0"	"26"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"10"	"421"	"0"	"8"	"429"	"0"
"78"	"66"	"310"	"17"	"77"	"436"	"3"	"1"	"2"	"1"	"2"	"1"	"0"	"1"	"10"	"3"	"3"	"867"	"0"	"9"	"876"	"0"
"79"	"67"	"196"	"105"	"24"	"404"	"3"	"1"	"4"	"1"	"9"	"3"	"3"	"1"	"1"	"5"	"9"	"769"	"0"	"7"	"776"	"0"
"80"	"68"	"61"	"10"	"2"	"171"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"4"	"0"	"2"	"254"	"0"	"5"	"259"	"0"
"81"	"69"	"49"	"8"	"87"	"423"	"7"	"0"	"2"	"0"	"2"	"0"	"0"	"1"	"7"	"1"	"5"	"592"	"0"	"2"	"594"	"0"
"82"	"70"	"249"	"31"	"1"	"62"	"0"	"1"	"1"	"0"	"5"	"0"	"0"	"0"	"2"	"1"	"6"	"359"	"0"	"1"	"360"	"0"
"83"	"71"	"86"	"71"	"20"	"340"	"4"	"0"	"15"	"6"	"5"	"2"	"0"	"3"	"6"	"3"	"3"	"564"	"0"	"5"	"569"	"0"
"84"	"72"	"7"	"24"	"2"	"104"	"2"	"1"	"18"	"5"	"3"	"0"	"0"	"1"	"4"	"2"	"1"	"174"	"0"	"1"	"175"	"0"
"85"	"73"	"247"	"19"	"8"	"308"	"2"	"2"	"3"	"1"	"1"	"3"	"1"	"0"	"3"	"2"	"1"	"601"	"0"	"9"	"610"	"0"
"86"	"74"	"71"	"8"	"30"	"258"	"2"	"1"	"22"	"6"	"0"	"1"	"1"	"2"	"3"	"3"	"2"	"410"	"0"	"5"	"415"	"0"
"87"	"75"	"13"	"5"	"2"	"264"	"4"	"1"	"9"	"0"	"0"	"3"	"0"	"0"	"7"	"3"	"1"	"312"	"0"	"4"	"316"	"0"
"88"	"76"	"67"	"77"	"28"	"372"	"7"	"1"	"9"	"3"	"13"	"1"	"1"	"4"	"18"	"6"	"7"	"614"	"0"	"8"	"622"	"0"
"89"	"77"	"177"	"84"	"15"	"369"	"10"	"4"	"15"	"4"	"81"	"5"	"5"	"1"	"5"	"3"	"10"	"788"	"0"	"12"	"800"	"0"
"90"	"78"	"79"	"109"	"10"	"309"	"6"	"1"	"16"	"12"	"103"	"5"	"1"	"7"	"7"	"6"	"5"	"676"	"0"	"23"	"699"	"0"
"91"	"79"	"60"	"32"	"1"	"138"	"7"	"0"	"8"	"3"	"5"	"0"	"1"	"0"	"1"	"3"	"8"	"267"	"0"	"4"	"271"	"0"
"92"	"80"	"131"	"36"	"3"	"266"	"9"	"5"	"68"	"15"	"30"	"2"	"2"	"0"	"8"	"1"	"9"	"585"	"0"	"13"	"598"	"0"
"93"	"81"	"215"	"16"	"12"	"160"	"5"	"7"	"47"	"15"	"23"	"8"	"6"	"1"	"6"	"6"	"8"	"535"	"0"	"13"	"548"	"0"
"94"	"82"	"133"	"14"	"1"	"107"	"5"	"0"	"14"	"3"	"16"	"1"	"0"	"1"	"1"	"2"	"2"	"300"	"0"	"8"	"308"	"0"
"95"	"83"	"73"	"14"	"15"	"173"	"2"	"1"	"13"	"3"	"128"	"3"	"2"	"4"	"7"	"3"	"5"	"446"	"0"	"9"	"455"	"0"
"96"	"84"	"63"	"117"	"5"	"233"	"17"	"0"	"13"	"2"	"26"	"5"	"0"	"2"	"7"	"20"	"18"	"528"	"0"	"6"	"534"	"0"
"97"	"85"	"57"	"15"	"3"	"233"	"5"	"1"	"6"	"2"	"18"	"3"	"2"	"1"	"9"	"0"	"1"	"356"	"0"	"3"	"359"	"0"
"98"	"86"	"123"	"33"	"6"	"189"	"2"	"0"	"2"	"2"	"20"	"2"	"1"	"0"	"1"	"4"	"4"	"389"	"0"	"6"	"395"	"0"
"99"	"87"	"282"	"127"	"5"	"267"	"6"	"1"	"5"	"2"	"7"	"1"	"3"	"2"	"3"	"5"	"12"	"728"	"0"	"13"	"741"	"0"
"100"	"88"	"118"	"55"	"4"	"239"	"7"	"1"	"15"	"3"	"10"	"1"	"2"	"4"	"4"	"4"	"6"	"473"	"0"	"6"	"479"	"0"
"101"	"89"	"32"	"121"	"9"	"319"	"3"	"1"	"8"	"1"	"4"	"1"	"1"	"3"	"4"	"10"	"8"	"525"	"0"	"7"	"532"	"0"
"102"	"90"	"242"	"20"	"13"	"237"	"7"	"4"	"4"	"2"	"12"	"1"	"4"	"3"	"8"	"7"	"9"	"573"	"0"	"6"	"579"	"0"
"103"	"91"	"79"	"258"	"88"	"255"	"6"	"0"	"5"	"1"	"6"	"1"	"0"	"0"	"2"	"4"	"9"	"714"	"0"	"2"	"716"	"0"
"104"	"92"	"76"	"104"	"57"	"363"	"5"	"5"	"73"	"11"	"67"	"6"	"3"	"5"	"10"	"7"	"7"	"799"	"0"	"13"	"812"	"0"
"105"	"93"	"190"	"97"	"1"	"254"	"4"	"2"	"36"	"3"	"10"	"2"	"1"	"1"	"4"	"2"	"9"	"616"	"0"	"1"	"617"	"0"
"106"	"94"	"107"	"49"	"10"	"150"	"6"	"0"	"30"	"14"	"13"	"3"	"0"	"2"	"1"	"1"	"1"	"387"	"0"	"8"	"395"	"0"
"107"	"94A"	"82"	"61"	"22"	"255"	"5"	"1"	"12"	"5"	"27"	"2"	"3"	"1"	"0"	"3"	"1"	"480"	"0"	"10"	"490"	"0"
"108"	"95"	"147"	"18"	"86"	"156"	"10"	"3"	"15"	"7"	"15"	"3"	"1"	"2"	"7"	"13"	"14"	"497"	"0"	"18"	"515"	"0"
"109"	"96"	"126"	"24"	"78"	"124"	"4"	"2"	"14"	"3"	"5"	"2"	"1"	"1"	"5"	"5"	"3"	"397"	"0"	"11"	"408"	"0"
"110"	"97"	"169"	"80"	"4"	"206"	"5"	"0"	"4"	"2"	"3"	"1"	"4"	"4"	"3"	"7"	"16"	"508"	"0"	"11"	"519"	"0"
"111"	"98"	"112"	"59"	"6"	"263"	"10"	"3"	"10"	"4"	"11"	"2"	"0"	"3"	"3"	"6"	"5"	"497"	"0"	"8"	"505"	"0"
"112"	"99"	"118"	"105"	"30"	"269"	"10"	"1"	"20"	"3"	"18"	"7"	"2"	"2"	"3"	"4"	"8"	"600"	"0"	"7"	"607"	"0"
"113"	"100"	"60"	"44"	"4"	"124"	"4"	"3"	"14"	"2"	"7"	"0"	"2"	"1"	"0"	"1"	"12"	"278"	"0"	"3"	"281"	"0"
"114"	"101"	"113"	"20"	"123"	"187"	"3"	"2"	"18"	"12"	"2"	"0"	"1"	"2"	"4"	"1"	"2"	"490"	"0"	"2"	"492"	"0"
"115"	"102"	"239"	"24"	"3"	"136"	"2"	"6"	"34"	"10"	"0"	"4"	"2"	"1"	"2"	"4"	"7"	"474"	"0"	"7"	"481"	"0"
"116"	"103"	"153"	"38"	"5"	"459"	"4"	"0"	"6"	"3"	"3"	"2"	"2"	"5"	"14"	"9"	"2"	"705"	"0"	"12"	"717"	"0"
"117"	"104"	"37"	"9"	"3"	"592"	"10"	"2"	"9"	"3"	"3"	"0"	"0"	"3"	"7"	"0"	"2"	"680"	"0"	"5"	"685"	"0"
"118"	"105"	"181"	"29"	"10"	"417"	"3"	"1"	"5"	"3"	"1"	"2"	"0"	"2"	"17"	"10"	"23"	"704"	"0"	"11"	"715"	"0"
"119"	"106"	"42"	"8"	"1"	"524"	"13"	"2"	"1"	"0"	"4"	"2"	"1"	"1"	"11"	"1"	"1"	"612"	"0"	"5"	"617"	"0"
"120"	"107"	"489"	"9"	"2"	"18"	"2"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"2"	"3"	"529"	"0"	"3"	"532"	"0"
"121"	"108"	"185"	"11"	"104"	"214"	"3"	"1"	"10"	"5"	"0"	"1"	"1"	"2"	"5"	"1"	"6"	"549"	"0"	"6"	"555"	"0"
"122"	"109"	"46"	"21"	"52"	"449"	"5"	"4"	"20"	"11"	"12"	"4"	"4"	"7"	"5"	"15"	"15"	"670"	"0"	"11"	"681"	"0"
"123"	"110"	"219"	"15"	"2"	"179"	"3"	"0"	"4"	"0"	"5"	"2"	"0"	"1"	"0"	"3"	"5"	"438"	"0"	"3"	"441"	"0"
"124"	"111"	"68"	"64"	"5"	"325"	"4"	"0"	"32"	"10"	"5"	"1"	"3"	"5"	"8"	"10"	"14"	"554"	"0"	"6"	"560"	"0"
"125"	"112"	"19"	"37"	"6"	"290"	"3"	"1"	"13"	"5"	"23"	"2"	"1"	"7"	"7"	"1"	"4"	"419"	"0"	"10"	"429"	"0"
"126"	"113"	"57"	"11"	"4"	"190"	"1"	"0"	"10"	"1"	"18"	"0"	"0"	"0"	"3"	"2"	"1"	"298"	"0"	"1"	"299"	"0"
"127"	"114"	"130"	"58"	"6"	"213"	"1"	"0"	"3"	"2"	"39"	"1"	"1"	"2"	"2"	"2"	"5"	"465"	"0"	"3"	"468"	"0"
"128"	"115"	"93"	"35"	"66"	"148"	"4"	"2"	"8"	"3"	"112"	"1"	"2"	"0"	"5"	"7"	"6"	"492"	"0"	"9"	"501"	"0"
"129"	"116"	"82"	"9"	"3"	"351"	"3"	"0"	"1"	"2"	"20"	"1"	"1"	"1"	"0"	"2"	"0"	"476"	"0"	"5"	"481"	"0"
"130"	"117"	"293"	"18"	"19"	"405"	"3"	"1"	"1"	"4"	"61"	"4"	"1"	"0"	"8"	"3"	"7"	"828"	"0"	"8"	"836"	"0"
"131"	"118"	"105"	"55"	"37"	"358"	"28"	"2"	"7"	"2"	"4"	"2"	"2"	"1"	"8"	"2"	"7"	"620"	"0"	"10"	"630"	"0"
"132"	"119"	"85"	"10"	"2"	"294"	"29"	"2"	"6"	"3"	"2"	"0"	"1"	"3"	"5"	"4"	"3"	"449"	"0"	"7"	"456"	"0"
"133"	"120"	"152"	"13"	"4"	"252"	"31"	"1"	"5"	"1"	"1"	"1"	"0"	"1"	"4"	"1"	"3"	"470"	"0"	"2"	"472"	"0"
"134"	"121"	"58"	"9"	"6"	"373"	"26"	"1"	"1"	"1"	"2"	"1"	"2"	"0"	"6"	"2"	"1"	"489"	"0"	"4"	"493"	"0"
"135"	"122"	"628"	"9"	"0"	"28"	"2"	"1"	"9"	"1"	"2"	"0"	"0"	"0"	"4"	"5"	"15"	"704"	"0"	"4"	"708"	"0"
"136"	"123"	"550"	"18"	"22"	"116"	"0"	"1"	"4"	"0"	"0"	"0"	"2"	"1"	"2"	"4"	"24"	"744"	"0"	"17"	"761"	"0"
"137"	"124"	"129"	"14"	"2"	"256"	"6"	"2"	"15"	"1"	"1"	"1"	"0"	"2"	"1"	"5"	"21"	"456"	"0"	"4"	"460"	"0"
"138"	"125"	"74"	"7"	"8"	"324"	"4"	"0"	"3"	"2"	"1"	"0"	"0"	"4"	"6"	"5"	"8"	"446"	"0"	"7"	"453"	"0"
"139"	"126"	"330"	"9"	"3"	"213"	"2"	"1"	"5"	"0"	"4"	"0"	"0"	"2"	"3"	"2"	"2"	"576"	"0"	"8"	"584"	"0"
"140"	"127"	"120"	"8"	"2"	"301"	"8"	"1"	"7"	"2"	"1"	"1"	"1"	"0"	"4"	"0"	"6"	"462"	"0"	"9"	"471"	"0"
"141"	"128"	"234"	"14"	"28"	"382"	"12"	"3"	"14"	"3"	"1"	"3"	"4"	"1"	"5"	"15"	"30"	"749"	"0"	"4"	"753"	"0"
"142"	"129"	"74"	"9"	"6"	"486"	"12"	"0"	"27"	"6"	"3"	"2"	"1"	"1"	"5"	"6"	"10"	"648"	"0"	"6"	"654"	"0"
"143"	"130"	"116"	"28"	"20"	"298"	"11"	"1"	"10"	"3"	"0"	"1"	"1"	"0"	"5"	"2"	"5"	"501"	"0"	"1"	"502"	"0"
"144"	"131"	"527"	"11"	"3"	"40"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"1"	"1"	"5"	"18"	"610"	"0"	"18"	"628"	"0"
"145"	"132"	"11"	"15"	"149"	"101"	"3"	"1"	"3"	"0"	"5"	"0"	"1"	"0"	"1"	"0"	"0"	"290"	"0"	"1"	"291"	"0"
"146"	"133"	"10"	"6"	"15"	"418"	"3"	"1"	"2"	"2"	"108"	"7"	"0"	"3"	"2"	"1"	"0"	"578"	"0"	"3"	"581"	"0"
"147"	"134"	"275"	"85"	"5"	"141"	"0"	"5"	"34"	"8"	"20"	"1"	"0"	"4"	"2"	"5"	"6"	"591"	"0"	"10"	"601"	"0"
"148"	"135"	"234"	"35"	"2"	"296"	"9"	"2"	"45"	"13"	"7"	"6"	"2"	"5"	"5"	"10"	"11"	"682"	"0"	"5"	"687"	"0"
"149"	"136"	"16"	"39"	"1"	"398"	"6"	"1"	"1"	"2"	"52"	"3"	"2"	"4"	"6"	"1"	"2"	"534"	"0"	"7"	"541"	"0"
"150"	"137"	"321"	"33"	"5"	"430"	"6"	"6"	"12"	"4"	"23"	"3"	"3"	"4"	"6"	"5"	"8"	"869"	"0"	"15"	"884"	"0"
"151"	"138"	"186"	"15"	"3"	"383"	"8"	"2"	"12"	"4"	"4"	"0"	"0"	"2"	"4"	"2"	"8"	"633"	"0"	"2"	"635"	"0"
"152"	"139"	"128"	"5"	"2"	"249"	"8"	"4"	"3"	"2"	"1"	"1"	"1"	"2"	"4"	"2"	"7"	"419"	"0"	"6"	"425"	"0"
"153"	"140"	"120"	"71"	"6"	"357"	"16"	"1"	"6"	"4"	"3"	"8"	"2"	"7"	"13"	"13"	"8"	"635"	"0"	"19"	"654"	"0"
"154"	"141"	"55"	"19"	"83"	"392"	"3"	"3"	"4"	"1"	"33"	"3"	"1"	"2"	"6"	"0"	"1"	"606"	"0"	"2"	"608"	"0"
"155"	"142"	"263"	"6"	"3"	"261"	"5"	"1"	"3"	"0"	"3"	"2"	"2"	"2"	"4"	"1"	"2"	"558"	"0"	"5"	"563"	"0"
"156"	"143"	"324"	"7"	"104"	"215"	"5"	"2"	"2"	"6"	"1"	"3"	"1"	"3"	"1"	"3"	"8"	"685"	"0"	"10"	"695"	"0"
