"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"
"17"	"5"	"42"	"213"	"24"	"356"	"13"	"2"	"2"	"10"	"6"	"2"	"10"	"5"	"22"	"4"	"8"	"12"	"1"	"8"	"6"	"15"	"5"	"2"	"768"	"0"	"5"	"773"	"0"
"18"	"6"	"7"	"198"	"8"	"248"	"5"	"2"	"0"	"9"	"0"	"1"	"1"	"1"	"7"	"6"	"9"	"4"	"3"	"6"	"0"	"5"	"0"	"0"	"520"	"0"	"4"	"524"	"0"
"19"	"7"	"71"	"59"	"7"	"236"	"5"	"2"	"2"	"8"	"3"	"1"	"2"	"2"	"8"	"3"	"3"	"4"	"4"	"1"	"1"	"7"	"1"	"1"	"431"	"0"	"2"	"433"	"0"
"20"	"8"	"11"	"148"	"5"	"37"	"57"	"2"	"1"	"2"	"0"	"0"	"1"	"1"	"3"	"3"	"7"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"280"	"0"	"2"	"282"	"0"
"21"	"9"	"14"	"247"	"8"	"127"	"6"	"1"	"3"	"41"	"1"	"1"	"3"	"3"	"2"	"5"	"10"	"8"	"5"	"9"	"4"	"2"	"2"	"3"	"505"	"0"	"4"	"509"	"0"
"22"	"10"	"1"	"222"	"5"	"276"	"4"	"0"	"2"	"2"	"1"	"0"	"1"	"5"	"7"	"3"	"8"	"8"	"1"	"2"	"1"	"2"	"1"	"0"	"552"	"0"	"0"	"552"	"0"
"23"	"11"	"46"	"336"	"52"	"138"	"9"	"0"	"1"	"8"	"5"	"2"	"2"	"2"	"22"	"8"	"23"	"8"	"6"	"10"	"1"	"4"	"2"	"2"	"687"	"0"	"4"	"691"	"0"
"24"	"12"	"4"	"144"	"8"	"136"	"8"	"2"	"0"	"19"	"0"	"0"	"1"	"3"	"6"	"6"	"3"	"8"	"5"	"6"	"1"	"3"	"4"	"0"	"367"	"0"	"6"	"373"	"0"
"25"	"13"	"65"	"154"	"1"	"192"	"2"	"2"	"0"	"2"	"0"	"0"	"5"	"1"	"4"	"0"	"2"	"3"	"0"	"0"	"0"	"2"	"1"	"0"	"436"	"0"	"2"	"438"	"0"
"26"	"14"	"77"	"81"	"8"	"68"	"1"	"2"	"3"	"22"	"0"	"0"	"2"	"3"	"8"	"3"	"2"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"283"	"0"	"2"	"285"	"0"
"27"	"15"	"99"	"172"	"3"	"179"	"3"	"2"	"1"	"3"	"2"	"1"	"1"	"0"	"5"	"2"	"2"	"0"	"6"	"2"	"0"	"3"	"2"	"1"	"489"	"0"	"1"	"490"	"0"
"28"	"16"	"2"	"111"	"3"	"332"	"9"	"4"	"0"	"20"	"1"	"0"	"3"	"2"	"6"	"6"	"0"	"0"	"2"	"3"	"1"	"2"	"0"	"0"	"507"	"0"	"1"	"508"	"0"
"29"	"16A"	"2"	"180"	"114"	"73"	"3"	"1"	"0"	"24"	"0"	"1"	"2"	"0"	"0"	"1"	"4"	"3"	"2"	"0"	"0"	"0"	"1"	"0"	"411"	"0"	"0"	"411"	"0"
"30"	"17"	"17"	"321"	"1"	"311"	"37"	"2"	"1"	"28"	"1"	"0"	"4"	"0"	"5"	"3"	"1"	"0"	"6"	"3"	"2"	"3"	"0"	"3"	"749"	"0"	"1"	"750"	"0"
"31"	"18"	"11"	"160"	"2"	"101"	"2"	"1"	"1"	"15"	"1"	"0"	"0"	"0"	"4"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"1"	"304"	"0"	"1"	"305"	"0"
"32"	"19"	"25"	"191"	"3"	"119"	"3"	"0"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"349"	"0"	"2"	"351"	"0"
"33"	"20"	"30"	"232"	"33"	"346"	"9"	"4"	"0"	"3"	"0"	"1"	"2"	"3"	"15"	"3"	"5"	"4"	"1"	"13"	"2"	"6"	"3"	"0"	"715"	"0"	"4"	"719"	"0"
"34"	"21"	"202"	"26"	"7"	"15"	"0"	"0"	"0"	"7"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"9"	"6"	"0"	"0"	"0"	"0"	"1"	"277"	"0"	"2"	"279"	"0"
"35"	"22"	"13"	"159"	"10"	"526"	"7"	"1"	"1"	"4"	"0"	"0"	"1"	"2"	"10"	"4"	"5"	"6"	"4"	"3"	"2"	"6"	"2"	"0"	"766"	"0"	"0"	"766"	"0"
"36"	"23"	"33"	"3"	"0"	"3"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"46"	"0"	"0"	"46"	"0"
"37"	"24"	"14"	"157"	"20"	"100"	"6"	"3"	"3"	"17"	"2"	"1"	"4"	"4"	"12"	"5"	"13"	"13"	"13"	"5"	"4"	"10"	"2"	"2"	"410"	"0"	"6"	"416"	"0"
"38"	"25"	"60"	"215"	"32"	"439"	"14"	"6"	"2"	"13"	"3"	"1"	"4"	"6"	"23"	"12"	"36"	"8"	"8"	"21"	"6"	"17"	"4"	"4"	"934"	"0"	"9"	"943"	"0"
"39"	"26"	"6"	"273"	"7"	"171"	"7"	"2"	"1"	"18"	"0"	"1"	"1"	"6"	"2"	"5"	"7"	"12"	"1"	"2"	"0"	"0"	"1"	"1"	"524"	"0"	"2"	"526"	"0"
"40"	"27"	"71"	"166"	"14"	"288"	"1"	"2"	"1"	"4"	"1"	"1"	"3"	"1"	"12"	"4"	"11"	"15"	"1"	"2"	"1"	"4"	"0"	"1"	"604"	"0"	"3"	"607"	"0"
"41"	"28"	"5"	"43"	"2"	"310"	"4"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"3"	"0"	"16"	"2"	"1"	"0"	"0"	"5"	"0"	"1"	"394"	"0"	"0"	"394"	"0"
"42"	"29"	"10"	"207"	"2"	"232"	"3"	"0"	"0"	"3"	"1"	"0"	"4"	"3"	"8"	"1"	"5"	"3"	"3"	"6"	"2"	"7"	"0"	"2"	"502"	"0"	"2"	"504"	"0"
"43"	"30"	"41"	"206"	"29"	"424"	"7"	"2"	"2"	"2"	"1"	"0"	"1"	"2"	"13"	"1"	"3"	"3"	"9"	"3"	"4"	"8"	"2"	"0"	"763"	"0"	"3"	"766"	"0"
"44"	"31"	"23"	"151"	"28"	"539"	"2"	"3"	"2"	"3"	"0"	"2"	"3"	"6"	"19"	"5"	"8"	"7"	"1"	"4"	"2"	"4"	"1"	"0"	"813"	"0"	"6"	"819"	"0"
"45"	"32"	"21"	"132"	"0"	"294"	"5"	"3"	"0"	"6"	"1"	"1"	"3"	"4"	"15"	"2"	"2"	"4"	"1"	"0"	"0"	"1"	"2"	"3"	"500"	"0"	"2"	"502"	"0"
"46"	"33"	"30"	"233"	"3"	"207"	"2"	"1"	"1"	"4"	"1"	"4"	"6"	"2"	"4"	"1"	"11"	"9"	"3"	"3"	"0"	"2"	"1"	"1"	"529"	"0"	"2"	"531"	"0"
"47"	"33A"	"8"	"140"	"2"	"214"	"1"	"2"	"1"	"9"	"1"	"2"	"0"	"0"	"1"	"0"	"4"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"389"	"0"	"1"	"390"	"0"
"48"	"34"	"73"	"290"	"4"	"72"	"3"	"2"	"0"	"3"	"5"	"0"	"1"	"2"	"5"	"4"	"7"	"8"	"3"	"5"	"1"	"0"	"1"	"1"	"490"	"0"	"2"	"492"	"0"
"49"	"34A"	"16"	"154"	"4"	"131"	"3"	"4"	"0"	"0"	"3"	"1"	"2"	"0"	"4"	"2"	"2"	"4"	"1"	"0"	"1"	"4"	"0"	"1"	"337"	"0"	"1"	"338"	"0"
"50"	"35"	"18"	"158"	"23"	"198"	"0"	"1"	"0"	"3"	"1"	"2"	"3"	"5"	"6"	"4"	"2"	"1"	"0"	"4"	"2"	"1"	"3"	"0"	"435"	"0"	"3"	"438"	"0"
"51"	"36"	"86"	"112"	"2"	"207"	"5"	"1"	"2"	"21"	"2"	"2"	"3"	"1"	"8"	"2"	"2"	"8"	"3"	"5"	"0"	"4"	"0"	"2"	"478"	"0"	"4"	"482"	"0"
"52"	"37"	"114"	"338"	"8"	"243"	"5"	"2"	"2"	"11"	"0"	"1"	"0"	"0"	"3"	"0"	"2"	"3"	"7"	"8"	"1"	"10"	"1"	"1"	"760"	"0"	"4"	"764"	"0"
"53"	"38"	"262"	"131"	"5"	"17"	"5"	"3"	"2"	"3"	"0"	"3"	"1"	"0"	"2"	"1"	"5"	"24"	"1"	"0"	"1"	"0"	"0"	"2"	"468"	"0"	"0"	"468"	"0"
"54"	"39"	"255"	"106"	"23"	"90"	"7"	"3"	"1"	"5"	"2"	"1"	"2"	"1"	"4"	"8"	"4"	"21"	"17"	"3"	"2"	"3"	"3"	"2"	"563"	"0"	"10"	"573"	"0"
"55"	"40"	"20"	"279"	"10"	"217"	"6"	"4"	"1"	"12"	"5"	"4"	"1"	"3"	"19"	"1"	"3"	"6"	"4"	"1"	"1"	"2"	"0"	"0"	"599"	"0"	"3"	"602"	"0"
"56"	"41"	"28"	"250"	"6"	"240"	"25"	"2"	"4"	"15"	"2"	"1"	"11"	"5"	"13"	"7"	"2"	"13"	"3"	"6"	"1"	"0"	"2"	"1"	"637"	"0"	"1"	"638"	"0"
"57"	"42"	"0"	"412"	"2"	"86"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"3"	"1"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"513"	"0"	"2"	"515"	"0"
"58"	"43"	"11"	"98"	"13"	"126"	"7"	"2"	"1"	"10"	"2"	"4"	"1"	"3"	"7"	"7"	"5"	"10"	"2"	"1"	"1"	"2"	"1"	"0"	"314"	"0"	"1"	"315"	"0"
"59"	"44"	"16"	"231"	"5"	"67"	"3"	"3"	"0"	"20"	"3"	"1"	"2"	"4"	"6"	"2"	"5"	"5"	"2"	"2"	"2"	"3"	"0"	"1"	"383"	"0"	"0"	"383"	"0"
"60"	"45"	"8"	"250"	"20"	"51"	"0"	"0"	"1"	"11"	"3"	"1"	"0"	"1"	"4"	"4"	"10"	"11"	"0"	"2"	"2"	"1"	"0"	"0"	"380"	"0"	"2"	"382"	"0"
"61"	"45A"	"14"	"137"	"40"	"122"	"5"	"1"	"0"	"8"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"0"	"0"	"2"	"2"	"0"	"0"	"336"	"0"	"2"	"338"	"0"
"62"	"46"	"21"	"157"	"104"	"39"	"1"	"2"	"2"	"5"	"0"	"0"	"1"	"0"	"7"	"2"	"2"	"10"	"2"	"7"	"1"	"3"	"0"	"1"	"367"	"0"	"0"	"367"	"0"
"63"	"47"	"21"	"155"	"31"	"124"	"6"	"1"	"2"	"87"	"3"	"0"	"3"	"5"	"6"	"4"	"4"	"4"	"1"	"0"	"0"	"2"	"1"	"0"	"460"	"0"	"0"	"460"	"0"
"64"	"48"	"72"	"106"	"22"	"146"	"0"	"0"	"0"	"27"	"1"	"0"	"1"	"0"	"5"	"2"	"1"	"1"	"6"	"4"	"2"	"4"	"0"	"2"	"402"	"0"	"0"	"402"	"0"
"65"	"49"	"51"	"320"	"0"	"94"	"3"	"1"	"0"	"2"	"0"	"0"	"1"	"1"	"3"	"6"	"9"	"12"	"1"	"1"	"0"	"0"	"0"	"2"	"507"	"0"	"0"	"507"	"0"
"66"	"50"	"65"	"224"	"3"	"107"	"6"	"1"	"0"	"6"	"3"	"1"	"0"	"0"	"2"	"1"	"2"	"3"	"6"	"8"	"1"	"3"	"3"	"3"	"448"	"0"	"11"	"459"	"0"
"67"	"51"	"38"	"166"	"5"	"130"	"9"	"2"	"1"	"6"	"0"	"3"	"4"	"4"	"15"	"6"	"11"	"10"	"2"	"0"	"2"	"0"	"0"	"1"	"415"	"0"	"1"	"416"	"0"
"68"	"52"	"85"	"136"	"25"	"19"	"3"	"5"	"4"	"6"	"0"	"0"	"0"	"2"	"2"	"1"	"13"	"10"	"11"	"6"	"2"	"1"	"0"	"3"	"334"	"0"	"8"	"342"	"0"
"69"	"53"	"71"	"156"	"4"	"70"	"6"	"5"	"1"	"30"	"1"	"0"	"1"	"0"	"5"	"5"	"5"	"10"	"6"	"3"	"2"	"0"	"1"	"0"	"382"	"0"	"2"	"384"	"0"
"70"	"54"	"30"	"251"	"5"	"61"	"10"	"3"	"3"	"60"	"1"	"1"	"2"	"1"	"0"	"2"	"11"	"7"	"0"	"3"	"0"	"1"	"2"	"0"	"454"	"0"	"2"	"456"	"0"
"71"	"55"	"97"	"111"	"80"	"43"	"48"	"4"	"1"	"8"	"0"	"0"	"0"	"3"	"4"	"2"	"12"	"12"	"3"	"4"	"2"	"2"	"1"	"3"	"440"	"0"	"9"	"449"	"0"
"72"	"56"	"94"	"186"	"8"	"276"	"4"	"2"	"1"	"14"	"2"	"0"	"2"	"8"	"15"	"11"	"7"	"9"	"0"	"5"	"1"	"2"	"1"	"0"	"648"	"0"	"1"	"649"	"0"
"73"	"57"	"2"	"309"	"2"	"38"	"1"	"2"	"0"	"8"	"0"	"0"	"2"	"0"	"5"	"1"	"15"	"11"	"1"	"2"	"0"	"0"	"1"	"1"	"401"	"0"	"5"	"406"	"0"
"74"	"58"	"321"	"223"	"4"	"49"	"10"	"0"	"1"	"8"	"1"	"3"	"4"	"0"	"2"	"8"	"22"	"12"	"3"	"4"	"0"	"0"	"1"	"3"	"679"	"0"	"5"	"684"	"0"
"75"	"59"	"271"	"129"	"3"	"172"	"4"	"0"	"2"	"12"	"0"	"1"	"1"	"1"	"3"	"1"	"1"	"2"	"2"	"1"	"0"	"0"	"0"	"3"	"609"	"0"	"0"	"609"	"0"
"76"	"60"	"54"	"99"	"2"	"68"	"1"	"9"	"0"	"89"	"0"	"0"	"2"	"0"	"3"	"5"	"2"	"4"	"2"	"8"	"2"	"1"	"1"	"1"	"353"	"0"	"13"	"366"	"0"
"77"	"61"	"8"	"359"	"5"	"154"	"5"	"1"	"2"	"4"	"2"	"1"	"2"	"4"	"6"	"3"	"8"	"7"	"5"	"5"	"2"	"6"	"1"	"0"	"590"	"0"	"2"	"592"	"0"
"78"	"62"	"348"	"69"	"2"	"43"	"0"	"0"	"2"	"3"	"0"	"0"	"1"	"1"	"1"	"5"	"2"	"8"	"5"	"4"	"0"	"1"	"1"	"5"	"501"	"0"	"5"	"506"	"0"
"79"	"63"	"24"	"216"	"3"	"56"	"0"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"3"	"0"	"3"	"2"	"1"	"1"	"0"	"0"	"0"	"1"	"314"	"0"	"0"	"314"	"0"
"80"	"64"	"10"	"270"	"2"	"62"	"1"	"0"	"0"	"6"	"0"	"0"	"0"	"1"	"1"	"1"	"6"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"362"	"0"	"0"	"362"	"0"
"81"	"65"	"100"	"202"	"9"	"80"	"1"	"1"	"3"	"3"	"1"	"1"	"4"	"2"	"6"	"11"	"8"	"5"	"2"	"4"	"0"	"2"	"3"	"2"	"450"	"0"	"4"	"454"	"0"
"82"	"66"	"52"	"184"	"4"	"128"	"3"	"3"	"2"	"3"	"2"	"1"	"3"	"4"	"3"	"3"	"8"	"7"	"1"	"1"	"3"	"3"	"0"	"1"	"419"	"0"	"1"	"420"	"0"
"83"	"66A"	"36"	"65"	"3"	"84"	"0"	"1"	"0"	"1"	"1"	"2"	"2"	"3"	"6"	"2"	"1"	"7"	"1"	"1"	"3"	"2"	"0"	"0"	"221"	"0"	"1"	"222"	"0"
"84"	"67"	"8"	"29"	"3"	"269"	"5"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"1"	"5"	"0"	"1"	"0"	"4"	"3"	"1"	"333"	"0"	"0"	"333"	"0"
"85"	"68"	"41"	"281"	"12"	"346"	"12"	"7"	"6"	"10"	"6"	"1"	"10"	"12"	"29"	"6"	"18"	"8"	"6"	"3"	"4"	"8"	"2"	"1"	"829"	"0"	"6"	"835"	"0"
"86"	"69"	"33"	"325"	"5"	"113"	"2"	"0"	"1"	"60"	"3"	"0"	"1"	"4"	"3"	"4"	"7"	"9"	"1"	"2"	"1"	"0"	"0"	"2"	"576"	"0"	"7"	"583"	"0"
"87"	"70"	"49"	"183"	"5"	"205"	"4"	"4"	"0"	"5"	"3"	"0"	"4"	"0"	"1"	"4"	"1"	"1"	"3"	"5"	"1"	"1"	"1"	"0"	"480"	"0"	"0"	"480"	"0"
"88"	"70A"	"29"	"151"	"79"	"54"	"1"	"0"	"1"	"5"	"3"	"2"	"1"	"0"	"0"	"3"	"7"	"8"	"1"	"5"	"0"	"0"	"0"	"0"	"350"	"0"	"0"	"350"	"0"
"89"	"71"	"20"	"118"	"2"	"124"	"1"	"2"	"0"	"0"	"0"	"1"	"2"	"0"	"2"	"1"	"0"	"0"	"2"	"1"	"0"	"2"	"0"	"0"	"278"	"0"	"2"	"280"	"0"
"90"	"72"	"83"	"213"	"2"	"52"	"1"	"1"	"1"	"5"	"0"	"1"	"0"	"0"	"2"	"2"	"0"	"3"	"0"	"3"	"3"	"1"	"0"	"0"	"373"	"0"	"1"	"374"	"0"
"91"	"73"	"15"	"171"	"11"	"479"	"7"	"2"	"1"	"4"	"2"	"0"	"2"	"4"	"4"	"6"	"30"	"3"	"0"	"0"	"1"	"2"	"0"	"0"	"744"	"0"	"0"	"744"	"0"
"92"	"74"	"226"	"143"	"6"	"141"	"4"	"2"	"3"	"4"	"5"	"4"	"4"	"1"	"8"	"8"	"6"	"9"	"17"	"12"	"5"	"4"	"1"	"9"	"622"	"0"	"12"	"634"	"0"
"93"	"75"	"147"	"103"	"2"	"500"	"3"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"3"	"2"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"769"	"0"	"1"	"770"	"0"
"94"	"76"	"183"	"242"	"27"	"39"	"2"	"2"	"1"	"9"	"1"	"1"	"6"	"2"	"4"	"6"	"5"	"17"	"5"	"1"	"0"	"0"	"1"	"1"	"555"	"0"	"4"	"559"	"0"
"95"	"77"	"5"	"62"	"2"	"305"	"2"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"6"	"3"	"5"	"7"	"1"	"0"	"0"	"1"	"1"	"0"	"403"	"0"	"0"	"403"	"0"
"96"	"78"	"11"	"231"	"5"	"212"	"1"	"0"	"0"	"5"	"0"	"2"	"6"	"2"	"9"	"4"	"7"	"11"	"4"	"11"	"3"	"9"	"3"	"2"	"538"	"0"	"7"	"545"	"0"
"97"	"79"	"87"	"207"	"29"	"105"	"3"	"4"	"1"	"2"	"2"	"1"	"2"	"1"	"4"	"5"	"10"	"16"	"6"	"4"	"0"	"2"	"0"	"2"	"493"	"0"	"5"	"498"	"0"
"98"	"80"	"77"	"47"	"2"	"79"	"2"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"0"	"1"	"5"	"0"	"1"	"224"	"0"	"1"	"225"	"0"
"99"	"81"	"136"	"397"	"1"	"59"	"3"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"3"	"4"	"9"	"0"	"2"	"0"	"2"	"624"	"0"	"1"	"625"	"0"
"100"	"82"	"108"	"100"	"3"	"357"	"2"	"2"	"0"	"10"	"1"	"1"	"1"	"2"	"9"	"2"	"0"	"4"	"3"	"5"	"3"	"8"	"0"	"1"	"622"	"0"	"4"	"626"	"0"
"101"	"83"	"55"	"7"	"5"	"420"	"2"	"1"	"0"	"0"	"2"	"0"	"0"	"4"	"8"	"0"	"2"	"1"	"0"	"1"	"0"	"3"	"2"	"1"	"514"	"0"	"0"	"514"	"0"
"102"	"84"	"28"	"360"	"47"	"185"	"7"	"2"	"3"	"12"	"3"	"0"	"2"	"4"	"7"	"7"	"4"	"12"	"1"	"1"	"2"	"3"	"3"	"1"	"694"	"0"	"3"	"697"	"0"
"103"	"85"	"138"	"58"	"111"	"55"	"7"	"0"	"0"	"5"	"2"	"4"	"2"	"2"	"6"	"2"	"5"	"21"	"4"	"1"	"1"	"2"	"0"	"2"	"428"	"0"	"2"	"430"	"0"
"104"	"86"	"7"	"99"	"5"	"322"	"6"	"4"	"3"	"2"	"5"	"2"	"1"	"4"	"18"	"3"	"12"	"11"	"0"	"7"	"1"	"6"	"1"	"1"	"520"	"0"	"2"	"522"	"0"
"105"	"87"	"36"	"131"	"7"	"584"	"11"	"2"	"1"	"0"	"2"	"1"	"3"	"0"	"4"	"0"	"1"	"4"	"0"	"1"	"1"	"0"	"0"	"0"	"789"	"0"	"0"	"789"	"0"
"106"	"88"	"78"	"149"	"5"	"222"	"12"	"3"	"3"	"4"	"1"	"0"	"3"	"1"	"5"	"1"	"1"	"4"	"6"	"1"	"2"	"1"	"0"	"0"	"502"	"0"	"0"	"502"	"0"
"107"	"89"	"33"	"130"	"78"	"214"	"5"	"3"	"2"	"4"	"1"	"0"	"0"	"0"	"10"	"1"	"8"	"3"	"2"	"1"	"3"	"0"	"0"	"0"	"498"	"0"	"4"	"502"	"0"
"108"	"90"	"15"	"94"	"1"	"144"	"7"	"4"	"0"	"2"	"0"	"0"	"3"	"10"	"7"	"3"	"13"	"5"	"1"	"9"	"2"	"13"	"0"	"2"	"335"	"0"	"0"	"335"	"0"
"109"	"91"	"12"	"328"	"15"	"112"	"3"	"3"	"1"	"6"	"0"	"0"	"1"	"1"	"6"	"6"	"8"	"7"	"0"	"3"	"1"	"2"	"0"	"0"	"515"	"0"	"1"	"516"	"0"
"110"	"92"	"21"	"80"	"16"	"157"	"3"	"0"	"0"	"2"	"4"	"1"	"2"	"4"	"4"	"1"	"27"	"4"	"4"	"2"	"1"	"5"	"2"	"1"	"341"	"0"	"1"	"342"	"0"
"111"	"93"	"14"	"313"	"13"	"80"	"18"	"1"	"1"	"1"	"1"	"0"	"2"	"1"	"3"	"1"	"2"	"0"	"4"	"8"	"1"	"4"	"0"	"2"	"470"	"0"	"1"	"471"	"0"
"112"	"94"	"34"	"142"	"26"	"156"	"5"	"1"	"0"	"16"	"1"	"1"	"3"	"2"	"5"	"3"	"4"	"7"	"1"	"0"	"1"	"3"	"0"	"0"	"411"	"0"	"1"	"412"	"0"
"113"	"94A"	"22"	"117"	"12"	"29"	"32"	"2"	"2"	"5"	"0"	"0"	"0"	"2"	"1"	"1"	"1"	"7"	"3"	"5"	"0"	"0"	"1"	"1"	"243"	"0"	"2"	"245"	"0"
"114"	"95"	"8"	"131"	"13"	"340"	"4"	"2"	"0"	"16"	"2"	"4"	"3"	"1"	"8"	"2"	"4"	"14"	"2"	"3"	"1"	"2"	"2"	"1"	"563"	"0"	"1"	"564"	"0"
"115"	"96"	"2"	"154"	"1"	"62"	"4"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"4"	"0"	"1"	"0"	"4"	"0"	"0"	"239"	"0"	"0"	"239"	"0"
"116"	"97"	"22"	"182"	"5"	"108"	"4"	"0"	"3"	"7"	"1"	"0"	"0"	"4"	"8"	"2"	"11"	"8"	"6"	"5"	"0"	"3"	"3"	"1"	"383"	"0"	"3"	"386"	"0"
"117"	"98"	"16"	"77"	"1"	"199"	"8"	"2"	"2"	"5"	"4"	"1"	"4"	"4"	"11"	"2"	"7"	"7"	"2"	"6"	"1"	"5"	"4"	"2"	"370"	"0"	"7"	"377"	"0"
"118"	"99"	"5"	"50"	"6"	"316"	"4"	"0"	"0"	"4"	"1"	"0"	"5"	"0"	"11"	"2"	"1"	"1"	"2"	"5"	"0"	"0"	"0"	"0"	"413"	"0"	"2"	"415"	"0"
