"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"22"	"10"	"4"	"21"	"404"	"190"	"4"	"1"	"4"	"1"	"0"	"1"	"0"	"9"	"15"	"15"	"4"	"673"	"0"	"8"	"681"	"0"
"23"	"11"	"3"	"23"	"223"	"113"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"7"	"2"	"379"	"0"	"9"	"388"	"0"
"24"	"12"	"14"	"178"	"280"	"256"	"10"	"7"	"10"	"6"	"12"	"8"	"8"	"17"	"36"	"22"	"15"	"879"	"0"	"35"	"914"	"0"
"25"	"13"	"6"	"30"	"271"	"339"	"4"	"2"	"6"	"1"	"0"	"2"	"2"	"6"	"8"	"9"	"1"	"687"	"0"	"10"	"697"	"0"
"26"	"14"	"19"	"131"	"269"	"230"	"19"	"4"	"9"	"4"	"3"	"2"	"1"	"5"	"19"	"12"	"4"	"731"	"0"	"10"	"741"	"0"
"27"	"15"	"7"	"135"	"211"	"195"	"3"	"2"	"6"	"2"	"2"	"0"	"1"	"4"	"20"	"16"	"4"	"608"	"0"	"5"	"613"	"0"
"28"	"16"	"2"	"216"	"418"	"90"	"8"	"1"	"3"	"1"	"3"	"0"	"1"	"7"	"15"	"17"	"9"	"791"	"0"	"9"	"800"	"0"
"29"	"17"	"9"	"317"	"362"	"88"	"6"	"5"	"6"	"3"	"2"	"4"	"2"	"7"	"9"	"11"	"6"	"837"	"0"	"8"	"845"	"0"
"30"	"18"	"7"	"90"	"322"	"79"	"9"	"5"	"7"	"4"	"3"	"3"	"2"	"7"	"7"	"11"	"4"	"560"	"0"	"7"	"567"	"0"
"31"	"19"	"16"	"35"	"183"	"197"	"7"	"5"	"4"	"1"	"1"	"1"	"1"	"2"	"9"	"5"	"2"	"469"	"0"	"1"	"470"	"0"
"32"	"20"	"7"	"75"	"330"	"79"	"12"	"3"	"3"	"4"	"4"	"2"	"4"	"11"	"20"	"24"	"8"	"586"	"0"	"15"	"601"	"0"
"33"	"21"	"6"	"50"	"331"	"106"	"9"	"4"	"5"	"8"	"3"	"4"	"1"	"6"	"22"	"33"	"9"	"597"	"0"	"19"	"616"	"0"
"34"	"22"	"14"	"55"	"366"	"311"	"10"	"2"	"8"	"5"	"0"	"3"	"2"	"9"	"27"	"29"	"7"	"848"	"0"	"9"	"857"	"0"
"35"	"23"	"5"	"27"	"37"	"562"	"11"	"2"	"2"	"1"	"2"	"3"	"1"	"8"	"26"	"2"	"3"	"692"	"0"	"5"	"697"	"0"
"36"	"24"	"10"	"80"	"259"	"252"	"6"	"5"	"6"	"3"	"0"	"2"	"2"	"8"	"18"	"21"	"5"	"677"	"0"	"13"	"690"	"0"
"37"	"25"	"3"	"76"	"256"	"162"	"5"	"3"	"2"	"0"	"0"	"1"	"3"	"8"	"14"	"10"	"2"	"545"	"0"	"13"	"558"	"0"
"38"	"26"	"4"	"42"	"212"	"341"	"5"	"4"	"4"	"2"	"1"	"4"	"3"	"2"	"15"	"17"	"5"	"661"	"0"	"26"	"687"	"0"
"39"	"27"	"9"	"30"	"144"	"465"	"7"	"1"	"2"	"2"	"4"	"5"	"2"	"8"	"9"	"8"	"1"	"697"	"0"	"7"	"704"	"0"
"40"	"28"	"8"	"212"	"220"	"94"	"3"	"9"	"6"	"1"	"1"	"3"	"2"	"4"	"5"	"11"	"4"	"583"	"0"	"7"	"590"	"0"
"41"	"28A"	"5"	"67"	"153"	"247"	"5"	"7"	"6"	"1"	"1"	"0"	"0"	"5"	"5"	"9"	"3"	"514"	"0"	"9"	"523"	"0"
"42"	"29"	"8"	"121"	"283"	"193"	"4"	"9"	"5"	"4"	"4"	"3"	"3"	"10"	"18"	"20"	"10"	"695"	"0"	"14"	"709"	"0"
"43"	"30"	"5"	"48"	"300"	"55"	"3"	"1"	"5"	"1"	"3"	"4"	"5"	"6"	"17"	"33"	"6"	"492"	"0"	"8"	"500"	"0"
"44"	"31"	"7"	"27"	"255"	"288"	"9"	"3"	"4"	"1"	"1"	"3"	"5"	"15"	"28"	"27"	"7"	"680"	"0"	"22"	"702"	"0"
"45"	"32"	"10"	"77"	"359"	"239"	"7"	"4"	"9"	"12"	"9"	"5"	"10"	"12"	"27"	"43"	"17"	"840"	"0"	"23"	"863"	"0"
"46"	"33"	"2"	"13"	"178"	"196"	"7"	"3"	"2"	"1"	"2"	"3"	"0"	"10"	"20"	"10"	"5"	"452"	"0"	"12"	"464"	"0"
"47"	"33A"	"4"	"21"	"163"	"102"	"1"	"0"	"2"	"1"	"2"	"1"	"4"	"9"	"8"	"8"	"7"	"333"	"0"	"15"	"348"	"0"
"48"	"34"	"21"	"22"	"221"	"227"	"6"	"1"	"10"	"7"	"6"	"3"	"7"	"10"	"14"	"25"	"6"	"586"	"0"	"32"	"618"	"0"
"49"	"35"	"8"	"208"	"363"	"36"	"5"	"3"	"6"	"2"	"1"	"2"	"3"	"7"	"21"	"31"	"12"	"708"	"0"	"18"	"726"	"0"
"50"	"36"	"17"	"199"	"266"	"53"	"7"	"5"	"5"	"5"	"4"	"1"	"1"	"5"	"6"	"5"	"1"	"580"	"0"	"7"	"587"	"0"
"51"	"37"	"11"	"44"	"262"	"182"	"10"	"5"	"4"	"3"	"1"	"1"	"0"	"4"	"9"	"3"	"3"	"542"	"0"	"3"	"545"	"0"
"52"	"38"	"8"	"116"	"555"	"143"	"7"	"6"	"11"	"4"	"4"	"5"	"1"	"8"	"19"	"27"	"3"	"917"	"0"	"13"	"930"	"0"
"53"	"39"	"2"	"73"	"223"	"185"	"3"	"1"	"2"	"2"	"1"	"1"	"3"	"1"	"17"	"13"	"3"	"530"	"0"	"4"	"534"	"0"
"54"	"40"	"9"	"43"	"253"	"197"	"18"	"5"	"5"	"2"	"2"	"1"	"7"	"4"	"19"	"13"	"6"	"584"	"0"	"7"	"591"	"0"
"55"	"41"	"18"	"19"	"134"	"286"	"12"	"3"	"1"	"1"	"3"	"1"	"2"	"6"	"6"	"6"	"0"	"498"	"0"	"4"	"502"	"0"
"56"	"42"	"19"	"6"	"81"	"214"	"7"	"2"	"3"	"2"	"5"	"1"	"3"	"10"	"30"	"15"	"5"	"403"	"0"	"14"	"417"	"0"
"57"	"43"	"7"	"70"	"205"	"168"	"9"	"6"	"5"	"4"	"4"	"7"	"5"	"6"	"19"	"14"	"6"	"535"	"0"	"24"	"559"	"0"
"58"	"44"	"11"	"6"	"122"	"350"	"12"	"4"	"6"	"4"	"3"	"4"	"5"	"14"	"22"	"12"	"4"	"579"	"0"	"16"	"595"	"0"
"59"	"45"	"17"	"20"	"333"	"271"	"9"	"6"	"7"	"9"	"0"	"7"	"1"	"10"	"17"	"30"	"10"	"747"	"0"	"24"	"771"	"0"
"60"	"46"	"3"	"67"	"52"	"239"	"6"	"1"	"5"	"2"	"0"	"0"	"1"	"6"	"10"	"10"	"6"	"408"	"0"	"10"	"418"	"0"
"61"	"47"	"10"	"12"	"390"	"278"	"6"	"2"	"5"	"2"	"4"	"4"	"1"	"8"	"17"	"23"	"2"	"764"	"0"	"7"	"771"	"0"
"62"	"48"	"5"	"20"	"359"	"188"	"4"	"5"	"3"	"2"	"4"	"4"	"0"	"4"	"11"	"24"	"5"	"638"	"0"	"11"	"649"	"0"
"63"	"49"	"6"	"35"	"305"	"74"	"7"	"0"	"4"	"4"	"4"	"4"	"1"	"9"	"7"	"14"	"4"	"478"	"0"	"10"	"488"	"0"
"64"	"50"	"7"	"15"	"181"	"423"	"11"	"4"	"2"	"8"	"4"	"3"	"1"	"13"	"17"	"11"	"4"	"704"	"0"	"18"	"722"	"0"
"65"	"51"	"7"	"43"	"314"	"59"	"6"	"1"	"5"	"3"	"0"	"7"	"5"	"9"	"14"	"30"	"9"	"512"	"0"	"22"	"534"	"0"
"66"	"51A"	"4"	"17"	"278"	"72"	"2"	"3"	"1"	"1"	"3"	"4"	"6"	"4"	"8"	"10"	"4"	"417"	"0"	"4"	"421"	"0"
"67"	"52"	"13"	"36"	"536"	"102"	"14"	"15"	"10"	"13"	"6"	"9"	"8"	"27"	"55"	"88"	"22"	"954"	"0"	"36"	"990"	"0"
"68"	"53"	"11"	"78"	"232"	"371"	"11"	"6"	"7"	"5"	"4"	"5"	"3"	"14"	"26"	"22"	"11"	"806"	"0"	"24"	"830"	"0"
"69"	"54"	"13"	"147"	"229"	"303"	"10"	"4"	"12"	"10"	"6"	"8"	"2"	"12"	"17"	"13"	"6"	"792"	"0"	"17"	"809"	"0"
"70"	"55"	"17"	"137"	"330"	"53"	"3"	"5"	"5"	"8"	"3"	"6"	"8"	"11"	"33"	"74"	"21"	"714"	"0"	"56"	"770"	"0"
"71"	"56"	"9"	"101"	"318"	"68"	"3"	"0"	"7"	"1"	"3"	"4"	"3"	"7"	"15"	"18"	"2"	"559"	"0"	"14"	"573"	"0"
"72"	"57"	"19"	"125"	"439"	"56"	"5"	"2"	"1"	"3"	"2"	"1"	"2"	"4"	"15"	"19"	"1"	"694"	"0"	"10"	"704"	"0"
"73"	"58"	"22"	"184"	"273"	"79"	"9"	"10"	"7"	"8"	"6"	"7"	"4"	"8"	"6"	"7"	"3"	"633"	"0"	"8"	"641"	"0"
"74"	"59"	"15"	"78"	"333"	"237"	"9"	"2"	"9"	"9"	"5"	"5"	"9"	"11"	"18"	"26"	"10"	"776"	"0"	"24"	"800"	"0"
"75"	"60"	"1"	"14"	"132"	"93"	"4"	"4"	"3"	"1"	"4"	"4"	"1"	"6"	"6"	"10"	"8"	"291"	"0"	"7"	"298"	"0"
"76"	"61"	"5"	"18"	"188"	"14"	"5"	"3"	"3"	"0"	"0"	"0"	"0"	"1"	"5"	"11"	"1"	"254"	"0"	"3"	"257"	"0"
"77"	"62"	"3"	"22"	"264"	"329"	"7"	"3"	"2"	"2"	"2"	"4"	"1"	"7"	"16"	"13"	"8"	"683"	"0"	"9"	"692"	"0"
"78"	"63"	"11"	"85"	"245"	"156"	"14"	"3"	"10"	"1"	"1"	"0"	"3"	"8"	"12"	"18"	"5"	"572"	"0"	"7"	"579"	"0"
"79"	"63A"	"10"	"159"	"229"	"56"	"7"	"4"	"3"	"0"	"3"	"5"	"1"	"3"	"5"	"15"	"1"	"501"	"0"	"3"	"504"	"0"
"80"	"64"	"22"	"140"	"341"	"241"	"16"	"11"	"7"	"5"	"4"	"3"	"1"	"13"	"11"	"16"	"1"	"832"	"0"	"11"	"843"	"0"
"81"	"65"	"12"	"300"	"298"	"79"	"7"	"6"	"7"	"5"	"2"	"2"	"4"	"6"	"9"	"19"	"5"	"761"	"0"	"2"	"763"	"0"
"82"	"66"	"21"	"10"	"185"	"241"	"11"	"1"	"8"	"4"	"1"	"2"	"1"	"9"	"14"	"12"	"7"	"527"	"0"	"1"	"528"	"0"
"83"	"67"	"11"	"67"	"406"	"138"	"10"	"1"	"3"	"5"	"1"	"5"	"5"	"11"	"18"	"42"	"7"	"730"	"0"	"32"	"762"	"0"
"84"	"68"	"7"	"37"	"239"	"172"	"6"	"6"	"4"	"8"	"3"	"5"	"6"	"13"	"16"	"24"	"9"	"555"	"0"	"12"	"567"	"0"
"85"	"69"	"2"	"37"	"301"	"61"	"4"	"3"	"2"	"3"	"2"	"2"	"1"	"7"	"14"	"23"	"6"	"468"	"0"	"12"	"480"	"0"
"86"	"70"	"10"	"18"	"349"	"121"	"8"	"6"	"7"	"3"	"4"	"10"	"2"	"9"	"21"	"29"	"3"	"600"	"0"	"21"	"621"	"0"
"87"	"71"	"5"	"17"	"209"	"253"	"9"	"5"	"12"	"5"	"0"	"5"	"6"	"10"	"15"	"7"	"5"	"563"	"0"	"8"	"571"	"0"
"88"	"72"	"8"	"60"	"208"	"218"	"3"	"2"	"8"	"1"	"2"	"6"	"3"	"19"	"13"	"23"	"5"	"579"	"0"	"13"	"592"	"0"
"89"	"73"	"4"	"128"	"90"	"203"	"6"	"1"	"7"	"1"	"0"	"4"	"5"	"8"	"8"	"5"	"4"	"474"	"0"	"5"	"479"	"0"
"90"	"74"	"2"	"111"	"350"	"28"	"2"	"0"	"0"	"4"	"4"	"0"	"3"	"4"	"12"	"21"	"8"	"549"	"0"	"10"	"559"	"0"
"91"	"75"	"4"	"183"	"135"	"122"	"4"	"5"	"4"	"2"	"3"	"2"	"3"	"5"	"10"	"11"	"8"	"501"	"0"	"6"	"507"	"0"
"92"	"76"	"11"	"179"	"548"	"112"	"8"	"2"	"4"	"3"	"2"	"3"	"1"	"2"	"8"	"20"	"1"	"904"	"0"	"9"	"913"	"0"
"93"	"77"	"8"	"50"	"640"	"138"	"6"	"3"	"6"	"3"	"3"	"7"	"1"	"7"	"19"	"25"	"3"	"919"	"0"	"21"	"940"	"0"
"94"	"78"	"7"	"198"	"271"	"6"	"0"	"4"	"6"	"0"	"2"	"8"	"2"	"4"	"13"	"15"	"12"	"548"	"0"	"17"	"565"	"0"
"95"	"79"	"1"	"146"	"296"	"10"	"13"	"3"	"4"	"1"	"1"	"1"	"1"	"4"	"8"	"9"	"0"	"498"	"0"	"4"	"502"	"0"
"96"	"80"	"0"	"9"	"169"	"167"	"2"	"1"	"2"	"0"	"0"	"0"	"0"	"3"	"1"	"2"	"0"	"356"	"0"	"2"	"358"	"0"
"97"	"81"	"6"	"24"	"448"	"78"	"7"	"1"	"5"	"4"	"1"	"4"	"1"	"10"	"17"	"29"	"7"	"642"	"0"	"13"	"655"	"0"
"98"	"82"	"3"	"16"	"188"	"69"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"3"	"7"	"12"	"2"	"304"	"0"	"4"	"308"	"0"
"99"	"83"	"4"	"62"	"221"	"28"	"2"	"2"	"1"	"3"	"3"	"2"	"4"	"5"	"6"	"18"	"6"	"367"	"0"	"8"	"375"	"0"
"100"	"84"	"5"	"38"	"102"	"441"	"6"	"2"	"4"	"2"	"1"	"2"	"1"	"1"	"7"	"3"	"3"	"618"	"0"	"2"	"620"	"0"
"101"	"85"	"6"	"98"	"137"	"415"	"4"	"1"	"3"	"1"	"0"	"0"	"0"	"3"	"5"	"2"	"3"	"678"	"0"	"3"	"681"	"0"
"102"	"86"	"5"	"90"	"483"	"38"	"3"	"2"	"7"	"0"	"2"	"1"	"6"	"3"	"7"	"6"	"2"	"655"	"0"	"4"	"659"	"0"
"103"	"87"	"8"	"63"	"335"	"54"	"5"	"2"	"1"	"4"	"4"	"0"	"13"	"8"	"12"	"36"	"9"	"554"	"0"	"10"	"564"	"0"
"104"	"88"	"14"	"244"	"374"	"154"	"6"	"6"	"19"	"9"	"12"	"8"	"4"	"14"	"16"	"33"	"14"	"927"	"0"	"24"	"951"	"0"
"105"	"89"	"16"	"134"	"258"	"108"	"9"	"3"	"9"	"3"	"3"	"4"	"6"	"12"	"27"	"33"	"12"	"637"	"0"	"16"	"653"	"0"
"106"	"90"	"10"	"43"	"296"	"396"	"8"	"9"	"12"	"6"	"2"	"6"	"5"	"11"	"26"	"14"	"8"	"852"	"0"	"16"	"868"	"0"
"107"	"91"	"5"	"109"	"455"	"79"	"6"	"4"	"8"	"3"	"2"	"4"	"3"	"6"	"8"	"14"	"5"	"711"	"0"	"7"	"718"	"0"
"108"	"92"	"7"	"62"	"264"	"216"	"5"	"1"	"5"	"6"	"2"	"1"	"3"	"5"	"19"	"8"	"3"	"607"	"0"	"4"	"611"	"0"
"109"	"92A"	"1"	"106"	"321"	"43"	"0"	"1"	"2"	"0"	"2"	"4"	"0"	"2"	"2"	"5"	"0"	"489"	"0"	"2"	"491"	"0"
"110"	"93"	"3"	"28"	"482"	"52"	"5"	"2"	"2"	"0"	"0"	"4"	"2"	"2"	"13"	"14"	"0"	"609"	"0"	"2"	"611"	"0"
"111"	"93A"	"0"	"44"	"417"	"31"	"2"	"0"	"1"	"2"	"0"	"1"	"2"	"0"	"4"	"7"	"2"	"513"	"0"	"1"	"514"	"0"
"112"	"94"	"5"	"115"	"162"	"286"	"9"	"3"	"4"	"2"	"1"	"2"	"4"	"8"	"16"	"8"	"4"	"629"	"0"	"10"	"639"	"0"
"113"	"95"	"7"	"32"	"138"	"282"	"7"	"5"	"5"	"3"	"1"	"1"	"3"	"4"	"9"	"9"	"1"	"507"	"0"	"10"	"517"	"0"
"114"	"96"	"8"	"14"	"587"	"153"	"5"	"5"	"2"	"3"	"2"	"2"	"0"	"3"	"15"	"17"	"6"	"822"	"0"	"12"	"834"	"0"
"115"	"97"	"4"	"90"	"164"	"117"	"5"	"1"	"3"	"0"	"4"	"3"	"1"	"0"	"7"	"2"	"3"	"404"	"0"	"9"	"413"	"0"
"116"	"98"	"3"	"15"	"140"	"320"	"5"	"2"	"2"	"0"	"0"	"0"	"0"	"1"	"6"	"1"	"1"	"496"	"0"	"2"	"498"	"0"
"117"	"99"	"0"	"35"	"552"	"14"	"0"	"3"	"2"	"0"	"1"	"0"	"0"	"0"	"4"	"3"	"2"	"616"	"0"	"3"	"619"	"0"
"118"	"100"	"10"	"234"	"304"	"99"	"2"	"4"	"8"	"2"	"2"	"1"	"1"	"3"	"11"	"14"	"6"	"701"	"0"	"13"	"714"	"0"
"119"	"101"	"3"	"73"	"125"	"553"	"12"	"4"	"2"	"2"	"3"	"1"	"0"	"4"	"7"	"2"	"1"	"792"	"0"	"2"	"794"	"0"
"120"	"102"	"9"	"55"	"312"	"164"	"6"	"3"	"5"	"1"	"2"	"4"	"5"	"8"	"20"	"21"	"15"	"630"	"0"	"12"	"642"	"0"
"121"	"103"	"8"	"40"	"320"	"244"	"10"	"5"	"4"	"4"	"2"	"4"	"4"	"6"	"27"	"21"	"7"	"706"	"0"	"17"	"723"	"0"
"122"	"104"	"22"	"27"	"243"	"241"	"8"	"3"	"1"	"1"	"1"	"1"	"1"	"8"	"20"	"27"	"6"	"610"	"0"	"26"	"636"	"0"
"123"	"105"	"11"	"70"	"80"	"203"	"7"	"4"	"6"	"3"	"2"	"3"	"1"	"2"	"12"	"10"	"2"	"416"	"0"	"2"	"418"	"0"
"124"	"106"	"48"	"71"	"167"	"359"	"15"	"3"	"4"	"1"	"1"	"3"	"4"	"9"	"29"	"5"	"4"	"723"	"0"	"6"	"729"	"0"
"125"	"107"	"2"	"12"	"208"	"298"	"6"	"0"	"1"	"1"	"2"	"2"	"3"	"3"	"8"	"9"	"2"	"557"	"0"	"2"	"559"	"0"
"126"	"107A"	"8"	"24"	"74"	"206"	"6"	"0"	"3"	"1"	"0"	"0"	"1"	"3"	"13"	"5"	"2"	"346"	"0"	"7"	"353"	"0"
"127"	"108"	"14"	"97"	"112"	"205"	"1"	"3"	"9"	"2"	"3"	"2"	"1"	"5"	"9"	"13"	"4"	"480"	"0"	"5"	"485"	"0"
"128"	"109"	"3"	"48"	"295"	"224"	"2"	"2"	"1"	"3"	"1"	"2"	"4"	"6"	"11"	"12"	"6"	"620"	"0"	"14"	"634"	"0"
"129"	"110"	"8"	"63"	"353"	"64"	"5"	"3"	"3"	"4"	"2"	"6"	"5"	"12"	"17"	"15"	"5"	"565"	"0"	"23"	"588"	"0"
"130"	"111"	"2"	"6"	"488"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"4"	"0"	"503"	"0"	"0"	"503"	"0"
"131"	"112"	"4"	"20"	"870"	"35"	"5"	"1"	"1"	"2"	"0"	"6"	"1"	"3"	"2"	"3"	"4"	"957"	"0"	"7"	"964"	"0"
"132"	"113"	"18"	"373"	"239"	"180"	"7"	"4"	"11"	"5"	"3"	"7"	"2"	"7"	"15"	"14"	"13"	"898"	"0"	"11"	"909"	"0"
"133"	"114"	"5"	"150"	"191"	"14"	"2"	"0"	"2"	"1"	"0"	"1"	"1"	"2"	"11"	"6"	"5"	"391"	"0"	"3"	"394"	"0"
"134"	"115"	"16"	"140"	"173"	"14"	"6"	"3"	"4"	"6"	"5"	"2"	"0"	"5"	"4"	"8"	"3"	"389"	"0"	"4"	"393"	"0"
"135"	"115A"	"1"	"27"	"266"	"16"	"3"	"1"	"2"	"2"	"0"	"0"	"0"	"6"	"9"	"11"	"3"	"347"	"0"	"5"	"352"	"0"
"136"	"116"	"9"	"210"	"177"	"295"	"6"	"7"	"8"	"1"	"5"	"7"	"3"	"21"	"19"	"16"	"12"	"796"	"0"	"23"	"819"	"0"
"137"	"117"	"4"	"69"	"263"	"70"	"4"	"2"	"9"	"4"	"5"	"1"	"4"	"7"	"17"	"18"	"4"	"481"	"0"	"5"	"486"	"0"
"138"	"117A"	"0"	"29"	"158"	"162"	"6"	"3"	"2"	"1"	"1"	"1"	"0"	"6"	"22"	"20"	"6"	"417"	"0"	"9"	"426"	"0"
"139"	"118"	"12"	"35"	"270"	"118"	"16"	"8"	"4"	"8"	"9"	"3"	"2"	"5"	"12"	"14"	"3"	"519"	"0"	"2"	"521"	"0"
"140"	"119"	"6"	"42"	"282"	"171"	"8"	"4"	"5"	"5"	"2"	"3"	"0"	"3"	"8"	"4"	"1"	"544"	"0"	"6"	"550"	"0"
"141"	"120"	"14"	"136"	"266"	"107"	"6"	"4"	"9"	"1"	"4"	"3"	"4"	"8"	"9"	"16"	"5"	"592"	"0"	"16"	"608"	"0"
"142"	"121"	"25"	"174"	"170"	"103"	"5"	"3"	"4"	"24"	"3"	"1"	"2"	"3"	"5"	"9"	"5"	"536"	"0"	"9"	"545"	"0"
"143"	"122"	"11"	"25"	"600"	"196"	"11"	"2"	"4"	"2"	"0"	"1"	"6"	"6"	"12"	"21"	"1"	"898"	"0"	"9"	"907"	"0"
"144"	"123"	"7"	"125"	"395"	"239"	"12"	"9"	"6"	"17"	"3"	"5"	"4"	"5"	"30"	"17"	"4"	"878"	"0"	"21"	"899"	"0"
"145"	"124"	"1"	"34"	"304"	"59"	"1"	"0"	"2"	"2"	"0"	"0"	"0"	"5"	"5"	"4"	"2"	"419"	"0"	"10"	"429"	"0"
"146"	"125"	"8"	"134"	"388"	"11"	"5"	"0"	"8"	"8"	"5"	"0"	"2"	"3"	"4"	"14"	"4"	"594"	"0"	"13"	"607"	"0"
"147"	"126"	"6"	"194"	"410"	"69"	"6"	"0"	"6"	"3"	"3"	"0"	"0"	"13"	"9"	"30"	"10"	"759"	"0"	"11"	"770"	"0"
"148"	"127"	"3"	"34"	"167"	"16"	"1"	"3"	"3"	"0"	"2"	"0"	"2"	"4"	"11"	"8"	"1"	"255"	"0"	"7"	"262"	"0"
"149"	"128"	"3"	"204"	"396"	"70"	"2"	"1"	"6"	"3"	"6"	"5"	"1"	"2"	"8"	"9"	"4"	"720"	"0"	"11"	"731"	"0"
"150"	"129"	"4"	"32"	"642"	"150"	"9"	"2"	"7"	"7"	"2"	"2"	"4"	"11"	"16"	"35"	"3"	"926"	"0"	"9"	"935"	"0"
"151"	"130"	"4"	"48"	"661"	"91"	"5"	"3"	"1"	"1"	"4"	"1"	"0"	"9"	"21"	"36"	"4"	"889"	"0"	"13"	"902"	"0"
"152"	"131"	"1"	"11"	"243"	"289"	"3"	"2"	"1"	"2"	"0"	"0"	"1"	"1"	"6"	"8"	"3"	"571"	"0"	"4"	"575"	"0"
"153"	"132"	"5"	"44"	"360"	"236"	"2"	"2"	"4"	"2"	"1"	"1"	"2"	"4"	"27"	"24"	"5"	"719"	"0"	"11"	"730"	"0"
"154"	"133"	"9"	"57"	"432"	"215"	"7"	"2"	"4"	"4"	"3"	"0"	"7"	"8"	"16"	"30"	"5"	"799"	"0"	"5"	"804"	"0"
"155"	"134"	"9"	"24"	"161"	"160"	"6"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"6"	"1"	"380"	"0"	"3"	"383"	"0"
"156"	"135"	"8"	"83"	"567"	"28"	"4"	"1"	"6"	"3"	"2"	"4"	"0"	"8"	"14"	"26"	"5"	"759"	"0"	"4"	"763"	"0"
