"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"
"20"	"7A"	"340"	"79"	"4"	"36"	"2"	"2"	"1"	"1"	"1"	"15"	"1"	"3"	"4"	"8"	"7"	"42"	"24"	"570"	"0"	"9"	"579"	"0"
"21"	"8"	"343"	"74"	"9"	"238"	"4"	"0"	"6"	"1"	"2"	"27"	"4"	"4"	"20"	"11"	"13"	"58"	"18"	"832"	"0"	"8"	"840"	"0"
"22"	"9"	"320"	"50"	"7"	"68"	"3"	"1"	"2"	"3"	"0"	"4"	"0"	"5"	"6"	"1"	"11"	"31"	"62"	"574"	"0"	"11"	"585"	"0"
"23"	"10"	"146"	"158"	"8"	"95"	"8"	"1"	"4"	"2"	"1"	"14"	"2"	"5"	"16"	"5"	"6"	"20"	"6"	"497"	"0"	"5"	"502"	"0"
"24"	"10A"	"134"	"104"	"8"	"169"	"8"	"2"	"2"	"0"	"2"	"32"	"5"	"2"	"7"	"5"	"11"	"23"	"15"	"529"	"0"	"15"	"544"	"0"
"25"	"11"	"171"	"165"	"9"	"288"	"6"	"3"	"3"	"5"	"1"	"11"	"5"	"9"	"13"	"7"	"9"	"31"	"9"	"745"	"0"	"10"	"755"	"0"
"26"	"12"	"257"	"36"	"6"	"77"	"4"	"1"	"1"	"4"	"4"	"12"	"2"	"1"	"11"	"1"	"6"	"32"	"16"	"471"	"0"	"7"	"478"	"0"
"27"	"13"	"341"	"49"	"4"	"56"	"0"	"1"	"3"	"1"	"1"	"3"	"0"	"2"	"11"	"1"	"0"	"4"	"7"	"484"	"0"	"5"	"489"	"0"
"28"	"14"	"269"	"46"	"7"	"116"	"2"	"3"	"2"	"1"	"2"	"10"	"1"	"1"	"5"	"2"	"0"	"6"	"5"	"478"	"0"	"1"	"479"	"0"
"29"	"15"	"481"	"41"	"8"	"70"	"3"	"7"	"3"	"5"	"3"	"5"	"3"	"0"	"4"	"0"	"1"	"14"	"16"	"664"	"0"	"6"	"670"	"0"
"30"	"16"	"74"	"155"	"5"	"81"	"3"	"1"	"2"	"1"	"1"	"14"	"1"	"1"	"2"	"0"	"3"	"3"	"19"	"366"	"0"	"8"	"374"	"0"
"31"	"17"	"223"	"200"	"11"	"106"	"2"	"2"	"4"	"1"	"1"	"8"	"0"	"2"	"4"	"5"	"4"	"9"	"10"	"592"	"0"	"6"	"598"	"0"
"32"	"18"	"193"	"120"	"13"	"235"	"6"	"3"	"5"	"2"	"1"	"26"	"4"	"3"	"24"	"9"	"8"	"30"	"12"	"694"	"0"	"7"	"701"	"0"
"33"	"19"	"233"	"330"	"17"	"55"	"9"	"4"	"2"	"4"	"4"	"10"	"6"	"7"	"9"	"6"	"17"	"51"	"14"	"778"	"0"	"11"	"789"	"0"
"34"	"20"	"119"	"321"	"6"	"117"	"1"	"2"	"2"	"2"	"4"	"19"	"5"	"6"	"8"	"5"	"11"	"28"	"5"	"661"	"0"	"6"	"667"	"0"
"35"	"21"	"125"	"170"	"11"	"152"	"2"	"3"	"1"	"2"	"1"	"16"	"2"	"4"	"6"	"6"	"4"	"12"	"4"	"521"	"0"	"7"	"528"	"0"
"36"	"22"	"534"	"95"	"8"	"91"	"8"	"0"	"1"	"2"	"2"	"26"	"6"	"5"	"7"	"8"	"12"	"33"	"20"	"858"	"0"	"8"	"866"	"0"
"37"	"23"	"356"	"23"	"2"	"169"	"2"	"0"	"2"	"2"	"2"	"10"	"1"	"3"	"1"	"2"	"1"	"8"	"27"	"611"	"0"	"4"	"615"	"0"
"38"	"24"	"521"	"65"	"4"	"30"	"2"	"0"	"1"	"0"	"1"	"9"	"1"	"2"	"10"	"5"	"9"	"35"	"36"	"731"	"0"	"10"	"741"	"0"
"39"	"25"	"14"	"346"	"7"	"65"	"3"	"0"	"0"	"4"	"3"	"4"	"3"	"1"	"5"	"6"	"14"	"11"	"2"	"488"	"0"	"1"	"489"	"0"
"40"	"26"	"14"	"381"	"6"	"143"	"14"	"0"	"5"	"2"	"2"	"27"	"3"	"6"	"5"	"5"	"9"	"6"	"0"	"628"	"0"	"20"	"648"	"0"
"41"	"27"	"136"	"217"	"9"	"282"	"5"	"4"	"8"	"3"	"3"	"27"	"5"	"6"	"10"	"1"	"6"	"16"	"19"	"757"	"0"	"12"	"769"	"0"
"42"	"28"	"165"	"157"	"8"	"238"	"3"	"6"	"10"	"3"	"4"	"18"	"7"	"7"	"8"	"3"	"11"	"18"	"6"	"672"	"0"	"4"	"676"	"0"
"43"	"29"	"81"	"48"	"4"	"84"	"2"	"0"	"0"	"0"	"2"	"7"	"5"	"3"	"7"	"1"	"2"	"5"	"4"	"255"	"0"	"7"	"262"	"0"
"44"	"30"	"227"	"146"	"11"	"208"	"5"	"2"	"4"	"2"	"4"	"9"	"2"	"2"	"10"	"1"	"5"	"17"	"17"	"672"	"0"	"16"	"688"	"0"
"45"	"31"	"57"	"131"	"9"	"61"	"2"	"2"	"0"	"1"	"1"	"15"	"3"	"3"	"4"	"1"	"11"	"13"	"4"	"318"	"0"	"8"	"326"	"0"
"46"	"32"	"90"	"192"	"10"	"163"	"4"	"3"	"3"	"1"	"1"	"16"	"2"	"3"	"6"	"4"	"4"	"8"	"3"	"513"	"0"	"1"	"514"	"0"
"47"	"33"	"17"	"258"	"7"	"83"	"0"	"2"	"3"	"1"	"1"	"19"	"2"	"1"	"8"	"3"	"17"	"17"	"3"	"442"	"0"	"2"	"444"	"0"
"48"	"34"	"524"	"307"	"11"	"54"	"4"	"2"	"4"	"2"	"3"	"9"	"2"	"3"	"6"	"3"	"12"	"14"	"9"	"969"	"0"	"7"	"976"	"0"
"49"	"35"	"118"	"136"	"5"	"80"	"1"	"2"	"0"	"0"	"3"	"5"	"3"	"3"	"2"	"5"	"5"	"9"	"6"	"383"	"0"	"1"	"384"	"0"
"50"	"36"	"48"	"585"	"7"	"149"	"2"	"3"	"1"	"3"	"3"	"7"	"1"	"3"	"3"	"2"	"7"	"22"	"3"	"849"	"0"	"10"	"859"	"0"
"51"	"37"	"131"	"213"	"4"	"142"	"0"	"1"	"0"	"0"	"3"	"10"	"3"	"0"	"5"	"2"	"4"	"13"	"4"	"535"	"0"	"12"	"547"	"0"
"52"	"38"	"205"	"44"	"3"	"160"	"4"	"2"	"1"	"3"	"0"	"24"	"2"	"2"	"7"	"2"	"4"	"18"	"15"	"496"	"0"	"7"	"503"	"0"
"53"	"38A"	"139"	"108"	"7"	"138"	"6"	"5"	"6"	"3"	"2"	"32"	"5"	"6"	"11"	"1"	"4"	"13"	"5"	"491"	"0"	"5"	"496"	"0"
"54"	"39"	"29"	"128"	"4"	"447"	"4"	"0"	"2"	"1"	"1"	"25"	"2"	"0"	"8"	"0"	"1"	"0"	"2"	"654"	"0"	"3"	"657"	"0"
"55"	"40"	"36"	"53"	"5"	"436"	"6"	"2"	"1"	"0"	"0"	"21"	"2"	"4"	"6"	"1"	"2"	"0"	"10"	"585"	"0"	"12"	"597"	"0"
"56"	"41"	"32"	"262"	"16"	"410"	"4"	"2"	"7"	"7"	"3"	"21"	"3"	"2"	"11"	"6"	"3"	"14"	"1"	"804"	"0"	"2"	"806"	"0"
"57"	"42"	"73"	"415"	"14"	"272"	"6"	"0"	"1"	"2"	"1"	"13"	"0"	"1"	"2"	"2"	"0"	"3"	"4"	"809"	"0"	"2"	"811"	"0"
"58"	"43"	"49"	"97"	"14"	"576"	"3"	"3"	"4"	"8"	"5"	"54"	"3"	"6"	"13"	"3"	"9"	"10"	"11"	"868"	"0"	"6"	"874"	"0"
"59"	"44"	"135"	"347"	"9"	"211"	"7"	"4"	"4"	"5"	"1"	"40"	"2"	"8"	"16"	"6"	"7"	"23"	"4"	"829"	"0"	"9"	"838"	"0"
"60"	"45"	"31"	"268"	"16"	"227"	"8"	"6"	"4"	"1"	"2"	"38"	"4"	"10"	"17"	"6"	"6"	"20"	"1"	"665"	"0"	"4"	"669"	"0"
"61"	"46"	"11"	"343"	"12"	"168"	"6"	"2"	"2"	"3"	"2"	"16"	"2"	"2"	"7"	"2"	"1"	"6"	"2"	"587"	"0"	"8"	"595"	"0"
"62"	"47"	"95"	"104"	"14"	"343"	"5"	"1"	"6"	"4"	"3"	"42"	"2"	"7"	"11"	"5"	"4"	"19"	"12"	"677"	"0"	"17"	"694"	"0"
"63"	"48"	"111"	"36"	"4"	"249"	"4"	"7"	"3"	"2"	"1"	"24"	"5"	"7"	"13"	"3"	"3"	"12"	"12"	"496"	"0"	"6"	"502"	"0"
"64"	"49"	"103"	"56"	"5"	"232"	"1"	"4"	"1"	"1"	"1"	"25"	"0"	"4"	"2"	"0"	"2"	"1"	"2"	"440"	"0"	"0"	"440"	"0"
"65"	"50"	"16"	"95"	"4"	"573"	"10"	"5"	"1"	"1"	"0"	"37"	"5"	"8"	"26"	"1"	"5"	"13"	"3"	"803"	"0"	"4"	"807"	"0"
"66"	"51"	"18"	"127"	"2"	"369"	"2"	"3"	"4"	"4"	"1"	"37"	"4"	"4"	"11"	"4"	"3"	"4"	"18"	"615"	"0"	"13"	"628"	"0"
"67"	"52"	"17"	"108"	"9"	"332"	"2"	"0"	"2"	"3"	"3"	"47"	"5"	"3"	"14"	"2"	"1"	"3"	"12"	"563"	"0"	"8"	"571"	"0"
"68"	"53"	"152"	"284"	"21"	"93"	"5"	"43"	"10"	"5"	"4"	"27"	"2"	"4"	"16"	"10"	"21"	"49"	"9"	"755"	"0"	"20"	"775"	"0"
"69"	"54"	"13"	"124"	"7"	"314"	"14"	"0"	"0"	"2"	"1"	"61"	"5"	"2"	"11"	"2"	"7"	"9"	"0"	"572"	"0"	"1"	"573"	"0"
"70"	"55"	"29"	"77"	"1"	"140"	"6"	"4"	"1"	"0"	"1"	"17"	"1"	"1"	"10"	"3"	"6"	"11"	"2"	"310"	"0"	"2"	"312"	"0"
"71"	"56"	"5"	"156"	"3"	"254"	"4"	"1"	"2"	"3"	"1"	"20"	"1"	"4"	"4"	"2"	"1"	"0"	"2"	"463"	"0"	"3"	"466"	"0"
"72"	"57"	"26"	"260"	"11"	"275"	"3"	"3"	"2"	"1"	"5"	"21"	"0"	"1"	"8"	"1"	"10"	"10"	"5"	"642"	"0"	"11"	"653"	"0"
"73"	"58"	"21"	"165"	"10"	"596"	"11"	"6"	"4"	"2"	"7"	"119"	"8"	"6"	"15"	"12"	"6"	"15"	"10"	"1013"	"0"	"3"	"1016"	"0"
"74"	"59"	"230"	"126"	"14"	"224"	"8"	"13"	"8"	"5"	"1"	"49"	"5"	"4"	"11"	"5"	"9"	"35"	"26"	"773"	"0"	"16"	"789"	"0"
"75"	"60"	"84"	"330"	"5"	"148"	"3"	"8"	"1"	"2"	"1"	"36"	"4"	"2"	"9"	"4"	"8"	"8"	"2"	"655"	"0"	"7"	"662"	"0"
"76"	"61"	"23"	"144"	"13"	"374"	"75"	"16"	"3"	"2"	"6"	"74"	"1"	"3"	"9"	"11"	"8"	"7"	"12"	"781"	"0"	"10"	"791"	"0"
"77"	"62"	"135"	"311"	"8"	"116"	"3"	"16"	"8"	"6"	"4"	"54"	"5"	"4"	"10"	"7"	"16"	"26"	"7"	"736"	"0"	"15"	"751"	"0"
"78"	"63"	"26"	"209"	"6"	"581"	"14"	"7"	"2"	"4"	"6"	"41"	"7"	"6"	"27"	"8"	"4"	"7"	"35"	"990"	"0"	"22"	"1012"	"0"
"79"	"64"	"9"	"123"	"11"	"375"	"9"	"10"	"6"	"5"	"3"	"85"	"6"	"4"	"12"	"2"	"5"	"15"	"3"	"683"	"0"	"9"	"692"	"0"
"80"	"65"	"267"	"164"	"10"	"163"	"8"	"3"	"2"	"6"	"3"	"68"	"5"	"14"	"16"	"9"	"7"	"25"	"16"	"786"	"0"	"10"	"796"	"0"
"81"	"66"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"82"	"67"	"26"	"490"	"9"	"106"	"2"	"2"	"3"	"3"	"1"	"37"	"1"	"1"	"3"	"2"	"9"	"6"	"2"	"703"	"0"	"8"	"711"	"0"
"83"	"68"	"82"	"109"	"10"	"206"	"4"	"2"	"0"	"0"	"0"	"19"	"0"	"10"	"15"	"1"	"6"	"18"	"6"	"488"	"0"	"9"	"497"	"0"
"84"	"69"	"173"	"161"	"6"	"101"	"2"	"2"	"5"	"2"	"2"	"30"	"4"	"5"	"7"	"5"	"9"	"26"	"1"	"541"	"0"	"6"	"547"	"0"
"85"	"70"	"110"	"79"	"5"	"381"	"7"	"2"	"4"	"2"	"1"	"25"	"4"	"8"	"22"	"0"	"2"	"9"	"12"	"673"	"0"	"5"	"678"	"0"
"86"	"71"	"82"	"152"	"9"	"576"	"4"	"11"	"2"	"2"	"3"	"62"	"8"	"3"	"17"	"2"	"1"	"5"	"15"	"954"	"0"	"16"	"970"	"0"
"87"	"72"	"109"	"179"	"9"	"458"	"10"	"4"	"4"	"0"	"4"	"29"	"3"	"4"	"16"	"4"	"2"	"11"	"19"	"865"	"0"	"7"	"872"	"0"
"88"	"73"	"70"	"280"	"10"	"106"	"2"	"13"	"2"	"1"	"2"	"32"	"2"	"4"	"11"	"4"	"13"	"21"	"1"	"574"	"0"	"1"	"575"	"0"
"89"	"74"	"53"	"25"	"11"	"588"	"15"	"2"	"2"	"0"	"2"	"52"	"3"	"15"	"59"	"5"	"7"	"30"	"7"	"876"	"0"	"8"	"884"	"0"
"90"	"75"	"42"	"60"	"11"	"582"	"12"	"0"	"5"	"0"	"3"	"59"	"6"	"12"	"40"	"3"	"11"	"24"	"10"	"880"	"0"	"7"	"887"	"0"
"91"	"76"	"142"	"134"	"28"	"567"	"5"	"4"	"4"	"1"	"9"	"100"	"4"	"20"	"21"	"9"	"5"	"16"	"6"	"1075"	"0"	"6"	"1081"	"0"
"92"	"77"	"34"	"105"	"3"	"124"	"4"	"0"	"1"	"0"	"1"	"13"	"0"	"0"	"2"	"0"	"2"	"3"	"4"	"296"	"0"	"6"	"302"	"0"
"93"	"78"	"86"	"200"	"7"	"292"	"10"	"0"	"1"	"0"	"1"	"20"	"1"	"1"	"5"	"1"	"0"	"5"	"12"	"642"	"0"	"9"	"651"	"0"
"94"	"79"	"203"	"348"	"9"	"351"	"7"	"6"	"2"	"2"	"9"	"90"	"8"	"5"	"12"	"11"	"8"	"34"	"1"	"1106"	"0"	"4"	"1110"	"0"
"95"	"80"	"149"	"62"	"11"	"352"	"6"	"11"	"4"	"4"	"5"	"111"	"9"	"5"	"16"	"6"	"6"	"22"	"5"	"784"	"0"	"6"	"790"	"0"
"96"	"81"	"337"	"156"	"9"	"187"	"8"	"2"	"4"	"1"	"1"	"25"	"1"	"4"	"4"	"1"	"1"	"8"	"23"	"772"	"0"	"1"	"773"	"0"
"97"	"82"	"64"	"37"	"1"	"242"	"3"	"0"	"5"	"6"	"1"	"57"	"4"	"2"	"16"	"3"	"5"	"29"	"8"	"483"	"0"	"13"	"496"	"0"
"98"	"83"	"391"	"64"	"6"	"281"	"5"	"2"	"5"	"2"	"1"	"31"	"2"	"5"	"8"	"1"	"5"	"17"	"1"	"827"	"0"	"1"	"828"	"0"
"99"	"84"	"174"	"152"	"6"	"103"	"31"	"1"	"1"	"1"	"2"	"13"	"3"	"2"	"10"	"7"	"11"	"25"	"11"	"553"	"0"	"10"	"563"	"0"
"100"	"85"	"292"	"78"	"10"	"185"	"11"	"0"	"2"	"19"	"3"	"62"	"4"	"1"	"7"	"10"	"13"	"29"	"21"	"747"	"0"	"6"	"753"	"0"
"101"	"86"	"185"	"417"	"16"	"301"	"5"	"0"	"4"	"2"	"3"	"34"	"9"	"7"	"13"	"8"	"3"	"20"	"6"	"1033"	"0"	"13"	"1046"	"0"
"102"	"87"	"95"	"458"	"10"	"277"	"4"	"2"	"3"	"0"	"2"	"13"	"1"	"2"	"6"	"6"	"2"	"4"	"6"	"891"	"0"	"3"	"894"	"0"
"103"	"88"	"78"	"81"	"7"	"402"	"14"	"4"	"2"	"6"	"2"	"23"	"3"	"12"	"22"	"3"	"6"	"25"	"1"	"691"	"0"	"5"	"696"	"0"
"104"	"89"	"333"	"191"	"6"	"181"	"4"	"0"	"5"	"3"	"4"	"27"	"2"	"8"	"14"	"1"	"3"	"21"	"3"	"806"	"0"	"3"	"809"	"0"
"105"	"90"	"169"	"312"	"20"	"173"	"4"	"3"	"3"	"7"	"9"	"31"	"7"	"12"	"10"	"10"	"14"	"26"	"16"	"826"	"0"	"20"	"846"	"0"
"106"	"91"	"20"	"175"	"11"	"420"	"8"	"1"	"3"	"6"	"3"	"29"	"5"	"5"	"22"	"4"	"6"	"22"	"8"	"748"	"0"	"13"	"761"	"0"
"107"	"92"	"187"	"368"	"10"	"181"	"3"	"0"	"5"	"0"	"3"	"37"	"1"	"3"	"3"	"5"	"7"	"27"	"16"	"856"	"0"	"10"	"866"	"0"
"108"	"93"	"16"	"343"	"3"	"166"	"2"	"2"	"1"	"1"	"2"	"16"	"1"	"2"	"3"	"1"	"2"	"3"	"2"	"566"	"0"	"2"	"568"	"0"
"109"	"94"	"212"	"324"	"12"	"224"	"4"	"0"	"2"	"0"	"0"	"31"	"3"	"2"	"6"	"0"	"4"	"5"	"2"	"831"	"0"	"5"	"836"	"0"
"110"	"95"	"176"	"287"	"9"	"114"	"3"	"3"	"1"	"3"	"3"	"23"	"2"	"7"	"14"	"6"	"11"	"22"	"8"	"692"	"0"	"12"	"704"	"0"
"111"	"96"	"44"	"583"	"5"	"123"	"4"	"2"	"10"	"1"	"2"	"12"	"2"	"2"	"9"	"5"	"12"	"13"	"4"	"833"	"0"	"8"	"841"	"0"
"112"	"97"	"29"	"303"	"5"	"119"	"3"	"0"	"5"	"1"	"2"	"24"	"3"	"6"	"10"	"3"	"6"	"8"	"1"	"528"	"0"	"2"	"530"	"0"
"113"	"98"	"58"	"317"	"2"	"96"	"1"	"2"	"3"	"0"	"0"	"15"	"0"	"1"	"7"	"1"	"4"	"1"	"3"	"511"	"0"	"10"	"521"	"0"
"114"	"99"	"232"	"77"	"3"	"120"	"0"	"1"	"1"	"0"	"0"	"19"	"0"	"0"	"0"	"1"	"1"	"5"	"3"	"463"	"0"	"3"	"466"	"0"
"115"	"100"	"35"	"386"	"1"	"123"	"1"	"0"	"0"	"1"	"0"	"16"	"1"	"1"	"5"	"0"	"2"	"1"	"1"	"574"	"0"	"7"	"581"	"0"
"116"	"101"	"54"	"292"	"4"	"48"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"2"	"3"	"2"	"409"	"0"	"10"	"419"	"0"
"117"	"102"	"127"	"516"	"7"	"113"	"1"	"0"	"2"	"0"	"1"	"19"	"3"	"3"	"2"	"3"	"3"	"6"	"3"	"809"	"0"	"2"	"811"	"0"
"118"	"103"	"164"	"301"	"10"	"123"	"6"	"3"	"2"	"1"	"3"	"18"	"4"	"1"	"13"	"6"	"9"	"17"	"6"	"687"	"0"	"5"	"692"	"0"
"119"	"104"	"48"	"499"	"8"	"141"	"1"	"1"	"2"	"1"	"0"	"27"	"0"	"1"	"4"	"2"	"3"	"4"	"1"	"743"	"0"	"40"	"783"	"0"
"120"	"105"	"409"	"98"	"10"	"156"	"2"	"3"	"4"	"2"	"3"	"41"	"9"	"10"	"9"	"10"	"18"	"61"	"30"	"875"	"0"	"23"	"898"	"0"
"121"	"106"	"324"	"131"	"12"	"98"	"4"	"1"	"2"	"2"	"4"	"27"	"2"	"2"	"4"	"5"	"13"	"30"	"21"	"682"	"0"	"8"	"690"	"0"
"122"	"107"	"202"	"521"	"9"	"100"	"2"	"0"	"0"	"3"	"2"	"19"	"1"	"1"	"7"	"4"	"7"	"9"	"7"	"894"	"0"	"14"	"908"	"0"
"123"	"108"	"25"	"123"	"19"	"446"	"6"	"1"	"7"	"1"	"2"	"13"	"1"	"12"	"16"	"4"	"6"	"22"	"8"	"712"	"0"	"24"	"736"	"0"
"124"	"109"	"67"	"136"	"7"	"347"	"4"	"2"	"2"	"0"	"1"	"21"	"2"	"3"	"8"	"0"	"1"	"3"	"1"	"605"	"0"	"1"	"606"	"0"
"125"	"110"	"401"	"183"	"4"	"164"	"9"	"1"	"1"	"1"	"0"	"10"	"2"	"1"	"6"	"1"	"2"	"6"	"4"	"796"	"0"	"3"	"799"	"0"
"126"	"111"	"162"	"288"	"9"	"152"	"4"	"0"	"5"	"3"	"2"	"29"	"3"	"10"	"13"	"9"	"11"	"30"	"24"	"754"	"0"	"16"	"770"	"0"
"127"	"112"	"199"	"80"	"6"	"305"	"3"	"2"	"1"	"5"	"2"	"35"	"5"	"5"	"6"	"6"	"3"	"11"	"17"	"691"	"0"	"5"	"696"	"0"
"128"	"113"	"520"	"119"	"8"	"125"	"3"	"3"	"3"	"4"	"1"	"15"	"1"	"2"	"3"	"1"	"2"	"6"	"9"	"825"	"0"	"3"	"828"	"0"
"129"	"114"	"216"	"212"	"7"	"368"	"5"	"1"	"3"	"4"	"2"	"31"	"4"	"7"	"7"	"3"	"4"	"7"	"9"	"890"	"0"	"7"	"897"	"0"
"130"	"115"	"35"	"290"	"7"	"159"	"2"	"3"	"2"	"0"	"3"	"33"	"3"	"7"	"4"	"3"	"6"	"12"	"0"	"569"	"0"	"4"	"573"	"0"
"131"	"115A"	"63"	"234"	"10"	"128"	"5"	"0"	"2"	"0"	"0"	"19"	"2"	"3"	"11"	"5"	"4"	"17"	"3"	"506"	"0"	"9"	"515"	"0"
"132"	"116"	"455"	"96"	"9"	"94"	"2"	"2"	"1"	"2"	"1"	"7"	"3"	"3"	"2"	"4"	"5"	"12"	"0"	"698"	"0"	"0"	"698"	"0"
"133"	"117"	"44"	"250"	"7"	"391"	"6"	"3"	"5"	"1"	"2"	"28"	"3"	"3"	"11"	"1"	"7"	"18"	"3"	"783"	"0"	"1"	"784"	"0"
"134"	"118"	"334"	"29"	"4"	"161"	"1"	"1"	"2"	"1"	"2"	"19"	"2"	"1"	"2"	"0"	"2"	"9"	"3"	"573"	"0"	"7"	"580"	"0"
"135"	"119"	"421"	"43"	"8"	"123"	"2"	"7"	"3"	"3"	"2"	"12"	"2"	"5"	"11"	"10"	"7"	"29"	"19"	"707"	"0"	"3"	"710"	"0"
"136"	"120"	"36"	"129"	"8"	"219"	"1"	"2"	"0"	"5"	"2"	"40"	"3"	"3"	"10"	"5"	"5"	"14"	"4"	"486"	"0"	"5"	"491"	"0"
"137"	"121"	"110"	"309"	"9"	"206"	"5"	"4"	"3"	"1"	"3"	"9"	"1"	"2"	"2"	"2"	"4"	"3"	"4"	"677"	"0"	"6"	"683"	"0"
"138"	"122"	"255"	"233"	"7"	"326"	"3"	"1"	"0"	"2"	"1"	"19"	"6"	"2"	"15"	"3"	"11"	"27"	"14"	"925"	"0"	"14"	"939"	"0"
"139"	"123"	"111"	"368"	"7"	"158"	"3"	"4"	"1"	"3"	"3"	"15"	"1"	"7"	"13"	"2"	"10"	"15"	"4"	"725"	"0"	"4"	"729"	"0"
"140"	"124"	"296"	"285"	"17"	"257"	"2"	"0"	"7"	"2"	"3"	"32"	"4"	"4"	"19"	"8"	"21"	"19"	"10"	"986"	"0"	"6"	"992"	"0"
"141"	"125"	"166"	"196"	"7"	"119"	"3"	"1"	"3"	"0"	"1"	"5"	"5"	"4"	"8"	"6"	"3"	"18"	"11"	"556"	"0"	"15"	"571"	"0"
"142"	"126"	"114"	"472"	"15"	"202"	"5"	"1"	"2"	"1"	"0"	"14"	"3"	"2"	"11"	"2"	"15"	"15"	"6"	"880"	"0"	"10"	"890"	"0"
"143"	"127"	"322"	"146"	"16"	"195"	"5"	"5"	"4"	"1"	"7"	"20"	"8"	"11"	"24"	"6"	"17"	"54"	"19"	"860"	"0"	"14"	"874"	"0"
