"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"
"18"	"6"	"106"	"3"	"38"	"342"	"4"	"0"	"1"	"0"	"6"	"4"	"2"	"0"	"1"	"1"	"2"	"3"	"1"	"5"	"2"	"521"	"0"	"4"	"525"	"0"
"19"	"7"	"24"	"0"	"36"	"218"	"1"	"0"	"1"	"1"	"9"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"293"	"0"	"4"	"297"	"0"
"20"	"7A"	"25"	"1"	"20"	"248"	"1"	"0"	"0"	"0"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"307"	"0"	"2"	"309"	"0"
"21"	"8"	"34"	"0"	"57"	"237"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"1"	"1"	"0"	"337"	"0"	"0"	"337"	"0"
"22"	"8A"	"48"	"1"	"48"	"338"	"1"	"0"	"0"	"0"	"10"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"3"	"454"	"0"	"4"	"458"	"0"
"23"	"9"	"60"	"0"	"44"	"393"	"3"	"0"	"0"	"1"	"16"	"1"	"1"	"0"	"0"	"0"	"0"	"3"	"3"	"0"	"0"	"525"	"0"	"1"	"526"	"0"
"24"	"10"	"18"	"0"	"61"	"336"	"1"	"0"	"0"	"0"	"20"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"0"	"0"	"441"	"0"	"4"	"445"	"0"
"25"	"11"	"26"	"0"	"35"	"257"	"2"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"324"	"0"	"4"	"328"	"0"
"26"	"12"	"32"	"1"	"53"	"210"	"2"	"1"	"0"	"0"	"15"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"316"	"0"	"0"	"316"	"0"
"27"	"13"	"25"	"0"	"51"	"292"	"2"	"0"	"0"	"0"	"16"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"391"	"0"	"4"	"395"	"0"
"28"	"14"	"21"	"0"	"70"	"191"	"1"	"0"	"0"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"294"	"0"	"1"	"295"	"0"
"29"	"15"	"26"	"1"	"69"	"304"	"3"	"0"	"1"	"0"	"22"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"429"	"0"	"4"	"433"	"0"
"30"	"16"	"30"	"1"	"96"	"462"	"3"	"0"	"0"	"0"	"17"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"3"	"3"	"2"	"620"	"0"	"1"	"621"	"0"
"31"	"17"	"6"	"1"	"30"	"146"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"189"	"0"	"6"	"195"	"0"
"32"	"18"	"27"	"0"	"83"	"327"	"2"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"0"	"3"	"0"	"0"	"0"	"451"	"0"	"3"	"454"	"0"
"33"	"19"	"24"	"0"	"27"	"281"	"0"	"0"	"0"	"0"	"9"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"4"	"0"	"0"	"347"	"0"	"7"	"354"	"0"
"34"	"20"	"31"	"0"	"32"	"399"	"1"	"0"	"1"	"0"	"12"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"478"	"0"	"2"	"480"	"0"
"35"	"21"	"10"	"0"	"23"	"163"	"1"	"0"	"0"	"0"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"0"	"1"	"214"	"0"
"36"	"22"	"7"	"0"	"3"	"92"	"0"	"0"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"109"	"0"	"0"	"109"	"0"
"37"	"23"	"6"	"0"	"11"	"111"	"1"	"0"	"0"	"0"	"4"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"135"	"0"	"0"	"135"	"0"
"38"	"24"	"5"	"0"	"7"	"91"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"106"	"0"	"0"	"106"	"0"
"39"	"25"	"10"	"0"	"12"	"191"	"2"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"0"	"2"	"222"	"0"
"40"	"26"	"9"	"1"	"29"	"214"	"0"	"0"	"1"	"0"	"11"	"0"	"0"	"0"	"1"	"1"	"1"	"3"	"0"	"0"	"0"	"271"	"0"	"1"	"272"	"0"
"41"	"27"	"23"	"0"	"34"	"172"	"1"	"0"	"0"	"1"	"15"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"248"	"0"	"0"	"248"	"0"
"42"	"28"	"2"	"1"	"5"	"46"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"56"	"0"	"0"	"56"	"0"
"43"	"29"	"17"	"0"	"21"	"109"	"0"	"0"	"0"	"0"	"12"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"160"	"0"	"0"	"160"	"0"
"44"	"30"	"6"	"0"	"15"	"120"	"1"	"0"	"1"	"0"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"151"	"0"	"1"	"152"	"0"
"45"	"31"	"13"	"0"	"24"	"160"	"3"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"205"	"0"	"4"	"209"	"0"
"46"	"32"	"23"	"2"	"37"	"106"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"178"	"0"	"4"	"182"	"0"
"47"	"33"	"8"	"0"	"24"	"111"	"3"	"0"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"152"	"0"	"1"	"153"	"0"
"48"	"34"	"6"	"0"	"15"	"146"	"2"	"0"	"1"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"176"	"0"	"4"	"180"	"0"
"49"	"35"	"24"	"2"	"39"	"266"	"1"	"0"	"0"	"0"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"346"	"0"	"6"	"352"	"0"
"50"	"36"	"13"	"0"	"33"	"161"	"0"	"0"	"0"	"0"	"11"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"0"	"2"	"222"	"0"
"51"	"37"	"45"	"3"	"29"	"266"	"1"	"0"	"0"	"1"	"16"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"364"	"0"	"0"	"364"	"0"
"52"	"37A"	"34"	"1"	"29"	"184"	"0"	"0"	"0"	"1"	"0"	"8"	"1"	"0"	"2"	"1"	"1"	"0"	"4"	"0"	"0"	"266"	"0"	"0"	"266"	"0"
"53"	"38"	"61"	"1"	"58"	"454"	"2"	"1"	"0"	"1"	"30"	"0"	"0"	"1"	"1"	"1"	"0"	"5"	"3"	"0"	"0"	"619"	"0"	"2"	"621"	"0"
"54"	"39"	"237"	"3"	"31"	"285"	"7"	"0"	"1"	"1"	"11"	"1"	"1"	"3"	"3"	"0"	"3"	"8"	"14"	"1"	"0"	"610"	"0"	"6"	"616"	"0"
"55"	"40"	"104"	"3"	"6"	"187"	"3"	"0"	"0"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"3"	"0"	"0"	"317"	"0"	"5"	"322"	"0"
"56"	"41"	"88"	"3"	"51"	"287"	"2"	"1"	"0"	"1"	"6"	"3"	"3"	"0"	"0"	"2"	"2"	"9"	"3"	"17"	"2"	"480"	"0"	"8"	"488"	"0"
"57"	"42"	"49"	"2"	"34"	"269"	"2"	"0"	"0"	"0"	"9"	"3"	"2"	"0"	"1"	"2"	"3"	"2"	"0"	"3"	"0"	"381"	"0"	"3"	"384"	"0"
"58"	"43"	"164"	"3"	"47"	"527"	"7"	"4"	"2"	"2"	"16"	"2"	"0"	"4"	"0"	"0"	"2"	"6"	"1"	"0"	"1"	"788"	"0"	"5"	"793"	"0"
"59"	"44"	"152"	"0"	"36"	"266"	"3"	"0"	"1"	"1"	"8"	"0"	"1"	"1"	"2"	"1"	"0"	"1"	"1"	"0"	"1"	"475"	"0"	"2"	"477"	"0"
"60"	"45"	"16"	"0"	"23"	"339"	"1"	"0"	"0"	"0"	"14"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"394"	"0"	"4"	"398"	"0"
"61"	"46"	"40"	"4"	"14"	"203"	"3"	"1"	"0"	"0"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"277"	"0"	"0"	"277"	"0"
"62"	"47"	"229"	"1"	"29"	"291"	"1"	"1"	"1"	"1"	"4"	"0"	"4"	"2"	"2"	"1"	"2"	"5"	"0"	"2"	"0"	"576"	"0"	"6"	"582"	"0"
"63"	"48"	"85"	"2"	"32"	"413"	"2"	"1"	"0"	"2"	"8"	"0"	"2"	"1"	"1"	"0"	"3"	"1"	"2"	"0"	"0"	"555"	"0"	"3"	"558"	"0"
"64"	"49"	"89"	"1"	"29"	"243"	"4"	"0"	"1"	"0"	"7"	"1"	"2"	"1"	"0"	"0"	"0"	"5"	"1"	"0"	"0"	"384"	"0"	"1"	"385"	"0"
"65"	"50"	"69"	"0"	"23"	"237"	"1"	"1"	"0"	"0"	"13"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"350"	"0"	"3"	"353"	"0"
"66"	"51"	"210"	"1"	"23"	"104"	"4"	"1"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"3"	"0"	"352"	"0"	"0"	"352"	"0"
"67"	"52"	"90"	"2"	"24"	"207"	"1"	"3"	"3"	"2"	"10"	"2"	"3"	"2"	"2"	"1"	"0"	"2"	"0"	"0"	"0"	"354"	"0"	"5"	"359"	"0"
"68"	"53"	"34"	"0"	"20"	"108"	"3"	"0"	"0"	"0"	"4"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"175"	"0"	"3"	"178"	"0"
"69"	"54"	"75"	"0"	"32"	"206"	"1"	"0"	"1"	"0"	"8"	"1"	"4"	"2"	"1"	"1"	"2"	"3"	"1"	"0"	"0"	"338"	"0"	"1"	"339"	"0"
"70"	"55"	"62"	"2"	"52"	"366"	"1"	"0"	"0"	"0"	"21"	"1"	"2"	"1"	"1"	"1"	"0"	"3"	"0"	"0"	"0"	"513"	"0"	"1"	"514"	"0"
"71"	"56"	"103"	"0"	"49"	"383"	"6"	"1"	"1"	"1"	"12"	"2"	"2"	"2"	"2"	"2"	"3"	"7"	"2"	"0"	"0"	"578"	"0"	"11"	"589"	"0"
"72"	"57"	"129"	"0"	"53"	"461"	"3"	"2"	"3"	"0"	"10"	"0"	"1"	"1"	"5"	"3"	"2"	"11"	"8"	"0"	"2"	"694"	"0"	"2"	"696"	"0"
"73"	"58"	"144"	"3"	"31"	"268"	"2"	"1"	"0"	"0"	"7"	"0"	"1"	"1"	"2"	"2"	"0"	"3"	"2"	"0"	"0"	"467"	"0"	"2"	"469"	"0"
"74"	"59"	"64"	"0"	"37"	"327"	"2"	"0"	"1"	"0"	"7"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"6"	"0"	"0"	"446"	"0"	"6"	"452"	"0"
"75"	"60"	"58"	"3"	"53"	"517"	"3"	"1"	"1"	"0"	"18"	"0"	"0"	"0"	"0"	"1"	"2"	"3"	"4"	"0"	"2"	"666"	"0"	"11"	"677"	"0"
"76"	"61"	"92"	"0"	"49"	"244"	"0"	"2"	"3"	"1"	"17"	"2"	"1"	"0"	"1"	"0"	"1"	"4"	"0"	"3"	"0"	"420"	"0"	"2"	"422"	"0"
"77"	"62"	"192"	"3"	"63"	"422"	"8"	"1"	"1"	"5"	"9"	"1"	"3"	"3"	"7"	"3"	"3"	"5"	"4"	"0"	"0"	"733"	"0"	"7"	"740"	"0"
"78"	"63"	"115"	"0"	"18"	"262"	"0"	"1"	"1"	"0"	"12"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"0"	"1"	"414"	"0"	"4"	"418"	"0"
"79"	"64"	"160"	"0"	"31"	"292"	"2"	"1"	"0"	"0"	"7"	"1"	"5"	"1"	"2"	"3"	"0"	"4"	"2"	"0"	"1"	"512"	"0"	"3"	"515"	"0"
"80"	"65"	"63"	"1"	"37"	"281"	"4"	"1"	"0"	"0"	"17"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"405"	"0"	"3"	"408"	"0"
"81"	"66"	"88"	"1"	"46"	"272"	"2"	"1"	"1"	"0"	"26"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"0"	"0"	"441"	"0"	"2"	"443"	"0"
"82"	"67"	"17"	"0"	"26"	"266"	"2"	"0"	"1"	"0"	"15"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"4"	"0"	"1"	"334"	"0"	"2"	"336"	"0"
"83"	"68"	"28"	"0"	"27"	"208"	"0"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	"0"	"2"	"269"	"0"
"84"	"69"	"29"	"0"	"47"	"282"	"1"	"0"	"0"	"0"	"17"	"0"	"0"	"0"	"1"	"0"	"1"	"3"	"0"	"0"	"0"	"381"	"0"	"3"	"384"	"0"
"85"	"70"	"40"	"2"	"34"	"222"	"2"	"0"	"0"	"0"	"8"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"311"	"0"	"2"	"313"	"0"
"86"	"71"	"147"	"0"	"37"	"312"	"0"	"0"	"0"	"0"	"18"	"1"	"0"	"1"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"520"	"0"	"1"	"521"	"0"
"87"	"72"	"29"	"0"	"12"	"205"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"0"	"3"	"253"	"0"
"88"	"73"	"93"	"0"	"82"	"368"	"2"	"0"	"2"	"0"	"28"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"0"	"0"	"580"	"0"	"1"	"581"	"0"
"89"	"74"	"103"	"0"	"77"	"331"	"0"	"2"	"0"	"0"	"11"	"0"	"2"	"0"	"1"	"2"	"0"	"1"	"1"	"0"	"0"	"531"	"0"	"4"	"535"	"0"
"90"	"75"	"83"	"0"	"53"	"198"	"4"	"1"	"0"	"0"	"10"	"0"	"1"	"0"	"1"	"2"	"2"	"5"	"0"	"0"	"0"	"360"	"0"	"4"	"364"	"0"
"91"	"76"	"50"	"1"	"12"	"111"	"1"	"2"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"184"	"0"	"1"	"185"	"0"
"92"	"77"	"250"	"1"	"44"	"414"	"3"	"0"	"0"	"0"	"19"	"1"	"0"	"1"	"0"	"1"	"0"	"2"	"7"	"0"	"1"	"744"	"0"	"5"	"749"	"0"
"93"	"78"	"183"	"1"	"17"	"334"	"3"	"0"	"1"	"0"	"18"	"1"	"0"	"1"	"2"	"1"	"0"	"0"	"16"	"2"	"2"	"582"	"0"	"6"	"588"	"0"
"94"	"79"	"98"	"5"	"21"	"265"	"8"	"3"	"4"	"3"	"14"	"3"	"5"	"3"	"4"	"2"	"6"	"7"	"6"	"4"	"3"	"464"	"0"	"4"	"468"	"0"
"95"	"80"	"104"	"2"	"18"	"221"	"1"	"1"	"1"	"0"	"14"	"2"	"2"	"1"	"0"	"2"	"0"	"2"	"0"	"0"	"0"	"371"	"0"	"3"	"374"	"0"
"96"	"81"	"82"	"2"	"7"	"159"	"1"	"1"	"0"	"0"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"263"	"0"	"0"	"263"	"0"
"97"	"82"	"208"	"1"	"57"	"334"	"4"	"1"	"1"	"0"	"8"	"0"	"2"	"1"	"2"	"2"	"0"	"3"	"9"	"0"	"3"	"636"	"0"	"14"	"650"	"0"
"98"	"83"	"113"	"2"	"51"	"293"	"3"	"2"	"2"	"0"	"14"	"0"	"1"	"0"	"2"	"1"	"2"	"6"	"1"	"2"	"1"	"496"	"0"	"4"	"500"	"0"
"99"	"84"	"101"	"1"	"47"	"443"	"4"	"0"	"0"	"1"	"14"	"0"	"4"	"1"	"0"	"1"	"0"	"0"	"2"	"1"	"0"	"620"	"0"	"5"	"625"	"0"
"100"	"85"	"62"	"0"	"23"	"167"	"0"	"0"	"0"	"0"	"14"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"270"	"0"	"0"	"270"	"0"
"101"	"86"	"54"	"0"	"35"	"227"	"2"	"0"	"0"	"1"	"14"	"0"	"2"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"338"	"0"	"2"	"340"	"0"
"102"	"87"	"99"	"0"	"42"	"105"	"2"	"0"	"2"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"0"	"0"	"261"	"0"	"0"	"261"	"0"
"103"	"88"	"50"	"0"	"17"	"90"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"2"	"2"	"1"	"0"	"1"	"166"	"0"	"1"	"167"	"0"
"104"	"89"	"246"	"0"	"75"	"226"	"13"	"4"	"1"	"1"	"8"	"2"	"1"	"2"	"1"	"3"	"3"	"4"	"3"	"0"	"1"	"594"	"0"	"4"	"598"	"0"
"105"	"90"	"222"	"7"	"53"	"207"	"12"	"1"	"1"	"3"	"3"	"2"	"4"	"2"	"0"	"2"	"1"	"7"	"2"	"1"	"0"	"530"	"0"	"3"	"533"	"0"
"106"	"91"	"80"	"0"	"35"	"170"	"2"	"0"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"297"	"0"	"0"	"297"	"0"
"107"	"92"	"89"	"0"	"26"	"141"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"4"	"0"	"0"	"266"	"0"	"0"	"266"	"0"
"108"	"93"	"67"	"0"	"37"	"415"	"4"	"0"	"0"	"0"	"12"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"538"	"0"	"4"	"542"	"0"
"109"	"94"	"189"	"1"	"16"	"169"	"0"	"2"	"0"	"0"	"5"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"4"	"0"	"0"	"388"	"0"	"1"	"389"	"0"
"110"	"95"	"72"	"3"	"24"	"338"	"8"	"0"	"2"	"2"	"12"	"1"	"5"	"7"	"0"	"1"	"2"	"5"	"7"	"3"	"6"	"498"	"0"	"9"	"507"	"0"
"111"	"96"	"81"	"4"	"28"	"287"	"9"	"4"	"1"	"2"	"12"	"3"	"4"	"1"	"2"	"0"	"9"	"13"	"1"	"0"	"0"	"461"	"0"	"2"	"463"	"0"
"112"	"97"	"68"	"1"	"16"	"485"	"0"	"1"	"0"	"0"	"7"	"0"	"0"	"2"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"584"	"0"	"6"	"590"	"0"
"113"	"98"	"147"	"2"	"27"	"449"	"5"	"0"	"0"	"1"	"18"	"3"	"2"	"0"	"3"	"1"	"2"	"2"	"0"	"0"	"0"	"662"	"0"	"4"	"666"	"0"
"114"	"99"	"85"	"4"	"26"	"382"	"1"	"2"	"0"	"0"	"16"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"519"	"0"	"3"	"522"	"0"
"115"	"100"	"55"	"2"	"27"	"320"	"0"	"1"	"1"	"1"	"10"	"1"	"1"	"0"	"1"	"2"	"2"	"4"	"1"	"0"	"0"	"429"	"0"	"3"	"432"	"0"
"116"	"101"	"98"	"1"	"67"	"394"	"6"	"1"	"1"	"1"	"18"	"2"	"0"	"2"	"1"	"0"	"3"	"0"	"1"	"0"	"1"	"597"	"0"	"7"	"604"	"0"
"117"	"102"	"64"	"0"	"21"	"203"	"0"	"1"	"0"	"0"	"9"	"1"	"3"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"306"	"0"	"1"	"307"	"0"
"118"	"103"	"78"	"0"	"29"	"387"	"3"	"1"	"0"	"1"	"17"	"1"	"1"	"2"	"0"	"1"	"0"	"1"	"6"	"0"	"0"	"528"	"0"	"3"	"531"	"0"
"119"	"104"	"284"	"2"	"33"	"356"	"6"	"1"	"1"	"0"	"11"	"3"	"2"	"2"	"1"	"2"	"2"	"6"	"8"	"0"	"1"	"721"	"0"	"5"	"726"	"0"
"120"	"105"	"73"	"0"	"36"	"303"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"418"	"0"	"0"	"418"	"0"
"121"	"106"	"21"	"4"	"42"	"250"	"1"	"1"	"1"	"0"	"8"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"332"	"0"	"1"	"333"	"0"
"122"	"107"	"49"	"2"	"29"	"243"	"2"	"0"	"0"	"1"	"11"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"340"	"0"	"2"	"342"	"0"
"123"	"108"	"22"	"1"	"44"	"246"	"2"	"1"	"0"	"0"	"21"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"340"	"0"	"2"	"342"	"0"
"124"	"109"	"38"	"0"	"51"	"613"	"3"	"1"	"1"	"1"	"6"	"1"	"0"	"1"	"1"	"2"	"2"	"4"	"1"	"0"	"0"	"726"	"0"	"3"	"729"	"0"
"125"	"110"	"27"	"0"	"31"	"504"	"2"	"1"	"1"	"1"	"7"	"1"	"0"	"0"	"1"	"0"	"2"	"5"	"1"	"1"	"0"	"585"	"0"	"7"	"592"	"0"
"126"	"111"	"83"	"0"	"25"	"332"	"1"	"1"	"0"	"0"	"3"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"451"	"0"	"3"	"454"	"0"
"127"	"112"	"83"	"2"	"36"	"297"	"1"	"0"	"3"	"0"	"11"	"3"	"1"	"0"	"1"	"0"	"1"	"7"	"0"	"0"	"0"	"446"	"0"	"4"	"450"	"0"
"128"	"113"	"198"	"0"	"22"	"179"	"3"	"0"	"0"	"0"	"25"	"3"	"0"	"3"	"2"	"0"	"9"	"2"	"1"	"0"	"0"	"447"	"0"	"2"	"449"	"0"
"129"	"114"	"45"	"0"	"9"	"301"	"0"	"0"	"0"	"0"	"25"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"382"	"0"	"2"	"384"	"0"
"130"	"115"	"51"	"1"	"31"	"368"	"1"	"1"	"0"	"0"	"15"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"469"	"0"	"3"	"472"	"0"
"131"	"116"	"146"	"0"	"12"	"249"	"0"	"0"	"1"	"0"	"6"	"1"	"3"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"422"	"0"	"0"	"422"	"0"
"132"	"117"	"133"	"1"	"15"	"201"	"2"	"0"	"0"	"2"	"5"	"0"	"3"	"1"	"1"	"1"	"1"	"4"	"6"	"2"	"1"	"379"	"0"	"12"	"391"	"0"
