"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"
"27"	"14"	"181"	"2"	"151"	"127"	"3"	"5"	"13"	"6"	"11"	"4"	"503"	"0"	"6"	"509"	"0"
"28"	"15"	"126"	"6"	"256"	"68"	"4"	"4"	"8"	"4"	"10"	"3"	"489"	"0"	"14"	"503"	"0"
"29"	"16"	"115"	"3"	"106"	"85"	"2"	"7"	"10"	"5"	"8"	"7"	"348"	"0"	"11"	"359"	"0"
"30"	"17"	"175"	"5"	"173"	"74"	"3"	"4"	"3"	"5"	"3"	"2"	"447"	"0"	"0"	"447"	"0"
"31"	"18"	"86"	"5"	"116"	"119"	"3"	"4"	"7"	"6"	"13"	"6"	"365"	"0"	"22"	"387"	"0"
"32"	"19"	"120"	"3"	"295"	"33"	"3"	"0"	"4"	"1"	"10"	"2"	"471"	"0"	"8"	"479"	"0"
"33"	"20"	"218"	"3"	"79"	"109"	"4"	"4"	"10"	"7"	"16"	"11"	"461"	"0"	"24"	"485"	"0"
"34"	"21"	"55"	"2"	"216"	"92"	"3"	"3"	"1"	"6"	"15"	"5"	"398"	"0"	"10"	"408"	"0"
"35"	"22"	"83"	"3"	"228"	"201"	"5"	"12"	"8"	"15"	"26"	"13"	"594"	"0"	"21"	"615"	"0"
"36"	"23"	"31"	"4"	"354"	"27"	"6"	"0"	"2"	"7"	"12"	"2"	"445"	"0"	"14"	"459"	"0"
"37"	"24"	"157"	"10"	"305"	"160"	"8"	"7"	"13"	"15"	"39"	"9"	"723"	"0"	"31"	"754"	"0"
"38"	"25"	"143"	"7"	"251"	"258"	"9"	"9"	"16"	"22"	"38"	"9"	"762"	"0"	"42"	"804"	"0"
"39"	"26"	"136"	"5"	"268"	"228"	"5"	"11"	"19"	"13"	"24"	"3"	"712"	"0"	"33"	"745"	"0"
"40"	"27"	"70"	"14"	"472"	"35"	"4"	"7"	"10"	"4"	"9"	"3"	"628"	"0"	"5"	"633"	"0"
"41"	"28"	"244"	"14"	"282"	"92"	"6"	"11"	"19"	"14"	"23"	"15"	"720"	"0"	"46"	"766"	"0"
"42"	"29"	"61"	"2"	"127"	"138"	"3"	"3"	"6"	"16"	"16"	"11"	"383"	"0"	"29"	"412"	"0"
"43"	"30"	"109"	"13"	"276"	"169"	"1"	"3"	"4"	"10"	"10"	"3"	"598"	"0"	"5"	"603"	"0"
"44"	"31"	"342"	"12"	"188"	"162"	"3"	"5"	"16"	"13"	"19"	"14"	"774"	"0"	"28"	"802"	"0"
"45"	"32"	"45"	"4"	"45"	"119"	"3"	"7"	"3"	"12"	"14"	"3"	"255"	"0"	"10"	"265"	"0"
"46"	"33"	"231"	"6"	"122"	"114"	"4"	"1"	"8"	"6"	"11"	"7"	"510"	"0"	"14"	"524"	"0"
"47"	"33A"	"192"	"14"	"111"	"139"	"2"	"12"	"11"	"11"	"13"	"8"	"513"	"0"	"26"	"539"	"0"
"48"	"34"	"93"	"5"	"147"	"170"	"7"	"0"	"5"	"3"	"13"	"1"	"444"	"0"	"9"	"453"	"0"
"49"	"35"	"59"	"13"	"303"	"127"	"10"	"11"	"16"	"26"	"28"	"24"	"617"	"0"	"52"	"669"	"0"
"50"	"36"	"64"	"2"	"225"	"88"	"1"	"4"	"3"	"9"	"6"	"4"	"406"	"0"	"9"	"415"	"0"
"51"	"37"	"77"	"3"	"133"	"211"	"4"	"4"	"6"	"15"	"13"	"5"	"471"	"0"	"13"	"484"	"0"
"52"	"38"	"231"	"7"	"276"	"206"	"9"	"10"	"19"	"24"	"29"	"18"	"829"	"0"	"59"	"888"	"0"
"53"	"39"	"152"	"9"	"131"	"88"	"5"	"2"	"18"	"18"	"13"	"12"	"448"	"0"	"25"	"473"	"0"
"54"	"39A"	"195"	"7"	"183"	"82"	"0"	"3"	"13"	"5"	"8"	"4"	"500"	"0"	"8"	"508"	"0"
"55"	"40"	"168"	"5"	"80"	"92"	"3"	"5"	"10"	"7"	"5"	"2"	"377"	"0"	"2"	"379"	"0"
"56"	"41"	"206"	"1"	"168"	"51"	"4"	"1"	"11"	"5"	"12"	"19"	"478"	"0"	"27"	"505"	"0"
"57"	"42"	"177"	"5"	"173"	"80"	"3"	"1"	"10"	"4"	"9"	"4"	"466"	"0"	"5"	"471"	"0"
"58"	"43"	"95"	"5"	"214"	"130"	"3"	"1"	"6"	"9"	"13"	"5"	"481"	"0"	"12"	"493"	"0"
"59"	"44"	"171"	"5"	"171"	"44"	"2"	"4"	"14"	"5"	"11"	"2"	"429"	"0"	"6"	"435"	"0"
"60"	"45"	"188"	"8"	"291"	"22"	"4"	"2"	"5"	"2"	"14"	"12"	"548"	"0"	"10"	"558"	"0"
"61"	"46"	"230"	"12"	"385"	"54"	"2"	"4"	"7"	"10"	"5"	"13"	"722"	"0"	"20"	"742"	"0"
"62"	"47"	"371"	"12"	"264"	"107"	"4"	"7"	"15"	"12"	"34"	"21"	"847"	"0"	"53"	"900"	"0"
"63"	"48"	"357"	"11"	"295"	"112"	"10"	"5"	"25"	"10"	"18"	"9"	"852"	"0"	"35"	"887"	"0"
"64"	"49"	"156"	"11"	"380"	"93"	"3"	"2"	"9"	"6"	"19"	"12"	"691"	"0"	"46"	"737"	"0"
"65"	"50"	"165"	"7"	"208"	"164"	"3"	"1"	"10"	"13"	"16"	"8"	"595"	"0"	"24"	"619"	"0"
"66"	"51"	"132"	"2"	"19"	"91"	"1"	"5"	"6"	"7"	"9"	"1"	"273"	"0"	"8"	"281"	"0"
"67"	"52"	"259"	"17"	"168"	"250"	"6"	"11"	"14"	"25"	"37"	"15"	"802"	"0"	"44"	"846"	"0"
"68"	"53"	"231"	"6"	"140"	"226"	"7"	"4"	"22"	"13"	"21"	"9"	"679"	"0"	"15"	"694"	"0"
"69"	"54"	"99"	"7"	"104"	"134"	"8"	"3"	"7"	"3"	"12"	"8"	"385"	"0"	"11"	"396"	"0"
"70"	"55"	"484"	"22"	"244"	"59"	"4"	"3"	"31"	"5"	"5"	"5"	"862"	"0"	"13"	"875"	"0"
"71"	"56"	"226"	"13"	"320"	"47"	"0"	"5"	"7"	"5"	"6"	"6"	"635"	"0"	"12"	"647"	"0"
"72"	"57"	"272"	"19"	"215"	"183"	"9"	"12"	"11"	"18"	"34"	"18"	"791"	"0"	"36"	"827"	"0"
"73"	"58"	"128"	"13"	"218"	"172"	"14"	"6"	"17"	"12"	"36"	"23"	"639"	"0"	"38"	"677"	"0"
"74"	"59"	"155"	"7"	"243"	"173"	"5"	"7"	"17"	"19"	"25"	"15"	"666"	"0"	"40"	"706"	"0"
"75"	"60"	"175"	"4"	"167"	"49"	"1"	"0"	"5"	"4"	"7"	"2"	"414"	"0"	"16"	"430"	"0"
"76"	"60A"	"148"	"5"	"186"	"66"	"3"	"1"	"4"	"4"	"5"	"4"	"426"	"0"	"22"	"448"	"0"
"77"	"61"	"277"	"2"	"97"	"88"	"1"	"1"	"6"	"0"	"6"	"3"	"481"	"0"	"5"	"486"	"0"
"78"	"61A"	"183"	"4"	"115"	"74"	"1"	"1"	"9"	"10"	"15"	"6"	"418"	"0"	"30"	"448"	"0"
"79"	"62"	"133"	"5"	"41"	"99"	"1"	"2"	"11"	"4"	"12"	"2"	"310"	"0"	"13"	"323"	"0"
"80"	"63"	"258"	"7"	"109"	"165"	"3"	"14"	"19"	"11"	"33"	"6"	"625"	"0"	"22"	"647"	"0"
"81"	"64"	"265"	"6"	"228"	"51"	"1"	"3"	"7"	"10"	"8"	"7"	"586"	"0"	"32"	"618"	"0"
"82"	"65"	"219"	"3"	"115"	"57"	"5"	"1"	"9"	"2"	"10"	"6"	"427"	"0"	"10"	"437"	"0"
"83"	"65A"	"140"	"5"	"148"	"77"	"6"	"3"	"9"	"8"	"16"	"3"	"415"	"0"	"21"	"436"	"0"
"84"	"66"	"383"	"12"	"134"	"99"	"10"	"8"	"25"	"4"	"17"	"14"	"706"	"0"	"27"	"733"	"0"
"85"	"67"	"176"	"4"	"119"	"109"	"3"	"3"	"4"	"5"	"4"	"2"	"429"	"0"	"5"	"434"	"0"
"86"	"68"	"139"	"6"	"203"	"70"	"2"	"2"	"7"	"7"	"8"	"4"	"448"	"0"	"9"	"457"	"0"
"87"	"69"	"198"	"8"	"145"	"159"	"6"	"0"	"9"	"15"	"11"	"9"	"560"	"0"	"22"	"582"	"0"
"88"	"70"	"49"	"2"	"236"	"163"	"1"	"4"	"2"	"8"	"17"	"6"	"488"	"0"	"13"	"501"	"0"
"89"	"71"	"198"	"4"	"152"	"91"	"4"	"2"	"9"	"2"	"9"	"4"	"475"	"0"	"15"	"490"	"0"
"90"	"72"	"103"	"2"	"154"	"97"	"6"	"4"	"5"	"8"	"12"	"2"	"393"	"0"	"29"	"422"	"0"
"91"	"72A"	"106"	"5"	"205"	"80"	"2"	"7"	"3"	"7"	"12"	"3"	"430"	"0"	"22"	"452"	"0"
"92"	"73"	"98"	"6"	"187"	"198"	"6"	"1"	"8"	"15"	"20"	"1"	"540"	"0"	"13"	"553"	"0"
"93"	"73A"	"46"	"5"	"116"	"266"	"9"	"3"	"5"	"16"	"39"	"9"	"514"	"0"	"20"	"534"	"0"
"94"	"74"	"140"	"9"	"165"	"339"	"7"	"6"	"2"	"14"	"23"	"1"	"706"	"0"	"15"	"721"	"0"
"95"	"75"	"70"	"3"	"342"	"19"	"1"	"0"	"3"	"2"	"8"	"1"	"449"	"0"	"7"	"456"	"0"
"96"	"76"	"120"	"2"	"174"	"143"	"3"	"5"	"6"	"8"	"19"	"1"	"481"	"0"	"13"	"494"	"0"
"97"	"77"	"146"	"6"	"254"	"113"	"1"	"13"	"6"	"12"	"16"	"9"	"576"	"0"	"11"	"587"	"0"
"98"	"78"	"222"	"16"	"325"	"220"	"12"	"7"	"13"	"19"	"22"	"10"	"866"	"0"	"27"	"893"	"0"
"99"	"79"	"120"	"3"	"303"	"51"	"6"	"3"	"11"	"2"	"12"	"7"	"518"	"0"	"21"	"539"	"0"
"100"	"80"	"100"	"2"	"355"	"10"	"2"	"1"	"4"	"0"	"0"	"0"	"474"	"0"	"2"	"476"	"0"
"101"	"81"	"103"	"3"	"342"	"45"	"4"	"1"	"3"	"5"	"22"	"4"	"532"	"0"	"24"	"556"	"0"
"102"	"82"	"168"	"1"	"280"	"103"	"3"	"5"	"9"	"8"	"16"	"3"	"596"	"0"	"11"	"607"	"0"
"103"	"83"	"196"	"8"	"278"	"60"	"5"	"7"	"7"	"4"	"16"	"5"	"586"	"0"	"27"	"613"	"0"
"104"	"84"	"27"	"1"	"535"	"11"	"2"	"1"	"1"	"1"	"1"	"0"	"580"	"0"	"2"	"582"	"0"
"105"	"85"	"119"	"2"	"203"	"39"	"2"	"4"	"8"	"10"	"17"	"11"	"415"	"0"	"32"	"447"	"0"
"106"	"85A"	"91"	"5"	"211"	"87"	"0"	"8"	"11"	"10"	"23"	"11"	"457"	"0"	"18"	"475"	"0"
"107"	"86"	"107"	"1"	"188"	"102"	"1"	"5"	"5"	"3"	"23"	"6"	"441"	"0"	"8"	"449"	"0"
"108"	"86A"	"98"	"3"	"326"	"55"	"3"	"5"	"6"	"7"	"12"	"2"	"517"	"0"	"10"	"527"	"0"
"109"	"87"	"163"	"6"	"214"	"93"	"2"	"2"	"11"	"5"	"10"	"10"	"516"	"0"	"25"	"541"	"0"
"110"	"88"	"90"	"5"	"216"	"18"	"2"	"1"	"3"	"2"	"5"	"2"	"344"	"0"	"10"	"354"	"0"
"111"	"89"	"199"	"3"	"201"	"27"	"5"	"3"	"10"	"3"	"12"	"6"	"469"	"0"	"14"	"483"	"0"
"112"	"90"	"118"	"20"	"109"	"164"	"9"	"7"	"9"	"13"	"25"	"7"	"481"	"0"	"18"	"499"	"0"
"113"	"91"	"316"	"22"	"261"	"186"	"7"	"14"	"23"	"21"	"29"	"15"	"894"	"0"	"31"	"925"	"0"
"114"	"92"	"90"	"10"	"140"	"395"	"13"	"29"	"26"	"32"	"51"	"14"	"800"	"0"	"31"	"831"	"0"
"115"	"93"	"133"	"3"	"158"	"97"	"1"	"5"	"4"	"7"	"16"	"4"	"428"	"0"	"13"	"441"	"0"
"116"	"94"	"105"	"15"	"527"	"127"	"2"	"7"	"11"	"16"	"25"	"8"	"843"	"0"	"19"	"862"	"0"
"117"	"95"	"59"	"9"	"420"	"35"	"5"	"6"	"6"	"8"	"23"	"9"	"580"	"0"	"19"	"599"	"0"
"118"	"96"	"41"	"5"	"297"	"18"	"2"	"4"	"2"	"3"	"8"	"4"	"384"	"0"	"10"	"394"	"0"
"119"	"97"	"68"	"6"	"219"	"114"	"2"	"2"	"10"	"7"	"5"	"4"	"437"	"0"	"5"	"442"	"0"
"120"	"98"	"186"	"3"	"228"	"99"	"1"	"4"	"5"	"7"	"25"	"5"	"563"	"0"	"22"	"585"	"0"
"121"	"99"	"196"	"8"	"147"	"19"	"5"	"4"	"8"	"5"	"4"	"4"	"400"	"0"	"12"	"412"	"0"
"122"	"100"	"295"	"10"	"179"	"83"	"3"	"4"	"5"	"7"	"18"	"5"	"609"	"0"	"22"	"631"	"0"
"123"	"101"	"149"	"4"	"75"	"71"	"5"	"3"	"6"	"2"	"7"	"3"	"325"	"0"	"5"	"330"	"0"
"124"	"102"	"192"	"5"	"149"	"49"	"7"	"3"	"7"	"2"	"9"	"3"	"426"	"0"	"8"	"434"	"0"
"125"	"103"	"138"	"7"	"346"	"8"	"1"	"1"	"5"	"8"	"13"	"6"	"533"	"0"	"23"	"556"	"0"
"126"	"104"	"106"	"8"	"265"	"18"	"2"	"1"	"0"	"1"	"2"	"3"	"406"	"0"	"7"	"413"	"0"
"127"	"105"	"64"	"0"	"37"	"69"	"0"	"2"	"2"	"2"	"2"	"0"	"178"	"0"	"3"	"181"	"0"
"128"	"106"	"193"	"6"	"66"	"156"	"2"	"7"	"9"	"7"	"22"	"6"	"474"	"0"	"10"	"484"	"0"
"129"	"107"	"300"	"7"	"171"	"140"	"4"	"13"	"29"	"15"	"18"	"11"	"708"	"0"	"26"	"734"	"0"
"130"	"108"	"112"	"3"	"142"	"77"	"3"	"6"	"10"	"8"	"6"	"7"	"374"	"0"	"9"	"383"	"0"
"131"	"109"	"129"	"3"	"159"	"121"	"1"	"4"	"10"	"5"	"9"	"1"	"442"	"0"	"12"	"454"	"0"
"132"	"109A"	"142"	"1"	"191"	"53"	"1"	"0"	"4"	"1"	"8"	"4"	"405"	"0"	"9"	"414"	"0"
"133"	"110"	"135"	"5"	"131"	"104"	"3"	"4"	"6"	"4"	"4"	"2"	"398"	"0"	"7"	"405"	"0"
"134"	"111"	"286"	"21"	"299"	"35"	"7"	"1"	"7"	"4"	"7"	"2"	"669"	"0"	"3"	"672"	"0"
"135"	"112"	"187"	"6"	"245"	"73"	"7"	"2"	"12"	"8"	"20"	"11"	"571"	"0"	"21"	"592"	"0"
"136"	"113"	"194"	"3"	"95"	"101"	"1"	"5"	"7"	"5"	"14"	"4"	"429"	"0"	"11"	"440"	"0"
"137"	"114"	"120"	"6"	"64"	"114"	"3"	"5"	"6"	"13"	"7"	"5"	"343"	"0"	"8"	"351"	"0"
"138"	"115"	"321"	"6"	"73"	"63"	"0"	"4"	"9"	"3"	"9"	"8"	"496"	"0"	"11"	"507"	"0"
"139"	"116"	"137"	"1"	"54"	"83"	"2"	"0"	"4"	"2"	"8"	"3"	"294"	"0"	"4"	"298"	"0"
"140"	"117"	"433"	"16"	"199"	"78"	"2"	"2"	"12"	"6"	"6"	"6"	"760"	"0"	"13"	"773"	"0"
"141"	"118"	"156"	"2"	"283"	"27"	"1"	"1"	"4"	"1"	"0"	"0"	"475"	"0"	"1"	"476"	"0"
"142"	"119"	"397"	"9"	"75"	"103"	"1"	"5"	"8"	"4"	"9"	"9"	"620"	"0"	"20"	"640"	"0"
"143"	"120"	"123"	"9"	"511"	"88"	"4"	"4"	"11"	"11"	"14"	"7"	"782"	"0"	"29"	"811"	"0"
"144"	"121"	"217"	"10"	"242"	"127"	"5"	"6"	"9"	"6"	"10"	"7"	"639"	"0"	"10"	"649"	"0"
"145"	"122"	"91"	"5"	"295"	"90"	"1"	"2"	"7"	"6"	"10"	"8"	"515"	"0"	"8"	"523"	"0"
"146"	"123"	"194"	"4"	"128"	"81"	"2"	"3"	"12"	"9"	"21"	"9"	"463"	"0"	"22"	"485"	"0"
"147"	"124"	"114"	"6"	"246"	"108"	"4"	"11"	"16"	"10"	"33"	"15"	"563"	"0"	"32"	"595"	"0"
"148"	"125"	"155"	"1"	"77"	"16"	"0"	"2"	"6"	"1"	"1"	"2"	"261"	"0"	"9"	"270"	"0"
"149"	"126"	"183"	"13"	"57"	"18"	"2"	"3"	"3"	"4"	"1"	"3"	"287"	"0"	"4"	"291"	"0"
"150"	"127"	"151"	"6"	"312"	"72"	"2"	"3"	"20"	"5"	"12"	"5"	"588"	"0"	"16"	"604"	"0"
"151"	"128"	"221"	"18"	"162"	"187"	"0"	"5"	"6"	"9"	"23"	"7"	"638"	"0"	"15"	"653"	"0"
"152"	"129"	"77"	"4"	"255"	"236"	"4"	"3"	"5"	"12"	"15"	"7"	"618"	"0"	"13"	"631"	"0"
"153"	"130"	"189"	"8"	"81"	"17"	"2"	"2"	"2"	"2"	"5"	"3"	"311"	"0"	"4"	"315"	"0"
"154"	"131"	"163"	"4"	"73"	"69"	"2"	"0"	"1"	"3"	"6"	"1"	"322"	"0"	"13"	"335"	"0"
"155"	"132"	"284"	"28"	"181"	"199"	"6"	"8"	"12"	"17"	"22"	"9"	"766"	"0"	"34"	"800"	"0"
"156"	"133"	"62"	"7"	"233"	"23"	"1"	"2"	"3"	"1"	"11"	"4"	"347"	"0"	"11"	"358"	"0"
"157"	"134"	"137"	"8"	"141"	"61"	"3"	"2"	"3"	"5"	"8"	"1"	"369"	"0"	"2"	"371"	"0"
"158"	"135"	"335"	"12"	"78"	"27"	"1"	"3"	"4"	"1"	"3"	"5"	"469"	"0"	"4"	"473"	"0"
"159"	"136"	"99"	"3"	"285"	"90"	"6"	"2"	"9"	"5"	"10"	"5"	"514"	"0"	"11"	"525"	"0"
"160"	"137"	"335"	"13"	"214"	"117"	"3"	"5"	"23"	"17"	"15"	"9"	"751"	"0"	"19"	"770"	"0"
"161"	"138"	"150"	"6"	"162"	"67"	"3"	"6"	"6"	"8"	"15"	"5"	"428"	"0"	"12"	"440"	"0"
"162"	"139"	"176"	"7"	"88"	"123"	"7"	"7"	"29"	"8"	"24"	"12"	"481"	"0"	"30"	"511"	"0"
"163"	"140"	"308"	"10"	"224"	"63"	"4"	"8"	"16"	"1"	"10"	"9"	"653"	"0"	"13"	"666"	"0"
"164"	"141"	"86"	"3"	"143"	"14"	"0"	"0"	"0"	"4"	"5"	"2"	"257"	"0"	"11"	"268"	"0"
"165"	"142"	"316"	"11"	"245"	"21"	"4"	"4"	"7"	"8"	"13"	"8"	"637"	"0"	"38"	"675"	"0"
"166"	"143"	"233"	"5"	"198"	"57"	"6"	"1"	"5"	"4"	"18"	"7"	"534"	"0"	"15"	"549"	"0"
"167"	"144"	"237"	"7"	"183"	"33"	"2"	"1"	"16"	"3"	"5"	"4"	"491"	"0"	"14"	"505"	"0"
"168"	"145"	"234"	"5"	"206"	"44"	"0"	"3"	"15"	"7"	"9"	"3"	"526"	"0"	"34"	"560"	"0"
"169"	"146"	"181"	"17"	"173"	"25"	"7"	"3"	"14"	"5"	"10"	"4"	"439"	"0"	"24"	"463"	"0"
"170"	"147"	"193"	"2"	"64"	"76"	"3"	"1"	"5"	"1"	"8"	"4"	"357"	"0"	"6"	"363"	"0"
"171"	"148"	"160"	"12"	"454"	"95"	"6"	"3"	"13"	"11"	"31"	"6"	"791"	"0"	"33"	"824"	"0"
"172"	"149"	"104"	"2"	"211"	"24"	"1"	"4"	"4"	"5"	"7"	"4"	"366"	"0"	"12"	"378"	"0"
"173"	"150"	"245"	"15"	"157"	"119"	"2"	"13"	"15"	"9"	"23"	"9"	"607"	"0"	"18"	"625"	"0"
"174"	"151"	"122"	"2"	"115"	"129"	"10"	"7"	"12"	"15"	"26"	"15"	"453"	"0"	"28"	"481"	"0"
"175"	"152"	"141"	"5"	"214"	"36"	"2"	"2"	"4"	"6"	"11"	"49"	"470"	"0"	"6"	"476"	"0"
"176"	"153"	"164"	"2"	"120"	"11"	"0"	"0"	"3"	"0"	"6"	"0"	"306"	"0"	"4"	"310"	"0"
"177"	"154"	"315"	"7"	"89"	"67"	"0"	"9"	"16"	"11"	"13"	"6"	"533"	"0"	"21"	"554"	"0"
"178"	"155"	"200"	"8"	"425"	"121"	"8"	"5"	"7"	"12"	"16"	"10"	"812"	"0"	"17"	"829"	"0"
"179"	"156"	"214"	"14"	"262"	"39"	"3"	"8"	"10"	"4"	"20"	"7"	"581"	"0"	"21"	"602"	"0"
"180"	"157"	"91"	"2"	"152"	"96"	"3"	"3"	"6"	"6"	"17"	"8"	"384"	"0"	"9"	"393"	"0"
"181"	"158"	"89"	"6"	"522"	"34"	"1"	"0"	"3"	"3"	"4"	"0"	"662"	"0"	"5"	"667"	"0"
"182"	"159"	"125"	"7"	"200"	"187"	"2"	"1"	"8"	"10"	"17"	"1"	"558"	"0"	"16"	"574"	"0"
"183"	"160"	"199"	"11"	"231"	"53"	"6"	"5"	"15"	"10"	"20"	"7"	"557"	"0"	"16"	"573"	"0"
"184"	"161"	"257"	"7"	"137"	"368"	"9"	"17"	"30"	"25"	"27"	"4"	"881"	"0"	"38"	"919"	"0"
"185"	"162"	"151"	"3"	"127"	"225"	"7"	"3"	"5"	"7"	"13"	"2"	"543"	"0"	"9"	"552"	"0"
"186"	"163"	"57"	"9"	"361"	"58"	"1"	"6"	"6"	"9"	"15"	"8"	"530"	"0"	"20"	"550"	"0"
"187"	"164"	"262"	"9"	"220"	"175"	"10"	"11"	"13"	"21"	"29"	"17"	"767"	"0"	"22"	"789"	"0"
"188"	"165"	"216"	"9"	"199"	"136"	"1"	"6"	"2"	"5"	"8"	"2"	"584"	"0"	"2"	"586"	"0"
"189"	"166"	"280"	"9"	"171"	"190"	"8"	"6"	"17"	"21"	"19"	"27"	"748"	"0"	"7"	"755"	"0"
"190"	"167"	"89"	"3"	"109"	"140"	"4"	"9"	"1"	"19"	"17"	"2"	"393"	"0"	"16"	"409"	"0"
"191"	"168"	"203"	"8"	"101"	"43"	"2"	"4"	"8"	"5"	"8"	"10"	"392"	"0"	"18"	"410"	"0"
"192"	"169"	"128"	"3"	"125"	"216"	"6"	"4"	"7"	"9"	"16"	"4"	"518"	"0"	"8"	"526"	"0"
"193"	"170"	"112"	"5"	"140"	"160"	"4"	"1"	"5"	"23"	"26"	"6"	"482"	"0"	"21"	"503"	"0"
"194"	"171"	"158"	"3"	"46"	"32"	"0"	"2"	"2"	"3"	"4"	"1"	"251"	"0"	"12"	"263"	"0"
"195"	"172"	"73"	"2"	"85"	"38"	"0"	"0"	"2"	"1"	"3"	"1"	"205"	"0"	"4"	"209"	"0"
"196"	"173"	"80"	"5"	"167"	"120"	"3"	"1"	"3"	"6"	"3"	"3"	"391"	"0"	"9"	"400"	"0"
"197"	"174"	"219"	"10"	"110"	"56"	"0"	"0"	"7"	"6"	"7"	"6"	"421"	"0"	"10"	"431"	"0"
"198"	"175"	"94"	"6"	"406"	"76"	"2"	"4"	"10"	"10"	"19"	"7"	"634"	"0"	"22"	"656"	"0"
"199"	"176"	"201"	"10"	"215"	"71"	"3"	"6"	"21"	"11"	"13"	"8"	"559"	"0"	"17"	"576"	"0"
"200"	"177"	"97"	"3"	"221"	"105"	"2"	"2"	"0"	"2"	"2"	"1"	"435"	"0"	"3"	"438"	"0"
"201"	"178"	"282"	"5"	"155"	"16"	"2"	"2"	"6"	"4"	"13"	"5"	"490"	"0"	"18"	"508"	"0"
"202"	"179"	"129"	"1"	"115"	"18"	"1"	"0"	"4"	"2"	"6"	"2"	"278"	"0"	"4"	"282"	"0"
