"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"26"	"14"	"398"	"178"	"3"	"134"	"11"	"7"	"9"	"8"	"8"	"3"	"9"	"768"	"0"	"9"	"777"	"0"
"27"	"15"	"352"	"69"	"3"	"43"	"4"	"2"	"1"	"2"	"3"	"2"	"9"	"490"	"0"	"15"	"505"	"0"
"28"	"16"	"447"	"179"	"4"	"78"	"5"	"2"	"12"	"5"	"9"	"8"	"7"	"756"	"0"	"35"	"791"	"0"
"29"	"17"	"387"	"217"	"3"	"22"	"4"	"2"	"11"	"3"	"6"	"8"	"13"	"676"	"0"	"40"	"716"	"0"
"30"	"18"	"210"	"118"	"1"	"33"	"8"	"2"	"9"	"4"	"3"	"7"	"19"	"414"	"0"	"11"	"425"	"0"
"31"	"19"	"238"	"107"	"4"	"123"	"4"	"1"	"9"	"1"	"4"	"3"	"3"	"497"	"0"	"1"	"498"	"0"
"32"	"20"	"363"	"224"	"5"	"9"	"8"	"1"	"3"	"5"	"5"	"5"	"12"	"640"	"0"	"13"	"653"	"0"
"33"	"21"	"527"	"95"	"0"	"6"	"0"	"0"	"0"	"1"	"3"	"1"	"7"	"640"	"0"	"11"	"651"	"0"
"34"	"22"	"136"	"91"	"8"	"192"	"7"	"6"	"9"	"6"	"6"	"10"	"13"	"484"	"0"	"19"	"503"	"0"
"35"	"23"	"26"	"691"	"1"	"35"	"2"	"0"	"1"	"2"	"0"	"5"	"8"	"771"	"0"	"8"	"779"	"0"
"36"	"24"	"92"	"241"	"6"	"264"	"10"	"2"	"1"	"2"	"4"	"2"	"9"	"633"	"0"	"20"	"653"	"0"
"37"	"25"	"405"	"65"	"2"	"10"	"0"	"6"	"6"	"7"	"4"	"2"	"5"	"512"	"0"	"19"	"531"	"0"
"38"	"26"	"143"	"103"	"2"	"108"	"6"	"1"	"5"	"2"	"3"	"0"	"5"	"378"	"0"	"7"	"385"	"0"
"39"	"27"	"56"	"172"	"5"	"37"	"1"	"1"	"2"	"7"	"3"	"4"	"5"	"293"	"0"	"5"	"298"	"0"
"40"	"28"	"44"	"399"	"10"	"8"	"2"	"1"	"1"	"1"	"3"	"3"	"5"	"477"	"0"	"3"	"480"	"0"
"41"	"29"	"172"	"202"	"2"	"55"	"7"	"2"	"2"	"5"	"2"	"6"	"4"	"459"	"0"	"7"	"466"	"0"
"42"	"30"	"73"	"242"	"4"	"76"	"3"	"3"	"0"	"2"	"6"	"4"	"5"	"418"	"0"	"7"	"425"	"0"
"43"	"31"	"41"	"193"	"8"	"44"	"2"	"1"	"0"	"5"	"2"	"5"	"4"	"305"	"0"	"8"	"313"	"0"
"44"	"32"	"114"	"232"	"16"	"122"	"2"	"3"	"7"	"12"	"2"	"11"	"5"	"526"	"0"	"17"	"543"	"0"
"45"	"33"	"275"	"130"	"9"	"119"	"5"	"3"	"9"	"2"	"1"	"3"	"2"	"558"	"0"	"4"	"562"	"0"
"46"	"34"	"218"	"330"	"11"	"139"	"12"	"6"	"8"	"11"	"10"	"19"	"18"	"782"	"0"	"44"	"826"	"0"
"47"	"35"	"240"	"188"	"12"	"99"	"6"	"6"	"6"	"7"	"4"	"4"	"10"	"582"	"0"	"15"	"597"	"0"
"48"	"36"	"105"	"314"	"6"	"64"	"10"	"3"	"6"	"3"	"9"	"6"	"6"	"532"	"0"	"8"	"540"	"0"
"49"	"37"	"86"	"5"	"1"	"203"	"0"	"1"	"4"	"0"	"2"	"1"	"1"	"304"	"0"	"4"	"308"	"0"
"50"	"38"	"99"	"307"	"8"	"62"	"1"	"3"	"2"	"4"	"6"	"9"	"7"	"508"	"0"	"7"	"515"	"0"
"51"	"39"	"178"	"504"	"13"	"62"	"3"	"3"	"16"	"4"	"2"	"4"	"8"	"797"	"0"	"8"	"805"	"0"
"52"	"40"	"196"	"346"	"4"	"51"	"4"	"1"	"11"	"5"	"2"	"3"	"5"	"628"	"0"	"5"	"633"	"0"
"53"	"41"	"389"	"104"	"3"	"11"	"5"	"10"	"23"	"2"	"3"	"8"	"21"	"579"	"0"	"18"	"597"	"0"
"54"	"42"	"517"	"195"	"9"	"18"	"9"	"1"	"16"	"1"	"2"	"10"	"12"	"790"	"0"	"17"	"807"	"0"
"55"	"43"	"191"	"380"	"12"	"18"	"6"	"0"	"7"	"4"	"3"	"3"	"6"	"630"	"0"	"11"	"641"	"0"
"56"	"44"	"159"	"103"	"3"	"65"	"1"	"2"	"5"	"4"	"0"	"1"	"4"	"347"	"0"	"7"	"354"	"0"
"57"	"44A"	"148"	"85"	"3"	"70"	"0"	"2"	"2"	"2"	"2"	"2"	"2"	"318"	"0"	"7"	"325"	"0"
"58"	"45"	"83"	"240"	"6"	"191"	"7"	"6"	"4"	"7"	"9"	"7"	"6"	"566"	"0"	"9"	"575"	"0"
"59"	"46"	"125"	"369"	"2"	"66"	"2"	"4"	"3"	"2"	"3"	"1"	"3"	"580"	"0"	"4"	"584"	"0"
"60"	"47"	"112"	"244"	"6"	"81"	"1"	"1"	"1"	"3"	"3"	"7"	"5"	"464"	"0"	"5"	"469"	"0"
"61"	"48"	"119"	"270"	"9"	"99"	"12"	"8"	"7"	"4"	"3"	"5"	"2"	"538"	"0"	"5"	"543"	"0"
"62"	"49"	"120"	"312"	"12"	"76"	"4"	"0"	"7"	"9"	"9"	"11"	"8"	"568"	"0"	"12"	"580"	"0"
"63"	"50"	"161"	"241"	"7"	"53"	"3"	"6"	"8"	"7"	"11"	"10"	"17"	"524"	"0"	"19"	"543"	"0"
"64"	"51"	"52"	"42"	"3"	"290"	"2"	"3"	"6"	"1"	"2"	"0"	"0"	"401"	"0"	"2"	"403"	"0"
"65"	"52"	"69"	"332"	"5"	"11"	"10"	"0"	"1"	"2"	"3"	"1"	"5"	"439"	"0"	"7"	"446"	"0"
"66"	"52A"	"53"	"238"	"7"	"70"	"2"	"2"	"4"	"4"	"2"	"3"	"3"	"388"	"0"	"7"	"395"	"0"
"67"	"53"	"78"	"286"	"4"	"77"	"6"	"8"	"4"	"9"	"11"	"4"	"4"	"491"	"0"	"11"	"502"	"0"
"68"	"54"	"86"	"368"	"8"	"78"	"7"	"1"	"12"	"9"	"6"	"15"	"17"	"607"	"0"	"17"	"624"	"0"
"69"	"55"	"111"	"269"	"10"	"150"	"8"	"6"	"5"	"10"	"9"	"8"	"9"	"595"	"0"	"11"	"606"	"0"
"70"	"56"	"132"	"326"	"8"	"60"	"3"	"4"	"1"	"4"	"3"	"4"	"6"	"551"	"0"	"4"	"555"	"0"
"71"	"57"	"228"	"239"	"5"	"110"	"2"	"3"	"5"	"1"	"3"	"5"	"3"	"604"	"0"	"13"	"617"	"0"
"72"	"58"	"52"	"136"	"4"	"25"	"2"	"1"	"2"	"10"	"2"	"1"	"8"	"243"	"0"	"8"	"251"	"0"
"73"	"59"	"55"	"143"	"4"	"299"	"6"	"1"	"7"	"6"	"9"	"2"	"3"	"535"	"0"	"6"	"541"	"0"
"74"	"60"	"216"	"156"	"5"	"42"	"3"	"2"	"9"	"2"	"4"	"8"	"4"	"451"	"0"	"4"	"455"	"0"
"75"	"60A"	"174"	"165"	"10"	"48"	"4"	"1"	"10"	"1"	"3"	"3"	"9"	"428"	"0"	"10"	"438"	"0"
"76"	"61"	"90"	"116"	"3"	"136"	"9"	"1"	"3"	"3"	"5"	"3"	"6"	"375"	"0"	"13"	"388"	"0"
"77"	"62"	"94"	"3"	"0"	"55"	"1"	"0"	"8"	"0"	"2"	"1"	"0"	"164"	"0"	"1"	"165"	"0"
"78"	"63"	"26"	"40"	"6"	"78"	"6"	"1"	"2"	"5"	"6"	"4"	"2"	"176"	"0"	"12"	"188"	"0"
"79"	"64"	"49"	"183"	"3"	"314"	"14"	"6"	"8"	"8"	"13"	"5"	"10"	"613"	"0"	"19"	"632"	"0"
"80"	"65"	"25"	"163"	"13"	"218"	"4"	"5"	"2"	"5"	"14"	"1"	"2"	"452"	"0"	"7"	"459"	"0"
"81"	"66"	"208"	"158"	"10"	"51"	"7"	"5"	"8"	"8"	"3"	"11"	"21"	"490"	"0"	"23"	"513"	"0"
"82"	"66A"	"146"	"176"	"10"	"68"	"14"	"4"	"9"	"7"	"12"	"7"	"6"	"459"	"0"	"9"	"468"	"0"
"83"	"67"	"148"	"211"	"10"	"166"	"7"	"3"	"12"	"9"	"9"	"10"	"12"	"597"	"0"	"24"	"621"	"0"
"84"	"68"	"99"	"198"	"4"	"144"	"7"	"3"	"8"	"1"	"3"	"2"	"1"	"470"	"0"	"3"	"473"	"0"
"85"	"69"	"95"	"199"	"5"	"88"	"3"	"1"	"5"	"6"	"1"	"3"	"2"	"408"	"0"	"3"	"411"	"0"
"86"	"70"	"112"	"18"	"9"	"514"	"11"	"4"	"5"	"3"	"10"	"6"	"4"	"696"	"0"	"10"	"706"	"0"
"87"	"71"	"120"	"31"	"5"	"82"	"3"	"3"	"3"	"1"	"0"	"1"	"6"	"255"	"0"	"4"	"259"	"0"
"88"	"72"	"78"	"72"	"1"	"99"	"0"	"1"	"3"	"2"	"0"	"8"	"5"	"269"	"0"	"7"	"276"	"0"
"89"	"73"	"155"	"106"	"4"	"124"	"7"	"4"	"2"	"3"	"5"	"3"	"2"	"415"	"0"	"10"	"425"	"0"
"90"	"74"	"205"	"79"	"11"	"308"	"18"	"4"	"8"	"6"	"11"	"4"	"7"	"661"	"0"	"16"	"677"	"0"
"91"	"75"	"105"	"125"	"7"	"251"	"15"	"4"	"6"	"3"	"8"	"6"	"5"	"535"	"0"	"21"	"556"	"0"
"92"	"76"	"175"	"126"	"6"	"73"	"1"	"4"	"4"	"3"	"2"	"8"	"15"	"417"	"0"	"27"	"444"	"0"
"93"	"77"	"162"	"284"	"13"	"138"	"13"	"6"	"11"	"8"	"10"	"4"	"13"	"662"	"0"	"12"	"674"	"0"
"94"	"78"	"16"	"38"	"3"	"171"	"4"	"2"	"3"	"1"	"3"	"0"	"0"	"241"	"0"	"1"	"242"	"0"
"95"	"79"	"152"	"25"	"2"	"367"	"9"	"2"	"3"	"4"	"7"	"5"	"5"	"581"	"0"	"18"	"599"	"0"
"96"	"80"	"45"	"183"	"5"	"40"	"2"	"0"	"0"	"1"	"1"	"2"	"1"	"280"	"0"	"1"	"281"	"0"
"97"	"81"	"565"	"187"	"6"	"102"	"4"	"1"	"7"	"1"	"7"	"6"	"14"	"900"	"0"	"20"	"920"	"0"
"98"	"82"	"241"	"329"	"5"	"77"	"4"	"4"	"8"	"8"	"11"	"10"	"22"	"719"	"0"	"27"	"746"	"0"
"99"	"83"	"67"	"376"	"13"	"60"	"7"	"3"	"4"	"6"	"1"	"11"	"9"	"557"	"0"	"9"	"566"	"0"
"100"	"84"	"75"	"401"	"5"	"20"	"3"	"1"	"5"	"2"	"2"	"9"	"13"	"536"	"0"	"25"	"561"	"0"
"101"	"85"	"82"	"270"	"2"	"27"	"1"	"0"	"0"	"0"	"0"	"2"	"10"	"394"	"0"	"8"	"402"	"0"
"102"	"86"	"47"	"17"	"2"	"129"	"1"	"0"	"0"	"1"	"0"	"0"	"2"	"199"	"0"	"2"	"201"	"0"
"103"	"87"	"17"	"71"	"9"	"362"	"3"	"1"	"1"	"1"	"6"	"4"	"2"	"477"	"0"	"1"	"478"	"0"
"104"	"88"	"72"	"275"	"10"	"214"	"6"	"5"	"4"	"4"	"5"	"6"	"13"	"614"	"0"	"12"	"626"	"0"
"105"	"89"	"29"	"189"	"7"	"231"	"8"	"4"	"5"	"3"	"5"	"7"	"5"	"493"	"0"	"6"	"499"	"0"
"106"	"90"	"80"	"490"	"10"	"32"	"7"	"0"	"4"	"7"	"32"	"5"	"11"	"678"	"0"	"10"	"688"	"0"
"107"	"91"	"144"	"98"	"4"	"204"	"2"	"5"	"4"	"4"	"8"	"12"	"5"	"490"	"0"	"10"	"500"	"0"
"108"	"92"	"76"	"320"	"1"	"13"	"1"	"0"	"2"	"3"	"2"	"2"	"4"	"424"	"0"	"5"	"429"	"0"
"109"	"93"	"15"	"85"	"1"	"154"	"4"	"0"	"0"	"1"	"1"	"0"	"0"	"261"	"0"	"5"	"266"	"0"
"110"	"94"	"22"	"323"	"5"	"48"	"3"	"2"	"3"	"1"	"3"	"1"	"5"	"416"	"0"	"4"	"420"	"0"
"111"	"95"	"328"	"252"	"5"	"85"	"11"	"6"	"11"	"9"	"12"	"16"	"18"	"753"	"0"	"37"	"790"	"0"
"112"	"96"	"83"	"134"	"6"	"136"	"6"	"1"	"1"	"0"	"0"	"2"	"2"	"371"	"0"	"16"	"387"	"0"
"113"	"97"	"120"	"380"	"2"	"48"	"2"	"2"	"2"	"2"	"1"	"4"	"5"	"568"	"0"	"7"	"575"	"0"
"114"	"98"	"304"	"53"	"7"	"212"	"11"	"9"	"8"	"4"	"3"	"4"	"5"	"620"	"0"	"23"	"643"	"0"
"115"	"99"	"116"	"13"	"3"	"63"	"3"	"2"	"1"	"4"	"1"	"2"	"5"	"213"	"0"	"9"	"222"	"0"
"116"	"100"	"451"	"137"	"5"	"16"	"4"	"2"	"4"	"2"	"5"	"5"	"6"	"637"	"0"	"7"	"644"	"0"
"117"	"101"	"204"	"55"	"7"	"211"	"4"	"2"	"7"	"5"	"11"	"5"	"6"	"517"	"0"	"20"	"537"	"0"
"118"	"102"	"292"	"130"	"11"	"53"	"3"	"7"	"9"	"4"	"5"	"5"	"18"	"537"	"0"	"23"	"560"	"0"
"119"	"103"	"328"	"42"	"6"	"3"	"1"	"0"	"8"	"0"	"0"	"2"	"4"	"394"	"0"	"7"	"401"	"0"
"120"	"104"	"198"	"45"	"5"	"246"	"3"	"2"	"5"	"5"	"5"	"3"	"4"	"521"	"0"	"9"	"530"	"0"
"121"	"105"	"400"	"51"	"3"	"1"	"0"	"0"	"0"	"0"	"2"	"6"	"5"	"468"	"0"	"18"	"486"	"0"
"122"	"106"	"146"	"101"	"2"	"20"	"3"	"4"	"6"	"3"	"4"	"1"	"7"	"297"	"0"	"4"	"301"	"0"
"123"	"107"	"231"	"199"	"13"	"124"	"14"	"2"	"9"	"5"	"8"	"10"	"12"	"627"	"0"	"14"	"641"	"0"
"124"	"108"	"125"	"45"	"3"	"27"	"2"	"1"	"1"	"2"	"1"	"1"	"0"	"208"	"0"	"4"	"212"	"0"
"125"	"109"	"237"	"300"	"3"	"34"	"6"	"6"	"3"	"10"	"5"	"7"	"5"	"616"	"0"	"4"	"620"	"0"
"126"	"110"	"147"	"167"	"3"	"242"	"14"	"1"	"5"	"9"	"8"	"14"	"20"	"630"	"0"	"35"	"665"	"0"
"127"	"111"	"159"	"199"	"8"	"43"	"5"	"5"	"6"	"6"	"4"	"7"	"5"	"447"	"0"	"12"	"459"	"0"
"128"	"112"	"33"	"458"	"15"	"13"	"2"	"2"	"1"	"1"	"2"	"5"	"12"	"544"	"0"	"1"	"545"	"0"
"129"	"113"	"97"	"64"	"3"	"22"	"0"	"0"	"3"	"1"	"3"	"1"	"0"	"194"	"0"	"3"	"197"	"0"
"130"	"114"	"256"	"263"	"14"	"109"	"8"	"9"	"5"	"4"	"5"	"8"	"15"	"696"	"0"	"25"	"721"	"0"
"131"	"115"	"132"	"41"	"1"	"30"	"2"	"1"	"1"	"0"	"0"	"1"	"1"	"210"	"0"	"2"	"212"	"0"
"132"	"116"	"93"	"42"	"1"	"209"	"2"	"0"	"3"	"0"	"1"	"1"	"2"	"354"	"0"	"4"	"358"	"0"
"133"	"117"	"158"	"123"	"3"	"4"	"3"	"1"	"0"	"3"	"2"	"2"	"3"	"302"	"0"	"7"	"309"	"0"
"134"	"118"	"318"	"218"	"10"	"24"	"11"	"32"	"11"	"2"	"5"	"10"	"24"	"665"	"0"	"38"	"703"	"0"
"135"	"119"	"117"	"34"	"2"	"34"	"5"	"9"	"9"	"5"	"1"	"1"	"3"	"220"	"0"	"4"	"224"	"0"
"136"	"120"	"219"	"384"	"3"	"121"	"7"	"2"	"5"	"1"	"4"	"4"	"8"	"758"	"0"	"16"	"774"	"0"
"137"	"121"	"311"	"299"	"7"	"17"	"5"	"5"	"10"	"5"	"4"	"7"	"21"	"691"	"0"	"10"	"701"	"0"
"138"	"122"	"241"	"197"	"6"	"100"	"4"	"5"	"14"	"9"	"11"	"11"	"21"	"619"	"0"	"42"	"661"	"0"
"139"	"123"	"424"	"184"	"10"	"77"	"8"	"6"	"16"	"11"	"6"	"6"	"28"	"776"	"0"	"42"	"818"	"0"
"140"	"124"	"237"	"166"	"8"	"91"	"7"	"2"	"5"	"10"	"8"	"13"	"12"	"559"	"0"	"13"	"572"	"0"
"141"	"125"	"88"	"96"	"3"	"51"	"4"	"3"	"6"	"2"	"2"	"0"	"5"	"260"	"0"	"7"	"267"	"0"
"142"	"126"	"94"	"1"	"3"	"163"	"2"	"2"	"4"	"1"	"1"	"0"	"1"	"272"	"0"	"1"	"273"	"0"
"143"	"127"	"149"	"314"	"8"	"55"	"3"	"2"	"5"	"4"	"3"	"5"	"14"	"562"	"0"	"9"	"571"	"0"
"144"	"128"	"377"	"201"	"7"	"22"	"5"	"5"	"12"	"10"	"4"	"5"	"9"	"657"	"0"	"16"	"673"	"0"
"145"	"129"	"184"	"297"	"9"	"58"	"13"	"3"	"8"	"17"	"8"	"7"	"22"	"626"	"0"	"21"	"647"	"0"
"146"	"130"	"285"	"113"	"4"	"39"	"1"	"4"	"0"	"2"	"0"	"0"	"2"	"450"	"0"	"2"	"452"	"0"
"147"	"131"	"427"	"99"	"8"	"125"	"6"	"3"	"5"	"1"	"2"	"0"	"10"	"686"	"0"	"7"	"693"	"0"
"148"	"132"	"236"	"203"	"2"	"58"	"4"	"0"	"4"	"2"	"0"	"2"	"7"	"518"	"0"	"4"	"522"	"0"
"149"	"133"	"66"	"426"	"10"	"69"	"5"	"3"	"3"	"9"	"5"	"12"	"16"	"624"	"0"	"27"	"651"	"0"
"150"	"134"	"304"	"167"	"14"	"154"	"15"	"8"	"14"	"12"	"12"	"6"	"9"	"715"	"0"	"5"	"720"	"0"
"151"	"135"	"186"	"144"	"3"	"58"	"5"	"4"	"4"	"4"	"1"	"8"	"17"	"434"	"0"	"15"	"449"	"0"
"152"	"136"	"160"	"47"	"4"	"142"	"6"	"12"	"8"	"1"	"5"	"0"	"5"	"390"	"0"	"20"	"410"	"0"
"153"	"137"	"206"	"53"	"4"	"10"	"2"	"3"	"1"	"2"	"1"	"4"	"0"	"286"	"0"	"0"	"286"	"0"
"154"	"138"	"170"	"262"	"16"	"287"	"13"	"5"	"5"	"3"	"6"	"6"	"8"	"781"	"0"	"16"	"797"	"0"
"155"	"139"	"187"	"113"	"5"	"49"	"3"	"1"	"5"	"3"	"3"	"4"	"9"	"382"	"0"	"3"	"385"	"0"
"156"	"140"	"437"	"175"	"12"	"32"	"3"	"10"	"12"	"6"	"3"	"8"	"32"	"730"	"0"	"37"	"767"	"0"
"157"	"141"	"222"	"74"	"4"	"16"	"2"	"0"	"4"	"4"	"3"	"3"	"1"	"333"	"0"	"1"	"334"	"0"
"158"	"142"	"219"	"71"	"8"	"21"	"6"	"1"	"2"	"3"	"0"	"5"	"6"	"342"	"0"	"4"	"346"	"0"
"159"	"143"	"70"	"76"	"5"	"5"	"2"	"1"	"3"	"2"	"1"	"2"	"6"	"173"	"0"	"4"	"177"	"0"
"160"	"144"	"104"	"186"	"0"	"36"	"6"	"19"	"4"	"7"	"12"	"10"	"22"	"406"	"0"	"39"	"445"	"0"
"161"	"145"	"184"	"126"	"6"	"17"	"4"	"6"	"11"	"12"	"7"	"14"	"27"	"414"	"0"	"37"	"451"	"0"
"162"	"146"	"263"	"30"	"3"	"23"	"0"	"1"	"0"	"1"	"1"	"0"	"2"	"324"	"0"	"7"	"331"	"0"
"163"	"147"	"21"	"236"	"3"	"13"	"1"	"0"	"3"	"2"	"1"	"3"	"1"	"284"	"0"	"4"	"288"	"0"
"164"	"148"	"50"	"443"	"14"	"179"	"14"	"10"	"1"	"5"	"2"	"4"	"9"	"731"	"0"	"8"	"739"	"0"
"165"	"149"	"168"	"110"	"2"	"56"	"7"	"0"	"9"	"2"	"2"	"2"	"4"	"362"	"0"	"8"	"370"	"0"
"166"	"150"	"216"	"88"	"4"	"63"	"8"	"11"	"3"	"5"	"6"	"4"	"9"	"417"	"0"	"25"	"442"	"0"
"167"	"151"	"294"	"139"	"4"	"212"	"4"	"3"	"1"	"4"	"8"	"6"	"11"	"686"	"0"	"24"	"710"	"0"
"168"	"152"	"71"	"52"	"4"	"135"	"10"	"0"	"5"	"3"	"6"	"7"	"2"	"295"	"0"	"14"	"309"	"0"
"169"	"153"	"138"	"30"	"8"	"209"	"8"	"2"	"3"	"4"	"6"	"6"	"4"	"418"	"0"	"7"	"425"	"0"
"170"	"154"	"342"	"187"	"15"	"201"	"6"	"3"	"5"	"4"	"6"	"9"	"17"	"795"	"0"	"16"	"811"	"0"
"171"	"155"	"231"	"61"	"3"	"38"	"3"	"1"	"3"	"2"	"1"	"3"	"8"	"354"	"0"	"18"	"372"	"0"
"172"	"156"	"227"	"62"	"0"	"46"	"1"	"1"	"4"	"3"	"2"	"7"	"8"	"361"	"0"	"21"	"382"	"0"
"173"	"157"	"11"	"36"	"1"	"325"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"377"	"0"	"2"	"379"	"0"
"174"	"158"	"110"	"173"	"12"	"138"	"5"	"6"	"4"	"4"	"3"	"4"	"12"	"471"	"0"	"13"	"484"	"0"
"175"	"159"	"215"	"137"	"3"	"53"	"4"	"5"	"3"	"6"	"6"	"5"	"7"	"444"	"0"	"21"	"465"	"0"
"176"	"160"	"94"	"154"	"10"	"98"	"3"	"1"	"0"	"1"	"5"	"6"	"9"	"381"	"0"	"17"	"398"	"0"
"177"	"161"	"349"	"75"	"8"	"109"	"9"	"26"	"9"	"8"	"7"	"11"	"13"	"624"	"0"	"24"	"648"	"0"
"178"	"162"	"144"	"161"	"8"	"114"	"6"	"1"	"1"	"1"	"4"	"4"	"12"	"456"	"0"	"20"	"476"	"0"
"179"	"163"	"72"	"21"	"3"	"87"	"5"	"4"	"1"	"0"	"6"	"1"	"3"	"203"	"0"	"1"	"204"	"0"
"180"	"164"	"127"	"315"	"10"	"88"	"6"	"4"	"7"	"7"	"10"	"6"	"16"	"596"	"0"	"10"	"606"	"0"
"181"	"165"	"64"	"77"	"9"	"228"	"13"	"2"	"4"	"3"	"3"	"0"	"0"	"403"	"0"	"1"	"404"	"0"
"182"	"166"	"55"	"47"	"13"	"585"	"17"	"5"	"2"	"5"	"7"	"3"	"4"	"743"	"0"	"9"	"752"	"0"
"183"	"167"	"217"	"70"	"7"	"430"	"9"	"2"	"5"	"5"	"7"	"8"	"8"	"768"	"0"	"4"	"772"	"0"
"184"	"168"	"59"	"96"	"5"	"64"	"10"	"2"	"3"	"2"	"2"	"5"	"4"	"252"	"0"	"6"	"258"	"0"
"185"	"169"	"19"	"104"	"5"	"71"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"204"	"0"	"6"	"210"	"0"
"186"	"170"	"91"	"287"	"7"	"12"	"9"	"1"	"3"	"4"	"0"	"4"	"5"	"423"	"0"	"2"	"425"	"0"
"187"	"171"	"191"	"274"	"5"	"114"	"7"	"4"	"2"	"8"	"3"	"4"	"10"	"622"	"0"	"10"	"632"	"0"
"188"	"172"	"44"	"46"	"1"	"176"	"8"	"4"	"2"	"1"	"3"	"7"	"2"	"294"	"0"	"1"	"295"	"0"
"189"	"173"	"122"	"513"	"9"	"102"	"7"	"4"	"5"	"7"	"5"	"3"	"7"	"784"	"0"	"6"	"790"	"0"
"190"	"174"	"81"	"209"	"6"	"5"	"2"	"3"	"2"	"0"	"2"	"0"	"4"	"314"	"0"	"4"	"318"	"0"
"191"	"175"	"146"	"364"	"8"	"18"	"3"	"0"	"1"	"4"	"4"	"6"	"17"	"571"	"0"	"25"	"596"	"0"
