"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"
"17"	"5"	"245"	"36"	"2"	"23"	"2"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"3"	"2"	"6"	"2"	"0"	"1"	"0"	"1"	"328"	"0"	"1"	"329"	"0"
"18"	"6"	"11"	"129"	"8"	"169"	"4"	"1"	"3"	"1"	"3"	"0"	"2"	"2"	"13"	"2"	"11"	"11"	"3"	"1"	"1"	"4"	"1"	"0"	"380"	"0"	"2"	"382"	"0"
"19"	"7"	"98"	"169"	"4"	"50"	"2"	"0"	"0"	"32"	"1"	"1"	"1"	"0"	"3"	"2"	"1"	"3"	"1"	"1"	"2"	"0"	"1"	"0"	"372"	"0"	"1"	"373"	"0"
"20"	"8"	"12"	"133"	"40"	"272"	"4"	"7"	"0"	"4"	"2"	"1"	"0"	"6"	"7"	"7"	"34"	"10"	"0"	"3"	"3"	"6"	"2"	"0"	"553"	"0"	"5"	"558"	"0"
"21"	"9"	"94"	"123"	"23"	"88"	"2"	"6"	"1"	"12"	"2"	"0"	"3"	"2"	"8"	"5"	"17"	"6"	"4"	"3"	"2"	"0"	"3"	"3"	"407"	"0"	"2"	"409"	"0"
"22"	"10"	"61"	"97"	"20"	"83"	"3"	"1"	"2"	"3"	"0"	"0"	"0"	"1"	"11"	"5"	"12"	"14"	"3"	"2"	"1"	"4"	"1"	"2"	"326"	"0"	"0"	"326"	"0"
"23"	"11"	"25"	"278"	"4"	"105"	"4"	"1"	"1"	"3"	"1"	"0"	"0"	"1"	"3"	"2"	"11"	"4"	"4"	"4"	"3"	"2"	"1"	"1"	"458"	"0"	"2"	"460"	"0"
"24"	"12"	"9"	"218"	"7"	"82"	"2"	"0"	"0"	"2"	"0"	"0"	"1"	"2"	"5"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"331"	"0"	"0"	"331"	"0"
"25"	"13"	"67"	"84"	"26"	"459"	"9"	"4"	"2"	"14"	"2"	"0"	"1"	"2"	"1"	"1"	"2"	"0"	"0"	"0"	"1"	"2"	"4"	"0"	"681"	"0"	"1"	"682"	"0"
"26"	"14"	"60"	"54"	"1"	"4"	"0"	"0"	"0"	"26"	"0"	"0"	"0"	"0"	"2"	"1"	"4"	"8"	"2"	"2"	"1"	"1"	"0"	"1"	"167"	"0"	"1"	"168"	"0"
"27"	"15"	"24"	"211"	"4"	"80"	"9"	"0"	"1"	"3"	"1"	"2"	"7"	"3"	"8"	"6"	"12"	"0"	"10"	"13"	"3"	"14"	"1"	"5"	"417"	"0"	"7"	"424"	"0"
"28"	"16"	"232"	"8"	"0"	"23"	"1"	"0"	"0"	"8"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"281"	"0"	"2"	"283"	"0"
"29"	"17"	"41"	"205"	"0"	"53"	"3"	"3"	"0"	"7"	"3"	"2"	"3"	"3"	"8"	"4"	"16"	"9"	"4"	"1"	"3"	"0"	"1"	"1"	"370"	"0"	"1"	"371"	"0"
"30"	"18"	"318"	"27"	"1"	"43"	"0"	"1"	"1"	"4"	"1"	"0"	"0"	"0"	"2"	"2"	"0"	"0"	"15"	"1"	"0"	"2"	"0"	"3"	"421"	"0"	"3"	"424"	"0"
"31"	"19"	"169"	"126"	"37"	"168"	"5"	"2"	"3"	"3"	"1"	"1"	"4"	"6"	"8"	"4"	"12"	"9"	"3"	"4"	"0"	"2"	"0"	"2"	"569"	"0"	"8"	"577"	"0"
"32"	"20"	"540"	"1"	"0"	"12"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"557"	"0"	"2"	"559"	"0"
"33"	"21"	"13"	"363"	"5"	"83"	"4"	"5"	"1"	"7"	"1"	"2"	"2"	"1"	"3"	"2"	"6"	"5"	"0"	"4"	"1"	"1"	"1"	"1"	"511"	"0"	"3"	"514"	"0"
"34"	"22"	"11"	"298"	"3"	"82"	"2"	"2"	"1"	"3"	"0"	"2"	"2"	"0"	"3"	"4"	"13"	"5"	"3"	"2"	"2"	"0"	"1"	"0"	"439"	"0"	"1"	"440"	"0"
"35"	"23"	"20"	"380"	"6"	"85"	"3"	"0"	"1"	"5"	"1"	"1"	"1"	"0"	"4"	"0"	"10"	"2"	"1"	"1"	"1"	"3"	"0"	"1"	"526"	"0"	"4"	"530"	"0"
"36"	"24"	"140"	"7"	"0"	"44"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"194"	"0"	"0"	"194"	"0"
"37"	"25"	"60"	"204"	"3"	"107"	"2"	"2"	"0"	"6"	"2"	"1"	"4"	"1"	"3"	"2"	"9"	"5"	"3"	"2"	"0"	"1"	"2"	"0"	"419"	"0"	"2"	"421"	"0"
"38"	"26"	"90"	"64"	"15"	"218"	"12"	"2"	"2"	"5"	"3"	"0"	"3"	"2"	"9"	"5"	"2"	"6"	"3"	"1"	"1"	"6"	"2"	"1"	"452"	"0"	"3"	"455"	"0"
"39"	"27"	"132"	"290"	"54"	"152"	"2"	"3"	"2"	"8"	"1"	"3"	"1"	"3"	"11"	"8"	"11"	"13"	"1"	"12"	"2"	"0"	"4"	"3"	"716"	"0"	"2"	"718"	"0"
"40"	"28"	"53"	"105"	"26"	"66"	"1"	"2"	"1"	"4"	"0"	"0"	"1"	"0"	"2"	"0"	"2"	"4"	"1"	"0"	"0"	"0"	"0"	"1"	"269"	"0"	"3"	"272"	"0"
"41"	"29"	"35"	"108"	"3"	"191"	"4"	"5"	"1"	"7"	"1"	"2"	"2"	"1"	"14"	"4"	"7"	"12"	"1"	"1"	"1"	"4"	"1"	"0"	"405"	"0"	"4"	"409"	"0"
"42"	"30"	"127"	"184"	"39"	"185"	"6"	"6"	"2"	"35"	"4"	"1"	"4"	"7"	"9"	"11"	"14"	"6"	"5"	"7"	"1"	"2"	"2"	"8"	"665"	"0"	"3"	"668"	"0"
"43"	"31"	"39"	"19"	"2"	"130"	"1"	"3"	"0"	"5"	"3"	"3"	"2"	"1"	"5"	"4"	"1"	"5"	"5"	"4"	"0"	"3"	"1"	"1"	"237"	"0"	"2"	"239"	"0"
"44"	"32"	"24"	"225"	"56"	"162"	"2"	"2"	"2"	"8"	"0"	"1"	"2"	"0"	"2"	"1"	"4"	"5"	"1"	"8"	"1"	"2"	"1"	"1"	"510"	"0"	"4"	"514"	"0"
"45"	"33"	"30"	"145"	"5"	"220"	"5"	"1"	"3"	"8"	"1"	"1"	"4"	"2"	"9"	"4"	"3"	"12"	"2"	"5"	"0"	"4"	"1"	"1"	"466"	"0"	"8"	"474"	"0"
"46"	"34"	"175"	"204"	"3"	"46"	"3"	"2"	"2"	"4"	"5"	"0"	"1"	"2"	"6"	"6"	"15"	"25"	"5"	"5"	"1"	"2"	"1"	"4"	"517"	"0"	"5"	"522"	"0"
"47"	"35"	"52"	"160"	"4"	"143"	"4"	"4"	"1"	"3"	"1"	"0"	"1"	"1"	"4"	"1"	"14"	"3"	"2"	"3"	"1"	"3"	"2"	"0"	"407"	"0"	"0"	"407"	"0"
"48"	"36"	"107"	"285"	"11"	"91"	"4"	"4"	"0"	"9"	"2"	"0"	"1"	"0"	"10"	"7"	"15"	"11"	"8"	"9"	"2"	"3"	"3"	"4"	"586"	"0"	"5"	"591"	"0"
"49"	"37"	"15"	"185"	"7"	"258"	"5"	"7"	"1"	"3"	"1"	"1"	"1"	"4"	"9"	"2"	"2"	"6"	"1"	"9"	"2"	"1"	"1"	"1"	"522"	"0"	"2"	"524"	"0"
"50"	"38"	"26"	"213"	"5"	"214"	"5"	"5"	"2"	"9"	"3"	"3"	"4"	"1"	"16"	"10"	"7"	"11"	"0"	"2"	"0"	"2"	"0"	"0"	"538"	"0"	"4"	"542"	"0"
"51"	"39"	"35"	"228"	"15"	"428"	"3"	"1"	"3"	"6"	"2"	"1"	"1"	"0"	"9"	"1"	"1"	"2"	"9"	"12"	"1"	"11"	"3"	"3"	"775"	"0"	"3"	"778"	"0"
"52"	"40"	"16"	"118"	"0"	"253"	"7"	"2"	"0"	"2"	"2"	"0"	"0"	"3"	"12"	"5"	"2"	"11"	"2"	"2"	"3"	"5"	"0"	"2"	"447"	"0"	"5"	"452"	"0"
"53"	"41"	"7"	"190"	"58"	"269"	"3"	"0"	"0"	"0"	"2"	"0"	"2"	"0"	"1"	"3"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"538"	"0"	"0"	"538"	"0"
"54"	"42"	"129"	"139"	"5"	"75"	"5"	"3"	"2"	"5"	"2"	"2"	"3"	"2"	"9"	"8"	"8"	"24"	"1"	"1"	"0"	"0"	"0"	"0"	"423"	"0"	"0"	"423"	"0"
"55"	"43"	"115"	"127"	"7"	"107"	"4"	"2"	"0"	"2"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"3"	"0"	"1"	"1"	"3"	"0"	"3"	"380"	"0"	"1"	"381"	"0"
"56"	"44"	"124"	"135"	"47"	"80"	"6"	"2"	"0"	"3"	"2"	"5"	"3"	"0"	"19"	"11"	"15"	"39"	"3"	"13"	"9"	"7"	"5"	"2"	"530"	"0"	"7"	"537"	"0"
"57"	"45"	"74"	"362"	"6"	"169"	"8"	"0"	"3"	"11"	"0"	"3"	"3"	"3"	"5"	"5"	"4"	"6"	"1"	"2"	"2"	"0"	"0"	"2"	"669"	"0"	"0"	"669"	"0"
"58"	"46"	"44"	"148"	"3"	"141"	"5"	"2"	"0"	"2"	"1"	"2"	"4"	"4"	"7"	"5"	"6"	"8"	"5"	"6"	"0"	"7"	"2"	"0"	"402"	"0"	"2"	"404"	"0"
"59"	"47"	"95"	"195"	"6"	"290"	"2"	"1"	"3"	"6"	"1"	"0"	"4"	"4"	"16"	"5"	"10"	"14"	"7"	"7"	"3"	"16"	"4"	"2"	"691"	"0"	"4"	"695"	"0"
"60"	"48"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"61"	"49"	"120"	"234"	"10"	"209"	"10"	"2"	"4"	"1"	"1"	"1"	"2"	"1"	"3"	"5"	"3"	"5"	"5"	"3"	"1"	"7"	"3"	"0"	"630"	"0"	"3"	"633"	"0"
"62"	"50"	"16"	"19"	"5"	"175"	"11"	"9"	"2"	"1"	"2"	"1"	"5"	"1"	"9"	"1"	"80"	"13"	"4"	"3"	"1"	"1"	"3"	"2"	"364"	"0"	"0"	"364"	"0"
"63"	"51"	"50"	"95"	"4"	"168"	"2"	"1"	"0"	"7"	"0"	"0"	"2"	"1"	"2"	"4"	"10"	"7"	"2"	"5"	"1"	"4"	"1"	"0"	"366"	"0"	"0"	"366"	"0"
"64"	"52"	"10"	"27"	"20"	"277"	"3"	"3"	"0"	"9"	"3"	"1"	"10"	"5"	"20"	"15"	"67"	"10"	"3"	"5"	"3"	"5"	"3"	"4"	"503"	"0"	"17"	"520"	"0"
"65"	"53"	"15"	"156"	"5"	"37"	"2"	"0"	"0"	"2"	"0"	"0"	"3"	"1"	"0"	"3"	"2"	"4"	"5"	"3"	"0"	"1"	"1"	"3"	"243"	"0"	"2"	"245"	"0"
"66"	"54"	"2"	"36"	"1"	"214"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"5"	"3"	"0"	"2"	"0"	"0"	"0"	"3"	"0"	"0"	"271"	"0"	"0"	"271"	"0"
"67"	"55"	"2"	"76"	"2"	"126"	"3"	"1"	"1"	"2"	"0"	"1"	"1"	"0"	"8"	"0"	"3"	"3"	"0"	"2"	"0"	"1"	"1"	"0"	"233"	"0"	"2"	"235"	"0"
"68"	"56"	"7"	"111"	"4"	"218"	"0"	"4"	"0"	"0"	"1"	"3"	"3"	"8"	"12"	"5"	"22"	"2"	"1"	"4"	"2"	"0"	"5"	"0"	"412"	"0"	"1"	"413"	"0"
"69"	"57"	"22"	"169"	"18"	"121"	"3"	"2"	"2"	"7"	"3"	"1"	"4"	"4"	"11"	"6"	"6"	"8"	"0"	"3"	"4"	"5"	"2"	"1"	"402"	"0"	"6"	"408"	"0"
"70"	"58"	"20"	"169"	"7"	"94"	"4"	"0"	"0"	"2"	"0"	"0"	"3"	"0"	"3"	"1"	"4"	"3"	"3"	"3"	"6"	"1"	"1"	"0"	"324"	"0"	"2"	"326"	"0"
"71"	"59"	"17"	"192"	"0"	"71"	"3"	"0"	"0"	"4"	"0"	"0"	"1"	"1"	"5"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"298"	"0"	"1"	"299"	"0"
"72"	"60"	"41"	"329"	"1"	"101"	"3"	"2"	"0"	"2"	"0"	"2"	"2"	"3"	"5"	"5"	"8"	"3"	"0"	"1"	"0"	"1"	"3"	"0"	"512"	"0"	"2"	"514"	"0"
"73"	"61"	"392"	"112"	"39"	"75"	"0"	"0"	"0"	"6"	"0"	"0"	"1"	"0"	"3"	"1"	"4"	"5"	"2"	"0"	"0"	"0"	"1"	"0"	"641"	"0"	"0"	"641"	"0"
"74"	"62"	"36"	"81"	"10"	"236"	"5"	"5"	"1"	"2"	"0"	"0"	"8"	"1"	"5"	"1"	"5"	"6"	"2"	"8"	"1"	"3"	"0"	"0"	"416"	"0"	"3"	"419"	"0"
"75"	"63"	"26"	"151"	"5"	"117"	"2"	"0"	"0"	"6"	"0"	"0"	"1"	"0"	"3"	"1"	"4"	"4"	"1"	"1"	"0"	"0"	"0"	"1"	"323"	"0"	"4"	"327"	"0"
"76"	"64"	"275"	"64"	"3"	"124"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"4"	"2"	"2"	"3"	"0"	"0"	"9"	"4"	"0"	"0"	"495"	"0"	"3"	"498"	"0"
"77"	"65"	"172"	"108"	"2"	"34"	"1"	"1"	"4"	"3"	"1"	"0"	"3"	"2"	"5"	"3"	"5"	"10"	"6"	"2"	"2"	"0"	"1"	"1"	"366"	"0"	"2"	"368"	"0"
"78"	"66"	"88"	"89"	"13"	"109"	"6"	"4"	"3"	"17"	"1"	"1"	"1"	"0"	"11"	"5"	"6"	"8"	"2"	"7"	"1"	"3"	"1"	"0"	"376"	"0"	"4"	"380"	"0"
"79"	"67"	"74"	"202"	"19"	"184"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"3"	"8"	"2"	"11"	"4"	"1"	"6"	"1"	"3"	"9"	"1"	"539"	"0"	"1"	"540"	"0"
"80"	"68"	"67"	"167"	"2"	"70"	"1"	"0"	"0"	"3"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"2"	"0"	"1"	"2"	"1"	"0"	"0"	"319"	"0"	"1"	"320"	"0"
"81"	"69"	"33"	"238"	"9"	"101"	"3"	"2"	"1"	"10"	"1"	"2"	"1"	"2"	"2"	"4"	"7"	"14"	"4"	"1"	"1"	"2"	"1"	"0"	"439"	"0"	"3"	"442"	"0"
"82"	"69A"	"21"	"194"	"40"	"62"	"1"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"2"	"3"	"9"	"4"	"0"	"0"	"0"	"0"	"0"	"1"	"343"	"0"	"2"	"345"	"0"
"83"	"70"	"37"	"312"	"9"	"386"	"4"	"5"	"1"	"6"	"3"	"0"	"0"	"4"	"17"	"10"	"14"	"14"	"2"	"4"	"1"	"5"	"1"	"1"	"836"	"0"	"3"	"839"	"0"
"84"	"71"	"55"	"191"	"18"	"316"	"4"	"4"	"1"	"5"	"1"	"4"	"3"	"2"	"6"	"6"	"4"	"10"	"0"	"6"	"1"	"4"	"0"	"1"	"642"	"0"	"1"	"643"	"0"
"85"	"72"	"29"	"200"	"12"	"259"	"8"	"2"	"0"	"2"	"1"	"4"	"7"	"3"	"9"	"3"	"4"	"3"	"2"	"8"	"0"	"3"	"0"	"0"	"559"	"0"	"2"	"561"	"0"
"86"	"73"	"37"	"307"	"11"	"158"	"1"	"3"	"0"	"5"	"1"	"0"	"2"	"1"	"1"	"5"	"5"	"4"	"1"	"4"	"0"	"2"	"0"	"1"	"549"	"0"	"4"	"553"	"0"
"87"	"73A"	"46"	"159"	"2"	"122"	"1"	"1"	"1"	"0"	"0"	"0"	"3"	"2"	"2"	"3"	"2"	"8"	"0"	"0"	"1"	"0"	"0"	"1"	"354"	"0"	"2"	"356"	"0"
"88"	"74"	"80"	"309"	"33"	"32"	"2"	"0"	"2"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"8"	"7"	"7"	"1"	"0"	"0"	"5"	"1"	"490"	"0"	"6"	"496"	"0"
"89"	"75"	"71"	"128"	"113"	"130"	"11"	"3"	"0"	"2"	"1"	"0"	"0"	"5"	"3"	"3"	"3"	"4"	"3"	"4"	"5"	"6"	"1"	"1"	"497"	"0"	"4"	"501"	"0"
"90"	"76"	"64"	"89"	"2"	"11"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"7"	"6"	"9"	"3"	"0"	"1"	"1"	"0"	"196"	"0"	"1"	"197"	"0"
"91"	"77"	"29"	"164"	"21"	"346"	"7"	"3"	"1"	"7"	"1"	"0"	"2"	"9"	"20"	"12"	"30"	"10"	"1"	"3"	"4"	"5"	"1"	"0"	"676"	"0"	"7"	"683"	"0"
"92"	"78"	"124"	"16"	"1"	"34"	"1"	"2"	"1"	"2"	"0"	"1"	"1"	"1"	"1"	"1"	"4"	"7"	"5"	"2"	"0"	"2"	"1"	"2"	"209"	"0"	"2"	"211"	"0"
"93"	"79"	"236"	"149"	"9"	"76"	"3"	"1"	"3"	"4"	"2"	"2"	"1"	"1"	"4"	"4"	"6"	"10"	"14"	"2"	"0"	"1"	"0"	"0"	"528"	"0"	"2"	"530"	"0"
"94"	"80"	"37"	"90"	"4"	"11"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"3"	"3"	"2"	"3"	"0"	"0"	"0"	"160"	"0"	"1"	"161"	"0"
"95"	"81"	"352"	"9"	"7"	"35"	"2"	"1"	"2"	"6"	"0"	"0"	"1"	"0"	"2"	"1"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"427"	"0"	"2"	"429"	"0"
"96"	"82"	"135"	"58"	"0"	"31"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"1"	"3"	"4"	"5"	"1"	"0"	"1"	"0"	"0"	"245"	"0"	"3"	"248"	"0"
"97"	"83"	"46"	"185"	"4"	"55"	"0"	"0"	"0"	"3"	"1"	"0"	"3"	"1"	"6"	"1"	"5"	"5"	"3"	"3"	"2"	"4"	"3"	"2"	"332"	"0"	"3"	"335"	"0"
"98"	"84"	"123"	"28"	"0"	"6"	"1"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"1"	"0"	"4"	"4"	"2"	"1"	"0"	"1"	"0"	"1"	"177"	"0"	"0"	"177"	"0"
"99"	"85"	"8"	"330"	"7"	"54"	"2"	"0"	"1"	"2"	"1"	"0"	"2"	"2"	"2"	"2"	"7"	"5"	"5"	"1"	"0"	"0"	"1"	"1"	"433"	"0"	"2"	"435"	"0"
"100"	"86"	"15"	"243"	"2"	"139"	"3"	"2"	"2"	"2"	"0"	"0"	"1"	"1"	"6"	"0"	"6"	"0"	"4"	"8"	"1"	"3"	"1"	"0"	"439"	"0"	"4"	"443"	"0"
"101"	"87"	"160"	"62"	"3"	"186"	"5"	"1"	"0"	"3"	"1"	"1"	"5"	"1"	"2"	"1"	"2"	"3"	"2"	"2"	"1"	"2"	"1"	"0"	"444"	"0"	"1"	"445"	"0"
"102"	"88"	"130"	"183"	"0"	"51"	"1"	"3"	"1"	"6"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"2"	"0"	"0"	"1"	"1"	"2"	"385"	"0"	"4"	"389"	"0"
"103"	"89"	"240"	"78"	"24"	"121"	"0"	"1"	"0"	"3"	"2"	"3"	"2"	"1"	"8"	"0"	"1"	"8"	"1"	"3"	"3"	"3"	"0"	"1"	"503"	"0"	"7"	"510"	"0"
"104"	"90"	"296"	"77"	"3"	"79"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"9"	"5"	"1"	"0"	"2"	"1"	"1"	"478"	"0"	"5"	"483"	"0"
"105"	"91"	"40"	"235"	"2"	"82"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"8"	"35"	"4"	"13"	"7"	"0"	"3"	"0"	"1"	"0"	"1"	"441"	"0"	"1"	"442"	"0"
"106"	"92"	"68"	"68"	"37"	"178"	"1"	"0"	"2"	"0"	"0"	"3"	"2"	"1"	"13"	"4"	"9"	"14"	"2"	"2"	"0"	"1"	"1"	"0"	"406"	"0"	"1"	"407"	"0"
"107"	"93"	"50"	"150"	"81"	"331"	"12"	"8"	"2"	"7"	"5"	"0"	"8"	"7"	"25"	"12"	"18"	"16"	"8"	"3"	"1"	"8"	"1"	"0"	"753"	"0"	"7"	"760"	"0"
"108"	"94"	"52"	"280"	"3"	"84"	"3"	"1"	"0"	"1"	"1"	"0"	"2"	"1"	"1"	"1"	"7"	"2"	"1"	"3"	"4"	"1"	"0"	"0"	"448"	"0"	"1"	"449"	"0"
"109"	"95"	"90"	"188"	"5"	"52"	"2"	"2"	"0"	"1"	"2"	"1"	"1"	"2"	"9"	"9"	"7"	"15"	"4"	"2"	"1"	"0"	"1"	"0"	"394"	"0"	"1"	"395"	"0"
"110"	"96"	"25"	"106"	"101"	"116"	"1"	"3"	"0"	"4"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"3"	"4"	"6"	"2"	"0"	"0"	"373"	"0"	"1"	"374"	"0"
"111"	"97"	"99"	"196"	"8"	"68"	"2"	"1"	"3"	"2"	"2"	"1"	"2"	"4"	"3"	"0"	"5"	"6"	"3"	"2"	"7"	"1"	"5"	"0"	"420"	"0"	"5"	"425"	"0"
"112"	"98"	"89"	"195"	"29"	"94"	"5"	"6"	"3"	"9"	"2"	"5"	"7"	"37"	"9"	"7"	"8"	"10"	"1"	"3"	"3"	"1"	"2"	"4"	"529"	"0"	"0"	"529"	"0"
"113"	"99"	"157"	"135"	"3"	"105"	"0"	"2"	"0"	"3"	"1"	"1"	"0"	"4"	"4"	"1"	"2"	"3"	"0"	"4"	"0"	"2"	"2"	"0"	"429"	"0"	"0"	"429"	"0"
"114"	"100"	"26"	"304"	"19"	"174"	"4"	"3"	"2"	"8"	"5"	"4"	"7"	"13"	"10"	"7"	"2"	"18"	"4"	"6"	"4"	"10"	"7"	"1"	"638"	"0"	"8"	"646"	"0"
"115"	"101"	"20"	"306"	"5"	"103"	"0"	"0"	"2"	"6"	"0"	"1"	"1"	"2"	"2"	"3"	"4"	"5"	"1"	"1"	"1"	"4"	"0"	"0"	"467"	"0"	"3"	"470"	"0"
"116"	"102"	"19"	"137"	"78"	"141"	"4"	"2"	"2"	"7"	"0"	"1"	"3"	"4"	"4"	"4"	"8"	"5"	"0"	"4"	"16"	"4"	"0"	"0"	"443"	"0"	"3"	"446"	"0"
"117"	"103"	"38"	"53"	"4"	"60"	"6"	"0"	"1"	"4"	"0"	"0"	"4"	"2"	"7"	"2"	"1"	"11"	"6"	"7"	"2"	"5"	"1"	"0"	"214"	"0"	"6"	"220"	"0"
"118"	"104"	"137"	"330"	"4"	"196"	"5"	"7"	"0"	"1"	"0"	"0"	"2"	"2"	"5"	"9"	"8"	"19"	"5"	"4"	"7"	"4"	"1"	"2"	"748"	"0"	"1"	"749"	"0"
