"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"
"17"	"5"	"185"	"520"	"25"	"4"	"16"	"3"	"2"	"5"	"3"	"2"	"5"	"7"	"33"	"8"	"12"	"23"	"8"	"8"	"4"	"0"	"2"	"3"	"878"	"0"	"0"	"878"	"0"
"18"	"6"	"301"	"151"	"20"	"1"	"2"	"1"	"5"	"2"	"3"	"7"	"4"	"6"	"54"	"6"	"7"	"28"	"14"	"9"	"0"	"0"	"0"	"0"	"621"	"0"	"1"	"622"	"0"
"19"	"7"	"148"	"159"	"28"	"3"	"3"	"1"	"1"	"2"	"3"	"6"	"4"	"6"	"26"	"4"	"12"	"13"	"4"	"4"	"4"	"1"	"2"	"1"	"435"	"0"	"2"	"437"	"0"
"20"	"8"	"232"	"250"	"24"	"5"	"5"	"2"	"3"	"3"	"5"	"2"	"7"	"10"	"10"	"2"	"2"	"3"	"11"	"33"	"10"	"4"	"4"	"6"	"633"	"0"	"4"	"637"	"0"
"21"	"9"	"87"	"452"	"47"	"16"	"6"	"6"	"1"	"5"	"15"	"7"	"11"	"13"	"32"	"5"	"14"	"16"	"6"	"10"	"7"	"4"	"1"	"1"	"762"	"0"	"5"	"767"	"0"
"22"	"10"	"186"	"380"	"47"	"15"	"2"	"3"	"3"	"6"	"5"	"3"	"10"	"8"	"68"	"5"	"5"	"9"	"9"	"17"	"9"	"9"	"4"	"3"	"806"	"0"	"6"	"812"	"0"
"23"	"11"	"118"	"494"	"47"	"20"	"6"	"5"	"1"	"4"	"8"	"7"	"14"	"10"	"55"	"14"	"30"	"30"	"1"	"5"	"3"	"4"	"1"	"2"	"879"	"0"	"7"	"886"	"0"
"24"	"12"	"63"	"245"	"118"	"10"	"2"	"3"	"2"	"3"	"4"	"3"	"3"	"1"	"21"	"10"	"9"	"11"	"0"	"2"	"2"	"2"	"0"	"0"	"514"	"0"	"3"	"517"	"0"
"25"	"13"	"133"	"60"	"193"	"5"	"4"	"2"	"2"	"4"	"1"	"3"	"1"	"2"	"73"	"4"	"0"	"3"	"2"	"8"	"2"	"3"	"0"	"1"	"506"	"0"	"1"	"507"	"0"
"26"	"14"	"144"	"214"	"9"	"2"	"1"	"0"	"3"	"0"	"4"	"1"	"2"	"5"	"43"	"2"	"5"	"8"	"13"	"34"	"4"	"9"	"6"	"3"	"512"	"0"	"10"	"522"	"0"
"27"	"15"	"130"	"113"	"1"	"1"	"0"	"2"	"1"	"3"	"1"	"3"	"5"	"1"	"31"	"3"	"9"	"15"	"4"	"1"	"1"	"0"	"0"	"0"	"325"	"0"	"2"	"327"	"0"
"28"	"16"	"222"	"144"	"18"	"3"	"0"	"2"	"4"	"6"	"3"	"4"	"3"	"6"	"43"	"4"	"7"	"26"	"8"	"4"	"1"	"4"	"4"	"1"	"517"	"0"	"2"	"519"	"0"
"29"	"17"	"219"	"109"	"96"	"8"	"2"	"5"	"4"	"6"	"2"	"4"	"3"	"3"	"69"	"8"	"3"	"11"	"3"	"8"	"3"	"4"	"0"	"2"	"572"	"0"	"0"	"572"	"0"
"30"	"18"	"283"	"51"	"59"	"0"	"5"	"1"	"0"	"2"	"2"	"4"	"1"	"5"	"96"	"5"	"5"	"8"	"2"	"5"	"3"	"2"	"4"	"2"	"545"	"0"	"1"	"546"	"0"
"31"	"19"	"60"	"226"	"29"	"19"	"2"	"2"	"4"	"1"	"1"	"3"	"4"	"8"	"70"	"7"	"10"	"8"	"1"	"3"	"1"	"1"	"0"	"0"	"460"	"0"	"1"	"461"	"0"
"32"	"20"	"28"	"305"	"34"	"19"	"0"	"0"	"3"	"2"	"2"	"0"	"3"	"6"	"94"	"2"	"3"	"2"	"5"	"25"	"9"	"1"	"5"	"4"	"552"	"0"	"6"	"558"	"0"
"33"	"21"	"74"	"16"	"14"	"3"	"1"	"1"	"4"	"1"	"0"	"3"	"1"	"2"	"229"	"4"	"3"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"365"	"0"	"0"	"365"	"0"
"34"	"22"	"9"	"147"	"8"	"3"	"0"	"1"	"0"	"0"	"2"	"1"	"3"	"2"	"32"	"5"	"4"	"5"	"0"	"3"	"1"	"0"	"0"	"2"	"228"	"0"	"0"	"228"	"0"
"35"	"23"	"35"	"286"	"26"	"1"	"2"	"2"	"1"	"2"	"3"	"1"	"4"	"6"	"43"	"6"	"9"	"12"	"1"	"10"	"1"	"3"	"2"	"3"	"459"	"0"	"5"	"464"	"0"
"36"	"24"	"42"	"125"	"159"	"31"	"2"	"1"	"0"	"1"	"5"	"12"	"6"	"6"	"165"	"11"	"10"	"12"	"8"	"9"	"9"	"6"	"3"	"2"	"625"	"0"	"5"	"630"	"0"
"37"	"25"	"58"	"233"	"22"	"5"	"1"	"3"	"3"	"1"	"2"	"2"	"2"	"4"	"165"	"6"	"7"	"13"	"0"	"2"	"0"	"0"	"1"	"0"	"530"	"0"	"3"	"533"	"0"
"38"	"26"	"201"	"275"	"23"	"3"	"0"	"4"	"1"	"2"	"5"	"5"	"1"	"6"	"80"	"2"	"14"	"12"	"4"	"4"	"3"	"1"	"0"	"1"	"647"	"0"	"0"	"647"	"0"
"39"	"27"	"36"	"413"	"10"	"48"	"2"	"4"	"4"	"2"	"6"	"2"	"0"	"11"	"15"	"6"	"7"	"7"	"1"	"5"	"1"	"0"	"1"	"0"	"581"	"0"	"2"	"583"	"0"
"40"	"28"	"330"	"195"	"200"	"13"	"6"	"4"	"7"	"4"	"3"	"1"	"2"	"6"	"32"	"2"	"3"	"4"	"8"	"8"	"4"	"8"	"1"	"3"	"844"	"0"	"3"	"847"	"0"
"41"	"29"	"368"	"97"	"83"	"6"	"2"	"3"	"2"	"7"	"1"	"3"	"3"	"5"	"77"	"5"	"1"	"6"	"2"	"0"	"6"	"2"	"2"	"0"	"681"	"0"	"0"	"681"	"0"
"42"	"30"	"139"	"269"	"141"	"7"	"4"	"1"	"4"	"5"	"4"	"9"	"7"	"10"	"147"	"9"	"17"	"29"	"7"	"2"	"4"	"6"	"2"	"2"	"825"	"0"	"11"	"836"	"0"
"43"	"31"	"26"	"147"	"111"	"6"	"0"	"4"	"2"	"1"	"2"	"7"	"5"	"9"	"189"	"11"	"7"	"12"	"3"	"2"	"4"	"3"	"1"	"1"	"553"	"0"	"5"	"558"	"0"
"44"	"32"	"222"	"142"	"10"	"3"	"4"	"1"	"4"	"3"	"5"	"2"	"8"	"9"	"111"	"5"	"9"	"26"	"8"	"1"	"1"	"1"	"1"	"1"	"577"	"0"	"8"	"585"	"0"
"45"	"33"	"40"	"257"	"33"	"2"	"1"	"0"	"1"	"3"	"4"	"4"	"2"	"9"	"196"	"3"	"22"	"16"	"4"	"10"	"7"	"0"	"0"	"1"	"615"	"0"	"5"	"620"	"0"
"46"	"34"	"330"	"74"	"34"	"1"	"0"	"2"	"1"	"2"	"5"	"5"	"2"	"7"	"26"	"1"	"5"	"7"	"3"	"4"	"0"	"0"	"0"	"2"	"511"	"0"	"1"	"512"	"0"
"47"	"35"	"122"	"119"	"244"	"20"	"2"	"1"	"1"	"2"	"6"	"12"	"6"	"13"	"99"	"20"	"10"	"17"	"10"	"9"	"17"	"10"	"1"	"4"	"745"	"0"	"2"	"747"	"0"
"48"	"36"	"267"	"266"	"39"	"9"	"4"	"2"	"3"	"6"	"15"	"2"	"14"	"8"	"117"	"11"	"9"	"12"	"7"	"18"	"9"	"5"	"1"	"2"	"826"	"0"	"4"	"830"	"0"
"49"	"37"	"252"	"281"	"51"	"10"	"5"	"1"	"4"	"5"	"12"	"4"	"9"	"6"	"200"	"8"	"6"	"16"	"11"	"13"	"18"	"8"	"3"	"6"	"929"	"0"	"4"	"933"	"0"
"50"	"38"	"48"	"408"	"31"	"7"	"2"	"3"	"1"	"2"	"7"	"3"	"3"	"8"	"140"	"7"	"11"	"13"	"5"	"3"	"2"	"0"	"0"	"0"	"704"	"0"	"0"	"704"	"0"
"51"	"39"	"380"	"99"	"20"	"4"	"4"	"2"	"5"	"4"	"5"	"7"	"1"	"10"	"142"	"5"	"7"	"22"	"18"	"6"	"6"	"2"	"1"	"2"	"752"	"0"	"3"	"755"	"0"
"52"	"40"	"69"	"281"	"56"	"3"	"3"	"3"	"1"	"0"	"4"	"7"	"2"	"18"	"95"	"5"	"8"	"15"	"8"	"8"	"7"	"3"	"3"	"0"	"599"	"0"	"3"	"602"	"0"
"53"	"41"	"107"	"209"	"277"	"6"	"3"	"0"	"4"	"4"	"3"	"12"	"8"	"12"	"122"	"13"	"20"	"20"	"2"	"4"	"1"	"10"	"0"	"1"	"838"	"0"	"0"	"838"	"0"
"54"	"42"	"62"	"281"	"59"	"10"	"6"	"4"	"2"	"5"	"4"	"2"	"9"	"8"	"167"	"7"	"8"	"6"	"10"	"19"	"15"	"10"	"8"	"4"	"706"	"0"	"3"	"709"	"0"
"55"	"43"	"25"	"272"	"33"	"3"	"2"	"3"	"1"	"1"	"6"	"8"	"4"	"11"	"181"	"15"	"17"	"19"	"4"	"10"	"6"	"2"	"1"	"2"	"626"	"0"	"5"	"631"	"0"
"56"	"44"	"69"	"78"	"39"	"2"	"2"	"0"	"2"	"1"	"5"	"3"	"2"	"7"	"427"	"7"	"6"	"20"	"1"	"2"	"3"	"7"	"1"	"3"	"687"	"0"	"2"	"689"	"0"
"57"	"45"	"121"	"233"	"15"	"136"	"3"	"4"	"6"	"0"	"3"	"3"	"6"	"6"	"79"	"6"	"9"	"22"	"4"	"5"	"0"	"3"	"0"	"0"	"664"	"0"	"2"	"666"	"0"
"58"	"46"	"198"	"146"	"10"	"6"	"2"	"0"	"2"	"0"	"4"	"0"	"1"	"5"	"67"	"3"	"2"	"10"	"5"	"5"	"2"	"0"	"0"	"1"	"469"	"0"	"4"	"473"	"0"
"59"	"47"	"204"	"88"	"46"	"64"	"5"	"4"	"5"	"5"	"2"	"2"	"10"	"9"	"68"	"4"	"7"	"8"	"9"	"2"	"4"	"9"	"2"	"3"	"560"	"0"	"3"	"563"	"0"
"60"	"48"	"86"	"162"	"36"	"91"	"4"	"5"	"9"	"10"	"8"	"9"	"10"	"8"	"111"	"13"	"14"	"17"	"1"	"3"	"4"	"4"	"0"	"2"	"607"	"0"	"1"	"608"	"0"
"61"	"49"	"8"	"32"	"32"	"2"	"1"	"0"	"2"	"2"	"3"	"6"	"4"	"5"	"367"	"2"	"4"	"11"	"4"	"5"	"1"	"6"	"0"	"2"	"499"	"0"	"7"	"506"	"0"
"62"	"50"	"7"	"109"	"23"	"7"	"1"	"0"	"0"	"1"	"6"	"2"	"2"	"3"	"314"	"6"	"7"	"11"	"0"	"1"	"0"	"2"	"0"	"0"	"502"	"0"	"1"	"503"	"0"
"63"	"51"	"2"	"10"	"94"	"3"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"2"	"22"	"8"	"1"	"3"	"0"	"0"	"4"	"2"	"0"	"0"	"155"	"0"	"0"	"155"	"0"
"64"	"52"	"297"	"170"	"36"	"28"	"5"	"2"	"3"	"4"	"7"	"3"	"10"	"13"	"169"	"12"	"15"	"20"	"13"	"9"	"11"	"3"	"3"	"6"	"839"	"0"	"7"	"846"	"0"
"65"	"53"	"55"	"197"	"27"	"7"	"4"	"5"	"2"	"2"	"15"	"5"	"9"	"5"	"159"	"3"	"8"	"6"	"5"	"3"	"1"	"4"	"2"	"0"	"524"	"0"	"5"	"529"	"0"
"66"	"54"	"209"	"153"	"30"	"2"	"4"	"4"	"4"	"7"	"2"	"5"	"3"	"10"	"194"	"6"	"1"	"19"	"8"	"6"	"5"	"5"	"5"	"0"	"682"	"0"	"0"	"682"	"0"
"67"	"55"	"181"	"113"	"21"	"2"	"0"	"1"	"2"	"2"	"3"	"3"	"1"	"2"	"134"	"1"	"4"	"3"	"2"	"6"	"4"	"7"	"0"	"2"	"494"	"0"	"1"	"495"	"0"
"68"	"56"	"115"	"188"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"9"	"0"	"11"	"4"	"0"	"1"	"1"	"1"	"0"	"0"	"334"	"0"	"7"	"341"	"0"
"69"	"57"	"93"	"188"	"3"	"1"	"2"	"0"	"0"	"1"	"0"	"1"	"3"	"7"	"50"	"2"	"5"	"10"	"2"	"2"	"0"	"0"	"1"	"0"	"371"	"0"	"0"	"371"	"0"
"70"	"58"	"54"	"156"	"17"	"7"	"2"	"0"	"1"	"0"	"3"	"3"	"7"	"6"	"103"	"6"	"12"	"24"	"2"	"4"	"3"	"0"	"1"	"2"	"413"	"0"	"1"	"414"	"0"
"71"	"59"	"183"	"139"	"82"	"8"	"3"	"2"	"5"	"2"	"7"	"10"	"11"	"11"	"120"	"7"	"10"	"28"	"8"	"6"	"6"	"1"	"0"	"1"	"650"	"0"	"2"	"652"	"0"
"72"	"60"	"19"	"328"	"32"	"5"	"1"	"2"	"3"	"1"	"7"	"1"	"2"	"5"	"207"	"13"	"11"	"14"	"1"	"2"	"3"	"2"	"0"	"1"	"660"	"0"	"1"	"661"	"0"
"73"	"61"	"115"	"180"	"16"	"4"	"1"	"1"	"1"	"1"	"0"	"3"	"2"	"4"	"81"	"3"	"8"	"5"	"5"	"3"	"2"	"1"	"0"	"0"	"436"	"0"	"0"	"436"	"0"
"74"	"62"	"263"	"69"	"38"	"3"	"1"	"2"	"2"	"1"	"3"	"6"	"2"	"4"	"36"	"2"	"6"	"18"	"7"	"1"	"1"	"0"	"1"	"0"	"466"	"0"	"2"	"468"	"0"
"75"	"63"	"133"	"236"	"112"	"6"	"6"	"3"	"6"	"2"	"4"	"7"	"2"	"4"	"18"	"7"	"11"	"12"	"7"	"4"	"1"	"3"	"1"	"4"	"589"	"0"	"2"	"591"	"0"
"76"	"64"	"237"	"100"	"43"	"4"	"0"	"1"	"4"	"5"	"7"	"2"	"8"	"5"	"65"	"5"	"11"	"23"	"4"	"1"	"1"	"1"	"3"	"2"	"532"	"0"	"4"	"536"	"0"
"77"	"65"	"210"	"85"	"24"	"2"	"2"	"0"	"0"	"2"	"3"	"3"	"2"	"4"	"28"	"2"	"2"	"15"	"5"	"3"	"2"	"2"	"1"	"0"	"397"	"0"	"3"	"400"	"0"
"78"	"66"	"121"	"152"	"24"	"7"	"0"	"3"	"4"	"1"	"10"	"3"	"2"	"6"	"49"	"9"	"8"	"15"	"4"	"3"	"3"	"1"	"1"	"0"	"426"	"0"	"2"	"428"	"0"
"79"	"67"	"283"	"160"	"19"	"36"	"2"	"0"	"2"	"1"	"2"	"0"	"1"	"2"	"38"	"4"	"7"	"12"	"5"	"3"	"1"	"1"	"1"	"2"	"582"	"0"	"2"	"584"	"0"
"80"	"68"	"241"	"105"	"31"	"3"	"0"	"1"	"0"	"1"	"1"	"2"	"3"	"6"	"11"	"3"	"6"	"20"	"2"	"4"	"1"	"2"	"1"	"1"	"445"	"0"	"3"	"448"	"0"
"81"	"68A"	"66"	"212"	"94"	"7"	"1"	"0"	"5"	"1"	"1"	"9"	"3"	"8"	"21"	"11"	"14"	"19"	"0"	"4"	"2"	"2"	"1"	"0"	"481"	"0"	"3"	"484"	"0"
"82"	"69"	"295"	"89"	"76"	"8"	"1"	"3"	"4"	"3"	"4"	"8"	"6"	"10"	"15"	"7"	"8"	"12"	"4"	"0"	"2"	"3"	"3"	"1"	"562"	"0"	"5"	"567"	"0"
"83"	"70"	"155"	"196"	"83"	"19"	"1"	"1"	"2"	"1"	"8"	"1"	"5"	"7"	"26"	"6"	"10"	"9"	"3"	"1"	"2"	"0"	"2"	"2"	"540"	"0"	"0"	"540"	"0"
"84"	"71"	"162"	"70"	"24"	"4"	"1"	"3"	"3"	"1"	"2"	"1"	"5"	"6"	"138"	"4"	"4"	"18"	"2"	"2"	"1"	"2"	"0"	"0"	"453"	"0"	"1"	"454"	"0"
"85"	"72"	"143"	"166"	"20"	"4"	"0"	"0"	"1"	"1"	"2"	"3"	"5"	"1"	"73"	"4"	"2"	"1"	"5"	"5"	"4"	"5"	"4"	"4"	"453"	"0"	"3"	"456"	"0"
"86"	"72A"	"120"	"148"	"26"	"2"	"0"	"1"	"1"	"1"	"3"	"2"	"1"	"5"	"84"	"1"	"3"	"3"	"6"	"4"	"1"	"8"	"4"	"7"	"431"	"0"	"6"	"437"	"0"
"87"	"73"	"208"	"97"	"14"	"49"	"2"	"1"	"2"	"5"	"0"	"0"	"5"	"3"	"84"	"4"	"4"	"9"	"2"	"2"	"0"	"1"	"0"	"2"	"494"	"0"	"1"	"495"	"0"
"88"	"74"	"256"	"183"	"19"	"2"	"2"	"0"	"5"	"4"	"4"	"1"	"7"	"5"	"75"	"5"	"9"	"25"	"4"	"1"	"1"	"1"	"0"	"1"	"610"	"0"	"0"	"610"	"0"
"89"	"75"	"96"	"405"	"27"	"22"	"2"	"3"	"2"	"1"	"1"	"4"	"8"	"7"	"30"	"5"	"8"	"13"	"20"	"9"	"7"	"4"	"3"	"2"	"679"	"0"	"3"	"682"	"0"
"90"	"76"	"261"	"104"	"35"	"0"	"1"	"1"	"3"	"3"	"5"	"6"	"4"	"4"	"48"	"4"	"5"	"6"	"2"	"3"	"1"	"0"	"0"	"1"	"497"	"0"	"1"	"498"	"0"
"91"	"77"	"153"	"274"	"6"	"3"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"12"	"8"	"7"	"19"	"4"	"8"	"2"	"0"	"1"	"1"	"512"	"0"	"2"	"514"	"0"
"92"	"78"	"203"	"263"	"138"	"12"	"3"	"6"	"6"	"4"	"7"	"4"	"8"	"3"	"137"	"6"	"8"	"7"	"5"	"7"	"6"	"5"	"6"	"2"	"846"	"0"	"4"	"850"	"0"
"93"	"79"	"92"	"265"	"13"	"96"	"2"	"0"	"3"	"1"	"2"	"1"	"4"	"7"	"19"	"3"	"3"	"8"	"2"	"3"	"0"	"1"	"1"	"0"	"526"	"0"	"1"	"527"	"0"
"94"	"80"	"107"	"199"	"225"	"19"	"2"	"2"	"4"	"3"	"9"	"15"	"7"	"8"	"137"	"10"	"4"	"14"	"14"	"13"	"9"	"24"	"11"	"8"	"844"	"0"	"16"	"860"	"0"
"95"	"81"	"47"	"240"	"13"	"99"	"2"	"5"	"4"	"3"	"5"	"3"	"3"	"9"	"14"	"11"	"19"	"14"	"0"	"12"	"5"	"3"	"3"	"0"	"514"	"0"	"5"	"519"	"0"
"96"	"82"	"53"	"310"	"84"	"19"	"3"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"58"	"0"	"3"	"6"	"4"	"3"	"3"	"2"	"0"	"1"	"561"	"0"	"1"	"562"	"0"
"97"	"83"	"57"	"397"	"50"	"4"	"5"	"3"	"4"	"2"	"1"	"4"	"3"	"2"	"17"	"10"	"21"	"12"	"5"	"11"	"7"	"0"	"3"	"2"	"620"	"0"	"5"	"625"	"0"
"98"	"84"	"72"	"394"	"53"	"2"	"2"	"0"	"1"	"1"	"3"	"4"	"2"	"3"	"29"	"4"	"8"	"14"	"3"	"9"	"1"	"0"	"2"	"2"	"609"	"0"	"2"	"611"	"0"
"99"	"85"	"99"	"354"	"41"	"6"	"3"	"0"	"2"	"1"	"4"	"7"	"8"	"8"	"171"	"11"	"15"	"27"	"2"	"5"	"3"	"3"	"2"	"1"	"773"	"0"	"2"	"775"	"0"
"100"	"86"	"99"	"354"	"41"	"6"	"3"	"0"	"2"	"1"	"4"	"7"	"8"	"8"	"171"	"11"	"15"	"27"	"2"	"5"	"3"	"3"	"2"	"1"	"773"	"0"	"2"	"775"	"0"
"101"	"87"	"15"	"159"	"340"	"6"	"2"	"1"	"3"	"3"	"4"	"8"	"2"	"11"	"61"	"19"	"8"	"9"	"1"	"4"	"10"	"5"	"3"	"1"	"675"	"0"	"2"	"677"	"0"
"102"	"88"	"41"	"526"	"132"	"5"	"3"	"3"	"2"	"1"	"10"	"7"	"14"	"13"	"17"	"9"	"29"	"14"	"0"	"12"	"4"	"2"	"1"	"4"	"849"	"0"	"1"	"850"	"0"
"103"	"89"	"35"	"323"	"295"	"2"	"1"	"4"	"1"	"1"	"4"	"5"	"4"	"10"	"13"	"13"	"10"	"5"	"5"	"6"	"5"	"7"	"2"	"1"	"752"	"0"	"2"	"754"	"0"
"104"	"90"	"149"	"371"	"173"	"9"	"2"	"1"	"5"	"2"	"9"	"2"	"9"	"7"	"26"	"2"	"2"	"3"	"1"	"6"	"2"	"3"	"0"	"0"	"784"	"0"	"2"	"786"	"0"
"105"	"91"	"82"	"318"	"139"	"8"	"2"	"1"	"1"	"4"	"6"	"11"	"5"	"6"	"19"	"7"	"13"	"16"	"6"	"10"	"8"	"7"	"0"	"1"	"670"	"0"	"2"	"672"	"0"
"106"	"92"	"206"	"6"	"25"	"3"	"2"	"0"	"6"	"1"	"0"	"6"	"0"	"4"	"34"	"3"	"1"	"8"	"2"	"1"	"0"	"0"	"0"	"3"	"311"	"0"	"5"	"316"	"0"
"107"	"93"	"73"	"131"	"5"	"12"	"2"	"0"	"0"	"2"	"1"	"3"	"1"	"3"	"11"	"0"	"7"	"8"	"4"	"0"	"2"	"2"	"0"	"0"	"267"	"0"	"2"	"269"	"0"
"108"	"94"	"112"	"170"	"40"	"7"	"1"	"0"	"0"	"5"	"0"	"1"	"7"	"4"	"10"	"9"	"15"	"11"	"1"	"8"	"0"	"1"	"0"	"0"	"402"	"0"	"1"	"403"	"0"
"109"	"95"	"141"	"241"	"111"	"10"	"6"	"3"	"5"	"7"	"4"	"10"	"5"	"10"	"25"	"16"	"15"	"12"	"4"	"8"	"3"	"3"	"2"	"2"	"643"	"0"	"5"	"648"	"0"
"110"	"96"	"103"	"288"	"81"	"5"	"1"	"3"	"2"	"1"	"6"	"2"	"7"	"5"	"25"	"6"	"8"	"23"	"6"	"15"	"9"	"2"	"1"	"2"	"601"	"0"	"4"	"605"	"0"
"111"	"97"	"100"	"220"	"376"	"25"	"0"	"1"	"5"	"1"	"2"	"5"	"6"	"11"	"34"	"8"	"7"	"10"	"2"	"7"	"2"	"5"	"1"	"0"	"828"	"0"	"0"	"828"	"0"
"112"	"98"	"20"	"153"	"149"	"3"	"1"	"1"	"1"	"2"	"5"	"0"	"3"	"1"	"58"	"3"	"5"	"2"	"1"	"9"	"6"	"1"	"1"	"0"	"425"	"0"	"0"	"425"	"0"
"113"	"99"	"33"	"315"	"92"	"4"	"2"	"2"	"1"	"2"	"6"	"4"	"2"	"0"	"38"	"5"	"14"	"9"	"0"	"0"	"1"	"1"	"0"	"1"	"532"	"0"	"2"	"534"	"0"
"114"	"100"	"30"	"274"	"300"	"4"	"2"	"0"	"1"	"1"	"6"	"11"	"11"	"12"	"46"	"16"	"18"	"17"	"1"	"3"	"6"	"2"	"1"	"1"	"763"	"0"	"3"	"766"	"0"
"115"	"101"	"37"	"330"	"18"	"2"	"0"	"5"	"1"	"0"	"5"	"2"	"8"	"9"	"204"	"18"	"29"	"19"	"1"	"15"	"8"	"0"	"2"	"1"	"714"	"0"	"3"	"717"	"0"
"116"	"102"	"89"	"160"	"154"	"3"	"0"	"1"	"2"	"4"	"4"	"5"	"4"	"5"	"132"	"12"	"5"	"22"	"4"	"6"	"3"	"1"	"3"	"5"	"624"	"0"	"4"	"628"	"0"
"117"	"103"	"94"	"268"	"69"	"13"	"7"	"4"	"5"	"6"	"7"	"2"	"11"	"7"	"252"	"4"	"6"	"8"	"5"	"11"	"9"	"1"	"3"	"2"	"794"	"0"	"8"	"802"	"0"
"118"	"104"	"135"	"248"	"40"	"2"	"2"	"0"	"3"	"3"	"0"	"1"	"3"	"6"	"74"	"4"	"9"	"10"	"3"	"2"	"1"	"0"	"0"	"1"	"547"	"0"	"3"	"550"	"0"
