"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"
"19"	"7"	"20"	"30"	"113"	"2"	"3"	"1"	"2"	"3"	"481"	"6"	"0"	"4"	"1"	"2"	"3"	"10"	"6"	"3"	"0"	"690"	"0"	"3"	"693"	"0"
"20"	"8"	"15"	"1"	"193"	"3"	"0"	"1"	"2"	"6"	"384"	"6"	"3"	"3"	"6"	"2"	"2"	"5"	"5"	"1"	"5"	"643"	"0"	"2"	"645"	"0"
"21"	"9"	"14"	"10"	"113"	"3"	"1"	"0"	"0"	"6"	"366"	"4"	"2"	"0"	"2"	"3"	"1"	"7"	"1"	"2"	"2"	"537"	"0"	"1"	"538"	"0"
"22"	"10"	"27"	"5"	"225"	"3"	"5"	"1"	"2"	"13"	"627"	"6"	"2"	"3"	"4"	"10"	"5"	"15"	"8"	"3"	"6"	"970"	"0"	"12"	"982"	"0"
"23"	"11"	"29"	"11"	"501"	"17"	"5"	"3"	"1"	"9"	"265"	"4"	"5"	"3"	"2"	"5"	"3"	"9"	"5"	"4"	"15"	"896"	"0"	"7"	"903"	"0"
"24"	"12"	"23"	"13"	"147"	"5"	"4"	"0"	"2"	"5"	"485"	"9"	"3"	"3"	"3"	"6"	"4"	"25"	"3"	"2"	"6"	"748"	"0"	"5"	"753"	"0"
"25"	"13"	"99"	"2"	"46"	"24"	"3"	"2"	"1"	"16"	"373"	"9"	"10"	"5"	"6"	"7"	"10"	"32"	"9"	"1"	"1"	"656"	"0"	"3"	"659"	"0"
"26"	"14"	"168"	"1"	"26"	"3"	"3"	"3"	"3"	"14"	"283"	"4"	"5"	"5"	"1"	"4"	"2"	"38"	"24"	"4"	"4"	"595"	"0"	"3"	"598"	"0"
"27"	"15"	"13"	"41"	"45"	"1"	"2"	"4"	"3"	"8"	"368"	"6"	"4"	"1"	"4"	"2"	"6"	"36"	"0"	"1"	"0"	"545"	"0"	"1"	"546"	"0"
"28"	"16"	"37"	"2"	"132"	"8"	"1"	"6"	"5"	"14"	"480"	"10"	"6"	"8"	"3"	"4"	"10"	"30"	"2"	"0"	"2"	"760"	"0"	"2"	"762"	"0"
"29"	"17"	"45"	"3"	"109"	"6"	"3"	"1"	"2"	"5"	"412"	"5"	"2"	"5"	"10"	"13"	"5"	"35"	"5"	"5"	"3"	"674"	"0"	"10"	"684"	"0"
"30"	"18"	"44"	"3"	"76"	"17"	"3"	"3"	"2"	"9"	"650"	"1"	"4"	"1"	"1"	"1"	"3"	"4"	"5"	"1"	"3"	"831"	"0"	"3"	"834"	"0"
"31"	"19"	"93"	"4"	"137"	"2"	"2"	"1"	"3"	"15"	"262"	"4"	"3"	"4"	"4"	"5"	"4"	"11"	"4"	"2"	"2"	"562"	"0"	"2"	"564"	"0"
"32"	"20"	"184"	"7"	"10"	"0"	"1"	"2"	"0"	"16"	"303"	"4"	"6"	"2"	"2"	"8"	"7"	"18"	"17"	"0"	"1"	"588"	"0"	"3"	"591"	"0"
"33"	"21"	"11"	"0"	"273"	"3"	"2"	"1"	"2"	"4"	"124"	"0"	"2"	"1"	"1"	"10"	"3"	"9"	"2"	"2"	"13"	"463"	"0"	"4"	"467"	"0"
"34"	"22"	"93"	"2"	"38"	"3"	"1"	"3"	"2"	"21"	"557"	"13"	"3"	"2"	"2"	"4"	"6"	"12"	"4"	"1"	"0"	"767"	"0"	"2"	"769"	"0"
"35"	"23"	"154"	"12"	"291"	"6"	"1"	"1"	"2"	"7"	"414"	"12"	"1"	"4"	"4"	"3"	"3"	"12"	"7"	"3"	"10"	"947"	"0"	"6"	"953"	"0"
"36"	"24"	"52"	"3"	"121"	"4"	"1"	"2"	"4"	"9"	"380"	"3"	"3"	"4"	"5"	"5"	"8"	"14"	"5"	"2"	"0"	"625"	"0"	"1"	"626"	"0"
"37"	"25"	"155"	"15"	"74"	"24"	"11"	"6"	"7"	"18"	"550"	"9"	"12"	"3"	"6"	"6"	"2"	"5"	"11"	"2"	"3"	"919"	"0"	"4"	"923"	"0"
"38"	"26"	"77"	"2"	"23"	"4"	"0"	"1"	"4"	"6"	"213"	"1"	"1"	"2"	"2"	"0"	"3"	"7"	"5"	"1"	"1"	"353"	"0"	"1"	"354"	"0"
"39"	"27"	"299"	"11"	"183"	"5"	"1"	"2"	"1"	"1"	"89"	"3"	"2"	"1"	"1"	"5"	"5"	"19"	"38"	"10"	"20"	"696"	"0"	"15"	"711"	"0"
"40"	"28"	"193"	"2"	"8"	"120"	"7"	"6"	"3"	"4"	"142"	"12"	"2"	"0"	"7"	"4"	"2"	"25"	"12"	"2"	"3"	"554"	"0"	"2"	"556"	"0"
"41"	"29"	"28"	"2"	"280"	"4"	"4"	"3"	"0"	"0"	"104"	"3"	"3"	"2"	"6"	"17"	"5"	"6"	"2"	"1"	"5"	"475"	"0"	"3"	"478"	"0"
"42"	"30"	"7"	"2"	"17"	"3"	"1"	"0"	"0"	"11"	"541"	"6"	"5"	"1"	"1"	"2"	"2"	"6"	"1"	"2"	"0"	"608"	"0"	"0"	"608"	"0"
"43"	"31"	"97"	"5"	"9"	"8"	"6"	"4"	"4"	"18"	"614"	"3"	"10"	"3"	"4"	"8"	"2"	"33"	"17"	"6"	"5"	"856"	"0"	"6"	"862"	"0"
"44"	"32"	"18"	"1"	"148"	"4"	"0"	"4"	"5"	"9"	"227"	"5"	"5"	"6"	"9"	"8"	"10"	"37"	"3"	"2"	"0"	"501"	"0"	"3"	"504"	"0"
"45"	"33"	"146"	"4"	"20"	"65"	"1"	"2"	"3"	"7"	"247"	"6"	"3"	"2"	"2"	"4"	"1"	"10"	"8"	"2"	"1"	"534"	"0"	"4"	"538"	"0"
"46"	"34"	"12"	"1"	"41"	"13"	"0"	"1"	"2"	"5"	"333"	"5"	"5"	"3"	"2"	"5"	"5"	"14"	"2"	"0"	"1"	"450"	"0"	"2"	"452"	"0"
"47"	"35"	"14"	"20"	"253"	"4"	"4"	"4"	"5"	"12"	"371"	"9"	"4"	"3"	"6"	"20"	"10"	"23"	"5"	"1"	"4"	"772"	"0"	"4"	"776"	"0"
"48"	"36"	"29"	"1"	"241"	"8"	"4"	"3"	"2"	"5"	"168"	"2"	"2"	"1"	"2"	"8"	"6"	"7"	"2"	"3"	"2"	"496"	"0"	"3"	"499"	"0"
"49"	"37"	"19"	"8"	"203"	"4"	"0"	"1"	"2"	"10"	"243"	"3"	"4"	"3"	"2"	"4"	"4"	"9"	"2"	"1"	"2"	"524"	"0"	"1"	"525"	"0"
"50"	"38"	"11"	"2"	"206"	"10"	"2"	"1"	"2"	"2"	"157"	"3"	"1"	"1"	"1"	"1"	"2"	"3"	"0"	"3"	"19"	"427"	"0"	"3"	"430"	"0"
"51"	"39"	"71"	"5"	"152"	"9"	"3"	"7"	"3"	"14"	"428"	"13"	"4"	"2"	"1"	"12"	"4"	"26"	"3"	"0"	"6"	"763"	"0"	"3"	"766"	"0"
"52"	"40"	"137"	"2"	"17"	"0"	"3"	"0"	"3"	"4"	"254"	"4"	"0"	"0"	"4"	"1"	"1"	"11"	"14"	"1"	"2"	"458"	"0"	"2"	"460"	"0"
"53"	"41"	"91"	"1"	"54"	"2"	"1"	"0"	"5"	"7"	"253"	"6"	"1"	"2"	"4"	"3"	"4"	"6"	"5"	"0"	"0"	"445"	"0"	"2"	"447"	"0"
"54"	"42"	"280"	"9"	"29"	"8"	"2"	"1"	"6"	"9"	"402"	"7"	"6"	"6"	"2"	"6"	"5"	"22"	"5"	"5"	"3"	"813"	"0"	"5"	"818"	"0"
"55"	"43"	"226"	"0"	"12"	"3"	"0"	"0"	"7"	"4"	"213"	"7"	"4"	"1"	"3"	"5"	"5"	"14"	"10"	"0"	"2"	"516"	"0"	"0"	"516"	"0"
"56"	"44"	"174"	"3"	"16"	"5"	"2"	"3"	"2"	"13"	"358"	"9"	"5"	"3"	"7"	"4"	"4"	"7"	"9"	"0"	"0"	"624"	"0"	"0"	"624"	"0"
"57"	"45"	"110"	"7"	"25"	"9"	"0"	"2"	"2"	"4"	"284"	"0"	"2"	"1"	"2"	"0"	"2"	"3"	"1"	"0"	"0"	"454"	"0"	"1"	"455"	"0"
"58"	"46"	"75"	"0"	"40"	"3"	"0"	"1"	"1"	"3"	"183"	"3"	"1"	"1"	"0"	"0"	"0"	"5"	"12"	"2"	"7"	"337"	"0"	"7"	"344"	"0"
"59"	"47"	"188"	"9"	"87"	"5"	"3"	"4"	"7"	"13"	"350"	"12"	"7"	"4"	"9"	"2"	"3"	"19"	"2"	"5"	"4"	"733"	"0"	"2"	"735"	"0"
"60"	"48"	"47"	"4"	"19"	"2"	"0"	"1"	"1"	"13"	"536"	"10"	"0"	"3"	"2"	"2"	"2"	"11"	"4"	"4"	"1"	"662"	"0"	"4"	"666"	"0"
"61"	"49"	"47"	"152"	"7"	"3"	"0"	"2"	"2"	"6"	"140"	"9"	"6"	"2"	"2"	"1"	"5"	"8"	"3"	"2"	"2"	"399"	"0"	"4"	"403"	"0"
"62"	"50"	"31"	"2"	"87"	"5"	"4"	"1"	"3"	"19"	"621"	"13"	"5"	"3"	"6"	"5"	"7"	"26"	"2"	"1"	"0"	"841"	"0"	"3"	"844"	"0"
"63"	"51"	"38"	"1"	"20"	"8"	"3"	"0"	"1"	"12"	"428"	"7"	"4"	"2"	"3"	"6"	"2"	"15"	"6"	"1"	"3"	"560"	"0"	"10"	"570"	"0"
"64"	"52"	"40"	"2"	"98"	"5"	"2"	"1"	"3"	"17"	"531"	"8"	"9"	"1"	"2"	"4"	"3"	"10"	"6"	"2"	"0"	"744"	"0"	"4"	"748"	"0"
"65"	"53"	"51"	"4"	"28"	"2"	"2"	"2"	"1"	"17"	"688"	"9"	"4"	"3"	"1"	"1"	"3"	"1"	"3"	"0"	"1"	"821"	"0"	"1"	"822"	"0"
"66"	"54"	"2"	"4"	"188"	"7"	"0"	"0"	"0"	"7"	"183"	"5"	"1"	"1"	"5"	"11"	"1"	"12"	"1"	"0"	"7"	"435"	"0"	"3"	"438"	"0"
"67"	"55"	"12"	"5"	"285"	"5"	"1"	"1"	"2"	"10"	"459"	"6"	"3"	"2"	"2"	"5"	"8"	"16"	"3"	"2"	"4"	"831"	"0"	"2"	"833"	"0"
"68"	"56"	"54"	"6"	"322"	"9"	"3"	"0"	"3"	"8"	"194"	"6"	"4"	"4"	"8"	"9"	"8"	"17"	"5"	"0"	"4"	"664"	"0"	"6"	"670"	"0"
"69"	"56A"	"69"	"7"	"237"	"16"	"5"	"0"	"4"	"3"	"104"	"8"	"2"	"4"	"2"	"16"	"2"	"23"	"14"	"3"	"11"	"530"	"0"	"7"	"537"	"0"
"70"	"57"	"20"	"8"	"625"	"17"	"8"	"1"	"4"	"7"	"227"	"7"	"7"	"0"	"3"	"20"	"13"	"33"	"2"	"1"	"10"	"1013"	"0"	"4"	"1017"	"0"
"71"	"58"	"60"	"4"	"33"	"8"	"1"	"3"	"2"	"7"	"371"	"7"	"2"	"5"	"6"	"4"	"4"	"23"	"4"	"2"	"1"	"547"	"0"	"4"	"551"	"0"
"72"	"59"	"19"	"3"	"243"	"10"	"4"	"2"	"4"	"7"	"307"	"7"	"5"	"4"	"6"	"11"	"7"	"17"	"2"	"1"	"3"	"662"	"0"	"0"	"662"	"0"
"73"	"60"	"12"	"3"	"247"	"11"	"4"	"1"	"1"	"2"	"216"	"7"	"1"	"0"	"2"	"7"	"4"	"15"	"2"	"0"	"6"	"541"	"0"	"3"	"544"	"0"
"74"	"61"	"68"	"2"	"25"	"0"	"0"	"5"	"1"	"1"	"381"	"10"	"0"	"0"	"2"	"2"	"2"	"11"	"1"	"0"	"1"	"512"	"0"	"1"	"513"	"0"
"75"	"62"	"5"	"2"	"223"	"5"	"2"	"1"	"0"	"5"	"161"	"5"	"1"	"2"	"2"	"4"	"2"	"13"	"0"	"0"	"3"	"436"	"0"	"5"	"441"	"0"
"76"	"63"	"77"	"4"	"222"	"10"	"6"	"5"	"7"	"18"	"350"	"7"	"8"	"12"	"7"	"20"	"17"	"42"	"26"	"5"	"12"	"855"	"0"	"14"	"869"	"0"
"77"	"64"	"124"	"3"	"102"	"11"	"6"	"4"	"9"	"18"	"570"	"12"	"7"	"9"	"11"	"9"	"0"	"11"	"27"	"6"	"6"	"945"	"0"	"10"	"955"	"0"
"78"	"65"	"41"	"2"	"113"	"5"	"2"	"1"	"6"	"3"	"343"	"8"	"2"	"3"	"1"	"3"	"6"	"11"	"5"	"3"	"2"	"560"	"0"	"0"	"560"	"0"
"79"	"65A"	"16"	"9"	"118"	"6"	"1"	"2"	"2"	"4"	"177"	"4"	"1"	"0"	"2"	"6"	"3"	"13"	"3"	"2"	"5"	"374"	"0"	"1"	"375"	"0"
"80"	"66"	"73"	"8"	"223"	"6"	"2"	"1"	"3"	"6"	"212"	"3"	"8"	"6"	"4"	"6"	"0"	"9"	"5"	"2"	"3"	"580"	"0"	"1"	"581"	"0"
"81"	"66A"	"49"	"7"	"212"	"6"	"1"	"0"	"1"	"5"	"113"	"3"	"3"	"4"	"1"	"10"	"4"	"6"	"29"	"9"	"36"	"499"	"0"	"14"	"513"	"0"
"82"	"67"	"116"	"2"	"79"	"9"	"0"	"1"	"3"	"7"	"290"	"10"	"4"	"6"	"9"	"2"	"4"	"21"	"8"	"0"	"2"	"573"	"0"	"3"	"576"	"0"
"83"	"68"	"40"	"3"	"93"	"6"	"2"	"0"	"4"	"8"	"365"	"5"	"5"	"5"	"3"	"3"	"8"	"15"	"1"	"3"	"2"	"571"	"0"	"1"	"572"	"0"
"84"	"69"	"74"	"2"	"154"	"9"	"0"	"1"	"3"	"8"	"409"	"2"	"7"	"2"	"1"	"4"	"2"	"12"	"0"	"0"	"1"	"691"	"0"	"5"	"696"	"0"
"85"	"70"	"62"	"6"	"81"	"10"	"4"	"5"	"2"	"10"	"367"	"22"	"7"	"10"	"5"	"3"	"9"	"13"	"9"	"9"	"7"	"641"	"0"	"6"	"647"	"0"
"86"	"71"	"114"	"17"	"106"	"14"	"6"	"5"	"3"	"14"	"321"	"13"	"11"	"9"	"12"	"4"	"9"	"24"	"2"	"0"	"6"	"690"	"0"	"6"	"696"	"0"
"87"	"72"	"5"	"2"	"111"	"4"	"2"	"0"	"0"	"3"	"128"	"2"	"1"	"1"	"2"	"2"	"0"	"10"	"1"	"1"	"4"	"279"	"0"	"1"	"280"	"0"
"88"	"73"	"34"	"1"	"171"	"4"	"5"	"0"	"2"	"3"	"191"	"0"	"1"	"1"	"1"	"3"	"2"	"3"	"0"	"2"	"7"	"431"	"0"	"2"	"433"	"0"
"89"	"74"	"12"	"6"	"216"	"7"	"4"	"4"	"0"	"9"	"363"	"6"	"1"	"2"	"2"	"2"	"2"	"8"	"1"	"1"	"3"	"649"	"0"	"6"	"655"	"0"
"90"	"75"	"45"	"8"	"369"	"12"	"6"	"2"	"4"	"2"	"263"	"5"	"0"	"1"	"3"	"11"	"3"	"13"	"0"	"0"	"3"	"750"	"0"	"3"	"753"	"0"
"91"	"76"	"20"	"2"	"380"	"15"	"5"	"2"	"3"	"3"	"30"	"1"	"0"	"1"	"1"	"12"	"4"	"24"	"7"	"5"	"12"	"527"	"0"	"8"	"535"	"0"
"92"	"77"	"17"	"4"	"604"	"7"	"2"	"2"	"1"	"0"	"111"	"2"	"2"	"7"	"3"	"17"	"4"	"22"	"2"	"0"	"5"	"812"	"0"	"4"	"816"	"0"
"93"	"78"	"7"	"3"	"75"	"7"	"2"	"3"	"2"	"8"	"472"	"8"	"7"	"6"	"9"	"9"	"3"	"23"	"3"	"2"	"3"	"652"	"0"	"3"	"655"	"0"
"94"	"79"	"42"	"1"	"68"	"4"	"2"	"4"	"7"	"10"	"350"	"8"	"10"	"11"	"12"	"7"	"12"	"26"	"6"	"5"	"5"	"590"	"0"	"11"	"601"	"0"
"95"	"80"	"15"	"3"	"78"	"4"	"1"	"2"	"2"	"3"	"330"	"8"	"5"	"4"	"5"	"9"	"3"	"17"	"6"	"2"	"2"	"499"	"0"	"7"	"506"	"0"
"96"	"81"	"26"	"4"	"287"	"16"	"3"	"6"	"0"	"9"	"322"	"9"	"9"	"8"	"11"	"35"	"9"	"43"	"4"	"4"	"13"	"818"	"0"	"11"	"829"	"0"
"97"	"82"	"14"	"2"	"209"	"25"	"2"	"1"	"1"	"11"	"289"	"8"	"3"	"7"	"5"	"7"	"4"	"14"	"6"	"3"	"7"	"618"	"0"	"5"	"623"	"0"
"98"	"83"	"36"	"3"	"186"	"4"	"2"	"2"	"3"	"9"	"603"	"6"	"1"	"7"	"2"	"6"	"3"	"5"	"2"	"2"	"3"	"885"	"0"	"5"	"890"	"0"
"99"	"84"	"38"	"5"	"108"	"5"	"4"	"1"	"1"	"7"	"376"	"6"	"3"	"11"	"3"	"3"	"6"	"12"	"1"	"2"	"6"	"598"	"0"	"2"	"600"	"0"
"100"	"85"	"122"	"1"	"23"	"1"	"1"	"1"	"3"	"2"	"368"	"1"	"0"	"2"	"0"	"0"	"0"	"3"	"10"	"4"	"2"	"544"	"0"	"4"	"548"	"0"
"101"	"86"	"14"	"6"	"63"	"3"	"0"	"3"	"1"	"8"	"330"	"1"	"4"	"1"	"2"	"2"	"0"	"7"	"4"	"0"	"1"	"450"	"0"	"1"	"451"	"0"
"102"	"87"	"14"	"1"	"103"	"2"	"1"	"1"	"1"	"8"	"742"	"3"	"1"	"1"	"0"	"5"	"2"	"7"	"2"	"5"	"2"	"901"	"0"	"2"	"903"	"0"
"103"	"88"	"8"	"4"	"315"	"10"	"3"	"2"	"3"	"4"	"479"	"3"	"3"	"0"	"4"	"8"	"2"	"8"	"3"	"4"	"5"	"868"	"0"	"3"	"871"	"0"
"104"	"89"	"25"	"4"	"25"	"7"	"0"	"3"	"2"	"25"	"538"	"9"	"5"	"6"	"5"	"8"	"7"	"21"	"2"	"0"	"1"	"693"	"0"	"2"	"695"	"0"
"105"	"90"	"31"	"4"	"431"	"18"	"2"	"0"	"2"	"0"	"3"	"1"	"5"	"58"	"4"	"17"	"1"	"16"	"4"	"2"	"5"	"604"	"0"	"6"	"610"	"0"
"106"	"91"	"24"	"2"	"73"	"10"	"2"	"3"	"3"	"16"	"528"	"7"	"3"	"2"	"3"	"5"	"8"	"20"	"2"	"0"	"1"	"712"	"0"	"1"	"713"	"0"
"107"	"92"	"19"	"0"	"72"	"19"	"1"	"2"	"4"	"7"	"333"	"3"	"4"	"4"	"6"	"8"	"16"	"15"	"1"	"2"	"1"	"517"	"0"	"6"	"523"	"0"
"108"	"93"	"17"	"11"	"125"	"2"	"1"	"0"	"1"	"0"	"75"	"0"	"2"	"0"	"1"	"1"	"1"	"2"	"4"	"1"	"0"	"244"	"0"	"3"	"247"	"0"
"109"	"94"	"23"	"5"	"313"	"6"	"5"	"0"	"4"	"4"	"362"	"9"	"6"	"9"	"3"	"4"	"8"	"21"	"5"	"2"	"5"	"794"	"0"	"2"	"796"	"0"
"110"	"95"	"38"	"1"	"630"	"3"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	"1"	"0"	"2"	"4"	"4"	"2"	"689"	"0"	"0"	"689"	"0"
"111"	"96"	"69"	"16"	"341"	"4"	"0"	"0"	"1"	"7"	"296"	"1"	"3"	"1"	"1"	"6"	"1"	"5"	"4"	"0"	"6"	"762"	"0"	"0"	"762"	"0"
"112"	"97"	"43"	"5"	"85"	"8"	"4"	"3"	"5"	"21"	"602"	"14"	"6"	"7"	"5"	"7"	"5"	"23"	"4"	"0"	"3"	"850"	"0"	"6"	"856"	"0"
"113"	"98"	"10"	"0"	"139"	"4"	"3"	"0"	"1"	"2"	"212"	"1"	"0"	"1"	"1"	"0"	"3"	"4"	"2"	"0"	"0"	"383"	"0"	"4"	"387"	"0"
"114"	"99"	"11"	"3"	"247"	"12"	"2"	"1"	"2"	"8"	"250"	"2"	"1"	"3"	"2"	"9"	"3"	"14"	"0"	"0"	"2"	"572"	"0"	"0"	"572"	"0"
"115"	"100"	"50"	"0"	"292"	"4"	"2"	"1"	"3"	"4"	"341"	"2"	"1"	"3"	"3"	"7"	"4"	"9"	"2"	"0"	"4"	"732"	"0"	"0"	"732"	"0"
"116"	"101"	"110"	"4"	"91"	"7"	"0"	"2"	"4"	"2"	"293"	"9"	"5"	"3"	"6"	"2"	"6"	"21"	"5"	"0"	"1"	"571"	"0"	"4"	"575"	"0"
"117"	"102"	"111"	"1"	"42"	"8"	"3"	"2"	"1"	"3"	"296"	"2"	"3"	"3"	"5"	"1"	"6"	"18"	"4"	"0"	"0"	"509"	"0"	"0"	"509"	"0"
"118"	"103"	"15"	"7"	"291"	"4"	"2"	"1"	"2"	"3"	"167"	"2"	"2"	"6"	"3"	"5"	"2"	"0"	"3"	"2"	"3"	"520"	"0"	"2"	"522"	"0"
"119"	"104"	"16"	"8"	"196"	"7"	"3"	"1"	"3"	"7"	"327"	"3"	"2"	"5"	"0"	"7"	"3"	"9"	"7"	"2"	"3"	"609"	"0"	"5"	"614"	"0"
"120"	"105"	"31"	"1"	"72"	"4"	"4"	"1"	"3"	"19"	"626"	"11"	"3"	"7"	"5"	"4"	"14"	"24"	"1"	"1"	"1"	"832"	"0"	"4"	"836"	"0"
"121"	"106"	"24"	"4"	"119"	"6"	"2"	"3"	"4"	"6"	"646"	"5"	"4"	"5"	"8"	"5"	"7"	"7"	"11"	"10"	"4"	"880"	"0"	"28"	"908"	"0"
"122"	"107"	"21"	"0"	"179"	"3"	"1"	"0"	"2"	"10"	"369"	"6"	"2"	"2"	"1"	"2"	"4"	"5"	"2"	"0"	"5"	"614"	"0"	"0"	"614"	"0"
"123"	"108"	"9"	"3"	"106"	"5"	"2"	"2"	"0"	"6"	"280"	"2"	"4"	"1"	"1"	"3"	"1"	"10"	"30"	"10"	"4"	"479"	"0"	"10"	"489"	"0"
"124"	"109"	"14"	"10"	"102"	"32"	"3"	"2"	"2"	"11"	"217"	"9"	"2"	"4"	"3"	"5"	"4"	"23"	"5"	"7"	"9"	"464"	"0"	"8"	"472"	"0"
"125"	"110"	"9"	"30"	"142"	"14"	"2"	"0"	"1"	"9"	"176"	"4"	"0"	"5"	"4"	"8"	"6"	"34"	"0"	"0"	"1"	"445"	"0"	"2"	"447"	"0"
"126"	"111"	"40"	"2"	"52"	"6"	"1"	"0"	"1"	"2"	"199"	"2"	"1"	"1"	"1"	"2"	"0"	"2"	"2"	"2"	"4"	"320"	"0"	"7"	"327"	"0"
"127"	"112"	"17"	"2"	"71"	"191"	"8"	"1"	"6"	"13"	"219"	"9"	"4"	"11"	"11"	"3"	"9"	"32"	"7"	"1"	"2"	"617"	"0"	"6"	"623"	"0"
"128"	"113"	"13"	"6"	"54"	"8"	"0"	"2"	"2"	"11"	"374"	"8"	"1"	"4"	"3"	"3"	"1"	"1"	"5"	"6"	"2"	"504"	"0"	"7"	"511"	"0"
"129"	"114"	"13"	"1"	"13"	"0"	"2"	"0"	"0"	"9"	"376"	"7"	"2"	"1"	"2"	"0"	"0"	"21"	"1"	"2"	"1"	"451"	"0"	"1"	"452"	"0"
"130"	"115"	"48"	"2"	"126"	"62"	"6"	"8"	"5"	"19"	"413"	"16"	"7"	"7"	"5"	"5"	"5"	"8"	"7"	"3"	"5"	"757"	"0"	"7"	"764"	"0"
"131"	"116"	"11"	"3"	"422"	"1"	"1"	"2"	"1"	"2"	"153"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"0"	"600"	"0"	"1"	"601"	"0"
"132"	"117"	"15"	"5"	"442"	"13"	"2"	"2"	"3"	"8"	"115"	"5"	"4"	"3"	"5"	"17"	"10"	"17"	"1"	"3"	"6"	"676"	"0"	"4"	"680"	"0"
