"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"
"17"	"5"	"67"	"191"	"37"	"4"	"3"	"4"	"0"	"0"	"1"	"2"	"2"	"3"	"11"	"0"	"1"	"3"	"0"	"9"	"1"	"8"	"1"	"2"	"350"	"0"	"2"	"352"	"0"
"18"	"6"	"33"	"110"	"43"	"2"	"0"	"2"	"2"	"1"	"0"	"1"	"5"	"8"	"10"	"6"	"9"	"7"	"1"	"10"	"9"	"0"	"0"	"1"	"260"	"0"	"1"	"261"	"0"
"19"	"7"	"255"	"71"	"157"	"5"	"1"	"2"	"0"	"3"	"3"	"5"	"1"	"5"	"81"	"12"	"13"	"31"	"12"	"2"	"7"	"9"	"0"	"1"	"676"	"0"	"3"	"679"	"0"
"20"	"8"	"85"	"252"	"140"	"4"	"1"	"0"	"0"	"2"	"2"	"4"	"4"	"8"	"62"	"18"	"11"	"22"	"1"	"2"	"2"	"3"	"1"	"0"	"624"	"0"	"1"	"625"	"0"
"21"	"9"	"77"	"561"	"34"	"3"	"1"	"1"	"1"	"3"	"6"	"2"	"1"	"8"	"87"	"7"	"11"	"7"	"2"	"6"	"5"	"0"	"2"	"3"	"828"	"0"	"1"	"829"	"0"
"22"	"10"	"63"	"426"	"43"	"4"	"1"	"3"	"1"	"1"	"3"	"2"	"2"	"7"	"119"	"6"	"12"	"8"	"8"	"37"	"7"	"4"	"2"	"0"	"759"	"0"	"8"	"767"	"0"
"23"	"11"	"187"	"207"	"73"	"1"	"0"	"1"	"1"	"6"	"1"	"3"	"3"	"11"	"76"	"8"	"9"	"14"	"0"	"1"	"0"	"0"	"0"	"1"	"603"	"0"	"0"	"603"	"0"
"24"	"12"	"132"	"225"	"111"	"8"	"2"	"2"	"2"	"3"	"2"	"2"	"3"	"3"	"60"	"5"	"4"	"6"	"5"	"7"	"7"	"2"	"1"	"1"	"593"	"0"	"4"	"597"	"0"
"25"	"13"	"85"	"227"	"92"	"7"	"4"	"4"	"1"	"4"	"12"	"4"	"3"	"8"	"28"	"5"	"11"	"13"	"3"	"2"	"2"	"5"	"0"	"0"	"520"	"0"	"5"	"525"	"0"
"26"	"14"	"122"	"341"	"54"	"12"	"7"	"3"	"3"	"0"	"3"	"4"	"9"	"5"	"7"	"11"	"13"	"19"	"3"	"6"	"3"	"2"	"1"	"2"	"630"	"0"	"5"	"635"	"0"
"27"	"15"	"118"	"352"	"6"	"1"	"1"	"0"	"2"	"0"	"1"	"2"	"1"	"5"	"16"	"2"	"4"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"514"	"0"	"1"	"515"	"0"
"28"	"16"	"125"	"119"	"85"	"135"	"5"	"2"	"5"	"2"	"0"	"0"	"1"	"2"	"18"	"2"	"2"	"3"	"2"	"5"	"9"	"3"	"2"	"4"	"531"	"0"	"1"	"532"	"0"
"29"	"17"	"124"	"112"	"87"	"7"	"4"	"0"	"3"	"0"	"3"	"5"	"1"	"7"	"60"	"5"	"1"	"2"	"11"	"7"	"14"	"19"	"1"	"5"	"478"	"0"	"4"	"482"	"0"
"30"	"18"	"135"	"260"	"153"	"9"	"3"	"3"	"1"	"3"	"6"	"9"	"3"	"10"	"20"	"7"	"6"	"13"	"3"	"9"	"5"	"6"	"1"	"0"	"665"	"0"	"5"	"670"	"0"
"31"	"19"	"63"	"418"	"53"	"7"	"1"	"3"	"1"	"1"	"5"	"10"	"6"	"14"	"13"	"6"	"27"	"23"	"1"	"7"	"3"	"3"	"2"	"3"	"670"	"0"	"7"	"677"	"0"
"32"	"20"	"137"	"153"	"65"	"2"	"3"	"0"	"2"	"6"	"8"	"5"	"3"	"6"	"104"	"14"	"13"	"18"	"3"	"4"	"3"	"0"	"1"	"3"	"553"	"0"	"7"	"560"	"0"
"33"	"21"	"277"	"380"	"55"	"7"	"2"	"2"	"2"	"2"	"2"	"2"	"5"	"6"	"26"	"1"	"1"	"1"	"3"	"2"	"3"	"3"	"1"	"1"	"784"	"0"	"3"	"787"	"0"
"34"	"22"	"345"	"180"	"37"	"3"	"3"	"3"	"5"	"2"	"2"	"1"	"2"	"8"	"14"	"6"	"6"	"16"	"16"	"9"	"8"	"1"	"1"	"5"	"673"	"0"	"9"	"682"	"0"
"35"	"23"	"20"	"424"	"63"	"1"	"5"	"1"	"1"	"1"	"3"	"1"	"4"	"3"	"15"	"12"	"29"	"17"	"0"	"4"	"3"	"0"	"0"	"0"	"607"	"0"	"3"	"610"	"0"
"36"	"24"	"126"	"355"	"5"	"0"	"0"	"0"	"2"	"2"	"1"	"2"	"3"	"4"	"9"	"2"	"14"	"16"	"6"	"2"	"0"	"0"	"0"	"0"	"549"	"0"	"2"	"551"	"0"
"37"	"25"	"226"	"266"	"31"	"1"	"2"	"1"	"0"	"3"	"2"	"1"	"2"	"4"	"9"	"10"	"18"	"19"	"4"	"7"	"0"	"0"	"1"	"1"	"608"	"0"	"1"	"609"	"0"
"38"	"26"	"91"	"171"	"32"	"16"	"1"	"0"	"3"	"1"	"1"	"4"	"7"	"9"	"44"	"6"	"8"	"11"	"3"	"2"	"2"	"0"	"2"	"1"	"415"	"0"	"1"	"416"	"0"
"39"	"27"	"89"	"317"	"12"	"11"	"1"	"5"	"4"	"3"	"8"	"5"	"7"	"13"	"68"	"12"	"39"	"26"	"3"	"14"	"4"	"2"	"0"	"3"	"646"	"0"	"2"	"648"	"0"
"40"	"28"	"59"	"221"	"98"	"9"	"3"	"2"	"4"	"5"	"4"	"6"	"9"	"14"	"237"	"10"	"7"	"10"	"7"	"10"	"3"	"8"	"4"	"1"	"731"	"0"	"4"	"735"	"0"
"41"	"29"	"21"	"100"	"8"	"7"	"0"	"1"	"0"	"0"	"1"	"1"	"2"	"4"	"49"	"2"	"3"	"1"	"0"	"9"	"3"	"1"	"1"	"0"	"214"	"0"	"4"	"218"	"0"
"42"	"30"	"64"	"233"	"26"	"7"	"0"	"1"	"2"	"0"	"4"	"1"	"2"	"9"	"11"	"4"	"21"	"25"	"5"	"4"	"1"	"0"	"1"	"1"	"422"	"0"	"1"	"423"	"0"
"43"	"31"	"52"	"157"	"53"	"3"	"5"	"0"	"6"	"1"	"1"	"2"	"5"	"6"	"178"	"14"	"11"	"18"	"3"	"7"	"4"	"8"	"2"	"1"	"537"	"0"	"4"	"541"	"0"
"44"	"32"	"31"	"434"	"60"	"9"	"2"	"2"	"2"	"3"	"3"	"5"	"1"	"5"	"13"	"15"	"29"	"10"	"2"	"16"	"8"	"3"	"0"	"2"	"655"	"0"	"3"	"658"	"0"
"45"	"33"	"86"	"162"	"49"	"17"	"5"	"4"	"4"	"4"	"9"	"4"	"4"	"15"	"127"	"14"	"14"	"11"	"5"	"4"	"3"	"6"	"1"	"3"	"551"	"0"	"3"	"554"	"0"
"46"	"34"	"116"	"102"	"43"	"2"	"1"	"2"	"1"	"4"	"1"	"5"	"2"	"3"	"20"	"3"	"3"	"5"	"3"	"5"	"2"	"1"	"2"	"4"	"330"	"0"	"0"	"330"	"0"
"47"	"35"	"39"	"167"	"41"	"3"	"0"	"1"	"1"	"3"	"0"	"4"	"1"	"3"	"14"	"7"	"6"	"4"	"1"	"2"	"2"	"0"	"3"	"2"	"304"	"0"	"2"	"306"	"0"
"48"	"36"	"155"	"294"	"62"	"8"	"3"	"4"	"1"	"1"	"3"	"8"	"4"	"5"	"62"	"4"	"11"	"12"	"6"	"11"	"5"	"1"	"0"	"3"	"663"	"0"	"4"	"667"	"0"
"49"	"37"	"40"	"117"	"118"	"12"	"1"	"2"	"2"	"0"	"1"	"0"	"0"	"1"	"30"	"6"	"4"	"4"	"4"	"6"	"4"	"4"	"1"	"1"	"358"	"0"	"0"	"358"	"0"
"50"	"38"	"79"	"403"	"210"	"8"	"4"	"7"	"6"	"3"	"4"	"1"	"6"	"17"	"148"	"14"	"10"	"9"	"4"	"3"	"5"	"4"	"4"	"2"	"951"	"0"	"1"	"952"	"0"
"51"	"39"	"132"	"214"	"88"	"14"	"3"	"5"	"3"	"3"	"3"	"8"	"6"	"7"	"110"	"12"	"13"	"10"	"6"	"8"	"8"	"2"	"5"	"4"	"664"	"0"	"9"	"673"	"0"
"52"	"40"	"166"	"77"	"35"	"11"	"4"	"1"	"4"	"6"	"2"	"10"	"3"	"14"	"85"	"5"	"8"	"14"	"2"	"2"	"8"	"4"	"0"	"1"	"462"	"0"	"6"	"468"	"0"
"53"	"41"	"128"	"28"	"18"	"2"	"1"	"0"	"3"	"3"	"3"	"0"	"2"	"6"	"30"	"4"	"3"	"16"	"11"	"3"	"3"	"2"	"0"	"2"	"268"	"0"	"8"	"276"	"0"
"54"	"42"	"155"	"297"	"82"	"8"	"1"	"5"	"4"	"5"	"2"	"8"	"10"	"12"	"78"	"26"	"34"	"30"	"4"	"10"	"5"	"4"	"0"	"3"	"783"	"0"	"5"	"788"	"0"
"55"	"43"	"111"	"203"	"33"	"0"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"16"	"104"	"5"	"17"	"12"	"2"	"6"	"2"	"1"	"1"	"1"	"526"	"0"	"3"	"529"	"0"
"56"	"44"	"130"	"67"	"36"	"17"	"3"	"1"	"2"	"0"	"2"	"3"	"1"	"4"	"67"	"1"	"0"	"2"	"0"	"4"	"2"	"3"	"1"	"0"	"346"	"0"	"2"	"348"	"0"
"57"	"45"	"72"	"244"	"25"	"6"	"5"	"3"	"1"	"5"	"5"	"1"	"5"	"10"	"128"	"9"	"15"	"14"	"14"	"19"	"8"	"7"	"4"	"3"	"603"	"0"	"5"	"608"	"0"
"58"	"46"	"113"	"229"	"26"	"6"	"4"	"2"	"4"	"1"	"7"	"3"	"2"	"15"	"210"	"14"	"29"	"11"	"3"	"9"	"2"	"6"	"2"	"2"	"700"	"0"	"4"	"704"	"0"
"59"	"47"	"233"	"158"	"10"	"8"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"4"	"128"	"5"	"4"	"5"	"18"	"10"	"8"	"6"	"5"	"3"	"613"	"0"	"11"	"624"	"0"
"60"	"48"	"88"	"505"	"159"	"12"	"19"	"1"	"5"	"6"	"5"	"7"	"5"	"11"	"29"	"8"	"4"	"16"	"2"	"3"	"2"	"2"	"0"	"0"	"889"	"0"	"0"	"889"	"0"
"61"	"49"	"91"	"303"	"87"	"6"	"4"	"1"	"0"	"5"	"8"	"4"	"6"	"9"	"25"	"13"	"23"	"25"	"4"	"9"	"0"	"1"	"1"	"2"	"627"	"0"	"0"	"627"	"0"
"62"	"50"	"10"	"162"	"221"	"5"	"0"	"1"	"0"	"1"	"0"	"9"	"2"	"2"	"15"	"8"	"4"	"6"	"1"	"3"	"5"	"3"	"6"	"0"	"464"	"0"	"1"	"465"	"0"
"63"	"51"	"76"	"139"	"136"	"7"	"25"	"1"	"3"	"1"	"1"	"2"	"4"	"7"	"122"	"9"	"5"	"6"	"2"	"1"	"0"	"1"	"0"	"4"	"552"	"0"	"0"	"552"	"0"
"64"	"52"	"6"	"207"	"162"	"6"	"23"	"1"	"0"	"0"	"2"	"3"	"8"	"8"	"22"	"4"	"5"	"6"	"0"	"3"	"2"	"0"	"0"	"0"	"468"	"0"	"0"	"468"	"0"
"65"	"53"	"157"	"354"	"59"	"4"	"10"	"5"	"2"	"3"	"9"	"5"	"3"	"5"	"23"	"6"	"4"	"18"	"41"	"62"	"28"	"13"	"8"	"10"	"829"	"0"	"31"	"860"	"0"
"66"	"54"	"29"	"241"	"51"	"1"	"0"	"0"	"1"	"1"	"3"	"1"	"5"	"7"	"94"	"1"	"1"	"3"	"8"	"14"	"10"	"7"	"3"	"1"	"482"	"0"	"2"	"484"	"0"
"67"	"55"	"71"	"275"	"82"	"15"	"2"	"2"	"4"	"8"	"11"	"11"	"11"	"15"	"158"	"21"	"25"	"17"	"1"	"5"	"4"	"0"	"2"	"1"	"741"	"0"	"5"	"746"	"0"
"68"	"56"	"219"	"155"	"153"	"5"	"6"	"1"	"3"	"5"	"2"	"2"	"6"	"5"	"77"	"8"	"10"	"29"	"18"	"14"	"11"	"3"	"4"	"2"	"738"	"0"	"6"	"744"	"0"
"69"	"57"	"94"	"68"	"73"	"1"	"1"	"1"	"3"	"2"	"1"	"1"	"3"	"4"	"25"	"8"	"7"	"13"	"0"	"2"	"3"	"1"	"0"	"1"	"312"	"0"	"0"	"312"	"0"
"70"	"58"	"162"	"246"	"70"	"4"	"4"	"2"	"1"	"0"	"0"	"2"	"0"	"4"	"48"	"2"	"3"	"4"	"2"	"1"	"2"	"0"	"1"	"0"	"558"	"0"	"1"	"559"	"0"
"71"	"59"	"100"	"262"	"101"	"3"	"1"	"4"	"0"	"1"	"3"	"13"	"3"	"8"	"60"	"5"	"4"	"2"	"4"	"7"	"4"	"2"	"0"	"2"	"589"	"0"	"4"	"593"	"0"
"72"	"60"	"202"	"291"	"139"	"10"	"4"	"4"	"4"	"5"	"3"	"6"	"3"	"12"	"84"	"4"	"5"	"7"	"12"	"6"	"2"	"7"	"3"	"3"	"816"	"0"	"2"	"818"	"0"
"73"	"61"	"136"	"80"	"207"	"3"	"7"	"0"	"5"	"2"	"3"	"10"	"3"	"7"	"25"	"9"	"5"	"11"	"12"	"3"	"11"	"34"	"4"	"7"	"584"	"0"	"5"	"589"	"0"
"74"	"61A"	"68"	"52"	"234"	"4"	"83"	"3"	"1"	"2"	"1"	"4"	"2"	"3"	"30"	"2"	"1"	"3"	"16"	"5"	"14"	"31"	"9"	"6"	"574"	"0"	"7"	"581"	"0"
"75"	"62"	"169"	"192"	"75"	"8"	"10"	"3"	"16"	"6"	"9"	"14"	"14"	"29"	"87"	"15"	"21"	"64"	"10"	"6"	"9"	"4"	"1"	"4"	"766"	"0"	"7"	"773"	"0"
"76"	"63"	"215"	"82"	"395"	"8"	"5"	"3"	"5"	"6"	"6"	"17"	"3"	"8"	"59"	"25"	"3"	"23"	"1"	"1"	"2"	"5"	"1"	"1"	"874"	"0"	"2"	"876"	"0"
"77"	"64"	"97"	"229"	"62"	"30"	"2"	"0"	"3"	"8"	"2"	"4"	"3"	"4"	"64"	"5"	"7"	"13"	"1"	"0"	"2"	"0"	"0"	"2"	"538"	"0"	"3"	"541"	"0"
"78"	"65"	"22"	"182"	"15"	"1"	"1"	"0"	"0"	"2"	"0"	"0"	"2"	"4"	"125"	"2"	"9"	"5"	"0"	"1"	"1"	"0"	"0"	"0"	"372"	"0"	"0"	"372"	"0"
"79"	"66"	"140"	"266"	"140"	"12"	"0"	"2"	"5"	"6"	"3"	"8"	"2"	"10"	"31"	"10"	"12"	"23"	"12"	"4"	"7"	"2"	"2"	"2"	"699"	"0"	"2"	"701"	"0"
"80"	"67"	"81"	"319"	"61"	"21"	"1"	"3"	"2"	"5"	"3"	"7"	"7"	"4"	"103"	"9"	"7"	"9"	"3"	"3"	"2"	"0"	"4"	"0"	"654"	"0"	"3"	"657"	"0"
"81"	"68"	"81"	"55"	"176"	"16"	"2"	"0"	"2"	"2"	"2"	"8"	"2"	"5"	"19"	"10"	"6"	"15"	"3"	"1"	"5"	"3"	"1"	"4"	"418"	"0"	"3"	"421"	"0"
"82"	"69"	"177"	"143"	"84"	"51"	"0"	"2"	"2"	"3"	"1"	"4"	"5"	"2"	"16"	"8"	"4"	"17"	"2"	"1"	"1"	"1"	"0"	"0"	"524"	"0"	"0"	"524"	"0"
"83"	"70"	"123"	"111"	"102"	"6"	"2"	"0"	"2"	"3"	"1"	"3"	"6"	"4"	"54"	"7"	"14"	"19"	"3"	"4"	"4"	"2"	"3"	"0"	"473"	"0"	"3"	"476"	"0"
"84"	"71"	"64"	"142"	"83"	"121"	"2"	"2"	"3"	"5"	"3"	"5"	"5"	"8"	"192"	"11"	"7"	"9"	"1"	"3"	"4"	"3"	"4"	"2"	"679"	"0"	"3"	"682"	"0"
"85"	"72"	"197"	"14"	"153"	"56"	"1"	"2"	"4"	"0"	"2"	"10"	"0"	"5"	"66"	"14"	"5"	"19"	"8"	"1"	"1"	"3"	"0"	"0"	"561"	"0"	"1"	"562"	"0"
"86"	"73"	"144"	"158"	"172"	"20"	"5"	"5"	"2"	"3"	"3"	"6"	"3"	"8"	"33"	"16"	"10"	"18"	"8"	"2"	"11"	"10"	"1"	"2"	"640"	"0"	"6"	"646"	"0"
"87"	"74"	"299"	"122"	"74"	"0"	"4"	"3"	"1"	"3"	"6"	"5"	"2"	"14"	"42"	"6"	"9"	"33"	"15"	"2"	"1"	"0"	"0"	"0"	"641"	"0"	"5"	"646"	"0"
"88"	"75"	"357"	"27"	"43"	"3"	"7"	"4"	"5"	"5"	"4"	"10"	"2"	"13"	"138"	"8"	"3"	"10"	"7"	"1"	"2"	"6"	"2"	"1"	"658"	"0"	"3"	"661"	"0"
"89"	"76"	"542"	"55"	"42"	"3"	"0"	"1"	"3"	"3"	"2"	"2"	"0"	"5"	"57"	"0"	"2"	"1"	"7"	"2"	"1"	"1"	"2"	"2"	"733"	"0"	"1"	"734"	"0"
"90"	"77"	"430"	"78"	"89"	"3"	"1"	"3"	"4"	"4"	"3"	"8"	"7"	"10"	"135"	"8"	"16"	"38"	"14"	"3"	"3"	"5"	"6"	"5"	"873"	"0"	"3"	"876"	"0"
"91"	"78"	"221"	"89"	"53"	"1"	"2"	"1"	"3"	"0"	"4"	"4"	"1"	"6"	"184"	"1"	"3"	"7"	"4"	"2"	"1"	"1"	"1"	"0"	"589"	"0"	"1"	"590"	"0"
"92"	"79"	"42"	"129"	"5"	"4"	"0"	"2"	"1"	"2"	"1"	"0"	"1"	"8"	"292"	"1"	"3"	"4"	"1"	"0"	"1"	"0"	"1"	"1"	"499"	"0"	"2"	"501"	"0"
"93"	"80"	"100"	"39"	"47"	"3"	"6"	"1"	"10"	"3"	"2"	"14"	"8"	"12"	"71"	"7"	"10"	"29"	"5"	"2"	"2"	"5"	"1"	"4"	"381"	"0"	"4"	"385"	"0"
"94"	"81"	"30"	"154"	"86"	"3"	"2"	"2"	"2"	"1"	"0"	"5"	"2"	"6"	"46"	"8"	"9"	"13"	"2"	"6"	"2"	"0"	"0"	"2"	"381"	"0"	"2"	"383"	"0"
"95"	"82"	"94"	"139"	"92"	"1"	"10"	"3"	"5"	"4"	"8"	"6"	"13"	"5"	"39"	"9"	"13"	"16"	"5"	"4"	"4"	"1"	"0"	"1"	"472"	"0"	"0"	"472"	"0"
"96"	"83"	"68"	"148"	"51"	"11"	"1"	"3"	"5"	"3"	"2"	"7"	"9"	"11"	"124"	"12"	"6"	"13"	"1"	"2"	"1"	"3"	"1"	"1"	"483"	"0"	"0"	"483"	"0"
"97"	"84"	"92"	"49"	"191"	"2"	"2"	"1"	"1"	"2"	"1"	"12"	"4"	"2"	"111"	"13"	"7"	"12"	"1"	"5"	"3"	"3"	"0"	"2"	"516"	"0"	"1"	"517"	"0"
"98"	"85"	"61"	"43"	"193"	"11"	"0"	"3"	"2"	"0"	"1"	"1"	"0"	"2"	"110"	"8"	"4"	"6"	"8"	"3"	"2"	"2"	"3"	"2"	"465"	"0"	"1"	"466"	"0"
"99"	"86"	"88"	"214"	"91"	"12"	"42"	"8"	"6"	"5"	"8"	"8"	"6"	"13"	"55"	"12"	"9"	"18"	"6"	"14"	"10"	"4"	"6"	"3"	"638"	"0"	"6"	"644"	"0"
"100"	"87"	"42"	"181"	"147"	"4"	"29"	"4"	"3"	"1"	"1"	"10"	"0"	"6"	"35"	"7"	"9"	"19"	"3"	"3"	"6"	"6"	"2"	"2"	"520"	"0"	"4"	"524"	"0"
"101"	"88"	"52"	"272"	"8"	"1"	"1"	"0"	"1"	"0"	"1"	"2"	"0"	"3"	"4"	"0"	"0"	"2"	"1"	"2"	"1"	"0"	"0"	"0"	"351"	"0"	"0"	"351"	"0"
"102"	"89"	"242"	"257"	"51"	"9"	"6"	"2"	"6"	"3"	"4"	"4"	"5"	"18"	"41"	"4"	"20"	"35"	"4"	"0"	"6"	"2"	"1"	"2"	"722"	"0"	"4"	"726"	"0"
"103"	"90"	"172"	"281"	"41"	"30"	"10"	"3"	"2"	"3"	"7"	"2"	"5"	"3"	"21"	"4"	"3"	"9"	"3"	"1"	"2"	"3"	"0"	"2"	"607"	"0"	"0"	"607"	"0"
"104"	"91"	"61"	"201"	"70"	"11"	"16"	"1"	"2"	"4"	"5"	"6"	"1"	"7"	"172"	"7"	"9"	"7"	"3"	"27"	"6"	"2"	"1"	"1"	"620"	"0"	"7"	"627"	"0"
"105"	"92"	"223"	"218"	"94"	"28"	"6"	"1"	"3"	"1"	"2"	"10"	"5"	"9"	"9"	"15"	"10"	"10"	"8"	"11"	"3"	"11"	"2"	"2"	"681"	"0"	"3"	"684"	"0"
"106"	"93"	"110"	"273"	"37"	"3"	"8"	"1"	"0"	"0"	"4"	"2"	"5"	"7"	"103"	"5"	"6"	"17"	"4"	"3"	"1"	"0"	"0"	"0"	"589"	"0"	"1"	"590"	"0"
"107"	"94"	"36"	"252"	"100"	"2"	"2"	"1"	"4"	"5"	"4"	"10"	"0"	"5"	"12"	"3"	"7"	"4"	"12"	"8"	"9"	"6"	"3"	"0"	"485"	"0"	"7"	"492"	"0"
"108"	"95"	"46"	"238"	"89"	"4"	"2"	"3"	"4"	"10"	"6"	"8"	"10"	"12"	"74"	"13"	"14"	"16"	"6"	"8"	"1"	"7"	"11"	"3"	"585"	"0"	"9"	"594"	"0"
"109"	"96"	"260"	"299"	"45"	"4"	"4"	"1"	"4"	"4"	"2"	"5"	"6"	"3"	"37"	"14"	"16"	"18"	"3"	"10"	"4"	"1"	"0"	"4"	"744"	"0"	"2"	"746"	"0"
"110"	"97"	"177"	"108"	"196"	"33"	"9"	"1"	"3"	"1"	"4"	"5"	"5"	"9"	"60"	"12"	"13"	"17"	"2"	"8"	"7"	"5"	"2"	"2"	"679"	"0"	"1"	"680"	"0"
"111"	"98"	"37"	"114"	"5"	"5"	"0"	"0"	"2"	"0"	"3"	"3"	"2"	"5"	"207"	"3"	"9"	"11"	"6"	"9"	"0"	"2"	"0"	"2"	"425"	"0"	"9"	"434"	"0"
"112"	"99"	"99"	"157"	"5"	"45"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"4"	"39"	"1"	"5"	"1"	"0"	"3"	"1"	"0"	"0"	"0"	"362"	"0"	"0"	"362"	"0"
"113"	"100"	"176"	"145"	"1"	"1"	"0"	"1"	"2"	"0"	"0"	"2"	"0"	"1"	"12"	"0"	"0"	"3"	"2"	"0"	"1"	"0"	"0"	"1"	"348"	"0"	"0"	"348"	"0"
"114"	"101"	"131"	"111"	"5"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"3"	"4"	"29"	"2"	"4"	"10"	"6"	"5"	"3"	"0"	"0"	"1"	"317"	"0"	"1"	"318"	"0"
"115"	"102"	"123"	"176"	"19"	"5"	"3"	"3"	"0"	"0"	"4"	"2"	"2"	"8"	"54"	"3"	"7"	"16"	"1"	"15"	"0"	"0"	"1"	"1"	"443"	"0"	"3"	"446"	"0"
"116"	"103"	"51"	"287"	"24"	"6"	"2"	"6"	"2"	"6"	"8"	"2"	"5"	"13"	"75"	"6"	"21"	"21"	"3"	"7"	"4"	"0"	"0"	"0"	"549"	"0"	"4"	"553"	"0"
"117"	"104"	"58"	"148"	"16"	"11"	"2"	"2"	"1"	"5"	"8"	"3"	"6"	"9"	"212"	"7"	"15"	"17"	"4"	"3"	"2"	"3"	"1"	"0"	"533"	"0"	"3"	"536"	"0"
"118"	"105"	"56"	"64"	"10"	"3"	"0"	"0"	"1"	"1"	"3"	"3"	"5"	"7"	"123"	"3"	"5"	"7"	"3"	"1"	"3"	"2"	"1"	"1"	"302"	"0"	"1"	"303"	"0"
