"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"
"18"	"6"	"310"	"1"	"12"	"40"	"0"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"3"	"13"	"0"	"0"	"384"	"0"	"1"	"385"	"0"
"19"	"7"	"333"	"0"	"9"	"125"	"2"	"2"	"0"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"3"	"0"	"0"	"488"	"0"	"1"	"489"	"0"
"20"	"8"	"584"	"1"	"19"	"5"	"0"	"0"	"1"	"0"	"3"	"2"	"0"	"1"	"1"	"1"	"1"	"3"	"3"	"0"	"0"	"625"	"0"	"2"	"627"	"0"
"21"	"9"	"495"	"1"	"11"	"10"	"0"	"0"	"0"	"0"	"12"	"1"	"1"	"0"	"0"	"1"	"1"	"4"	"2"	"0"	"0"	"539"	"0"	"2"	"541"	"0"
"22"	"10"	"398"	"1"	"8"	"122"	"1"	"1"	"0"	"1"	"15"	"2"	"1"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	"554"	"0"	"1"	"555"	"0"
"23"	"11"	"327"	"3"	"6"	"7"	"0"	"0"	"0"	"0"	"9"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"9"	"0"	"1"	"366"	"0"	"0"	"366"	"0"
"24"	"11A"	"261"	"1"	"16"	"37"	"1"	"0"	"0"	"0"	"10"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"5"	"0"	"0"	"334"	"0"	"3"	"337"	"0"
"25"	"12"	"432"	"1"	"9"	"80"	"5"	"0"	"0"	"1"	"6"	"1"	"3"	"1"	"1"	"0"	"1"	"7"	"15"	"0"	"1"	"564"	"0"	"1"	"565"	"0"
"26"	"13"	"176"	"0"	"32"	"383"	"6"	"0"	"1"	"0"	"19"	"0"	"1"	"1"	"0"	"1"	"0"	"3"	"1"	"0"	"2"	"626"	"0"	"1"	"627"	"0"
"27"	"14"	"77"	"1"	"7"	"468"	"3"	"1"	"2"	"0"	"6"	"2"	"5"	"4"	"9"	"5"	"2"	"4"	"2"	"1"	"0"	"599"	"0"	"10"	"609"	"0"
"28"	"15"	"313"	"11"	"24"	"484"	"6"	"0"	"0"	"0"	"15"	"2"	"0"	"0"	"4"	"2"	"1"	"4"	"9"	"1"	"4"	"880"	"0"	"15"	"895"	"0"
"29"	"16"	"61"	"1"	"26"	"311"	"3"	"0"	"0"	"2"	"4"	"2"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"414"	"0"	"2"	"416"	"0"
"30"	"17"	"92"	"2"	"38"	"520"	"3"	"1"	"0"	"0"	"18"	"2"	"1"	"5"	"2"	"4"	"1"	"6"	"0"	"0"	"1"	"696"	"0"	"3"	"699"	"0"
"31"	"18"	"391"	"0"	"9"	"92"	"3"	"0"	"0"	"0"	"13"	"0"	"2"	"1"	"1"	"1"	"1"	"4"	"4"	"1"	"0"	"523"	"0"	"0"	"523"	"0"
"32"	"19"	"56"	"2"	"22"	"350"	"2"	"0"	"3"	"1"	"10"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"448"	"0"	"3"	"451"	"0"
"33"	"19A"	"129"	"2"	"16"	"408"	"1"	"0"	"2"	"0"	"8"	"2"	"2"	"0"	"4"	"0"	"1"	"3"	"1"	"0"	"0"	"579"	"0"	"2"	"581"	"0"
"34"	"20"	"474"	"4"	"10"	"139"	"2"	"0"	"2"	"4"	"18"	"2"	"2"	"0"	"3"	"0"	"0"	"4"	"5"	"0"	"0"	"669"	"0"	"2"	"671"	"0"
"35"	"21"	"41"	"2"	"32"	"486"	"4"	"1"	"3"	"0"	"9"	"1"	"1"	"0"	"1"	"3"	"0"	"3"	"0"	"0"	"0"	"587"	"0"	"4"	"591"	"0"
"36"	"22"	"27"	"0"	"57"	"230"	"0"	"0"	"0"	"0"	"10"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"326"	"0"	"5"	"331"	"0"
"37"	"23"	"31"	"4"	"110"	"327"	"5"	"1"	"0"	"0"	"11"	"1"	"0"	"2"	"1"	"0"	"1"	"2"	"3"	"0"	"1"	"500"	"0"	"4"	"504"	"0"
"38"	"24"	"86"	"2"	"45"	"505"	"5"	"0"	"0"	"0"	"3"	"0"	"1"	"7"	"1"	"0"	"2"	"8"	"0"	"1"	"1"	"667"	"0"	"6"	"673"	"0"
"39"	"25"	"39"	"2"	"36"	"382"	"1"	"1"	"0"	"0"	"8"	"0"	"2"	"3"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"477"	"0"	"1"	"478"	"0"
"40"	"26"	"46"	"0"	"60"	"480"	"1"	"0"	"0"	"0"	"16"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"607"	"0"	"2"	"609"	"0"
"41"	"27"	"47"	"0"	"84"	"499"	"2"	"0"	"3"	"0"	"12"	"0"	"2"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"652"	"0"	"4"	"656"	"0"
"42"	"28"	"91"	"1"	"18"	"428"	"4"	"2"	"0"	"0"	"4"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"555"	"0"	"4"	"559"	"0"
"43"	"29"	"69"	"0"	"25"	"368"	"4"	"1"	"1"	"1"	"7"	"0"	"3"	"1"	"2"	"0"	"1"	"3"	"2"	"0"	"4"	"492"	"0"	"10"	"502"	"0"
"44"	"30"	"243"	"1"	"11"	"346"	"1"	"0"	"2"	"2"	"4"	"1"	"2"	"1"	"1"	"0"	"1"	"1"	"4"	"0"	"2"	"623"	"0"	"4"	"627"	"0"
"45"	"31"	"490"	"3"	"16"	"48"	"1"	"0"	"0"	"1"	"9"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"3"	"0"	"0"	"573"	"0"	"3"	"576"	"0"
"46"	"32"	"231"	"1"	"7"	"149"	"3"	"2"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"5"	"0"	"1"	"404"	"0"	"1"	"405"	"0"
"47"	"32A"	"244"	"3"	"6"	"116"	"0"	"0"	"0"	"0"	"8"	"1"	"0"	"0"	"0"	"1"	"0"	"6"	"1"	"0"	"1"	"387"	"0"	"4"	"391"	"0"
"48"	"33"	"152"	"3"	"12"	"443"	"4"	"0"	"1"	"1"	"3"	"0"	"1"	"3"	"1"	"1"	"2"	"9"	"6"	"2"	"1"	"645"	"0"	"10"	"655"	"0"
"49"	"34"	"349"	"1"	"10"	"166"	"3"	"1"	"1"	"1"	"7"	"0"	"0"	"0"	"3"	"2"	"1"	"3"	"1"	"0"	"0"	"549"	"0"	"2"	"551"	"0"
"50"	"35"	"42"	"3"	"33"	"459"	"5"	"3"	"1"	"1"	"19"	"1"	"0"	"1"	"0"	"1"	"1"	"3"	"0"	"0"	"1"	"574"	"0"	"8"	"582"	"0"
"51"	"36"	"39"	"0"	"22"	"433"	"5"	"1"	"0"	"0"	"6"	"0"	"2"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"513"	"0"	"2"	"515"	"0"
"52"	"36A"	"47"	"1"	"32"	"341"	"2"	"0"	"1"	"1"	"4"	"0"	"1"	"1"	"1"	"1"	"0"	"2"	"2"	"0"	"0"	"437"	"0"	"1"	"438"	"0"
"53"	"37"	"700"	"9"	"23"	"97"	"0"	"0"	"1"	"3"	"5"	"0"	"1"	"2"	"2"	"0"	"2"	"10"	"7"	"1"	"0"	"863"	"0"	"3"	"866"	"0"
"54"	"38"	"294"	"5"	"14"	"213"	"4"	"3"	"0"	"0"	"11"	"0"	"2"	"2"	"2"	"1"	"2"	"11"	"2"	"3"	"0"	"569"	"0"	"2"	"571"	"0"
"55"	"39"	"214"	"5"	"20"	"237"	"5"	"0"	"2"	"1"	"6"	"2"	"1"	"2"	"2"	"3"	"2"	"9"	"7"	"7"	"0"	"525"	"0"	"7"	"532"	"0"
"56"	"40"	"95"	"2"	"55"	"249"	"4"	"1"	"1"	"0"	"5"	"1"	"1"	"2"	"0"	"0"	"0"	"1"	"4"	"1"	"0"	"422"	"0"	"1"	"423"	"0"
"57"	"40A"	"39"	"1"	"31"	"204"	"1"	"1"	"1"	"0"	"2"	"0"	"1"	"2"	"2"	"0"	"0"	"5"	"2"	"0"	"0"	"292"	"0"	"0"	"292"	"0"
"58"	"41"	"159"	"2"	"50"	"349"	"8"	"0"	"0"	"2"	"11"	"0"	"1"	"1"	"1"	"1"	"2"	"11"	"3"	"0"	"0"	"601"	"0"	"9"	"610"	"0"
"59"	"42"	"35"	"3"	"24"	"279"	"5"	"3"	"0"	"1"	"5"	"1"	"1"	"4"	"0"	"2"	"2"	"5"	"2"	"0"	"0"	"372"	"0"	"9"	"381"	"0"
"60"	"43"	"27"	"2"	"24"	"516"	"5"	"2"	"1"	"0"	"11"	"2"	"1"	"1"	"1"	"1"	"3"	"7"	"3"	"1"	"2"	"610"	"0"	"10"	"620"	"0"
"61"	"44"	"26"	"0"	"32"	"426"	"1"	"0"	"1"	"0"	"7"	"2"	"0"	"3"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"502"	"0"	"1"	"503"	"0"
"62"	"45"	"47"	"2"	"78"	"449"	"7"	"2"	"1"	"2"	"8"	"1"	"1"	"2"	"2"	"2"	"0"	"1"	"0"	"1"	"5"	"611"	"0"	"16"	"627"	"0"
"63"	"46"	"66"	"4"	"67"	"390"	"2"	"2"	"0"	"0"	"8"	"4"	"2"	"1"	"1"	"0"	"1"	"2"	"1"	"1"	"1"	"553"	"0"	"7"	"560"	"0"
"64"	"47"	"84"	"2"	"35"	"719"	"6"	"2"	"0"	"3"	"5"	"2"	"1"	"2"	"2"	"0"	"1"	"4"	"4"	"0"	"0"	"872"	"0"	"4"	"876"	"0"
"65"	"48"	"18"	"0"	"62"	"309"	"4"	"1"	"1"	"1"	"23"	"0"	"1"	"5"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"428"	"0"	"1"	"429"	"0"
"66"	"49"	"25"	"5"	"77"	"644"	"8"	"0"	"0"	"1"	"14"	"0"	"0"	"1"	"5"	"2"	"2"	"7"	"1"	"0"	"0"	"792"	"0"	"8"	"800"	"0"
"67"	"50"	"31"	"2"	"50"	"596"	"5"	"1"	"0"	"1"	"2"	"0"	"1"	"0"	"2"	"1"	"1"	"6"	"0"	"1"	"0"	"700"	"0"	"3"	"703"	"0"
"68"	"51"	"46"	"1"	"33"	"691"	"11"	"1"	"1"	"2"	"14"	"2"	"4"	"6"	"4"	"2"	"0"	"7"	"0"	"1"	"0"	"826"	"0"	"2"	"828"	"0"
"69"	"52"	"79"	"1"	"25"	"316"	"1"	"0"	"0"	"0"	"13"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"438"	"0"	"3"	"441"	"0"
"70"	"53"	"109"	"0"	"25"	"328"	"4"	"1"	"1"	"0"	"15"	"0"	"1"	"0"	"2"	"2"	"0"	"4"	"2"	"0"	"1"	"495"	"0"	"2"	"497"	"0"
"71"	"54"	"44"	"3"	"76"	"555"	"4"	"1"	"2"	"0"	"20"	"2"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"711"	"0"	"5"	"716"	"0"
"72"	"55"	"26"	"0"	"57"	"390"	"7"	"0"	"2"	"0"	"14"	"1"	"1"	"3"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"504"	"0"	"7"	"511"	"0"
"73"	"56"	"26"	"1"	"30"	"408"	"3"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"2"	"0"	"4"	"3"	"3"	"0"	"0"	"485"	"0"	"4"	"489"	"0"
"74"	"57"	"42"	"0"	"94"	"371"	"7"	"0"	"0"	"1"	"9"	"0"	"2"	"1"	"5"	"0"	"0"	"1"	"1"	"1"	"0"	"535"	"0"	"4"	"539"	"0"
"75"	"58"	"123"	"0"	"60"	"238"	"3"	"0"	"0"	"2"	"9"	"0"	"0"	"1"	"3"	"1"	"3"	"4"	"4"	"1"	"0"	"452"	"0"	"1"	"453"	"0"
"76"	"59"	"56"	"2"	"20"	"432"	"5"	"1"	"0"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"525"	"0"	"5"	"530"	"0"
"77"	"60"	"131"	"0"	"25"	"335"	"2"	"1"	"0"	"1"	"15"	"2"	"0"	"1"	"0"	"1"	"0"	"2"	"4"	"0"	"2"	"522"	"0"	"6"	"528"	"0"
"78"	"61"	"77"	"4"	"69"	"579"	"4"	"2"	"2"	"2"	"8"	"1"	"2"	"2"	"4"	"1"	"6"	"7"	"3"	"1"	"1"	"775"	"0"	"5"	"780"	"0"
"79"	"62"	"33"	"0"	"22"	"476"	"5"	"1"	"1"	"0"	"11"	"2"	"3"	"1"	"0"	"2"	"4"	"5"	"1"	"4"	"0"	"571"	"0"	"2"	"573"	"0"
"80"	"63"	"42"	"0"	"33"	"431"	"3"	"1"	"0"	"0"	"7"	"0"	"1"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"522"	"0"	"1"	"523"	"0"
"81"	"64"	"68"	"1"	"27"	"395"	"1"	"0"	"2"	"1"	"5"	"0"	"1"	"0"	"0"	"1"	"0"	"4"	"3"	"1"	"0"	"510"	"0"	"6"	"516"	"0"
"82"	"65"	"124"	"2"	"16"	"285"	"1"	"1"	"0"	"0"	"8"	"2"	"0"	"2"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"446"	"0"	"1"	"447"	"0"
"83"	"66"	"42"	"0"	"70"	"400"	"8"	"2"	"1"	"0"	"9"	"0"	"0"	"1"	"2"	"1"	"2"	"4"	"3"	"0"	"0"	"545"	"0"	"4"	"549"	"0"
"84"	"66A"	"28"	"0"	"55"	"373"	"1"	"1"	"0"	"1"	"10"	"1"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"474"	"0"	"3"	"477"	"0"
"85"	"67"	"48"	"1"	"66"	"400"	"58"	"3"	"0"	"3"	"9"	"3"	"6"	"1"	"2"	"3"	"8"	"8"	"29"	"5"	"7"	"660"	"0"	"29"	"689"	"0"
"86"	"68"	"16"	"0"	"42"	"282"	"2"	"0"	"1"	"0"	"5"	"0"	"0"	"4"	"1"	"0"	"0"	"5"	"0"	"0"	"0"	"358"	"0"	"6"	"364"	"0"
"87"	"69"	"75"	"2"	"44"	"431"	"2"	"1"	"1"	"0"	"14"	"0"	"0"	"3"	"3"	"5"	"1"	"4"	"2"	"0"	"1"	"589"	"0"	"4"	"593"	"0"
"88"	"70"	"156"	"1"	"48"	"382"	"3"	"1"	"1"	"1"	"4"	"3"	"0"	"0"	"3"	"0"	"2"	"2"	"3"	"0"	"0"	"610"	"0"	"6"	"616"	"0"
"89"	"71"	"19"	"4"	"25"	"391"	"3"	"1"	"0"	"0"	"6"	"0"	"0"	"0"	"2"	"0"	"1"	"3"	"1"	"0"	"0"	"456"	"0"	"5"	"461"	"0"
"90"	"71A"	"33"	"0"	"17"	"458"	"2"	"0"	"0"	"0"	"6"	"0"	"2"	"4"	"1"	"1"	"2"	"3"	"0"	"0"	"1"	"530"	"0"	"6"	"536"	"0"
"91"	"72"	"37"	"1"	"15"	"322"	"3"	"0"	"1"	"0"	"6"	"0"	"0"	"2"	"0"	"0"	"0"	"4"	"2"	"1"	"1"	"395"	"0"	"3"	"398"	"0"
"92"	"72A"	"223"	"3"	"24"	"248"	"3"	"1"	"1"	"0"	"7"	"0"	"1"	"2"	"1"	"1"	"0"	"2"	"1"	"1"	"1"	"520"	"0"	"4"	"524"	"0"
"93"	"73"	"44"	"0"	"12"	"405"	"4"	"0"	"0"	"0"	"4"	"0"	"1"	"0"	"2"	"1"	"0"	"2"	"4"	"0"	"0"	"479"	"0"	"2"	"481"	"0"
"94"	"74"	"66"	"10"	"41"	"467"	"3"	"1"	"1"	"2"	"7"	"1"	"2"	"5"	"0"	"2"	"3"	"7"	"1"	"1"	"0"	"620"	"0"	"6"	"626"	"0"
"95"	"75"	"36"	"5"	"107"	"589"	"5"	"2"	"1"	"1"	"20"	"0"	"1"	"4"	"1"	"0"	"1"	"8"	"1"	"1"	"0"	"783"	"0"	"4"	"787"	"0"
"96"	"76"	"16"	"1"	"48"	"486"	"4"	"4"	"2"	"1"	"4"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"567"	"0"	"4"	"571"	"0"
"97"	"77"	"55"	"1"	"75"	"506"	"13"	"3"	"0"	"2"	"5"	"1"	"6"	"3"	"9"	"3"	"3"	"9"	"1"	"0"	"1"	"696"	"0"	"3"	"699"	"0"
"98"	"78"	"261"	"1"	"58"	"362"	"17"	"3"	"2"	"5"	"4"	"0"	"0"	"2"	"6"	"3"	"0"	"12"	"13"	"1"	"1"	"751"	"0"	"9"	"760"	"0"
"99"	"79"	"125"	"4"	"120"	"455"	"10"	"3"	"2"	"2"	"9"	"2"	"8"	"9"	"17"	"3"	"1"	"10"	"4"	"1"	"5"	"790"	"0"	"6"	"796"	"0"
"100"	"80"	"52"	"1"	"36"	"450"	"29"	"0"	"0"	"2"	"14"	"5"	"6"	"5"	"5"	"0"	"2"	"13"	"4"	"1"	"3"	"628"	"0"	"11"	"639"	"0"
"101"	"80A"	"30"	"1"	"50"	"219"	"6"	"0"	"1"	"0"	"6"	"2"	"1"	"0"	"0"	"2"	"3"	"8"	"1"	"0"	"0"	"330"	"0"	"5"	"335"	"0"
"102"	"81"	"177"	"5"	"104"	"347"	"12"	"0"	"1"	"0"	"13"	"0"	"0"	"1"	"1"	"3"	"2"	"8"	"2"	"1"	"0"	"677"	"0"	"1"	"678"	"0"
"103"	"82"	"161"	"1"	"30"	"390"	"4"	"2"	"0"	"3"	"3"	"1"	"1"	"3"	"6"	"3"	"0"	"3"	"6"	"1"	"1"	"619"	"0"	"4"	"623"	"0"
"104"	"83"	"99"	"0"	"34"	"523"	"7"	"2"	"1"	"1"	"9"	"0"	"10"	"2"	"7"	"2"	"3"	"9"	"6"	"1"	"1"	"717"	"0"	"10"	"727"	"0"
"105"	"84"	"44"	"2"	"25"	"485"	"0"	"0"	"1"	"0"	"6"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"567"	"0"	"5"	"572"	"0"
"106"	"85"	"366"	"2"	"19"	"142"	"1"	"0"	"0"	"0"	"8"	"0"	"0"	"0"	"2"	"0"	"1"	"7"	"8"	"0"	"1"	"557"	"0"	"2"	"559"	"0"
"107"	"86"	"54"	"1"	"38"	"445"	"10"	"3"	"0"	"6"	"30"	"2"	"2"	"5"	"1"	"0"	"2"	"5"	"4"	"1"	"3"	"612"	"0"	"9"	"621"	"0"
"108"	"87"	"47"	"1"	"47"	"420"	"0"	"1"	"1"	"0"	"36"	"1"	"0"	"1"	"2"	"2"	"1"	"2"	"11"	"0"	"2"	"575"	"0"	"11"	"586"	"0"
"109"	"88"	"111"	"4"	"78"	"318"	"9"	"0"	"0"	"0"	"13"	"0"	"0"	"0"	"0"	"4"	"1"	"0"	"1"	"0"	"1"	"540"	"0"	"5"	"545"	"0"
"110"	"89"	"167"	"7"	"34"	"224"	"6"	"2"	"0"	"4"	"3"	"1"	"4"	"3"	"6"	"4"	"5"	"5"	"12"	"5"	"1"	"493"	"0"	"10"	"503"	"0"
"111"	"90"	"168"	"3"	"24"	"345"	"0"	"1"	"0"	"1"	"13"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"3"	"0"	"0"	"560"	"0"	"2"	"562"	"0"
"112"	"91"	"283"	"3"	"18"	"182"	"1"	"0"	"1"	"2"	"27"	"1"	"0"	"2"	"2"	"0"	"0"	"5"	"1"	"0"	"0"	"528"	"0"	"2"	"530"	"0"
"113"	"92"	"479"	"0"	"38"	"293"	"3"	"1"	"0"	"1"	"30"	"0"	"0"	"8"	"3"	"2"	"4"	"8"	"2"	"0"	"0"	"872"	"0"	"1"	"873"	"0"
"114"	"93"	"214"	"1"	"29"	"427"	"3"	"0"	"1"	"0"	"14"	"0"	"0"	"0"	"1"	"3"	"2"	"5"	"3"	"2"	"0"	"705"	"0"	"4"	"709"	"0"
"115"	"94"	"220"	"2"	"45"	"624"	"9"	"2"	"0"	"0"	"11"	"3"	"1"	"1"	"4"	"0"	"0"	"2"	"6"	"1"	"0"	"931"	"0"	"3"	"934"	"0"
"116"	"95"	"213"	"1"	"27"	"234"	"5"	"1"	"0"	"0"	"6"	"1"	"2"	"1"	"0"	"0"	"1"	"5"	"1"	"0"	"1"	"499"	"0"	"5"	"504"	"0"
"117"	"96"	"188"	"6"	"23"	"200"	"6"	"1"	"3"	"2"	"17"	"1"	"2"	"1"	"0"	"2"	"2"	"17"	"7"	"0"	"2"	"480"	"0"	"2"	"482"	"0"
"118"	"97"	"85"	"1"	"21"	"243"	"2"	"0"	"0"	"0"	"6"	"2"	"0"	"0"	"0"	"0"	"1"	"3"	"2"	"0"	"0"	"366"	"0"	"6"	"372"	"0"
"119"	"98"	"95"	"0"	"36"	"457"	"4"	"1"	"5"	"2"	"12"	"0"	"1"	"1"	"1"	"3"	"1"	"5"	"1"	"0"	"0"	"625"	"0"	"4"	"629"	"0"
"120"	"99"	"130"	"1"	"35"	"350"	"2"	"0"	"0"	"0"	"6"	"1"	"0"	"2"	"1"	"2"	"0"	"7"	"1"	"0"	"0"	"538"	"0"	"2"	"540"	"0"
"121"	"100"	"137"	"2"	"20"	"343"	"6"	"1"	"0"	"2"	"7"	"1"	"1"	"1"	"1"	"0"	"2"	"6"	"6"	"0"	"0"	"536"	"0"	"8"	"544"	"0"
"122"	"101"	"162"	"1"	"18"	"293"	"1"	"0"	"0"	"0"	"3"	"0"	"2"	"0"	"0"	"0"	"3"	"3"	"5"	"0"	"0"	"491"	"0"	"1"	"492"	"0"
"123"	"102"	"363"	"2"	"20"	"272"	"3"	"1"	"1"	"3"	"12"	"0"	"2"	"1"	"2"	"2"	"3"	"10"	"10"	"0"	"2"	"709"	"0"	"5"	"714"	"0"
"124"	"103"	"87"	"0"	"16"	"300"	"2"	"0"	"0"	"1"	"8"	"0"	"0"	"1"	"0"	"0"	"0"	"4"	"4"	"2"	"0"	"425"	"0"	"13"	"438"	"0"
"125"	"104"	"150"	"2"	"28"	"312"	"5"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"1"	"2"	"0"	"2"	"4"	"1"	"0"	"511"	"0"	"6"	"517"	"0"
"126"	"105"	"81"	"0"	"29"	"391"	"4"	"0"	"0"	"0"	"6"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"516"	"0"	"5"	"521"	"0"
"127"	"106"	"140"	"1"	"27"	"295"	"3"	"1"	"0"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"3"	"2"	"1"	"482"	"0"	"2"	"484"	"0"
"128"	"107"	"271"	"4"	"16"	"158"	"1"	"1"	"1"	"1"	"3"	"2"	"1"	"0"	"1"	"1"	"1"	"7"	"7"	"1"	"0"	"477"	"0"	"3"	"480"	"0"
"129"	"108"	"115"	"1"	"18"	"355"	"1"	"1"	"0"	"1"	"8"	"0"	"0"	"0"	"1"	"0"	"2"	"4"	"1"	"0"	"0"	"508"	"0"	"14"	"522"	"0"
"130"	"109"	"56"	"4"	"23"	"374"	"1"	"0"	"0"	"0"	"9"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"0"	"0"	"471"	"0"	"3"	"474"	"0"
"131"	"110"	"175"	"0"	"106"	"272"	"2"	"0"	"2"	"3"	"8"	"6"	"4"	"1"	"4"	"7"	"6"	"30"	"15"	"3"	"1"	"645"	"0"	"10"	"655"	"0"
"132"	"111"	"162"	"2"	"23"	"285"	"2"	"0"	"0"	"1"	"17"	"1"	"3"	"1"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"501"	"0"	"1"	"502"	"0"
