"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"
"20"	"8"	"26"	"97"	"63"	"3"	"2"	"0"	"3"	"1"	"2"	"2"	"0"	"3"	"2"	"4"	"6"	"4"	"1"	"219"	"0"	"2"	"221"	"0"
"21"	"9"	"45"	"142"	"17"	"4"	"2"	"0"	"1"	"4"	"0"	"2"	"0"	"3"	"3"	"1"	"6"	"10"	"1"	"241"	"0"	"5"	"246"	"0"
"22"	"10"	"322"	"214"	"42"	"1"	"5"	"1"	"2"	"4"	"2"	"3"	"1"	"1"	"4"	"3"	"6"	"14"	"11"	"636"	"0"	"6"	"642"	"0"
"23"	"11"	"64"	"348"	"250"	"22"	"3"	"4"	"6"	"5"	"2"	"1"	"3"	"9"	"2"	"6"	"7"	"4"	"7"	"743"	"0"	"13"	"756"	"0"
"24"	"12"	"27"	"674"	"18"	"0"	"1"	"1"	"0"	"1"	"2"	"0"	"1"	"2"	"1"	"0"	"5"	"2"	"1"	"736"	"0"	"5"	"741"	"0"
"25"	"13"	"15"	"620"	"13"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"3"	"1"	"2"	"9"	"3"	"1"	"678"	"0"	"4"	"682"	"0"
"26"	"14"	"73"	"315"	"101"	"5"	"1"	"3"	"2"	"4"	"5"	"4"	"1"	"1"	"5"	"4"	"6"	"2"	"0"	"532"	"0"	"2"	"534"	"0"
"27"	"15"	"429"	"100"	"12"	"0"	"3"	"4"	"0"	"4"	"11"	"6"	"1"	"3"	"2"	"8"	"5"	"21"	"13"	"622"	"0"	"1"	"623"	"0"
"28"	"16"	"81"	"23"	"278"	"4"	"2"	"0"	"1"	"0"	"3"	"0"	"0"	"1"	"1"	"5"	"1"	"1"	"3"	"404"	"0"	"0"	"404"	"0"
"29"	"17"	"29"	"152"	"14"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"2"	"0"	"5"	"1"	"0"	"207"	"0"	"0"	"207"	"0"
"30"	"18"	"95"	"99"	"35"	"0"	"2"	"1"	"0"	"3"	"4"	"7"	"4"	"6"	"3"	"2"	"6"	"21"	"3"	"291"	"0"	"5"	"296"	"0"
"31"	"19"	"180"	"152"	"25"	"2"	"0"	"3"	"4"	"5"	"8"	"3"	"0"	"5"	"3"	"4"	"7"	"8"	"3"	"412"	"0"	"1"	"413"	"0"
"32"	"20"	"33"	"640"	"8"	"1"	"2"	"0"	"1"	"2"	"2"	"0"	"0"	"1"	"0"	"0"	"8"	"0"	"1"	"699"	"0"	"2"	"701"	"0"
"33"	"21"	"42"	"168"	"305"	"11"	"4"	"1"	"1"	"2"	"1"	"3"	"0"	"2"	"4"	"9"	"2"	"7"	"2"	"564"	"0"	"1"	"565"	"0"
"34"	"22"	"20"	"58"	"125"	"8"	"0"	"2"	"2"	"3"	"1"	"1"	"3"	"3"	"4"	"10"	"6"	"9"	"2"	"257"	"0"	"1"	"258"	"0"
"35"	"23"	"334"	"129"	"51"	"1"	"4"	"8"	"0"	"4"	"8"	"4"	"3"	"5"	"6"	"14"	"6"	"17"	"25"	"619"	"0"	"13"	"632"	"0"
"36"	"24"	"112"	"280"	"54"	"1"	"3"	"1"	"2"	"3"	"1"	"4"	"3"	"8"	"5"	"9"	"28"	"34"	"3"	"551"	"0"	"6"	"557"	"0"
"37"	"25"	"89"	"321"	"73"	"2"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"3"	"3"	"8"	"6"	"8"	"3"	"520"	"0"	"2"	"522"	"0"
"38"	"26"	"78"	"242"	"52"	"4"	"2"	"2"	"2"	"4"	"3"	"2"	"3"	"4"	"2"	"5"	"4"	"8"	"2"	"419"	"0"	"5"	"424"	"0"
"39"	"27"	"115"	"620"	"17"	"1"	"4"	"1"	"0"	"2"	"10"	"1"	"5"	"3"	"6"	"5"	"9"	"9"	"3"	"811"	"0"	"12"	"823"	"0"
"40"	"28"	"97"	"356"	"164"	"5"	"5"	"4"	"5"	"6"	"20"	"8"	"2"	"5"	"6"	"11"	"13"	"23"	"8"	"738"	"0"	"15"	"753"	"0"
"41"	"29"	"22"	"978"	"13"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1016"	"0"	"2"	"1018"	"0"
"42"	"30"	"41"	"738"	"32"	"12"	"0"	"0"	"0"	"7"	"3"	"0"	"2"	"11"	"9"	"5"	"13"	"6"	"6"	"885"	"0"	"13"	"898"	"0"
"43"	"31"	"18"	"506"	"4"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"3"	"1"	"1"	"1"	"2"	"0"	"540"	"0"	"11"	"551"	"0"
"44"	"32"	"1"	"408"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"410"	"0"	"1"	"411"	"0"
"45"	"33"	"13"	"855"	"35"	"1"	"0"	"0"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"3"	"1"	"1"	"913"	"0"	"1"	"914"	"0"
"46"	"34"	"55"	"425"	"17"	"11"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"3"	"2"	"0"	"0"	"0"	"6"	"522"	"0"	"3"	"525"	"0"
"47"	"35"	"107"	"330"	"144"	"3"	"3"	"2"	"1"	"5"	"7"	"4"	"4"	"3"	"0"	"5"	"7"	"9"	"14"	"648"	"0"	"13"	"661"	"0"
"48"	"36"	"90"	"75"	"79"	"2"	"1"	"1"	"0"	"3"	"8"	"5"	"9"	"15"	"7"	"13"	"10"	"19"	"10"	"347"	"0"	"14"	"361"	"0"
"49"	"37"	"58"	"494"	"54"	"2"	"1"	"2"	"2"	"2"	"6"	"2"	"2"	"6"	"4"	"4"	"6"	"6"	"3"	"654"	"0"	"7"	"661"	"0"
"50"	"38"	"70"	"452"	"32"	"1"	"3"	"1"	"1"	"0"	"6"	"2"	"2"	"4"	"2"	"2"	"0"	"1"	"0"	"579"	"0"	"1"	"580"	"0"
"51"	"39"	"73"	"356"	"16"	"0"	"0"	"0"	"0"	"3"	"2"	"0"	"1"	"4"	"4"	"4"	"8"	"10"	"1"	"482"	"0"	"1"	"483"	"0"
"52"	"40"	"26"	"525"	"13"	"0"	"0"	"0"	"1"	"1"	"8"	"0"	"0"	"1"	"0"	"2"	"6"	"2"	"0"	"585"	"0"	"2"	"587"	"0"
"53"	"41"	"80"	"269"	"43"	"2"	"4"	"0"	"1"	"1"	"4"	"0"	"0"	"3"	"1"	"2"	"1"	"2"	"3"	"416"	"0"	"6"	"422"	"0"
"54"	"42"	"284"	"440"	"23"	"3"	"2"	"1"	"1"	"3"	"5"	"2"	"9"	"3"	"6"	"4"	"10"	"26"	"7"	"829"	"0"	"8"	"837"	"0"
"55"	"43"	"158"	"478"	"168"	"2"	"3"	"3"	"3"	"4"	"20"	"4"	"6"	"8"	"6"	"13"	"12"	"12"	"5"	"905"	"0"	"4"	"909"	"0"
"56"	"44"	"60"	"603"	"63"	"1"	"0"	"1"	"1"	"2"	"1"	"0"	"0"	"2"	"0"	"2"	"5"	"4"	"9"	"754"	"0"	"11"	"765"	"0"
"57"	"45"	"49"	"631"	"62"	"11"	"0"	"4"	"1"	"1"	"4"	"2"	"1"	"5"	"8"	"1"	"9"	"5"	"3"	"797"	"0"	"5"	"802"	"0"
"58"	"46"	"120"	"393"	"34"	"28"	"1"	"2"	"3"	"7"	"7"	"3"	"4"	"10"	"8"	"15"	"28"	"19"	"3"	"685"	"0"	"4"	"689"	"0"
"59"	"47"	"36"	"232"	"111"	"3"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"4"	"1"	"3"	"2"	"6"	"3"	"405"	"0"	"7"	"412"	"0"
"60"	"47A"	"25"	"328"	"32"	"4"	"1"	"2"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"398"	"0"	"2"	"400"	"0"
"61"	"48"	"29"	"782"	"19"	"5"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"3"	"9"	"6"	"0"	"857"	"0"	"5"	"862"	"0"
"62"	"49"	"46"	"317"	"130"	"7"	"0"	"1"	"1"	"7"	"6"	"6"	"4"	"7"	"5"	"8"	"12"	"7"	"4"	"568"	"0"	"6"	"574"	"0"
"63"	"50"	"57"	"169"	"257"	"4"	"0"	"1"	"0"	"5"	"4"	"1"	"2"	"4"	"10"	"16"	"3"	"14"	"4"	"551"	"0"	"5"	"556"	"0"
"64"	"51"	"82"	"405"	"67"	"3"	"0"	"2"	"3"	"1"	"2"	"1"	"3"	"4"	"5"	"3"	"8"	"3"	"2"	"594"	"0"	"3"	"597"	"0"
"65"	"52"	"102"	"386"	"78"	"0"	"0"	"1"	"1"	"2"	"6"	"3"	"0"	"4"	"3"	"0"	"5"	"9"	"9"	"609"	"0"	"13"	"622"	"0"
"66"	"53"	"221"	"155"	"194"	"7"	"6"	"2"	"4"	"0"	"3"	"0"	"1"	"1"	"2"	"0"	"1"	"4"	"1"	"602"	"0"	"0"	"602"	"0"
"67"	"54"	"382"	"150"	"39"	"3"	"0"	"2"	"1"	"1"	"5"	"5"	"3"	"3"	"5"	"13"	"21"	"36"	"17"	"686"	"0"	"9"	"695"	"0"
"68"	"55"	"199"	"55"	"40"	"1"	"3"	"3"	"2"	"3"	"5"	"5"	"2"	"7"	"3"	"4"	"8"	"28"	"13"	"381"	"0"	"7"	"388"	"0"
"69"	"56"	"331"	"264"	"70"	"5"	"1"	"2"	"1"	"1"	"7"	"2"	"7"	"8"	"2"	"10"	"15"	"44"	"25"	"795"	"0"	"10"	"805"	"0"
"70"	"57"	"186"	"105"	"57"	"8"	"4"	"4"	"4"	"5"	"7"	"5"	"7"	"6"	"5"	"5"	"6"	"18"	"11"	"443"	"0"	"5"	"448"	"0"
"71"	"58"	"50"	"743"	"47"	"2"	"3"	"0"	"2"	"1"	"3"	"3"	"1"	"4"	"6"	"6"	"20"	"15"	"0"	"906"	"0"	"3"	"909"	"0"
"72"	"59"	"169"	"201"	"150"	"5"	"2"	"3"	"3"	"6"	"4"	"3"	"3"	"4"	"4"	"15"	"11"	"29"	"14"	"626"	"0"	"10"	"636"	"0"
"73"	"60"	"32"	"929"	"49"	"2"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"1"	"0"	"3"	"6"	"4"	"6"	"1035"	"0"	"11"	"1046"	"0"
"74"	"61"	"51"	"283"	"95"	"14"	"3"	"2"	"1"	"1"	"20"	"3"	"2"	"7"	"4"	"10"	"11"	"20"	"3"	"530"	"0"	"4"	"534"	"0"
"75"	"61A"	"61"	"133"	"106"	"64"	"1"	"1"	"2"	"4"	"2"	"4"	"1"	"5"	"2"	"3"	"9"	"8"	"0"	"406"	"0"	"2"	"408"	"0"
"76"	"62"	"118"	"133"	"5"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"3"	"0"	"1"	"1"	"3"	"0"	"268"	"0"	"3"	"271"	"0"
"77"	"63"	"90"	"221"	"200"	"45"	"3"	"2"	"1"	"5"	"2"	"3"	"2"	"1"	"1"	"5"	"1"	"3"	"3"	"588"	"0"	"0"	"588"	"0"
"78"	"64"	"166"	"117"	"24"	"2"	"1"	"2"	"2"	"3"	"3"	"1"	"3"	"8"	"7"	"8"	"13"	"25"	"5"	"390"	"0"	"6"	"396"	"0"
"79"	"65"	"43"	"349"	"13"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"2"	"4"	"0"	"0"	"3"	"3"	"3"	"423"	"0"	"11"	"434"	"0"
"80"	"66"	"169"	"161"	"5"	"1"	"0"	"1"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"2"	"4"	"6"	"3"	"357"	"0"	"1"	"358"	"0"
"81"	"67"	"180"	"128"	"31"	"15"	"2"	"2"	"0"	"2"	"4"	"3"	"3"	"1"	"1"	"1"	"8"	"13"	"17"	"411"	"0"	"5"	"416"	"0"
"82"	"68"	"91"	"233"	"196"	"55"	"8"	"8"	"4"	"1"	"5"	"4"	"2"	"2"	"5"	"2"	"4"	"5"	"2"	"627"	"0"	"0"	"627"	"0"
"83"	"69"	"60"	"118"	"153"	"3"	"1"	"2"	"2"	"3"	"3"	"1"	"2"	"1"	"1"	"2"	"1"	"3"	"1"	"357"	"0"	"1"	"358"	"0"
"84"	"70"	"399"	"124"	"37"	"1"	"2"	"3"	"5"	"4"	"5"	"9"	"7"	"2"	"1"	"5"	"6"	"20"	"8"	"638"	"0"	"4"	"642"	"0"
"85"	"71"	"151"	"192"	"24"	"2"	"1"	"1"	"1"	"4"	"1"	"3"	"2"	"3"	"0"	"6"	"14"	"18"	"1"	"424"	"0"	"9"	"433"	"0"
"86"	"72"	"137"	"258"	"47"	"6"	"5"	"4"	"2"	"2"	"5"	"5"	"5"	"6"	"5"	"15"	"20"	"42"	"18"	"582"	"0"	"20"	"602"	"0"
"87"	"73"	"32"	"580"	"56"	"1"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"3"	"1"	"0"	"3"	"3"	"3"	"686"	"0"	"2"	"688"	"0"
"88"	"74"	"90"	"79"	"121"	"5"	"1"	"4"	"5"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"3"	"7"	"1"	"325"	"0"	"0"	"325"	"0"
"89"	"75"	"243"	"316"	"107"	"7"	"5"	"2"	"1"	"3"	"2"	"4"	"5"	"5"	"6"	"5"	"15"	"24"	"13"	"763"	"0"	"7"	"770"	"0"
"90"	"76"	"84"	"656"	"33"	"31"	"1"	"1"	"1"	"1"	"6"	"0"	"0"	"1"	"0"	"3"	"3"	"2"	"7"	"830"	"0"	"4"	"834"	"0"
"91"	"77"	"320"	"154"	"92"	"6"	"4"	"0"	"1"	"2"	"8"	"7"	"6"	"10"	"8"	"6"	"15"	"27"	"18"	"684"	"0"	"8"	"692"	"0"
"92"	"78"	"117"	"471"	"14"	"4"	"2"	"3"	"0"	"5"	"4"	"1"	"1"	"6"	"5"	"6"	"4"	"5"	"5"	"653"	"0"	"5"	"658"	"0"
"93"	"79"	"215"	"60"	"3"	"2"	"2"	"0"	"1"	"3"	"1"	"3"	"2"	"2"	"4"	"4"	"5"	"18"	"14"	"339"	"0"	"3"	"342"	"0"
"94"	"79A"	"222"	"60"	"4"	"1"	"1"	"0"	"3"	"0"	"4"	"4"	"1"	"3"	"3"	"3"	"3"	"13"	"7"	"332"	"0"	"3"	"335"	"0"
"95"	"80"	"332"	"68"	"25"	"4"	"1"	"1"	"1"	"2"	"2"	"4"	"1"	"4"	"0"	"1"	"1"	"12"	"4"	"463"	"0"	"4"	"467"	"0"
"96"	"81"	"7"	"752"	"6"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"4"	"2"	"0"	"774"	"0"	"7"	"781"	"0"
"97"	"82"	"117"	"304"	"4"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"5"	"6"	"3"	"443"	"0"	"1"	"444"	"0"
"98"	"83"	"159"	"270"	"99"	"10"	"6"	"5"	"9"	"3"	"3"	"4"	"1"	"2"	"5"	"0"	"8"	"5"	"9"	"598"	"0"	"3"	"601"	"0"
"99"	"84"	"155"	"206"	"57"	"4"	"1"	"0"	"0"	"0"	"1"	"2"	"1"	"5"	"0"	"5"	"4"	"12"	"7"	"460"	"0"	"8"	"468"	"0"
"100"	"85"	"264"	"34"	"16"	"3"	"0"	"2"	"1"	"2"	"2"	"6"	"0"	"2"	"0"	"3"	"4"	"10"	"6"	"355"	"0"	"4"	"359"	"0"
"101"	"86"	"58"	"158"	"36"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"2"	"4"	"12"	"4"	"279"	"0"	"5"	"284"	"0"
"102"	"87"	"226"	"89"	"19"	"3"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"1"	"346"	"0"	"0"	"346"	"0"
"103"	"88"	"131"	"281"	"23"	"7"	"0"	"0"	"1"	"2"	"1"	"3"	"2"	"3"	"1"	"7"	"13"	"16"	"2"	"493"	"0"	"3"	"496"	"0"
"104"	"89"	"272"	"92"	"6"	"0"	"1"	"1"	"0"	"3"	"0"	"3"	"2"	"3"	"0"	"3"	"7"	"12"	"2"	"407"	"0"	"1"	"408"	"0"
"105"	"90"	"214"	"89"	"40"	"3"	"1"	"2"	"1"	"1"	"9"	"0"	"1"	"2"	"2"	"0"	"2"	"4"	"4"	"375"	"0"	"1"	"376"	"0"
"106"	"91"	"65"	"67"	"86"	"1"	"0"	"0"	"2"	"1"	"1"	"0"	"0"	"1"	"3"	"5"	"3"	"12"	"8"	"255"	"0"	"2"	"257"	"0"
"107"	"92"	"171"	"129"	"5"	"4"	"1"	"2"	"0"	"8"	"4"	"2"	"5"	"7"	"7"	"11"	"29"	"29"	"4"	"418"	"0"	"4"	"422"	"0"
"108"	"93"	"195"	"322"	"47"	"1"	"1"	"1"	"1"	"5"	"5"	"3"	"1"	"4"	"4"	"4"	"9"	"14"	"0"	"617"	"0"	"3"	"620"	"0"
"109"	"94"	"65"	"33"	"98"	"3"	"4"	"0"	"1"	"2"	"4"	"2"	"0"	"3"	"4"	"27"	"8"	"25"	"7"	"286"	"0"	"3"	"289"	"0"
"110"	"95"	"63"	"337"	"114"	"25"	"0"	"2"	"2"	"3"	"3"	"1"	"2"	"2"	"1"	"2"	"4"	"2"	"10"	"573"	"0"	"8"	"581"	"0"
"111"	"96"	"156"	"307"	"25"	"0"	"1"	"1"	"0"	"1"	"2"	"4"	"1"	"2"	"2"	"1"	"6"	"4"	"12"	"525"	"0"	"7"	"532"	"0"
"112"	"97"	"56"	"602"	"105"	"1"	"0"	"2"	"3"	"4"	"2"	"1"	"2"	"4"	"3"	"3"	"2"	"5"	"2"	"797"	"0"	"2"	"799"	"0"
"113"	"98"	"34"	"366"	"25"	"1"	"0"	"0"	"0"	"5"	"6"	"2"	"1"	"8"	"1"	"7"	"19"	"27"	"3"	"505"	"0"	"6"	"511"	"0"
"114"	"99"	"2"	"308"	"12"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"3"	"0"	"0"	"328"	"0"	"3"	"331"	"0"
"115"	"100"	"57"	"362"	"27"	"24"	"1"	"2"	"1"	"6"	"5"	"1"	"1"	"8"	"2"	"2"	"6"	"8"	"5"	"518"	"0"	"11"	"529"	"0"
"116"	"101"	"44"	"808"	"16"	"1"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"3"	"1"	"881"	"0"	"0"	"881"	"0"
"117"	"102"	"206"	"5"	"139"	"2"	"3"	"1"	"1"	"2"	"6"	"2"	"4"	"2"	"5"	"5"	"2"	"14"	"5"	"404"	"0"	"3"	"407"	"0"
"118"	"103"	"100"	"9"	"112"	"6"	"1"	"0"	"1"	"2"	"4"	"0"	"1"	"0"	"0"	"2"	"2"	"2"	"0"	"242"	"0"	"0"	"242"	"0"
"119"	"104"	"106"	"59"	"157"	"3"	"1"	"2"	"4"	"2"	"7"	"5"	"1"	"3"	"5"	"8"	"2"	"11"	"5"	"381"	"0"	"1"	"382"	"0"
"120"	"105"	"223"	"142"	"152"	"12"	"5"	"3"	"3"	"7"	"7"	"2"	"4"	"4"	"3"	"3"	"6"	"7"	"10"	"593"	"0"	"9"	"602"	"0"
"121"	"106"	"11"	"752"	"11"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"779"	"0"	"1"	"780"	"0"
"122"	"107"	"166"	"553"	"77"	"16"	"4"	"2"	"2"	"3"	"6"	"5"	"6"	"11"	"1"	"3"	"5"	"4"	"7"	"871"	"0"	"4"	"875"	"0"
"123"	"108"	"237"	"207"	"31"	"1"	"2"	"2"	"1"	"5"	"3"	"2"	"1"	"3"	"3"	"9"	"13"	"29"	"7"	"556"	"0"	"5"	"561"	"0"
"124"	"109"	"40"	"332"	"97"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"5"	"1"	"1"	"483"	"0"	"0"	"483"	"0"
"125"	"110"	"123"	"214"	"220"	"4"	"2"	"3"	"2"	"2"	"5"	"0"	"4"	"8"	"9"	"11"	"15"	"25"	"5"	"652"	"0"	"11"	"663"	"0"
"126"	"111"	"144"	"89"	"83"	"3"	"2"	"1"	"0"	"2"	"0"	"0"	"1"	"3"	"2"	"6"	"10"	"11"	"2"	"359"	"0"	"1"	"360"	"0"
"127"	"111A"	"196"	"86"	"36"	"1"	"0"	"0"	"0"	"0"	"2"	"2"	"3"	"0"	"3"	"1"	"3"	"16"	"2"	"351"	"0"	"0"	"351"	"0"
"128"	"112"	"148"	"165"	"47"	"4"	"2"	"0"	"0"	"3"	"5"	"2"	"2"	"6"	"7"	"8"	"16"	"21"	"4"	"440"	"0"	"7"	"447"	"0"
"129"	"113"	"184"	"71"	"81"	"4"	"0"	"0"	"2"	"1"	"2"	"0"	"0"	"1"	"1"	"0"	"2"	"3"	"3"	"355"	"0"	"0"	"355"	"0"
"130"	"114"	"73"	"230"	"47"	"0"	"0"	"3"	"2"	"0"	"2"	"0"	"0"	"2"	"0"	"1"	"3"	"1"	"4"	"368"	"0"	"5"	"373"	"0"
"131"	"115"	"108"	"496"	"22"	"3"	"0"	"2"	"2"	"7"	"2"	"2"	"2"	"4"	"0"	"3"	"4"	"4"	"9"	"670"	"0"	"6"	"676"	"0"
"132"	"116"	"53"	"670"	"3"	"0"	"2"	"0"	"0"	"2"	"2"	"3"	"0"	"3"	"2"	"2"	"6"	"10"	"6"	"764"	"0"	"24"	"788"	"0"
"133"	"117"	"119"	"85"	"46"	"2"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"1"	"0"	"2"	"4"	"5"	"2"	"270"	"0"	"0"	"270"	"0"
"134"	"118"	"4"	"240"	"32"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"280"	"0"	"0"	"280"	"0"
"135"	"119"	"14"	"492"	"26"	"2"	"0"	"0"	"1"	"1"	"3"	"2"	"3"	"0"	"0"	"1"	"1"	"1"	"0"	"547"	"0"	"6"	"553"	"0"
"136"	"120"	"80"	"431"	"90"	"3"	"3"	"3"	"2"	"4"	"7"	"4"	"1"	"10"	"7"	"7"	"13"	"27"	"5"	"697"	"0"	"6"	"703"	"0"
"137"	"121"	"79"	"527"	"63"	"1"	"2"	"1"	"0"	"5"	"1"	"4"	"3"	"11"	"4"	"3"	"11"	"7"	"4"	"726"	"0"	"17"	"743"	"0"
"138"	"122"	"109"	"345"	"83"	"11"	"4"	"1"	"2"	"2"	"5"	"2"	"2"	"2"	"1"	"7"	"11"	"13"	"2"	"602"	"0"	"4"	"606"	"0"
"139"	"123"	"102"	"423"	"35"	"0"	"1"	"2"	"0"	"6"	"7"	"4"	"2"	"2"	"4"	"8"	"13"	"1"	"14"	"624"	"0"	"17"	"641"	"0"
"140"	"124"	"81"	"14"	"55"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"155"	"0"	"1"	"156"	"0"
"141"	"125"	"89"	"34"	"68"	"1"	"1"	"0"	"2"	"1"	"4"	"1"	"1"	"2"	"2"	"1"	"5"	"9"	"5"	"226"	"0"	"4"	"230"	"0"
"142"	"126"	"76"	"354"	"30"	"3"	"0"	"1"	"0"	"4"	"1"	"2"	"1"	"4"	"4"	"7"	"19"	"9"	"8"	"523"	"0"	"15"	"538"	"0"
"143"	"127"	"61"	"85"	"112"	"7"	"1"	"1"	"2"	"0"	"1"	"0"	"2"	"2"	"1"	"5"	"2"	"3"	"1"	"286"	"0"	"2"	"288"	"0"
