"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"26"	"13"	"233"	"13"	"14"	"348"	"7"	"7"	"2"	"7"	"13"	"9"	"17"	"670"	"0"	"33"	"703"	"0"
"27"	"14"	"524"	"73"	"3"	"7"	"1"	"2"	"1"	"2"	"5"	"3"	"2"	"623"	"0"	"19"	"642"	"0"
"28"	"15"	"59"	"49"	"5"	"580"	"7"	"6"	"2"	"5"	"2"	"1"	"3"	"719"	"0"	"7"	"726"	"0"
"29"	"16"	"156"	"43"	"12"	"332"	"9"	"26"	"1"	"5"	"5"	"3"	"6"	"598"	"0"	"6"	"604"	"0"
"30"	"17"	"392"	"180"	"4"	"42"	"4"	"9"	"1"	"3"	"3"	"1"	"5"	"644"	"0"	"3"	"647"	"0"
"31"	"18"	"71"	"24"	"9"	"468"	"22"	"25"	"1"	"6"	"7"	"11"	"3"	"647"	"0"	"17"	"664"	"0"
"32"	"19"	"35"	"54"	"18"	"143"	"5"	"42"	"3"	"3"	"0"	"3"	"2"	"308"	"0"	"1"	"309"	"0"
"33"	"20"	"48"	"103"	"3"	"185"	"5"	"47"	"5"	"3"	"1"	"9"	"5"	"414"	"0"	"9"	"423"	"0"
"34"	"21"	"100"	"36"	"13"	"491"	"8"	"22"	"7"	"15"	"4"	"8"	"10"	"714"	"0"	"2"	"716"	"0"
"35"	"22"	"231"	"9"	"10"	"228"	"8"	"4"	"3"	"9"	"6"	"4"	"2"	"514"	"0"	"11"	"525"	"0"
"36"	"23"	"15"	"12"	"4"	"454"	"7"	"6"	"2"	"5"	"3"	"2"	"2"	"512"	"0"	"5"	"517"	"0"
"37"	"24"	"14"	"7"	"5"	"243"	"13"	"10"	"4"	"9"	"5"	"2"	"3"	"315"	"0"	"11"	"326"	"0"
"38"	"25"	"117"	"44"	"8"	"209"	"4"	"29"	"3"	"19"	"3"	"3"	"5"	"444"	"0"	"14"	"458"	"0"
"39"	"26"	"99"	"58"	"5"	"299"	"6"	"62"	"6"	"11"	"11"	"9"	"13"	"579"	"0"	"36"	"615"	"0"
"40"	"27"	"662"	"33"	"18"	"204"	"4"	"12"	"5"	"24"	"7"	"5"	"9"	"983"	"0"	"13"	"996"	"0"
"41"	"28"	"202"	"27"	"12"	"440"	"10"	"9"	"6"	"15"	"18"	"6"	"7"	"752"	"0"	"28"	"780"	"0"
"42"	"29"	"296"	"54"	"12"	"245"	"7"	"30"	"3"	"6"	"8"	"4"	"7"	"672"	"0"	"24"	"696"	"0"
"43"	"30"	"274"	"27"	"7"	"296"	"7"	"13"	"0"	"2"	"3"	"1"	"2"	"632"	"0"	"13"	"645"	"0"
"44"	"31"	"61"	"20"	"2"	"329"	"3"	"18"	"1"	"2"	"3"	"1"	"2"	"442"	"0"	"5"	"447"	"0"
"45"	"32"	"369"	"19"	"4"	"92"	"4"	"7"	"0"	"4"	"1"	"0"	"3"	"503"	"0"	"4"	"507"	"0"
"46"	"33"	"242"	"120"	"9"	"170"	"7"	"100"	"7"	"22"	"4"	"7"	"8"	"696"	"0"	"18"	"714"	"0"
"47"	"34"	"51"	"42"	"11"	"284"	"6"	"25"	"2"	"6"	"4"	"1"	"3"	"435"	"0"	"5"	"440"	"0"
"48"	"35"	"147"	"8"	"0"	"215"	"5"	"6"	"2"	"21"	"1"	"1"	"2"	"408"	"0"	"3"	"411"	"0"
"49"	"36"	"190"	"12"	"4"	"166"	"2"	"18"	"2"	"2"	"5"	"7"	"3"	"411"	"0"	"10"	"421"	"0"
"50"	"37"	"250"	"82"	"7"	"122"	"7"	"82"	"16"	"12"	"17"	"16"	"17"	"628"	"0"	"27"	"655"	"0"
"51"	"38"	"355"	"30"	"4"	"61"	"4"	"12"	"0"	"3"	"3"	"3"	"3"	"478"	"0"	"24"	"502"	"0"
"52"	"39"	"46"	"154"	"12"	"159"	"12"	"86"	"9"	"12"	"11"	"3"	"5"	"509"	"0"	"18"	"527"	"0"
"53"	"39A"	"67"	"87"	"17"	"281"	"11"	"75"	"8"	"3"	"6"	"4"	"2"	"561"	"0"	"9"	"570"	"0"
"54"	"40"	"60"	"37"	"9"	"137"	"3"	"34"	"4"	"14"	"3"	"4"	"5"	"310"	"0"	"7"	"317"	"0"
"55"	"41"	"68"	"16"	"4"	"206"	"4"	"8"	"1"	"2"	"3"	"1"	"1"	"314"	"0"	"6"	"320"	"0"
"56"	"42"	"103"	"15"	"5"	"124"	"5"	"9"	"4"	"4"	"2"	"3"	"1"	"275"	"0"	"6"	"281"	"0"
"57"	"43"	"96"	"9"	"1"	"152"	"9"	"13"	"1"	"8"	"2"	"4"	"3"	"298"	"0"	"10"	"308"	"0"
"58"	"44"	"32"	"17"	"2"	"163"	"2"	"24"	"2"	"2"	"3"	"4"	"2"	"253"	"0"	"5"	"258"	"0"
"59"	"45"	"348"	"56"	"7"	"187"	"7"	"35"	"8"	"4"	"18"	"2"	"7"	"679"	"0"	"8"	"687"	"0"
"60"	"46"	"109"	"21"	"9"	"131"	"5"	"20"	"1"	"15"	"5"	"9"	"3"	"328"	"0"	"7"	"335"	"0"
"61"	"47"	"589"	"21"	"4"	"1"	"1"	"3"	"0"	"1"	"1"	"0"	"1"	"622"	"0"	"10"	"632"	"0"
"62"	"48"	"440"	"16"	"22"	"207"	"8"	"2"	"0"	"7"	"3"	"3"	"3"	"711"	"0"	"6"	"717"	"0"
"63"	"49"	"331"	"12"	"1"	"20"	"1"	"1"	"1"	"2"	"0"	"3"	"4"	"376"	"0"	"3"	"379"	"0"
"64"	"50"	"517"	"18"	"4"	"11"	"0"	"1"	"1"	"2"	"4"	"1"	"2"	"561"	"0"	"4"	"565"	"0"
"65"	"51"	"311"	"21"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"335"	"0"	"2"	"337"	"0"
"66"	"52"	"11"	"11"	"10"	"779"	"6"	"9"	"1"	"7"	"4"	"4"	"2"	"844"	"0"	"7"	"851"	"0"
"67"	"53"	"560"	"38"	"2"	"7"	"1"	"0"	"1"	"1"	"0"	"1"	"3"	"614"	"0"	"5"	"619"	"0"
"68"	"54"	"624"	"88"	"0"	"7"	"2"	"2"	"0"	"3"	"0"	"1"	"6"	"733"	"0"	"4"	"737"	"0"
"69"	"55"	"562"	"66"	"2"	"0"	"2"	"7"	"1"	"3"	"7"	"0"	"0"	"650"	"0"	"1"	"651"	"0"
"70"	"56"	"87"	"12"	"22"	"727"	"39"	"9"	"8"	"10"	"17"	"7"	"6"	"944"	"0"	"19"	"963"	"0"
"71"	"57"	"576"	"105"	"8"	"33"	"2"	"2"	"2"	"1"	"1"	"0"	"1"	"731"	"0"	"4"	"735"	"0"
"72"	"58"	"197"	"21"	"7"	"411"	"12"	"2"	"4"	"7"	"25"	"11"	"19"	"716"	"0"	"55"	"771"	"0"
"73"	"59"	"452"	"34"	"1"	"51"	"2"	"14"	"1"	"2"	"6"	"4"	"3"	"570"	"0"	"14"	"584"	"0"
"74"	"60"	"602"	"24"	"4"	"9"	"0"	"5"	"1"	"1"	"2"	"1"	"1"	"650"	"0"	"8"	"658"	"0"
"75"	"61"	"528"	"18"	"8"	"96"	"3"	"2"	"1"	"2"	"2"	"1"	"4"	"665"	"0"	"13"	"678"	"0"
"76"	"62"	"389"	"15"	"5"	"162"	"2"	"1"	"2"	"3"	"4"	"0"	"1"	"584"	"0"	"3"	"587"	"0"
"77"	"63"	"321"	"34"	"17"	"331"	"11"	"11"	"7"	"11"	"15"	"14"	"9"	"781"	"0"	"13"	"794"	"0"
"78"	"64"	"476"	"24"	"4"	"84"	"1"	"5"	"2"	"4"	"3"	"6"	"9"	"618"	"0"	"9"	"627"	"0"
"79"	"65"	"82"	"11"	"6"	"397"	"5"	"6"	"2"	"12"	"8"	"6"	"5"	"540"	"0"	"11"	"551"	"0"
"80"	"66"	"374"	"39"	"0"	"2"	"3"	"6"	"0"	"0"	"0"	"0"	"0"	"424"	"0"	"1"	"425"	"0"
"81"	"67"	"216"	"24"	"16"	"493"	"11"	"18"	"5"	"7"	"8"	"2"	"4"	"804"	"0"	"6"	"810"	"0"
"82"	"68"	"98"	"18"	"25"	"532"	"5"	"7"	"7"	"4"	"12"	"8"	"1"	"717"	"0"	"8"	"725"	"0"
"83"	"69"	"150"	"15"	"12"	"270"	"6"	"1"	"7"	"1"	"7"	"4"	"5"	"478"	"0"	"18"	"496"	"0"
"84"	"70"	"343"	"36"	"5"	"62"	"3"	"2"	"1"	"7"	"4"	"3"	"3"	"469"	"0"	"22"	"491"	"0"
"85"	"71"	"555"	"13"	"5"	"157"	"4"	"10"	"6"	"4"	"4"	"4"	"6"	"768"	"0"	"24"	"792"	"0"
"86"	"72"	"427"	"41"	"4"	"67"	"4"	"4"	"3"	"3"	"1"	"0"	"2"	"556"	"0"	"3"	"559"	"0"
"87"	"72A"	"339"	"25"	"8"	"82"	"2"	"3"	"3"	"0"	"3"	"1"	"1"	"467"	"0"	"6"	"473"	"0"
"88"	"73"	"565"	"39"	"3"	"43"	"1"	"13"	"2"	"1"	"4"	"2"	"3"	"676"	"0"	"26"	"702"	"0"
"89"	"74"	"539"	"15"	"2"	"78"	"2"	"3"	"2"	"5"	"0"	"1"	"0"	"647"	"0"	"0"	"647"	"0"
"90"	"75"	"459"	"11"	"2"	"1"	"0"	"2"	"0"	"5"	"6"	"2"	"2"	"490"	"0"	"6"	"496"	"0"
"91"	"76"	"360"	"13"	"15"	"308"	"7"	"7"	"2"	"8"	"12"	"7"	"9"	"748"	"0"	"15"	"763"	"0"
"92"	"77"	"189"	"7"	"5"	"169"	"13"	"5"	"0"	"5"	"9"	"1"	"7"	"410"	"0"	"9"	"419"	"0"
"93"	"77A"	"281"	"7"	"1"	"74"	"5"	"1"	"1"	"0"	"1"	"1"	"0"	"372"	"0"	"2"	"374"	"0"
"94"	"78"	"45"	"48"	"3"	"174"	"4"	"44"	"9"	"5"	"5"	"0"	"3"	"340"	"0"	"10"	"350"	"0"
"95"	"79"	"34"	"18"	"2"	"179"	"5"	"39"	"4"	"9"	"10"	"7"	"3"	"310"	"0"	"15"	"325"	"0"
"96"	"80"	"43"	"80"	"10"	"258"	"6"	"81"	"6"	"8"	"7"	"5"	"4"	"508"	"0"	"3"	"511"	"0"
"97"	"81"	"325"	"103"	"11"	"151"	"7"	"81"	"5"	"24"	"10"	"7"	"12"	"736"	"0"	"15"	"751"	"0"
"98"	"82"	"418"	"18"	"3"	"101"	"4"	"13"	"1"	"5"	"2"	"3"	"4"	"572"	"0"	"2"	"574"	"0"
"99"	"83"	"494"	"17"	"6"	"51"	"1"	"7"	"1"	"14"	"5"	"2"	"5"	"603"	"0"	"19"	"622"	"0"
"100"	"84"	"495"	"17"	"2"	"71"	"1"	"2"	"1"	"19"	"1"	"2"	"4"	"615"	"0"	"5"	"620"	"0"
"101"	"85"	"233"	"27"	"3"	"50"	"3"	"13"	"1"	"9"	"1"	"3"	"4"	"347"	"0"	"6"	"353"	"0"
"102"	"86"	"253"	"92"	"6"	"200"	"4"	"70"	"10"	"13"	"8"	"8"	"8"	"672"	"0"	"27"	"699"	"0"
"103"	"87"	"36"	"124"	"3"	"250"	"5"	"74"	"1"	"8"	"3"	"2"	"2"	"508"	"0"	"5"	"513"	"0"
"104"	"88"	"461"	"13"	"1"	"36"	"2"	"3"	"0"	"1"	"2"	"1"	"2"	"522"	"0"	"8"	"530"	"0"
"105"	"89"	"264"	"110"	"8"	"184"	"4"	"46"	"3"	"6"	"2"	"6"	"10"	"643"	"0"	"14"	"657"	"0"
"106"	"89A"	"98"	"19"	"1"	"75"	"3"	"6"	"1"	"3"	"2"	"1"	"2"	"211"	"0"	"6"	"217"	"0"
"107"	"90"	"29"	"224"	"8"	"138"	"5"	"67"	"4"	"3"	"3"	"0"	"2"	"483"	"0"	"7"	"490"	"0"
"108"	"90A"	"26"	"143"	"5"	"158"	"2"	"71"	"1"	"12"	"5"	"1"	"3"	"427"	"0"	"3"	"430"	"0"
"109"	"91"	"285"	"76"	"19"	"337"	"10"	"61"	"16"	"29"	"17"	"13"	"14"	"877"	"0"	"34"	"911"	"0"
"110"	"92"	"332"	"43"	"17"	"237"	"5"	"28"	"33"	"18"	"6"	"6"	"11"	"736"	"0"	"15"	"751"	"0"
"111"	"93"	"25"	"12"	"6"	"205"	"2"	"5"	"6"	"10"	"6"	"1"	"2"	"280"	"0"	"5"	"285"	"0"
"112"	"94"	"26"	"38"	"9"	"309"	"4"	"19"	"11"	"8"	"2"	"0"	"4"	"430"	"0"	"7"	"437"	"0"
"113"	"95"	"148"	"26"	"7"	"218"	"2"	"19"	"9"	"6"	"5"	"1"	"3"	"444"	"0"	"6"	"450"	"0"
"114"	"96"	"192"	"170"	"12"	"234"	"12"	"92"	"23"	"23"	"8"	"8"	"9"	"783"	"0"	"9"	"792"	"0"
"115"	"97"	"450"	"77"	"4"	"68"	"9"	"20"	"2"	"7"	"0"	"2"	"9"	"648"	"0"	"19"	"667"	"0"
"116"	"98"	"91"	"6"	"1"	"252"	"6"	"6"	"2"	"11"	"3"	"1"	"5"	"384"	"0"	"9"	"393"	"0"
"117"	"99"	"56"	"29"	"1"	"223"	"2"	"16"	"4"	"8"	"3"	"2"	"5"	"349"	"0"	"1"	"350"	"0"
"118"	"100"	"83"	"52"	"14"	"245"	"6"	"29"	"5"	"10"	"9"	"8"	"9"	"470"	"0"	"18"	"488"	"0"
"119"	"101"	"626"	"35"	"6"	"174"	"4"	"22"	"5"	"17"	"7"	"6"	"7"	"909"	"0"	"13"	"922"	"0"
"120"	"102"	"140"	"39"	"10"	"476"	"20"	"11"	"5"	"20"	"18"	"14"	"8"	"761"	"0"	"23"	"784"	"0"
"121"	"103"	"141"	"14"	"16"	"398"	"9"	"6"	"1"	"5"	"13"	"4"	"9"	"616"	"0"	"26"	"642"	"0"
"122"	"104"	"96"	"18"	"3"	"479"	"16"	"18"	"7"	"13"	"15"	"8"	"6"	"679"	"0"	"56"	"735"	"0"
"123"	"105"	"88"	"51"	"11"	"303"	"7"	"30"	"2"	"2"	"5"	"6"	"3"	"508"	"0"	"8"	"516"	"0"
"124"	"106"	"521"	"17"	"3"	"25"	"1"	"1"	"1"	"4"	"2"	"0"	"0"	"575"	"0"	"5"	"580"	"0"
"125"	"107"	"1031"	"11"	"0"	"1"	"0"	"0"	"1"	"2"	"1"	"1"	"0"	"1048"	"0"	"4"	"1052"	"0"
"126"	"108"	"316"	"12"	"11"	"582"	"6"	"8"	"2"	"3"	"6"	"3"	"3"	"952"	"0"	"5"	"957"	"0"
"127"	"109"	"303"	"9"	"1"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"317"	"0"	"7"	"324"	"0"
"128"	"110"	"193"	"13"	"11"	"142"	"3"	"18"	"3"	"3"	"5"	"5"	"1"	"397"	"0"	"3"	"400"	"0"
"129"	"110A"	"372"	"15"	"6"	"102"	"3"	"6"	"2"	"4"	"1"	"6"	"1"	"518"	"0"	"21"	"539"	"0"
"130"	"111"	"330"	"15"	"4"	"217"	"6"	"5"	"1"	"3"	"6"	"2"	"0"	"589"	"0"	"9"	"598"	"0"
"131"	"112"	"353"	"16"	"3"	"254"	"7"	"12"	"4"	"6"	"8"	"4"	"2"	"669"	"0"	"32"	"701"	"0"
"132"	"113"	"375"	"26"	"4"	"380"	"8"	"10"	"7"	"7"	"10"	"7"	"3"	"837"	"0"	"8"	"845"	"0"
"133"	"114"	"330"	"15"	"4"	"154"	"2"	"6"	"1"	"8"	"8"	"4"	"10"	"542"	"0"	"41"	"583"	"0"
"134"	"115"	"397"	"22"	"2"	"90"	"3"	"4"	"1"	"4"	"6"	"4"	"3"	"536"	"0"	"15"	"551"	"0"
"135"	"116"	"128"	"63"	"3"	"252"	"5"	"17"	"2"	"7"	"1"	"1"	"0"	"479"	"0"	"7"	"486"	"0"
"136"	"117"	"164"	"164"	"9"	"375"	"5"	"61"	"20"	"15"	"13"	"10"	"13"	"849"	"0"	"24"	"873"	"0"
"137"	"118"	"26"	"127"	"7"	"413"	"6"	"35"	"6"	"6"	"3"	"1"	"8"	"638"	"0"	"5"	"643"	"0"
"138"	"119"	"219"	"60"	"12"	"292"	"9"	"51"	"14"	"15"	"12"	"11"	"11"	"706"	"0"	"12"	"718"	"0"
"139"	"120"	"174"	"24"	"13"	"298"	"13"	"5"	"3"	"8"	"16"	"9"	"2"	"565"	"0"	"27"	"592"	"0"
"140"	"121"	"70"	"2"	"1"	"204"	"3"	"2"	"1"	"2"	"4"	"8"	"4"	"301"	"0"	"9"	"310"	"0"
"141"	"121A"	"60"	"5"	"4"	"221"	"3"	"4"	"1"	"2"	"3"	"6"	"4"	"313"	"0"	"13"	"326"	"0"
"142"	"122"	"217"	"17"	"10"	"370"	"9"	"17"	"6"	"10"	"9"	"6"	"12"	"683"	"0"	"12"	"695"	"0"
"143"	"123"	"244"	"14"	"6"	"319"	"5"	"4"	"0"	"3"	"5"	"4"	"4"	"608"	"0"	"9"	"617"	"0"
"144"	"123A"	"104"	"4"	"2"	"124"	"2"	"0"	"0"	"4"	"1"	"1"	"1"	"243"	"0"	"3"	"246"	"0"
"145"	"124"	"138"	"10"	"6"	"166"	"3"	"3"	"3"	"6"	"1"	"2"	"0"	"338"	"0"	"2"	"340"	"0"
"146"	"124A"	"135"	"19"	"2"	"161"	"0"	"14"	"3"	"4"	"4"	"0"	"1"	"343"	"0"	"19"	"362"	"0"
"147"	"125"	"28"	"8"	"1"	"132"	"5"	"5"	"4"	"3"	"5"	"2"	"2"	"195"	"0"	"4"	"199"	"0"
"148"	"126"	"339"	"6"	"6"	"88"	"12"	"4"	"0"	"2"	"3"	"3"	"4"	"467"	"0"	"8"	"475"	"0"
"149"	"126A"	"144"	"3"	"5"	"228"	"7"	"1"	"1"	"6"	"8"	"2"	"4"	"409"	"0"	"7"	"416"	"0"
"150"	"127"	"82"	"22"	"7"	"221"	"5"	"24"	"0"	"4"	"8"	"4"	"10"	"387"	"0"	"5"	"392"	"0"
"151"	"128"	"90"	"68"	"35"	"493"	"19"	"23"	"7"	"3"	"9"	"10"	"10"	"767"	"0"	"16"	"783"	"0"
"152"	"129"	"183"	"22"	"5"	"452"	"51"	"16"	"6"	"14"	"26"	"13"	"14"	"802"	"0"	"49"	"851"	"0"
"153"	"130"	"108"	"26"	"17"	"572"	"18"	"10"	"9"	"11"	"26"	"18"	"12"	"827"	"0"	"31"	"858"	"0"
"154"	"131"	"196"	"10"	"20"	"660"	"11"	"12"	"8"	"6"	"7"	"5"	"2"	"937"	"0"	"10"	"947"	"0"
"155"	"132"	"85"	"9"	"5"	"334"	"3"	"7"	"2"	"3"	"16"	"6"	"8"	"478"	"0"	"16"	"494"	"0"
"156"	"133"	"129"	"8"	"12"	"220"	"11"	"8"	"2"	"5"	"9"	"3"	"6"	"413"	"0"	"17"	"430"	"0"
"157"	"134"	"190"	"102"	"6"	"163"	"7"	"70"	"5"	"8"	"4"	"2"	"8"	"565"	"0"	"3"	"568"	"0"
"158"	"135"	"371"	"11"	"8"	"270"	"11"	"5"	"5"	"6"	"7"	"5"	"1"	"700"	"0"	"2"	"702"	"0"
"159"	"136"	"478"	"40"	"12"	"129"	"8"	"26"	"8"	"6"	"12"	"7"	"5"	"731"	"0"	"7"	"738"	"0"
"160"	"137"	"695"	"50"	"2"	"2"	"1"	"2"	"0"	"2"	"0"	"3"	"1"	"758"	"0"	"4"	"762"	"0"
"161"	"138"	"430"	"15"	"1"	"4"	"0"	"1"	"0"	"2"	"3"	"2"	"2"	"460"	"0"	"13"	"473"	"0"
"162"	"139"	"111"	"7"	"13"	"389"	"9"	"2"	"1"	"7"	"8"	"9"	"8"	"564"	"0"	"18"	"582"	"0"
"163"	"140"	"267"	"25"	"17"	"306"	"10"	"17"	"7"	"14"	"16"	"13"	"19"	"711"	"0"	"42"	"753"	"0"
"164"	"141"	"267"	"26"	"11"	"473"	"14"	"17"	"2"	"7"	"11"	"5"	"3"	"836"	"0"	"5"	"841"	"0"
"165"	"142"	"509"	"22"	"5"	"59"	"2"	"10"	"10"	"5"	"1"	"11"	"5"	"639"	"0"	"24"	"663"	"0"
"166"	"143"	"418"	"34"	"7"	"0"	"1"	"8"	"1"	"1"	"2"	"2"	"6"	"480"	"0"	"23"	"503"	"0"
"167"	"144"	"412"	"62"	"5"	"8"	"4"	"16"	"1"	"4"	"3"	"1"	"3"	"519"	"0"	"21"	"540"	"0"
"168"	"145"	"408"	"22"	"3"	"14"	"0"	"2"	"0"	"1"	"0"	"0"	"2"	"452"	"0"	"9"	"461"	"0"
"169"	"146"	"433"	"20"	"4"	"46"	"2"	"4"	"0"	"3"	"5"	"3"	"1"	"521"	"0"	"5"	"526"	"0"
"170"	"147"	"226"	"28"	"7"	"141"	"1"	"12"	"2"	"4"	"5"	"2"	"3"	"431"	"0"	"6"	"437"	"0"
"171"	"148"	"408"	"74"	"10"	"286"	"7"	"45"	"6"	"7"	"3"	"6"	"3"	"855"	"0"	"7"	"862"	"0"
"172"	"149"	"76"	"129"	"14"	"337"	"8"	"67"	"3"	"8"	"2"	"3"	"2"	"649"	"0"	"5"	"654"	"0"
"173"	"150"	"624"	"14"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"643"	"0"	"2"	"645"	"0"
"174"	"151"	"549"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"560"	"0"	"1"	"561"	"0"
"175"	"152"	"833"	"62"	"5"	"7"	"2"	"7"	"4"	"5"	"2"	"1"	"4"	"932"	"0"	"18"	"950"	"0"
"176"	"153"	"434"	"19"	"3"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"460"	"0"	"0"	"460"	"0"
"177"	"154"	"567"	"76"	"3"	"3"	"1"	"3"	"2"	"4"	"5"	"3"	"2"	"669"	"0"	"14"	"683"	"0"
"178"	"155"	"550"	"62"	"3"	"79"	"6"	"14"	"2"	"4"	"1"	"1"	"8"	"730"	"0"	"28"	"758"	"0"
"179"	"156"	"370"	"104"	"3"	"60"	"2"	"36"	"3"	"3"	"2"	"3"	"3"	"589"	"0"	"5"	"594"	"0"
"180"	"157"	"154"	"9"	"4"	"179"	"2"	"6"	"5"	"6"	"6"	"11"	"0"	"382"	"0"	"8"	"390"	"0"
"181"	"158"	"405"	"17"	"2"	"1"	"0"	"0"	"2"	"2"	"22"	"0"	"1"	"452"	"0"	"3"	"455"	"0"
"182"	"159"	"600"	"96"	"1"	"8"	"1"	"8"	"1"	"3"	"6"	"2"	"1"	"727"	"0"	"7"	"734"	"0"
"183"	"160"	"543"	"15"	"5"	"108"	"2"	"3"	"4"	"4"	"6"	"1"	"4"	"695"	"0"	"10"	"705"	"0"
"184"	"161"	"68"	"5"	"5"	"359"	"9"	"8"	"3"	"0"	"10"	"6"	"2"	"475"	"0"	"8"	"483"	"0"
"185"	"162"	"361"	"21"	"6"	"206"	"5"	"4"	"1"	"4"	"10"	"1"	"2"	"621"	"0"	"9"	"630"	"0"
"186"	"163"	"106"	"46"	"2"	"201"	"3"	"29"	"1"	"3"	"4"	"1"	"0"	"396"	"0"	"4"	"400"	"0"
"187"	"164"	"311"	"48"	"1"	"121"	"3"	"13"	"2"	"9"	"1"	"4"	"1"	"514"	"0"	"4"	"518"	"0"
"188"	"165"	"101"	"96"	"4"	"247"	"6"	"24"	"7"	"4"	"5"	"5"	"5"	"504"	"0"	"7"	"511"	"0"
"189"	"165A"	"36"	"55"	"6"	"346"	"7"	"27"	"4"	"12"	"4"	"14"	"5"	"516"	"0"	"14"	"530"	"0"
"190"	"166"	"372"	"23"	"1"	"171"	"6"	"5"	"1"	"4"	"8"	"6"	"13"	"610"	"0"	"19"	"629"	"0"
"191"	"167"	"549"	"20"	"3"	"193"	"6"	"4"	"11"	"1"	"3"	"5"	"1"	"796"	"0"	"3"	"799"	"0"
