"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 15-Muzaffarpur PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  255880"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Kurhani(93)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendere d votes"
"11"	""	"Akhilesh Pd. Singh"	"Ajay Nishad"	"Rajeev Ranjan"	"Vijendra Choudh ary"	"Akshay Verma"	"Ashok Kumar Jha"	"Ashok Kumar Singh"	"Kunal Priyadar shi"	"Devendr a Rakesh"	"Naval Kishore Jha"	"Nilu Singh"	"Pankaj Kumar Srivasta va"	"Prabhat Suman"	"Madhur Sheel"	"Mahesh Rai"	"Raghve ndra Pratap Singh"	"Rajesh Kumar"	"Shatrud han Sahani"	"Ajitansh Gaur"	"Kamlesh Choudh ary"	"Deepak Kumar"	"Nagesh war Prasad Singh"	"Mahesh Paswan"	"Moham mad Anwarul Haque"	"Mohmm ad Taiyab"	"Ravi Shankar Paswan"	"Rupesh Kumar Kuar"	"Shravan Kumar Jha"	"Suresh Kumar"	""	""	""	""	""
"23"	"11"	"390"	"71"	"2"	"10"	"0"	"5"	"3"	"1"	"2"	"0"	"2"	"0"	"1"	"1"	"2"	"12"	"1"	"1"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	"2"	"0"	"0"	"7"	"517"	"0"	"4"	"521"	"0"
"24"	"12"	"410"	"449"	"7"	"12"	"3"	"2"	"2"	"5"	"1"	"2"	"2"	"5"	"5"	"6"	"14"	"22"	"13"	"5"	"4"	"2"	"2"	"8"	"0"	"1"	"2"	"1"	"3"	"6"	"10"	"100
4"	"0"	"14"	"101
8"	"0"
"25"	"13"	"159"	"417"	"8"	"14"	"3"	"2"	"4"	"2"	"1"	"2"	"1"	"1"	"4"	"4"	"12"	"12"	"4"	"1"	"1"	"0"	"0"	"4"	"1"	"1"	"1"	"2"	"2"	"2"	"4"	"669"	"0"	"8"	"677"	"0"
"26"	"14"	"438"	"308"	"7"	"121"	"4"	"14"	"3"	"2"	"0"	"4"	"8"	"8"	"13"	"8"	"17"	"33"	"2"	"3"	"1"	"0"	"1"	"3"	"1"	"0"	"1"	"3"	"2"	"1"	"3"	"100
9"	"0"	"5"	"101
4"	"0"
"27"	"15"	"401"	"201"	"1"	"18"	"1"	"3"	"3"	"0"	"0"	"1"	"2"	"0"	"5"	"1"	"3"	"8"	"3"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"657"	"0"	"2"	"659"	"0"
"28"	"16"	"249"	"375"	"14"	"32"	"1"	"5"	"2"	"3"	"1"	"3"	"4"	"8"	"5"	"7"	"15"	"14"	"5"	"8"	"2"	"2"	"0"	"9"	"0"	"0"	"1"	"1"	"2"	"2"	"3"	"773"	"0"	"8"	"781"	"0"
"29"	"17"	"131"	"536"	"9"	"138"	"3"	"45"	"7"	"1"	"3"	"9"	"5"	"7"	"14"	"8"	"14"	"13"	"6"	"5"	"3"	"5"	"4"	"15"	"1"	"1"	"5"	"8"	"9"	"5"	"15"	"102
5"	"0"	"15"	"104
0"	"0"
"30"	"18"	"334"	"349"	"9"	"146"	"5"	"13"	"1"	"3"	"1"	"4"	"0"	"6"	"13"	"2"	"8"	"12"	"11"	"14"	"3"	"5"	"1"	"9"	"0"	"1"	"1"	"3"	"2"	"4"	"7"	"967"	"0"	"6"	"973"	"0"
"31"	"19"	"186"	"538"	"12"	"131"	"1"	"18"	"5"	"0"	"0"	"2"	"3"	"1"	"6"	"4"	"3"	"5"	"2"	"1"	"0"	"2"	"0"	"5"	"1"	"1"	"0"	"4"	"1"	"2"	"1"	"935"	"0"	"2"	"937"	"0"
"32"	"20"	"400"	"442"	"9"	"65"	"1"	"6"	"1"	"0"	"0"	"1"	"2"	"1"	"2"	"5"	"11"	"15"	"3"	"2"	"1"	"1"	"3"	"8"	"4"	"1"	"2"	"0"	"2"	"2"	"9"	"999"	"0"	"16"	"101
5"	"0"
"33"	"21"	"297"	"467"	"5"	"25"	"3"	"9"	"4"	"2"	"0"	"2"	"4"	"2"	"6"	"3"	"10"	"11"	"4"	"7"	"4"	"1"	"1"	"11"	"2"	"0"	"2"	"1"	"2"	"5"	"7"	"897"	"0"	"13"	"910"	"0"
"34"	"22"	"165"	"80"	"4"	"12"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"1"	"0"	"0"	"2"	"278"	"0"	"1"	"279"	"0"
"35"	"23"	"281"	"200"	"3"	"27"	"2"	"3"	"2"	"1"	"0"	"0"	"1"	"2"	"1"	"2"	"5"	"7"	"3"	"1"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"547"	"0"	"4"	"551"	"0"
"36"	"23A"	"351"	"149"	"5"	"29"	"0"	"5"	"6"	"0"	"0"	"0"	"1"	"1"	"0"	"3"	"5"	"6"	"6"	"6"	"3"	"1"	"6"	"14"	"2"	"6"	"3"	"2"	"0"	"4"	"1"	"615"	"0"	"7"	"622"	"0"
"37"	"24"	"583"	"301"	"5"	"14"	"1"	"4"	"3"	"1"	"1"	"4"	"4"	"2"	"5"	"6"	"16"	"23"	"17"	"11"	"2"	"3"	"0"	"9"	"3"	"3"	"2"	"0"	"0"	"5"	"8"	"103
6"	"0"	"23"	"105
9"	"0"
"38"	"25"	"328"	"301"	"1"	"32"	"5"	"5"	"2"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"3"	"6"	"4"	"2"	"0"	"1"	"4"	"4"	"0"	"1"	"0"	"1"	"0"	"4"	"0"	"706"	"0"	"4"	"710"	"0"
"39"	"26"	"95"	"582"	"11"	"28"	"25"	"8"	"2"	"2"	"0"	"0"	"2"	"0"	"1"	"1"	"3"	"1"	"4"	"0"	"1"	"1"	"0"	"1"	"0"	"2"	"0"	"2"	"0"	"1"	"0"	"773"	"0"	"1"	"774"	"0"
"40"	"27"	"128"	"240"	"2"	"38"	"5"	"7"	"3"	"0"	"2"	"0"	"1"	"3"	"1"	"0"	"3"	"7"	"5"	"0"	"0"	"0"	"0"	"7"	"3"	"0"	"0"	"3"	"1"	"1"	"3"	"463"	"0"	"7"	"470"	"0"
"41"	"28"	"107"	"469"	"7"	"4"	"9"	"5"	"2"	"2"	"0"	"0"	"0"	"8"	"2"	"5"	"23"	"9"	"7"	"10"	"5"	"0"	"2"	"10"	"0"	"3"	"2"	"1"	"2"	"5"	"14"	"713"	"0"	"14"	"727"	"0"
"42"	"29"	"139"	"283"	"8"	"30"	"3"	"6"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"1"	"0"	"1"	"1"	"2"	"0"	"7"	"0"	"0"	"0"	"1"	"1"	"0"	"5"	"495"	"0"	"4"	"499"	"0"
"43"	"30"	"201"	"501"	"6"	"29"	"1"	"5"	"0"	"1"	"2"	"1"	"2"	"1"	"7"	"9"	"16"	"9"	"8"	"22"	"8"	"2"	"0"	"15"	"6"	"1"	"5"	"7"	"1"	"5"	"12"	"883"	"0"	"12"	"895"	"0"
"44"	"31"	"175"	"130"	"3"	"260"	"6"	"40"	"1"	"3"	"1"	"4"	"1"	"1"	"8"	"3"	"1"	"2"	"2"	"1"	"0"	"2"	"1"	"0"	"0"	"0"	"1"	"4"	"0"	"2"	"0"	"652"	"0"	"3"	"655"	"0"
"45"	"32"	"563"	"263"	"11"	"23"	"1"	"3"	"2"	"1"	"0"	"0"	"1"	"4"	"5"	"1"	"6"	"17"	"11"	"6"	"1"	"0"	"3"	"4"	"4"	"1"	"1"	"0"	"4"	"4"	"3"	"943"	"0"	"12"	"955"	"0"
"46"	"33"	"374"	"395"	"3"	"49"	"2"	"13"	"1"	"0"	"0"	"2"	"1"	"0"	"1"	"2"	"3"	"10"	"17"	"20"	"4"	"8"	"3"	"10"	"3"	"1"	"2"	"4"	"4"	"3"	"7"	"942"	"0"	"15"	"957"	"0"
"47"	"34"	"340"	"375"	"12"	"22"	"8"	"6"	"6"	"3"	"1"	"4"	"2"	"2"	"4"	"1"	"4"	"2"	"3"	"2"	"2"	"1"	"1"	"5"	"0"	"1"	"1"	"2"	"0"	"1"	"0"	"811"	"0"	"4"	"815"	"0"
"48"	"35"	"220"	"335"	"4"	"29"	"4"	"8"	"0"	"3"	"2"	"3"	"1"	"3"	"5"	"10"	"12"	"13"	"6"	"4"	"2"	"0"	"1"	"4"	"3"	"3"	"2"	"0"	"1"	"3"	"2"	"683"	"0"	"6"	"689"	"0"
"49"	"36"	"387"	"151"	"3"	"21"	"1"	"4"	"2"	"2"	"1"	"0"	"4"	"6"	"3"	"4"	"13"	"32"	"7"	"6"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"654"	"0"	"5"	"659"	"0"
"50"	"37"	"58"	"283"	"2"	"9"	"3"	"3"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"2"	"5"	"13"	"0"	"3"	"0"	"1"	"0"	"3"	"1"	"0"	"2"	"0"	"0"	"2"	"9"	"403"	"0"	"8"	"411"	"0"
"51"	"38"	"277"	"65"	"4"	"8"	"1"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"2"	"0"	"4"	"4"	"4"	"2"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"380"	"0"	"3"	"383"	"0"
"52"	"39"	"530"	"58"	"0"	"9"	"0"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"4"	"1"	"1"	"1"	"0"	"0"	"2"	"3"	"2"	"0"	"2"	"1"	"2"	"622"	"0"	"7"	"629"	"0"
"53"	"40"	"170"	"380"	"11"	"69"	"3"	"20"	"2"	"2"	"2"	"1"	"3"	"4"	"6"	"4"	"12"	"13"	"21"	"24"	"13"	"5"	"8"	"30"	"7"	"7"	"7"	"13"	"11"	"11"	"22"	"881"	"0"	"31"	"912"	"0"
"54"	"41"	"280"	"427"	"3"	"6"	"1"	"1"	"2"	"0"	"0"	"3"	"1"	"0"	"4"	"5"	"9"	"10"	"5"	"3"	"0"	"0"	"0"	"4"	"2"	"0"	"1"	"0"	"1"	"1"	"1"	"770"	"0"	"10"	"780"	"0"
"55"	"42"	"242"	"449"	"6"	"38"	"8"	"6"	"4"	"3"	"1"	"0"	"2"	"3"	"8"	"6"	"11"	"15"	"2"	"4"	"0"	"2"	"0"	"5"	"0"	"0"	"4"	"3"	"0"	"3"	"2"	"827"	"0"	"7"	"834"	"0"
"56"	"43"	"416"	"305"	"6"	"17"	"1"	"2"	"2"	"2"	"3"	"2"	"0"	"1"	"3"	"4"	"8"	"19"	"8"	"8"	"2"	"4"	"1"	"3"	"1"	"2"	"2"	"2"	"2"	"1"	"5"	"832"	"0"	"14"	"846"	"0"
"57"	"44"	"200"	"262"	"3"	"41"	"4"	"16"	"3"	"0"	"1"	"1"	"3"	"3"	"2"	"3"	"7"	"9"	"4"	"3"	"2"	"3"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"2"	"3"	"579"	"0"	"2"	"581"	"0"
"58"	"45"	"768"	"19"	"2"	"37"	"5"	"5"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"3"	"3"	"31"	"17"	"3"	"1"	"2"	"1"	"0"	"1"	"4"	"1"	"5"	"1"	"2"	"1"	"917"	"0"	"21"	"938"	"0"
"59"	"46"	"293"	"105"	"6"	"111"	"3"	"14"	"0"	"1"	"0"	"2"	"2"	"1"	"5"	"0"	"0"	"7"	"0"	"1"	"0"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"558"	"0"	"4"	"562"	"0"
"60"	"47"	"590"	"7"	"0"	"75"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"685"	"0"	"2"	"687"	"0"
"61"	"48"	"686"	"25"	"0"	"47"	"3"	"8"	"0"	"2"	"1"	"0"	"2"	"1"	"2"	"0"	"1"	"7"	"2"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"1"	"1"	"794"	"0"	"3"	"797"	"0"
"62"	"49"	"243"	"344"	"11"	"12"	"4"	"4"	"20"	"5"	"2"	"1"	"2"	"0"	"1"	"1"	"0"	"3"	"2"	"2"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"664"	"0"	"1"	"665"	"0"
"63"	"50"	"400"	"155"	"3"	"7"	"1"	"5"	"3"	"0"	"0"	"1"	"0"	"1"	"3"	"6"	"1"	"2"	"5"	"3"	"2"	"1"	"1"	"6"	"2"	"2"	"2"	"0"	"1"	"2"	"7"	"622"	"0"	"4"	"626"	"0"
"64"	"51"	"128"	"309"	"2"	"21"	"2"	"2"	"2"	"1"	"0"	"1"	"4"	"2"	"1"	"2"	"7"	"18"	"1"	"8"	"2"	"2"	"0"	"3"	"0"	"3"	"5"	"3"	"2"	"4"	"3"	"538"	"0"	"7"	"545"	"0"
"65"	"52"	"116"	"551"	"4"	"23"	"1"	"4"	"0"	"0"	"0"	"1"	"0"	"2"	"3"	"2"	"7"	"11"	"1"	"1"	"3"	"1"	"0"	"3"	"0"	"0"	"2"	"2"	"1"	"2"	"5"	"746"	"0"	"7"	"753"	"0"
"66"	"53"	"93"	"295"	"0"	"5"	"1"	"4"	"146"	"5"	"5"	"3"	"0"	"0"	"1"	"2"	"2"	"3"	"9"	"6"	"12"	"1"	"3"	"4"	"37"	"6"	"3"	"2"	"10"	"4"	"3"	"665"	"0"	"9"	"674"	"0"
"67"	"54"	"231"	"217"	"1"	"6"	"0"	"2"	"69"	"3"	"5"	"2"	"0"	"1"	"4"	"4"	"5"	"5"	"3"	"2"	"1"	"1"	"0"	"4"	"4"	"4"	"1"	"3"	"1"	"4"	"4"	"587"	"0"	"2"	"589"	"0"
"68"	"55"	"82"	"653"	"2"	"17"	"1"	"4"	"0"	"0"	"0"	"0"	"2"	"2"	"3"	"2"	"5"	"9"	"0"	"1"	"1"	"0"	"0"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"788"	"0"	"2"	"790"	"0"
"69"	"56"	"128"	"128"	"10"	"13"	"2"	"11"	"37"	"1"	"2"	"1"	"0"	"2"	"0"	"2"	"2"	"2"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"344"	"0"	"1"	"345"	"0"
"70"	"57"	"52"	"367"	"5"	"9"	"1"	"5"	"93"	"1"	"6"	"5"	"2"	"3"	"3"	"2"	"7"	"8"	"4"	"12"	"3"	"2"	"0"	"4"	"8"	"0"	"0"	"5"	"3"	"7"	"7"	"624"	"0"	"12"	"636"	"0"
"71"	"58"	"149"	"518"	"2"	"31"	"0"	"4"	"2"	"1"	"1"	"1"	"5"	"2"	"2"	"4"	"5"	"12"	"3"	"9"	"3"	"1"	"0"	"8"	"1"	"0"	"1"	"2"	"0"	"7"	"5"	"779"	"0"	"3"	"782"	"0"
"72"	"59"	"210"	"372"	"3"	"16"	"2"	"10"	"6"	"1"	"1"	"4"	"1"	"3"	"1"	"1"	"10"	"16"	"5"	"4"	"0"	"2"	"1"	"12"	"4"	"6"	"6"	"3"	"3"	"5"	"10"	"718"	"0"	"12"	"730"	"0"
"73"	"60"	"116"	"604"	"20"	"45"	"10"	"17"	"3"	"3"	"5"	"1"	"3"	"8"	"3"	"11"	"22"	"13"	"4"	"13"	"2"	"1"	"2"	"5"	"0"	"0"	"0"	"2"	"3"	"5"	"6"	"927"	"0"	"5"	"932"	"0"
"74"	"61"	"135"	"213"	"4"	"73"	"1"	"22"	"2"	"2"	"0"	"0"	"2"	"4"	"4"	"6"	"8"	"12"	"7"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"503"	"0"	"3"	"506"	"0"
"75"	"62"	"180"	"376"	"4"	"90"	"6"	"19"	"0"	"0"	"3"	"1"	"0"	"3"	"6"	"2"	"3"	"14"	"3"	"8"	"1"	"5"	"2"	"6"	"0"	"3"	"2"	"3"	"1"	"1"	"4"	"746"	"0"	"12"	"758"	"0"
"76"	"63"	"110"	"672"	"11"	"104"	"1"	"18"	"3"	"1"	"1"	"1"	"1"	"2"	"3"	"2"	"9"	"7"	"2"	"20"	"4"	"5"	"3"	"10"	"2"	"3"	"6"	"9"	"4"	"8"	"12"	"103
4"	"0"	"13"	"104
7"	"0"
"77"	"64"	"206"	"350"	"10"	"84"	"4"	"23"	"4"	"2"	"1"	"2"	"1"	"1"	"4"	"2"	"2"	"2"	"12"	"13"	"3"	"3"	"1"	"4"	"1"	"1"	"0"	"4"	"1"	"3"	"5"	"749"	"0"	"4"	"753"	"0"
"78"	"65"	"40"	"363"	"5"	"182"	"4"	"33"	"2"	"0"	"3"	"3"	"3"	"5"	"4"	"2"	"5"	"10"	"2"	"8"	"3"	"4"	"0"	"6"	"2"	"2"	"1"	"7"	"6"	"1"	"10"	"716"	"0"	"13"	"729"	"0"
"79"	"66"	"452"	"530"	"9"	"58"	"6"	"6"	"1"	"2"	"3"	"6"	"4"	"2"	"2"	"2"	"20"	"16"	"2"	"6"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"0"	"2"	"2"	"113
5"	"0"	"5"	"114
0"	"0"
"80"	"67"	"73"	"354"	"6"	"38"	"4"	"8"	"0"	"2"	"1"	"1"	"0"	"5"	"1"	"3"	"8"	"6"	"1"	"15"	"2"	"0"	"1"	"14"	"2"	"3"	"3"	"2"	"8"	"5"	"15"	"581"	"0"	"9"	"590"	"0"
"81"	"68"	"83"	"539"	"7"	"34"	"1"	"2"	"2"	"0"	"3"	"1"	"1"	"2"	"2"	"0"	"6"	"8"	"4"	"9"	"5"	"3"	"3"	"12"	"1"	"0"	"0"	"2"	"1"	"6"	"5"	"742"	"0"	"5"	"747"	"0"
"82"	"69"	"60"	"475"	"12"	"45"	"3"	"9"	"0"	"1"	"2"	"0"	"1"	"2"	"2"	"3"	"10"	"12"	"3"	"12"	"1"	"3"	"0"	"7"	"2"	"2"	"1"	"3"	"1"	"2"	"8"	"682"	"0"	"18"	"700"	"0"
"83"	"70"	"102"	"631"	"4"	"18"	"0"	"5"	"0"	"0"	"1"	"0"	"0"	"1"	"3"	"3"	"12"	"7"	"4"	"8"	"3"	"1"	"0"	"7"	"3"	"0"	"1"	"1"	"2"	"3"	"8"	"828"	"0"	"14"	"842"	"0"
"84"	"71"	"125"	"561"	"17"	"138"	"1"	"22"	"8"	"2"	"2"	"2"	"3"	"6"	"3"	"5"	"18"	"15"	"5"	"10"	"2"	"2"	"1"	"6"	"1"	"2"	"0"	"3"	"1"	"4"	"6"	"971"	"0"	"10"	"981"	"0"
"85"	"72"	"460"	"193"	"6"	"121"	"0"	"24"	"4"	"1"	"1"	"4"	"0"	"1"	"7"	"3"	"4"	"16"	"4"	"5"	"0"	"1"	"2"	"3"	"2"	"0"	"2"	"5"	"0"	"2"	"4"	"875"	"0"	"2"	"877"	"0"
