"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"
"20"	"8"	"92"	"155"	"42"	"5"	"1"	"0"	"1"	"0"	"0"	"1"	"2"	"4"	"1"	"2"	"6"	"8"	"6"	"326"	"0"	"9"	"335"	"0"
"21"	"9"	"525"	"22"	"132"	"20"	"3"	"1"	"4"	"1"	"2"	"2"	"3"	"1"	"3"	"5"	"0"	"7"	"8"	"739"	"0"	"0"	"739"	"0"
"22"	"10"	"131"	"97"	"92"	"1"	"0"	"0"	"3"	"1"	"1"	"2"	"1"	"2"	"0"	"5"	"2"	"10"	"3"	"351"	"0"	"1"	"352"	"0"
"23"	"11"	"435"	"28"	"229"	"8"	"2"	"1"	"5"	"1"	"1"	"0"	"5"	"2"	"0"	"4"	"3"	"1"	"19"	"744"	"0"	"13"	"757"	"0"
"24"	"12"	"37"	"141"	"216"	"6"	"0"	"0"	"32"	"0"	"3"	"4"	"1"	"0"	"1"	"3"	"1"	"7"	"5"	"457"	"0"	"2"	"459"	"0"
"25"	"12A"	"18"	"116"	"171"	"1"	"1"	"0"	"7"	"0"	"0"	"1"	"0"	"2"	"0"	"3"	"2"	"3"	"3"	"328"	"0"	"1"	"329"	"0"
"26"	"13"	"349"	"17"	"112"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"0"	"4"	"0"	"488"	"0"	"0"	"488"	"0"
"27"	"14"	"59"	"197"	"151"	"1"	"0"	"0"	"0"	"1"	"3"	"3"	"3"	"3"	"2"	"4"	"12"	"10"	"7"	"456"	"0"	"9"	"465"	"0"
"28"	"15"	"130"	"573"	"157"	"6"	"2"	"2"	"5"	"5"	"5"	"5"	"8"	"11"	"13"	"19"	"22"	"23"	"0"	"986"	"0"	"1"	"987"	"0"
"29"	"16"	"29"	"251"	"315"	"15"	"2"	"0"	"8"	"3"	"7"	"2"	"2"	"4"	"3"	"4"	"13"	"37"	"4"	"699"	"0"	"13"	"712"	"0"
"30"	"17"	"119"	"250"	"109"	"3"	"0"	"2"	"7"	"1"	"1"	"3"	"5"	"4"	"1"	"2"	"8"	"12"	"5"	"532"	"0"	"5"	"537"	"0"
"31"	"17A"	"75"	"288"	"34"	"1"	"2"	"4"	"12"	"0"	"3"	"0"	"0"	"2"	"1"	"3"	"4"	"1"	"2"	"432"	"0"	"5"	"437"	"0"
"32"	"18"	"90"	"305"	"224"	"7"	"1"	"1"	"28"	"5"	"2"	"5"	"2"	"4"	"3"	"8"	"7"	"40"	"1"	"733"	"0"	"5"	"738"	"0"
"33"	"19"	"8"	"82"	"245"	"3"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"4"	"1"	"1"	"1"	"4"	"1"	"355"	"0"	"20"	"375"	"0"
"34"	"20"	"255"	"85"	"51"	"4"	"2"	"1"	"1"	"0"	"2"	"2"	"2"	"7"	"3"	"1"	"10"	"41"	"8"	"475"	"0"	"4"	"479"	"0"
"35"	"21"	"10"	"169"	"397"	"6"	"1"	"1"	"0"	"2"	"1"	"0"	"2"	"2"	"6"	"16"	"2"	"3"	"3"	"621"	"0"	"7"	"628"	"0"
"36"	"22"	"201"	"179"	"237"	"7"	"2"	"1"	"3"	"0"	"4"	"1"	"2"	"3"	"1"	"7"	"6"	"8"	"11"	"673"	"0"	"9"	"682"	"0"
"37"	"23"	"8"	"21"	"119"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"5"	"3"	"4"	"0"	"166"	"0"	"3"	"169"	"0"
"38"	"24"	"12"	"179"	"221"	"5"	"0"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"5"	"2"	"1"	"1"	"430"	"0"	"2"	"432"	"0"
"39"	"25"	"13"	"165"	"131"	"5"	"1"	"0"	"6"	"1"	"2"	"2"	"2"	"2"	"3"	"5"	"4"	"7"	"1"	"350"	"0"	"5"	"355"	"0"
"40"	"26"	"49"	"71"	"139"	"4"	"1"	"1"	"0"	"1"	"3"	"2"	"3"	"6"	"3"	"6"	"9"	"21"	"0"	"319"	"0"	"5"	"324"	"0"
"41"	"27"	"164"	"73"	"182"	"3"	"1"	"0"	"3"	"4"	"2"	"2"	"1"	"0"	"2"	"7"	"2"	"13"	"6"	"465"	"0"	"6"	"471"	"0"
"42"	"28"	"64"	"112"	"253"	"6"	"0"	"0"	"1"	"1"	"1"	"1"	"2"	"3"	"4"	"12"	"4"	"11"	"3"	"478"	"0"	"2"	"480"	"0"
"43"	"29"	"21"	"43"	"201"	"9"	"2"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"3"	"4"	"1"	"290"	"0"	"1"	"291"	"0"
"44"	"30"	"12"	"58"	"114"	"3"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"1"	"1"	"5"	"2"	"5"	"1"	"205"	"0"	"3"	"208"	"0"
"45"	"31"	"166"	"88"	"201"	"2"	"2"	"2"	"3"	"0"	"1"	"1"	"1"	"4"	"4"	"15"	"2"	"18"	"8"	"518"	"0"	"5"	"523"	"0"
"46"	"32"	"314"	"53"	"91"	"4"	"1"	"0"	"2"	"1"	"0"	"2"	"4"	"4"	"5"	"11"	"9"	"21"	"16"	"538"	"0"	"4"	"542"	"0"
"47"	"33"	"155"	"111"	"202"	"3"	"0"	"0"	"2"	"1"	"4"	"2"	"1"	"6"	"2"	"12"	"13"	"20"	"4"	"538"	"0"	"10"	"548"	"0"
"48"	"34"	"17"	"33"	"133"	"74"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"5"	"12"	"4"	"2"	"0"	"284"	"0"	"2"	"286"	"0"
"49"	"35"	"441"	"19"	"124"	"6"	"1"	"1"	"0"	"1"	"0"	"0"	"2"	"3"	"2"	"7"	"2"	"21"	"9"	"639"	"0"	"4"	"643"	"0"
"50"	"36"	"318"	"6"	"19"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"351"	"0"	"0"	"351"	"0"
"51"	"37"	"282"	"70"	"112"	"2"	"1"	"1"	"3"	"2"	"3"	"0"	"1"	"2"	"3"	"0"	"2"	"2"	"7"	"493"	"0"	"6"	"499"	"0"
"52"	"38"	"67"	"104"	"51"	"2"	"1"	"0"	"1"	"1"	"1"	"2"	"4"	"0"	"0"	"0"	"1"	"2"	"2"	"239"	"0"	"0"	"239"	"0"
"53"	"39"	"111"	"137"	"348"	"9"	"0"	"3"	"3"	"1"	"5"	"4"	"6"	"7"	"6"	"21"	"7"	"34"	"10"	"712"	"0"	"7"	"719"	"0"
"54"	"40"	"53"	"127"	"365"	"4"	"2"	"2"	"3"	"0"	"0"	"1"	"1"	"2"	"1"	"2"	"3"	"2"	"2"	"570"	"0"	"3"	"573"	"0"
"55"	"41"	"351"	"249"	"100"	"3"	"1"	"2"	"5"	"2"	"1"	"2"	"1"	"3"	"1"	"12"	"15"	"28"	"4"	"780"	"0"	"0"	"780"	"0"
"56"	"42"	"38"	"348"	"84"	"5"	"0"	"3"	"0"	"1"	"3"	"0"	"2"	"1"	"0"	"2"	"7"	"4"	"1"	"499"	"0"	"2"	"501"	"0"
"57"	"43"	"220"	"335"	"147"	"48"	"2"	"2"	"3"	"1"	"3"	"2"	"3"	"5"	"2"	"5"	"10"	"8"	"20"	"816"	"0"	"8"	"824"	"0"
"58"	"44"	"202"	"146"	"54"	"3"	"0"	"1"	"4"	"0"	"4"	"1"	"1"	"5"	"2"	"2"	"5"	"19"	"7"	"456"	"0"	"1"	"457"	"0"
"59"	"45"	"518"	"90"	"36"	"3"	"3"	"1"	"2"	"0"	"3"	"1"	"2"	"0"	"3"	"1"	"2"	"14"	"17"	"696"	"0"	"3"	"699"	"0"
"60"	"46"	"237"	"88"	"282"	"6"	"2"	"5"	"8"	"1"	"2"	"0"	"1"	"2"	"1"	"3"	"1"	"3"	"4"	"646"	"0"	"1"	"647"	"0"
"61"	"47"	"106"	"52"	"43"	"3"	"1"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"2"	"2"	"1"	"9"	"10"	"232"	"0"	"8"	"240"	"0"
"62"	"48"	"63"	"27"	"196"	"1"	"1"	"0"	"0"	"2"	"1"	"1"	"2"	"0"	"1"	"9"	"1"	"2"	"2"	"309"	"0"	"2"	"311"	"0"
"63"	"49"	"62"	"144"	"166"	"42"	"3"	"1"	"7"	"1"	"3"	"2"	"3"	"7"	"6"	"5"	"3"	"8"	"2"	"465"	"0"	"2"	"467"	"0"
"64"	"50"	"37"	"168"	"249"	"46"	"1"	"0"	"4"	"0"	"6"	"2"	"2"	"0"	"5"	"5"	"5"	"15"	"17"	"562"	"0"	"7"	"569"	"0"
"65"	"51"	"74"	"259"	"295"	"12"	"4"	"1"	"22"	"2"	"5"	"4"	"8"	"9"	"7"	"14"	"17"	"30"	"20"	"783"	"0"	"14"	"797"	"0"
"66"	"52"	"177"	"15"	"294"	"7"	"1"	"4"	"0"	"2"	"1"	"0"	"4"	"2"	"3"	"9"	"2"	"14"	"2"	"537"	"0"	"0"	"537"	"0"
"67"	"53"	"31"	"69"	"295"	"10"	"3"	"1"	"4"	"0"	"0"	"1"	"2"	"1"	"1"	"4"	"0"	"14"	"3"	"439"	"0"	"9"	"448"	"0"
"68"	"54"	"14"	"128"	"38"	"7"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"192"	"0"	"0"	"192"	"0"
"69"	"55"	"43"	"107"	"268"	"9"	"0"	"1"	"12"	"0"	"2"	"2"	"2"	"3"	"5"	"19"	"5"	"15"	"6"	"499"	"0"	"12"	"511"	"0"
"70"	"56"	"44"	"115"	"191"	"27"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"4"	"5"	"10"	"1"	"402"	"0"	"4"	"406"	"0"
"71"	"57"	"301"	"170"	"89"	"1"	"1"	"2"	"3"	"1"	"3"	"1"	"4"	"0"	"1"	"2"	"2"	"7"	"4"	"592"	"0"	"5"	"597"	"0"
"72"	"58"	"105"	"226"	"39"	"3"	"2"	"0"	"2"	"1"	"0"	"3"	"1"	"8"	"3"	"4"	"9"	"11"	"1"	"418"	"0"	"7"	"425"	"0"
"73"	"59"	"7"	"149"	"21"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"2"	"1"	"0"	"1"	"6"	"6"	"0"	"197"	"0"	"1"	"198"	"0"
"74"	"60"	"198"	"75"	"284"	"51"	"3"	"2"	"8"	"6"	"9"	"5"	"9"	"6"	"6"	"21"	"16"	"51"	"6"	"756"	"0"	"11"	"767"	"0"
"75"	"61"	"180"	"114"	"465"	"7"	"0"	"1"	"2"	"1"	"2"	"0"	"4"	"3"	"1"	"17"	"4"	"7"	"6"	"814"	"0"	"5"	"819"	"0"
"76"	"62"	"176"	"164"	"476"	"62"	"0"	"3"	"7"	"4"	"4"	"6"	"10"	"7"	"11"	"16"	"14"	"34"	"11"	"1005"	"0"	"13"	"1018"	"0"
"77"	"63"	"144"	"144"	"155"	"5"	"2"	"3"	"5"	"0"	"1"	"1"	"3"	"2"	"3"	"6"	"10"	"20"	"5"	"509"	"0"	"14"	"523"	"0"
"78"	"64"	"27"	"266"	"29"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"8"	"2"	"10"	"344"	"0"	"6"	"350"	"0"
"79"	"65"	"160"	"102"	"225"	"11"	"2"	"1"	"5"	"3"	"0"	"1"	"1"	"5"	"1"	"17"	"7"	"58"	"10"	"609"	"0"	"7"	"616"	"0"
"80"	"66"	"8"	"56"	"156"	"29"	"3"	"1"	"3"	"2"	"1"	"0"	"1"	"2"	"2"	"3"	"3"	"3"	"1"	"274"	"0"	"2"	"276"	"0"
"81"	"67"	"90"	"33"	"121"	"19"	"4"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"2"	"2"	"3"	"5"	"283"	"0"	"4"	"287"	"0"
"82"	"68"	"167"	"122"	"271"	"28"	"1"	"3"	"2"	"2"	"4"	"2"	"4"	"2"	"5"	"13"	"13"	"32"	"17"	"688"	"0"	"10"	"698"	"0"
"83"	"69"	"125"	"248"	"218"	"10"	"2"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"3"	"11"	"6"	"18"	"7"	"653"	"0"	"17"	"670"	"0"
"84"	"70"	"104"	"265"	"238"	"11"	"2"	"1"	"2"	"0"	"2"	"5"	"1"	"4"	"3"	"9"	"8"	"15"	"4"	"674"	"0"	"8"	"682"	"0"
"85"	"71"	"12"	"85"	"354"	"5"	"2"	"1"	"1"	"1"	"1"	"2"	"0"	"1"	"3"	"15"	"5"	"9"	"2"	"499"	"0"	"2"	"501"	"0"
"86"	"72"	"16"	"208"	"303"	"4"	"0"	"3"	"5"	"0"	"3"	"4"	"2"	"2"	"5"	"16"	"16"	"14"	"8"	"609"	"0"	"22"	"631"	"0"
"87"	"73"	"22"	"155"	"294"	"1"	"0"	"0"	"2"	"1"	"0"	"2"	"2"	"3"	"6"	"12"	"6"	"4"	"0"	"510"	"0"	"4"	"514"	"0"
"88"	"74"	"142"	"183"	"235"	"5"	"2"	"3"	"6"	"3"	"4"	"0"	"1"	"5"	"1"	"2"	"8"	"9"	"3"	"612"	"0"	"2"	"614"	"0"
"89"	"75"	"24"	"56"	"376"	"7"	"1"	"2"	"2"	"1"	"0"	"1"	"2"	"0"	"1"	"8"	"0"	"6"	"2"	"489"	"0"	"3"	"492"	"0"
"90"	"76"	"9"	"301"	"142"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"3"	"2"	"5"	"9"	"1"	"0"	"476"	"0"	"1"	"477"	"0"
"91"	"77"	"12"	"196"	"71"	"8"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"4"	"1"	"3"	"6"	"3"	"1"	"308"	"0"	"4"	"312"	"0"
"92"	"78"	"404"	"61"	"78"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"4"	"4"	"9"	"13"	"18"	"602"	"0"	"1"	"603"	"0"
"93"	"79"	"12"	"39"	"198"	"5"	"0"	"0"	"2"	"0"	"2"	"0"	"1"	"3"	"5"	"18"	"3"	"10"	"2"	"300"	"0"	"5"	"305"	"0"
"94"	"80"	"415"	"62"	"143"	"2"	"1"	"1"	"2"	"1"	"3"	"1"	"2"	"1"	"2"	"6"	"2"	"19"	"10"	"673"	"0"	"2"	"675"	"0"
"95"	"81"	"79"	"61"	"215"	"8"	"0"	"1"	"2"	"0"	"0"	"1"	"0"	"3"	"1"	"5"	"5"	"4"	"1"	"386"	"0"	"0"	"386"	"0"
"96"	"82"	"68"	"101"	"284"	"65"	"3"	"2"	"5"	"3"	"5"	"2"	"3"	"5"	"8"	"15"	"5"	"22"	"0"	"596"	"0"	"5"	"601"	"0"
"97"	"83"	"182"	"34"	"165"	"1"	"0"	"2"	"2"	"0"	"1"	"1"	"3"	"2"	"2"	"6"	"1"	"16"	"7"	"425"	"0"	"7"	"432"	"0"
"98"	"84"	"94"	"58"	"281"	"2"	"1"	"0"	"3"	"1"	"3"	"4"	"5"	"2"	"4"	"11"	"2"	"7"	"6"	"484"	"0"	"9"	"493"	"0"
"99"	"85"	"64"	"66"	"271"	"8"	"1"	"0"	"1"	"2"	"1"	"1"	"1"	"0"	"4"	"4"	"2"	"11"	"9"	"446"	"0"	"11"	"457"	"0"
"100"	"86"	"70"	"49"	"307"	"12"	"0"	"1"	"5"	"1"	"0"	"0"	"4"	"1"	"0"	"6"	"3"	"7"	"5"	"471"	"0"	"2"	"473"	"0"
"101"	"87"	"152"	"19"	"156"	"2"	"1"	"2"	"2"	"0"	"2"	"0"	"1"	"2"	"1"	"5"	"1"	"10"	"8"	"364"	"0"	"2"	"366"	"0"
"102"	"88"	"100"	"293"	"105"	"5"	"1"	"1"	"3"	"2"	"6"	"3"	"3"	"9"	"5"	"14"	"27"	"112"	"14"	"703"	"0"	"11"	"714"	"0"
"103"	"89"	"73"	"189"	"89"	"2"	"0"	"0"	"4"	"1"	"0"	"0"	"0"	"6"	"2"	"4"	"11"	"6"	"1"	"388"	"0"	"5"	"393"	"0"
"104"	"90"	"48"	"236"	"349"	"51"	"1"	"3"	"4"	"0"	"2"	"1"	"6"	"5"	"4"	"11"	"10"	"17"	"6"	"754"	"0"	"7"	"761"	"0"
"105"	"91"	"85"	"285"	"100"	"5"	"0"	"0"	"2"	"3"	"2"	"3"	"3"	"3"	"2"	"0"	"3"	"3"	"6"	"505"	"0"	"6"	"511"	"0"
"106"	"91A"	"104"	"219"	"126"	"8"	"0"	"3"	"4"	"1"	"5"	"1"	"0"	"2"	"1"	"1"	"3"	"6"	"2"	"486"	"0"	"2"	"488"	"0"
"107"	"92"	"13"	"504"	"89"	"0"	"0"	"1"	"4"	"0"	"3"	"0"	"1"	"4"	"2"	"7"	"6"	"16"	"3"	"653"	"0"	"21"	"674"	"0"
"108"	"93"	"32"	"393"	"249"	"1"	"2"	"2"	"0"	"0"	"1"	"1"	"2"	"3"	"4"	"11"	"5"	"6"	"0"	"712"	"0"	"10"	"722"	"0"
"109"	"94"	"241"	"147"	"141"	"6"	"1"	"3"	"5"	"0"	"2"	"1"	"0"	"0"	"0"	"4"	"5"	"10"	"5"	"571"	"0"	"6"	"577"	"0"
"110"	"94A"	"97"	"143"	"168"	"1"	"1"	"1"	"4"	"3"	"2"	"2"	"0"	"1"	"3"	"3"	"4"	"6"	"2"	"441"	"0"	"0"	"441"	"0"
"111"	"95"	"215"	"106"	"105"	"3"	"0"	"1"	"0"	"0"	"2"	"3"	"5"	"5"	"2"	"8"	"6"	"25"	"22"	"508"	"0"	"13"	"521"	"0"
"112"	"96"	"101"	"135"	"36"	"30"	"1"	"0"	"3"	"1"	"1"	"0"	"0"	"4"	"2"	"4"	"18"	"9"	"4"	"349"	"0"	"2"	"351"	"0"
"113"	"97"	"197"	"331"	"88"	"34"	"2"	"3"	"4"	"1"	"1"	"3"	"1"	"3"	"3"	"5"	"8"	"4"	"2"	"690"	"0"	"5"	"695"	"0"
"114"	"98"	"157"	"213"	"130"	"8"	"0"	"1"	"2"	"1"	"2"	"0"	"0"	"0"	"0"	"2"	"1"	"6"	"1"	"524"	"0"	"1"	"525"	"0"
"115"	"99"	"100"	"178"	"87"	"2"	"1"	"1"	"0"	"1"	"1"	"2"	"0"	"4"	"4"	"3"	"7"	"7"	"6"	"404"	"0"	"9"	"413"	"0"
"116"	"100"	"218"	"123"	"226"	"16"	"5"	"5"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"8"	"8"	"22"	"4"	"647"	"0"	"1"	"648"	"0"
"117"	"101"	"210"	"164"	"143"	"3"	"2"	"1"	"3"	"1"	"2"	"0"	"0"	"2"	"1"	"1"	"1"	"6"	"1"	"541"	"0"	"0"	"541"	"0"
"118"	"102"	"42"	"58"	"118"	"3"	"0"	"2"	"5"	"1"	"1"	"1"	"3"	"1"	"2"	"10"	"7"	"23"	"0"	"277"	"0"	"1"	"278"	"0"
"119"	"103"	"199"	"176"	"177"	"9"	"4"	"2"	"4"	"2"	"2"	"3"	"1"	"7"	"2"	"8"	"10"	"12"	"15"	"633"	"0"	"12"	"645"	"0"
"120"	"104"	"226"	"61"	"22"	"2"	"1"	"0"	"1"	"0"	"1"	"2"	"1"	"3"	"1"	"3"	"3"	"24"	"45"	"396"	"0"	"13"	"409"	"0"
"121"	"105"	"144"	"182"	"150"	"44"	"0"	"1"	"1"	"0"	"1"	"3"	"1"	"5"	"5"	"10"	"6"	"14"	"7"	"574"	"0"	"15"	"589"	"0"
"122"	"105A"	"230"	"75"	"55"	"29"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"2"	"1"	"3"	"5"	"11"	"23"	"438"	"0"	"3"	"441"	"0"
"123"	"106"	"386"	"127"	"174"	"3"	"1"	"1"	"3"	"0"	"3"	"2"	"2"	"3"	"2"	"7"	"2"	"9"	"12"	"737"	"0"	"5"	"742"	"0"
"124"	"107"	"29"	"33"	"219"	"117"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"0"	"2"	"2"	"1"	"7"	"3"	"423"	"0"	"2"	"425"	"0"
"125"	"108"	"325"	"238"	"104"	"5"	"0"	"3"	"2"	"1"	"1"	"0"	"1"	"2"	"0"	"2"	"2"	"4"	"2"	"692"	"0"	"2"	"694"	"0"
"126"	"109"	"209"	"239"	"35"	"6"	"0"	"2"	"5"	"0"	"2"	"2"	"3"	"4"	"3"	"3"	"10"	"10"	"5"	"538"	"0"	"9"	"547"	"0"
"127"	"109A"	"97"	"347"	"49"	"5"	"4"	"1"	"1"	"3"	"1"	"2"	"3"	"1"	"3"	"0"	"8"	"7"	"5"	"537"	"0"	"5"	"542"	"0"
"128"	"110"	"145"	"99"	"161"	"1"	"1"	"1"	"1"	"1"	"2"	"4"	"4"	"3"	"5"	"5"	"3"	"16"	"8"	"460"	"0"	"4"	"464"	"0"
"129"	"111"	"192"	"322"	"218"	"19"	"4"	"2"	"2"	"2"	"6"	"1"	"3"	"4"	"9"	"21"	"11"	"24"	"4"	"844"	"0"	"5"	"849"	"0"
"130"	"112"	"44"	"344"	"11"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"1"	"2"	"2"	"6"	"2"	"419"	"0"	"2"	"421"	"0"
"131"	"113"	"710"	"48"	"92"	"1"	"0"	"1"	"6"	"4"	"1"	"0"	"3"	"1"	"2"	"4"	"2"	"20"	"23"	"918"	"0"	"7"	"925"	"0"
"132"	"114"	"172"	"175"	"298"	"6"	"0"	"0"	"6"	"3"	"3"	"0"	"5"	"2"	"9"	"15"	"9"	"40"	"13"	"756"	"0"	"14"	"770"	"0"
"133"	"115"	"123"	"93"	"132"	"3"	"1"	"0"	"3"	"0"	"0"	"2"	"2"	"1"	"1"	"4"	"3"	"36"	"3"	"407"	"0"	"5"	"412"	"0"
"134"	"116"	"252"	"226"	"347"	"20"	"1"	"2"	"7"	"3"	"7"	"4"	"7"	"4"	"1"	"10"	"7"	"7"	"7"	"912"	"0"	"3"	"915"	"0"
"135"	"117"	"464"	"92"	"268"	"41"	"1"	"7"	"2"	"2"	"4"	"1"	"1"	"2"	"2"	"5"	"5"	"9"	"13"	"919"	"0"	"8"	"927"	"0"
"136"	"118"	"133"	"45"	"241"	"5"	"1"	"0"	"3"	"5"	"1"	"0"	"3"	"4"	"0"	"11"	"5"	"34"	"0"	"491"	"0"	"1"	"492"	"0"
"137"	"119"	"87"	"100"	"464"	"25"	"1"	"2"	"0"	"0"	"3"	"0"	"5"	"2"	"1"	"13"	"5"	"8"	"9"	"725"	"0"	"9"	"734"	"0"
"138"	"120"	"12"	"89"	"324"	"2"	"1"	"0"	"0"	"1"	"0"	"1"	"2"	"4"	"2"	"14"	"4"	"8"	"2"	"466"	"0"	"2"	"468"	"0"
"139"	"121"	"294"	"72"	"106"	"4"	"1"	"0"	"2"	"1"	"2"	"0"	"0"	"0"	"1"	"3"	"3"	"7"	"6"	"502"	"0"	"4"	"506"	"0"
"140"	"122"	"77"	"325"	"183"	"9"	"0"	"3"	"9"	"4"	"7"	"4"	"42"	"7"	"5"	"8"	"13"	"33"	"2"	"731"	"0"	"7"	"738"	"0"
"141"	"123"	"50"	"229"	"113"	"1"	"2"	"0"	"3"	"1"	"1"	"0"	"3"	"0"	"2"	"6"	"6"	"9"	"0"	"426"	"0"	"3"	"429"	"0"
"142"	"124"	"195"	"251"	"123"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"5"	"2"	"5"	"4"	"5"	"18"	"3"	"620"	"0"	"5"	"625"	"0"
"143"	"125"	"73"	"133"	"183"	"3"	"2"	"1"	"3"	"1"	"0"	"0"	"1"	"2"	"1"	"9"	"2"	"13"	"3"	"430"	"0"	"4"	"434"	"0"
