"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"
"17"	"5"	"127"	"46"	"0"	"32"	"0"	"4"	"2"	"1"	"2"	"0"	"1"	"0"	"2"	"2"	"22"	"7"	"16"	"2"	"0"	"4"	"5"	"1"	"276"	"0"	"5"	"281"	"0"
"18"	"6"	"25"	"128"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"4"	"4"	"2"	"2"	"1"	"0"	"0"	"1"	"172"	"0"	"0"	"172"	"0"
"19"	"7"	"29"	"153"	"2"	"135"	"4"	"0"	"0"	"36"	"0"	"0"	"1"	"4"	"11"	"4"	"8"	"6"	"1"	"2"	"0"	"6"	"0"	"0"	"402"	"0"	"0"	"402"	"0"
"20"	"8"	"16"	"87"	"2"	"20"	"0"	"0"	"0"	"16"	"0"	"0"	"0"	"0"	"1"	"4"	"28"	"10"	"1"	"2"	"1"	"0"	"0"	"0"	"188"	"0"	"0"	"188"	"0"
"21"	"9"	"18"	"78"	"3"	"19"	"1"	"4"	"3"	"20"	"2"	"2"	"4"	"0"	"3"	"11"	"306"	"21"	"3"	"0"	"0"	"2"	"1"	"0"	"501"	"0"	"3"	"504"	"0"
"22"	"10"	"230"	"25"	"4"	"73"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"4"	"1"	"22"	"2"	"18"	"11"	"2"	"6"	"2"	"3"	"408"	"0"	"5"	"413"	"0"
"23"	"11"	"108"	"194"	"10"	"221"	"9"	"4"	"0"	"2"	"1"	"0"	"2"	"4"	"10"	"4"	"30"	"5"	"0"	"5"	"1"	"1"	"2"	"8"	"621"	"0"	"1"	"622"	"0"
"24"	"12"	"300"	"17"	"2"	"14"	"2"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"2"	"1"	"1"	"14"	"7"	"0"	"1"	"0"	"1"	"3"	"368"	"0"	"1"	"369"	"0"
"25"	"13"	"6"	"43"	"11"	"103"	"3"	"3"	"1"	"13"	"2"	"0"	"2"	"3"	"9"	"8"	"140"	"10"	"4"	"2"	"0"	"2"	"1"	"1"	"367"	"0"	"3"	"370"	"0"
"26"	"14"	"117"	"143"	"9"	"171"	"7"	"1"	"4"	"1"	"3"	"2"	"2"	"3"	"8"	"1"	"6"	"6"	"4"	"4"	"1"	"2"	"2"	"1"	"498"	"0"	"2"	"500"	"0"
"27"	"15"	"214"	"15"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"235"	"0"	"0"	"235"	"0"
"28"	"16"	"135"	"74"	"3"	"35"	"1"	"0"	"0"	"6"	"3"	"3"	"2"	"1"	"5"	"4"	"26"	"3"	"3"	"2"	"4"	"4"	"0"	"1"	"315"	"0"	"0"	"315"	"0"
"29"	"17"	"190"	"53"	"1"	"3"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"9"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"265"	"0"	"0"	"265"	"0"
"30"	"18"	"10"	"89"	"0"	"29"	"4"	"0"	"0"	"1"	"1"	"0"	"1"	"2"	"3"	"3"	"156"	"27"	"4"	"3"	"1"	"1"	"1"	"1"	"337"	"0"	"2"	"339"	"0"
"31"	"19"	"35"	"222"	"15"	"220"	"17"	"4"	"1"	"7"	"3"	"1"	"5"	"2"	"15"	"6"	"8"	"4"	"5"	"10"	"6"	"11"	"7"	"2"	"606"	"0"	"7"	"613"	"0"
"32"	"20"	"167"	"70"	"1"	"135"	"3"	"1"	"0"	"16"	"0"	"0"	"0"	"3"	"2"	"2"	"16"	"1"	"21"	"5"	"6"	"11"	"1"	"5"	"466"	"0"	"5"	"471"	"0"
"33"	"21"	"163"	"17"	"3"	"18"	"3"	"2"	"0"	"2"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"2"	"8"	"1"	"1"	"1"	"1"	"1"	"226"	"0"	"1"	"227"	"0"
"34"	"22"	"4"	"176"	"3"	"37"	"2"	"0"	"1"	"6"	"3"	"0"	"1"	"0"	"4"	"3"	"61"	"6"	"1"	"5"	"0"	"0"	"0"	"2"	"315"	"0"	"0"	"315"	"0"
"35"	"23"	"224"	"44"	"2"	"61"	"1"	"3"	"2"	"3"	"1"	"3"	"2"	"1"	"3"	"0"	"8"	"8"	"1"	"0"	"0"	"2"	"1"	"1"	"371"	"0"	"2"	"373"	"0"
"36"	"24"	"17"	"122"	"4"	"40"	"6"	"2"	"2"	"10"	"0"	"0"	"0"	"3"	"1"	"1"	"49"	"3"	"0"	"0"	"0"	"0"	"0"	"2"	"262"	"0"	"0"	"262"	"0"
"37"	"25"	"7"	"88"	"4"	"130"	"6"	"7"	"0"	"8"	"1"	"1"	"3"	"0"	"4"	"3"	"172"	"12"	"2"	"2"	"2"	"5"	"1"	"1"	"459"	"0"	"2"	"461"	"0"
"38"	"26"	"178"	"132"	"3"	"124"	"3"	"2"	"1"	"4"	"1"	"1"	"2"	"0"	"7"	"4"	"102"	"18"	"2"	"3"	"1"	"2"	"0"	"3"	"593"	"0"	"6"	"599"	"0"
"39"	"27"	"40"	"153"	"2"	"11"	"1"	"1"	"0"	"23"	"0"	"1"	"2"	"0"	"1"	"1"	"16"	"11"	"4"	"5"	"1"	"0"	"1"	"1"	"275"	"0"	"0"	"275"	"0"
"40"	"28"	"1"	"29"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"20"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"59"	"0"	"0"	"59"	"0"
"41"	"29"	"66"	"120"	"6"	"62"	"1"	"2"	"0"	"1"	"0"	"2"	"0"	"2"	"1"	"0"	"88"	"4"	"4"	"1"	"0"	"0"	"2"	"0"	"362"	"0"	"1"	"363"	"0"
"42"	"30"	"2"	"158"	"11"	"56"	"2"	"1"	"0"	"11"	"0"	"1"	"3"	"0"	"3"	"6"	"88"	"4"	"0"	"0"	"1"	"3"	"1"	"0"	"351"	"0"	"1"	"352"	"0"
"43"	"31"	"0"	"80"	"1"	"38"	"0"	"0"	"0"	"8"	"1"	"0"	"0"	"2"	"3"	"3"	"167"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"307"	"0"	"0"	"307"	"0"
"44"	"32"	"0"	"81"	"1"	"12"	"1"	"2"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"2"	"65"	"5"	"1"	"2"	"0"	"0"	"1"	"0"	"183"	"0"	"1"	"184"	"0"
"45"	"33"	"5"	"68"	"2"	"225"	"4"	"0"	"0"	"17"	"0"	"0"	"0"	"0"	"2"	"2"	"10"	"1"	"1"	"0"	"2"	"0"	"0"	"2"	"341"	"0"	"0"	"341"	"0"
"46"	"34"	"155"	"49"	"2"	"45"	"0"	"2"	"2"	"43"	"2"	"0"	"1"	"2"	"2"	"8"	"92"	"15"	"5"	"0"	"1"	"0"	"0"	"6"	"432"	"0"	"2"	"434"	"0"
"47"	"35"	"13"	"115"	"6"	"22"	"1"	"2"	"1"	"4"	"1"	"1"	"2"	"0"	"1"	"1"	"82"	"12"	"0"	"6"	"0"	"2"	"2"	"2"	"276"	"0"	"6"	"282"	"0"
"48"	"36"	"36"	"59"	"3"	"64"	"1"	"2"	"1"	"22"	"0"	"0"	"3"	"2"	"4"	"0"	"2"	"4"	"1"	"2"	"0"	"1"	"0"	"8"	"215"	"0"	"0"	"215"	"0"
"49"	"37"	"16"	"120"	"5"	"77"	"6"	"3"	"3"	"58"	"3"	"2"	"3"	"6"	"10"	"7"	"7"	"6"	"6"	"8"	"2"	"8"	"3"	"3"	"362"	"0"	"3"	"365"	"0"
"50"	"38"	"148"	"43"	"2"	"35"	"1"	"1"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"3"	"1"	"5"	"5"	"1"	"1"	"1"	"1"	"1"	"252"	"0"	"1"	"253"	"0"
"51"	"39"	"81"	"110"	"28"	"101"	"9"	"4"	"2"	"9"	"4"	"4"	"4"	"4"	"10"	"5"	"113"	"16"	"3"	"1"	"2"	"7"	"2"	"1"	"520"	"0"	"6"	"526"	"0"
"52"	"40"	"198"	"118"	"21"	"114"	"8"	"3"	"1"	"2"	"1"	"1"	"5"	"4"	"7"	"4"	"15"	"21"	"24"	"7"	"5"	"5"	"0"	"0"	"564"	"0"	"8"	"572"	"0"
"53"	"41"	"52"	"56"	"3"	"66"	"2"	"3"	"0"	"4"	"0"	"2"	"2"	"1"	"5"	"1"	"0"	"6"	"7"	"2"	"1"	"4"	"6"	"270"	"493"	"0"	"12"	"505"	"0"
"54"	"42"	"177"	"114"	"4"	"78"	"4"	"5"	"5"	"4"	"5"	"3"	"3"	"3"	"8"	"9"	"4"	"20"	"5"	"6"	"2"	"7"	"7"	"2"	"475"	"0"	"18"	"493"	"0"
"55"	"43"	"36"	"130"	"55"	"131"	"3"	"1"	"0"	"7"	"4"	"2"	"3"	"5"	"6"	"6"	"8"	"10"	"2"	"1"	"2"	"2"	"0"	"1"	"415"	"0"	"1"	"416"	"0"
"56"	"44"	"200"	"105"	"2"	"304"	"3"	"3"	"1"	"10"	"4"	"3"	"6"	"8"	"17"	"8"	"7"	"10"	"11"	"6"	"6"	"8"	"5"	"8"	"735"	"0"	"11"	"746"	"0"
"57"	"45"	"480"	"3"	"0"	"10"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"3"	"1"	"1"	"1"	"0"	"0"	"504"	"0"	"0"	"504"	"0"
"58"	"46"	"134"	"137"	"5"	"23"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"4"	"2"	"5"	"6"	"16"	"8"	"2"	"0"	"0"	"0"	"8"	"370"	"0"	"4"	"374"	"0"
"59"	"47"	"88"	"138"	"104"	"158"	"9"	"4"	"3"	"9"	"1"	"4"	"3"	"6"	"7"	"8"	"2"	"7"	"3"	"2"	"8"	"2"	"2"	"1"	"569"	"0"	"5"	"574"	"0"
"60"	"48"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"4"	"6"	"0"
"61"	"49"	"81"	"51"	"3"	"85"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"4"	"0"	"0"	"0"	"1"	"0"	"230"	"0"	"3"	"233"	"0"
"62"	"50"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"63"	"51"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"64"	"52"	"139"	"140"	"2"	"56"	"3"	"3"	"0"	"5"	"0"	"2"	"1"	"4"	"4"	"2"	"8"	"14"	"7"	"3"	"2"	"2"	"4"	"5"	"406"	"0"	"6"	"412"	"0"
"65"	"53"	"95"	"195"	"5"	"67"	"2"	"6"	"2"	"3"	"0"	"0"	"2"	"0"	"2"	"4"	"14"	"5"	"14"	"4"	"1"	"2"	"1"	"2"	"426"	"0"	"2"	"428"	"0"
"66"	"54"	"76"	"224"	"11"	"58"	"6"	"3"	"1"	"3"	"5"	"1"	"1"	"1"	"5"	"7"	"8"	"9"	"4"	"4"	"0"	"0"	"0"	"3"	"430"	"0"	"1"	"431"	"0"
"67"	"55"	"23"	"309"	"99"	"232"	"11"	"0"	"1"	"13"	"3"	"6"	"2"	"6"	"23"	"14"	"10"	"15"	"3"	"1"	"1"	"4"	"0"	"1"	"777"	"0"	"2"	"779"	"0"
"68"	"56"	"43"	"13"	"1"	"37"	"1"	"0"	"0"	"3"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"103"	"0"	"1"	"104"	"0"
"69"	"57"	"97"	"146"	"33"	"106"	"3"	"1"	"0"	"4"	"2"	"1"	"5"	"5"	"15"	"9"	"23"	"12"	"3"	"3"	"0"	"1"	"0"	"3"	"472"	"0"	"4"	"476"	"0"
"70"	"58"	"47"	"225"	"0"	"84"	"3"	"0"	"1"	"20"	"0"	"0"	"0"	"2"	"2"	"2"	"30"	"3"	"1"	"5"	"0"	"1"	"1"	"0"	"427"	"0"	"0"	"427"	"0"
"71"	"59"	"46"	"109"	"1"	"229"	"1"	"2"	"0"	"1"	"1"	"0"	"0"	"1"	"5"	"0"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"400"	"0"	"0"	"400"	"0"
"72"	"60"	"113"	"99"	"46"	"35"	"4"	"1"	"3"	"6"	"3"	"2"	"4"	"6"	"8"	"6"	"18"	"13"	"8"	"7"	"2"	"0"	"2"	"2"	"388"	"0"	"14"	"402"	"0"
"73"	"61"	"404"	"36"	"2"	"82"	"1"	"0"	"0"	"7"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"3"	"1"	"0"	"0"	"1"	"0"	"0"	"541"	"0"	"0"	"541"	"0"
"74"	"62"	"30"	"230"	"2"	"150"	"9"	"2"	"0"	"43"	"3"	"0"	"4"	"2"	"10"	"3"	"16"	"4"	"2"	"3"	"1"	"2"	"0"	"1"	"517"	"0"	"3"	"520"	"0"
"75"	"63"	"36"	"96"	"3"	"170"	"0"	"1"	"1"	"23"	"2"	"2"	"6"	"1"	"5"	"6"	"5"	"5"	"0"	"1"	"1"	"2"	"0"	"1"	"367"	"0"	"7"	"374"	"0"
"76"	"64"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"
"77"	"65"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"78"	"66"	"26"	"64"	"30"	"193"	"4"	"5"	"1"	"10"	"2"	"2"	"1"	"2"	"1"	"5"	"4"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"354"	"0"	"2"	"356"	"0"
"79"	"67"	"99"	"187"	"13"	"47"	"0"	"2"	"2"	"14"	"2"	"0"	"2"	"1"	"0"	"1"	"7"	"7"	"0"	"0"	"0"	"0"	"0"	"2"	"386"	"0"	"1"	"387"	"0"
"80"	"68"	"20"	"249"	"11"	"125"	"5"	"3"	"1"	"11"	"5"	"4"	"7"	"6"	"15"	"12"	"38"	"12"	"6"	"7"	"0"	"3"	"4"	"1"	"545"	"0"	"4"	"549"	"0"
"81"	"69"	"81"	"122"	"28"	"90"	"6"	"3"	"0"	"24"	"1"	"4"	"4"	"8"	"13"	"10"	"35"	"8"	"3"	"1"	"1"	"3"	"0"	"0"	"445"	"0"	"4"	"449"	"0"
"82"	"70"	"38"	"200"	"3"	"88"	"7"	"2"	"0"	"11"	"2"	"1"	"1"	"2"	"7"	"14"	"78"	"7"	"4"	"1"	"0"	"1"	"1"	"0"	"468"	"0"	"2"	"470"	"0"
"83"	"71"	"4"	"203"	"2"	"82"	"5"	"2"	"2"	"8"	"0"	"2"	"2"	"2"	"7"	"7"	"105"	"9"	"1"	"3"	"2"	"2"	"0"	"0"	"450"	"0"	"2"	"452"	"0"
"84"	"72"	"24"	"169"	"18"	"258"	"7"	"2"	"1"	"14"	"0"	"1"	"8"	"6"	"19"	"2"	"12"	"17"	"2"	"3"	"1"	"7"	"2"	"1"	"574"	"0"	"9"	"583"	"0"
"85"	"73"	"1"	"168"	"0"	"144"	"2"	"3"	"0"	"32"	"2"	"2"	"1"	"2"	"10"	"3"	"2"	"1"	"3"	"3"	"1"	"0"	"1"	"1"	"382"	"0"	"0"	"382"	"0"
"86"	"74"	"201"	"173"	"52"	"49"	"3"	"1"	"1"	"7"	"3"	"1"	"2"	"4"	"7"	"13"	"70"	"24"	"3"	"5"	"1"	"2"	"0"	"3"	"625"	"0"	"2"	"627"	"0"
"87"	"75"	"148"	"80"	"4"	"193"	"10"	"3"	"1"	"5"	"0"	"0"	"1"	"1"	"7"	"0"	"3"	"11"	"8"	"3"	"1"	"14"	"2"	"4"	"499"	"0"	"4"	"503"	"0"
"88"	"76"	"60"	"339"	"0"	"26"	"0"	"1"	"0"	"5"	"1"	"0"	"0"	"0"	"0"	"2"	"10"	"8"	"3"	"3"	"0"	"0"	"0"	"0"	"458"	"0"	"1"	"459"	"0"
"89"	"76A"	"77"	"52"	"37"	"24"	"3"	"2"	"2"	"5"	"5"	"3"	"1"	"2"	"5"	"6"	"32"	"26"	"8"	"3"	"2"	"0"	"2"	"3"	"300"	"0"	"9"	"309"	"0"
"90"	"77"	"176"	"106"	"10"	"84"	"1"	"1"	"0"	"2"	"0"	"1"	"4"	"0"	"3"	"8"	"67"	"16"	"3"	"1"	"1"	"2"	"0"	"0"	"486"	"0"	"0"	"486"	"0"
"91"	"78"	"12"	"234"	"24"	"405"	"4"	"2"	"3"	"2"	"1"	"1"	"6"	"7"	"11"	"4"	"12"	"7"	"2"	"6"	"4"	"7"	"1"	"1"	"756"	"0"	"1"	"757"	"0"
"92"	"79"	"96"	"318"	"9"	"100"	"10"	"5"	"1"	"7"	"2"	"4"	"1"	"1"	"16"	"7"	"20"	"12"	"2"	"2"	"1"	"2"	"2"	"1"	"619"	"0"	"2"	"621"	"0"
"93"	"80"	"17"	"200"	"62"	"42"	"2"	"3"	"0"	"17"	"0"	"2"	"0"	"1"	"2"	"2"	"18"	"6"	"3"	"7"	"2"	"2"	"1"	"0"	"389"	"0"	"1"	"390"	"0"
"94"	"81"	"3"	"144"	"1"	"209"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"1"	"3"	"0"	"3"	"0"	"1"	"0"	"0"	"370"	"0"	"1"	"371"	"0"
"95"	"82"	"67"	"207"	"0"	"45"	"1"	"0"	"0"	"2"	"0"	"0"	"1"	"2"	"3"	"1"	"2"	"3"	"1"	"1"	"0"	"0"	"2"	"0"	"338"	"0"	"1"	"339"	"0"
"96"	"83"	"94"	"197"	"6"	"190"	"9"	"7"	"3"	"10"	"3"	"4"	"5"	"6"	"13"	"8"	"20"	"18"	"6"	"4"	"4"	"3"	"2"	"6"	"618"	"0"	"11"	"629"	"0"
"97"	"84"	"7"	"181"	"9"	"150"	"3"	"3"	"1"	"2"	"1"	"3"	"3"	"1"	"5"	"7"	"13"	"8"	"6"	"14"	"1"	"8"	"6"	"1"	"433"	"0"	"6"	"439"	"0"
"98"	"85"	"32"	"145"	"80"	"95"	"4"	"1"	"1"	"57"	"1"	"3"	"1"	"5"	"7"	"6"	"13"	"11"	"0"	"2"	"1"	"0"	"0"	"1"	"466"	"0"	"1"	"467"	"0"
"99"	"86"	"114"	"179"	"7"	"92"	"3"	"3"	"0"	"54"	"0"	"2"	"2"	"3"	"8"	"1"	"34"	"7"	"12"	"4"	"5"	"3"	"3"	"3"	"539"	"0"	"11"	"550"	"0"
"100"	"87"	"17"	"176"	"7"	"337"	"14"	"3"	"1"	"4"	"2"	"2"	"4"	"9"	"18"	"5"	"25"	"16"	"7"	"16"	"5"	"22"	"3"	"3"	"696"	"0"	"7"	"703"	"0"
"101"	"88"	"247"	"344"	"9"	"43"	"5"	"5"	"2"	"6"	"2"	"7"	"6"	"5"	"10"	"12"	"36"	"22"	"14"	"17"	"0"	"1"	"0"	"5"	"798"	"0"	"0"	"798"	"0"
"102"	"89"	"50"	"41"	"28"	"276"	"7"	"1"	"1"	"3"	"3"	"3"	"6"	"4"	"25"	"9"	"5"	"9"	"3"	"2"	"1"	"9"	"3"	"1"	"490"	"0"	"5"	"495"	"0"
"103"	"90"	"8"	"72"	"2"	"343"	"6"	"3"	"0"	"1"	"0"	"1"	"1"	"1"	"8"	"1"	"1"	"1"	"3"	"13"	"8"	"9"	"8"	"5"	"495"	"0"	"3"	"498"	"0"
"104"	"91"	"6"	"69"	"3"	"357"	"8"	"2"	"0"	"5"	"1"	"1"	"3"	"0"	"10"	"4"	"5"	"8"	"1"	"4"	"3"	"10"	"2"	"0"	"502"	"0"	"0"	"502"	"0"
"105"	"92"	"50"	"131"	"44"	"80"	"3"	"1"	"0"	"7"	"2"	"1"	"1"	"3"	"4"	"2"	"4"	"6"	"6"	"1"	"1"	"5"	"1"	"0"	"353"	"0"	"2"	"355"	"0"
"106"	"93"	"9"	"115"	"42"	"214"	"4"	"1"	"0"	"25"	"1"	"0"	"3"	"1"	"6"	"2"	"4"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"431"	"0"	"5"	"436"	"0"
"107"	"94"	"7"	"59"	"5"	"331"	"1"	"0"	"0"	"44"	"0"	"0"	"1"	"2"	"2"	"0"	"7"	"3"	"1"	"2"	"0"	"1"	"0"	"1"	"467"	"0"	"0"	"467"	"0"
"108"	"95"	"28"	"77"	"4"	"114"	"6"	"2"	"2"	"54"	"1"	"0"	"3"	"1"	"5"	"4"	"23"	"3"	"2"	"2"	"1"	"2"	"2"	"1"	"337"	"0"	"2"	"339"	"0"
"109"	"96"	"223"	"134"	"6"	"91"	"5"	"3"	"3"	"9"	"2"	"2"	"1"	"4"	"7"	"7"	"30"	"17"	"0"	"1"	"0"	"0"	"0"	"1"	"546"	"0"	"1"	"547"	"0"
"110"	"97"	"22"	"300"	"26"	"126"	"5"	"1"	"2"	"15"	"3"	"0"	"2"	"5"	"9"	"6"	"25"	"12"	"2"	"5"	"2"	"4"	"1"	"2"	"575"	"0"	"9"	"584"	"0"
"111"	"98"	"33"	"312"	"6"	"75"	"5"	"6"	"1"	"11"	"1"	"0"	"3"	"0"	"3"	"10"	"24"	"8"	"4"	"6"	"3"	"1"	"0"	"3"	"515"	"0"	"6"	"521"	"0"
"112"	"99"	"18"	"274"	"9"	"59"	"3"	"5"	"2"	"16"	"2"	"3"	"9"	"3"	"2"	"7"	"95"	"18"	"9"	"10"	"0"	"2"	"2"	"1"	"549"	"0"	"8"	"557"	"0"
"113"	"100"	"179"	"54"	"3"	"53"	"2"	"3"	"0"	"3"	"4"	"1"	"4"	"1"	"2"	"7"	"10"	"15"	"5"	"2"	"1"	"0"	"1"	"0"	"350"	"0"	"3"	"353"	"0"
"114"	"101"	"40"	"137"	"15"	"119"	"0"	"1"	"0"	"4"	"1"	"3"	"1"	"4"	"10"	"9"	"34"	"12"	"4"	"3"	"2"	"2"	"0"	"0"	"401"	"0"	"0"	"401"	"0"
"115"	"102"	"200"	"130"	"3"	"87"	"5"	"9"	"2"	"1"	"2"	"0"	"3"	"5"	"8"	"10"	"20"	"16"	"7"	"1"	"7"	"2"	"1"	"4"	"523"	"0"	"10"	"533"	"0"
"116"	"103"	"158"	"117"	"1"	"62"	"0"	"3"	"2"	"3"	"1"	"2"	"1"	"4"	"1"	"1"	"6"	"8"	"6"	"0"	"2"	"2"	"1"	"0"	"381"	"0"	"3"	"384"	"0"
"117"	"104"	"28"	"429"	"5"	"146"	"1"	"1"	"1"	"48"	"0"	"0"	"0"	"2"	"4"	"2"	"3"	"3"	"1"	"2"	"0"	"1"	"0"	"0"	"677"	"0"	"5"	"682"	"0"
"118"	"105"	"16"	"115"	"3"	"196"	"2"	"1"	"0"	"6"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"343"	"0"	"1"	"344"	"0"
