"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"26"	"14"	"224"	"15"	"2"	"135"	"2"	"2"	"1"	"3"	"2"	"2"	"0"	"388"	"0"	"4"	"392"	"0"
"27"	"15"	"329"	"47"	"16"	"395"	"12"	"25"	"8"	"8"	"8"	"5"	"6"	"859"	"0"	"12"	"871"	"0"
"28"	"16"	"56"	"46"	"8"	"299"	"16"	"41"	"9"	"10"	"9"	"13"	"7"	"514"	"0"	"15"	"529"	"0"
"29"	"17"	"197"	"14"	"4"	"454"	"8"	"6"	"1"	"7"	"12"	"7"	"2"	"712"	"0"	"9"	"721"	"0"
"30"	"18"	"50"	"7"	"7"	"353"	"13"	"10"	"0"	"3"	"8"	"5"	"4"	"460"	"0"	"9"	"469"	"0"
"31"	"19"	"170"	"6"	"17"	"323"	"8"	"5"	"7"	"7"	"12"	"12"	"7"	"574"	"0"	"29"	"603"	"0"
"32"	"20"	"51"	"20"	"25"	"586"	"8"	"14"	"3"	"16"	"16"	"14"	"9"	"762"	"0"	"12"	"774"	"0"
"33"	"21"	"227"	"9"	"7"	"207"	"4"	"4"	"0"	"4"	"5"	"2"	"1"	"470"	"0"	"2"	"472"	"0"
"34"	"22"	"388"	"7"	"3"	"70"	"3"	"1"	"0"	"7"	"1"	"2"	"0"	"482"	"0"	"5"	"487"	"0"
"35"	"23"	"302"	"5"	"3"	"101"	"17"	"2"	"1"	"6"	"3"	"4"	"1"	"445"	"0"	"9"	"454"	"0"
"36"	"24"	"71"	"80"	"10"	"324"	"9"	"30"	"11"	"12"	"9"	"12"	"20"	"588"	"0"	"24"	"612"	"0"
"37"	"25"	"81"	"22"	"9"	"323"	"14"	"29"	"5"	"11"	"14"	"7"	"11"	"526"	"0"	"46"	"572"	"0"
"38"	"26"	"67"	"14"	"5"	"196"	"5"	"18"	"5"	"5"	"5"	"1"	"2"	"323"	"0"	"8"	"331"	"0"
"39"	"27"	"118"	"55"	"7"	"305"	"15"	"43"	"2"	"11"	"5"	"13"	"9"	"583"	"0"	"21"	"604"	"0"
"40"	"28"	"93"	"42"	"8"	"274"	"6"	"11"	"2"	"1"	"2"	"1"	"0"	"440"	"0"	"1"	"441"	"0"
"41"	"29"	"120"	"47"	"7"	"190"	"9"	"23"	"2"	"4"	"3"	"6"	"9"	"420"	"0"	"12"	"432"	"0"
"42"	"30"	"364"	"18"	"6"	"181"	"3"	"7"	"1"	"5"	"1"	"2"	"1"	"589"	"0"	"3"	"592"	"0"
"43"	"31"	"165"	"11"	"9"	"235"	"1"	"13"	"2"	"1"	"3"	"4"	"0"	"444"	"0"	"6"	"450"	"0"
"44"	"31A"	"205"	"8"	"2"	"65"	"0"	"3"	"1"	"1"	"5"	"2"	"2"	"294"	"0"	"12"	"306"	"0"
"45"	"32"	"547"	"38"	"3"	"14"	"1"	"4"	"0"	"0"	"1"	"2"	"2"	"612"	"0"	"15"	"627"	"0"
"46"	"33"	"502"	"10"	"0"	"19"	"2"	"1"	"0"	"1"	"0"	"0"	"1"	"536"	"0"	"3"	"539"	"0"
"47"	"34"	"63"	"4"	"3"	"174"	"3"	"6"	"0"	"0"	"2"	"1"	"0"	"256"	"0"	"7"	"263"	"0"
"48"	"35"	"396"	"25"	"3"	"3"	"1"	"1"	"0"	"4"	"3"	"2"	"4"	"442"	"0"	"13"	"455"	"0"
"49"	"35A"	"391"	"9"	"3"	"4"	"2"	"0"	"1"	"1"	"0"	"1"	"2"	"414"	"0"	"2"	"416"	"0"
"50"	"36"	"298"	"5"	"3"	"2"	"0"	"1"	"2"	"1"	"1"	"1"	"1"	"315"	"0"	"6"	"321"	"0"
"51"	"37"	"79"	"47"	"6"	"314"	"9"	"53"	"10"	"22"	"16"	"9"	"7"	"572"	"0"	"16"	"588"	"0"
"52"	"38"	"23"	"20"	"4"	"323"	"9"	"21"	"5"	"6"	"11"	"6"	"4"	"432"	"0"	"10"	"442"	"0"
"53"	"39"	"41"	"35"	"2"	"178"	"5"	"16"	"2"	"6"	"2"	"3"	"2"	"292"	"0"	"2"	"294"	"0"
"54"	"40"	"147"	"33"	"8"	"174"	"6"	"37"	"5"	"12"	"7"	"3"	"9"	"441"	"0"	"19"	"460"	"0"
"55"	"41"	"325"	"77"	"7"	"183"	"10"	"32"	"5"	"8"	"5"	"2"	"5"	"659"	"0"	"3"	"662"	"0"
"56"	"42"	"98"	"75"	"5"	"219"	"4"	"53"	"3"	"5"	"1"	"1"	"6"	"470"	"0"	"9"	"479"	"0"
"57"	"43"	"48"	"123"	"5"	"224"	"7"	"73"	"5"	"7"	"2"	"8"	"6"	"508"	"0"	"4"	"512"	"0"
"58"	"44"	"213"	"12"	"5"	"106"	"10"	"2"	"1"	"5"	"3"	"3"	"7"	"367"	"0"	"18"	"385"	"0"
"59"	"44A"	"97"	"17"	"5"	"322"	"9"	"21"	"2"	"7"	"5"	"4"	"2"	"491"	"0"	"10"	"501"	"0"
"60"	"45"	"50"	"20"	"9"	"316"	"8"	"28"	"2"	"6"	"4"	"5"	"2"	"450"	"0"	"15"	"465"	"0"
"61"	"45A"	"29"	"25"	"8"	"204"	"2"	"39"	"4"	"0"	"5"	"3"	"7"	"326"	"0"	"20"	"346"	"0"
"62"	"46"	"96"	"15"	"15"	"329"	"16"	"30"	"4"	"10"	"12"	"7"	"7"	"541"	"0"	"11"	"552"	"0"
"63"	"46A"	"170"	"18"	"4"	"185"	"5"	"20"	"7"	"8"	"7"	"3"	"7"	"434"	"0"	"31"	"465"	"0"
"64"	"47"	"49"	"47"	"7"	"258"	"5"	"38"	"7"	"1"	"11"	"8"	"3"	"434"	"0"	"16"	"450"	"0"
"65"	"47A"	"271"	"30"	"6"	"139"	"2"	"26"	"6"	"6"	"8"	"5"	"12"	"511"	"0"	"24"	"535"	"0"
"66"	"48"	"77"	"60"	"18"	"428"	"12"	"37"	"8"	"7"	"9"	"5"	"9"	"670"	"0"	"5"	"675"	"0"
"67"	"49"	"19"	"76"	"5"	"267"	"7"	"36"	"5"	"8"	"3"	"3"	"3"	"432"	"0"	"6"	"438"	"0"
"68"	"50"	"241"	"81"	"9"	"131"	"4"	"67"	"15"	"12"	"5"	"10"	"12"	"587"	"0"	"40"	"627"	"0"
"69"	"51"	"110"	"44"	"11"	"190"	"7"	"23"	"4"	"11"	"5"	"3"	"6"	"414"	"0"	"10"	"424"	"0"
"70"	"52"	"226"	"53"	"13"	"190"	"12"	"29"	"9"	"7"	"9"	"14"	"11"	"573"	"0"	"26"	"599"	"0"
"71"	"53"	"89"	"111"	"8"	"144"	"9"	"35"	"9"	"11"	"7"	"10"	"12"	"445"	"0"	"25"	"470"	"0"
"72"	"54"	"83"	"46"	"6"	"278"	"18"	"44"	"8"	"12"	"9"	"17"	"11"	"532"	"0"	"30"	"562"	"0"
"73"	"55"	"147"	"69"	"10"	"179"	"9"	"41"	"7"	"15"	"7"	"4"	"6"	"494"	"0"	"9"	"503"	"0"
"74"	"56"	"17"	"22"	"3"	"302"	"7"	"29"	"1"	"7"	"5"	"1"	"10"	"404"	"0"	"11"	"415"	"0"
"75"	"57"	"178"	"32"	"9"	"158"	"7"	"60"	"6"	"9"	"9"	"11"	"14"	"493"	"0"	"37"	"530"	"0"
"76"	"58"	"794"	"52"	"4"	"27"	"3"	"5"	"2"	"0"	"0"	"0"	"0"	"887"	"0"	"3"	"890"	"0"
"77"	"59"	"273"	"26"	"3"	"295"	"8"	"21"	"5"	"4"	"9"	"3"	"8"	"655"	"0"	"9"	"664"	"0"
"78"	"60"	"219"	"111"	"18"	"403"	"11"	"93"	"11"	"16"	"10"	"10"	"8"	"910"	"0"	"21"	"931"	"0"
"79"	"61"	"152"	"61"	"8"	"306"	"8"	"41"	"4"	"4"	"6"	"4"	"2"	"596"	"0"	"13"	"609"	"0"
"80"	"62"	"164"	"34"	"6"	"342"	"2"	"18"	"3"	"4"	"4"	"2"	"3"	"582"	"0"	"10"	"592"	"0"
"81"	"63"	"73"	"24"	"6"	"449"	"5"	"12"	"1"	"7"	"4"	"1"	"0"	"582"	"0"	"7"	"589"	"0"
"82"	"64"	"149"	"20"	"7"	"347"	"9"	"11"	"5"	"5"	"4"	"2"	"1"	"560"	"0"	"1"	"561"	"0"
"83"	"65"	"147"	"81"	"15"	"524"	"14"	"49"	"8"	"16"	"10"	"22"	"1"	"887"	"0"	"19"	"906"	"0"
"84"	"66"	"316"	"19"	"6"	"109"	"4"	"8"	"3"	"5"	"6"	"5"	"3"	"484"	"0"	"17"	"501"	"0"
"85"	"67"	"88"	"4"	"9"	"136"	"2"	"6"	"1"	"5"	"2"	"1"	"0"	"254"	"0"	"7"	"261"	"0"
"86"	"68"	"111"	"16"	"6"	"451"	"5"	"15"	"1"	"11"	"3"	"6"	"2"	"627"	"0"	"7"	"634"	"0"
"87"	"69"	"184"	"20"	"7"	"318"	"5"	"5"	"3"	"4"	"0"	"3"	"1"	"550"	"0"	"5"	"555"	"0"
"88"	"70"	"144"	"22"	"6"	"284"	"10"	"17"	"1"	"9"	"8"	"1"	"7"	"509"	"0"	"11"	"520"	"0"
"89"	"71"	"307"	"48"	"8"	"197"	"6"	"59"	"5"	"8"	"5"	"6"	"9"	"658"	"0"	"23"	"681"	"0"
"90"	"72"	"408"	"37"	"12"	"307"	"9"	"22"	"4"	"6"	"15"	"5"	"3"	"828"	"0"	"15"	"843"	"0"
"91"	"73"	"49"	"46"	"2"	"318"	"4"	"9"	"1"	"5"	"1"	"3"	"1"	"439"	"0"	"7"	"446"	"0"
"92"	"73A"	"36"	"14"	"8"	"316"	"4"	"4"	"1"	"1"	"4"	"0"	"2"	"390"	"0"	"5"	"395"	"0"
"93"	"74"	"558"	"61"	"9"	"61"	"3"	"25"	"3"	"4"	"3"	"2"	"5"	"734"	"0"	"19"	"753"	"0"
"94"	"75"	"63"	"103"	"4"	"239"	"5"	"70"	"2"	"6"	"2"	"1"	"3"	"498"	"0"	"4"	"502"	"0"
"95"	"76"	"65"	"10"	"6"	"137"	"5"	"18"	"1"	"10"	"3"	"4"	"6"	"265"	"0"	"7"	"272"	"0"
"96"	"77"	"19"	"15"	"5"	"231"	"2"	"8"	"2"	"1"	"3"	"0"	"1"	"287"	"0"	"9"	"296"	"0"
"97"	"78"	"51"	"22"	"11"	"463"	"20"	"37"	"10"	"8"	"12"	"12"	"7"	"653"	"0"	"35"	"688"	"0"
"98"	"79"	"28"	"10"	"3"	"174"	"11"	"10"	"6"	"4"	"4"	"10"	"8"	"268"	"0"	"9"	"277"	"0"
"99"	"80"	"301"	"66"	"14"	"45"	"5"	"8"	"2"	"12"	"2"	"1"	"1"	"457"	"0"	"4"	"461"	"0"
"100"	"80A"	"261"	"69"	"4"	"25"	"6"	"12"	"2"	"3"	"3"	"2"	"17"	"404"	"0"	"12"	"416"	"0"
"101"	"81"	"85"	"100"	"6"	"261"	"15"	"91"	"5"	"5"	"5"	"10"	"12"	"595"	"0"	"11"	"606"	"0"
"102"	"82"	"269"	"106"	"10"	"192"	"7"	"48"	"9"	"7"	"9"	"2"	"6"	"665"	"0"	"11"	"676"	"0"
"103"	"83"	"48"	"57"	"4"	"301"	"8"	"41"	"1"	"11"	"2"	"5"	"4"	"482"	"0"	"6"	"488"	"0"
"104"	"84"	"128"	"190"	"11"	"157"	"8"	"124"	"8"	"11"	"9"	"13"	"25"	"684"	"0"	"44"	"728"	"0"
"105"	"85"	"115"	"41"	"6"	"288"	"9"	"41"	"6"	"6"	"3"	"9"	"5"	"529"	"0"	"11"	"540"	"0"
"106"	"86"	"255"	"20"	"8"	"166"	"3"	"9"	"1"	"4"	"1"	"3"	"2"	"472"	"0"	"3"	"475"	"0"
"107"	"87"	"271"	"45"	"9"	"314"	"12"	"56"	"8"	"14"	"8"	"8"	"10"	"755"	"0"	"32"	"787"	"0"
"108"	"88"	"277"	"17"	"8"	"312"	"6"	"14"	"1"	"19"	"10"	"9"	"3"	"676"	"0"	"8"	"684"	"0"
"109"	"89"	"83"	"133"	"13"	"172"	"14"	"115"	"4"	"9"	"8"	"4"	"5"	"560"	"0"	"6"	"566"	"0"
"110"	"90"	"65"	"29"	"7"	"232"	"7"	"46"	"6"	"17"	"6"	"10"	"5"	"430"	"0"	"11"	"441"	"0"
"111"	"91"	"188"	"105"	"8"	"235"	"13"	"84"	"9"	"18"	"10"	"2"	"4"	"676"	"0"	"5"	"681"	"0"
"112"	"92"	"41"	"12"	"1"	"203"	"1"	"6"	"1"	"9"	"4"	"2"	"0"	"280"	"0"	"2"	"282"	"0"
"113"	"93"	"24"	"97"	"10"	"171"	"3"	"75"	"7"	"16"	"5"	"3"	"17"	"428"	"0"	"29"	"457"	"0"
"114"	"94"	"295"	"29"	"10"	"225"	"6"	"40"	"3"	"9"	"5"	"6"	"7"	"635"	"0"	"17"	"652"	"0"
"115"	"95"	"93"	"18"	"11"	"262"	"19"	"16"	"2"	"8"	"2"	"6"	"2"	"439"	"0"	"15"	"454"	"0"
"116"	"96"	"142"	"31"	"6"	"200"	"4"	"21"	"1"	"12"	"6"	"5"	"8"	"436"	"0"	"11"	"447"	"0"
"117"	"97"	"115"	"74"	"23"	"427"	"10"	"41"	"5"	"3"	"9"	"1"	"3"	"711"	"0"	"16"	"727"	"0"
"118"	"98"	"170"	"73"	"10"	"357"	"10"	"76"	"14"	"18"	"21"	"14"	"16"	"779"	"0"	"39"	"818"	"0"
"119"	"99"	"120"	"31"	"9"	"209"	"4"	"20"	"4"	"19"	"7"	"6"	"6"	"435"	"0"	"14"	"449"	"0"
"120"	"100"	"447"	"45"	"5"	"34"	"3"	"16"	"1"	"30"	"6"	"4"	"3"	"594"	"0"	"41"	"635"	"0"
"121"	"101"	"128"	"2"	"3"	"121"	"1"	"2"	"0"	"2"	"0"	"7"	"0"	"266"	"0"	"2"	"268"	"0"
"122"	"102"	"104"	"5"	"5"	"113"	"1"	"2"	"2"	"3"	"8"	"82"	"2"	"327"	"0"	"8"	"335"	"0"
"123"	"103"	"313"	"54"	"4"	"154"	"13"	"17"	"3"	"13"	"10"	"6"	"7"	"594"	"0"	"20"	"614"	"0"
"124"	"104"	"29"	"63"	"3"	"224"	"1"	"26"	"3"	"15"	"1"	"0"	"2"	"367"	"0"	"5"	"372"	"0"
"125"	"105"	"175"	"37"	"6"	"262"	"8"	"40"	"13"	"10"	"8"	"9"	"11"	"579"	"0"	"9"	"588"	"0"
"126"	"106"	"77"	"9"	"0"	"130"	"2"	"6"	"2"	"23"	"0"	"6"	"0"	"255"	"0"	"0"	"255"	"0"
"127"	"107"	"77"	"31"	"8"	"100"	"8"	"41"	"3"	"7"	"5"	"2"	"0"	"282"	"0"	"7"	"289"	"0"
"128"	"108"	"58"	"17"	"5"	"446"	"7"	"13"	"2"	"9"	"8"	"2"	"3"	"570"	"0"	"13"	"583"	"0"
"129"	"109"	"300"	"35"	"10"	"163"	"5"	"22"	"6"	"7"	"4"	"5"	"10"	"567"	"0"	"24"	"591"	"0"
"130"	"110"	"151"	"34"	"5"	"283"	"13"	"33"	"6"	"14"	"9"	"8"	"7"	"563"	"0"	"44"	"607"	"0"
"131"	"111"	"167"	"11"	"9"	"329"	"6"	"13"	"1"	"8"	"7"	"3"	"5"	"559"	"0"	"10"	"569"	"0"
"132"	"112"	"58"	"26"	"6"	"399"	"9"	"21"	"4"	"9"	"12"	"1"	"4"	"549"	"0"	"7"	"556"	"0"
"133"	"113"	"46"	"25"	"7"	"386"	"9"	"19"	"4"	"4"	"4"	"3"	"4"	"511"	"0"	"7"	"518"	"0"
"134"	"114"	"161"	"111"	"14"	"374"	"10"	"61"	"12"	"13"	"8"	"15"	"18"	"797"	"0"	"29"	"826"	"0"
"135"	"115"	"138"	"23"	"5"	"140"	"5"	"12"	"1"	"5"	"8"	"8"	"6"	"351"	"0"	"19"	"370"	"0"
"136"	"116"	"132"	"40"	"10"	"224"	"7"	"36"	"1"	"2"	"6"	"4"	"5"	"467"	"0"	"18"	"485"	"0"
"137"	"117"	"269"	"68"	"11"	"174"	"7"	"65"	"2"	"2"	"7"	"8"	"2"	"615"	"0"	"8"	"623"	"0"
"138"	"118"	"158"	"24"	"3"	"109"	"4"	"11"	"1"	"17"	"1"	"1"	"2"	"331"	"0"	"17"	"348"	"0"
"139"	"119"	"156"	"7"	"6"	"132"	"4"	"8"	"4"	"7"	"3"	"2"	"2"	"331"	"0"	"13"	"344"	"0"
"140"	"120"	"101"	"19"	"4"	"107"	"1"	"18"	"2"	"16"	"2"	"5"	"3"	"278"	"0"	"4"	"282"	"0"
"141"	"121"	"37"	"26"	"2"	"104"	"3"	"4"	"0"	"17"	"0"	"3"	"2"	"198"	"0"	"1"	"199"	"0"
"142"	"122"	"88"	"21"	"7"	"220"	"8"	"40"	"3"	"2"	"10"	"5"	"9"	"413"	"0"	"20"	"433"	"0"
"143"	"123"	"32"	"25"	"3"	"152"	"4"	"42"	"4"	"12"	"5"	"0"	"2"	"281"	"0"	"4"	"285"	"0"
"144"	"124"	"30"	"89"	"5"	"95"	"5"	"58"	"8"	"6"	"9"	"5"	"14"	"324"	"0"	"31"	"355"	"0"
"145"	"125"	"159"	"138"	"9"	"132"	"6"	"65"	"6"	"12"	"8"	"12"	"10"	"557"	"0"	"13"	"570"	"0"
"146"	"126"	"359"	"88"	"2"	"119"	"2"	"39"	"4"	"7"	"1"	"1"	"5"	"627"	"0"	"8"	"635"	"0"
"147"	"127"	"44"	"136"	"8"	"188"	"12"	"77"	"9"	"13"	"7"	"5"	"5"	"504"	"0"	"38"	"542"	"0"
"148"	"128"	"60"	"25"	"2"	"281"	"7"	"14"	"2"	"3"	"5"	"0"	"2"	"401"	"0"	"4"	"405"	"0"
"149"	"129"	"29"	"45"	"2"	"159"	"3"	"30"	"4"	"9"	"2"	"2"	"5"	"290"	"0"	"15"	"305"	"0"
"150"	"130"	"26"	"52"	"5"	"247"	"4"	"29"	"1"	"6"	"1"	"2"	"2"	"375"	"0"	"9"	"384"	"0"
"151"	"131"	"138"	"93"	"1"	"197"	"5"	"62"	"4"	"3"	"1"	"0"	"1"	"505"	"0"	"6"	"511"	"0"
"152"	"132"	"190"	"53"	"5"	"155"	"4"	"62"	"6"	"21"	"5"	"7"	"10"	"518"	"0"	"23"	"541"	"0"
"153"	"133"	"260"	"32"	"7"	"157"	"8"	"16"	"5"	"8"	"7"	"7"	"5"	"512"	"0"	"12"	"524"	"0"
"154"	"134"	"218"	"49"	"7"	"156"	"7"	"83"	"6"	"7"	"16"	"2"	"6"	"557"	"0"	"40"	"597"	"0"
"155"	"135"	"267"	"95"	"5"	"370"	"8"	"40"	"4"	"6"	"4"	"2"	"4"	"805"	"0"	"6"	"811"	"0"
"156"	"136"	"534"	"14"	"3"	"116"	"6"	"7"	"1"	"12"	"6"	"4"	"6"	"709"	"0"	"26"	"735"	"0"
"157"	"137"	"217"	"29"	"5"	"264"	"0"	"28"	"4"	"9"	"7"	"3"	"6"	"572"	"0"	"9"	"581"	"0"
"158"	"138"	"246"	"71"	"5"	"225"	"6"	"58"	"6"	"7"	"3"	"2"	"6"	"635"	"0"	"27"	"662"	"0"
"159"	"139"	"247"	"41"	"4"	"135"	"2"	"26"	"4"	"8"	"2"	"3"	"3"	"475"	"0"	"5"	"480"	"0"
"160"	"140"	"138"	"32"	"10"	"498"	"14"	"42"	"8"	"11"	"12"	"17"	"11"	"793"	"0"	"41"	"834"	"0"
"161"	"141"	"96"	"380"	"9"	"113"	"8"	"107"	"9"	"11"	"3"	"8"	"16"	"760"	"0"	"18"	"778"	"0"
"162"	"142"	"100"	"102"	"9"	"345"	"13"	"109"	"9"	"8"	"12"	"6"	"6"	"719"	"0"	"12"	"731"	"0"
"163"	"143"	"91"	"91"	"14"	"440"	"8"	"75"	"10"	"10"	"3"	"11"	"4"	"757"	"0"	"9"	"766"	"0"
"164"	"144"	"147"	"59"	"9"	"199"	"4"	"36"	"5"	"10"	"4"	"3"	"4"	"480"	"0"	"5"	"485"	"0"
"165"	"145"	"361"	"79"	"17"	"153"	"7"	"65"	"8"	"14"	"9"	"3"	"2"	"718"	"0"	"11"	"729"	"0"
"166"	"146"	"70"	"32"	"9"	"492"	"8"	"16"	"3"	"13"	"2"	"1"	"3"	"649"	"0"	"6"	"655"	"0"
"167"	"147"	"41"	"11"	"4"	"290"	"7"	"9"	"5"	"4"	"4"	"2"	"1"	"378"	"0"	"5"	"383"	"0"
"168"	"148"	"139"	"54"	"10"	"191"	"5"	"29"	"3"	"10"	"4"	"6"	"11"	"462"	"0"	"15"	"477"	"0"
"169"	"149"	"305"	"53"	"6"	"136"	"5"	"53"	"6"	"6"	"12"	"10"	"7"	"599"	"0"	"20"	"619"	"0"
"170"	"150"	"103"	"53"	"6"	"272"	"5"	"33"	"4"	"15"	"7"	"5"	"5"	"508"	"0"	"4"	"512"	"0"
"171"	"150A"	"32"	"21"	"9"	"271"	"3"	"14"	"2"	"21"	"7"	"1"	"0"	"381"	"0"	"2"	"383"	"0"
"172"	"151"	"39"	"42"	"5"	"351"	"6"	"41"	"4"	"10"	"1"	"1"	"0"	"500"	"0"	"2"	"502"	"0"
"173"	"152"	"688"	"50"	"6"	"164"	"6"	"19"	"9"	"6"	"1"	"5"	"10"	"964"	"0"	"21"	"985"	"0"
"174"	"153"	"162"	"157"	"6"	"208"	"3"	"84"	"14"	"33"	"9"	"9"	"10"	"695"	"0"	"14"	"709"	"0"
"175"	"154"	"593"	"18"	"3"	"5"	"0"	"0"	"1"	"3"	"0"	"0"	"3"	"626"	"0"	"11"	"637"	"0"
"176"	"154A"	"435"	"8"	"7"	"2"	"4"	"2"	"3"	"1"	"6"	"5"	"4"	"477"	"0"	"17"	"494"	"0"
"177"	"155"	"27"	"63"	"2"	"165"	"2"	"37"	"5"	"8"	"2"	"3"	"4"	"318"	"0"	"5"	"323"	"0"
"178"	"155A"	"39"	"148"	"8"	"166"	"4"	"63"	"2"	"6"	"2"	"1"	"3"	"442"	"0"	"3"	"445"	"0"
"179"	"156"	"396"	"18"	"5"	"191"	"3"	"5"	"2"	"2"	"11"	"4"	"6"	"643"	"0"	"18"	"661"	"0"
"180"	"157"	"162"	"50"	"5"	"289"	"10"	"49"	"12"	"7"	"19"	"6"	"4"	"613"	"0"	"16"	"629"	"0"
"181"	"158"	"224"	"17"	"8"	"335"	"6"	"20"	"3"	"2"	"9"	"4"	"8"	"636"	"0"	"24"	"660"	"0"
"182"	"159"	"82"	"35"	"7"	"172"	"2"	"24"	"2"	"14"	"8"	"4"	"2"	"352"	"0"	"6"	"358"	"0"
"183"	"159A"	"148"	"36"	"11"	"121"	"2"	"32"	"6"	"8"	"8"	"5"	"3"	"380"	"0"	"8"	"388"	"0"
"184"	"160"	"77"	"79"	"5"	"157"	"12"	"40"	"1"	"6"	"2"	"6"	"10"	"395"	"0"	"11"	"406"	"0"
"185"	"161"	"67"	"28"	"6"	"133"	"2"	"36"	"2"	"6"	"4"	"4"	"7"	"295"	"0"	"6"	"301"	"0"
"186"	"162"	"314"	"47"	"12"	"324"	"12"	"38"	"5"	"17"	"11"	"10"	"8"	"798"	"0"	"15"	"813"	"0"
"187"	"163"	"409"	"10"	"5"	"129"	"1"	"2"	"1"	"5"	"5"	"3"	"1"	"571"	"0"	"13"	"584"	"0"
"188"	"164"	"379"	"34"	"9"	"129"	"9"	"30"	"6"	"6"	"8"	"8"	"9"	"627"	"0"	"12"	"639"	"0"
"189"	"165"	"320"	"34"	"4"	"56"	"4"	"40"	"2"	"7"	"3"	"3"	"2"	"475"	"0"	"9"	"484"	"0"
"190"	"166"	"386"	"51"	"0"	"116"	"6"	"35"	"7"	"10"	"6"	"10"	"9"	"636"	"0"	"47"	"683"	"0"
"191"	"167"	"260"	"129"	"8"	"266"	"11"	"61"	"7"	"10"	"10"	"7"	"9"	"778"	"0"	"10"	"788"	"0"
