"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"24"	"12"	"27"	"7"	"92"	"232"	"3"	"12"	"105"	"7"	"15"	"20"	"7"	"14"	"541"	"0"	"44"	"585"	"0"
"25"	"13"	"8"	"3"	"152"	"103"	"2"	"1"	"2"	"3"	"5"	"2"	"1"	"2"	"284"	"0"	"2"	"286"	"0"
"26"	"14"	"19"	"6"	"139"	"61"	"4"	"5"	"8"	"6"	"4"	"7"	"3"	"6"	"268"	"0"	"12"	"280"	"0"
"27"	"15"	"42"	"1"	"233"	"206"	"2"	"8"	"59"	"4"	"3"	"7"	"8"	"4"	"577"	"0"	"17"	"594"	"0"
"28"	"16"	"1"	"0"	"5"	"85"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"93"	"0"	"1"	"94"	"0"
"29"	"16A"	"3"	"1"	"14"	"126"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"148"	"0"	"1"	"149"	"0"
"30"	"17"	"5"	"3"	"18"	"377"	"5"	"5"	"15"	"1"	"1"	"3"	"1"	"1"	"435"	"0"	"3"	"438"	"0"
"31"	"18"	"17"	"7"	"205"	"369"	"4"	"6"	"25"	"7"	"3"	"8"	"10"	"3"	"664"	"0"	"16"	"680"	"0"
"32"	"19"	"59"	"21"	"62"	"394"	"6"	"10"	"40"	"2"	"5"	"8"	"5"	"7"	"619"	"0"	"13"	"632"	"0"
"33"	"20"	"34"	"19"	"316"	"202"	"3"	"15"	"26"	"2"	"6"	"8"	"3"	"1"	"635"	"0"	"5"	"640"	"0"
"34"	"21"	"30"	"5"	"96"	"382"	"15"	"13"	"23"	"5"	"4"	"7"	"7"	"8"	"595"	"0"	"15"	"610"	"0"
"35"	"22"	"15"	"4"	"48"	"201"	"4"	"3"	"4"	"1"	"6"	"4"	"0"	"2"	"292"	"0"	"10"	"302"	"0"
"36"	"23"	"8"	"1"	"67"	"572"	"2"	"1"	"5"	"0"	"5"	"1"	"0"	"0"	"662"	"0"	"3"	"665"	"0"
"37"	"24"	"134"	"23"	"188"	"95"	"7"	"21"	"215"	"9"	"14"	"9"	"7"	"2"	"724"	"0"	"10"	"734"	"0"
"38"	"25"	"11"	"3"	"12"	"433"	"4"	"3"	"110"	"2"	"1"	"1"	"0"	"2"	"582"	"0"	"2"	"584"	"0"
"39"	"26"	"177"	"4"	"244"	"237"	"5"	"11"	"24"	"3"	"4"	"7"	"4"	"6"	"726"	"0"	"29"	"755"	"0"
"40"	"27"	"126"	"14"	"310"	"258"	"3"	"8"	"27"	"3"	"8"	"11"	"3"	"4"	"775"	"0"	"25"	"800"	"0"
"41"	"28"	"127"	"4"	"88"	"237"	"5"	"3"	"26"	"11"	"11"	"12"	"5"	"4"	"533"	"0"	"21"	"554"	"0"
"42"	"29"	"58"	"1"	"49"	"220"	"4"	"12"	"61"	"5"	"7"	"2"	"1"	"2"	"422"	"0"	"7"	"429"	"0"
"43"	"30"	"67"	"6"	"290"	"211"	"5"	"7"	"14"	"5"	"4"	"12"	"1"	"1"	"623"	"0"	"17"	"640"	"0"
"44"	"31"	"69"	"6"	"250"	"267"	"13"	"13"	"80"	"7"	"7"	"2"	"4"	"4"	"722"	"0"	"12"	"734"	"0"
"45"	"32"	"2"	"1"	"16"	"272"	"6"	"1"	"5"	"2"	"3"	"6"	"3"	"2"	"319"	"0"	"14"	"333"	"0"
"46"	"33"	"28"	"4"	"77"	"390"	"21"	"13"	"153"	"12"	"6"	"7"	"7"	"3"	"721"	"0"	"14"	"735"	"0"
"47"	"34"	"0"	"0"	"62"	"260"	"2"	"0"	"1"	"0"	"1"	"1"	"0"	"2"	"329"	"0"	"3"	"332"	"0"
"48"	"35"	"13"	"6"	"153"	"439"	"5"	"9"	"77"	"1"	"6"	"5"	"1"	"0"	"715"	"0"	"13"	"728"	"0"
"49"	"36"	"10"	"0"	"58"	"135"	"5"	"10"	"58"	"2"	"3"	"6"	"0"	"4"	"291"	"0"	"6"	"297"	"0"
"50"	"37"	"19"	"0"	"156"	"202"	"1"	"1"	"16"	"2"	"1"	"0"	"2"	"0"	"400"	"0"	"1"	"401"	"0"
"51"	"38"	"71"	"4"	"176"	"139"	"6"	"4"	"10"	"1"	"6"	"11"	"2"	"9"	"439"	"0"	"13"	"452"	"0"
"52"	"39"	"29"	"6"	"135"	"158"	"14"	"9"	"68"	"2"	"7"	"8"	"5"	"7"	"448"	"0"	"5"	"453"	"0"
"53"	"40"	"21"	"56"	"125"	"365"	"4"	"5"	"9"	"0"	"5"	"5"	"4"	"2"	"601"	"0"	"9"	"610"	"0"
"54"	"41"	"9"	"0"	"128"	"113"	"3"	"2"	"10"	"1"	"1"	"1"	"1"	"3"	"272"	"0"	"5"	"277"	"0"
"55"	"42"	"55"	"1"	"66"	"182"	"4"	"3"	"95"	"3"	"6"	"11"	"2"	"2"	"430"	"0"	"12"	"442"	"0"
"56"	"43"	"81"	"3"	"456"	"82"	"3"	"1"	"2"	"3"	"2"	"2"	"7"	"2"	"644"	"0"	"5"	"649"	"0"
"57"	"44"	"77"	"4"	"278"	"250"	"5"	"8"	"58"	"7"	"22"	"2"	"4"	"4"	"719"	"0"	"7"	"726"	"0"
"58"	"45"	"29"	"2"	"399"	"38"	"3"	"1"	"2"	"0"	"2"	"3"	"1"	"0"	"480"	"0"	"3"	"483"	"0"
"59"	"46"	"29"	"2"	"400"	"128"	"2"	"4"	"45"	"1"	"3"	"6"	"2"	"3"	"625"	"0"	"5"	"630"	"0"
"60"	"47"	"21"	"2"	"89"	"288"	"4"	"1"	"11"	"3"	"2"	"8"	"3"	"2"	"434"	"0"	"11"	"445"	"0"
"61"	"48"	"5"	"0"	"83"	"377"	"2"	"0"	"21"	"2"	"2"	"2"	"0"	"1"	"495"	"0"	"5"	"500"	"0"
"62"	"49"	"12"	"1"	"148"	"358"	"6"	"3"	"41"	"0"	"3"	"3"	"2"	"2"	"579"	"0"	"9"	"588"	"0"
"63"	"50"	"4"	"2"	"18"	"567"	"4"	"1"	"23"	"1"	"3"	"4"	"0"	"1"	"628"	"0"	"3"	"631"	"0"
"64"	"51"	"6"	"2"	"22"	"576"	"6"	"2"	"17"	"4"	"1"	"3"	"1"	"4"	"644"	"0"	"7"	"651"	"0"
"65"	"52"	"17"	"6"	"120"	"71"	"2"	"18"	"193"	"6"	"8"	"2"	"4"	"2"	"449"	"0"	"8"	"457"	"0"
"66"	"53"	"27"	"6"	"140"	"109"	"1"	"11"	"194"	"8"	"13"	"3"	"4"	"0"	"516"	"0"	"8"	"524"	"0"
"67"	"54"	"4"	"2"	"139"	"212"	"7"	"1"	"6"	"2"	"3"	"3"	"0"	"0"	"379"	"0"	"7"	"386"	"0"
"68"	"55"	"8"	"12"	"107"	"155"	"2"	"7"	"75"	"4"	"8"	"3"	"2"	"1"	"384"	"0"	"5"	"389"	"0"
"69"	"56"	"7"	"0"	"19"	"157"	"3"	"6"	"116"	"4"	"2"	"0"	"1"	"2"	"317"	"0"	"3"	"320"	"0"
"70"	"57"	"24"	"18"	"311"	"173"	"7"	"7"	"53"	"3"	"6"	"4"	"3"	"2"	"611"	"0"	"11"	"622"	"0"
"71"	"58"	"19"	"3"	"141"	"107"	"2"	"2"	"33"	"5"	"2"	"5"	"5"	"2"	"326"	"0"	"5"	"331"	"0"
"72"	"59"	"5"	"1"	"34"	"96"	"3"	"8"	"66"	"5"	"2"	"3"	"4"	"6"	"233"	"0"	"5"	"238"	"0"
"73"	"60"	"6"	"2"	"303"	"231"	"6"	"3"	"10"	"4"	"6"	"6"	"2"	"2"	"581"	"0"	"9"	"590"	"0"
"74"	"61"	"13"	"2"	"139"	"130"	"3"	"14"	"132"	"2"	"2"	"2"	"1"	"0"	"440"	"0"	"12"	"452"	"0"
"75"	"62"	"21"	"3"	"244"	"257"	"3"	"12"	"74"	"3"	"3"	"13"	"6"	"3"	"642"	"0"	"22"	"664"	"0"
"76"	"63"	"10"	"2"	"38"	"406"	"4"	"2"	"3"	"2"	"3"	"3"	"5"	"1"	"479"	"0"	"3"	"482"	"0"
"77"	"64"	"13"	"1"	"20"	"503"	"9"	"2"	"39"	"4"	"4"	"5"	"3"	"1"	"604"	"0"	"8"	"612"	"0"
"78"	"65"	"18"	"1"	"45"	"280"	"3"	"3"	"44"	"3"	"6"	"10"	"1"	"3"	"417"	"0"	"4"	"421"	"0"
"79"	"65A"	"25"	"6"	"76"	"140"	"9"	"6"	"61"	"3"	"4"	"2"	"6"	"2"	"340"	"0"	"6"	"346"	"0"
"80"	"66"	"54"	"6"	"285"	"354"	"7"	"2"	"35"	"4"	"4"	"5"	"5"	"3"	"764"	"0"	"11"	"775"	"0"
"81"	"67"	"15"	"8"	"202"	"33"	"5"	"11"	"208"	"7"	"2"	"5"	"1"	"1"	"498"	"0"	"10"	"508"	"0"
"82"	"68"	"12"	"2"	"32"	"540"	"3"	"4"	"64"	"2"	"2"	"1"	"0"	"0"	"662"	"0"	"0"	"662"	"0"
"83"	"69"	"71"	"65"	"121"	"133"	"2"	"13"	"140"	"3"	"3"	"0"	"4"	"4"	"559"	"0"	"3"	"562"	"0"
"84"	"70"	"16"	"6"	"202"	"134"	"2"	"16"	"154"	"6"	"1"	"7"	"9"	"8"	"561"	"0"	"26"	"587"	"0"
"85"	"71"	"5"	"1"	"192"	"56"	"1"	"2"	"38"	"3"	"1"	"2"	"1"	"2"	"304"	"0"	"7"	"311"	"0"
"86"	"72"	"17"	"3"	"22"	"181"	"5"	"10"	"121"	"4"	"0"	"7"	"1"	"1"	"372"	"0"	"8"	"380"	"0"
"87"	"73"	"107"	"9"	"297"	"72"	"3"	"10"	"142"	"5"	"1"	"1"	"6"	"2"	"655"	"0"	"8"	"663"	"0"
"88"	"74"	"10"	"0"	"267"	"135"	"1"	"2"	"56"	"0"	"3"	"1"	"0"	"1"	"476"	"0"	"3"	"479"	"0"
"89"	"75"	"6"	"0"	"61"	"101"	"4"	"20"	"99"	"8"	"0"	"0"	"1"	"0"	"300"	"0"	"3"	"303"	"0"
"90"	"76"	"22"	"1"	"116"	"330"	"2"	"1"	"7"	"2"	"11"	"2"	"3"	"3"	"500"	"0"	"17"	"517"	"0"
"91"	"77"	"10"	"42"	"70"	"375"	"2"	"6"	"70"	"3"	"1"	"7"	"3"	"0"	"589"	"0"	"1"	"590"	"0"
"92"	"78"	"15"	"0"	"78"	"230"	"0"	"4"	"30"	"2"	"4"	"5"	"1"	"3"	"372"	"0"	"8"	"380"	"0"
"93"	"79"	"34"	"1"	"167"	"274"	"5"	"1"	"7"	"1"	"1"	"4"	"2"	"1"	"498"	"0"	"7"	"505"	"0"
"94"	"80"	"58"	"3"	"384"	"193"	"11"	"5"	"24"	"6"	"3"	"9"	"13"	"10"	"719"	"0"	"36"	"755"	"0"
"95"	"81"	"31"	"2"	"224"	"152"	"2"	"4"	"41"	"2"	"1"	"8"	"3"	"0"	"470"	"0"	"4"	"474"	"0"
"96"	"82"	"14"	"1"	"137"	"144"	"9"	"6"	"35"	"0"	"7"	"15"	"5"	"1"	"374"	"0"	"8"	"382"	"0"
"97"	"83"	"33"	"4"	"234"	"405"	"7"	"7"	"20"	"6"	"9"	"10"	"8"	"3"	"746"	"0"	"11"	"757"	"0"
"98"	"84"	"25"	"4"	"348"	"324"	"6"	"3"	"26"	"3"	"7"	"3"	"5"	"3"	"757"	"0"	"10"	"767"	"0"
"99"	"85"	"34"	"3"	"308"	"85"	"7"	"3"	"1"	"2"	"7"	"2"	"7"	"2"	"461"	"0"	"6"	"467"	"0"
"100"	"86"	"166"	"4"	"295"	"177"	"4"	"5"	"1"	"6"	"9"	"6"	"4"	"4"	"681"	"0"	"10"	"691"	"0"
"101"	"87"	"27"	"3"	"249"	"222"	"2"	"4"	"10"	"1"	"3"	"2"	"3"	"1"	"527"	"0"	"6"	"533"	"0"
"102"	"88"	"45"	"1"	"163"	"378"	"7"	"5"	"10"	"9"	"9"	"11"	"5"	"3"	"646"	"0"	"16"	"662"	"0"
"103"	"89"	"19"	"3"	"375"	"220"	"6"	"3"	"3"	"4"	"5"	"9"	"5"	"3"	"655"	"0"	"8"	"663"	"0"
"104"	"90"	"24"	"6"	"315"	"130"	"1"	"1"	"7"	"1"	"1"	"5"	"1"	"1"	"493"	"0"	"8"	"501"	"0"
"105"	"91"	"29"	"2"	"493"	"152"	"5"	"2"	"5"	"0"	"3"	"4"	"5"	"2"	"702"	"0"	"5"	"707"	"0"
"106"	"92"	"369"	"0"	"140"	"146"	"4"	"10"	"16"	"2"	"12"	"11"	"6"	"12"	"728"	"0"	"23"	"751"	"0"
"107"	"93"	"44"	"2"	"357"	"121"	"3"	"0"	"4"	"4"	"3"	"4"	"3"	"2"	"547"	"0"	"8"	"555"	"0"
"108"	"94"	"59"	"1"	"427"	"63"	"3"	"1"	"4"	"1"	"0"	"4"	"3"	"3"	"569"	"0"	"7"	"576"	"0"
"109"	"95"	"24"	"7"	"330"	"62"	"1"	"4"	"29"	"1"	"3"	"3"	"2"	"5"	"471"	"0"	"7"	"478"	"0"
"110"	"96"	"48"	"12"	"104"	"220"	"6"	"5"	"16"	"4"	"5"	"9"	"10"	"6"	"445"	"0"	"30"	"475"	"0"
"111"	"97"	"10"	"0"	"363"	"65"	"4"	"3"	"4"	"0"	"1"	"4"	"6"	"1"	"461"	"0"	"4"	"465"	"0"
"112"	"98"	"17"	"1"	"224"	"230"	"4"	"0"	"2"	"2"	"2"	"4"	"4"	"3"	"493"	"0"	"9"	"502"	"0"
"113"	"99"	"88"	"4"	"412"	"261"	"8"	"2"	"4"	"4"	"4"	"5"	"9"	"5"	"806"	"0"	"15"	"821"	"0"
"114"	"100"	"32"	"36"	"172"	"406"	"5"	"7"	"81"	"1"	"3"	"10"	"1"	"4"	"758"	"0"	"9"	"767"	"0"
"115"	"101"	"11"	"1"	"212"	"270"	"4"	"2"	"9"	"0"	"2"	"6"	"1"	"0"	"518"	"0"	"9"	"527"	"0"
"116"	"102"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"117"	"103"	"58"	"6"	"133"	"229"	"10"	"6"	"8"	"6"	"2"	"4"	"3"	"0"	"465"	"0"	"3"	"468"	"0"
"118"	"104"	"17"	"2"	"60"	"342"	"11"	"11"	"68"	"3"	"5"	"5"	"1"	"5"	"530"	"0"	"7"	"537"	"0"
"119"	"105"	"29"	"1"	"94"	"134"	"5"	"16"	"195"	"4"	"5"	"8"	"2"	"4"	"497"	"0"	"11"	"508"	"0"
"120"	"106"	"35"	"6"	"65"	"190"	"4"	"9"	"54"	"3"	"5"	"6"	"0"	"2"	"379"	"0"	"7"	"386"	"0"
"121"	"107"	"99"	"3"	"13"	"49"	"6"	"47"	"270"	"13"	"9"	"10"	"7"	"7"	"533"	"0"	"26"	"559"	"0"
"122"	"108"	"154"	"4"	"39"	"93"	"3"	"30"	"106"	"7"	"3"	"2"	"0"	"2"	"443"	"0"	"13"	"456"	"0"
"123"	"109"	"20"	"2"	"56"	"195"	"5"	"27"	"208"	"13"	"5"	"8"	"2"	"0"	"541"	"0"	"15"	"556"	"0"
"124"	"110"	"90"	"1"	"312"	"42"	"0"	"7"	"62"	"1"	"1"	"7"	"3"	"1"	"527"	"0"	"11"	"538"	"0"
"125"	"111"	"95"	"1"	"164"	"228"	"4"	"9"	"125"	"7"	"6"	"2"	"5"	"4"	"650"	"0"	"22"	"672"	"0"
"126"	"112"	"50"	"5"	"177"	"165"	"5"	"6"	"63"	"3"	"8"	"5"	"3"	"4"	"494"	"0"	"7"	"501"	"0"
"127"	"113"	"7"	"7"	"126"	"97"	"2"	"0"	"3"	"1"	"1"	"1"	"3"	"1"	"249"	"0"	"3"	"252"	"0"
"128"	"114"	"98"	"2"	"87"	"236"	"3"	"3"	"9"	"2"	"9"	"3"	"0"	"1"	"453"	"0"	"7"	"460"	"0"
"129"	"115"	"68"	"5"	"169"	"371"	"13"	"13"	"126"	"11"	"6"	"2"	"4"	"2"	"790"	"0"	"10"	"800"	"0"
"130"	"116"	"74"	"2"	"188"	"226"	"4"	"0"	"13"	"1"	"6"	"7"	"3"	"2"	"526"	"0"	"14"	"540"	"0"
"131"	"117"	"137"	"9"	"322"	"55"	"0"	"7"	"13"	"3"	"5"	"7"	"9"	"5"	"572"	"0"	"11"	"583"	"0"
"132"	"118"	"175"	"3"	"236"	"14"	"2"	"6"	"36"	"3"	"3"	"6"	"4"	"3"	"491"	"0"	"7"	"498"	"0"
"133"	"119"	"260"	"7"	"98"	"67"	"0"	"2"	"6"	"1"	"1"	"2"	"2"	"1"	"447"	"0"	"5"	"452"	"0"
"134"	"120"	"19"	"1"	"160"	"157"	"5"	"4"	"11"	"0"	"15"	"6"	"3"	"0"	"381"	"0"	"9"	"390"	"0"
"135"	"121"	"23"	"0"	"25"	"146"	"0"	"1"	"80"	"0"	"2"	"4"	"3"	"4"	"288"	"0"	"3"	"291"	"0"
"136"	"122"	"23"	"4"	"104"	"289"	"3"	"5"	"14"	"3"	"2"	"3"	"0"	"2"	"452"	"0"	"5"	"457"	"0"
"137"	"123"	"15"	"2"	"92"	"304"	"1"	"4"	"7"	"0"	"1"	"3"	"1"	"0"	"430"	"0"	"1"	"431"	"0"
"138"	"124"	"59"	"6"	"258"	"381"	"1"	"3"	"18"	"6"	"15"	"7"	"4"	"2"	"760"	"0"	"8"	"768"	"0"
"139"	"125"	"19"	"18"	"93"	"315"	"5"	"5"	"16"	"3"	"7"	"3"	"4"	"4"	"492"	"0"	"6"	"498"	"0"
"140"	"126"	"17"	"4"	"338"	"284"	"12"	"15"	"86"	"5"	"9"	"10"	"10"	"6"	"796"	"0"	"21"	"817"	"0"
"141"	"127"	"15"	"1"	"57"	"238"	"7"	"6"	"42"	"4"	"5"	"6"	"2"	"3"	"386"	"0"	"9"	"395"	"0"
"142"	"128"	"32"	"2"	"178"	"64"	"5"	"11"	"101"	"1"	"5"	"1"	"2"	"3"	"405"	"0"	"12"	"417"	"0"
"143"	"129"	"7"	"0"	"34"	"372"	"1"	"0"	"1"	"0"	"6"	"4"	"0"	"0"	"425"	"0"	"2"	"427"	"0"
"144"	"130"	"8"	"7"	"78"	"255"	"10"	"1"	"4"	"2"	"6"	"5"	"0"	"0"	"376"	"0"	"1"	"377"	"0"
"145"	"131"	"7"	"1"	"45"	"231"	"3"	"1"	"5"	"1"	"1"	"5"	"0"	"0"	"300"	"0"	"7"	"307"	"0"
"146"	"132"	"4"	"1"	"47"	"68"	"2"	"0"	"0"	"0"	"0"	"3"	"0"	"3"	"128"	"0"	"5"	"133"	"0"
"147"	"133"	"16"	"3"	"40"	"308"	"6"	"7"	"11"	"5"	"5"	"12"	"3"	"3"	"419"	"0"	"27"	"446"	"0"
"148"	"134"	"11"	"1"	"394"	"255"	"8"	"2"	"4"	"1"	"0"	"16"	"3"	"5"	"700"	"0"	"12"	"712"	"0"
"149"	"135"	"14"	"7"	"315"	"158"	"4"	"2"	"39"	"3"	"2"	"8"	"5"	"6"	"563"	"0"	"3"	"566"	"0"
"150"	"136"	"6"	"3"	"105"	"415"	"5"	"1"	"11"	"2"	"7"	"1"	"1"	"0"	"557"	"0"	"1"	"558"	"0"
"151"	"137"	"58"	"70"	"246"	"157"	"1"	"1"	"6"	"2"	"5"	"1"	"1"	"0"	"548"	"0"	"2"	"550"	"0"
"152"	"138"	"31"	"3"	"213"	"208"	"11"	"16"	"160"	"6"	"6"	"7"	"5"	"0"	"666"	"0"	"9"	"675"	"0"
"153"	"139"	"12"	"0"	"101"	"123"	"3"	"12"	"64"	"3"	"1"	"3"	"6"	"1"	"329"	"0"	"8"	"337"	"0"
"154"	"140"	"16"	"6"	"209"	"191"	"4"	"2"	"0"	"2"	"4"	"2"	"2"	"0"	"438"	"0"	"3"	"441"	"0"
"155"	"141"	"59"	"12"	"32"	"199"	"3"	"13"	"77"	"5"	"7"	"4"	"2"	"6"	"419"	"0"	"6"	"425"	"0"
"156"	"142"	"27"	"3"	"63"	"210"	"1"	"7"	"28"	"1"	"4"	"1"	"0"	"1"	"346"	"0"	"4"	"350"	"0"
"157"	"143"	"7"	"0"	"111"	"335"	"6"	"13"	"100"	"1"	"6"	"1"	"1"	"2"	"583"	"0"	"4"	"587"	"0"
"158"	"144"	"194"	"3"	"144"	"88"	"6"	"14"	"89"	"3"	"8"	"4"	"8"	"4"	"565"	"0"	"16"	"581"	"0"
"159"	"145"	"113"	"1"	"52"	"50"	"5"	"10"	"107"	"5"	"5"	"6"	"5"	"4"	"363"	"0"	"13"	"376"	"0"
"160"	"146"	"4"	"3"	"6"	"189"	"1"	"7"	"75"	"3"	"30"	"1"	"0"	"0"	"319"	"0"	"9"	"328"	"0"
"161"	"147"	"67"	"10"	"144"	"188"	"4"	"27"	"169"	"8"	"5"	"13"	"6"	"3"	"644"	"0"	"31"	"675"	"0"
"162"	"148"	"79"	"4"	"289"	"72"	"2"	"9"	"97"	"9"	"17"	"12"	"4"	"7"	"601"	"0"	"13"	"614"	"0"
"163"	"149"	"27"	"13"	"126"	"49"	"3"	"9"	"117"	"6"	"2"	"0"	"4"	"0"	"356"	"0"	"4"	"360"	"0"
"164"	"150"	"16"	"5"	"61"	"175"	"4"	"6"	"74"	"5"	"3"	"6"	"2"	"3"	"360"	"0"	"6"	"366"	"0"
"165"	"151"	"39"	"6"	"58"	"306"	"4"	"11"	"82"	"6"	"7"	"15"	"12"	"10"	"556"	"0"	"12"	"568"	"0"
"166"	"152"	"141"	"5"	"209"	"148"	"2"	"6"	"13"	"2"	"4"	"7"	"4"	"1"	"542"	"0"	"10"	"552"	"0"
"167"	"153"	"29"	"4"	"136"	"47"	"0"	"11"	"84"	"1"	"6"	"3"	"5"	"2"	"328"	"0"	"12"	"340"	"0"
"168"	"154"	"10"	"0"	"89"	"136"	"2"	"5"	"27"	"0"	"1"	"1"	"1"	"2"	"274"	"0"	"1"	"275"	"0"
"169"	"155"	"20"	"3"	"454"	"38"	"3"	"29"	"191"	"9"	"10"	"7"	"1"	"1"	"766"	"0"	"11"	"777"	"0"
"170"	"156"	"26"	"6"	"158"	"89"	"2"	"6"	"6"	"0"	"0"	"6"	"2"	"2"	"303"	"0"	"10"	"313"	"0"
"171"	"157"	"75"	"4"	"145"	"257"	"8"	"20"	"42"	"5"	"6"	"5"	"8"	"6"	"581"	"0"	"8"	"589"	"0"
"172"	"158"	"43"	"2"	"163"	"242"	"10"	"14"	"112"	"1"	"6"	"4"	"5"	"2"	"604"	"0"	"9"	"613"	"0"
"173"	"159"	"19"	"4"	"207"	"68"	"9"	"19"	"148"	"7"	"5"	"7"	"14"	"14"	"521"	"0"	"19"	"540"	"0"
"174"	"160"	"11"	"16"	"94"	"180"	"4"	"0"	"4"	"0"	"4"	"6"	"1"	"2"	"322"	"0"	"3"	"325"	"0"
"175"	"161"	"30"	"9"	"218"	"280"	"5"	"6"	"10"	"1"	"7"	"5"	"11"	"6"	"588"	"0"	"16"	"604"	"0"
"176"	"162"	"13"	"8"	"165"	"129"	"2"	"21"	"108"	"7"	"11"	"5"	"5"	"7"	"481"	"0"	"8"	"489"	"0"
"177"	"163"	"9"	"4"	"157"	"113"	"7"	"4"	"1"	"0"	"3"	"6"	"7"	"3"	"314"	"0"	"15"	"329"	"0"
"178"	"164"	"33"	"1"	"96"	"246"	"1"	"3"	"27"	"2"	"4"	"4"	"0"	"0"	"417"	"0"	"5"	"422"	"0"
"179"	"164A"	"19"	"1"	"89"	"272"	"6"	"0"	"35"	"2"	"5"	"5"	"4"	"3"	"441"	"0"	"2"	"443"	"0"
"180"	"165"	"44"	"5"	"113"	"142"	"2"	"2"	"11"	"3"	"2"	"9"	"2"	"5"	"340"	"0"	"2"	"342"	"0"
