"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"25"	"13"	"96"	"409"	"127"	"5"	"3"	"5"	"3"	"2"	"3"	"2"	"17"	"10"	"682"	"0"	"34"	"716"	"0"
"26"	"14"	"449"	"101"	"96"	"3"	"5"	"3"	"2"	"2"	"4"	"1"	"13"	"2"	"681"	"0"	"15"	"696"	"0"
"27"	"15"	"148"	"226"	"305"	"15"	"2"	"2"	"2"	"2"	"0"	"4"	"8"	"13"	"727"	"0"	"34"	"761"	"0"
"28"	"16"	"131"	"375"	"243"	"8"	"4"	"4"	"1"	"1"	"5"	"6"	"23"	"16"	"817"	"0"	"27"	"844"	"0"
"29"	"17"	"245"	"535"	"44"	"4"	"5"	"4"	"2"	"3"	"0"	"1"	"2"	"6"	"851"	"0"	"19"	"870"	"0"
"30"	"18"	"238"	"303"	"36"	"4"	"2"	"2"	"0"	"1"	"2"	"4"	"4"	"1"	"597"	"0"	"5"	"602"	"0"
"31"	"19"	"241"	"235"	"15"	"3"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"4"	"503"	"0"	"8"	"511"	"0"
"32"	"20"	"118"	"258"	"103"	"0"	"0"	"2"	"0"	"1"	"0"	"3"	"9"	"2"	"496"	"0"	"5"	"501"	"0"
"33"	"21"	"91"	"289"	"68"	"2"	"1"	"5"	"0"	"1"	"1"	"3"	"2"	"2"	"465"	"0"	"8"	"473"	"0"
"34"	"22"	"298"	"219"	"47"	"4"	"7"	"9"	"0"	"0"	"0"	"1"	"4"	"6"	"595"	"0"	"16"	"611"	"0"
"35"	"23"	"304"	"85"	"35"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"3"	"2"	"432"	"0"	"7"	"439"	"0"
"36"	"24"	"212"	"309"	"252"	"5"	"2"	"13"	"3"	"5"	"2"	"2"	"2"	"1"	"808"	"0"	"7"	"815"	"0"
"37"	"25"	"335"	"331"	"76"	"8"	"4"	"1"	"3"	"0"	"2"	"3"	"1"	"1"	"765"	"0"	"15"	"780"	"0"
"38"	"26"	"232"	"293"	"233"	"0"	"1"	"2"	"1"	"3"	"1"	"3"	"10"	"7"	"786"	"0"	"24"	"810"	"0"
"39"	"27"	"548"	"212"	"174"	"5"	"0"	"4"	"2"	"1"	"3"	"2"	"6"	"11"	"968"	"0"	"26"	"994"	"0"
"40"	"28"	"310"	"349"	"33"	"3"	"0"	"4"	"3"	"0"	"0"	"2"	"5"	"5"	"714"	"0"	"11"	"725"	"0"
"41"	"29"	"219"	"283"	"45"	"1"	"0"	"2"	"2"	"0"	"2"	"0"	"2"	"4"	"560"	"0"	"5"	"565"	"0"
"42"	"30"	"250"	"352"	"91"	"2"	"0"	"0"	"1"	"1"	"0"	"0"	"5"	"3"	"705"	"0"	"9"	"714"	"0"
"43"	"31"	"433"	"234"	"38"	"2"	"4"	"4"	"4"	"3"	"1"	"1"	"2"	"2"	"728"	"0"	"7"	"735"	"0"
"44"	"32"	"301"	"226"	"37"	"2"	"0"	"0"	"5"	"2"	"2"	"0"	"11"	"9"	"595"	"0"	"28"	"623"	"0"
"45"	"33"	"117"	"341"	"38"	"4"	"1"	"0"	"3"	"1"	"0"	"1"	"2"	"1"	"509"	"0"	"5"	"514"	"0"
"46"	"34"	"144"	"323"	"62"	"3"	"2"	"3"	"0"	"2"	"0"	"3"	"3"	"8"	"553"	"0"	"14"	"567"	"0"
"47"	"35"	"183"	"357"	"96"	"2"	"0"	"3"	"0"	"1"	"0"	"0"	"7"	"4"	"653"	"0"	"10"	"663"	"0"
"48"	"36"	"81"	"260"	"20"	"1"	"0"	"1"	"1"	"0"	"0"	"2"	"1"	"1"	"368"	"0"	"3"	"371"	"0"
"49"	"37"	"129"	"517"	"111"	"5"	"1"	"4"	"1"	"0"	"1"	"1"	"9"	"10"	"789"	"0"	"11"	"800"	"0"
"50"	"38"	"84"	"373"	"205"	"7"	"1"	"2"	"2"	"1"	"0"	"4"	"11"	"8"	"698"	"0"	"19"	"717"	"0"
"51"	"39"	"261"	"147"	"70"	"2"	"2"	"2"	"0"	"1"	"3"	"3"	"2"	"5"	"498"	"0"	"22"	"520"	"0"
"52"	"40"	"271"	"191"	"118"	"4"	"0"	"1"	"1"	"1"	"2"	"5"	"8"	"13"	"615"	"0"	"24"	"639"	"0"
"53"	"41"	"70"	"572"	"213"	"1"	"1"	"9"	"0"	"0"	"1"	"1"	"4"	"4"	"876"	"0"	"3"	"879"	"0"
"54"	"42"	"143"	"493"	"109"	"1"	"1"	"2"	"0"	"0"	"1"	"2"	"6"	"2"	"760"	"0"	"12"	"772"	"0"
"55"	"43"	"34"	"652"	"244"	"4"	"1"	"8"	"0"	"0"	"0"	"2"	"12"	"5"	"962"	"0"	"11"	"973"	"0"
"56"	"44"	"43"	"498"	"178"	"8"	"2"	"2"	"3"	"0"	"1"	"6"	"5"	"8"	"754"	"0"	"15"	"769"	"0"
"57"	"45"	"11"	"137"	"143"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"4"	"302"	"0"	"6"	"308"	"0"
"58"	"46"	"30"	"423"	"333"	"6"	"3"	"2"	"0"	"0"	"3"	"1"	"6"	"6"	"813"	"0"	"12"	"825"	"0"
"59"	"47"	"37"	"119"	"589"	"13"	"2"	"6"	"1"	"1"	"0"	"3"	"26"	"5"	"802"	"0"	"23"	"825"	"0"
"60"	"48"	"291"	"128"	"233"	"5"	"7"	"5"	"2"	"1"	"2"	"1"	"8"	"7"	"690"	"0"	"15"	"705"	"0"
"61"	"49"	"100"	"97"	"141"	"2"	"1"	"2"	"1"	"0"	"0"	"0"	"4"	"2"	"350"	"0"	"8"	"358"	"0"
"62"	"50"	"77"	"248"	"361"	"9"	"2"	"5"	"1"	"0"	"4"	"5"	"15"	"7"	"734"	"0"	"28"	"762"	"0"
"63"	"51"	"31"	"107"	"242"	"9"	"2"	"2"	"2"	"1"	"0"	"2"	"9"	"5"	"412"	"0"	"19"	"431"	"0"
"64"	"52"	"159"	"355"	"52"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"4"	"2"	"575"	"0"	"7"	"582"	"0"
"65"	"53"	"117"	"335"	"114"	"3"	"1"	"3"	"1"	"0"	"1"	"0"	"1"	"1"	"577"	"0"	"5"	"582"	"0"
"66"	"54"	"251"	"454"	"140"	"2"	"1"	"1"	"2"	"0"	"4"	"1"	"10"	"13"	"879"	"0"	"25"	"904"	"0"
"67"	"55"	"96"	"171"	"48"	"5"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"325"	"0"	"1"	"326"	"0"
"68"	"56"	"86"	"485"	"354"	"11"	"5"	"5"	"1"	"4"	"3"	"4"	"15"	"7"	"980"	"0"	"27"	"1007"	"0"
"69"	"57"	"105"	"492"	"199"	"4"	"0"	"6"	"2"	"0"	"5"	"1"	"16"	"15"	"845"	"0"	"15"	"860"	"0"
"70"	"58"	"569"	"37"	"81"	"1"	"1"	"1"	"1"	"2"	"1"	"0"	"3"	"3"	"700"	"0"	"14"	"714"	"0"
"71"	"59"	"73"	"241"	"128"	"3"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"449"	"0"	"2"	"451"	"0"
"72"	"59A"	"138"	"189"	"98"	"2"	"1"	"1"	"3"	"2"	"1"	"2"	"1"	"3"	"441"	"0"	"8"	"449"	"0"
"73"	"60"	"329"	"390"	"158"	"8"	"1"	"2"	"8"	"1"	"2"	"4"	"9"	"1"	"913"	"0"	"13"	"926"	"0"
"74"	"61"	"132"	"467"	"124"	"4"	"0"	"4"	"0"	"0"	"1"	"1"	"9"	"7"	"749"	"0"	"15"	"764"	"0"
"75"	"62"	"473"	"154"	"76"	"1"	"1"	"2"	"0"	"1"	"1"	"0"	"3"	"4"	"716"	"0"	"6"	"722"	"0"
"76"	"63"	"284"	"329"	"167"	"12"	"2"	"7"	"0"	"0"	"1"	"5"	"7"	"2"	"816"	"0"	"11"	"827"	"0"
"77"	"64"	"166"	"325"	"184"	"7"	"0"	"2"	"2"	"2"	"0"	"3"	"1"	"3"	"695"	"0"	"12"	"707"	"0"
"78"	"65"	"320"	"258"	"245"	"10"	"4"	"13"	"2"	"3"	"4"	"4"	"14"	"8"	"885"	"0"	"20"	"905"	"0"
"79"	"66"	"171"	"161"	"123"	"3"	"3"	"2"	"2"	"0"	"4"	"0"	"3"	"4"	"476"	"0"	"13"	"489"	"0"
"80"	"67"	"160"	"220"	"111"	"2"	"4"	"2"	"0"	"1"	"2"	"3"	"3"	"6"	"514"	"0"	"19"	"533"	"0"
"81"	"68"	"496"	"210"	"159"	"10"	"4"	"6"	"3"	"5"	"1"	"3"	"12"	"3"	"912"	"0"	"12"	"924"	"0"
"82"	"69"	"193"	"113"	"109"	"3"	"0"	"2"	"0"	"0"	"1"	"4"	"6"	"4"	"435"	"0"	"31"	"466"	"0"
"83"	"70"	"125"	"213"	"218"	"12"	"0"	"7"	"3"	"1"	"2"	"2"	"5"	"10"	"598"	"0"	"21"	"619"	"0"
"84"	"71"	"124"	"161"	"169"	"5"	"1"	"4"	"1"	"1"	"0"	"2"	"2"	"1"	"471"	"0"	"2"	"473"	"0"
"85"	"72"	"204"	"332"	"96"	"15"	"3"	"4"	"3"	"2"	"3"	"2"	"5"	"7"	"676"	"0"	"23"	"699"	"0"
"86"	"73"	"186"	"373"	"58"	"5"	"3"	"3"	"2"	"0"	"2"	"2"	"12"	"12"	"658"	"0"	"32"	"690"	"0"
"87"	"74"	"244"	"304"	"263"	"10"	"1"	"6"	"1"	"1"	"3"	"4"	"9"	"6"	"852"	"0"	"15"	"867"	"0"
"88"	"75"	"232"	"148"	"127"	"7"	"0"	"0"	"0"	"0"	"1"	"0"	"4"	"2"	"521"	"0"	"9"	"530"	"0"
"89"	"76"	"124"	"216"	"143"	"5"	"3"	"5"	"0"	"1"	"1"	"2"	"9"	"9"	"518"	"0"	"13"	"531"	"0"
"90"	"77"	"92"	"302"	"145"	"4"	"2"	"4"	"1"	"2"	"3"	"3"	"15"	"14"	"587"	"0"	"25"	"612"	"0"
"91"	"78"	"366"	"277"	"173"	"4"	"4"	"1"	"3"	"1"	"1"	"4"	"9"	"5"	"848"	"0"	"32"	"880"	"0"
"92"	"79"	"461"	"373"	"101"	"3"	"1"	"6"	"3"	"3"	"1"	"1"	"3"	"5"	"961"	"0"	"7"	"968"	"0"
"93"	"80"	"358"	"299"	"202"	"10"	"4"	"6"	"7"	"4"	"4"	"3"	"25"	"15"	"937"	"0"	"23"	"960"	"0"
"94"	"81"	"160"	"226"	"476"	"13"	"1"	"0"	"4"	"3"	"7"	"3"	"28"	"17"	"938"	"0"	"49"	"987"	"0"
"95"	"82"	"66"	"346"	"246"	"6"	"4"	"5"	"3"	"4"	"2"	"6"	"10"	"7"	"705"	"0"	"21"	"726"	"0"
"96"	"83"	"53"	"316"	"126"	"7"	"0"	"2"	"3"	"0"	"2"	"2"	"7"	"11"	"529"	"0"	"12"	"541"	"0"
"97"	"84"	"453"	"343"	"113"	"7"	"4"	"3"	"1"	"1"	"8"	"3"	"8"	"10"	"954"	"0"	"19"	"973"	"0"
"98"	"85"	"424"	"164"	"59"	"3"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"5"	"659"	"0"	"9"	"668"	"0"
"99"	"86"	"324"	"153"	"44"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"8"	"3"	"533"	"0"	"5"	"538"	"0"
"100"	"87"	"163"	"295"	"177"	"12"	"4"	"5"	"3"	"2"	"9"	"4"	"14"	"10"	"698"	"0"	"12"	"710"	"0"
"101"	"88"	"93"	"319"	"292"	"9"	"2"	"3"	"1"	"4"	"3"	"5"	"10"	"14"	"755"	"0"	"17"	"772"	"0"
"102"	"89"	"82"	"339"	"108"	"0"	"0"	"4"	"0"	"1"	"1"	"0"	"4"	"4"	"543"	"0"	"4"	"547"	"0"
"103"	"90"	"41"	"201"	"79"	"0"	"0"	"21"	"0"	"2"	"2"	"0"	"1"	"1"	"348"	"0"	"4"	"352"	"0"
"104"	"91"	"236"	"317"	"92"	"1"	"1"	"3"	"1"	"3"	"20"	"6"	"7"	"7"	"694"	"0"	"33"	"727"	"0"
"105"	"92"	"89"	"477"	"62"	"6"	"0"	"10"	"1"	"1"	"10"	"1"	"0"	"2"	"659"	"0"	"10"	"669"	"0"
"106"	"93"	"75"	"51"	"33"	"60"	"0"	"0"	"0"	"4"	"105"	"3"	"2"	"2"	"335"	"0"	"9"	"344"	"0"
"107"	"94"	"77"	"496"	"151"	"9"	"1"	"3"	"2"	"2"	"0"	"3"	"13"	"8"	"765"	"0"	"9"	"774"	"0"
"108"	"95"	"394"	"45"	"39"	"2"	"0"	"2"	"0"	"3"	"5"	"0"	"4"	"5"	"499"	"0"	"12"	"511"	"0"
"109"	"96"	"268"	"469"	"87"	"3"	"0"	"15"	"1"	"0"	"1"	"2"	"3"	"7"	"856"	"0"	"8"	"864"	"0"
"110"	"97"	"111"	"610"	"213"	"6"	"1"	"7"	"4"	"2"	"3"	"4"	"19"	"15"	"995"	"0"	"30"	"1025"	"0"
"111"	"98"	"150"	"507"	"145"	"4"	"0"	"6"	"6"	"3"	"3"	"3"	"3"	"8"	"838"	"0"	"23"	"861"	"0"
"112"	"99"	"147"	"134"	"61"	"4"	"0"	"6"	"0"	"0"	"3"	"0"	"1"	"1"	"357"	"0"	"7"	"364"	"0"
"113"	"100"	"95"	"337"	"112"	"1"	"1"	"3"	"1"	"2"	"2"	"0"	"3"	"3"	"560"	"0"	"11"	"571"	"0"
"114"	"101"	"136"	"392"	"151"	"1"	"0"	"5"	"0"	"1"	"2"	"1"	"5"	"8"	"702"	"0"	"22"	"724"	"0"
"115"	"102"	"193"	"487"	"165"	"6"	"1"	"8"	"3"	"3"	"2"	"2"	"11"	"1"	"882"	"0"	"6"	"888"	"0"
"116"	"103"	"154"	"492"	"170"	"8"	"1"	"3"	"1"	"0"	"9"	"9"	"34"	"22"	"903"	"0"	"56"	"959"	"0"
"117"	"104"	"179"	"174"	"151"	"6"	"0"	"0"	"1"	"2"	"9"	"2"	"2"	"2"	"528"	"0"	"23"	"551"	"0"
"118"	"105"	"261"	"142"	"137"	"2"	"4"	"1"	"0"	"1"	"6"	"4"	"8"	"9"	"575"	"0"	"21"	"596"	"0"
"119"	"106"	"23"	"397"	"81"	"1"	"0"	"0"	"1"	"0"	"0"	"4"	"1"	"2"	"510"	"0"	"5"	"515"	"0"
"120"	"106A"	"29"	"459"	"61"	"0"	"2"	"3"	"1"	"1"	"0"	"0"	"1"	"5"	"562"	"0"	"4"	"566"	"0"
"121"	"107"	"90"	"445"	"80"	"4"	"3"	"2"	"0"	"3"	"1"	"3"	"8"	"10"	"649"	"0"	"14"	"663"	"0"
"122"	"108"	"26"	"481"	"190"	"0"	"0"	"10"	"0"	"1"	"2"	"1"	"2"	"1"	"714"	"0"	"12"	"726"	"0"
"123"	"109"	"5"	"218"	"31"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"258"	"0"	"2"	"260"	"0"
"124"	"110"	"286"	"509"	"71"	"29"	"4"	"8"	"0"	"0"	"0"	"2"	"6"	"5"	"920"	"0"	"21"	"941"	"0"
"125"	"111"	"250"	"201"	"144"	"1"	"0"	"1"	"1"	"0"	"0"	"3"	"3"	"3"	"607"	"0"	"7"	"614"	"0"
"126"	"112"	"263"	"434"	"209"	"4"	"3"	"10"	"2"	"0"	"3"	"4"	"10"	"9"	"951"	"0"	"27"	"978"	"0"
"127"	"113"	"517"	"99"	"45"	"4"	"1"	"3"	"2"	"1"	"7"	"1"	"2"	"2"	"684"	"0"	"7"	"691"	"0"
"128"	"114"	"81"	"375"	"55"	"12"	"6"	"2"	"0"	"2"	"1"	"0"	"3"	"6"	"543"	"0"	"13"	"556"	"0"
"129"	"115"	"363"	"219"	"54"	"3"	"0"	"1"	"1"	"1"	"8"	"1"	"3"	"5"	"659"	"0"	"28"	"687"	"0"
"130"	"116"	"202"	"213"	"130"	"10"	"1"	"0"	"1"	"1"	"0"	"3"	"1"	"3"	"565"	"0"	"8"	"573"	"0"
"131"	"116A"	"180"	"233"	"41"	"1"	"0"	"3"	"1"	"0"	"0"	"1"	"4"	"3"	"467"	"0"	"10"	"477"	"0"
"132"	"117"	"536"	"262"	"59"	"1"	"0"	"6"	"2"	"1"	"2"	"4"	"10"	"8"	"891"	"0"	"24"	"915"	"0"
"133"	"118"	"217"	"263"	"59"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"9"	"550"	"0"	"5"	"555"	"0"
"134"	"118A"	"286"	"232"	"37"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"2"	"4"	"565"	"0"	"11"	"576"	"0"
"135"	"119"	"214"	"640"	"39"	"1"	"3"	"3"	"1"	"1"	"2"	"1"	"5"	"8"	"918"	"0"	"18"	"936"	"0"
"136"	"120"	"162"	"347"	"54"	"3"	"2"	"1"	"2"	"1"	"2"	"2"	"4"	"3"	"583"	"0"	"8"	"591"	"0"
"137"	"121"	"423"	"473"	"34"	"2"	"1"	"4"	"2"	"2"	"1"	"3"	"11"	"7"	"963"	"0"	"22"	"985"	"0"
"138"	"122"	"235"	"589"	"29"	"5"	"1"	"6"	"2"	"1"	"4"	"0"	"1"	"1"	"874"	"0"	"5"	"879"	"0"
"139"	"123"	"193"	"583"	"47"	"4"	"0"	"2"	"3"	"0"	"2"	"0"	"4"	"6"	"844"	"0"	"8"	"852"	"0"
"140"	"124"	"132"	"374"	"123"	"3"	"1"	"7"	"2"	"0"	"1"	"5"	"6"	"6"	"660"	"0"	"21"	"681"	"0"
"141"	"125"	"211"	"473"	"51"	"2"	"0"	"1"	"4"	"1"	"2"	"1"	"1"	"3"	"750"	"0"	"4"	"754"	"0"
"142"	"126"	"154"	"437"	"48"	"2"	"4"	"6"	"1"	"2"	"0"	"1"	"5"	"1"	"661"	"0"	"8"	"669"	"0"
"143"	"127"	"135"	"393"	"43"	"0"	"0"	"3"	"1"	"0"	"2"	"0"	"5"	"5"	"587"	"0"	"6"	"593"	"0"
"144"	"128"	"166"	"415"	"32"	"5"	"1"	"11"	"1"	"1"	"0"	"0"	"0"	"3"	"635"	"0"	"9"	"644"	"0"
"145"	"129"	"172"	"381"	"60"	"4"	"0"	"7"	"2"	"1"	"0"	"0"	"4"	"3"	"634"	"0"	"5"	"639"	"0"
"146"	"130"	"146"	"191"	"25"	"0"	"1"	"10"	"2"	"1"	"1"	"3"	"4"	"2"	"386"	"0"	"11"	"397"	"0"
"147"	"131"	"326"	"430"	"71"	"0"	"1"	"3"	"0"	"1"	"2"	"0"	"6"	"10"	"850"	"0"	"25"	"875"	"0"
"148"	"132"	"137"	"238"	"44"	"5"	"1"	"1"	"2"	"0"	"1"	"3"	"4"	"5"	"441"	"0"	"22"	"463"	"0"
"149"	"133"	"212"	"289"	"37"	"4"	"1"	"3"	"0"	"0"	"0"	"1"	"0"	"1"	"548"	"0"	"4"	"552"	"0"
"150"	"134"	"259"	"230"	"14"	"2"	"1"	"4"	"0"	"0"	"1"	"0"	"1"	"3"	"515"	"0"	"11"	"526"	"0"
"151"	"135"	"241"	"229"	"30"	"2"	"0"	"2"	"1"	"0"	"0"	"1"	"4"	"9"	"519"	"0"	"10"	"529"	"0"
"152"	"136"	"738"	"95"	"33"	"0"	"15"	"10"	"2"	"0"	"1"	"0"	"3"	"5"	"902"	"0"	"17"	"919"	"0"
"153"	"137"	"508"	"267"	"28"	"2"	"1"	"11"	"0"	"3"	"6"	"1"	"2"	"1"	"830"	"0"	"10"	"840"	"0"
"154"	"138"	"376"	"407"	"44"	"2"	"0"	"7"	"0"	"1"	"2"	"0"	"4"	"9"	"852"	"0"	"32"	"884"	"0"
"155"	"139"	"213"	"218"	"209"	"5"	"7"	"4"	"3"	"3"	"0"	"4"	"16"	"13"	"695"	"0"	"20"	"715"	"0"
"156"	"140"	"304"	"0"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"316"	"0"	"1"	"317"	"0"
"157"	"141"	"226"	"443"	"196"	"7"	"2"	"7"	"1"	"4"	"9"	"6"	"13"	"18"	"932"	"0"	"38"	"970"	"0"
"158"	"142"	"170"	"48"	"137"	"4"	"2"	"2"	"3"	"1"	"2"	"2"	"9"	"2"	"382"	"0"	"14"	"396"	"0"
"159"	"143"	"199"	"317"	"53"	"10"	"0"	"1"	"1"	"2"	"1"	"4"	"4"	"12"	"604"	"0"	"8"	"612"	"0"
"160"	"144"	"437"	"133"	"73"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"5"	"655"	"0"	"8"	"663"	"0"
"161"	"145"	"128"	"557"	"355"	"10"	"3"	"5"	"1"	"3"	"4"	"5"	"5"	"3"	"1079"	"0"	"23"	"1102"	"0"
"162"	"146"	"87"	"162"	"712"	"18"	"2"	"6"	"6"	"3"	"3"	"10"	"53"	"14"	"1076"	"0"	"55"	"1131"	"0"
"163"	"147"	"92"	"174"	"245"	"6"	"2"	"0"	"3"	"0"	"1"	"1"	"17"	"8"	"549"	"0"	"26"	"575"	"0"
"164"	"148"	"276"	"104"	"182"	"3"	"1"	"3"	"4"	"3"	"1"	"5"	"12"	"9"	"603"	"0"	"14"	"617"	"0"
"165"	"149"	"59"	"311"	"129"	"7"	"0"	"4"	"0"	"0"	"2"	"2"	"8"	"8"	"530"	"0"	"18"	"548"	"0"
"166"	"150"	"76"	"148"	"225"	"3"	"2"	"3"	"2"	"1"	"3"	"2"	"8"	"2"	"475"	"0"	"10"	"485"	"0"
"167"	"151"	"310"	"476"	"272"	"8"	"2"	"3"	"5"	"2"	"1"	"1"	"5"	"5"	"1090"	"0"	"8"	"1098"	"0"
"168"	"152"	"80"	"270"	"20"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"4"	"2"	"379"	"0"	"8"	"387"	"0"
"169"	"153"	"118"	"458"	"26"	"5"	"2"	"4"	"4"	"0"	"0"	"4"	"13"	"21"	"655"	"0"	"39"	"694"	"0"
"170"	"154"	"318"	"278"	"28"	"1"	"2"	"1"	"1"	"0"	"1"	"2"	"4"	"8"	"644"	"0"	"11"	"655"	"0"
"171"	"155"	"392"	"522"	"45"	"2"	"2"	"9"	"1"	"2"	"2"	"3"	"6"	"5"	"991"	"0"	"23"	"1014"	"0"
"172"	"156"	"563"	"127"	"45"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"5"	"744"	"0"	"17"	"761"	"0"
"173"	"157"	"927"	"27"	"60"	"1"	"2"	"5"	"2"	"4"	"2"	"2"	"3"	"2"	"1037"	"0"	"17"	"1054"	"0"
"174"	"158"	"161"	"297"	"205"	"3"	"2"	"3"	"1"	"3"	"2"	"9"	"8"	"7"	"701"	"0"	"27"	"728"	"0"
"175"	"159"	"156"	"171"	"150"	"2"	"1"	"2"	"0"	"2"	"3"	"1"	"8"	"9"	"505"	"0"	"9"	"514"	"0"
"176"	"160"	"118"	"547"	"80"	"4"	"1"	"7"	"2"	"1"	"4"	"4"	"9"	"14"	"791"	"0"	"20"	"811"	"0"
"177"	"161"	"137"	"332"	"120"	"5"	"0"	"1"	"3"	"2"	"0"	"0"	"4"	"6"	"610"	"0"	"6"	"616"	"0"
"178"	"162"	"51"	"406"	"66"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"531"	"0"	"5"	"536"	"0"
"179"	"163"	"167"	"169"	"78"	"7"	"2"	"3"	"1"	"3"	"2"	"3"	"8"	"3"	"446"	"0"	"13"	"459"	"0"
"180"	"164"	"391"	"145"	"47"	"2"	"1"	"1"	"3"	"0"	"0"	"3"	"3"	"4"	"600"	"0"	"8"	"608"	"0"
"181"	"165"	"304"	"413"	"82"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"2"	"5"	"810"	"0"	"10"	"820"	"0"
