"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"
"24"	"11"	"79"	"1"	"113"	"76"	"106"	"14"	"1"	"3"	"6"	"3"	"2"	"8"	"5"	"417"	"0"	"10"	"427"	"0"
"25"	"12"	"423"	"9"	"40"	"184"	"108"	"15"	"1"	"3"	"2"	"2"	"6"	"4"	"6"	"803"	"0"	"9"	"812"	"0"
"26"	"13"	"204"	"5"	"53"	"231"	"85"	"13"	"7"	"4"	"4"	"6"	"13"	"16"	"18"	"659"	"0"	"17"	"676"	"0"
"27"	"14"	"192"	"3"	"39"	"177"	"59"	"4"	"2"	"6"	"5"	"7"	"6"	"10"	"10"	"520"	"0"	"18"	"538"	"0"
"28"	"15"	"187"	"6"	"49"	"64"	"93"	"16"	"3"	"3"	"1"	"7"	"7"	"10"	"7"	"453"	"0"	"13"	"466"	"0"
"29"	"16"	"166"	"3"	"45"	"109"	"36"	"7"	"0"	"2"	"6"	"1"	"4"	"8"	"14"	"401"	"0"	"16"	"417"	"0"
"30"	"17"	"347"	"5"	"113"	"169"	"27"	"2"	"0"	"1"	"1"	"2"	"2"	"4"	"0"	"673"	"0"	"4"	"677"	"0"
"31"	"18"	"459"	"12"	"63"	"114"	"44"	"4"	"0"	"1"	"2"	"1"	"4"	"3"	"2"	"709"	"0"	"12"	"721"	"0"
"32"	"19"	"322"	"5"	"62"	"198"	"23"	"8"	"3"	"3"	"5"	"2"	"12"	"6"	"14"	"663"	"0"	"17"	"680"	"0"
"33"	"20"	"144"	"4"	"40"	"662"	"68"	"9"	"9"	"4"	"3"	"6"	"10"	"12"	"6"	"977"	"0"	"11"	"988"	"0"
"34"	"21"	"90"	"1"	"103"	"157"	"147"	"13"	"0"	"2"	"1"	"2"	"8"	"5"	"5"	"534"	"0"	"7"	"541"	"0"
"35"	"22"	"311"	"5"	"14"	"51"	"12"	"2"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"398"	"0"	"10"	"408"	"0"
"36"	"23"	"213"	"7"	"29"	"171"	"137"	"10"	"1"	"4"	"5"	"4"	"8"	"6"	"5"	"600"	"0"	"28"	"628"	"0"
"37"	"24"	"203"	"3"	"45"	"41"	"158"	"17"	"3"	"2"	"1"	"5"	"6"	"10"	"2"	"496"	"0"	"10"	"506"	"0"
"38"	"25"	"291"	"5"	"139"	"85"	"68"	"12"	"2"	"1"	"5"	"9"	"9"	"14"	"8"	"648"	"0"	"21"	"669"	"0"
"39"	"26"	"229"	"5"	"226"	"275"	"24"	"3"	"2"	"2"	"0"	"7"	"12"	"13"	"23"	"821"	"0"	"16"	"837"	"0"
"40"	"27"	"89"	"1"	"203"	"216"	"51"	"6"	"2"	"2"	"8"	"5"	"16"	"13"	"11"	"623"	"0"	"23"	"646"	"0"
"41"	"28"	"241"	"4"	"44"	"112"	"276"	"15"	"1"	"1"	"4"	"7"	"2"	"5"	"8"	"720"	"0"	"7"	"727"	"0"
"42"	"29"	"98"	"1"	"24"	"134"	"342"	"13"	"1"	"0"	"1"	"4"	"0"	"5"	"1"	"624"	"0"	"3"	"627"	"0"
"43"	"30"	"397"	"4"	"42"	"49"	"10"	"0"	"0"	"0"	"7"	"0"	"3"	"7"	"4"	"523"	"0"	"21"	"544"	"0"
"44"	"31"	"386"	"40"	"63"	"161"	"124"	"17"	"5"	"8"	"8"	"10"	"7"	"16"	"8"	"853"	"0"	"15"	"868"	"0"
"45"	"32"	"109"	"11"	"158"	"78"	"83"	"15"	"2"	"4"	"3"	"4"	"11"	"18"	"10"	"506"	"0"	"25"	"531"	"0"
"46"	"33"	"209"	"2"	"21"	"59"	"94"	"11"	"3"	"2"	"11"	"6"	"5"	"5"	"5"	"433"	"0"	"16"	"449"	"0"
"47"	"34"	"147"	"1"	"21"	"20"	"148"	"10"	"1"	"4"	"9"	"19"	"8"	"17"	"8"	"413"	"0"	"21"	"434"	"0"
"48"	"35"	"349"	"25"	"30"	"106"	"238"	"17"	"2"	"3"	"9"	"9"	"10"	"9"	"14"	"821"	"0"	"18"	"839"	"0"
"49"	"36"	"163"	"3"	"50"	"57"	"14"	"5"	"1"	"4"	"3"	"1"	"4"	"17"	"7"	"329"	"0"	"13"	"342"	"0"
"50"	"37"	"218"	"11"	"146"	"110"	"301"	"31"	"3"	"4"	"9"	"15"	"13"	"24"	"9"	"894"	"0"	"31"	"925"	"0"
"51"	"38"	"309"	"4"	"53"	"71"	"158"	"13"	"3"	"0"	"5"	"7"	"7"	"13"	"4"	"647"	"0"	"13"	"660"	"0"
"52"	"39"	"245"	"0"	"26"	"70"	"81"	"8"	"0"	"3"	"3"	"5"	"7"	"12"	"6"	"466"	"0"	"12"	"478"	"0"
"53"	"40"	"368"	"12"	"97"	"81"	"217"	"19"	"2"	"5"	"4"	"13"	"7"	"8"	"9"	"842"	"0"	"8"	"850"	"0"
"54"	"41"	"149"	"5"	"16"	"172"	"280"	"14"	"2"	"3"	"2"	"5"	"9"	"4"	"4"	"665"	"0"	"2"	"667"	"0"
"55"	"42"	"105"	"1"	"17"	"123"	"69"	"6"	"1"	"2"	"0"	"1"	"2"	"3"	"5"	"335"	"0"	"3"	"338"	"0"
"56"	"43"	"202"	"6"	"20"	"152"	"64"	"12"	"3"	"1"	"2"	"1"	"3"	"1"	"7"	"474"	"0"	"2"	"476"	"0"
"57"	"44"	"173"	"5"	"28"	"242"	"28"	"7"	"2"	"5"	"4"	"7"	"8"	"7"	"5"	"521"	"0"	"15"	"536"	"0"
"58"	"45"	"230"	"5"	"12"	"109"	"295"	"19"	"1"	"2"	"2"	"4"	"7"	"1"	"3"	"690"	"0"	"10"	"700"	"0"
"59"	"46"	"172"	"2"	"14"	"47"	"399"	"23"	"6"	"3"	"3"	"5"	"2"	"10"	"5"	"691"	"0"	"17"	"708"	"0"
"60"	"47"	"219"	"2"	"14"	"198"	"133"	"13"	"2"	"6"	"3"	"6"	"10"	"4"	"13"	"623"	"0"	"11"	"634"	"0"
"61"	"48"	"138"	"3"	"16"	"147"	"244"	"17"	"4"	"4"	"9"	"5"	"4"	"4"	"2"	"597"	"0"	"7"	"604"	"0"
"62"	"49"	"351"	"6"	"109"	"92"	"120"	"19"	"0"	"2"	"3"	"7"	"15"	"12"	"15"	"751"	"0"	"21"	"772"	"0"
"63"	"50"	"330"	"4"	"188"	"86"	"179"	"14"	"6"	"3"	"3"	"3"	"8"	"19"	"15"	"858"	"0"	"27"	"885"	"0"
"64"	"51"	"100"	"4"	"38"	"57"	"139"	"14"	"0"	"3"	"3"	"3"	"1"	"6"	"3"	"371"	"0"	"2"	"373"	"0"
"65"	"52"	"44"	"1"	"27"	"16"	"172"	"8"	"1"	"2"	"1"	"3"	"1"	"2"	"1"	"279"	"0"	"4"	"283"	"0"
"66"	"53"	"275"	"4"	"55"	"207"	"103"	"18"	"6"	"6"	"6"	"14"	"18"	"19"	"10"	"741"	"0"	"20"	"761"	"0"
"67"	"54"	"242"	"6"	"30"	"20"	"125"	"19"	"2"	"1"	"8"	"4"	"4"	"6"	"7"	"474"	"0"	"11"	"485"	"0"
"68"	"55"	"117"	"3"	"35"	"97"	"252"	"25"	"3"	"7"	"4"	"10"	"4"	"7"	"7"	"571"	"0"	"17"	"588"	"0"
"69"	"56"	"98"	"3"	"30"	"34"	"189"	"23"	"3"	"1"	"1"	"10"	"2"	"5"	"2"	"401"	"0"	"5"	"406"	"0"
"70"	"57"	"225"	"7"	"106"	"89"	"111"	"7"	"4"	"4"	"5"	"13"	"5"	"10"	"8"	"594"	"0"	"18"	"612"	"0"
"71"	"58"	"259"	"6"	"98"	"67"	"81"	"22"	"0"	"2"	"1"	"5"	"8"	"13"	"5"	"567"	"0"	"15"	"582"	"0"
"72"	"59"	"249"	"6"	"85"	"53"	"107"	"12"	"1"	"2"	"3"	"11"	"7"	"8"	"10"	"554"	"0"	"20"	"574"	"0"
"73"	"60"	"209"	"4"	"145"	"55"	"20"	"4"	"1"	"1"	"3"	"3"	"7"	"26"	"10"	"488"	"0"	"37"	"525"	"0"
"74"	"61"	"182"	"4"	"55"	"49"	"170"	"19"	"0"	"2"	"3"	"6"	"2"	"5"	"4"	"501"	"0"	"4"	"505"	"0"
"75"	"62"	"258"	"8"	"114"	"212"	"60"	"15"	"9"	"14"	"10"	"15"	"19"	"38"	"25"	"797"	"0"	"40"	"837"	"0"
"76"	"63"	"346"	"11"	"60"	"277"	"106"	"29"	"4"	"4"	"5"	"8"	"6"	"11"	"11"	"878"	"0"	"13"	"891"	"0"
"77"	"64"	"325"	"13"	"118"	"142"	"238"	"38"	"8"	"8"	"11"	"15"	"22"	"29"	"15"	"982"	"0"	"39"	"1021"	"0"
"78"	"65"	"293"	"5"	"127"	"55"	"86"	"6"	"3"	"3"	"4"	"7"	"5"	"14"	"12"	"620"	"0"	"37"	"657"	"0"
"79"	"66"	"162"	"15"	"242"	"35"	"99"	"18"	"1"	"5"	"6"	"3"	"8"	"9"	"8"	"611"	"0"	"16"	"627"	"0"
"80"	"67"	"232"	"7"	"234"	"25"	"57"	"13"	"0"	"0"	"8"	"7"	"4"	"13"	"21"	"621"	"0"	"27"	"648"	"0"
"81"	"68"	"152"	"0"	"101"	"144"	"127"	"20"	"4"	"2"	"7"	"6"	"5"	"7"	"7"	"582"	"0"	"13"	"595"	"0"
"82"	"69"	"238"	"1"	"98"	"108"	"52"	"11"	"0"	"1"	"1"	"0"	"2"	"1"	"3"	"516"	"0"	"1"	"517"	"0"
"83"	"70"	"165"	"3"	"227"	"102"	"142"	"16"	"2"	"1"	"7"	"6"	"6"	"11"	"11"	"699"	"0"	"8"	"707"	"0"
"84"	"71"	"304"	"6"	"33"	"121"	"144"	"22"	"3"	"3"	"2"	"7"	"14"	"8"	"12"	"679"	"0"	"15"	"694"	"0"
"85"	"72"	"238"	"4"	"177"	"139"	"200"	"23"	"3"	"3"	"9"	"7"	"7"	"7"	"6"	"823"	"0"	"16"	"839"	"0"
"86"	"73"	"195"	"2"	"44"	"69"	"143"	"19"	"1"	"1"	"5"	"9"	"6"	"9"	"3"	"506"	"0"	"6"	"512"	"0"
"87"	"74"	"137"	"1"	"20"	"103"	"162"	"8"	"0"	"3"	"3"	"7"	"3"	"2"	"3"	"452"	"0"	"11"	"463"	"0"
"88"	"75"	"419"	"3"	"48"	"337"	"14"	"3"	"0"	"0"	"0"	"3"	"5"	"3"	"10"	"845"	"0"	"4"	"849"	"0"
"89"	"76"	"682"	"1"	"60"	"86"	"23"	"1"	"0"	"0"	"2"	"1"	"3"	"0"	"0"	"859"	"0"	"2"	"861"	"0"
"90"	"77"	"209"	"12"	"71"	"109"	"66"	"12"	"1"	"4"	"2"	"6"	"4"	"7"	"4"	"507"	"0"	"7"	"514"	"0"
"91"	"78"	"143"	"5"	"120"	"154"	"39"	"7"	"2"	"3"	"2"	"2"	"10"	"11"	"9"	"507"	"0"	"9"	"516"	"0"
"92"	"79"	"383"	"10"	"192"	"51"	"89"	"7"	"0"	"3"	"1"	"1"	"8"	"11"	"9"	"765"	"0"	"15"	"780"	"0"
"93"	"80"	"405"	"4"	"111"	"60"	"39"	"4"	"1"	"2"	"4"	"3"	"2"	"5"	"4"	"644"	"0"	"7"	"651"	"0"
"94"	"81"	"235"	"3"	"64"	"180"	"34"	"1"	"2"	"4"	"3"	"1"	"5"	"10"	"4"	"546"	"0"	"5"	"551"	"0"
"95"	"82"	"182"	"6"	"53"	"223"	"110"	"16"	"2"	"2"	"5"	"4"	"9"	"1"	"5"	"618"	"0"	"5"	"623"	"0"
"96"	"83"	"412"	"3"	"59"	"138"	"66"	"5"	"2"	"0"	"2"	"3"	"7"	"7"	"3"	"707"	"0"	"7"	"714"	"0"
"97"	"84"	"341"	"7"	"117"	"89"	"175"	"31"	"3"	"5"	"2"	"16"	"12"	"11"	"11"	"820"	"0"	"17"	"837"	"0"
"98"	"85"	"665"	"11"	"30"	"115"	"6"	"1"	"0"	"0"	"3"	"0"	"0"	"2"	"3"	"836"	"0"	"4"	"840"	"0"
"99"	"86"	"502"	"7"	"63"	"145"	"119"	"4"	"1"	"4"	"4"	"2"	"10"	"8"	"10"	"879"	"0"	"10"	"889"	"0"
"100"	"87"	"188"	"7"	"321"	"78"	"67"	"30"	"3"	"6"	"9"	"8"	"15"	"18"	"34"	"784"	"0"	"30"	"814"	"0"
"101"	"88"	"252"	"5"	"100"	"376"	"49"	"7"	"0"	"2"	"6"	"5"	"3"	"6"	"1"	"812"	"0"	"3"	"815"	"0"
"102"	"89"	"95"	"3"	"47"	"234"	"112"	"7"	"2"	"3"	"4"	"6"	"6"	"8"	"5"	"532"	"0"	"6"	"538"	"0"
"103"	"89A"	"164"	"9"	"86"	"70"	"50"	"11"	"2"	"1"	"1"	"2"	"3"	"4"	"5"	"408"	"0"	"5"	"413"	"0"
"104"	"90"	"160"	"6"	"12"	"195"	"109"	"16"	"5"	"4"	"6"	"15"	"12"	"9"	"7"	"556"	"0"	"24"	"580"	"0"
"105"	"91"	"161"	"6"	"72"	"85"	"173"	"27"	"1"	"1"	"7"	"12"	"2"	"5"	"3"	"555"	"0"	"10"	"565"	"0"
"106"	"92"	"215"	"7"	"107"	"153"	"43"	"8"	"4"	"5"	"7"	"7"	"6"	"13"	"7"	"582"	"0"	"14"	"596"	"0"
"107"	"93"	"172"	"5"	"58"	"151"	"261"	"26"	"1"	"2"	"8"	"11"	"9"	"9"	"11"	"724"	"0"	"17"	"741"	"0"
"108"	"94"	"292"	"9"	"9"	"330"	"127"	"10"	"3"	"4"	"1"	"3"	"4"	"2"	"3"	"797"	"0"	"3"	"800"	"0"
"109"	"95"	"174"	"1"	"40"	"15"	"126"	"11"	"0"	"1"	"4"	"2"	"3"	"3"	"1"	"381"	"0"	"7"	"388"	"0"
"110"	"96"	"116"	"4"	"73"	"18"	"103"	"9"	"2"	"3"	"1"	"4"	"2"	"4"	"5"	"344"	"0"	"4"	"348"	"0"
"111"	"97"	"147"	"4"	"40"	"246"	"158"	"15"	"3"	"4"	"4"	"3"	"16"	"9"	"3"	"652"	"0"	"9"	"661"	"0"
"112"	"98"	"194"	"6"	"47"	"199"	"101"	"7"	"4"	"5"	"2"	"4"	"3"	"6"	"9"	"587"	"0"	"15"	"602"	"0"
"113"	"99"	"247"	"8"	"35"	"169"	"105"	"10"	"3"	"2"	"4"	"8"	"6"	"9"	"3"	"609"	"0"	"10"	"619"	"0"
"114"	"100"	"268"	"9"	"96"	"71"	"352"	"30"	"5"	"0"	"7"	"8"	"6"	"16"	"10"	"878"	"0"	"24"	"902"	"0"
"115"	"101"	"165"	"4"	"107"	"12"	"125"	"26"	"1"	"3"	"9"	"8"	"5"	"12"	"6"	"483"	"0"	"9"	"492"	"0"
"116"	"101A"	"191"	"3"	"56"	"43"	"100"	"17"	"1"	"1"	"3"	"6"	"7"	"13"	"8"	"449"	"0"	"22"	"471"	"0"
"117"	"102"	"149"	"4"	"150"	"37"	"27"	"6"	"0"	"2"	"2"	"0"	"4"	"2"	"3"	"386"	"0"	"11"	"397"	"0"
"118"	"103"	"58"	"69"	"53"	"39"	"203"	"25"	"3"	"1"	"3"	"3"	"4"	"10"	"4"	"475"	"0"	"13"	"488"	"0"
"119"	"104"	"38"	"78"	"88"	"221"	"140"	"16"	"5"	"0"	"4"	"4"	"5"	"6"	"6"	"611"	"0"	"6"	"617"	"0"
"120"	"105"	"133"	"4"	"101"	"202"	"230"	"30"	"6"	"4"	"61"	"7"	"7"	"11"	"8"	"804"	"0"	"11"	"815"	"0"
"121"	"106"	"138"	"4"	"25"	"462"	"41"	"9"	"5"	"7"	"5"	"7"	"13"	"16"	"14"	"746"	"0"	"17"	"763"	"0"
"122"	"107"	"121"	"5"	"45"	"284"	"111"	"10"	"1"	"3"	"5"	"7"	"12"	"5"	"10"	"619"	"0"	"9"	"628"	"0"
"123"	"108"	"196"	"11"	"97"	"130"	"339"	"26"	"3"	"6"	"8"	"12"	"14"	"11"	"9"	"862"	"0"	"20"	"882"	"0"
"124"	"109"	"165"	"9"	"180"	"29"	"218"	"33"	"7"	"4"	"3"	"6"	"10"	"24"	"15"	"703"	"0"	"17"	"720"	"0"
"125"	"110"	"133"	"5"	"176"	"199"	"160"	"15"	"1"	"1"	"2"	"6"	"4"	"9"	"9"	"720"	"0"	"15"	"735"	"0"
"126"	"111"	"243"	"7"	"114"	"195"	"180"	"19"	"4"	"4"	"7"	"8"	"11"	"18"	"14"	"824"	"0"	"11"	"835"	"0"
"127"	"112"	"310"	"7"	"91"	"99"	"265"	"16"	"2"	"3"	"6"	"7"	"7"	"16"	"17"	"846"	"0"	"29"	"875"	"0"
"128"	"113"	"267"	"16"	"92"	"90"	"200"	"30"	"5"	"3"	"5"	"11"	"7"	"10"	"5"	"741"	"0"	"17"	"758"	"0"
"129"	"114"	"270"	"9"	"78"	"45"	"51"	"7"	"1"	"1"	"2"	"4"	"1"	"6"	"11"	"486"	"0"	"21"	"507"	"0"
"130"	"115"	"146"	"3"	"6"	"40"	"146"	"10"	"1"	"0"	"2"	"4"	"2"	"3"	"4"	"367"	"0"	"7"	"374"	"0"
"131"	"116"	"345"	"12"	"117"	"287"	"117"	"16"	"6"	"6"	"10"	"8"	"6"	"6"	"6"	"942"	"0"	"10"	"952"	"0"
"132"	"117"	"253"	"5"	"98"	"117"	"112"	"14"	"4"	"4"	"6"	"9"	"10"	"9"	"2"	"643"	"0"	"18"	"661"	"0"
"133"	"118"	"101"	"0"	"32"	"121"	"178"	"20"	"0"	"3"	"3"	"10"	"4"	"10"	"8"	"490"	"0"	"12"	"502"	"0"
"134"	"119"	"28"	"1"	"2"	"26"	"153"	"9"	"1"	"0"	"0"	"4"	"1"	"3"	"0"	"228"	"0"	"3"	"231"	"0"
"135"	"120"	"227"	"4"	"69"	"246"	"103"	"8"	"3"	"5"	"3"	"2"	"5"	"13"	"9"	"697"	"0"	"24"	"721"	"0"
"136"	"121"	"223"	"1"	"34"	"273"	"43"	"7"	"0"	"0"	"5"	"5"	"13"	"6"	"8"	"618"	"0"	"12"	"630"	"0"
"137"	"122"	"346"	"5"	"167"	"39"	"197"	"8"	"1"	"0"	"3"	"1"	"2"	"2"	"2"	"773"	"0"	"8"	"781"	"0"
"138"	"123"	"527"	"4"	"40"	"32"	"43"	"8"	"2"	"1"	"1"	"1"	"2"	"1"	"8"	"670"	"0"	"17"	"687"	"0"
"139"	"124"	"426"	"4"	"175"	"137"	"184"	"24"	"4"	"2"	"4"	"5"	"10"	"10"	"13"	"998"	"0"	"14"	"1012"	"0"
"140"	"125"	"235"	"17"	"100"	"250"	"188"	"25"	"4"	"1"	"10"	"17"	"20"	"20"	"15"	"902"	"0"	"16"	"918"	"0"
"141"	"126"	"143"	"0"	"95"	"107"	"295"	"22"	"4"	"2"	"2"	"4"	"6"	"3"	"4"	"687"	"0"	"13"	"700"	"0"
"142"	"127"	"291"	"2"	"68"	"69"	"227"	"14"	"1"	"0"	"4"	"5"	"6"	"3"	"5"	"695"	"0"	"11"	"706"	"0"
"143"	"128"	"256"	"4"	"8"	"413"	"107"	"8"	"0"	"2"	"2"	"7"	"13"	"9"	"4"	"833"	"0"	"20"	"853"	"0"
"144"	"129"	"208"	"5"	"69"	"72"	"296"	"29"	"2"	"5"	"8"	"16"	"7"	"11"	"7"	"735"	"0"	"20"	"755"	"0"
"145"	"130"	"58"	"2"	"22"	"75"	"94"	"10"	"0"	"3"	"0"	"1"	"0"	"1"	"0"	"266"	"0"	"2"	"268"	"0"
"146"	"131"	"392"	"4"	"95"	"173"	"90"	"15"	"2"	"2"	"4"	"4"	"6"	"12"	"3"	"802"	"0"	"13"	"815"	"0"
"147"	"132"	"96"	"1"	"4"	"137"	"14"	"4"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"274"	"0"	"7"	"281"	"0"
"148"	"133"	"216"	"5"	"29"	"46"	"127"	"8"	"1"	"2"	"5"	"4"	"1"	"4"	"4"	"452"	"0"	"13"	"465"	"0"
"149"	"134"	"190"	"13"	"31"	"165"	"128"	"9"	"0"	"2"	"2"	"11"	"3"	"14"	"3"	"571"	"0"	"8"	"579"	"0"
"150"	"135"	"144"	"2"	"18"	"217"	"9"	"2"	"0"	"3"	"1"	"7"	"14"	"5"	"7"	"429"	"0"	"14"	"443"	"0"
"151"	"135A"	"193"	"3"	"27"	"127"	"70"	"4"	"0"	"0"	"0"	"5"	"3"	"4"	"6"	"442"	"0"	"7"	"449"	"0"
"152"	"136"	"237"	"3"	"19"	"213"	"90"	"9"	"1"	"1"	"0"	"5"	"8"	"8"	"4"	"598"	"0"	"13"	"611"	"0"
"153"	"137"	"170"	"2"	"65"	"54"	"33"	"6"	"3"	"0"	"1"	"0"	"3"	"6"	"6"	"349"	"0"	"16"	"365"	"0"
"154"	"138"	"307"	"14"	"141"	"124"	"100"	"7"	"3"	"3"	"1"	"8"	"1"	"11"	"5"	"725"	"0"	"13"	"738"	"0"
"155"	"139"	"77"	"3"	"64"	"158"	"135"	"16"	"4"	"3"	"5"	"7"	"7"	"9"	"6"	"494"	"0"	"4"	"498"	"0"
"156"	"140"	"73"	"3"	"50"	"120"	"162"	"9"	"0"	"5"	"1"	"4"	"7"	"6"	"4"	"444"	"0"	"7"	"451"	"0"
"157"	"141"	"53"	"5"	"17"	"200"	"124"	"3"	"1"	"1"	"2"	"6"	"5"	"1"	"2"	"420"	"0"	"1"	"421"	"0"
"158"	"142"	"197"	"6"	"70"	"270"	"104"	"13"	"4"	"1"	"3"	"5"	"3"	"3"	"6"	"685"	"0"	"7"	"692"	"0"
"159"	"143"	"80"	"3"	"53"	"186"	"71"	"6"	"0"	"2"	"4"	"4"	"5"	"9"	"9"	"432"	"0"	"6"	"438"	"0"
"160"	"144"	"4"	"1"	"8"	"620"	"32"	"2"	"0"	"0"	"0"	"3"	"8"	"2"	"2"	"682"	"0"	"1"	"683"	"0"
"161"	"145"	"247"	"12"	"36"	"36"	"14"	"8"	"1"	"1"	"1"	"2"	"6"	"7"	"6"	"377"	"0"	"20"	"397"	"0"
"162"	"146"	"42"	"2"	"24"	"375"	"23"	"2"	"1"	"0"	"1"	"0"	"5"	"0"	"4"	"479"	"0"	"5"	"484"	"0"
"163"	"147"	"241"	"7"	"15"	"87"	"42"	"4"	"1"	"4"	"1"	"4"	"6"	"13"	"6"	"431"	"0"	"18"	"449"	"0"
"164"	"148"	"217"	"3"	"182"	"19"	"3"	"0"	"3"	"1"	"3"	"0"	"1"	"4"	"1"	"437"	"0"	"4"	"441"	"0"
"165"	"149"	"144"	"44"	"18"	"82"	"39"	"4"	"0"	"0"	"0"	"2"	"0"	"2"	"3"	"338"	"0"	"6"	"344"	"0"
"166"	"150"	"376"	"9"	"47"	"87"	"36"	"6"	"0"	"0"	"5"	"5"	"7"	"7"	"10"	"595"	"0"	"19"	"614"	"0"
"167"	"151"	"266"	"5"	"54"	"67"	"70"	"3"	"1"	"4"	"3"	"5"	"6"	"13"	"10"	"507"	"0"	"16"	"523"	"0"
"168"	"152"	"129"	"0"	"53"	"85"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"2"	"1"	"274"	"0"	"6"	"280"	"0"
"169"	"153"	"220"	"3"	"25"	"252"	"9"	"5"	"1"	"2"	"4"	"3"	"13"	"11"	"12"	"560"	"0"	"14"	"574"	"0"
"170"	"154"	"367"	"5"	"68"	"274"	"35"	"3"	"1"	"7"	"3"	"2"	"9"	"4"	"6"	"784"	"0"	"8"	"792"	"0"
"171"	"155"	"267"	"4"	"8"	"246"	"27"	"0"	"3"	"0"	"0"	"0"	"3"	"0"	"3"	"561"	"0"	"4"	"565"	"0"
"172"	"156"	"187"	"2"	"7"	"298"	"24"	"5"	"1"	"0"	"1"	"3"	"8"	"7"	"3"	"546"	"0"	"18"	"564"	"0"
