"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"
"17"	"5"	"181"	"243"	"56"	"4"	"2"	"2"	"2"	"0"	"1"	"3"	"2"	"15"	"175"	"9"	"10"	"26"	"9"	"13"	"3"	"16"	"2"	"1"	"775"	"0"	"1"	"776"	"0"
"18"	"6"	"251"	"107"	"142"	"5"	"0"	"1"	"5"	"2"	"0"	"4"	"3"	"5"	"73"	"4"	"3"	"21"	"6"	"5"	"4"	"1"	"1"	"0"	"643"	"0"	"2"	"645"	"0"
"19"	"7"	"484"	"157"	"7"	"3"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"24"	"1"	"2"	"7"	"9"	"4"	"1"	"0"	"1"	"1"	"706"	"0"	"0"	"706"	"0"
"20"	"8"	"78"	"70"	"6"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"74"	"1"	"5"	"4"	"6"	"8"	"2"	"2"	"0"	"3"	"264"	"0"	"1"	"265"	"0"
"21"	"9"	"108"	"2"	"47"	"14"	"2"	"1"	"2"	"2"	"1"	"1"	"0"	"2"	"98"	"1"	"1"	"3"	"1"	"0"	"1"	"0"	"1"	"1"	"289"	"0"	"3"	"292"	"0"
"22"	"10"	"61"	"197"	"37"	"4"	"3"	"1"	"0"	"1"	"0"	"2"	"4"	"6"	"363"	"3"	"4"	"0"	"12"	"26"	"17"	"27"	"2"	"5"	"775"	"0"	"7"	"782"	"0"
"23"	"11"	"230"	"307"	"42"	"5"	"2"	"1"	"4"	"0"	"0"	"0"	"1"	"5"	"44"	"1"	"4"	"7"	"20"	"15"	"9"	"6"	"3"	"6"	"712"	"0"	"6"	"718"	"0"
"24"	"12"	"64"	"80"	"58"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"3"	"5"	"121"	"6"	"5"	"5"	"3"	"2"	"2"	"1"	"1"	"1"	"361"	"0"	"3"	"364"	"0"
"25"	"13"	"166"	"213"	"30"	"6"	"5"	"2"	"4"	"3"	"4"	"2"	"6"	"14"	"83"	"10"	"17"	"17"	"1"	"2"	"1"	"0"	"2"	"0"	"588"	"0"	"7"	"595"	"0"
"26"	"14"	"27"	"95"	"7"	"4"	"3"	"0"	"3"	"6"	"6"	"3"	"7"	"10"	"123"	"5"	"10"	"19"	"1"	"0"	"2"	"0"	"1"	"0"	"332"	"0"	"1"	"333"	"0"
"27"	"15"	"66"	"251"	"39"	"11"	"1"	"0"	"2"	"0"	"3"	"3"	"5"	"13"	"117"	"6"	"15"	"12"	"4"	"3"	"5"	"7"	"1"	"2"	"566"	"0"	"5"	"571"	"0"
"28"	"16"	"90"	"149"	"96"	"7"	"4"	"3"	"1"	"2"	"6"	"3"	"9"	"8"	"197"	"12"	"9"	"22"	"5"	"9"	"2"	"4"	"1"	"1"	"640"	"0"	"4"	"644"	"0"
"29"	"17"	"31"	"241"	"46"	"2"	"9"	"2"	"1"	"2"	"3"	"0"	"2"	"4"	"154"	"7"	"21"	"14"	"3"	"4"	"0"	"2"	"1"	"2"	"551"	"0"	"2"	"553"	"0"
"30"	"18"	"34"	"116"	"24"	"1"	"0"	"1"	"0"	"2"	"1"	"2"	"3"	"12"	"108"	"5"	"3"	"5"	"5"	"4"	"6"	"5"	"1"	"1"	"339"	"0"	"1"	"340"	"0"
"31"	"19"	"123"	"157"	"32"	"6"	"1"	"0"	"3"	"0"	"1"	"3"	"1"	"3"	"154"	"4"	"6"	"14"	"3"	"3"	"1"	"1"	"2"	"0"	"518"	"0"	"1"	"519"	"0"
"32"	"20"	"24"	"279"	"82"	"9"	"3"	"1"	"0"	"4"	"7"	"4"	"7"	"5"	"194"	"7"	"10"	"15"	"7"	"11"	"5"	"7"	"2"	"7"	"690"	"0"	"5"	"695"	"0"
"33"	"21"	"278"	"340"	"23"	"8"	"4"	"2"	"3"	"2"	"5"	"3"	"2"	"10"	"32"	"9"	"12"	"30"	"3"	"8"	"1"	"0"	"1"	"0"	"776"	"0"	"3"	"779"	"0"
"34"	"22"	"174"	"110"	"29"	"2"	"3"	"2"	"0"	"0"	"3"	"2"	"1"	"6"	"302"	"3"	"1"	"6"	"21"	"8"	"5"	"4"	"2"	"4"	"688"	"0"	"8"	"696"	"0"
"35"	"23"	"240"	"81"	"36"	"6"	"34"	"1"	"0"	"2"	"1"	"1"	"7"	"4"	"184"	"2"	"6"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"614"	"0"	"3"	"617"	"0"
"36"	"24"	"189"	"151"	"19"	"3"	"1"	"0"	"2"	"3"	"0"	"1"	"4"	"12"	"203"	"5"	"6"	"16"	"9"	"0"	"1"	"3"	"2"	"3"	"633"	"0"	"5"	"638"	"0"
"37"	"25"	"91"	"83"	"31"	"94"	"2"	"2"	"2"	"2"	"7"	"1"	"8"	"9"	"320"	"9"	"6"	"23"	"4"	"3"	"4"	"2"	"3"	"1"	"707"	"0"	"9"	"716"	"0"
"38"	"26"	"100"	"82"	"113"	"6"	"3"	"0"	"1"	"0"	"1"	"2"	"1"	"4"	"209"	"7"	"6"	"19"	"4"	"6"	"1"	"2"	"2"	"1"	"570"	"0"	"3"	"573"	"0"
"39"	"27"	"110"	"191"	"32"	"7"	"0"	"1"	"1"	"0"	"6"	"5"	"2"	"5"	"72"	"8"	"8"	"11"	"0"	"7"	"4"	"1"	"1"	"0"	"472"	"0"	"5"	"477"	"0"
"40"	"28"	"62"	"204"	"25"	"1"	"0"	"0"	"2"	"2"	"2"	"0"	"2"	"7"	"68"	"1"	"2"	"9"	"2"	"4"	"3"	"1"	"0"	"0"	"397"	"0"	"0"	"397"	"0"
"41"	"29"	"42"	"159"	"44"	"3"	"6"	"2"	"1"	"0"	"0"	"9"	"6"	"12"	"219"	"5"	"7"	"14"	"10"	"11"	"1"	"11"	"2"	"5"	"569"	"0"	"5"	"574"	"0"
"42"	"30"	"165"	"437"	"61"	"1"	"1"	"0"	"1"	"2"	"3"	"3"	"2"	"6"	"72"	"3"	"11"	"10"	"2"	"2"	"3"	"0"	"1"	"1"	"787"	"0"	"4"	"791"	"0"
"43"	"31"	"317"	"323"	"130"	"4"	"0"	"2"	"6"	"2"	"5"	"4"	"6"	"7"	"114"	"3"	"2"	"4"	"28"	"36"	"15"	"13"	"6"	"18"	"1045"	"0"	"21"	"1066"	"0"
"44"	"32"	"30"	"91"	"16"	"4"	"1"	"0"	"0"	"0"	"0"	"8"	"0"	"0"	"15"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"167"	"0"	"7"	"174"	"0"
"45"	"33"	"44"	"67"	"22"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"34"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"173"	"0"	"2"	"175"	"0"
"46"	"34"	"37"	"368"	"30"	"3"	"0"	"1"	"1"	"0"	"2"	"3"	"2"	"3"	"36"	"4"	"10"	"4"	"7"	"24"	"11"	"2"	"1"	"1"	"550"	"0"	"1"	"551"	"0"
"47"	"34A"	"123"	"252"	"31"	"6"	"0"	"0"	"4"	"2"	"1"	"2"	"0"	"3"	"85"	"2"	"2"	"5"	"4"	"12"	"2"	"1"	"3"	"1"	"541"	"0"	"5"	"546"	"0"
"48"	"35"	"181"	"426"	"103"	"8"	"5"	"5"	"5"	"5"	"7"	"10"	"6"	"26"	"67"	"12"	"18"	"28"	"12"	"14"	"12"	"4"	"3"	"4"	"961"	"0"	"8"	"969"	"0"
"49"	"36"	"145"	"304"	"104"	"7"	"6"	"1"	"5"	"7"	"9"	"11"	"7"	"24"	"181"	"13"	"19"	"17"	"5"	"13"	"7"	"5"	"3"	"3"	"896"	"0"	"7"	"903"	"0"
"50"	"37"	"101"	"304"	"95"	"7"	"2"	"4"	"0"	"7"	"7"	"4"	"8"	"16"	"71"	"4"	"6"	"11"	"25"	"36"	"38"	"31"	"13"	"15"	"805"	"0"	"8"	"813"	"0"
"51"	"38"	"297"	"17"	"231"	"7"	"2"	"1"	"4"	"0"	"2"	"2"	"0"	"0"	"22"	"3"	"0"	"0"	"3"	"1"	"5"	"5"	"0"	"3"	"605"	"0"	"2"	"607"	"0"
"52"	"39"	"167"	"133"	"173"	"2"	"2"	"2"	"1"	"2"	"1"	"9"	"4"	"10"	"36"	"7"	"6"	"11"	"7"	"7"	"8"	"4"	"5"	"2"	"599"	"0"	"4"	"603"	"0"
"53"	"40"	"169"	"431"	"138"	"3"	"6"	"10"	"9"	"8"	"4"	"23"	"25"	"32"	"66"	"27"	"27"	"35"	"8"	"15"	"18"	"12"	"10"	"11"	"1087"	"0"	"15"	"1102"	"0"
"54"	"41"	"117"	"139"	"267"	"29"	"5"	"0"	"2"	"1"	"5"	"10"	"3"	"6"	"27"	"3"	"1"	"4"	"5"	"3"	"3"	"11"	"1"	"1"	"643"	"0"	"0"	"643"	"0"
"55"	"42"	"147"	"91"	"213"	"9"	"3"	"2"	"0"	"2"	"3"	"7"	"1"	"6"	"39"	"3"	"4"	"7"	"5"	"1"	"3"	"13"	"1"	"0"	"560"	"0"	"0"	"560"	"0"
"56"	"43"	"323"	"191"	"33"	"19"	"13"	"3"	"16"	"1"	"1"	"1"	"1"	"2"	"164"	"8"	"4"	"9"	"11"	"0"	"1"	"1"	"0"	"2"	"804"	"0"	"4"	"808"	"0"
"57"	"44"	"295"	"158"	"72"	"2"	"5"	"3"	"4"	"1"	"1"	"3"	"2"	"3"	"120"	"5"	"11"	"12"	"10"	"8"	"6"	"3"	"4"	"2"	"730"	"0"	"4"	"734"	"0"
"58"	"45"	"250"	"209"	"30"	"2"	"0"	"1"	"1"	"2"	"1"	"4"	"2"	"7"	"105"	"5"	"7"	"10"	"7"	"2"	"3"	"0"	"0"	"1"	"649"	"0"	"1"	"650"	"0"
"59"	"46"	"147"	"409"	"68"	"13"	"0"	"5"	"11"	"4"	"4"	"4"	"16"	"13"	"63"	"12"	"19"	"21"	"12"	"20"	"9"	"2"	"3"	"8"	"863"	"0"	"17"	"880"	"0"
"60"	"47"	"193"	"163"	"51"	"3"	"5"	"0"	"12"	"3"	"1"	"7"	"2"	"13"	"182"	"7"	"7"	"16"	"3"	"2"	"0"	"3"	"0"	"0"	"673"	"0"	"2"	"675"	"0"
"61"	"48"	"218"	"325"	"82"	"11"	"6"	"3"	"4"	"3"	"4"	"4"	"12"	"19"	"31"	"18"	"15"	"39"	"8"	"9"	"6"	"1"	"4"	"2"	"824"	"0"	"7"	"831"	"0"
"62"	"49"	"235"	"96"	"142"	"1"	"0"	"3"	"1"	"1"	"1"	"5"	"4"	"3"	"75"	"2"	"4"	"26"	"14"	"4"	"5"	"3"	"3"	"3"	"631"	"0"	"6"	"637"	"0"
"63"	"50"	"146"	"233"	"67"	"3"	"1"	"1"	"4"	"4"	"5"	"6"	"7"	"16"	"134"	"6"	"7"	"13"	"2"	"1"	"2"	"2"	"0"	"1"	"661"	"0"	"3"	"664"	"0"
"64"	"51"	"108"	"255"	"186"	"19"	"2"	"1"	"1"	"2"	"3"	"4"	"5"	"12"	"200"	"7"	"4"	"13"	"6"	"9"	"5"	"2"	"1"	"1"	"846"	"0"	"5"	"851"	"0"
"65"	"52"	"176"	"117"	"85"	"8"	"1"	"0"	"2"	"4"	"5"	"4"	"2"	"1"	"212"	"7"	"6"	"25"	"4"	"1"	"1"	"2"	"1"	"0"	"664"	"0"	"7"	"671"	"0"
"66"	"53"	"88"	"216"	"114"	"9"	"4"	"3"	"6"	"5"	"4"	"9"	"9"	"12"	"152"	"14"	"7"	"19"	"0"	"3"	"1"	"2"	"4"	"2"	"683"	"0"	"4"	"687"	"0"
"67"	"54"	"40"	"39"	"272"	"11"	"2"	"3"	"3"	"2"	"3"	"11"	"6"	"6"	"24"	"12"	"5"	"9"	"6"	"0"	"4"	"3"	"1"	"0"	"462"	"0"	"7"	"469"	"0"
"68"	"55"	"342"	"17"	"27"	"0"	"2"	"0"	"1"	"2"	"0"	"2"	"0"	"1"	"9"	"0"	"1"	"5"	"6"	"0"	"1"	"0"	"1"	"0"	"417"	"0"	"2"	"419"	"0"
"69"	"56"	"86"	"404"	"96"	"9"	"3"	"2"	"1"	"5"	"9"	"6"	"8"	"9"	"65"	"9"	"11"	"19"	"0"	"10"	"8"	"1"	"1"	"3"	"765"	"0"	"5"	"770"	"0"
"70"	"57"	"124"	"307"	"66"	"6"	"4"	"3"	"9"	"5"	"8"	"6"	"15"	"12"	"32"	"24"	"27"	"48"	"1"	"4"	"0"	"3"	"1"	"1"	"706"	"0"	"4"	"710"	"0"
"71"	"58"	"209"	"328"	"70"	"3"	"4"	"3"	"6"	"5"	"5"	"6"	"6"	"5"	"31"	"4"	"4"	"14"	"3"	"9"	"6"	"5"	"5"	"4"	"735"	"0"	"14"	"749"	"0"
"72"	"59"	"201"	"211"	"65"	"9"	"4"	"4"	"8"	"6"	"2"	"2"	"7"	"13"	"20"	"11"	"15"	"23"	"6"	"8"	"2"	"2"	"2"	"2"	"623"	"0"	"3"	"626"	"0"
"73"	"60"	"192"	"112"	"368"	"17"	"9"	"7"	"6"	"30"	"8"	"16"	"7"	"15"	"53"	"26"	"20"	"33"	"6"	"3"	"3"	"13"	"5"	"2"	"951"	"0"	"1"	"952"	"0"
"74"	"61"	"126"	"201"	"289"	"52"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"5"	"12"	"4"	"4"	"3"	"4"	"0"	"3"	"0"	"0"	"1"	"715"	"0"	"3"	"718"	"0"
"75"	"62"	"188"	"175"	"123"	"5"	"6"	"3"	"3"	"3"	"8"	"15"	"5"	"13"	"28"	"9"	"14"	"37"	"5"	"2"	"4"	"3"	"0"	"3"	"652"	"0"	"5"	"657"	"0"
"76"	"63"	"134"	"176"	"217"	"11"	"2"	"4"	"1"	"4"	"5"	"9"	"5"	"13"	"43"	"9"	"15"	"19"	"8"	"4"	"4"	"8"	"3"	"3"	"697"	"0"	"12"	"709"	"0"
"77"	"64"	"337"	"178"	"42"	"2"	"0"	"1"	"4"	"1"	"2"	"0"	"2"	"1"	"34"	"0"	"4"	"2"	"4"	"4"	"4"	"0"	"0"	"2"	"624"	"0"	"2"	"626"	"0"
"78"	"65"	"99"	"163"	"32"	"2"	"4"	"3"	"4"	"4"	"2"	"1"	"1"	"7"	"177"	"1"	"2"	"7"	"11"	"11"	"7"	"0"	"1"	"0"	"539"	"0"	"3"	"542"	"0"
"79"	"66"	"212"	"211"	"25"	"3"	"0"	"1"	"2"	"3"	"3"	"5"	"3"	"5"	"62"	"3"	"9"	"17"	"8"	"7"	"1"	"2"	"2"	"1"	"585"	"0"	"11"	"596"	"0"
"80"	"67"	"231"	"57"	"19"	"1"	"1"	"0"	"1"	"2"	"0"	"1"	"0"	"1"	"54"	"2"	"4"	"10"	"5"	"1"	"1"	"0"	"0"	"1"	"392"	"0"	"5"	"397"	"0"
"81"	"68"	"41"	"114"	"58"	"5"	"48"	"3"	"1"	"1"	"6"	"1"	"4"	"8"	"116"	"4"	"8"	"16"	"2"	"0"	"1"	"1"	"0"	"0"	"438"	"0"	"3"	"441"	"0"
"82"	"69"	"392"	"178"	"92"	"8"	"9"	"1"	"1"	"3"	"4"	"5"	"4"	"3"	"79"	"11"	"13"	"22"	"8"	"3"	"2"	"1"	"0"	"2"	"841"	"0"	"0"	"841"	"0"
"83"	"70"	"148"	"145"	"54"	"48"	"6"	"3"	"0"	"3"	"1"	"3"	"0"	"5"	"21"	"6"	"14"	"12"	"2"	"5"	"1"	"0"	"2"	"6"	"485"	"0"	"5"	"490"	"0"
"84"	"71"	"240"	"55"	"27"	"2"	"4"	"0"	"4"	"0"	"0"	"1"	"3"	"8"	"185"	"4"	"5"	"16"	"3"	"0"	"1"	"0"	"0"	"0"	"558"	"0"	"5"	"563"	"0"
"85"	"71A"	"321"	"49"	"19"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"0"	"2"	"153"	"1"	"2"	"9"	"2"	"0"	"1"	"1"	"0"	"0"	"570"	"0"	"1"	"571"	"0"
"86"	"72"	"62"	"304"	"75"	"6"	"16"	"1"	"5"	"7"	"3"	"8"	"8"	"14"	"259"	"14"	"25"	"16"	"1"	"7"	"2"	"3"	"1"	"2"	"839"	"0"	"4"	"843"	"0"
"87"	"73"	"220"	"113"	"75"	"4"	"69"	"1"	"3"	"0"	"1"	"2"	"6"	"6"	"244"	"8"	"6"	"11"	"3"	"6"	"2"	"2"	"2"	"0"	"784"	"0"	"2"	"786"	"0"
"88"	"74"	"266"	"204"	"58"	"13"	"3"	"0"	"3"	"2"	"4"	"3"	"1"	"3"	"316"	"3"	"5"	"11"	"4"	"16"	"7"	"2"	"5"	"3"	"932"	"0"	"11"	"943"	"0"
"89"	"75"	"186"	"199"	"75"	"19"	"4"	"2"	"1"	"6"	"8"	"19"	"7"	"17"	"334"	"7"	"9"	"34"	"11"	"1"	"3"	"1"	"1"	"1"	"945"	"0"	"1"	"946"	"0"
"90"	"76"	"99"	"117"	"36"	"9"	"5"	"2"	"1"	"6"	"5"	"7"	"9"	"9"	"237"	"7"	"17"	"21"	"8"	"10"	"4"	"1"	"4"	"2"	"616"	"0"	"7"	"623"	"0"
"91"	"77"	"146"	"112"	"96"	"0"	"3"	"0"	"0"	"3"	"3"	"3"	"3"	"6"	"100"	"5"	"6"	"15"	"8"	"5"	"6"	"7"	"6"	"1"	"534"	"0"	"10"	"544"	"0"
"92"	"78"	"72"	"109"	"28"	"2"	"1"	"3"	"1"	"2"	"7"	"3"	"2"	"5"	"198"	"2"	"7"	"7"	"6"	"3"	"2"	"1"	"1"	"0"	"462"	"0"	"5"	"467"	"0"
"93"	"79"	"8"	"84"	"6"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"3"	"2"	"124"	"3"	"5"	"7"	"4"	"0"	"2"	"0"	"0"	"0"	"252"	"0"	"2"	"254"	"0"
"94"	"80"	"106"	"60"	"39"	"1"	"4"	"1"	"3"	"1"	"2"	"2"	"0"	"3"	"138"	"1"	"5"	"7"	"8"	"5"	"3"	"2"	"0"	"1"	"392"	"0"	"6"	"398"	"0"
"95"	"81"	"150"	"261"	"21"	"3"	"1"	"4"	"4"	"2"	"7"	"4"	"9"	"8"	"408"	"10"	"7"	"38"	"7"	"7"	"1"	"0"	"1"	"5"	"958"	"0"	"8"	"966"	"0"
"96"	"82"	"202"	"313"	"52"	"5"	"2"	"3"	"1"	"2"	"6"	"2"	"3"	"3"	"3"	"1"	"1"	"6"	"1"	"2"	"3"	"2"	"0"	"0"	"613"	"0"	"1"	"614"	"0"
"97"	"83"	"291"	"95"	"20"	"3"	"0"	"2"	"1"	"4"	"3"	"0"	"2"	"4"	"80"	"9"	"16"	"16"	"5"	"1"	"1"	"2"	"0"	"0"	"555"	"0"	"2"	"557"	"0"
"98"	"84"	"124"	"157"	"33"	"3"	"1"	"1"	"1"	"0"	"5"	"2"	"2"	"5"	"38"	"7"	"10"	"10"	"1"	"2"	"2"	"1"	"1"	"0"	"406"	"0"	"3"	"409"	"0"
"99"	"85"	"87"	"75"	"72"	"2"	"2"	"0"	"1"	"0"	"1"	"1"	"1"	"2"	"17"	"5"	"2"	"5"	"5"	"1"	"2"	"2"	"2"	"1"	"286"	"0"	"1"	"287"	"0"
"100"	"86"	"27"	"255"	"83"	"5"	"2"	"3"	"1"	"2"	"3"	"9"	"7"	"9"	"242"	"14"	"15"	"22"	"3"	"3"	"5"	"3"	"0"	"5"	"718"	"0"	"3"	"721"	"0"
"101"	"87"	"69"	"108"	"43"	"60"	"0"	"4"	"3"	"3"	"8"	"3"	"2"	"8"	"120"	"6"	"10"	"17"	"6"	"5"	"3"	"8"	"2"	"2"	"490"	"0"	"9"	"499"	"0"
"102"	"88"	"194"	"20"	"40"	"4"	"5"	"5"	"5"	"1"	"1"	"4"	"1"	"8"	"239"	"3"	"3"	"11"	"3"	"2"	"0"	"4"	"0"	"2"	"555"	"0"	"8"	"563"	"0"
"103"	"89"	"279"	"110"	"18"	"9"	"0"	"2"	"5"	"4"	"6"	"3"	"5"	"7"	"94"	"8"	"8"	"22"	"11"	"3"	"5"	"1"	"1"	"1"	"602"	"0"	"4"	"606"	"0"
"104"	"90"	"271"	"60"	"108"	"3"	"2"	"3"	"3"	"2"	"2"	"2"	"4"	"4"	"127"	"4"	"7"	"17"	"4"	"2"	"1"	"0"	"3"	"1"	"630"	"0"	"2"	"632"	"0"
"105"	"91"	"424"	"89"	"41"	"3"	"0"	"2"	"4"	"0"	"4"	"7"	"3"	"8"	"92"	"9"	"5"	"25"	"6"	"1"	"1"	"1"	"0"	"1"	"726"	"0"	"0"	"726"	"0"
"106"	"92"	"160"	"392"	"23"	"4"	"3"	"1"	"6"	"7"	"6"	"6"	"9"	"16"	"106"	"17"	"25"	"36"	"2"	"7"	"1"	"0"	"0"	"1"	"828"	"0"	"7"	"835"	"0"
"107"	"93"	"261"	"90"	"62"	"5"	"0"	"1"	"1"	"1"	"5"	"4"	"0"	"4"	"121"	"6"	"8"	"13"	"3"	"4"	"2"	"0"	"2"	"0"	"593"	"0"	"3"	"596"	"0"
"108"	"94"	"275"	"42"	"211"	"7"	"0"	"0"	"4"	"2"	"2"	"6"	"4"	"2"	"174"	"13"	"1"	"18"	"3"	"0"	"2"	"2"	"1"	"1"	"770"	"0"	"0"	"770"	"0"
"109"	"95"	"218"	"67"	"49"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"5"	"9"	"142"	"10"	"3"	"15"	"4"	"0"	"1"	"4"	"1"	"2"	"542"	"0"	"5"	"547"	"0"
"110"	"96"	"158"	"243"	"75"	"6"	"8"	"2"	"4"	"0"	"1"	"6"	"3"	"9"	"29"	"3"	"8"	"26"	"7"	"8"	"7"	"7"	"1"	"4"	"615"	"0"	"3"	"618"	"0"
"111"	"97"	"77"	"352"	"116"	"14"	"9"	"2"	"1"	"2"	"3"	"7"	"5"	"5"	"27"	"13"	"9"	"16"	"3"	"14"	"11"	"6"	"0"	"2"	"694"	"0"	"6"	"700"	"0"
"112"	"98"	"80"	"280"	"95"	"6"	"2"	"2"	"2"	"4"	"8"	"9"	"8"	"10"	"140"	"5"	"17"	"26"	"5"	"6"	"4"	"4"	"0"	"1"	"714"	"0"	"4"	"718"	"0"
"113"	"99"	"64"	"176"	"55"	"1"	"0"	"3"	"1"	"2"	"1"	"5"	"2"	"10"	"156"	"7"	"11"	"13"	"3"	"14"	"1"	"3"	"0"	"1"	"529"	"0"	"1"	"530"	"0"
"114"	"100"	"67"	"30"	"107"	"3"	"1"	"0"	"0"	"0"	"0"	"2"	"2"	"1"	"309"	"1"	"0"	"2"	"2"	"0"	"1"	"1"	"0"	"0"	"529"	"0"	"1"	"530"	"0"
"115"	"101"	"94"	"218"	"64"	"2"	"1"	"3"	"0"	"2"	"4"	"3"	"6"	"6"	"65"	"14"	"15"	"26"	"7"	"33"	"4"	"2"	"0"	"0"	"569"	"0"	"7"	"576"	"0"
"116"	"102"	"124"	"115"	"18"	"4"	"0"	"0"	"0"	"1"	"2"	"1"	"3"	"1"	"170"	"4"	"6"	"10"	"9"	"4"	"0"	"1"	"3"	"0"	"476"	"0"	"3"	"479"	"0"
"117"	"103"	"211"	"248"	"23"	"28"	"3"	"1"	"3"	"2"	"4"	"6"	"5"	"8"	"33"	"10"	"23"	"23"	"5"	"2"	"1"	"1"	"1"	"1"	"642"	"0"	"5"	"647"	"0"
"118"	"104"	"144"	"369"	"35"	"10"	"1"	"2"	"0"	"4"	"6"	"6"	"8"	"18"	"27"	"10"	"20"	"17"	"3"	"6"	"5"	"1"	"1"	"0"	"693"	"0"	"4"	"697"	"0"
