"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"
"18"	"6"	"486"	"98"	"3"	"34"	"0"	"4"	"5"	"0"	"0"	"1"	"2"	"0"	"4"	"4"	"0"	"9"	"5"	"2"	"0"	"657"	"0"	"1"	"658"	"0"
"19"	"7"	"195"	"330"	"5"	"71"	"3"	"6"	"0"	"5"	"3"	"1"	"4"	"3"	"3"	"2"	"6"	"3"	"13"	"5"	"1"	"659"	"0"	"2"	"661"	"0"
"20"	"8"	"155"	"231"	"6"	"130"	"4"	"8"	"3"	"2"	"6"	"6"	"7"	"5"	"11"	"10"	"9"	"20"	"3"	"1"	"1"	"618"	"0"	"4"	"622"	"0"
"21"	"9"	"135"	"183"	"5"	"138"	"4"	"5"	"5"	"2"	"5"	"4"	"1"	"1"	"4"	"1"	"1"	"4"	"2"	"8"	"2"	"510"	"0"	"5"	"515"	"0"
"22"	"10"	"255"	"162"	"15"	"407"	"11"	"10"	"7"	"2"	"8"	"6"	"5"	"4"	"12"	"8"	"13"	"12"	"12"	"11"	"6"	"966"	"0"	"7"	"973"	"0"
"23"	"11"	"264"	"181"	"1"	"16"	"1"	"4"	"0"	"1"	"0"	"3"	"3"	"1"	"0"	"4"	"6"	"7"	"4"	"2"	"1"	"499"	"0"	"4"	"503"	"0"
"24"	"12"	"171"	"147"	"4"	"19"	"3"	"4"	"5"	"1"	"1"	"3"	"3"	"6"	"0"	"6"	"4"	"10"	"16"	"9"	"2"	"414"	"0"	"8"	"422"	"0"
"25"	"13"	"588"	"128"	"3"	"16"	"2"	"5"	"4"	"1"	"1"	"3"	"3"	"4"	"1"	"0"	"4"	"12"	"15"	"4"	"3"	"797"	"0"	"3"	"800"	"0"
"26"	"14"	"831"	"80"	"11"	"71"	"6"	"12"	"3"	"1"	"0"	"1"	"0"	"2"	"2"	"3"	"0"	"8"	"14"	"7"	"5"	"1057"	"0"	"4"	"1061"	"0"
"27"	"15"	"256"	"120"	"9"	"301"	"8"	"1"	"0"	"0"	"1"	"0"	"1"	"2"	"4"	"4"	"3"	"1"	"9"	"2"	"4"	"726"	"0"	"5"	"731"	"0"
"28"	"16"	"315"	"93"	"3"	"197"	"1"	"5"	"0"	"1"	"0"	"3"	"1"	"1"	"2"	"0"	"0"	"7"	"9"	"3"	"3"	"644"	"0"	"0"	"644"	"0"
"29"	"17"	"111"	"103"	"5"	"306"	"4"	"8"	"3"	"0"	"4"	"4"	"3"	"2"	"9"	"5"	"5"	"15"	"4"	"2"	"1"	"594"	"0"	"8"	"602"	"0"
"30"	"18"	"101"	"174"	"8"	"88"	"6"	"8"	"7"	"5"	"6"	"3"	"5"	"2"	"4"	"9"	"7"	"13"	"4"	"0"	"1"	"451"	"0"	"4"	"455"	"0"
"31"	"19"	"198"	"324"	"11"	"55"	"1"	"11"	"8"	"4"	"7"	"11"	"10"	"8"	"8"	"12"	"16"	"41"	"8"	"4"	"1"	"738"	"0"	"5"	"743"	"0"
"32"	"20"	"61"	"223"	"9"	"73"	"2"	"5"	"0"	"1"	"1"	"5"	"3"	"4"	"1"	"0"	"3"	"8"	"1"	"4"	"2"	"406"	"0"	"3"	"409"	"0"
"33"	"21"	"157"	"892"	"9"	"25"	"8"	"5"	"5"	"2"	"0"	"6"	"0"	"0"	"0"	"0"	"6"	"2"	"4"	"1"	"0"	"1122"	"0"	"1"	"1123"	"0"
"34"	"22"	"176"	"409"	"11"	"136"	"5"	"9"	"5"	"3"	"3"	"9"	"2"	"4"	"4"	"3"	"5"	"12"	"11"	"2"	"1"	"810"	"0"	"2"	"812"	"0"
"35"	"23"	"288"	"197"	"2"	"48"	"4"	"1"	"1"	"2"	"3"	"7"	"0"	"5"	"2"	"4"	"8"	"6"	"22"	"11"	"1"	"612"	"0"	"4"	"616"	"0"
"36"	"24"	"189"	"27"	"10"	"186"	"2"	"10"	"11"	"0"	"5"	"6"	"2"	"7"	"6"	"7"	"8"	"48"	"17"	"12"	"5"	"558"	"0"	"16"	"574"	"0"
"37"	"25"	"91"	"70"	"10"	"262"	"6"	"1"	"3"	"4"	"2"	"0"	"1"	"1"	"9"	"3"	"3"	"8"	"13"	"3"	"4"	"494"	"0"	"10"	"504"	"0"
"38"	"26"	"142"	"29"	"3"	"349"	"0"	"3"	"4"	"1"	"7"	"1"	"5"	"5"	"14"	"6"	"6"	"24"	"8"	"1"	"0"	"608"	"0"	"3"	"611"	"0"
"39"	"27"	"189"	"201"	"10"	"207"	"4"	"9"	"2"	"0"	"12"	"1"	"4"	"7"	"11"	"9"	"16"	"26"	"6"	"1"	"1"	"716"	"0"	"4"	"720"	"0"
"40"	"28"	"388"	"249"	"13"	"114"	"5"	"45"	"19"	"3"	"8"	"3"	"3"	"3"	"0"	"3"	"2"	"4"	"6"	"3"	"2"	"873"	"0"	"2"	"875"	"0"
"41"	"29"	"94"	"141"	"12"	"358"	"17"	"4"	"4"	"3"	"20"	"8"	"6"	"4"	"18"	"19"	"12"	"38"	"6"	"1"	"1"	"766"	"0"	"4"	"770"	"0"
"42"	"30"	"253"	"243"	"8"	"47"	"6"	"9"	"7"	"0"	"7"	"4"	"5"	"7"	"15"	"12"	"23"	"37"	"15"	"14"	"4"	"716"	"0"	"12"	"728"	"0"
"43"	"31"	"349"	"274"	"4"	"110"	"5"	"19"	"6"	"2"	"6"	"8"	"2"	"10"	"11"	"10"	"13"	"31"	"34"	"12"	"2"	"908"	"0"	"19"	"927"	"0"
"44"	"32"	"326"	"234"	"14"	"127"	"6"	"10"	"17"	"4"	"6"	"5"	"5"	"4"	"8"	"8"	"18"	"39"	"14"	"6"	"6"	"857"	"0"	"4"	"861"	"0"
"45"	"33"	"82"	"15"	"3"	"298"	"5"	"1"	"0"	"0"	"0"	"0"	"3"	"3"	"8"	"1"	"1"	"2"	"4"	"2"	"2"	"430"	"0"	"3"	"433"	"0"
"46"	"34"	"157"	"207"	"9"	"148"	"6"	"5"	"5"	"0"	"10"	"3"	"7"	"5"	"11"	"5"	"15"	"26"	"4"	"6"	"1"	"630"	"0"	"4"	"634"	"0"
"47"	"35"	"274"	"162"	"8"	"205"	"9"	"13"	"9"	"2"	"4"	"2"	"1"	"3"	"4"	"2"	"2"	"9"	"17"	"7"	"3"	"736"	"0"	"2"	"738"	"0"
"48"	"36"	"172"	"29"	"5"	"366"	"7"	"7"	"2"	"3"	"3"	"1"	"1"	"4"	"0"	"0"	"2"	"5"	"2"	"1"	"2"	"612"	"0"	"3"	"615"	"0"
"49"	"37"	"265"	"129"	"8"	"73"	"4"	"7"	"2"	"1"	"3"	"5"	"1"	"3"	"3"	"3"	"10"	"13"	"25"	"7"	"5"	"567"	"0"	"8"	"575"	"0"
"50"	"38"	"196"	"342"	"8"	"109"	"3"	"5"	"2"	"5"	"5"	"3"	"6"	"5"	"1"	"7"	"6"	"5"	"3"	"5"	"4"	"720"	"0"	"3"	"723"	"0"
"51"	"39"	"499"	"201"	"11"	"118"	"5"	"11"	"9"	"3"	"4"	"3"	"4"	"1"	"5"	"3"	"6"	"4"	"13"	"9"	"3"	"912"	"0"	"4"	"916"	"0"
"52"	"40"	"308"	"253"	"11"	"74"	"2"	"10"	"6"	"3"	"2"	"8"	"4"	"3"	"7"	"10"	"11"	"24"	"15"	"8"	"7"	"766"	"0"	"3"	"769"	"0"
"53"	"41"	"272"	"234"	"11"	"127"	"3"	"6"	"2"	"2"	"2"	"2"	"0"	"1"	"0"	"1"	"1"	"10"	"12"	"10"	"4"	"700"	"0"	"3"	"703"	"0"
"54"	"42"	"96"	"414"	"7"	"5"	"1"	"0"	"15"	"0"	"2"	"0"	"0"	"2"	"2"	"4"	"3"	"5"	"5"	"6"	"1"	"568"	"0"	"0"	"568"	"0"
"55"	"43"	"111"	"23"	"6"	"234"	"4"	"3"	"0"	"3"	"4"	"2"	"2"	"3"	"4"	"3"	"4"	"6"	"16"	"16"	"6"	"450"	"0"	"11"	"461"	"0"
"56"	"44"	"79"	"60"	"1"	"173"	"5"	"3"	"1"	"1"	"0"	"0"	"4"	"0"	"1"	"0"	"0"	"3"	"1"	"3"	"0"	"335"	"0"	"0"	"335"	"0"
"57"	"45"	"88"	"32"	"13"	"410"	"18"	"7"	"4"	"2"	"11"	"5"	"6"	"3"	"14"	"8"	"5"	"17"	"8"	"4"	"9"	"664"	"0"	"9"	"673"	"0"
"58"	"46"	"98"	"175"	"5"	"199"	"0"	"3"	"2"	"2"	"5"	"5"	"1"	"3"	"5"	"8"	"9"	"25"	"2"	"1"	"2"	"550"	"0"	"1"	"551"	"0"
"59"	"47"	"85"	"78"	"3"	"119"	"6"	"3"	"1"	"2"	"3"	"0"	"2"	"3"	"0"	"3"	"4"	"7"	"9"	"5"	"2"	"335"	"0"	"9"	"344"	"0"
"60"	"48"	"104"	"207"	"5"	"64"	"2"	"4"	"5"	"1"	"5"	"4"	"3"	"1"	"0"	"2"	"4"	"2"	"11"	"5"	"2"	"431"	"0"	"4"	"435"	"0"
"61"	"48A"	"133"	"165"	"10"	"140"	"11"	"8"	"6"	"1"	"6"	"3"	"4"	"1"	"5"	"4"	"2"	"3"	"13"	"5"	"1"	"521"	"0"	"1"	"522"	"0"
"62"	"49"	"13"	"23"	"2"	"24"	"2"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"68"	"0"	"0"	"68"	"0"
"63"	"50"	"44"	"21"	"9"	"303"	"6"	"2"	"1"	"0"	"1"	"2"	"2"	"0"	"2"	"1"	"0"	"4"	"6"	"2"	"2"	"408"	"0"	"4"	"412"	"0"
"64"	"51"	"131"	"46"	"30"	"369"	"9"	"4"	"3"	"2"	"10"	"2"	"2"	"2"	"3"	"2"	"1"	"3"	"1"	"3"	"1"	"624"	"0"	"1"	"625"	"0"
"65"	"52"	"203"	"81"	"9"	"298"	"6"	"8"	"8"	"6"	"8"	"6"	"6"	"6"	"11"	"10"	"3"	"7"	"15"	"4"	"2"	"697"	"0"	"4"	"701"	"0"
"66"	"53"	"56"	"184"	"19"	"275"	"10"	"3"	"4"	"3"	"5"	"5"	"5"	"2"	"10"	"1"	"4"	"9"	"7"	"3"	"1"	"606"	"0"	"3"	"609"	"0"
"67"	"54"	"63"	"90"	"14"	"396"	"7"	"18"	"10"	"5"	"11"	"4"	"8"	"7"	"15"	"9"	"9"	"25"	"4"	"8"	"1"	"704"	"0"	"4"	"708"	"0"
"68"	"55"	"44"	"99"	"7"	"240"	"7"	"2"	"2"	"1"	"2"	"5"	"1"	"2"	"4"	"1"	"0"	"1"	"15"	"6"	"5"	"444"	"0"	"3"	"447"	"0"
"69"	"56"	"23"	"29"	"0"	"250"	"3"	"0"	"3"	"0"	"1"	"1"	"1"	"0"	"5"	"0"	"2"	"6"	"3"	"0"	"3"	"330"	"0"	"3"	"333"	"0"
"70"	"57"	"98"	"186"	"11"	"147"	"6"	"7"	"0"	"1"	"5"	"4"	"3"	"6"	"12"	"3"	"4"	"25"	"3"	"2"	"1"	"524"	"0"	"11"	"535"	"0"
"71"	"57A"	"83"	"240"	"9"	"146"	"5"	"5"	"3"	"4"	"6"	"3"	"3"	"5"	"5"	"3"	"1"	"5"	"9"	"6"	"3"	"544"	"0"	"5"	"549"	"0"
"72"	"58"	"104"	"393"	"19"	"276"	"11"	"5"	"4"	"1"	"4"	"1"	"2"	"2"	"6"	"3"	"5"	"4"	"6"	"2"	"2"	"850"	"0"	"1"	"851"	"0"
"73"	"59"	"68"	"374"	"8"	"83"	"3"	"4"	"3"	"3"	"1"	"2"	"1"	"2"	"6"	"4"	"10"	"13"	"5"	"3"	"1"	"594"	"0"	"5"	"599"	"0"
"74"	"60"	"27"	"181"	"90"	"218"	"7"	"4"	"1"	"4"	"5"	"1"	"3"	"1"	"3"	"1"	"1"	"3"	"3"	"3"	"0"	"556"	"0"	"6"	"562"	"0"
"75"	"61"	"47"	"96"	"5"	"311"	"8"	"2"	"4"	"3"	"1"	"1"	"1"	"0"	"4"	"1"	"1"	"2"	"2"	"3"	"2"	"494"	"0"	"4"	"498"	"0"
"76"	"62"	"56"	"134"	"6"	"159"	"5"	"3"	"12"	"2"	"3"	"0"	"4"	"1"	"6"	"6"	"0"	"18"	"1"	"5"	"6"	"427"	"0"	"24"	"451"	"0"
"77"	"63"	"64"	"469"	"5"	"75"	"2"	"2"	"1"	"1"	"1"	"5"	"0"	"0"	"3"	"5"	"4"	"6"	"5"	"1"	"0"	"649"	"0"	"1"	"650"	"0"
"78"	"64"	"63"	"307"	"9"	"61"	"0"	"1"	"3"	"3"	"3"	"5"	"4"	"2"	"1"	"2"	"2"	"3"	"0"	"1"	"1"	"471"	"0"	"1"	"472"	"0"
"79"	"65"	"51"	"174"	"18"	"280"	"8"	"6"	"7"	"5"	"8"	"5"	"3"	"2"	"16"	"9"	"2"	"3"	"0"	"2"	"2"	"601"	"0"	"3"	"604"	"0"
"80"	"66"	"270"	"49"	"8"	"278"	"4"	"4"	"8"	"2"	"8"	"5"	"2"	"2"	"3"	"4"	"1"	"19"	"0"	"2"	"0"	"669"	"0"	"4"	"673"	"0"
"81"	"67"	"274"	"99"	"13"	"210"	"7"	"14"	"10"	"5"	"14"	"5"	"10"	"9"	"18"	"8"	"15"	"30"	"15"	"9"	"6"	"771"	"0"	"11"	"782"	"0"
"82"	"68"	"183"	"100"	"6"	"218"	"7"	"14"	"6"	"6"	"4"	"4"	"5"	"5"	"7"	"7"	"6"	"31"	"13"	"5"	"1"	"628"	"0"	"6"	"634"	"0"
"83"	"69"	"107"	"87"	"3"	"227"	"4"	"10"	"1"	"4"	"7"	"2"	"4"	"3"	"12"	"5"	"2"	"18"	"8"	"0"	"1"	"505"	"0"	"3"	"508"	"0"
"84"	"70"	"170"	"119"	"8"	"360"	"5"	"10"	"2"	"1"	"4"	"2"	"0"	"2"	"3"	"8"	"6"	"10"	"4"	"3"	"1"	"718"	"0"	"1"	"719"	"0"
"85"	"71"	"209"	"409"	"6"	"174"	"5"	"7"	"2"	"0"	"3"	"6"	"0"	"1"	"3"	"6"	"8"	"9"	"3"	"3"	"4"	"858"	"0"	"3"	"861"	"0"
"86"	"72"	"399"	"114"	"9"	"215"	"3"	"9"	"2"	"4"	"9"	"3"	"4"	"4"	"8"	"5"	"5"	"8"	"19"	"11"	"2"	"833"	"0"	"4"	"837"	"0"
"87"	"73"	"270"	"286"	"10"	"98"	"6"	"6"	"6"	"3"	"4"	"6"	"7"	"9"	"8"	"15"	"14"	"43"	"13"	"8"	"3"	"815"	"0"	"4"	"819"	"0"
"88"	"74"	"114"	"30"	"10"	"300"	"10"	"5"	"2"	"1"	"5"	"1"	"0"	"0"	"3"	"4"	"2"	"5"	"12"	"15"	"2"	"521"	"0"	"6"	"527"	"0"
"89"	"75"	"110"	"518"	"8"	"41"	"3"	"1"	"9"	"3"	"2"	"3"	"2"	"3"	"4"	"2"	"10"	"12"	"4"	"5"	"0"	"740"	"0"	"1"	"741"	"0"
"90"	"76"	"109"	"159"	"19"	"115"	"3"	"8"	"5"	"4"	"6"	"4"	"0"	"2"	"1"	"2"	"2"	"14"	"5"	"0"	"0"	"458"	"0"	"1"	"459"	"0"
"91"	"77"	"157"	"416"	"14"	"68"	"4"	"6"	"12"	"3"	"4"	"2"	"5"	"3"	"3"	"5"	"6"	"6"	"6"	"6"	"8"	"734"	"0"	"3"	"737"	"0"
"92"	"78"	"139"	"185"	"12"	"198"	"8"	"9"	"2"	"3"	"10"	"4"	"1"	"2"	"2"	"5"	"4"	"2"	"7"	"3"	"0"	"596"	"0"	"2"	"598"	"0"
"93"	"79"	"49"	"83"	"8"	"510"	"5"	"0"	"6"	"3"	"11"	"2"	"8"	"1"	"8"	"3"	"1"	"12"	"1"	"0"	"2"	"713"	"0"	"5"	"718"	"0"
"94"	"80"	"52"	"369"	"14"	"206"	"5"	"5"	"3"	"2"	"6"	"4"	"1"	"1"	"3"	"6"	"2"	"4"	"11"	"9"	"1"	"704"	"0"	"7"	"711"	"0"
"95"	"81"	"84"	"45"	"21"	"547"	"11"	"11"	"4"	"1"	"17"	"5"	"2"	"11"	"23"	"3"	"8"	"27"	"2"	"1"	"3"	"826"	"0"	"4"	"830"	"0"
"96"	"82"	"184"	"209"	"13"	"129"	"6"	"12"	"6"	"5"	"11"	"9"	"6"	"12"	"12"	"13"	"21"	"66"	"10"	"7"	"3"	"734"	"0"	"10"	"744"	"0"
"97"	"83"	"32"	"23"	"3"	"326"	"11"	"9"	"3"	"0"	"5"	"2"	"2"	"6"	"15"	"1"	"1"	"8"	"15"	"7"	"4"	"473"	"0"	"14"	"487"	"0"
"98"	"84"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"99"	"85"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"100"	"86"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"101"	"87"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"102"	"88"	"247"	"12"	"2"	"106"	"3"	"6"	"3"	"1"	"5"	"1"	"5"	"1"	"5"	"9"	"10"	"45"	"14"	"3"	"5"	"483"	"0"	"4"	"487"	"0"
"103"	"89"	"145"	"27"	"3"	"266"	"12"	"9"	"3"	"0"	"12"	"3"	"2"	"3"	"12"	"7"	"4"	"32"	"20"	"6"	"5"	"571"	"0"	"23"	"594"	"0"
"104"	"90"	"352"	"40"	"4"	"108"	"8"	"10"	"4"	"4"	"3"	"3"	"3"	"2"	"12"	"4"	"9"	"57"	"24"	"7"	"2"	"656"	"0"	"8"	"664"	"0"
"105"	"91"	"148"	"230"	"7"	"26"	"3"	"10"	"5"	"1"	"4"	"8"	"4"	"3"	"7"	"14"	"17"	"27"	"6"	"8"	"4"	"532"	"0"	"12"	"544"	"0"
"106"	"92"	"202"	"106"	"6"	"186"	"7"	"14"	"1"	"0"	"2"	"1"	"3"	"6"	"11"	"3"	"5"	"21"	"5"	"2"	"2"	"583"	"0"	"5"	"588"	"0"
"107"	"93"	"42"	"10"	"10"	"364"	"7"	"5"	"0"	"1"	"10"	"0"	"4"	"1"	"5"	"2"	"1"	"7"	"3"	"1"	"0"	"473"	"0"	"7"	"480"	"0"
"108"	"94"	"284"	"174"	"5"	"68"	"8"	"5"	"2"	"3"	"1"	"6"	"3"	"4"	"1"	"7"	"7"	"20"	"7"	"3"	"1"	"609"	"0"	"4"	"613"	"0"
"109"	"95"	"171"	"34"	"4"	"225"	"5"	"5"	"6"	"4"	"8"	"2"	"4"	"3"	"13"	"6"	"6"	"31"	"13"	"0"	"0"	"540"	"0"	"3"	"543"	"0"
"110"	"96"	"314"	"163"	"14"	"210"	"7"	"25"	"3"	"1"	"8"	"2"	"2"	"3"	"1"	"2"	"2"	"2"	"15"	"14"	"1"	"789"	"0"	"3"	"792"	"0"
"111"	"97"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"0"
"112"	"98"	"191"	"338"	"6"	"73"	"4"	"17"	"8"	"4"	"4"	"6"	"4"	"6"	"11"	"15"	"32"	"59"	"2"	"4"	"2"	"786"	"0"	"4"	"790"	"0"
"113"	"99"	"176"	"207"	"8"	"27"	"2"	"6"	"4"	"2"	"4"	"2"	"3"	"4"	"10"	"12"	"10"	"18"	"9"	"6"	"3"	"513"	"0"	"4"	"517"	"0"
"114"	"100"	"153"	"321"	"3"	"43"	"3"	"14"	"7"	"0"	"3"	"5"	"1"	"4"	"1"	"0"	"3"	"9"	"53"	"44"	"11"	"678"	"0"	"19"	"697"	"0"
"115"	"101"	"434"	"176"	"5"	"87"	"4"	"5"	"5"	"3"	"1"	"2"	"6"	"5"	"8"	"7"	"11"	"20"	"9"	"6"	"2"	"796"	"0"	"4"	"800"	"0"
"116"	"102"	"287"	"33"	"13"	"285"	"20"	"9"	"3"	"5"	"3"	"0"	"2"	"3"	"1"	"2"	"3"	"4"	"2"	"4"	"0"	"679"	"0"	"1"	"680"	"0"
"117"	"103"	"155"	"17"	"7"	"262"	"3"	"5"	"1"	"4"	"7"	"2"	"0"	"1"	"9"	"2"	"2"	"2"	"18"	"9"	"2"	"508"	"0"	"6"	"514"	"0"
"118"	"104"	"132"	"321"	"5"	"83"	"0"	"5"	"5"	"5"	"2"	"5"	"0"	"0"	"2"	"1"	"5"	"3"	"0"	"4"	"1"	"579"	"0"	"4"	"583"	"0"
"119"	"105"	"210"	"47"	"6"	"95"	"5"	"9"	"1"	"2"	"4"	"2"	"4"	"2"	"12"	"1"	"5"	"18"	"52"	"10"	"6"	"491"	"0"	"10"	"501"	"0"
"120"	"106"	"158"	"57"	"9"	"299"	"17"	"6"	"5"	"3"	"18"	"5"	"5"	"10"	"16"	"8"	"8"	"20"	"13"	"5"	"11"	"673"	"0"	"21"	"694"	"0"
"121"	"107"	"272"	"152"	"13"	"343"	"17"	"9"	"6"	"6"	"11"	"6"	"10"	"3"	"6"	"4"	"8"	"14"	"16"	"6"	"5"	"907"	"0"	"9"	"916"	"0"
"122"	"108"	"130"	"267"	"8"	"79"	"7"	"8"	"3"	"2"	"0"	"12"	"4"	"3"	"13"	"15"	"38"	"30"	"13"	"9"	"6"	"647"	"0"	"4"	"651"	"0"
"123"	"109"	"173"	"191"	"9"	"46"	"3"	"5"	"2"	"2"	"5"	"2"	"5"	"7"	"4"	"13"	"18"	"27"	"5"	"5"	"1"	"523"	"0"	"10"	"533"	"0"
"124"	"110"	"306"	"425"	"20"	"63"	"8"	"14"	"5"	"8"	"9"	"7"	"7"	"4"	"4"	"4"	"5"	"6"	"5"	"3"	"2"	"905"	"0"	"3"	"908"	"0"
"125"	"111"	"94"	"83"	"3"	"146"	"2"	"8"	"1"	"0"	"5"	"5"	"1"	"0"	"6"	"3"	"3"	"3"	"10"	"7"	"1"	"381"	"0"	"4"	"385"	"0"
"126"	"112"	"132"	"279"	"4"	"95"	"9"	"4"	"4"	"1"	"5"	"3"	"0"	"2"	"2"	"2"	"4"	"4"	"2"	"1"	"1"	"554"	"0"	"1"	"555"	"0"
"127"	"113"	"25"	"276"	"6"	"0"	"1"	"0"	"1"	"1"	"1"	"2"	"2"	"0"	"1"	"4"	"11"	"6"	"5"	"5"	"2"	"349"	"0"	"2"	"351"	"0"
"128"	"114"	"16"	"187"	"4"	"2"	"0"	"1"	"1"	"4"	"0"	"5"	"1"	"0"	"1"	"3"	"19"	"9"	"1"	"1"	"0"	"255"	"0"	"2"	"257"	"0"
"129"	"115"	"100"	"193"	"10"	"35"	"0"	"1"	"3"	"0"	"1"	"1"	"0"	"0"	"7"	"4"	"12"	"12"	"9"	"4"	"0"	"392"	"0"	"1"	"393"	"0"
"130"	"116"	"344"	"38"	"3"	"162"	"3"	"8"	"3"	"2"	"1"	"1"	"5"	"4"	"8"	"0"	"5"	"30"	"14"	"1"	"7"	"639"	"0"	"3"	"642"	"0"
"131"	"117"	"129"	"293"	"15"	"132"	"5"	"3"	"6"	"3"	"1"	"8"	"4"	"7"	"16"	"14"	"19"	"52"	"9"	"24"	"8"	"748"	"0"	"11"	"759"	"0"
"132"	"118"	"19"	"18"	"8"	"324"	"5"	"5"	"2"	"2"	"3"	"2"	"2"	"3"	"24"	"0"	"1"	"2"	"7"	"4"	"1"	"432"	"0"	"4"	"436"	"0"
