"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"22"	"10"	"43"	"5"	"99"	"420"	"11"	"6"	"1"	"2"	"1"	"3"	"1"	"3"	"12"	"5"	"3"	"615"	"0"	"6"	"621"	"0"
"23"	"11"	"10"	"8"	"387"	"117"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"10"	"7"	"3"	"548"	"0"	"2"	"550"	"0"
"24"	"12"	"24"	"15"	"424"	"155"	"5"	"2"	"2"	"1"	"2"	"28"	"2"	"8"	"59"	"11"	"1"	"739"	"0"	"6"	"745"	"0"
"25"	"13"	"9"	"0"	"7"	"544"	"3"	"3"	"5"	"0"	"5"	"74"	"1"	"2"	"3"	"0"	"0"	"656"	"0"	"2"	"658"	"0"
"26"	"14"	"3"	"0"	"231"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"243"	"0"	"0"	"243"	"0"
"27"	"15"	"19"	"9"	"15"	"160"	"0"	"0"	"1"	"0"	"2"	"4"	"0"	"0"	"2"	"1"	"0"	"213"	"0"	"3"	"216"	"0"
"28"	"16"	"43"	"8"	"27"	"69"	"3"	"4"	"4"	"3"	"1"	"152"	"4"	"15"	"1"	"1"	"1"	"336"	"0"	"11"	"347"	"0"
"29"	"17"	"10"	"2"	"29"	"705"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"751"	"0"	"0"	"751"	"0"
"30"	"18"	"53"	"5"	"408"	"55"	"0"	"3"	"1"	"1"	"1"	"31"	"3"	"4"	"19"	"7"	"3"	"594"	"0"	"8"	"602"	"0"
"31"	"19"	"5"	"1"	"4"	"768"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"784"	"0"	"2"	"786"	"0"
"32"	"20"	"3"	"2"	"11"	"509"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"526"	"0"	"0"	"526"	"0"
"33"	"21"	"69"	"0"	"212"	"88"	"2"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"3"	"2"	"2"	"386"	"0"	"5"	"391"	"0"
"34"	"22"	"14"	"6"	"118"	"139"	"5"	"1"	"2"	"0"	"2"	"4"	"1"	"3"	"4"	"0"	"0"	"299"	"0"	"1"	"300"	"0"
"35"	"23"	"28"	"2"	"191"	"148"	"4"	"5"	"5"	"2"	"1"	"34"	"4"	"1"	"3"	"3"	"0"	"431"	"0"	"9"	"440"	"0"
"36"	"24"	"227"	"23"	"172"	"137"	"6"	"3"	"1"	"1"	"2"	"4"	"3"	"11"	"6"	"4"	"5"	"605"	"0"	"7"	"612"	"0"
"37"	"25"	"49"	"3"	"295"	"303"	"11"	"3"	"2"	"4"	"3"	"3"	"2"	"4"	"4"	"6"	"2"	"694"	"0"	"6"	"700"	"0"
"38"	"26"	"117"	"10"	"112"	"81"	"2"	"3"	"2"	"1"	"2"	"4"	"1"	"9"	"5"	"15"	"6"	"370"	"0"	"14"	"384"	"0"
"39"	"27"	"88"	"0"	"15"	"94"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"5"	"2"	"0"	"0"	"206"	"0"	"0"	"206"	"0"
"40"	"28"	"141"	"2"	"167"	"120"	"8"	"3"	"1"	"2"	"1"	"30"	"2"	"6"	"11"	"15"	"2"	"511"	"0"	"12"	"523"	"0"
"41"	"29"	"14"	"35"	"363"	"43"	"3"	"2"	"1"	"2"	"3"	"4"	"2"	"8"	"11"	"7"	"3"	"501"	"0"	"3"	"504"	"0"
"42"	"30"	"64"	"5"	"142"	"64"	"2"	"0"	"2"	"1"	"3"	"87"	"3"	"4"	"1"	"3"	"3"	"384"	"0"	"11"	"395"	"0"
"43"	"31"	"25"	"15"	"34"	"458"	"5"	"0"	"0"	"1"	"0"	"8"	"3"	"2"	"3"	"0"	"1"	"555"	"0"	"1"	"556"	"0"
"44"	"32"	"215"	"3"	"184"	"217"	"4"	"2"	"1"	"0"	"2"	"11"	"4"	"1"	"2"	"6"	"2"	"654"	"0"	"6"	"660"	"0"
"45"	"33"	"17"	"3"	"265"	"300"	"5"	"2"	"4"	"5"	"4"	"36"	"3"	"5"	"12"	"7"	"5"	"673"	"0"	"11"	"684"	"0"
"46"	"34"	"75"	"13"	"156"	"182"	"5"	"4"	"3"	"0"	"2"	"50"	"3"	"8"	"6"	"1"	"2"	"510"	"0"	"6"	"516"	"0"
"47"	"35"	"62"	"12"	"97"	"385"	"2"	"4"	"0"	"6"	"4"	"5"	"2"	"3"	"8"	"3"	"1"	"594"	"0"	"2"	"596"	"0"
"48"	"36"	"82"	"0"	"30"	"387"	"4"	"2"	"0"	"2"	"4"	"2"	"3"	"4"	"7"	"2"	"1"	"530"	"0"	"13"	"543"	"0"
"49"	"37"	"71"	"33"	"103"	"369"	"10"	"4"	"2"	"2"	"6"	"7"	"4"	"9"	"10"	"3"	"4"	"637"	"0"	"4"	"641"	"0"
"50"	"38"	"177"	"15"	"220"	"291"	"8"	"2"	"2"	"5"	"2"	"2"	"2"	"6"	"7"	"4"	"2"	"745"	"0"	"8"	"753"	"0"
"51"	"39"	"2"	"0"	"0"	"183"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"0"	"0"	"185"	"0"
"52"	"40"	"88"	"3"	"21"	"293"	"4"	"3"	"4"	"0"	"4"	"14"	"4"	"5"	"1"	"4"	"4"	"452"	"0"	"9"	"461"	"0"
"53"	"41"	"117"	"122"	"22"	"100"	"4"	"2"	"1"	"0"	"0"	"1"	"2"	"2"	"6"	"1"	"4"	"384"	"0"	"7"	"391"	"0"
"54"	"42"	"95"	"18"	"336"	"101"	"5"	"5"	"2"	"2"	"4"	"4"	"2"	"5"	"6"	"7"	"4"	"596"	"0"	"2"	"598"	"0"
"55"	"43"	"73"	"21"	"26"	"157"	"3"	"1"	"1"	"0"	"0"	"3"	"2"	"4"	"4"	"3"	"1"	"299"	"0"	"6"	"305"	"0"
"56"	"44"	"19"	"0"	"97"	"187"	"3"	"0"	"0"	"1"	"1"	"0"	"1"	"4"	"9"	"3"	"2"	"327"	"0"	"5"	"332"	"0"
"57"	"45"	"23"	"5"	"29"	"300"	"3"	"2"	"4"	"4"	"3"	"15"	"2"	"2"	"6"	"6"	"2"	"406"	"0"	"2"	"408"	"0"
"58"	"46"	"49"	"197"	"77"	"270"	"4"	"11"	"1"	"0"	"4"	"12"	"2"	"10"	"16"	"6"	"7"	"666"	"0"	"9"	"675"	"0"
"59"	"47"	"16"	"1"	"69"	"152"	"0"	"0"	"1"	"0"	"0"	"3"	"2"	"22"	"2"	"2"	"0"	"270"	"0"	"7"	"277"	"0"
"60"	"48"	"16"	"0"	"13"	"342"	"1"	"3"	"0"	"0"	"1"	"1"	"1"	"2"	"3"	"0"	"0"	"383"	"0"	"1"	"384"	"0"
"61"	"49"	"57"	"0"	"14"	"141"	"4"	"1"	"1"	"0"	"0"	"4"	"1"	"1"	"2"	"1"	"0"	"227"	"0"	"0"	"227"	"0"
"62"	"50"	"318"	"3"	"11"	"29"	"0"	"4"	"1"	"1"	"2"	"3"	"1"	"4"	"1"	"1"	"2"	"381"	"0"	"7"	"388"	"0"
"63"	"51"	"2"	"2"	"653"	"21"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"8"	"0"	"689"	"0"	"0"	"689"	"0"
"64"	"52"	"93"	"6"	"330"	"114"	"2"	"4"	"2"	"2"	"2"	"2"	"2"	"6"	"6"	"9"	"9"	"589"	"0"	"6"	"595"	"0"
"65"	"53"	"0"	"0"	"1"	"544"	"3"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"553"	"0"	"0"	"553"	"0"
"66"	"54"	"39"	"0"	"46"	"661"	"2"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"0"	"0"	"752"	"0"	"0"	"752"	"0"
"67"	"55"	"66"	"11"	"93"	"446"	"8"	"2"	"1"	"3"	"5"	"5"	"1"	"8"	"9"	"4"	"4"	"666"	"0"	"7"	"673"	"0"
"68"	"56"	"15"	"0"	"242"	"53"	"3"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"2"	"0"	"320"	"0"	"3"	"323"	"0"
"69"	"57"	"98"	"69"	"86"	"510"	"17"	"6"	"1"	"2"	"3"	"11"	"1"	"3"	"6"	"4"	"3"	"820"	"0"	"10"	"830"	"0"
"70"	"58"	"21"	"1"	"164"	"235"	"5"	"12"	"1"	"4"	"1"	"12"	"0"	"4"	"3"	"5"	"1"	"469"	"0"	"0"	"469"	"0"
"71"	"59"	"52"	"5"	"125"	"160"	"6"	"2"	"7"	"3"	"5"	"86"	"0"	"5"	"5"	"4"	"6"	"471"	"0"	"9"	"480"	"0"
"72"	"60"	"79"	"3"	"56"	"309"	"9"	"1"	"0"	"0"	"1"	"16"	"3"	"1"	"3"	"2"	"2"	"485"	"0"	"3"	"488"	"0"
"73"	"61"	"84"	"14"	"165"	"299"	"3"	"1"	"0"	"1"	"0"	"13"	"3"	"4"	"5"	"4"	"4"	"600"	"0"	"7"	"607"	"0"
"74"	"62"	"116"	"7"	"28"	"91"	"9"	"3"	"3"	"9"	"1"	"64"	"4"	"10"	"8"	"6"	"1"	"360"	"0"	"5"	"365"	"0"
"75"	"63"	"51"	"4"	"111"	"176"	"1"	"5"	"3"	"4"	"3"	"88"	"2"	"13"	"4"	"6"	"2"	"473"	"0"	"5"	"478"	"0"
"76"	"64"	"105"	"20"	"155"	"81"	"3"	"7"	"1"	"0"	"5"	"55"	"4"	"9"	"1"	"9"	"0"	"455"	"0"	"4"	"459"	"0"
"77"	"65"	"135"	"2"	"330"	"79"	"2"	"4"	"1"	"3"	"3"	"26"	"0"	"2"	"14"	"5"	"1"	"607"	"0"	"5"	"612"	"0"
"78"	"66"	"32"	"8"	"539"	"106"	"8"	"1"	"0"	"0"	"3"	"8"	"4"	"1"	"13"	"21"	"1"	"745"	"0"	"9"	"754"	"0"
"79"	"67"	"3"	"2"	"257"	"378"	"2"	"0"	"2"	"0"	"0"	"1"	"5"	"1"	"6"	"3"	"0"	"660"	"0"	"2"	"662"	"0"
"80"	"68"	"241"	"2"	"217"	"129"	"1"	"0"	"0"	"0"	"1"	"3"	"2"	"2"	"4"	"2"	"0"	"604"	"0"	"0"	"604"	"0"
"81"	"69"	"190"	"6"	"43"	"359"	"8"	"7"	"0"	"1"	"3"	"2"	"2"	"8"	"2"	"4"	"7"	"642"	"0"	"12"	"654"	"0"
"82"	"70"	"28"	"1"	"238"	"74"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"5"	"9"	"4"	"363"	"0"	"6"	"369"	"0"
"83"	"71"	"58"	"10"	"130"	"329"	"7"	"2"	"1"	"1"	"2"	"2"	"2"	"0"	"7"	"3"	"2"	"556"	"0"	"6"	"562"	"0"
"84"	"72"	"18"	"0"	"224"	"87"	"0"	"0"	"0"	"0"	"2"	"7"	"0"	"1"	"0"	"0"	"0"	"339"	"0"	"1"	"340"	"0"
"85"	"73"	"8"	"7"	"580"	"28"	"3"	"0"	"3"	"2"	"0"	"3"	"0"	"2"	"3"	"4"	"0"	"643"	"0"	"0"	"643"	"0"
"86"	"74"	"249"	"5"	"126"	"254"	"10"	"7"	"3"	"2"	"5"	"6"	"5"	"10"	"10"	"13"	"12"	"717"	"0"	"32"	"749"	"0"
"87"	"75"	"140"	"7"	"53"	"393"	"7"	"3"	"2"	"0"	"2"	"6"	"6"	"8"	"6"	"5"	"6"	"644"	"0"	"17"	"661"	"0"
"88"	"76"	"93"	"16"	"105"	"486"	"9"	"13"	"0"	"1"	"5"	"12"	"7"	"9"	"16"	"8"	"5"	"785"	"0"	"26"	"811"	"0"
"89"	"77"	"24"	"4"	"251"	"12"	"2"	"3"	"1"	"0"	"0"	"0"	"1"	"3"	"4"	"3"	"4"	"312"	"0"	"2"	"314"	"0"
"90"	"78"	"43"	"4"	"357"	"74"	"3"	"2"	"1"	"0"	"1"	"2"	"3"	"0"	"8"	"6"	"3"	"507"	"0"	"1"	"508"	"0"
"91"	"79"	"56"	"13"	"17"	"271"	"1"	"0"	"0"	"0"	"1"	"1"	"3"	"3"	"2"	"2"	"2"	"372"	"0"	"1"	"373"	"0"
"92"	"80"	"123"	"30"	"24"	"94"	"2"	"3"	"1"	"2"	"0"	"96"	"2"	"10"	"3"	"2"	"1"	"393"	"0"	"7"	"400"	"0"
"93"	"81"	"109"	"16"	"436"	"148"	"9"	"2"	"1"	"0"	"1"	"3"	"7"	"8"	"17"	"16"	"0"	"773"	"0"	"14"	"787"	"0"
"94"	"82"	"165"	"38"	"271"	"207"	"9"	"2"	"1"	"0"	"2"	"54"	"5"	"13"	"4"	"9"	"3"	"783"	"0"	"6"	"789"	"0"
"95"	"83"	"252"	"23"	"41"	"112"	"11"	"5"	"4"	"7"	"2"	"89"	"10"	"18"	"6"	"3"	"7"	"590"	"0"	"21"	"611"	"0"
"96"	"84"	"56"	"3"	"69"	"135"	"1"	"1"	"2"	"3"	"0"	"62"	"5"	"5"	"5"	"5"	"1"	"353"	"0"	"8"	"361"	"0"
"97"	"85"	"18"	"2"	"339"	"79"	"2"	"1"	"0"	"1"	"0"	"9"	"1"	"1"	"0"	"1"	"2"	"456"	"0"	"2"	"458"	"0"
"98"	"86"	"32"	"2"	"160"	"187"	"1"	"1"	"3"	"1"	"2"	"90"	"0"	"1"	"3"	"1"	"2"	"486"	"0"	"4"	"490"	"0"
"99"	"86K"	"54"	"5"	"133"	"102"	"3"	"2"	"1"	"2"	"4"	"99"	"8"	"7"	"11"	"7"	"6"	"444"	"0"	"17"	"461"	"0"
"100"	"87"	"164"	"23"	"35"	"194"	"1"	"3"	"3"	"2"	"4"	"26"	"3"	"5"	"14"	"7"	"7"	"491"	"0"	"17"	"508"	"0"
"101"	"88"	"0"	"0"	"462"	"6"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"1"	"0"	"0"	"0"	"472"	"0"	"0"	"472"	"0"
"102"	"89"	"102"	"2"	"365"	"57"	"0"	"2"	"1"	"0"	"2"	"1"	"0"	"1"	"2"	"6"	"0"	"541"	"0"	"3"	"544"	"0"
"103"	"90"	"51"	"1"	"73"	"456"	"9"	"2"	"0"	"2"	"5"	"3"	"3"	"4"	"7"	"6"	"4"	"626"	"0"	"7"	"633"	"0"
"104"	"91"	"51"	"1"	"176"	"38"	"1"	"1"	"0"	"2"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"274"	"0"	"2"	"276"	"0"
"105"	"92"	"44"	"0"	"70"	"155"	"0"	"1"	"2"	"2"	"1"	"1"	"0"	"2"	"1"	"1"	"2"	"282"	"0"	"2"	"284"	"0"
"106"	"93"	"4"	"6"	"231"	"224"	"5"	"0"	"2"	"0"	"2"	"10"	"0"	"3"	"7"	"2"	"0"	"496"	"0"	"5"	"501"	"0"
"107"	"93K"	"7"	"4"	"183"	"230"	"5"	"0"	"1"	"0"	"1"	"9"	"3"	"5"	"9"	"4"	"2"	"463"	"0"	"1"	"464"	"0"
"108"	"94"	"114"	"13"	"200"	"135"	"5"	"0"	"0"	"2"	"1"	"0"	"0"	"2"	"4"	"2"	"1"	"479"	"0"	"6"	"485"	"0"
"109"	"95"	"59"	"1"	"71"	"120"	"1"	"1"	"1"	"0"	"1"	"15"	"1"	"2"	"2"	"3"	"2"	"280"	"0"	"6"	"286"	"0"
"110"	"96"	"43"	"3"	"73"	"188"	"4"	"0"	"1"	"1"	"0"	"15"	"1"	"6"	"6"	"4"	"1"	"346"	"0"	"7"	"353"	"0"
"111"	"97"	"63"	"4"	"140"	"122"	"0"	"3"	"0"	"1"	"2"	"1"	"0"	"1"	"6"	"1"	"0"	"344"	"0"	"3"	"347"	"0"
"112"	"98"	"24"	"2"	"57"	"191"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"276"	"0"	"0"	"276"	"0"
"113"	"99"	"96"	"31"	"97"	"184"	"8"	"2"	"0"	"1"	"1"	"5"	"7"	"10"	"6"	"7"	"5"	"460"	"0"	"14"	"474"	"0"
"114"	"100"	"99"	"1"	"154"	"215"	"2"	"3"	"0"	"1"	"2"	"2"	"0"	"1"	"10"	"4"	"2"	"496"	"0"	"2"	"498"	"0"
"115"	"101"	"43"	"3"	"262"	"364"	"3"	"2"	"1"	"1"	"0"	"1"	"2"	"3"	"3"	"6"	"0"	"694"	"0"	"3"	"697"	"0"
"116"	"102"	"17"	"1"	"67"	"220"	"1"	"4"	"2"	"1"	"1"	"1"	"2"	"1"	"0"	"4"	"1"	"323"	"0"	"1"	"324"	"0"
"117"	"103"	"32"	"3"	"186"	"286"	"7"	"2"	"3"	"2"	"0"	"3"	"2"	"2"	"3"	"9"	"2"	"542"	"0"	"3"	"545"	"0"
"118"	"104"	"25"	"20"	"92"	"115"	"2"	"1"	"0"	"0"	"2"	"3"	"2"	"2"	"1"	"1"	"3"	"269"	"0"	"2"	"271"	"0"
"119"	"105"	"210"	"3"	"102"	"204"	"4"	"3"	"1"	"1"	"2"	"9"	"3"	"7"	"4"	"3"	"5"	"561"	"0"	"16"	"577"	"0"
"120"	"106"	"25"	"15"	"139"	"150"	"6"	"5"	"1"	"0"	"1"	"18"	"1"	"5"	"11"	"6"	"5"	"388"	"0"	"12"	"400"	"0"
"121"	"107"	"185"	"3"	"195"	"160"	"2"	"1"	"0"	"1"	"0"	"2"	"0"	"4"	"8"	"5"	"4"	"570"	"0"	"10"	"580"	"0"
"122"	"108"	"18"	"10"	"335"	"258"	"7"	"1"	"3"	"2"	"2"	"16"	"1"	"10"	"22"	"11"	"4"	"700"	"0"	"5"	"705"	"0"
"123"	"109"	"20"	"2"	"27"	"97"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"150"	"0"	"3"	"153"	"0"
"124"	"110"	"7"	"3"	"495"	"121"	"1"	"3"	"2"	"2"	"1"	"2"	"1"	"3"	"6"	"11"	"3"	"661"	"0"	"3"	"664"	"0"
"125"	"111"	"6"	"1"	"663"	"85"	"1"	"1"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"6"	"0"	"767"	"0"	"0"	"767"	"0"
"126"	"112"	"24"	"8"	"333"	"179"	"4"	"1"	"0"	"0"	"1"	"3"	"1"	"1"	"5"	"3"	"1"	"564"	"0"	"1"	"565"	"0"
"127"	"113"	"40"	"5"	"541"	"63"	"5"	"2"	"0"	"0"	"0"	"1"	"0"	"2"	"6"	"8"	"1"	"674"	"0"	"5"	"679"	"0"
"128"	"114"	"4"	"2"	"137"	"122"	"1"	"2"	"0"	"0"	"2"	"0"	"1"	"3"	"2"	"6"	"1"	"283"	"0"	"1"	"284"	"0"
"129"	"115"	"156"	"5"	"318"	"117"	"6"	"5"	"1"	"1"	"1"	"6"	"1"	"1"	"9"	"8"	"4"	"639"	"0"	"16"	"655"	"0"
"130"	"116"	"12"	"0"	"15"	"411"	"1"	"2"	"2"	"1"	"2"	"1"	"0"	"4"	"9"	"2"	"1"	"463"	"0"	"3"	"466"	"0"
"131"	"117"	"126"	"11"	"114"	"133"	"2"	"2"	"2"	"1"	"1"	"18"	"2"	"3"	"13"	"6"	"6"	"440"	"0"	"13"	"453"	"0"
"132"	"118"	"58"	"11"	"159"	"310"	"3"	"4"	"1"	"7"	"3"	"2"	"3"	"4"	"11"	"6"	"2"	"584"	"0"	"7"	"591"	"0"
"133"	"119"	"54"	"34"	"219"	"363"	"10"	"5"	"5"	"4"	"3"	"3"	"3"	"8"	"16"	"7"	"4"	"738"	"0"	"10"	"748"	"0"
"134"	"120"	"18"	"1"	"359"	"179"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"3"	"8"	"4"	"5"	"587"	"0"	"5"	"592"	"0"
"135"	"121"	"34"	"3"	"146"	"286"	"4"	"1"	"3"	"2"	"3"	"5"	"4"	"11"	"17"	"11"	"6"	"536"	"0"	"11"	"547"	"0"
"136"	"122"	"135"	"23"	"90"	"300"	"3"	"5"	"2"	"1"	"3"	"4"	"1"	"1"	"4"	"4"	"3"	"579"	"0"	"9"	"588"	"0"
"137"	"123"	"78"	"3"	"47"	"198"	"1"	"0"	"1"	"0"	"2"	"0"	"1"	"0"	"4"	"3"	"3"	"341"	"0"	"3"	"344"	"0"
"138"	"124"	"3"	"0"	"5"	"502"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"514"	"0"	"0"	"514"	"0"
"139"	"125"	"41"	"2"	"480"	"110"	"7"	"4"	"3"	"0"	"2"	"21"	"3"	"9"	"17"	"16"	"4"	"719"	"0"	"7"	"726"	"0"
"140"	"126"	"75"	"2"	"361"	"48"	"4"	"10"	"2"	"6"	"1"	"32"	"2"	"4"	"6"	"14"	"2"	"569"	"0"	"3"	"572"	"0"
"141"	"127"	"329"	"3"	"11"	"108"	"3"	"4"	"1"	"0"	"0"	"2"	"0"	"0"	"3"	"2"	"6"	"472"	"0"	"8"	"480"	"0"
"142"	"128"	"100"	"18"	"94"	"226"	"7"	"2"	"1"	"2"	"5"	"32"	"3"	"6"	"2"	"1"	"1"	"500"	"0"	"6"	"506"	"0"
"143"	"129"	"80"	"27"	"27"	"266"	"15"	"11"	"8"	"3"	"6"	"92"	"9"	"11"	"4"	"4"	"5"	"568"	"0"	"3"	"571"	"0"
"144"	"130"	"105"	"35"	"67"	"366"	"5"	"3"	"2"	"1"	"2"	"7"	"3"	"5"	"5"	"10"	"7"	"623"	"0"	"11"	"634"	"0"
"145"	"131"	"90"	"3"	"152"	"257"	"6"	"5"	"5"	"6"	"8"	"57"	"5"	"24"	"17"	"19"	"7"	"661"	"0"	"8"	"669"	"0"
"146"	"132"	"55"	"5"	"247"	"166"	"5"	"2"	"1"	"1"	"0"	"10"	"5"	"8"	"7"	"7"	"2"	"521"	"0"	"12"	"533"	"0"
"147"	"133"	"45"	"10"	"150"	"333"	"7"	"4"	"2"	"4"	"5"	"8"	"4"	"11"	"9"	"10"	"4"	"606"	"0"	"25"	"631"	"0"
"148"	"134"	"13"	"6"	"32"	"77"	"1"	"1"	"1"	"0"	"1"	"7"	"1"	"5"	"7"	"4"	"0"	"156"	"0"	"8"	"164"	"0"
"149"	"135"	"19"	"51"	"164"	"424"	"11"	"1"	"0"	"1"	"4"	"9"	"0"	"1"	"9"	"10"	"6"	"710"	"0"	"10"	"720"	"0"
"150"	"136"	"164"	"1"	"18"	"335"	"3"	"0"	"0"	"1"	"1"	"2"	"4"	"0"	"1"	"1"	"1"	"532"	"0"	"0"	"532"	"0"
"151"	"137"	"21"	"4"	"129"	"497"	"3"	"0"	"1"	"2"	"4"	"0"	"4"	"5"	"5"	"3"	"0"	"678"	"0"	"2"	"680"	"0"
"152"	"138"	"64"	"48"	"127"	"274"	"2"	"4"	"3"	"0"	"0"	"2"	"1"	"4"	"2"	"4"	"5"	"540"	"0"	"4"	"544"	"0"
"153"	"139"	"6"	"1"	"31"	"524"	"2"	"1"	"0"	"0"	"0"	"1"	"1"	"3"	"1"	"1"	"3"	"575"	"0"	"8"	"583"	"0"
"154"	"140"	"1"	"1"	"166"	"80"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"2"	"1"	"256"	"0"	"0"	"256"	"0"
"155"	"141"	"53"	"1"	"255"	"264"	"7"	"2"	"1"	"4"	"5"	"3"	"2"	"5"	"4"	"2"	"3"	"611"	"0"	"9"	"620"	"0"
"156"	"142"	"5"	"0"	"9"	"548"	"8"	"9"	"1"	"0"	"0"	"3"	"3"	"2"	"0"	"1"	"3"	"592"	"0"	"1"	"593"	"0"
