"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"
"20"	"8"	"80"	"233"	"223"	"9"	"1"	"1"	"4"	"0"	"3"	"1"	"2"	"2"	"0"	"10"	"4"	"4"	"1"	"578"	"0"	"1"	"579"	"0"
"21"	"9"	"260"	"148"	"376"	"6"	"2"	"3"	"5"	"2"	"6"	"0"	"2"	"0"	"2"	"10"	"7"	"9"	"3"	"841"	"0"	"1"	"842"	"0"
"22"	"10"	"43"	"15"	"258"	"16"	"3"	"0"	"2"	"2"	"1"	"2"	"7"	"4"	"7"	"16"	"1"	"18"	"3"	"398"	"0"	"3"	"401"	"0"
"23"	"11"	"38"	"84"	"204"	"6"	"4"	"2"	"4"	"7"	"3"	"2"	"9"	"9"	"3"	"21"	"11"	"16"	"9"	"432"	"0"	"22"	"454"	"0"
"24"	"12"	"192"	"33"	"159"	"3"	"1"	"0"	"2"	"0"	"2"	"4"	"4"	"3"	"2"	"8"	"3"	"20"	"8"	"444"	"0"	"1"	"445"	"0"
"25"	"13"	"92"	"80"	"218"	"6"	"4"	"0"	"4"	"2"	"1"	"3"	"3"	"1"	"4"	"12"	"2"	"8"	"0"	"440"	"0"	"3"	"443"	"0"
"26"	"14"	"191"	"40"	"265"	"3"	"1"	"0"	"4"	"1"	"1"	"2"	"2"	"1"	"0"	"15"	"3"	"4"	"6"	"539"	"0"	"10"	"549"	"0"
"27"	"15"	"51"	"157"	"166"	"14"	"0"	"0"	"4"	"0"	"2"	"0"	"2"	"1"	"1"	"8"	"5"	"7"	"3"	"421"	"0"	"3"	"424"	"0"
"28"	"15A"	"42"	"100"	"166"	"7"	"0"	"1"	"8"	"0"	"0"	"0"	"6"	"1"	"1"	"6"	"5"	"4"	"1"	"348"	"0"	"13"	"361"	"0"
"29"	"16"	"120"	"126"	"118"	"1"	"0"	"2"	"4"	"1"	"0"	"1"	"3"	"0"	"0"	"3"	"4"	"9"	"1"	"393"	"0"	"2"	"395"	"0"
"30"	"16A"	"40"	"80"	"200"	"6"	"1"	"0"	"3"	"1"	"3"	"2"	"0"	"2"	"2"	"9"	"7"	"11"	"1"	"368"	"0"	"4"	"372"	"0"
"31"	"17"	"214"	"67"	"78"	"0"	"3"	"0"	"4"	"0"	"0"	"0"	"4"	"4"	"2"	"6"	"4"	"20"	"8"	"414"	"0"	"4"	"418"	"0"
"32"	"18"	"22"	"68"	"160"	"5"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"9"	"0"	"1"	"0"	"267"	"0"	"5"	"272"	"0"
"33"	"19"	"141"	"110"	"252"	"5"	"0"	"2"	"12"	"1"	"0"	"3"	"3"	"2"	"3"	"15"	"8"	"16"	"4"	"577"	"0"	"1"	"578"	"0"
"34"	"20"	"245"	"166"	"242"	"6"	"2"	"1"	"1"	"2"	"5"	"3"	"8"	"1"	"4"	"7"	"5"	"10"	"6"	"714"	"0"	"5"	"719"	"0"
"35"	"21"	"26"	"98"	"392"	"6"	"2"	"1"	"4"	"0"	"2"	"1"	"1"	"0"	"1"	"25"	"8"	"14"	"6"	"587"	"0"	"15"	"602"	"0"
"36"	"22"	"104"	"153"	"117"	"5"	"1"	"0"	"0"	"0"	"0"	"1"	"3"	"2"	"0"	"8"	"8"	"11"	"7"	"420"	"0"	"3"	"423"	"0"
"37"	"23"	"95"	"144"	"252"	"6"	"0"	"0"	"3"	"4"	"6"	"2"	"3"	"1"	"2"	"5"	"7"	"9"	"6"	"545"	"0"	"6"	"551"	"0"
"38"	"24"	"205"	"153"	"126"	"6"	"0"	"3"	"3"	"2"	"2"	"3"	"3"	"2"	"4"	"5"	"11"	"27"	"5"	"560"	"0"	"2"	"562"	"0"
"39"	"25"	"60"	"88"	"262"	"11"	"3"	"0"	"3"	"0"	"1"	"0"	"4"	"3"	"1"	"2"	"1"	"3"	"7"	"449"	"0"	"2"	"451"	"0"
"40"	"26"	"95"	"97"	"225"	"2"	"0"	"1"	"7"	"0"	"1"	"0"	"1"	"1"	"5"	"20"	"8"	"18"	"7"	"488"	"0"	"3"	"491"	"0"
"41"	"27"	"95"	"79"	"268"	"1"	"2"	"1"	"4"	"2"	"2"	"1"	"3"	"0"	"1"	"17"	"2"	"5"	"4"	"487"	"0"	"2"	"489"	"0"
"42"	"28"	"21"	"272"	"80"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"4"	"9"	"4"	"2"	"397"	"0"	"10"	"407"	"0"
"43"	"29"	"284"	"172"	"292"	"8"	"0"	"1"	"4"	"3"	"2"	"3"	"1"	"5"	"6"	"23"	"5"	"23"	"14"	"846"	"0"	"10"	"856"	"0"
"44"	"30"	"82"	"235"	"96"	"3"	"0"	"0"	"2"	"1"	"3"	"2"	"5"	"3"	"4"	"3"	"6"	"8"	"1"	"454"	"0"	"3"	"457"	"0"
"45"	"31"	"52"	"454"	"28"	"0"	"0"	"2"	"3"	"4"	"1"	"0"	"0"	"2"	"1"	"1"	"21"	"8"	"15"	"592"	"0"	"15"	"607"	"0"
"46"	"32"	"45"	"638"	"15"	"2"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"2"	"2"	"6"	"1"	"0"	"715"	"0"	"0"	"715"	"0"
"47"	"33"	"50"	"136"	"81"	"8"	"1"	"1"	"3"	"1"	"1"	"0"	"7"	"3"	"3"	"4"	"5"	"10"	"3"	"317"	"0"	"7"	"324"	"0"
"48"	"34"	"167"	"177"	"126"	"8"	"0"	"3"	"4"	"4"	"0"	"0"	"1"	"0"	"4"	"21"	"16"	"32"	"9"	"572"	"0"	"7"	"579"	"0"
"49"	"35"	"33"	"266"	"209"	"15"	"2"	"1"	"1"	"1"	"3"	"0"	"0"	"1"	"0"	"13"	"6"	"8"	"3"	"562"	"0"	"4"	"566"	"0"
"50"	"36"	"207"	"177"	"112"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	"2"	"1"	"12"	"8"	"16"	"10"	"550"	"0"	"3"	"553"	"0"
"51"	"37"	"87"	"130"	"139"	"2"	"0"	"3"	"14"	"1"	"3"	"1"	"7"	"3"	"2"	"13"	"6"	"21"	"5"	"437"	"0"	"15"	"452"	"0"
"52"	"38"	"27"	"252"	"87"	"4"	"1"	"0"	"4"	"1"	"0"	"2"	"0"	"1"	"2"	"3"	"6"	"2"	"4"	"396"	"0"	"4"	"400"	"0"
"53"	"39"	"143"	"52"	"95"	"4"	"1"	"0"	"3"	"1"	"2"	"0"	"1"	"1"	"0"	"7"	"1"	"9"	"5"	"325"	"0"	"4"	"329"	"0"
"54"	"40"	"133"	"98"	"147"	"3"	"1"	"1"	"20"	"3"	"3"	"2"	"1"	"0"	"1"	"1"	"7"	"0"	"5"	"426"	"0"	"2"	"428"	"0"
"55"	"41"	"41"	"410"	"71"	"4"	"0"	"3"	"0"	"0"	"1"	"0"	"3"	"2"	"0"	"4"	"9"	"8"	"2"	"558"	"0"	"7"	"565"	"0"
"56"	"42"	"117"	"171"	"7"	"4"	"2"	"0"	"0"	"0"	"0"	"1"	"3"	"3"	"2"	"2"	"9"	"19"	"1"	"341"	"0"	"4"	"345"	"0"
"57"	"43"	"165"	"236"	"32"	"24"	"2"	"1"	"6"	"1"	"8"	"3"	"0"	"2"	"1"	"1"	"8"	"16"	"5"	"511"	"0"	"1"	"512"	"0"
"58"	"44"	"16"	"187"	"44"	"4"	"1"	"3"	"8"	"5"	"4"	"4"	"2"	"3"	"1"	"1"	"7"	"69"	"4"	"363"	"0"	"0"	"363"	"0"
"59"	"45"	"275"	"97"	"171"	"3"	"3"	"3"	"10"	"1"	"6"	"0"	"3"	"2"	"3"	"17"	"10"	"43"	"20"	"667"	"0"	"14"	"681"	"0"
"60"	"46"	"14"	"46"	"146"	"4"	"0"	"0"	"2"	"1"	"2"	"1"	"5"	"1"	"3"	"13"	"5"	"4"	"0"	"247"	"0"	"2"	"249"	"0"
"61"	"47"	"67"	"88"	"64"	"8"	"0"	"2"	"2"	"1"	"0"	"0"	"1"	"0"	"1"	"2"	"2"	"4"	"2"	"244"	"0"	"2"	"246"	"0"
"62"	"48"	"355"	"102"	"122"	"6"	"3"	"0"	"3"	"2"	"1"	"5"	"2"	"2"	"6"	"8"	"14"	"28"	"11"	"670"	"0"	"8"	"678"	"0"
"63"	"49"	"555"	"25"	"72"	"5"	"1"	"1"	"3"	"1"	"4"	"1"	"0"	"2"	"0"	"9"	"5"	"13"	"5"	"702"	"0"	"1"	"703"	"0"
"64"	"50"	"204"	"508"	"28"	"2"	"1"	"2"	"3"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"19"	"8"	"780"	"0"	"5"	"785"	"0"
"65"	"51"	"202"	"43"	"130"	"6"	"2"	"1"	"13"	"1"	"2"	"2"	"3"	"2"	"3"	"13"	"3"	"8"	"10"	"444"	"0"	"5"	"449"	"0"
"66"	"52"	"34"	"69"	"372"	"3"	"0"	"0"	"3"	"0"	"1"	"1"	"4"	"0"	"0"	"11"	"6"	"6"	"0"	"510"	"0"	"0"	"510"	"0"
"67"	"53"	"24"	"227"	"93"	"2"	"1"	"0"	"6"	"0"	"2"	"2"	"4"	"0"	"3"	"12"	"11"	"8"	"7"	"402"	"0"	"9"	"411"	"0"
"68"	"54"	"16"	"361"	"10"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"3"	"5"	"3"	"1"	"404"	"0"	"1"	"405"	"0"
"69"	"55"	"15"	"556"	"26"	"2"	"0"	"0"	"1"	"1"	"0"	"2"	"2"	"1"	"0"	"1"	"4"	"1"	"2"	"614"	"0"	"0"	"614"	"0"
"70"	"56"	"14"	"472"	"73"	"2"	"2"	"3"	"2"	"1"	"2"	"0"	"4"	"0"	"1"	"2"	"3"	"5"	"0"	"586"	"0"	"1"	"587"	"0"
"71"	"57"	"12"	"328"	"78"	"6"	"0"	"0"	"2"	"2"	"0"	"0"	"4"	"2"	"0"	"7"	"6"	"16"	"0"	"463"	"0"	"1"	"464"	"0"
"72"	"58"	"403"	"65"	"127"	"6"	"2"	"2"	"3"	"2"	"1"	"3"	"1"	"3"	"4"	"7"	"9"	"120"	"26"	"784"	"0"	"7"	"791"	"0"
"73"	"59"	"405"	"122"	"145"	"8"	"2"	"0"	"6"	"0"	"3"	"0"	"15"	"0"	"1"	"15"	"4"	"22"	"5"	"753"	"0"	"4"	"757"	"0"
"74"	"60"	"9"	"476"	"62"	"2"	"0"	"1"	"2"	"0"	"3"	"0"	"1"	"1"	"2"	"3"	"6"	"12"	"3"	"583"	"0"	"2"	"585"	"0"
"75"	"61"	"109"	"219"	"178"	"7"	"6"	"1"	"8"	"5"	"5"	"3"	"10"	"8"	"7"	"21"	"26"	"255"	"3"	"871"	"0"	"10"	"881"	"0"
"76"	"62"	"242"	"134"	"240"	"9"	"2"	"2"	"6"	"3"	"4"	"3"	"10"	"5"	"5"	"28"	"12"	"52"	"16"	"773"	"0"	"10"	"783"	"0"
"77"	"63"	"9"	"774"	"44"	"1"	"1"	"2"	"0"	"0"	"0"	"1"	"0"	"2"	"3"	"7"	"5"	"7"	"2"	"858"	"0"	"7"	"865"	"0"
"78"	"64"	"74"	"76"	"227"	"6"	"2"	"0"	"4"	"1"	"0"	"2"	"22"	"6"	"5"	"28"	"9"	"72"	"4"	"538"	"0"	"11"	"549"	"0"
"79"	"65"	"266"	"136"	"34"	"4"	"1"	"4"	"1"	"2"	"0"	"2"	"1"	"0"	"3"	"5"	"16"	"34"	"30"	"539"	"0"	"16"	"555"	"0"
"80"	"66"	"18"	"120"	"41"	"2"	"0"	"0"	"3"	"0"	"0"	"1"	"3"	"7"	"4"	"6"	"12"	"42"	"2"	"261"	"0"	"3"	"264"	"0"
"81"	"67"	"144"	"187"	"158"	"4"	"3"	"3"	"5"	"1"	"5"	"3"	"6"	"2"	"6"	"26"	"11"	"70"	"12"	"646"	"0"	"13"	"659"	"0"
"82"	"68"	"20"	"161"	"135"	"3"	"3"	"5"	"3"	"2"	"4"	"3"	"1"	"0"	"1"	"5"	"3"	"5"	"2"	"356"	"0"	"2"	"358"	"0"
"83"	"69"	"168"	"38"	"126"	"3"	"1"	"0"	"8"	"1"	"2"	"3"	"5"	"2"	"6"	"7"	"4"	"14"	"6"	"394"	"0"	"2"	"396"	"0"
"84"	"70"	"182"	"188"	"251"	"4"	"3"	"1"	"6"	"0"	"2"	"1"	"3"	"6"	"5"	"21"	"13"	"88"	"18"	"792"	"0"	"5"	"797"	"0"
"85"	"71"	"14"	"285"	"153"	"6"	"1"	"3"	"2"	"1"	"2"	"3"	"8"	"4"	"2"	"5"	"13"	"17"	"6"	"525"	"0"	"6"	"531"	"0"
"86"	"72"	"404"	"16"	"50"	"1"	"1"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"8"	"4"	"490"	"0"	"0"	"490"	"0"
"87"	"73"	"343"	"48"	"149"	"5"	"0"	"1"	"3"	"1"	"2"	"1"	"2"	"3"	"1"	"21"	"7"	"49"	"2"	"638"	"0"	"3"	"641"	"0"
"88"	"74"	"43"	"131"	"408"	"4"	"1"	"2"	"3"	"3"	"3"	"0"	"4"	"3"	"11"	"26"	"1"	"25"	"9"	"677"	"0"	"11"	"688"	"0"
"89"	"75"	"48"	"465"	"106"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"3"	"0"	"628"	"0"	"0"	"628"	"0"
"90"	"76"	"49"	"300"	"177"	"3"	"2"	"0"	"0"	"1"	"4"	"1"	"2"	"6"	"4"	"9"	"6"	"25"	"3"	"592"	"0"	"28"	"620"	"0"
"91"	"77"	"197"	"78"	"298"	"6"	"1"	"3"	"13"	"0"	"0"	"0"	"3"	"2"	"4"	"4"	"4"	"7"	"3"	"623"	"0"	"2"	"625"	"0"
"92"	"78"	"114"	"212"	"368"	"5"	"0"	"2"	"3"	"2"	"4"	"2"	"2"	"5"	"7"	"15"	"8"	"8"	"5"	"762"	"0"	"3"	"765"	"0"
"93"	"79"	"121"	"357"	"344"	"8"	"0"	"1"	"5"	"0"	"6"	"1"	"3"	"3"	"0"	"6"	"3"	"28"	"3"	"889"	"0"	"3"	"892"	"0"
"94"	"80"	"47"	"223"	"179"	"3"	"1"	"4"	"5"	"2"	"2"	"1"	"2"	"0"	"0"	"5"	"4"	"7"	"2"	"487"	"0"	"1"	"488"	"0"
"95"	"81"	"221"	"121"	"298"	"9"	"6"	"4"	"11"	"4"	"3"	"2"	"19"	"10"	"19"	"26"	"21"	"75"	"10"	"859"	"0"	"5"	"864"	"0"
"96"	"82"	"145"	"244"	"114"	"4"	"3"	"3"	"12"	"6"	"7"	"6"	"13"	"10"	"6"	"19"	"19"	"53"	"7"	"671"	"0"	"8"	"679"	"0"
"97"	"83"	"252"	"69"	"211"	"1"	"3"	"0"	"5"	"0"	"3"	"2"	"4"	"0"	"2"	"2"	"1"	"9"	"29"	"593"	"0"	"13"	"606"	"0"
"98"	"84"	"34"	"143"	"330"	"8"	"2"	"0"	"5"	"1"	"2"	"1"	"1"	"2"	"3"	"25"	"5"	"24"	"7"	"593"	"0"	"3"	"596"	"0"
"99"	"85"	"374"	"53"	"21"	"4"	"0"	"5"	"7"	"3"	"1"	"4"	"6"	"0"	"1"	"7"	"9"	"27"	"5"	"527"	"0"	"1"	"528"	"0"
"100"	"86"	"132"	"123"	"144"	"9"	"2"	"5"	"4"	"1"	"8"	"5"	"10"	"8"	"11"	"31"	"24"	"43"	"8"	"568"	"0"	"6"	"574"	"0"
"101"	"87"	"383"	"173"	"170"	"9"	"2"	"3"	"2"	"0"	"7"	"0"	"11"	"4"	"0"	"6"	"7"	"9"	"4"	"790"	"0"	"4"	"794"	"0"
"102"	"88"	"85"	"165"	"113"	"2"	"2"	"1"	"7"	"5"	"7"	"2"	"11"	"3"	"4"	"4"	"12"	"12"	"0"	"435"	"0"	"0"	"435"	"0"
"103"	"88A"	"88"	"123"	"149"	"5"	"1"	"2"	"2"	"0"	"1"	"2"	"8"	"2"	"0"	"4"	"5"	"7"	"3"	"402"	"0"	"3"	"405"	"0"
"104"	"89"	"69"	"194"	"136"	"7"	"2"	"1"	"4"	"2"	"3"	"2"	"3"	"5"	"7"	"7"	"18"	"20"	"3"	"483"	"0"	"3"	"486"	"0"
"105"	"90"	"243"	"23"	"97"	"5"	"6"	"5"	"2"	"0"	"4"	"3"	"2"	"4"	"3"	"9"	"5"	"25"	"6"	"442"	"0"	"4"	"446"	"0"
"106"	"90A"	"202"	"49"	"37"	"3"	"2"	"2"	"5"	"6"	"3"	"2"	"4"	"2"	"4"	"3"	"3"	"17"	"3"	"347"	"0"	"1"	"348"	"0"
"107"	"91"	"283"	"196"	"132"	"3"	"6"	"3"	"4"	"4"	"4"	"1"	"5"	"3"	"1"	"7"	"3"	"20"	"47"	"722"	"0"	"42"	"764"	"0"
"108"	"92"	"298"	"72"	"68"	"6"	"2"	"1"	"4"	"1"	"3"	"4"	"5"	"5"	"2"	"5"	"10"	"23"	"6"	"515"	"0"	"8"	"523"	"0"
"109"	"92A"	"54"	"110"	"213"	"9"	"2"	"1"	"7"	"0"	"0"	"4"	"5"	"3"	"2"	"7"	"4"	"11"	"1"	"433"	"0"	"4"	"437"	"0"
"110"	"93"	"41"	"302"	"211"	"5"	"3"	"2"	"8"	"0"	"3"	"2"	"12"	"6"	"1"	"8"	"9"	"42"	"4"	"659"	"0"	"2"	"661"	"0"
"111"	"94"	"111"	"69"	"262"	"1"	"1"	"7"	"14"	"1"	"5"	"2"	"8"	"2"	"4"	"8"	"9"	"37"	"7"	"548"	"0"	"3"	"551"	"0"
"112"	"95"	"144"	"159"	"139"	"1"	"3"	"8"	"7"	"2"	"2"	"4"	"4"	"3"	"3"	"10"	"10"	"94"	"8"	"601"	"0"	"4"	"605"	"0"
"113"	"96"	"69"	"55"	"227"	"7"	"1"	"4"	"3"	"2"	"2"	"2"	"5"	"4"	"9"	"28"	"11"	"48"	"5"	"482"	"0"	"7"	"489"	"0"
"114"	"97"	"119"	"92"	"132"	"2"	"1"	"0"	"2"	"3"	"3"	"2"	"2"	"4"	"2"	"8"	"10"	"71"	"11"	"464"	"0"	"8"	"472"	"0"
"115"	"98"	"13"	"32"	"100"	"3"	"0"	"2"	"1"	"0"	"0"	"1"	"6"	"1"	"1"	"4"	"5"	"150"	"0"	"319"	"0"	"1"	"320"	"0"
"116"	"99"	"86"	"120"	"318"	"11"	"1"	"2"	"3"	"1"	"3"	"3"	"3"	"4"	"9"	"27"	"19"	"61"	"3"	"674"	"0"	"2"	"676"	"0"
"117"	"100"	"107"	"151"	"171"	"8"	"2"	"3"	"5"	"2"	"4"	"0"	"9"	"9"	"4"	"16"	"9"	"38"	"4"	"542"	"0"	"4"	"546"	"0"
"118"	"101"	"26"	"58"	"78"	"1"	"0"	"6"	"1"	"0"	"1"	"0"	"2"	"0"	"1"	"2"	"2"	"80"	"1"	"259"	"0"	"1"	"260"	"0"
"119"	"102"	"27"	"60"	"247"	"4"	"2"	"4"	"13"	"0"	"2"	"4"	"7"	"1"	"3"	"24"	"13"	"42"	"3"	"456"	"0"	"7"	"463"	"0"
"120"	"103"	"146"	"67"	"54"	"1"	"0"	"3"	"2"	"0"	"3"	"1"	"5"	"2"	"4"	"5"	"12"	"76"	"5"	"386"	"0"	"2"	"388"	"0"
"121"	"104"	"71"	"71"	"151"	"3"	"5"	"2"	"5"	"3"	"6"	"1"	"2"	"6"	"7"	"10"	"11"	"32"	"4"	"390"	"0"	"6"	"396"	"0"
"122"	"105"	"172"	"136"	"155"	"0"	"1"	"1"	"1"	"2"	"0"	"2"	"3"	"1"	"4"	"5"	"7"	"37"	"11"	"538"	"0"	"15"	"553"	"0"
"123"	"106"	"323"	"25"	"31"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"3"	"9"	"9"	"403"	"0"	"1"	"404"	"0"
"124"	"107"	"542"	"12"	"5"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"563"	"0"	"2"	"565"	"0"
"125"	"108"	"153"	"56"	"70"	"0"	"0"	"1"	"3"	"2"	"3"	"3"	"3"	"4"	"6"	"5"	"3"	"12"	"0"	"324"	"0"	"0"	"324"	"0"
"126"	"109"	"748"	"21"	"11"	"3"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"5"	"7"	"799"	"0"	"2"	"801"	"0"
"127"	"110"	"649"	"13"	"24"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"1"	"2"	"0"	"10"	"21"	"724"	"0"	"1"	"725"	"0"
"128"	"111"	"19"	"10"	"268"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"1"	"303"	"0"	"2"	"305"	"0"
"129"	"112"	"646"	"81"	"100"	"3"	"1"	"1"	"6"	"1"	"1"	"0"	"0"	"6"	"4"	"7"	"4"	"30"	"9"	"900"	"0"	"3"	"903"	"0"
"130"	"113"	"651"	"82"	"45"	"2"	"1"	"1"	"4"	"2"	"3"	"0"	"0"	"0"	"2"	"3"	"4"	"9"	"5"	"814"	"0"	"3"	"817"	"0"
"131"	"114"	"702"	"25"	"65"	"2"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"1"	"2"	"0"	"3"	"0"	"805"	"0"	"0"	"805"	"0"
"132"	"115"	"41"	"161"	"15"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"6"	"7"	"4"	"2"	"242"	"0"	"0"	"242"	"0"
"133"	"116"	"80"	"156"	"336"	"16"	"0"	"2"	"1"	"2"	"4"	"2"	"4"	"3"	"5"	"30"	"13"	"22"	"4"	"680"	"0"	"11"	"691"	"0"
"134"	"117"	"470"	"18"	"296"	"4"	"0"	"3"	"5"	"2"	"2"	"0"	"1"	"2"	"6"	"13"	"7"	"7"	"28"	"864"	"0"	"16"	"880"	"0"
"135"	"118"	"5"	"757"	"12"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	"779"	"0"	"2"	"781"	"0"
"136"	"119"	"242"	"145"	"101"	"3"	"1"	"1"	"1"	"0"	"6"	"3"	"3"	"4"	"5"	"7"	"12"	"26"	"20"	"580"	"0"	"36"	"616"	"0"
"137"	"120"	"478"	"9"	"50"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"2"	"6"	"0"	"4"	"5"	"558"	"0"	"2"	"560"	"0"
"138"	"121"	"668"	"45"	"71"	"4"	"2"	"3"	"3"	"2"	"3"	"1"	"7"	"2"	"2"	"11"	"5"	"32"	"14"	"875"	"0"	"7"	"882"	"0"
"139"	"122"	"81"	"30"	"106"	"0"	"2"	"1"	"52"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"278"	"0"	"2"	"280"	"0"
"140"	"123"	"665"	"13"	"40"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"3"	"3"	"14"	"6"	"751"	"0"	"3"	"754"	"0"
"141"	"124"	"215"	"22"	"269"	"12"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"14"	"4"	"6"	"8"	"554"	"0"	"2"	"556"	"0"
"142"	"125"	"13"	"266"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"6"	"1"	"296"	"0"	"2"	"298"	"0"
"143"	"126"	"93"	"245"	"19"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"2"	"8"	"5"	"6"	"1"	"383"	"0"	"5"	"388"	"0"
