"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"25"	"12"	"4"	"132"	"211"	"153"	"7"	"1"	"3"	"8"	"2"	"1"	"8"	"3"	"533"	"0"	"10"	"543"	"0"
"26"	"13"	"7"	"243"	"168"	"116"	"4"	"2"	"2"	"5"	"3"	"3"	"5"	"2"	"560"	"0"	"4"	"564"	"0"
"27"	"13A"	"3"	"188"	"64"	"68"	"2"	"0"	"1"	"2"	"1"	"1"	"5"	"1"	"336"	"0"	"2"	"338"	"0"
"28"	"14"	"4"	"295"	"45"	"37"	"3"	"2"	"0"	"0"	"0"	"2"	"4"	"10"	"402"	"0"	"11"	"413"	"0"
"29"	"14A"	"5"	"234"	"117"	"94"	"2"	"0"	"2"	"0"	"1"	"0"	"0"	"6"	"461"	"0"	"3"	"464"	"0"
"30"	"15"	"7"	"324"	"275"	"227"	"9"	"4"	"6"	"11"	"4"	"8"	"35"	"24"	"934"	"0"	"28"	"962"	"0"
"31"	"16"	"0"	"156"	"413"	"55"	"1"	"0"	"1"	"3"	"0"	"1"	"1"	"2"	"633"	"0"	"1"	"634"	"0"
"32"	"17"	"2"	"125"	"383"	"198"	"5"	"2"	"4"	"6"	"1"	"3"	"4"	"4"	"737"	"0"	"4"	"741"	"0"
"33"	"18"	"7"	"271"	"422"	"111"	"4"	"2"	"3"	"2"	"5"	"3"	"13"	"15"	"858"	"0"	"15"	"873"	"0"
"34"	"19"	"7"	"594"	"246"	"106"	"2"	"3"	"5"	"4"	"5"	"5"	"7"	"10"	"994"	"0"	"23"	"1017"	"0"
"35"	"20"	"9"	"280"	"332"	"183"	"3"	"4"	"4"	"2"	"3"	"2"	"5"	"14"	"841"	"0"	"11"	"852"	"0"
"36"	"21"	"19"	"219"	"466"	"265"	"10"	"3"	"15"	"8"	"3"	"5"	"6"	"8"	"1027"	"0"	"9"	"1036"	"0"
"37"	"22"	"8"	"88"	"291"	"441"	"8"	"2"	"2"	"14"	"3"	"3"	"4"	"1"	"865"	"0"	"12"	"877"	"0"
"38"	"23"	"13"	"297"	"99"	"130"	"6"	"2"	"0"	"3"	"2"	"1"	"1"	"4"	"558"	"0"	"1"	"559"	"0"
"39"	"24"	"23"	"240"	"143"	"219"	"2"	"5"	"1"	"6"	"2"	"0"	"4"	"6"	"651"	"0"	"1"	"652"	"0"
"40"	"25"	"3"	"79"	"237"	"275"	"5"	"1"	"4"	"7"	"4"	"0"	"5"	"8"	"628"	"0"	"18"	"646"	"0"
"41"	"26"	"2"	"61"	"85"	"248"	"6"	"1"	"5"	"6"	"12"	"9"	"10"	"4"	"449"	"0"	"19"	"468"	"0"
"42"	"27"	"12"	"600"	"12"	"88"	"5"	"3"	"1"	"2"	"2"	"3"	"3"	"12"	"743"	"0"	"17"	"760"	"0"
"43"	"28"	"14"	"583"	"24"	"114"	"6"	"1"	"2"	"7"	"3"	"4"	"10"	"20"	"788"	"0"	"26"	"814"	"0"
"44"	"29"	"21"	"542"	"136"	"106"	"5"	"0"	"5"	"7"	"4"	"5"	"9"	"21"	"861"	"0"	"14"	"875"	"0"
"45"	"30"	"13"	"248"	"81"	"283"	"3"	"4"	"2"	"10"	"8"	"15"	"8"	"7"	"682"	"0"	"18"	"700"	"0"
"46"	"31"	"9"	"222"	"84"	"460"	"8"	"2"	"4"	"6"	"2"	"7"	"5"	"6"	"815"	"0"	"16"	"831"	"0"
"47"	"32"	"9"	"386"	"226"	"16"	"2"	"2"	"1"	"2"	"0"	"1"	"5"	"13"	"663"	"0"	"15"	"678"	"0"
"48"	"33"	"18"	"269"	"206"	"160"	"2"	"4"	"1"	"5"	"0"	"1"	"2"	"7"	"675"	"0"	"7"	"682"	"0"
"49"	"34"	"15"	"163"	"334"	"77"	"6"	"4"	"2"	"2"	"4"	"0"	"4"	"5"	"616"	"0"	"15"	"631"	"0"
"50"	"35"	"10"	"46"	"502"	"75"	"10"	"2"	"20"	"3"	"4"	"11"	"10"	"5"	"698"	"0"	"16"	"714"	"0"
"51"	"36"	"8"	"311"	"105"	"210"	"6"	"3"	"6"	"5"	"2"	"3"	"1"	"1"	"661"	"0"	"5"	"666"	"0"
"52"	"37"	"7"	"393"	"127"	"155"	"5"	"0"	"1"	"5"	"0"	"0"	"1"	"3"	"697"	"0"	"12"	"709"	"0"
"53"	"38"	"15"	"471"	"39"	"44"	"0"	"0"	"2"	"2"	"2"	"5"	"4"	"4"	"588"	"0"	"17"	"605"	"0"
"54"	"39"	"24"	"350"	"124"	"160"	"4"	"1"	"4"	"2"	"4"	"1"	"4"	"5"	"683"	"0"	"6"	"689"	"0"
"55"	"39A"	"6"	"313"	"19"	"57"	"1"	"1"	"0"	"2"	"1"	"0"	"3"	"2"	"405"	"0"	"3"	"408"	"0"
"56"	"40"	"20"	"779"	"44"	"187"	"7"	"3"	"1"	"6"	"2"	"1"	"3"	"7"	"1060"	"0"	"20"	"1080"	"0"
"57"	"41"	"13"	"641"	"17"	"120"	"4"	"1"	"1"	"5"	"1"	"2"	"3"	"7"	"815"	"0"	"2"	"817"	"0"
"58"	"42"	"9"	"139"	"51"	"535"	"7"	"2"	"2"	"8"	"1"	"2"	"3"	"2"	"761"	"0"	"8"	"769"	"0"
"59"	"43"	"10"	"177"	"140"	"338"	"12"	"4"	"4"	"8"	"5"	"3"	"6"	"6"	"713"	"0"	"19"	"732"	"0"
"60"	"44"	"20"	"601"	"51"	"41"	"3"	"4"	"0"	"1"	"1"	"2"	"4"	"7"	"735"	"0"	"3"	"738"	"0"
"61"	"45"	"18"	"633"	"13"	"106"	"2"	"1"	"1"	"4"	"2"	"2"	"4"	"9"	"795"	"0"	"9"	"804"	"0"
"62"	"46"	"3"	"231"	"112"	"267"	"13"	"2"	"3"	"9"	"2"	"2"	"3"	"10"	"657"	"0"	"11"	"668"	"0"
"63"	"47"	"11"	"490"	"18"	"108"	"4"	"2"	"2"	"7"	"2"	"7"	"6"	"19"	"676"	"0"	"25"	"701"	"0"
"64"	"48"	"25"	"394"	"16"	"220"	"4"	"1"	"2"	"8"	"0"	"1"	"0"	"5"	"676"	"0"	"1"	"677"	"0"
"65"	"49"	"20"	"272"	"30"	"121"	"6"	"1"	"2"	"5"	"2"	"5"	"6"	"9"	"479"	"0"	"15"	"494"	"0"
"66"	"49A"	"18"	"288"	"34"	"134"	"4"	"4"	"3"	"4"	"2"	"1"	"2"	"5"	"499"	"0"	"6"	"505"	"0"
"67"	"50"	"48"	"571"	"78"	"192"	"4"	"2"	"4"	"5"	"3"	"7"	"10"	"13"	"937"	"0"	"26"	"963"	"0"
"68"	"51"	"6"	"175"	"27"	"412"	"5"	"3"	"2"	"4"	"3"	"1"	"0"	"2"	"640"	"0"	"7"	"647"	"0"
"69"	"52"	"18"	"414"	"31"	"174"	"2"	"1"	"1"	"3"	"2"	"4"	"3"	"8"	"661"	"0"	"5"	"666"	"0"
"70"	"53"	"41"	"440"	"154"	"294"	"10"	"3"	"3"	"4"	"5"	"2"	"2"	"9"	"967"	"0"	"10"	"977"	"0"
"71"	"54"	"3"	"166"	"204"	"67"	"6"	"2"	"8"	"4"	"7"	"4"	"2"	"5"	"478"	"0"	"12"	"490"	"0"
"72"	"55"	"23"	"462"	"28"	"218"	"7"	"4"	"2"	"7"	"3"	"3"	"5"	"11"	"773"	"0"	"11"	"784"	"0"
"73"	"56"	"17"	"367"	"14"	"197"	"10"	"2"	"3"	"2"	"2"	"0"	"2"	"7"	"623"	"0"	"7"	"630"	"0"
"74"	"57"	"13"	"477"	"40"	"321"	"15"	"2"	"5"	"4"	"2"	"11"	"13"	"22"	"925"	"0"	"41"	"966"	"0"
"75"	"58"	"20"	"350"	"29"	"288"	"11"	"9"	"4"	"8"	"2"	"8"	"8"	"15"	"752"	"0"	"19"	"771"	"0"
"76"	"59"	"26"	"492"	"21"	"132"	"3"	"4"	"0"	"5"	"4"	"5"	"17"	"14"	"723"	"0"	"37"	"760"	"0"
"77"	"60"	"22"	"518"	"19"	"146"	"4"	"0"	"5"	"2"	"1"	"3"	"6"	"7"	"733"	"0"	"17"	"750"	"0"
"78"	"61"	"11"	"725"	"53"	"55"	"2"	"0"	"3"	"3"	"2"	"3"	"13"	"13"	"883"	"0"	"39"	"922"	"0"
"79"	"62"	"4"	"202"	"44"	"254"	"5"	"3"	"1"	"13"	"2"	"6"	"6"	"5"	"545"	"0"	"19"	"564"	"0"
"80"	"63"	"9"	"176"	"77"	"520"	"16"	"4"	"5"	"16"	"13"	"7"	"15"	"22"	"880"	"0"	"43"	"923"	"0"
"81"	"64"	"12"	"162"	"37"	"312"	"6"	"4"	"2"	"7"	"4"	"6"	"12"	"14"	"578"	"0"	"36"	"614"	"0"
"82"	"65"	"9"	"180"	"276"	"171"	"4"	"4"	"14"	"8"	"4"	"9"	"13"	"18"	"710"	"0"	"16"	"726"	"0"
"83"	"66"	"52"	"159"	"251"	"215"	"8"	"3"	"10"	"4"	"3"	"2"	"4"	"5"	"716"	"0"	"5"	"721"	"0"
"84"	"67"	"10"	"34"	"81"	"493"	"6"	"4"	"2"	"6"	"1"	"0"	"2"	"8"	"647"	"0"	"5"	"652"	"0"
"85"	"68"	"5"	"254"	"122"	"165"	"5"	"2"	"7"	"4"	"6"	"4"	"12"	"14"	"600"	"0"	"21"	"621"	"0"
"86"	"69"	"5"	"191"	"13"	"118"	"4"	"3"	"0"	"5"	"3"	"2"	"2"	"6"	"352"	"0"	"3"	"355"	"0"
"87"	"70"	"10"	"181"	"147"	"223"	"7"	"3"	"3"	"1"	"2"	"1"	"3"	"7"	"588"	"0"	"7"	"595"	"0"
"88"	"71"	"8"	"256"	"58"	"253"	"6"	"3"	"2"	"6"	"3"	"3"	"9"	"20"	"627"	"0"	"14"	"641"	"0"
"89"	"72"	"9"	"439"	"50"	"122"	"7"	"1"	"1"	"8"	"2"	"7"	"11"	"12"	"669"	"0"	"30"	"699"	"0"
"90"	"73"	"3"	"359"	"15"	"144"	"5"	"0"	"2"	"1"	"1"	"4"	"3"	"7"	"544"	"0"	"25"	"569"	"0"
"91"	"74"	"18"	"143"	"139"	"379"	"16"	"3"	"3"	"8"	"7"	"4"	"7"	"10"	"737"	"0"	"23"	"760"	"0"
"92"	"75"	"11"	"209"	"191"	"213"	"3"	"1"	"3"	"5"	"1"	"1"	"5"	"6"	"649"	"0"	"2"	"651"	"0"
"93"	"76"	"6"	"94"	"200"	"155"	"7"	"2"	"5"	"5"	"4"	"5"	"6"	"7"	"496"	"0"	"16"	"512"	"0"
"94"	"77"	"23"	"647"	"50"	"86"	"3"	"5"	"7"	"7"	"5"	"6"	"13"	"27"	"879"	"0"	"28"	"907"	"0"
"95"	"78"	"5"	"23"	"243"	"178"	"9"	"2"	"4"	"10"	"2"	"0"	"6"	"3"	"485"	"0"	"12"	"497"	"0"
"96"	"79"	"1"	"50"	"176"	"195"	"3"	"1"	"2"	"5"	"3"	"2"	"2"	"4"	"444"	"0"	"6"	"450"	"0"
"97"	"80"	"39"	"530"	"60"	"245"	"4"	"7"	"2"	"10"	"3"	"8"	"2"	"8"	"918"	"0"	"20"	"938"	"0"
"98"	"81"	"8"	"91"	"67"	"501"	"12"	"3"	"6"	"19"	"9"	"5"	"12"	"11"	"744"	"0"	"25"	"769"	"0"
"99"	"82"	"10"	"26"	"269"	"333"	"6"	"4"	"8"	"13"	"5"	"1"	"10"	"7"	"692"	"0"	"4"	"696"	"0"
"100"	"83"	"1"	"6"	"95"	"257"	"5"	"5"	"5"	"6"	"4"	"5"	"2"	"8"	"399"	"0"	"20"	"419"	"0"
"101"	"84"	"7"	"327"	"158"	"268"	"9"	"3"	"5"	"9"	"5"	"1"	"6"	"6"	"804"	"0"	"27"	"831"	"0"
"102"	"85"	"5"	"186"	"36"	"276"	"6"	"1"	"1"	"8"	"5"	"6"	"10"	"7"	"547"	"0"	"25"	"572"	"0"
"103"	"86"	"6"	"321"	"17"	"83"	"0"	"1"	"0"	"1"	"0"	"2"	"2"	"4"	"437"	"0"	"11"	"448"	"0"
"104"	"87"	"15"	"155"	"49"	"199"	"2"	"3"	"3"	"6"	"3"	"2"	"4"	"13"	"454"	"0"	"18"	"472"	"0"
"105"	"88"	"15"	"374"	"58"	"54"	"1"	"1"	"2"	"0"	"1"	"1"	"6"	"5"	"518"	"0"	"13"	"531"	"0"
"106"	"89"	"34"	"41"	"219"	"599"	"15"	"6"	"8"	"19"	"2"	"5"	"4"	"2"	"954"	"0"	"8"	"962"	"0"
"107"	"90"	"16"	"50"	"267"	"431"	"10"	"4"	"0"	"5"	"3"	"2"	"4"	"1"	"793"	"0"	"3"	"796"	"0"
"108"	"91"	"26"	"503"	"191"	"301"	"8"	"6"	"4"	"8"	"6"	"6"	"12"	"16"	"1087"	"0"	"12"	"1099"	"0"
"109"	"92"	"23"	"400"	"99"	"236"	"10"	"2"	"7"	"3"	"2"	"2"	"8"	"6"	"798"	"0"	"7"	"805"	"0"
"110"	"93"	"5"	"149"	"74"	"332"	"5"	"0"	"1"	"0"	"2"	"1"	"5"	"4"	"578"	"0"	"11"	"589"	"0"
"111"	"94"	"16"	"308"	"33"	"199"	"4"	"0"	"3"	"3"	"1"	"3"	"0"	"2"	"572"	"0"	"4"	"576"	"0"
"112"	"95"	"11"	"221"	"148"	"266"	"2"	"3"	"1"	"5"	"1"	"1"	"6"	"10"	"675"	"0"	"11"	"686"	"0"
"113"	"96"	"25"	"387"	"130"	"153"	"2"	"2"	"3"	"11"	"1"	"6"	"9"	"6"	"735"	"0"	"5"	"740"	"0"
"114"	"97"	"5"	"57"	"333"	"96"	"1"	"2"	"2"	"7"	"1"	"1"	"8"	"4"	"517"	"0"	"7"	"524"	"0"
"115"	"98"	"10"	"209"	"278"	"274"	"15"	"1"	"11"	"10"	"10"	"6"	"13"	"21"	"858"	"0"	"39"	"897"	"0"
"116"	"99"	"11"	"212"	"311"	"192"	"9"	"2"	"3"	"5"	"1"	"4"	"5"	"5"	"760"	"0"	"8"	"768"	"0"
"117"	"100"	"5"	"84"	"584"	"268"	"19"	"3"	"17"	"11"	"5"	"5"	"19"	"12"	"1032"	"0"	"34"	"1066"	"0"
"118"	"101"	"11"	"71"	"199"	"561"	"21"	"0"	"4"	"11"	"6"	"5"	"9"	"13"	"911"	"0"	"38"	"949"	"0"
"119"	"102"	"22"	"156"	"97"	"310"	"10"	"5"	"5"	"2"	"2"	"3"	"5"	"3"	"620"	"0"	"13"	"633"	"0"
"120"	"103"	"10"	"68"	"112"	"438"	"18"	"7"	"5"	"7"	"2"	"3"	"4"	"4"	"678"	"0"	"22"	"700"	"0"
"121"	"104"	"7"	"164"	"197"	"265"	"4"	"1"	"5"	"12"	"3"	"2"	"1"	"3"	"664"	"0"	"10"	"674"	"0"
"122"	"105"	"6"	"161"	"85"	"151"	"2"	"0"	"1"	"1"	"2"	"0"	"2"	"4"	"415"	"0"	"7"	"422"	"0"
"123"	"106"	"6"	"104"	"83"	"303"	"13"	"4"	"3"	"2"	"5"	"2"	"9"	"2"	"536"	"0"	"17"	"553"	"0"
"124"	"107"	"15"	"97"	"131"	"462"	"5"	"2"	"3"	"10"	"1"	"3"	"3"	"3"	"735"	"0"	"5"	"740"	"0"
"125"	"108"	"15"	"60"	"119"	"222"	"5"	"3"	"2"	"2"	"2"	"1"	"0"	"3"	"434"	"0"	"0"	"434"	"0"
"126"	"109"	"15"	"87"	"320"	"387"	"5"	"4"	"3"	"2"	"3"	"2"	"6"	"8"	"842"	"0"	"4"	"846"	"0"
"127"	"110"	"11"	"111"	"155"	"104"	"3"	"2"	"0"	"3"	"0"	"0"	"5"	"3"	"397"	"0"	"5"	"402"	"0"
"128"	"111"	"1"	"20"	"81"	"67"	"0"	"1"	"0"	"3"	"0"	"0"	"0"	"1"	"174"	"0"	"5"	"179"	"0"
"129"	"112"	"6"	"143"	"376"	"299"	"6"	"5"	"1"	"11"	"2"	"5"	"5"	"4"	"863"	"0"	"12"	"875"	"0"
"130"	"113"	"2"	"105"	"347"	"131"	"1"	"1"	"0"	"0"	"0"	"2"	"0"	"4"	"593"	"0"	"6"	"599"	"0"
"131"	"114"	"6"	"95"	"458"	"152"	"3"	"1"	"0"	"1"	"0"	"0"	"4"	"1"	"721"	"0"	"5"	"726"	"0"
"132"	"115"	"1"	"81"	"440"	"220"	"6"	"1"	"5"	"6"	"2"	"0"	"3"	"3"	"768"	"0"	"9"	"777"	"0"
"133"	"116"	"2"	"24"	"90"	"369"	"6"	"3"	"1"	"5"	"1"	"4"	"4"	"2"	"511"	"0"	"4"	"515"	"0"
"134"	"117"	"15"	"585"	"28"	"57"	"0"	"0"	"1"	"2"	"0"	"2"	"4"	"3"	"697"	"0"	"4"	"701"	"0"
"135"	"117A"	"9"	"395"	"8"	"11"	"0"	"1"	"0"	"1"	"1"	"0"	"2"	"5"	"433"	"0"	"3"	"436"	"0"
"136"	"118"	"10"	"295"	"252"	"229"	"10"	"1"	"7"	"5"	"7"	"7"	"16"	"8"	"847"	"0"	"12"	"859"	"0"
"137"	"119"	"5"	"242"	"199"	"65"	"3"	"0"	"2"	"3"	"0"	"1"	"3"	"1"	"524"	"0"	"4"	"528"	"0"
"138"	"120"	"14"	"520"	"16"	"37"	"3"	"2"	"3"	"2"	"1"	"1"	"3"	"7"	"609"	"0"	"6"	"615"	"0"
"139"	"121"	"4"	"212"	"76"	"101"	"5"	"4"	"3"	"0"	"1"	"4"	"0"	"5"	"415"	"0"	"24"	"439"	"0"
"140"	"122"	"15"	"317"	"171"	"49"	"3"	"1"	"0"	"7"	"1"	"3"	"9"	"7"	"583"	"0"	"22"	"605"	"0"
"141"	"123"	"10"	"207"	"203"	"147"	"4"	"5"	"5"	"5"	"1"	"5"	"9"	"9"	"610"	"0"	"16"	"626"	"0"
"142"	"124"	"6"	"392"	"49"	"182"	"4"	"2"	"2"	"4"	"2"	"2"	"3"	"5"	"653"	"0"	"17"	"670"	"0"
"143"	"125"	"16"	"177"	"83"	"221"	"5"	"1"	"5"	"4"	"3"	"4"	"7"	"7"	"533"	"0"	"14"	"547"	"0"
"144"	"126"	"2"	"69"	"87"	"284"	"7"	"2"	"3"	"5"	"2"	"4"	"4"	"3"	"472"	"0"	"19"	"491"	"0"
"145"	"127"	"19"	"563"	"83"	"21"	"2"	"0"	"3"	"3"	"0"	"0"	"7"	"6"	"707"	"0"	"17"	"724"	"0"
"146"	"128"	"4"	"350"	"85"	"195"	"2"	"0"	"2"	"0"	"1"	"3"	"4"	"5"	"651"	"0"	"17"	"668"	"0"
"147"	"129"	"13"	"288"	"179"	"332"	"9"	"3"	"3"	"10"	"11"	"21"	"7"	"14"	"890"	"0"	"36"	"926"	"0"
"148"	"130"	"7"	"113"	"278"	"301"	"12"	"1"	"11"	"16"	"3"	"5"	"9"	"9"	"765"	"0"	"34"	"799"	"0"
"149"	"131"	"1"	"98"	"405"	"173"	"7"	"0"	"2"	"11"	"3"	"1"	"10"	"5"	"716"	"0"	"17"	"733"	"0"
"150"	"132"	"13"	"149"	"371"	"160"	"8"	"6"	"4"	"4"	"6"	"5"	"6"	"10"	"742"	"0"	"32"	"774"	"0"
"151"	"133"	"11"	"269"	"134"	"143"	"11"	"1"	"6"	"2"	"4"	"5"	"2"	"5"	"593"	"0"	"22"	"615"	"0"
"152"	"134"	"11"	"195"	"214"	"348"	"9"	"5"	"4"	"8"	"7"	"4"	"5"	"9"	"819"	"0"	"27"	"846"	"0"
"153"	"135"	"10"	"297"	"61"	"121"	"4"	"0"	"5"	"5"	"4"	"1"	"4"	"11"	"523"	"0"	"31"	"554"	"0"
"154"	"136"	"3"	"118"	"134"	"242"	"7"	"1"	"3"	"5"	"4"	"0"	"7"	"6"	"530"	"0"	"13"	"543"	"0"
"155"	"137"	"11"	"525"	"259"	"100"	"9"	"3"	"14"	"11"	"1"	"13"	"20"	"27"	"993"	"0"	"77"	"1070"	"0"
"156"	"138"	"10"	"103"	"81"	"270"	"14"	"1"	"5"	"9"	"5"	"4"	"8"	"17"	"527"	"0"	"24"	"551"	"0"
"157"	"139"	"7"	"213"	"238"	"297"	"7"	"1"	"5"	"6"	"6"	"3"	"6"	"5"	"794"	"0"	"20"	"814"	"0"
"158"	"140"	"8"	"77"	"280"	"146"	"7"	"0"	"7"	"7"	"5"	"5"	"4"	"5"	"551"	"0"	"26"	"577"	"0"
"159"	"141"	"14"	"66"	"226"	"418"	"12"	"5"	"8"	"11"	"1"	"0"	"1"	"3"	"765"	"0"	"6"	"771"	"0"
"160"	"142"	"10"	"464"	"26"	"104"	"7"	"1"	"2"	"1"	"1"	"1"	"5"	"4"	"626"	"0"	"3"	"629"	"0"
"161"	"143"	"3"	"230"	"28"	"251"	"7"	"1"	"2"	"1"	"3"	"2"	"4"	"4"	"536"	"0"	"3"	"539"	"0"
"162"	"144"	"14"	"579"	"28"	"95"	"5"	"1"	"2"	"5"	"2"	"2"	"9"	"24"	"766"	"0"	"30"	"796"	"0"
"163"	"145"	"8"	"473"	"40"	"54"	"1"	"0"	"2"	"2"	"0"	"0"	"3"	"9"	"592"	"0"	"13"	"605"	"0"
"164"	"146"	"21"	"144"	"182"	"182"	"9"	"6"	"7"	"4"	"3"	"3"	"4"	"2"	"567"	"0"	"4"	"571"	"0"
"165"	"147"	"17"	"287"	"60"	"148"	"3"	"1"	"1"	"0"	"3"	"2"	"2"	"9"	"533"	"0"	"18"	"551"	"0"
"166"	"148"	"20"	"368"	"116"	"247"	"3"	"0"	"4"	"6"	"2"	"2"	"5"	"10"	"783"	"0"	"6"	"789"	"0"
"167"	"149"	"12"	"75"	"287"	"211"	"6"	"0"	"3"	"4"	"2"	"2"	"1"	"2"	"605"	"0"	"3"	"608"	"0"
"168"	"150"	"19"	"222"	"43"	"444"	"9"	"6"	"4"	"10"	"6"	"8"	"8"	"7"	"786"	"0"	"32"	"818"	"0"
"169"	"151"	"15"	"94"	"104"	"473"	"24"	"6"	"9"	"11"	"4"	"11"	"5"	"7"	"763"	"0"	"29"	"792"	"0"
"170"	"152"	"23"	"328"	"90"	"337"	"8"	"0"	"7"	"5"	"5"	"6"	"11"	"24"	"844"	"0"	"26"	"870"	"0"
"171"	"153"	"8"	"675"	"95"	"126"	"5"	"4"	"2"	"5"	"2"	"3"	"14"	"21"	"960"	"0"	"36"	"996"	"0"
"172"	"154"	"25"	"507"	"51"	"231"	"7"	"4"	"2"	"7"	"5"	"5"	"11"	"15"	"870"	"0"	"20"	"890"	"0"
"173"	"155"	"29"	"562"	"79"	"203"	"8"	"2"	"6"	"7"	"2"	"7"	"19"	"20"	"944"	"0"	"15"	"959"	"0"
"174"	"156"	"40"	"336"	"117"	"256"	"19"	"4"	"6"	"6"	"0"	"2"	"4"	"10"	"800"	"0"	"11"	"811"	"0"
"175"	"157"	"8"	"346"	"27"	"322"	"6"	"2"	"4"	"7"	"2"	"0"	"10"	"14"	"748"	"0"	"19"	"767"	"0"
"176"	"158"	"3"	"34"	"34"	"234"	"5"	"0"	"1"	"4"	"1"	"0"	"1"	"3"	"320"	"0"	"4"	"324"	"0"
"177"	"159"	"9"	"477"	"15"	"89"	"2"	"0"	"2"	"3"	"0"	"0"	"4"	"7"	"608"	"0"	"3"	"611"	"0"
"178"	"160"	"6"	"84"	"77"	"218"	"7"	"2"	"5"	"9"	"3"	"5"	"1"	"2"	"419"	"0"	"11"	"430"	"0"
"179"	"161"	"17"	"94"	"25"	"271"	"3"	"0"	"3"	"2"	"2"	"1"	"1"	"3"	"422"	"0"	"6"	"428"	"0"
"180"	"162"	"7"	"181"	"47"	"252"	"14"	"2"	"3"	"7"	"5"	"3"	"8"	"10"	"539"	"0"	"27"	"566"	"0"
"181"	"163"	"9"	"258"	"38"	"182"	"6"	"2"	"2"	"8"	"2"	"4"	"1"	"1"	"513"	"0"	"4"	"517"	"0"
