"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"21"	"9"	"205"	"262"	"9"	"28"	"4"	"4"	"3"	"5"	"0"	"2"	"3"	"2"	"1"	"2"	"7"	"537"	"0"	"8"	"545"	"0"
"22"	"10"	"156"	"301"	"21"	"44"	"3"	"15"	"4"	"10"	"2"	"1"	"0"	"4"	"4"	"1"	"5"	"571"	"0"	"5"	"576"	"0"
"23"	"11"	"12"	"482"	"1"	"29"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"527"	"0"	"0"	"527"	"0"
"24"	"12"	"261"	"131"	"9"	"52"	"13"	"16"	"1"	"5"	"0"	"1"	"0"	"2"	"5"	"2"	"6"	"504"	"0"	"9"	"513"	"0"
"25"	"13"	"68"	"283"	"5"	"70"	"5"	"7"	"2"	"6"	"0"	"1"	"0"	"1"	"3"	"1"	"4"	"456"	"0"	"5"	"461"	"0"
"26"	"14"	"195"	"144"	"4"	"45"	"1"	"13"	"1"	"3"	"0"	"0"	"0"	"3"	"6"	"5"	"18"	"438"	"0"	"19"	"457"	"0"
"27"	"15"	"206"	"180"	"5"	"52"	"1"	"11"	"0"	"2"	"0"	"2"	"0"	"0"	"1"	"1"	"7"	"468"	"0"	"9"	"477"	"0"
"28"	"16"	"513"	"71"	"2"	"2"	"5"	"2"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"8"	"608"	"0"	"8"	"616"	"0"
"29"	"17"	"496"	"28"	"2"	"14"	"1"	"4"	"1"	"2"	"0"	"1"	"0"	"1"	"4"	"4"	"9"	"567"	"0"	"19"	"586"	"0"
"30"	"18"	"413"	"239"	"11"	"105"	"6"	"38"	"3"	"18"	"4"	"3"	"3"	"6"	"15"	"6"	"16"	"886"	"0"	"19"	"905"	"0"
"31"	"19"	"168"	"258"	"18"	"99"	"3"	"22"	"1"	"19"	"3"	"4"	"4"	"4"	"14"	"14"	"16"	"647"	"0"	"36"	"683"	"0"
"32"	"20"	"150"	"156"	"7"	"164"	"6"	"34"	"5"	"2"	"1"	"4"	"1"	"0"	"16"	"2"	"7"	"555"	"0"	"12"	"567"	"0"
"33"	"21"	"77"	"257"	"4"	"17"	"1"	"3"	"2"	"2"	"0"	"0"	"1"	"1"	"3"	"2"	"22"	"392"	"0"	"8"	"400"	"0"
"34"	"21A"	"157"	"198"	"8"	"13"	"4"	"9"	"4"	"4"	"2"	"1"	"3"	"1"	"2"	"0"	"7"	"413"	"0"	"5"	"418"	"0"
"35"	"22"	"96"	"197"	"13"	"72"	"8"	"11"	"1"	"9"	"4"	"1"	"1"	"3"	"1"	"3"	"11"	"431"	"0"	"1"	"432"	"0"
"36"	"23"	"71"	"246"	"2"	"33"	"3"	"3"	"2"	"3"	"2"	"0"	"2"	"1"	"5"	"4"	"8"	"385"	"0"	"8"	"393"	"0"
"37"	"24"	"103"	"399"	"7"	"27"	"1"	"4"	"6"	"12"	"0"	"0"	"1"	"1"	"1"	"3"	"3"	"568"	"0"	"5"	"573"	"0"
"38"	"25"	"344"	"111"	"5"	"125"	"15"	"48"	"3"	"4"	"6"	"2"	"5"	"12"	"31"	"7"	"34"	"752"	"0"	"54"	"806"	"0"
"39"	"26"	"70"	"266"	"15"	"113"	"6"	"49"	"5"	"5"	"2"	"4"	"4"	"4"	"19"	"12"	"15"	"589"	"0"	"11"	"600"	"0"
"40"	"27"	"137"	"80"	"4"	"190"	"9"	"23"	"3"	"5"	"2"	"1"	"1"	"3"	"10"	"5"	"9"	"482"	"0"	"7"	"489"	"0"
"41"	"28"	"22"	"426"	"7"	"11"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"21"	"492"	"0"	"6"	"498"	"0"
"42"	"29"	"182"	"55"	"6"	"313"	"8"	"24"	"3"	"5"	"2"	"1"	"1"	"4"	"10"	"3"	"0"	"617"	"0"	"8"	"625"	"0"
"43"	"30"	"136"	"325"	"6"	"95"	"5"	"21"	"4"	"4"	"2"	"2"	"1"	"7"	"3"	"7"	"15"	"633"	"0"	"13"	"646"	"0"
"44"	"31"	"467"	"7"	"2"	"47"	"0"	"5"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"9"	"541"	"0"	"11"	"552"	"0"
"45"	"32"	"621"	"3"	"0"	"34"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"2"	"1"	"2"	"666"	"0"	"3"	"669"	"0"
"46"	"33"	"170"	"80"	"8"	"284"	"13"	"58"	"6"	"15"	"7"	"4"	"4"	"5"	"22"	"8"	"13"	"697"	"0"	"22"	"719"	"0"
"47"	"34"	"147"	"211"	"8"	"244"	"10"	"42"	"0"	"9"	"1"	"1"	"4"	"6"	"11"	"4"	"7"	"705"	"0"	"11"	"716"	"0"
"48"	"35"	"74"	"138"	"4"	"157"	"6"	"21"	"0"	"2"	"2"	"0"	"2"	"3"	"8"	"4"	"7"	"428"	"0"	"6"	"434"	"0"
"49"	"36"	"42"	"128"	"4"	"139"	"5"	"26"	"2"	"4"	"1"	"3"	"2"	"1"	"9"	"1"	"4"	"371"	"0"	"5"	"376"	"0"
"50"	"37"	"160"	"350"	"13"	"149"	"11"	"25"	"4"	"6"	"5"	"1"	"0"	"2"	"5"	"1"	"10"	"742"	"0"	"11"	"753"	"0"
"51"	"38"	"284"	"84"	"3"	"183"	"15"	"41"	"5"	"3"	"9"	"3"	"7"	"11"	"20"	"12"	"11"	"691"	"0"	"17"	"708"	"0"
"52"	"39"	"152"	"105"	"4"	"48"	"6"	"21"	"3"	"6"	"4"	"3"	"3"	"1"	"12"	"5"	"13"	"386"	"0"	"25"	"411"	"0"
"53"	"40"	"363"	"49"	"2"	"238"	"11"	"46"	"3"	"5"	"2"	"3"	"3"	"3"	"13"	"5"	"7"	"753"	"0"	"30"	"783"	"0"
"54"	"41"	"112"	"33"	"3"	"464"	"12"	"38"	"4"	"10"	"3"	"1"	"1"	"1"	"9"	"1"	"1"	"693"	"0"	"4"	"697"	"0"
"55"	"42"	"74"	"286"	"7"	"192"	"9"	"24"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"0"	"7"	"611"	"0"	"5"	"616"	"0"
"56"	"43"	"37"	"71"	"7"	"236"	"10"	"42"	"5"	"3"	"5"	"4"	"5"	"4"	"25"	"13"	"2"	"469"	"0"	"12"	"481"	"0"
"57"	"44"	"21"	"111"	"4"	"161"	"67"	"35"	"2"	"18"	"5"	"2"	"3"	"5"	"12"	"5"	"7"	"458"	"0"	"5"	"463"	"0"
"58"	"45"	"40"	"59"	"7"	"258"	"17"	"64"	"5"	"12"	"0"	"2"	"2"	"3"	"9"	"1"	"2"	"481"	"0"	"5"	"486"	"0"
"59"	"46"	"298"	"287"	"10"	"119"	"7"	"33"	"5"	"3"	"3"	"2"	"1"	"1"	"2"	"2"	"9"	"782"	"0"	"12"	"794"	"0"
"60"	"47"	"131"	"291"	"10"	"215"	"9"	"42"	"4"	"11"	"6"	"2"	"4"	"4"	"21"	"7"	"17"	"774"	"0"	"40"	"814"	"0"
"61"	"48"	"151"	"255"	"2"	"174"	"5"	"14"	"1"	"3"	"1"	"2"	"1"	"0"	"2"	"3"	"3"	"617"	"0"	"3"	"620"	"0"
"62"	"49"	"128"	"232"	"3"	"158"	"6"	"23"	"2"	"7"	"2"	"1"	"2"	"7"	"11"	"3"	"10"	"595"	"0"	"24"	"619"	"0"
"63"	"50"	"124"	"365"	"13"	"84"	"8"	"25"	"1"	"13"	"3"	"5"	"8"	"5"	"7"	"8"	"20"	"689"	"0"	"9"	"698"	"0"
"64"	"51"	"642"	"5"	"2"	"76"	"3"	"6"	"0"	"2"	"2"	"0"	"0"	"1"	"2"	"0"	"6"	"747"	"0"	"3"	"750"	"0"
"65"	"52"	"451"	"36"	"3"	"44"	"0"	"10"	"1"	"3"	"2"	"1"	"0"	"2"	"1"	"0"	"7"	"561"	"0"	"5"	"566"	"0"
"66"	"53"	"107"	"203"	"6"	"51"	"6"	"18"	"6"	"16"	"1"	"6"	"2"	"8"	"6"	"7"	"11"	"454"	"0"	"11"	"465"	"0"
"67"	"54"	"105"	"185"	"6"	"42"	"10"	"16"	"1"	"1"	"0"	"3"	"0"	"0"	"2"	"0"	"1"	"372"	"0"	"8"	"380"	"0"
"68"	"55"	"157"	"178"	"1"	"68"	"2"	"13"	"0"	"7"	"2"	"1"	"1"	"0"	"0"	"0"	"8"	"438"	"0"	"10"	"448"	"0"
"69"	"56"	"214"	"221"	"16"	"260"	"6"	"40"	"4"	"7"	"5"	"2"	"4"	"4"	"24"	"8"	"18"	"833"	"0"	"41"	"874"	"0"
"70"	"57"	"15"	"197"	"0"	"81"	"0"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"297"	"0"	"1"	"298"	"0"
"71"	"58"	"9"	"169"	"0"	"88"	"2"	"10"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"283"	"0"	"0"	"283"	"0"
"72"	"59"	"395"	"161"	"25"	"223"	"16"	"42"	"5"	"5"	"7"	"9"	"2"	"6"	"12"	"4"	"11"	"923"	"0"	"21"	"944"	"0"
"73"	"60"	"112"	"234"	"5"	"64"	"9"	"24"	"2"	"3"	"0"	"4"	"4"	"1"	"10"	"4"	"13"	"489"	"0"	"12"	"501"	"0"
"74"	"61"	"151"	"276"	"7"	"94"	"8"	"23"	"5"	"5"	"1"	"1"	"6"	"7"	"12"	"9"	"16"	"621"	"0"	"19"	"640"	"0"
"75"	"62"	"169"	"221"	"5"	"82"	"6"	"18"	"1"	"3"	"0"	"1"	"1"	"3"	"6"	"3"	"5"	"524"	"0"	"8"	"532"	"0"
"76"	"63"	"167"	"346"	"12"	"118"	"12"	"34"	"4"	"6"	"1"	"2"	"1"	"2"	"3"	"2"	"7"	"717"	"0"	"4"	"721"	"0"
"77"	"64"	"294"	"201"	"6"	"48"	"5"	"23"	"3"	"7"	"4"	"9"	"8"	"6"	"4"	"10"	"24"	"652"	"0"	"29"	"681"	"0"
"78"	"65"	"182"	"111"	"4"	"168"	"7"	"29"	"2"	"5"	"1"	"1"	"3"	"3"	"5"	"3"	"10"	"534"	"0"	"11"	"545"	"0"
"79"	"66"	"263"	"186"	"6"	"28"	"1"	"2"	"1"	"4"	"2"	"3"	"0"	"2"	"0"	"4"	"2"	"504"	"0"	"4"	"508"	"0"
"80"	"67"	"333"	"383"	"18"	"84"	"3"	"7"	"1"	"3"	"0"	"1"	"2"	"0"	"1"	"4"	"9"	"849"	"0"	"4"	"853"	"0"
"81"	"68"	"91"	"711"	"22"	"29"	"3"	"13"	"1"	"3"	"5"	"4"	"9"	"6"	"14"	"12"	"47"	"970"	"0"	"17"	"987"	"0"
"82"	"69"	"504"	"14"	"1"	"57"	"0"	"8"	"1"	"1"	"2"	"0"	"0"	"1"	"0"	"2"	"7"	"598"	"0"	"12"	"610"	"0"
"83"	"70"	"128"	"537"	"16"	"23"	"2"	"4"	"4"	"3"	"3"	"2"	"4"	"2"	"8"	"15"	"46"	"797"	"0"	"22"	"819"	"0"
"84"	"71"	"449"	"13"	"1"	"34"	"1"	"2"	"0"	"2"	"0"	"0"	"1"	"2"	"2"	"5"	"7"	"519"	"0"	"14"	"533"	"0"
"85"	"72"	"33"	"237"	"7"	"4"	"0"	"1"	"1"	"1"	"2"	"2"	"2"	"6"	"1"	"16"	"17"	"330"	"0"	"8"	"338"	"0"
"86"	"73"	"403"	"25"	"1"	"25"	"2"	"17"	"0"	"3"	"4"	"2"	"1"	"2"	"0"	"1"	"13"	"499"	"0"	"18"	"517"	"0"
"87"	"74"	"302"	"255"	"13"	"14"	"1"	"3"	"1"	"2"	"0"	"4"	"4"	"4"	"5"	"6"	"20"	"634"	"0"	"17"	"651"	"0"
"88"	"75"	"634"	"38"	"4"	"25"	"1"	"6"	"0"	"6"	"2"	"1"	"0"	"3"	"0"	"4"	"13"	"737"	"0"	"33"	"770"	"0"
"89"	"76"	"548"	"124"	"6"	"4"	"0"	"2"	"2"	"3"	"1"	"1"	"0"	"2"	"0"	"4"	"5"	"702"	"0"	"27"	"729"	"0"
"90"	"77"	"281"	"188"	"11"	"18"	"0"	"7"	"1"	"2"	"1"	"4"	"0"	"6"	"2"	"4"	"13"	"538"	"0"	"8"	"546"	"0"
"91"	"78"	"373"	"88"	"1"	"6"	"0"	"3"	"0"	"1"	"3"	"0"	"1"	"0"	"0"	"0"	"4"	"480"	"0"	"10"	"490"	"0"
"92"	"79"	"553"	"220"	"10"	"26"	"7"	"6"	"0"	"3"	"2"	"2"	"2"	"6"	"3"	"5"	"14"	"859"	"0"	"34"	"893"	"0"
"93"	"80"	"226"	"60"	"4"	"13"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"3"	"1"	"5"	"9"	"325"	"0"	"11"	"336"	"0"
"94"	"81"	"723"	"38"	"3"	"9"	"1"	"4"	"1"	"1"	"1"	"1"	"2"	"0"	"1"	"1"	"12"	"798"	"0"	"20"	"818"	"0"
"95"	"82"	"352"	"61"	"6"	"71"	"4"	"16"	"6"	"5"	"3"	"2"	"1"	"2"	"9"	"4"	"8"	"550"	"0"	"28"	"578"	"0"
"96"	"82A"	"403"	"124"	"12"	"50"	"4"	"11"	"5"	"3"	"1"	"0"	"0"	"0"	"2"	"0"	"1"	"616"	"0"	"5"	"621"	"0"
"97"	"83"	"28"	"299"	"4"	"47"	"4"	"22"	"0"	"3"	"0"	"0"	"4"	"1"	"7"	"2"	"15"	"436"	"0"	"6"	"442"	"0"
"98"	"84"	"83"	"337"	"15"	"32"	"1"	"11"	"3"	"9"	"2"	"4"	"6"	"8"	"15"	"20"	"32"	"578"	"0"	"34"	"612"	"0"
"99"	"85"	"399"	"204"	"9"	"35"	"3"	"15"	"2"	"4"	"2"	"5"	"2"	"2"	"0"	"3"	"1"	"686"	"0"	"9"	"695"	"0"
"100"	"86"	"229"	"93"	"3"	"16"	"2"	"9"	"2"	"6"	"2"	"1"	"2"	"4"	"2"	"3"	"17"	"391"	"0"	"24"	"415"	"0"
"101"	"87"	"64"	"227"	"0"	"39"	"5"	"29"	"2"	"4"	"0"	"0"	"2"	"5"	"8"	"6"	"7"	"398"	"0"	"12"	"410"	"0"
"102"	"88"	"15"	"133"	"3"	"129"	"20"	"62"	"7"	"4"	"4"	"4"	"4"	"7"	"18"	"8"	"8"	"426"	"0"	"26"	"452"	"0"
"103"	"89"	"268"	"119"	"7"	"181"	"1"	"32"	"4"	"7"	"3"	"1"	"1"	"3"	"4"	"1"	"13"	"645"	"0"	"26"	"671"	"0"
"104"	"90"	"246"	"130"	"4"	"55"	"24"	"23"	"1"	"5"	"1"	"2"	"3"	"5"	"10"	"11"	"28"	"548"	"0"	"30"	"578"	"0"
"105"	"91"	"188"	"345"	"14"	"76"	"5"	"34"	"3"	"8"	"2"	"3"	"8"	"6"	"11"	"14"	"29"	"746"	"0"	"36"	"782"	"0"
"106"	"92"	"162"	"220"	"5"	"31"	"2"	"7"	"2"	"0"	"1"	"2"	"0"	"1"	"7"	"5"	"12"	"457"	"0"	"17"	"474"	"0"
"107"	"93"	"157"	"204"	"4"	"111"	"7"	"18"	"2"	"1"	"2"	"0"	"0"	"4"	"2"	"0"	"1"	"513"	"0"	"1"	"514"	"0"
"108"	"94"	"64"	"296"	"6"	"136"	"5"	"26"	"1"	"4"	"0"	"4"	"2"	"4"	"6"	"4"	"17"	"575"	"0"	"16"	"591"	"0"
"109"	"95"	"86"	"265"	"2"	"17"	"1"	"2"	"0"	"0"	"0"	"1"	"12"	"1"	"1"	"1"	"10"	"399"	"0"	"10"	"409"	"0"
"110"	"96"	"241"	"214"	"3"	"21"	"11"	"21"	"0"	"3"	"2"	"3"	"77"	"3"	"8"	"2"	"15"	"624"	"0"	"24"	"648"	"0"
"111"	"97"	"329"	"177"	"11"	"20"	"10"	"6"	"5"	"6"	"1"	"3"	"37"	"2"	"3"	"6"	"7"	"623"	"0"	"5"	"628"	"0"
"112"	"98"	"342"	"74"	"2"	"5"	"10"	"8"	"1"	"1"	"2"	"3"	"63"	"4"	"10"	"4"	"12"	"541"	"0"	"37"	"578"	"0"
"113"	"99"	"28"	"443"	"4"	"63"	"6"	"12"	"0"	"6"	"2"	"1"	"10"	"0"	"2"	"1"	"2"	"580"	"0"	"1"	"581"	"0"
"114"	"100"	"69"	"440"	"16"	"111"	"15"	"36"	"1"	"3"	"4"	"2"	"25"	"2"	"11"	"5"	"6"	"746"	"0"	"6"	"752"	"0"
"115"	"101"	"116"	"270"	"14"	"79"	"1"	"25"	"4"	"7"	"0"	"4"	"27"	"3"	"8"	"7"	"13"	"578"	"0"	"9"	"587"	"0"
"116"	"102"	"70"	"446"	"22"	"47"	"4"	"18"	"3"	"10"	"2"	"4"	"42"	"10"	"8"	"9"	"22"	"717"	"0"	"17"	"734"	"0"
"117"	"103"	"416"	"268"	"27"	"42"	"13"	"23"	"5"	"7"	"4"	"5"	"2"	"2"	"5"	"6"	"12"	"837"	"0"	"9"	"846"	"0"
"118"	"104"	"89"	"290"	"8"	"22"	"1"	"7"	"0"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"9"	"437"	"0"	"9"	"446"	"0"
"119"	"105"	"108"	"195"	"12"	"19"	"1"	"9"	"2"	"3"	"1"	"4"	"6"	"3"	"2"	"6"	"15"	"386"	"0"	"12"	"398"	"0"
"120"	"106"	"401"	"375"	"20"	"36"	"5"	"9"	"2"	"8"	"3"	"6"	"8"	"5"	"9"	"14"	"28"	"929"	"0"	"29"	"958"	"0"
"121"	"107"	"476"	"302"	"13"	"12"	"4"	"7"	"0"	"2"	"1"	"1"	"0"	"7"	"2"	"5"	"19"	"851"	"0"	"27"	"878"	"0"
"122"	"108"	"285"	"448"	"17"	"111"	"10"	"42"	"3"	"5"	"7"	"4"	"2"	"5"	"9"	"12"	"24"	"984"	"0"	"14"	"998"	"0"
"123"	"109"	"293"	"239"	"12"	"113"	"14"	"33"	"5"	"10"	"1"	"2"	"4"	"5"	"4"	"5"	"7"	"747"	"0"	"16"	"763"	"0"
"124"	"110"	"616"	"98"	"7"	"95"	"2"	"10"	"2"	"5"	"6"	"2"	"9"	"1"	"11"	"9"	"8"	"881"	"0"	"21"	"902"	"0"
"125"	"111"	"238"	"266"	"9"	"64"	"3"	"13"	"4"	"1"	"3"	"3"	"7"	"3"	"5"	"5"	"12"	"636"	"0"	"5"	"641"	"0"
"126"	"112"	"220"	"242"	"10"	"36"	"5"	"9"	"1"	"2"	"2"	"2"	"2"	"3"	"2"	"2"	"7"	"545"	"0"	"9"	"554"	"0"
"127"	"113"	"111"	"268"	"11"	"31"	"24"	"17"	"3"	"2"	"1"	"3"	"11"	"13"	"8"	"9"	"25"	"537"	"0"	"27"	"564"	"0"
"128"	"114"	"62"	"172"	"5"	"49"	"31"	"39"	"3"	"3"	"4"	"5"	"28"	"4"	"15"	"7"	"9"	"436"	"0"	"12"	"448"	"0"
"129"	"115"	"262"	"328"	"11"	"52"	"3"	"7"	"3"	"3"	"1"	"1"	"5"	"6"	"6"	"5"	"21"	"714"	"0"	"15"	"729"	"0"
"130"	"116"	"520"	"156"	"12"	"39"	"6"	"17"	"1"	"13"	"2"	"2"	"1"	"4"	"7"	"9"	"24"	"813"	"0"	"49"	"862"	"0"
"131"	"117"	"207"	"154"	"7"	"8"	"6"	"7"	"5"	"4"	"1"	"5"	"63"	"3"	"13"	"8"	"24"	"515"	"0"	"23"	"538"	"0"
"132"	"118"	"668"	"90"	"4"	"19"	"3"	"3"	"1"	"6"	"0"	"1"	"2"	"4"	"5"	"4"	"15"	"825"	"0"	"51"	"876"	"0"
"133"	"119"	"254"	"384"	"19"	"73"	"3"	"24"	"5"	"4"	"6"	"4"	"5"	"2"	"5"	"8"	"24"	"820"	"0"	"23"	"843"	"0"
"134"	"120"	"125"	"273"	"9"	"214"	"10"	"42"	"8"	"14"	"2"	"2"	"4"	"4"	"6"	"4"	"9"	"726"	"0"	"8"	"734"	"0"
"135"	"121"	"30"	"419"	"4"	"107"	"5"	"21"	"4"	"3"	"1"	"1"	"3"	"10"	"9"	"9"	"16"	"642"	"0"	"13"	"655"	"0"
"136"	"122"	"352"	"136"	"16"	"59"	"2"	"25"	"5"	"2"	"4"	"2"	"1"	"0"	"3"	"1"	"6"	"614"	"0"	"13"	"627"	"0"
"137"	"123"	"325"	"83"	"8"	"81"	"2"	"14"	"2"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"521"	"0"	"11"	"532"	"0"
"138"	"124"	"596"	"8"	"0"	"15"	"1"	"1"	"0"	"3"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"628"	"0"	"15"	"643"	"0"
"139"	"125"	"479"	"203"	"12"	"112"	"2"	"32"	"2"	"7"	"4"	"8"	"2"	"7"	"18"	"6"	"13"	"907"	"0"	"45"	"952"	"0"
"140"	"126"	"383"	"201"	"15"	"163"	"8"	"50"	"6"	"7"	"4"	"3"	"2"	"0"	"5"	"2"	"5"	"854"	"0"	"6"	"860"	"0"
"141"	"127"	"306"	"22"	"7"	"237"	"3"	"12"	"1"	"9"	"3"	"2"	"3"	"0"	"15"	"4"	"8"	"632"	"0"	"10"	"642"	"0"
"142"	"128"	"423"	"14"	"2"	"149"	"9"	"9"	"1"	"2"	"3"	"1"	"0"	"0"	"3"	"1"	"4"	"621"	"0"	"23"	"644"	"0"
"143"	"129"	"340"	"205"	"7"	"204"	"15"	"38"	"4"	"4"	"6"	"5"	"2"	"8"	"24"	"8"	"16"	"886"	"0"	"45"	"931"	"0"
"144"	"130"	"598"	"126"	"4"	"112"	"6"	"35"	"2"	"3"	"0"	"2"	"1"	"4"	"11"	"3"	"10"	"917"	"0"	"24"	"941"	"0"
"145"	"131"	"469"	"10"	"3"	"65"	"4"	"10"	"2"	"2"	"2"	"2"	"2"	"0"	"1"	"1"	"3"	"576"	"0"	"19"	"595"	"0"
"146"	"132"	"381"	"46"	"4"	"92"	"7"	"55"	"4"	"5"	"6"	"5"	"6"	"4"	"10"	"5"	"21"	"651"	"0"	"55"	"706"	"0"
"147"	"133"	"356"	"167"	"3"	"65"	"3"	"2"	"2"	"17"	"0"	"1"	"1"	"4"	"6"	"3"	"16"	"646"	"0"	"39"	"685"	"0"
"148"	"134"	"293"	"170"	"8"	"40"	"3"	"17"	"1"	"6"	"3"	"2"	"3"	"5"	"10"	"14"	"29"	"604"	"0"	"38"	"642"	"0"
"149"	"135"	"478"	"32"	"2"	"4"	"0"	"0"	"0"	"5"	"3"	"1"	"0"	"1"	"0"	"0"	"6"	"532"	"0"	"11"	"543"	"0"
"150"	"136"	"368"	"30"	"2"	"6"	"0"	"0"	"1"	"6"	"0"	"0"	"0"	"1"	"1"	"3"	"4"	"422"	"0"	"18"	"440"	"0"
"151"	"137"	"135"	"81"	"2"	"96"	"5"	"22"	"7"	"6"	"5"	"2"	"6"	"1"	"15"	"6"	"8"	"397"	"0"	"36"	"433"	"0"
"152"	"137A"	"207"	"106"	"6"	"35"	"4"	"15"	"2"	"7"	"1"	"0"	"0"	"1"	"4"	"1"	"9"	"398"	"0"	"13"	"411"	"0"
"153"	"138"	"426"	"320"	"19"	"52"	"5"	"13"	"1"	"3"	"0"	"1"	"1"	"1"	"2"	"4"	"13"	"861"	"0"	"11"	"872"	"0"
"154"	"139"	"709"	"13"	"3"	"45"	"0"	"3"	"0"	"3"	"0"	"0"	"1"	"2"	"0"	"0"	"8"	"787"	"0"	"25"	"812"	"0"
"155"	"140"	"160"	"101"	"3"	"240"	"11"	"63"	"9"	"8"	"2"	"4"	"31"	"4"	"21"	"6"	"19"	"682"	"0"	"25"	"707"	"0"
"156"	"141"	"47"	"192"	"5"	"39"	"2"	"29"	"2"	"3"	"1"	"2"	"3"	"4"	"7"	"5"	"7"	"348"	"0"	"36"	"384"	"0"
