"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"25"	"13"	"113"	"136"	"5"	"388"	"3"	"1"	"15"	"2"	"6"	"8"	"10"	"7"	"694"	"0"	"26"	"720"	"0"
"26"	"14"	"38"	"147"	"16"	"262"	"9"	"4"	"1"	"10"	"26"	"20"	"15"	"14"	"562"	"0"	"40"	"602"	"0"
"27"	"15"	"106"	"122"	"6"	"208"	"2"	"6"	"9"	"6"	"10"	"11"	"4"	"12"	"502"	"0"	"25"	"527"	"0"
"28"	"16"	"277"	"127"	"6"	"133"	"4"	"2"	"11"	"4"	"11"	"9"	"10"	"12"	"606"	"0"	"19"	"625"	"0"
"29"	"17"	"190"	"71"	"7"	"274"	"8"	"3"	"6"	"13"	"17"	"14"	"7"	"5"	"615"	"0"	"51"	"666"	"0"
"30"	"18"	"192"	"173"	"11"	"332"	"7"	"4"	"6"	"7"	"20"	"13"	"8"	"11"	"784"	"0"	"38"	"822"	"0"
"31"	"19"	"487"	"191"	"5"	"65"	"8"	"0"	"8"	"6"	"5"	"9"	"5"	"14"	"803"	"0"	"21"	"824"	"0"
"32"	"20"	"328"	"139"	"13"	"21"	"0"	"4"	"8"	"11"	"12"	"8"	"11"	"13"	"568"	"0"	"30"	"598"	"0"
"33"	"21"	"400"	"42"	"5"	"25"	"3"	"4"	"3"	"0"	"3"	"2"	"5"	"4"	"496"	"0"	"8"	"504"	"0"
"34"	"22"	"292"	"14"	"1"	"3"	"1"	"0"	"4"	"0"	"0"	"0"	"2"	"0"	"317"	"0"	"0"	"317"	"0"
"35"	"23"	"403"	"52"	"9"	"143"	"7"	"4"	"6"	"5"	"13"	"12"	"7"	"11"	"672"	"0"	"31"	"703"	"0"
"36"	"24"	"106"	"59"	"4"	"163"	"5"	"3"	"3"	"5"	"13"	"8"	"13"	"7"	"389"	"0"	"19"	"408"	"0"
"37"	"25"	"374"	"33"	"2"	"4"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"417"	"0"	"7"	"424"	"0"
"38"	"26"	"526"	"24"	"2"	"12"	"3"	"0"	"1"	"0"	"2"	"1"	"4"	"0"	"575"	"0"	"18"	"593"	"0"
"39"	"27"	"147"	"200"	"14"	"252"	"7"	"7"	"8"	"12"	"13"	"5"	"11"	"16"	"692"	"0"	"21"	"713"	"0"
"40"	"28"	"115"	"58"	"5"	"323"	"1"	"0"	"5"	"3"	"15"	"3"	"5"	"13"	"546"	"0"	"21"	"567"	"0"
"41"	"29"	"94"	"267"	"12"	"291"	"2"	"5"	"8"	"2"	"12"	"10"	"7"	"3"	"713"	"0"	"7"	"720"	"0"
"42"	"30"	"90"	"110"	"6"	"414"	"7"	"4"	"5"	"6"	"30"	"11"	"13"	"18"	"714"	"0"	"59"	"773"	"0"
"43"	"31"	"413"	"24"	"1"	"80"	"5"	"4"	"1"	"1"	"2"	"4"	"5"	"8"	"548"	"0"	"25"	"573"	"0"
"44"	"32"	"282"	"97"	"11"	"299"	"4"	"6"	"5"	"3"	"12"	"11"	"8"	"4"	"742"	"0"	"21"	"763"	"0"
"45"	"33"	"110"	"42"	"5"	"121"	"1"	"3"	"8"	"4"	"3"	"5"	"8"	"7"	"317"	"0"	"4"	"321"	"0"
"46"	"34"	"709"	"17"	"1"	"23"	"1"	"0"	"2"	"4"	"1"	"0"	"2"	"1"	"761"	"0"	"10"	"771"	"0"
"47"	"35"	"259"	"81"	"3"	"234"	"10"	"4"	"6"	"5"	"19"	"18"	"16"	"45"	"700"	"0"	"29"	"729"	"0"
"48"	"36"	"407"	"53"	"6"	"132"	"3"	"4"	"4"	"40"	"19"	"12"	"16"	"19"	"715"	"0"	"27"	"742"	"0"
"49"	"37"	"416"	"30"	"4"	"6"	"2"	"1"	"4"	"4"	"3"	"2"	"3"	"7"	"482"	"0"	"74"	"556"	"0"
"50"	"38"	"515"	"58"	"6"	"166"	"5"	"1"	"20"	"4"	"12"	"1"	"2"	"8"	"798"	"0"	"21"	"819"	"0"
"51"	"39"	"200"	"42"	"4"	"111"	"0"	"2"	"4"	"4"	"5"	"8"	"9"	"10"	"399"	"0"	"27"	"426"	"0"
"52"	"40"	"301"	"70"	"3"	"130"	"8"	"1"	"6"	"9"	"12"	"10"	"6"	"11"	"567"	"0"	"24"	"591"	"0"
"53"	"41"	"483"	"100"	"7"	"164"	"12"	"3"	"9"	"7"	"15"	"8"	"13"	"32"	"853"	"0"	"77"	"930"	"0"
"54"	"42"	"72"	"79"	"16"	"306"	"17"	"14"	"8"	"11"	"13"	"9"	"9"	"7"	"561"	"0"	"19"	"580"	"0"
"55"	"43"	"122"	"94"	"7"	"228"	"8"	"4"	"2"	"4"	"22"	"19"	"15"	"9"	"534"	"0"	"31"	"565"	"0"
"56"	"44"	"97"	"10"	"5"	"377"	"3"	"2"	"2"	"0"	"1"	"2"	"6"	"1"	"506"	"0"	"9"	"515"	"0"
"57"	"45"	"87"	"43"	"7"	"380"	"5"	"1"	"1"	"2"	"11"	"9"	"5"	"11"	"562"	"0"	"14"	"576"	"0"
"58"	"46"	"43"	"571"	"11"	"89"	"9"	"6"	"4"	"11"	"9"	"11"	"6"	"5"	"775"	"0"	"3"	"778"	"0"
"59"	"47"	"67"	"350"	"7"	"143"	"7"	"2"	"4"	"4"	"12"	"19"	"13"	"19"	"647"	"0"	"20"	"667"	"0"
"60"	"48"	"419"	"197"	"12"	"18"	"2"	"3"	"6"	"3"	"2"	"7"	"3"	"1"	"673"	"0"	"8"	"681"	"0"
"61"	"49"	"143"	"268"	"24"	"252"	"4"	"4"	"10"	"9"	"28"	"13"	"9"	"12"	"776"	"0"	"33"	"809"	"0"
"62"	"50"	"319"	"163"	"6"	"103"	"3"	"4"	"5"	"7"	"17"	"7"	"8"	"15"	"657"	"0"	"25"	"682"	"0"
"63"	"51"	"115"	"312"	"16"	"193"	"13"	"4"	"15"	"16"	"23"	"22"	"31"	"31"	"791"	"0"	"79"	"870"	"0"
"64"	"52"	"71"	"90"	"4"	"499"	"7"	"4"	"2"	"1"	"11"	"18"	"7"	"15"	"729"	"0"	"35"	"764"	"0"
"65"	"53"	"106"	"87"	"8"	"500"	"6"	"6"	"6"	"1"	"5"	"7"	"7"	"9"	"748"	"0"	"41"	"789"	"0"
"66"	"54"	"106"	"78"	"2"	"515"	"8"	"1"	"1"	"3"	"4"	"7"	"6"	"3"	"734"	"0"	"19"	"753"	"0"
"67"	"55"	"105"	"54"	"12"	"276"	"7"	"3"	"6"	"8"	"9"	"5"	"8"	"1"	"494"	"0"	"7"	"501"	"0"
"68"	"56"	"70"	"64"	"1"	"149"	"3"	"1"	"13"	"4"	"4"	"4"	"5"	"4"	"322"	"0"	"12"	"334"	"0"
"69"	"57"	"180"	"104"	"13"	"171"	"8"	"9"	"9"	"5"	"15"	"13"	"4"	"3"	"534"	"0"	"13"	"547"	"0"
"70"	"58"	"93"	"97"	"5"	"183"	"3"	"2"	"5"	"2"	"2"	"9"	"6"	"1"	"408"	"0"	"8"	"416"	"0"
"71"	"59"	"70"	"134"	"6"	"204"	"4"	"9"	"10"	"9"	"13"	"11"	"2"	"9"	"481"	"0"	"20"	"501"	"0"
"72"	"60"	"20"	"68"	"3"	"232"	"5"	"1"	"2"	"4"	"14"	"7"	"12"	"1"	"369"	"0"	"15"	"384"	"0"
"73"	"61"	"416"	"137"	"8"	"141"	"7"	"4"	"6"	"13"	"9"	"11"	"12"	"14"	"778"	"0"	"19"	"797"	"0"
"74"	"62"	"214"	"47"	"4"	"206"	"3"	"5"	"4"	"4"	"11"	"8"	"2"	"4"	"512"	"0"	"17"	"529"	"0"
"75"	"63"	"373"	"43"	"4"	"56"	"4"	"4"	"7"	"69"	"10"	"5"	"4"	"10"	"589"	"0"	"31"	"620"	"0"
"76"	"64"	"272"	"25"	"1"	"66"	"1"	"1"	"3"	"25"	"3"	"1"	"1"	"1"	"400"	"0"	"7"	"407"	"0"
"77"	"65"	"345"	"137"	"12"	"156"	"8"	"8"	"13"	"12"	"18"	"19"	"7"	"23"	"758"	"0"	"43"	"801"	"0"
"78"	"66"	"110"	"46"	"2"	"206"	"3"	"2"	"2"	"9"	"4"	"8"	"6"	"5"	"403"	"0"	"7"	"410"	"0"
"79"	"67"	"82"	"53"	"2"	"156"	"3"	"3"	"3"	"28"	"7"	"5"	"4"	"4"	"350"	"0"	"21"	"371"	"0"
"80"	"68"	"161"	"311"	"9"	"197"	"5"	"2"	"13"	"7"	"9"	"7"	"9"	"26"	"756"	"0"	"35"	"791"	"0"
"81"	"69"	"126"	"110"	"5"	"220"	"5"	"2"	"1"	"1"	"5"	"4"	"5"	"3"	"487"	"0"	"18"	"505"	"0"
"82"	"70"	"188"	"90"	"34"	"344"	"7"	"3"	"8"	"6"	"18"	"20"	"9"	"10"	"737"	"0"	"39"	"776"	"0"
"83"	"71"	"72"	"36"	"2"	"139"	"4"	"1"	"2"	"3"	"4"	"5"	"5"	"7"	"280"	"0"	"16"	"296"	"0"
"84"	"72"	"203"	"81"	"3"	"451"	"5"	"3"	"4"	"4"	"16"	"10"	"8"	"5"	"793"	"0"	"13"	"806"	"0"
"85"	"73"	"11"	"17"	"3"	"409"	"7"	"2"	"8"	"1"	"11"	"1"	"4"	"0"	"474"	"0"	"3"	"477"	"0"
"86"	"74"	"155"	"22"	"6"	"419"	"10"	"2"	"2"	"5"	"8"	"9"	"7"	"6"	"651"	"0"	"22"	"673"	"0"
"87"	"75"	"410"	"146"	"8"	"143"	"1"	"0"	"7"	"1"	"8"	"10"	"4"	"7"	"745"	"0"	"22"	"767"	"0"
"88"	"76"	"566"	"121"	"2"	"20"	"0"	"2"	"8"	"0"	"2"	"1"	"2"	"2"	"726"	"0"	"28"	"754"	"0"
"89"	"77"	"241"	"64"	"5"	"253"	"6"	"1"	"6"	"5"	"10"	"10"	"13"	"6"	"620"	"0"	"20"	"640"	"0"
"90"	"78"	"297"	"57"	"2"	"85"	"1"	"3"	"3"	"3"	"5"	"4"	"4"	"8"	"472"	"0"	"25"	"497"	"0"
"91"	"79"	"505"	"34"	"1"	"17"	"2"	"0"	"3"	"10"	"3"	"2"	"7"	"7"	"591"	"0"	"26"	"617"	"0"
"92"	"80"	"77"	"43"	"7"	"292"	"9"	"5"	"3"	"8"	"9"	"5"	"4"	"2"	"464"	"0"	"6"	"470"	"0"
"93"	"80A"	"112"	"27"	"6"	"183"	"3"	"3"	"4"	"20"	"7"	"4"	"4"	"4"	"377"	"0"	"25"	"402"	"0"
"94"	"81"	"183"	"73"	"8"	"255"	"4"	"6"	"7"	"6"	"10"	"8"	"5"	"8"	"573"	"0"	"19"	"592"	"0"
"95"	"82"	"111"	"30"	"2"	"185"	"7"	"4"	"7"	"9"	"10"	"4"	"3"	"4"	"376"	"0"	"26"	"402"	"0"
"96"	"83"	"44"	"71"	"3"	"253"	"1"	"2"	"0"	"0"	"3"	"8"	"2"	"7"	"394"	"0"	"13"	"407"	"0"
"97"	"84"	"46"	"209"	"5"	"191"	"4"	"4"	"5"	"0"	"1"	"2"	"2"	"13"	"482"	"0"	"16"	"498"	"0"
"98"	"85"	"141"	"220"	"13"	"128"	"4"	"4"	"3"	"8"	"6"	"3"	"8"	"8"	"546"	"0"	"28"	"574"	"0"
"99"	"86"	"34"	"331"	"7"	"118"	"1"	"0"	"9"	"3"	"7"	"5"	"11"	"11"	"537"	"0"	"16"	"553"	"0"
"100"	"87"	"61"	"198"	"9"	"172"	"2"	"6"	"7"	"3"	"10"	"4"	"13"	"6"	"491"	"0"	"18"	"509"	"0"
"101"	"88"	"80"	"74"	"8"	"270"	"14"	"8"	"9"	"4"	"19"	"18"	"10"	"10"	"524"	"0"	"10"	"534"	"0"
"102"	"89"	"267"	"156"	"9"	"73"	"4"	"4"	"1"	"4"	"8"	"3"	"9"	"2"	"540"	"0"	"3"	"543"	"0"
"103"	"90"	"488"	"78"	"4"	"22"	"3"	"1"	"9"	"2"	"4"	"5"	"3"	"7"	"626"	"0"	"26"	"652"	"0"
"104"	"91"	"230"	"75"	"4"	"3"	"1"	"0"	"5"	"1"	"4"	"4"	"7"	"11"	"345"	"0"	"29"	"374"	"0"
"105"	"91A"	"289"	"73"	"6"	"15"	"3"	"3"	"8"	"6"	"5"	"7"	"5"	"9"	"429"	"0"	"38"	"467"	"0"
"106"	"92"	"495"	"92"	"14"	"171"	"9"	"1"	"13"	"4"	"7"	"6"	"9"	"8"	"829"	"0"	"24"	"853"	"0"
"107"	"93"	"162"	"335"	"5"	"144"	"1"	"3"	"7"	"3"	"5"	"6"	"8"	"15"	"694"	"0"	"17"	"711"	"0"
"108"	"94"	"269"	"229"	"9"	"26"	"4"	"1"	"6"	"5"	"7"	"6"	"9"	"18"	"589"	"0"	"48"	"637"	"0"
"109"	"95"	"255"	"31"	"3"	"84"	"8"	"3"	"6"	"2"	"4"	"5"	"10"	"10"	"421"	"0"	"19"	"440"	"0"
"110"	"96"	"159"	"557"	"21"	"47"	"10"	"13"	"22"	"9"	"13"	"10"	"19"	"25"	"905"	"0"	"53"	"958"	"0"
"111"	"97"	"108"	"184"	"5"	"306"	"9"	"5"	"7"	"2"	"9"	"12"	"6"	"16"	"669"	"0"	"29"	"698"	"0"
"112"	"98"	"114"	"294"	"16"	"193"	"10"	"2"	"12"	"7"	"8"	"8"	"7"	"7"	"678"	"0"	"11"	"689"	"0"
"113"	"99"	"104"	"279"	"9"	"58"	"2"	"2"	"3"	"8"	"8"	"10"	"11"	"15"	"509"	"0"	"49"	"558"	"0"
"114"	"100"	"56"	"361"	"7"	"37"	"2"	"3"	"11"	"2"	"10"	"5"	"4"	"3"	"501"	"0"	"10"	"511"	"0"
"115"	"101"	"11"	"106"	"5"	"204"	"0"	"3"	"4"	"1"	"2"	"9"	"2"	"7"	"354"	"0"	"11"	"365"	"0"
"116"	"102"	"20"	"116"	"2"	"244"	"1"	"3"	"1"	"4"	"5"	"3"	"3"	"6"	"408"	"0"	"4"	"412"	"0"
"117"	"103"	"204"	"189"	"18"	"231"	"10"	"8"	"12"	"47"	"23"	"14"	"22"	"38"	"816"	"0"	"38"	"854"	"0"
"118"	"104"	"202"	"83"	"8"	"13"	"4"	"1"	"7"	"7"	"3"	"3"	"4"	"3"	"338"	"0"	"20"	"358"	"0"
"119"	"105"	"135"	"134"	"4"	"10"	"1"	"2"	"8"	"4"	"3"	"8"	"9"	"19"	"337"	"0"	"35"	"372"	"0"
"120"	"106"	"119"	"31"	"4"	"2"	"0"	"1"	"0"	"3"	"1"	"1"	"1"	"1"	"164"	"0"	"5"	"169"	"0"
"121"	"107"	"178"	"56"	"8"	"156"	"4"	"0"	"7"	"4"	"8"	"3"	"7"	"4"	"435"	"0"	"15"	"450"	"0"
"122"	"107A"	"104"	"68"	"5"	"213"	"7"	"3"	"2"	"5"	"12"	"14"	"5"	"6"	"444"	"0"	"18"	"462"	"0"
"123"	"108"	"87"	"59"	"8"	"251"	"5"	"4"	"6"	"5"	"21"	"13"	"15"	"11"	"485"	"0"	"24"	"509"	"0"
"124"	"109"	"66"	"76"	"7"	"246"	"5"	"7"	"7"	"3"	"22"	"33"	"17"	"18"	"507"	"0"	"23"	"530"	"0"
"125"	"110"	"72"	"255"	"5"	"74"	"3"	"2"	"8"	"3"	"11"	"9"	"6"	"11"	"459"	"0"	"14"	"473"	"0"
"126"	"111"	"87"	"95"	"2"	"179"	"4"	"0"	"3"	"2"	"2"	"7"	"4"	"10"	"395"	"0"	"13"	"408"	"0"
"127"	"112"	"366"	"207"	"10"	"120"	"3"	"4"	"4"	"3"	"7"	"8"	"8"	"7"	"747"	"0"	"8"	"755"	"0"
"128"	"113"	"321"	"137"	"10"	"139"	"2"	"2"	"5"	"7"	"10"	"5"	"7"	"6"	"651"	"0"	"17"	"668"	"0"
"129"	"114"	"389"	"93"	"5"	"85"	"5"	"2"	"20"	"2"	"10"	"5"	"5"	"6"	"627"	"0"	"16"	"643"	"0"
"130"	"115"	"279"	"132"	"3"	"76"	"9"	"5"	"12"	"4"	"11"	"13"	"10"	"11"	"565"	"0"	"57"	"622"	"0"
"131"	"116"	"239"	"190"	"13"	"173"	"6"	"3"	"9"	"9"	"10"	"9"	"15"	"19"	"695"	"0"	"35"	"730"	"0"
"132"	"117"	"280"	"194"	"12"	"64"	"3"	"7"	"16"	"12"	"7"	"8"	"8"	"10"	"621"	"0"	"29"	"650"	"0"
"133"	"118"	"260"	"76"	"5"	"81"	"3"	"7"	"11"	"6"	"6"	"1"	"9"	"3"	"468"	"0"	"12"	"480"	"0"
"134"	"119"	"410"	"50"	"6"	"59"	"4"	"3"	"10"	"0"	"8"	"1"	"3"	"0"	"554"	"0"	"7"	"561"	"0"
"135"	"120"	"119"	"194"	"8"	"171"	"3"	"10"	"6"	"7"	"11"	"8"	"9"	"24"	"570"	"0"	"24"	"594"	"0"
"136"	"121"	"110"	"155"	"6"	"119"	"7"	"3"	"11"	"7"	"10"	"15"	"14"	"14"	"471"	"0"	"38"	"509"	"0"
"137"	"122"	"2"	"21"	"3"	"10"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"38"	"0"	"0"	"38"	"0"
"138"	"123"	"64"	"178"	"1"	"196"	"5"	"4"	"2"	"3"	"14"	"12"	"9"	"6"	"494"	"0"	"14"	"508"	"0"
"139"	"124"	"133"	"233"	"1"	"116"	"2"	"1"	"0"	"0"	"3"	"2"	"2"	"3"	"496"	"0"	"4"	"500"	"0"
"140"	"125"	"14"	"319"	"25"	"110"	"4"	"0"	"2"	"2"	"5"	"4"	"5"	"7"	"497"	"0"	"11"	"508"	"0"
"141"	"126"	"57"	"271"	"43"	"130"	"3"	"6"	"4"	"5"	"7"	"4"	"3"	"4"	"537"	"0"	"13"	"550"	"0"
"142"	"127"	"106"	"66"	"4"	"198"	"5"	"2"	"7"	"3"	"17"	"3"	"7"	"3"	"421"	"0"	"16"	"437"	"0"
"143"	"128"	"108"	"93"	"6"	"135"	"4"	"1"	"3"	"1"	"8"	"2"	"4"	"3"	"368"	"0"	"12"	"380"	"0"
"144"	"129"	"33"	"103"	"5"	"195"	"8"	"7"	"5"	"4"	"13"	"12"	"12"	"8"	"405"	"0"	"20"	"425"	"0"
"145"	"130"	"245"	"27"	"4"	"63"	"4"	"2"	"2"	"1"	"6"	"9"	"6"	"6"	"375"	"0"	"19"	"394"	"0"
"146"	"130A"	"209"	"58"	"5"	"139"	"5"	"3"	"8"	"4"	"6"	"5"	"11"	"8"	"461"	"0"	"25"	"486"	"0"
"147"	"131"	"181"	"70"	"12"	"326"	"14"	"6"	"9"	"3"	"26"	"39"	"22"	"33"	"741"	"0"	"68"	"809"	"0"
"148"	"132"	"528"	"44"	"18"	"18"	"1"	"5"	"10"	"43"	"5"	"5"	"6"	"7"	"690"	"0"	"40"	"730"	"0"
"149"	"133"	"32"	"27"	"2"	"279"	"5"	"3"	"1"	"4"	"2"	"0"	"3"	"1"	"359"	"0"	"3"	"362"	"0"
"150"	"134"	"38"	"25"	"2"	"271"	"5"	"2"	"0"	"4"	"12"	"4"	"3"	"5"	"371"	"0"	"8"	"379"	"0"
"151"	"135"	"65"	"69"	"15"	"408"	"15"	"11"	"10"	"91"	"22"	"8"	"13"	"26"	"753"	"0"	"26"	"779"	"0"
"152"	"136"	"50"	"111"	"6"	"206"	"14"	"7"	"9"	"10"	"18"	"15"	"23"	"14"	"483"	"0"	"18"	"501"	"0"
"153"	"137"	"814"	"12"	"1"	"1"	"0"	"3"	"1"	"0"	"0"	"1"	"2"	"1"	"836"	"0"	"1"	"837"	"0"
"154"	"138"	"713"	"14"	"1"	"102"	"6"	"1"	"2"	"0"	"4"	"5"	"1"	"4"	"853"	"0"	"12"	"865"	"0"
"155"	"139"	"129"	"29"	"8"	"265"	"8"	"6"	"9"	"3"	"16"	"9"	"11"	"22"	"515"	"0"	"47"	"562"	"0"
"156"	"140"	"146"	"58"	"10"	"259"	"21"	"5"	"6"	"18"	"32"	"20"	"16"	"22"	"613"	"0"	"48"	"661"	"0"
"157"	"141"	"104"	"25"	"8"	"303"	"11"	"0"	"2"	"3"	"22"	"8"	"14"	"9"	"509"	"0"	"19"	"528"	"0"
"158"	"142"	"184"	"38"	"9"	"168"	"5"	"3"	"4"	"3"	"12"	"3"	"4"	"1"	"434"	"0"	"4"	"438"	"0"
"159"	"143"	"191"	"99"	"15"	"275"	"5"	"8"	"1"	"6"	"15"	"7"	"9"	"11"	"642"	"0"	"38"	"680"	"0"
"160"	"144"	"134"	"44"	"51"	"160"	"3"	"4"	"5"	"3"	"7"	"7"	"6"	"3"	"427"	"0"	"19"	"446"	"0"
"161"	"145"	"209"	"55"	"7"	"177"	"5"	"5"	"5"	"6"	"9"	"7"	"6"	"7"	"498"	"0"	"20"	"518"	"0"
"162"	"146"	"90"	"6"	"2"	"129"	"2"	"2"	"3"	"0"	"5"	"1"	"1"	"2"	"243"	"0"	"7"	"250"	"0"
"163"	"147"	"119"	"80"	"13"	"42"	"2"	"4"	"8"	"37"	"9"	"2"	"7"	"9"	"332"	"0"	"6"	"338"	"0"
"164"	"148"	"108"	"39"	"13"	"234"	"4"	"6"	"4"	"116"	"20"	"6"	"8"	"7"	"565"	"0"	"16"	"581"	"0"
"165"	"149"	"253"	"31"	"2"	"209"	"1"	"2"	"4"	"24"	"16"	"9"	"7"	"6"	"564"	"0"	"22"	"586"	"0"
"166"	"150"	"87"	"291"	"14"	"124"	"11"	"5"	"10"	"5"	"13"	"7"	"10"	"14"	"591"	"0"	"17"	"608"	"0"
"167"	"151"	"258"	"22"	"3"	"18"	"1"	"1"	"2"	"0"	"1"	"4"	"4"	"1"	"315"	"0"	"14"	"329"	"0"
"168"	"152"	"441"	"119"	"16"	"32"	"8"	"15"	"19"	"15"	"8"	"10"	"11"	"14"	"708"	"0"	"53"	"761"	"0"
"169"	"153"	"456"	"37"	"5"	"15"	"2"	"3"	"9"	"0"	"1"	"4"	"4"	"5"	"541"	"0"	"24"	"565"	"0"
"170"	"153A"	"377"	"30"	"3"	"26"	"2"	"0"	"7"	"3"	"1"	"2"	"2"	"6"	"459"	"0"	"19"	"478"	"0"
"171"	"154"	"396"	"75"	"3"	"52"	"4"	"1"	"6"	"2"	"0"	"0"	"2"	"5"	"546"	"0"	"14"	"560"	"0"
"172"	"155"	"44"	"222"	"1"	"2"	"0"	"1"	"2"	"1"	"0"	"0"	"1"	"1"	"275"	"0"	"5"	"280"	"0"
"173"	"156"	"48"	"448"	"11"	"75"	"4"	"2"	"13"	"8"	"9"	"11"	"13"	"23"	"665"	"0"	"27"	"692"	"0"
"174"	"157"	"50"	"267"	"2"	"44"	"0"	"1"	"6"	"2"	"3"	"3"	"1"	"2"	"381"	"0"	"7"	"388"	"0"
"175"	"158"	"73"	"310"	"14"	"23"	"6"	"2"	"4"	"12"	"7"	"8"	"6"	"14"	"479"	"0"	"24"	"503"	"0"
"176"	"158A"	"15"	"300"	"14"	"77"	"4"	"2"	"6"	"10"	"7"	"2"	"2"	"9"	"448"	"0"	"13"	"461"	"0"
"177"	"159"	"14"	"108"	"6"	"304"	"2"	"2"	"6"	"2"	"10"	"4"	"8"	"8"	"474"	"0"	"19"	"493"	"0"
"178"	"160"	"14"	"73"	"4"	"277"	"7"	"4"	"9"	"8"	"12"	"7"	"8"	"8"	"431"	"0"	"33"	"464"	"0"
"179"	"161"	"330"	"155"	"11"	"190"	"5"	"0"	"11"	"9"	"7"	"6"	"3"	"4"	"731"	"0"	"7"	"738"	"0"
"180"	"162"	"427"	"238"	"5"	"5"	"1"	"1"	"1"	"8"	"3"	"5"	"11"	"25"	"730"	"0"	"43"	"773"	"0"
"181"	"163"	"255"	"195"	"4"	"6"	"2"	"3"	"4"	"4"	"3"	"2"	"4"	"6"	"488"	"0"	"18"	"506"	"0"
