"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"
"24"	"11"	"89"	"3"	"23"	"573"	"10"	"4"	"4"	"0"	"1"	"1"	"6"	"8"	"7"	"729"	"0"	"11"	"740"	"0"
"25"	"12"	"331"	"6"	"22"	"480"	"5"	"0"	"0"	"0"	"1"	"0"	"5"	"9"	"8"	"867"	"0"	"17"	"884"	"0"
"26"	"13"	"359"	"4"	"57"	"40"	"2"	"1"	"1"	"4"	"0"	"5"	"7"	"12"	"7"	"499"	"0"	"22"	"521"	"0"
"27"	"14"	"310"	"6"	"22"	"366"	"6"	"2"	"2"	"1"	"2"	"2"	"11"	"8"	"11"	"749"	"0"	"17"	"766"	"0"
"28"	"15"	"180"	"3"	"4"	"209"	"6"	"3"	"2"	"1"	"4"	"1"	"7"	"8"	"3"	"431"	"0"	"10"	"441"	"0"
"29"	"16"	"477"	"12"	"13"	"44"	"1"	"2"	"0"	"1"	"2"	"3"	"6"	"11"	"2"	"574"	"0"	"21"	"595"	"0"
"30"	"16A"	"275"	"3"	"4"	"229"	"2"	"0"	"1"	"0"	"0"	"1"	"1"	"3"	"3"	"522"	"0"	"5"	"527"	"0"
"31"	"17"	"443"	"29"	"123"	"219"	"27"	"3"	"5"	"3"	"5"	"6"	"16"	"29"	"21"	"929"	"0"	"39"	"968"	"0"
"32"	"18"	"448"	"5"	"23"	"227"	"13"	"2"	"1"	"0"	"0"	"2"	"6"	"7"	"9"	"743"	"0"	"12"	"755"	"0"
"33"	"19"	"191"	"1"	"7"	"84"	"1"	"0"	"0"	"0"	"3"	"0"	"1"	"4"	"1"	"293"	"0"	"7"	"300"	"0"
"34"	"20"	"284"	"15"	"79"	"133"	"2"	"1"	"1"	"2"	"3"	"0"	"0"	"4"	"2"	"526"	"0"	"8"	"534"	"0"
"35"	"20A"	"503"	"9"	"5"	"183"	"13"	"1"	"0"	"1"	"0"	"0"	"1"	"3"	"0"	"719"	"0"	"14"	"733"	"0"
"36"	"21"	"674"	"14"	"22"	"178"	"4"	"2"	"1"	"4"	"2"	"2"	"11"	"25"	"12"	"951"	"0"	"36"	"987"	"0"
"37"	"22"	"155"	"5"	"4"	"389"	"4"	"4"	"2"	"2"	"2"	"2"	"14"	"2"	"6"	"591"	"0"	"11"	"602"	"0"
"38"	"23"	"114"	"3"	"3"	"416"	"4"	"3"	"0"	"2"	"3"	"5"	"4"	"2"	"8"	"567"	"0"	"7"	"574"	"0"
"39"	"24"	"307"	"14"	"64"	"382"	"8"	"7"	"2"	"3"	"2"	"4"	"13"	"11"	"11"	"828"	"0"	"17"	"845"	"0"
"40"	"25"	"224"	"2"	"14"	"50"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"6"	"5"	"302"	"0"	"5"	"307"	"0"
"41"	"26"	"242"	"5"	"197"	"85"	"2"	"1"	"0"	"1"	"3"	"0"	"3"	"4"	"6"	"549"	"0"	"2"	"551"	"0"
"42"	"26A"	"288"	"5"	"74"	"69"	"1"	"2"	"0"	"0"	"0"	"0"	"1"	"5"	"2"	"447"	"0"	"7"	"454"	"0"
"43"	"27"	"474"	"4"	"24"	"253"	"18"	"2"	"1"	"0"	"2"	"1"	"2"	"5"	"3"	"789"	"0"	"15"	"804"	"0"
"44"	"28"	"471"	"6"	"23"	"134"	"83"	"7"	"0"	"3"	"2"	"1"	"5"	"9"	"8"	"752"	"0"	"31"	"783"	"0"
"45"	"29"	"380"	"9"	"8"	"98"	"7"	"0"	"2"	"1"	"1"	"5"	"12"	"14"	"11"	"548"	"0"	"39"	"587"	"0"
"46"	"30"	"518"	"15"	"153"	"49"	"34"	"5"	"2"	"0"	"6"	"3"	"5"	"13"	"7"	"810"	"0"	"29"	"839"	"0"
"47"	"31"	"257"	"3"	"30"	"120"	"3"	"1"	"0"	"2"	"0"	"1"	"5"	"7"	"5"	"434"	"0"	"20"	"454"	"0"
"48"	"32"	"319"	"18"	"221"	"96"	"55"	"6"	"1"	"1"	"2"	"2"	"3"	"2"	"8"	"734"	"0"	"4"	"738"	"0"
"49"	"33"	"245"	"25"	"43"	"147"	"6"	"1"	"0"	"0"	"0"	"1"	"5"	"7"	"9"	"489"	"0"	"14"	"503"	"0"
"50"	"34"	"513"	"10"	"129"	"47"	"48"	"6"	"2"	"5"	"4"	"8"	"10"	"15"	"10"	"807"	"0"	"24"	"831"	"0"
"51"	"35"	"561"	"7"	"18"	"126"	"5"	"0"	"0"	"0"	"0"	"2"	"2"	"4"	"3"	"728"	"0"	"10"	"738"	"0"
"52"	"36"	"548"	"1"	"3"	"140"	"3"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"699"	"0"	"2"	"701"	"0"
"53"	"37"	"188"	"2"	"6"	"123"	"2"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"325"	"0"	"5"	"330"	"0"
"54"	"38"	"693"	"10"	"34"	"49"	"1"	"1"	"1"	"0"	"1"	"2"	"3"	"11"	"7"	"813"	"0"	"38"	"851"	"0"
"55"	"39"	"398"	"5"	"5"	"447"	"3"	"1"	"0"	"0"	"1"	"2"	"2"	"5"	"5"	"874"	"0"	"6"	"880"	"0"
"56"	"40"	"77"	"3"	"7"	"454"	"3"	"2"	"0"	"2"	"2"	"2"	"9"	"6"	"8"	"575"	"0"	"10"	"585"	"0"
"57"	"41"	"621"	"8"	"6"	"136"	"3"	"1"	"1"	"3"	"1"	"2"	"5"	"5"	"0"	"792"	"0"	"22"	"814"	"0"
"58"	"42"	"514"	"10"	"25"	"101"	"23"	"1"	"3"	"7"	"4"	"2"	"8"	"6"	"7"	"711"	"0"	"19"	"730"	"0"
"59"	"43"	"367"	"7"	"26"	"169"	"7"	"3"	"3"	"3"	"5"	"3"	"8"	"11"	"5"	"617"	"0"	"16"	"633"	"0"
"60"	"44"	"237"	"3"	"12"	"389"	"5"	"1"	"4"	"4"	"5"	"4"	"21"	"20"	"15"	"720"	"0"	"31"	"751"	"0"
"61"	"45"	"512"	"7"	"41"	"70"	"4"	"0"	"0"	"2"	"2"	"4"	"9"	"10"	"7"	"668"	"0"	"25"	"693"	"0"
"62"	"46"	"313"	"12"	"15"	"148"	"48"	"6"	"1"	"0"	"3"	"4"	"9"	"16"	"12"	"587"	"0"	"21"	"608"	"0"
"63"	"47"	"299"	"3"	"27"	"86"	"39"	"5"	"2"	"6"	"1"	"7"	"9"	"6"	"17"	"507"	"0"	"24"	"531"	"0"
"64"	"48"	"287"	"8"	"45"	"77"	"18"	"5"	"4"	"1"	"1"	"3"	"9"	"6"	"5"	"469"	"0"	"22"	"491"	"0"
"65"	"49"	"281"	"10"	"17"	"403"	"57"	"8"	"2"	"6"	"2"	"10"	"12"	"15"	"8"	"831"	"0"	"12"	"843"	"0"
"66"	"50"	"213"	"7"	"34"	"326"	"6"	"1"	"0"	"3"	"2"	"0"	"7"	"11"	"8"	"618"	"0"	"11"	"629"	"0"
"67"	"51"	"212"	"6"	"11"	"604"	"6"	"1"	"0"	"1"	"3"	"1"	"5"	"4"	"11"	"865"	"0"	"16"	"881"	"0"
"68"	"52"	"283"	"3"	"6"	"209"	"2"	"0"	"0"	"0"	"0"	"0"	"4"	"11"	"2"	"520"	"0"	"6"	"526"	"0"
"69"	"52A"	"261"	"7"	"7"	"204"	"4"	"0"	"1"	"2"	"0"	"2"	"4"	"4"	"0"	"496"	"0"	"12"	"508"	"0"
"70"	"53"	"220"	"10"	"41"	"224"	"18"	"5"	"2"	"0"	"4"	"3"	"1"	"6"	"5"	"539"	"0"	"23"	"562"	"0"
"71"	"54"	"243"	"5"	"7"	"301"	"4"	"0"	"0"	"1"	"2"	"5"	"7"	"4"	"0"	"579"	"0"	"9"	"588"	"0"
"72"	"55"	"481"	"8"	"34"	"146"	"9"	"2"	"3"	"3"	"3"	"2"	"8"	"9"	"6"	"714"	"0"	"15"	"729"	"0"
"73"	"56"	"236"	"6"	"29"	"193"	"7"	"1"	"1"	"1"	"0"	"1"	"10"	"7"	"2"	"494"	"0"	"13"	"507"	"0"
"74"	"57"	"261"	"61"	"38"	"134"	"5"	"3"	"2"	"2"	"1"	"2"	"2"	"4"	"8"	"523"	"0"	"14"	"537"	"0"
"75"	"58"	"298"	"7"	"9"	"101"	"3"	"1"	"0"	"2"	"1"	"2"	"5"	"7"	"9"	"445"	"0"	"14"	"459"	"0"
"76"	"59"	"357"	"11"	"39"	"55"	"1"	"1"	"1"	"0"	"1"	"3"	"3"	"4"	"5"	"481"	"0"	"16"	"497"	"0"
"77"	"60"	"515"	"29"	"24"	"360"	"6"	"6"	"5"	"3"	"3"	"6"	"19"	"8"	"13"	"997"	"0"	"25"	"1022"	"0"
"78"	"61"	"625"	"6"	"85"	"161"	"4"	"2"	"3"	"1"	"1"	"3"	"7"	"6"	"6"	"910"	"0"	"28"	"938"	"0"
"79"	"62"	"623"	"1"	"2"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"636"	"0"	"0"	"636"	"0"
"80"	"63"	"493"	"8"	"23"	"360"	"11"	"3"	"5"	"3"	"7"	"5"	"18"	"13"	"11"	"960"	"0"	"28"	"988"	"0"
"81"	"64"	"642"	"9"	"44"	"156"	"3"	"2"	"3"	"4"	"2"	"3"	"7"	"12"	"13"	"900"	"0"	"30"	"930"	"0"
"82"	"65"	"105"	"3"	"86"	"198"	"5"	"1"	"4"	"2"	"1"	"1"	"0"	"4"	"13"	"423"	"0"	"6"	"429"	"0"
"83"	"66"	"344"	"15"	"15"	"47"	"2"	"1"	"0"	"0"	"1"	"3"	"3"	"6"	"3"	"440"	"0"	"13"	"453"	"0"
"84"	"67"	"470"	"11"	"17"	"130"	"5"	"1"	"1"	"6"	"0"	"1"	"4"	"4"	"4"	"654"	"0"	"10"	"664"	"0"
"85"	"68"	"426"	"2"	"40"	"256"	"3"	"2"	"0"	"1"	"2"	"2"	"8"	"7"	"3"	"752"	"0"	"6"	"758"	"0"
"86"	"69"	"157"	"18"	"35"	"390"	"4"	"1"	"1"	"1"	"0"	"1"	"7"	"4"	"4"	"623"	"0"	"4"	"627"	"0"
"87"	"70"	"231"	"5"	"41"	"477"	"4"	"1"	"2"	"4"	"0"	"1"	"12"	"3"	"7"	"788"	"0"	"4"	"792"	"0"
"88"	"71"	"330"	"11"	"18"	"94"	"1"	"2"	"0"	"1"	"1"	"0"	"1"	"3"	"2"	"464"	"0"	"11"	"475"	"0"
"89"	"72"	"39"	"3"	"6"	"181"	"6"	"0"	"1"	"0"	"1"	"6"	"1"	"3"	"0"	"247"	"0"	"1"	"248"	"0"
"90"	"73"	"437"	"5"	"43"	"72"	"1"	"3"	"1"	"1"	"1"	"0"	"4"	"4"	"4"	"576"	"0"	"15"	"591"	"0"
"91"	"74"	"471"	"24"	"70"	"16"	"6"	"1"	"0"	"0"	"0"	"0"	"3"	"6"	"9"	"606"	"0"	"9"	"615"	"0"
"92"	"75"	"353"	"4"	"10"	"300"	"2"	"6"	"1"	"2"	"1"	"2"	"6"	"5"	"7"	"699"	"0"	"13"	"712"	"0"
"93"	"76"	"623"	"11"	"16"	"147"	"2"	"0"	"2"	"0"	"0"	"1"	"4"	"7"	"6"	"819"	"0"	"13"	"832"	"0"
"94"	"77"	"379"	"83"	"26"	"347"	"10"	"2"	"5"	"7"	"3"	"4"	"10"	"9"	"8"	"893"	"0"	"13"	"906"	"0"
"95"	"78"	"367"	"8"	"6"	"235"	"50"	"4"	"2"	"2"	"4"	"7"	"10"	"15"	"7"	"717"	"0"	"27"	"744"	"0"
"96"	"79"	"273"	"21"	"11"	"136"	"6"	"3"	"1"	"0"	"0"	"3"	"4"	"6"	"4"	"468"	"0"	"11"	"479"	"0"
"97"	"80"	"114"	"5"	"25"	"206"	"10"	"3"	"1"	"1"	"2"	"2"	"7"	"3"	"5"	"384"	"0"	"17"	"401"	"0"
"98"	"81"	"161"	"4"	"7"	"246"	"10"	"1"	"1"	"0"	"1"	"0"	"7"	"4"	"4"	"446"	"0"	"14"	"460"	"0"
"99"	"82"	"452"	"4"	"10"	"160"	"4"	"1"	"2"	"5"	"1"	"1"	"5"	"15"	"5"	"665"	"0"	"18"	"683"	"0"
"100"	"83"	"93"	"4"	"8"	"213"	"5"	"1"	"0"	"3"	"2"	"3"	"8"	"5"	"7"	"352"	"0"	"17"	"369"	"0"
"101"	"84"	"538"	"9"	"50"	"129"	"28"	"3"	"1"	"4"	"5"	"2"	"5"	"10"	"12"	"796"	"0"	"28"	"824"	"0"
"102"	"85"	"346"	"5"	"10"	"151"	"26"	"5"	"2"	"0"	"1"	"1"	"6"	"10"	"7"	"570"	"0"	"22"	"592"	"0"
"103"	"86"	"153"	"14"	"97"	"49"	"234"	"13"	"6"	"5"	"2"	"8"	"9"	"13"	"10"	"613"	"0"	"10"	"623"	"0"
"104"	"87"	"217"	"9"	"26"	"150"	"181"	"15"	"5"	"2"	"3"	"9"	"5"	"7"	"6"	"635"	"0"	"13"	"648"	"0"
"105"	"88"	"152"	"5"	"45"	"172"	"59"	"9"	"1"	"4"	"1"	"6"	"3"	"3"	"1"	"461"	"0"	"10"	"471"	"0"
"106"	"89"	"500"	"12"	"107"	"175"	"39"	"5"	"4"	"5"	"3"	"5"	"9"	"10"	"11"	"885"	"0"	"14"	"899"	"0"
"107"	"90"	"411"	"4"	"40"	"228"	"23"	"6"	"0"	"5"	"1"	"4"	"10"	"9"	"5"	"746"	"0"	"12"	"758"	"0"
"108"	"91"	"271"	"13"	"252"	"184"	"34"	"7"	"1"	"1"	"1"	"3"	"4"	"15"	"11"	"797"	"0"	"17"	"814"	"0"
"109"	"92"	"237"	"10"	"52"	"56"	"37"	"7"	"4"	"3"	"3"	"4"	"9"	"10"	"5"	"437"	"0"	"28"	"465"	"0"
"110"	"93"	"616"	"9"	"27"	"51"	"1"	"2"	"2"	"0"	"5"	"1"	"2"	"3"	"10"	"729"	"0"	"21"	"750"	"0"
"111"	"94"	"284"	"5"	"19"	"166"	"2"	"0"	"0"	"0"	"1"	"0"	"2"	"12"	"4"	"495"	"0"	"13"	"508"	"0"
"112"	"94A"	"281"	"22"	"14"	"112"	"1"	"3"	"1"	"2"	"1"	"1"	"5"	"9"	"6"	"458"	"0"	"10"	"468"	"0"
"113"	"95"	"246"	"14"	"6"	"379"	"7"	"1"	"2"	"1"	"0"	"3"	"1"	"3"	"2"	"665"	"0"	"8"	"673"	"0"
"114"	"96"	"264"	"3"	"5"	"76"	"3"	"1"	"0"	"1"	"2"	"2"	"0"	"9"	"1"	"367"	"0"	"11"	"378"	"0"
"115"	"97"	"279"	"72"	"69"	"185"	"14"	"5"	"7"	"3"	"7"	"5"	"22"	"15"	"9"	"692"	"0"	"25"	"717"	"0"
"116"	"98"	"270"	"3"	"1"	"126"	"15"	"3"	"2"	"0"	"1"	"3"	"8"	"8"	"10"	"450"	"0"	"16"	"466"	"0"
"117"	"99"	"206"	"3"	"3"	"261"	"4"	"0"	"0"	"1"	"1"	"0"	"1"	"2"	"1"	"483"	"0"	"4"	"487"	"0"
"118"	"100"	"317"	"3"	"20"	"149"	"16"	"2"	"1"	"0"	"0"	"2"	"5"	"9"	"7"	"531"	"0"	"16"	"547"	"0"
"119"	"101"	"157"	"3"	"5"	"254"	"5"	"1"	"2"	"0"	"7"	"4"	"6"	"2"	"5"	"451"	"0"	"13"	"464"	"0"
"120"	"102"	"452"	"41"	"34"	"135"	"6"	"6"	"1"	"2"	"1"	"3"	"4"	"8"	"10"	"703"	"0"	"18"	"721"	"0"
"121"	"103"	"289"	"3"	"18"	"88"	"2"	"2"	"0"	"0"	"1"	"0"	"3"	"3"	"2"	"411"	"0"	"2"	"413"	"0"
"122"	"104"	"362"	"5"	"10"	"197"	"3"	"1"	"1"	"2"	"2"	"0"	"7"	"10"	"6"	"606"	"0"	"9"	"615"	"0"
"123"	"105"	"510"	"13"	"27"	"228"	"17"	"2"	"2"	"1"	"4"	"1"	"5"	"7"	"6"	"823"	"0"	"13"	"836"	"0"
"124"	"106"	"402"	"16"	"58"	"211"	"12"	"7"	"3"	"3"	"3"	"5"	"5"	"9"	"6"	"740"	"0"	"18"	"758"	"0"
"125"	"107"	"304"	"30"	"13"	"325"	"80"	"5"	"3"	"5"	"9"	"10"	"14"	"20"	"10"	"828"	"0"	"18"	"846"	"0"
"126"	"108"	"536"	"7"	"20"	"143"	"31"	"2"	"0"	"1"	"1"	"0"	"6"	"3"	"4"	"754"	"0"	"17"	"771"	"0"
"127"	"109"	"536"	"19"	"72"	"140"	"40"	"8"	"2"	"3"	"1"	"2"	"4"	"8"	"3"	"838"	"0"	"9"	"847"	"0"
"128"	"110"	"558"	"9"	"10"	"23"	"11"	"5"	"2"	"2"	"0"	"0"	"2"	"3"	"0"	"625"	"0"	"10"	"635"	"0"
"129"	"111"	"490"	"12"	"60"	"182"	"8"	"3"	"2"	"5"	"5"	"2"	"5"	"26"	"14"	"814"	"0"	"25"	"839"	"0"
"130"	"112"	"233"	"4"	"18"	"127"	"5"	"1"	"0"	"1"	"2"	"1"	"5"	"3"	"4"	"404"	"0"	"5"	"409"	"0"
"131"	"113"	"309"	"6"	"30"	"164"	"6"	"3"	"1"	"2"	"2"	"2"	"5"	"16"	"14"	"560"	"0"	"28"	"588"	"0"
"132"	"114"	"327"	"3"	"15"	"283"	"7"	"3"	"1"	"1"	"2"	"2"	"6"	"8"	"10"	"668"	"0"	"18"	"686"	"0"
"133"	"115"	"132"	"2"	"5"	"146"	"2"	"0"	"2"	"3"	"0"	"1"	"7"	"2"	"3"	"305"	"0"	"11"	"316"	"0"
"134"	"116"	"322"	"8"	"42"	"132"	"7"	"3"	"0"	"0"	"2"	"2"	"7"	"11"	"7"	"543"	"0"	"18"	"561"	"0"
"135"	"117"	"308"	"5"	"23"	"142"	"9"	"2"	"1"	"2"	"2"	"4"	"5"	"11"	"13"	"527"	"0"	"15"	"542"	"0"
"136"	"118"	"217"	"4"	"5"	"291"	"5"	"1"	"0"	"1"	"0"	"3"	"9"	"7"	"5"	"548"	"0"	"13"	"561"	"0"
"137"	"118A"	"193"	"1"	"26"	"236"	"6"	"1"	"1"	"0"	"1"	"3"	"16"	"5"	"8"	"497"	"0"	"19"	"516"	"0"
"138"	"119"	"289"	"11"	"28"	"501"	"16"	"3"	"1"	"2"	"3"	"1"	"10"	"8"	"6"	"879"	"0"	"27"	"906"	"0"
"139"	"120"	"387"	"17"	"116"	"246"	"17"	"9"	"1"	"1"	"1"	"4"	"4"	"9"	"3"	"815"	"0"	"17"	"832"	"0"
"140"	"121"	"455"	"14"	"30"	"160"	"31"	"5"	"1"	"2"	"2"	"2"	"6"	"12"	"11"	"731"	"0"	"18"	"749"	"0"
"141"	"122"	"524"	"18"	"18"	"57"	"5"	"1"	"1"	"2"	"1"	"4"	"1"	"8"	"7"	"647"	"0"	"24"	"671"	"0"
"142"	"123"	"422"	"7"	"43"	"201"	"15"	"5"	"0"	"2"	"3"	"5"	"10"	"10"	"5"	"728"	"0"	"37"	"765"	"0"
"143"	"124"	"130"	"6"	"33"	"55"	"56"	"5"	"2"	"2"	"2"	"3"	"5"	"7"	"2"	"308"	"0"	"10"	"318"	"0"
"144"	"125"	"244"	"10"	"17"	"53"	"5"	"1"	"1"	"2"	"6"	"2"	"5"	"14"	"8"	"368"	"0"	"13"	"381"	"0"
"145"	"126"	"346"	"8"	"6"	"213"	"4"	"0"	"0"	"3"	"5"	"2"	"7"	"6"	"4"	"604"	"0"	"23"	"627"	"0"
"146"	"127"	"283"	"11"	"26"	"239"	"4"	"2"	"4"	"4"	"6"	"3"	"5"	"12"	"11"	"610"	"0"	"15"	"625"	"0"
"147"	"128"	"110"	"5"	"4"	"350"	"6"	"1"	"1"	"0"	"0"	"1"	"5"	"2"	"7"	"492"	"0"	"17"	"509"	"0"
"148"	"129"	"192"	"5"	"10"	"342"	"1"	"0"	"0"	"0"	"0"	"1"	"5"	"1"	"3"	"560"	"0"	"14"	"574"	"0"
"149"	"130"	"216"	"5"	"6"	"568"	"10"	"2"	"4"	"1"	"2"	"2"	"10"	"4"	"12"	"842"	"0"	"29"	"871"	"0"
"150"	"131"	"450"	"2"	"1"	"12"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"1"	"470"	"0"	"5"	"475"	"0"
"151"	"132"	"242"	"6"	"89"	"93"	"3"	"1"	"0"	"4"	"1"	"1"	"3"	"9"	"10"	"462"	"0"	"7"	"469"	"0"
"152"	"133"	"200"	"5"	"19"	"526"	"3"	"0"	"0"	"1"	"1"	"2"	"4"	"7"	"4"	"772"	"0"	"11"	"783"	"0"
"153"	"134"	"220"	"2"	"9"	"34"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"1"	"0"	"270"	"0"	"3"	"273"	"0"
"154"	"135"	"375"	"0"	"1"	"33"	"2"	"1"	"1"	"0"	"1"	"1"	"5"	"6"	"4"	"430"	"0"	"11"	"441"	"0"
"155"	"136"	"264"	"2"	"4"	"54"	"1"	"0"	"0"	"0"	"2"	"0"	"2"	"1"	"4"	"334"	"0"	"9"	"343"	"0"
"156"	"137"	"200"	"12"	"14"	"72"	"2"	"0"	"1"	"1"	"1"	"3"	"6"	"6"	"3"	"321"	"0"	"10"	"331"	"0"
"157"	"138"	"139"	"2"	"5"	"675"	"10"	"1"	"0"	"2"	"0"	"5"	"8"	"5"	"8"	"860"	"0"	"11"	"871"	"0"
"158"	"139"	"78"	"1"	"2"	"727"	"3"	"0"	"0"	"0"	"0"	"2"	"8"	"2"	"5"	"828"	"0"	"13"	"841"	"0"
"159"	"140"	"214"	"5"	"3"	"344"	"8"	"1"	"2"	"2"	"4"	"0"	"5"	"2"	"3"	"593"	"0"	"12"	"605"	"0"
"160"	"141"	"364"	"7"	"8"	"218"	"4"	"2"	"0"	"2"	"2"	"4"	"4"	"11"	"9"	"635"	"0"	"31"	"666"	"0"
"161"	"142"	"235"	"8"	"13"	"352"	"12"	"2"	"1"	"1"	"2"	"1"	"5"	"12"	"7"	"651"	"0"	"6"	"657"	"0"
"162"	"143"	"325"	"34"	"3"	"172"	"10"	"1"	"4"	"3"	"2"	"3"	"10"	"10"	"5"	"582"	"0"	"13"	"595"	"0"
"163"	"143A"	"249"	"16"	"1"	"187"	"4"	"3"	"3"	"1"	"1"	"29"	"6"	"7"	"6"	"513"	"0"	"20"	"533"	"0"
"164"	"144"	"345"	"13"	"4"	"168"	"3"	"1"	"1"	"2"	"0"	"3"	"5"	"6"	"10"	"561"	"0"	"15"	"576"	"0"
"165"	"145"	"190"	"4"	"4"	"466"	"8"	"4"	"1"	"2"	"0"	"1"	"5"	"7"	"4"	"696"	"0"	"9"	"705"	"0"
"166"	"146"	"360"	"11"	"12"	"169"	"96"	"9"	"7"	"1"	"1"	"4"	"11"	"10"	"10"	"701"	"0"	"25"	"726"	"0"
"167"	"147"	"380"	"4"	"14"	"306"	"4"	"2"	"3"	"3"	"1"	"3"	"10"	"4"	"13"	"747"	"0"	"24"	"771"	"0"
"168"	"148"	"341"	"8"	"11"	"72"	"5"	"2"	"0"	"2"	"2"	"1"	"4"	"7"	"7"	"462"	"0"	"24"	"486"	"0"
"169"	"149"	"429"	"10"	"9"	"220"	"2"	"0"	"2"	"0"	"3"	"4"	"4"	"6"	"7"	"696"	"0"	"22"	"718"	"0"
"170"	"150"	"320"	"6"	"22"	"291"	"3"	"0"	"1"	"0"	"1"	"0"	"5"	"5"	"9"	"663"	"0"	"32"	"695"	"0"
"171"	"151"	"328"	"5"	"4"	"201"	"0"	"0"	"1"	"1"	"1"	"4"	"11"	"10"	"5"	"571"	"0"	"16"	"587"	"0"
"172"	"152"	"312"	"87"	"86"	"54"	"7"	"3"	"4"	"1"	"1"	"2"	"6"	"9"	"13"	"585"	"0"	"23"	"608"	"0"
