"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 15-Muzaffarpur PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  241026"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Bochaha(91)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendere d votes"
"11"	""	"Akhilesh Pd. Singh"	"Ajay Nishad"	"Rajeev Ranjan"	"Vijendra Choudh ary"	"Akshay Verma"	"Ashok Kumar Jha"	"Ashok Kumar Singh"	"Kunal Priyadar shi"	"Devendr a Rakesh"	"Naval Kishore Jha"	"Nilu Singh"	"Pankaj Kumar Srivasta va"	"Prabhat Suman"	"Madhur Sheel"	"Mahesh Rai"	"Raghve ndra Pratap Singh"	"Rajesh Kumar"	"Shatrud han Sahani"	"Ajitansh Gaur"	"Kamlesh Choudh ary"	"Deepak Kumar"	"Nagesh war Prasad Singh"	"Mahesh Paswan"	"Moham mad Anwarul Haque"	"Mohmm ad Taiyab"	"Ravi Shankar Paswan"	"Rupesh Kumar Kuar"	"Shravan Kumar Jha"	"Suresh Kumar"	""	""	""	""	""
"30"	"18"	"166"	"275"	"6"	"109"	"3"	"23"	"2"	"1"	"0"	"1"	"2"	"8"	"4"	"4"	"10"	"10"	"0"	"1"	"0"	"1"	"1"	"2"	"1"	"2"	"0"	"1"	"1"	"0"	"2"	"636"	"0"	"1"	"637"	"0"
"31"	"19"	"93"	"305"	"3"	"38"	"1"	"14"	"2"	"1"	"1"	"0"	"0"	"0"	"5"	"3"	"1"	"5"	"0"	"4"	"0"	"0"	"0"	"3"	"0"	"1"	"1"	"2"	"1"	"0"	"2"	"486"	"0"	"0"	"486"	"0"
"32"	"20"	"220"	"411"	"8"	"56"	"5"	"15"	"5"	"2"	"2"	"3"	"2"	"1"	"3"	"1"	"3"	"7"	"3"	"5"	"4"	"2"	"5"	"9"	"6"	"1"	"1"	"5"	"2"	"2"	"6"	"795"	"0"	"11"	"806"	"0"
"33"	"21"	"133"	"327"	"9"	"69"	"0"	"23"	"4"	"2"	"1"	"2"	"2"	"5"	"5"	"4"	"6"	"1"	"1"	"3"	"0"	"2"	"2"	"3"	"2"	"1"	"3"	"4"	"2"	"4"	"3"	"623"	"0"	"10"	"633"	"0"
"34"	"22"	"54"	"453"	"3"	"35"	"3"	"15"	"0"	"0"	"1"	"1"	"1"	"2"	"0"	"2"	"3"	"2"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"3"	"1"	"0"	"0"	"1"	"0"	"584"	"0"	"2"	"586"	"0"
"35"	"23"	"41"	"246"	"4"	"24"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"4"	"1"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"330"	"0"	"3"	"333"	"0"
"36"	"24"	"81"	"278"	"4"	"34"	"0"	"5"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"2"	"2"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"418"	"0"	"1"	"419"	"0"
"37"	"25"	"180"	"513"	"3"	"68"	"1"	"14"	"1"	"3"	"3"	"0"	"0"	"3"	"10"	"1"	"8"	"6"	"2"	"2"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"1"	"0"	"1"	"2"	"825"	"0"	"4"	"829"	"0"
"38"	"26"	"79"	"397"	"1"	"43"	"2"	"9"	"1"	"1"	"1"	"1"	"0"	"1"	"6"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"548"	"0"	"1"	"549"	"0"
"39"	"27"	"41"	"439"	"2"	"31"	"11"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"2"	"0"	"1"	"0"	"6"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"544"	"0"	"1"	"545"	"0"
"40"	"28"	"70"	"264"	"1"	"75"	"0"	"16"	"2"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"3"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"1"	"442"	"0"	"1"	"443"	"0"
"41"	"29"	"107"	"625"	"4"	"33"	"4"	"21"	"1"	"0"	"3"	"4"	"2"	"4"	"4"	"2"	"5"	"9"	"2"	"8"	"2"	"0"	"0"	"10"	"0"	"2"	"2"	"3"	"4"	"2"	"2"	"865"	"0"	"11"	"876"	"0"
"42"	"30"	"213"	"347"	"5"	"37"	"2"	"3"	"1"	"0"	"1"	"1"	"1"	"2"	"2"	"0"	"5"	"3"	"5"	"2"	"0"	"3"	"0"	"5"	"0"	"0"	"1"	"2"	"1"	"3"	"5"	"650"	"0"	"3"	"653"	"0"
"43"	"31"	"57"	"306"	"1"	"18"	"4"	"6"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"400"	"0"	"2"	"402"	"0"
"44"	"32"	"39"	"300"	"1"	"10"	"2"	"7"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"369"	"0"	"1"	"370"	"0"
"45"	"33"	"99"	"527"	"3"	"24"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"2"	"0"	"5"	"1"	"0"	"1"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"679"	"0"	"1"	"680"	"0"
"46"	"34"	"104"	"573"	"2"	"56"	"10"	"7"	"3"	"1"	"1"	"4"	"2"	"0"	"6"	"3"	"6"	"6"	"0"	"1"	"1"	"1"	"0"	"7"	"2"	"2"	"1"	"1"	"0"	"1"	"1"	"802"	"0"	"1"	"803"	"0"
"47"	"35"	"84"	"483"	"8"	"42"	"6"	"6"	"2"	"3"	"0"	"1"	"2"	"1"	"2"	"1"	"5"	"3"	"1"	"3"	"0"	"1"	"0"	"3"	"0"	"2"	"2"	"0"	"1"	"2"	"1"	"665"	"0"	"4"	"669"	"0"
"48"	"36"	"52"	"482"	"2"	"29"	"8"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"5"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"595"	"0"	"3"	"598"	"0"
"49"	"37"	"117"	"586"	"6"	"55"	"4"	"15"	"1"	"1"	"0"	"2"	"0"	"0"	"4"	"1"	"1"	"3"	"1"	"12"	"1"	"0"	"1"	"5"	"1"	"1"	"1"	"4"	"2"	"3"	"2"	"830"	"0"	"5"	"835"	"0"
"50"	"38"	"320"	"169"	"7"	"23"	"4"	"6"	"2"	"4"	"1"	"3"	"2"	"1"	"11"	"3"	"7"	"18"	"4"	"0"	"0"	"0"	"3"	"3"	"2"	"2"	"1"	"1"	"2"	"6"	"3"	"608"	"0"	"14"	"622"	"0"
"51"	"38A"	"211"	"235"	"3"	"37"	"5"	"9"	"2"	"0"	"2"	"2"	"0"	"5"	"2"	"1"	"1"	"10"	"3"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"4"	"0"	"1"	"539"	"0"	"3"	"542"	"0"
"52"	"39"	"166"	"259"	"4"	"130"	"7"	"38"	"9"	"3"	"1"	"4"	"2"	"7"	"10"	"5"	"12"	"21"	"2"	"4"	"4"	"3"	"0"	"4"	"1"	"1"	"0"	"1"	"0"	"1"	"3"	"702"	"0"	"7"	"709"	"0"
"53"	"40"	"211"	"272"	"3"	"15"	"4"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"1"	"0"	"4"	"0"	"2"	"1"	"3"	"11"	"2"	"1"	"2"	"1"	"1"	"1"	"3"	"541"	"0"	"6"	"547"	"0"
"54"	"41"	"275"	"216"	"3"	"11"	"1"	"4"	"4"	"1"	"1"	"0"	"2"	"1"	"1"	"2"	"5"	"12"	"5"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"548"	"0"	"4"	"552"	"0"
"55"	"42"	"494"	"95"	"3"	"51"	"7"	"7"	"1"	"1"	"0"	"0"	"0"	"2"	"5"	"8"	"1"	"18"	"12"	"0"	"2"	"3"	"2"	"1"	"0"	"1"	"3"	"1"	"7"	"3"	"4"	"732"	"0"	"8"	"740"	"0"
"56"	"43"	"346"	"430"	"14"	"54"	"5"	"21"	"3"	"2"	"2"	"6"	"3"	"5"	"11"	"11"	"18"	"20"	"6"	"7"	"4"	"1"	"2"	"21"	"5"	"2"	"4"	"2"	"0"	"3"	"3"	"101
1"	"0"	"10"	"102
1"	"0"
"57"	"44"	"236"	"414"	"18"	"114"	"5"	"39"	"7"	"4"	"7"	"6"	"2"	"2"	"3"	"3"	"2"	"15"	"6"	"4"	"1"	"4"	"1"	"7"	"1"	"0"	"1"	"3"	"1"	"6"	"12"	"924"	"0"	"5"	"929"	"0"
"58"	"45"	"356"	"363"	"6"	"107"	"4"	"33"	"7"	"3"	"7"	"6"	"2"	"3"	"11"	"10"	"13"	"25"	"10"	"15"	"1"	"4"	"0"	"15"	"5"	"4"	"4"	"5"	"5"	"6"	"9"	"103
9"	"0"	"11"	"105
0"	"0"
"59"	"46"	"56"	"785"	"11"	"28"	"5"	"13"	"4"	"4"	"3"	"2"	"3"	"2"	"4"	"6"	"16"	"23"	"4"	"13"	"0"	"0"	"0"	"6"	"0"	"0"	"2"	"1"	"0"	"0"	"3"	"994"	"0"	"11"	"100
5"	"0"
"60"	"47"	"264"	"382"	"4"	"69"	"5"	"29"	"3"	"3"	"0"	"1"	"2"	"4"	"4"	"1"	"6"	"16"	"0"	"4"	"3"	"1"	"2"	"7"	"3"	"1"	"4"	"3"	"2"	"5"	"6"	"834"	"0"	"6"	"840"	"0"
"61"	"48"	"77"	"399"	"9"	"38"	"0"	"15"	"3"	"2"	"0"	"0"	"1"	"2"	"5"	"1"	"9"	"10"	"0"	"19"	"1"	"2"	"0"	"8"	"4"	"0"	"1"	"0"	"0"	"2"	"8"	"616"	"0"	"8"	"624"	"0"
"62"	"48A"	"60"	"347"	"6"	"53"	"1"	"22"	"2"	"3"	"2"	"1"	"4"	"2"	"8"	"9"	"9"	"13"	"4"	"50"	"3"	"1"	"1"	"7"	"0"	"2"	"1"	"8"	"3"	"4"	"8"	"634"	"0"	"8"	"642"	"0"
"63"	"49"	"21"	"433"	"17"	"36"	"15"	"26"	"6"	"14"	"7"	"3"	"6"	"7"	"14"	"5"	"8"	"10"	"4"	"92"	"4"	"2"	"7"	"16"	"2"	"5"	"7"	"10"	"3"	"3"	"6"	"789"	"0"	"10"	"799"	"0"
"64"	"50"	"14"	"374"	"5"	"4"	"10"	"9"	"2"	"4"	"2"	"2"	"2"	"1"	"7"	"11"	"11"	"9"	"6"	"46"	"8"	"3"	"2"	"23"	"1"	"1"	"4"	"12"	"2"	"1"	"6"	"582"	"0"	"6"	"588"	"0"
"65"	"51"	"123"	"486"	"10"	"147"	"6"	"35"	"9"	"5"	"7"	"2"	"5"	"5"	"7"	"4"	"11"	"16"	"1"	"7"	"8"	"4"	"0"	"13"	"2"	"4"	"6"	"6"	"3"	"3"	"4"	"939"	"0"	"10"	"949"	"0"
"66"	"52"	"183"	"313"	"10"	"25"	"1"	"14"	"2"	"4"	"1"	"2"	"1"	"5"	"7"	"5"	"14"	"13"	"5"	"9"	"1"	"3"	"2"	"10"	"0"	"2"	"4"	"2"	"1"	"3"	"5"	"647"	"0"	"16"	"663"	"0"
"67"	"53"	"105"	"362"	"10"	"13"	"9"	"6"	"3"	"6"	"3"	"1"	"4"	"4"	"3"	"3"	"3"	"3"	"12"	"12"	"5"	"3"	"2"	"28"	"2"	"2"	"5"	"2"	"2"	"6"	"15"	"634"	"0"	"16"	"650"	"0"
"68"	"54"	"155"	"564"	"6"	"83"	"7"	"27"	"5"	"6"	"6"	"2"	"2"	"9"	"9"	"13"	"15"	"29"	"5"	"12"	"6"	"5"	"2"	"17"	"1"	"3"	"4"	"12"	"7"	"11"	"5"	"102
8"	"0"	"18"	"104
6"	"0"
"69"	"55"	"198"	"482"	"20"	"57"	"9"	"23"	"7"	"7"	"10"	"4"	"2"	"12"	"10"	"10"	"20"	"22"	"3"	"28"	"2"	"4"	"5"	"8"	"3"	"0"	"2"	"9"	"2"	"6"	"3"	"968"	"0"	"19"	"987"	"0"
"70"	"56"	"130"	"511"	"14"	"109"	"14"	"46"	"6"	"6"	"5"	"6"	"4"	"6"	"11"	"9"	"13"	"27"	"0"	"8"	"0"	"5"	"1"	"12"	"1"	"0"	"2"	"7"	"3"	"4"	"8"	"968"	"0"	"14"	"982"	"0"
"71"	"57"	"179"	"375"	"15"	"90"	"56"	"18"	"6"	"5"	"4"	"5"	"7"	"8"	"11"	"14"	"11"	"21"	"2"	"10"	"2"	"1"	"6"	"15"	"5"	"1"	"5"	"11"	"4"	"3"	"6"	"896"	"0"	"13"	"909"	"0"
"72"	"58"	"225"	"408"	"11"	"114"	"4"	"39"	"4"	"11"	"2"	"4"	"2"	"7"	"15"	"12"	"19"	"38"	"1"	"10"	"4"	"7"	"2"	"15"	"2"	"5"	"2"	"4"	"4"	"6"	"8"	"985"	"0"	"13"	"998"	"0"
"73"	"59"	"52"	"226"	"2"	"17"	"27"	"13"	"1"	"0"	"2"	"1"	"1"	"0"	"3"	"2"	"7"	"4"	"1"	"1"	"0"	"1"	"1"	"6"	"0"	"3"	"1"	"2"	"2"	"1"	"1"	"378"	"0"	"4"	"382"	"0"
"74"	"60"	"177"	"352"	"18"	"139"	"5"	"48"	"8"	"9"	"11"	"8"	"8"	"10"	"15"	"6"	"23"	"37"	"9"	"3"	"2"	"7"	"0"	"12"	"2"	"3"	"4"	"7"	"7"	"8"	"2"	"940"	"0"	"15"	"955"	"0"
"75"	"61"	"94"	"569"	"5"	"20"	"17"	"5"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"7"	"8"	"2"	"7"	"2"	"0"	"0"	"2"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"751"	"0"	"11"	"762"	"0"
"76"	"62"	"322"	"363"	"4"	"36"	"7"	"12"	"11"	"3"	"1"	"2"	"4"	"7"	"4"	"3"	"8"	"14"	"9"	"1"	"3"	"4"	"2"	"9"	"1"	"3"	"1"	"3"	"7"	"4"	"3"	"851"	"0"	"8"	"859"	"0"
"77"	"63"	"285"	"250"	"13"	"54"	"3"	"14"	"9"	"3"	"2"	"5"	"3"	"2"	"2"	"4"	"3"	"9"	"14"	"14"	"3"	"7"	"2"	"5"	"2"	"2"	"3"	"3"	"1"	"1"	"1"	"719"	"0"	"3"	"722"	"0"
"78"	"64"	"334"	"253"	"11"	"34"	"3"	"8"	"6"	"12"	"7"	"1"	"5"	"6"	"7"	"8"	"7"	"27"	"5"	"2"	"1"	"2"	"3"	"6"	"0"	"1"	"0"	"3"	"1"	"1"	"5"	"759"	"0"	"4"	"763"	"0"
"79"	"65"	"106"	"526"	"20"	"27"	"5"	"15"	"4"	"2"	"2"	"5"	"3"	"7"	"4"	"13"	"13"	"20"	"2"	"9"	"2"	"3"	"5"	"14"	"5"	"4"	"1"	"2"	"1"	"6"	"2"	"828"	"0"	"26"	"854"	"0"
"80"	"66"	"166"	"383"	"9"	"40"	"3"	"3"	"9"	"5"	"1"	"4"	"1"	"4"	"10"	"8"	"13"	"22"	"4"	"10"	"5"	"4"	"0"	"17"	"7"	"5"	"4"	"5"	"3"	"13"	"8"	"766"	"0"	"30"	"796"	"0"
"81"	"67"	"36"	"529"	"10"	"61"	"1"	"14"	"3"	"6"	"3"	"2"	"3"	"7"	"11"	"5"	"17"	"10"	"1"	"2"	"3"	"0"	"1"	"14"	"4"	"1"	"4"	"4"	"5"	"6"	"15"	"778"	"0"	"11"	"789"	"0"
"82"	"68"	"138"	"510"	"10"	"91"	"6"	"24"	"5"	"5"	"4"	"11"	"7"	"7"	"12"	"6"	"15"	"33"	"1"	"5"	"2"	"2"	"2"	"13"	"1"	"2"	"3"	"5"	"2"	"4"	"6"	"932"	"0"	"7"	"939"	"0"
"83"	"69"	"109"	"822"	"13"	"35"	"26"	"2"	"1"	"0"	"2"	"0"	"0"	"2"	"0"	"0"	"5"	"2"	"0"	"3"	"5"	"1"	"0"	"17"	"1"	"1"	"2"	"2"	"1"	"5"	"5"	"106
2"	"0"	"3"	"106
5"	"0"
"84"	"70"	"70"	"570"	"13"	"43"	"5"	"10"	"2"	"1"	"6"	"7"	"1"	"7"	"10"	"7"	"14"	"28"	"0"	"2"	"2"	"1"	"4"	"27"	"4"	"5"	"3"	"2"	"4"	"8"	"10"	"866"	"0"	"13"	"879"	"0"
"85"	"71"	"44"	"311"	"9"	"11"	"4"	"0"	"1"	"0"	"2"	"0"	"1"	"2"	"5"	"5"	"10"	"18"	"1"	"11"	"2"	"1"	"1"	"19"	"2"	"4"	"3"	"4"	"3"	"5"	"9"	"488"	"0"	"16"	"504"	"0"
