"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"
"24"	"12"	"54"	"122"	"5"	"207"	"18"	"2"	"3"	"5"	"1"	"4"	"6"	"3"	"7"	"437"	"0"	"18"	"455"	"0"
"25"	"13"	"41"	"36"	"11"	"246"	"10"	"0"	"6"	"3"	"9"	"1"	"1"	"2"	"17"	"383"	"0"	"4"	"387"	"0"
"26"	"14"	"167"	"25"	"5"	"281"	"37"	"3"	"5"	"3"	"4"	"4"	"0"	"1"	"1"	"536"	"0"	"3"	"539"	"0"
"27"	"15"	"39"	"8"	"11"	"267"	"23"	"1"	"5"	"6"	"3"	"2"	"1"	"1"	"5"	"372"	"0"	"6"	"378"	"0"
"28"	"16"	"86"	"20"	"7"	"422"	"38"	"1"	"4"	"13"	"0"	"1"	"2"	"4"	"5"	"603"	"0"	"9"	"612"	"0"
"29"	"17"	"53"	"43"	"3"	"247"	"23"	"2"	"1"	"16"	"3"	"1"	"2"	"0"	"4"	"398"	"0"	"4"	"402"	"0"
"30"	"18"	"62"	"64"	"2"	"336"	"27"	"2"	"4"	"12"	"2"	"2"	"1"	"5"	"7"	"526"	"0"	"5"	"531"	"0"
"31"	"19"	"40"	"25"	"3"	"440"	"7"	"0"	"2"	"8"	"1"	"1"	"0"	"0"	"3"	"530"	"0"	"2"	"532"	"0"
"32"	"20"	"111"	"62"	"14"	"392"	"27"	"2"	"2"	"15"	"1"	"2"	"0"	"0"	"0"	"628"	"0"	"6"	"634"	"0"
"33"	"21"	"61"	"40"	"15"	"396"	"19"	"1"	"10"	"11"	"1"	"4"	"1"	"3"	"8"	"570"	"0"	"10"	"580"	"0"
"34"	"22"	"43"	"21"	"4"	"485"	"20"	"2"	"3"	"11"	"1"	"4"	"3"	"6"	"9"	"612"	"0"	"15"	"627"	"0"
"35"	"23"	"17"	"9"	"1"	"501"	"9"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"541"	"0"	"1"	"542"	"0"
"36"	"24"	"124"	"36"	"8"	"489"	"44"	"3"	"15"	"13"	"8"	"9"	"3"	"8"	"10"	"770"	"0"	"11"	"781"	"0"
"37"	"25"	"21"	"25"	"1"	"273"	"9"	"1"	"5"	"1"	"0"	"0"	"1"	"1"	"5"	"343"	"0"	"3"	"346"	"0"
"38"	"26"	"66"	"92"	"6"	"419"	"49"	"5"	"4"	"12"	"3"	"1"	"3"	"0"	"4"	"664"	"0"	"5"	"669"	"0"
"39"	"27"	"81"	"67"	"11"	"563"	"30"	"2"	"12"	"5"	"6"	"4"	"11"	"4"	"6"	"802"	"0"	"19"	"821"	"0"
"40"	"28"	"62"	"72"	"3"	"411"	"25"	"2"	"5"	"12"	"0"	"1"	"1"	"0"	"3"	"597"	"0"	"2"	"599"	"0"
"41"	"29"	"37"	"57"	"0"	"203"	"9"	"1"	"3"	"2"	"2"	"1"	"1"	"3"	"5"	"324"	"0"	"7"	"331"	"0"
"42"	"30"	"32"	"9"	"1"	"392"	"12"	"2"	"3"	"2"	"0"	"0"	"2"	"2"	"3"	"460"	"0"	"5"	"465"	"0"
"43"	"31"	"16"	"28"	"5"	"279"	"18"	"2"	"2"	"11"	"3"	"3"	"0"	"0"	"0"	"367"	"0"	"2"	"369"	"0"
"44"	"32"	"107"	"25"	"8"	"224"	"38"	"7"	"4"	"1"	"0"	"3"	"1"	"1"	"10"	"429"	"0"	"1"	"430"	"0"
"45"	"33"	"31"	"40"	"4"	"173"	"17"	"2"	"2"	"1"	"3"	"0"	"1"	"4"	"5"	"283"	"0"	"3"	"286"	"0"
"46"	"34"	"41"	"54"	"10"	"659"	"29"	"4"	"14"	"5"	"5"	"10"	"4"	"2"	"10"	"847"	"0"	"7"	"854"	"0"
"47"	"35"	"56"	"297"	"2"	"27"	"25"	"1"	"2"	"4"	"3"	"6"	"4"	"4"	"2"	"433"	"0"	"4"	"437"	"0"
"48"	"35A"	"61"	"120"	"8"	"182"	"18"	"5"	"1"	"8"	"3"	"1"	"2"	"1"	"0"	"410"	"0"	"5"	"415"	"0"
"49"	"36"	"21"	"18"	"5"	"327"	"12"	"1"	"5"	"5"	"2"	"1"	"4"	"1"	"6"	"408"	"0"	"4"	"412"	"0"
"50"	"36A"	"30"	"18"	"5"	"262"	"20"	"5"	"4"	"6"	"2"	"1"	"4"	"1"	"2"	"360"	"0"	"12"	"372"	"0"
"51"	"37"	"89"	"306"	"15"	"187"	"17"	"5"	"5"	"13"	"1"	"9"	"11"	"2"	"10"	"670"	"0"	"10"	"680"	"0"
"52"	"38"	"101"	"335"	"9"	"45"	"30"	"2"	"2"	"4"	"3"	"6"	"1"	"2"	"6"	"546"	"0"	"13"	"559"	"0"
"53"	"39"	"40"	"137"	"1"	"270"	"12"	"0"	"1"	"3"	"2"	"0"	"0"	"0"	"7"	"473"	"0"	"3"	"476"	"0"
"54"	"40"	"68"	"325"	"3"	"35"	"8"	"5"	"3"	"9"	"3"	"6"	"6"	"4"	"8"	"483"	"0"	"6"	"489"	"0"
"55"	"41"	"79"	"275"	"4"	"36"	"18"	"3"	"1"	"6"	"3"	"2"	"1"	"2"	"3"	"433"	"0"	"7"	"440"	"0"
"56"	"42"	"61"	"350"	"5"	"72"	"13"	"3"	"0"	"5"	"1"	"2"	"1"	"0"	"4"	"517"	"0"	"3"	"520"	"0"
"57"	"43"	"74"	"208"	"4"	"431"	"18"	"0"	"2"	"8"	"3"	"3"	"5"	"4"	"14"	"774"	"0"	"16"	"790"	"0"
"58"	"44"	"26"	"25"	"4"	"385"	"16"	"1"	"1"	"5"	"0"	"2"	"1"	"0"	"2"	"468"	"0"	"2"	"470"	"0"
"59"	"45"	"36"	"37"	"10"	"588"	"4"	"2"	"3"	"8"	"3"	"2"	"2"	"4"	"3"	"702"	"0"	"8"	"710"	"0"
"60"	"46"	"20"	"59"	"5"	"330"	"8"	"2"	"4"	"5"	"2"	"4"	"3"	"3"	"5"	"450"	"0"	"11"	"461"	"0"
"61"	"47"	"17"	"8"	"2"	"314"	"8"	"1"	"1"	"4"	"0"	"1"	"3"	"1"	"10"	"370"	"0"	"3"	"373"	"0"
"62"	"48"	"30"	"6"	"9"	"435"	"38"	"3"	"5"	"8"	"2"	"5"	"1"	"1"	"4"	"547"	"0"	"5"	"552"	"0"
"63"	"49"	"33"	"42"	"7"	"307"	"7"	"3"	"2"	"6"	"1"	"0"	"3"	"0"	"7"	"418"	"0"	"10"	"428"	"0"
"64"	"50"	"43"	"21"	"9"	"516"	"14"	"1"	"4"	"3"	"0"	"2"	"3"	"1"	"4"	"621"	"0"	"8"	"629"	"0"
"65"	"51"	"90"	"96"	"30"	"446"	"50"	"4"	"5"	"9"	"11"	"9"	"2"	"4"	"6"	"762"	"0"	"10"	"772"	"0"
"66"	"52"	"106"	"18"	"9"	"345"	"58"	"6"	"19"	"17"	"17"	"21"	"14"	"10"	"9"	"649"	"0"	"29"	"678"	"0"
"67"	"53"	"24"	"22"	"4"	"297"	"17"	"1"	"2"	"6"	"1"	"2"	"0"	"2"	"5"	"383"	"0"	"3"	"386"	"0"
"68"	"54"	"20"	"25"	"1"	"320"	"15"	"1"	"3"	"2"	"0"	"2"	"1"	"0"	"0"	"390"	"0"	"9"	"399"	"0"
"69"	"55"	"13"	"10"	"0"	"355"	"7"	"0"	"2"	"8"	"1"	"1"	"1"	"2"	"3"	"403"	"0"	"5"	"408"	"0"
"70"	"56"	"15"	"9"	"1"	"409"	"8"	"0"	"2"	"3"	"2"	"0"	"2"	"0"	"0"	"451"	"0"	"6"	"457"	"0"
"71"	"57"	"34"	"37"	"39"	"538"	"21"	"1"	"3"	"7"	"0"	"3"	"5"	"2"	"4"	"694"	"0"	"9"	"703"	"0"
"72"	"58"	"190"	"38"	"12"	"450"	"45"	"3"	"4"	"8"	"9"	"5"	"3"	"5"	"15"	"787"	"0"	"21"	"808"	"0"
"73"	"59"	"61"	"14"	"7"	"300"	"34"	"0"	"1"	"8"	"2"	"2"	"2"	"1"	"7"	"439"	"0"	"6"	"445"	"0"
"74"	"60"	"71"	"22"	"4"	"421"	"26"	"2"	"7"	"10"	"1"	"0"	"2"	"2"	"8"	"576"	"0"	"7"	"583"	"0"
"75"	"61"	"48"	"25"	"1"	"366"	"17"	"4"	"2"	"3"	"1"	"1"	"3"	"0"	"6"	"477"	"0"	"4"	"481"	"0"
"76"	"62"	"18"	"36"	"3"	"400"	"6"	"1"	"1"	"4"	"2"	"3"	"12"	"0"	"1"	"487"	"0"	"5"	"492"	"0"
"77"	"63"	"13"	"11"	"1"	"331"	"9"	"0"	"1"	"8"	"1"	"3"	"0"	"0"	"4"	"382"	"0"	"4"	"386"	"0"
"78"	"64"	"42"	"112"	"12"	"446"	"29"	"1"	"5"	"8"	"5"	"6"	"3"	"3"	"8"	"680"	"0"	"9"	"689"	"0"
"79"	"65"	"50"	"55"	"8"	"578"	"33"	"4"	"3"	"9"	"2"	"2"	"6"	"2"	"10"	"762"	"0"	"9"	"771"	"0"
"80"	"66"	"43"	"24"	"4"	"686"	"22"	"0"	"5"	"9"	"1"	"1"	"0"	"3"	"4"	"802"	"0"	"8"	"810"	"0"
"81"	"67"	"65"	"226"	"5"	"270"	"8"	"0"	"2"	"12"	"1"	"0"	"0"	"2"	"0"	"591"	"0"	"4"	"595"	"0"
"82"	"68"	"34"	"24"	"3"	"548"	"12"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"7"	"633"	"0"	"5"	"638"	"0"
"83"	"69"	"21"	"32"	"5"	"473"	"12"	"0"	"3"	"4"	"0"	"2"	"1"	"0"	"2"	"555"	"0"	"7"	"562"	"0"
"84"	"70"	"40"	"143"	"7"	"497"	"24"	"2"	"7"	"4"	"1"	"2"	"2"	"2"	"2"	"733"	"0"	"8"	"741"	"0"
"85"	"71"	"31"	"77"	"4"	"491"	"6"	"0"	"4"	"3"	"1"	"1"	"0"	"2"	"7"	"627"	"0"	"3"	"630"	"0"
"86"	"72"	"60"	"171"	"3"	"409"	"17"	"2"	"2"	"3"	"2"	"2"	"1"	"3"	"1"	"676"	"0"	"1"	"677"	"0"
"87"	"73"	"70"	"326"	"8"	"174"	"12"	"0"	"1"	"8"	"3"	"1"	"1"	"3"	"2"	"609"	"0"	"7"	"616"	"0"
"88"	"74"	"5"	"19"	"2"	"396"	"3"	"0"	"1"	"8"	"1"	"2"	"0"	"0"	"2"	"439"	"0"	"2"	"441"	"0"
"89"	"75"	"40"	"306"	"4"	"272"	"12"	"0"	"3"	"6"	"1"	"1"	"5"	"4"	"1"	"655"	"0"	"8"	"663"	"0"
"90"	"76"	"10"	"20"	"0"	"372"	"3"	"0"	"3"	"4"	"0"	"0"	"0"	"0"	"1"	"413"	"0"	"1"	"414"	"0"
"91"	"77"	"20"	"28"	"3"	"253"	"7"	"1"	"1"	"4"	"3"	"1"	"0"	"0"	"1"	"322"	"0"	"2"	"324"	"0"
"92"	"78"	"32"	"38"	"3"	"577"	"20"	"0"	"4"	"5"	"0"	"1"	"2"	"5"	"8"	"695"	"0"	"6"	"701"	"0"
"93"	"79"	"57"	"278"	"1"	"286"	"14"	"1"	"1"	"8"	"1"	"0"	"0"	"0"	"0"	"647"	"0"	"4"	"651"	"0"
"94"	"80"	"38"	"12"	"2"	"736"	"13"	"4"	"1"	"7"	"3"	"1"	"0"	"0"	"2"	"819"	"0"	"4"	"823"	"0"
"95"	"81"	"73"	"169"	"2"	"394"	"7"	"2"	"3"	"5"	"2"	"4"	"1"	"1"	"3"	"666"	"0"	"2"	"668"	"0"
"96"	"82"	"22"	"79"	"2"	"437"	"8"	"1"	"1"	"6"	"0"	"1"	"3"	"3"	"10"	"573"	"0"	"6"	"579"	"0"
"97"	"83"	"33"	"151"	"1"	"148"	"8"	"2"	"2"	"0"	"1"	"1"	"1"	"4"	"6"	"358"	"0"	"2"	"360"	"0"
"98"	"84"	"36"	"4"	"1"	"620"	"7"	"0"	"4"	"5"	"3"	"2"	"0"	"1"	"2"	"685"	"0"	"10"	"695"	"0"
"99"	"85"	"18"	"13"	"57"	"565"	"7"	"0"	"0"	"3"	"1"	"0"	"0"	"1"	"0"	"665"	"0"	"6"	"671"	"0"
"100"	"86"	"24"	"12"	"5"	"631"	"14"	"1"	"0"	"10"	"1"	"1"	"0"	"1"	"7"	"707"	"0"	"2"	"709"	"0"
"101"	"87"	"58"	"14"	"6"	"436"	"18"	"0"	"0"	"1"	"1"	"2"	"1"	"3"	"3"	"543"	"0"	"2"	"545"	"0"
"102"	"88"	"67"	"36"	"11"	"412"	"40"	"2"	"5"	"9"	"1"	"5"	"3"	"4"	"5"	"600"	"0"	"13"	"613"	"0"
"103"	"89"	"28"	"6"	"1"	"484"	"5"	"0"	"1"	"6"	"1"	"2"	"1"	"1"	"8"	"544"	"0"	"3"	"547"	"0"
"104"	"90"	"49"	"36"	"1"	"433"	"8"	"0"	"1"	"2"	"1"	"2"	"1"	"0"	"1"	"535"	"0"	"5"	"540"	"0"
"105"	"91"	"57"	"167"	"4"	"555"	"30"	"4"	"5"	"4"	"4"	"2"	"5"	"3"	"8"	"848"	"0"	"5"	"853"	"0"
"106"	"92"	"75"	"327"	"3"	"357"	"17"	"4"	"1"	"4"	"0"	"2"	"4"	"6"	"6"	"806"	"0"	"4"	"810"	"0"
"107"	"93"	"15"	"23"	"4"	"353"	"7"	"0"	"0"	"6"	"0"	"1"	"1"	"1"	"2"	"413"	"0"	"4"	"417"	"0"
"108"	"94"	"35"	"227"	"1"	"1"	"4"	"0"	"0"	"2"	"1"	"4"	"1"	"1"	"2"	"279"	"0"	"3"	"282"	"0"
"109"	"95"	"57"	"369"	"5"	"11"	"9"	"0"	"1"	"1"	"2"	"2"	"1"	"0"	"3"	"461"	"0"	"2"	"463"	"0"
"110"	"96"	"47"	"352"	"2"	"3"	"7"	"3"	"0"	"4"	"1"	"0"	"2"	"3"	"2"	"426"	"0"	"2"	"428"	"0"
"111"	"97"	"22"	"210"	"2"	"216"	"6"	"0"	"1"	"0"	"5"	"0"	"0"	"0"	"1"	"463"	"0"	"2"	"465"	"0"
"112"	"98"	"44"	"281"	"2"	"168"	"13"	"0"	"1"	"4"	"0"	"0"	"0"	"1"	"1"	"515"	"0"	"5"	"520"	"0"
"113"	"99"	"28"	"205"	"1"	"149"	"2"	"1"	"3"	"4"	"1"	"1"	"1"	"3"	"5"	"404"	"0"	"6"	"410"	"0"
"114"	"100"	"29"	"159"	"1"	"123"	"11"	"0"	"0"	"3"	"4"	"1"	"1"	"0"	"0"	"332"	"0"	"3"	"335"	"0"
"115"	"101"	"8"	"62"	"1"	"270"	"2"	"0"	"2"	"7"	"0"	"2"	"2"	"0"	"1"	"357"	"0"	"2"	"359"	"0"
"116"	"102"	"9"	"3"	"1"	"367"	"4"	"0"	"2"	"6"	"1"	"0"	"0"	"0"	"0"	"393"	"0"	"1"	"394"	"0"
"117"	"103"	"77"	"31"	"4"	"572"	"27"	"3"	"10"	"13"	"2"	"4"	"5"	"1"	"6"	"755"	"0"	"5"	"760"	"0"
"118"	"104"	"39"	"24"	"1"	"490"	"11"	"1"	"2"	"9"	"4"	"2"	"1"	"3"	"2"	"589"	"0"	"5"	"594"	"0"
"119"	"105"	"59"	"34"	"5"	"367"	"38"	"1"	"3"	"15"	"4"	"5"	"4"	"3"	"6"	"544"	"0"	"21"	"565"	"0"
"120"	"106"	"49"	"16"	"4"	"632"	"20"	"1"	"2"	"7"	"1"	"1"	"1"	"1"	"1"	"736"	"0"	"5"	"741"	"0"
"121"	"107"	"37"	"64"	"3"	"678"	"16"	"2"	"5"	"8"	"3"	"3"	"4"	"2"	"3"	"828"	"0"	"12"	"840"	"0"
"122"	"108"	"34"	"16"	"4"	"518"	"13"	"2"	"1"	"4"	"2"	"1"	"6"	"1"	"10"	"612"	"0"	"7"	"619"	"0"
"123"	"109"	"18"	"9"	"1"	"602"	"11"	"0"	"1"	"8"	"1"	"0"	"1"	"0"	"1"	"653"	"0"	"3"	"656"	"0"
"124"	"110"	"36"	"473"	"4"	"3"	"6"	"0"	"0"	"9"	"1"	"0"	"0"	"0"	"1"	"533"	"0"	"1"	"534"	"0"
"125"	"111"	"62"	"519"	"2"	"147"	"10"	"1"	"2"	"2"	"0"	"3"	"2"	"1"	"2"	"753"	"0"	"5"	"758"	"0"
"126"	"112"	"108"	"210"	"3"	"17"	"30"	"0"	"0"	"4"	"1"	"2"	"1"	"1"	"2"	"379"	"0"	"11"	"390"	"0"
"127"	"113"	"73"	"100"	"4"	"118"	"13"	"1"	"1"	"3"	"1"	"1"	"4"	"2"	"2"	"323"	"0"	"6"	"329"	"0"
"128"	"114"	"43"	"382"	"2"	"26"	"8"	"0"	"1"	"9"	"1"	"2"	"3"	"2"	"2"	"481"	"0"	"3"	"484"	"0"
"129"	"115"	"18"	"99"	"0"	"141"	"4"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"265"	"0"	"1"	"266"	"0"
"130"	"116"	"35"	"143"	"0"	"204"	"6"	"0"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"397"	"0"	"3"	"400"	"0"
"131"	"117"	"27"	"254"	"0"	"41"	"5"	"0"	"0"	"2"	"0"	"1"	"0"	"1"	"0"	"331"	"0"	"0"	"331"	"0"
"132"	"118"	"31"	"22"	"1"	"514"	"14"	"2"	"2"	"7"	"0"	"1"	"1"	"3"	"19"	"617"	"0"	"4"	"621"	"0"
"133"	"119"	"21"	"16"	"3"	"518"	"11"	"2"	"0"	"4"	"1"	"1"	"1"	"2"	"4"	"584"	"0"	"6"	"590"	"0"
"134"	"120"	"26"	"5"	"3"	"523"	"4"	"0"	"4"	"2"	"0"	"0"	"1"	"2"	"1"	"571"	"0"	"5"	"576"	"0"
"135"	"121"	"36"	"30"	"2"	"355"	"14"	"1"	"3"	"2"	"2"	"2"	"7"	"3"	"4"	"461"	"0"	"8"	"469"	"0"
"136"	"122"	"39"	"48"	"1"	"220"	"14"	"2"	"1"	"1"	"3"	"3"	"0"	"0"	"2"	"334"	"0"	"8"	"342"	"0"
"137"	"123"	"48"	"123"	"2"	"177"	"8"	"0"	"0"	"2"	"3"	"1"	"0"	"0"	"0"	"364"	"0"	"5"	"369"	"0"
"138"	"124"	"68"	"185"	"2"	"124"	"23"	"1"	"2"	"9"	"2"	"2"	"1"	"0"	"2"	"421"	"0"	"2"	"423"	"0"
"139"	"125"	"50"	"221"	"4"	"7"	"21"	"1"	"2"	"3"	"1"	"1"	"0"	"0"	"2"	"313"	"0"	"2"	"315"	"0"
"140"	"126"	"77"	"240"	"1"	"16"	"6"	"0"	"1"	"5"	"2"	"1"	"0"	"1"	"0"	"350"	"0"	"0"	"350"	"0"
"141"	"127"	"95"	"241"	"1"	"9"	"9"	"0"	"0"	"16"	"2"	"4"	"1"	"0"	"1"	"379"	"0"	"0"	"379"	"0"
"142"	"128"	"46"	"405"	"0"	"5"	"13"	"2"	"0"	"6"	"0"	"1"	"1"	"0"	"1"	"480"	"0"	"1"	"481"	"0"
"143"	"129"	"21"	"255"	"5"	"164"	"4"	"1"	"4"	"5"	"1"	"4"	"3"	"6"	"14"	"487"	"0"	"20"	"507"	"0"
"144"	"130"	"14"	"73"	"2"	"347"	"7"	"2"	"5"	"10"	"0"	"1"	"5"	"3"	"2"	"471"	"0"	"13"	"484"	"0"
"145"	"131"	"24"	"111"	"18"	"484"	"19"	"4"	"2"	"15"	"12"	"3"	"3"	"1"	"11"	"707"	"0"	"13"	"720"	"0"
"146"	"132"	"130"	"396"	"2"	"9"	"14"	"0"	"0"	"5"	"0"	"2"	"0"	"1"	"0"	"559"	"0"	"7"	"566"	"0"
"147"	"133"	"93"	"320"	"3"	"23"	"23"	"2"	"3"	"17"	"1"	"4"	"2"	"3"	"3"	"497"	"0"	"7"	"504"	"0"
"148"	"134"	"70"	"291"	"5"	"5"	"14"	"1"	"0"	"7"	"0"	"4"	"2"	"0"	"3"	"402"	"0"	"8"	"410"	"0"
"149"	"135"	"50"	"293"	"2"	"5"	"10"	"2"	"0"	"7"	"2"	"4"	"1"	"1"	"0"	"377"	"0"	"1"	"378"	"0"
"150"	"136"	"71"	"217"	"1"	"25"	"28"	"1"	"3"	"6"	"1"	"8"	"1"	"3"	"3"	"368"	"0"	"5"	"373"	"0"
"151"	"137"	"77"	"172"	"2"	"5"	"8"	"0"	"1"	"3"	"0"	"2"	"0"	"0"	"1"	"271"	"0"	"2"	"273"	"0"
"152"	"138"	"253"	"401"	"3"	"6"	"19"	"2"	"1"	"11"	"3"	"6"	"1"	"2"	"1"	"709"	"0"	"5"	"714"	"0"
"153"	"139"	"100"	"152"	"0"	"2"	"8"	"0"	"1"	"2"	"0"	"0"	"1"	"0"	"1"	"267"	"0"	"1"	"268"	"0"
"154"	"140"	"92"	"260"	"0"	"18"	"20"	"2"	"0"	"6"	"0"	"1"	"3"	"0"	"2"	"404"	"0"	"1"	"405"	"0"
"155"	"141"	"86"	"101"	"11"	"321"	"44"	"4"	"1"	"17"	"1"	"0"	"0"	"1"	"3"	"590"	"0"	"3"	"593"	"0"
"156"	"142"	"52"	"54"	"1"	"422"	"32"	"3"	"7"	"6"	"1"	"1"	"3"	"5"	"10"	"597"	"0"	"10"	"607"	"0"
"157"	"143"	"178"	"151"	"10"	"295"	"57"	"4"	"2"	"9"	"1"	"6"	"2"	"0"	"2"	"717"	"0"	"3"	"720"	"0"
"158"	"144"	"18"	"31"	"3"	"386"	"12"	"0"	"0"	"11"	"0"	"0"	"0"	"1"	"0"	"462"	"0"	"6"	"468"	"0"
"159"	"145"	"6"	"24"	"0"	"241"	"4"	"0"	"0"	"5"	"0"	"0"	"1"	"0"	"3"	"284"	"0"	"0"	"284"	"0"
"160"	"146"	"23"	"29"	"7"	"250"	"4"	"0"	"1"	"5"	"0"	"0"	"0"	"0"	"3"	"322"	"0"	"4"	"326"	"0"
"161"	"147"	"97"	"62"	"3"	"382"	"27"	"1"	"2"	"10"	"2"	"8"	"1"	"0"	"6"	"601"	"0"	"8"	"609"	"0"
"162"	"148"	"36"	"206"	"1"	"344"	"13"	"1"	"5"	"15"	"3"	"2"	"0"	"0"	"5"	"631"	"0"	"8"	"639"	"0"
"163"	"149"	"33"	"115"	"1"	"416"	"16"	"1"	"2"	"12"	"0"	"3"	"1"	"2"	"3"	"605"	"0"	"8"	"613"	"0"
"164"	"150"	"33"	"42"	"2"	"346"	"12"	"1"	"3"	"6"	"3"	"0"	"1"	"1"	"1"	"451"	"0"	"6"	"457"	"0"
"165"	"151"	"54"	"54"	"4"	"401"	"35"	"2"	"2"	"8"	"5"	"0"	"1"	"2"	"1"	"569"	"0"	"6"	"575"	"0"
"166"	"152"	"53"	"51"	"18"	"281"	"35"	"3"	"5"	"11"	"3"	"5"	"2"	"3"	"3"	"473"	"0"	"7"	"480"	"0"
"167"	"153"	"23"	"92"	"4"	"177"	"19"	"0"	"1"	"3"	"3"	"4"	"2"	"0"	"3"	"331"	"0"	"0"	"331"	"0"
"168"	"154"	"24"	"48"	"16"	"223"	"8"	"1"	"2"	"5"	"1"	"0"	"0"	"0"	"12"	"340"	"0"	"8"	"348"	"0"
"169"	"155"	"24"	"105"	"10"	"194"	"21"	"4"	"8"	"3"	"3"	"4"	"5"	"6"	"47"	"434"	"0"	"18"	"452"	"0"
"170"	"155A"	"19"	"111"	"8"	"248"	"8"	"0"	"2"	"10"	"1"	"1"	"4"	"0"	"23"	"435"	"0"	"5"	"440"	"0"
"171"	"156"	"51"	"49"	"9"	"535"	"45"	"2"	"5"	"21"	"10"	"4"	"3"	"4"	"10"	"748"	"0"	"7"	"755"	"0"
"172"	"157"	"23"	"46"	"10"	"356"	"17"	"7"	"7"	"5"	"1"	"2"	"1"	"3"	"7"	"485"	"0"	"13"	"498"	"0"
