"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"
"20"	"8"	"225"	"30"	"124"	"5"	"4"	"5"	"3"	"6"	"4"	"4"	"5"	"7"	"5"	"19"	"11"	"55"	"3"	"515"	"0"	"2"	"517"	"0"
"21"	"9"	"367"	"43"	"295"	"5"	"1"	"3"	"2"	"2"	"1"	"3"	"11"	"4"	"5"	"22"	"11"	"46"	"14"	"835"	"0"	"3"	"838"	"0"
"22"	"10"	"348"	"9"	"62"	"2"	"0"	"1"	"1"	"1"	"3"	"1"	"0"	"1"	"0"	"4"	"7"	"23"	"11"	"474"	"0"	"3"	"477"	"0"
"23"	"11"	"180"	"291"	"123"	"5"	"1"	"4"	"3"	"1"	"8"	"7"	"7"	"11"	"14"	"29"	"24"	"71"	"11"	"790"	"0"	"19"	"809"	"0"
"24"	"12"	"374"	"97"	"136"	"2"	"0"	"4"	"3"	"1"	"2"	"2"	"1"	"1"	"3"	"8"	"5"	"26"	"18"	"683"	"0"	"10"	"693"	"0"
"25"	"13"	"510"	"49"	"261"	"11"	"3"	"2"	"8"	"7"	"3"	"0"	"4"	"1"	"3"	"13"	"5"	"75"	"0"	"955"	"0"	"1"	"956"	"0"
"26"	"14"	"184"	"127"	"187"	"5"	"2"	"2"	"6"	"2"	"4"	"1"	"2"	"3"	"3"	"5"	"6"	"5"	"7"	"551"	"0"	"7"	"558"	"0"
"27"	"14A"	"37"	"118"	"164"	"8"	"0"	"5"	"10"	"1"	"4"	"5"	"14"	"6"	"1"	"12"	"12"	"26"	"5"	"428"	"0"	"10"	"438"	"0"
"28"	"15"	"349"	"16"	"46"	"3"	"0"	"2"	"3"	"0"	"1"	"3"	"1"	"1"	"2"	"2"	"3"	"7"	"12"	"451"	"0"	"6"	"457"	"0"
"29"	"16"	"404"	"48"	"47"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"3"	"1"	"3"	"26"	"8"	"545"	"0"	"0"	"545"	"0"
"30"	"17"	"68"	"230"	"200"	"10"	"1"	"4"	"11"	"2"	"2"	"3"	"4"	"3"	"4"	"17"	"18"	"23"	"1"	"601"	"0"	"1"	"602"	"0"
"31"	"18"	"82"	"108"	"251"	"9"	"2"	"8"	"7"	"5"	"4"	"2"	"7"	"1"	"2"	"5"	"7"	"13"	"1"	"514"	"0"	"2"	"516"	"0"
"32"	"19"	"8"	"406"	"7"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"425"	"0"	"0"	"425"	"0"
"33"	"20"	"44"	"382"	"274"	"8"	"0"	"0"	"2"	"1"	"5"	"3"	"1"	"2"	"6"	"13"	"12"	"17"	"10"	"780"	"0"	"21"	"801"	"0"
"34"	"21"	"210"	"331"	"38"	"1"	"0"	"0"	"4"	"0"	"0"	"3"	"0"	"0"	"0"	"1"	"3"	"8"	"3"	"602"	"0"	"1"	"603"	"0"
"35"	"22"	"113"	"333"	"41"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"4"	"10"	"507"	"0"	"12"	"519"	"0"
"36"	"23"	"79"	"530"	"59"	"1"	"0"	"0"	"7"	"1"	"1"	"0"	"0"	"2"	"3"	"3"	"3"	"10"	"3"	"702"	"0"	"3"	"705"	"0"
"37"	"24"	"124"	"401"	"87"	"5"	"2"	"1"	"4"	"0"	"0"	"1"	"1"	"4"	"5"	"7"	"13"	"9"	"6"	"670"	"0"	"13"	"683"	"0"
"38"	"25"	"110"	"267"	"186"	"4"	"2"	"1"	"5"	"1"	"2"	"1"	"5"	"9"	"9"	"11"	"23"	"19"	"3"	"658"	"0"	"11"	"669"	"0"
"39"	"26"	"16"	"262"	"128"	"7"	"1"	"0"	"2"	"2"	"5"	"1"	"2"	"2"	"2"	"1"	"29"	"4"	"0"	"464"	"0"	"0"	"464"	"0"
"40"	"27"	"174"	"402"	"85"	"5"	"3"	"1"	"6"	"1"	"5"	"0"	"2"	"5"	"7"	"9"	"15"	"58"	"1"	"779"	"0"	"10"	"789"	"0"
"41"	"28"	"339"	"267"	"47"	"0"	"3"	"2"	"2"	"1"	"0"	"1"	"1"	"3"	"1"	"3"	"1"	"9"	"1"	"681"	"0"	"2"	"683"	"0"
"42"	"29"	"109"	"568"	"65"	"1"	"0"	"1"	"3"	"0"	"2"	"0"	"1"	"2"	"0"	"4"	"2"	"8"	"2"	"768"	"0"	"9"	"777"	"0"
"43"	"30"	"42"	"514"	"55"	"1"	"0"	"2"	"3"	"1"	"0"	"0"	"2"	"5"	"1"	"1"	"6"	"7"	"3"	"643"	"0"	"2"	"645"	"0"
"44"	"31"	"121"	"313"	"23"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"3"	"1"	"467"	"0"	"3"	"470"	"0"
"45"	"31A"	"57"	"297"	"11"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"0"	"372"	"0"	"2"	"374"	"0"
"46"	"32"	"218"	"375"	"37"	"3"	"0"	"0"	"2"	"0"	"0"	"1"	"1"	"2"	"0"	"1"	"2"	"11"	"2"	"655"	"0"	"4"	"659"	"0"
"47"	"33"	"239"	"387"	"59"	"2"	"0"	"1"	"3"	"0"	"1"	"0"	"2"	"1"	"0"	"2"	"7"	"4"	"4"	"712"	"0"	"0"	"712"	"0"
"48"	"34"	"31"	"482"	"9"	"1"	"1"	"1"	"5"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"3"	"4"	"1"	"540"	"0"	"8"	"548"	"0"
"49"	"35"	"150"	"302"	"51"	"3"	"1"	"0"	"2"	"1"	"0"	"1"	"3"	"0"	"0"	"1"	"0"	"2"	"0"	"517"	"0"	"2"	"519"	"0"
"50"	"36"	"143"	"328"	"60"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"3"	"541"	"0"	"1"	"542"	"0"
"51"	"37"	"28"	"279"	"32"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"341"	"0"	"0"	"341"	"0"
"52"	"38"	"182"	"389"	"159"	"18"	"3"	"2"	"1"	"0"	"3"	"3"	"0"	"10"	"8"	"16"	"19"	"29"	"16"	"858"	"0"	"17"	"875"	"0"
"53"	"39"	"86"	"680"	"17"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"1"	"2"	"1"	"1"	"11"	"7"	"7"	"817"	"0"	"13"	"830"	"0"
"54"	"40"	"65"	"278"	"112"	"4"	"0"	"0"	"2"	"2"	"1"	"1"	"3"	"2"	"2"	"2"	"4"	"1"	"2"	"481"	"0"	"3"	"484"	"0"
"55"	"41"	"88"	"395"	"40"	"1"	"1"	"0"	"5"	"2"	"1"	"0"	"1"	"3"	"0"	"4"	"5"	"3"	"2"	"551"	"0"	"1"	"552"	"0"
"56"	"42"	"172"	"458"	"30"	"2"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"2"	"3"	"2"	"9"	"16"	"8"	"705"	"0"	"16"	"721"	"0"
"57"	"43"	"322"	"50"	"68"	"3"	"0"	"0"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"4"	"2"	"3"	"458"	"0"	"2"	"460"	"0"
"58"	"44"	"426"	"80"	"44"	"6"	"1"	"0"	"2"	"0"	"1"	"0"	"2"	"4"	"5"	"6"	"11"	"33"	"20"	"641"	"0"	"6"	"647"	"0"
"59"	"45"	"471"	"12"	"11"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"2"	"2"	"1"	"4"	"23"	"34"	"563"	"0"	"6"	"569"	"0"
"60"	"46"	"558"	"57"	"55"	"0"	"0"	"0"	"1"	"4"	"0"	"0"	"1"	"3"	"1"	"6"	"7"	"37"	"22"	"752"	"0"	"1"	"753"	"0"
"61"	"47"	"30"	"274"	"124"	"1"	"0"	"1"	"11"	"1"	"1"	"2"	"1"	"2"	"2"	"6"	"19"	"7"	"2"	"484"	"0"	"6"	"490"	"0"
"62"	"48"	"366"	"179"	"45"	"4"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"6"	"6"	"15"	"16"	"29"	"38"	"708"	"0"	"23"	"731"	"0"
"63"	"49"	"31"	"257"	"95"	"8"	"1"	"0"	"5"	"1"	"3"	"2"	"7"	"5"	"9"	"12"	"13"	"21"	"2"	"472"	"0"	"9"	"481"	"0"
"64"	"50"	"131"	"147"	"53"	"1"	"0"	"0"	"3"	"0"	"3"	"1"	"2"	"1"	"4"	"0"	"0"	"14"	"10"	"370"	"0"	"4"	"374"	"0"
"65"	"51"	"15"	"91"	"347"	"257"	"5"	"4"	"1"	"3"	"2"	"3"	"6"	"6"	"11"	"12"	"7"	"28"	"3"	"801"	"0"	"7"	"808"	"0"
"66"	"52"	"186"	"77"	"355"	"8"	"1"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"2"	"15"	"3"	"9"	"9"	"673"	"0"	"5"	"678"	"0"
"67"	"53"	"340"	"206"	"22"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"7"	"3"	"584"	"0"	"3"	"587"	"0"
"68"	"54"	"102"	"190"	"131"	"38"	"0"	"4"	"5"	"0"	"2"	"1"	"5"	"7"	"8"	"16"	"18"	"29"	"6"	"562"	"0"	"2"	"564"	"0"
"69"	"55"	"5"	"744"	"82"	"1"	"0"	"0"	"2"	"1"	"1"	"0"	"2"	"4"	"1"	"8"	"8"	"5"	"0"	"864"	"0"	"12"	"876"	"0"
"70"	"56"	"39"	"63"	"209"	"6"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"2"	"2"	"8"	"3"	"7"	"0"	"343"	"0"	"2"	"345"	"0"
"71"	"57"	"34"	"100"	"92"	"8"	"1"	"0"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"5"	"4"	"10"	"1"	"259"	"0"	"1"	"260"	"0"
"72"	"58"	"182"	"188"	"101"	"4"	"0"	"0"	"3"	"1"	"1"	"2"	"2"	"2"	"1"	"4"	"4"	"29"	"24"	"548"	"0"	"15"	"563"	"0"
"73"	"59"	"292"	"191"	"72"	"1"	"0"	"0"	"3"	"1"	"4"	"1"	"5"	"0"	"1"	"1"	"3"	"2"	"1"	"578"	"0"	"0"	"578"	"0"
"74"	"60"	"64"	"128"	"19"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"8"	"0"	"0"	"0"	"2"	"2"	"3"	"231"	"0"	"4"	"235"	"0"
"75"	"61"	"126"	"518"	"93"	"6"	"0"	"0"	"0"	"0"	"2"	"2"	"3"	"5"	"8"	"10"	"6"	"16"	"10"	"805"	"0"	"16"	"821"	"0"
"76"	"62"	"105"	"304"	"43"	"2"	"2"	"3"	"1"	"1"	"0"	"0"	"2"	"4"	"5"	"6"	"21"	"14"	"4"	"517"	"0"	"15"	"532"	"0"
"77"	"63"	"144"	"147"	"177"	"7"	"1"	"1"	"2"	"2"	"1"	"0"	"0"	"0"	"1"	"8"	"4"	"9"	"5"	"509"	"0"	"2"	"511"	"0"
"78"	"64"	"13"	"200"	"124"	"3"	"3"	"1"	"0"	"1"	"1"	"1"	"4"	"1"	"2"	"10"	"10"	"1"	"4"	"379"	"0"	"8"	"387"	"0"
"79"	"65"	"41"	"281"	"52"	"2"	"0"	"0"	"0"	"2"	"1"	"0"	"3"	"3"	"3"	"4"	"5"	"6"	"3"	"406"	"0"	"6"	"412"	"0"
"80"	"66"	"114"	"151"	"71"	"7"	"1"	"0"	"3"	"1"	"1"	"1"	"3"	"1"	"3"	"2"	"4"	"10"	"1"	"374"	"0"	"2"	"376"	"0"
"81"	"67"	"258"	"244"	"79"	"1"	"0"	"0"	"1"	"1"	"3"	"1"	"0"	"4"	"2"	"5"	"9"	"13"	"6"	"627"	"0"	"8"	"635"	"0"
"82"	"68"	"422"	"199"	"60"	"3"	"2"	"0"	"2"	"0"	"2"	"2"	"2"	"1"	"2"	"3"	"3"	"15"	"3"	"721"	"0"	"6"	"727"	"0"
"83"	"69"	"261"	"289"	"56"	"6"	"4"	"2"	"3"	"2"	"1"	"0"	"5"	"6"	"2"	"7"	"14"	"20"	"29"	"707"	"0"	"36"	"743"	"0"
"84"	"70"	"360"	"320"	"134"	"7"	"1"	"3"	"5"	"1"	"3"	"2"	"9"	"4"	"10"	"14"	"11"	"35"	"11"	"930"	"0"	"9"	"939"	"0"
"85"	"71"	"237"	"179"	"67"	"3"	"3"	"1"	"4"	"0"	"2"	"5"	"4"	"4"	"3"	"4"	"8"	"21"	"9"	"554"	"0"	"15"	"569"	"0"
"86"	"72"	"293"	"288"	"172"	"7"	"2"	"3"	"3"	"6"	"7"	"1"	"4"	"3"	"3"	"12"	"10"	"14"	"11"	"839"	"0"	"19"	"858"	"0"
"87"	"73"	"355"	"326"	"107"	"9"	"0"	"3"	"2"	"3"	"3"	"2"	"3"	"8"	"6"	"9"	"20"	"45"	"12"	"913"	"0"	"9"	"922"	"0"
"88"	"74"	"173"	"266"	"42"	"2"	"1"	"1"	"3"	"2"	"1"	"1"	"4"	"1"	"0"	"0"	"2"	"8"	"2"	"509"	"0"	"3"	"512"	"0"
"89"	"75"	"177"	"255"	"65"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"3"	"4"	"4"	"6"	"518"	"0"	"12"	"530"	"0"
"90"	"76"	"252"	"29"	"183"	"2"	"0"	"1"	"0"	"1"	"1"	"2"	"5"	"2"	"3"	"10"	"3"	"16"	"21"	"531"	"0"	"24"	"555"	"0"
"91"	"77"	"485"	"68"	"7"	"1"	"1"	"0"	"2"	"0"	"0"	"2"	"2"	"0"	"1"	"2"	"2"	"12"	"9"	"594"	"0"	"6"	"600"	"0"
"92"	"78"	"420"	"71"	"35"	"2"	"0"	"2"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"6"	"10"	"3"	"553"	"0"	"2"	"555"	"0"
"93"	"79"	"181"	"173"	"229"	"5"	"2"	"2"	"11"	"3"	"4"	"1"	"8"	"5"	"7"	"15"	"11"	"34"	"27"	"718"	"0"	"33"	"751"	"0"
"94"	"80"	"308"	"226"	"184"	"16"	"2"	"2"	"8"	"3"	"3"	"4"	"3"	"3"	"8"	"12"	"14"	"40"	"12"	"848"	"0"	"11"	"859"	"0"
"95"	"81"	"166"	"240"	"277"	"5"	"3"	"1"	"5"	"2"	"4"	"1"	"4"	"4"	"2"	"4"	"8"	"14"	"23"	"763"	"0"	"15"	"778"	"0"
"96"	"82"	"214"	"37"	"100"	"9"	"3"	"0"	"1"	"0"	"1"	"1"	"2"	"2"	"0"	"7"	"3"	"12"	"4"	"396"	"0"	"7"	"403"	"0"
"97"	"83"	"71"	"264"	"78"	"1"	"2"	"0"	"1"	"2"	"2"	"0"	"5"	"0"	"0"	"2"	"5"	"13"	"10"	"456"	"0"	"7"	"463"	"0"
"98"	"84"	"57"	"359"	"242"	"4"	"1"	"3"	"27"	"3"	"2"	"2"	"4"	"7"	"10"	"7"	"19"	"33"	"3"	"783"	"0"	"5"	"788"	"0"
"99"	"85"	"61"	"393"	"103"	"6"	"3"	"2"	"11"	"3"	"2"	"2"	"4"	"6"	"1"	"4"	"30"	"22"	"10"	"663"	"0"	"25"	"688"	"0"
"100"	"86"	"174"	"410"	"75"	"13"	"0"	"2"	"6"	"0"	"2"	"1"	"1"	"5"	"2"	"4"	"12"	"15"	"9"	"731"	"0"	"10"	"741"	"0"
"101"	"87"	"128"	"156"	"199"	"4"	"2"	"0"	"6"	"1"	"0"	"0"	"0"	"3"	"1"	"3"	"6"	"17"	"2"	"528"	"0"	"4"	"532"	"0"
"102"	"88"	"185"	"315"	"168"	"9"	"1"	"0"	"3"	"3"	"1"	"3"	"4"	"2"	"4"	"11"	"13"	"48"	"2"	"772"	"0"	"8"	"780"	"0"
"103"	"89"	"53"	"169"	"380"	"9"	"1"	"5"	"13"	"4"	"3"	"1"	"10"	"2"	"12"	"27"	"20"	"26"	"18"	"753"	"0"	"42"	"795"	"0"
"104"	"90"	"13"	"153"	"170"	"5"	"3"	"0"	"7"	"3"	"4"	"2"	"10"	"7"	"7"	"29"	"26"	"46"	"2"	"487"	"0"	"5"	"492"	"0"
"105"	"91"	"95"	"108"	"344"	"7"	"6"	"3"	"16"	"5"	"3"	"6"	"18"	"1"	"10"	"21"	"18"	"47"	"9"	"717"	"0"	"16"	"733"	"0"
"106"	"92"	"67"	"254"	"200"	"3"	"2"	"1"	"6"	"1"	"2"	"2"	"6"	"4"	"0"	"2"	"6"	"17"	"3"	"576"	"0"	"10"	"586"	"0"
"107"	"93"	"33"	"45"	"432"	"14"	"3"	"1"	"1"	"2"	"7"	"4"	"9"	"5"	"12"	"52"	"9"	"48"	"3"	"680"	"0"	"1"	"681"	"0"
"108"	"94"	"81"	"153"	"320"	"9"	"6"	"5"	"10"	"4"	"3"	"6"	"14"	"3"	"9"	"16"	"11"	"93"	"13"	"756"	"0"	"3"	"759"	"0"
"109"	"95"	"443"	"120"	"76"	"5"	"2"	"2"	"3"	"1"	"1"	"1"	"2"	"2"	"1"	"3"	"4"	"26"	"12"	"704"	"0"	"11"	"715"	"0"
"110"	"96"	"315"	"80"	"139"	"5"	"10"	"3"	"3"	"7"	"2"	"0"	"6"	"0"	"2"	"4"	"2"	"91"	"4"	"673"	"0"	"1"	"674"	"0"
"111"	"97"	"141"	"299"	"57"	"3"	"2"	"1"	"5"	"1"	"3"	"1"	"7"	"5"	"2"	"4"	"11"	"12"	"6"	"560"	"0"	"12"	"572"	"0"
"112"	"98"	"27"	"173"	"57"	"2"	"2"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"3"	"1"	"4"	"25"	"0"	"299"	"0"	"8"	"307"	"0"
"113"	"99"	"181"	"90"	"136"	"14"	"3"	"1"	"2"	"3"	"4"	"3"	"1"	"6"	"1"	"9"	"5"	"22"	"6"	"487"	"0"	"5"	"492"	"0"
"114"	"100"	"305"	"256"	"89"	"2"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"2"	"5"	"6"	"11"	"6"	"685"	"0"	"8"	"693"	"0"
"115"	"101"	"156"	"423"	"15"	"2"	"0"	"0"	"2"	"1"	"1"	"0"	"1"	"3"	"2"	"4"	"8"	"18"	"3"	"639"	"0"	"5"	"644"	"0"
"116"	"102"	"230"	"211"	"34"	"2"	"1"	"2"	"0"	"2"	"1"	"2"	"0"	"2"	"5"	"7"	"6"	"19"	"7"	"531"	"0"	"6"	"537"	"0"
"117"	"103"	"446"	"23"	"53"	"4"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"5"	"4"	"15"	"12"	"575"	"0"	"7"	"582"	"0"
"118"	"104"	"195"	"83"	"96"	"0"	"1"	"2"	"5"	"1"	"0"	"1"	"1"	"3"	"7"	"25"	"17"	"71"	"12"	"520"	"0"	"6"	"526"	"0"
"119"	"105"	"318"	"47"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"371"	"0"	"0"	"371"	"0"
"120"	"106"	"199"	"99"	"411"	"12"	"1"	"3"	"11"	"3"	"3"	"3"	"8"	"5"	"13"	"30"	"12"	"27"	"10"	"850"	"0"	"7"	"857"	"0"
"121"	"107"	"318"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"324"	"0"	"0"	"324"	"0"
"122"	"108"	"561"	"51"	"112"	"4"	"5"	"3"	"7"	"4"	"2"	"1"	"5"	"3"	"0"	"4"	"3"	"18"	"5"	"788"	"0"	"2"	"790"	"0"
"123"	"109"	"244"	"73"	"32"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"1"	"1"	"3"	"2"	"362"	"0"	"3"	"365"	"0"
"124"	"110"	"209"	"206"	"106"	"2"	"0"	"1"	"1"	"1"	"0"	"1"	"2"	"1"	"3"	"9"	"8"	"18"	"20"	"588"	"0"	"7"	"595"	"0"
"125"	"111"	"74"	"402"	"48"	"3"	"2"	"1"	"1"	"1"	"1"	"0"	"0"	"2"	"3"	"1"	"7"	"8"	"11"	"565"	"0"	"10"	"575"	"0"
"126"	"112"	"25"	"255"	"105"	"5"	"2"	"0"	"1"	"2"	"1"	"0"	"2"	"1"	"2"	"12"	"6"	"18"	"1"	"438"	"0"	"10"	"448"	"0"
"127"	"113"	"161"	"136"	"141"	"5"	"0"	"1"	"1"	"1"	"2"	"0"	"4"	"0"	"2"	"11"	"7"	"10"	"9"	"491"	"0"	"2"	"493"	"0"
"128"	"114"	"637"	"41"	"246"	"2"	"0"	"7"	"7"	"3"	"4"	"3"	"4"	"2"	"3"	"12"	"10"	"27"	"16"	"1024"	"0"	"4"	"1028"	"0"
"129"	"115"	"24"	"201"	"376"	"13"	"4"	"2"	"15"	"1"	"2"	"0"	"4"	"4"	"2"	"6"	"14"	"11"	"1"	"680"	"0"	"4"	"684"	"0"
"130"	"116"	"134"	"33"	"217"	"9"	"2"	"0"	"6"	"4"	"2"	"1"	"3"	"4"	"6"	"9"	"4"	"17"	"8"	"459"	"0"	"7"	"466"	"0"
"131"	"117"	"225"	"43"	"231"	"10"	"2"	"3"	"7"	"1"	"2"	"3"	"4"	"6"	"4"	"20"	"3"	"28"	"12"	"604"	"0"	"9"	"613"	"0"
"132"	"118"	"277"	"69"	"70"	"3"	"2"	"0"	"3"	"1"	"1"	"3"	"2"	"1"	"4"	"11"	"13"	"44"	"19"	"523"	"0"	"3"	"526"	"0"
"133"	"119"	"350"	"29"	"143"	"5"	"0"	"2"	"2"	"0"	"1"	"1"	"5"	"0"	"2"	"2"	"5"	"17"	"13"	"577"	"0"	"6"	"583"	"0"
"134"	"120"	"485"	"51"	"141"	"5"	"2"	"2"	"1"	"3"	"1"	"1"	"5"	"0"	"2"	"2"	"2"	"9"	"2"	"714"	"0"	"2"	"716"	"0"
"135"	"121"	"418"	"41"	"9"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"2"	"7"	"2"	"486"	"0"	"1"	"487"	"0"
"136"	"122"	"680"	"43"	"89"	"2"	"1"	"3"	"18"	"1"	"2"	"1"	"0"	"2"	"2"	"5"	"6"	"18"	"14"	"887"	"0"	"2"	"889"	"0"
"137"	"123"	"363"	"6"	"49"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"0"	"1"	"0"	"0"	"1"	"0"	"426"	"0"	"0"	"426"	"0"
"138"	"124"	"257"	"31"	"6"	"4"	"1"	"0"	"1"	"3"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"7"	"317"	"0"	"8"	"325"	"0"
"139"	"125"	"467"	"131"	"53"	"6"	"2"	"6"	"6"	"4"	"3"	"2"	"2"	"5"	"5"	"9"	"20"	"85"	"19"	"825"	"0"	"13"	"838"	"0"
"140"	"126"	"270"	"14"	"12"	"0"	"0"	"0"	"1"	"3"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"23"	"9"	"342"	"0"	"5"	"347"	"0"
"141"	"127"	"104"	"216"	"129"	"3"	"0"	"0"	"6"	"3"	"1"	"0"	"3"	"5"	"2"	"12"	"9"	"12"	"3"	"508"	"0"	"7"	"515"	"0"
"142"	"128"	"333"	"145"	"30"	"1"	"3"	"1"	"2"	"3"	"1"	"0"	"3"	"1"	"0"	"2"	"4"	"21"	"1"	"551"	"0"	"1"	"552"	"0"
"143"	"129"	"218"	"131"	"126"	"4"	"0"	"4"	"2"	"0"	"3"	"1"	"4"	"2"	"3"	"5"	"3"	"21"	"3"	"530"	"0"	"6"	"536"	"0"
