"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"26"	"14"	"85"	"278"	"24"	"206"	"14"	"5"	"5"	"2"	"7"	"6"	"4"	"636"	"0"	"10"	"646"	"0"
"27"	"15"	"5"	"206"	"5"	"230"	"7"	"2"	"3"	"0"	"6"	"4"	"2"	"470"	"0"	"10"	"480"	"0"
"28"	"16"	"39"	"190"	"31"	"276"	"9"	"1"	"0"	"0"	"1"	"4"	"3"	"554"	"0"	"4"	"558"	"0"
"29"	"17"	"47"	"208"	"13"	"202"	"2"	"4"	"0"	"0"	"3"	"2"	"3"	"484"	"0"	"3"	"487"	"0"
"30"	"18"	"18"	"217"	"65"	"224"	"9"	"1"	"1"	"0"	"6"	"1"	"4"	"546"	"0"	"4"	"550"	"0"
"31"	"19"	"19"	"252"	"100"	"79"	"6"	"6"	"1"	"1"	"2"	"0"	"0"	"466"	"0"	"5"	"471"	"0"
"32"	"20"	"19"	"134"	"27"	"208"	"8"	"1"	"1"	"4"	"3"	"5"	"6"	"416"	"0"	"12"	"428"	"0"
"33"	"21"	"18"	"230"	"6"	"318"	"9"	"3"	"2"	"4"	"4"	"6"	"5"	"605"	"0"	"29"	"634"	"0"
"34"	"22"	"5"	"106"	"1"	"97"	"5"	"0"	"0"	"1"	"0"	"2"	"4"	"221"	"0"	"1"	"222"	"0"
"35"	"23"	"25"	"181"	"14"	"368"	"12"	"2"	"10"	"3"	"12"	"7"	"4"	"638"	"0"	"14"	"652"	"0"
"36"	"24"	"11"	"101"	"3"	"222"	"3"	"0"	"0"	"0"	"4"	"1"	"3"	"348"	"0"	"2"	"350"	"0"
"37"	"25"	"15"	"422"	"4"	"226"	"2"	"1"	"0"	"0"	"1"	"6"	"4"	"681"	"0"	"4"	"685"	"0"
"38"	"26"	"11"	"290"	"12"	"316"	"10"	"1"	"1"	"1"	"2"	"5"	"5"	"654"	"0"	"7"	"661"	"0"
"39"	"27"	"22"	"209"	"10"	"248"	"4"	"62"	"9"	"1"	"4"	"8"	"6"	"583"	"0"	"9"	"592"	"0"
"40"	"28"	"15"	"207"	"6"	"104"	"5"	"12"	"3"	"3"	"1"	"0"	"7"	"363"	"0"	"3"	"366"	"0"
"41"	"29"	"13"	"144"	"5"	"32"	"0"	"5"	"1"	"2"	"0"	"2"	"1"	"205"	"0"	"6"	"211"	"0"
"42"	"30"	"72"	"341"	"25"	"334"	"12"	"18"	"7"	"10"	"13"	"8"	"14"	"854"	"0"	"50"	"904"	"0"
"43"	"31"	"21"	"202"	"5"	"88"	"1"	"1"	"1"	"0"	"0"	"4"	"3"	"326"	"0"	"6"	"332"	"0"
"44"	"32"	"54"	"221"	"6"	"237"	"17"	"5"	"5"	"1"	"5"	"7"	"4"	"562"	"0"	"8"	"570"	"0"
"45"	"33"	"35"	"308"	"16"	"396"	"13"	"17"	"6"	"3"	"5"	"4"	"6"	"809"	"0"	"17"	"826"	"0"
"46"	"34"	"12"	"222"	"6"	"334"	"17"	"2"	"3"	"4"	"4"	"5"	"5"	"614"	"0"	"10"	"624"	"0"
"47"	"35"	"9"	"102"	"5"	"65"	"3"	"1"	"1"	"0"	"0"	"0"	"4"	"190"	"0"	"2"	"192"	"0"
"48"	"36"	"10"	"160"	"6"	"190"	"8"	"2"	"4"	"1"	"3"	"3"	"4"	"391"	"0"	"15"	"406"	"0"
"49"	"37"	"14"	"209"	"5"	"167"	"4"	"13"	"3"	"0"	"3"	"6"	"2"	"426"	"0"	"5"	"431"	"0"
"50"	"38"	"28"	"407"	"7"	"190"	"2"	"3"	"2"	"2"	"2"	"3"	"2"	"648"	"0"	"10"	"658"	"0"
"51"	"39"	"88"	"200"	"3"	"119"	"2"	"1"	"0"	"3"	"1"	"1"	"3"	"421"	"0"	"4"	"425"	"0"
"52"	"40"	"65"	"245"	"37"	"170"	"8"	"1"	"1"	"2"	"3"	"2"	"5"	"539"	"0"	"4"	"543"	"0"
"53"	"41"	"8"	"208"	"6"	"297"	"6"	"3"	"0"	"2"	"3"	"3"	"1"	"537"	"0"	"11"	"548"	"0"
"54"	"42"	"22"	"349"	"7"	"69"	"3"	"1"	"3"	"2"	"1"	"2"	"3"	"462"	"0"	"14"	"476"	"0"
"55"	"43"	"17"	"398"	"12"	"311"	"14"	"5"	"3"	"4"	"6"	"7"	"9"	"786"	"0"	"24"	"810"	"0"
"56"	"44"	"5"	"351"	"1"	"99"	"1"	"2"	"0"	"1"	"1"	"0"	"6"	"467"	"0"	"7"	"474"	"0"
"57"	"45"	"6"	"229"	"3"	"165"	"4"	"0"	"1"	"0"	"1"	"0"	"3"	"412"	"0"	"0"	"412"	"0"
"58"	"46"	"37"	"179"	"19"	"133"	"6"	"3"	"0"	"1"	"2"	"6"	"4"	"390"	"0"	"5"	"395"	"0"
"59"	"47"	"36"	"507"	"7"	"87"	"3"	"3"	"0"	"1"	"3"	"2"	"1"	"650"	"0"	"3"	"653"	"0"
"60"	"48"	"31"	"383"	"6"	"114"	"10"	"4"	"0"	"1"	"0"	"1"	"5"	"555"	"0"	"6"	"561"	"0"
"61"	"49"	"15"	"229"	"3"	"331"	"7"	"1"	"0"	"1"	"2"	"2"	"2"	"593"	"0"	"5"	"598"	"0"
"62"	"50"	"53"	"215"	"8"	"152"	"7"	"17"	"5"	"0"	"0"	"1"	"3"	"461"	"0"	"12"	"473"	"0"
"63"	"51"	"14"	"129"	"4"	"117"	"1"	"34"	"5"	"1"	"0"	"1"	"0"	"306"	"0"	"2"	"308"	"0"
"64"	"52"	"12"	"221"	"7"	"97"	"4"	"1"	"0"	"3"	"1"	"6"	"8"	"360"	"0"	"10"	"370"	"0"
"65"	"53"	"1"	"110"	"2"	"41"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"158"	"0"	"0"	"158"	"0"
"66"	"54"	"28"	"249"	"4"	"70"	"5"	"0"	"1"	"1"	"1"	"2"	"6"	"367"	"0"	"5"	"372"	"0"
"67"	"55"	"60"	"205"	"65"	"34"	"3"	"4"	"2"	"1"	"4"	"6"	"1"	"385"	"0"	"3"	"388"	"0"
"68"	"56"	"19"	"124"	"25"	"31"	"5"	"2"	"0"	"1"	"1"	"3"	"0"	"211"	"0"	"6"	"217"	"0"
"69"	"57"	"20"	"199"	"34"	"391"	"10"	"2"	"5"	"3"	"4"	"8"	"3"	"679"	"0"	"17"	"696"	"0"
"70"	"58"	"118"	"216"	"8"	"41"	"2"	"1"	"1"	"2"	"0"	"4"	"3"	"396"	"0"	"0"	"396"	"0"
"71"	"59"	"35"	"271"	"9"	"281"	"11"	"0"	"6"	"1"	"3"	"11"	"12"	"640"	"0"	"3"	"643"	"0"
"72"	"60"	"19"	"257"	"54"	"295"	"3"	"2"	"1"	"3"	"3"	"3"	"5"	"645"	"0"	"8"	"653"	"0"
"73"	"61"	"15"	"318"	"6"	"133"	"3"	"1"	"4"	"4"	"3"	"3"	"2"	"492"	"0"	"5"	"497"	"0"
"74"	"62"	"6"	"6"	"2"	"298"	"3"	"2"	"1"	"1"	"2"	"1"	"1"	"323"	"0"	"2"	"325"	"0"
"75"	"63"	"25"	"136"	"30"	"278"	"9"	"3"	"3"	"1"	"3"	"2"	"4"	"494"	"0"	"8"	"502"	"0"
"76"	"64"	"33"	"229"	"2"	"95"	"3"	"1"	"1"	"0"	"1"	"0"	"0"	"365"	"0"	"3"	"368"	"0"
"77"	"65"	"39"	"207"	"23"	"46"	"1"	"3"	"1"	"0"	"4"	"2"	"0"	"326"	"0"	"1"	"327"	"0"
"78"	"66"	"15"	"140"	"23"	"298"	"4"	"2"	"1"	"1"	"2"	"5"	"2"	"493"	"0"	"7"	"500"	"0"
"79"	"67"	"7"	"268"	"7"	"116"	"1"	"0"	"1"	"1"	"1"	"0"	"3"	"405"	"0"	"2"	"407"	"0"
"80"	"68"	"48"	"236"	"5"	"128"	"4"	"1"	"1"	"0"	"6"	"3"	"4"	"436"	"0"	"11"	"447"	"0"
"81"	"69"	"32"	"101"	"10"	"103"	"4"	"2"	"1"	"1"	"3"	"2"	"4"	"263"	"0"	"8"	"271"	"0"
"82"	"70"	"47"	"308"	"8"	"174"	"5"	"1"	"8"	"3"	"2"	"6"	"10"	"572"	"0"	"9"	"581"	"0"
"83"	"71"	"19"	"275"	"5"	"116"	"2"	"3"	"3"	"1"	"3"	"2"	"0"	"429"	"0"	"5"	"434"	"0"
"84"	"72"	"35"	"293"	"8"	"59"	"9"	"0"	"1"	"2"	"4"	"5"	"5"	"421"	"0"	"9"	"430"	"0"
"85"	"73"	"13"	"87"	"10"	"189"	"4"	"1"	"1"	"3"	"1"	"1"	"1"	"311"	"0"	"2"	"313"	"0"
"86"	"74"	"10"	"106"	"1"	"64"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"183"	"0"	"3"	"186"	"0"
"87"	"75"	"109"	"257"	"53"	"335"	"12"	"7"	"6"	"3"	"5"	"3"	"11"	"801"	"0"	"21"	"822"	"0"
"88"	"76"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"
"89"	"77"	"26"	"260"	"9"	"278"	"9"	"2"	"3"	"4"	"3"	"5"	"13"	"612"	"0"	"20"	"632"	"0"
"90"	"78"	"32"	"399"	"14"	"312"	"10"	"5"	"0"	"4"	"4"	"12"	"3"	"795"	"0"	"10"	"805"	"0"
"91"	"79"	"20"	"384"	"15"	"355"	"9"	"2"	"1"	"4"	"2"	"2"	"6"	"800"	"0"	"15"	"815"	"0"
"92"	"80"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"93"	"81"	"14"	"279"	"2"	"244"	"9"	"11"	"1"	"0"	"0"	"5"	"4"	"569"	"0"	"13"	"582"	"0"
"94"	"82"	"8"	"259"	"1"	"243"	"2"	"2"	"0"	"0"	"0"	"2"	"3"	"520"	"0"	"1"	"521"	"0"
"95"	"83"	"34"	"303"	"4"	"182"	"5"	"19"	"2"	"0"	"3"	"3"	"3"	"558"	"0"	"3"	"561"	"0"
"96"	"84"	"14"	"235"	"9"	"122"	"7"	"6"	"3"	"2"	"3"	"5"	"6"	"412"	"0"	"15"	"427"	"0"
"97"	"85"	"34"	"116"	"7"	"93"	"9"	"1"	"0"	"1"	"2"	"7"	"6"	"276"	"0"	"4"	"280"	"0"
"98"	"86"	"21"	"95"	"5"	"157"	"4"	"56"	"4"	"3"	"3"	"6"	"3"	"357"	"0"	"9"	"366"	"0"
"99"	"87"	"13"	"56"	"2"	"360"	"5"	"1"	"3"	"1"	"10"	"6"	"3"	"460"	"0"	"7"	"467"	"0"
"100"	"88"	"23"	"118"	"8"	"344"	"13"	"3"	"1"	"7"	"5"	"8"	"3"	"533"	"0"	"22"	"555"	"0"
"101"	"89"	"74"	"360"	"6"	"278"	"10"	"2"	"3"	"1"	"4"	"6"	"11"	"755"	"0"	"24"	"779"	"0"
"102"	"90"	"21"	"241"	"4"	"66"	"2"	"2"	"0"	"3"	"5"	"2"	"2"	"348"	"0"	"9"	"357"	"0"
"103"	"91"	"10"	"190"	"2"	"289"	"6"	"1"	"0"	"1"	"2"	"2"	"1"	"504"	"0"	"1"	"505"	"0"
"104"	"92"	"30"	"408"	"8"	"245"	"22"	"3"	"0"	"1"	"2"	"7"	"5"	"731"	"0"	"10"	"741"	"0"
"105"	"93"	"17"	"262"	"7"	"159"	"1"	"2"	"1"	"3"	"2"	"2"	"2"	"458"	"0"	"3"	"461"	"0"
"106"	"94"	"17"	"117"	"3"	"142"	"3"	"1"	"1"	"0"	"1"	"1"	"0"	"286"	"0"	"1"	"287"	"0"
"107"	"95"	"32"	"178"	"14"	"387"	"7"	"1"	"1"	"1"	"2"	"0"	"0"	"623"	"0"	"1"	"624"	"0"
"108"	"96"	"34"	"222"	"106"	"192"	"9"	"1"	"2"	"4"	"6"	"3"	"8"	"587"	"0"	"11"	"598"	"0"
"109"	"97"	"40"	"158"	"31"	"86"	"1"	"0"	"1"	"0"	"0"	"3"	"2"	"322"	"0"	"3"	"325"	"0"
"110"	"98"	"14"	"24"	"16"	"189"	"7"	"4"	"2"	"4"	"3"	"5"	"1"	"269"	"0"	"15"	"284"	"0"
"111"	"99"	"10"	"194"	"8"	"299"	"6"	"2"	"1"	"1"	"2"	"3"	"4"	"530"	"0"	"3"	"533"	"0"
"112"	"100"	"32"	"260"	"8"	"276"	"6"	"10"	"0"	"4"	"2"	"1"	"6"	"605"	"0"	"11"	"616"	"0"
"113"	"101"	"5"	"122"	"1"	"88"	"2"	"0"	"0"	"0"	"1"	"0"	"2"	"221"	"0"	"1"	"222"	"0"
"114"	"102"	"33"	"314"	"13"	"115"	"12"	"1"	"2"	"4"	"5"	"7"	"7"	"513"	"0"	"21"	"534"	"0"
"115"	"103"	"26"	"122"	"59"	"102"	"3"	"2"	"0"	"1"	"0"	"5"	"2"	"322"	"0"	"8"	"330"	"0"
"116"	"104"	"44"	"147"	"54"	"43"	"5"	"2"	"4"	"1"	"4"	"1"	"0"	"305"	"0"	"4"	"309"	"0"
"117"	"105"	"85"	"192"	"5"	"250"	"3"	"2"	"1"	"3"	"2"	"2"	"1"	"546"	"0"	"5"	"551"	"0"
"118"	"106"	"42"	"339"	"22"	"151"	"6"	"1"	"2"	"2"	"1"	"1"	"1"	"568"	"0"	"4"	"572"	"0"
"119"	"107"	"18"	"239"	"92"	"69"	"5"	"3"	"2"	"2"	"4"	"7"	"8"	"449"	"0"	"11"	"460"	"0"
"120"	"108"	"20"	"249"	"8"	"255"	"11"	"3"	"2"	"4"	"3"	"0"	"1"	"556"	"0"	"5"	"561"	"0"
"121"	"109"	"29"	"177"	"7"	"194"	"11"	"2"	"0"	"2"	"2"	"3"	"5"	"432"	"0"	"7"	"439"	"0"
"122"	"110"	"75"	"77"	"7"	"170"	"11"	"9"	"5"	"1"	"4"	"4"	"5"	"368"	"0"	"3"	"371"	"0"
"123"	"111"	"48"	"218"	"6"	"183"	"8"	"2"	"4"	"5"	"3"	"2"	"8"	"487"	"0"	"15"	"502"	"0"
"124"	"112"	"12"	"253"	"4"	"130"	"1"	"1"	"0"	"1"	"0"	"2"	"5"	"409"	"0"	"10"	"419"	"0"
"125"	"113"	"30"	"263"	"3"	"138"	"4"	"3"	"4"	"64"	"12"	"4"	"3"	"528"	"0"	"10"	"538"	"0"
"126"	"114"	"14"	"183"	"3"	"142"	"6"	"1"	"1"	"2"	"2"	"3"	"5"	"362"	"0"	"11"	"373"	"0"
"127"	"115"	"23"	"54"	"3"	"249"	"2"	"1"	"0"	"3"	"1"	"0"	"1"	"337"	"0"	"2"	"339"	"0"
"128"	"116"	"10"	"235"	"5"	"151"	"8"	"1"	"1"	"1"	"4"	"1"	"4"	"421"	"0"	"3"	"424"	"0"
"129"	"117"	"20"	"92"	"4"	"215"	"4"	"2"	"1"	"3"	"3"	"1"	"3"	"348"	"0"	"2"	"350"	"0"
"130"	"118"	"24"	"338"	"5"	"227"	"9"	"1"	"1"	"5"	"6"	"2"	"5"	"623"	"0"	"15"	"638"	"0"
"131"	"119"	"5"	"118"	"2"	"92"	"3"	"0"	"2"	"1"	"2"	"5"	"2"	"232"	"0"	"6"	"238"	"0"
"132"	"120"	"15"	"249"	"6"	"290"	"14"	"1"	"3"	"1"	"1"	"2"	"7"	"589"	"0"	"19"	"608"	"0"
"133"	"121"	"78"	"203"	"5"	"386"	"6"	"3"	"2"	"2"	"2"	"3"	"6"	"696"	"0"	"5"	"701"	"0"
"134"	"122"	"33"	"380"	"12"	"406"	"10"	"1"	"6"	"3"	"4"	"3"	"2"	"860"	"0"	"8"	"868"	"0"
"135"	"123"	"8"	"290"	"4"	"163"	"2"	"0"	"1"	"4"	"1"	"0"	"3"	"476"	"0"	"3"	"479"	"0"
"136"	"124"	"10"	"169"	"11"	"288"	"5"	"2"	"2"	"4"	"6"	"3"	"3"	"503"	"0"	"23"	"526"	"0"
"137"	"125"	"58"	"110"	"18"	"202"	"6"	"1"	"0"	"0"	"1"	"3"	"3"	"402"	"0"	"7"	"409"	"0"
"138"	"126"	"28"	"16"	"2"	"135"	"2"	"0"	"0"	"0"	"0"	"1"	"1"	"185"	"0"	"1"	"186"	"0"
"139"	"127"	"13"	"165"	"27"	"289"	"9"	"1"	"0"	"3"	"6"	"3"	"6"	"522"	"0"	"21"	"543"	"0"
"140"	"128"	"26"	"69"	"8"	"179"	"4"	"2"	"1"	"1"	"3"	"1"	"0"	"294"	"0"	"1"	"295"	"0"
"141"	"129"	"55"	"168"	"6"	"137"	"8"	"1"	"2"	"1"	"2"	"2"	"5"	"387"	"0"	"13"	"400"	"0"
"142"	"130"	"37"	"101"	"3"	"164"	"7"	"3"	"2"	"1"	"3"	"0"	"2"	"323"	"0"	"3"	"326"	"0"
"143"	"131"	"24"	"271"	"94"	"195"	"7"	"1"	"1"	"1"	"2"	"3"	"4"	"603"	"0"	"15"	"618"	"0"
"144"	"132"	"4"	"193"	"5"	"48"	"1"	"0"	"1"	"2"	"0"	"3"	"6"	"263"	"0"	"1"	"264"	"0"
"145"	"133"	"1"	"199"	"1"	"14"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"0"	"0"	"216"	"0"
"146"	"134"	"102"	"159"	"7"	"254"	"6"	"4"	"2"	"2"	"6"	"2"	"2"	"546"	"0"	"9"	"555"	"0"
"147"	"135"	"35"	"325"	"12"	"131"	"7"	"3"	"3"	"0"	"3"	"4"	"6"	"529"	"0"	"16"	"545"	"0"
"148"	"136"	"9"	"222"	"19"	"70"	"5"	"2"	"1"	"0"	"0"	"1"	"8"	"337"	"0"	"6"	"343"	"0"
"149"	"137"	"22"	"184"	"11"	"343"	"5"	"4"	"1"	"5"	"3"	"8"	"5"	"591"	"0"	"17"	"608"	"0"
"150"	"138"	"47"	"230"	"8"	"287"	"9"	"4"	"6"	"7"	"3"	"7"	"8"	"616"	"0"	"13"	"629"	"0"
"151"	"139"	"21"	"225"	"4"	"273"	"11"	"2"	"1"	"1"	"3"	"3"	"3"	"547"	"0"	"17"	"564"	"0"
"152"	"140"	"19"	"274"	"8"	"208"	"7"	"2"	"1"	"0"	"1"	"2"	"0"	"522"	"0"	"10"	"532"	"0"
"153"	"141"	"11"	"195"	"5"	"279"	"13"	"4"	"2"	"3"	"5"	"7"	"3"	"527"	"0"	"8"	"535"	"0"
"154"	"142"	"19"	"267"	"7"	"249"	"6"	"3"	"0"	"4"	"3"	"1"	"1"	"560"	"0"	"3"	"563"	"0"
"155"	"143"	"22"	"212"	"4"	"150"	"4"	"2"	"4"	"0"	"1"	"1"	"4"	"404"	"0"	"4"	"408"	"0"
"156"	"144"	"175"	"210"	"7"	"240"	"16"	"3"	"4"	"4"	"8"	"12"	"10"	"689"	"0"	"30"	"719"	"0"
"157"	"145"	"66"	"172"	"10"	"386"	"6"	"7"	"2"	"3"	"5"	"5"	"7"	"669"	"0"	"18"	"687"	"0"
"158"	"146"	"28"	"160"	"7"	"178"	"8"	"1"	"0"	"2"	"2"	"4"	"4"	"394"	"0"	"15"	"409"	"0"
"159"	"146A"	"74"	"142"	"8"	"163"	"10"	"6"	"3"	"0"	"1"	"1"	"4"	"412"	"0"	"10"	"422"	"0"
"160"	"147"	"52"	"303"	"14"	"213"	"8"	"3"	"3"	"1"	"4"	"0"	"6"	"607"	"0"	"13"	"620"	"0"
"161"	"148"	"42"	"106"	"2"	"231"	"8"	"1"	"2"	"4"	"5"	"3"	"3"	"407"	"0"	"2"	"409"	"0"
"162"	"149"	"53"	"406"	"6"	"65"	"5"	"2"	"1"	"0"	"1"	"3"	"2"	"544"	"0"	"9"	"553"	"0"
"163"	"150"	"13"	"362"	"2"	"32"	"1"	"1"	"2"	"0"	"0"	"2"	"0"	"415"	"0"	"0"	"415"	"0"
"164"	"151"	"19"	"50"	"6"	"222"	"10"	"1"	"3"	"2"	"7"	"5"	"9"	"334"	"0"	"15"	"349"	"0"
"165"	"152"	"59"	"82"	"10"	"199"	"4"	"1"	"0"	"2"	"1"	"3"	"0"	"361"	"0"	"9"	"370"	"0"
"166"	"153"	"2"	"126"	"2"	"80"	"2"	"0"	"1"	"0"	"1"	"0"	"1"	"215"	"0"	"2"	"217"	"0"
"167"	"154"	"20"	"203"	"5"	"96"	"3"	"0"	"0"	"0"	"1"	"1"	"4"	"333"	"0"	"3"	"336"	"0"
"168"	"155"	"19"	"333"	"3"	"128"	"2"	"1"	"0"	"1"	"2"	"1"	"1"	"491"	"0"	"0"	"491"	"0"
"169"	"156"	"5"	"77"	"3"	"196"	"5"	"0"	"0"	"0"	"2"	"1"	"0"	"289"	"0"	"1"	"290"	"0"
"170"	"157"	"40"	"114"	"3"	"147"	"8"	"3"	"3"	"3"	"2"	"2"	"2"	"327"	"0"	"12"	"339"	"0"
"171"	"158"	"115"	"99"	"6"	"270"	"6"	"6"	"0"	"3"	"3"	"4"	"4"	"516"	"0"	"4"	"520"	"0"
"172"	"159"	"40"	"380"	"8"	"106"	"6"	"5"	"3"	"4"	"7"	"4"	"7"	"570"	"0"	"18"	"588"	"0"
"173"	"160"	"17"	"254"	"6"	"153"	"1"	"2"	"1"	"1"	"5"	"1"	"3"	"444"	"0"	"5"	"449"	"0"
"174"	"161"	"46"	"162"	"7"	"488"	"21"	"5"	"1"	"3"	"4"	"9"	"11"	"757"	"0"	"40"	"797"	"0"
"175"	"162"	"161"	"36"	"7"	"222"	"9"	"5"	"3"	"1"	"5"	"2"	"2"	"453"	"0"	"5"	"458"	"0"
"176"	"163"	"137"	"92"	"29"	"416"	"13"	"3"	"2"	"0"	"6"	"6"	"2"	"706"	"0"	"9"	"715"	"0"
"177"	"164"	"54"	"164"	"10"	"268"	"15"	"3"	"2"	"2"	"3"	"3"	"7"	"531"	"0"	"15"	"546"	"0"
"178"	"165"	"82"	"356"	"11"	"111"	"5"	"5"	"2"	"4"	"1"	"5"	"3"	"585"	"0"	"1"	"586"	"0"
"179"	"166"	"71"	"142"	"11"	"323"	"9"	"7"	"2"	"3"	"7"	"4"	"4"	"583"	"0"	"5"	"588"	"0"
"180"	"167"	"75"	"153"	"11"	"301"	"16"	"3"	"0"	"4"	"4"	"6"	"6"	"579"	"0"	"16"	"595"	"0"
"181"	"168"	"89"	"150"	"11"	"165"	"8"	"4"	"3"	"2"	"3"	"7"	"3"	"445"	"0"	"21"	"466"	"0"
"182"	"169"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"
"183"	"170"	"0"	"2"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"
"184"	"171"	"156"	"145"	"17"	"246"	"23"	"9"	"13"	"7"	"6"	"11"	"6"	"639"	"0"	"22"	"661"	"0"
"185"	"172"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"0"
"186"	"173"	"1"	"0"	"1"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"0"	"0"	"8"	"0"
"187"	"174"	"1"	"36"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"37"	"0"	"0"	"37"	"0"
"188"	"175"	"40"	"202"	"7"	"208"	"6"	"2"	"3"	"2"	"8"	"2"	"17"	"497"	"0"	"20"	"517"	"0"
"189"	"176"	"31"	"169"	"11"	"271"	"11"	"5"	"1"	"3"	"3"	"5"	"5"	"515"	"0"	"4"	"519"	"0"
"190"	"177"	"28"	"341"	"5"	"150"	"5"	"2"	"1"	"0"	"1"	"6"	"4"	"543"	"0"	"3"	"546"	"0"
"191"	"178"	"25"	"425"	"7"	"241"	"8"	"2"	"0"	"2"	"3"	"1"	"7"	"721"	"0"	"8"	"729"	"0"
