"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"21"	"9"	"132"	"71"	"5"	"35"	"2"	"4"	"2"	"1"	"1"	"1"	"0"	"3"	"5"	"4"	"8"	"274"	"0"	"13"	"287"	"0"
"22"	"10"	"82"	"30"	"3"	"56"	"5"	"22"	"3"	"5"	"1"	"0"	"0"	"4"	"3"	"2"	"2"	"218"	"0"	"5"	"223"	"0"
"23"	"11"	"235"	"166"	"3"	"10"	"2"	"5"	"0"	"1"	"2"	"1"	"4"	"1"	"3"	"1"	"4"	"438"	"0"	"8"	"446"	"0"
"24"	"12"	"140"	"110"	"3"	"14"	"3"	"4"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"4"	"282"	"0"	"2"	"284"	"0"
"25"	"13"	"248"	"188"	"10"	"20"	"5"	"7"	"1"	"7"	"0"	"3"	"0"	"0"	"1"	"1"	"2"	"493"	"0"	"1"	"494"	"0"
"26"	"14"	"418"	"314"	"10"	"75"	"11"	"15"	"4"	"12"	"2"	"6"	"21"	"3"	"15"	"4"	"11"	"921"	"0"	"10"	"931"	"0"
"27"	"15"	"574"	"142"	"4"	"23"	"2"	"3"	"1"	"2"	"0"	"2"	"10"	"2"	"7"	"3"	"18"	"793"	"0"	"32"	"825"	"0"
"28"	"16"	"467"	"119"	"6"	"5"	"0"	"4"	"0"	"2"	"0"	"1"	"1"	"2"	"3"	"5"	"25"	"640"	"0"	"25"	"665"	"0"
"29"	"17"	"177"	"223"	"8"	"64"	"12"	"38"	"11"	"14"	"3"	"6"	"41"	"10"	"23"	"15"	"12"	"657"	"0"	"26"	"683"	"0"
"30"	"18"	"79"	"343"	"14"	"37"	"6"	"28"	"5"	"10"	"4"	"4"	"28"	"4"	"8"	"16"	"14"	"600"	"0"	"13"	"613"	"0"
"31"	"19"	"498"	"86"	"6"	"153"	"6"	"30"	"1"	"14"	"4"	"5"	"14"	"5"	"7"	"6"	"11"	"846"	"0"	"31"	"877"	"0"
"32"	"20"	"403"	"20"	"0"	"120"	"2"	"11"	"1"	"9"	"1"	"3"	"0"	"1"	"3"	"3"	"3"	"580"	"0"	"21"	"601"	"0"
"33"	"21"	"427"	"1"	"3"	"76"	"0"	"4"	"0"	"4"	"0"	"0"	"0"	"1"	"5"	"5"	"11"	"537"	"0"	"13"	"550"	"0"
"34"	"22"	"415"	"2"	"1"	"140"	"1"	"5"	"0"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"577"	"0"	"0"	"577"	"0"
"35"	"23"	"145"	"138"	"6"	"105"	"6"	"18"	"0"	"6"	"3"	"2"	"8"	"6"	"13"	"6"	"7"	"469"	"0"	"21"	"490"	"0"
"36"	"24"	"187"	"120"	"2"	"55"	"5"	"12"	"2"	"1"	"1"	"2"	"9"	"4"	"10"	"4"	"17"	"431"	"0"	"22"	"453"	"0"
"37"	"25"	"477"	"6"	"2"	"93"	"0"	"10"	"0"	"1"	"3"	"1"	"13"	"3"	"7"	"2"	"1"	"619"	"0"	"19"	"638"	"0"
"38"	"26"	"51"	"389"	"9"	"33"	"2"	"12"	"1"	"6"	"1"	"0"	"6"	"1"	"4"	"3"	"4"	"522"	"0"	"6"	"528"	"0"
"39"	"27"	"536"	"32"	"3"	"98"	"0"	"9"	"1"	"4"	"1"	"0"	"0"	"2"	"7"	"0"	"9"	"702"	"0"	"23"	"725"	"0"
"40"	"28"	"26"	"65"	"9"	"150"	"6"	"14"	"1"	"2"	"0"	"1"	"1"	"0"	"2"	"2"	"3"	"282"	"0"	"1"	"283"	"0"
"41"	"29"	"638"	"4"	"2"	"49"	"0"	"4"	"1"	"3"	"1"	"0"	"1"	"1"	"0"	"2"	"3"	"709"	"0"	"5"	"714"	"0"
"42"	"30"	"114"	"230"	"1"	"157"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"2"	"510"	"0"	"3"	"513"	"0"
"43"	"31"	"76"	"502"	"6"	"33"	"4"	"8"	"1"	"8"	"1"	"2"	"16"	"2"	"4"	"5"	"17"	"685"	"0"	"5"	"690"	"0"
"44"	"32"	"257"	"36"	"2"	"23"	"1"	"5"	"1"	"0"	"0"	"0"	"3"	"1"	"2"	"0"	"6"	"337"	"0"	"5"	"342"	"0"
"45"	"33"	"338"	"8"	"2"	"35"	"3"	"4"	"1"	"3"	"0"	"3"	"2"	"1"	"1"	"0"	"5"	"406"	"0"	"17"	"423"	"0"
"46"	"34"	"54"	"281"	"9"	"94"	"10"	"38"	"5"	"13"	"13"	"11"	"36"	"12"	"21"	"19"	"24"	"640"	"0"	"35"	"675"	"0"
"47"	"35"	"166"	"95"	"6"	"4"	"0"	"2"	"0"	"4"	"1"	"2"	"1"	"0"	"0"	"2"	"8"	"291"	"0"	"5"	"296"	"0"
"48"	"36"	"28"	"316"	"18"	"19"	"3"	"5"	"2"	"6"	"3"	"3"	"2"	"3"	"3"	"5"	"24"	"440"	"0"	"13"	"453"	"0"
"49"	"37"	"51"	"354"	"6"	"42"	"2"	"9"	"1"	"3"	"4"	"3"	"5"	"4"	"11"	"6"	"13"	"514"	"0"	"18"	"532"	"0"
"50"	"38"	"20"	"288"	"16"	"17"	"0"	"12"	"3"	"4"	"0"	"0"	"4"	"3"	"2"	"2"	"2"	"373"	"0"	"3"	"376"	"0"
"51"	"39"	"3"	"211"	"3"	"10"	"0"	"3"	"0"	"5"	"0"	"0"	"2"	"0"	"1"	"0"	"1"	"239"	"0"	"0"	"239"	"0"
"52"	"40"	"10"	"315"	"7"	"15"	"2"	"10"	"0"	"6"	"0"	"1"	"3"	"9"	"17"	"9"	"19"	"423"	"0"	"19"	"442"	"0"
"53"	"41"	"270"	"197"	"8"	"30"	"6"	"9"	"1"	"6"	"0"	"2"	"2"	"3"	"9"	"6"	"10"	"559"	"0"	"15"	"574"	"0"
"54"	"42"	"100"	"146"	"5"	"10"	"0"	"5"	"2"	"0"	"0"	"1"	"1"	"1"	"6"	"2"	"15"	"294"	"0"	"9"	"303"	"0"
"55"	"43"	"259"	"207"	"7"	"28"	"2"	"8"	"3"	"19"	"2"	"2"	"7"	"3"	"3"	"7"	"15"	"572"	"0"	"20"	"592"	"0"
"56"	"44"	"146"	"111"	"3"	"14"	"2"	"8"	"0"	"3"	"1"	"0"	"0"	"1"	"0"	"3"	"13"	"305"	"0"	"6"	"311"	"0"
"57"	"45"	"369"	"62"	"0"	"13"	"7"	"5"	"0"	"3"	"0"	"1"	"23"	"2"	"2"	"0"	"8"	"495"	"0"	"19"	"514"	"0"
"58"	"46"	"149"	"85"	"4"	"41"	"2"	"19"	"0"	"2"	"1"	"1"	"6"	"5"	"11"	"6"	"10"	"342"	"0"	"10"	"352"	"0"
"59"	"47"	"362"	"130"	"5"	"13"	"0"	"4"	"3"	"6"	"1"	"1"	"1"	"0"	"0"	"1"	"3"	"530"	"0"	"13"	"543"	"0"
"60"	"48"	"224"	"49"	"2"	"10"	"3"	"4"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"3"	"6"	"303"	"0"	"11"	"314"	"0"
"61"	"49"	"287"	"42"	"5"	"15"	"1"	"4"	"0"	"1"	"2"	"2"	"1"	"6"	"5"	"7"	"10"	"388"	"0"	"22"	"410"	"0"
"62"	"50"	"341"	"42"	"2"	"18"	"3"	"6"	"0"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"11"	"434"	"0"	"16"	"450"	"0"
"63"	"51"	"334"	"110"	"7"	"17"	"3"	"3"	"2"	"3"	"2"	"1"	"10"	"5"	"7"	"5"	"10"	"519"	"0"	"29"	"548"	"0"
"64"	"52"	"164"	"337"	"23"	"105"	"20"	"58"	"15"	"15"	"5"	"3"	"20"	"2"	"11"	"5"	"4"	"787"	"0"	"8"	"795"	"0"
"65"	"53"	"35"	"171"	"8"	"225"	"6"	"58"	"7"	"7"	"2"	"4"	"8"	"11"	"20"	"12"	"14"	"588"	"0"	"18"	"606"	"0"
"66"	"54"	"335"	"40"	"2"	"156"	"1"	"7"	"1"	"0"	"1"	"0"	"0"	"2"	"6"	"1"	"2"	"554"	"0"	"7"	"561"	"0"
"67"	"55"	"98"	"316"	"16"	"155"	"108"	"51"	"8"	"12"	"5"	"6"	"7"	"11"	"6"	"10"	"19"	"828"	"0"	"18"	"846"	"0"
"68"	"56"	"97"	"297"	"12"	"24"	"4"	"15"	"4"	"12"	"1"	"0"	"3"	"2"	"10"	"11"	"27"	"519"	"0"	"17"	"536"	"0"
"69"	"57"	"121"	"2"	"1"	"39"	"1"	"3"	"0"	"30"	"1"	"0"	"0"	"2"	"2"	"0"	"3"	"205"	"0"	"8"	"213"	"0"
"70"	"58"	"316"	"111"	"7"	"61"	"10"	"27"	"3"	"18"	"5"	"7"	"2"	"6"	"17"	"14"	"26"	"630"	"0"	"22"	"652"	"0"
"71"	"59"	"98"	"23"	"2"	"28"	"1"	"18"	"0"	"2"	"1"	"0"	"1"	"0"	"10"	"5"	"4"	"193"	"0"	"18"	"211"	"0"
"72"	"60"	"411"	"101"	"2"	"51"	"1"	"7"	"0"	"15"	"2"	"3"	"2"	"8"	"6"	"3"	"12"	"624"	"0"	"16"	"640"	"0"
"73"	"61"	"448"	"248"	"10"	"71"	"5"	"10"	"1"	"8"	"3"	"1"	"1"	"4"	"6"	"5"	"9"	"830"	"0"	"17"	"847"	"0"
"74"	"62"	"69"	"61"	"5"	"298"	"7"	"24"	"6"	"5"	"3"	"2"	"5"	"10"	"23"	"5"	"7"	"530"	"0"	"21"	"551"	"0"
"75"	"63"	"21"	"31"	"3"	"86"	"6"	"13"	"0"	"2"	"1"	"3"	"3"	"1"	"5"	"1"	"1"	"177"	"0"	"6"	"183"	"0"
"76"	"64"	"38"	"144"	"10"	"242"	"14"	"60"	"5"	"6"	"5"	"7"	"37"	"8"	"11"	"4"	"7"	"598"	"0"	"1"	"599"	"0"
"77"	"65"	"43"	"274"	"4"	"64"	"2"	"13"	"0"	"2"	"4"	"1"	"2"	"5"	"9"	"5"	"14"	"442"	"0"	"10"	"452"	"0"
"78"	"66"	"194"	"316"	"13"	"111"	"5"	"27"	"1"	"14"	"9"	"1"	"1"	"5"	"13"	"7"	"23"	"740"	"0"	"33"	"773"	"0"
"79"	"67"	"289"	"197"	"1"	"186"	"12"	"15"	"2"	"7"	"6"	"3"	"6"	"6"	"18"	"7"	"21"	"776"	"0"	"39"	"815"	"0"
"80"	"68"	"494"	"70"	"1"	"8"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"12"	"591"	"0"	"12"	"603"	"0"
"81"	"69"	"438"	"54"	"1"	"1"	"0"	"0"	"0"	"3"	"2"	"0"	"0"	"1"	"3"	"2"	"2"	"507"	"0"	"12"	"519"	"0"
"82"	"70"	"387"	"45"	"4"	"55"	"3"	"8"	"1"	"2"	"1"	"1"	"2"	"0"	"1"	"0"	"3"	"513"	"0"	"4"	"517"	"0"
"83"	"71"	"394"	"48"	"2"	"35"	"0"	"2"	"0"	"3"	"0"	"0"	"1"	"4"	"3"	"1"	"19"	"512"	"0"	"23"	"535"	"0"
"84"	"72"	"209"	"342"	"11"	"30"	"5"	"17"	"2"	"16"	"3"	"3"	"3"	"5"	"4"	"13"	"14"	"677"	"0"	"21"	"698"	"0"
"85"	"73"	"364"	"194"	"9"	"24"	"5"	"11"	"2"	"7"	"3"	"4"	"4"	"1"	"5"	"6"	"10"	"649"	"0"	"19"	"668"	"0"
"86"	"74"	"288"	"188"	"13"	"33"	"6"	"5"	"4"	"17"	"1"	"1"	"3"	"2"	"1"	"0"	"2"	"564"	"0"	"3"	"567"	"0"
"87"	"75"	"191"	"240"	"3"	"37"	"3"	"15"	"1"	"11"	"1"	"0"	"5"	"0"	"0"	"0"	"1"	"508"	"0"	"4"	"512"	"0"
"88"	"76"	"729"	"122"	"3"	"27"	"2"	"3"	"0"	"12"	"1"	"4"	"4"	"0"	"1"	"1"	"6"	"915"	"0"	"3"	"918"	"0"
"89"	"77"	"351"	"177"	"5"	"29"	"6"	"13"	"2"	"5"	"2"	"1"	"4"	"2"	"3"	"4"	"6"	"610"	"0"	"12"	"622"	"0"
"90"	"78"	"200"	"224"	"10"	"63"	"3"	"25"	"5"	"12"	"4"	"2"	"4"	"6"	"5"	"9"	"14"	"586"	"0"	"10"	"596"	"0"
"91"	"79"	"89"	"314"	"10"	"133"	"18"	"97"	"6"	"8"	"0"	"9"	"73"	"10"	"18"	"11"	"14"	"810"	"0"	"18"	"828"	"0"
"92"	"80"	"105"	"158"	"10"	"219"	"17"	"56"	"7"	"2"	"2"	"6"	"6"	"5"	"19"	"7"	"13"	"632"	"0"	"21"	"653"	"0"
"93"	"80A"	"29"	"100"	"2"	"101"	"10"	"27"	"2"	"9"	"2"	"2"	"1"	"3"	"11"	"5"	"5"	"309"	"0"	"3"	"312"	"0"
"94"	"81"	"176"	"98"	"4"	"6"	"0"	"4"	"0"	"5"	"2"	"1"	"0"	"0"	"1"	"5"	"5"	"307"	"0"	"3"	"310"	"0"
"95"	"82"	"16"	"103"	"3"	"118"	"6"	"53"	"2"	"8"	"3"	"3"	"6"	"5"	"13"	"5"	"8"	"352"	"0"	"7"	"359"	"0"
"96"	"83"	"207"	"313"	"9"	"44"	"8"	"18"	"2"	"3"	"6"	"4"	"5"	"5"	"12"	"16"	"18"	"670"	"0"	"23"	"693"	"0"
"97"	"84"	"2"	"16"	"2"	"199"	"6"	"23"	"2"	"3"	"2"	"1"	"4"	"3"	"12"	"0"	"1"	"276"	"0"	"5"	"281"	"0"
"98"	"85"	"70"	"291"	"7"	"114"	"21"	"31"	"2"	"4"	"6"	"3"	"5"	"3"	"7"	"2"	"10"	"576"	"0"	"7"	"583"	"0"
"99"	"86"	"125"	"167"	"12"	"141"	"23"	"42"	"4"	"5"	"9"	"10"	"3"	"2"	"8"	"8"	"17"	"576"	"0"	"27"	"603"	"0"
"100"	"87"	"30"	"58"	"5"	"303"	"9"	"42"	"4"	"6"	"2"	"1"	"0"	"1"	"0"	"2"	"0"	"463"	"0"	"2"	"465"	"0"
"101"	"88"	"104"	"58"	"4"	"266"	"24"	"104"	"7"	"10"	"12"	"8"	"11"	"6"	"24"	"4"	"7"	"649"	"0"	"11"	"660"	"0"
"102"	"88A"	"79"	"29"	"1"	"204"	"12"	"45"	"4"	"2"	"0"	"1"	"2"	"2"	"10"	"1"	"1"	"393"	"0"	"8"	"401"	"0"
"103"	"89"	"47"	"305"	"11"	"166"	"25"	"66"	"7"	"10"	"7"	"5"	"96"	"3"	"21"	"5"	"11"	"785"	"0"	"7"	"792"	"0"
"104"	"90"	"264"	"153"	"8"	"84"	"30"	"29"	"2"	"6"	"2"	"5"	"11"	"3"	"7"	"4"	"10"	"618"	"0"	"10"	"628"	"0"
"105"	"91"	"225"	"83"	"5"	"71"	"7"	"18"	"4"	"1"	"0"	"0"	"2"	"0"	"2"	"0"	"1"	"419"	"0"	"8"	"427"	"0"
"106"	"92"	"59"	"77"	"2"	"249"	"17"	"95"	"2"	"3"	"2"	"3"	"3"	"6"	"10"	"2"	"2"	"532"	"0"	"9"	"541"	"0"
"107"	"93"	"36"	"130"	"3"	"159"	"11"	"56"	"4"	"10"	"6"	"4"	"8"	"7"	"21"	"3"	"6"	"464"	"0"	"6"	"470"	"0"
"108"	"94"	"106"	"43"	"1"	"262"	"83"	"99"	"11"	"10"	"4"	"3"	"42"	"11"	"38"	"8"	"11"	"732"	"0"	"22"	"754"	"0"
"109"	"95"	"227"	"210"	"2"	"12"	"12"	"1"	"0"	"6"	"2"	"3"	"1"	"5"	"2"	"4"	"14"	"501"	"0"	"20"	"521"	"0"
"110"	"96"	"328"	"232"	"14"	"18"	"55"	"17"	"5"	"6"	"2"	"6"	"1"	"3"	"4"	"3"	"8"	"702"	"0"	"12"	"714"	"0"
"111"	"97"	"53"	"138"	"7"	"24"	"173"	"28"	"6"	"7"	"2"	"2"	"2"	"11"	"3"	"1"	"4"	"461"	"0"	"2"	"463"	"0"
"112"	"98"	"89"	"162"	"5"	"46"	"140"	"36"	"0"	"9"	"3"	"5"	"7"	"13"	"7"	"5"	"11"	"538"	"0"	"30"	"568"	"0"
"113"	"99"	"44"	"296"	"6"	"41"	"12"	"11"	"3"	"6"	"2"	"0"	"3"	"6"	"7"	"2"	"10"	"449"	"0"	"8"	"457"	"0"
"114"	"100"	"422"	"145"	"4"	"16"	"1"	"4"	"0"	"3"	"4"	"4"	"3"	"2"	"3"	"12"	"21"	"644"	"0"	"36"	"680"	"0"
"115"	"101"	"33"	"540"	"21"	"88"	"15"	"42"	"3"	"4"	"4"	"9"	"8"	"3"	"8"	"6"	"10"	"794"	"0"	"0"	"794"	"0"
"116"	"102"	"26"	"359"	"10"	"60"	"15"	"32"	"4"	"2"	"4"	"2"	"3"	"9"	"15"	"9"	"23"	"573"	"0"	"18"	"591"	"0"
"117"	"103"	"21"	"552"	"7"	"24"	"1"	"3"	"1"	"1"	"2"	"2"	"0"	"0"	"1"	"1"	"9"	"625"	"0"	"2"	"627"	"0"
"118"	"104"	"649"	"48"	"3"	"18"	"2"	"5"	"2"	"1"	"3"	"3"	"0"	"2"	"2"	"0"	"4"	"742"	"0"	"5"	"747"	"0"
"119"	"105"	"38"	"467"	"15"	"33"	"10"	"14"	"1"	"1"	"6"	"2"	"2"	"4"	"3"	"12"	"28"	"636"	"0"	"5"	"641"	"0"
"120"	"106"	"201"	"523"	"5"	"63"	"5"	"17"	"4"	"14"	"1"	"2"	"1"	"0"	"3"	"1"	"5"	"845"	"0"	"2"	"847"	"0"
"121"	"107"	"92"	"555"	"6"	"75"	"3"	"22"	"3"	"9"	"0"	"4"	"2"	"4"	"6"	"5"	"19"	"805"	"0"	"17"	"822"	"0"
"122"	"108"	"106"	"155"	"5"	"28"	"3"	"18"	"2"	"0"	"2"	"3"	"2"	"4"	"5"	"4"	"10"	"347"	"0"	"14"	"361"	"0"
"123"	"109"	"99"	"319"	"6"	"15"	"0"	"5"	"1"	"0"	"1"	"2"	"0"	"2"	"2"	"2"	"8"	"462"	"0"	"7"	"469"	"0"
"124"	"110"	"48"	"455"	"16"	"63"	"11"	"32"	"2"	"4"	"1"	"8"	"3"	"5"	"21"	"10"	"36"	"715"	"0"	"15"	"730"	"0"
"125"	"111"	"219"	"306"	"5"	"28"	"27"	"11"	"1"	"1"	"2"	"0"	"3"	"3"	"2"	"4"	"12"	"624"	"0"	"17"	"641"	"0"
"126"	"112"	"53"	"342"	"4"	"9"	"2"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"3"	"5"	"422"	"0"	"7"	"429"	"0"
"127"	"113"	"285"	"201"	"1"	"56"	"2"	"11"	"1"	"2"	"2"	"1"	"4"	"2"	"4"	"2"	"3"	"577"	"0"	"6"	"583"	"0"
"128"	"114"	"39"	"316"	"11"	"48"	"5"	"14"	"2"	"5"	"4"	"4"	"11"	"4"	"8"	"5"	"15"	"491"	"0"	"21"	"512"	"0"
"129"	"115"	"70"	"241"	"10"	"31"	"6"	"12"	"2"	"4"	"1"	"0"	"3"	"3"	"0"	"2"	"3"	"388"	"0"	"1"	"389"	"0"
"130"	"116"	"317"	"4"	"1"	"64"	"1"	"5"	"1"	"2"	"0"	"1"	"2"	"3"	"2"	"2"	"10"	"415"	"0"	"12"	"427"	"0"
"131"	"117"	"14"	"328"	"3"	"2"	"1"	"3"	"1"	"0"	"1"	"0"	"0"	"1"	"2"	"1"	"10"	"367"	"0"	"4"	"371"	"0"
"132"	"118"	"82"	"314"	"11"	"38"	"7"	"16"	"3"	"1"	"0"	"2"	"5"	"7"	"10"	"4"	"20"	"520"	"0"	"15"	"535"	"0"
"133"	"119"	"368"	"24"	"4"	"106"	"4"	"7"	"2"	"7"	"3"	"2"	"4"	"0"	"1"	"2"	"6"	"540"	"0"	"10"	"550"	"0"
"134"	"120"	"338"	"28"	"2"	"21"	"0"	"4"	"2"	"0"	"1"	"0"	"0"	"1"	"3"	"0"	"3"	"403"	"0"	"11"	"414"	"0"
"135"	"121"	"117"	"167"	"2"	"14"	"2"	"6"	"1"	"2"	"1"	"1"	"1"	"0"	"1"	"2"	"7"	"324"	"0"	"4"	"328"	"0"
"136"	"122"	"288"	"222"	"1"	"5"	"0"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"6"	"529"	"0"	"8"	"537"	"0"
"137"	"123"	"82"	"320"	"9"	"72"	"5"	"19"	"3"	"3"	"2"	"1"	"1"	"4"	"3"	"3"	"7"	"534"	"0"	"5"	"539"	"0"
"138"	"124"	"94"	"75"	"2"	"53"	"2"	"14"	"3"	"1"	"0"	"0"	"0"	"3"	"7"	"1"	"2"	"257"	"0"	"8"	"265"	"0"
"139"	"125"	"24"	"338"	"4"	"22"	"2"	"6"	"1"	"2"	"3"	"4"	"1"	"3"	"10"	"7"	"10"	"437"	"0"	"7"	"444"	"0"
"140"	"126"	"43"	"404"	"7"	"16"	"4"	"12"	"1"	"2"	"1"	"7"	"5"	"3"	"6"	"8"	"24"	"543"	"0"	"11"	"554"	"0"
"141"	"127"	"312"	"59"	"3"	"9"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"7"	"395"	"0"	"6"	"401"	"0"
"142"	"128"	"157"	"263"	"9"	"10"	"0"	"2"	"1"	"3"	"0"	"5"	"5"	"2"	"2"	"4"	"17"	"480"	"0"	"18"	"498"	"0"
"143"	"129"	"244"	"209"	"8"	"18"	"1"	"3"	"0"	"3"	"2"	"2"	"2"	"2"	"9"	"5"	"11"	"519"	"0"	"18"	"537"	"0"
"144"	"130"	"175"	"225"	"5"	"28"	"5"	"14"	"1"	"3"	"6"	"2"	"1"	"6"	"8"	"7"	"19"	"505"	"0"	"17"	"522"	"0"
"145"	"131"	"244"	"215"	"4"	"61"	"0"	"6"	"0"	"2"	"1"	"1"	"4"	"6"	"10"	"7"	"19"	"580"	"0"	"26"	"606"	"0"
"146"	"132"	"444"	"5"	"2"	"24"	"0"	"4"	"0"	"2"	"0"	"0"	"0"	"0"	"3"	"0"	"4"	"488"	"0"	"13"	"501"	"0"
"147"	"133"	"311"	"24"	"2"	"11"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"351"	"0"	"5"	"356"	"0"
"148"	"134"	"448"	"57"	"8"	"86"	"7"	"19"	"1"	"8"	"2"	"2"	"2"	"3"	"14"	"4"	"17"	"678"	"0"	"20"	"698"	"0"
"149"	"135"	"65"	"483"	"13"	"28"	"3"	"6"	"1"	"1"	"1"	"1"	"3"	"4"	"3"	"8"	"36"	"656"	"0"	"13"	"669"	"0"
"150"	"136"	"156"	"313"	"8"	"61"	"7"	"29"	"5"	"6"	"3"	"6"	"10"	"11"	"13"	"12"	"22"	"662"	"0"	"25"	"687"	"0"
"151"	"137"	"59"	"396"	"6"	"18"	"1"	"4"	"0"	"3"	"2"	"1"	"1"	"1"	"3"	"5"	"18"	"518"	"0"	"10"	"528"	"0"
"152"	"138"	"220"	"361"	"12"	"89"	"3"	"31"	"2"	"6"	"2"	"2"	"4"	"7"	"14"	"18"	"43"	"814"	"0"	"32"	"846"	"0"
"153"	"139"	"375"	"47"	"5"	"221"	"7"	"20"	"1"	"6"	"3"	"2"	"2"	"1"	"10"	"3"	"8"	"711"	"0"	"18"	"729"	"0"
"154"	"140"	"306"	"70"	"1"	"75"	"4"	"10"	"0"	"3"	"5"	"1"	"1"	"4"	"9"	"3"	"7"	"499"	"0"	"13"	"512"	"0"
"155"	"141"	"405"	"7"	"1"	"61"	"1"	"5"	"0"	"9"	"0"	"1"	"0"	"2"	"1"	"0"	"5"	"498"	"0"	"9"	"507"	"0"
"156"	"142"	"349"	"41"	"1"	"116"	"4"	"20"	"1"	"4"	"3"	"0"	"0"	"5"	"16"	"2"	"9"	"571"	"0"	"26"	"597"	"0"
