"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"26"	"13"	"6"	"198"	"135"	"45"	"4"	"2"	"3"	"0"	"7"	"12"	"6"	"418"	"0"	"10"	"428"	"0"
"27"	"14"	"10"	"628"	"170"	"24"	"1"	"2"	"1"	"1"	"2"	"6"	"7"	"852"	"0"	"14"	"866"	"0"
"28"	"15"	"6"	"415"	"99"	"9"	"5"	"1"	"2"	"2"	"11"	"8"	"2"	"560"	"0"	"7"	"567"	"0"
"29"	"15A"	"2"	"380"	"49"	"35"	"0"	"1"	"0"	"1"	"1"	"4"	"2"	"475"	"0"	"5"	"480"	"0"
"30"	"16"	"12"	"480"	"390"	"16"	"5"	"1"	"1"	"6"	"9"	"16"	"5"	"941"	"0"	"33"	"974"	"0"
"31"	"17"	"7"	"355"	"35"	"14"	"2"	"2"	"1"	"2"	"3"	"3"	"8"	"432"	"0"	"8"	"440"	"0"
"32"	"17A"	"15"	"272"	"132"	"29"	"4"	"1"	"4"	"1"	"14"	"13"	"9"	"494"	"0"	"28"	"522"	"0"
"33"	"18"	"11"	"429"	"132"	"21"	"2"	"0"	"2"	"2"	"7"	"4"	"4"	"614"	"0"	"21"	"635"	"0"
"34"	"19"	"17"	"210"	"102"	"18"	"2"	"1"	"2"	"1"	"7"	"3"	"6"	"369"	"0"	"6"	"375"	"0"
"35"	"20"	"62"	"445"	"105"	"49"	"2"	"6"	"4"	"0"	"13"	"15"	"13"	"714"	"0"	"20"	"734"	"0"
"36"	"21"	"14"	"306"	"448"	"62"	"6"	"3"	"2"	"2"	"14"	"19"	"6"	"882"	"0"	"16"	"898"	"0"
"37"	"22"	"11"	"509"	"233"	"27"	"6"	"1"	"4"	"2"	"6"	"8"	"10"	"817"	"0"	"17"	"834"	"0"
"38"	"23"	"66"	"222"	"211"	"54"	"6"	"4"	"0"	"3"	"10"	"8"	"6"	"590"	"0"	"20"	"610"	"0"
"39"	"24"	"83"	"297"	"31"	"103"	"6"	"0"	"2"	"3"	"4"	"7"	"3"	"539"	"0"	"13"	"552"	"0"
"40"	"24A"	"36"	"222"	"229"	"63"	"7"	"0"	"6"	"3"	"9"	"9"	"5"	"589"	"0"	"6"	"595"	"0"
"41"	"25"	"21"	"482"	"109"	"41"	"3"	"0"	"3"	"4"	"7"	"9"	"4"	"683"	"0"	"10"	"693"	"0"
"42"	"26"	"8"	"232"	"335"	"40"	"8"	"1"	"5"	"1"	"10"	"12"	"2"	"654"	"0"	"23"	"677"	"0"
"43"	"27"	"3"	"210"	"119"	"14"	"2"	"0"	"0"	"0"	"1"	"2"	"3"	"354"	"0"	"7"	"361"	"0"
"44"	"28"	"3"	"808"	"84"	"10"	"1"	"0"	"1"	"2"	"2"	"6"	"9"	"926"	"0"	"11"	"937"	"0"
"45"	"29"	"4"	"677"	"18"	"33"	"1"	"1"	"1"	"0"	"1"	"2"	"0"	"738"	"0"	"3"	"741"	"0"
"46"	"30"	"3"	"104"	"179"	"8"	"3"	"0"	"0"	"0"	"8"	"5"	"4"	"314"	"0"	"10"	"324"	"0"
"47"	"31"	"6"	"486"	"132"	"22"	"2"	"1"	"0"	"1"	"9"	"3"	"9"	"671"	"0"	"12"	"683"	"0"
"48"	"32"	"9"	"122"	"305"	"110"	"2"	"3"	"5"	"1"	"10"	"16"	"10"	"593"	"0"	"27"	"620"	"0"
"49"	"33"	"9"	"120"	"199"	"66"	"5"	"0"	"1"	"2"	"7"	"5"	"0"	"414"	"0"	"1"	"415"	"0"
"50"	"34"	"12"	"519"	"156"	"62"	"4"	"2"	"2"	"2"	"6"	"3"	"3"	"771"	"0"	"1"	"772"	"0"
"51"	"35"	"6"	"64"	"525"	"15"	"2"	"3"	"2"	"3"	"6"	"16"	"5"	"647"	"0"	"10"	"657"	"0"
"52"	"36"	"3"	"384"	"82"	"13"	"2"	"4"	"2"	"3"	"9"	"15"	"7"	"524"	"0"	"12"	"536"	"0"
"53"	"37"	"27"	"104"	"355"	"19"	"4"	"2"	"2"	"2"	"8"	"14"	"7"	"544"	"0"	"36"	"580"	"0"
"54"	"38"	"11"	"198"	"471"	"58"	"7"	"1"	"3"	"2"	"4"	"12"	"7"	"774"	"0"	"17"	"791"	"0"
"55"	"39"	"15"	"306"	"170"	"42"	"7"	"2"	"0"	"4"	"13"	"8"	"13"	"580"	"0"	"35"	"615"	"0"
"56"	"40"	"22"	"134"	"398"	"28"	"3"	"4"	"2"	"3"	"4"	"16"	"3"	"617"	"0"	"8"	"625"	"0"
"57"	"41"	"9"	"104"	"374"	"7"	"1"	"0"	"2"	"0"	"1"	"9"	"4"	"511"	"0"	"13"	"524"	"0"
"58"	"42"	"19"	"493"	"183"	"41"	"2"	"0"	"2"	"3"	"6"	"10"	"13"	"772"	"0"	"23"	"795"	"0"
"59"	"43"	"5"	"339"	"84"	"127"	"3"	"0"	"2"	"4"	"7"	"11"	"9"	"591"	"0"	"19"	"610"	"0"
"60"	"44"	"4"	"268"	"263"	"29"	"6"	"1"	"8"	"2"	"7"	"24"	"13"	"625"	"0"	"34"	"659"	"0"
"61"	"45"	"20"	"357"	"333"	"34"	"4"	"0"	"2"	"2"	"10"	"16"	"16"	"794"	"0"	"27"	"821"	"0"
"62"	"46"	"8"	"96"	"265"	"22"	"5"	"3"	"3"	"1"	"2"	"14"	"4"	"423"	"0"	"11"	"434"	"0"
"63"	"47"	"15"	"426"	"124"	"34"	"7"	"1"	"1"	"0"	"8"	"3"	"15"	"634"	"0"	"14"	"648"	"0"
"64"	"48"	"13"	"132"	"330"	"55"	"2"	"2"	"6"	"3"	"7"	"6"	"6"	"562"	"0"	"16"	"578"	"0"
"65"	"49"	"7"	"74"	"350"	"54"	"2"	"0"	"3"	"0"	"5"	"5"	"3"	"503"	"0"	"14"	"517"	"0"
"66"	"50"	"9"	"182"	"445"	"42"	"5"	"1"	"4"	"3"	"4"	"9"	"4"	"708"	"0"	"15"	"723"	"0"
"67"	"51"	"5"	"147"	"340"	"88"	"1"	"1"	"6"	"0"	"3"	"0"	"5"	"596"	"0"	"9"	"605"	"0"
"68"	"52"	"6"	"48"	"582"	"9"	"3"	"0"	"4"	"0"	"0"	"2"	"0"	"654"	"0"	"3"	"657"	"0"
"69"	"53"	"2"	"173"	"184"	"60"	"2"	"0"	"1"	"1"	"6"	"11"	"6"	"446"	"0"	"21"	"467"	"0"
"70"	"54"	"9"	"278"	"470"	"50"	"6"	"1"	"0"	"1"	"10"	"8"	"6"	"839"	"0"	"11"	"850"	"0"
"71"	"55"	"7"	"193"	"110"	"5"	"1"	"1"	"2"	"0"	"1"	"1"	"1"	"322"	"0"	"6"	"328"	"0"
"72"	"56"	"21"	"624"	"75"	"41"	"0"	"4"	"6"	"2"	"12"	"5"	"8"	"798"	"0"	"14"	"812"	"0"
"73"	"57"	"42"	"160"	"436"	"54"	"8"	"3"	"3"	"6"	"5"	"18"	"8"	"743"	"0"	"15"	"758"	"0"
"74"	"58"	"5"	"879"	"94"	"8"	"2"	"1"	"0"	"2"	"6"	"8"	"8"	"1013"	"0"	"12"	"1025"	"0"
"75"	"59"	"8"	"946"	"21"	"7"	"1"	"1"	"0"	"0"	"8"	"10"	"5"	"1007"	"0"	"7"	"1014"	"0"
"76"	"60"	"0"	"9"	"707"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"719"	"0"	"2"	"721"	"0"
"77"	"61"	"11"	"49"	"520"	"8"	"2"	"1"	"2"	"0"	"2"	"3"	"4"	"602"	"0"	"7"	"609"	"0"
"78"	"62"	"16"	"82"	"750"	"27"	"5"	"3"	"4"	"4"	"5"	"9"	"4"	"909"	"0"	"7"	"916"	"0"
"79"	"63"	"2"	"18"	"1114"	"5"	"2"	"0"	"0"	"0"	"2"	"8"	"3"	"1154"	"0"	"8"	"1162"	"0"
"80"	"64"	"11"	"693"	"86"	"19"	"2"	"1"	"3"	"0"	"3"	"9"	"5"	"832"	"0"	"11"	"843"	"0"
"81"	"65"	"7"	"146"	"463"	"8"	"10"	"2"	"2"	"2"	"5"	"9"	"9"	"663"	"0"	"18"	"681"	"0"
"82"	"66"	"7"	"41"	"836"	"25"	"9"	"3"	"2"	"1"	"3"	"16"	"0"	"943"	"0"	"14"	"957"	"0"
"83"	"67"	"14"	"691"	"68"	"37"	"3"	"2"	"0"	"1"	"10"	"6"	"6"	"838"	"0"	"16"	"854"	"0"
"84"	"68"	"16"	"246"	"92"	"96"	"4"	"2"	"1"	"2"	"2"	"3"	"11"	"475"	"0"	"10"	"485"	"0"
"85"	"69"	"9"	"286"	"286"	"50"	"3"	"2"	"1"	"5"	"12"	"17"	"9"	"680"	"0"	"7"	"687"	"0"
"86"	"70"	"5"	"310"	"118"	"3"	"2"	"0"	"4"	"1"	"0"	"4"	"11"	"458"	"0"	"7"	"465"	"0"
"87"	"71"	"10"	"265"	"346"	"11"	"3"	"1"	"1"	"1"	"13"	"12"	"2"	"665"	"0"	"13"	"678"	"0"
"88"	"72"	"3"	"37"	"331"	"26"	"6"	"1"	"0"	"0"	"3"	"14"	"3"	"424"	"0"	"9"	"433"	"0"
"89"	"73"	"17"	"321"	"412"	"37"	"11"	"2"	"6"	"5"	"20"	"31"	"23"	"885"	"0"	"35"	"920"	"0"
"90"	"74"	"18"	"473"	"276"	"94"	"7"	"0"	"7"	"1"	"12"	"6"	"4"	"898"	"0"	"9"	"907"	"0"
"91"	"75"	"19"	"38"	"368"	"21"	"6"	"0"	"1"	"0"	"1"	"12"	"5"	"471"	"0"	"10"	"481"	"0"
"92"	"75A"	"15"	"22"	"359"	"12"	"6"	"2"	"3"	"2"	"4"	"18"	"5"	"448"	"0"	"16"	"464"	"0"
"93"	"76"	"2"	"48"	"824"	"2"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"879"	"0"	"1"	"880"	"0"
"94"	"77"	"3"	"23"	"898"	"5"	"3"	"1"	"1"	"0"	"0"	"3"	"0"	"937"	"0"	"4"	"941"	"0"
"95"	"78"	"23"	"385"	"266"	"21"	"8"	"4"	"3"	"4"	"4"	"9"	"7"	"734"	"0"	"14"	"748"	"0"
"96"	"79"	"11"	"430"	"41"	"3"	"1"	"2"	"1"	"1"	"5"	"2"	"7"	"504"	"0"	"7"	"511"	"0"
"97"	"80"	"9"	"267"	"28"	"7"	"1"	"0"	"0"	"3"	"4"	"5"	"10"	"334"	"0"	"4"	"338"	"0"
"98"	"81"	"7"	"17"	"510"	"43"	"6"	"3"	"2"	"2"	"6"	"13"	"9"	"618"	"0"	"21"	"639"	"0"
"99"	"82"	"7"	"42"	"573"	"38"	"9"	"3"	"2"	"1"	"3"	"8"	"4"	"690"	"0"	"14"	"704"	"0"
"100"	"83"	"16"	"422"	"205"	"70"	"10"	"6"	"10"	"3"	"25"	"13"	"21"	"801"	"0"	"35"	"836"	"0"
"101"	"84"	"25"	"172"	"127"	"285"	"5"	"3"	"8"	"2"	"6"	"5"	"7"	"645"	"0"	"1"	"646"	"0"
"102"	"85"	"7"	"65"	"90"	"115"	"5"	"0"	"3"	"2"	"10"	"5"	"3"	"305"	"0"	"6"	"311"	"0"
"103"	"86"	"18"	"297"	"143"	"180"	"4"	"1"	"11"	"1"	"5"	"3"	"3"	"666"	"0"	"13"	"679"	"0"
"104"	"87"	"16"	"375"	"105"	"117"	"4"	"3"	"9"	"5"	"15"	"9"	"18"	"676"	"0"	"49"	"725"	"0"
"105"	"88"	"9"	"246"	"181"	"58"	"0"	"2"	"4"	"1"	"7"	"8"	"6"	"522"	"0"	"7"	"529"	"0"
"106"	"89"	"9"	"147"	"328"	"84"	"2"	"2"	"4"	"1"	"11"	"11"	"5"	"604"	"0"	"13"	"617"	"0"
"107"	"90"	"16"	"129"	"318"	"52"	"5"	"3"	"3"	"1"	"4"	"32"	"10"	"573"	"0"	"13"	"586"	"0"
"108"	"91"	"5"	"306"	"75"	"33"	"1"	"0"	"2"	"0"	"4"	"2"	"4"	"432"	"0"	"4"	"436"	"0"
"109"	"92"	"19"	"415"	"253"	"57"	"6"	"3"	"7"	"1"	"18"	"14"	"19"	"812"	"0"	"49"	"861"	"0"
"110"	"93"	"17"	"336"	"168"	"83"	"9"	"2"	"4"	"2"	"15"	"39"	"27"	"702"	"0"	"42"	"744"	"0"
"111"	"94"	"13"	"536"	"52"	"50"	"5"	"2"	"7"	"0"	"5"	"5"	"3"	"678"	"0"	"4"	"682"	"0"
"112"	"95"	"15"	"330"	"124"	"213"	"11"	"4"	"4"	"5"	"1"	"16"	"9"	"732"	"0"	"10"	"742"	"0"
"113"	"96"	"9"	"377"	"140"	"51"	"7"	"1"	"5"	"3"	"11"	"15"	"14"	"633"	"0"	"20"	"653"	"0"
"114"	"97"	"11"	"226"	"106"	"61"	"0"	"3"	"6"	"1"	"2"	"7"	"10"	"433"	"0"	"18"	"451"	"0"
"115"	"98"	"4"	"409"	"161"	"59"	"4"	"3"	"4"	"5"	"5"	"10"	"7"	"671"	"0"	"18"	"689"	"0"
"116"	"99"	"15"	"206"	"484"	"119"	"4"	"6"	"9"	"2"	"14"	"30"	"4"	"893"	"0"	"24"	"917"	"0"
"117"	"100"	"24"	"235"	"260"	"55"	"9"	"7"	"3"	"9"	"16"	"27"	"20"	"665"	"0"	"22"	"687"	"0"
"118"	"101"	"13"	"115"	"423"	"23"	"4"	"3"	"4"	"3"	"5"	"18"	"1"	"612"	"0"	"25"	"637"	"0"
"119"	"102"	"5"	"102"	"96"	"335"	"4"	"2"	"9"	"0"	"11"	"5"	"5"	"574"	"0"	"17"	"591"	"0"
"120"	"103"	"16"	"186"	"114"	"258"	"12"	"1"	"8"	"1"	"14"	"13"	"16"	"639"	"0"	"36"	"675"	"0"
"121"	"104"	"16"	"446"	"131"	"87"	"8"	"7"	"48"	"6"	"10"	"16"	"11"	"786"	"0"	"16"	"802"	"0"
"122"	"105"	"18"	"252"	"143"	"18"	"5"	"2"	"2"	"0"	"2"	"8"	"6"	"456"	"0"	"13"	"469"	"0"
"123"	"105A"	"5"	"263"	"74"	"23"	"3"	"1"	"5"	"2"	"5"	"0"	"2"	"383"	"0"	"8"	"391"	"0"
"124"	"106"	"5"	"230"	"302"	"39"	"6"	"3"	"112"	"11"	"16"	"15"	"14"	"753"	"0"	"17"	"770"	"0"
"125"	"107"	"0"	"38"	"10"	"227"	"3"	"1"	"0"	"0"	"3"	"3"	"0"	"285"	"0"	"2"	"287"	"0"
"126"	"107A"	"16"	"85"	"416"	"19"	"7"	"1"	"2"	"4"	"12"	"13"	"5"	"580"	"0"	"24"	"604"	"0"
"127"	"108"	"11"	"244"	"113"	"60"	"7"	"5"	"7"	"5"	"11"	"22"	"21"	"506"	"0"	"40"	"546"	"0"
"128"	"109"	"5"	"661"	"23"	"19"	"0"	"0"	"1"	"1"	"5"	"3"	"3"	"721"	"0"	"10"	"731"	"0"
"129"	"110"	"12"	"712"	"94"	"65"	"5"	"5"	"2"	"0"	"10"	"8"	"7"	"920"	"0"	"8"	"928"	"0"
"130"	"111"	"5"	"368"	"86"	"13"	"3"	"0"	"2"	"1"	"1"	"1"	"0"	"480"	"0"	"0"	"480"	"0"
"131"	"112"	"25"	"165"	"344"	"51"	"8"	"7"	"13"	"2"	"10"	"23"	"12"	"660"	"0"	"23"	"683"	"0"
"132"	"113"	"7"	"238"	"148"	"55"	"4"	"0"	"7"	"5"	"8"	"5"	"9"	"486"	"0"	"18"	"504"	"0"
"133"	"114"	"15"	"177"	"254"	"175"	"4"	"2"	"6"	"2"	"2"	"9"	"5"	"651"	"0"	"6"	"657"	"0"
"134"	"115"	"7"	"98"	"88"	"137"	"3"	"1"	"3"	"0"	"2"	"4"	"3"	"346"	"0"	"13"	"359"	"0"
"135"	"116"	"8"	"289"	"241"	"99"	"8"	"6"	"4"	"3"	"10"	"6"	"5"	"679"	"0"	"4"	"683"	"0"
"136"	"117"	"5"	"14"	"528"	"55"	"11"	"1"	"2"	"3"	"4"	"11"	"2"	"636"	"0"	"10"	"646"	"0"
"137"	"118"	"20"	"89"	"338"	"96"	"11"	"1"	"5"	"2"	"6"	"26"	"8"	"602"	"0"	"18"	"620"	"0"
"138"	"119"	"17"	"168"	"286"	"19"	"13"	"5"	"5"	"0"	"7"	"20"	"10"	"550"	"0"	"13"	"563"	"0"
"139"	"120"	"11"	"109"	"256"	"22"	"3"	"0"	"1"	"3"	"4"	"16"	"5"	"430"	"0"	"26"	"456"	"0"
"140"	"121"	"20"	"312"	"218"	"178"	"7"	"4"	"5"	"5"	"11"	"13"	"11"	"784"	"0"	"24"	"808"	"0"
"141"	"122"	"7"	"154"	"345"	"275"	"4"	"2"	"2"	"4"	"8"	"9"	"3"	"813"	"0"	"7"	"820"	"0"
"142"	"123"	"10"	"341"	"101"	"11"	"2"	"2"	"3"	"1"	"1"	"6"	"5"	"483"	"0"	"7"	"490"	"0"
"143"	"123A"	"9"	"187"	"291"	"17"	"4"	"0"	"4"	"1"	"7"	"14"	"4"	"538"	"0"	"9"	"547"	"0"
"144"	"124"	"21"	"174"	"330"	"77"	"10"	"3"	"2"	"6"	"16"	"22"	"17"	"678"	"0"	"31"	"709"	"0"
"145"	"125"	"7"	"414"	"61"	"60"	"4"	"1"	"7"	"1"	"6"	"5"	"9"	"575"	"0"	"15"	"590"	"0"
"146"	"126"	"10"	"337"	"105"	"130"	"10"	"1"	"8"	"4"	"8"	"14"	"19"	"646"	"0"	"14"	"660"	"0"
"147"	"127"	"11"	"137"	"384"	"56"	"11"	"4"	"5"	"3"	"17"	"9"	"6"	"643"	"0"	"24"	"667"	"0"
"148"	"128"	"14"	"77"	"384"	"58"	"8"	"2"	"6"	"1"	"4"	"7"	"0"	"561"	"0"	"2"	"563"	"0"
"149"	"129"	"10"	"513"	"233"	"77"	"8"	"2"	"7"	"1"	"7"	"10"	"6"	"874"	"0"	"21"	"895"	"0"
"150"	"130"	"8"	"345"	"225"	"13"	"5"	"2"	"2"	"2"	"10"	"11"	"13"	"636"	"0"	"16"	"652"	"0"
"151"	"131"	"14"	"337"	"138"	"23"	"2"	"0"	"3"	"2"	"8"	"6"	"9"	"542"	"0"	"16"	"558"	"0"
"152"	"132"	"10"	"337"	"177"	"15"	"10"	"5"	"0"	"3"	"9"	"14"	"13"	"593"	"0"	"4"	"597"	"0"
"153"	"133"	"9"	"215"	"179"	"35"	"7"	"5"	"6"	"3"	"7"	"16"	"9"	"491"	"0"	"21"	"512"	"0"
"154"	"134"	"12"	"225"	"432"	"38"	"13"	"5"	"3"	"3"	"6"	"19"	"3"	"759"	"0"	"7"	"766"	"0"
"155"	"135"	"7"	"69"	"501"	"14"	"2"	"1"	"1"	"0"	"1"	"5"	"2"	"603"	"0"	"0"	"603"	"0"
"156"	"136"	"17"	"193"	"468"	"43"	"5"	"2"	"1"	"0"	"5"	"11"	"4"	"749"	"0"	"27"	"776"	"0"
"157"	"137"	"14"	"147"	"271"	"39"	"3"	"2"	"1"	"1"	"7"	"10"	"7"	"502"	"0"	"9"	"511"	"0"
"158"	"138"	"5"	"108"	"388"	"12"	"2"	"1"	"0"	"1"	"0"	"5"	"0"	"522"	"0"	"5"	"527"	"0"
"159"	"139"	"0"	"32"	"420"	"16"	"2"	"0"	"1"	"0"	"1"	"0"	"1"	"473"	"0"	"2"	"475"	"0"
"160"	"140"	"4"	"314"	"222"	"25"	"3"	"0"	"3"	"0"	"0"	"3"	"2"	"576"	"0"	"5"	"581"	"0"
"161"	"140A"	"4"	"377"	"106"	"46"	"4"	"0"	"4"	"0"	"2"	"2"	"2"	"547"	"0"	"8"	"555"	"0"
"162"	"141"	"1"	"779"	"17"	"7"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"805"	"0"	"0"	"805"	"0"
"163"	"142"	"9"	"105"	"543"	"23"	"4"	"2"	"1"	"0"	"8"	"18"	"10"	"723"	"0"	"15"	"738"	"0"
"164"	"143"	"8"	"528"	"183"	"55"	"1"	"1"	"1"	"2"	"5"	"8"	"6"	"798"	"0"	"8"	"806"	"0"
"165"	"144"	"14"	"626"	"149"	"53"	"6"	"4"	"3"	"1"	"5"	"7"	"9"	"877"	"0"	"12"	"889"	"0"
"166"	"145"	"12"	"235"	"210"	"235"	"10"	"5"	"8"	"4"	"11"	"13"	"12"	"755"	"0"	"20"	"775"	"0"
"167"	"146"	"9"	"326"	"133"	"28"	"4"	"4"	"3"	"5"	"3"	"4"	"8"	"527"	"0"	"10"	"537"	"0"
"168"	"147"	"14"	"193"	"625"	"38"	"4"	"0"	"2"	"1"	"4"	"10"	"2"	"893"	"0"	"8"	"901"	"0"
"169"	"148"	"11"	"733"	"78"	"61"	"1"	"2"	"3"	"1"	"9"	"11"	"10"	"920"	"0"	"9"	"929"	"0"
"170"	"149"	"7"	"139"	"567"	"26"	"4"	"3"	"4"	"1"	"8"	"27"	"9"	"795"	"0"	"31"	"826"	"0"
"171"	"150"	"13"	"248"	"258"	"54"	"10"	"5"	"7"	"4"	"19"	"41"	"23"	"682"	"0"	"45"	"727"	"0"
"172"	"151"	"8"	"359"	"203"	"211"	"7"	"2"	"7"	"5"	"16"	"8"	"6"	"832"	"0"	"32"	"864"	"0"
"173"	"152"	"4"	"284"	"194"	"87"	"4"	"0"	"3"	"2"	"7"	"5"	"5"	"595"	"0"	"12"	"607"	"0"
"174"	"153"	"5"	"150"	"120"	"51"	"3"	"0"	"2"	"0"	"3"	"2"	"9"	"345"	"0"	"6"	"351"	"0"
"175"	"154"	"4"	"317"	"36"	"103"	"2"	"2"	"1"	"1"	"6"	"6"	"8"	"486"	"0"	"22"	"508"	"0"
"176"	"155"	"2"	"75"	"136"	"22"	"3"	"0"	"0"	"2"	"3"	"7"	"1"	"251"	"0"	"7"	"258"	"0"
"177"	"156"	"6"	"233"	"61"	"108"	"1"	"2"	"12"	"0"	"8"	"12"	"5"	"448"	"0"	"12"	"460"	"0"
"178"	"156A"	"7"	"244"	"138"	"71"	"4"	"2"	"3"	"5"	"4"	"6"	"10"	"494"	"0"	"14"	"508"	"0"
"179"	"157"	"9"	"659"	"180"	"93"	"1"	"4"	"4"	"3"	"4"	"7"	"5"	"969"	"0"	"18"	"987"	"0"
"180"	"158"	"8"	"198"	"195"	"171"	"6"	"2"	"2"	"1"	"13"	"15"	"5"	"616"	"0"	"18"	"634"	"0"
"181"	"159"	"14"	"99"	"139"	"168"	"6"	"2"	"6"	"0"	"3"	"5"	"4"	"446"	"0"	"8"	"454"	"0"
"182"	"160"	"12"	"259"	"215"	"157"	"10"	"5"	"8"	"6"	"13"	"10"	"10"	"705"	"0"	"13"	"718"	"0"
"183"	"161"	"4"	"207"	"62"	"90"	"0"	"0"	"2"	"3"	"0"	"3"	"5"	"376"	"0"	"3"	"379"	"0"
"184"	"162"	"5"	"80"	"97"	"111"	"2"	"1"	"1"	"3"	"0"	"6"	"1"	"307"	"0"	"6"	"313"	"0"
"185"	"163"	"8"	"275"	"209"	"131"	"5"	"3"	"7"	"1"	"9"	"12"	"4"	"664"	"0"	"8"	"672"	"0"
"186"	"164"	"32"	"149"	"131"	"291"	"4"	"6"	"4"	"5"	"6"	"15"	"8"	"651"	"0"	"13"	"664"	"0"
"187"	"165"	"18"	"311"	"117"	"118"	"3"	"3"	"9"	"4"	"1"	"12"	"5"	"601"	"0"	"8"	"609"	"0"
"188"	"166"	"7"	"73"	"323"	"209"	"10"	"3"	"6"	"1"	"5"	"13"	"8"	"658"	"0"	"14"	"672"	"0"
"189"	"167"	"20"	"197"	"399"	"138"	"4"	"5"	"6"	"4"	"8"	"19"	"10"	"810"	"0"	"15"	"825"	"0"
"190"	"168"	"9"	"214"	"257"	"7"	"4"	"0"	"2"	"4"	"4"	"19"	"5"	"525"	"0"	"15"	"540"	"0"
"191"	"169"	"13"	"238"	"271"	"23"	"1"	"1"	"0"	"1"	"5"	"4"	"2"	"559"	"0"	"6"	"565"	"0"
