"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"
"18"	"5"	"227"	"3"	"19"	"304"	"32"	"1"	"2"	"3"	"8"	"0"	"2"	"2"	"1"	"2"	"4"	"7"	"7"	"0"	"0"	"624"	"0"	"3"	"627"	"0"
"19"	"6"	"123"	"2"	"6"	"191"	"19"	"5"	"1"	"2"	"9"	"1"	"2"	"3"	"3"	"0"	"0"	"3"	"1"	"0"	"1"	"372"	"0"	"0"	"372"	"0"
"20"	"7"	"227"	"1"	"24"	"318"	"7"	"3"	"1"	"2"	"9"	"4"	"10"	"5"	"3"	"2"	"5"	"10"	"5"	"2"	"2"	"640"	"0"	"5"	"645"	"0"
"21"	"8"	"56"	"0"	"49"	"210"	"1"	"0"	"2"	"1"	"3"	"0"	"0"	"1"	"0"	"1"	"2"	"13"	"3"	"1"	"0"	"343"	"0"	"2"	"345"	"0"
"22"	"8A"	"86"	"5"	"27"	"168"	"3"	"1"	"1"	"1"	"4"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"300"	"0"	"3"	"303"	"0"
"23"	"9"	"138"	"4"	"41"	"200"	"3"	"0"	"2"	"1"	"3"	"0"	"1"	"0"	"0"	"1"	"0"	"6"	"0"	"0"	"0"	"400"	"0"	"1"	"401"	"0"
"24"	"9A"	"107"	"3"	"27"	"210"	"2"	"3"	"0"	"0"	"3"	"2"	"2"	"2"	"2"	"0"	"1"	"6"	"5"	"2"	"0"	"377"	"0"	"4"	"381"	"0"
"25"	"10"	"200"	"0"	"23"	"257"	"1"	"2"	"1"	"2"	"10"	"0"	"2"	"3"	"4"	"1"	"1"	"8"	"5"	"0"	"0"	"520"	"0"	"2"	"522"	"0"
"26"	"11"	"169"	"2"	"27"	"316"	"4"	"2"	"2"	"1"	"6"	"1"	"7"	"3"	"3"	"1"	"2"	"3"	"8"	"3"	"1"	"561"	"0"	"7"	"568"	"0"
"27"	"12"	"234"	"7"	"19"	"224"	"7"	"2"	"2"	"2"	"19"	"2"	"1"	"5"	"2"	"5"	"3"	"3"	"7"	"3"	"5"	"552"	"0"	"6"	"558"	"0"
"28"	"13"	"197"	"3"	"14"	"149"	"2"	"1"	"0"	"0"	"6"	"0"	"1"	"1"	"1"	"2"	"1"	"6"	"1"	"0"	"1"	"386"	"0"	"1"	"387"	"0"
"29"	"14"	"172"	"1"	"26"	"328"	"1"	"1"	"1"	"1"	"5"	"1"	"5"	"1"	"3"	"1"	"2"	"5"	"1"	"0"	"0"	"555"	"0"	"5"	"560"	"0"
"30"	"15"	"93"	"9"	"50"	"354"	"3"	"9"	"3"	"0"	"7"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"3"	"1"	"0"	"536"	"0"	"2"	"538"	"0"
"31"	"16"	"210"	"83"	"44"	"346"	"16"	"5"	"0"	"1"	"12"	"0"	"4"	"0"	"1"	"3"	"0"	"8"	"1"	"2"	"4"	"740"	"0"	"7"	"747"	"0"
"32"	"17"	"185"	"10"	"22"	"210"	"1"	"4"	"3"	"1"	"13"	"3"	"0"	"0"	"2"	"2"	"2"	"4"	"5"	"0"	"2"	"469"	"0"	"4"	"473"	"0"
"33"	"17A"	"95"	"8"	"16"	"157"	"0"	"0"	"2"	"0"	"4"	"0"	"0"	"1"	"1"	"1"	"0"	"7"	"2"	"1"	"1"	"296"	"0"	"3"	"299"	"0"
"34"	"18"	"14"	"2"	"49"	"215"	"2"	"0"	"0"	"0"	"6"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"292"	"0"	"1"	"293"	"0"
"35"	"19"	"61"	"2"	"50"	"260"	"5"	"0"	"0"	"0"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"393"	"0"	"0"	"393"	"0"
"36"	"20"	"9"	"0"	"8"	"121"	"1"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"142"	"0"	"0"	"142"	"0"
"37"	"21"	"30"	"0"	"32"	"379"	"4"	"0"	"0"	"1"	"11"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"459"	"0"	"4"	"463"	"0"
"38"	"22"	"24"	"0"	"8"	"246"	"5"	"0"	"0"	"1"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"298"	"0"	"4"	"302"	"0"
"39"	"23"	"20"	"0"	"12"	"150"	"1"	"0"	"0"	"0"	"10"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"1"	"199"	"0"	"6"	"205"	"0"
"40"	"24"	"31"	"0"	"34"	"228"	"0"	"0"	"0"	"0"	"5"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"301"	"0"	"5"	"306"	"0"
"41"	"25"	"26"	"0"	"29"	"314"	"2"	"0"	"0"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"3"	"4"	"0"	"0"	"0"	"385"	"0"	"0"	"385"	"0"
"42"	"26"	"35"	"1"	"84"	"375"	"4"	"0"	"1"	"0"	"9"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"512"	"0"	"0"	"512"	"0"
"43"	"27"	"21"	"1"	"27"	"256"	"0"	"0"	"0"	"1"	"10"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"322"	"0"	"3"	"325"	"0"
"44"	"27A"	"31"	"3"	"55"	"347"	"0"	"1"	"1"	"0"	"10"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"450"	"0"	"6"	"456"	"0"
"45"	"28"	"26"	"0"	"46"	"220"	"4"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"307"	"0"	"2"	"309"	"0"
"46"	"28A"	"18"	"0"	"49"	"194"	"1"	"0"	"0"	"0"	"7"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"2"	"1"	"276"	"0"	"2"	"278"	"0"
"47"	"29"	"9"	"0"	"39"	"198"	"5"	"0"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"259"	"0"	"1"	"260"	"0"
"48"	"29A"	"8"	"0"	"18"	"165"	"1"	"0"	"0"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"0"	"4"	"200"	"0"
"49"	"30"	"18"	"0"	"62"	"242"	"3"	"0"	"0"	"0"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"334"	"0"	"2"	"336"	"0"
"50"	"30A"	"29"	"1"	"66"	"281"	"4"	"0"	"1"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"5"	"1"	"0"	"0"	"0"	"396"	"0"	"6"	"402"	"0"
"51"	"31"	"25"	"2"	"58"	"355"	"4"	"1"	"1"	"1"	"20"	"2"	"2"	"2"	"2"	"1"	"0"	"3"	"0"	"1"	"1"	"481"	"0"	"2"	"483"	"0"
"52"	"32"	"20"	"2"	"65"	"234"	"1"	"0"	"0"	"1"	"14"	"2"	"2"	"0"	"0"	"0"	"2"	"2"	"0"	"1"	"1"	"347"	"0"	"1"	"348"	"0"
"53"	"33"	"21"	"0"	"57"	"263"	"1"	"1"	"0"	"0"	"8"	"2"	"0"	"0"	"0"	"1"	"2"	"4"	"0"	"0"	"0"	"360"	"0"	"2"	"362"	"0"
"54"	"34"	"30"	"0"	"75"	"215"	"2"	"0"	"0"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"3"	"337"	"0"	"6"	"343"	"0"
"55"	"35"	"32"	"0"	"67"	"221"	"3"	"1"	"0"	"0"	"8"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"335"	"0"	"1"	"336"	"0"
"56"	"36"	"20"	"0"	"70"	"272"	"1"	"1"	"1"	"1"	"18"	"0"	"1"	"0"	"0"	"1"	"2"	"2"	"0"	"0"	"1"	"391"	"0"	"1"	"392"	"0"
"57"	"37"	"38"	"0"	"28"	"332"	"0"	"0"	"0"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"411"	"0"	"1"	"412"	"0"
"58"	"38"	"21"	"2"	"26"	"219"	"1"	"0"	"0"	"0"	"9"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"279"	"0"	"4"	"283"	"0"
"59"	"39"	"42"	"0"	"42"	"462"	"1"	"0"	"0"	"0"	"11"	"1"	"0"	"0"	"1"	"1"	"2"	"3"	"0"	"0"	"0"	"566"	"0"	"5"	"571"	"0"
"60"	"40"	"42"	"5"	"40"	"263"	"4"	"0"	"0"	"0"	"20"	"3"	"0"	"0"	"1"	"1"	"2"	"1"	"1"	"1"	"0"	"384"	"0"	"0"	"384"	"0"
"61"	"40A"	"30"	"1"	"25"	"263"	"3"	"1"	"2"	"2"	"8"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"340"	"0"	"1"	"341"	"0"
"62"	"41"	"44"	"1"	"44"	"276"	"2"	"0"	"0"	"0"	"10"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"3"	"0"	"1"	"384"	"0"	"1"	"385"	"0"
"63"	"42"	"37"	"3"	"63"	"283"	"2"	"1"	"1"	"0"	"15"	"0"	"1"	"2"	"1"	"0"	"0"	"4"	"0"	"0"	"0"	"413"	"0"	"5"	"418"	"0"
"64"	"43"	"50"	"1"	"36"	"444"	"0"	"0"	"1"	"0"	"15"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"550"	"0"	"8"	"558"	"0"
"65"	"44"	"42"	"0"	"32"	"262"	"0"	"0"	"0"	"0"	"11"	"0"	"0"	"0"	"0"	"1"	"0"	"4"	"0"	"0"	"1"	"353"	"0"	"3"	"356"	"0"
"66"	"45"	"54"	"0"	"21"	"180"	"1"	"0"	"0"	"1"	"13"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"272"	"0"	"2"	"274"	"0"
"67"	"45A"	"15"	"0"	"21"	"182"	"1"	"0"	"0"	"1"	"8"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"231"	"0"	"1"	"232"	"0"
"68"	"46"	"53"	"2"	"52"	"389"	"2"	"0"	"0"	"0"	"14"	"0"	"1"	"2"	"0"	"1"	"2"	"2"	"0"	"0"	"0"	"520"	"0"	"1"	"521"	"0"
"69"	"47"	"54"	"0"	"56"	"459"	"4"	"0"	"0"	"0"	"19"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"597"	"0"	"3"	"600"	"0"
"70"	"48"	"32"	"0"	"36"	"245"	"4"	"0"	"0"	"0"	"5"	"1"	"0"	"0"	"0"	"1"	"1"	"2"	"2"	"0"	"1"	"330"	"0"	"2"	"332"	"0"
"71"	"49"	"77"	"1"	"75"	"376"	"3"	"0"	"1"	"2"	"9"	"0"	"1"	"0"	"2"	"0"	"0"	"5"	"3"	"0"	"0"	"555"	"0"	"14"	"569"	"0"
"72"	"50"	"54"	"0"	"56"	"356"	"5"	"1"	"0"	"0"	"15"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"2"	"492"	"0"	"9"	"501"	"0"
"73"	"51"	"31"	"2"	"89"	"450"	"4"	"1"	"0"	"1"	"21"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"2"	"606"	"0"	"9"	"615"	"0"
"74"	"52"	"47"	"1"	"55"	"393"	"1"	"0"	"1"	"0"	"28"	"0"	"0"	"0"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"530"	"0"	"9"	"539"	"0"
"75"	"53"	"20"	"2"	"22"	"287"	"1"	"0"	"0"	"0"	"8"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"344"	"0"	"6"	"350"	"0"
"76"	"54"	"23"	"0"	"44"	"233"	"2"	"0"	"0"	"0"	"6"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"312"	"0"	"7"	"319"	"0"
"77"	"55"	"22"	"1"	"42"	"251"	"1"	"0"	"2"	"0"	"9"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	"333"	"0"	"2"	"335"	"0"
"78"	"56"	"21"	"3"	"56"	"233"	"2"	"0"	"0"	"0"	"22"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"340"	"0"	"6"	"346"	"0"
"79"	"57"	"55"	"1"	"71"	"506"	"2"	"0"	"0"	"0"	"23"	"0"	"0"	"0"	"2"	"0"	"0"	"3"	"0"	"0"	"0"	"663"	"0"	"2"	"665"	"0"
"80"	"58"	"47"	"1"	"56"	"312"	"1"	"0"	"1"	"0"	"8"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"430"	"0"	"1"	"431"	"0"
"81"	"59"	"37"	"1"	"108"	"333"	"2"	"0"	"0"	"1"	"34"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"518"	"0"	"3"	"521"	"0"
"82"	"60"	"33"	"0"	"32"	"271"	"0"	"0"	"0"	"0"	"24"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"362"	"0"	"5"	"367"	"0"
"83"	"61"	"31"	"0"	"56"	"311"	"2"	"0"	"0"	"0"	"27"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"430"	"0"	"0"	"430"	"0"
"84"	"62"	"57"	"4"	"72"	"501"	"2"	"0"	"0"	"0"	"20"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"659"	"0"	"5"	"664"	"0"
"85"	"63"	"11"	"2"	"43"	"284"	"0"	"3"	"0"	"0"	"12"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"356"	"0"	"1"	"357"	"0"
"86"	"63A"	"19"	"0"	"29"	"270"	"2"	"0"	"0"	"1"	"14"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"336"	"0"	"2"	"338"	"0"
"87"	"64"	"39"	"3"	"52"	"316"	"4"	"0"	"2"	"0"	"17"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"436"	"0"	"2"	"438"	"0"
"88"	"65"	"34"	"0"	"90"	"381"	"1"	"0"	"0"	"0"	"19"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"528"	"0"	"7"	"535"	"0"
"89"	"66"	"30"	"0"	"59"	"296"	"2"	"1"	"0"	"1"	"12"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"2"	"0"	"1"	"407"	"0"	"4"	"411"	"0"
"90"	"67"	"375"	"1"	"58"	"188"	"3"	"2"	"2"	"3"	"24"	"1"	"3"	"1"	"0"	"1"	"1"	"3"	"4"	"0"	"4"	"674"	"0"	"4"	"678"	"0"
"91"	"68"	"198"	"2"	"27"	"55"	"1"	"1"	"1"	"8"	"21"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"315"	"0"	"1"	"316"	"0"
"92"	"69"	"148"	"0"	"41"	"328"	"0"	"0"	"0"	"1"	"14"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"6"	"0"	"9"	"549"	"0"	"26"	"575"	"0"
"93"	"70"	"292"	"0"	"63"	"120"	"3"	"0"	"0"	"0"	"34"	"0"	"1"	"2"	"1"	"1"	"1"	"3"	"3"	"1"	"1"	"526"	"0"	"3"	"529"	"0"
"94"	"71"	"437"	"2"	"71"	"12"	"0"	"0"	"0"	"4"	"31"	"0"	"1"	"0"	"1"	"1"	"0"	"3"	"3"	"0"	"0"	"566"	"0"	"2"	"568"	"0"
"95"	"72"	"201"	"1"	"27"	"157"	"4"	"1"	"1"	"0"	"14"	"1"	"0"	"2"	"2"	"3"	"2"	"5"	"3"	"0"	"0"	"424"	"0"	"5"	"429"	"0"
"96"	"73"	"157"	"0"	"26"	"202"	"0"	"1"	"3"	"1"	"13"	"0"	"1"	"4"	"1"	"1"	"0"	"3"	"1"	"0"	"0"	"414"	"0"	"1"	"415"	"0"
"97"	"73A"	"203"	"2"	"24"	"96"	"1"	"0"	"0"	"0"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"343"	"0"	"1"	"344"	"0"
"98"	"74"	"316"	"1"	"55"	"76"	"0"	"1"	"0"	"1"	"11"	"1"	"1"	"0"	"2"	"0"	"1"	"3"	"1"	"0"	"0"	"470"	"0"	"3"	"473"	"0"
"99"	"75"	"53"	"0"	"35"	"303"	"4"	"1"	"0"	"0"	"8"	"0"	"0"	"3"	"0"	"2"	"0"	"4"	"0"	"0"	"0"	"413"	"0"	"4"	"417"	"0"
"100"	"75A"	"47"	"1"	"37"	"181"	"1"	"1"	"0"	"0"	"9"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"281"	"0"	"0"	"281"	"0"
"101"	"76"	"338"	"5"	"29"	"121"	"4"	"4"	"0"	"2"	"38"	"2"	"1"	"1"	"0"	"1"	"1"	"4"	"2"	"0"	"0"	"553"	"0"	"2"	"555"	"0"
"102"	"77"	"335"	"0"	"38"	"181"	"1"	"3"	"0"	"3"	"41"	"1"	"2"	"3"	"1"	"0"	"3"	"3"	"13"	"2"	"1"	"631"	"0"	"6"	"637"	"0"
"103"	"78"	"93"	"0"	"26"	"70"	"1"	"1"	"0"	"2"	"14"	"0"	"1"	"0"	"2"	"0"	"2"	"1"	"3"	"0"	"0"	"216"	"0"	"0"	"216"	"0"
"104"	"79"	"141"	"0"	"46"	"262"	"3"	"0"	"0"	"2"	"24"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"482"	"0"	"2"	"484"	"0"
"105"	"80"	"41"	"0"	"16"	"265"	"0"	"0"	"0"	"0"	"13"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"336"	"0"	"8"	"344"	"0"
"106"	"80A"	"61"	"1"	"22"	"221"	"0"	"0"	"1"	"0"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"319"	"0"	"1"	"320"	"0"
"107"	"81"	"40"	"1"	"57"	"534"	"8"	"0"	"0"	"1"	"18"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"1"	"0"	"0"	"664"	"0"	"7"	"671"	"0"
"108"	"82"	"43"	"1"	"48"	"415"	"1"	"0"	"0"	"0"	"15"	"0"	"0"	"0"	"0"	"2"	"1"	"8"	"1"	"0"	"0"	"535"	"0"	"3"	"538"	"0"
"109"	"83"	"30"	"1"	"45"	"316"	"2"	"1"	"0"	"0"	"14"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"411"	"0"	"1"	"412"	"0"
"110"	"84"	"33"	"1"	"42"	"265"	"3"	"0"	"0"	"1"	"5"	"1"	"1"	"0"	"1"	"0"	"0"	"4"	"0"	"0"	"0"	"357"	"0"	"1"	"358"	"0"
"111"	"85"	"42"	"1"	"33"	"360"	"4"	"0"	"1"	"0"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"452"	"0"	"5"	"457"	"0"
"112"	"86"	"45"	"0"	"67"	"397"	"0"	"0"	"1"	"0"	"30"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"543"	"0"	"1"	"544"	"0"
"113"	"87"	"41"	"0"	"35"	"373"	"2"	"0"	"0"	"1"	"19"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"475"	"0"	"4"	"479"	"0"
"114"	"88"	"25"	"3"	"30"	"209"	"5"	"3"	"3"	"3"	"19"	"3"	"3"	"3"	"3"	"3"	"4"	"4"	"3"	"3"	"3"	"332"	"0"	"4"	"336"	"0"
"115"	"89"	"69"	"2"	"63"	"261"	"2"	"1"	"0"	"0"	"27"	"0"	"1"	"1"	"0"	"1"	"0"	"3"	"0"	"0"	"1"	"432"	"0"	"4"	"436"	"0"
"116"	"89A"	"23"	"0"	"33"	"221"	"1"	"1"	"0"	"0"	"12"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"295"	"0"	"3"	"298"	"0"
"117"	"90"	"110"	"6"	"108"	"334"	"6"	"2"	"1"	"2"	"13"	"4"	"2"	"1"	"7"	"6"	"2"	"9"	"4"	"0"	"2"	"619"	"0"	"4"	"623"	"0"
"118"	"91"	"20"	"0"	"21"	"110"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"156"	"0"	"1"	"157"	"0"
"119"	"92"	"39"	"0"	"41"	"244"	"0"	"0"	"0"	"0"	"11"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"339"	"0"	"2"	"341"	"0"
"120"	"93"	"18"	"0"	"24"	"206"	"1"	"0"	"0"	"0"	"7"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"261"	"0"	"2"	"263"	"0"
"121"	"94"	"23"	"0"	"22"	"194"	"1"	"0"	"0"	"0"	"6"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"0"	"1"	"248"	"0"
"122"	"95"	"22"	"0"	"42"	"279"	"0"	"0"	"0"	"0"	"13"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"358"	"0"	"9"	"367"	"0"
"123"	"96"	"38"	"1"	"32"	"317"	"2"	"0"	"0"	"0"	"9"	"0"	"0"	"0"	"4"	"1"	"0"	"1"	"0"	"0"	"0"	"405"	"0"	"1"	"406"	"0"
"124"	"97"	"29"	"0"	"23"	"317"	"2"	"0"	"0"	"0"	"4"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"379"	"0"	"1"	"380"	"0"
"125"	"98"	"48"	"1"	"91"	"545"	"7"	"0"	"1"	"0"	"16"	"1"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"714"	"0"	"5"	"719"	"0"
"126"	"99"	"42"	"0"	"71"	"443"	"4"	"0"	"0"	"1"	"15"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"1"	"0"	"0"	"581"	"0"	"7"	"588"	"0"
"127"	"100"	"131"	"1"	"29"	"202"	"3"	"0"	"5"	"0"	"11"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"1"	"387"	"0"	"8"	"395"	"0"
"128"	"101"	"142"	"5"	"56"	"256"	"3"	"0"	"0"	"0"	"17"	"0"	"1"	"2"	"0"	"3"	"1"	"5"	"2"	"1"	"0"	"494"	"0"	"5"	"499"	"0"
"129"	"102"	"40"	"0"	"36"	"125"	"0"	"0"	"1"	"1"	"6"	"0"	"2"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"2"	"217"	"0"	"3"	"220"	"0"
"130"	"103"	"26"	"1"	"22"	"141"	"0"	"0"	"0"	"0"	"6"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"200"	"0"	"3"	"203"	"0"
"131"	"104"	"89"	"2"	"38"	"230"	"3"	"3"	"0"	"1"	"5"	"3"	"2"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	"380"	"0"	"1"	"381"	"0"
"132"	"105"	"27"	"0"	"33"	"185"	"3"	"0"	"0"	"3"	"9"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"3"	"0"	"4"	"270"	"0"	"11"	"281"	"0"
