"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"17"	"5"	"46"	"193"	"163"	"0"	"2"	"5"	"3"	"94"	"3"	"15"	"4"	"1"	"1"	"0"	"1"	"10"	"1"	"2"	"6"	"0"	"1"	"551"	"0"	"0"	"551"	"0"
"18"	"6"	"117"	"54"	"98"	"1"	"0"	"2"	"0"	"53"	"5"	"1"	"3"	"2"	"3"	"6"	"1"	"20"	"1"	"1"	"0"	"1"	"1"	"370"	"0"	"0"	"370"	"0"
"19"	"7"	"220"	"215"	"289"	"5"	"3"	"15"	"7"	"153"	"14"	"11"	"6"	"4"	"8"	"9"	"15"	"24"	"12"	"14"	"10"	"9"	"6"	"1049"	"0"	"12"	"1061"	"0"
"20"	"8"	"196"	"255"	"112"	"2"	"2"	"1"	"3"	"50"	"6"	"4"	"3"	"1"	"5"	"7"	"9"	"18"	"6"	"2"	"3"	"3"	"2"	"690"	"0"	"3"	"693"	"0"
"21"	"9"	"246"	"67"	"55"	"2"	"4"	"2"	"1"	"13"	"3"	"0"	"1"	"0"	"0"	"3"	"0"	"3"	"2"	"0"	"2"	"0"	"1"	"405"	"0"	"1"	"406"	"0"
"22"	"10"	"346"	"264"	"74"	"6"	"3"	"2"	"2"	"46"	"7"	"0"	"3"	"2"	"1"	"3"	"8"	"17"	"6"	"3"	"2"	"2"	"0"	"797"	"0"	"2"	"799"	"0"
"23"	"11"	"416"	"95"	"37"	"3"	"0"	"0"	"2"	"16"	"0"	"0"	"6"	"0"	"1"	"2"	"1"	"21"	"9"	"3"	"2"	"1"	"0"	"615"	"0"	"0"	"615"	"0"
"24"	"12"	"464"	"8"	"10"	"0"	"0"	"2"	"0"	"6"	"0"	"0"	"0"	"0"	"2"	"0"	"2"	"8"	"5"	"4"	"10"	"0"	"0"	"521"	"0"	"0"	"521"	"0"
"25"	"13"	"633"	"3"	"21"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"3"	"3"	"4"	"10"	"3"	"7"	"0"	"3"	"693"	"0"	"3"	"696"	"0"
"26"	"14"	"30"	"126"	"134"	"2"	"0"	"0"	"9"	"45"	"3"	"3"	"2"	"1"	"0"	"7"	"5"	"4"	"0"	"0"	"0"	"4"	"0"	"375"	"0"	"4"	"379"	"0"
"27"	"15"	"43"	"140"	"395"	"4"	"3"	"4"	"4"	"115"	"9"	"3"	"3"	"0"	"7"	"6"	"13"	"10"	"4"	"8"	"6"	"8"	"5"	"790"	"0"	"11"	"801"	"0"
"28"	"16"	"821"	"196"	"25"	"0"	"1"	"39"	"1"	"5"	"0"	"0"	"3"	"1"	"1"	"0"	"9"	"20"	"16"	"4"	"2"	"0"	"0"	"1144"	"0"	"3"	"1147"	"0"
"29"	"17"	"202"	"212"	"242"	"4"	"0"	"3"	"1"	"43"	"5"	"0"	"2"	"1"	"0"	"3"	"4"	"2"	"10"	"4"	"6"	"4"	"2"	"750"	"0"	"0"	"750"	"0"
"30"	"18"	"8"	"139"	"386"	"2"	"2"	"3"	"1"	"150"	"6"	"10"	"4"	"3"	"5"	"6"	"16"	"13"	"6"	"2"	"10"	"6"	"4"	"782"	"0"	"12"	"794"	"0"
"31"	"19"	"214"	"113"	"283"	"1"	"3"	"9"	"3"	"79"	"5"	"1"	"1"	"3"	"3"	"8"	"3"	"5"	"1"	"0"	"0"	"2"	"0"	"737"	"0"	"2"	"739"	"0"
"32"	"20"	"405"	"72"	"89"	"2"	"1"	"1"	"0"	"31"	"3"	"0"	"2"	"1"	"4"	"3"	"8"	"19"	"6"	"1"	"6"	"2"	"3"	"659"	"0"	"3"	"662"	"0"
"33"	"21"	"439"	"128"	"38"	"1"	"0"	"2"	"1"	"10"	"3"	"1"	"4"	"0"	"1"	"3"	"18"	"15"	"10"	"1"	"1"	"2"	"1"	"679"	"0"	"2"	"681"	"0"
"34"	"22"	"46"	"82"	"490"	"8"	"14"	"6"	"8"	"115"	"13"	"18"	"3"	"5"	"4"	"11"	"15"	"18"	"3"	"3"	"6"	"1"	"4"	"873"	"0"	"7"	"880"	"0"
"35"	"23"	"7"	"45"	"250"	"1"	"0"	"0"	"1"	"34"	"2"	"4"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"2"	"4"	"1"	"1"	"355"	"0"	"2"	"357"	"0"
"36"	"24"	"172"	"136"	"323"	"3"	"2"	"6"	"5"	"149"	"12"	"3"	"4"	"3"	"4"	"3"	"11"	"5"	"19"	"10"	"26"	"9"	"5"	"910"	"0"	"10"	"920"	"0"
"37"	"25"	"98"	"160"	"126"	"4"	"2"	"0"	"3"	"77"	"2"	"0"	"4"	"1"	"1"	"4"	"7"	"13"	"0"	"3"	"2"	"2"	"1"	"510"	"0"	"1"	"511"	"0"
"38"	"26"	"45"	"151"	"291"	"5"	"2"	"4"	"2"	"49"	"9"	"0"	"3"	"2"	"5"	"6"	"2"	"6"	"0"	"1"	"3"	"1"	"0"	"587"	"0"	"0"	"587"	"0"
"39"	"27"	"207"	"124"	"128"	"0"	"0"	"2"	"1"	"47"	"2"	"0"	"1"	"2"	"3"	"4"	"7"	"10"	"2"	"3"	"4"	"0"	"5"	"552"	"0"	"5"	"557"	"0"
"40"	"28"	"314"	"296"	"350"	"2"	"7"	"0"	"1"	"69"	"11"	"2"	"0"	"2"	"2"	"2"	"6"	"4"	"6"	"1"	"3"	"2"	"3"	"1083"	"0"	"2"	"1085"	"0"
"41"	"29"	"364"	"99"	"409"	"5"	"0"	"1"	"2"	"83"	"8"	"3"	"2"	"2"	"8"	"9"	"8"	"10"	"16"	"4"	"11"	"4"	"4"	"1052"	"0"	"3"	"1055"	"0"
"42"	"30"	"962"	"19"	"10"	"1"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"0"	"1"	"0"	"9"	"19"	"30"	"1"	"1"	"4"	"2"	"1063"	"0"	"0"	"1063"	"0"
"43"	"31"	"67"	"313"	"122"	"0"	"0"	"2"	"3"	"64"	"4"	"1"	"0"	"4"	"3"	"2"	"7"	"14"	"1"	"6"	"1"	"0"	"2"	"616"	"0"	"3"	"619"	"0"
"44"	"32"	"12"	"173"	"168"	"3"	"0"	"1"	"1"	"14"	"4"	"3"	"0"	"1"	"0"	"7"	"0"	"3"	"0"	"1"	"5"	"1"	"0"	"397"	"0"	"2"	"399"	"0"
"45"	"33"	"83"	"84"	"471"	"3"	"1"	"5"	"0"	"71"	"7"	"3"	"3"	"2"	"3"	"7"	"12"	"14"	"0"	"1"	"2"	"1"	"0"	"773"	"0"	"0"	"773"	"0"
"46"	"34"	"50"	"298"	"268"	"3"	"2"	"1"	"2"	"92"	"5"	"13"	"5"	"3"	"4"	"2"	"4"	"6"	"0"	"0"	"0"	"1"	"0"	"759"	"0"	"2"	"761"	"0"
"47"	"35"	"102"	"207"	"119"	"8"	"1"	"1"	"1"	"64"	"3"	"0"	"3"	"2"	"5"	"8"	"12"	"7"	"6"	"1"	"1"	"0"	"2"	"553"	"0"	"0"	"553"	"0"
"48"	"36"	"170"	"217"	"163"	"12"	"4"	"1"	"4"	"58"	"1"	"1"	"0"	"1"	"2"	"3"	"4"	"1"	"0"	"4"	"3"	"3"	"2"	"654"	"0"	"3"	"657"	"0"
"49"	"37"	"687"	"22"	"31"	"2"	"1"	"0"	"0"	"7"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"4"	"4"	"0"	"1"	"0"	"1"	"761"	"0"	"1"	"762"	"0"
"50"	"38"	"506"	"76"	"267"	"3"	"4"	"1"	"3"	"56"	"3"	"2"	"1"	"6"	"2"	"6"	"8"	"14"	"15"	"1"	"7"	"2"	"1"	"984"	"0"	"1"	"985"	"0"
"51"	"39"	"142"	"300"	"192"	"4"	"9"	"4"	"2"	"82"	"12"	"5"	"9"	"5"	"8"	"16"	"22"	"37"	"4"	"8"	"9"	"7"	"4"	"881"	"0"	"14"	"895"	"0"
"52"	"40"	"650"	"51"	"37"	"7"	"1"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"3"	"0"	"11"	"26"	"7"	"2"	"3"	"0"	"0"	"814"	"0"	"0"	"814"	"0"
"53"	"41"	"45"	"107"	"341"	"1"	"3"	"0"	"1"	"47"	"4"	"0"	"1"	"2"	"8"	"9"	"4"	"5"	"4"	"0"	"5"	"2"	"1"	"590"	"0"	"2"	"592"	"0"
"54"	"42"	"356"	"184"	"268"	"2"	"1"	"1"	"0"	"56"	"3"	"1"	"0"	"2"	"4"	"1"	"7"	"5"	"9"	"1"	"11"	"2"	"6"	"920"	"0"	"3"	"923"	"0"
"55"	"43"	"85"	"174"	"290"	"4"	"4"	"0"	"4"	"56"	"8"	"0"	"3"	"2"	"3"	"7"	"6"	"18"	"5"	"2"	"6"	"2"	"0"	"679"	"0"	"1"	"680"	"0"
"56"	"44"	"77"	"145"	"237"	"5"	"1"	"3"	"4"	"72"	"5"	"1"	"3"	"3"	"3"	"7"	"5"	"16"	"1"	"2"	"6"	"2"	"2"	"600"	"0"	"3"	"603"	"0"
"57"	"45"	"668"	"7"	"3"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"6"	"0"	"2"	"0"	"0"	"690"	"0"	"1"	"691"	"0"
"58"	"46"	"958"	"14"	"6"	"1"	"2"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"2"	"4"	"25"	"57"	"18"	"4"	"4"	"2"	"2"	"1103"	"0"	"2"	"1105"	"0"
"59"	"47"	"1129"	"23"	"4"	"0"	"0"	"1"	"1"	"1"	"0"	"2"	"1"	"1"	"0"	"2"	"1"	"5"	"5"	"3"	"1"	"0"	"1"	"1181"	"0"	"1"	"1182"	"0"
"60"	"48"	"877"	"8"	"9"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"3"	"1"	"5"	"1"	"6"	"0"	"0"	"915"	"0"	"0"	"915"	"0"
"61"	"49"	"149"	"566"	"108"	"2"	"3"	"1"	"4"	"50"	"3"	"0"	"1"	"3"	"3"	"5"	"8"	"11"	"5"	"4"	"5"	"1"	"0"	"932"	"0"	"4"	"936"	"0"
"62"	"50"	"117"	"269"	"72"	"0"	"0"	"0"	"1"	"27"	"3"	"2"	"0"	"0"	"0"	"2"	"5"	"7"	"6"	"6"	"4"	"0"	"0"	"521"	"0"	"1"	"522"	"0"
"63"	"51"	"251"	"141"	"58"	"0"	"1"	"0"	"0"	"36"	"5"	"2"	"0"	"1"	"1"	"3"	"14"	"30"	"9"	"2"	"2"	"0"	"1"	"557"	"0"	"3"	"560"	"0"
"64"	"52"	"100"	"412"	"35"	"8"	"0"	"1"	"2"	"12"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"6"	"8"	"2"	"0"	"1"	"591"	"0"	"5"	"596"	"0"
"65"	"53"	"48"	"294"	"142"	"2"	"1"	"0"	"2"	"36"	"1"	"0"	"2"	"0"	"1"	"0"	"1"	"1"	"3"	"0"	"0"	"2"	"0"	"536"	"0"	"2"	"538"	"0"
"66"	"54"	"114"	"546"	"113"	"5"	"1"	"0"	"4"	"56"	"7"	"1"	"2"	"1"	"0"	"1"	"3"	"2"	"1"	"1"	"0"	"1"	"1"	"860"	"0"	"1"	"861"	"0"
"67"	"55"	"146"	"221"	"32"	"0"	"0"	"0"	"0"	"7"	"7"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"3"	"1"	"0"	"0"	"419"	"0"	"1"	"420"	"0"
"68"	"56"	"87"	"232"	"37"	"0"	"1"	"0"	"2"	"11"	"2"	"2"	"2"	"0"	"0"	"2"	"2"	"3"	"1"	"1"	"0"	"0"	"0"	"385"	"0"	"2"	"387"	"0"
"69"	"57"	"126"	"323"	"54"	"5"	"0"	"1"	"1"	"12"	"6"	"2"	"1"	"0"	"2"	"1"	"3"	"4"	"0"	"1"	"1"	"1"	"0"	"544"	"0"	"3"	"547"	"0"
"70"	"58"	"152"	"204"	"27"	"1"	"0"	"0"	"1"	"9"	"4"	"1"	"0"	"1"	"2"	"2"	"0"	"5"	"1"	"1"	"1"	"0"	"0"	"412"	"0"	"0"	"412"	"0"
"71"	"59"	"521"	"101"	"17"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"8"	"0"	"2"	"1"	"3"	"12"	"3"	"0"	"1"	"0"	"0"	"672"	"0"	"1"	"673"	"0"
"72"	"60"	"138"	"480"	"159"	"4"	"1"	"0"	"3"	"52"	"5"	"5"	"8"	"2"	"3"	"5"	"8"	"14"	"9"	"13"	"7"	"3"	"2"	"921"	"0"	"6"	"927"	"0"
"73"	"61"	"173"	"311"	"66"	"2"	"0"	"0"	"1"	"15"	"2"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"0"	"3"	"0"	"0"	"578"	"0"	"1"	"579"	"0"
"74"	"61A"	"41"	"231"	"41"	"1"	"1"	"0"	"0"	"10"	"5"	"2"	"1"	"0"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"0"	"0"	"342"	"0"	"1"	"343"	"0"
"75"	"62"	"214"	"372"	"73"	"2"	"1"	"2"	"1"	"44"	"8"	"1"	"1"	"0"	"7"	"1"	"2"	"1"	"2"	"0"	"6"	"3"	"0"	"741"	"0"	"2"	"743"	"0"
"76"	"63"	"339"	"354"	"46"	"2"	"0"	"0"	"1"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"4"	"5"	"1"	"1"	"771"	"0"	"5"	"776"	"0"
"77"	"64"	"127"	"248"	"36"	"1"	"1"	"0"	"1"	"13"	"2"	"0"	"3"	"0"	"1"	"1"	"1"	"0"	"1"	"2"	"1"	"2"	"1"	"442"	"0"	"1"	"443"	"0"
"78"	"65"	"121"	"433"	"75"	"1"	"1"	"1"	"0"	"27"	"5"	"0"	"4"	"0"	"0"	"2"	"1"	"0"	"4"	"2"	"10"	"0"	"4"	"691"	"0"	"4"	"695"	"0"
"79"	"66"	"145"	"566"	"98"	"3"	"0"	"1"	"0"	"23"	"5"	"1"	"1"	"0"	"2"	"0"	"1"	"3"	"6"	"6"	"7"	"0"	"2"	"870"	"0"	"5"	"875"	"0"
"80"	"67"	"105"	"433"	"98"	"1"	"1"	"0"	"3"	"33"	"11"	"1"	"1"	"0"	"4"	"2"	"8"	"2"	"4"	"1"	"3"	"0"	"1"	"712"	"0"	"1"	"713"	"0"
"81"	"68"	"555"	"11"	"8"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"0"	"1"	"9"	"18"	"15"	"0"	"9"	"2"	"1"	"634"	"0"	"1"	"635"	"0"
"82"	"69"	"110"	"446"	"229"	"2"	"1"	"1"	"0"	"55"	"1"	"1"	"0"	"0"	"2"	"2"	"1"	"2"	"4"	"0"	"1"	"2"	"2"	"862"	"0"	"4"	"866"	"0"
"83"	"70"	"114"	"499"	"96"	"5"	"1"	"0"	"0"	"31"	"0"	"0"	"4"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"2"	"0"	"0"	"756"	"0"	"2"	"758"	"0"
"84"	"71"	"317"	"285"	"92"	"0"	"1"	"0"	"1"	"15"	"4"	"0"	"0"	"0"	"0"	"3"	"3"	"7"	"7"	"5"	"6"	"0"	"0"	"746"	"0"	"0"	"746"	"0"
"85"	"72"	"346"	"297"	"101"	"0"	"3"	"1"	"1"	"12"	"8"	"1"	"2"	"0"	"1"	"2"	"5"	"9"	"2"	"0"	"1"	"0"	"0"	"792"	"0"	"0"	"792"	"0"
"86"	"73"	"137"	"357"	"183"	"4"	"4"	"3"	"6"	"71"	"2"	"2"	"1"	"0"	"3"	"4"	"5"	"17"	"5"	"6"	"3"	"0"	"3"	"816"	"0"	"1"	"817"	"0"
"87"	"74"	"87"	"303"	"77"	"1"	"1"	"0"	"2"	"27"	"2"	"3"	"4"	"0"	"1"	"3"	"1"	"1"	"2"	"1"	"1"	"0"	"1"	"518"	"0"	"4"	"522"	"0"
"88"	"75"	"42"	"124"	"73"	"2"	"0"	"0"	"0"	"14"	"2"	"0"	"1"	"0"	"0"	"2"	"2"	"3"	"0"	"1"	"0"	"0"	"0"	"266"	"0"	"1"	"267"	"0"
"89"	"76"	"117"	"293"	"168"	"3"	"0"	"1"	"4"	"44"	"4"	"1"	"3"	"4"	"0"	"3"	"3"	"4"	"0"	"5"	"18"	"6"	"2"	"683"	"0"	"4"	"687"	"0"
"90"	"77"	"293"	"220"	"166"	"2"	"1"	"3"	"1"	"55"	"5"	"1"	"3"	"4"	"2"	"5"	"5"	"22"	"4"	"1"	"2"	"2"	"3"	"800"	"0"	"6"	"806"	"0"
"91"	"78"	"74"	"381"	"93"	"1"	"2"	"0"	"3"	"14"	"9"	"1"	"0"	"0"	"1"	"5"	"3"	"5"	"1"	"3"	"0"	"0"	"0"	"596"	"0"	"2"	"598"	"0"
"92"	"79"	"79"	"356"	"164"	"0"	"0"	"1"	"1"	"35"	"7"	"1"	"3"	"0"	"1"	"1"	"0"	"2"	"2"	"1"	"0"	"2"	"0"	"656"	"0"	"0"	"656"	"0"
"93"	"80"	"170"	"455"	"115"	"1"	"1"	"0"	"0"	"19"	"8"	"0"	"1"	"1"	"1"	"1"	"2"	"2"	"0"	"1"	"0"	"3"	"1"	"782"	"0"	"2"	"784"	"0"
"94"	"81"	"167"	"218"	"69"	"3"	"0"	"1"	"1"	"6"	"1"	"0"	"2"	"0"	"0"	"0"	"1"	"3"	"8"	"0"	"3"	"0"	"1"	"484"	"0"	"1"	"485"	"0"
"95"	"82"	"244"	"198"	"53"	"0"	"0"	"0"	"0"	"11"	"2"	"1"	"0"	"1"	"1"	"1"	"1"	"6"	"1"	"1"	"0"	"1"	"0"	"522"	"0"	"1"	"523"	"0"
"96"	"83"	"274"	"77"	"12"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"5"	"1"	"2"	"0"	"0"	"376"	"0"	"2"	"378"	"0"
"97"	"84"	"165"	"247"	"123"	"1"	"0"	"0"	"0"	"12"	"2"	"0"	"0"	"0"	"1"	"1"	"3"	"0"	"3"	"1"	"3"	"0"	"1"	"563"	"0"	"2"	"565"	"0"
"98"	"85"	"132"	"294"	"60"	"2"	"2"	"0"	"1"	"15"	"6"	"1"	"2"	"0"	"0"	"1"	"0"	"1"	"2"	"1"	"4"	"0"	"0"	"524"	"0"	"2"	"526"	"0"
"99"	"86"	"71"	"340"	"38"	"1"	"0"	"0"	"2"	"11"	"13"	"1"	"0"	"1"	"1"	"2"	"2"	"1"	"1"	"4"	"4"	"2"	"1"	"496"	"0"	"0"	"496"	"0"
"100"	"87"	"54"	"199"	"34"	"5"	"1"	"0"	"2"	"15"	"3"	"3"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"321"	"0"	"0"	"321"	"0"
"101"	"88"	"170"	"256"	"17"	"0"	"0"	"0"	"0"	"11"	"4"	"0"	"1"	"0"	"0"	"0"	"6"	"5"	"1"	"2"	"2"	"0"	"0"	"475"	"0"	"1"	"476"	"0"
"102"	"89"	"107"	"168"	"23"	"0"	"0"	"0"	"0"	"11"	"1"	"0"	"1"	"0"	"0"	"2"	"1"	"0"	"1"	"0"	"3"	"0"	"0"	"318"	"0"	"3"	"321"	"0"
"103"	"90"	"79"	"74"	"12"	"0"	"1"	"1"	"0"	"18"	"1"	"1"	"1"	"0"	"3"	"1"	"7"	"8"	"3"	"1"	"4"	"0"	"0"	"215"	"0"	"0"	"215"	"0"
"104"	"91"	"262"	"305"	"19"	"0"	"2"	"0"	"1"	"9"	"9"	"0"	"3"	"0"	"1"	"0"	"1"	"2"	"5"	"3"	"5"	"1"	"1"	"629"	"0"	"3"	"632"	"0"
"105"	"92"	"152"	"410"	"40"	"3"	"1"	"0"	"1"	"7"	"5"	"1"	"0"	"0"	"2"	"1"	"1"	"2"	"1"	"1"	"0"	"0"	"0"	"628"	"0"	"3"	"631"	"0"
"106"	"93"	"183"	"416"	"71"	"3"	"1"	"0"	"0"	"24"	"18"	"0"	"1"	"2"	"8"	"3"	"2"	"3"	"1"	"0"	"4"	"0"	"0"	"740"	"0"	"2"	"742"	"0"
"107"	"94"	"148"	"415"	"81"	"3"	"0"	"1"	"2"	"25"	"14"	"1"	"1"	"1"	"0"	"0"	"2"	"2"	"0"	"0"	"2"	"0"	"0"	"698"	"0"	"3"	"701"	"0"
"108"	"95"	"51"	"330"	"40"	"2"	"0"	"0"	"0"	"9"	"3"	"0"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"441"	"0"	"0"	"441"	"0"
"109"	"96"	"252"	"174"	"62"	"2"	"0"	"0"	"2"	"23"	"6"	"0"	"0"	"0"	"0"	"2"	"9"	"8"	"6"	"1"	"0"	"2"	"1"	"550"	"0"	"0"	"550"	"0"
"110"	"97"	"73"	"419"	"70"	"1"	"0"	"0"	"0"	"24"	"6"	"0"	"1"	"1"	"1"	"1"	"3"	"9"	"3"	"5"	"3"	"0"	"0"	"620"	"0"	"2"	"622"	"0"
"111"	"98"	"156"	"334"	"91"	"1"	"1"	"2"	"0"	"31"	"43"	"1"	"1"	"0"	"0"	"2"	"2"	"1"	"0"	"0"	"2"	"2"	"0"	"670"	"0"	"0"	"670"	"0"
"112"	"99"	"99"	"437"	"137"	"2"	"0"	"0"	"0"	"56"	"18"	"1"	"3"	"1"	"2"	"2"	"5"	"0"	"3"	"1"	"3"	"0"	"2"	"772"	"0"	"0"	"772"	"0"
"113"	"100"	"148"	"512"	"54"	"2"	"0"	"1"	"1"	"18"	"17"	"0"	"3"	"0"	"1"	"1"	"2"	"4"	"0"	"2"	"1"	"0"	"0"	"767"	"0"	"5"	"772"	"0"
"114"	"101"	"262"	"316"	"94"	"2"	"0"	"0"	"1"	"15"	"12"	"1"	"1"	"1"	"1"	"1"	"2"	"0"	"4"	"1"	"2"	"2"	"2"	"720"	"0"	"1"	"721"	"0"
"115"	"102"	"66"	"191"	"46"	"2"	"0"	"1"	"1"	"29"	"7"	"1"	"1"	"0"	"2"	"4"	"3"	"3"	"0"	"1"	"2"	"1"	"3"	"364"	"0"	"9"	"373"	"0"
"116"	"103"	"139"	"356"	"70"	"1"	"0"	"1"	"2"	"28"	"13"	"0"	"1"	"0"	"1"	"0"	"1"	"2"	"3"	"2"	"1"	"1"	"1"	"623"	"0"	"1"	"624"	"0"
"117"	"104"	"143"	"325"	"39"	"2"	"1"	"0"	"2"	"9"	"20"	"1"	"1"	"0"	"0"	"0"	"2"	"2"	"1"	"0"	"1"	"0"	"0"	"549"	"0"	"5"	"554"	"0"
"118"	"105"	"70"	"212"	"46"	"0"	"1"	"0"	"0"	"4"	"4"	"0"	"2"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"342"	"0"	"0"	"342"	"0"
"119"	"106"	"189"	"187"	"38"	"0"	"0"	"0"	"0"	"2"	"4"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"2"	"3"	"6"	"3"	"0"	"437"	"0"	"0"	"437"	"0"
"120"	"107"	"68"	"388"	"50"	"1"	"0"	"0"	"1"	"4"	"8"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"521"	"0"	"2"	"523"	"0"
"121"	"108"	"82"	"328"	"60"	"0"	"0"	"0"	"0"	"10"	"10"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"7"	"1"	"0"	"0"	"501"	"0"	"5"	"506"	"0"
"122"	"109"	"203"	"331"	"20"	"0"	"0"	"0"	"0"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"565"	"0"	"4"	"569"	"0"
