"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"
"18"	"6"	"71"	"3"	"167"	"62"	"17"	"1"	"3"	"4"	"7"	"3"	"3"	"3"	"8"	"14"	"8"	"23"	"9"	"0"	"6"	"412"	"0"	"7"	"419"	"0"
"19"	"7"	"11"	"4"	"517"	"86"	"5"	"1"	"1"	"2"	"4"	"1"	"3"	"2"	"9"	"19"	"2"	"17"	"1"	"2"	"14"	"701"	"0"	"10"	"711"	"0"
"20"	"8"	"148"	"8"	"333"	"34"	"3"	"1"	"0"	"2"	"1"	"0"	"1"	"0"	"3"	"7"	"0"	"3"	"2"	"0"	"1"	"547"	"0"	"2"	"549"	"0"
"21"	"9"	"5"	"0"	"159"	"108"	"5"	"0"	"2"	"4"	"3"	"0"	"0"	"3"	"3"	"4"	"1"	"4"	"3"	"1"	"1"	"306"	"0"	"1"	"307"	"0"
"22"	"10"	"40"	"6"	"353"	"130"	"4"	"3"	"10"	"3"	"6"	"1"	"2"	"1"	"3"	"2"	"3"	"11"	"4"	"1"	"2"	"585"	"0"	"3"	"588"	"0"
"23"	"11"	"300"	"20"	"113"	"77"	"4"	"6"	"5"	"2"	"3"	"0"	"3"	"6"	"2"	"3"	"7"	"14"	"30"	"0"	"2"	"597"	"0"	"1"	"598"	"0"
"24"	"12"	"57"	"8"	"300"	"205"	"11"	"2"	"2"	"6"	"3"	"1"	"3"	"1"	"2"	"3"	"9"	"4"	"1"	"5"	"11"	"634"	"0"	"1"	"635"	"0"
"25"	"13"	"85"	"23"	"111"	"81"	"2"	"0"	"4"	"0"	"4"	"1"	"3"	"0"	"0"	"1"	"0"	"2"	"2"	"0"	"1"	"320"	"0"	"0"	"320"	"0"
"26"	"14"	"386"	"40"	"42"	"71"	"6"	"5"	"7"	"2"	"3"	"1"	"5"	"2"	"4"	"3"	"4"	"17"	"13"	"0"	"2"	"613"	"0"	"3"	"616"	"0"
"27"	"15"	"394"	"3"	"7"	"120"	"5"	"0"	"3"	"0"	"7"	"2"	"2"	"0"	"6"	"2"	"8"	"24"	"13"	"1"	"3"	"600"	"0"	"5"	"605"	"0"
"28"	"16"	"56"	"14"	"65"	"46"	"5"	"2"	"11"	"4"	"5"	"0"	"2"	"0"	"0"	"2"	"0"	"5"	"1"	"0"	"0"	"218"	"0"	"5"	"223"	"0"
"29"	"17"	"524"	"2"	"17"	"33"	"4"	"0"	"1"	"2"	"12"	"1"	"3"	"0"	"0"	"0"	"3"	"19"	"4"	"2"	"0"	"627"	"0"	"1"	"628"	"0"
"30"	"18"	"66"	"2"	"395"	"139"	"5"	"0"	"2"	"1"	"6"	"1"	"0"	"1"	"1"	"1"	"0"	"4"	"1"	"1"	"0"	"626"	"0"	"0"	"626"	"0"
"31"	"19"	"8"	"0"	"363"	"47"	"3"	"1"	"19"	"2"	"1"	"0"	"2"	"1"	"4"	"6"	"0"	"8"	"0"	"0"	"7"	"472"	"0"	"1"	"473"	"0"
"32"	"20"	"138"	"6"	"123"	"145"	"2"	"5"	"2"	"5"	"12"	"2"	"5"	"8"	"7"	"9"	"4"	"19"	"3"	"1"	"1"	"497"	"0"	"2"	"499"	"0"
"33"	"21"	"497"	"32"	"113"	"64"	"20"	"8"	"2"	"3"	"32"	"5"	"6"	"6"	"9"	"7"	"6"	"29"	"27"	"2"	"7"	"875"	"0"	"13"	"888"	"0"
"34"	"22"	"56"	"1"	"368"	"236"	"5"	"1"	"16"	"3"	"10"	"3"	"3"	"1"	"5"	"5"	"2"	"13"	"4"	"2"	"3"	"737"	"0"	"2"	"739"	"0"
"35"	"23"	"48"	"23"	"268"	"126"	"2"	"1"	"1"	"0"	"11"	"2"	"3"	"3"	"2"	"4"	"1"	"2"	"3"	"0"	"2"	"502"	"0"	"1"	"503"	"0"
"36"	"23A"	"28"	"11"	"261"	"155"	"1"	"1"	"2"	"3"	"2"	"0"	"1"	"3"	"4"	"1"	"5"	"6"	"2"	"0"	"1"	"487"	"0"	"6"	"493"	"0"
"37"	"24"	"49"	"19"	"262"	"284"	"2"	"3"	"1"	"1"	"4"	"1"	"3"	"5"	"9"	"7"	"4"	"7"	"5"	"6"	"8"	"680"	"0"	"18"	"698"	"0"
"38"	"25"	"6"	"9"	"378"	"113"	"3"	"1"	"1"	"2"	"5"	"2"	"0"	"1"	"1"	"0"	"2"	"0"	"0"	"1"	"1"	"526"	"0"	"2"	"528"	"0"
"39"	"26"	"64"	"0"	"203"	"206"	"7"	"1"	"1"	"0"	"4"	"4"	"2"	"2"	"3"	"4"	"3"	"3"	"4"	"1"	"6"	"518"	"0"	"4"	"522"	"0"
"40"	"27"	"107"	"8"	"64"	"467"	"27"	"2"	"1"	"0"	"4"	"0"	"0"	"0"	"3"	"1"	"1"	"3"	"5"	"0"	"2"	"695"	"0"	"9"	"704"	"0"
"41"	"28"	"103"	"7"	"186"	"153"	"10"	"0"	"2"	"2"	"5"	"4"	"3"	"3"	"2"	"1"	"5"	"6"	"3"	"1"	"4"	"500"	"0"	"6"	"506"	"0"
"42"	"29"	"68"	"11"	"28"	"245"	"35"	"2"	"1"	"1"	"4"	"0"	"4"	"1"	"3"	"5"	"0"	"3"	"3"	"2"	"0"	"416"	"0"	"10"	"426"	"0"
"43"	"30"	"136"	"8"	"120"	"111"	"2"	"2"	"2"	"0"	"5"	"0"	"3"	"1"	"3"	"7"	"4"	"13"	"3"	"2"	"1"	"423"	"0"	"6"	"429"	"0"
"44"	"31"	"74"	"6"	"37"	"507"	"4"	"1"	"0"	"0"	"4"	"1"	"1"	"0"	"2"	"0"	"2"	"4"	"1"	"0"	"0"	"644"	"0"	"3"	"647"	"0"
"45"	"32"	"89"	"93"	"225"	"208"	"5"	"1"	"14"	"3"	"21"	"1"	"2"	"2"	"11"	"3"	"1"	"8"	"2"	"0"	"1"	"690"	"0"	"1"	"691"	"0"
"46"	"33"	"102"	"1"	"19"	"369"	"4"	"2"	"0"	"0"	"1"	"0"	"0"	"1"	"3"	"3"	"2"	"6"	"8"	"0"	"0"	"521"	"0"	"4"	"525"	"0"
"47"	"34"	"131"	"1"	"42"	"76"	"1"	"2"	"1"	"0"	"1"	"1"	"3"	"0"	"2"	"1"	"6"	"7"	"7"	"1"	"1"	"284"	"0"	"1"	"285"	"0"
"48"	"35"	"2"	"123"	"141"	"110"	"11"	"0"	"1"	"0"	"3"	"2"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"2"	"399"	"0"	"2"	"401"	"0"
"49"	"36"	"38"	"27"	"269"	"119"	"1"	"0"	"0"	"1"	"5"	"0"	"2"	"1"	"1"	"3"	"2"	"5"	"2"	"0"	"1"	"477"	"0"	"9"	"486"	"0"
"50"	"37"	"28"	"5"	"131"	"366"	"7"	"1"	"2"	"1"	"4"	"1"	"2"	"2"	"4"	"3"	"1"	"15"	"2"	"1"	"3"	"579"	"0"	"1"	"580"	"0"
"51"	"38"	"24"	"3"	"167"	"67"	"5"	"3"	"0"	"3"	"4"	"2"	"1"	"1"	"6"	"5"	"2"	"6"	"1"	"1"	"4"	"305"	"0"	"0"	"305"	"0"
"52"	"39"	"10"	"0"	"23"	"285"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"324"	"0"	"2"	"326"	"0"
"53"	"40"	"127"	"5"	"116"	"139"	"5"	"3"	"0"	"5"	"9"	"3"	"3"	"5"	"0"	"1"	"0"	"4"	"6"	"0"	"4"	"435"	"0"	"5"	"440"	"0"
"54"	"40A"	"75"	"3"	"164"	"149"	"3"	"4"	"1"	"1"	"5"	"0"	"1"	"1"	"1"	"1"	"1"	"2"	"0"	"0"	"0"	"412"	"0"	"0"	"412"	"0"
"55"	"41"	"153"	"10"	"338"	"119"	"1"	"1"	"1"	"0"	"19"	"1"	"1"	"2"	"3"	"3"	"3"	"5"	"3"	"1"	"3"	"667"	"0"	"2"	"669"	"0"
"56"	"42"	"40"	"4"	"184"	"202"	"8"	"3"	"2"	"2"	"0"	"2"	"2"	"0"	"3"	"1"	"0"	"9"	"1"	"1"	"0"	"464"	"0"	"2"	"466"	"0"
"57"	"43"	"41"	"16"	"94"	"234"	"8"	"2"	"3"	"3"	"8"	"2"	"0"	"2"	"3"	"1"	"4"	"11"	"1"	"0"	"3"	"436"	"0"	"9"	"445"	"0"
"58"	"43A"	"37"	"8"	"119"	"200"	"3"	"1"	"2"	"2"	"10"	"0"	"3"	"5"	"2"	"3"	"3"	"7"	"2"	"0"	"0"	"407"	"0"	"1"	"408"	"0"
"59"	"44"	"35"	"1"	"84"	"313"	"1"	"2"	"24"	"3"	"2"	"0"	"1"	"3"	"7"	"4"	"1"	"2"	"1"	"0"	"3"	"487"	"0"	"3"	"490"	"0"
"60"	"45"	"143"	"61"	"57"	"277"	"11"	"5"	"13"	"1"	"8"	"4"	"3"	"7"	"6"	"3"	"6"	"9"	"2"	"1"	"1"	"618"	"0"	"2"	"620"	"0"
"61"	"46"	"455"	"3"	"35"	"70"	"7"	"0"	"0"	"0"	"9"	"0"	"0"	"1"	"0"	"0"	"1"	"11"	"23"	"0"	"1"	"616"	"0"	"5"	"621"	"0"
"62"	"47"	"416"	"4"	"14"	"31"	"4"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"1"	"1"	"7"	"0"	"0"	"482"	"0"	"1"	"483"	"0"
"63"	"48"	"53"	"9"	"132"	"316"	"7"	"3"	"6"	"5"	"10"	"5"	"6"	"4"	"6"	"6"	"9"	"16"	"1"	"3"	"5"	"602"	"0"	"2"	"604"	"0"
"64"	"49"	"64"	"9"	"148"	"225"	"3"	"1"	"4"	"7"	"11"	"5"	"3"	"2"	"6"	"13"	"14"	"29"	"5"	"4"	"8"	"561"	"0"	"16"	"577"	"0"
"65"	"50"	"175"	"1"	"3"	"2"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"5"	"7"	"1"	"0"	"198"	"0"	"1"	"199"	"0"
"66"	"51"	"146"	"6"	"71"	"43"	"4"	"4"	"5"	"5"	"4"	"4"	"4"	"3"	"5"	"2"	"4"	"15"	"5"	"2"	"3"	"335"	"0"	"5"	"340"	"0"
"67"	"52"	"93"	"8"	"368"	"104"	"6"	"3"	"1"	"6"	"4"	"1"	"9"	"5"	"4"	"6"	"5"	"36"	"4"	"0"	"6"	"669"	"0"	"1"	"670"	"0"
"68"	"53"	"445"	"21"	"95"	"107"	"10"	"2"	"3"	"1"	"7"	"2"	"5"	"3"	"5"	"4"	"4"	"16"	"10"	"0"	"2"	"742"	"0"	"4"	"746"	"0"
"69"	"54"	"198"	"4"	"45"	"275"	"8"	"1"	"3"	"2"	"15"	"2"	"2"	"7"	"1"	"1"	"6"	"10"	"4"	"0"	"0"	"584"	"0"	"0"	"584"	"0"
"70"	"54A"	"290"	"7"	"20"	"80"	"6"	"3"	"0"	"1"	"13"	"1"	"3"	"2"	"1"	"4"	"3"	"9"	"8"	"1"	"0"	"452"	"0"	"1"	"453"	"0"
"71"	"55"	"26"	"1"	"26"	"630"	"9"	"2"	"2"	"0"	"13"	"0"	"1"	"0"	"2"	"0"	"1"	"1"	"0"	"2"	"0"	"716"	"0"	"2"	"718"	"0"
"72"	"56"	"17"	"2"	"151"	"130"	"5"	"2"	"3"	"5"	"4"	"2"	"2"	"2"	"4"	"0"	"2"	"12"	"2"	"2"	"2"	"349"	"0"	"5"	"354"	"0"
"73"	"57"	"60"	"2"	"21"	"475"	"10"	"3"	"2"	"1"	"4"	"3"	"3"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0"	"598"	"0"	"19"	"617"	"0"
"74"	"58"	"31"	"6"	"19"	"290"	"4"	"2"	"0"	"0"	"4"	"0"	"1"	"1"	"1"	"1"	"2"	"11"	"0"	"1"	"1"	"375"	"0"	"5"	"380"	"0"
"75"	"59"	"122"	"12"	"223"	"307"	"9"	"0"	"2"	"3"	"5"	"3"	"5"	"3"	"7"	"10"	"8"	"19"	"8"	"3"	"8"	"757"	"0"	"7"	"764"	"0"
"76"	"60"	"37"	"1"	"18"	"353"	"6"	"3"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"5"	"1"	"0"	"1"	"429"	"0"	"2"	"431"	"0"
"77"	"61"	"280"	"49"	"125"	"386"	"5"	"1"	"0"	"0"	"2"	"5"	"3"	"0"	"1"	"1"	"1"	"4"	"1"	"3"	"0"	"867"	"0"	"3"	"870"	"0"
"78"	"62"	"249"	"6"	"26"	"297"	"10"	"3"	"4"	"2"	"3"	"3"	"3"	"9"	"2"	"0"	"6"	"21"	"11"	"3"	"1"	"659"	"0"	"2"	"661"	"0"
"79"	"63"	"371"	"31"	"57"	"253"	"2"	"4"	"3"	"2"	"6"	"7"	"4"	"4"	"11"	"1"	"3"	"13"	"10"	"4"	"1"	"787"	"0"	"6"	"793"	"0"
"80"	"64"	"215"	"6"	"60"	"394"	"20"	"4"	"4"	"0"	"1"	"5"	"9"	"10"	"11"	"2"	"3"	"11"	"12"	"1"	"2"	"770"	"0"	"10"	"780"	"0"
"81"	"65"	"83"	"20"	"67"	"738"	"11"	"2"	"5"	"1"	"6"	"2"	"7"	"3"	"2"	"1"	"3"	"9"	"4"	"0"	"0"	"964"	"0"	"9"	"973"	"0"
"82"	"66"	"52"	"26"	"35"	"593"	"5"	"0"	"1"	"1"	"8"	"1"	"5"	"6"	"8"	"4"	"6"	"10"	"6"	"0"	"4"	"771"	"0"	"24"	"795"	"0"
"83"	"67"	"34"	"2"	"34"	"748"	"5"	"2"	"2"	"1"	"3"	"0"	"4"	"2"	"7"	"1"	"2"	"8"	"21"	"8"	"5"	"889"	"0"	"47"	"936"	"0"
"84"	"68"	"67"	"3"	"204"	"380"	"4"	"1"	"1"	"2"	"5"	"2"	"0"	"4"	"6"	"7"	"2"	"14"	"6"	"0"	"6"	"714"	"0"	"7"	"721"	"0"
"85"	"69"	"59"	"4"	"119"	"229"	"6"	"2"	"0"	"4"	"3"	"4"	"4"	"3"	"5"	"2"	"4"	"5"	"2"	"0"	"1"	"456"	"0"	"3"	"459"	"0"
"86"	"70"	"60"	"11"	"118"	"392"	"12"	"0"	"1"	"9"	"35"	"0"	"4"	"6"	"4"	"6"	"3"	"7"	"4"	"0"	"8"	"680"	"0"	"5"	"685"	"0"
"87"	"71"	"106"	"13"	"99"	"243"	"3"	"1"	"1"	"2"	"47"	"1"	"4"	"3"	"3"	"4"	"4"	"17"	"1"	"0"	"0"	"552"	"0"	"3"	"555"	"0"
"88"	"72"	"91"	"16"	"91"	"288"	"3"	"0"	"0"	"2"	"8"	"1"	"4"	"0"	"2"	"2"	"3"	"12"	"3"	"0"	"0"	"526"	"0"	"5"	"531"	"0"
"89"	"73"	"368"	"72"	"56"	"180"	"4"	"0"	"2"	"6"	"48"	"2"	"1"	"6"	"2"	"2"	"3"	"4"	"6"	"3"	"1"	"766"	"0"	"6"	"772"	"0"
"90"	"74"	"390"	"26"	"47"	"104"	"1"	"0"	"0"	"0"	"29"	"0"	"0"	"0"	"0"	"1"	"0"	"8"	"3"	"2"	"1"	"612"	"0"	"2"	"614"	"0"
"91"	"75"	"361"	"3"	"17"	"67"	"4"	"0"	"1"	"0"	"4"	"12"	"1"	"1"	"1"	"0"	"0"	"2"	"7"	"35"	"0"	"516"	"0"	"0"	"516"	"0"
"92"	"76"	"232"	"38"	"14"	"149"	"5"	"4"	"0"	"2"	"5"	"6"	"2"	"1"	"1"	"0"	"6"	"7"	"3"	"18"	"1"	"494"	"0"	"0"	"494"	"0"
"93"	"77"	"282"	"12"	"155"	"78"	"5"	"2"	"6"	"1"	"9"	"5"	"5"	"2"	"5"	"8"	"7"	"32"	"3"	"0"	"2"	"619"	"0"	"2"	"621"	"0"
"94"	"78"	"147"	"0"	"73"	"253"	"28"	"7"	"4"	"2"	"4"	"0"	"2"	"3"	"4"	"4"	"1"	"13"	"4"	"1"	"2"	"552"	"0"	"5"	"557"	"0"
"95"	"78A"	"126"	"14"	"111"	"207"	"19"	"2"	"1"	"2"	"7"	"0"	"2"	"3"	"5"	"1"	"0"	"5"	"1"	"3"	"3"	"512"	"0"	"1"	"513"	"0"
"96"	"79"	"63"	"10"	"71"	"332"	"13"	"4"	"12"	"6"	"9"	"3"	"3"	"11"	"10"	"4"	"7"	"25"	"3"	"0"	"4"	"590"	"0"	"11"	"601"	"0"
"97"	"80"	"226"	"43"	"30"	"118"	"3"	"1"	"1"	"0"	"6"	"0"	"2"	"6"	"3"	"2"	"1"	"8"	"0"	"0"	"0"	"450"	"0"	"0"	"450"	"0"
"98"	"81"	"251"	"3"	"3"	"120"	"11"	"2"	"1"	"0"	"2"	"0"	"2"	"1"	"0"	"0"	"0"	"10"	"9"	"0"	"0"	"415"	"0"	"2"	"417"	"0"
"99"	"82"	"412"	"6"	"12"	"267"	"6"	"6"	"4"	"1"	"1"	"4"	"1"	"3"	"6"	"2"	"3"	"10"	"18"	"1"	"4"	"767"	"0"	"6"	"773"	"0"
"100"	"83"	"295"	"6"	"63"	"245"	"3"	"1"	"3"	"2"	"6"	"6"	"4"	"4"	"3"	"3"	"4"	"25"	"10"	"1"	"4"	"688"	"0"	"8"	"696"	"0"
"101"	"84"	"493"	"4"	"35"	"198"	"5"	"6"	"3"	"1"	"5"	"1"	"3"	"1"	"9"	"2"	"1"	"25"	"27"	"1"	"0"	"820"	"0"	"5"	"825"	"0"
"102"	"85"	"223"	"5"	"21"	"125"	"1"	"1"	"0"	"0"	"5"	"0"	"3"	"1"	"5"	"1"	"2"	"4"	"1"	"0"	"0"	"398"	"0"	"1"	"399"	"0"
"103"	"86"	"334"	"5"	"29"	"35"	"4"	"3"	"1"	"0"	"3"	"0"	"1"	"1"	"3"	"4"	"2"	"7"	"5"	"2"	"0"	"439"	"0"	"1"	"440"	"0"
"104"	"87"	"77"	"16"	"168"	"229"	"4"	"2"	"3"	"1"	"6"	"1"	"4"	"4"	"2"	"2"	"2"	"8"	"1"	"0"	"2"	"532"	"0"	"3"	"535"	"0"
"105"	"88"	"328"	"60"	"147"	"39"	"9"	"4"	"4"	"4"	"10"	"2"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"0"	"1"	"640"	"0"	"3"	"643"	"0"
"106"	"89"	"206"	"5"	"40"	"27"	"3"	"1"	"1"	"2"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"6"	"1"	"0"	"0"	"296"	"0"	"0"	"296"	"0"
"107"	"90"	"509"	"5"	"16"	"135"	"9"	"1"	"4"	"0"	"3"	"0"	"0"	"0"	"3"	"1"	"1"	"2"	"7"	"2"	"0"	"698"	"0"	"0"	"698"	"0"
"108"	"91"	"16"	"25"	"135"	"219"	"6"	"4"	"4"	"2"	"7"	"5"	"3"	"6"	"4"	"8"	"4"	"18"	"4"	"3"	"12"	"485"	"0"	"26"	"511"	"0"
"109"	"92"	"6"	"2"	"63"	"161"	"6"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"2"	"3"	"2"	"1"	"1"	"252"	"0"	"2"	"254"	"0"
"110"	"93"	"10"	"9"	"38"	"402"	"23"	"3"	"0"	"2"	"7"	"1"	"3"	"6"	"20"	"5"	"2"	"13"	"4"	"0"	"1"	"549"	"0"	"10"	"559"	"0"
"111"	"94"	"26"	"64"	"187"	"147"	"4"	"4"	"2"	"2"	"3"	"3"	"5"	"4"	"5"	"9"	"2"	"19"	"2"	"0"	"2"	"490"	"0"	"3"	"493"	"0"
"112"	"95"	"14"	"1"	"215"	"96"	"1"	"1"	"10"	"4"	"9"	"4"	"1"	"3"	"4"	"11"	"2"	"10"	"3"	"0"	"9"	"398"	"0"	"12"	"410"	"0"
"113"	"96"	"146"	"16"	"111"	"278"	"5"	"7"	"2"	"3"	"8"	"3"	"5"	"4"	"5"	"5"	"5"	"8"	"4"	"5"	"3"	"623"	"0"	"7"	"630"	"0"
"114"	"97"	"85"	"0"	"15"	"53"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"4"	"0"	"1"	"0"	"162"	"0"	"1"	"163"	"0"
"115"	"98"	"89"	"3"	"7"	"137"	"1"	"3"	"1"	"1"	"2"	"4"	"1"	"2"	"5"	"1"	"3"	"8"	"1"	"1"	"0"	"270"	"0"	"5"	"275"	"0"
"116"	"99"	"74"	"2"	"86"	"128"	"3"	"3"	"0"	"2"	"6"	"4"	"5"	"6"	"3"	"4"	"0"	"10"	"2"	"2"	"2"	"342"	"0"	"1"	"343"	"0"
"117"	"100"	"213"	"61"	"44"	"137"	"3"	"2"	"1"	"1"	"1"	"1"	"3"	"2"	"2"	"0"	"1"	"8"	"8"	"2"	"1"	"491"	"0"	"1"	"492"	"0"
"118"	"101"	"371"	"66"	"24"	"133"	"15"	"2"	"1"	"2"	"9"	"1"	"4"	"6"	"10"	"2"	"6"	"26"	"24"	"0"	"2"	"704"	"0"	"12"	"716"	"0"
"119"	"102"	"441"	"104"	"56"	"160"	"4"	"5"	"1"	"4"	"5"	"13"	"10"	"1"	"6"	"9"	"15"	"29"	"5"	"15"	"1"	"884"	"0"	"1"	"885"	"0"
"120"	"103"	"508"	"7"	"59"	"99"	"11"	"4"	"2"	"2"	"2"	"4"	"2"	"2"	"5"	"4"	"4"	"21"	"4"	"0"	"0"	"740"	"0"	"2"	"742"	"0"
"121"	"104"	"152"	"4"	"5"	"129"	"2"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"3"	"0"	"1"	"8"	"0"	"1"	"2"	"310"	"0"	"0"	"310"	"0"
"122"	"105"	"89"	"1"	"15"	"303"	"9"	"4"	"0"	"0"	"0"	"0"	"7"	"4"	"4"	"7"	"2"	"10"	"2"	"1"	"0"	"458"	"0"	"7"	"465"	"0"
"123"	"106"	"147"	"3"	"96"	"195"	"5"	"4"	"3"	"4"	"9"	"5"	"13"	"6"	"3"	"12"	"11"	"26"	"20"	"1"	"6"	"569"	"0"	"9"	"578"	"0"
"124"	"107"	"191"	"3"	"18"	"164"	"7"	"6"	"1"	"4"	"3"	"3"	"4"	"1"	"0"	"7"	"5"	"13"	"1"	"1"	"1"	"433"	"0"	"1"	"434"	"0"
"125"	"108"	"238"	"8"	"48"	"281"	"20"	"3"	"7"	"3"	"7"	"5"	"8"	"3"	"8"	"3"	"5"	"12"	"40"	"7"	"6"	"712"	"0"	"33"	"745"	"0"
"126"	"109"	"133"	"3"	"26"	"98"	"20"	"6"	"3"	"4"	"5"	"2"	"4"	"6"	"7"	"6"	"4"	"15"	"3"	"2"	"1"	"348"	"0"	"1"	"349"	"0"
"127"	"110"	"401"	"0"	"31"	"113"	"8"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"5"	"0"	"1"	"565"	"0"	"2"	"567"	"0"
"128"	"111"	"542"	"2"	"0"	"43"	"9"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"1"	"0"	"1"	"2"	"8"	"0"	"1"	"613"	"0"	"1"	"614"	"0"
"129"	"112"	"332"	"6"	"23"	"108"	"9"	"2"	"1"	"0"	"1"	"0"	"1"	"0"	"2"	"1"	"0"	"7"	"9"	"0"	"0"	"502"	"0"	"1"	"503"	"0"
"130"	"112A"	"340"	"1"	"10"	"81"	"9"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"3"	"3"	"0"	"0"	"449"	"0"	"2"	"451"	"0"
"131"	"113"	"134"	"1"	"63"	"79"	"5"	"5"	"0"	"2"	"3"	"3"	"2"	"3"	"7"	"1"	"1"	"13"	"0"	"0"	"0"	"322"	"0"	"1"	"323"	"0"
"132"	"114"	"7"	"0"	"3"	"916"	"1"	"0"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"931"	"0"	"0"	"931"	"0"
