"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"
"20"	"6"	"200"	"352"	"33"	"2"	"2"	"2"	"5"	"0"	"1"	"8"	"6"	"11"	"4"	"3"	"17"	"29"	"16"	"691"	"0"	"26"	"717"	"0"
"21"	"7"	"115"	"379"	"35"	"5"	"3"	"2"	"8"	"0"	"1"	"2"	"1"	"5"	"2"	"4"	"6"	"14"	"2"	"584"	"0"	"5"	"589"	"0"
"22"	"8"	"331"	"176"	"22"	"3"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"0"	"2"	"3"	"10"	"1"	"552"	"0"	"1"	"553"	"0"
"23"	"9"	"151"	"112"	"126"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"2"	"1"	"5"	"405"	"0"	"1"	"406"	"0"
"24"	"10"	"246"	"196"	"128"	"0"	"2"	"0"	"3"	"0"	"1"	"1"	"2"	"0"	"1"	"3"	"11"	"14"	"9"	"617"	"0"	"1"	"618"	"0"
"25"	"11"	"131"	"303"	"75"	"2"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"3"	"1"	"1"	"5"	"5"	"529"	"0"	"9"	"538"	"0"
"26"	"12"	"236"	"262"	"19"	"1"	"0"	"1"	"3"	"1"	"1"	"0"	"1"	"1"	"2"	"4"	"1"	"8"	"17"	"558"	"0"	"24"	"582"	"0"
"27"	"13"	"206"	"225"	"19"	"3"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"3"	"3"	"7"	"5"	"476"	"0"	"8"	"484"	"0"
"28"	"13A"	"113"	"301"	"25"	"1"	"2"	"0"	"2"	"2"	"1"	"1"	"3"	"9"	"3"	"8"	"6"	"12"	"6"	"495"	"0"	"2"	"497"	"0"
"29"	"14"	"466"	"65"	"69"	"4"	"0"	"3"	"5"	"3"	"1"	"0"	"1"	"2"	"3"	"10"	"6"	"21"	"14"	"673"	"0"	"4"	"677"	"0"
"30"	"15"	"228"	"64"	"239"	"10"	"4"	"1"	"3"	"1"	"0"	"0"	"1"	"4"	"0"	"16"	"2"	"14"	"4"	"591"	"0"	"5"	"596"	"0"
"31"	"16"	"226"	"50"	"347"	"6"	"1"	"1"	"6"	"1"	"2"	"3"	"2"	"4"	"3"	"22"	"7"	"15"	"15"	"711"	"0"	"10"	"721"	"0"
"32"	"17"	"597"	"32"	"125"	"2"	"0"	"1"	"7"	"0"	"2"	"2"	"2"	"2"	"1"	"3"	"3"	"7"	"49"	"835"	"0"	"10"	"845"	"0"
"33"	"18"	"91"	"117"	"444"	"8"	"1"	"1"	"6"	"1"	"0"	"0"	"0"	"1"	"2"	"9"	"0"	"5"	"6"	"692"	"0"	"7"	"699"	"0"
"34"	"19"	"167"	"215"	"154"	"3"	"0"	"0"	"2"	"2"	"1"	"0"	"2"	"4"	"3"	"8"	"8"	"15"	"10"	"594"	"0"	"4"	"598"	"0"
"35"	"20"	"209"	"93"	"66"	"11"	"2"	"0"	"1"	"1"	"2"	"0"	"1"	"1"	"2"	"7"	"11"	"23"	"6"	"436"	"0"	"2"	"438"	"0"
"36"	"21"	"75"	"96"	"203"	"5"	"1"	"0"	"2"	"0"	"0"	"1"	"3"	"0"	"2"	"6"	"3"	"10"	"2"	"409"	"0"	"3"	"412"	"0"
"37"	"22"	"26"	"60"	"325"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"7"	"0"	"3"	"1"	"427"	"0"	"3"	"430"	"0"
"38"	"23"	"71"	"82"	"278"	"2"	"2"	"1"	"0"	"2"	"2"	"1"	"1"	"1"	"5"	"13"	"4"	"8"	"2"	"475"	"0"	"0"	"475"	"0"
"39"	"24"	"81"	"37"	"360"	"4"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"2"	"9"	"0"	"3"	"6"	"507"	"0"	"7"	"514"	"0"
"40"	"25"	"24"	"28"	"364"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"23"	"1"	"10"	"0"	"461"	"0"	"6"	"467"	"0"
"41"	"26"	"45"	"205"	"119"	"2"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"2"	"5"	"6"	"6"	"7"	"2"	"404"	"0"	"3"	"407"	"0"
"42"	"27"	"94"	"430"	"46"	"3"	"0"	"0"	"6"	"1"	"3"	"3"	"0"	"3"	"2"	"2"	"7"	"8"	"5"	"613"	"0"	"18"	"631"	"0"
"43"	"28"	"71"	"253"	"30"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"359"	"0"	"0"	"359"	"0"
"44"	"29"	"187"	"513"	"65"	"1"	"1"	"4"	"2"	"2"	"4"	"1"	"3"	"0"	"1"	"4"	"4"	"5"	"2"	"799"	"0"	"2"	"801"	"0"
"45"	"30"	"398"	"315"	"27"	"1"	"3"	"1"	"5"	"3"	"2"	"0"	"1"	"1"	"3"	"5"	"6"	"11"	"12"	"794"	"0"	"9"	"803"	"0"
"46"	"31"	"115"	"521"	"76"	"2"	"0"	"1"	"7"	"0"	"3"	"0"	"2"	"5"	"4"	"3"	"7"	"12"	"7"	"765"	"0"	"12"	"777"	"0"
"47"	"32"	"192"	"457"	"27"	"7"	"1"	"2"	"5"	"3"	"1"	"0"	"3"	"10"	"6"	"11"	"17"	"7"	"6"	"755"	"0"	"8"	"763"	"0"
"48"	"33"	"235"	"45"	"17"	"0"	"0"	"0"	"4"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"3"	"2"	"311"	"0"	"0"	"311"	"0"
"49"	"34"	"237"	"407"	"80"	"1"	"1"	"1"	"5"	"2"	"0"	"0"	"1"	"2"	"8"	"2"	"10"	"14"	"15"	"786"	"0"	"15"	"801"	"0"
"50"	"35"	"55"	"345"	"25"	"0"	"2"	"3"	"5"	"0"	"2"	"1"	"1"	"1"	"0"	"1"	"3"	"4"	"1"	"449"	"0"	"1"	"450"	"0"
"51"	"36"	"122"	"363"	"131"	"3"	"7"	"0"	"4"	"2"	"1"	"1"	"3"	"5"	"1"	"3"	"3"	"7"	"4"	"660"	"0"	"3"	"663"	"0"
"52"	"37"	"97"	"562"	"26"	"0"	"2"	"1"	"5"	"1"	"0"	"1"	"0"	"0"	"2"	"1"	"1"	"6"	"1"	"706"	"0"	"4"	"710"	"0"
"53"	"38"	"153"	"27"	"20"	"0"	"0"	"0"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"8"	"2"	"215"	"0"	"1"	"216"	"0"
"54"	"39"	"441"	"56"	"46"	"2"	"2"	"1"	"3"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"7"	"26"	"6"	"595"	"0"	"1"	"596"	"0"
"55"	"40"	"387"	"47"	"46"	"1"	"1"	"2"	"3"	"0"	"0"	"1"	"0"	"2"	"0"	"3"	"2"	"7"	"7"	"509"	"0"	"2"	"511"	"0"
"56"	"41"	"308"	"2"	"4"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"5"	"8"	"331"	"0"	"3"	"334"	"0"
"57"	"42"	"409"	"289"	"40"	"3"	"1"	"5"	"8"	"1"	"3"	"3"	"3"	"3"	"4"	"3"	"6"	"15"	"4"	"800"	"0"	"1"	"801"	"0"
"58"	"43"	"213"	"413"	"60"	"1"	"0"	"2"	"3"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"8"	"16"	"2"	"722"	"0"	"5"	"727"	"0"
"59"	"44"	"119"	"406"	"88"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"1"	"0"	"1"	"3"	"5"	"7"	"4"	"638"	"0"	"6"	"644"	"0"
"60"	"45"	"90"	"156"	"58"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"310"	"0"	"1"	"311"	"0"
"61"	"46"	"116"	"317"	"191"	"3"	"2"	"0"	"2"	"1"	"3"	"1"	"2"	"4"	"6"	"11"	"15"	"21"	"2"	"697"	"0"	"9"	"706"	"0"
"62"	"47"	"71"	"113"	"87"	"2"	"2"	"3"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"5"	"4"	"7"	"4"	"301"	"0"	"7"	"308"	"0"
"63"	"48"	"117"	"222"	"121"	"4"	"1"	"5"	"2"	"0"	"1"	"0"	"0"	"2"	"2"	"6"	"7"	"11"	"1"	"502"	"0"	"3"	"505"	"0"
"64"	"49"	"107"	"294"	"71"	"5"	"2"	"2"	"4"	"1"	"2"	"4"	"0"	"4"	"2"	"10"	"7"	"7"	"8"	"530"	"0"	"6"	"536"	"0"
"65"	"50"	"497"	"237"	"120"	"6"	"1"	"0"	"4"	"2"	"9"	"1"	"4"	"9"	"5"	"9"	"9"	"35"	"21"	"969"	"0"	"14"	"983"	"0"
"66"	"51"	"526"	"192"	"60"	"47"	"2"	"6"	"3"	"2"	"3"	"1"	"5"	"4"	"9"	"6"	"18"	"46"	"12"	"942"	"0"	"7"	"949"	"0"
"67"	"52"	"473"	"184"	"34"	"2"	"2"	"5"	"7"	"4"	"1"	"1"	"1"	"3"	"7"	"9"	"7"	"30"	"21"	"791"	"0"	"10"	"801"	"0"
"68"	"53"	"479"	"318"	"16"	"2"	"1"	"3"	"3"	"3"	"0"	"3"	"4"	"7"	"6"	"1"	"14"	"21"	"17"	"898"	"0"	"9"	"907"	"0"
"69"	"54"	"203"	"325"	"36"	"1"	"3"	"2"	"1"	"2"	"0"	"0"	"1"	"4"	"2"	"6"	"14"	"11"	"1"	"612"	"0"	"5"	"617"	"0"
"70"	"55"	"284"	"206"	"46"	"4"	"3"	"10"	"6"	"4"	"3"	"0"	"4"	"5"	"6"	"6"	"6"	"19"	"31"	"643"	"0"	"18"	"661"	"0"
"71"	"56"	"397"	"119"	"61"	"3"	"0"	"7"	"3"	"2"	"3"	"1"	"2"	"3"	"2"	"4"	"7"	"6"	"2"	"622"	"0"	"1"	"623"	"0"
"72"	"57"	"8"	"94"	"584"	"12"	"4"	"0"	"1"	"0"	"2"	"2"	"2"	"2"	"4"	"21"	"5"	"6"	"1"	"748"	"0"	"14"	"762"	"0"
"73"	"58"	"102"	"655"	"32"	"0"	"2"	"0"	"1"	"1"	"0"	"2"	"1"	"2"	"2"	"5"	"7"	"7"	"3"	"822"	"0"	"8"	"830"	"0"
"74"	"59"	"36"	"211"	"6"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"3"	"2"	"0"	"1"	"3"	"2"	"267"	"0"	"4"	"271"	"0"
"75"	"60"	"112"	"544"	"16"	"1"	"0"	"0"	"2"	"1"	"0"	"2"	"2"	"4"	"1"	"4"	"8"	"10"	"10"	"717"	"0"	"45"	"762"	"0"
"76"	"61"	"248"	"331"	"48"	"4"	"2"	"1"	"7"	"3"	"1"	"0"	"0"	"3"	"2"	"1"	"8"	"13"	"1"	"673"	"0"	"7"	"680"	"0"
"77"	"62"	"273"	"285"	"37"	"6"	"0"	"6"	"2"	"1"	"5"	"4"	"4"	"8"	"8"	"4"	"10"	"22"	"11"	"686"	"0"	"5"	"691"	"0"
"78"	"63"	"348"	"244"	"26"	"14"	"2"	"86"	"8"	"4"	"0"	"4"	"9"	"13"	"8"	"8"	"9"	"44"	"4"	"831"	"0"	"11"	"842"	"0"
"79"	"64"	"303"	"18"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"9"	"10"	"346"	"0"	"0"	"346"	"0"
"80"	"65"	"541"	"84"	"21"	"6"	"1"	"1"	"2"	"2"	"0"	"3"	"1"	"1"	"1"	"3"	"3"	"16"	"12"	"698"	"0"	"0"	"698"	"0"
"81"	"66"	"447"	"25"	"7"	"2"	"3"	"1"	"1"	"2"	"1"	"0"	"1"	"3"	"0"	"1"	"1"	"21"	"15"	"531"	"0"	"5"	"536"	"0"
"82"	"67"	"130"	"239"	"268"	"8"	"0"	"1"	"4"	"1"	"2"	"0"	"3"	"5"	"3"	"11"	"8"	"20"	"4"	"707"	"0"	"5"	"712"	"0"
"83"	"68"	"179"	"88"	"176"	"7"	"0"	"2"	"3"	"3"	"3"	"3"	"4"	"8"	"4"	"10"	"6"	"38"	"34"	"568"	"0"	"29"	"597"	"0"
"84"	"69"	"377"	"68"	"8"	"2"	"0"	"11"	"3"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"2"	"12"	"13"	"499"	"0"	"4"	"503"	"0"
"85"	"70"	"315"	"60"	"10"	"1"	"1"	"0"	"1"	"2"	"0"	"3"	"2"	"2"	"1"	"3"	"7"	"10"	"13"	"431"	"0"	"4"	"435"	"0"
"86"	"71"	"94"	"387"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"3"	"0"	"0"	"1"	"0"	"3"	"491"	"0"	"3"	"494"	"0"
"87"	"72"	"569"	"131"	"69"	"89"	"5"	"2"	"2"	"3"	"4"	"2"	"2"	"2"	"3"	"3"	"5"	"7"	"3"	"901"	"0"	"2"	"903"	"0"
"88"	"73"	"221"	"163"	"14"	"1"	"0"	"2"	"2"	"0"	"2"	"1"	"1"	"1"	"1"	"1"	"11"	"20"	"31"	"472"	"0"	"24"	"496"	"0"
"89"	"74"	"182"	"158"	"8"	"2"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"1"	"1"	"2"	"3"	"5"	"5"	"371"	"0"	"4"	"375"	"0"
"90"	"75"	"103"	"591"	"9"	"1"	"1"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"4"	"2"	"8"	"6"	"6"	"737"	"0"	"12"	"749"	"0"
"91"	"76"	"232"	"106"	"286"	"6"	"2"	"2"	"3"	"1"	"3"	"1"	"2"	"0"	"5"	"35"	"11"	"27"	"9"	"731"	"0"	"5"	"736"	"0"
"92"	"77"	"516"	"90"	"234"	"3"	"7"	"3"	"22"	"2"	"1"	"3"	"4"	"4"	"6"	"14"	"12"	"34"	"3"	"958"	"0"	"0"	"958"	"0"
"93"	"78"	"216"	"331"	"105"	"6"	"1"	"4"	"2"	"6"	"3"	"4"	"2"	"8"	"6"	"9"	"13"	"29"	"30"	"775"	"0"	"26"	"801"	"0"
"94"	"79"	"319"	"421"	"59"	"0"	"2"	"2"	"9"	"1"	"1"	"1"	"3"	"1"	"3"	"3"	"15"	"19"	"10"	"869"	"0"	"10"	"879"	"0"
"95"	"80"	"290"	"116"	"95"	"3"	"1"	"0"	"0"	"0"	"4"	"1"	"2"	"2"	"3"	"6"	"5"	"10"	"8"	"546"	"0"	"3"	"549"	"0"
"96"	"81"	"582"	"42"	"1"	"1"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"7"	"24"	"664"	"0"	"2"	"666"	"0"
"97"	"82"	"325"	"56"	"30"	"0"	"2"	"1"	"0"	"0"	"2"	"0"	"1"	"2"	"0"	"3"	"8"	"3"	"5"	"438"	"0"	"3"	"441"	"0"
"98"	"83"	"98"	"335"	"137"	"2"	"0"	"0"	"0"	"3"	"4"	"4"	"1"	"5"	"4"	"12"	"13"	"7"	"10"	"635"	"0"	"17"	"652"	"0"
"99"	"84"	"73"	"216"	"33"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"5"	"8"	"6"	"0"	"353"	"0"	"5"	"358"	"0"
"100"	"85"	"135"	"343"	"25"	"21"	"1"	"1"	"1"	"0"	"3"	"1"	"0"	"5"	"3"	"3"	"10"	"19"	"4"	"575"	"0"	"7"	"582"	"0"
"101"	"86"	"370"	"4"	"52"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"3"	"3"	"2"	"2"	"1"	"2"	"1"	"444"	"0"	"1"	"445"	"0"
"102"	"87"	"371"	"102"	"59"	"7"	"4"	"1"	"3"	"0"	"1"	"1"	"1"	"4"	"3"	"3"	"3"	"8"	"7"	"578"	"0"	"4"	"582"	"0"
"103"	"88"	"239"	"32"	"12"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"1"	"0"	"6"	"1"	"296"	"0"	"1"	"297"	"0"
"104"	"89"	"229"	"538"	"30"	"19"	"0"	"1"	"3"	"0"	"2"	"1"	"2"	"0"	"0"	"5"	"6"	"8"	"8"	"852"	"0"	"10"	"862"	"0"
"105"	"90"	"190"	"53"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"2"	"7"	"9"	"277"	"0"	"2"	"279"	"0"
"106"	"91"	"791"	"51"	"12"	"0"	"0"	"1"	"3"	"1"	"1"	"1"	"0"	"0"	"3"	"1"	"6"	"33"	"29"	"933"	"0"	"9"	"942"	"0"
"107"	"92"	"226"	"570"	"27"	"4"	"1"	"1"	"1"	"1"	"4"	"0"	"3"	"8"	"3"	"3"	"18"	"31"	"19"	"920"	"0"	"22"	"942"	"0"
"108"	"93"	"404"	"269"	"24"	"1"	"0"	"3"	"2"	"1"	"1"	"2"	"1"	"3"	"3"	"4"	"24"	"20"	"31"	"793"	"0"	"14"	"807"	"0"
"109"	"94"	"1022"	"82"	"19"	"1"	"3"	"3"	"1"	"0"	"2"	"2"	"0"	"1"	"0"	"2"	"4"	"22"	"30"	"1194"	"0"	"9"	"1203"	"0"
"110"	"95"	"40"	"271"	"29"	"1"	"0"	"0"	"11"	"0"	"2"	"0"	"0"	"1"	"0"	"2"	"2"	"1"	"2"	"362"	"0"	"2"	"364"	"0"
"111"	"96"	"42"	"571"	"1"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"5"	"4"	"0"	"628"	"0"	"5"	"633"	"0"
"112"	"97"	"242"	"92"	"54"	"1"	"1"	"1"	"3"	"0"	"1"	"2"	"2"	"2"	"0"	"6"	"2"	"17"	"0"	"426"	"0"	"2"	"428"	"0"
"113"	"98"	"237"	"132"	"67"	"4"	"1"	"1"	"4"	"1"	"0"	"0"	"0"	"1"	"4"	"3"	"5"	"25"	"4"	"489"	"0"	"0"	"489"	"0"
"114"	"99"	"552"	"164"	"33"	"5"	"1"	"0"	"2"	"1"	"0"	"2"	"2"	"1"	"2"	"5"	"0"	"16"	"14"	"800"	"0"	"6"	"806"	"0"
"115"	"100"	"212"	"149"	"82"	"0"	"2"	"1"	"2"	"0"	"0"	"1"	"0"	"1"	"1"	"5"	"4"	"8"	"3"	"471"	"0"	"2"	"473"	"0"
"116"	"101"	"83"	"408"	"15"	"1"	"1"	"2"	"3"	"0"	"1"	"1"	"0"	"4"	"1"	"1"	"15"	"13"	"9"	"558"	"0"	"10"	"568"	"0"
"117"	"101A"	"45"	"470"	"7"	"8"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"1"	"2"	"4"	"6"	"546"	"0"	"10"	"556"	"0"
"118"	"102"	"69"	"754"	"18"	"3"	"1"	"0"	"3"	"0"	"1"	"0"	"1"	"0"	"0"	"3"	"15"	"6"	"2"	"876"	"0"	"13"	"889"	"0"
"119"	"103"	"368"	"57"	"22"	"2"	"2"	"1"	"0"	"2"	"0"	"0"	"2"	"0"	"1"	"2"	"2"	"8"	"4"	"473"	"0"	"1"	"474"	"0"
"120"	"104"	"390"	"166"	"74"	"3"	"0"	"1"	"8"	"1"	"3"	"4"	"3"	"2"	"3"	"2"	"12"	"14"	"19"	"705"	"0"	"13"	"718"	"0"
"121"	"105"	"166"	"308"	"27"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"6"	"7"	"12"	"11"	"541"	"0"	"7"	"548"	"0"
"122"	"106"	"16"	"594"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"6"	"1"	"1"	"632"	"0"	"12"	"644"	"0"
"123"	"107"	"436"	"46"	"137"	"0"	"1"	"1"	"2"	"1"	"1"	"0"	"4"	"3"	"1"	"12"	"5"	"33"	"22"	"705"	"0"	"7"	"712"	"0"
"124"	"108"	"373"	"24"	"48"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"1"	"1"	"3"	"1"	"4"	"20"	"7"	"486"	"0"	"2"	"488"	"0"
"125"	"109"	"29"	"21"	"396"	"4"	"3"	"1"	"3"	"1"	"0"	"1"	"1"	"3"	"1"	"8"	"0"	"13"	"1"	"486"	"0"	"4"	"490"	"0"
"126"	"110"	"27"	"142"	"113"	"3"	"1"	"3"	"4"	"3"	"3"	"4"	"3"	"5"	"4"	"6"	"7"	"7"	"0"	"335"	"0"	"2"	"337"	"0"
"127"	"111"	"47"	"61"	"470"	"5"	"2"	"1"	"2"	"1"	"2"	"3"	"2"	"3"	"6"	"8"	"1"	"12"	"2"	"628"	"0"	"7"	"635"	"0"
"128"	"112"	"34"	"33"	"456"	"4"	"0"	"1"	"12"	"1"	"0"	"0"	"1"	"2"	"1"	"11"	"3"	"4"	"4"	"567"	"0"	"2"	"569"	"0"
"129"	"113"	"122"	"47"	"81"	"2"	"0"	"2"	"4"	"1"	"4"	"1"	"1"	"6"	"5"	"6"	"7"	"9"	"2"	"300"	"0"	"0"	"300"	"0"
"130"	"114"	"75"	"55"	"688"	"9"	"1"	"0"	"12"	"4"	"3"	"3"	"1"	"6"	"8"	"33"	"8"	"17"	"1"	"924"	"0"	"5"	"929"	"0"
"131"	"115"	"22"	"292"	"157"	"8"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"7"	"5"	"6"	"0"	"501"	"0"	"4"	"505"	"0"
"132"	"116"	"24"	"160"	"314"	"4"	"0"	"0"	"2"	"3"	"0"	"0"	"2"	"2"	"0"	"10"	"6"	"6"	"4"	"537"	"0"	"15"	"552"	"0"
"133"	"117"	"153"	"63"	"274"	"2"	"1"	"1"	"3"	"2"	"1"	"1"	"1"	"2"	"2"	"8"	"2"	"9"	"0"	"525"	"0"	"1"	"526"	"0"
"134"	"118"	"9"	"36"	"474"	"7"	"1"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"3"	"10"	"0"	"4"	"3"	"551"	"0"	"0"	"551"	"0"
"135"	"119"	"27"	"120"	"414"	"12"	"5"	"0"	"3"	"2"	"4"	"1"	"5"	"7"	"4"	"33"	"6"	"10"	"8"	"661"	"0"	"13"	"674"	"0"
"136"	"120"	"168"	"274"	"205"	"2"	"0"	"1"	"11"	"1"	"1"	"1"	"1"	"2"	"4"	"13"	"14"	"8"	"7"	"713"	"0"	"10"	"723"	"0"
"137"	"121"	"100"	"30"	"176"	"1"	"0"	"1"	"5"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"0"	"7"	"3"	"327"	"0"	"1"	"328"	"0"
"138"	"122"	"52"	"54"	"212"	"5"	"1"	"1"	"12"	"0"	"1"	"0"	"2"	"3"	"3"	"9"	"3"	"15"	"2"	"375"	"0"	"4"	"379"	"0"
"139"	"123"	"149"	"401"	"7"	"1"	"1"	"0"	"0"	"1"	"2"	"0"	"0"	"2"	"0"	"4"	"5"	"7"	"5"	"585"	"0"	"16"	"601"	"0"
"140"	"124"	"295"	"94"	"84"	"2"	"0"	"2"	"1"	"0"	"1"	"0"	"0"	"3"	"8"	"13"	"7"	"44"	"19"	"573"	"0"	"9"	"582"	"0"
"141"	"125"	"20"	"183"	"140"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"3"	"0"	"3"	"1"	"357"	"0"	"4"	"361"	"0"
"142"	"126"	"102"	"287"	"230"	"5"	"1"	"1"	"9"	"2"	"2"	"4"	"5"	"4"	"7"	"15"	"15"	"25"	"2"	"716"	"0"	"7"	"723"	"0"
"143"	"127"	"105"	"230"	"186"	"5"	"0"	"0"	"2"	"1"	"0"	"2"	"3"	"0"	"8"	"17"	"15"	"20"	"5"	"599"	"0"	"6"	"605"	"0"
