"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"26"	"14"	"2"	"303"	"46"	"14"	"1"	"7"	"4"	"2"	"8"	"0"	"6"	"393"	"0"	"8"	"401"	"0"
"27"	"15"	"5"	"199"	"156"	"21"	"5"	"2"	"2"	"1"	"12"	"8"	"10"	"421"	"0"	"21"	"442"	"0"
"28"	"16"	"0"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"0"	"0"	"8"	"0"
"29"	"17"	"5"	"281"	"106"	"31"	"1"	"1"	"2"	"0"	"5"	"4"	"7"	"443"	"0"	"9"	"452"	"0"
"30"	"18"	"5"	"114"	"212"	"30"	"2"	"1"	"5"	"0"	"2"	"8"	"6"	"385"	"0"	"5"	"390"	"0"
"31"	"19"	"19"	"309"	"155"	"18"	"7"	"1"	"4"	"2"	"5"	"9"	"5"	"534"	"0"	"15"	"549"	"0"
"32"	"20"	"4"	"126"	"132"	"36"	"1"	"4"	"10"	"1"	"0"	"2"	"5"	"321"	"0"	"3"	"324"	"0"
"33"	"21"	"23"	"338"	"96"	"29"	"6"	"1"	"4"	"0"	"9"	"6"	"2"	"514"	"0"	"8"	"522"	"0"
"34"	"22"	"12"	"334"	"66"	"62"	"5"	"0"	"0"	"3"	"4"	"7"	"8"	"501"	"0"	"13"	"514"	"0"
"35"	"23"	"8"	"184"	"171"	"164"	"2"	"3"	"4"	"1"	"1"	"8"	"5"	"551"	"0"	"6"	"557"	"0"
"36"	"24"	"43"	"338"	"114"	"48"	"3"	"0"	"2"	"4"	"9"	"13"	"9"	"583"	"0"	"15"	"598"	"0"
"37"	"25"	"5"	"337"	"257"	"32"	"5"	"1"	"0"	"0"	"4"	"4"	"2"	"647"	"0"	"4"	"651"	"0"
"38"	"26"	"16"	"323"	"319"	"101"	"7"	"1"	"3"	"1"	"9"	"18"	"6"	"804"	"0"	"18"	"822"	"0"
"39"	"27"	"9"	"277"	"157"	"26"	"4"	"1"	"2"	"3"	"5"	"2"	"3"	"489"	"0"	"9"	"498"	"0"
"40"	"28"	"5"	"399"	"69"	"50"	"3"	"1"	"3"	"1"	"6"	"4"	"9"	"550"	"0"	"9"	"559"	"0"
"41"	"29"	"11"	"281"	"100"	"74"	"7"	"3"	"3"	"0"	"4"	"5"	"12"	"500"	"0"	"16"	"516"	"0"
"42"	"30"	"15"	"352"	"170"	"60"	"3"	"0"	"2"	"2"	"9"	"11"	"6"	"630"	"0"	"12"	"642"	"0"
"43"	"31"	"11"	"282"	"226"	"12"	"3"	"0"	"1"	"2"	"4"	"7"	"10"	"558"	"0"	"10"	"568"	"0"
"44"	"32"	"10"	"319"	"116"	"71"	"4"	"3"	"1"	"2"	"3"	"4"	"3"	"536"	"0"	"14"	"550"	"0"
"45"	"33"	"1"	"421"	"97"	"52"	"3"	"0"	"3"	"0"	"2"	"1"	"5"	"585"	"0"	"0"	"585"	"0"
"46"	"34"	"2"	"386"	"150"	"32"	"2"	"0"	"2"	"1"	"8"	"5"	"11"	"599"	"0"	"13"	"612"	"0"
"47"	"35"	"1"	"283"	"16"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"305"	"0"	"1"	"306"	"0"
"48"	"36"	"18"	"422"	"105"	"41"	"2"	"1"	"9"	"4"	"6"	"5"	"6"	"619"	"0"	"7"	"626"	"0"
"49"	"37"	"15"	"298"	"438"	"99"	"6"	"5"	"8"	"4"	"10"	"26"	"8"	"917"	"0"	"22"	"939"	"0"
"50"	"38"	"9"	"268"	"214"	"179"	"2"	"4"	"8"	"4"	"8"	"16"	"8"	"720"	"0"	"13"	"733"	"0"
"51"	"39"	"1"	"22"	"269"	"198"	"3"	"1"	"2"	"3"	"3"	"6"	"7"	"515"	"0"	"11"	"526"	"0"
"52"	"40"	"2"	"83"	"404"	"23"	"2"	"0"	"1"	"0"	"2"	"2"	"1"	"520"	"0"	"3"	"523"	"0"
"53"	"41"	"9"	"255"	"106"	"15"	"1"	"0"	"1"	"0"	"2"	"8"	"3"	"400"	"0"	"2"	"402"	"0"
"54"	"42"	"7"	"535"	"58"	"14"	"2"	"2"	"1"	"0"	"1"	"2"	"8"	"630"	"0"	"7"	"637"	"0"
"55"	"43"	"7"	"409"	"192"	"46"	"3"	"0"	"2"	"4"	"11"	"1"	"9"	"684"	"0"	"23"	"707"	"0"
"56"	"44"	"3"	"407"	"118"	"10"	"0"	"1"	"2"	"1"	"4"	"4"	"2"	"552"	"0"	"11"	"563"	"0"
"57"	"45"	"12"	"291"	"155"	"28"	"5"	"3"	"2"	"1"	"6"	"7"	"7"	"517"	"0"	"8"	"525"	"0"
"58"	"46"	"6"	"158"	"152"	"25"	"5"	"2"	"0"	"0"	"6"	"1"	"0"	"355"	"0"	"3"	"358"	"0"
"59"	"47"	"14"	"230"	"89"	"47"	"8"	"3"	"1"	"1"	"5"	"8"	"6"	"412"	"0"	"9"	"421"	"0"
"60"	"48"	"14"	"72"	"393"	"133"	"7"	"3"	"4"	"1"	"6"	"14"	"0"	"647"	"0"	"26"	"673"	"0"
"61"	"49"	"15"	"150"	"407"	"45"	"8"	"3"	"5"	"3"	"7"	"19"	"11"	"673"	"0"	"14"	"687"	"0"
"62"	"50"	"5"	"416"	"175"	"142"	"2"	"1"	"4"	"1"	"8"	"13"	"10"	"777"	"0"	"17"	"794"	"0"
"63"	"51"	"10"	"235"	"236"	"30"	"5"	"2"	"0"	"0"	"3"	"8"	"3"	"532"	"0"	"12"	"544"	"0"
"64"	"51A"	"3"	"61"	"309"	"18"	"7"	"0"	"2"	"1"	"4"	"11"	"4"	"420"	"0"	"3"	"423"	"0"
"65"	"52"	"7"	"374"	"30"	"14"	"1"	"2"	"3"	"0"	"1"	"2"	"3"	"437"	"0"	"5"	"442"	"0"
"66"	"53"	"14"	"354"	"177"	"81"	"1"	"1"	"3"	"1"	"10"	"13"	"11"	"666"	"0"	"9"	"675"	"0"
"67"	"54"	"21"	"412"	"335"	"31"	"6"	"2"	"3"	"0"	"6"	"22"	"10"	"848"	"0"	"15"	"863"	"0"
"68"	"55"	"18"	"501"	"211"	"49"	"4"	"3"	"1"	"4"	"9"	"18"	"27"	"845"	"0"	"23"	"868"	"0"
"69"	"56"	"5"	"498"	"278"	"39"	"7"	"2"	"3"	"1"	"4"	"13"	"7"	"857"	"0"	"10"	"867"	"0"
"70"	"57"	"19"	"397"	"292"	"48"	"5"	"0"	"5"	"5"	"10"	"14"	"16"	"811"	"0"	"26"	"837"	"0"
"71"	"58"	"3"	"323"	"167"	"45"	"1"	"2"	"2"	"3"	"1"	"7"	"6"	"560"	"0"	"10"	"570"	"0"
"72"	"59"	"6"	"234"	"129"	"11"	"1"	"2"	"3"	"1"	"0"	"4"	"4"	"395"	"0"	"14"	"409"	"0"
"73"	"60"	"9"	"317"	"168"	"14"	"3"	"0"	"2"	"3"	"10"	"11"	"10"	"547"	"0"	"19"	"566"	"0"
"74"	"61"	"9"	"132"	"186"	"24"	"7"	"3"	"2"	"4"	"7"	"24"	"8"	"406"	"0"	"19"	"425"	"0"
"75"	"62"	"8"	"38"	"233"	"35"	"3"	"1"	"1"	"0"	"7"	"19"	"7"	"352"	"0"	"8"	"360"	"0"
"76"	"63"	"5"	"158"	"115"	"29"	"2"	"0"	"1"	"1"	"4"	"6"	"3"	"324"	"0"	"6"	"330"	"0"
"77"	"64"	"13"	"469"	"91"	"38"	"5"	"1"	"0"	"2"	"9"	"14"	"19"	"661"	"0"	"21"	"682"	"0"
"78"	"65"	"12"	"433"	"174"	"30"	"6"	"2"	"2"	"4"	"3"	"11"	"9"	"686"	"0"	"26"	"712"	"0"
"79"	"66"	"1"	"316"	"76"	"24"	"0"	"1"	"0"	"0"	"2"	"1"	"3"	"424"	"0"	"7"	"431"	"0"
"80"	"67"	"5"	"265"	"60"	"52"	"2"	"2"	"3"	"3"	"7"	"4"	"6"	"409"	"0"	"10"	"419"	"0"
"81"	"68"	"4"	"197"	"425"	"16"	"5"	"0"	"3"	"2"	"5"	"12"	"4"	"673"	"0"	"10"	"683"	"0"
"82"	"69"	"10"	"239"	"83"	"18"	"2"	"0"	"0"	"2"	"1"	"5"	"2"	"362"	"0"	"2"	"364"	"0"
"83"	"70"	"1"	"165"	"101"	"6"	"2"	"1"	"0"	"2"	"4"	"1"	"3"	"286"	"0"	"12"	"298"	"0"
"84"	"71"	"5"	"262"	"298"	"15"	"4"	"2"	"1"	"0"	"9"	"13"	"6"	"615"	"0"	"19"	"634"	"0"
"85"	"72"	"4"	"113"	"84"	"4"	"3"	"0"	"1"	"0"	"0"	"2"	"2"	"213"	"0"	"3"	"216"	"0"
"86"	"73"	"3"	"133"	"49"	"6"	"3"	"0"	"0"	"1"	"0"	"4"	"2"	"201"	"0"	"3"	"204"	"0"
"87"	"74"	"14"	"188"	"109"	"433"	"6"	"3"	"4"	"2"	"7"	"4"	"4"	"774"	"0"	"8"	"782"	"0"
"88"	"75"	"10"	"255"	"100"	"61"	"4"	"0"	"2"	"0"	"3"	"6"	"4"	"445"	"0"	"6"	"451"	"0"
"89"	"76"	"2"	"78"	"65"	"65"	"4"	"0"	"3"	"1"	"0"	"2"	"1"	"221"	"0"	"5"	"226"	"0"
"90"	"77"	"2"	"149"	"4"	"57"	"1"	"1"	"0"	"0"	"4"	"1"	"1"	"220"	"0"	"2"	"222"	"0"
"91"	"78"	"2"	"207"	"62"	"29"	"1"	"0"	"0"	"0"	"1"	"1"	"2"	"305"	"0"	"0"	"305"	"0"
"92"	"79"	"8"	"230"	"79"	"53"	"1"	"2"	"3"	"1"	"1"	"3"	"3"	"384"	"0"	"2"	"386"	"0"
"93"	"80"	"13"	"264"	"44"	"191"	"2"	"1"	"3"	"3"	"1"	"4"	"4"	"530"	"0"	"5"	"535"	"0"
"94"	"81"	"6"	"205"	"126"	"95"	"2"	"1"	"3"	"1"	"1"	"8"	"4"	"452"	"0"	"7"	"459"	"0"
"95"	"82"	"8"	"171"	"56"	"18"	"0"	"2"	"2"	"6"	"4"	"6"	"3"	"276"	"0"	"8"	"284"	"0"
"96"	"83"	"17"	"158"	"261"	"18"	"4"	"1"	"1"	"1"	"8"	"12"	"11"	"492"	"0"	"15"	"507"	"0"
"97"	"84"	"7"	"169"	"262"	"107"	"5"	"5"	"2"	"4"	"9"	"13"	"7"	"590"	"0"	"21"	"611"	"0"
"98"	"85"	"15"	"122"	"431"	"22"	"6"	"2"	"2"	"1"	"7"	"17"	"15"	"640"	"0"	"12"	"652"	"0"
"99"	"86"	"6"	"333"	"130"	"13"	"3"	"0"	"0"	"1"	"12"	"5"	"9"	"512"	"0"	"13"	"525"	"0"
"100"	"87"	"8"	"273"	"116"	"2"	"1"	"0"	"0"	"0"	"0"	"6"	"6"	"412"	"0"	"10"	"422"	"0"
"101"	"88"	"2"	"18"	"196"	"63"	"2"	"0"	"4"	"0"	"5"	"3"	"3"	"296"	"0"	"5"	"301"	"0"
"102"	"89"	"6"	"500"	"147"	"7"	"5"	"5"	"1"	"5"	"3"	"5"	"5"	"689"	"0"	"12"	"701"	"0"
"103"	"90"	"1"	"796"	"49"	"31"	"1"	"1"	"3"	"2"	"1"	"2"	"4"	"891"	"0"	"14"	"905"	"0"
"104"	"91"	"32"	"208"	"44"	"144"	"4"	"3"	"5"	"5"	"14"	"9"	"8"	"476"	"0"	"21"	"497"	"0"
"105"	"92"	"13"	"65"	"369"	"61"	"1"	"2"	"1"	"0"	"3"	"19"	"4"	"538"	"0"	"7"	"545"	"0"
"106"	"92A"	"8"	"48"	"334"	"38"	"3"	"2"	"1"	"2"	"3"	"11"	"2"	"452"	"0"	"10"	"462"	"0"
"107"	"93"	"10"	"82"	"357"	"22"	"2"	"2"	"1"	"0"	"6"	"6"	"2"	"490"	"0"	"13"	"503"	"0"
"108"	"93A"	"6"	"73"	"212"	"12"	"4"	"2"	"2"	"1"	"5"	"14"	"4"	"335"	"0"	"17"	"352"	"0"
"109"	"94"	"10"	"184"	"241"	"21"	"4"	"1"	"0"	"2"	"6"	"8"	"5"	"482"	"0"	"9"	"491"	"0"
"110"	"94A"	"15"	"109"	"162"	"112"	"3"	"1"	"2"	"2"	"11"	"8"	"9"	"434"	"0"	"7"	"441"	"0"
"111"	"95"	"12"	"359"	"103"	"34"	"3"	"3"	"3"	"6"	"12"	"13"	"17"	"565"	"0"	"19"	"584"	"0"
"112"	"96"	"8"	"393"	"19"	"106"	"2"	"3"	"8"	"1"	"6"	"5"	"13"	"564"	"0"	"19"	"583"	"0"
"113"	"97"	"26"	"299"	"278"	"94"	"16"	"3"	"7"	"10"	"23"	"18"	"16"	"790"	"0"	"18"	"808"	"0"
"114"	"98"	"15"	"470"	"234"	"55"	"4"	"2"	"6"	"4"	"15"	"5"	"7"	"817"	"0"	"12"	"829"	"0"
"115"	"99"	"14"	"327"	"356"	"195"	"4"	"5"	"4"	"2"	"8"	"18"	"12"	"945"	"0"	"16"	"961"	"0"
"116"	"100"	"6"	"47"	"92"	"260"	"11"	"7"	"8"	"3"	"13"	"11"	"8"	"466"	"0"	"32"	"498"	"0"
"117"	"101"	"25"	"199"	"471"	"163"	"9"	"2"	"7"	"5"	"12"	"14"	"15"	"922"	"0"	"35"	"957"	"0"
"118"	"102"	"23"	"264"	"269"	"204"	"12"	"3"	"8"	"3"	"12"	"25"	"8"	"831"	"0"	"25"	"856"	"0"
"119"	"103"	"10"	"134"	"570"	"47"	"6"	"0"	"0"	"0"	"5"	"12"	"5"	"789"	"0"	"14"	"803"	"0"
"120"	"104"	"22"	"185"	"39"	"98"	"2"	"1"	"3"	"3"	"3"	"4"	"4"	"364"	"0"	"3"	"367"	"0"
"121"	"105"	"7"	"410"	"43"	"12"	"2"	"1"	"3"	"2"	"2"	"4"	"12"	"498"	"0"	"9"	"507"	"0"
"122"	"106"	"4"	"509"	"26"	"11"	"0"	"0"	"1"	"2"	"2"	"0"	"3"	"558"	"0"	"0"	"558"	"0"
"123"	"107"	"4"	"1037"	"15"	"15"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1073"	"0"	"1"	"1074"	"0"
"124"	"108"	"25"	"826"	"27"	"89"	"2"	"0"	"4"	"0"	"3"	"1"	"5"	"982"	"0"	"5"	"987"	"0"
"125"	"109"	"4"	"221"	"133"	"20"	"1"	"1"	"1"	"1"	"3"	"3"	"1"	"389"	"0"	"0"	"389"	"0"
"126"	"110"	"7"	"168"	"222"	"57"	"3"	"1"	"6"	"1"	"6"	"5"	"4"	"480"	"0"	"8"	"488"	"0"
"127"	"111"	"14"	"294"	"37"	"173"	"8"	"7"	"11"	"3"	"22"	"10"	"21"	"600"	"0"	"24"	"624"	"0"
"128"	"112"	"3"	"433"	"60"	"48"	"17"	"0"	"0"	"0"	"2"	"5"	"8"	"576"	"0"	"6"	"582"	"0"
"129"	"113"	"5"	"500"	"18"	"110"	"0"	"0"	"0"	"0"	"5"	"5"	"4"	"647"	"0"	"8"	"655"	"0"
"130"	"114"	"7"	"289"	"29"	"33"	"2"	"2"	"0"	"1"	"12"	"3"	"4"	"382"	"0"	"5"	"387"	"0"
"131"	"115"	"23"	"331"	"69"	"56"	"7"	"2"	"4"	"5"	"26"	"16"	"7"	"546"	"0"	"21"	"567"	"0"
"132"	"116"	"2"	"600"	"50"	"13"	"3"	"1"	"3"	"1"	"2"	"2"	"4"	"681"	"0"	"6"	"687"	"0"
"133"	"117"	"2"	"482"	"27"	"49"	"0"	"1"	"3"	"0"	"0"	"1"	"1"	"566"	"0"	"1"	"567"	"0"
"134"	"118"	"6"	"250"	"24"	"108"	"5"	"0"	"1"	"0"	"3"	"1"	"1"	"399"	"0"	"5"	"404"	"0"
"135"	"119"	"0"	"493"	"55"	"15"	"1"	"0"	"3"	"1"	"1"	"1"	"0"	"570"	"0"	"5"	"575"	"0"
"136"	"120"	"1"	"425"	"125"	"53"	"7"	"3"	"1"	"2"	"6"	"9"	"5"	"637"	"0"	"18"	"655"	"0"
"137"	"121"	"8"	"479"	"75"	"38"	"2"	"1"	"1"	"1"	"2"	"3"	"5"	"615"	"0"	"5"	"620"	"0"
"138"	"122"	"17"	"401"	"191"	"74"	"13"	"8"	"9"	"3"	"13"	"12"	"5"	"746"	"0"	"7"	"753"	"0"
"139"	"123"	"3"	"335"	"119"	"49"	"2"	"2"	"1"	"0"	"7"	"10"	"7"	"535"	"0"	"8"	"543"	"0"
"140"	"124"	"6"	"443"	"79"	"91"	"2"	"1"	"4"	"2"	"9"	"5"	"12"	"654"	"0"	"22"	"676"	"0"
"141"	"125"	"14"	"191"	"115"	"142"	"6"	"1"	"7"	"2"	"9"	"6"	"7"	"500"	"0"	"11"	"511"	"0"
"142"	"126"	"20"	"141"	"527"	"69"	"6"	"3"	"4"	"2"	"11"	"21"	"4"	"808"	"0"	"14"	"822"	"0"
"143"	"127"	"13"	"223"	"215"	"196"	"3"	"2"	"3"	"4"	"6"	"3"	"5"	"673"	"0"	"7"	"680"	"0"
"144"	"128"	"10"	"207"	"164"	"140"	"3"	"2"	"2"	"8"	"11"	"12"	"8"	"567"	"0"	"19"	"586"	"0"
"145"	"129"	"8"	"266"	"87"	"52"	"5"	"0"	"1"	"1"	"5"	"2"	"3"	"430"	"0"	"9"	"439"	"0"
"146"	"130"	"32"	"166"	"352"	"50"	"3"	"1"	"4"	"2"	"3"	"7"	"1"	"621"	"0"	"4"	"625"	"0"
"147"	"131"	"13"	"292"	"391"	"33"	"2"	"2"	"5"	"1"	"3"	"6"	"3"	"751"	"0"	"9"	"760"	"0"
"148"	"132"	"4"	"275"	"148"	"24"	"2"	"1"	"0"	"0"	"6"	"4"	"5"	"469"	"0"	"6"	"475"	"0"
"149"	"133"	"12"	"260"	"201"	"42"	"3"	"4"	"3"	"3"	"18"	"14"	"8"	"568"	"0"	"23"	"591"	"0"
"150"	"134"	"9"	"167"	"173"	"21"	"5"	"0"	"0"	"2"	"3"	"5"	"1"	"386"	"0"	"8"	"394"	"0"
"151"	"135"	"18"	"198"	"340"	"30"	"7"	"2"	"1"	"3"	"4"	"13"	"4"	"620"	"0"	"9"	"629"	"0"
"152"	"136"	"2"	"177"	"148"	"20"	"3"	"3"	"3"	"0"	"0"	"5"	"2"	"363"	"0"	"8"	"371"	"0"
"153"	"137"	"17"	"268"	"483"	"44"	"6"	"3"	"1"	"8"	"6"	"15"	"6"	"857"	"0"	"18"	"875"	"0"
"154"	"138"	"11"	"341"	"113"	"37"	"4"	"0"	"1"	"1"	"12"	"4"	"5"	"529"	"0"	"7"	"536"	"0"
"155"	"139"	"15"	"177"	"87"	"136"	"5"	"1"	"2"	"2"	"10"	"3"	"5"	"443"	"0"	"6"	"449"	"0"
"156"	"140"	"11"	"329"	"184"	"21"	"4"	"0"	"1"	"5"	"5"	"6"	"4"	"570"	"0"	"0"	"570"	"0"
"157"	"141"	"35"	"124"	"253"	"30"	"3"	"0"	"0"	"2"	"1"	"7"	"4"	"459"	"0"	"4"	"463"	"0"
"158"	"142"	"9"	"238"	"154"	"117"	"5"	"2"	"2"	"3"	"7"	"13"	"9"	"559"	"0"	"18"	"577"	"0"
"159"	"143"	"2"	"83"	"151"	"45"	"3"	"0"	"2"	"2"	"0"	"9"	"1"	"298"	"0"	"2"	"300"	"0"
"160"	"144"	"10"	"338"	"173"	"35"	"4"	"1"	"3"	"0"	"3"	"12"	"3"	"582"	"0"	"9"	"591"	"0"
"161"	"145"	"1"	"291"	"100"	"10"	"1"	"0"	"4"	"3"	"2"	"5"	"3"	"420"	"0"	"5"	"425"	"0"
"162"	"146"	"6"	"374"	"190"	"20"	"3"	"0"	"4"	"2"	"8"	"10"	"5"	"622"	"0"	"6"	"628"	"0"
"163"	"147"	"5"	"288"	"29"	"16"	"2"	"2"	"0"	"1"	"2"	"1"	"7"	"353"	"0"	"6"	"359"	"0"
"164"	"148"	"8"	"467"	"202"	"47"	"12"	"2"	"4"	"1"	"12"	"9"	"8"	"772"	"0"	"15"	"787"	"0"
"165"	"149"	"5"	"239"	"174"	"67"	"2"	"0"	"0"	"1"	"5"	"9"	"5"	"507"	"0"	"8"	"515"	"0"
"166"	"150"	"2"	"232"	"52"	"24"	"1"	"1"	"2"	"0"	"3"	"3"	"3"	"323"	"0"	"7"	"330"	"0"
"167"	"151"	"1"	"103"	"375"	"69"	"2"	"1"	"0"	"2"	"2"	"7"	"2"	"564"	"0"	"5"	"569"	"0"
"168"	"152"	"6"	"159"	"192"	"83"	"4"	"0"	"2"	"1"	"0"	"6"	"1"	"454"	"0"	"3"	"457"	"0"
"169"	"153"	"10"	"454"	"34"	"13"	"2"	"1"	"4"	"0"	"0"	"1"	"4"	"523"	"0"	"2"	"525"	"0"
"170"	"154"	"2"	"371"	"166"	"32"	"0"	"0"	"1"	"2"	"3"	"11"	"4"	"592"	"0"	"8"	"600"	"0"
"171"	"155"	"3"	"165"	"211"	"58"	"7"	"2"	"1"	"0"	"3"	"8"	"0"	"458"	"0"	"3"	"461"	"0"
"172"	"156"	"0"	"259"	"114"	"36"	"1"	"0"	"0"	"1"	"2"	"1"	"3"	"417"	"0"	"8"	"425"	"0"
"173"	"157"	"2"	"295"	"98"	"40"	"0"	"0"	"0"	"1"	"6"	"3"	"3"	"448"	"0"	"2"	"450"	"0"
"174"	"158"	"0"	"212"	"95"	"9"	"1"	"2"	"0"	"0"	"0"	"5"	"0"	"324"	"0"	"2"	"326"	"0"
"175"	"159"	"5"	"409"	"70"	"37"	"2"	"0"	"1"	"1"	"4"	"4"	"5"	"538"	"0"	"3"	"541"	"0"
"176"	"160"	"2"	"330"	"49"	"23"	"7"	"1"	"1"	"0"	"4"	"3"	"3"	"423"	"0"	"5"	"428"	"0"
"177"	"161"	"7"	"232"	"53"	"12"	"2"	"0"	"0"	"2"	"3"	"3"	"1"	"315"	"0"	"3"	"318"	"0"
"178"	"162"	"19"	"389"	"81"	"34"	"4"	"1"	"2"	"1"	"11"	"6"	"2"	"550"	"0"	"9"	"559"	"0"
"179"	"163"	"0"	"325"	"65"	"43"	"9"	"4"	"0"	"1"	"3"	"2"	"3"	"455"	"0"	"4"	"459"	"0"
"180"	"164"	"1"	"365"	"96"	"29"	"2"	"3"	"3"	"0"	"4"	"5"	"1"	"509"	"0"	"8"	"517"	"0"
"181"	"165"	"13"	"375"	"166"	"37"	"5"	"2"	"3"	"0"	"8"	"12"	"3"	"624"	"0"	"8"	"632"	"0"
"182"	"166"	"5"	"391"	"110"	"51"	"0"	"2"	"1"	"1"	"5"	"5"	"5"	"576"	"0"	"8"	"584"	"0"
"183"	"167"	"6"	"297"	"148"	"37"	"7"	"10"	"0"	"2"	"6"	"9"	"3"	"525"	"0"	"5"	"530"	"0"
"184"	"168"	"1"	"238"	"246"	"15"	"3"	"0"	"2"	"0"	"2"	"11"	"2"	"520"	"0"	"9"	"529"	"0"
"185"	"169"	"1"	"348"	"74"	"30"	"2"	"0"	"1"	"0"	"1"	"1"	"0"	"458"	"0"	"7"	"465"	"0"
"186"	"170"	"7"	"317"	"72"	"48"	"1"	"4"	"0"	"2"	"1"	"4"	"2"	"458"	"0"	"7"	"465"	"0"
"187"	"171"	"3"	"157"	"188"	"28"	"6"	"0"	"1"	"2"	"1"	"10"	"5"	"401"	"0"	"4"	"405"	"0"
"188"	"172"	"3"	"565"	"84"	"19"	"3"	"1"	"2"	"2"	"3"	"4"	"9"	"695"	"0"	"9"	"704"	"0"
"189"	"173"	"1"	"238"	"89"	"24"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"356"	"0"	"2"	"358"	"0"
"190"	"174"	"5"	"275"	"224"	"39"	"4"	"2"	"2"	"1"	"5"	"4"	"6"	"567"	"0"	"13"	"580"	"0"
"191"	"175"	"10"	"183"	"167"	"11"	"2"	"3"	"3"	"2"	"1"	"6"	"2"	"390"	"0"	"4"	"394"	"0"
