"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"
"27"	"15"	"142"	"15"	"225"	"100"	"16"	"15"	"13"	"11"	"20"	"15"	"572"	"0"	"39"	"611"	"0"
"28"	"16"	"324"	"5"	"101"	"141"	"7"	"9"	"18"	"7"	"16"	"8"	"636"	"0"	"29"	"665"	"0"
"29"	"17"	"243"	"19"	"175"	"101"	"5"	"10"	"8"	"10"	"5"	"1"	"577"	"0"	"10"	"587"	"0"
"30"	"18"	"104"	"24"	"232"	"140"	"7"	"8"	"3"	"7"	"32"	"7"	"564"	"0"	"14"	"578"	"0"
"31"	"19"	"134"	"10"	"147"	"181"	"4"	"6"	"5"	"12"	"29"	"10"	"538"	"0"	"9"	"547"	"0"
"32"	"20"	"111"	"12"	"201"	"200"	"9"	"10"	"12"	"14"	"38"	"12"	"619"	"0"	"31"	"650"	"0"
"33"	"21"	"227"	"9"	"87"	"132"	"14"	"7"	"14"	"15"	"26"	"5"	"536"	"0"	"16"	"552"	"0"
"34"	"22"	"91"	"11"	"211"	"94"	"8"	"6"	"5"	"12"	"17"	"6"	"461"	"0"	"7"	"468"	"0"
"35"	"23"	"71"	"14"	"143"	"330"	"2"	"11"	"5"	"8"	"9"	"2"	"595"	"0"	"3"	"598"	"0"
"36"	"24"	"223"	"6"	"64"	"139"	"4"	"5"	"6"	"6"	"16"	"3"	"472"	"0"	"13"	"485"	"0"
"37"	"25"	"268"	"7"	"26"	"124"	"0"	"0"	"3"	"3"	"7"	"2"	"440"	"0"	"3"	"443"	"0"
"38"	"26"	"371"	"24"	"69"	"62"	"2"	"4"	"7"	"3"	"1"	"4"	"547"	"0"	"7"	"554"	"0"
"39"	"27"	"438"	"17"	"232"	"107"	"6"	"11"	"20"	"18"	"31"	"19"	"899"	"0"	"39"	"938"	"0"
"40"	"28"	"352"	"5"	"175"	"82"	"7"	"9"	"13"	"9"	"14"	"6"	"672"	"0"	"23"	"695"	"0"
"41"	"29"	"344"	"4"	"158"	"215"	"12"	"12"	"10"	"10"	"15"	"6"	"786"	"0"	"11"	"797"	"0"
"42"	"30"	"226"	"7"	"61"	"38"	"1"	"0"	"3"	"0"	"6"	"6"	"348"	"0"	"9"	"357"	"0"
"43"	"31"	"215"	"15"	"105"	"104"	"3"	"8"	"11"	"10"	"7"	"9"	"487"	"0"	"7"	"494"	"0"
"44"	"32"	"152"	"9"	"208"	"121"	"7"	"7"	"9"	"9"	"13"	"8"	"543"	"0"	"5"	"548"	"0"
"45"	"33"	"89"	"5"	"13"	"202"	"4"	"7"	"4"	"8"	"9"	"0"	"341"	"0"	"8"	"349"	"0"
"46"	"34"	"408"	"13"	"142"	"203"	"2"	"7"	"8"	"9"	"16"	"11"	"819"	"0"	"10"	"829"	"0"
"47"	"35"	"293"	"13"	"181"	"205"	"9"	"13"	"10"	"22"	"23"	"15"	"784"	"0"	"18"	"802"	"0"
"48"	"36"	"272"	"7"	"38"	"150"	"12"	"13"	"9"	"9"	"27"	"11"	"548"	"0"	"17"	"565"	"0"
"49"	"37"	"234"	"13"	"105"	"90"	"4"	"3"	"9"	"6"	"15"	"5"	"484"	"0"	"16"	"500"	"0"
"50"	"38"	"201"	"7"	"109"	"68"	"3"	"3"	"10"	"5"	"17"	"4"	"427"	"0"	"3"	"430"	"0"
"51"	"39"	"105"	"8"	"217"	"65"	"6"	"5"	"7"	"12"	"30"	"11"	"466"	"0"	"9"	"475"	"0"
"52"	"40"	"190"	"11"	"343"	"132"	"8"	"4"	"11"	"4"	"18"	"5"	"726"	"0"	"21"	"747"	"0"
"53"	"41"	"138"	"7"	"47"	"315"	"5"	"9"	"4"	"8"	"14"	"10"	"557"	"0"	"17"	"574"	"0"
"54"	"42"	"119"	"4"	"95"	"206"	"2"	"4"	"6"	"12"	"23"	"2"	"473"	"0"	"11"	"484"	"0"
"55"	"43"	"153"	"7"	"187"	"221"	"2"	"11"	"12"	"16"	"25"	"7"	"641"	"0"	"23"	"664"	"0"
"56"	"44"	"171"	"4"	"103"	"156"	"6"	"15"	"21"	"17"	"14"	"15"	"522"	"0"	"18"	"540"	"0"
"57"	"45"	"134"	"2"	"114"	"129"	"2"	"7"	"9"	"10"	"8"	"10"	"425"	"0"	"11"	"436"	"0"
"58"	"46"	"179"	"4"	"33"	"274"	"0"	"4"	"4"	"6"	"8"	"4"	"516"	"0"	"6"	"522"	"0"
"59"	"47"	"207"	"8"	"152"	"175"	"4"	"8"	"16"	"9"	"23"	"6"	"608"	"0"	"29"	"637"	"0"
"60"	"48"	"173"	"5"	"64"	"219"	"8"	"9"	"11"	"26"	"30"	"11"	"556"	"0"	"38"	"594"	"0"
"61"	"49"	"118"	"7"	"20"	"318"	"3"	"7"	"4"	"19"	"17"	"1"	"514"	"0"	"25"	"539"	"0"
"62"	"50"	"348"	"10"	"46"	"193"	"4"	"8"	"13"	"6"	"21"	"13"	"662"	"0"	"14"	"676"	"0"
"63"	"51"	"102"	"1"	"108"	"210"	"0"	"3"	"3"	"4"	"12"	"3"	"446"	"0"	"9"	"455"	"0"
"64"	"52"	"331"	"10"	"85"	"74"	"2"	"9"	"15"	"11"	"14"	"7"	"558"	"0"	"19"	"577"	"0"
"65"	"53"	"205"	"4"	"97"	"136"	"6"	"10"	"20"	"15"	"27"	"12"	"532"	"0"	"16"	"548"	"0"
"66"	"54"	"137"	"5"	"141"	"182"	"6"	"9"	"2"	"11"	"25"	"5"	"523"	"0"	"22"	"545"	"0"
"67"	"55"	"114"	"6"	"286"	"76"	"6"	"6"	"7"	"3"	"14"	"2"	"520"	"0"	"4"	"524"	"0"
"68"	"56"	"254"	"13"	"215"	"219"	"7"	"10"	"10"	"17"	"25"	"8"	"778"	"0"	"27"	"805"	"0"
"69"	"57"	"214"	"16"	"390"	"174"	"7"	"23"	"21"	"19"	"36"	"8"	"908"	"0"	"26"	"934"	"0"
"70"	"58"	"306"	"6"	"46"	"370"	"1"	"19"	"12"	"10"	"24"	"3"	"797"	"0"	"9"	"806"	"0"
"71"	"59"	"251"	"15"	"98"	"486"	"5"	"9"	"4"	"7"	"21"	"6"	"902"	"0"	"10"	"912"	"0"
"72"	"60"	"104"	"9"	"394"	"42"	"3"	"2"	"8"	"3"	"11"	"5"	"581"	"0"	"13"	"594"	"0"
"73"	"61"	"146"	"9"	"434"	"122"	"13"	"15"	"17"	"19"	"28"	"13"	"816"	"0"	"25"	"841"	"0"
"74"	"62"	"86"	"3"	"181"	"13"	"0"	"6"	"3"	"1"	"6"	"3"	"302"	"0"	"10"	"312"	"0"
"75"	"63"	"260"	"4"	"93"	"210"	"3"	"8"	"7"	"4"	"6"	"3"	"598"	"0"	"7"	"605"	"0"
"76"	"64"	"125"	"12"	"272"	"46"	"2"	"6"	"6"	"9"	"14"	"14"	"506"	"0"	"28"	"534"	"0"
"77"	"65"	"138"	"6"	"186"	"59"	"1"	"2"	"11"	"6"	"8"	"7"	"424"	"0"	"10"	"434"	"0"
"78"	"66"	"285"	"6"	"259"	"177"	"2"	"11"	"13"	"14"	"21"	"14"	"802"	"0"	"34"	"836"	"0"
"79"	"67"	"48"	"3"	"116"	"35"	"3"	"1"	"4"	"3"	"1"	"5"	"219"	"0"	"10"	"229"	"0"
"80"	"68"	"278"	"11"	"255"	"97"	"3"	"10"	"8"	"7"	"20"	"11"	"700"	"0"	"22"	"722"	"0"
"81"	"69"	"165"	"2"	"172"	"8"	"0"	"2"	"0"	"1"	"2"	"1"	"353"	"0"	"5"	"358"	"0"
"82"	"70"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"83"	"71"	"345"	"4"	"181"	"117"	"1"	"16"	"5"	"3"	"5"	"2"	"679"	"0"	"6"	"685"	"0"
"84"	"72"	"320"	"3"	"119"	"155"	"2"	"9"	"4"	"4"	"5"	"4"	"625"	"0"	"6"	"631"	"0"
"85"	"73"	"437"	"15"	"79"	"191"	"10"	"5"	"9"	"10"	"19"	"8"	"783"	"0"	"18"	"801"	"0"
"86"	"74"	"466"	"4"	"36"	"48"	"2"	"4"	"5"	"4"	"6"	"5"	"580"	"0"	"20"	"600"	"0"
"87"	"75"	"417"	"4"	"144"	"36"	"1"	"1"	"0"	"3"	"3"	"4"	"613"	"0"	"6"	"619"	"0"
"88"	"76"	"387"	"0"	"85"	"23"	"0"	"2"	"5"	"5"	"5"	"4"	"516"	"0"	"12"	"528"	"0"
"89"	"77"	"405"	"4"	"101"	"21"	"0"	"1"	"3"	"3"	"3"	"2"	"543"	"0"	"7"	"550"	"0"
"90"	"78"	"306"	"7"	"143"	"34"	"1"	"4"	"5"	"4"	"2"	"0"	"506"	"0"	"9"	"515"	"0"
"91"	"79"	"247"	"6"	"147"	"25"	"1"	"0"	"0"	"4"	"10"	"6"	"446"	"0"	"11"	"457"	"0"
"92"	"80"	"401"	"9"	"201"	"118"	"4"	"5"	"6"	"2"	"13"	"10"	"769"	"0"	"9"	"778"	"0"
"93"	"81"	"261"	"23"	"183"	"119"	"2"	"9"	"5"	"9"	"8"	"6"	"625"	"0"	"9"	"634"	"0"
"94"	"82"	"180"	"7"	"370"	"31"	"0"	"1"	"4"	"6"	"5"	"3"	"607"	"0"	"6"	"613"	"0"
"95"	"83"	"193"	"10"	"72"	"131"	"4"	"14"	"7"	"6"	"12"	"9"	"458"	"0"	"18"	"476"	"0"
"96"	"84"	"217"	"6"	"97"	"70"	"0"	"4"	"2"	"5"	"6"	"1"	"408"	"0"	"4"	"412"	"0"
"97"	"85"	"234"	"2"	"115"	"101"	"1"	"2"	"1"	"3"	"10"	"3"	"472"	"0"	"3"	"475"	"0"
"98"	"86"	"290"	"16"	"89"	"67"	"5"	"18"	"5"	"9"	"10"	"15"	"524"	"0"	"14"	"538"	"0"
"99"	"87"	"144"	"6"	"233"	"37"	"3"	"8"	"6"	"6"	"6"	"7"	"456"	"0"	"8"	"464"	"0"
"100"	"88"	"174"	"5"	"192"	"139"	"8"	"7"	"9"	"13"	"13"	"10"	"570"	"0"	"12"	"582"	"0"
"101"	"89"	"275"	"6"	"205"	"34"	"0"	"3"	"8"	"3"	"9"	"6"	"549"	"0"	"8"	"557"	"0"
"102"	"90"	"279"	"15"	"172"	"95"	"2"	"6"	"9"	"10"	"9"	"13"	"610"	"0"	"9"	"619"	"0"
"103"	"91"	"278"	"8"	"126"	"105"	"3"	"7"	"8"	"10"	"10"	"5"	"560"	"0"	"15"	"575"	"0"
"104"	"92"	"69"	"7"	"465"	"258"	"6"	"9"	"8"	"18"	"37"	"11"	"888"	"0"	"28"	"916"	"0"
"105"	"93"	"244"	"9"	"182"	"154"	"5"	"5"	"15"	"14"	"20"	"9"	"657"	"0"	"30"	"687"	"0"
"106"	"94"	"267"	"9"	"248"	"181"	"4"	"10"	"10"	"10"	"35"	"16"	"790"	"0"	"35"	"825"	"0"
"107"	"95"	"301"	"6"	"52"	"124"	"1"	"4"	"10"	"7"	"14"	"2"	"521"	"0"	"9"	"530"	"0"
"108"	"96"	"171"	"3"	"123"	"119"	"2"	"4"	"6"	"6"	"7"	"7"	"448"	"0"	"21"	"469"	"0"
"109"	"97"	"248"	"8"	"28"	"208"	"4"	"2"	"3"	"4"	"10"	"1"	"516"	"0"	"5"	"521"	"0"
"110"	"98"	"165"	"3"	"49"	"180"	"5"	"4"	"12"	"12"	"17"	"10"	"457"	"0"	"20"	"477"	"0"
"111"	"99"	"138"	"5"	"37"	"227"	"1"	"6"	"6"	"14"	"20"	"5"	"459"	"0"	"27"	"486"	"0"
"112"	"100"	"491"	"29"	"89"	"93"	"7"	"6"	"21"	"22"	"18"	"17"	"793"	"0"	"35"	"828"	"0"
"113"	"101"	"50"	"1"	"163"	"11"	"1"	"1"	"7"	"0"	"6"	"3"	"243"	"0"	"7"	"250"	"0"
"114"	"102"	"190"	"10"	"48"	"138"	"0"	"3"	"14"	"17"	"14"	"6"	"440"	"0"	"11"	"451"	"0"
"115"	"103"	"136"	"7"	"192"	"42"	"3"	"4"	"5"	"4"	"3"	"2"	"398"	"0"	"8"	"406"	"0"
"116"	"104"	"158"	"8"	"256"	"45"	"7"	"7"	"5"	"6"	"12"	"5"	"509"	"0"	"22"	"531"	"0"
"117"	"105"	"184"	"8"	"78"	"175"	"7"	"6"	"10"	"5"	"11"	"3"	"487"	"0"	"14"	"501"	"0"
"118"	"106"	"192"	"14"	"186"	"158"	"0"	"0"	"7"	"14"	"19"	"11"	"601"	"0"	"32"	"633"	"0"
"119"	"107"	"177"	"6"	"56"	"115"	"1"	"6"	"16"	"13"	"23"	"10"	"423"	"0"	"18"	"441"	"0"
"120"	"108"	"135"	"21"	"92"	"137"	"2"	"8"	"7"	"5"	"7"	"3"	"417"	"0"	"4"	"421"	"0"
"121"	"109"	"174"	"19"	"58"	"131"	"4"	"10"	"2"	"9"	"9"	"13"	"429"	"0"	"17"	"446"	"0"
"122"	"109A"	"163"	"7"	"41"	"130"	"7"	"9"	"10"	"9"	"13"	"8"	"397"	"0"	"6"	"403"	"0"
"123"	"110"	"97"	"6"	"183"	"108"	"1"	"6"	"6"	"6"	"10"	"6"	"429"	"0"	"8"	"437"	"0"
"124"	"111"	"230"	"5"	"132"	"130"	"0"	"3"	"5"	"7"	"19"	"6"	"537"	"0"	"11"	"548"	"0"
"125"	"112"	"157"	"16"	"259"	"54"	"6"	"6"	"18"	"13"	"14"	"18"	"561"	"0"	"33"	"594"	"0"
"126"	"113"	"217"	"11"	"138"	"60"	"5"	"4"	"12"	"5"	"8"	"11"	"471"	"0"	"21"	"492"	"0"
"127"	"114"	"82"	"5"	"48"	"21"	"4"	"2"	"4"	"1"	"7"	"6"	"180"	"0"	"5"	"185"	"0"
"128"	"115"	"201"	"6"	"28"	"171"	"2"	"3"	"6"	"2"	"8"	"2"	"429"	"0"	"2"	"431"	"0"
"129"	"116"	"365"	"9"	"25"	"194"	"3"	"4"	"16"	"14"	"16"	"7"	"653"	"0"	"22"	"675"	"0"
"130"	"117"	"196"	"45"	"71"	"115"	"17"	"11"	"4"	"3"	"8"	"6"	"476"	"0"	"9"	"485"	"0"
"131"	"118"	"424"	"16"	"90"	"107"	"2"	"1"	"12"	"6"	"6"	"6"	"670"	"0"	"23"	"693"	"0"
"132"	"119"	"175"	"11"	"302"	"96"	"1"	"9"	"5"	"11"	"11"	"5"	"626"	"0"	"8"	"634"	"0"
"133"	"120"	"306"	"9"	"155"	"232"	"10"	"13"	"16"	"19"	"36"	"8"	"804"	"0"	"19"	"823"	"0"
"134"	"121"	"369"	"13"	"65"	"156"	"3"	"7"	"11"	"20"	"18"	"14"	"676"	"0"	"26"	"702"	"0"
"135"	"122"	"201"	"12"	"146"	"66"	"4"	"4"	"12"	"7"	"13"	"13"	"478"	"0"	"17"	"495"	"0"
"136"	"123"	"226"	"15"	"244"	"63"	"3"	"3"	"3"	"7"	"14"	"5"	"583"	"0"	"25"	"608"	"0"
"137"	"124"	"324"	"17"	"81"	"81"	"1"	"1"	"8"	"10"	"17"	"13"	"553"	"0"	"27"	"580"	"0"
"138"	"125"	"145"	"6"	"79"	"153"	"6"	"3"	"4"	"16"	"27"	"10"	"449"	"0"	"25"	"474"	"0"
"139"	"126"	"181"	"6"	"70"	"117"	"4"	"12"	"12"	"10"	"22"	"6"	"440"	"0"	"11"	"451"	"0"
"140"	"127"	"466"	"25"	"179"	"47"	"4"	"18"	"16"	"16"	"18"	"10"	"799"	"0"	"26"	"825"	"0"
"141"	"128"	"238"	"14"	"122"	"230"	"5"	"10"	"17"	"25"	"48"	"22"	"731"	"0"	"56"	"787"	"0"
"142"	"129"	"104"	"8"	"228"	"157"	"6"	"3"	"8"	"5"	"7"	"0"	"526"	"0"	"1"	"527"	"0"
"143"	"130"	"163"	"8"	"177"	"31"	"2"	"1"	"2"	"6"	"4"	"5"	"399"	"0"	"6"	"405"	"0"
"144"	"131"	"187"	"13"	"60"	"167"	"2"	"9"	"11"	"9"	"10"	"4"	"472"	"0"	"8"	"480"	"0"
"145"	"132"	"260"	"9"	"59"	"41"	"6"	"4"	"7"	"18"	"13"	"14"	"431"	"0"	"14"	"445"	"0"
"146"	"132A"	"195"	"3"	"149"	"36"	"2"	"6"	"10"	"10"	"5"	"4"	"420"	"0"	"13"	"433"	"0"
"147"	"133"	"138"	"4"	"208"	"18"	"8"	"4"	"13"	"6"	"12"	"7"	"418"	"0"	"30"	"448"	"0"
"148"	"134"	"186"	"7"	"52"	"65"	"1"	"1"	"6"	"7"	"15"	"14"	"354"	"0"	"12"	"366"	"0"
"149"	"135"	"315"	"11"	"43"	"11"	"1"	"0"	"3"	"1"	"2"	"3"	"390"	"0"	"3"	"393"	"0"
"150"	"136"	"264"	"7"	"25"	"35"	"0"	"2"	"4"	"2"	"3"	"5"	"347"	"0"	"5"	"352"	"0"
"151"	"137"	"213"	"5"	"117"	"109"	"3"	"10"	"6"	"13"	"12"	"7"	"495"	"0"	"13"	"508"	"0"
"152"	"138"	"240"	"14"	"174"	"135"	"0"	"7"	"8"	"10"	"31"	"11"	"630"	"0"	"30"	"660"	"0"
"153"	"139"	"154"	"6"	"422"	"25"	"2"	"1"	"7"	"3"	"7"	"3"	"630"	"0"	"9"	"639"	"0"
"154"	"140"	"244"	"4"	"108"	"45"	"5"	"1"	"5"	"4"	"6"	"3"	"425"	"0"	"3"	"428"	"0"
"155"	"141"	"237"	"10"	"97"	"41"	"2"	"1"	"10"	"2"	"9"	"3"	"412"	"0"	"9"	"421"	"0"
"156"	"142"	"333"	"10"	"124"	"26"	"2"	"2"	"8"	"7"	"15"	"12"	"539"	"0"	"35"	"574"	"0"
"157"	"143"	"283"	"8"	"90"	"31"	"4"	"4"	"8"	"6"	"12"	"12"	"458"	"0"	"21"	"479"	"0"
"158"	"144"	"297"	"11"	"79"	"57"	"2"	"2"	"7"	"6"	"10"	"2"	"473"	"0"	"19"	"492"	"0"
"159"	"145"	"185"	"7"	"57"	"25"	"1"	"2"	"1"	"0"	"0"	"1"	"279"	"0"	"6"	"285"	"0"
"160"	"146"	"150"	"4"	"250"	"138"	"4"	"3"	"9"	"5"	"11"	"8"	"582"	"0"	"18"	"600"	"0"
"161"	"147"	"81"	"12"	"258"	"127"	"2"	"4"	"6"	"7"	"7"	"2"	"506"	"0"	"4"	"510"	"0"
"162"	"148"	"191"	"9"	"144"	"165"	"4"	"2"	"14"	"8"	"18"	"7"	"562"	"0"	"26"	"588"	"0"
"163"	"149"	"100"	"9"	"102"	"247"	"5"	"10"	"6"	"15"	"23"	"8"	"525"	"0"	"8"	"533"	"0"
"164"	"150"	"248"	"10"	"132"	"91"	"4"	"5"	"13"	"18"	"20"	"6"	"547"	"0"	"15"	"562"	"0"
"165"	"151"	"291"	"19"	"157"	"125"	"7"	"6"	"9"	"11"	"9"	"7"	"641"	"0"	"8"	"649"	"0"
"166"	"152"	"127"	"6"	"153"	"107"	"4"	"3"	"2"	"10"	"11"	"7"	"430"	"0"	"13"	"443"	"0"
"167"	"152A"	"95"	"11"	"150"	"100"	"4"	"4"	"4"	"13"	"22"	"14"	"417"	"0"	"30"	"447"	"0"
"168"	"153"	"138"	"5"	"101"	"41"	"1"	"3"	"5"	"4"	"2"	"3"	"303"	"0"	"2"	"305"	"0"
"169"	"154"	"346"	"8"	"60"	"174"	"4"	"6"	"9"	"7"	"14"	"3"	"631"	"0"	"5"	"636"	"0"
"170"	"155"	"249"	"11"	"100"	"129"	"3"	"5"	"13"	"6"	"10"	"2"	"528"	"0"	"13"	"541"	"0"
"171"	"156"	"275"	"4"	"131"	"96"	"0"	"1"	"5"	"7"	"11"	"3"	"533"	"0"	"7"	"540"	"0"
"172"	"157"	"120"	"9"	"180"	"127"	"3"	"1"	"1"	"5"	"9"	"0"	"455"	"0"	"8"	"463"	"0"
"173"	"158"	"166"	"6"	"244"	"204"	"4"	"2"	"16"	"17"	"10"	"12"	"681"	"0"	"12"	"693"	"0"
"174"	"159"	"61"	"2"	"31"	"157"	"1"	"3"	"3"	"5"	"9"	"3"	"275"	"0"	"4"	"279"	"0"
"175"	"160"	"156"	"7"	"231"	"235"	"7"	"4"	"7"	"18"	"16"	"9"	"690"	"0"	"21"	"711"	"0"
"176"	"161"	"162"	"5"	"139"	"218"	"4"	"3"	"4"	"11"	"20"	"5"	"571"	"0"	"18"	"589"	"0"
"177"	"162"	"155"	"9"	"53"	"216"	"4"	"3"	"6"	"8"	"20"	"6"	"480"	"0"	"12"	"492"	"0"
"178"	"163"	"47"	"2"	"127"	"51"	"0"	"0"	"3"	"3"	"6"	"5"	"244"	"0"	"4"	"248"	"0"
"179"	"164"	"75"	"4"	"71"	"165"	"1"	"9"	"1"	"3"	"9"	"0"	"338"	"0"	"6"	"344"	"0"
"180"	"165"	"268"	"12"	"97"	"55"	"3"	"5"	"13"	"5"	"10"	"6"	"474"	"0"	"13"	"487"	"0"
"181"	"166"	"348"	"9"	"69"	"56"	"5"	"5"	"15"	"5"	"12"	"3"	"527"	"0"	"12"	"539"	"0"
"182"	"167"	"144"	"11"	"210"	"75"	"1"	"5"	"9"	"5"	"12"	"5"	"477"	"0"	"18"	"495"	"0"
"183"	"168"	"108"	"3"	"60"	"77"	"1"	"5"	"5"	"23"	"17"	"2"	"301"	"0"	"4"	"305"	"0"
"184"	"169"	"260"	"7"	"137"	"114"	"4"	"9"	"10"	"11"	"11"	"19"	"582"	"0"	"39"	"621"	"0"
"185"	"170"	"188"	"9"	"234"	"192"	"6"	"3"	"8"	"9"	"17"	"8"	"674"	"0"	"34"	"708"	"0"
"186"	"171"	"509"	"14"	"144"	"91"	"6"	"8"	"8"	"12"	"21"	"7"	"820"	"0"	"12"	"832"	"0"
"187"	"172"	"248"	"7"	"31"	"254"	"0"	"7"	"3"	"2"	"2"	"1"	"555"	"0"	"0"	"555"	"0"
"188"	"173"	"246"	"15"	"69"	"66"	"2"	"1"	"8"	"2"	"3"	"4"	"416"	"0"	"19"	"435"	"0"
"189"	"174"	"111"	"15"	"207"	"52"	"2"	"1"	"7"	"4"	"9"	"2"	"410"	"0"	"4"	"414"	"0"
"190"	"175"	"649"	"16"	"175"	"56"	"2"	"7"	"23"	"3"	"6"	"6"	"943"	"0"	"9"	"952"	"0"
"191"	"176"	"268"	"9"	"230"	"100"	"3"	"5"	"6"	"6"	"10"	"5"	"642"	"0"	"18"	"660"	"0"
"192"	"177"	"96"	"1"	"6"	"27"	"0"	"0"	"1"	"0"	"0"	"2"	"133"	"0"	"0"	"133"	"0"
"193"	"178"	"90"	"4"	"281"	"102"	"2"	"5"	"4"	"3"	"13"	"5"	"509"	"0"	"4"	"513"	"0"
"194"	"179"	"71"	"6"	"185"	"175"	"3"	"8"	"6"	"7"	"12"	"12"	"485"	"0"	"11"	"496"	"0"
"195"	"180"	"66"	"0"	"7"	"58"	"1"	"6"	"5"	"5"	"7"	"3"	"158"	"0"	"13"	"171"	"0"
"196"	"181"	"72"	"14"	"88"	"127"	"2"	"8"	"9"	"7"	"10"	"5"	"342"	"0"	"12"	"354"	"0"
"197"	"182"	"263"	"13"	"119"	"114"	"5"	"7"	"16"	"12"	"22"	"11"	"582"	"0"	"19"	"601"	"0"
"198"	"183"	"324"	"11"	"309"	"124"	"3"	"7"	"14"	"12"	"15"	"7"	"826"	"0"	"28"	"854"	"0"
"199"	"184"	"53"	"1"	"33"	"76"	"0"	"2"	"0"	"2"	"5"	"1"	"173"	"0"	"5"	"178"	"0"
"200"	"185"	"104"	"0"	"70"	"112"	"1"	"4"	"4"	"21"	"18"	"6"	"340"	"0"	"19"	"359"	"0"
"201"	"186"	"415"	"15"	"247"	"52"	"6"	"3"	"19"	"5"	"9"	"7"	"778"	"0"	"20"	"798"	"0"
"202"	"187"	"194"	"2"	"212"	"62"	"3"	"1"	"5"	"5"	"7"	"4"	"495"	"0"	"9"	"504"	"0"
