"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"22"	"10"	"13"	"77"	"198"	"191"	"17"	"6"	"3"	"1"	"1"	"5"	"6"	"12"	"33"	"26"	"20"	"609"	"0"	"16"	"625"	"0"
"23"	"11"	"3"	"69"	"309"	"20"	"2"	"3"	"4"	"0"	"1"	"1"	"4"	"9"	"9"	"23"	"11"	"468"	"0"	"18"	"486"	"0"
"24"	"12"	"3"	"30"	"248"	"117"	"3"	"1"	"4"	"2"	"1"	"0"	"2"	"0"	"9"	"14"	"4"	"438"	"0"	"10"	"448"	"0"
"25"	"13"	"8"	"114"	"280"	"21"	"2"	"1"	"2"	"0"	"2"	"0"	"1"	"4"	"4"	"6"	"5"	"450"	"0"	"11"	"461"	"0"
"26"	"14"	"7"	"93"	"293"	"19"	"2"	"1"	"1"	"3"	"0"	"2"	"0"	"3"	"5"	"13"	"2"	"444"	"0"	"8"	"452"	"0"
"27"	"15"	"4"	"49"	"338"	"12"	"2"	"3"	"3"	"1"	"0"	"0"	"1"	"2"	"12"	"9"	"6"	"442"	"0"	"3"	"445"	"0"
"28"	"16"	"2"	"69"	"405"	"32"	"2"	"2"	"6"	"1"	"2"	"1"	"1"	"1"	"3"	"6"	"1"	"534"	"0"	"7"	"541"	"0"
"29"	"17"	"3"	"223"	"144"	"26"	"1"	"0"	"1"	"0"	"1"	"3"	"0"	"1"	"6"	"10"	"13"	"432"	"0"	"3"	"435"	"0"
"30"	"18"	"10"	"290"	"74"	"14"	"0"	"0"	"5"	"1"	"4"	"1"	"1"	"1"	"6"	"6"	"17"	"430"	"0"	"5"	"435"	"0"
"31"	"19"	"12"	"38"	"235"	"323"	"14"	"5"	"14"	"11"	"4"	"3"	"3"	"10"	"48"	"36"	"16"	"772"	"0"	"26"	"798"	"0"
"32"	"20"	"14"	"195"	"469"	"65"	"9"	"3"	"7"	"13"	"3"	"5"	"8"	"19"	"23"	"45"	"12"	"890"	"0"	"29"	"919"	"0"
"33"	"21"	"3"	"217"	"102"	"45"	"4"	"1"	"5"	"1"	"0"	"1"	"0"	"1"	"3"	"5"	"10"	"398"	"0"	"2"	"400"	"0"
"34"	"22"	"4"	"66"	"266"	"47"	"3"	"1"	"1"	"0"	"3"	"0"	"1"	"2"	"10"	"27"	"4"	"435"	"0"	"2"	"437"	"0"
"35"	"23"	"2"	"163"	"251"	"130"	"6"	"3"	"7"	"5"	"2"	"2"	"5"	"4"	"20"	"22"	"10"	"632"	"0"	"6"	"638"	"0"
"36"	"24"	"10"	"43"	"252"	"157"	"9"	"1"	"3"	"6"	"4"	"2"	"3"	"11"	"16"	"9"	"10"	"536"	"0"	"18"	"554"	"0"
"37"	"25"	"7"	"94"	"550"	"29"	"1"	"0"	"2"	"3"	"2"	"0"	"1"	"7"	"29"	"28"	"6"	"759"	"0"	"9"	"768"	"0"
"38"	"26"	"3"	"60"	"145"	"168"	"5"	"2"	"4"	"1"	"1"	"1"	"2"	"4"	"12"	"9"	"5"	"422"	"0"	"2"	"424"	"0"
"39"	"27"	"1"	"100"	"226"	"13"	"1"	"0"	"3"	"2"	"1"	"0"	"3"	"1"	"10"	"6"	"7"	"374"	"0"	"3"	"377"	"0"
"40"	"28"	"14"	"194"	"238"	"58"	"4"	"1"	"3"	"5"	"0"	"12"	"3"	"2"	"8"	"23"	"3"	"568"	"0"	"14"	"582"	"0"
"41"	"29"	"5"	"45"	"141"	"246"	"9"	"3"	"6"	"2"	"2"	"1"	"1"	"6"	"12"	"10"	"6"	"495"	"0"	"7"	"502"	"0"
"42"	"30"	"4"	"16"	"206"	"62"	"1"	"1"	"1"	"2"	"0"	"2"	"1"	"1"	"11"	"14"	"4"	"326"	"0"	"8"	"334"	"0"
"43"	"31"	"3"	"216"	"148"	"37"	"3"	"0"	"3"	"1"	"2"	"0"	"1"	"3"	"5"	"10"	"12"	"444"	"0"	"9"	"453"	"0"
"44"	"32"	"4"	"51"	"340"	"2"	"2"	"2"	"0"	"0"	"1"	"0"	"0"	"2"	"7"	"27"	"3"	"441"	"0"	"14"	"455"	"0"
"45"	"33"	"5"	"87"	"743"	"19"	"0"	"2"	"3"	"2"	"1"	"2"	"4"	"4"	"10"	"35"	"7"	"924"	"0"	"11"	"935"	"0"
"46"	"34"	"3"	"48"	"190"	"624"	"11"	"4"	"8"	"2"	"7"	"2"	"4"	"4"	"23"	"20"	"5"	"955"	"0"	"10"	"965"	"0"
"47"	"35"	"14"	"203"	"322"	"173"	"8"	"5"	"4"	"21"	"7"	"5"	"6"	"9"	"19"	"34"	"17"	"847"	"0"	"28"	"875"	"0"
"48"	"36"	"9"	"13"	"277"	"208"	"8"	"0"	"3"	"3"	"2"	"2"	"2"	"9"	"22"	"15"	"6"	"579"	"0"	"9"	"588"	"0"
"49"	"37"	"10"	"81"	"520"	"77"	"15"	"6"	"5"	"13"	"7"	"10"	"7"	"16"	"33"	"61"	"10"	"871"	"0"	"29"	"900"	"0"
"50"	"38"	"12"	"91"	"476"	"56"	"9"	"6"	"4"	"17"	"0"	"1"	"1"	"5"	"19"	"24"	"5"	"726"	"0"	"18"	"744"	"0"
"51"	"39"	"15"	"64"	"502"	"69"	"4"	"4"	"4"	"0"	"0"	"0"	"0"	"2"	"21"	"14"	"0"	"699"	"0"	"2"	"701"	"0"
"52"	"40"	"11"	"44"	"493"	"135"	"10"	"4"	"3"	"1"	"6"	"2"	"8"	"12"	"28"	"33"	"8"	"798"	"0"	"12"	"810"	"0"
"53"	"41"	"6"	"150"	"213"	"23"	"2"	"1"	"6"	"55"	"5"	"2"	"0"	"2"	"14"	"8"	"9"	"496"	"0"	"9"	"505"	"0"
"54"	"42"	"15"	"222"	"182"	"46"	"5"	"2"	"0"	"5"	"0"	"1"	"0"	"3"	"4"	"4"	"5"	"494"	"0"	"1"	"495"	"0"
"55"	"43"	"17"	"111"	"324"	"177"	"12"	"1"	"8"	"25"	"3"	"6"	"5"	"12"	"20"	"20"	"7"	"748"	"0"	"9"	"757"	"0"
"56"	"44"	"9"	"19"	"340"	"72"	"10"	"4"	"2"	"24"	"2"	"4"	"6"	"9"	"19"	"27"	"0"	"547"	"0"	"10"	"557"	"0"
"57"	"45"	"16"	"40"	"597"	"38"	"9"	"3"	"2"	"2"	"0"	"0"	"1"	"4"	"24"	"46"	"5"	"787"	"0"	"7"	"794"	"0"
"58"	"46"	"9"	"65"	"277"	"21"	"2"	"0"	"6"	"28"	"4"	"1"	"2"	"5"	"18"	"12"	"7"	"457"	"0"	"18"	"475"	"0"
"59"	"47"	"12"	"70"	"254"	"68"	"4"	"1"	"3"	"6"	"3"	"4"	"0"	"7"	"9"	"8"	"4"	"453"	"0"	"9"	"462"	"0"
"60"	"47A"	"15"	"19"	"345"	"45"	"6"	"7"	"1"	"11"	"3"	"1"	"0"	"6"	"11"	"24"	"1"	"495"	"0"	"6"	"501"	"0"
"61"	"48"	"8"	"62"	"400"	"264"	"13"	"6"	"3"	"3"	"3"	"3"	"4"	"16"	"37"	"20"	"11"	"853"	"0"	"21"	"874"	"0"
"62"	"49"	"4"	"128"	"155"	"125"	"2"	"1"	"1"	"1"	"1"	"0"	"1"	"4"	"11"	"3"	"6"	"443"	"0"	"4"	"447"	"0"
"63"	"50"	"7"	"103"	"456"	"76"	"2"	"6"	"3"	"1"	"2"	"0"	"0"	"0"	"4"	"12"	"2"	"674"	"0"	"1"	"675"	"0"
"64"	"51"	"7"	"70"	"309"	"202"	"3"	"1"	"9"	"1"	"6"	"2"	"1"	"7"	"26"	"18"	"4"	"666"	"0"	"5"	"671"	"0"
"65"	"52"	"7"	"35"	"227"	"158"	"7"	"0"	"2"	"5"	"1"	"2"	"0"	"7"	"16"	"29"	"3"	"499"	"0"	"12"	"511"	"0"
"66"	"53"	"27"	"130"	"281"	"58"	"9"	"6"	"6"	"41"	"2"	"2"	"4"	"2"	"7"	"8"	"3"	"586"	"0"	"5"	"591"	"0"
"67"	"54"	"6"	"103"	"267"	"23"	"1"	"1"	"7"	"1"	"3"	"0"	"1"	"4"	"15"	"25"	"6"	"463"	"0"	"9"	"472"	"0"
"68"	"55"	"2"	"20"	"438"	"60"	"2"	"4"	"0"	"0"	"0"	"1"	"1"	"1"	"3"	"3"	"2"	"537"	"0"	"3"	"540"	"0"
"69"	"56"	"15"	"62"	"195"	"224"	"8"	"2"	"7"	"3"	"1"	"3"	"4"	"10"	"25"	"14"	"5"	"578"	"0"	"12"	"590"	"0"
"70"	"57"	"9"	"80"	"454"	"92"	"10"	"4"	"4"	"4"	"3"	"0"	"4"	"4"	"23"	"24"	"6"	"721"	"0"	"6"	"727"	"0"
"71"	"58"	"6"	"47"	"442"	"106"	"7"	"5"	"6"	"4"	"1"	"6"	"6"	"10"	"23"	"29"	"8"	"706"	"0"	"20"	"726"	"0"
"72"	"59"	"15"	"159"	"341"	"96"	"2"	"4"	"6"	"5"	"4"	"6"	"8"	"8"	"16"	"32"	"13"	"715"	"0"	"15"	"730"	"0"
"73"	"60"	"12"	"121"	"303"	"84"	"5"	"1"	"3"	"2"	"4"	"5"	"5"	"4"	"19"	"21"	"7"	"596"	"0"	"20"	"616"	"0"
"74"	"61"	"6"	"95"	"384"	"203"	"6"	"1"	"2"	"5"	"3"	"2"	"1"	"9"	"20"	"20"	"4"	"761"	"0"	"18"	"779"	"0"
"75"	"62"	"3"	"101"	"193"	"137"	"3"	"0"	"5"	"2"	"3"	"0"	"2"	"0"	"7"	"13"	"8"	"477"	"0"	"10"	"487"	"0"
"76"	"63"	"3"	"170"	"332"	"274"	"2"	"5"	"4"	"1"	"5"	"1"	"1"	"2"	"5"	"9"	"1"	"815"	"0"	"6"	"821"	"0"
"77"	"64"	"8"	"44"	"260"	"61"	"2"	"2"	"5"	"1"	"2"	"0"	"3"	"4"	"9"	"14"	"7"	"422"	"0"	"10"	"432"	"0"
"78"	"65"	"9"	"116"	"406"	"25"	"3"	"2"	"0"	"0"	"1"	"2"	"1"	"5"	"19"	"26"	"2"	"617"	"0"	"6"	"623"	"0"
"79"	"66"	"2"	"89"	"487"	"30"	"3"	"3"	"1"	"2"	"2"	"1"	"0"	"1"	"10"	"15"	"2"	"648"	"0"	"8"	"656"	"0"
"80"	"67"	"5"	"45"	"176"	"130"	"12"	"2"	"3"	"1"	"3"	"1"	"5"	"4"	"21"	"3"	"3"	"414"	"0"	"7"	"421"	"0"
"81"	"68"	"3"	"101"	"127"	"222"	"11"	"4"	"7"	"2"	"5"	"5"	"3"	"8"	"23"	"13"	"12"	"546"	"0"	"18"	"564"	"0"
"82"	"69"	"0"	"157"	"175"	"163"	"9"	"2"	"5"	"5"	"1"	"3"	"0"	"2"	"3"	"3"	"1"	"529"	"0"	"2"	"531"	"0"
"83"	"70"	"6"	"64"	"157"	"236"	"2"	"1"	"4"	"4"	"1"	"2"	"3"	"11"	"10"	"3"	"0"	"504"	"0"	"6"	"510"	"0"
"84"	"71"	"7"	"144"	"406"	"36"	"5"	"1"	"7"	"2"	"1"	"3"	"3"	"4"	"10"	"19"	"4"	"652"	"0"	"15"	"667"	"0"
"85"	"72"	"2"	"101"	"402"	"53"	"3"	"0"	"4"	"0"	"0"	"0"	"0"	"5"	"8"	"8"	"5"	"591"	"0"	"2"	"593"	"0"
"86"	"73"	"1"	"104"	"580"	"91"	"5"	"4"	"4"	"8"	"10"	"4"	"2"	"7"	"21"	"23"	"6"	"870"	"0"	"15"	"885"	"0"
"87"	"74"	"4"	"49"	"207"	"317"	"5"	"2"	"9"	"1"	"1"	"7"	"3"	"5"	"28"	"14"	"7"	"659"	"0"	"12"	"671"	"0"
"88"	"75"	"6"	"28"	"250"	"157"	"6"	"0"	"5"	"0"	"3"	"1"	"1"	"3"	"9"	"9"	"1"	"479"	"0"	"1"	"480"	"0"
"89"	"76"	"3"	"65"	"212"	"203"	"6"	"3"	"6"	"3"	"1"	"1"	"2"	"7"	"22"	"15"	"7"	"556"	"0"	"22"	"578"	"0"
"90"	"77"	"6"	"35"	"138"	"292"	"3"	"3"	"7"	"2"	"1"	"2"	"5"	"7"	"26"	"8"	"7"	"542"	"0"	"8"	"550"	"0"
"91"	"78"	"11"	"17"	"133"	"465"	"13"	"3"	"9"	"3"	"5"	"3"	"3"	"11"	"42"	"13"	"5"	"736"	"0"	"23"	"759"	"0"
"92"	"79"	"5"	"68"	"173"	"342"	"6"	"4"	"7"	"2"	"1"	"2"	"4"	"5"	"26"	"20"	"10"	"675"	"0"	"23"	"698"	"0"
"93"	"80"	"1"	"20"	"351"	"25"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"5"	"6"	"7"	"1"	"420"	"0"	"1"	"421"	"0"
"94"	"81"	"10"	"67"	"550"	"75"	"2"	"2"	"2"	"3"	"1"	"0"	"2"	"6"	"16"	"29"	"9"	"774"	"0"	"12"	"786"	"0"
"95"	"82"	"1"	"63"	"295"	"110"	"2"	"1"	"2"	"0"	"1"	"0"	"0"	"3"	"8"	"9"	"2"	"497"	"0"	"7"	"504"	"0"
"96"	"83"	"5"	"148"	"361"	"27"	"2"	"0"	"1"	"2"	"1"	"2"	"1"	"3"	"7"	"12"	"3"	"575"	"0"	"8"	"583"	"0"
"97"	"84"	"6"	"128"	"72"	"329"	"14"	"1"	"13"	"13"	"2"	"1"	"0"	"9"	"28"	"14"	"6"	"636"	"0"	"23"	"659"	"0"
"98"	"85"	"10"	"276"	"433"	"32"	"2"	"1"	"8"	"5"	"3"	"2"	"3"	"0"	"13"	"19"	"20"	"827"	"0"	"16"	"843"	"0"
"99"	"86"	"9"	"134"	"423"	"70"	"7"	"1"	"4"	"1"	"4"	"2"	"1"	"5"	"18"	"28"	"10"	"717"	"0"	"8"	"725"	"0"
"100"	"87"	"10"	"120"	"463"	"64"	"5"	"1"	"3"	"6"	"0"	"3"	"0"	"1"	"9"	"19"	"3"	"707"	"0"	"8"	"715"	"0"
"101"	"88"	"46"	"50"	"128"	"275"	"8"	"0"	"6"	"2"	"1"	"2"	"1"	"8"	"14"	"15"	"2"	"558"	"0"	"17"	"575"	"0"
"102"	"89"	"13"	"54"	"80"	"603"	"17"	"1"	"2"	"0"	"1"	"0"	"0"	"5"	"12"	"2"	"3"	"793"	"0"	"5"	"798"	"0"
"103"	"90"	"3"	"112"	"367"	"34"	"2"	"5"	"5"	"0"	"2"	"1"	"1"	"2"	"11"	"15"	"9"	"569"	"0"	"11"	"580"	"0"
"104"	"91"	"0"	"88"	"262"	"49"	"4"	"4"	"5"	"3"	"5"	"7"	"2"	"4"	"11"	"31"	"10"	"485"	"0"	"16"	"501"	"0"
"105"	"92"	"3"	"62"	"240"	"99"	"7"	"0"	"10"	"5"	"4"	"1"	"5"	"5"	"17"	"28"	"4"	"490"	"0"	"15"	"505"	"0"
"106"	"93"	"16"	"167"	"224"	"99"	"5"	"2"	"2"	"0"	"4"	"2"	"4"	"10"	"20"	"20"	"6"	"581"	"0"	"23"	"604"	"0"
"107"	"94"	"6"	"46"	"216"	"188"	"8"	"4"	"3"	"6"	"4"	"2"	"0"	"2"	"13"	"13"	"7"	"518"	"0"	"6"	"524"	"0"
"108"	"95"	"9"	"49"	"482"	"58"	"19"	"3"	"12"	"1"	"0"	"1"	"5"	"9"	"17"	"24"	"7"	"696"	"0"	"18"	"714"	"0"
"109"	"96"	"10"	"45"	"503"	"145"	"13"	"5"	"5"	"3"	"2"	"3"	"4"	"12"	"44"	"45"	"5"	"844"	"0"	"17"	"861"	"0"
"110"	"97"	"9"	"18"	"246"	"163"	"2"	"2"	"2"	"3"	"1"	"3"	"1"	"13"	"11"	"18"	"2"	"494"	"0"	"8"	"502"	"0"
"111"	"98"	"11"	"53"	"285"	"16"	"4"	"1"	"8"	"4"	"0"	"3"	"9"	"9"	"39"	"45"	"13"	"500"	"0"	"28"	"528"	"0"
"112"	"99"	"19"	"64"	"335"	"40"	"4"	"5"	"3"	"0"	"1"	"2"	"3"	"4"	"13"	"18"	"4"	"515"	"0"	"7"	"522"	"0"
"113"	"100"	"8"	"3"	"307"	"169"	"5"	"0"	"4"	"1"	"3"	"1"	"1"	"7"	"12"	"16"	"4"	"541"	"0"	"8"	"549"	"0"
"114"	"101"	"13"	"129"	"226"	"93"	"8"	"5"	"20"	"9"	"15"	"3"	"11"	"20"	"35"	"47"	"20"	"654"	"0"	"19"	"673"	"0"
"115"	"102"	"6"	"15"	"164"	"316"	"22"	"3"	"9"	"3"	"2"	"2"	"2"	"8"	"13"	"10"	"8"	"583"	"0"	"19"	"602"	"0"
"116"	"103"	"2"	"47"	"180"	"132"	"10"	"2"	"3"	"3"	"3"	"4"	"4"	"3"	"14"	"7"	"1"	"415"	"0"	"11"	"426"	"0"
"117"	"104"	"4"	"34"	"206"	"179"	"9"	"4"	"3"	"0"	"3"	"0"	"2"	"3"	"11"	"19"	"10"	"487"	"0"	"14"	"501"	"0"
"118"	"105"	"4"	"22"	"474"	"84"	"1"	"1"	"6"	"4"	"2"	"4"	"4"	"9"	"17"	"29"	"2"	"663"	"0"	"15"	"678"	"0"
"119"	"106"	"7"	"39"	"361"	"40"	"9"	"2"	"5"	"3"	"1"	"3"	"2"	"5"	"22"	"28"	"3"	"530"	"0"	"14"	"544"	"0"
"120"	"107"	"5"	"124"	"298"	"70"	"7"	"6"	"3"	"4"	"3"	"1"	"1"	"1"	"7"	"8"	"1"	"539"	"0"	"1"	"540"	"0"
"121"	"108"	"4"	"32"	"420"	"152"	"5"	"0"	"2"	"0"	"2"	"1"	"0"	"6"	"4"	"5"	"2"	"635"	"0"	"4"	"639"	"0"
"122"	"109"	"6"	"51"	"105"	"352"	"8"	"0"	"2"	"1"	"2"	"0"	"1"	"9"	"13"	"11"	"2"	"563"	"0"	"7"	"570"	"0"
"123"	"110"	"10"	"60"	"211"	"32"	"10"	"3"	"3"	"1"	"1"	"1"	"2"	"0"	"1"	"7"	"3"	"345"	"0"	"6"	"351"	"0"
"124"	"111"	"15"	"91"	"328"	"183"	"10"	"7"	"10"	"3"	"8"	"2"	"10"	"9"	"37"	"34"	"19"	"766"	"0"	"32"	"798"	"0"
"125"	"112"	"8"	"62"	"154"	"318"	"5"	"1"	"5"	"2"	"2"	"1"	"0"	"6"	"32"	"20"	"5"	"621"	"0"	"4"	"625"	"0"
"126"	"113"	"10"	"17"	"64"	"347"	"15"	"2"	"12"	"2"	"2"	"2"	"1"	"7"	"17"	"8"	"3"	"509"	"0"	"9"	"518"	"0"
"127"	"114"	"19"	"225"	"498"	"47"	"5"	"2"	"6"	"6"	"4"	"2"	"2"	"10"	"18"	"18"	"9"	"871"	"0"	"11"	"882"	"0"
"128"	"115"	"17"	"54"	"544"	"204"	"8"	"4"	"4"	"7"	"1"	"1"	"3"	"5"	"10"	"12"	"2"	"876"	"0"	"4"	"880"	"0"
"129"	"116"	"17"	"26"	"343"	"307"	"9"	"6"	"7"	"4"	"4"	"0"	"0"	"2"	"9"	"9"	"0"	"743"	"0"	"5"	"748"	"0"
"130"	"117"	"15"	"87"	"391"	"177"	"10"	"4"	"10"	"9"	"3"	"1"	"6"	"19"	"34"	"33"	"7"	"806"	"0"	"15"	"821"	"0"
"131"	"118"	"5"	"9"	"336"	"293"	"7"	"2"	"1"	"1"	"0"	"2"	"1"	"7"	"12"	"19"	"2"	"697"	"0"	"13"	"710"	"0"
"132"	"119"	"4"	"21"	"447"	"89"	"6"	"0"	"2"	"3"	"1"	"1"	"1"	"2"	"7"	"25"	"2"	"611"	"0"	"4"	"615"	"0"
"133"	"120"	"10"	"97"	"146"	"60"	"1"	"1"	"2"	"1"	"4"	"2"	"1"	"2"	"5"	"8"	"7"	"347"	"0"	"4"	"351"	"0"
"134"	"121"	"1"	"22"	"84"	"81"	"6"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"5"	"1"	"3"	"207"	"0"	"1"	"208"	"0"
"135"	"122"	"19"	"77"	"483"	"88"	"7"	"4"	"8"	"3"	"7"	"7"	"6"	"7"	"27"	"36"	"10"	"789"	"0"	"34"	"823"	"0"
"136"	"123"	"13"	"150"	"369"	"52"	"5"	"4"	"3"	"1"	"0"	"2"	"2"	"4"	"5"	"12"	"6"	"628"	"0"	"4"	"632"	"0"
"137"	"124"	"8"	"173"	"336"	"46"	"5"	"1"	"3"	"1"	"3"	"3"	"1"	"3"	"7"	"8"	"1"	"599"	"0"	"15"	"614"	"0"
"138"	"125"	"5"	"184"	"564"	"52"	"4"	"4"	"7"	"6"	"3"	"1"	"2"	"5"	"14"	"17"	"6"	"874"	"0"	"12"	"886"	"0"
"139"	"126"	"18"	"168"	"589"	"84"	"14"	"3"	"7"	"3"	"2"	"3"	"2"	"8"	"14"	"16"	"7"	"938"	"0"	"11"	"949"	"0"
"140"	"127"	"2"	"106"	"116"	"348"	"6"	"1"	"5"	"0"	"2"	"2"	"1"	"5"	"4"	"2"	"1"	"601"	"0"	"2"	"603"	"0"
"141"	"128"	"10"	"58"	"258"	"189"	"6"	"2"	"10"	"5"	"0"	"2"	"3"	"6"	"21"	"15"	"2"	"587"	"0"	"9"	"596"	"0"
"142"	"129"	"1"	"1"	"107"	"333"	"6"	"2"	"2"	"1"	"2"	"1"	"0"	"6"	"19"	"4"	"2"	"487"	"0"	"0"	"487"	"0"
"143"	"130"	"8"	"109"	"262"	"100"	"8"	"4"	"10"	"2"	"7"	"3"	"5"	"4"	"23"	"49"	"8"	"602"	"0"	"16"	"618"	"0"
"144"	"131"	"1"	"155"	"254"	"33"	"2"	"0"	"3"	"0"	"1"	"0"	"1"	"1"	"2"	"5"	"3"	"461"	"0"	"6"	"467"	"0"
"145"	"132"	"16"	"192"	"120"	"10"	"4"	"0"	"3"	"0"	"4"	"1"	"2"	"0"	"7"	"5"	"5"	"369"	"0"	"2"	"371"	"0"
"146"	"133"	"3"	"63"	"176"	"43"	"5"	"1"	"6"	"2"	"2"	"2"	"2"	"5"	"9"	"13"	"7"	"339"	"0"	"10"	"349"	"0"
"147"	"134"	"7"	"104"	"268"	"82"	"6"	"0"	"5"	"3"	"4"	"2"	"2"	"4"	"4"	"16"	"12"	"519"	"0"	"13"	"532"	"0"
"148"	"135"	"3"	"23"	"282"	"71"	"7"	"2"	"2"	"3"	"0"	"4"	"1"	"4"	"19"	"18"	"1"	"440"	"0"	"9"	"449"	"0"
"149"	"136"	"4"	"122"	"266"	"19"	"3"	"4"	"2"	"1"	"3"	"1"	"0"	"6"	"7"	"11"	"10"	"459"	"0"	"11"	"470"	"0"
"150"	"137"	"7"	"344"	"197"	"17"	"1"	"0"	"2"	"3"	"2"	"2"	"2"	"3"	"10"	"24"	"15"	"629"	"0"	"15"	"644"	"0"
"151"	"138"	"19"	"15"	"180"	"118"	"7"	"4"	"15"	"6"	"2"	"2"	"1"	"4"	"7"	"16"	"3"	"399"	"0"	"2"	"401"	"0"
"152"	"139"	"7"	"29"	"124"	"258"	"5"	"3"	"4"	"4"	"2"	"2"	"2"	"5"	"26"	"8"	"9"	"488"	"0"	"17"	"505"	"0"
"153"	"140"	"4"	"100"	"187"	"196"	"9"	"1"	"6"	"2"	"4"	"2"	"1"	"9"	"15"	"16"	"9"	"561"	"0"	"12"	"573"	"0"
"154"	"141"	"14"	"81"	"214"	"159"	"7"	"6"	"4"	"1"	"2"	"1"	"2"	"1"	"16"	"2"	"1"	"511"	"0"	"4"	"515"	"0"
"155"	"142"	"14"	"25"	"197"	"502"	"7"	"4"	"4"	"3"	"4"	"2"	"2"	"4"	"22"	"7"	"4"	"801"	"0"	"17"	"818"	"0"
"156"	"143"	"3"	"16"	"50"	"427"	"1"	"1"	"2"	"0"	"1"	"0"	"1"	"1"	"5"	"2"	"0"	"510"	"0"	"0"	"510"	"0"
