"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"
"20"	"7"	"47"	"100"	"7"	"363"	"2"	"1"	"1"	"0"	"0"	"28"	"2"	"7"	"7"	"4"	"1"	"14"	"4"	"588"	"0"	"3"	"591"	"0"
"21"	"8"	"9"	"46"	"6"	"418"	"8"	"4"	"4"	"3"	"3"	"27"	"2"	"3"	"25"	"6"	"1"	"8"	"6"	"579"	"0"	"16"	"595"	"0"
"22"	"9"	"1"	"41"	"1"	"366"	"2"	"4"	"1"	"0"	"0"	"9"	"0"	"2"	"9"	"0"	"1"	"5"	"1"	"443"	"0"	"2"	"445"	"0"
"23"	"10"	"29"	"295"	"10"	"300"	"4"	"114"	"13"	"2"	"5"	"18"	"6"	"4"	"7"	"2"	"3"	"12"	"3"	"827"	"0"	"5"	"832"	"0"
"24"	"11"	"25"	"67"	"5"	"274"	"3"	"13"	"1"	"2"	"6"	"32"	"6"	"6"	"13"	"6"	"0"	"9"	"1"	"469"	"0"	"10"	"479"	"0"
"25"	"12"	"171"	"214"	"15"	"222"	"13"	"45"	"22"	"7"	"10"	"91"	"10"	"8"	"14"	"9"	"20"	"37"	"8"	"916"	"0"	"17"	"933"	"0"
"26"	"13"	"116"	"99"	"2"	"59"	"2"	"33"	"9"	"3"	"2"	"20"	"8"	"3"	"11"	"5"	"3"	"15"	"3"	"393"	"0"	"0"	"393"	"0"
"27"	"14"	"64"	"54"	"1"	"289"	"5"	"139"	"29"	"2"	"3"	"29"	"10"	"9"	"17"	"5"	"9"	"12"	"3"	"680"	"0"	"2"	"682"	"0"
"28"	"15"	"226"	"212"	"6"	"115"	"6"	"2"	"3"	"3"	"2"	"35"	"7"	"4"	"6"	"2"	"9"	"18"	"24"	"680"	"0"	"21"	"701"	"0"
"29"	"16"	"124"	"179"	"1"	"106"	"1"	"2"	"2"	"1"	"1"	"33"	"2"	"1"	"11"	"4"	"4"	"14"	"4"	"490"	"0"	"3"	"493"	"0"
"30"	"17"	"295"	"262"	"14"	"73"	"3"	"5"	"1"	"3"	"3"	"21"	"4"	"4"	"5"	"11"	"8"	"21"	"7"	"740"	"0"	"11"	"751"	"0"
"31"	"18"	"186"	"162"	"6"	"77"	"4"	"3"	"2"	"4"	"2"	"17"	"2"	"2"	"0"	"1"	"3"	"3"	"4"	"478"	"0"	"1"	"479"	"0"
"32"	"19"	"83"	"155"	"6"	"110"	"1"	"3"	"4"	"0"	"1"	"11"	"3"	"1"	"2"	"3"	"3"	"18"	"9"	"413"	"0"	"18"	"431"	"0"
"33"	"20"	"229"	"123"	"2"	"63"	"2"	"1"	"0"	"0"	"1"	"14"	"2"	"2"	"2"	"0"	"6"	"16"	"13"	"476"	"0"	"11"	"487"	"0"
"34"	"21"	"138"	"124"	"4"	"65"	"4"	"43"	"7"	"2"	"7"	"20"	"3"	"1"	"13"	"9"	"23"	"38"	"17"	"518"	"0"	"11"	"529"	"0"
"35"	"21A"	"65"	"126"	"3"	"107"	"8"	"8"	"4"	"2"	"1"	"22"	"4"	"4"	"13"	"9"	"9"	"17"	"6"	"408"	"0"	"2"	"410"	"0"
"36"	"22"	"112"	"68"	"10"	"213"	"73"	"7"	"3"	"3"	"4"	"26"	"5"	"6"	"21"	"4"	"7"	"9"	"7"	"578"	"0"	"5"	"583"	"0"
"37"	"22A"	"99"	"45"	"5"	"206"	"26"	"1"	"2"	"2"	"0"	"26"	"1"	"1"	"2"	"3"	"8"	"11"	"4"	"442"	"0"	"3"	"445"	"0"
"38"	"23"	"191"	"69"	"4"	"291"	"5"	"5"	"4"	"7"	"3"	"43"	"10"	"3"	"5"	"5"	"4"	"8"	"14"	"671"	"0"	"9"	"680"	"0"
"39"	"24"	"72"	"196"	"9"	"108"	"3"	"38"	"6"	"4"	"2"	"29"	"2"	"4"	"8"	"6"	"13"	"14"	"6"	"520"	"0"	"5"	"525"	"0"
"40"	"24A"	"116"	"207"	"6"	"71"	"1"	"5"	"0"	"0"	"0"	"18"	"3"	"2"	"3"	"2"	"7"	"6"	"16"	"463"	"0"	"11"	"474"	"0"
"41"	"25"	"42"	"724"	"11"	"92"	"5"	"46"	"9"	"0"	"2"	"19"	"4"	"2"	"1"	"3"	"7"	"9"	"0"	"976"	"0"	"9"	"985"	"0"
"42"	"26"	"84"	"243"	"5"	"162"	"2"	"2"	"1"	"4"	"4"	"40"	"9"	"5"	"16"	"3"	"10"	"24"	"1"	"615"	"0"	"8"	"623"	"0"
"43"	"27"	"15"	"194"	"2"	"183"	"0"	"0"	"2"	"1"	"2"	"15"	"3"	"2"	"9"	"3"	"4"	"19"	"1"	"455"	"0"	"3"	"458"	"0"
"44"	"28"	"16"	"49"	"9"	"635"	"6"	"3"	"1"	"0"	"1"	"42"	"2"	"10"	"26"	"3"	"3"	"21"	"4"	"831"	"0"	"11"	"842"	"0"
"45"	"29"	"245"	"57"	"5"	"82"	"4"	"37"	"4"	"3"	"5"	"8"	"1"	"2"	"9"	"2"	"0"	"7"	"5"	"476"	"0"	"1"	"477"	"0"
"46"	"29A"	"321"	"72"	"4"	"32"	"6"	"22"	"3"	"0"	"0"	"7"	"1"	"1"	"3"	"1"	"3"	"4"	"3"	"483"	"0"	"1"	"484"	"0"
"47"	"30"	"203"	"101"	"15"	"281"	"6"	"10"	"9"	"6"	"5"	"39"	"7"	"9"	"11"	"10"	"13"	"52"	"31"	"808"	"0"	"37"	"845"	"0"
"48"	"31"	"71"	"88"	"4"	"229"	"6"	"7"	"2"	"1"	"1"	"29"	"1"	"5"	"7"	"6"	"2"	"15"	"1"	"475"	"0"	"4"	"479"	"0"
"49"	"32"	"11"	"114"	"7"	"480"	"10"	"1"	"4"	"3"	"4"	"68"	"7"	"14"	"19"	"6"	"6"	"19"	"6"	"779"	"0"	"16"	"795"	"0"
"50"	"33"	"5"	"37"	"3"	"253"	"3"	"1"	"1"	"1"	"3"	"39"	"2"	"3"	"12"	"5"	"8"	"1"	"2"	"379"	"0"	"7"	"386"	"0"
"51"	"34"	"125"	"101"	"3"	"110"	"2"	"2"	"2"	"3"	"0"	"31"	"5"	"5"	"5"	"4"	"15"	"42"	"14"	"469"	"0"	"10"	"479"	"0"
"52"	"34A"	"24"	"77"	"2"	"213"	"0"	"0"	"0"	"2"	"2"	"43"	"2"	"2"	"11"	"2"	"4"	"9"	"7"	"400"	"0"	"5"	"405"	"0"
"53"	"35"	"17"	"210"	"17"	"237"	"4"	"0"	"6"	"4"	"8"	"64"	"3"	"0"	"14"	"4"	"21"	"18"	"13"	"640"	"0"	"24"	"664"	"0"
"54"	"36"	"132"	"62"	"7"	"216"	"4"	"1"	"0"	"3"	"2"	"32"	"4"	"6"	"23"	"4"	"4"	"33"	"11"	"544"	"0"	"9"	"553"	"0"
"55"	"36A"	"232"	"55"	"4"	"81"	"3"	"1"	"3"	"1"	"1"	"13"	"3"	"2"	"2"	"4"	"1"	"7"	"5"	"418"	"0"	"1"	"419"	"0"
"56"	"37"	"10"	"10"	"1"	"271"	"8"	"0"	"2"	"2"	"2"	"17"	"3"	"3"	"15"	"2"	"3"	"15"	"6"	"370"	"0"	"3"	"373"	"0"
"57"	"38"	"141"	"108"	"6"	"278"	"13"	"6"	"10"	"4"	"5"	"36"	"6"	"7"	"17"	"7"	"6"	"31"	"2"	"683"	"0"	"3"	"686"	"0"
"58"	"39"	"48"	"161"	"16"	"278"	"8"	"5"	"1"	"4"	"2"	"38"	"4"	"3"	"3"	"6"	"0"	"1"	"4"	"582"	"0"	"14"	"596"	"0"
"59"	"40"	"101"	"107"	"9"	"265"	"11"	"4"	"2"	"1"	"1"	"26"	"4"	"3"	"10"	"7"	"4"	"8"	"30"	"593"	"0"	"28"	"621"	"0"
"60"	"41"	"138"	"75"	"2"	"121"	"1"	"2"	"2"	"0"	"1"	"36"	"2"	"2"	"8"	"1"	"1"	"16"	"4"	"412"	"0"	"1"	"413"	"0"
"61"	"42"	"3"	"204"	"81"	"216"	"10"	"2"	"4"	"4"	"3"	"27"	"8"	"8"	"18"	"5"	"9"	"21"	"3"	"626"	"0"	"53"	"679"	"0"
"62"	"43"	"10"	"213"	"8"	"133"	"3"	"1"	"1"	"0"	"0"	"22"	"1"	"1"	"9"	"3"	"6"	"2"	"1"	"414"	"0"	"2"	"416"	"0"
"63"	"44"	"23"	"167"	"109"	"252"	"6"	"4"	"4"	"2"	"2"	"48"	"5"	"3"	"11"	"7"	"4"	"12"	"7"	"666"	"0"	"9"	"675"	"0"
"64"	"45"	"374"	"114"	"6"	"292"	"6"	"2"	"3"	"1"	"1"	"9"	"1"	"2"	"4"	"0"	"1"	"3"	"6"	"825"	"0"	"0"	"825"	"0"
"65"	"46"	"94"	"197"	"35"	"156"	"4"	"10"	"6"	"4"	"7"	"18"	"3"	"5"	"11"	"8"	"16"	"9"	"1"	"584"	"0"	"1"	"585"	"0"
"66"	"47"	"168"	"194"	"0"	"97"	"4"	"1"	"4"	"2"	"1"	"17"	"4"	"5"	"3"	"8"	"10"	"28"	"5"	"551"	"0"	"12"	"563"	"0"
"67"	"48"	"52"	"350"	"3"	"17"	"0"	"0"	"1"	"0"	"0"	"9"	"4"	"0"	"2"	"4"	"7"	"11"	"11"	"471"	"0"	"29"	"500"	"0"
"68"	"49"	"20"	"96"	"4"	"95"	"4"	"0"	"1"	"0"	"0"	"17"	"1"	"0"	"2"	"0"	"1"	"4"	"34"	"279"	"0"	"17"	"296"	"0"
"69"	"50"	"18"	"117"	"7"	"351"	"10"	"8"	"8"	"3"	"7"	"93"	"21"	"10"	"20"	"17"	"11"	"55"	"8"	"764"	"0"	"15"	"779"	"0"
"70"	"51"	"16"	"34"	"8"	"627"	"4"	"1"	"1"	"1"	"1"	"15"	"2"	"3"	"23"	"2"	"3"	"9"	"2"	"752"	"0"	"3"	"755"	"0"
"71"	"52"	"8"	"339"	"9"	"181"	"4"	"5"	"1"	"1"	"1"	"24"	"4"	"4"	"14"	"3"	"7"	"19"	"4"	"628"	"0"	"7"	"635"	"0"
"72"	"53"	"17"	"350"	"10"	"231"	"4"	"4"	"8"	"3"	"4"	"42"	"2"	"4"	"15"	"6"	"10"	"28"	"4"	"742"	"0"	"13"	"755"	"0"
"73"	"54"	"301"	"291"	"16"	"248"	"6"	"4"	"4"	"3"	"6"	"30"	"9"	"7"	"20"	"11"	"23"	"47"	"6"	"1032"	"0"	"10"	"1042"	"0"
"74"	"55"	"79"	"145"	"4"	"138"	"5"	"0"	"0"	"0"	"0"	"28"	"4"	"4"	"15"	"2"	"6"	"19"	"1"	"450"	"0"	"3"	"453"	"0"
"75"	"56"	"159"	"15"	"6"	"295"	"5"	"4"	"1"	"3"	"1"	"15"	"4"	"1"	"5"	"1"	"0"	"7"	"2"	"524"	"0"	"0"	"524"	"0"
"76"	"57"	"63"	"43"	"11"	"693"	"7"	"5"	"3"	"4"	"0"	"26"	"3"	"5"	"14"	"0"	"2"	"9"	"8"	"896"	"0"	"2"	"898"	"0"
"77"	"58"	"324"	"12"	"2"	"192"	"3"	"3"	"0"	"0"	"0"	"18"	"3"	"3"	"5"	"2"	"3"	"15"	"8"	"593"	"0"	"3"	"596"	"0"
"78"	"59"	"350"	"32"	"9"	"181"	"4"	"0"	"2"	"4"	"1"	"26"	"6"	"6"	"16"	"7"	"13"	"23"	"10"	"690"	"0"	"3"	"693"	"0"
"79"	"59A"	"118"	"18"	"1"	"138"	"1"	"0"	"1"	"2"	"0"	"17"	"3"	"5"	"5"	"1"	"2"	"14"	"9"	"335"	"0"	"5"	"340"	"0"
"80"	"60"	"3"	"47"	"7"	"517"	"6"	"1"	"2"	"0"	"3"	"61"	"4"	"6"	"24"	"2"	"8"	"15"	"2"	"708"	"0"	"14"	"722"	"0"
"81"	"61"	"81"	"328"	"11"	"135"	"8"	"3"	"2"	"4"	"6"	"50"	"7"	"3"	"8"	"7"	"14"	"25"	"24"	"716"	"0"	"44"	"760"	"0"
"82"	"62"	"20"	"57"	"6"	"439"	"11"	"3"	"5"	"6"	"4"	"58"	"5"	"17"	"41"	"9"	"7"	"30"	"1"	"719"	"0"	"3"	"722"	"0"
"83"	"63"	"33"	"113"	"5"	"124"	"5"	"2"	"3"	"1"	"1"	"39"	"6"	"8"	"28"	"6"	"14"	"35"	"3"	"426"	"0"	"5"	"431"	"0"
"84"	"64"	"10"	"32"	"3"	"516"	"9"	"0"	"1"	"0"	"0"	"20"	"2"	"3"	"9"	"1"	"0"	"4"	"3"	"613"	"0"	"3"	"616"	"0"
"85"	"65"	"33"	"31"	"11"	"576"	"7"	"5"	"2"	"1"	"3"	"14"	"0"	"1"	"5"	"2"	"0"	"0"	"22"	"713"	"0"	"26"	"739"	"0"
"86"	"66"	"19"	"112"	"4"	"270"	"4"	"1"	"3"	"1"	"2"	"31"	"2"	"3"	"9"	"2"	"2"	"4"	"2"	"471"	"0"	"4"	"475"	"0"
"87"	"67"	"9"	"329"	"4"	"93"	"3"	"1"	"1"	"2"	"0"	"9"	"1"	"0"	"3"	"4"	"11"	"12"	"1"	"483"	"0"	"3"	"486"	"0"
"88"	"68"	"13"	"51"	"0"	"150"	"3"	"0"	"2"	"0"	"2"	"21"	"3"	"2"	"14"	"4"	"6"	"25"	"8"	"304"	"0"	"6"	"310"	"0"
"89"	"69"	"8"	"286"	"2"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"300"	"0"	"1"	"301"	"0"
"90"	"70"	"22"	"125"	"2"	"292"	"6"	"8"	"5"	"4"	"3"	"58"	"10"	"8"	"25"	"10"	"13"	"35"	"12"	"638"	"0"	"30"	"668"	"0"
"91"	"71"	"19"	"122"	"6"	"422"	"4"	"2"	"7"	"5"	"9"	"80"	"2"	"2"	"17"	"4"	"9"	"18"	"1"	"729"	"0"	"2"	"731"	"0"
"92"	"72"	"5"	"77"	"2"	"182"	"6"	"1"	"2"	"0"	"4"	"49"	"1"	"1"	"5"	"1"	"2"	"16"	"8"	"362"	"0"	"6"	"368"	"0"
"93"	"73"	"35"	"263"	"3"	"198"	"5"	"2"	"3"	"3"	"3"	"66"	"2"	"4"	"16"	"7"	"15"	"21"	"6"	"652"	"0"	"2"	"654"	"0"
"94"	"74"	"80"	"426"	"6"	"214"	"3"	"2"	"1"	"1"	"1"	"17"	"5"	"5"	"14"	"6"	"16"	"27"	"4"	"828"	"0"	"10"	"838"	"0"
"95"	"75"	"2"	"6"	"6"	"364"	"6"	"0"	"1"	"0"	"1"	"5"	"2"	"2"	"9"	"2"	"3"	"3"	"2"	"414"	"0"	"2"	"416"	"0"
"96"	"76"	"231"	"37"	"4"	"153"	"4"	"19"	"3"	"2"	"3"	"24"	"2"	"3"	"7"	"2"	"6"	"6"	"7"	"513"	"0"	"3"	"516"	"0"
"97"	"77"	"21"	"60"	"5"	"337"	"4"	"5"	"3"	"2"	"1"	"33"	"3"	"5"	"13"	"6"	"1"	"4"	"0"	"503"	"0"	"2"	"505"	"0"
"98"	"78"	"50"	"75"	"3"	"669"	"11"	"10"	"4"	"4"	"8"	"149"	"12"	"12"	"23"	"7"	"8"	"41"	"8"	"1094"	"0"	"14"	"1108"	"0"
"99"	"79"	"10"	"16"	"3"	"857"	"6"	"1"	"1"	"1"	"0"	"14"	"1"	"2"	"17"	"1"	"0"	"5"	"0"	"935"	"0"	"0"	"935"	"0"
"100"	"80"	"59"	"373"	"17"	"135"	"4"	"1"	"1"	"2"	"1"	"27"	"3"	"7"	"12"	"4"	"13"	"19"	"16"	"694"	"0"	"16"	"710"	"0"
"101"	"81"	"8"	"79"	"6"	"421"	"2"	"2"	"8"	"3"	"2"	"30"	"4"	"3"	"15"	"2"	"5"	"4"	"2"	"596"	"0"	"3"	"599"	"0"
"102"	"82"	"14"	"176"	"12"	"538"	"5"	"47"	"7"	"0"	"2"	"25"	"10"	"13"	"43"	"6"	"10"	"40"	"6"	"954"	"0"	"19"	"973"	"0"
"103"	"83"	"36"	"83"	"9"	"767"	"16"	"4"	"4"	"0"	"2"	"34"	"2"	"0"	"14"	"3"	"0"	"6"	"8"	"988"	"0"	"3"	"991"	"0"
"104"	"84"	"10"	"233"	"7"	"304"	"2"	"1"	"1"	"0"	"2"	"31"	"1"	"4"	"7"	"3"	"4"	"5"	"3"	"618"	"0"	"4"	"622"	"0"
"105"	"85"	"63"	"106"	"6"	"290"	"6"	"1"	"1"	"4"	"0"	"98"	"2"	"3"	"15"	"6"	"3"	"23"	"5"	"632"	"0"	"16"	"648"	"0"
"106"	"86"	"11"	"114"	"8"	"472"	"6"	"2"	"2"	"2"	"2"	"17"	"1"	"2"	"5"	"3"	"2"	"3"	"11"	"663"	"0"	"5"	"668"	"0"
"107"	"87"	"5"	"176"	"6"	"138"	"6"	"1"	"2"	"1"	"2"	"18"	"2"	"1"	"3"	"5"	"8"	"14"	"0"	"388"	"0"	"1"	"389"	"0"
"108"	"88"	"40"	"44"	"5"	"469"	"4"	"0"	"2"	"0"	"0"	"20"	"2"	"1"	"4"	"2"	"1"	"7"	"1"	"602"	"0"	"4"	"606"	"0"
"109"	"89"	"22"	"29"	"3"	"371"	"6"	"0"	"2"	"1"	"2"	"30"	"1"	"0"	"7"	"3"	"3"	"6"	"4"	"490"	"0"	"5"	"495"	"0"
"110"	"90"	"44"	"289"	"7"	"458"	"5"	"4"	"4"	"5"	"3"	"51"	"5"	"5"	"20"	"7"	"6"	"10"	"0"	"923"	"0"	"7"	"930"	"0"
"111"	"91"	"400"	"114"	"3"	"24"	"3"	"4"	"1"	"3"	"1"	"9"	"2"	"2"	"6"	"7"	"5"	"22"	"9"	"615"	"0"	"3"	"618"	"0"
"112"	"92"	"47"	"333"	"10"	"207"	"1"	"1"	"1"	"0"	"1"	"37"	"3"	"5"	"10"	"7"	"4"	"13"	"2"	"682"	"0"	"5"	"687"	"0"
"113"	"93"	"104"	"244"	"11"	"395"	"6"	"5"	"3"	"0"	"7"	"52"	"6"	"7"	"15"	"8"	"8"	"33"	"6"	"910"	"0"	"10"	"920"	"0"
"114"	"94"	"32"	"841"	"21"	"115"	"7"	"1"	"7"	"4"	"3"	"20"	"2"	"1"	"5"	"7"	"11"	"7"	"25"	"1109"	"0"	"20"	"1129"	"0"
"115"	"95"	"80"	"313"	"9"	"485"	"8"	"3"	"1"	"0"	"5"	"62"	"4"	"8"	"14"	"5"	"4"	"16"	"0"	"1017"	"0"	"3"	"1020"	"0"
"116"	"96"	"29"	"694"	"9"	"268"	"9"	"1"	"2"	"1"	"0"	"20"	"4"	"1"	"8"	"4"	"3"	"5"	"6"	"1064"	"0"	"10"	"1074"	"0"
"117"	"97"	"187"	"86"	"3"	"242"	"3"	"25"	"2"	"1"	"1"	"11"	"2"	"4"	"5"	"2"	"2"	"3"	"5"	"584"	"0"	"1"	"585"	"0"
"118"	"97A"	"155"	"87"	"7"	"223"	"4"	"15"	"3"	"0"	"2"	"33"	"5"	"5"	"23"	"6"	"9"	"28"	"2"	"607"	"0"	"6"	"613"	"0"
"119"	"98"	"254"	"144"	"14"	"300"	"11"	"3"	"6"	"3"	"2"	"79"	"10"	"9"	"29"	"9"	"14"	"33"	"21"	"941"	"0"	"12"	"953"	"0"
"120"	"99"	"27"	"238"	"2"	"107"	"1"	"0"	"0"	"0"	"1"	"14"	"0"	"0"	"2"	"0"	"1"	"2"	"0"	"395"	"0"	"2"	"397"	"0"
"121"	"100"	"78"	"257"	"10"	"469"	"6"	"5"	"2"	"1"	"2"	"30"	"2"	"1"	"5"	"3"	"0"	"0"	"7"	"878"	"0"	"5"	"883"	"0"
"122"	"101"	"92"	"73"	"6"	"461"	"5"	"4"	"3"	"2"	"1"	"39"	"8"	"6"	"25"	"6"	"9"	"18"	"2"	"760"	"0"	"8"	"768"	"0"
"123"	"102"	"27"	"431"	"20"	"283"	"10"	"4"	"7"	"7"	"12"	"49"	"7"	"2"	"11"	"6"	"13"	"20"	"10"	"919"	"0"	"7"	"926"	"0"
"124"	"103"	"14"	"153"	"4"	"30"	"1"	"0"	"1"	"0"	"1"	"15"	"1"	"1"	"0"	"2"	"0"	"1"	"4"	"228"	"0"	"1"	"229"	"0"
"125"	"104"	"39"	"100"	"10"	"809"	"7"	"2"	"7"	"1"	"1"	"37"	"3"	"5"	"15"	"3"	"5"	"13"	"12"	"1069"	"0"	"11"	"1080"	"0"
"126"	"105"	"10"	"61"	"5"	"257"	"3"	"0"	"1"	"0"	"1"	"13"	"1"	"3"	"4"	"1"	"1"	"2"	"2"	"365"	"0"	"5"	"370"	"0"
"127"	"106"	"16"	"152"	"7"	"800"	"25"	"4"	"6"	"1"	"2"	"36"	"5"	"11"	"15"	"2"	"4"	"10"	"2"	"1098"	"0"	"4"	"1102"	"0"
"128"	"107"	"56"	"117"	"11"	"537"	"4"	"15"	"4"	"2"	"3"	"22"	"7"	"7"	"12"	"3"	"0"	"12"	"9"	"821"	"0"	"14"	"835"	"0"
"129"	"108"	"15"	"244"	"10"	"528"	"8"	"6"	"4"	"4"	"3"	"72"	"6"	"6"	"10"	"5"	"5"	"19"	"11"	"956"	"0"	"20"	"976"	"0"
"130"	"109"	"72"	"92"	"12"	"476"	"17"	"6"	"1"	"2"	"4"	"44"	"11"	"11"	"21"	"3"	"6"	"12"	"17"	"807"	"0"	"20"	"827"	"0"
"131"	"110"	"126"	"26"	"3"	"185"	"3"	"3"	"1"	"1"	"1"	"10"	"4"	"1"	"8"	"2"	"3"	"16"	"1"	"394"	"0"	"2"	"396"	"0"
"132"	"111"	"47"	"315"	"11"	"428"	"5"	"21"	"3"	"2"	"5"	"22"	"9"	"3"	"8"	"6"	"4"	"11"	"1"	"901"	"0"	"9"	"910"	"0"
"133"	"112"	"37"	"417"	"14"	"250"	"8"	"7"	"2"	"2"	"7"	"53"	"12"	"6"	"17"	"9"	"14"	"21"	"7"	"883"	"0"	"22"	"905"	"0"
"134"	"113"	"32"	"156"	"9"	"163"	"1"	"3"	"2"	"3"	"0"	"40"	"9"	"3"	"18"	"8"	"14"	"22"	"1"	"484"	"0"	"9"	"493"	"0"
"135"	"114"	"10"	"230"	"6"	"263"	"8"	"23"	"6"	"0"	"0"	"26"	"0"	"2"	"4"	"3"	"10"	"15"	"7"	"613"	"0"	"15"	"628"	"0"
"136"	"115"	"16"	"244"	"6"	"142"	"6"	"0"	"1"	"1"	"5"	"44"	"1"	"3"	"8"	"2"	"6"	"12"	"11"	"508"	"0"	"22"	"530"	"0"
"137"	"115A"	"17"	"153"	"4"	"142"	"2"	"2"	"2"	"1"	"3"	"52"	"3"	"3"	"8"	"7"	"10"	"20"	"3"	"432"	"0"	"11"	"443"	"0"
"138"	"116"	"19"	"392"	"7"	"134"	"2"	"0"	"2"	"3"	"0"	"41"	"0"	"2"	"11"	"4"	"20"	"18"	"4"	"659"	"0"	"5"	"664"	"0"
"139"	"116A"	"19"	"248"	"3"	"129"	"4"	"0"	"1"	"0"	"3"	"31"	"0"	"2"	"2"	"3"	"4"	"10"	"0"	"459"	"0"	"13"	"472"	"0"
"140"	"117"	"52"	"76"	"9"	"489"	"15"	"1"	"2"	"1"	"0"	"34"	"8"	"7"	"19"	"4"	"4"	"14"	"12"	"747"	"0"	"15"	"762"	"0"
"141"	"118"	"152"	"30"	"10"	"361"	"9"	"1"	"4"	"1"	"2"	"40"	"3"	"2"	"3"	"2"	"2"	"10"	"13"	"645"	"0"	"15"	"660"	"0"
"142"	"119"	"16"	"286"	"6"	"343"	"3"	"5"	"4"	"5"	"1"	"54"	"6"	"6"	"9"	"11"	"12"	"26"	"0"	"793"	"0"	"4"	"797"	"0"
"143"	"120"	"16"	"226"	"10"	"445"	"12"	"2"	"4"	"4"	"3"	"73"	"8"	"5"	"8"	"8"	"8"	"12"	"2"	"846"	"0"	"3"	"849"	"0"
