"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"
"17"	"5"	"68"	"241"	"2"	"111"	"0"	"4"	"0"	"9"	"4"	"3"	"2"	"5"	"9"	"3"	"5"	"16"	"3"	"4"	"0"	"8"	"3"	"1"	"501"	"0"	"6"	"507"	"0"
"18"	"6"	"19"	"343"	"18"	"172"	"5"	"3"	"8"	"8"	"2"	"1"	"4"	"8"	"10"	"3"	"22"	"18"	"3"	"7"	"4"	"1"	"5"	"0"	"664"	"0"	"7"	"671"	"0"
"19"	"7"	"29"	"99"	"4"	"261"	"10"	"2"	"0"	"13"	"2"	"2"	"1"	"3"	"8"	"3"	"2"	"2"	"0"	"1"	"2"	"3"	"3"	"1"	"451"	"0"	"1"	"452"	"0"
"20"	"8"	"4"	"370"	"11"	"150"	"3"	"0"	"2"	"1"	"0"	"0"	"1"	"0"	"6"	"2"	"2"	"1"	"2"	"5"	"0"	"2"	"1"	"0"	"563"	"0"	"1"	"564"	"0"
"21"	"9"	"32"	"280"	"47"	"80"	"3"	"3"	"4"	"4"	"2"	"1"	"0"	"1"	"5"	"8"	"10"	"17"	"2"	"3"	"2"	"2"	"0"	"2"	"508"	"0"	"7"	"515"	"0"
"22"	"10"	"233"	"69"	"2"	"101"	"4"	"2"	"3"	"7"	"1"	"2"	"4"	"1"	"2"	"3"	"5"	"7"	"4"	"4"	"4"	"0"	"1"	"1"	"460"	"0"	"0"	"460"	"0"
"23"	"11"	"41"	"380"	"6"	"250"	"8"	"4"	"4"	"9"	"7"	"3"	"11"	"9"	"23"	"10"	"24"	"12"	"6"	"5"	"0"	"2"	"5"	"4"	"823"	"0"	"11"	"834"	"0"
"24"	"12"	"60"	"281"	"22"	"242"	"10"	"4"	"2"	"10"	"4"	"4"	"5"	"9"	"14"	"8"	"15"	"12"	"6"	"3"	"1"	"5"	"2"	"2"	"721"	"0"	"7"	"728"	"0"
"25"	"13"	"9"	"159"	"1"	"36"	"2"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"3"	"0"	"3"	"1"	"1"	"4"	"3"	"0"	"1"	"0"	"226"	"0"	"1"	"227"	"0"
"26"	"14"	"18"	"252"	"15"	"218"	"17"	"9"	"4"	"16"	"4"	"1"	"12"	"7"	"19"	"6"	"12"	"20"	"3"	"1"	"2"	"7"	"2"	"4"	"649"	"0"	"4"	"653"	"0"
"27"	"15"	"38"	"462"	"0"	"39"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"1"	"2"	"13"	"0"	"0"	"0"	"559"	"0"	"2"	"561"	"0"
"28"	"16"	"70"	"158"	"4"	"66"	"124"	"3"	"6"	"8"	"7"	"2"	"1"	"6"	"5"	"8"	"14"	"15"	"9"	"5"	"4"	"1"	"4"	"2"	"522"	"0"	"7"	"529"	"0"
"29"	"17"	"31"	"359"	"4"	"26"	"1"	"0"	"1"	"5"	"1"	"0"	"1"	"0"	"1"	"0"	"2"	"1"	"1"	"5"	"0"	"0"	"0"	"0"	"439"	"0"	"1"	"440"	"0"
"30"	"18"	"7"	"207"	"2"	"126"	"0"	"1"	"1"	"3"	"1"	"0"	"0"	"1"	"2"	"0"	"3"	"0"	"1"	"3"	"17"	"1"	"0"	"0"	"376"	"0"	"0"	"376"	"0"
"31"	"19"	"22"	"261"	"7"	"79"	"5"	"2"	"4"	"4"	"3"	"1"	"2"	"3"	"9"	"2"	"11"	"12"	"7"	"10"	"9"	"3"	"0"	"2"	"458"	"0"	"6"	"464"	"0"
"32"	"20"	"13"	"222"	"3"	"103"	"6"	"1"	"2"	"3"	"2"	"1"	"0"	"1"	"6"	"2"	"5"	"2"	"0"	"3"	"3"	"7"	"2"	"2"	"389"	"0"	"2"	"391"	"0"
"33"	"21"	"16"	"186"	"6"	"134"	"1"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"3"	"1"	"1"	"2"	"0"	"8"	"3"	"1"	"1"	"1"	"369"	"0"	"3"	"372"	"0"
"34"	"22"	"42"	"163"	"20"	"44"	"4"	"4"	"0"	"3"	"0"	"0"	"1"	"0"	"2"	"5"	"5"	"6"	"10"	"13"	"5"	"1"	"1"	"3"	"332"	"0"	"4"	"336"	"0"
"35"	"23"	"131"	"105"	"4"	"12"	"1"	"1"	"0"	"4"	"0"	"1"	"0"	"0"	"1"	"1"	"7"	"10"	"2"	"1"	"1"	"0"	"0"	"0"	"282"	"0"	"1"	"283"	"0"
"36"	"24"	"158"	"110"	"1"	"14"	"0"	"1"	"1"	"4"	"1"	"2"	"0"	"0"	"3"	"2"	"3"	"13"	"3"	"4"	"2"	"0"	"2"	"1"	"325"	"0"	"3"	"328"	"0"
"37"	"25"	"26"	"254"	"3"	"72"	"0"	"1"	"2"	"10"	"2"	"1"	"1"	"4"	"2"	"2"	"10"	"4"	"1"	"2"	"0"	"0"	"1"	"0"	"398"	"0"	"1"	"399"	"0"
"38"	"26"	"23"	"240"	"3"	"53"	"2"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"2"	"1"	"4"	"5"	"2"	"2"	"0"	"0"	"0"	"0"	"342"	"0"	"3"	"345"	"0"
"39"	"27"	"2"	"169"	"6"	"248"	"7"	"1"	"0"	"0"	"1"	"0"	"2"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"441"	"0"	"0"	"441"	"0"
"40"	"28"	"10"	"49"	"29"	"116"	"10"	"1"	"0"	"0"	"0"	"0"	"3"	"0"	"6"	"2"	"0"	"1"	"0"	"2"	"1"	"2"	"0"	"0"	"232"	"0"	"0"	"232"	"0"
"41"	"29"	"92"	"212"	"5"	"80"	"5"	"2"	"2"	"3"	"4"	"2"	"5"	"5"	"8"	"8"	"13"	"24"	"4"	"5"	"3"	"5"	"1"	"1"	"489"	"0"	"7"	"496"	"0"
"42"	"29A"	"18"	"245"	"4"	"78"	"0"	"1"	"1"	"3"	"0"	"0"	"1"	"3"	"6"	"3"	"8"	"1"	"3"	"4"	"2"	"5"	"0"	"0"	"386"	"0"	"2"	"388"	"0"
"43"	"30"	"60"	"172"	"6"	"355"	"6"	"0"	"1"	"4"	"4"	"2"	"3"	"7"	"18"	"6"	"6"	"11"	"8"	"5"	"2"	"7"	"3"	"6"	"692"	"0"	"9"	"701"	"0"
"44"	"31"	"105"	"123"	"14"	"160"	"8"	"3"	"3"	"2"	"1"	"0"	"3"	"3"	"8"	"2"	"9"	"7"	"3"	"2"	"2"	"1"	"2"	"0"	"461"	"0"	"1"	"462"	"0"
"45"	"32"	"7"	"116"	"2"	"32"	"1"	"0"	"1"	"3"	"0"	"0"	"2"	"2"	"2"	"3"	"9"	"2"	"0"	"1"	"0"	"2"	"0"	"0"	"185"	"0"	"0"	"185"	"0"
"46"	"33"	"220"	"100"	"40"	"9"	"1"	"1"	"1"	"1"	"0"	"1"	"3"	"3"	"3"	"1"	"6"	"18"	"7"	"2"	"5"	"0"	"1"	"0"	"423"	"0"	"6"	"429"	"0"
"47"	"34"	"244"	"19"	"3"	"19"	"4"	"1"	"3"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"4"	"15"	"14"	"2"	"1"	"4"	"0"	"3"	"347"	"0"	"5"	"352"	"0"
"48"	"35"	"38"	"164"	"6"	"249"	"13"	"7"	"2"	"4"	"0"	"0"	"5"	"9"	"20"	"2"	"9"	"7"	"3"	"2"	"2"	"5"	"3"	"1"	"551"	"0"	"2"	"553"	"0"
"49"	"36"	"105"	"120"	"9"	"40"	"2"	"0"	"1"	"4"	"2"	"2"	"2"	"2"	"3"	"0"	"3"	"6"	"5"	"1"	"1"	"5"	"1"	"1"	"315"	"0"	"4"	"319"	"0"
"50"	"37"	"21"	"139"	"17"	"40"	"2"	"0"	"0"	"4"	"0"	"0"	"1"	"0"	"4"	"1"	"11"	"5"	"4"	"9"	"2"	"0"	"0"	"1"	"261"	"0"	"7"	"268"	"0"
"51"	"38"	"54"	"379"	"7"	"84"	"3"	"2"	"1"	"11"	"3"	"1"	"5"	"5"	"0"	"4"	"9"	"8"	"3"	"3"	"0"	"3"	"1"	"2"	"588"	"0"	"3"	"591"	"0"
"52"	"39"	"17"	"231"	"2"	"90"	"3"	"3"	"0"	"0"	"2"	"2"	"3"	"1"	"4"	"2"	"5"	"4"	"0"	"3"	"0"	"0"	"1"	"0"	"373"	"0"	"0"	"373"	"0"
"53"	"40"	"25"	"284"	"18"	"106"	"3"	"2"	"1"	"8"	"1"	"2"	"4"	"1"	"15"	"6"	"15"	"12"	"1"	"4"	"1"	"2"	"0"	"0"	"511"	"0"	"4"	"515"	"0"
"54"	"41"	"79"	"254"	"4"	"152"	"3"	"2"	"1"	"4"	"2"	"1"	"2"	"4"	"8"	"3"	"11"	"13"	"1"	"9"	"2"	"5"	"2"	"5"	"567"	"0"	"4"	"571"	"0"
"55"	"42"	"89"	"312"	"26"	"102"	"4"	"2"	"0"	"5"	"0"	"1"	"5"	"1"	"12"	"12"	"36"	"14"	"8"	"5"	"2"	"3"	"1"	"5"	"645"	"0"	"4"	"649"	"0"
"56"	"43"	"51"	"87"	"3"	"80"	"3"	"3"	"0"	"1"	"1"	"2"	"3"	"0"	"9"	"3"	"2"	"5"	"11"	"6"	"4"	"7"	"3"	"2"	"286"	"0"	"7"	"293"	"0"
"57"	"44"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"58"	"45"	"109"	"142"	"5"	"54"	"6"	"3"	"0"	"4"	"0"	"0"	"6"	"2"	"5"	"6"	"5"	"11"	"0"	"3"	"2"	"1"	"1"	"1"	"366"	"0"	"0"	"366"	"0"
"59"	"46"	"11"	"180"	"7"	"36"	"7"	"1"	"2"	"3"	"1"	"2"	"0"	"0"	"3"	"3"	"4"	"1"	"3"	"7"	"15"	"2"	"0"	"1"	"289"	"0"	"1"	"290"	"0"
"60"	"47"	"38"	"151"	"8"	"145"	"4"	"4"	"0"	"4"	"1"	"4"	"3"	"2"	"5"	"3"	"6"	"5"	"11"	"0"	"12"	"5"	"1"	"0"	"412"	"0"	"2"	"414"	"0"
"61"	"48"	"16"	"86"	"2"	"67"	"3"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"2"	"2"	"0"	"11"	"1"	"3"	"0"	"0"	"2"	"1"	"201"	"0"	"0"	"201"	"0"
"62"	"49"	"287"	"76"	"1"	"8"	"1"	"1"	"0"	"2"	"0"	"2"	"0"	"0"	"1"	"2"	"3"	"14"	"7"	"0"	"1"	"1"	"0"	"2"	"409"	"0"	"5"	"414"	"0"
"63"	"50"	"3"	"38"	"11"	"3"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"3"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"67"	"0"	"0"	"67"	"0"
"64"	"51"	"3"	"198"	"3"	"48"	"3"	"1"	"0"	"1"	"1"	"0"	"0"	"2"	"5"	"2"	"8"	"4"	"1"	"0"	"3"	"0"	"0"	"0"	"283"	"0"	"2"	"285"	"0"
"65"	"52"	"181"	"110"	"3"	"162"	"6"	"1"	"2"	"5"	"1"	"0"	"1"	"8"	"9"	"7"	"5"	"9"	"8"	"8"	"1"	"10"	"2"	"4"	"543"	"0"	"3"	"546"	"0"
"66"	"53"	"10"	"242"	"1"	"48"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"3"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"313"	"0"	"2"	"315"	"0"
"67"	"54"	"5"	"327"	"1"	"83"	"1"	"1"	"1"	"4"	"3"	"0"	"0"	"0"	"2"	"0"	"9"	"0"	"0"	"3"	"0"	"0"	"1"	"0"	"441"	"0"	"3"	"444"	"0"
"68"	"55"	"29"	"252"	"3"	"246"	"7"	"1"	"2"	"6"	"1"	"1"	"0"	"6"	"15"	"10"	"18"	"7"	"2"	"2"	"1"	"5"	"1"	"1"	"616"	"0"	"2"	"618"	"0"
"69"	"56"	"7"	"369"	"4"	"174"	"8"	"0"	"1"	"1"	"0"	"1"	"3"	"4"	"6"	"3"	"9"	"13"	"1"	"0"	"0"	"0"	"1"	"1"	"606"	"0"	"1"	"607"	"0"
"70"	"57"	"144"	"66"	"25"	"224"	"7"	"3"	"1"	"5"	"4"	"4"	"7"	"7"	"20"	"6"	"11"	"32"	"6"	"2"	"3"	"6"	"1"	"1"	"585"	"0"	"7"	"592"	"0"
"71"	"58"	"48"	"183"	"35"	"172"	"7"	"1"	"1"	"2"	"2"	"3"	"4"	"2"	"13"	"1"	"7"	"14"	"3"	"3"	"4"	"2"	"3"	"2"	"512"	"0"	"8"	"520"	"0"
"72"	"59"	"38"	"164"	"13"	"232"	"10"	"3"	"2"	"5"	"2"	"2"	"3"	"9"	"20"	"8"	"13"	"6"	"1"	"6"	"2"	"3"	"2"	"1"	"545"	"0"	"2"	"547"	"0"
"73"	"60"	"3"	"283"	"15"	"191"	"1"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"3"	"1"	"1"	"1"	"1"	"3"	"0"	"1"	"2"	"1"	"511"	"0"	"0"	"511"	"0"
"74"	"61"	"7"	"210"	"1"	"217"	"4"	"2"	"1"	"1"	"1"	"0"	"3"	"0"	"9"	"2"	"13"	"3"	"1"	"9"	"2"	"4"	"0"	"2"	"492"	"0"	"3"	"495"	"0"
"75"	"62"	"12"	"276"	"8"	"189"	"4"	"3"	"0"	"3"	"3"	"0"	"1"	"2"	"5"	"4"	"3"	"9"	"7"	"10"	"6"	"13"	"2"	"4"	"564"	"0"	"5"	"569"	"0"
"76"	"63"	"75"	"16"	"2"	"89"	"5"	"3"	"0"	"3"	"0"	"0"	"2"	"1"	"6"	"3"	"2"	"16"	"4"	"1"	"0"	"4"	"2"	"0"	"234"	"0"	"4"	"238"	"0"
"77"	"64"	"132"	"293"	"13"	"213"	"3"	"3"	"1"	"1"	"3"	"3"	"1"	"0"	"18"	"4"	"14"	"12"	"6"	"4"	"1"	"7"	"2"	"2"	"736"	"0"	"4"	"740"	"0"
"78"	"65"	"17"	"209"	"37"	"50"	"4"	"2"	"0"	"4"	"3"	"0"	"3"	"4"	"5"	"2"	"9"	"4"	"3"	"11"	"2"	"3"	"2"	"1"	"375"	"0"	"3"	"378"	"0"
"79"	"66"	"38"	"288"	"9"	"303"	"14"	"1"	"1"	"2"	"3"	"1"	"7"	"3"	"9"	"9"	"9"	"3"	"3"	"10"	"5"	"7"	"2"	"1"	"728"	"0"	"4"	"732"	"0"
"80"	"67"	"7"	"1"	"0"	"16"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"25"	"0"	"0"	"25"	"0"
"81"	"68"	"56"	"110"	"65"	"32"	"0"	"2"	"8"	"2"	"0"	"1"	"0"	"2"	"3"	"2"	"2"	"6"	"2"	"2"	"6"	"1"	"2"	"2"	"306"	"0"	"1"	"307"	"0"
"82"	"69"	"17"	"86"	"38"	"347"	"10"	"1"	"0"	"4"	"0"	"1"	"3"	"2"	"12"	"3"	"6"	"6"	"6"	"4"	"4"	"14"	"1"	"1"	"566"	"0"	"6"	"572"	"0"
"83"	"70"	"182"	"50"	"16"	"300"	"15"	"2"	"1"	"3"	"3"	"2"	"6"	"6"	"30"	"8"	"22"	"27"	"8"	"4"	"3"	"12"	"6"	"7"	"713"	"0"	"14"	"727"	"0"
"84"	"71"	"49"	"356"	"6"	"2"	"4"	"1"	"0"	"4"	"3"	"1"	"0"	"0"	"2"	"2"	"13"	"7"	"3"	"5"	"1"	"2"	"1"	"1"	"463"	"0"	"1"	"464"	"0"
"85"	"72"	"84"	"85"	"78"	"276"	"4"	"4"	"0"	"1"	"4"	"1"	"4"	"3"	"16"	"6"	"46"	"15"	"4"	"1"	"6"	"8"	"2"	"5"	"653"	"0"	"9"	"662"	"0"
"86"	"73"	"194"	"33"	"80"	"365"	"9"	"2"	"1"	"2"	"0"	"0"	"2"	"2"	"5"	"1"	"1"	"2"	"1"	"4"	"2"	"0"	"0"	"1"	"707"	"0"	"3"	"710"	"0"
"87"	"74"	"122"	"200"	"9"	"287"	"6"	"2"	"1"	"3"	"1"	"2"	"7"	"0"	"9"	"1"	"3"	"6"	"7"	"5"	"1"	"3"	"1"	"1"	"677"	"0"	"2"	"679"	"0"
"88"	"74A"	"46"	"58"	"120"	"163"	"3"	"0"	"0"	"5"	"0"	"2"	"2"	"0"	"6"	"1"	"3"	"2"	"1"	"3"	"2"	"8"	"2"	"1"	"428"	"0"	"1"	"429"	"0"
"89"	"75"	"16"	"196"	"23"	"366"	"6"	"3"	"3"	"5"	"2"	"3"	"2"	"6"	"10"	"4"	"8"	"7"	"12"	"9"	"2"	"13"	"1"	"0"	"697"	"0"	"6"	"703"	"0"
"90"	"76"	"160"	"175"	"7"	"127"	"3"	"6"	"2"	"6"	"4"	"2"	"6"	"4"	"6"	"6"	"6"	"17"	"6"	"4"	"2"	"7"	"2"	"0"	"558"	"0"	"1"	"559"	"0"
"91"	"77"	"9"	"343"	"11"	"187"	"11"	"6"	"2"	"6"	"1"	"1"	"6"	"8"	"15"	"10"	"18"	"15"	"2"	"1"	"2"	"0"	"1"	"1"	"656"	"0"	"4"	"660"	"0"
"92"	"78"	"351"	"82"	"6"	"62"	"3"	"1"	"1"	"5"	"1"	"1"	"0"	"0"	"4"	"3"	"9"	"7"	"8"	"2"	"0"	"0"	"2"	"3"	"551"	"0"	"3"	"554"	"0"
"93"	"79"	"66"	"214"	"70"	"165"	"6"	"3"	"1"	"5"	"0"	"1"	"2"	"6"	"10"	"8"	"10"	"18"	"2"	"3"	"1"	"7"	"0"	"0"	"598"	"0"	"2"	"600"	"0"
"94"	"80"	"15"	"182"	"3"	"424"	"5"	"3"	"1"	"9"	"2"	"2"	"4"	"4"	"12"	"3"	"1"	"10"	"0"	"2"	"2"	"10"	"2"	"3"	"699"	"0"	"2"	"701"	"0"
"95"	"81"	"127"	"195"	"3"	"145"	"8"	"4"	"2"	"11"	"2"	"2"	"2"	"1"	"13"	"5"	"2"	"4"	"2"	"1"	"1"	"0"	"0"	"3"	"533"	"0"	"3"	"536"	"0"
"96"	"82"	"8"	"222"	"2"	"401"	"1"	"3"	"1"	"5"	"1"	"0"	"4"	"1"	"7"	"3"	"6"	"4"	"1"	"1"	"7"	"5"	"1"	"1"	"685"	"0"	"2"	"687"	"0"
"97"	"83"	"88"	"87"	"5"	"190"	"9"	"3"	"3"	"7"	"4"	"1"	"3"	"3"	"13"	"2"	"2"	"4"	"3"	"4"	"3"	"5"	"4"	"1"	"444"	"0"	"8"	"452"	"0"
"98"	"84"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"99"	"85"	"30"	"363"	"12"	"114"	"4"	"2"	"0"	"4"	"3"	"2"	"2"	"2"	"10"	"4"	"10"	"6"	"1"	"6"	"0"	"2"	"0"	"2"	"579"	"0"	"2"	"581"	"0"
"100"	"86"	"39"	"159"	"16"	"227"	"6"	"3"	"2"	"5"	"5"	"1"	"1"	"5"	"13"	"4"	"8"	"5"	"0"	"0"	"1"	"7"	"1"	"2"	"510"	"0"	"3"	"513"	"0"
"101"	"87"	"37"	"283"	"3"	"87"	"3"	"2"	"2"	"2"	"1"	"1"	"3"	"1"	"3"	"1"	"5"	"6"	"4"	"1"	"3"	"3"	"0"	"3"	"454"	"0"	"2"	"456"	"0"
"102"	"88"	"211"	"86"	"10"	"19"	"3"	"3"	"1"	"3"	"0"	"0"	"0"	"1"	"2"	"2"	"3"	"11"	"8"	"0"	"3"	"0"	"0"	"0"	"366"	"0"	"5"	"371"	"0"
"103"	"89"	"11"	"341"	"20"	"163"	"7"	"8"	"1"	"1"	"1"	"4"	"2"	"3"	"14"	"3"	"10"	"5"	"0"	"8"	"3"	"11"	"2"	"1"	"619"	"0"	"3"	"622"	"0"
"104"	"90"	"18"	"443"	"15"	"205"	"2"	"8"	"3"	"7"	"0"	"1"	"5"	"5"	"12"	"3"	"13"	"8"	"9"	"7"	"7"	"2"	"4"	"6"	"783"	"0"	"6"	"789"	"0"
"105"	"91"	"1"	"229"	"60"	"154"	"1"	"1"	"3"	"4"	"2"	"0"	"0"	"0"	"4"	"2"	"5"	"4"	"2"	"3"	"2"	"0"	"0"	"1"	"478"	"0"	"4"	"482"	"0"
"106"	"92"	"32"	"388"	"2"	"117"	"4"	"1"	"2"	"3"	"1"	"1"	"4"	"1"	"7"	"4"	"11"	"3"	"3"	"4"	"1"	"3"	"2"	"3"	"597"	"0"	"3"	"600"	"0"
"107"	"93"	"158"	"135"	"12"	"150"	"4"	"0"	"1"	"2"	"0"	"1"	"3"	"3"	"6"	"8"	"8"	"17"	"3"	"3"	"1"	"0"	"2"	"1"	"518"	"0"	"0"	"518"	"0"
"108"	"94"	"48"	"226"	"54"	"190"	"12"	"4"	"1"	"2"	"3"	"0"	"4"	"2"	"8"	"7"	"9"	"12"	"9"	"19"	"4"	"10"	"5"	"6"	"635"	"0"	"7"	"642"	"0"
"109"	"95"	"7"	"274"	"3"	"67"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"0"	"4"	"5"	"4"	"1"	"0"	"5"	"3"	"1"	"1"	"0"	"379"	"0"	"0"	"379"	"0"
"110"	"96"	"271"	"5"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"6"	"2"	"0"	"0"	"0"	"0"	"1"	"291"	"0"	"1"	"292"	"0"
"111"	"97"	"22"	"246"	"8"	"57"	"6"	"3"	"0"	"3"	"0"	"2"	"0"	"1"	"10"	"4"	"7"	"4"	"2"	"4"	"2"	"2"	"2"	"0"	"385"	"0"	"1"	"386"	"0"
"112"	"98"	"23"	"208"	"8"	"54"	"2"	"1"	"1"	"2"	"0"	"0"	"5"	"1"	"2"	"3"	"17"	"11"	"2"	"5"	"7"	"2"	"0"	"0"	"354"	"0"	"1"	"355"	"0"
"113"	"99"	"9"	"284"	"7"	"50"	"4"	"0"	"1"	"1"	"0"	"0"	"1"	"4"	"3"	"3"	"8"	"2"	"1"	"5"	"1"	"0"	"0"	"0"	"384"	"0"	"2"	"386"	"0"
"114"	"100"	"7"	"308"	"11"	"51"	"0"	"2"	"0"	"3"	"2"	"3"	"1"	"2"	"4"	"5"	"10"	"2"	"5"	"5"	"1"	"2"	"0"	"0"	"424"	"0"	"1"	"425"	"0"
"115"	"101"	"32"	"217"	"12"	"73"	"2"	"3"	"2"	"10"	"2"	"3"	"1"	"5"	"4"	"4"	"6"	"24"	"3"	"6"	"22"	"4"	"0"	"0"	"435"	"0"	"3"	"438"	"0"
"116"	"102"	"10"	"172"	"36"	"156"	"5"	"0"	"1"	"6"	"2"	"3"	"2"	"3"	"6"	"7"	"10"	"7"	"4"	"1"	"14"	"4"	"2"	"1"	"452"	"0"	"4"	"456"	"0"
"117"	"103"	"14"	"168"	"31"	"185"	"3"	"2"	"2"	"0"	"0"	"0"	"3"	"5"	"12"	"2"	"35"	"2"	"0"	"4"	"3"	"2"	"2"	"1"	"476"	"0"	"1"	"477"	"0"
"118"	"104"	"213"	"102"	"6"	"18"	"2"	"6"	"0"	"5"	"2"	"0"	"1"	"1"	"4"	"3"	"9"	"9"	"7"	"3"	"2"	"1"	"0"	"2"	"396"	"0"	"5"	"401"	"0"
