"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"
"24"	"12"	"174"	"16"	"35"	"174"	"3"	"4"	"2"	"2"	"1"	"3"	"3"	"6"	"2"	"425"	"0"	"4"	"429"	"0"
"25"	"13"	"326"	"2"	"2"	"5"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"336"	"0"	"0"	"336"	"0"
"26"	"14"	"236"	"48"	"5"	"79"	"5"	"2"	"3"	"1"	"0"	"4"	"2"	"2"	"5"	"392"	"0"	"7"	"399"	"0"
"27"	"15"	"125"	"22"	"18"	"122"	"13"	"0"	"5"	"3"	"1"	"6"	"4"	"2"	"3"	"324"	"0"	"5"	"329"	"0"
"28"	"16"	"75"	"35"	"5"	"19"	"2"	"1"	"1"	"3"	"1"	"4"	"2"	"2"	"4"	"154"	"0"	"13"	"167"	"0"
"29"	"17"	"270"	"12"	"5"	"92"	"4"	"0"	"3"	"2"	"0"	"27"	"3"	"1"	"1"	"420"	"0"	"6"	"426"	"0"
"30"	"18"	"389"	"14"	"22"	"91"	"4"	"1"	"2"	"3"	"4"	"3"	"7"	"2"	"3"	"545"	"0"	"12"	"557"	"0"
"31"	"19"	"172"	"12"	"5"	"112"	"0"	"2"	"3"	"0"	"1"	"1"	"2"	"2"	"0"	"312"	"0"	"5"	"317"	"0"
"32"	"20"	"217"	"111"	"3"	"137"	"2"	"6"	"3"	"1"	"3"	"4"	"6"	"9"	"11"	"513"	"0"	"20"	"533"	"0"
"33"	"21"	"96"	"13"	"24"	"262"	"4"	"4"	"3"	"1"	"0"	"3"	"0"	"2"	"1"	"413"	"0"	"2"	"415"	"0"
"34"	"22"	"147"	"190"	"24"	"222"	"6"	"2"	"5"	"2"	"2"	"2"	"8"	"4"	"6"	"620"	"0"	"11"	"631"	"0"
"35"	"23"	"235"	"1"	"0"	"12"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"0"	"0"	"249"	"0"
"36"	"24"	"257"	"12"	"0"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"282"	"0"	"2"	"284"	"0"
"37"	"25"	"430"	"30"	"1"	"61"	"2"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"528"	"0"	"6"	"534"	"0"
"38"	"26"	"355"	"5"	"0"	"6"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"370"	"0"	"3"	"373"	"0"
"39"	"27"	"203"	"43"	"0"	"113"	"1"	"1"	"2"	"0"	"0"	"3"	"1"	"1"	"1"	"369"	"0"	"1"	"370"	"0"
"40"	"28"	"50"	"27"	"5"	"215"	"9"	"7"	"4"	"3"	"8"	"36"	"8"	"7"	"7"	"386"	"0"	"17"	"403"	"0"
"41"	"29"	"78"	"9"	"2"	"534"	"3"	"2"	"1"	"2"	"1"	"2"	"2"	"0"	"2"	"638"	"0"	"0"	"638"	"0"
"42"	"30"	"90"	"26"	"7"	"475"	"7"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"608"	"0"	"3"	"611"	"0"
"43"	"31"	"171"	"12"	"52"	"264"	"5"	"25"	"10"	"2"	"11"	"2"	"6"	"0"	"3"	"563"	"0"	"12"	"575"	"0"
"44"	"32"	"231"	"17"	"8"	"105"	"6"	"4"	"2"	"5"	"2"	"3"	"7"	"8"	"5"	"403"	"0"	"25"	"428"	"0"
"45"	"33"	"382"	"13"	"4"	"185"	"3"	"1"	"4"	"1"	"1"	"7"	"3"	"1"	"0"	"605"	"0"	"2"	"607"	"0"
"46"	"34"	"109"	"12"	"9"	"373"	"4"	"1"	"2"	"0"	"0"	"3"	"2"	"3"	"8"	"526"	"0"	"5"	"531"	"0"
"47"	"35"	"233"	"78"	"8"	"131"	"7"	"1"	"2"	"1"	"2"	"5"	"5"	"6"	"13"	"492"	"0"	"23"	"515"	"0"
"48"	"36"	"27"	"126"	"86"	"207"	"3"	"3"	"5"	"3"	"3"	"12"	"7"	"4"	"9"	"495"	"0"	"11"	"506"	"0"
"49"	"37"	"97"	"3"	"3"	"83"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"0"	"191"	"0"	"1"	"192"	"0"
"50"	"38"	"50"	"258"	"8"	"75"	"2"	"3"	"1"	"0"	"1"	"0"	"2"	"0"	"5"	"405"	"0"	"2"	"407"	"0"
"51"	"39"	"269"	"32"	"55"	"271"	"5"	"4"	"6"	"7"	"2"	"4"	"5"	"1"	"2"	"663"	"0"	"10"	"673"	"0"
"52"	"40"	"76"	"24"	"4"	"98"	"5"	"2"	"4"	"0"	"0"	"1"	"2"	"0"	"0"	"216"	"0"	"3"	"219"	"0"
"53"	"41"	"28"	"29"	"1"	"417"	"0"	"1"	"1"	"0"	"0"	"3"	"0"	"0"	"1"	"481"	"0"	"2"	"483"	"0"
"54"	"42"	"27"	"35"	"9"	"317"	"4"	"0"	"1"	"0"	"1"	"56"	"6"	"5"	"7"	"468"	"0"	"9"	"477"	"0"
"55"	"43"	"194"	"43"	"9"	"241"	"8"	"4"	"3"	"3"	"6"	"5"	"12"	"1"	"11"	"540"	"0"	"23"	"563"	"0"
"56"	"44"	"96"	"66"	"77"	"191"	"3"	"13"	"9"	"6"	"5"	"6"	"11"	"16"	"16"	"515"	"0"	"46"	"561"	"0"
"57"	"45"	"72"	"138"	"34"	"156"	"2"	"5"	"7"	"3"	"1"	"1"	"4"	"3"	"0"	"426"	"0"	"2"	"428"	"0"
"58"	"46"	"18"	"4"	"3"	"727"	"3"	"1"	"0"	"0"	"0"	"48"	"6"	"3"	"0"	"813"	"0"	"0"	"813"	"0"
"59"	"47"	"77"	"14"	"8"	"193"	"1"	"0"	"1"	"0"	"3"	"1"	"2"	"2"	"2"	"304"	"0"	"2"	"306"	"0"
"60"	"48"	"169"	"5"	"4"	"28"	"0"	"1"	"2"	"2"	"3"	"3"	"2"	"0"	"4"	"223"	"0"	"14"	"237"	"0"
"61"	"49"	"212"	"19"	"23"	"133"	"3"	"2"	"4"	"2"	"3"	"3"	"1"	"1"	"8"	"414"	"0"	"13"	"427"	"0"
"62"	"50"	"132"	"11"	"0"	"8"	"0"	"0"	"1"	"2"	"0"	"0"	"1"	"2"	"5"	"162"	"0"	"9"	"171"	"0"
"63"	"51"	"77"	"10"	"6"	"165"	"5"	"1"	"2"	"1"	"0"	"2"	"2"	"4"	"4"	"279"	"0"	"4"	"283"	"0"
"64"	"52"	"238"	"71"	"4"	"113"	"3"	"4"	"5"	"2"	"1"	"1"	"6"	"1"	"5"	"454"	"0"	"8"	"462"	"0"
"65"	"53"	"164"	"56"	"12"	"194"	"7"	"1"	"5"	"2"	"0"	"1"	"5"	"0"	"1"	"448"	"0"	"5"	"453"	"0"
"66"	"54"	"313"	"1"	"0"	"7"	"0"	"1"	"2"	"2"	"1"	"2"	"0"	"0"	"0"	"329"	"0"	"4"	"333"	"0"
"67"	"55"	"155"	"80"	"4"	"136"	"5"	"0"	"3"	"2"	"3"	"2"	"3"	"5"	"4"	"402"	"0"	"5"	"407"	"0"
"68"	"56"	"127"	"55"	"0"	"79"	"1"	"3"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"270"	"0"	"2"	"272"	"0"
"69"	"57"	"60"	"31"	"5"	"258"	"4"	"1"	"3"	"0"	"1"	"20"	"5"	"6"	"6"	"400"	"0"	"6"	"406"	"0"
"70"	"58"	"63"	"111"	"47"	"328"	"9"	"4"	"10"	"4"	"3"	"4"	"6"	"7"	"10"	"606"	"0"	"15"	"621"	"0"
"71"	"59"	"80"	"105"	"3"	"433"	"6"	"3"	"4"	"2"	"3"	"5"	"8"	"2"	"10"	"664"	"0"	"14"	"678"	"0"
"72"	"60"	"123"	"12"	"6"	"288"	"1"	"0"	"1"	"0"	"2"	"3"	"0"	"0"	"1"	"437"	"0"	"5"	"442"	"0"
"73"	"61"	"68"	"12"	"48"	"391"	"6"	"1"	"4"	"1"	"6"	"4"	"18"	"8"	"9"	"576"	"0"	"19"	"595"	"0"
"74"	"62"	"155"	"18"	"4"	"198"	"4"	"3"	"3"	"0"	"4"	"1"	"2"	"4"	"3"	"399"	"0"	"16"	"415"	"0"
"75"	"63"	"90"	"19"	"7"	"374"	"5"	"1"	"2"	"4"	"2"	"5"	"5"	"3"	"2"	"519"	"0"	"7"	"526"	"0"
"76"	"64"	"18"	"10"	"5"	"914"	"5"	"0"	"1"	"0"	"0"	"3"	"1"	"0"	"0"	"957"	"0"	"0"	"957"	"0"
"77"	"65"	"148"	"9"	"8"	"102"	"3"	"0"	"1"	"2"	"4"	"2"	"4"	"3"	"4"	"290"	"0"	"24"	"314"	"0"
"78"	"66"	"79"	"7"	"4"	"219"	"11"	"3"	"1"	"2"	"5"	"6"	"3"	"5"	"3"	"348"	"0"	"12"	"360"	"0"
"79"	"67"	"274"	"3"	"6"	"147"	"4"	"0"	"1"	"0"	"2"	"2"	"2"	"1"	"1"	"443"	"0"	"4"	"447"	"0"
"80"	"68"	"8"	"1"	"1"	"491"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"501"	"0"	"0"	"501"	"0"
"81"	"69"	"616"	"26"	"14"	"104"	"1"	"0"	"2"	"4"	"2"	"0"	"1"	"1"	"1"	"772"	"0"	"3"	"775"	"0"
"82"	"70"	"157"	"4"	"7"	"221"	"1"	"1"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"395"	"0"	"7"	"402"	"0"
"83"	"71"	"98"	"9"	"7"	"259"	"11"	"3"	"7"	"1"	"3"	"4"	"8"	"2"	"9"	"421"	"0"	"10"	"431"	"0"
"84"	"72"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"85"	"73"	"334"	"197"	"50"	"84"	"3"	"5"	"7"	"1"	"2"	"3"	"1"	"6"	"2"	"695"	"0"	"10"	"705"	"0"
"86"	"74"	"128"	"48"	"15"	"254"	"7"	"2"	"1"	"5"	"3"	"3"	"6"	"1"	"6"	"479"	"0"	"10"	"489"	"0"
"87"	"75"	"221"	"58"	"4"	"179"	"3"	"0"	"7"	"2"	"2"	"3"	"4"	"4"	"4"	"491"	"0"	"13"	"504"	"0"
"88"	"76"	"160"	"28"	"3"	"73"	"5"	"3"	"5"	"1"	"1"	"3"	"5"	"3"	"4"	"294"	"0"	"14"	"308"	"0"
"89"	"77"	"130"	"72"	"17"	"76"	"3"	"2"	"8"	"2"	"2"	"5"	"7"	"6"	"6"	"336"	"0"	"32"	"368"	"0"
"90"	"78"	"158"	"9"	"33"	"200"	"1"	"2"	"4"	"4"	"0"	"1"	"3"	"3"	"1"	"419"	"0"	"8"	"427"	"0"
"91"	"79"	"354"	"11"	"12"	"104"	"6"	"1"	"2"	"2"	"4"	"7"	"1"	"5"	"6"	"515"	"0"	"17"	"532"	"0"
"92"	"80"	"145"	"14"	"3"	"123"	"3"	"1"	"4"	"0"	"0"	"0"	"2"	"3"	"5"	"303"	"0"	"6"	"309"	"0"
"93"	"81"	"185"	"26"	"4"	"431"	"8"	"7"	"5"	"5"	"5"	"5"	"15"	"11"	"11"	"718"	"0"	"43"	"761"	"0"
"94"	"82"	"107"	"26"	"22"	"398"	"24"	"8"	"10"	"11"	"8"	"6"	"14"	"17"	"16"	"667"	"0"	"42"	"709"	"0"
"95"	"83"	"197"	"26"	"1"	"145"	"3"	"0"	"1"	"3"	"4"	"1"	"5"	"4"	"4"	"394"	"0"	"8"	"402"	"0"
"96"	"84"	"108"	"113"	"3"	"84"	"1"	"6"	"4"	"2"	"1"	"1"	"1"	"4"	"8"	"336"	"0"	"17"	"353"	"0"
"97"	"85"	"437"	"15"	"9"	"85"	"1"	"2"	"1"	"2"	"0"	"3"	"0"	"2"	"5"	"562"	"0"	"7"	"569"	"0"
"98"	"86"	"222"	"9"	"1"	"128"	"6"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"5"	"376"	"0"	"1"	"377"	"0"
"99"	"87"	"245"	"6"	"62"	"119"	"1"	"2"	"1"	"3"	"2"	"0"	"7"	"5"	"1"	"454"	"0"	"7"	"461"	"0"
"100"	"88"	"393"	"27"	"19"	"143"	"5"	"3"	"7"	"4"	"3"	"2"	"5"	"3"	"4"	"618"	"0"	"19"	"637"	"0"
"101"	"89"	"315"	"26"	"5"	"100"	"3"	"1"	"0"	"2"	"3"	"2"	"1"	"4"	"3"	"465"	"0"	"3"	"468"	"0"
"102"	"90"	"221"	"5"	"21"	"85"	"4"	"0"	"2"	"0"	"0"	"0"	"2"	"2"	"1"	"343"	"0"	"9"	"352"	"0"
"103"	"91"	"303"	"11"	"25"	"88"	"9"	"1"	"1"	"2"	"6"	"4"	"6"	"6"	"11"	"473"	"0"	"27"	"500"	"0"
"104"	"92"	"38"	"91"	"9"	"199"	"3"	"0"	"2"	"2"	"0"	"0"	"1"	"1"	"3"	"349"	"0"	"4"	"353"	"0"
"105"	"93"	"164"	"36"	"20"	"137"	"5"	"3"	"3"	"3"	"1"	"2"	"1"	"2"	"3"	"380"	"0"	"11"	"391"	"0"
"106"	"94"	"105"	"14"	"11"	"82"	"5"	"1"	"0"	"1"	"3"	"1"	"5"	"1"	"5"	"234"	"0"	"18"	"252"	"0"
"107"	"95"	"336"	"6"	"1"	"11"	"0"	"1"	"1"	"1"	"1"	"0"	"2"	"1"	"1"	"362"	"0"	"3"	"365"	"0"
"108"	"96"	"155"	"30"	"92"	"161"	"7"	"0"	"9"	"1"	"5"	"6"	"6"	"9"	"13"	"494"	"0"	"13"	"507"	"0"
"109"	"97"	"125"	"79"	"17"	"138"	"10"	"2"	"4"	"1"	"2"	"1"	"5"	"3"	"8"	"395"	"0"	"10"	"405"	"0"
"110"	"98"	"326"	"8"	"3"	"104"	"9"	"3"	"0"	"2"	"3"	"0"	"4"	"1"	"1"	"464"	"0"	"2"	"466"	"0"
"111"	"99"	"1"	"4"	"1"	"191"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"200"	"0"	"1"	"201"	"0"
"112"	"100"	"41"	"13"	"3"	"133"	"5"	"1"	"1"	"0"	"3"	"3"	"4"	"5"	"3"	"215"	"0"	"10"	"225"	"0"
"113"	"101"	"27"	"30"	"51"	"342"	"8"	"0"	"2"	"5"	"2"	"3"	"3"	"1"	"5"	"479"	"0"	"9"	"488"	"0"
"114"	"102"	"255"	"7"	"6"	"172"	"1"	"1"	"2"	"5"	"2"	"4"	"4"	"3"	"4"	"466"	"0"	"22"	"488"	"0"
"115"	"103"	"72"	"34"	"9"	"229"	"9"	"1"	"2"	"1"	"1"	"6"	"3"	"7"	"7"	"381"	"0"	"14"	"395"	"0"
"116"	"104"	"108"	"53"	"17"	"129"	"7"	"2"	"3"	"3"	"0"	"3"	"4"	"3"	"10"	"342"	"0"	"9"	"351"	"0"
"117"	"105"	"111"	"18"	"13"	"156"	"5"	"3"	"3"	"0"	"3"	"1"	"5"	"0"	"2"	"320"	"0"	"2"	"322"	"0"
"118"	"106"	"127"	"135"	"28"	"341"	"11"	"4"	"2"	"2"	"0"	"4"	"9"	"4"	"6"	"673"	"0"	"17"	"690"	"0"
"119"	"107"	"147"	"47"	"17"	"98"	"1"	"2"	"5"	"2"	"4"	"4"	"5"	"6"	"7"	"345"	"0"	"16"	"361"	"0"
"120"	"108"	"129"	"198"	"5"	"27"	"3"	"4"	"4"	"3"	"1"	"0"	"1"	"6"	"6"	"387"	"0"	"13"	"400"	"0"
"121"	"109"	"161"	"54"	"6"	"103"	"7"	"2"	"1"	"2"	"0"	"1"	"4"	"2"	"5"	"348"	"0"	"10"	"358"	"0"
"122"	"110"	"212"	"7"	"9"	"37"	"3"	"1"	"4"	"0"	"0"	"0"	"1"	"1"	"2"	"277"	"0"	"7"	"284"	"0"
"123"	"111"	"253"	"2"	"0"	"147"	"1"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"407"	"0"	"1"	"408"	"0"
"124"	"112"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"125"	"113"	"284"	"44"	"5"	"92"	"1"	"0"	"5"	"1"	"1"	"0"	"2"	"2"	"1"	"438"	"0"	"2"	"440"	"0"
"126"	"114"	"322"	"1"	"2"	"5"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"334"	"0"	"2"	"336"	"0"
"127"	"115"	"23"	"37"	"15"	"504"	"3"	"2"	"4"	"4"	"4"	"8"	"6"	"4"	"3"	"617"	"0"	"2"	"619"	"0"
"128"	"116"	"65"	"48"	"56"	"469"	"3"	"1"	"4"	"0"	"0"	"29"	"4"	"6"	"4"	"689"	"0"	"22"	"711"	"0"
"129"	"117"	"37"	"201"	"29"	"117"	"4"	"0"	"1"	"3"	"3"	"2"	"11"	"4"	"9"	"421"	"0"	"8"	"429"	"0"
"130"	"118"	"7"	"231"	"7"	"73"	"1"	"3"	"1"	"1"	"0"	"3"	"6"	"2"	"5"	"340"	"0"	"3"	"343"	"0"
"131"	"119"	"52"	"205"	"9"	"319"	"5"	"5"	"7"	"0"	"1"	"2"	"6"	"1"	"2"	"614"	"0"	"4"	"618"	"0"
"132"	"120"	"107"	"11"	"10"	"356"	"3"	"3"	"1"	"4"	"3"	"1"	"1"	"1"	"3"	"504"	"0"	"1"	"505"	"0"
"133"	"121"	"93"	"22"	"24"	"285"	"8"	"5"	"8"	"1"	"2"	"7"	"24"	"10"	"12"	"501"	"0"	"14"	"515"	"0"
"134"	"122"	"34"	"21"	"21"	"534"	"2"	"0"	"4"	"0"	"0"	"1"	"2"	"1"	"6"	"626"	"0"	"4"	"630"	"0"
"135"	"123"	"323"	"18"	"2"	"34"	"2"	"0"	"4"	"3"	"2"	"3"	"3"	"6"	"6"	"406"	"0"	"14"	"420"	"0"
"136"	"124"	"70"	"151"	"42"	"314"	"8"	"1"	"6"	"3"	"2"	"2"	"2"	"9"	"3"	"613"	"0"	"8"	"621"	"0"
"137"	"125"	"12"	"7"	"4"	"851"	"3"	"0"	"2"	"0"	"1"	"8"	"1"	"0"	"0"	"889"	"0"	"0"	"889"	"0"
"138"	"126"	"96"	"28"	"44"	"260"	"14"	"2"	"10"	"5"	"14"	"18"	"23"	"10"	"16"	"540"	"0"	"28"	"568"	"0"
"139"	"127"	"312"	"17"	"65"	"84"	"0"	"0"	"2"	"0"	"1"	"0"	"1"	"2"	"0"	"484"	"0"	"1"	"485"	"0"
"140"	"128"	"280"	"68"	"17"	"116"	"7"	"2"	"8"	"3"	"7"	"5"	"10"	"4"	"12"	"539"	"0"	"39"	"578"	"0"
"141"	"129"	"401"	"15"	"8"	"79"	"3"	"1"	"1"	"0"	"3"	"2"	"5"	"8"	"12"	"538"	"0"	"41"	"579"	"0"
"142"	"130"	"398"	"5"	"2"	"23"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"2"	"1"	"435"	"0"	"6"	"441"	"0"
"143"	"131"	"183"	"6"	"43"	"234"	"6"	"0"	"3"	"3"	"0"	"2"	"1"	"2"	"2"	"485"	"0"	"3"	"488"	"0"
"144"	"132"	"78"	"3"	"1"	"214"	"1"	"0"	"22"	"1"	"0"	"1"	"5"	"0"	"3"	"329"	"0"	"4"	"333"	"0"
"145"	"133"	"85"	"12"	"5"	"126"	"6"	"2"	"6"	"0"	"2"	"3"	"1"	"2"	"5"	"255"	"0"	"4"	"259"	"0"
"146"	"134"	"26"	"1"	"1"	"342"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"372"	"0"	"0"	"372"	"0"
"147"	"135"	"205"	"15"	"78"	"205"	"9"	"4"	"4"	"4"	"6"	"11"	"5"	"9"	"17"	"572"	"0"	"29"	"601"	"0"
"148"	"136"	"61"	"16"	"3"	"172"	"5"	"0"	"2"	"2"	"4"	"2"	"10"	"9"	"8"	"294"	"0"	"11"	"305"	"0"
"149"	"137"	"130"	"7"	"4"	"329"	"9"	"5"	"2"	"4"	"2"	"14"	"8"	"7"	"2"	"523"	"0"	"15"	"538"	"0"
"150"	"138"	"81"	"173"	"35"	"220"	"11"	"6"	"6"	"6"	"9"	"5"	"27"	"11"	"11"	"601"	"0"	"43"	"644"	"0"
"151"	"139"	"63"	"69"	"0"	"21"	"0"	"0"	"2"	"0"	"0"	"3"	"1"	"3"	"3"	"165"	"0"	"2"	"167"	"0"
"152"	"140"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"153"	"141"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"154"	"142"	"151"	"12"	"6"	"108"	"2"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"3"	"284"	"0"	"7"	"291"	"0"
"155"	"143"	"31"	"86"	"25"	"143"	"5"	"3"	"1"	"0"	"2"	"5"	"2"	"1"	"3"	"307"	"0"	"2"	"309"	"0"
"156"	"144"	"13"	"4"	"3"	"571"	"1"	"2"	"0"	"0"	"0"	"3"	"1"	"1"	"1"	"600"	"0"	"0"	"600"	"0"
"157"	"145"	"56"	"13"	"1"	"100"	"7"	"4"	"3"	"0"	"1"	"5"	"7"	"11"	"15"	"223"	"0"	"22"	"245"	"0"
"158"	"146"	"20"	"1"	"0"	"356"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"379"	"0"	"0"	"379"	"0"
"159"	"147"	"42"	"5"	"3"	"224"	"4"	"2"	"0"	"0"	"1"	"8"	"2"	"1"	"1"	"293"	"0"	"2"	"295"	"0"
"160"	"148"	"48"	"2"	"1"	"64"	"1"	"0"	"0"	"0"	"2"	"54"	"2"	"1"	"0"	"175"	"0"	"1"	"176"	"0"
"161"	"149"	"263"	"7"	"3"	"21"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"296"	"0"	"2"	"298"	"0"
"162"	"150"	"14"	"15"	"1"	"224"	"2"	"0"	"1"	"1"	"0"	"36"	"4"	"4"	"2"	"304"	"0"	"9"	"313"	"0"
"163"	"151"	"333"	"89"	"4"	"159"	"5"	"4"	"4"	"1"	"3"	"13"	"1"	"1"	"2"	"619"	"0"	"5"	"624"	"0"
"164"	"152"	"20"	"58"	"1"	"202"	"0"	"1"	"0"	"0"	"0"	"1"	"3"	"1"	"5"	"292"	"0"	"4"	"296"	"0"
"165"	"153"	"240"	"101"	"10"	"271"	"7"	"6"	"6"	"3"	"8"	"6"	"7"	"4"	"9"	"678"	"0"	"27"	"705"	"0"
"166"	"154"	"419"	"25"	"1"	"77"	"0"	"2"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"526"	"0"	"0"	"526"	"0"
"167"	"155"	"372"	"33"	"22"	"108"	"4"	"4"	"2"	"1"	"0"	"1"	"3"	"0"	"1"	"551"	"0"	"20"	"571"	"0"
"168"	"156"	"169"	"179"	"11"	"273"	"6"	"6"	"7"	"1"	"1"	"8"	"7"	"3"	"2"	"673"	"0"	"12"	"685"	"0"
"169"	"157"	"228"	"263"	"10"	"154"	"2"	"0"	"6"	"0"	"4"	"1"	"4"	"4"	"19"	"695"	"0"	"16"	"711"	"0"
"170"	"158"	"190"	"73"	"13"	"106"	"5"	"4"	"0"	"1"	"0"	"1"	"0"	"2"	"3"	"398"	"0"	"13"	"411"	"0"
"171"	"159"	"4"	"7"	"0"	"322"	"1"	"0"	"1"	"0"	"0"	"4"	"0"	"0"	"0"	"339"	"0"	"2"	"341"	"0"
"172"	"160"	"83"	"56"	"10"	"56"	"5"	"0"	"5"	"1"	"1"	"2"	"4"	"2"	"3"	"228"	"0"	"11"	"239"	"0"
