"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"25"	"12"	"73"	"324"	"7"	"163"	"2"	"5"	"8"	"2"	"4"	"12"	"9"	"15"	"624"	"0"	"23"	"647"	"0"
"26"	"13"	"61"	"74"	"4"	"226"	"6"	"3"	"16"	"5"	"20"	"11"	"5"	"7"	"438"	"0"	"10"	"448"	"0"
"27"	"14"	"92"	"327"	"6"	"124"	"7"	"7"	"6"	"9"	"13"	"12"	"20"	"20"	"643"	"0"	"34"	"677"	"0"
"28"	"15"	"69"	"496"	"20"	"307"	"11"	"4"	"15"	"7"	"23"	"18"	"15"	"22"	"1007"	"0"	"16"	"1023"	"0"
"29"	"16"	"194"	"304"	"7"	"89"	"10"	"1"	"7"	"5"	"6"	"9"	"21"	"13"	"666"	"0"	"27"	"693"	"0"
"30"	"17"	"105"	"225"	"16"	"143"	"8"	"8"	"8"	"2"	"18"	"6"	"6"	"14"	"559"	"0"	"9"	"568"	"0"
"31"	"18"	"86"	"64"	"7"	"84"	"0"	"1"	"9"	"3"	"9"	"3"	"8"	"8"	"282"	"0"	"11"	"293"	"0"
"32"	"19"	"288"	"188"	"6"	"140"	"5"	"3"	"5"	"2"	"4"	"8"	"11"	"10"	"670"	"0"	"20"	"690"	"0"
"33"	"20"	"16"	"145"	"14"	"108"	"3"	"0"	"2"	"3"	"5"	"4"	"1"	"6"	"307"	"0"	"12"	"319"	"0"
"34"	"21"	"195"	"126"	"5"	"132"	"2"	"1"	"6"	"7"	"5"	"2"	"4"	"5"	"490"	"0"	"21"	"511"	"0"
"35"	"21A"	"134"	"132"	"4"	"125"	"2"	"0"	"0"	"5"	"6"	"5"	"10"	"9"	"432"	"0"	"15"	"447"	"0"
"36"	"22"	"337"	"267"	"5"	"127"	"5"	"4"	"23"	"3"	"8"	"7"	"7"	"9"	"802"	"0"	"24"	"826"	"0"
"37"	"23"	"66"	"278"	"13"	"85"	"5"	"4"	"5"	"6"	"8"	"4"	"11"	"5"	"490"	"0"	"16"	"506"	"0"
"38"	"24"	"62"	"222"	"16"	"406"	"11"	"8"	"11"	"6"	"27"	"20"	"11"	"16"	"816"	"0"	"23"	"839"	"0"
"39"	"25"	"87"	"204"	"7"	"156"	"4"	"4"	"5"	"3"	"7"	"4"	"2"	"14"	"497"	"0"	"9"	"506"	"0"
"40"	"26"	"271"	"236"	"8"	"257"	"7"	"7"	"4"	"7"	"8"	"5"	"8"	"8"	"826"	"0"	"10"	"836"	"0"
"41"	"27"	"79"	"200"	"7"	"185"	"6"	"6"	"2"	"6"	"15"	"0"	"1"	"11"	"518"	"0"	"5"	"523"	"0"
"42"	"28"	"31"	"357"	"11"	"110"	"3"	"3"	"3"	"5"	"6"	"0"	"2"	"0"	"531"	"0"	"6"	"537"	"0"
"43"	"29"	"342"	"169"	"7"	"203"	"7"	"2"	"2"	"10"	"10"	"7"	"5"	"7"	"771"	"0"	"20"	"791"	"0"
"44"	"30"	"50"	"318"	"9"	"353"	"8"	"4"	"10"	"4"	"29"	"14"	"12"	"18"	"829"	"0"	"19"	"848"	"0"
"45"	"31"	"103"	"460"	"9"	"78"	"4"	"3"	"10"	"6"	"6"	"9"	"1"	"7"	"696"	"0"	"13"	"709"	"0"
"46"	"32"	"259"	"116"	"14"	"389"	"9"	"10"	"10"	"9"	"18"	"14"	"15"	"14"	"877"	"0"	"23"	"900"	"0"
"47"	"33"	"17"	"154"	"5"	"201"	"4"	"2"	"2"	"4"	"7"	"4"	"0"	"1"	"401"	"0"	"1"	"402"	"0"
"48"	"34"	"186"	"153"	"4"	"347"	"5"	"8"	"11"	"2"	"12"	"18"	"7"	"4"	"757"	"0"	"19"	"776"	"0"
"49"	"35"	"335"	"251"	"8"	"98"	"3"	"3"	"8"	"7"	"4"	"9"	"8"	"13"	"747"	"0"	"11"	"758"	"0"
"50"	"36"	"381"	"139"	"3"	"161"	"0"	"3"	"10"	"5"	"3"	"5"	"9"	"12"	"731"	"0"	"30"	"761"	"0"
"51"	"37"	"317"	"93"	"24"	"385"	"8"	"11"	"7"	"12"	"24"	"23"	"14"	"9"	"927"	"0"	"25"	"952"	"0"
"52"	"38"	"32"	"314"	"6"	"116"	"3"	"4"	"4"	"5"	"7"	"7"	"5"	"10"	"513"	"0"	"10"	"523"	"0"
"53"	"39"	"79"	"109"	"3"	"187"	"2"	"4"	"6"	"3"	"3"	"2"	"2"	"4"	"404"	"0"	"6"	"410"	"0"
"54"	"40"	"216"	"198"	"4"	"77"	"6"	"7"	"7"	"7"	"12"	"13"	"7"	"13"	"567"	"0"	"13"	"580"	"0"
"55"	"41"	"261"	"192"	"16"	"271"	"8"	"3"	"6"	"4"	"9"	"6"	"16"	"11"	"803"	"0"	"21"	"824"	"0"
"56"	"42"	"170"	"158"	"11"	"138"	"1"	"3"	"13"	"5"	"5"	"8"	"8"	"11"	"531"	"0"	"26"	"557"	"0"
"57"	"43"	"287"	"73"	"1"	"165"	"4"	"2"	"5"	"3"	"6"	"2"	"6"	"8"	"562"	"0"	"12"	"574"	"0"
"58"	"44"	"464"	"115"	"9"	"126"	"5"	"3"	"5"	"4"	"12"	"4"	"9"	"13"	"769"	"0"	"31"	"800"	"0"
"59"	"45"	"519"	"53"	"2"	"19"	"1"	"1"	"2"	"2"	"3"	"0"	"10"	"6"	"618"	"0"	"34"	"652"	"0"
"60"	"46"	"217"	"48"	"3"	"42"	"6"	"1"	"6"	"6"	"5"	"2"	"11"	"10"	"357"	"0"	"27"	"384"	"0"
"61"	"47"	"208"	"56"	"6"	"112"	"9"	"2"	"11"	"12"	"17"	"16"	"22"	"12"	"483"	"0"	"46"	"529"	"0"
"62"	"48"	"214"	"49"	"2"	"55"	"6"	"3"	"7"	"4"	"5"	"7"	"6"	"15"	"373"	"0"	"9"	"382"	"0"
"63"	"49"	"340"	"242"	"9"	"173"	"9"	"5"	"10"	"15"	"10"	"12"	"20"	"17"	"862"	"0"	"39"	"901"	"0"
"64"	"50"	"87"	"122"	"7"	"374"	"8"	"8"	"9"	"10"	"16"	"7"	"7"	"10"	"665"	"0"	"26"	"691"	"0"
"65"	"51"	"154"	"110"	"8"	"242"	"5"	"9"	"6"	"3"	"12"	"12"	"10"	"11"	"582"	"0"	"23"	"605"	"0"
"66"	"52"	"108"	"73"	"17"	"26"	"4"	"3"	"2"	"1"	"1"	"1"	"5"	"6"	"247"	"0"	"10"	"257"	"0"
"67"	"53"	"98"	"247"	"10"	"243"	"2"	"4"	"9"	"12"	"7"	"6"	"2"	"3"	"643"	"0"	"2"	"645"	"0"
"68"	"54"	"164"	"154"	"11"	"245"	"6"	"3"	"7"	"13"	"20"	"12"	"28"	"20"	"683"	"0"	"27"	"710"	"0"
"69"	"55"	"14"	"21"	"2"	"268"	"5"	"1"	"6"	"2"	"9"	"6"	"0"	"0"	"334"	"0"	"4"	"338"	"0"
"70"	"56"	"154"	"21"	"7"	"238"	"2"	"3"	"9"	"4"	"13"	"7"	"10"	"3"	"471"	"0"	"11"	"482"	"0"
"71"	"57"	"185"	"128"	"15"	"344"	"7"	"10"	"3"	"4"	"11"	"8"	"4"	"22"	"741"	"0"	"17"	"758"	"0"
"72"	"58"	"290"	"31"	"7"	"255"	"8"	"1"	"2"	"3"	"14"	"17"	"7"	"16"	"651"	"0"	"11"	"662"	"0"
"73"	"59"	"456"	"22"	"4"	"103"	"5"	"2"	"1"	"5"	"16"	"8"	"5"	"8"	"635"	"0"	"20"	"655"	"0"
"74"	"60"	"168"	"26"	"1"	"227"	"2"	"1"	"1"	"3"	"15"	"6"	"4"	"4"	"458"	"0"	"11"	"469"	"0"
"75"	"61"	"196"	"15"	"6"	"202"	"4"	"3"	"5"	"3"	"6"	"9"	"4"	"9"	"462"	"0"	"33"	"495"	"0"
"76"	"62"	"288"	"10"	"1"	"99"	"2"	"3"	"1"	"1"	"2"	"1"	"4"	"6"	"418"	"0"	"15"	"433"	"0"
"77"	"63"	"412"	"55"	"1"	"53"	"4"	"3"	"2"	"1"	"6"	"8"	"5"	"5"	"555"	"0"	"20"	"575"	"0"
"78"	"64"	"465"	"36"	"0"	"1"	"0"	"1"	"1"	"2"	"1"	"2"	"1"	"0"	"510"	"0"	"8"	"518"	"0"
"79"	"65"	"401"	"176"	"3"	"20"	"4"	"2"	"6"	"3"	"1"	"2"	"2"	"2"	"622"	"0"	"14"	"636"	"0"
"80"	"66"	"140"	"101"	"12"	"282"	"10"	"9"	"5"	"6"	"17"	"2"	"5"	"8"	"597"	"0"	"7"	"604"	"0"
"81"	"67"	"380"	"218"	"8"	"114"	"4"	"4"	"8"	"7"	"7"	"5"	"9"	"9"	"773"	"0"	"13"	"786"	"0"
"82"	"68"	"13"	"193"	"3"	"177"	"4"	"2"	"3"	"18"	"17"	"10"	"9"	"14"	"463"	"0"	"11"	"474"	"0"
"83"	"69"	"18"	"259"	"7"	"189"	"1"	"1"	"3"	"4"	"7"	"4"	"5"	"2"	"500"	"0"	"7"	"507"	"0"
"84"	"70"	"247"	"318"	"11"	"250"	"11"	"7"	"14"	"27"	"24"	"23"	"16"	"27"	"975"	"0"	"56"	"1031"	"0"
"85"	"71"	"80"	"68"	"7"	"221"	"7"	"8"	"2"	"4"	"5"	"5"	"8"	"6"	"421"	"0"	"6"	"427"	"0"
"86"	"72"	"556"	"138"	"29"	"134"	"7"	"4"	"7"	"6"	"8"	"6"	"20"	"10"	"925"	"0"	"29"	"954"	"0"
"87"	"73"	"116"	"130"	"17"	"325"	"16"	"6"	"21"	"13"	"18"	"11"	"12"	"12"	"697"	"0"	"28"	"725"	"0"
"88"	"74"	"439"	"179"	"7"	"161"	"4"	"5"	"9"	"7"	"9"	"8"	"7"	"11"	"846"	"0"	"21"	"867"	"0"
"89"	"75"	"380"	"149"	"12"	"204"	"8"	"4"	"5"	"7"	"12"	"10"	"12"	"7"	"810"	"0"	"23"	"833"	"0"
"90"	"76"	"28"	"65"	"4"	"308"	"8"	"2"	"2"	"0"	"10"	"2"	"0"	"4"	"433"	"0"	"8"	"441"	"0"
"91"	"77"	"66"	"200"	"11"	"120"	"5"	"1"	"8"	"7"	"8"	"7"	"10"	"6"	"449"	"0"	"13"	"462"	"0"
"92"	"78"	"309"	"214"	"6"	"166"	"16"	"3"	"13"	"8"	"10"	"16"	"15"	"18"	"794"	"0"	"32"	"826"	"0"
"93"	"79"	"79"	"131"	"10"	"270"	"7"	"9"	"10"	"8"	"21"	"9"	"11"	"5"	"570"	"0"	"10"	"580"	"0"
"94"	"80"	"51"	"230"	"17"	"51"	"4"	"1"	"4"	"4"	"1"	"3"	"0"	"2"	"368"	"0"	"4"	"372"	"0"
"95"	"81"	"165"	"142"	"4"	"149"	"5"	"8"	"6"	"11"	"13"	"6"	"5"	"6"	"520"	"0"	"17"	"537"	"0"
"96"	"82"	"160"	"159"	"13"	"233"	"3"	"4"	"4"	"7"	"9"	"4"	"5"	"5"	"606"	"0"	"14"	"620"	"0"
"97"	"83"	"219"	"137"	"15"	"265"	"4"	"9"	"11"	"5"	"16"	"14"	"19"	"6"	"720"	"0"	"40"	"760"	"0"
"98"	"84"	"419"	"103"	"5"	"385"	"8"	"6"	"9"	"8"	"14"	"3"	"15"	"9"	"984"	"0"	"26"	"1010"	"0"
"99"	"85"	"133"	"101"	"9"	"449"	"8"	"8"	"3"	"6"	"21"	"12"	"15"	"11"	"776"	"0"	"21"	"797"	"0"
"100"	"86"	"68"	"81"	"3"	"136"	"3"	"4"	"4"	"7"	"8"	"5"	"9"	"5"	"333"	"0"	"19"	"352"	"0"
"101"	"87"	"59"	"187"	"16"	"316"	"9"	"4"	"6"	"11"	"22"	"15"	"23"	"26"	"694"	"0"	"27"	"721"	"0"
"102"	"88"	"117"	"283"	"12"	"323"	"4"	"5"	"10"	"4"	"13"	"10"	"6"	"15"	"802"	"0"	"25"	"827"	"0"
"103"	"89"	"100"	"135"	"6"	"125"	"5"	"8"	"6"	"8"	"6"	"9"	"8"	"10"	"426"	"0"	"18"	"444"	"0"
"104"	"89A"	"58"	"204"	"6"	"177"	"3"	"5"	"11"	"5"	"14"	"11"	"12"	"7"	"513"	"0"	"9"	"522"	"0"
"105"	"90"	"114"	"122"	"7"	"113"	"3"	"2"	"5"	"7"	"5"	"5"	"10"	"7"	"400"	"0"	"27"	"427"	"0"
"106"	"91"	"36"	"41"	"2"	"164"	"1"	"1"	"1"	"2"	"0"	"1"	"2"	"3"	"254"	"0"	"2"	"256"	"0"
"107"	"92"	"184"	"117"	"7"	"242"	"8"	"6"	"3"	"1"	"6"	"8"	"4"	"5"	"591"	"0"	"5"	"596"	"0"
"108"	"93"	"100"	"268"	"6"	"357"	"11"	"4"	"15"	"11"	"22"	"7"	"18"	"6"	"825"	"0"	"12"	"837"	"0"
"109"	"94"	"229"	"207"	"12"	"206"	"9"	"4"	"4"	"14"	"16"	"11"	"9"	"4"	"725"	"0"	"22"	"747"	"0"
"110"	"95"	"23"	"85"	"6"	"178"	"4"	"0"	"8"	"7"	"5"	"6"	"2"	"4"	"328"	"0"	"9"	"337"	"0"
"111"	"96"	"65"	"282"	"20"	"374"	"8"	"9"	"11"	"20"	"31"	"32"	"22"	"30"	"904"	"0"	"49"	"953"	"0"
"112"	"97"	"68"	"128"	"13"	"241"	"3"	"3"	"5"	"2"	"19"	"10"	"8"	"10"	"510"	"0"	"10"	"520"	"0"
"113"	"98"	"97"	"73"	"6"	"309"	"6"	"9"	"1"	"3"	"18"	"9"	"4"	"13"	"548"	"0"	"27"	"575"	"0"
"114"	"99"	"124"	"165"	"14"	"332"	"11"	"8"	"15"	"12"	"14"	"12"	"18"	"17"	"742"	"0"	"31"	"773"	"0"
"115"	"100"	"111"	"111"	"7"	"237"	"9"	"5"	"6"	"6"	"10"	"5"	"14"	"8"	"529"	"0"	"16"	"545"	"0"
"116"	"101"	"28"	"190"	"14"	"438"	"12"	"2"	"7"	"3"	"16"	"7"	"9"	"8"	"734"	"0"	"28"	"762"	"0"
"117"	"102"	"151"	"199"	"12"	"294"	"14"	"6"	"11"	"5"	"17"	"16"	"16"	"4"	"745"	"0"	"50"	"795"	"0"
"118"	"103"	"46"	"103"	"4"	"178"	"2"	"4"	"1"	"2"	"7"	"7"	"5"	"9"	"368"	"0"	"13"	"381"	"0"
"119"	"104"	"42"	"402"	"16"	"234"	"7"	"4"	"7"	"2"	"5"	"17"	"12"	"22"	"770"	"0"	"20"	"790"	"0"
"120"	"105"	"83"	"276"	"11"	"425"	"5"	"7"	"10"	"6"	"20"	"6"	"9"	"10"	"868"	"0"	"17"	"885"	"0"
"121"	"106"	"264"	"306"	"7"	"168"	"11"	"1"	"8"	"5"	"9"	"18"	"10"	"15"	"822"	"0"	"23"	"845"	"0"
"122"	"107"	"123"	"125"	"22"	"510"	"12"	"4"	"16"	"7"	"23"	"13"	"18"	"17"	"890"	"0"	"37"	"927"	"0"
"123"	"108"	"230"	"220"	"8"	"197"	"3"	"4"	"12"	"4"	"7"	"7"	"8"	"14"	"714"	"0"	"17"	"731"	"0"
"124"	"109"	"50"	"115"	"6"	"545"	"7"	"4"	"7"	"4"	"26"	"17"	"8"	"14"	"803"	"0"	"26"	"829"	"0"
"125"	"110"	"18"	"149"	"2"	"158"	"2"	"1"	"4"	"3"	"7"	"3"	"11"	"8"	"366"	"0"	"7"	"373"	"0"
"126"	"111"	"55"	"414"	"8"	"309"	"12"	"4"	"18"	"7"	"21"	"10"	"13"	"12"	"883"	"0"	"19"	"902"	"0"
"127"	"112"	"135"	"143"	"7"	"251"	"11"	"5"	"7"	"2"	"10"	"8"	"5"	"10"	"594"	"0"	"8"	"602"	"0"
"128"	"113"	"149"	"255"	"15"	"221"	"3"	"4"	"13"	"6"	"21"	"7"	"7"	"12"	"713"	"0"	"25"	"738"	"0"
"129"	"114"	"108"	"414"	"25"	"320"	"8"	"7"	"17"	"10"	"18"	"16"	"10"	"9"	"962"	"0"	"13"	"975"	"0"
"130"	"115"	"80"	"200"	"9"	"407"	"12"	"1"	"10"	"3"	"24"	"8"	"13"	"16"	"783"	"0"	"17"	"800"	"0"
"131"	"116"	"77"	"259"	"17"	"251"	"5"	"6"	"10"	"19"	"16"	"9"	"12"	"13"	"694"	"0"	"25"	"719"	"0"
"132"	"117"	"137"	"88"	"5"	"444"	"3"	"3"	"4"	"8"	"15"	"8"	"8"	"7"	"730"	"0"	"26"	"756"	"0"
"133"	"118"	"61"	"110"	"10"	"231"	"3"	"7"	"9"	"11"	"14"	"12"	"17"	"18"	"503"	"0"	"23"	"526"	"0"
"134"	"119"	"99"	"60"	"12"	"196"	"5"	"5"	"7"	"3"	"6"	"4"	"7"	"3"	"407"	"0"	"3"	"410"	"0"
"135"	"120"	"161"	"152"	"13"	"328"	"7"	"7"	"9"	"24"	"25"	"34"	"19"	"22"	"801"	"0"	"33"	"834"	"0"
"136"	"121"	"50"	"405"	"6"	"170"	"2"	"6"	"2"	"3"	"8"	"9"	"8"	"10"	"679"	"0"	"14"	"693"	"0"
"137"	"122"	"27"	"234"	"2"	"71"	"4"	"3"	"3"	"1"	"4"	"2"	"6"	"6"	"363"	"0"	"12"	"375"	"0"
"138"	"123"	"13"	"180"	"3"	"120"	"2"	"0"	"0"	"1"	"6"	"2"	"3"	"5"	"335"	"0"	"10"	"345"	"0"
"139"	"124"	"91"	"325"	"10"	"266"	"8"	"1"	"7"	"8"	"16"	"12"	"11"	"8"	"763"	"0"	"17"	"780"	"0"
"140"	"125"	"51"	"351"	"6"	"73"	"1"	"3"	"6"	"6"	"3"	"6"	"7"	"9"	"522"	"0"	"29"	"551"	"0"
"141"	"126"	"38"	"399"	"6"	"80"	"3"	"1"	"5"	"1"	"6"	"1"	"1"	"3"	"544"	"0"	"1"	"545"	"0"
"142"	"127"	"99"	"317"	"9"	"217"	"6"	"4"	"10"	"31"	"6"	"13"	"5"	"8"	"725"	"0"	"29"	"754"	"0"
"143"	"128"	"6"	"139"	"3"	"175"	"2"	"2"	"4"	"11"	"4"	"4"	"6"	"6"	"362"	"0"	"8"	"370"	"0"
"144"	"129"	"316"	"81"	"4"	"133"	"3"	"3"	"6"	"0"	"7"	"4"	"8"	"8"	"573"	"0"	"20"	"593"	"0"
"145"	"130"	"179"	"175"	"13"	"367"	"5"	"1"	"6"	"9"	"15"	"12"	"8"	"6"	"796"	"0"	"14"	"810"	"0"
"146"	"131"	"340"	"171"	"29"	"415"	"6"	"9"	"3"	"4"	"17"	"5"	"13"	"13"	"1025"	"0"	"12"	"1037"	"0"
"147"	"132"	"137"	"247"	"12"	"348"	"1"	"5"	"9"	"9"	"13"	"10"	"6"	"5"	"802"	"0"	"27"	"829"	"0"
"148"	"133"	"82"	"150"	"11"	"237"	"3"	"0"	"1"	"2"	"7"	"7"	"6"	"1"	"507"	"0"	"11"	"518"	"0"
"149"	"134"	"95"	"230"	"19"	"270"	"13"	"13"	"10"	"9"	"16"	"14"	"15"	"17"	"721"	"0"	"21"	"742"	"0"
"150"	"135"	"25"	"54"	"4"	"95"	"3"	"1"	"1"	"9"	"5"	"3"	"6"	"4"	"210"	"0"	"6"	"216"	"0"
"151"	"136"	"178"	"318"	"15"	"258"	"9"	"9"	"12"	"19"	"19"	"14"	"21"	"29"	"901"	"0"	"53"	"954"	"0"
"152"	"137"	"350"	"81"	"3"	"263"	"6"	"2"	"7"	"12"	"21"	"12"	"19"	"8"	"784"	"0"	"38"	"822"	"0"
"153"	"138"	"309"	"183"	"21"	"293"	"8"	"11"	"19"	"8"	"26"	"10"	"7"	"12"	"907"	"0"	"15"	"922"	"0"
"154"	"139"	"80"	"169"	"8"	"296"	"5"	"7"	"14"	"7"	"15"	"14"	"15"	"21"	"651"	"0"	"42"	"693"	"0"
"155"	"140"	"187"	"376"	"18"	"229"	"6"	"7"	"17"	"15"	"21"	"22"	"31"	"28"	"957"	"0"	"27"	"984"	"0"
"156"	"141"	"251"	"319"	"12"	"135"	"10"	"13"	"24"	"12"	"28"	"21"	"27"	"29"	"881"	"0"	"47"	"928"	"0"
"157"	"142"	"24"	"97"	"4"	"285"	"12"	"11"	"16"	"2"	"20"	"11"	"8"	"6"	"496"	"0"	"21"	"517"	"0"
"158"	"143"	"154"	"219"	"9"	"180"	"3"	"0"	"6"	"4"	"9"	"3"	"5"	"11"	"603"	"0"	"15"	"618"	"0"
"159"	"144"	"41"	"100"	"8"	"341"	"6"	"6"	"9"	"7"	"13"	"10"	"9"	"9"	"559"	"0"	"15"	"574"	"0"
"160"	"145"	"28"	"75"	"3"	"237"	"1"	"3"	"1"	"1"	"8"	"4"	"9"	"6"	"376"	"0"	"11"	"387"	"0"
"161"	"146"	"146"	"217"	"4"	"202"	"1"	"2"	"2"	"27"	"5"	"4"	"3"	"3"	"616"	"0"	"3"	"619"	"0"
"162"	"147"	"170"	"142"	"7"	"215"	"7"	"3"	"10"	"1"	"6"	"1"	"4"	"5"	"571"	"0"	"8"	"579"	"0"
"163"	"148"	"135"	"261"	"6"	"66"	"2"	"6"	"6"	"11"	"3"	"9"	"6"	"9"	"520"	"0"	"13"	"533"	"0"
"164"	"149"	"548"	"147"	"17"	"82"	"2"	"11"	"6"	"6"	"5"	"2"	"5"	"6"	"837"	"0"	"12"	"849"	"0"
"165"	"150"	"476"	"31"	"7"	"62"	"1"	"3"	"3"	"2"	"3"	"6"	"10"	"3"	"607"	"0"	"30"	"637"	"0"
"166"	"151"	"18"	"189"	"6"	"226"	"7"	"7"	"7"	"20"	"17"	"6"	"4"	"10"	"517"	"0"	"16"	"533"	"0"
"167"	"152"	"218"	"57"	"7"	"140"	"11"	"112"	"9"	"2"	"8"	"7"	"18"	"10"	"599"	"0"	"33"	"632"	"0"
"168"	"153"	"133"	"15"	"4"	"65"	"2"	"23"	"2"	"1"	"4"	"3"	"3"	"6"	"261"	"0"	"4"	"265"	"0"
"169"	"154"	"105"	"37"	"2"	"62"	"0"	"111"	"2"	"0"	"1"	"1"	"2"	"3"	"326"	"0"	"3"	"329"	"0"
"170"	"155"	"342"	"110"	"8"	"235"	"11"	"244"	"8"	"4"	"11"	"9"	"14"	"11"	"1007"	"0"	"22"	"1029"	"0"
"171"	"156"	"501"	"102"	"5"	"185"	"7"	"21"	"2"	"5"	"12"	"6"	"8"	"9"	"863"	"0"	"22"	"885"	"0"
"172"	"157"	"58"	"83"	"4"	"411"	"9"	"21"	"2"	"3"	"13"	"9"	"10"	"8"	"631"	"0"	"14"	"645"	"0"
"173"	"158"	"72"	"172"	"8"	"120"	"6"	"1"	"18"	"2"	"0"	"2"	"5"	"5"	"411"	"0"	"8"	"419"	"0"
"174"	"159"	"57"	"170"	"9"	"325"	"9"	"7"	"6"	"6"	"8"	"9"	"9"	"22"	"637"	"0"	"19"	"656"	"0"
"175"	"160"	"125"	"131"	"7"	"209"	"9"	"19"	"17"	"8"	"12"	"6"	"14"	"10"	"567"	"0"	"19"	"586"	"0"
"176"	"161"	"68"	"197"	"7"	"146"	"4"	"0"	"18"	"2"	"9"	"6"	"3"	"3"	"463"	"0"	"11"	"474"	"0"
"177"	"162"	"251"	"167"	"7"	"250"	"4"	"5"	"6"	"15"	"15"	"6"	"11"	"7"	"744"	"0"	"8"	"752"	"0"
"178"	"163"	"300"	"189"	"10"	"290"	"4"	"9"	"8"	"18"	"26"	"7"	"16"	"18"	"895"	"0"	"48"	"943"	"0"
"179"	"164"	"205"	"53"	"7"	"268"	"5"	"0"	"0"	"8"	"10"	"7"	"13"	"3"	"579"	"0"	"7"	"586"	"0"
"180"	"165"	"76"	"57"	"1"	"196"	"4"	"1"	"4"	"2"	"2"	"0"	"1"	"0"	"344"	"0"	"6"	"350"	"0"
"181"	"166"	"330"	"229"	"10"	"287"	"11"	"6"	"11"	"6"	"28"	"14"	"15"	"10"	"957"	"0"	"30"	"987"	"0"
