"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"
"27"	"13A"	"10"	"186"	"12"	"277"	"12"	"5"	"2"	"2"	"1"	"9"	"516"	"0"	"11"	"527"	"0"
"28"	"14"	"19"	"71"	"9"	"601"	"7"	"4"	"6"	"3"	"5"	"8"	"733"	"0"	"18"	"751"	"0"
"29"	"15"	"18"	"347"	"9"	"378"	"6"	"1"	"3"	"1"	"0"	"4"	"767"	"0"	"2"	"769"	"0"
"30"	"16"	"5"	"11"	"11"	"487"	"8"	"2"	"5"	"1"	"1"	"5"	"536"	"0"	"3"	"539"	"0"
"31"	"17"	"15"	"257"	"20"	"576"	"29"	"3"	"7"	"4"	"8"	"13"	"932"	"0"	"16"	"948"	"0"
"32"	"17A"	"5"	"65"	"3"	"127"	"4"	"0"	"0"	"0"	"0"	"0"	"204"	"0"	"2"	"206"	"0"
"33"	"18"	"7"	"333"	"5"	"182"	"6"	"3"	"3"	"3"	"8"	"2"	"552"	"0"	"9"	"561"	"0"
"34"	"19"	"22"	"168"	"10"	"645"	"13"	"1"	"7"	"4"	"9"	"7"	"886"	"0"	"20"	"906"	"0"
"35"	"20"	"15"	"589"	"8"	"37"	"2"	"1"	"1"	"3"	"1"	"0"	"657"	"0"	"1"	"658"	"0"
"36"	"21"	"14"	"376"	"8"	"284"	"3"	"2"	"1"	"3"	"0"	"2"	"693"	"0"	"3"	"696"	"0"
"37"	"22"	"15"	"454"	"10"	"54"	"1"	"4"	"5"	"2"	"5"	"4"	"554"	"0"	"7"	"561"	"0"
"38"	"23"	"21"	"929"	"19"	"31"	"6"	"4"	"2"	"3"	"3"	"7"	"1025"	"0"	"4"	"1029"	"0"
"39"	"24"	"13"	"483"	"11"	"398"	"6"	"0"	"3"	"1"	"6"	"7"	"928"	"0"	"15"	"943"	"0"
"40"	"25"	"11"	"428"	"8"	"96"	"3"	"0"	"2"	"1"	"1"	"6"	"556"	"0"	"10"	"566"	"0"
"41"	"26"	"26"	"404"	"13"	"397"	"6"	"4"	"2"	"2"	"3"	"8"	"865"	"0"	"7"	"872"	"0"
"42"	"27"	"27"	"678"	"12"	"195"	"4"	"5"	"1"	"5"	"2"	"8"	"937"	"0"	"5"	"942"	"0"
"43"	"28"	"7"	"80"	"1"	"283"	"4"	"3"	"2"	"1"	"0"	"2"	"383"	"0"	"8"	"391"	"0"
"44"	"29"	"28"	"265"	"16"	"638"	"11"	"6"	"7"	"7"	"6"	"8"	"992"	"0"	"25"	"1017"	"0"
"45"	"30"	"21"	"304"	"11"	"233"	"6"	"4"	"2"	"3"	"1"	"6"	"591"	"0"	"5"	"596"	"0"
"46"	"31"	"37"	"343"	"20"	"393"	"8"	"6"	"5"	"0"	"8"	"4"	"824"	"0"	"5"	"829"	"0"
"47"	"32"	"14"	"164"	"27"	"620"	"15"	"6"	"7"	"6"	"7"	"4"	"870"	"0"	"11"	"881"	"0"
"48"	"33"	"12"	"41"	"6"	"604"	"7"	"3"	"0"	"18"	"5"	"7"	"703"	"0"	"12"	"715"	"0"
"49"	"34"	"2"	"272"	"7"	"76"	"2"	"0"	"1"	"0"	"1"	"1"	"362"	"0"	"3"	"365"	"0"
"50"	"35"	"15"	"146"	"17"	"474"	"3"	"7"	"5"	"7"	"5"	"12"	"691"	"0"	"17"	"708"	"0"
"51"	"36"	"6"	"27"	"4"	"526"	"5"	"1"	"1"	"2"	"2"	"3"	"577"	"0"	"12"	"589"	"0"
"52"	"37"	"10"	"98"	"10"	"438"	"10"	"5"	"3"	"1"	"6"	"2"	"583"	"0"	"6"	"589"	"0"
"53"	"38"	"11"	"59"	"21"	"605"	"10"	"8"	"5"	"1"	"2"	"6"	"728"	"0"	"3"	"731"	"0"
"54"	"39"	"45"	"563"	"9"	"161"	"4"	"6"	"3"	"4"	"4"	"3"	"802"	"0"	"12"	"814"	"0"
"55"	"40"	"13"	"103"	"19"	"641"	"11"	"9"	"3"	"7"	"10"	"10"	"826"	"0"	"26"	"852"	"0"
"56"	"40A"	"3"	"19"	"2"	"197"	"3"	"1"	"1"	"1"	"2"	"5"	"234"	"0"	"6"	"240"	"0"
"57"	"41"	"8"	"72"	"4"	"578"	"16"	"4"	"5"	"3"	"3"	"0"	"693"	"0"	"4"	"697"	"0"
"58"	"42"	"9"	"161"	"7"	"272"	"6"	"5"	"2"	"3"	"2"	"3"	"470"	"0"	"9"	"479"	"0"
"59"	"43"	"2"	"461"	"3"	"56"	"0"	"3"	"0"	"0"	"1"	"1"	"527"	"0"	"2"	"529"	"0"
"60"	"44"	"20"	"250"	"17"	"326"	"17"	"2"	"4"	"4"	"4"	"11"	"655"	"0"	"20"	"675"	"0"
"61"	"45"	"16"	"216"	"4"	"294"	"2"	"4"	"1"	"1"	"2"	"3"	"543"	"0"	"4"	"547"	"0"
"62"	"46"	"3"	"20"	"4"	"369"	"10"	"2"	"1"	"3"	"4"	"1"	"417"	"0"	"6"	"423"	"0"
"63"	"47"	"20"	"64"	"10"	"509"	"14"	"6"	"4"	"2"	"5"	"3"	"637"	"0"	"11"	"648"	"0"
"64"	"48"	"26"	"54"	"11"	"812"	"17"	"8"	"11"	"9"	"7"	"8"	"963"	"0"	"12"	"975"	"0"
"65"	"49"	"12"	"98"	"6"	"479"	"7"	"5"	"2"	"4"	"4"	"5"	"622"	"0"	"1"	"623"	"0"
"66"	"50"	"5"	"21"	"5"	"479"	"10"	"3"	"2"	"1"	"4"	"2"	"532"	"0"	"3"	"535"	"0"
"67"	"51"	"10"	"99"	"7"	"471"	"15"	"5"	"6"	"5"	"0"	"2"	"620"	"0"	"6"	"626"	"0"
"68"	"52"	"8"	"258"	"10"	"223"	"8"	"0"	"2"	"0"	"0"	"5"	"514"	"0"	"2"	"516"	"0"
"69"	"53"	"27"	"195"	"11"	"561"	"14"	"5"	"0"	"4"	"4"	"1"	"822"	"0"	"7"	"829"	"0"
"70"	"54"	"27"	"132"	"15"	"588"	"10"	"5"	"2"	"9"	"3"	"4"	"795"	"0"	"5"	"800"	"0"
"71"	"55"	"13"	"151"	"2"	"328"	"7"	"4"	"2"	"3"	"2"	"4"	"516"	"0"	"9"	"525"	"0"
"72"	"56"	"11"	"518"	"20"	"141"	"3"	"1"	"4"	"4"	"3"	"9"	"714"	"0"	"5"	"719"	"0"
"73"	"57"	"14"	"409"	"18"	"481"	"18"	"8"	"4"	"3"	"2"	"15"	"972"	"0"	"15"	"987"	"0"
"74"	"58"	"12"	"67"	"13"	"533"	"8"	"3"	"6"	"3"	"2"	"0"	"647"	"0"	"10"	"657"	"0"
"75"	"59"	"17"	"212"	"12"	"590"	"18"	"6"	"3"	"9"	"16"	"13"	"896"	"0"	"44"	"940"	"0"
"76"	"60"	"9"	"14"	"5"	"476"	"6"	"6"	"0"	"3"	"2"	"2"	"523"	"0"	"6"	"529"	"0"
"77"	"61"	"10"	"79"	"5"	"339"	"9"	"4"	"5"	"3"	"1"	"1"	"456"	"0"	"5"	"461"	"0"
"78"	"62"	"20"	"185"	"13"	"334"	"12"	"3"	"3"	"1"	"4"	"0"	"575"	"0"	"8"	"583"	"0"
"79"	"63"	"13"	"106"	"5"	"386"	"3"	"0"	"3"	"0"	"2"	"3"	"521"	"0"	"13"	"534"	"0"
"80"	"64"	"14"	"148"	"13"	"588"	"7"	"7"	"4"	"3"	"8"	"4"	"796"	"0"	"8"	"804"	"0"
"81"	"65"	"15"	"153"	"10"	"294"	"7"	"1"	"2"	"2"	"2"	"1"	"487"	"0"	"5"	"492"	"0"
"82"	"66"	"8"	"102"	"2"	"329"	"4"	"0"	"2"	"0"	"4"	"1"	"452"	"0"	"7"	"459"	"0"
"83"	"67"	"6"	"138"	"3"	"408"	"9"	"6"	"0"	"3"	"3"	"0"	"576"	"0"	"7"	"583"	"0"
"84"	"68"	"23"	"124"	"13"	"453"	"10"	"5"	"1"	"1"	"5"	"4"	"639"	"0"	"1"	"640"	"0"
"85"	"69"	"11"	"137"	"4"	"348"	"12"	"5"	"4"	"1"	"4"	"4"	"530"	"0"	"9"	"539"	"0"
"86"	"70"	"10"	"234"	"14"	"318"	"4"	"3"	"6"	"4"	"3"	"6"	"602"	"0"	"9"	"611"	"0"
"87"	"71"	"18"	"105"	"13"	"455"	"5"	"2"	"3"	"3"	"3"	"2"	"609"	"0"	"2"	"611"	"0"
"88"	"71A"	"6"	"95"	"6"	"214"	"9"	"2"	"2"	"0"	"1"	"1"	"336"	"0"	"3"	"339"	"0"
"89"	"72"	"1"	"37"	"2"	"298"	"14"	"6"	"3"	"8"	"1"	"3"	"373"	"0"	"10"	"383"	"0"
"90"	"73"	"5"	"38"	"5"	"530"	"4"	"3"	"1"	"2"	"2"	"2"	"592"	"0"	"9"	"601"	"0"
"91"	"74"	"17"	"276"	"7"	"482"	"11"	"6"	"6"	"4"	"4"	"6"	"819"	"0"	"6"	"825"	"0"
"92"	"75"	"18"	"253"	"18"	"313"	"8"	"4"	"7"	"5"	"5"	"7"	"638"	"0"	"16"	"654"	"0"
"93"	"76"	"27"	"316"	"3"	"315"	"8"	"9"	"3"	"2"	"2"	"5"	"690"	"0"	"17"	"707"	"0"
"94"	"77"	"11"	"50"	"8"	"244"	"5"	"2"	"2"	"1"	"0"	"4"	"327"	"0"	"3"	"330"	"0"
"95"	"78"	"13"	"396"	"10"	"284"	"8"	"7"	"4"	"6"	"1"	"6"	"735"	"0"	"8"	"743"	"0"
"96"	"79"	"18"	"68"	"15"	"702"	"7"	"6"	"4"	"3"	"1"	"1"	"825"	"0"	"4"	"829"	"0"
"97"	"80"	"15"	"117"	"12"	"600"	"5"	"1"	"1"	"2"	"3"	"3"	"759"	"0"	"6"	"765"	"0"
"98"	"81"	"17"	"302"	"7"	"325"	"5"	"4"	"3"	"3"	"2"	"5"	"673"	"0"	"3"	"676"	"0"
"99"	"82"	"11"	"44"	"25"	"871"	"31"	"14"	"11"	"12"	"12"	"10"	"1041"	"0"	"18"	"1059"	"0"
"100"	"83"	"15"	"44"	"11"	"621"	"9"	"9"	"7"	"3"	"6"	"2"	"727"	"0"	"2"	"729"	"0"
"101"	"84"	"13"	"146"	"10"	"446"	"10"	"1"	"4"	"3"	"2"	"0"	"635"	"0"	"5"	"640"	"0"
"102"	"85"	"14"	"372"	"10"	"618"	"15"	"9"	"5"	"1"	"4"	"7"	"1055"	"0"	"10"	"1065"	"0"
"103"	"86"	"3"	"46"	"2"	"246"	"6"	"0"	"2"	"1"	"1"	"1"	"308"	"0"	"3"	"311"	"0"
"104"	"87"	"17"	"163"	"15"	"434"	"18"	"7"	"4"	"6"	"12"	"10"	"686"	"0"	"13"	"699"	"0"
"105"	"88"	"22"	"222"	"21"	"411"	"11"	"5"	"0"	"3"	"0"	"5"	"700"	"0"	"3"	"703"	"0"
"106"	"89"	"7"	"138"	"9"	"479"	"13"	"8"	"1"	"6"	"0"	"4"	"665"	"0"	"13"	"678"	"0"
"107"	"90"	"12"	"94"	"8"	"702"	"9"	"6"	"1"	"8"	"4"	"2"	"846"	"0"	"7"	"853"	"0"
"108"	"91"	"30"	"142"	"14"	"378"	"10"	"0"	"2"	"2"	"2"	"3"	"583"	"0"	"2"	"585"	"0"
"109"	"92"	"12"	"97"	"5"	"646"	"19"	"7"	"3"	"5"	"6"	"6"	"806"	"0"	"26"	"832"	"0"
"110"	"93"	"6"	"72"	"8"	"662"	"15"	"4"	"1"	"1"	"5"	"4"	"778"	"0"	"17"	"795"	"0"
"111"	"94"	"29"	"284"	"15"	"437"	"10"	"7"	"6"	"7"	"4"	"3"	"802"	"0"	"5"	"807"	"0"
"112"	"95"	"7"	"8"	"6"	"379"	"2"	"3"	"2"	"1"	"0"	"2"	"410"	"0"	"2"	"412"	"0"
"113"	"96"	"22"	"297"	"12"	"359"	"11"	"6"	"5"	"5"	"7"	"9"	"733"	"0"	"11"	"744"	"0"
"114"	"97"	"15"	"252"	"12"	"358"	"6"	"3"	"4"	"3"	"3"	"4"	"660"	"0"	"23"	"683"	"0"
"115"	"98"	"38"	"351"	"16"	"436"	"4"	"5"	"4"	"6"	"2"	"9"	"871"	"0"	"12"	"883"	"0"
"116"	"99"	"14"	"87"	"3"	"497"	"12"	"3"	"3"	"2"	"3"	"1"	"625"	"0"	"0"	"625"	"0"
"117"	"100"	"11"	"195"	"4"	"504"	"20"	"6"	"3"	"0"	"5"	"4"	"752"	"0"	"8"	"760"	"0"
"118"	"101"	"17"	"43"	"5"	"585"	"4"	"3"	"2"	"6"	"3"	"2"	"670"	"0"	"15"	"685"	"0"
"119"	"102"	"12"	"73"	"10"	"545"	"11"	"4"	"3"	"11"	"3"	"6"	"678"	"0"	"18"	"696"	"0"
"120"	"103"	"10"	"358"	"11"	"125"	"8"	"4"	"2"	"1"	"2"	"1"	"522"	"0"	"5"	"527"	"0"
"121"	"104"	"23"	"290"	"5"	"600"	"4"	"2"	"4"	"1"	"1"	"6"	"936"	"0"	"5"	"941"	"0"
"122"	"105"	"2"	"182"	"5"	"103"	"3"	"0"	"3"	"0"	"1"	"1"	"300"	"0"	"1"	"301"	"0"
"123"	"106"	"11"	"79"	"11"	"502"	"17"	"9"	"5"	"2"	"4"	"5"	"645"	"0"	"11"	"656"	"0"
"124"	"107"	"13"	"576"	"7"	"92"	"1"	"3"	"3"	"3"	"5"	"3"	"706"	"0"	"17"	"723"	"0"
"125"	"108"	"11"	"97"	"10"	"454"	"6"	"4"	"1"	"6"	"7"	"2"	"598"	"0"	"1"	"599"	"0"
"126"	"109"	"38"	"105"	"12"	"338"	"20"	"7"	"4"	"3"	"2"	"4"	"533"	"0"	"17"	"550"	"0"
"127"	"110"	"22"	"498"	"19"	"90"	"8"	"0"	"3"	"3"	"2"	"4"	"649"	"0"	"18"	"667"	"0"
"128"	"111"	"78"	"678"	"25"	"345"	"8"	"3"	"9"	"6"	"8"	"8"	"1168"	"0"	"10"	"1178"	"0"
"129"	"112"	"18"	"207"	"3"	"64"	"1"	"2"	"5"	"2"	"4"	"2"	"308"	"0"	"6"	"314"	"0"
"130"	"113"	"19"	"44"	"11"	"643"	"12"	"11"	"4"	"1"	"2"	"6"	"753"	"0"	"10"	"763"	"0"
"131"	"114"	"12"	"154"	"12"	"587"	"18"	"4"	"9"	"10"	"3"	"8"	"817"	"0"	"9"	"826"	"0"
"132"	"115"	"10"	"78"	"9"	"274"	"6"	"4"	"1"	"8"	"3"	"2"	"395"	"0"	"5"	"400"	"0"
"133"	"116"	"3"	"18"	"2"	"244"	"3"	"4"	"1"	"0"	"4"	"3"	"282"	"0"	"10"	"292"	"0"
"134"	"117"	"21"	"125"	"16"	"689"	"10"	"2"	"4"	"4"	"4"	"6"	"881"	"0"	"10"	"891"	"0"
"135"	"118"	"13"	"85"	"3"	"216"	"3"	"3"	"2"	"0"	"0"	"1"	"326"	"0"	"4"	"330"	"0"
"136"	"119"	"16"	"164"	"10"	"509"	"8"	"6"	"2"	"6"	"4"	"6"	"731"	"0"	"9"	"740"	"0"
"137"	"120"	"10"	"108"	"16"	"652"	"7"	"9"	"4"	"3"	"1"	"5"	"815"	"0"	"6"	"821"	"0"
"138"	"121"	"7"	"214"	"14"	"387"	"9"	"7"	"4"	"5"	"6"	"3"	"656"	"0"	"8"	"664"	"0"
"139"	"122"	"10"	"27"	"4"	"529"	"21"	"9"	"4"	"2"	"4"	"6"	"616"	"0"	"19"	"635"	"0"
"140"	"123"	"10"	"35"	"13"	"339"	"6"	"5"	"1"	"3"	"4"	"4"	"420"	"0"	"11"	"431"	"0"
"141"	"124"	"7"	"40"	"8"	"566"	"9"	"9"	"3"	"0"	"3"	"6"	"651"	"0"	"6"	"657"	"0"
"142"	"125"	"9"	"141"	"10"	"517"	"13"	"6"	"3"	"0"	"1"	"1"	"701"	"0"	"11"	"712"	"0"
"143"	"126"	"17"	"156"	"13"	"577"	"15"	"3"	"7"	"2"	"6"	"5"	"801"	"0"	"10"	"811"	"0"
"144"	"127"	"6"	"121"	"5"	"109"	"3"	"0"	"0"	"2"	"0"	"0"	"246"	"0"	"3"	"249"	"0"
"145"	"128"	"8"	"187"	"2"	"468"	"1"	"4"	"3"	"2"	"1"	"2"	"678"	"0"	"2"	"680"	"0"
"146"	"129"	"10"	"174"	"3"	"444"	"8"	"5"	"4"	"1"	"1"	"3"	"653"	"0"	"13"	"666"	"0"
"147"	"130"	"19"	"195"	"10"	"543"	"10"	"3"	"5"	"3"	"2"	"6"	"796"	"0"	"10"	"806"	"0"
"148"	"131"	"9"	"140"	"6"	"282"	"8"	"3"	"0"	"2"	"4"	"7"	"461"	"0"	"12"	"473"	"0"
"149"	"132"	"7"	"32"	"5"	"489"	"9"	"2"	"0"	"3"	"3"	"1"	"551"	"0"	"5"	"556"	"0"
"150"	"133"	"28"	"339"	"11"	"532"	"26"	"5"	"3"	"3"	"4"	"10"	"961"	"0"	"21"	"982"	"0"
"151"	"134"	"11"	"163"	"4"	"337"	"6"	"1"	"0"	"0"	"1"	"3"	"526"	"0"	"4"	"530"	"0"
"152"	"134A"	"9"	"22"	"4"	"416"	"9"	"1"	"0"	"3"	"0"	"4"	"468"	"0"	"3"	"471"	"0"
"153"	"135"	"16"	"490"	"20"	"413"	"7"	"2"	"3"	"1"	"5"	"7"	"964"	"0"	"7"	"971"	"0"
"154"	"136"	"8"	"24"	"19"	"494"	"10"	"7"	"3"	"3"	"1"	"5"	"574"	"0"	"8"	"582"	"0"
"155"	"137"	"18"	"277"	"14"	"530"	"12"	"6"	"4"	"4"	"3"	"6"	"874"	"0"	"5"	"879"	"0"
"156"	"138"	"2"	"33"	"1"	"137"	"1"	"1"	"0"	"2"	"2"	"0"	"179"	"0"	"6"	"185"	"0"
"157"	"139"	"15"	"194"	"24"	"632"	"15"	"6"	"3"	"3"	"2"	"0"	"894"	"0"	"5"	"899"	"0"
"158"	"140"	"13"	"37"	"8"	"463"	"8"	"3"	"1"	"0"	"0"	"2"	"535"	"0"	"1"	"536"	"0"
"159"	"141"	"8"	"30"	"4"	"302"	"8"	"3"	"1"	"2"	"2"	"2"	"362"	"0"	"5"	"367"	"0"
"160"	"142"	"20"	"118"	"24"	"638"	"20"	"5"	"11"	"3"	"10"	"11"	"860"	"0"	"16"	"876"	"0"
"161"	"143"	"5"	"31"	"7"	"420"	"8"	"3"	"0"	"2"	"1"	"3"	"480"	"0"	"4"	"484"	"0"
"162"	"144"	"5"	"101"	"6"	"437"	"14"	"3"	"0"	"6"	"2"	"7"	"581"	"0"	"5"	"586"	"0"
"163"	"145"	"10"	"70"	"6"	"548"	"6"	"1"	"1"	"0"	"2"	"5"	"649"	"0"	"10"	"659"	"0"
"164"	"146"	"5"	"61"	"6"	"316"	"4"	"2"	"1"	"2"	"1"	"3"	"401"	"0"	"8"	"409"	"0"
"165"	"147"	"40"	"64"	"25"	"568"	"13"	"5"	"7"	"4"	"4"	"2"	"732"	"0"	"7"	"739"	"0"
"166"	"148"	"17"	"304"	"3"	"220"	"11"	"3"	"2"	"0"	"5"	"11"	"576"	"0"	"22"	"598"	"0"
"167"	"149"	"13"	"128"	"8"	"393"	"11"	"2"	"2"	"3"	"3"	"4"	"567"	"0"	"7"	"574"	"0"
"168"	"150"	"14"	"171"	"17"	"530"	"11"	"1"	"5"	"7"	"4"	"7"	"767"	"0"	"4"	"771"	"0"
"169"	"151"	"21"	"105"	"11"	"550"	"15"	"13"	"4"	"7"	"8"	"11"	"745"	"0"	"16"	"761"	"0"
"170"	"152"	"31"	"746"	"8"	"219"	"13"	"2"	"4"	"5"	"2"	"12"	"1042"	"0"	"16"	"1058"	"0"
"171"	"153"	"10"	"50"	"6"	"370"	"7"	"2"	"2"	"1"	"0"	"2"	"450"	"0"	"2"	"452"	"0"
"172"	"154"	"31"	"98"	"9"	"610"	"21"	"6"	"4"	"7"	"3"	"3"	"792"	"0"	"11"	"803"	"0"
"173"	"155"	"10"	"320"	"12"	"349"	"20"	"2"	"4"	"6"	"3"	"7"	"733"	"0"	"18"	"751"	"0"
"174"	"156"	"24"	"152"	"19"	"471"	"5"	"4"	"2"	"6"	"4"	"3"	"690"	"0"	"25"	"715"	"0"
"175"	"157"	"13"	"503"	"17"	"296"	"8"	"5"	"2"	"3"	"3"	"6"	"856"	"0"	"3"	"859"	"0"
"176"	"158"	"7"	"74"	"11"	"483"	"8"	"4"	"1"	"0"	"0"	"0"	"588"	"0"	"2"	"590"	"0"
"177"	"159"	"11"	"113"	"6"	"437"	"13"	"4"	"4"	"2"	"5"	"8"	"603"	"0"	"10"	"613"	"0"
"178"	"160"	"28"	"320"	"15"	"334"	"8"	"10"	"7"	"4"	"1"	"8"	"735"	"0"	"6"	"741"	"0"
"179"	"161"	"30"	"192"	"10"	"716"	"22"	"8"	"2"	"5"	"1"	"8"	"994"	"0"	"7"	"1001"	"0"
"180"	"162"	"22"	"492"	"13"	"103"	"5"	"2"	"2"	"3"	"0"	"7"	"649"	"0"	"7"	"656"	"0"
"181"	"163"	"16"	"246"	"5"	"369"	"10"	"6"	"3"	"0"	"7"	"2"	"664"	"0"	"7"	"671"	"0"
"182"	"164"	"20"	"527"	"16"	"233"	"3"	"3"	"0"	"2"	"0"	"7"	"811"	"0"	"5"	"816"	"0"
"183"	"165"	"9"	"133"	"7"	"501"	"1"	"3"	"4"	"9"	"4"	"4"	"675"	"0"	"9"	"684"	"0"
"184"	"166"	"18"	"138"	"10"	"591"	"18"	"4"	"4"	"5"	"5"	"3"	"796"	"0"	"10"	"806"	"0"
"185"	"167"	"11"	"190"	"13"	"500"	"11"	"4"	"1"	"4"	"3"	"9"	"746"	"0"	"23"	"769"	"0"
"186"	"168"	"31"	"510"	"13"	"465"	"6"	"2"	"4"	"5"	"2"	"5"	"1043"	"0"	"10"	"1053"	"0"
"187"	"169"	"27"	"750"	"17"	"99"	"4"	"1"	"3"	"3"	"2"	"7"	"913"	"0"	"7"	"920"	"0"
"188"	"170"	"8"	"82"	"5"	"386"	"8"	"1"	"2"	"6"	"2"	"3"	"503"	"0"	"9"	"512"	"0"
"189"	"171"	"13"	"151"	"1"	"682"	"12"	"3"	"1"	"3"	"3"	"4"	"873"	"0"	"13"	"886"	"0"
"190"	"172"	"6"	"285"	"7"	"217"	"3"	"1"	"2"	"0"	"0"	"7"	"528"	"0"	"4"	"532"	"0"
"191"	"173"	"5"	"657"	"3"	"18"	"5"	"0"	"2"	"0"	"0"	"1"	"691"	"0"	"6"	"697"	"0"
"192"	"174"	"1"	"241"	"4"	"164"	"1"	"1"	"1"	"1"	"0"	"3"	"417"	"0"	"2"	"419"	"0"
"193"	"175"	"14"	"314"	"4"	"136"	"2"	"1"	"1"	"3"	"1"	"4"	"480"	"0"	"8"	"488"	"0"
"194"	"176"	"13"	"179"	"1"	"369"	"2"	"0"	"1"	"0"	"0"	"14"	"579"	"0"	"5"	"584"	"0"
"195"	"177"	"11"	"246"	"3"	"577"	"6"	"1"	"0"	"0"	"2"	"4"	"850"	"0"	"5"	"855"	"0"
"196"	"178"	"9"	"337"	"4"	"251"	"2"	"0"	"2"	"3"	"2"	"3"	"613"	"0"	"6"	"619"	"0"
"197"	"179"	"9"	"350"	"3"	"197"	"1"	"3"	"1"	"3"	"2"	"6"	"575"	"0"	"7"	"582"	"0"
"198"	"180"	"35"	"657"	"5"	"188"	"2"	"1"	"0"	"0"	"1"	"9"	"898"	"0"	"12"	"910"	"0"
"199"	"181"	"12"	"377"	"8"	"139"	"5"	"0"	"1"	"1"	"2"	"0"	"545"	"0"	"5"	"550"	"0"
"200"	"181A"	"5"	"265"	"1"	"55"	"3"	"0"	"0"	"0"	"0"	"0"	"329"	"0"	"0"	"329"	"0"
"201"	"182"	"18"	"921"	"5"	"23"	"2"	"0"	"1"	"0"	"2"	"3"	"975"	"0"	"6"	"981"	"0"
