"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"26"	"14"	"44"	"275"	"11"	"153"	"13"	"2"	"3"	"1"	"4"	"7"	"11"	"524"	"0"	"12"	"536"	"0"
"27"	"15"	"105"	"355"	"13"	"177"	"17"	"4"	"13"	"5"	"7"	"7"	"7"	"710"	"0"	"19"	"729"	"0"
"28"	"16"	"153"	"352"	"5"	"103"	"9"	"5"	"4"	"2"	"6"	"5"	"10"	"654"	"0"	"18"	"672"	"0"
"29"	"17"	"92"	"79"	"6"	"295"	"17"	"5"	"4"	"6"	"9"	"33"	"16"	"562"	"0"	"16"	"578"	"0"
"30"	"18"	"190"	"495"	"15"	"58"	"12"	"6"	"5"	"5"	"1"	"52"	"15"	"854"	"0"	"13"	"867"	"0"
"31"	"19"	"157"	"172"	"24"	"100"	"3"	"1"	"3"	"3"	"4"	"6"	"13"	"486"	"0"	"17"	"503"	"0"
"32"	"20"	"256"	"118"	"8"	"143"	"13"	"4"	"0"	"1"	"3"	"27"	"8"	"581"	"0"	"15"	"596"	"0"
"33"	"21"	"53"	"16"	"0"	"243"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"313"	"0"	"0"	"313"	"0"
"34"	"22"	"63"	"36"	"2"	"149"	"3"	"4"	"2"	"2"	"6"	"9"	"5"	"281"	"0"	"4"	"285"	"0"
"35"	"23"	"139"	"175"	"4"	"6"	"1"	"2"	"6"	"3"	"2"	"5"	"3"	"346"	"0"	"5"	"351"	"0"
"36"	"24"	"108"	"278"	"11"	"189"	"6"	"1"	"5"	"4"	"4"	"7"	"3"	"616"	"0"	"7"	"623"	"0"
"37"	"25"	"81"	"350"	"10"	"133"	"7"	"2"	"3"	"4"	"7"	"0"	"7"	"604"	"0"	"12"	"616"	"0"
"38"	"26"	"44"	"271"	"10"	"30"	"10"	"2"	"5"	"6"	"1"	"1"	"0"	"380"	"0"	"4"	"384"	"0"
"39"	"27"	"98"	"355"	"14"	"157"	"9"	"5"	"10"	"7"	"15"	"14"	"12"	"696"	"0"	"15"	"711"	"0"
"40"	"28"	"30"	"341"	"3"	"12"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"390"	"0"	"3"	"393"	"0"
"41"	"29"	"28"	"153"	"1"	"30"	"3"	"1"	"0"	"2"	"1"	"2"	"2"	"223"	"0"	"1"	"224"	"0"
"42"	"30"	"211"	"377"	"6"	"14"	"5"	"7"	"3"	"2"	"2"	"8"	"10"	"645"	"0"	"10"	"655"	"0"
"43"	"31"	"129"	"225"	"6"	"61"	"7"	"2"	"5"	"9"	"2"	"4"	"8"	"458"	"0"	"6"	"464"	"0"
"44"	"32"	"39"	"334"	"7"	"97"	"7"	"0"	"4"	"7"	"6"	"5"	"5"	"511"	"0"	"10"	"521"	"0"
"45"	"33"	"53"	"311"	"22"	"148"	"7"	"0"	"9"	"6"	"1"	"2"	"2"	"561"	"0"	"1"	"562"	"0"
"46"	"34"	"24"	"352"	"7"	"190"	"12"	"3"	"0"	"3"	"3"	"4"	"6"	"604"	"0"	"6"	"610"	"0"
"47"	"35"	"68"	"88"	"6"	"136"	"7"	"0"	"3"	"5"	"2"	"0"	"1"	"316"	"0"	"5"	"321"	"0"
"48"	"36"	"42"	"165"	"9"	"195"	"7"	"0"	"2"	"7"	"5"	"2"	"10"	"444"	"0"	"13"	"457"	"0"
"49"	"37"	"82"	"236"	"8"	"150"	"6"	"1"	"3"	"2"	"1"	"1"	"1"	"491"	"0"	"2"	"493"	"0"
"50"	"38"	"100"	"58"	"8"	"158"	"8"	"1"	"2"	"17"	"3"	"7"	"10"	"372"	"0"	"12"	"384"	"0"
"51"	"39"	"27"	"100"	"3"	"144"	"3"	"2"	"2"	"2"	"3"	"0"	"1"	"287"	"0"	"2"	"289"	"0"
"52"	"40"	"38"	"8"	"4"	"193"	"1"	"0"	"2"	"3"	"1"	"0"	"2"	"252"	"0"	"6"	"258"	"0"
"53"	"41"	"20"	"57"	"4"	"206"	"7"	"19"	"3"	"7"	"2"	"0"	"1"	"326"	"0"	"2"	"328"	"0"
"54"	"42"	"61"	"90"	"5"	"156"	"1"	"2"	"3"	"0"	"1"	"3"	"6"	"328"	"0"	"7"	"335"	"0"
"55"	"43"	"56"	"339"	"12"	"54"	"4"	"4"	"2"	"3"	"4"	"3"	"8"	"489"	"0"	"8"	"497"	"0"
"56"	"44"	"4"	"71"	"2"	"498"	"8"	"0"	"1"	"1"	"1"	"0"	"0"	"586"	"0"	"0"	"586"	"0"
"57"	"45"	"14"	"134"	"5"	"186"	"7"	"4"	"4"	"14"	"13"	"28"	"9"	"418"	"0"	"30"	"448"	"0"
"58"	"46"	"44"	"166"	"6"	"160"	"7"	"1"	"3"	"4"	"6"	"2"	"1"	"400"	"0"	"5"	"405"	"0"
"59"	"47"	"19"	"364"	"4"	"26"	"2"	"1"	"0"	"1"	"0"	"0"	"2"	"419"	"0"	"8"	"427"	"0"
"60"	"48"	"4"	"308"	"1"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"321"	"0"	"1"	"322"	"0"
"61"	"49"	"28"	"178"	"3"	"18"	"7"	"1"	"0"	"1"	"1"	"3"	"5"	"245"	"0"	"0"	"245"	"0"
"62"	"50"	"149"	"374"	"13"	"132"	"18"	"5"	"7"	"8"	"2"	"5"	"4"	"717"	"0"	"8"	"725"	"0"
"63"	"51"	"110"	"13"	"3"	"409"	"7"	"0"	"5"	"1"	"7"	"1"	"2"	"558"	"0"	"1"	"559"	"0"
"64"	"52"	"9"	"164"	"8"	"31"	"1"	"1"	"0"	"0"	"1"	"1"	"4"	"220"	"0"	"3"	"223"	"0"
"65"	"53"	"175"	"6"	"0"	"266"	"4"	"1"	"4"	"0"	"0"	"0"	"1"	"457"	"0"	"4"	"461"	"0"
"66"	"54"	"231"	"6"	"3"	"370"	"10"	"2"	"9"	"6"	"11"	"2"	"7"	"657"	"0"	"11"	"668"	"0"
"67"	"55"	"270"	"302"	"14"	"11"	"16"	"5"	"9"	"9"	"5"	"5"	"15"	"661"	"0"	"17"	"678"	"0"
"68"	"56"	"48"	"133"	"6"	"130"	"6"	"3"	"0"	"3"	"12"	"5"	"6"	"352"	"0"	"9"	"361"	"0"
"69"	"57"	"122"	"20"	"9"	"364"	"9"	"1"	"1"	"0"	"5"	"2"	"3"	"536"	"0"	"2"	"538"	"0"
"70"	"58"	"68"	"119"	"8"	"276"	"15"	"3"	"7"	"14"	"13"	"8"	"6"	"537"	"0"	"16"	"553"	"0"
"71"	"59"	"324"	"166"	"7"	"136"	"5"	"4"	"2"	"5"	"4"	"5"	"10"	"668"	"0"	"7"	"675"	"0"
"72"	"60"	"377"	"54"	"6"	"125"	"3"	"0"	"11"	"0"	"7"	"3"	"0"	"586"	"0"	"8"	"594"	"0"
"73"	"61"	"172"	"111"	"5"	"21"	"0"	"1"	"2"	"1"	"2"	"4"	"7"	"326"	"0"	"9"	"335"	"0"
"74"	"62"	"99"	"198"	"4"	"369"	"10"	"2"	"7"	"6"	"6"	"2"	"9"	"712"	"0"	"17"	"729"	"0"
"75"	"63"	"63"	"378"	"8"	"204"	"10"	"1"	"0"	"2"	"4"	"5"	"6"	"681"	"0"	"11"	"692"	"0"
"76"	"64"	"90"	"183"	"12"	"189"	"17"	"4"	"1"	"7"	"4"	"10"	"17"	"534"	"0"	"22"	"556"	"0"
"77"	"65"	"121"	"289"	"9"	"67"	"9"	"2"	"4"	"4"	"4"	"10"	"4"	"523"	"0"	"9"	"532"	"0"
"78"	"66"	"34"	"247"	"4"	"128"	"5"	"2"	"1"	"4"	"2"	"2"	"1"	"430"	"0"	"5"	"435"	"0"
"79"	"67"	"71"	"471"	"14"	"52"	"16"	"4"	"7"	"10"	"10"	"9"	"12"	"676"	"0"	"21"	"697"	"0"
"80"	"68"	"81"	"145"	"11"	"44"	"2"	"2"	"2"	"1"	"5"	"2"	"1"	"296"	"0"	"4"	"300"	"0"
"81"	"69"	"57"	"362"	"3"	"6"	"1"	"0"	"22"	"0"	"2"	"10"	"2"	"465"	"0"	"8"	"473"	"0"
"82"	"70"	"58"	"451"	"5"	"42"	"4"	"0"	"0"	"3"	"2"	"6"	"4"	"575"	"0"	"2"	"577"	"0"
"83"	"71"	"55"	"116"	"6"	"114"	"6"	"0"	"8"	"1"	"3"	"4"	"3"	"316"	"0"	"2"	"318"	"0"
"84"	"72"	"143"	"413"	"12"	"60"	"12"	"7"	"2"	"9"	"8"	"50"	"11"	"727"	"0"	"10"	"737"	"0"
"85"	"73"	"24"	"298"	"11"	"181"	"10"	"2"	"3"	"6"	"7"	"3"	"7"	"552"	"0"	"9"	"561"	"0"
"86"	"74"	"34"	"194"	"10"	"47"	"10"	"3"	"1"	"3"	"5"	"93"	"11"	"411"	"0"	"32"	"443"	"0"
"87"	"75"	"30"	"287"	"13"	"32"	"7"	"2"	"5"	"4"	"2"	"6"	"9"	"397"	"0"	"11"	"408"	"0"
"88"	"76"	"50"	"574"	"18"	"70"	"5"	"2"	"4"	"17"	"8"	"8"	"8"	"764"	"0"	"19"	"783"	"0"
"89"	"77"	"162"	"395"	"13"	"151"	"6"	"2"	"5"	"5"	"7"	"11"	"14"	"771"	"0"	"33"	"804"	"0"
"90"	"78"	"296"	"354"	"8"	"23"	"4"	"3"	"3"	"3"	"2"	"2"	"9"	"707"	"0"	"4"	"711"	"0"
"91"	"79"	"160"	"268"	"4"	"113"	"6"	"2"	"6"	"7"	"3"	"10"	"1"	"580"	"0"	"5"	"585"	"0"
"92"	"80"	"101"	"249"	"4"	"9"	"5"	"4"	"6"	"12"	"1"	"7"	"2"	"400"	"0"	"10"	"410"	"0"
"93"	"81"	"62"	"216"	"8"	"57"	"5"	"2"	"2"	"4"	"4"	"3"	"5"	"368"	"0"	"10"	"378"	"0"
"94"	"82"	"84"	"219"	"7"	"284"	"6"	"3"	"6"	"2"	"7"	"5"	"6"	"629"	"0"	"8"	"637"	"0"
"95"	"83"	"23"	"457"	"4"	"38"	"0"	"0"	"4"	"2"	"1"	"2"	"0"	"531"	"0"	"1"	"532"	"0"
"96"	"84"	"58"	"385"	"9"	"30"	"0"	"0"	"5"	"0"	"3"	"0"	"2"	"492"	"0"	"12"	"504"	"0"
"97"	"85"	"30"	"519"	"3"	"12"	"0"	"0"	"0"	"1"	"0"	"2"	"2"	"569"	"0"	"0"	"569"	"0"
"98"	"86"	"35"	"419"	"4"	"18"	"0"	"1"	"0"	"0"	"0"	"2"	"2"	"481"	"0"	"5"	"486"	"0"
"99"	"87"	"245"	"421"	"6"	"40"	"7"	"2"	"7"	"2"	"5"	"9"	"11"	"755"	"0"	"13"	"768"	"0"
"100"	"88"	"73"	"349"	"3"	"31"	"4"	"1"	"5"	"4"	"2"	"1"	"4"	"477"	"0"	"9"	"486"	"0"
"101"	"89"	"247"	"129"	"15"	"120"	"1"	"0"	"12"	"6"	"4"	"9"	"9"	"552"	"0"	"11"	"563"	"0"
"102"	"90"	"121"	"352"	"5"	"65"	"7"	"3"	"5"	"4"	"5"	"4"	"14"	"585"	"0"	"4"	"589"	"0"
"103"	"91"	"32"	"424"	"22"	"206"	"7"	"5"	"4"	"9"	"7"	"6"	"6"	"728"	"0"	"10"	"738"	"0"
"104"	"92"	"34"	"634"	"11"	"27"	"1"	"1"	"5"	"1"	"1"	"7"	"4"	"726"	"0"	"9"	"735"	"0"
"105"	"93"	"52"	"516"	"19"	"21"	"1"	"2"	"4"	"6"	"2"	"3"	"2"	"628"	"0"	"3"	"631"	"0"
"106"	"94"	"38"	"549"	"5"	"31"	"4"	"2"	"6"	"5"	"4"	"2"	"3"	"649"	"0"	"6"	"655"	"0"
"107"	"95"	"48"	"169"	"5"	"322"	"11"	"4"	"2"	"1"	"6"	"4"	"5"	"577"	"0"	"8"	"585"	"0"
"108"	"96"	"36"	"155"	"2"	"89"	"1"	"0"	"0"	"1"	"5"	"1"	"3"	"293"	"0"	"3"	"296"	"0"
"109"	"97"	"69"	"315"	"4"	"168"	"10"	"2"	"4"	"1"	"2"	"4"	"6"	"585"	"0"	"6"	"591"	"0"
"110"	"98"	"60"	"541"	"19"	"46"	"3"	"2"	"2"	"4"	"0"	"14"	"8"	"699"	"0"	"13"	"712"	"0"
"111"	"99"	"69"	"341"	"7"	"27"	"5"	"0"	"5"	"8"	"3"	"42"	"18"	"525"	"0"	"10"	"535"	"0"
"112"	"100"	"20"	"389"	"5"	"141"	"1"	"0"	"3"	"3"	"3"	"3"	"4"	"572"	"0"	"3"	"575"	"0"
"113"	"101"	"85"	"272"	"8"	"48"	"2"	"4"	"2"	"7"	"3"	"7"	"14"	"452"	"0"	"21"	"473"	"0"
"114"	"102"	"43"	"135"	"69"	"263"	"10"	"3"	"2"	"4"	"2"	"14"	"3"	"548"	"0"	"3"	"551"	"0"
"115"	"103"	"106"	"576"	"7"	"69"	"3"	"2"	"5"	"2"	"3"	"10"	"9"	"792"	"0"	"17"	"809"	"0"
"116"	"104"	"43"	"78"	"2"	"4"	"2"	"1"	"1"	"1"	"2"	"7"	"3"	"144"	"0"	"3"	"147"	"0"
"117"	"105"	"25"	"514"	"4"	"36"	"3"	"1"	"1"	"0"	"0"	"1"	"1"	"586"	"0"	"4"	"590"	"0"
"118"	"106"	"29"	"543"	"9"	"26"	"2"	"4"	"3"	"4"	"2"	"2"	"5"	"629"	"0"	"3"	"632"	"0"
"119"	"107"	"92"	"139"	"1"	"256"	"4"	"0"	"2"	"2"	"10"	"2"	"4"	"512"	"0"	"11"	"523"	"0"
"120"	"108"	"139"	"248"	"6"	"275"	"3"	"2"	"5"	"1"	"3"	"7"	"2"	"691"	"0"	"2"	"693"	"0"
"121"	"109"	"61"	"102"	"2"	"177"	"1"	"1"	"2"	"0"	"3"	"1"	"0"	"350"	"0"	"1"	"351"	"0"
"122"	"110"	"97"	"250"	"5"	"139"	"1"	"1"	"2"	"1"	"2"	"7"	"7"	"512"	"0"	"7"	"519"	"0"
"123"	"111"	"42"	"200"	"3"	"34"	"1"	"1"	"0"	"1"	"0"	"0"	"2"	"284"	"0"	"2"	"286"	"0"
"124"	"112"	"21"	"267"	"3"	"33"	"2"	"0"	"2"	"4"	"2"	"8"	"3"	"345"	"0"	"2"	"347"	"0"
"125"	"113"	"57"	"371"	"6"	"38"	"5"	"2"	"7"	"9"	"3"	"7"	"6"	"511"	"0"	"6"	"517"	"0"
"126"	"114"	"28"	"223"	"5"	"11"	"2"	"2"	"0"	"2"	"1"	"0"	"0"	"274"	"0"	"6"	"280"	"0"
"127"	"115"	"43"	"576"	"9"	"93"	"1"	"4"	"3"	"2"	"4"	"1"	"5"	"741"	"0"	"6"	"747"	"0"
"128"	"116"	"91"	"473"	"17"	"46"	"4"	"5"	"6"	"8"	"12"	"11"	"10"	"683"	"0"	"15"	"698"	"0"
"129"	"117"	"84"	"436"	"14"	"45"	"8"	"3"	"5"	"3"	"9"	"1"	"4"	"612"	"0"	"11"	"623"	"0"
"130"	"118"	"43"	"295"	"10"	"83"	"8"	"0"	"3"	"2"	"6"	"10"	"16"	"476"	"0"	"11"	"487"	"0"
"131"	"119"	"52"	"288"	"8"	"94"	"2"	"2"	"2"	"7"	"7"	"2"	"1"	"465"	"0"	"6"	"471"	"0"
"132"	"120"	"38"	"511"	"9"	"62"	"5"	"2"	"3"	"4"	"3"	"3"	"3"	"643"	"0"	"3"	"646"	"0"
"133"	"121"	"66"	"240"	"7"	"174"	"2"	"3"	"6"	"5"	"12"	"2"	"6"	"523"	"0"	"13"	"536"	"0"
"134"	"122"	"183"	"96"	"56"	"156"	"20"	"5"	"8"	"5"	"5"	"6"	"9"	"549"	"0"	"14"	"563"	"0"
"135"	"123"	"270"	"27"	"8"	"194"	"8"	"4"	"10"	"7"	"4"	"2"	"10"	"544"	"0"	"23"	"567"	"0"
"136"	"124"	"282"	"86"	"5"	"378"	"6"	"1"	"2"	"5"	"2"	"2"	"1"	"770"	"0"	"3"	"773"	"0"
"137"	"125"	"153"	"12"	"2"	"350"	"2"	"2"	"2"	"0"	"2"	"1"	"0"	"526"	"0"	"4"	"530"	"0"
"138"	"125A"	"212"	"10"	"1"	"167"	"3"	"0"	"4"	"2"	"3"	"4"	"7"	"413"	"0"	"14"	"427"	"0"
"139"	"126"	"86"	"356"	"3"	"86"	"7"	"0"	"1"	"2"	"0"	"1"	"4"	"546"	"0"	"3"	"549"	"0"
"140"	"127"	"29"	"325"	"8"	"35"	"1"	"0"	"1"	"0"	"2"	"0"	"0"	"401"	"0"	"0"	"401"	"0"
"141"	"128"	"65"	"432"	"9"	"57"	"9"	"0"	"1"	"1"	"1"	"3"	"1"	"579"	"0"	"8"	"587"	"0"
"142"	"129"	"50"	"378"	"7"	"109"	"11"	"1"	"2"	"0"	"5"	"6"	"4"	"573"	"0"	"9"	"582"	"0"
"143"	"130"	"15"	"520"	"13"	"13"	"5"	"1"	"1"	"1"	"2"	"7"	"4"	"582"	"0"	"7"	"589"	"0"
"144"	"131"	"133"	"220"	"11"	"88"	"13"	"9"	"9"	"3"	"1"	"30"	"15"	"532"	"0"	"27"	"559"	"0"
"145"	"132"	"58"	"382"	"18"	"134"	"9"	"8"	"2"	"9"	"6"	"11"	"12"	"649"	"0"	"25"	"674"	"0"
"146"	"133"	"176"	"147"	"4"	"9"	"3"	"2"	"3"	"2"	"0"	"4"	"1"	"351"	"0"	"1"	"352"	"0"
"147"	"134"	"78"	"133"	"12"	"61"	"7"	"5"	"2"	"3"	"5"	"15"	"9"	"330"	"0"	"21"	"351"	"0"
"148"	"135"	"234"	"117"	"11"	"15"	"0"	"3"	"3"	"1"	"1"	"3"	"8"	"396"	"0"	"9"	"405"	"0"
"149"	"136"	"287"	"279"	"5"	"70"	"8"	"4"	"3"	"8"	"6"	"5"	"8"	"683"	"0"	"25"	"708"	"0"
"150"	"137"	"8"	"163"	"1"	"1"	"0"	"0"	"0"	"1"	"2"	"1"	"3"	"180"	"0"	"3"	"183"	"0"
"151"	"138"	"53"	"310"	"17"	"63"	"15"	"8"	"6"	"16"	"4"	"12"	"19"	"523"	"0"	"16"	"539"	"0"
"152"	"139"	"15"	"446"	"20"	"40"	"3"	"0"	"2"	"3"	"2"	"4"	"27"	"562"	"0"	"12"	"574"	"0"
"153"	"140"	"107"	"121"	"4"	"70"	"3"	"2"	"3"	"4"	"4"	"52"	"8"	"378"	"0"	"9"	"387"	"0"
"154"	"141"	"23"	"346"	"6"	"67"	"8"	"3"	"6"	"8"	"3"	"34"	"4"	"508"	"0"	"9"	"517"	"0"
"155"	"142"	"338"	"67"	"3"	"137"	"6"	"0"	"4"	"1"	"3"	"6"	"9"	"574"	"0"	"9"	"583"	"0"
"156"	"143"	"36"	"479"	"18"	"7"	"2"	"1"	"1"	"6"	"3"	"55"	"24"	"632"	"0"	"36"	"668"	"0"
"157"	"144"	"75"	"223"	"11"	"216"	"9"	"1"	"3"	"4"	"5"	"1"	"1"	"549"	"0"	"10"	"559"	"0"
"158"	"145"	"74"	"287"	"14"	"323"	"19"	"9"	"6"	"20"	"24"	"41"	"22"	"839"	"0"	"68"	"907"	"0"
"159"	"146"	"1"	"21"	"0"	"21"	"1"	"0"	"1"	"0"	"4"	"1"	"0"	"50"	"0"	"0"	"50"	"0"
"160"	"147"	"23"	"42"	"3"	"397"	"10"	"1"	"7"	"9"	"17"	"38"	"7"	"554"	"0"	"16"	"570"	"0"
"161"	"148"	"68"	"74"	"6"	"195"	"4"	"10"	"4"	"7"	"5"	"14"	"8"	"395"	"0"	"9"	"404"	"0"
"162"	"149"	"40"	"88"	"7"	"337"	"8"	"11"	"5"	"8"	"14"	"8"	"2"	"528"	"0"	"32"	"560"	"0"
"163"	"150"	"61"	"204"	"12"	"346"	"14"	"5"	"8"	"7"	"12"	"13"	"9"	"691"	"0"	"13"	"704"	"0"
"164"	"151"	"49"	"68"	"7"	"275"	"13"	"1"	"5"	"4"	"3"	"8"	"5"	"438"	"0"	"9"	"447"	"0"
"165"	"152"	"264"	"115"	"14"	"335"	"19"	"5"	"22"	"8"	"13"	"9"	"10"	"814"	"0"	"23"	"837"	"0"
"166"	"153"	"338"	"299"	"13"	"123"	"17"	"7"	"17"	"10"	"11"	"16"	"21"	"872"	"0"	"47"	"919"	"0"
"167"	"154"	"126"	"174"	"8"	"579"	"13"	"3"	"1"	"3"	"2"	"4"	"3"	"916"	"0"	"6"	"922"	"0"
"168"	"155"	"134"	"465"	"9"	"20"	"4"	"1"	"3"	"7"	"2"	"9"	"10"	"664"	"0"	"31"	"695"	"0"
"169"	"156"	"216"	"283"	"8"	"46"	"4"	"3"	"5"	"2"	"5"	"4"	"10"	"586"	"0"	"27"	"613"	"0"
"170"	"157"	"320"	"385"	"6"	"7"	"3"	"5"	"5"	"0"	"2"	"36"	"10"	"779"	"0"	"18"	"797"	"0"
"171"	"158"	"179"	"280"	"6"	"6"	"1"	"1"	"1"	"6"	"2"	"3"	"7"	"492"	"0"	"15"	"507"	"0"
"172"	"159"	"74"	"366"	"5"	"30"	"0"	"3"	"3"	"0"	"0"	"2"	"2"	"485"	"0"	"7"	"492"	"0"
"173"	"160"	"211"	"508"	"9"	"16"	"4"	"1"	"9"	"1"	"7"	"10"	"19"	"795"	"0"	"41"	"836"	"0"
"174"	"161"	"56"	"181"	"3"	"29"	"1"	"0"	"4"	"0"	"1"	"1"	"3"	"279"	"0"	"4"	"283"	"0"
"175"	"162"	"188"	"157"	"12"	"231"	"7"	"3"	"9"	"10"	"10"	"9"	"20"	"656"	"0"	"18"	"674"	"0"
"176"	"163"	"68"	"339"	"15"	"240"	"11"	"6"	"6"	"9"	"7"	"5"	"6"	"712"	"0"	"18"	"730"	"0"
"177"	"164"	"98"	"195"	"3"	"80"	"7"	"1"	"3"	"2"	"3"	"4"	"5"	"401"	"0"	"6"	"407"	"0"
"178"	"164A"	"182"	"99"	"5"	"98"	"6"	"1"	"3"	"7"	"4"	"2"	"10"	"417"	"0"	"10"	"427"	"0"
"179"	"165"	"109"	"431"	"4"	"49"	"5"	"1"	"4"	"1"	"2"	"2"	"1"	"609"	"0"	"2"	"611"	"0"
"180"	"166"	"183"	"119"	"6"	"138"	"8"	"3"	"3"	"2"	"8"	"2"	"5"	"477"	"0"	"12"	"489"	"0"
"181"	"167"	"57"	"97"	"6"	"311"	"12"	"8"	"8"	"7"	"10"	"5"	"9"	"530"	"0"	"38"	"568"	"0"
"182"	"168"	"86"	"187"	"13"	"117"	"7"	"2"	"5"	"4"	"2"	"7"	"3"	"433"	"0"	"6"	"439"	"0"
"183"	"169"	"60"	"129"	"4"	"226"	"4"	"8"	"16"	"6"	"11"	"9"	"6"	"479"	"0"	"12"	"491"	"0"
"184"	"169A"	"37"	"110"	"10"	"191"	"12"	"2"	"4"	"6"	"8"	"3"	"5"	"388"	"0"	"13"	"401"	"0"
"185"	"170"	"62"	"445"	"15"	"9"	"1"	"0"	"0"	"0"	"1"	"6"	"6"	"545"	"0"	"4"	"549"	"0"
"186"	"171"	"7"	"128"	"9"	"330"	"10"	"0"	"0"	"4"	"4"	"0"	"3"	"495"	"0"	"7"	"502"	"0"
"187"	"172"	"37"	"144"	"5"	"603"	"22"	"7"	"5"	"5"	"15"	"8"	"6"	"857"	"0"	"38"	"895"	"0"
"188"	"173"	"19"	"240"	"8"	"78"	"4"	"0"	"4"	"1"	"3"	"2"	"2"	"361"	"0"	"0"	"361"	"0"
"189"	"174"	"52"	"264"	"9"	"242"	"17"	"3"	"6"	"4"	"7"	"4"	"7"	"615"	"0"	"13"	"628"	"0"
"190"	"175"	"66"	"188"	"12"	"304"	"18"	"3"	"7"	"8"	"13"	"3"	"11"	"633"	"0"	"32"	"665"	"0"
"191"	"176"	"102"	"127"	"10"	"122"	"11"	"2"	"5"	"20"	"7"	"10"	"13"	"429"	"0"	"11"	"440"	"0"
