"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"25"	"13"	"15"	"178"	"99"	"206"	"5"	"2"	"5"	"1"	"4"	"7"	"8"	"8"	"538"	"0"	"12"	"550"	"0"
"26"	"14"	"9"	"184"	"174"	"489"	"12"	"1"	"10"	"1"	"8"	"15"	"6"	"12"	"921"	"0"	"15"	"936"	"0"
"27"	"15"	"9"	"78"	"388"	"32"	"2"	"0"	"4"	"2"	"2"	"5"	"6"	"6"	"534"	"0"	"24"	"558"	"0"
"28"	"16"	"16"	"228"	"100"	"228"	"3"	"2"	"8"	"7"	"5"	"10"	"6"	"8"	"621"	"0"	"14"	"635"	"0"
"29"	"17"	"11"	"157"	"112"	"111"	"7"	"1"	"3"	"4"	"4"	"5"	"5"	"8"	"428"	"0"	"13"	"441"	"0"
"30"	"18"	"20"	"245"	"412"	"108"	"2"	"3"	"3"	"0"	"2"	"4"	"3"	"2"	"804"	"0"	"3"	"807"	"0"
"31"	"19"	"11"	"230"	"478"	"33"	"3"	"3"	"10"	"6"	"3"	"7"	"4"	"3"	"791"	"0"	"7"	"798"	"0"
"32"	"20"	"80"	"115"	"437"	"181"	"8"	"3"	"8"	"6"	"8"	"22"	"13"	"18"	"899"	"0"	"29"	"928"	"0"
"33"	"21"	"4"	"67"	"371"	"70"	"5"	"2"	"8"	"6"	"3"	"17"	"6"	"9"	"568"	"0"	"36"	"604"	"0"
"34"	"21A"	"15"	"123"	"183"	"83"	"3"	"0"	"9"	"4"	"4"	"0"	"2"	"0"	"426"	"0"	"2"	"428"	"0"
"35"	"22"	"5"	"151"	"370"	"322"	"7"	"3"	"8"	"8"	"5"	"14"	"12"	"14"	"919"	"0"	"23"	"942"	"0"
"36"	"23"	"27"	"252"	"195"	"40"	"3"	"1"	"6"	"0"	"2"	"12"	"1"	"2"	"541"	"0"	"13"	"554"	"0"
"37"	"24"	"51"	"213"	"292"	"70"	"6"	"1"	"4"	"0"	"2"	"3"	"1"	"3"	"646"	"0"	"2"	"648"	"0"
"38"	"25"	"50"	"131"	"203"	"204"	"5"	"4"	"5"	"4"	"0"	"2"	"1"	"3"	"612"	"0"	"1"	"613"	"0"
"39"	"26"	"221"	"111"	"133"	"100"	"6"	"2"	"4"	"6"	"6"	"13"	"6"	"5"	"613"	"0"	"30"	"643"	"0"
"40"	"27"	"145"	"118"	"329"	"29"	"5"	"1"	"17"	"3"	"9"	"11"	"10"	"16"	"693"	"0"	"14"	"707"	"0"
"41"	"28"	"4"	"64"	"133"	"51"	"1"	"0"	"3"	"3"	"0"	"4"	"5"	"3"	"271"	"0"	"8"	"279"	"0"
"42"	"29"	"3"	"86"	"130"	"50"	"1"	"1"	"3"	"3"	"2"	"6"	"2"	"1"	"288"	"0"	"6"	"294"	"0"
"43"	"30"	"8"	"79"	"138"	"23"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"251"	"0"	"0"	"251"	"0"
"44"	"31"	"7"	"49"	"133"	"20"	"3"	"0"	"2"	"1"	"0"	"1"	"1"	"0"	"217"	"0"	"0"	"217"	"0"
"45"	"32"	"22"	"54"	"386"	"220"	"9"	"12"	"4"	"5"	"9"	"21"	"15"	"12"	"769"	"0"	"32"	"801"	"0"
"46"	"33"	"34"	"292"	"101"	"342"	"5"	"8"	"5"	"2"	"1"	"6"	"4"	"4"	"804"	"0"	"7"	"811"	"0"
"47"	"34"	"3"	"66"	"110"	"412"	"5"	"1"	"3"	"1"	"6"	"6"	"3"	"2"	"618"	"0"	"14"	"632"	"0"
"48"	"35"	"34"	"146"	"336"	"177"	"8"	"2"	"4"	"3"	"4"	"9"	"9"	"5"	"737"	"0"	"7"	"744"	"0"
"49"	"36"	"12"	"68"	"291"	"135"	"6"	"0"	"5"	"4"	"3"	"7"	"3"	"11"	"545"	"0"	"20"	"565"	"0"
"50"	"37"	"14"	"32"	"375"	"50"	"2"	"1"	"3"	"0"	"3"	"5"	"3"	"2"	"490"	"0"	"15"	"505"	"0"
"51"	"38"	"59"	"70"	"163"	"22"	"4"	"1"	"8"	"2"	"0"	"3"	"5"	"7"	"344"	"0"	"13"	"357"	"0"
"52"	"39"	"35"	"26"	"84"	"385"	"7"	"6"	"12"	"1"	"2"	"2"	"1"	"0"	"561"	"0"	"2"	"563"	"0"
"53"	"40"	"8"	"20"	"46"	"260"	"8"	"6"	"1"	"1"	"4"	"11"	"2"	"3"	"370"	"0"	"13"	"383"	"0"
"54"	"41"	"13"	"20"	"323"	"214"	"12"	"2"	"3"	"1"	"2"	"15"	"10"	"7"	"622"	"0"	"16"	"638"	"0"
"55"	"42"	"17"	"94"	"208"	"263"	"17"	"4"	"3"	"3"	"4"	"10"	"6"	"5"	"634"	"0"	"16"	"650"	"0"
"56"	"43"	"30"	"147"	"105"	"127"	"2"	"2"	"4"	"1"	"3"	"3"	"2"	"2"	"428"	"0"	"6"	"434"	"0"
"57"	"44"	"27"	"112"	"269"	"82"	"8"	"2"	"6"	"1"	"4"	"13"	"3"	"4"	"531"	"0"	"11"	"542"	"0"
"58"	"45"	"14"	"35"	"404"	"17"	"0"	"2"	"2"	"0"	"5"	"8"	"3"	"2"	"492"	"0"	"10"	"502"	"0"
"59"	"46"	"27"	"48"	"401"	"150"	"7"	"1"	"2"	"1"	"3"	"8"	"5"	"4"	"657"	"0"	"11"	"668"	"0"
"60"	"47"	"12"	"143"	"502"	"83"	"2"	"1"	"8"	"5"	"4"	"18"	"9"	"10"	"797"	"0"	"26"	"823"	"0"
"61"	"48"	"20"	"248"	"282"	"58"	"3"	"0"	"2"	"3"	"4"	"8"	"4"	"6"	"638"	"0"	"9"	"647"	"0"
"62"	"49"	"10"	"106"	"186"	"20"	"2"	"1"	"2"	"1"	"2"	"4"	"1"	"2"	"337"	"0"	"4"	"341"	"0"
"63"	"50"	"8"	"99"	"412"	"19"	"4"	"2"	"9"	"4"	"5"	"23"	"6"	"8"	"599"	"0"	"13"	"612"	"0"
"64"	"51"	"26"	"173"	"251"	"54"	"3"	"0"	"8"	"5"	"4"	"8"	"3"	"6"	"541"	"0"	"14"	"555"	"0"
"65"	"52"	"8"	"107"	"210"	"34"	"4"	"2"	"3"	"1"	"3"	"13"	"7"	"5"	"397"	"0"	"5"	"402"	"0"
"66"	"53"	"5"	"195"	"239"	"100"	"3"	"1"	"0"	"2"	"4"	"8"	"6"	"1"	"564"	"0"	"9"	"573"	"0"
"67"	"54"	"4"	"117"	"202"	"104"	"3"	"2"	"1"	"0"	"2"	"6"	"4"	"2"	"447"	"0"	"3"	"450"	"0"
"68"	"55"	"12"	"260"	"340"	"70"	"6"	"0"	"6"	"2"	"5"	"12"	"8"	"13"	"734"	"0"	"13"	"747"	"0"
"69"	"56"	"5"	"41"	"163"	"188"	"5"	"1"	"2"	"2"	"6"	"7"	"3"	"3"	"426"	"0"	"5"	"431"	"0"
"70"	"57"	"2"	"205"	"242"	"50"	"1"	"0"	"2"	"2"	"6"	"0"	"7"	"2"	"519"	"0"	"11"	"530"	"0"
"71"	"58"	"0"	"185"	"195"	"104"	"4"	"0"	"10"	"0"	"0"	"5"	"2"	"1"	"506"	"0"	"4"	"510"	"0"
"72"	"59"	"8"	"156"	"241"	"76"	"5"	"0"	"5"	"1"	"1"	"4"	"4"	"5"	"506"	"0"	"7"	"513"	"0"
"73"	"59A"	"10"	"37"	"339"	"83"	"6"	"2"	"5"	"1"	"5"	"4"	"6"	"5"	"503"	"0"	"3"	"506"	"0"
"74"	"60"	"7"	"145"	"63"	"390"	"16"	"10"	"7"	"3"	"7"	"13"	"10"	"13"	"684"	"0"	"31"	"715"	"0"
"75"	"61"	"11"	"67"	"43"	"94"	"5"	"4"	"2"	"2"	"0"	"6"	"1"	"3"	"238"	"0"	"1"	"239"	"0"
"76"	"62"	"4"	"157"	"51"	"28"	"2"	"2"	"3"	"1"	"2"	"4"	"2"	"5"	"261"	"0"	"12"	"273"	"0"
"77"	"63"	"5"	"99"	"149"	"303"	"7"	"1"	"4"	"2"	"3"	"6"	"8"	"3"	"590"	"0"	"15"	"605"	"0"
"78"	"64"	"4"	"103"	"89"	"281"	"14"	"2"	"6"	"3"	"1"	"9"	"6"	"9"	"527"	"0"	"23"	"550"	"0"
"79"	"65"	"35"	"383"	"212"	"280"	"20"	"4"	"12"	"4"	"7"	"13"	"9"	"14"	"993"	"0"	"24"	"1017"	"0"
"80"	"66"	"4"	"143"	"88"	"71"	"1"	"0"	"0"	"1"	"2"	"1"	"1"	"4"	"316"	"0"	"8"	"324"	"0"
"81"	"67"	"19"	"47"	"51"	"560"	"11"	"2"	"1"	"8"	"2"	"11"	"2"	"4"	"718"	"0"	"9"	"727"	"0"
"82"	"68"	"16"	"96"	"71"	"497"	"11"	"5"	"12"	"8"	"7"	"12"	"7"	"13"	"755"	"0"	"24"	"779"	"0"
"83"	"69"	"15"	"37"	"16"	"217"	"3"	"4"	"2"	"8"	"2"	"2"	"1"	"8"	"315"	"0"	"6"	"321"	"0"
"84"	"70"	"27"	"101"	"80"	"560"	"14"	"3"	"6"	"4"	"6"	"27"	"10"	"13"	"851"	"0"	"19"	"870"	"0"
"85"	"71"	"23"	"413"	"104"	"74"	"5"	"3"	"8"	"5"	"2"	"14"	"5"	"15"	"671"	"0"	"131"	"802"	"0"
"86"	"72"	"28"	"204"	"102"	"171"	"11"	"3"	"5"	"5"	"3"	"10"	"6"	"14"	"562"	"0"	"18"	"580"	"0"
"87"	"73"	"7"	"126"	"49"	"244"	"6"	"1"	"1"	"4"	"5"	"17"	"9"	"10"	"479"	"0"	"19"	"498"	"0"
"88"	"74"	"18"	"134"	"45"	"315"	"6"	"6"	"0"	"2"	"2"	"7"	"3"	"6"	"544"	"0"	"15"	"559"	"0"
"89"	"74A"	"4"	"122"	"142"	"82"	"9"	"1"	"1"	"3"	"5"	"16"	"6"	"6"	"397"	"0"	"23"	"420"	"0"
"90"	"75"	"26"	"523"	"279"	"122"	"4"	"4"	"11"	"6"	"8"	"23"	"14"	"20"	"1040"	"0"	"45"	"1085"	"0"
"91"	"76"	"34"	"333"	"79"	"348"	"9"	"3"	"2"	"6"	"2"	"17"	"11"	"10"	"854"	"0"	"16"	"870"	"0"
"92"	"77"	"43"	"247"	"193"	"506"	"17"	"4"	"13"	"10"	"15"	"20"	"10"	"7"	"1085"	"0"	"19"	"1104"	"0"
"93"	"78"	"15"	"139"	"193"	"106"	"4"	"7"	"8"	"9"	"6"	"5"	"3"	"2"	"497"	"0"	"11"	"508"	"0"
"94"	"79"	"14"	"139"	"301"	"201"	"14"	"2"	"11"	"6"	"7"	"9"	"9"	"11"	"724"	"0"	"20"	"744"	"0"
"95"	"80"	"27"	"304"	"261"	"76"	"5"	"3"	"5"	"1"	"5"	"2"	"1"	"3"	"693"	"0"	"7"	"700"	"0"
"96"	"81"	"26"	"314"	"230"	"229"	"11"	"7"	"8"	"6"	"2"	"14"	"9"	"9"	"865"	"0"	"7"	"872"	"0"
"97"	"82"	"16"	"91"	"163"	"352"	"24"	"5"	"13"	"6"	"8"	"15"	"8"	"11"	"712"	"0"	"18"	"730"	"0"
"98"	"83"	"20"	"236"	"179"	"143"	"8"	"4"	"5"	"0"	"1"	"4"	"4"	"3"	"607"	"0"	"3"	"610"	"0"
"99"	"84"	"29"	"305"	"280"	"102"	"7"	"12"	"14"	"9"	"11"	"17"	"13"	"15"	"814"	"0"	"31"	"845"	"0"
"100"	"85"	"32"	"281"	"212"	"41"	"2"	"3"	"4"	"4"	"4"	"5"	"6"	"7"	"601"	"0"	"9"	"610"	"0"
"101"	"86"	"44"	"602"	"195"	"78"	"11"	"3"	"3"	"3"	"6"	"5"	"1"	"7"	"958"	"0"	"10"	"968"	"0"
"102"	"87"	"5"	"160"	"285"	"95"	"1"	"2"	"3"	"1"	"6"	"9"	"7"	"2"	"576"	"0"	"5"	"581"	"0"
"103"	"87A"	"5"	"143"	"287"	"69"	"1"	"1"	"7"	"0"	"1"	"2"	"2"	"2"	"520"	"0"	"2"	"522"	"0"
"104"	"88"	"56"	"281"	"85"	"95"	"0"	"1"	"2"	"1"	"1"	"1"	"3"	"5"	"531"	"0"	"6"	"537"	"0"
"105"	"89"	"26"	"256"	"333"	"33"	"3"	"1"	"6"	"1"	"3"	"9"	"7"	"2"	"680"	"0"	"6"	"686"	"0"
"106"	"90"	"20"	"292"	"401"	"54"	"3"	"0"	"13"	"2"	"9"	"18"	"15"	"13"	"840"	"0"	"36"	"876"	"0"
"107"	"91"	"6"	"20"	"240"	"103"	"5"	"0"	"5"	"1"	"3"	"14"	"7"	"3"	"407"	"0"	"19"	"426"	"0"
"108"	"92"	"5"	"58"	"84"	"133"	"2"	"1"	"2"	"1"	"1"	"3"	"2"	"1"	"293"	"0"	"10"	"303"	"0"
"109"	"93"	"13"	"100"	"76"	"165"	"6"	"0"	"4"	"0"	"3"	"6"	"7"	"13"	"393"	"0"	"10"	"403"	"0"
"110"	"94"	"19"	"46"	"278"	"402"	"9"	"1"	"13"	"4"	"2"	"9"	"2"	"11"	"796"	"0"	"9"	"805"	"0"
"111"	"95"	"11"	"389"	"141"	"58"	"5"	"0"	"4"	"3"	"2"	"9"	"9"	"7"	"638"	"0"	"17"	"655"	"0"
"112"	"96"	"13"	"293"	"199"	"172"	"11"	"0"	"2"	"4"	"6"	"13"	"16"	"14"	"743"	"0"	"21"	"764"	"0"
"113"	"97"	"2"	"18"	"46"	"154"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"224"	"0"	"3"	"227"	"0"
"114"	"98"	"13"	"246"	"359"	"241"	"6"	"3"	"14"	"3"	"7"	"11"	"6"	"10"	"919"	"0"	"12"	"931"	"0"
"115"	"99"	"4"	"265"	"102"	"247"	"4"	"4"	"10"	"2"	"5"	"10"	"3"	"7"	"663"	"0"	"16"	"679"	"0"
"116"	"100"	"39"	"113"	"229"	"239"	"16"	"6"	"9"	"2"	"4"	"6"	"1"	"6"	"670"	"0"	"7"	"677"	"0"
"117"	"101"	"16"	"97"	"65"	"238"	"12"	"3"	"2"	"1"	"6"	"4"	"2"	"9"	"455"	"0"	"14"	"469"	"0"
"118"	"102"	"25"	"94"	"357"	"41"	"1"	"1"	"6"	"2"	"1"	"2"	"7"	"7"	"544"	"0"	"2"	"546"	"0"
"119"	"102A"	"5"	"85"	"262"	"60"	"3"	"2"	"3"	"1"	"3"	"3"	"1"	"0"	"428"	"0"	"4"	"432"	"0"
"120"	"103"	"6"	"107"	"81"	"114"	"3"	"2"	"0"	"1"	"0"	"2"	"0"	"2"	"318"	"0"	"0"	"318"	"0"
"121"	"104"	"6"	"38"	"229"	"21"	"1"	"1"	"4"	"1"	"3"	"9"	"7"	"2"	"322"	"0"	"10"	"332"	"0"
"122"	"105"	"16"	"217"	"111"	"28"	"2"	"1"	"2"	"1"	"0"	"3"	"1"	"0"	"382"	"0"	"3"	"385"	"0"
"123"	"106"	"4"	"118"	"92"	"82"	"0"	"3"	"2"	"0"	"3"	"1"	"1"	"0"	"306"	"0"	"6"	"312"	"0"
"124"	"107"	"5"	"116"	"50"	"44"	"2"	"1"	"2"	"2"	"1"	"5"	"1"	"4"	"233"	"0"	"4"	"237"	"0"
"125"	"108"	"3"	"119"	"108"	"163"	"6"	"0"	"1"	"2"	"4"	"8"	"0"	"5"	"419"	"0"	"2"	"421"	"0"
"126"	"109"	"3"	"96"	"201"	"96"	"2"	"1"	"2"	"4"	"5"	"5"	"3"	"6"	"424"	"0"	"9"	"433"	"0"
"127"	"110"	"3"	"112"	"20"	"346"	"10"	"2"	"1"	"4"	"1"	"1"	"0"	"0"	"500"	"0"	"2"	"502"	"0"
"128"	"111"	"23"	"96"	"532"	"96"	"10"	"2"	"8"	"4"	"2"	"3"	"1"	"1"	"778"	"0"	"2"	"780"	"0"
"129"	"112"	"0"	"22"	"316"	"42"	"0"	"2"	"0"	"3"	"3"	"0"	"0"	"3"	"391"	"0"	"3"	"394"	"0"
"130"	"113"	"4"	"19"	"77"	"170"	"4"	"1"	"2"	"0"	"2"	"2"	"5"	"4"	"290"	"0"	"18"	"308"	"0"
"131"	"114"	"23"	"42"	"59"	"127"	"4"	"0"	"0"	"1"	"2"	"1"	"1"	"1"	"261"	"0"	"3"	"264"	"0"
"132"	"115"	"7"	"35"	"331"	"5"	"1"	"1"	"1"	"3"	"1"	"3"	"3"	"2"	"393"	"0"	"7"	"400"	"0"
"133"	"116"	"5"	"35"	"246"	"30"	"2"	"0"	"1"	"1"	"1"	"4"	"4"	"1"	"330"	"0"	"9"	"339"	"0"
"134"	"117"	"11"	"58"	"335"	"109"	"1"	"1"	"3"	"1"	"0"	"3"	"4"	"3"	"529"	"0"	"6"	"535"	"0"
"135"	"118"	"17"	"74"	"212"	"392"	"8"	"4"	"5"	"2"	"2"	"15"	"5"	"8"	"744"	"0"	"14"	"758"	"0"
"136"	"119"	"16"	"202"	"72"	"256"	"7"	"3"	"3"	"5"	"1"	"6"	"4"	"2"	"577"	"0"	"4"	"581"	"0"
"137"	"120"	"17"	"176"	"251"	"120"	"3"	"4"	"5"	"1"	"1"	"4"	"2"	"2"	"586"	"0"	"5"	"591"	"0"
"138"	"121"	"23"	"119"	"109"	"570"	"16"	"2"	"6"	"6"	"1"	"8"	"6"	"4"	"870"	"0"	"20"	"890"	"0"
"139"	"122"	"12"	"158"	"53"	"287"	"4"	"1"	"3"	"3"	"3"	"13"	"6"	"9"	"552"	"0"	"5"	"557"	"0"
"140"	"123"	"8"	"194"	"280"	"31"	"2"	"3"	"1"	"3"	"1"	"1"	"5"	"5"	"534"	"0"	"10"	"544"	"0"
"141"	"124"	"2"	"30"	"380"	"19"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"434"	"0"	"0"	"434"	"0"
"142"	"125"	"17"	"92"	"253"	"263"	"8"	"5"	"9"	"6"	"5"	"23"	"21"	"14"	"716"	"0"	"32"	"748"	"0"
"143"	"126"	"26"	"141"	"435"	"312"	"9"	"7"	"8"	"4"	"3"	"7"	"4"	"4"	"960"	"0"	"12"	"972"	"0"
"144"	"127"	"15"	"63"	"634"	"251"	"9"	"5"	"13"	"8"	"8"	"33"	"17"	"9"	"1065"	"0"	"34"	"1099"	"0"
"145"	"128"	"30"	"229"	"318"	"205"	"11"	"4"	"12"	"5"	"5"	"12"	"12"	"6"	"849"	"0"	"20"	"869"	"0"
"146"	"129"	"9"	"25"	"162"	"283"	"8"	"4"	"3"	"4"	"6"	"9"	"11"	"16"	"540"	"0"	"9"	"549"	"0"
"147"	"130"	"22"	"92"	"218"	"184"	"12"	"4"	"16"	"5"	"5"	"6"	"5"	"12"	"581"	"0"	"6"	"587"	"0"
"148"	"131"	"22"	"183"	"255"	"396"	"15"	"6"	"6"	"3"	"7"	"10"	"7"	"7"	"917"	"0"	"8"	"925"	"0"
"149"	"132"	"7"	"145"	"60"	"204"	"7"	"0"	"4"	"1"	"1"	"3"	"1"	"3"	"436"	"0"	"7"	"443"	"0"
"150"	"133"	"13"	"462"	"119"	"204"	"6"	"2"	"13"	"4"	"3"	"6"	"7"	"12"	"851"	"0"	"27"	"878"	"0"
"151"	"134"	"26"	"413"	"180"	"329"	"22"	"1"	"11"	"6"	"8"	"18"	"9"	"9"	"1032"	"0"	"19"	"1051"	"0"
"152"	"135"	"20"	"226"	"247"	"191"	"7"	"5"	"5"	"4"	"3"	"15"	"6"	"20"	"749"	"0"	"26"	"775"	"0"
"153"	"136"	"23"	"497"	"171"	"155"	"4"	"3"	"7"	"9"	"1"	"13"	"18"	"17"	"918"	"0"	"38"	"956"	"0"
"154"	"137"	"24"	"442"	"277"	"71"	"6"	"2"	"12"	"4"	"9"	"11"	"12"	"11"	"881"	"0"	"35"	"916"	"0"
"155"	"138"	"8"	"324"	"118"	"224"	"5"	"6"	"5"	"5"	"7"	"5"	"1"	"6"	"714"	"0"	"5"	"719"	"0"
"156"	"139"	"25"	"397"	"158"	"179"	"6"	"9"	"12"	"9"	"10"	"21"	"13"	"24"	"863"	"0"	"51"	"914"	"0"
"157"	"140"	"14"	"37"	"34"	"340"	"7"	"5"	"5"	"3"	"5"	"8"	"3"	"1"	"462"	"0"	"7"	"469"	"0"
"158"	"141"	"10"	"203"	"83"	"298"	"9"	"4"	"8"	"3"	"11"	"16"	"11"	"13"	"669"	"0"	"35"	"704"	"0"
"159"	"141A"	"4"	"67"	"38"	"161"	"6"	"2"	"3"	"3"	"1"	"3"	"8"	"5"	"301"	"0"	"5"	"306"	"0"
"160"	"142"	"9"	"259"	"117"	"43"	"4"	"2"	"1"	"2"	"2"	"8"	"9"	"6"	"462"	"0"	"13"	"475"	"0"
"161"	"143"	"26"	"576"	"171"	"142"	"9"	"7"	"10"	"4"	"8"	"14"	"12"	"13"	"992"	"0"	"24"	"1016"	"0"
"162"	"144"	"9"	"192"	"175"	"14"	"0"	"2"	"4"	"3"	"1"	"4"	"2"	"4"	"410"	"0"	"4"	"414"	"0"
"163"	"145"	"13"	"199"	"204"	"35"	"2"	"0"	"5"	"2"	"6"	"8"	"9"	"8"	"491"	"0"	"12"	"503"	"0"
"164"	"146"	"17"	"160"	"130"	"176"	"2"	"0"	"6"	"3"	"3"	"8"	"10"	"10"	"525"	"0"	"17"	"542"	"0"
"165"	"147"	"3"	"83"	"69"	"165"	"6"	"2"	"3"	"2"	"3"	"7"	"5"	"6"	"354"	"0"	"13"	"367"	"0"
"166"	"148"	"16"	"396"	"160"	"91"	"2"	"1"	"2"	"0"	"2"	"3"	"3"	"9"	"685"	"0"	"25"	"710"	"0"
"167"	"149"	"3"	"14"	"170"	"134"	"9"	"4"	"3"	"2"	"3"	"11"	"3"	"3"	"359"	"0"	"11"	"370"	"0"
"168"	"150"	"8"	"184"	"207"	"47"	"4"	"3"	"4"	"0"	"1"	"2"	"4"	"1"	"465"	"0"	"3"	"468"	"0"
"169"	"151"	"23"	"255"	"133"	"152"	"6"	"1"	"5"	"3"	"2"	"3"	"2"	"6"	"591"	"0"	"10"	"601"	"0"
"170"	"152"	"28"	"440"	"110"	"187"	"15"	"5"	"16"	"0"	"15"	"11"	"9"	"12"	"848"	"0"	"32"	"880"	"0"
"171"	"153"	"18"	"121"	"363"	"160"	"10"	"4"	"11"	"10"	"10"	"22"	"24"	"16"	"769"	"0"	"37"	"806"	"0"
"172"	"154"	"32"	"546"	"158"	"59"	"3"	"3"	"2"	"4"	"4"	"9"	"9"	"20"	"849"	"0"	"24"	"873"	"0"
"173"	"155"	"13"	"256"	"235"	"52"	"4"	"3"	"8"	"2"	"1"	"3"	"6"	"5"	"588"	"0"	"8"	"596"	"0"
"174"	"156"	"8"	"248"	"40"	"278"	"13"	"1"	"5"	"3"	"0"	"8"	"2"	"11"	"617"	"0"	"16"	"633"	"0"
"175"	"157"	"8"	"8"	"77"	"370"	"10"	"1"	"2"	"4"	"2"	"3"	"0"	"4"	"489"	"0"	"8"	"497"	"0"
"176"	"158"	"10"	"240"	"34"	"208"	"11"	"4"	"4"	"4"	"6"	"13"	"6"	"7"	"547"	"0"	"27"	"574"	"0"
"177"	"159"	"25"	"574"	"116"	"31"	"7"	"4"	"2"	"1"	"2"	"8"	"4"	"9"	"783"	"0"	"9"	"792"	"0"
"178"	"160"	"23"	"207"	"76"	"130"	"7"	"2"	"7"	"4"	"6"	"11"	"7"	"10"	"490"	"0"	"13"	"503"	"0"
"179"	"161"	"8"	"82"	"239"	"187"	"9"	"2"	"5"	"3"	"3"	"12"	"5"	"6"	"561"	"0"	"12"	"573"	"0"
"180"	"162"	"19"	"302"	"215"	"140"	"12"	"6"	"6"	"7"	"7"	"17"	"12"	"17"	"760"	"0"	"37"	"797"	"0"
"181"	"163"	"14"	"173"	"336"	"331"	"11"	"7"	"7"	"5"	"13"	"26"	"23"	"27"	"973"	"0"	"57"	"1030"	"0"
