"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"
"24"	"11"	"87"	"4"	"3"	"121"	"26"	"5"	"2"	"8"	"4"	"2"	"5"	"6"	"2"	"275"	"0"	"11"	"286"	"0"
"25"	"12"	"184"	"5"	"51"	"300"	"154"	"18"	"3"	"14"	"5"	"15"	"19"	"10"	"15"	"793"	"0"	"18"	"811"	"0"
"26"	"13"	"308"	"12"	"15"	"176"	"13"	"3"	"3"	"4"	"4"	"9"	"13"	"15"	"20"	"595"	"0"	"46"	"641"	"0"
"27"	"14"	"198"	"6"	"7"	"193"	"9"	"3"	"3"	"1"	"5"	"5"	"14"	"17"	"15"	"476"	"0"	"13"	"489"	"0"
"28"	"15"	"356"	"12"	"153"	"179"	"49"	"7"	"1"	"3"	"9"	"11"	"21"	"30"	"19"	"850"	"0"	"56"	"906"	"0"
"29"	"16"	"200"	"4"	"14"	"143"	"2"	"1"	"2"	"0"	"1"	"3"	"4"	"6"	"6"	"386"	"0"	"11"	"397"	"0"
"30"	"17"	"526"	"6"	"97"	"105"	"3"	"4"	"4"	"5"	"3"	"4"	"13"	"14"	"14"	"798"	"0"	"24"	"822"	"0"
"31"	"18"	"105"	"3"	"18"	"576"	"5"	"1"	"0"	"2"	"1"	"2"	"7"	"5"	"9"	"734"	"0"	"12"	"746"	"0"
"32"	"19"	"32"	"0"	"18"	"503"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"557"	"0"	"3"	"560"	"0"
"33"	"20"	"122"	"12"	"183"	"141"	"4"	"5"	"0"	"3"	"0"	"3"	"6"	"9"	"7"	"495"	"0"	"17"	"512"	"0"
"34"	"21"	"328"	"46"	"48"	"473"	"36"	"5"	"2"	"5"	"6"	"11"	"14"	"15"	"17"	"1006"	"0"	"29"	"1035"	"0"
"35"	"22"	"192"	"7"	"17"	"273"	"4"	"0"	"0"	"1"	"1"	"3"	"8"	"6"	"5"	"517"	"0"	"13"	"530"	"0"
"36"	"23"	"331"	"3"	"24"	"193"	"4"	"3"	"0"	"1"	"2"	"1"	"5"	"10"	"8"	"585"	"0"	"13"	"598"	"0"
"37"	"24"	"362"	"2"	"27"	"120"	"0"	"1"	"0"	"2"	"0"	"1"	"0"	"4"	"6"	"525"	"0"	"5"	"530"	"0"
"38"	"25"	"568"	"11"	"15"	"278"	"8"	"1"	"3"	"3"	"4"	"3"	"7"	"12"	"14"	"927"	"0"	"25"	"952"	"0"
"39"	"26"	"368"	"50"	"23"	"51"	"8"	"2"	"0"	"1"	"1"	"3"	"4"	"7"	"3"	"521"	"0"	"14"	"535"	"0"
"40"	"26A"	"415"	"14"	"15"	"75"	"8"	"2"	"1"	"1"	"1"	"3"	"2"	"5"	"11"	"553"	"0"	"19"	"572"	"0"
"41"	"27"	"633"	"15"	"16"	"163"	"7"	"1"	"0"	"0"	"2"	"7"	"7"	"14"	"5"	"870"	"0"	"22"	"892"	"0"
"42"	"28"	"79"	"1"	"11"	"549"	"7"	"2"	"0"	"0"	"2"	"1"	"8"	"9"	"1"	"670"	"0"	"7"	"677"	"0"
"43"	"29"	"141"	"1"	"10"	"349"	"2"	"0"	"0"	"1"	"1"	"0"	"5"	"4"	"1"	"515"	"0"	"6"	"521"	"0"
"44"	"30"	"415"	"13"	"14"	"300"	"84"	"5"	"7"	"2"	"7"	"10"	"15"	"24"	"13"	"909"	"0"	"41"	"950"	"0"
"45"	"31"	"97"	"21"	"11"	"429"	"19"	"3"	"1"	"4"	"0"	"4"	"7"	"9"	"5"	"610"	"0"	"15"	"625"	"0"
"46"	"32"	"465"	"15"	"13"	"233"	"43"	"5"	"2"	"1"	"3"	"3"	"8"	"3"	"1"	"795"	"0"	"11"	"806"	"0"
"47"	"33"	"705"	"13"	"8"	"50"	"2"	"3"	"3"	"1"	"4"	"2"	"3"	"8"	"5"	"807"	"0"	"27"	"834"	"0"
"48"	"34"	"431"	"13"	"1"	"238"	"5"	"0"	"1"	"1"	"1"	"1"	"5"	"2"	"9"	"708"	"0"	"4"	"712"	"0"
"49"	"35"	"149"	"17"	"11"	"818"	"36"	"2"	"0"	"1"	"2"	"3"	"0"	"11"	"4"	"1054"	"0"	"15"	"1069"	"0"
"50"	"36"	"129"	"22"	"25"	"511"	"21"	"2"	"1"	"1"	"6"	"5"	"4"	"3"	"4"	"734"	"0"	"8"	"742"	"0"
"51"	"37"	"55"	"2"	"13"	"263"	"11"	"1"	"1"	"0"	"0"	"1"	"3"	"1"	"4"	"355"	"0"	"3"	"358"	"0"
"52"	"38"	"43"	"0"	"9"	"585"	"4"	"0"	"0"	"0"	"3"	"1"	"4"	"4"	"8"	"661"	"0"	"8"	"669"	"0"
"53"	"39"	"348"	"1"	"3"	"141"	"5"	"1"	"1"	"3"	"1"	"1"	"4"	"9"	"9"	"527"	"0"	"31"	"558"	"0"
"54"	"40"	"213"	"8"	"14"	"641"	"6"	"1"	"2"	"1"	"1"	"1"	"5"	"1"	"3"	"897"	"0"	"9"	"906"	"0"
"55"	"41"	"90"	"5"	"15"	"768"	"18"	"3"	"0"	"4"	"0"	"0"	"4"	"4"	"5"	"916"	"0"	"8"	"924"	"0"
"56"	"42"	"538"	"17"	"9"	"312"	"8"	"2"	"0"	"1"	"3"	"5"	"7"	"16"	"10"	"928"	"0"	"30"	"958"	"0"
"57"	"43"	"358"	"11"	"12"	"266"	"5"	"1"	"0"	"0"	"2"	"0"	"0"	"5"	"5"	"665"	"0"	"21"	"686"	"0"
"58"	"44"	"320"	"29"	"17"	"64"	"4"	"0"	"0"	"0"	"0"	"1"	"5"	"5"	"9"	"454"	"0"	"33"	"487"	"0"
"59"	"45"	"492"	"8"	"57"	"242"	"5"	"0"	"2"	"1"	"0"	"2"	"4"	"2"	"2"	"817"	"0"	"5"	"822"	"0"
"60"	"46"	"179"	"6"	"12"	"327"	"5"	"1"	"1"	"2"	"1"	"1"	"5"	"3"	"2"	"545"	"0"	"16"	"561"	"0"
"61"	"47"	"367"	"6"	"23"	"261"	"9"	"4"	"0"	"1"	"2"	"1"	"1"	"2"	"5"	"682"	"0"	"6"	"688"	"0"
"62"	"48"	"150"	"3"	"12"	"338"	"6"	"2"	"1"	"1"	"2"	"2"	"8"	"11"	"7"	"543"	"0"	"12"	"555"	"0"
"63"	"49"	"391"	"7"	"13"	"419"	"8"	"3"	"1"	"0"	"0"	"4"	"3"	"1"	"6"	"856"	"0"	"17"	"873"	"0"
"64"	"50"	"525"	"11"	"7"	"115"	"4"	"1"	"1"	"4"	"0"	"1"	"6"	"5"	"3"	"683"	"0"	"23"	"706"	"0"
"65"	"51"	"324"	"5"	"3"	"36"	"8"	"2"	"2"	"2"	"2"	"1"	"2"	"7"	"1"	"395"	"0"	"13"	"408"	"0"
"66"	"52"	"696"	"41"	"23"	"118"	"1"	"3"	"2"	"3"	"5"	"1"	"6"	"17"	"8"	"924"	"0"	"49"	"973"	"0"
"67"	"53"	"401"	"4"	"18"	"267"	"6"	"1"	"2"	"3"	"0"	"4"	"12"	"14"	"13"	"745"	"0"	"33"	"778"	"0"
"68"	"54"	"34"	"2"	"7"	"634"	"5"	"0"	"0"	"1"	"1"	"0"	"4"	"0"	"2"	"690"	"0"	"5"	"695"	"0"
"69"	"55"	"141"	"149"	"15"	"153"	"4"	"1"	"1"	"0"	"2"	"1"	"8"	"9"	"6"	"490"	"0"	"22"	"512"	"0"
"70"	"56"	"256"	"3"	"6"	"326"	"40"	"2"	"0"	"1"	"8"	"10"	"16"	"23"	"10"	"701"	"0"	"28"	"729"	"0"
"71"	"57"	"83"	"20"	"3"	"473"	"20"	"0"	"0"	"0"	"3"	"1"	"0"	"1"	"0"	"604"	"0"	"0"	"604"	"0"
"72"	"58"	"492"	"53"	"158"	"121"	"41"	"9"	"3"	"44"	"6"	"8"	"3"	"6"	"4"	"948"	"0"	"24"	"972"	"0"
"73"	"59"	"529"	"12"	"21"	"139"	"35"	"4"	"2"	"3"	"3"	"7"	"7"	"15"	"14"	"791"	"0"	"39"	"830"	"0"
"74"	"60"	"14"	"1"	"19"	"899"	"2"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"938"	"0"	"0"	"938"	"0"
"75"	"61"	"22"	"0"	"9"	"812"	"9"	"0"	"2"	"3"	"0"	"0"	"3"	"1"	"3"	"864"	"0"	"2"	"866"	"0"
"76"	"62"	"335"	"167"	"41"	"289"	"27"	"2"	"1"	"1"	"3"	"3"	"7"	"16"	"10"	"902"	"0"	"21"	"923"	"0"
"77"	"63"	"2"	"1"	"30"	"361"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"398"	"0"	"2"	"400"	"0"
"78"	"64"	"94"	"5"	"16"	"510"	"9"	"0"	"1"	"3"	"3"	"4"	"7"	"6"	"11"	"669"	"0"	"7"	"676"	"0"
"79"	"65"	"302"	"12"	"32"	"209"	"7"	"2"	"1"	"1"	"3"	"2"	"2"	"3"	"2"	"578"	"0"	"10"	"588"	"0"
"80"	"66"	"228"	"6"	"7"	"432"	"8"	"0"	"0"	"0"	"1"	"0"	"2"	"3"	"7"	"694"	"0"	"11"	"705"	"0"
"81"	"67"	"126"	"5"	"9"	"351"	"5"	"1"	"2"	"3"	"1"	"2"	"11"	"4"	"4"	"524"	"0"	"14"	"538"	"0"
"82"	"68"	"227"	"2"	"9"	"272"	"10"	"0"	"0"	"3"	"0"	"1"	"3"	"8"	"2"	"537"	"0"	"5"	"542"	"0"
"83"	"69"	"217"	"55"	"101"	"111"	"21"	"3"	"1"	"3"	"5"	"5"	"5"	"11"	"12"	"550"	"0"	"26"	"576"	"0"
"84"	"70"	"154"	"0"	"43"	"477"	"7"	"1"	"1"	"2"	"3"	"0"	"0"	"0"	"1"	"689"	"0"	"1"	"690"	"0"
"85"	"71"	"157"	"2"	"39"	"131"	"3"	"0"	"1"	"3"	"1"	"0"	"2"	"4"	"4"	"347"	"0"	"5"	"352"	"0"
"86"	"72"	"264"	"4"	"11"	"253"	"3"	"0"	"1"	"3"	"2"	"1"	"5"	"8"	"8"	"563"	"0"	"22"	"585"	"0"
"87"	"73"	"179"	"0"	"2"	"305"	"3"	"1"	"1"	"0"	"1"	"0"	"4"	"0"	"0"	"496"	"0"	"11"	"507"	"0"
"88"	"74"	"271"	"49"	"7"	"339"	"5"	"1"	"3"	"4"	"1"	"3"	"10"	"15"	"11"	"719"	"0"	"27"	"746"	"0"
"89"	"75"	"262"	"68"	"6"	"275"	"3"	"0"	"1"	"0"	"0"	"2"	"6"	"3"	"4"	"630"	"0"	"20"	"650"	"0"
"90"	"76"	"380"	"9"	"18"	"280"	"180"	"10"	"5"	"5"	"4"	"14"	"6"	"17"	"8"	"936"	"0"	"25"	"961"	"0"
"91"	"77"	"104"	"75"	"21"	"438"	"43"	"9"	"3"	"0"	"2"	"4"	"4"	"7"	"5"	"715"	"0"	"13"	"728"	"0"
"92"	"78"	"295"	"28"	"80"	"175"	"125"	"9"	"4"	"3"	"6"	"7"	"8"	"6"	"4"	"750"	"0"	"12"	"762"	"0"
"93"	"79"	"217"	"2"	"12"	"348"	"21"	"4"	"3"	"1"	"3"	"2"	"6"	"6"	"4"	"629"	"0"	"22"	"651"	"0"
"94"	"80"	"268"	"7"	"35"	"361"	"13"	"4"	"1"	"1"	"2"	"4"	"9"	"7"	"9"	"721"	"0"	"13"	"734"	"0"
"95"	"81"	"53"	"1"	"3"	"858"	"13"	"0"	"2"	"1"	"0"	"2"	"5"	"1"	"5"	"944"	"0"	"7"	"951"	"0"
"96"	"82"	"193"	"2"	"17"	"210"	"12"	"3"	"2"	"4"	"0"	"2"	"4"	"10"	"11"	"470"	"0"	"30"	"500"	"0"
"97"	"83"	"256"	"9"	"13"	"134"	"5"	"2"	"3"	"1"	"1"	"3"	"6"	"8"	"6"	"447"	"0"	"9"	"456"	"0"
"98"	"84"	"195"	"4"	"12"	"289"	"57"	"3"	"2"	"4"	"0"	"3"	"2"	"4"	"3"	"578"	"0"	"12"	"590"	"0"
"99"	"85"	"126"	"4"	"14"	"299"	"71"	"5"	"2"	"2"	"2"	"7"	"0"	"9"	"5"	"546"	"0"	"17"	"563"	"0"
"100"	"86"	"149"	"17"	"6"	"309"	"46"	"6"	"1"	"0"	"4"	"2"	"3"	"4"	"7"	"554"	"0"	"17"	"571"	"0"
"101"	"87"	"388"	"17"	"7"	"93"	"41"	"6"	"3"	"1"	"4"	"1"	"0"	"7"	"9"	"577"	"0"	"15"	"592"	"0"
"102"	"88"	"177"	"13"	"9"	"540"	"35"	"4"	"1"	"1"	"0"	"5"	"5"	"4"	"6"	"800"	"0"	"7"	"807"	"0"
"103"	"89"	"272"	"3"	"42"	"164"	"29"	"3"	"2"	"4"	"2"	"1"	"5"	"6"	"4"	"537"	"0"	"17"	"554"	"0"
"104"	"90"	"90"	"3"	"40"	"356"	"28"	"1"	"0"	"1"	"3"	"1"	"4"	"7"	"6"	"540"	"0"	"9"	"549"	"0"
"105"	"91"	"61"	"6"	"39"	"423"	"17"	"4"	"1"	"0"	"1"	"0"	"4"	"3"	"9"	"568"	"0"	"4"	"572"	"0"
"106"	"92"	"137"	"5"	"136"	"113"	"32"	"4"	"0"	"1"	"1"	"0"	"0"	"1"	"2"	"432"	"0"	"0"	"432"	"0"
"107"	"93"	"114"	"3"	"145"	"83"	"23"	"6"	"4"	"3"	"0"	"5"	"2"	"8"	"9"	"405"	"0"	"8"	"413"	"0"
"108"	"94"	"481"	"14"	"109"	"86"	"19"	"8"	"3"	"4"	"2"	"5"	"13"	"12"	"20"	"776"	"0"	"37"	"813"	"0"
"109"	"95"	"370"	"5"	"33"	"396"	"35"	"6"	"0"	"2"	"0"	"5"	"14"	"8"	"5"	"879"	"0"	"18"	"897"	"0"
"110"	"96"	"214"	"6"	"12"	"244"	"20"	"4"	"4"	"2"	"0"	"2"	"4"	"5"	"7"	"524"	"0"	"14"	"538"	"0"
"111"	"97"	"406"	"10"	"9"	"220"	"1"	"1"	"0"	"1"	"3"	"3"	"7"	"8"	"5"	"674"	"0"	"20"	"694"	"0"
"112"	"98"	"169"	"19"	"33"	"89"	"58"	"5"	"1"	"1"	"0"	"8"	"4"	"5"	"8"	"400"	"0"	"18"	"418"	"0"
"113"	"99"	"129"	"12"	"4"	"102"	"426"	"34"	"5"	"3"	"12"	"24"	"11"	"32"	"12"	"806"	"0"	"21"	"827"	"0"
"114"	"100"	"292"	"13"	"23"	"455"	"100"	"11"	"2"	"3"	"6"	"2"	"11"	"13"	"7"	"938"	"0"	"23"	"961"	"0"
"115"	"101"	"229"	"14"	"177"	"161"	"89"	"10"	"0"	"1"	"2"	"5"	"6"	"7"	"14"	"715"	"0"	"25"	"740"	"0"
"116"	"102"	"341"	"5"	"29"	"230"	"23"	"0"	"0"	"1"	"3"	"7"	"12"	"6"	"5"	"662"	"0"	"18"	"680"	"0"
"117"	"103"	"315"	"2"	"26"	"130"	"6"	"1"	"0"	"0"	"0"	"0"	"4"	"6"	"4"	"494"	"0"	"9"	"503"	"0"
"118"	"104"	"214"	"13"	"34"	"250"	"20"	"4"	"5"	"6"	"7"	"12"	"12"	"12"	"18"	"607"	"0"	"27"	"634"	"0"
"119"	"105"	"142"	"1"	"17"	"258"	"8"	"1"	"5"	"10"	"1"	"2"	"15"	"9"	"3"	"472"	"0"	"16"	"488"	"0"
"120"	"106"	"368"	"13"	"15"	"65"	"10"	"0"	"0"	"5"	"3"	"5"	"12"	"9"	"8"	"513"	"0"	"13"	"526"	"0"
"121"	"107"	"330"	"17"	"26"	"149"	"47"	"10"	"2"	"3"	"6"	"1"	"6"	"5"	"6"	"608"	"0"	"11"	"619"	"0"
"122"	"108"	"117"	"46"	"25"	"314"	"12"	"1"	"2"	"6"	"3"	"3"	"8"	"5"	"5"	"547"	"0"	"11"	"558"	"0"
"123"	"109"	"291"	"11"	"25"	"210"	"27"	"5"	"2"	"1"	"0"	"0"	"4"	"1"	"2"	"579"	"0"	"19"	"598"	"0"
"124"	"110"	"468"	"6"	"28"	"98"	"3"	"1"	"1"	"3"	"2"	"2"	"7"	"17"	"8"	"644"	"0"	"22"	"666"	"0"
"125"	"111"	"407"	"6"	"5"	"76"	"10"	"0"	"2"	"1"	"1"	"0"	"3"	"8"	"1"	"520"	"0"	"11"	"531"	"0"
"126"	"112"	"643"	"17"	"15"	"172"	"106"	"7"	"2"	"7"	"5"	"5"	"5"	"9"	"5"	"998"	"0"	"6"	"1004"	"0"
"127"	"113"	"180"	"17"	"7"	"284"	"76"	"7"	"2"	"0"	"0"	"5"	"13"	"9"	"2"	"602"	"0"	"18"	"620"	"0"
"128"	"114"	"19"	"0"	"3"	"562"	"7"	"1"	"0"	"0"	"0"	"0"	"6"	"0"	"3"	"601"	"0"	"0"	"601"	"0"
"129"	"115"	"219"	"5"	"6"	"449"	"25"	"3"	"0"	"1"	"1"	"2"	"6"	"3"	"5"	"725"	"0"	"9"	"734"	"0"
"130"	"116"	"239"	"9"	"5"	"341"	"22"	"4"	"0"	"3"	"4"	"3"	"8"	"6"	"1"	"645"	"0"	"10"	"655"	"0"
"131"	"117"	"320"	"8"	"6"	"110"	"29"	"9"	"1"	"4"	"3"	"7"	"2"	"8"	"7"	"514"	"0"	"20"	"534"	"0"
"132"	"118"	"267"	"6"	"12"	"58"	"80"	"2"	"6"	"3"	"4"	"4"	"3"	"11"	"1"	"457"	"0"	"15"	"472"	"0"
"133"	"119"	"244"	"124"	"10"	"68"	"4"	"3"	"0"	"1"	"3"	"2"	"5"	"7"	"6"	"477"	"0"	"5"	"482"	"0"
"134"	"120"	"120"	"2"	"11"	"407"	"18"	"4"	"2"	"2"	"0"	"1"	"6"	"6"	"8"	"587"	"0"	"9"	"596"	"0"
"135"	"121"	"89"	"3"	"18"	"470"	"15"	"2"	"3"	"1"	"1"	"5"	"11"	"3"	"7"	"628"	"0"	"10"	"638"	"0"
"136"	"122"	"142"	"5"	"58"	"239"	"4"	"0"	"1"	"0"	"1"	"0"	"5"	"10"	"5"	"470"	"0"	"6"	"476"	"0"
"137"	"123"	"186"	"1"	"24"	"283"	"6"	"2"	"1"	"0"	"2"	"3"	"8"	"8"	"8"	"532"	"0"	"11"	"543"	"0"
"138"	"124"	"293"	"16"	"36"	"411"	"11"	"3"	"3"	"5"	"3"	"0"	"9"	"6"	"8"	"804"	"0"	"12"	"816"	"0"
"139"	"125"	"57"	"1"	"19"	"729"	"12"	"3"	"4"	"0"	"1"	"4"	"6"	"0"	"7"	"843"	"0"	"7"	"850"	"0"
"140"	"126"	"232"	"28"	"27"	"103"	"359"	"25"	"3"	"5"	"6"	"8"	"8"	"7"	"6"	"817"	"0"	"10"	"827"	"0"
"141"	"127"	"337"	"14"	"75"	"121"	"163"	"20"	"2"	"4"	"6"	"6"	"9"	"22"	"15"	"794"	"0"	"35"	"829"	"0"
"142"	"128"	"329"	"10"	"40"	"105"	"16"	"2"	"2"	"4"	"3"	"5"	"8"	"10"	"9"	"543"	"0"	"15"	"558"	"0"
"143"	"129"	"157"	"6"	"31"	"123"	"7"	"2"	"0"	"2"	"1"	"2"	"2"	"8"	"7"	"348"	"0"	"4"	"352"	"0"
"144"	"130"	"139"	"13"	"116"	"19"	"4"	"2"	"1"	"0"	"3"	"1"	"1"	"8"	"4"	"311"	"0"	"12"	"323"	"0"
"145"	"131"	"173"	"2"	"9"	"584"	"54"	"7"	"3"	"1"	"7"	"4"	"4"	"5"	"5"	"858"	"0"	"14"	"872"	"0"
"146"	"132"	"137"	"4"	"13"	"217"	"13"	"3"	"2"	"8"	"1"	"0"	"7"	"6"	"10"	"421"	"0"	"14"	"435"	"0"
"147"	"133"	"178"	"5"	"61"	"128"	"73"	"11"	"1"	"2"	"3"	"4"	"6"	"8"	"12"	"492"	"0"	"16"	"508"	"0"
"148"	"134"	"72"	"2"	"55"	"239"	"5"	"0"	"4"	"1"	"2"	"0"	"4"	"2"	"6"	"392"	"0"	"6"	"398"	"0"
"149"	"135"	"288"	"17"	"35"	"59"	"99"	"11"	"4"	"4"	"4"	"4"	"7"	"16"	"11"	"559"	"0"	"30"	"589"	"0"
"150"	"136"	"227"	"5"	"44"	"14"	"115"	"15"	"2"	"1"	"2"	"7"	"6"	"9"	"9"	"456"	"0"	"26"	"482"	"0"
"151"	"137"	"483"	"18"	"236"	"150"	"19"	"2"	"1"	"1"	"0"	"0"	"0"	"5"	"5"	"920"	"0"	"1"	"921"	"0"
"152"	"138"	"172"	"9"	"97"	"26"	"11"	"1"	"0"	"1"	"0"	"0"	"1"	"2"	"6"	"326"	"0"	"4"	"330"	"0"
"153"	"139"	"91"	"6"	"188"	"30"	"78"	"7"	"5"	"2"	"4"	"3"	"3"	"9"	"7"	"433"	"0"	"13"	"446"	"0"
"154"	"139A"	"86"	"3"	"108"	"88"	"85"	"11"	"4"	"2"	"0"	"8"	"3"	"5"	"6"	"409"	"0"	"4"	"413"	"0"
"155"	"140"	"55"	"1"	"142"	"8"	"74"	"8"	"2"	"3"	"3"	"4"	"3"	"5"	"6"	"314"	"0"	"8"	"322"	"0"
"156"	"141"	"240"	"7"	"31"	"87"	"134"	"12"	"4"	"4"	"2"	"11"	"5"	"12"	"8"	"557"	"0"	"17"	"574"	"0"
"157"	"142"	"229"	"3"	"31"	"77"	"46"	"2"	"0"	"3"	"1"	"1"	"4"	"2"	"2"	"401"	"0"	"3"	"404"	"0"
"158"	"143"	"286"	"23"	"102"	"52"	"101"	"10"	"4"	"4"	"7"	"16"	"74"	"21"	"14"	"714"	"0"	"47"	"761"	"0"
"159"	"144"	"98"	"3"	"167"	"34"	"32"	"13"	"5"	"30"	"5"	"3"	"8"	"13"	"13"	"424"	"0"	"24"	"448"	"0"
"160"	"145"	"211"	"4"	"155"	"33"	"109"	"25"	"2"	"2"	"12"	"11"	"5"	"12"	"17"	"598"	"0"	"20"	"618"	"0"
"161"	"146"	"65"	"0"	"93"	"32"	"20"	"3"	"0"	"0"	"0"	"0"	"0"	"2"	"3"	"218"	"0"	"3"	"221"	"0"
"162"	"147"	"36"	"3"	"27"	"665"	"28"	"3"	"2"	"1"	"2"	"2"	"12"	"8"	"8"	"797"	"0"	"7"	"804"	"0"
"163"	"148"	"265"	"13"	"47"	"287"	"74"	"18"	"7"	"14"	"12"	"7"	"13"	"9"	"14"	"780"	"0"	"39"	"819"	"0"
"164"	"149"	"160"	"2"	"71"	"23"	"152"	"16"	"6"	"4"	"1"	"9"	"6"	"11"	"7"	"468"	"0"	"8"	"476"	"0"
"165"	"150"	"194"	"13"	"28"	"29"	"48"	"7"	"0"	"1"	"6"	"5"	"2"	"7"	"4"	"344"	"0"	"4"	"348"	"0"
"166"	"151"	"125"	"33"	"249"	"101"	"189"	"30"	"7"	"7"	"5"	"11"	"10"	"23"	"31"	"821"	"0"	"29"	"850"	"0"
"167"	"152"	"268"	"5"	"319"	"67"	"25"	"7"	"4"	"2"	"7"	"5"	"10"	"12"	"15"	"746"	"0"	"26"	"772"	"0"
"168"	"153"	"153"	"10"	"174"	"45"	"407"	"22"	"4"	"0"	"9"	"9"	"10"	"30"	"9"	"882"	"0"	"20"	"902"	"0"
"169"	"154"	"234"	"5"	"78"	"159"	"160"	"20"	"6"	"1"	"2"	"4"	"4"	"12"	"12"	"697"	"0"	"21"	"718"	"0"
"170"	"155"	"280"	"3"	"115"	"72"	"271"	"27"	"2"	"3"	"6"	"17"	"4"	"5"	"5"	"810"	"0"	"10"	"820"	"0"
"171"	"156"	"220"	"5"	"81"	"134"	"298"	"26"	"2"	"3"	"5"	"8"	"6"	"16"	"3"	"807"	"0"	"25"	"832"	"0"
"172"	"157"	"201"	"7"	"66"	"45"	"108"	"24"	"4"	"5"	"7"	"14"	"9"	"13"	"14"	"517"	"0"	"13"	"530"	"0"
