"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"
"27"	"15"	"326"	"14"	"135"	"16"	"5"	"3"	"4"	"2"	"7"	"2"	"514"	"0"	"10"	"524"	"0"
"28"	"16"	"205"	"4"	"219"	"44"	"2"	"1"	"4"	"5"	"6"	"2"	"492"	"0"	"3"	"495"	"0"
"29"	"17"	"421"	"11"	"89"	"36"	"1"	"2"	"10"	"4"	"7"	"9"	"590"	"0"	"9"	"599"	"0"
"30"	"18"	"348"	"7"	"92"	"173"	"6"	"6"	"18"	"10"	"12"	"9"	"681"	"0"	"17"	"698"	"0"
"31"	"19"	"219"	"7"	"60"	"81"	"0"	"6"	"3"	"3"	"9"	"4"	"392"	"0"	"7"	"399"	"0"
"32"	"19A"	"240"	"10"	"123"	"46"	"2"	"3"	"5"	"4"	"2"	"4"	"439"	"0"	"19"	"458"	"0"
"33"	"20"	"155"	"9"	"469"	"44"	"6"	"5"	"1"	"5"	"3"	"3"	"700"	"0"	"5"	"705"	"0"
"34"	"21"	"514"	"15"	"171"	"68"	"7"	"6"	"25"	"10"	"16"	"13"	"845"	"0"	"46"	"891"	"0"
"35"	"22"	"269"	"5"	"154"	"43"	"2"	"1"	"4"	"9"	"5"	"6"	"498"	"0"	"14"	"512"	"0"
"36"	"23"	"282"	"9"	"168"	"179"	"10"	"6"	"12"	"17"	"10"	"9"	"702"	"0"	"19"	"721"	"0"
"37"	"24"	"233"	"3"	"263"	"48"	"1"	"2"	"2"	"3"	"9"	"1"	"565"	"0"	"5"	"570"	"0"
"38"	"25"	"303"	"7"	"166"	"35"	"1"	"3"	"9"	"7"	"11"	"8"	"550"	"0"	"21"	"571"	"0"
"39"	"26"	"83"	"8"	"354"	"26"	"1"	"3"	"6"	"3"	"11"	"5"	"500"	"0"	"15"	"515"	"0"
"40"	"27"	"243"	"5"	"268"	"17"	"3"	"1"	"5"	"10"	"22"	"7"	"581"	"0"	"12"	"593"	"0"
"41"	"28"	"137"	"9"	"414"	"39"	"0"	"0"	"10"	"7"	"17"	"4"	"637"	"0"	"12"	"649"	"0"
"42"	"29"	"110"	"9"	"193"	"160"	"5"	"5"	"4"	"12"	"19"	"5"	"522"	"0"	"7"	"529"	"0"
"43"	"30"	"139"	"11"	"220"	"439"	"4"	"7"	"2"	"21"	"23"	"4"	"870"	"0"	"7"	"877"	"0"
"44"	"31"	"492"	"6"	"47"	"77"	"4"	"6"	"9"	"7"	"6"	"9"	"663"	"0"	"13"	"676"	"0"
"45"	"32"	"163"	"8"	"54"	"21"	"0"	"1"	"2"	"1"	"2"	"0"	"252"	"0"	"4"	"256"	"0"
"46"	"33"	"325"	"9"	"286"	"31"	"1"	"1"	"3"	"4"	"10"	"10"	"680"	"0"	"14"	"694"	"0"
"47"	"34"	"410"	"19"	"130"	"103"	"6"	"2"	"3"	"5"	"10"	"10"	"698"	"0"	"15"	"713"	"0"
"48"	"35"	"398"	"1"	"98"	"44"	"1"	"2"	"4"	"1"	"2"	"1"	"552"	"0"	"3"	"555"	"0"
"49"	"36"	"304"	"6"	"56"	"42"	"1"	"1"	"7"	"4"	"12"	"5"	"438"	"0"	"14"	"452"	"0"
"50"	"37"	"478"	"17"	"139"	"140"	"2"	"6"	"8"	"4"	"12"	"14"	"820"	"0"	"30"	"850"	"0"
"51"	"38"	"339"	"7"	"186"	"44"	"2"	"2"	"5"	"7"	"14"	"8"	"614"	"0"	"27"	"641"	"0"
"52"	"39"	"285"	"12"	"194"	"48"	"14"	"5"	"7"	"7"	"7"	"4"	"583"	"0"	"15"	"598"	"0"
"53"	"40"	"123"	"11"	"245"	"12"	"6"	"3"	"3"	"1"	"10"	"6"	"420"	"0"	"5"	"425"	"0"
"54"	"41"	"162"	"6"	"239"	"32"	"2"	"1"	"5"	"5"	"9"	"5"	"466"	"0"	"6"	"472"	"0"
"55"	"42"	"422"	"6"	"185"	"31"	"1"	"4"	"11"	"2"	"8"	"8"	"678"	"0"	"19"	"697"	"0"
"56"	"43"	"316"	"10"	"64"	"67"	"2"	"6"	"9"	"8"	"18"	"5"	"505"	"0"	"22"	"527"	"0"
"57"	"44"	"172"	"15"	"329"	"118"	"1"	"6"	"12"	"16"	"17"	"7"	"693"	"0"	"22"	"715"	"0"
"58"	"45"	"365"	"19"	"209"	"62"	"1"	"5"	"17"	"11"	"20"	"15"	"724"	"0"	"33"	"757"	"0"
"59"	"46"	"370"	"18"	"178"	"126"	"5"	"8"	"8"	"13"	"10"	"2"	"738"	"0"	"13"	"751"	"0"
"60"	"47"	"367"	"15"	"191"	"29"	"4"	"3"	"10"	"8"	"13"	"7"	"647"	"0"	"24"	"671"	"0"
"61"	"48"	"178"	"11"	"331"	"56"	"3"	"4"	"4"	"0"	"11"	"3"	"601"	"0"	"9"	"610"	"0"
"62"	"49"	"195"	"9"	"159"	"38"	"2"	"5"	"14"	"9"	"10"	"4"	"445"	"0"	"26"	"471"	"0"
"63"	"50"	"158"	"4"	"149"	"74"	"2"	"5"	"6"	"5"	"10"	"3"	"416"	"0"	"7"	"423"	"0"
"64"	"51"	"323"	"12"	"241"	"32"	"6"	"4"	"8"	"3"	"5"	"6"	"640"	"0"	"20"	"660"	"0"
"65"	"52"	"247"	"9"	"161"	"35"	"6"	"1"	"4"	"6"	"11"	"5"	"485"	"0"	"11"	"496"	"0"
"66"	"53"	"300"	"15"	"213"	"71"	"4"	"2"	"10"	"6"	"9"	"8"	"638"	"0"	"26"	"664"	"0"
"67"	"54"	"258"	"4"	"127"	"66"	"2"	"4"	"3"	"8"	"6"	"6"	"484"	"0"	"18"	"502"	"0"
"68"	"55"	"51"	"1"	"127"	"60"	"0"	"0"	"3"	"4"	"6"	"1"	"253"	"0"	"2"	"255"	"0"
"69"	"56"	"348"	"7"	"146"	"72"	"0"	"3"	"8"	"8"	"18"	"6"	"616"	"0"	"30"	"646"	"0"
"70"	"57"	"468"	"10"	"178"	"71"	"5"	"2"	"17"	"1"	"20"	"9"	"781"	"0"	"27"	"808"	"0"
"71"	"58"	"122"	"4"	"290"	"55"	"4"	"3"	"7"	"4"	"12"	"5"	"506"	"0"	"13"	"519"	"0"
"72"	"59"	"160"	"4"	"138"	"52"	"3"	"1"	"3"	"4"	"3"	"2"	"370"	"0"	"4"	"374"	"0"
"73"	"60"	"287"	"3"	"80"	"55"	"2"	"4"	"7"	"3"	"4"	"3"	"448"	"0"	"9"	"457"	"0"
"74"	"61"	"333"	"17"	"235"	"27"	"2"	"9"	"7"	"7"	"9"	"11"	"657"	"0"	"13"	"670"	"0"
"75"	"62"	"391"	"14"	"98"	"209"	"7"	"9"	"12"	"18"	"22"	"13"	"793"	"0"	"45"	"838"	"0"
"76"	"63"	"229"	"10"	"247"	"44"	"2"	"0"	"6"	"5"	"8"	"5"	"556"	"0"	"25"	"581"	"0"
"77"	"64"	"92"	"10"	"391"	"39"	"2"	"1"	"8"	"5"	"8"	"3"	"559"	"0"	"14"	"573"	"0"
"78"	"65"	"211"	"4"	"166"	"46"	"3"	"2"	"3"	"6"	"13"	"4"	"458"	"0"	"17"	"475"	"0"
"79"	"66"	"349"	"26"	"157"	"31"	"3"	"6"	"6"	"2"	"9"	"11"	"600"	"0"	"13"	"613"	"0"
"80"	"67"	"274"	"6"	"68"	"21"	"2"	"3"	"4"	"4"	"8"	"8"	"398"	"0"	"25"	"423"	"0"
"81"	"68"	"333"	"18"	"349"	"86"	"6"	"4"	"10"	"11"	"10"	"6"	"833"	"0"	"18"	"851"	"0"
"82"	"69"	"213"	"5"	"164"	"18"	"3"	"6"	"3"	"2"	"5"	"2"	"421"	"0"	"21"	"442"	"0"
"83"	"70"	"95"	"6"	"329"	"35"	"4"	"4"	"1"	"5"	"6"	"3"	"488"	"0"	"3"	"491"	"0"
"84"	"71"	"208"	"6"	"192"	"37"	"3"	"2"	"6"	"3"	"8"	"6"	"471"	"0"	"8"	"479"	"0"
"85"	"72"	"200"	"3"	"159"	"18"	"2"	"1"	"5"	"2"	"4"	"6"	"400"	"0"	"17"	"417"	"0"
"86"	"73"	"274"	"7"	"252"	"98"	"2"	"7"	"13"	"6"	"21"	"13"	"693"	"0"	"28"	"721"	"0"
"87"	"74"	"311"	"10"	"216"	"139"	"4"	"3"	"15"	"10"	"31"	"14"	"753"	"0"	"25"	"778"	"0"
"88"	"75"	"411"	"6"	"75"	"138"	"4"	"16"	"12"	"11"	"20"	"4"	"697"	"0"	"10"	"707"	"0"
"89"	"76"	"372"	"9"	"229"	"24"	"1"	"2"	"5"	"4"	"5"	"10"	"661"	"0"	"18"	"679"	"0"
"90"	"77"	"211"	"6"	"55"	"132"	"2"	"9"	"12"	"13"	"21"	"9"	"470"	"0"	"25"	"495"	"0"
"91"	"78"	"192"	"4"	"31"	"68"	"2"	"2"	"4"	"3"	"8"	"2"	"316"	"0"	"5"	"321"	"0"
"92"	"79"	"252"	"5"	"61"	"115"	"4"	"4"	"3"	"10"	"13"	"2"	"469"	"0"	"18"	"487"	"0"
"93"	"80"	"269"	"4"	"74"	"95"	"2"	"7"	"5"	"3"	"5"	"1"	"465"	"0"	"3"	"468"	"0"
"94"	"81"	"291"	"4"	"246"	"194"	"2"	"9"	"2"	"12"	"19"	"9"	"788"	"0"	"22"	"810"	"0"
"95"	"82"	"232"	"3"	"133"	"44"	"3"	"13"	"2"	"8"	"3"	"2"	"443"	"0"	"9"	"452"	"0"
"96"	"83"	"107"	"21"	"163"	"150"	"6"	"2"	"10"	"20"	"21"	"8"	"508"	"0"	"19"	"527"	"0"
"97"	"84"	"79"	"13"	"199"	"87"	"5"	"8"	"4"	"4"	"10"	"7"	"416"	"0"	"11"	"427"	"0"
"98"	"85"	"257"	"12"	"134"	"182"	"4"	"8"	"6"	"21"	"23"	"8"	"655"	"0"	"17"	"672"	"0"
"99"	"86"	"122"	"3"	"49"	"72"	"3"	"9"	"3"	"7"	"7"	"5"	"280"	"0"	"5"	"285"	"0"
"100"	"87"	"246"	"6"	"217"	"60"	"3"	"3"	"4"	"8"	"11"	"3"	"561"	"0"	"6"	"567"	"0"
"101"	"88"	"348"	"17"	"184"	"128"	"7"	"12"	"15"	"5"	"10"	"6"	"732"	"0"	"10"	"742"	"0"
"102"	"89"	"484"	"13"	"198"	"46"	"5"	"6"	"4"	"3"	"3"	"4"	"766"	"0"	"18"	"784"	"0"
"103"	"90"	"305"	"4"	"192"	"38"	"2"	"2"	"1"	"2"	"5"	"1"	"552"	"0"	"13"	"565"	"0"
"104"	"91"	"246"	"9"	"143"	"38"	"2"	"5"	"3"	"1"	"6"	"7"	"460"	"0"	"12"	"472"	"0"
"105"	"92"	"11"	"1"	"281"	"15"	"0"	"1"	"0"	"1"	"2"	"0"	"312"	"0"	"3"	"315"	"0"
"106"	"93"	"237"	"4"	"128"	"44"	"4"	"1"	"5"	"4"	"9"	"6"	"442"	"0"	"7"	"449"	"0"
"107"	"94"	"257"	"11"	"183"	"41"	"3"	"2"	"7"	"3"	"5"	"3"	"515"	"0"	"5"	"520"	"0"
"108"	"95"	"373"	"7"	"80"	"54"	"2"	"1"	"4"	"6"	"12"	"8"	"547"	"0"	"12"	"559"	"0"
"109"	"96"	"283"	"5"	"111"	"97"	"1"	"3"	"2"	"1"	"7"	"0"	"510"	"0"	"4"	"514"	"0"
"110"	"97"	"154"	"2"	"110"	"84"	"1"	"7"	"10"	"3"	"13"	"6"	"390"	"0"	"7"	"397"	"0"
"111"	"97A"	"148"	"15"	"79"	"102"	"2"	"3"	"1"	"3"	"7"	"1"	"361"	"0"	"13"	"374"	"0"
"112"	"98"	"243"	"3"	"94"	"47"	"0"	"0"	"6"	"2"	"5"	"4"	"404"	"0"	"17"	"421"	"0"
"113"	"98A"	"260"	"3"	"33"	"14"	"0"	"1"	"5"	"3"	"6"	"4"	"329"	"0"	"10"	"339"	"0"
"114"	"99"	"82"	"3"	"228"	"23"	"2"	"5"	"7"	"6"	"7"	"4"	"367"	"0"	"16"	"383"	"0"
"115"	"99A"	"219"	"7"	"148"	"26"	"2"	"3"	"12"	"2"	"5"	"2"	"426"	"0"	"7"	"433"	"0"
"116"	"100"	"238"	"6"	"273"	"87"	"4"	"5"	"6"	"4"	"5"	"3"	"631"	"0"	"7"	"638"	"0"
"117"	"101"	"139"	"5"	"236"	"34"	"1"	"2"	"10"	"4"	"14"	"4"	"449"	"0"	"12"	"461"	"0"
"118"	"102"	"177"	"2"	"111"	"19"	"1"	"1"	"1"	"1"	"3"	"1"	"317"	"0"	"12"	"329"	"0"
"119"	"103"	"140"	"12"	"301"	"73"	"1"	"7"	"4"	"12"	"14"	"3"	"567"	"0"	"13"	"580"	"0"
"120"	"104"	"161"	"6"	"293"	"42"	"2"	"2"	"6"	"5"	"7"	"9"	"533"	"0"	"13"	"546"	"0"
"121"	"105"	"156"	"11"	"344"	"81"	"3"	"9"	"6"	"7"	"8"	"15"	"640"	"0"	"20"	"660"	"0"
"122"	"106"	"123"	"11"	"117"	"90"	"1"	"1"	"0"	"4"	"1"	"2"	"350"	"0"	"5"	"355"	"0"
"123"	"107"	"203"	"5"	"45"	"152"	"0"	"1"	"9"	"4"	"8"	"3"	"430"	"0"	"9"	"439"	"0"
"124"	"108"	"193"	"5"	"155"	"83"	"4"	"3"	"3"	"5"	"9"	"2"	"462"	"0"	"28"	"490"	"0"
"125"	"108A"	"100"	"3"	"212"	"106"	"4"	"3"	"4"	"5"	"8"	"2"	"447"	"0"	"7"	"454"	"0"
"126"	"109"	"409"	"6"	"126"	"142"	"4"	"4"	"6"	"6"	"12"	"10"	"725"	"0"	"24"	"749"	"0"
"127"	"110"	"134"	"2"	"11"	"120"	"2"	"1"	"2"	"5"	"7"	"1"	"285"	"0"	"3"	"288"	"0"
"128"	"111"	"292"	"4"	"155"	"155"	"2"	"7"	"12"	"14"	"32"	"6"	"679"	"0"	"24"	"703"	"0"
"129"	"112"	"197"	"8"	"304"	"118"	"4"	"4"	"5"	"1"	"14"	"7"	"662"	"0"	"7"	"669"	"0"
"130"	"113"	"55"	"3"	"322"	"26"	"2"	"3"	"7"	"4"	"11"	"5"	"438"	"0"	"14"	"452"	"0"
"131"	"114"	"204"	"5"	"175"	"43"	"4"	"2"	"4"	"6"	"5"	"2"	"450"	"0"	"13"	"463"	"0"
"132"	"115"	"160"	"10"	"177"	"246"	"8"	"7"	"21"	"20"	"34"	"12"	"695"	"0"	"32"	"727"	"0"
"133"	"116"	"134"	"7"	"238"	"110"	"3"	"3"	"6"	"7"	"13"	"6"	"527"	"0"	"26"	"553"	"0"
"134"	"116A"	"118"	"9"	"116"	"109"	"0"	"2"	"5"	"10"	"14"	"6"	"389"	"0"	"22"	"411"	"0"
"135"	"117"	"228"	"7"	"216"	"86"	"3"	"11"	"10"	"9"	"24"	"7"	"601"	"0"	"25"	"626"	"0"
"136"	"118"	"371"	"17"	"230"	"200"	"8"	"5"	"14"	"9"	"24"	"12"	"890"	"0"	"29"	"919"	"0"
"137"	"119"	"222"	"7"	"69"	"99"	"4"	"1"	"14"	"8"	"13"	"3"	"440"	"0"	"16"	"456"	"0"
"138"	"120"	"393"	"14"	"87"	"267"	"5"	"8"	"11"	"11"	"38"	"5"	"839"	"0"	"17"	"856"	"0"
"139"	"121"	"234"	"12"	"127"	"197"	"4"	"11"	"19"	"13"	"24"	"10"	"651"	"0"	"12"	"663"	"0"
"140"	"122"	"244"	"6"	"62"	"136"	"7"	"8"	"22"	"21"	"27"	"13"	"546"	"0"	"22"	"568"	"0"
"141"	"123"	"296"	"18"	"154"	"50"	"5"	"6"	"3"	"3"	"8"	"4"	"547"	"0"	"7"	"554"	"0"
"142"	"124"	"103"	"11"	"178"	"10"	"2"	"1"	"5"	"1"	"5"	"3"	"319"	"0"	"15"	"334"	"0"
"143"	"125"	"260"	"0"	"50"	"22"	"1"	"0"	"4"	"1"	"7"	"0"	"345"	"0"	"14"	"359"	"0"
"144"	"126"	"372"	"26"	"249"	"87"	"4"	"6"	"9"	"9"	"14"	"13"	"789"	"0"	"26"	"815"	"0"
"145"	"127"	"282"	"5"	"55"	"26"	"1"	"3"	"8"	"2"	"8"	"8"	"398"	"0"	"16"	"414"	"0"
"146"	"128"	"93"	"5"	"338"	"41"	"5"	"5"	"10"	"9"	"16"	"8"	"530"	"0"	"26"	"556"	"0"
"147"	"129"	"236"	"18"	"371"	"44"	"6"	"2"	"10"	"8"	"16"	"17"	"728"	"0"	"18"	"746"	"0"
"148"	"130"	"186"	"5"	"13"	"154"	"2"	"2"	"4"	"11"	"17"	"3"	"397"	"0"	"9"	"406"	"0"
"149"	"131"	"450"	"18"	"181"	"77"	"5"	"2"	"12"	"9"	"12"	"8"	"774"	"0"	"16"	"790"	"0"
"150"	"132"	"239"	"12"	"116"	"73"	"2"	"2"	"11"	"4"	"14"	"9"	"482"	"0"	"14"	"496"	"0"
"151"	"133"	"250"	"5"	"108"	"116"	"1"	"5"	"10"	"4"	"17"	"5"	"521"	"0"	"17"	"538"	"0"
"152"	"134"	"341"	"11"	"372"	"30"	"1"	"5"	"8"	"8"	"10"	"10"	"796"	"0"	"8"	"804"	"0"
"153"	"135"	"330"	"7"	"246"	"23"	"2"	"2"	"11"	"2"	"15"	"6"	"644"	"0"	"15"	"659"	"0"
"154"	"136"	"230"	"10"	"124"	"93"	"1"	"6"	"5"	"10"	"8"	"10"	"497"	"0"	"11"	"508"	"0"
"155"	"137"	"194"	"13"	"175"	"224"	"6"	"7"	"12"	"13"	"29"	"19"	"692"	"0"	"20"	"712"	"0"
"156"	"138"	"347"	"8"	"126"	"26"	"1"	"4"	"4"	"1"	"2"	"4"	"523"	"0"	"8"	"531"	"0"
"157"	"139"	"343"	"12"	"277"	"27"	"4"	"11"	"11"	"8"	"11"	"10"	"714"	"0"	"23"	"737"	"0"
"158"	"140"	"313"	"5"	"172"	"36"	"2"	"3"	"4"	"4"	"7"	"7"	"553"	"0"	"13"	"566"	"0"
"159"	"141"	"280"	"9"	"346"	"22"	"2"	"4"	"3"	"6"	"8"	"3"	"683"	"0"	"7"	"690"	"0"
"160"	"142"	"233"	"3"	"359"	"79"	"5"	"4"	"13"	"13"	"18"	"13"	"740"	"0"	"28"	"768"	"0"
"161"	"143"	"169"	"6"	"172"	"98"	"4"	"5"	"14"	"19"	"19"	"14"	"520"	"0"	"26"	"546"	"0"
"162"	"143A"	"180"	"14"	"116"	"86"	"4"	"5"	"7"	"1"	"13"	"6"	"432"	"0"	"13"	"445"	"0"
"163"	"144"	"417"	"8"	"123"	"13"	"1"	"0"	"5"	"2"	"3"	"0"	"572"	"0"	"12"	"584"	"0"
"164"	"145"	"204"	"8"	"178"	"11"	"1"	"0"	"3"	"3"	"3"	"2"	"413"	"0"	"10"	"423"	"0"
"165"	"146"	"82"	"1"	"355"	"27"	"2"	"0"	"5"	"5"	"2"	"1"	"480"	"0"	"3"	"483"	"0"
"166"	"146A"	"41"	"5"	"418"	"27"	"0"	"0"	"2"	"8"	"3"	"6"	"510"	"0"	"14"	"524"	"0"
"167"	"147"	"261"	"12"	"330"	"49"	"3"	"3"	"6"	"8"	"19"	"6"	"697"	"0"	"24"	"721"	"0"
"168"	"148"	"182"	"8"	"147"	"72"	"2"	"4"	"3"	"5"	"8"	"2"	"433"	"0"	"3"	"436"	"0"
"169"	"149"	"57"	"2"	"150"	"78"	"1"	"6"	"4"	"5"	"19"	"4"	"326"	"0"	"3"	"329"	"0"
"170"	"150"	"420"	"13"	"225"	"60"	"7"	"6"	"10"	"7"	"9"	"2"	"759"	"0"	"13"	"772"	"0"
"171"	"151"	"253"	"7"	"157"	"24"	"1"	"1"	"5"	"2"	"7"	"2"	"459"	"0"	"9"	"468"	"0"
"172"	"152"	"339"	"9"	"165"	"11"	"1"	"3"	"13"	"4"	"10"	"6"	"561"	"0"	"36"	"597"	"0"
"173"	"153"	"310"	"3"	"38"	"4"	"0"	"1"	"3"	"0"	"1"	"4"	"364"	"0"	"11"	"375"	"0"
"174"	"154"	"203"	"9"	"207"	"47"	"3"	"2"	"1"	"0"	"3"	"1"	"476"	"0"	"2"	"478"	"0"
"175"	"154A"	"133"	"4"	"163"	"103"	"2"	"1"	"6"	"9"	"12"	"4"	"437"	"0"	"12"	"449"	"0"
"176"	"155"	"446"	"8"	"123"	"21"	"2"	"2"	"11"	"2"	"7"	"2"	"624"	"0"	"9"	"633"	"0"
"177"	"156"	"187"	"5"	"238"	"26"	"2"	"1"	"3"	"0"	"7"	"1"	"470"	"0"	"5"	"475"	"0"
"178"	"157"	"551"	"10"	"217"	"107"	"8"	"8"	"13"	"9"	"15"	"5"	"943"	"0"	"10"	"953"	"0"
"179"	"158"	"631"	"7"	"29"	"21"	"1"	"1"	"2"	"0"	"3"	"2"	"697"	"0"	"4"	"701"	"0"
"180"	"159"	"557"	"10"	"157"	"23"	"0"	"2"	"3"	"3"	"5"	"5"	"765"	"0"	"7"	"772"	"0"
"181"	"160"	"361"	"10"	"249"	"71"	"4"	"6"	"6"	"7"	"16"	"8"	"738"	"0"	"12"	"750"	"0"
"182"	"161"	"326"	"12"	"194"	"92"	"3"	"6"	"10"	"7"	"13"	"12"	"675"	"0"	"9"	"684"	"0"
"183"	"162"	"238"	"9"	"95"	"45"	"2"	"1"	"5"	"3"	"7"	"6"	"411"	"0"	"17"	"428"	"0"
"184"	"163"	"332"	"4"	"206"	"79"	"1"	"1"	"12"	"7"	"5"	"7"	"654"	"0"	"6"	"660"	"0"
"185"	"164"	"233"	"5"	"124"	"29"	"0"	"4"	"8"	"4"	"9"	"2"	"418"	"0"	"9"	"427"	"0"
"186"	"165"	"494"	"7"	"133"	"197"	"5"	"8"	"14"	"5"	"17"	"6"	"886"	"0"	"19"	"905"	"0"
"187"	"166"	"167"	"2"	"149"	"114"	"3"	"3"	"2"	"3"	"8"	"4"	"455"	"0"	"12"	"467"	"0"
"188"	"167"	"168"	"5"	"144"	"46"	"2"	"2"	"5"	"1"	"8"	"9"	"390"	"0"	"26"	"416"	"0"
"189"	"168"	"114"	"4"	"292"	"92"	"4"	"3"	"2"	"4"	"6"	"1"	"522"	"0"	"3"	"525"	"0"
"190"	"169"	"174"	"8"	"79"	"58"	"0"	"2"	"7"	"0"	"2"	"2"	"332"	"0"	"4"	"336"	"0"
"191"	"170"	"212"	"15"	"189"	"190"	"7"	"12"	"11"	"14"	"23"	"15"	"688"	"0"	"27"	"715"	"0"
"192"	"171"	"206"	"3"	"195"	"21"	"1"	"2"	"8"	"1"	"8"	"3"	"448"	"0"	"8"	"456"	"0"
"193"	"172"	"130"	"11"	"438"	"121"	"4"	"5"	"4"	"10"	"13"	"7"	"743"	"0"	"10"	"753"	"0"
"194"	"173"	"291"	"15"	"244"	"110"	"6"	"5"	"18"	"11"	"27"	"14"	"741"	"0"	"29"	"770"	"0"
"195"	"174"	"268"	"12"	"373"	"30"	"3"	"2"	"9"	"5"	"8"	"7"	"717"	"0"	"28"	"745"	"0"
"196"	"175"	"82"	"6"	"311"	"41"	"3"	"4"	"2"	"7"	"4"	"1"	"461"	"0"	"3"	"464"	"0"
"197"	"176"	"186"	"8"	"181"	"36"	"4"	"0"	"4"	"4"	"11"	"3"	"437"	"0"	"7"	"444"	"0"
"198"	"177"	"89"	"2"	"50"	"166"	"4"	"4"	"8"	"11"	"22"	"4"	"360"	"0"	"12"	"372"	"0"
"199"	"178"	"46"	"9"	"397"	"110"	"4"	"4"	"9"	"5"	"25"	"13"	"622"	"0"	"22"	"644"	"0"
"200"	"179"	"115"	"12"	"130"	"121"	"2"	"7"	"5"	"15"	"20"	"7"	"434"	"0"	"14"	"448"	"0"
"201"	"180"	"272"	"6"	"111"	"49"	"4"	"4"	"8"	"5"	"8"	"0"	"467"	"0"	"4"	"471"	"0"
"202"	"181"	"239"	"5"	"352"	"36"	"5"	"7"	"12"	"3"	"7"	"8"	"674"	"0"	"19"	"693"	"0"
