"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"
"18"	"6"	"132"	"45"	"7"	"125"	"4"	"1"	"3"	"0"	"3"	"1"	"1"	"1"	"0"	"5"	"3"	"17"	"17"	"11"	"6"	"382"	"0"	"6"	"388"	"0"
"19"	"7"	"39"	"258"	"8"	"406"	"6"	"0"	"3"	"0"	"3"	"5"	"0"	"0"	"5"	"0"	"2"	"6"	"4"	"1"	"0"	"746"	"0"	"1"	"747"	"0"
"20"	"8"	"135"	"100"	"3"	"222"	"6"	"2"	"3"	"3"	"8"	"3"	"5"	"1"	"6"	"2"	"4"	"7"	"6"	"4"	"4"	"524"	"0"	"8"	"532"	"0"
"21"	"9"	"31"	"167"	"8"	"228"	"5"	"6"	"2"	"7"	"6"	"6"	"1"	"4"	"7"	"5"	"6"	"6"	"0"	"3"	"0"	"498"	"0"	"3"	"501"	"0"
"22"	"9A"	"79"	"193"	"11"	"185"	"4"	"3"	"0"	"5"	"5"	"5"	"6"	"3"	"7"	"5"	"7"	"9"	"2"	"3"	"1"	"533"	"0"	"1"	"534"	"0"
"23"	"10"	"65"	"71"	"3"	"388"	"7"	"7"	"1"	"4"	"4"	"5"	"0"	"1"	"7"	"5"	"4"	"3"	"6"	"2"	"0"	"583"	"0"	"1"	"584"	"0"
"24"	"11"	"95"	"46"	"2"	"331"	"10"	"3"	"1"	"0"	"4"	"2"	"2"	"2"	"5"	"1"	"1"	"6"	"9"	"9"	"3"	"532"	"0"	"3"	"535"	"0"
"25"	"12"	"71"	"250"	"2"	"300"	"7"	"8"	"1"	"1"	"5"	"7"	"1"	"6"	"8"	"5"	"5"	"4"	"14"	"11"	"4"	"710"	"0"	"5"	"715"	"0"
"26"	"13"	"114"	"57"	"11"	"336"	"8"	"3"	"3"	"0"	"9"	"6"	"0"	"1"	"4"	"6"	"0"	"5"	"10"	"10"	"3"	"586"	"0"	"2"	"588"	"0"
"27"	"14"	"91"	"99"	"4"	"244"	"4"	"2"	"1"	"1"	"1"	"1"	"0"	"1"	"6"	"3"	"3"	"3"	"13"	"6"	"2"	"485"	"0"	"2"	"487"	"0"
"28"	"15"	"89"	"76"	"2"	"175"	"2"	"1"	"2"	"1"	"3"	"1"	"1"	"1"	"2"	"0"	"0"	"1"	"1"	"2"	"0"	"360"	"0"	"1"	"361"	"0"
"29"	"16"	"185"	"298"	"10"	"227"	"10"	"5"	"10"	"8"	"18"	"10"	"4"	"9"	"7"	"13"	"8"	"10"	"10"	"5"	"1"	"848"	"0"	"2"	"850"	"0"
"30"	"17"	"112"	"35"	"5"	"255"	"3"	"5"	"0"	"1"	"1"	"2"	"1"	"2"	"4"	"2"	"2"	"8"	"6"	"0"	"1"	"445"	"0"	"2"	"447"	"0"
"31"	"18"	"178"	"104"	"5"	"134"	"3"	"15"	"2"	"1"	"1"	"4"	"0"	"2"	"0"	"4"	"1"	"15"	"6"	"3"	"0"	"478"	"0"	"4"	"482"	"0"
"32"	"19"	"50"	"376"	"9"	"32"	"3"	"3"	"3"	"1"	"3"	"8"	"8"	"6"	"10"	"2"	"20"	"16"	"1"	"12"	"0"	"563"	"0"	"0"	"563"	"0"
"33"	"19A"	"77"	"370"	"8"	"195"	"5"	"3"	"5"	"5"	"7"	"5"	"1"	"2"	"2"	"4"	"9"	"1"	"7"	"6"	"4"	"716"	"0"	"4"	"720"	"0"
"34"	"20"	"53"	"321"	"4"	"39"	"1"	"7"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"3"	"2"	"435"	"0"	"1"	"436"	"0"
"35"	"21"	"146"	"379"	"18"	"305"	"12"	"11"	"5"	"4"	"10"	"7"	"2"	"2"	"5"	"7"	"5"	"6"	"7"	"1"	"2"	"934"	"0"	"1"	"935"	"0"
"36"	"22"	"166"	"246"	"17"	"266"	"12"	"7"	"7"	"6"	"5"	"15"	"6"	"4"	"7"	"9"	"7"	"16"	"21"	"12"	"5"	"834"	"0"	"4"	"838"	"0"
"37"	"23"	"114"	"18"	"5"	"297"	"9"	"2"	"2"	"0"	"5"	"1"	"1"	"1"	"2"	"2"	"0"	"2"	"8"	"2"	"2"	"473"	"0"	"5"	"478"	"0"
"38"	"23A"	"99"	"122"	"7"	"330"	"6"	"6"	"2"	"0"	"3"	"2"	"1"	"1"	"4"	"1"	"3"	"1"	"3"	"3"	"2"	"596"	"0"	"0"	"596"	"0"
"39"	"24"	"140"	"32"	"6"	"418"	"8"	"2"	"3"	"1"	"1"	"1"	"1"	"2"	"3"	"1"	"0"	"6"	"12"	"7"	"0"	"644"	"0"	"3"	"647"	"0"
"40"	"25"	"119"	"75"	"10"	"196"	"1"	"7"	"5"	"1"	"3"	"1"	"1"	"3"	"6"	"2"	"3"	"13"	"3"	"3"	"2"	"454"	"0"	"4"	"458"	"0"
"41"	"26"	"140"	"94"	"11"	"347"	"5"	"2"	"1"	"0"	"3"	"7"	"3"	"4"	"0"	"2"	"2"	"2"	"7"	"4"	"2"	"636"	"0"	"2"	"638"	"0"
"42"	"27"	"155"	"76"	"11"	"435"	"9"	"10"	"7"	"4"	"13"	"6"	"4"	"4"	"7"	"5"	"1"	"11"	"6"	"8"	"4"	"776"	"0"	"5"	"781"	"0"
"43"	"28"	"190"	"259"	"19"	"155"	"9"	"5"	"8"	"3"	"7"	"6"	"3"	"9"	"5"	"18"	"12"	"14"	"53"	"19"	"9"	"803"	"0"	"20"	"823"	"0"
"44"	"29"	"194"	"163"	"10"	"196"	"5"	"5"	"1"	"1"	"7"	"2"	"1"	"2"	"5"	"2"	"1"	"9"	"9"	"6"	"1"	"620"	"0"	"5"	"625"	"0"
"45"	"30"	"114"	"151"	"7"	"94"	"6"	"4"	"0"	"2"	"1"	"4"	"4"	"2"	"2"	"1"	"7"	"7"	"12"	"6"	"0"	"424"	"0"	"3"	"427"	"0"
"46"	"31"	"71"	"397"	"6"	"191"	"4"	"1"	"2"	"1"	"2"	"1"	"0"	"0"	"2"	"0"	"1"	"4"	"2"	"1"	"1"	"687"	"0"	"0"	"687"	"0"
"47"	"32"	"18"	"219"	"10"	"267"	"7"	"2"	"4"	"4"	"7"	"5"	"2"	"3"	"13"	"5"	"6"	"7"	"7"	"8"	"2"	"596"	"0"	"6"	"602"	"0"
"48"	"33"	"176"	"103"	"9"	"427"	"5"	"6"	"1"	"0"	"5"	"2"	"4"	"2"	"2"	"4"	"0"	"2"	"6"	"5"	"5"	"764"	"0"	"3"	"767"	"0"
"49"	"34"	"30"	"126"	"3"	"250"	"4"	"2"	"0"	"0"	"8"	"1"	"3"	"0"	"5"	"3"	"3"	"10"	"2"	"3"	"3"	"456"	"0"	"3"	"459"	"0"
"50"	"35"	"102"	"9"	"3"	"368"	"6"	"4"	"2"	"1"	"3"	"1"	"1"	"1"	"5"	"3"	"6"	"6"	"25"	"7"	"41"	"594"	"0"	"34"	"628"	"0"
"51"	"36"	"121"	"153"	"4"	"476"	"10"	"11"	"4"	"1"	"7"	"3"	"7"	"1"	"6"	"9"	"4"	"4"	"7"	"6"	"5"	"839"	"0"	"6"	"845"	"0"
"52"	"37"	"273"	"37"	"3"	"176"	"3"	"6"	"2"	"0"	"5"	"1"	"1"	"1"	"3"	"6"	"3"	"17"	"8"	"1"	"2"	"548"	"0"	"7"	"555"	"0"
"53"	"38"	"358"	"155"	"10"	"96"	"7"	"8"	"6"	"3"	"6"	"10"	"5"	"4"	"10"	"15"	"12"	"41"	"14"	"9"	"2"	"771"	"0"	"0"	"771"	"0"
"54"	"39"	"199"	"366"	"9"	"173"	"5"	"10"	"3"	"2"	"3"	"9"	"5"	"3"	"6"	"3"	"2"	"9"	"29"	"14"	"10"	"860"	"0"	"7"	"867"	"0"
"55"	"40"	"80"	"380"	"14"	"153"	"7"	"4"	"4"	"1"	"2"	"3"	"1"	"3"	"5"	"3"	"3"	"6"	"6"	"12"	"5"	"692"	"0"	"3"	"695"	"0"
"56"	"41"	"71"	"683"	"15"	"90"	"4"	"3"	"5"	"1"	"3"	"3"	"0"	"1"	"3"	"4"	"8"	"6"	"7"	"2"	"4"	"913"	"0"	"3"	"916"	"0"
"57"	"42"	"23"	"52"	"4"	"339"	"5"	"4"	"1"	"2"	"6"	"4"	"5"	"3"	"8"	"4"	"2"	"12"	"2"	"0"	"0"	"476"	"0"	"2"	"478"	"0"
"58"	"43"	"249"	"457"	"16"	"83"	"11"	"22"	"8"	"5"	"9"	"11"	"6"	"5"	"2"	"6"	"5"	"15"	"5"	"6"	"4"	"925"	"0"	"6"	"931"	"0"
"59"	"44"	"185"	"104"	"7"	"75"	"1"	"7"	"1"	"1"	"4"	"9"	"5"	"3"	"4"	"3"	"8"	"22"	"29"	"11"	"7"	"486"	"0"	"18"	"504"	"0"
"60"	"44A"	"106"	"189"	"11"	"103"	"3"	"9"	"5"	"3"	"5"	"4"	"4"	"1"	"4"	"6"	"11"	"14"	"8"	"2"	"1"	"489"	"0"	"3"	"492"	"0"
"61"	"45"	"82"	"45"	"8"	"540"	"14"	"8"	"3"	"3"	"9"	"4"	"1"	"3"	"13"	"11"	"4"	"26"	"7"	"6"	"2"	"789"	"0"	"8"	"797"	"0"
"62"	"46"	"302"	"305"	"7"	"107"	"8"	"5"	"2"	"4"	"5"	"3"	"1"	"6"	"6"	"5"	"2"	"10"	"10"	"1"	"2"	"791"	"0"	"1"	"792"	"0"
"63"	"47"	"99"	"384"	"10"	"203"	"13"	"7"	"5"	"1"	"4"	"5"	"6"	"5"	"14"	"11"	"7"	"10"	"17"	"9"	"4"	"814"	"0"	"12"	"826"	"0"
"64"	"48"	"185"	"240"	"10"	"93"	"6"	"4"	"4"	"3"	"2"	"4"	"3"	"3"	"5"	"3"	"2"	"1"	"10"	"10"	"3"	"591"	"0"	"0"	"591"	"0"
"65"	"49"	"107"	"359"	"10"	"68"	"5"	"3"	"0"	"1"	"0"	"3"	"2"	"4"	"1"	"2"	"6"	"2"	"6"	"2"	"2"	"583"	"0"	"6"	"589"	"0"
"66"	"50"	"240"	"286"	"7"	"64"	"7"	"5"	"3"	"0"	"1"	"2"	"3"	"0"	"0"	"5"	"1"	"1"	"11"	"3"	"2"	"641"	"0"	"1"	"642"	"0"
"67"	"51"	"161"	"233"	"2"	"68"	"1"	"1"	"3"	"2"	"2"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"5"	"4"	"2"	"488"	"0"	"0"	"488"	"0"
"68"	"52"	"118"	"120"	"9"	"524"	"11"	"10"	"0"	"4"	"3"	"2"	"3"	"3"	"7"	"7"	"5"	"7"	"25"	"15"	"5"	"878"	"0"	"19"	"897"	"0"
"69"	"53"	"19"	"103"	"4"	"323"	"3"	"0"	"0"	"2"	"0"	"1"	"2"	"0"	"0"	"3"	"2"	"2"	"1"	"1"	"0"	"466"	"0"	"1"	"467"	"0"
"70"	"54"	"157"	"114"	"3"	"357"	"8"	"4"	"2"	"3"	"4"	"1"	"1"	"6"	"4"	"3"	"1"	"8"	"5"	"0"	"2"	"683"	"0"	"2"	"685"	"0"
"71"	"55"	"66"	"133"	"9"	"496"	"12"	"9"	"4"	"6"	"13"	"8"	"6"	"1"	"15"	"5"	"7"	"2"	"24"	"9"	"11"	"836"	"0"	"10"	"846"	"0"
"72"	"56"	"231"	"13"	"4"	"276"	"7"	"5"	"3"	"2"	"3"	"1"	"2"	"0"	"1"	"3"	"1"	"5"	"21"	"9"	"3"	"590"	"0"	"1"	"591"	"0"
"73"	"57"	"227"	"25"	"4"	"321"	"5"	"6"	"3"	"1"	"2"	"2"	"4"	"2"	"7"	"3"	"3"	"14"	"3"	"0"	"0"	"632"	"0"	"1"	"633"	"0"
"74"	"58"	"43"	"117"	"4"	"254"	"5"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"20"	"8"	"10"	"469"	"0"	"3"	"472"	"0"
"75"	"59"	"69"	"62"	"1"	"392"	"4"	"2"	"1"	"1"	"1"	"0"	"1"	"2"	"8"	"1"	"1"	"1"	"17"	"7"	"3"	"574"	"0"	"15"	"589"	"0"
"76"	"60"	"133"	"15"	"8"	"275"	"3"	"2"	"1"	"0"	"5"	"1"	"2"	"2"	"6"	"1"	"3"	"15"	"8"	"3"	"1"	"484"	"0"	"1"	"485"	"0"
"77"	"61"	"100"	"93"	"9"	"281"	"4"	"7"	"5"	"2"	"10"	"3"	"4"	"4"	"10"	"7"	"8"	"21"	"13"	"6"	"4"	"591"	"0"	"15"	"606"	"0"
"78"	"62"	"71"	"52"	"8"	"305"	"13"	"7"	"3"	"0"	"3"	"3"	"2"	"1"	"9"	"5"	"5"	"4"	"2"	"1"	"0"	"494"	"0"	"4"	"498"	"0"
"79"	"63"	"29"	"88"	"7"	"240"	"6"	"5"	"1"	"1"	"8"	"1"	"0"	"3"	"6"	"3"	"2"	"9"	"5"	"1"	"2"	"417"	"0"	"4"	"421"	"0"
"80"	"64"	"33"	"419"	"5"	"53"	"10"	"2"	"3"	"3"	"1"	"3"	"2"	"2"	"3"	"5"	"6"	"7"	"6"	"1"	"2"	"566"	"0"	"2"	"568"	"0"
"81"	"65"	"180"	"53"	"7"	"244"	"6"	"6"	"6"	"1"	"5"	"5"	"1"	"3"	"9"	"5"	"3"	"18"	"5"	"5"	"3"	"565"	"0"	"5"	"570"	"0"
"82"	"66"	"234"	"28"	"4"	"181"	"5"	"10"	"7"	"2"	"4"	"2"	"0"	"2"	"2"	"1"	"0"	"5"	"13"	"3"	"2"	"505"	"0"	"2"	"507"	"0"
"83"	"67"	"76"	"487"	"19"	"27"	"3"	"2"	"2"	"5"	"0"	"10"	"5"	"3"	"4"	"9"	"16"	"25"	"2"	"3"	"2"	"700"	"0"	"1"	"701"	"0"
"84"	"68"	"132"	"327"	"4"	"100"	"5"	"4"	"3"	"0"	"4"	"2"	"1"	"0"	"1"	"3"	"4"	"13"	"10"	"4"	"0"	"617"	"0"	"7"	"624"	"0"
"85"	"69"	"216"	"190"	"4"	"330"	"9"	"3"	"6"	"2"	"3"	"3"	"1"	"1"	"4"	"4"	"4"	"4"	"8"	"0"	"2"	"794"	"0"	"3"	"797"	"0"
"86"	"70"	"53"	"172"	"9"	"129"	"3"	"6"	"4"	"0"	"4"	"7"	"3"	"7"	"2"	"4"	"8"	"13"	"2"	"4"	"1"	"431"	"0"	"0"	"431"	"0"
"87"	"71"	"20"	"66"	"3"	"234"	"3"	"1"	"3"	"1"	"3"	"4"	"5"	"2"	"6"	"4"	"1"	"12"	"1"	"2"	"0"	"371"	"0"	"1"	"372"	"0"
"88"	"72"	"36"	"122"	"2"	"171"	"1"	"9"	"3"	"2"	"6"	"5"	"0"	"0"	"3"	"5"	"5"	"16"	"1"	"0"	"1"	"388"	"0"	"0"	"388"	"0"
"89"	"73"	"135"	"73"	"3"	"238"	"3"	"12"	"1"	"0"	"5"	"1"	"1"	"0"	"1"	"4"	"4"	"2"	"5"	"4"	"3"	"495"	"0"	"1"	"496"	"0"
"90"	"74"	"167"	"344"	"12"	"194"	"7"	"8"	"10"	"4"	"2"	"6"	"6"	"2"	"8"	"10"	"10"	"11"	"27"	"16"	"6"	"850"	"0"	"2"	"852"	"0"
"91"	"75"	"51"	"129"	"5"	"299"	"6"	"6"	"1"	"2"	"9"	"4"	"2"	"6"	"8"	"6"	"4"	"16"	"0"	"3"	"1"	"558"	"0"	"3"	"561"	"0"
"92"	"76"	"41"	"187"	"4"	"215"	"8"	"2"	"1"	"3"	"5"	"9"	"4"	"1"	"2"	"13"	"11"	"20"	"8"	"4"	"4"	"542"	"0"	"9"	"551"	"0"
"93"	"77"	"43"	"116"	"1"	"59"	"2"	"4"	"2"	"4"	"1"	"0"	"0"	"2"	"2"	"3"	"2"	"1"	"16"	"7"	"1"	"266"	"0"	"0"	"266"	"0"
"94"	"78"	"31"	"81"	"6"	"132"	"2"	"2"	"0"	"0"	"1"	"4"	"0"	"0"	"3"	"2"	"3"	"8"	"2"	"1"	"0"	"278"	"0"	"0"	"278"	"0"
"95"	"79"	"70"	"322"	"15"	"395"	"12"	"9"	"2"	"2"	"6"	"12"	"6"	"10"	"8"	"14"	"9"	"12"	"2"	"1"	"2"	"909"	"0"	"15"	"924"	"0"
"96"	"80"	"131"	"190"	"14"	"303"	"5"	"14"	"4"	"3"	"10"	"6"	"4"	"4"	"7"	"7"	"2"	"10"	"12"	"3"	"0"	"729"	"0"	"4"	"733"	"0"
"97"	"81"	"68"	"138"	"14"	"167"	"11"	"8"	"5"	"4"	"2"	"3"	"1"	"2"	"3"	"5"	"2"	"6"	"6"	"0"	"1"	"446"	"0"	"5"	"451"	"0"
"98"	"82"	"148"	"81"	"11"	"163"	"9"	"15"	"6"	"4"	"6"	"2"	"4"	"2"	"4"	"3"	"2"	"4"	"7"	"2"	"2"	"475"	"0"	"4"	"479"	"0"
"99"	"83"	"110"	"221"	"3"	"50"	"0"	"4"	"1"	"0"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"6"	"5"	"5"	"1"	"417"	"0"	"4"	"421"	"0"
"100"	"83A"	"184"	"96"	"10"	"98"	"3"	"9"	"4"	"4"	"3"	"4"	"0"	"5"	"0"	"3"	"1"	"1"	"15"	"7"	"2"	"449"	"0"	"0"	"449"	"0"
"101"	"84"	"47"	"240"	"12"	"89"	"3"	"2"	"2"	"0"	"2"	"1"	"0"	"0"	"1"	"3"	"2"	"5"	"7"	"9"	"4"	"429"	"0"	"5"	"434"	"0"
"102"	"85"	"66"	"391"	"15"	"104"	"8"	"6"	"3"	"0"	"1"	"8"	"0"	"1"	"2"	"2"	"1"	"3"	"6"	"2"	"1"	"620"	"0"	"1"	"621"	"0"
"103"	"86"	"251"	"78"	"9"	"254"	"4"	"14"	"3"	"6"	"3"	"4"	"2"	"1"	"5"	"3"	"1"	"5"	"22"	"10"	"3"	"678"	"0"	"4"	"682"	"0"
"104"	"87"	"174"	"59"	"11"	"157"	"2"	"6"	"2"	"2"	"4"	"3"	"4"	"3"	"2"	"3"	"4"	"1"	"11"	"11"	"2"	"461"	"0"	"4"	"465"	"0"
"105"	"87A"	"178"	"7"	"5"	"255"	"3"	"4"	"6"	"2"	"3"	"1"	"0"	"0"	"2"	"0"	"1"	"1"	"12"	"5"	"0"	"485"	"0"	"2"	"487"	"0"
"106"	"88"	"16"	"58"	"9"	"294"	"3"	"3"	"1"	"0"	"5"	"1"	"2"	"3"	"1"	"4"	"0"	"9"	"2"	"2"	"1"	"414"	"0"	"3"	"417"	"0"
"107"	"89"	"60"	"59"	"8"	"294"	"7"	"4"	"1"	"0"	"2"	"5"	"0"	"2"	"2"	"1"	"0"	"1"	"7"	"2"	"1"	"456"	"0"	"1"	"457"	"0"
"108"	"90"	"93"	"99"	"10"	"467"	"10"	"5"	"3"	"4"	"4"	"3"	"2"	"4"	"5"	"15"	"8"	"3"	"3"	"2"	"0"	"740"	"0"	"1"	"741"	"0"
"109"	"91"	"88"	"219"	"8"	"274"	"10"	"4"	"7"	"5"	"9"	"4"	"4"	"3"	"7"	"3"	"5"	"6"	"7"	"4"	"2"	"669"	"0"	"6"	"675"	"0"
"110"	"92"	"73"	"86"	"10"	"224"	"9"	"5"	"1"	"2"	"2"	"1"	"2"	"3"	"11"	"2"	"4"	"17"	"6"	"7"	"2"	"467"	"0"	"2"	"469"	"0"
"111"	"93"	"115"	"404"	"13"	"222"	"6"	"0"	"5"	"1"	"4"	"10"	"5"	"7"	"8"	"7"	"13"	"2"	"17"	"5"	"6"	"850"	"0"	"7"	"857"	"0"
"112"	"94"	"140"	"160"	"8"	"373"	"20"	"6"	"8"	"3"	"14"	"5"	"8"	"3"	"12"	"15"	"5"	"12"	"4"	"7"	"5"	"808"	"0"	"6"	"814"	"0"
"113"	"95"	"33"	"33"	"2"	"196"	"4"	"3"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"278"	"0"	"1"	"279"	"0"
"114"	"96"	"42"	"15"	"4"	"209"	"6"	"2"	"2"	"1"	"1"	"0"	"0"	"2"	"3"	"0"	"0"	"1"	"5"	"0"	"2"	"295"	"0"	"0"	"295"	"0"
"115"	"97"	"80"	"177"	"17"	"363"	"6"	"7"	"12"	"6"	"6"	"11"	"5"	"5"	"9"	"7"	"15"	"38"	"8"	"5"	"0"	"777"	"0"	"4"	"781"	"0"
"116"	"98"	"78"	"19"	"16"	"244"	"5"	"3"	"1"	"2"	"4"	"1"	"2"	"3"	"5"	"2"	"3"	"9"	"30"	"15"	"7"	"449"	"0"	"11"	"460"	"0"
"117"	"99"	"81"	"19"	"7"	"244"	"2"	"4"	"1"	"1"	"0"	"1"	"3"	"4"	"2"	"1"	"6"	"7"	"6"	"0"	"0"	"389"	"0"	"2"	"391"	"0"
"118"	"100"	"54"	"401"	"18"	"516"	"13"	"1"	"1"	"1"	"5"	"7"	"1"	"1"	"6"	"7"	"5"	"2"	"13"	"4"	"2"	"1058"	"0"	"2"	"1060"	"0"
"119"	"101"	"76"	"110"	"10"	"676"	"16"	"11"	"4"	"3"	"10"	"6"	"14"	"4"	"18"	"9"	"3"	"11"	"43"	"17"	"11"	"1052"	"0"	"13"	"1065"	"0"
"120"	"102"	"47"	"213"	"11"	"322"	"13"	"3"	"4"	"0"	"5"	"0"	"5"	"2"	"8"	"4"	"8"	"4"	"10"	"3"	"1"	"663"	"0"	"4"	"667"	"0"
"121"	"103"	"35"	"47"	"9"	"313"	"5"	"1"	"3"	"1"	"1"	"1"	"5"	"4"	"8"	"3"	"4"	"9"	"4"	"4"	"3"	"460"	"0"	"26"	"486"	"0"
"122"	"104"	"21"	"191"	"8"	"283"	"5"	"1"	"3"	"4"	"6"	"3"	"2"	"1"	"8"	"3"	"0"	"3"	"1"	"5"	"0"	"548"	"0"	"1"	"549"	"0"
"123"	"105"	"29"	"254"	"8"	"87"	"3"	"3"	"1"	"3"	"6"	"4"	"3"	"3"	"5"	"14"	"15"	"14"	"4"	"13"	"4"	"473"	"0"	"9"	"482"	"0"
"124"	"106"	"23"	"599"	"11"	"150"	"5"	"5"	"4"	"1"	"4"	"8"	"0"	"1"	"4"	"3"	"4"	"2"	"2"	"1"	"0"	"827"	"0"	"1"	"828"	"0"
"125"	"107"	"33"	"356"	"3"	"38"	"1"	"2"	"3"	"0"	"1"	"0"	"0"	"1"	"2"	"5"	"1"	"0"	"5"	"3"	"0"	"454"	"0"	"1"	"455"	"0"
"126"	"108"	"36"	"154"	"7"	"279"	"6"	"4"	"1"	"3"	"0"	"2"	"1"	"1"	"3"	"4"	"1"	"2"	"0"	"0"	"0"	"504"	"0"	"2"	"506"	"0"
"127"	"108A"	"23"	"198"	"7"	"157"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"3"	"1"	"1"	"0"	"1"	"408"	"0"	"1"	"409"	"0"
"128"	"109"	"41"	"457"	"13"	"72"	"5"	"0"	"1"	"2"	"3"	"3"	"3"	"1"	"8"	"9"	"11"	"10"	"22"	"20"	"10"	"691"	"0"	"14"	"705"	"0"
"129"	"110"	"65"	"343"	"14"	"241"	"4"	"0"	"1"	"3"	"6"	"7"	"6"	"5"	"17"	"7"	"6"	"12"	"9"	"11"	"3"	"760"	"0"	"10"	"770"	"0"
"130"	"111"	"91"	"484"	"9"	"290"	"6"	"8"	"3"	"5"	"11"	"12"	"2"	"4"	"1"	"6"	"5"	"7"	"8"	"3"	"1"	"956"	"0"	"1"	"957"	"0"
"131"	"112"	"48"	"478"	"20"	"292"	"6"	"5"	"4"	"6"	"12"	"13"	"6"	"6"	"15"	"15"	"14"	"37"	"3"	"9"	"2"	"991"	"0"	"2"	"993"	"0"
"132"	"113"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"8"	"0"	"0"	"8"	"0"
