"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"
"19"	"6"	"85"	"115"	"6"	"227"	"100"	"9"	"9"	"9"	"2"	"2"	"4"	"172"	"8"	"1"	"2"	"9"	"8"	"1"	"2"	"771"	"0"	"1"	"772"	"0"
"20"	"7"	"42"	"65"	"6"	"86"	"26"	"5"	"4"	"8"	"2"	"2"	"2"	"24"	"30"	"4"	"1"	"1"	"0"	"1"	"0"	"309"	"0"	"0"	"309"	"0"
"21"	"8"	"46"	"331"	"2"	"74"	"16"	"2"	"6"	"6"	"5"	"0"	"5"	"140"	"5"	"7"	"6"	"4"	"7"	"0"	"0"	"662"	"0"	"1"	"663"	"0"
"22"	"9"	"162"	"100"	"17"	"381"	"45"	"9"	"9"	"11"	"1"	"2"	"4"	"121"	"4"	"9"	"0"	"2"	"6"	"2"	"3"	"888"	"0"	"3"	"891"	"0"
"23"	"10"	"76"	"146"	"8"	"32"	"17"	"3"	"0"	"3"	"1"	"2"	"3"	"5"	"2"	"3"	"3"	"4"	"6"	"0"	"3"	"317"	"0"	"0"	"317"	"0"
"24"	"11"	"62"	"109"	"6"	"141"	"429"	"10"	"13"	"16"	"3"	"11"	"9"	"40"	"13"	"12"	"6"	"17"	"0"	"0"	"0"	"897"	"0"	"2"	"899"	"0"
"25"	"12"	"58"	"497"	"16"	"108"	"94"	"7"	"2"	"6"	"4"	"6"	"8"	"7"	"8"	"12"	"18"	"22"	"33"	"20"	"10"	"936"	"0"	"16"	"952"	"0"
"26"	"13"	"33"	"113"	"2"	"148"	"121"	"2"	"9"	"7"	"1"	"2"	"2"	"129"	"2"	"6"	"3"	"5"	"5"	"0"	"1"	"591"	"0"	"4"	"595"	"0"
"27"	"13A"	"23"	"37"	"0"	"169"	"60"	"6"	"1"	"3"	"1"	"0"	"1"	"44"	"2"	"3"	"0"	"0"	"1"	"1"	"1"	"353"	"0"	"1"	"354"	"0"
"28"	"14"	"68"	"29"	"4"	"118"	"123"	"6"	"11"	"7"	"1"	"2"	"2"	"26"	"3"	"2"	"1"	"2"	"0"	"0"	"0"	"405"	"0"	"0"	"405"	"0"
"29"	"15"	"114"	"93"	"9"	"179"	"151"	"11"	"10"	"8"	"3"	"2"	"1"	"19"	"18"	"6"	"8"	"15"	"14"	"2"	"4"	"667"	"0"	"4"	"671"	"0"
"30"	"16"	"28"	"10"	"2"	"289"	"14"	"1"	"3"	"2"	"0"	"0"	"0"	"13"	"3"	"2"	"1"	"2"	"1"	"0"	"3"	"374"	"0"	"4"	"378"	"0"
"31"	"17"	"66"	"202"	"10"	"301"	"142"	"7"	"11"	"11"	"1"	"2"	"4"	"26"	"2"	"5"	"4"	"11"	"7"	"1"	"0"	"813"	"0"	"2"	"815"	"0"
"32"	"18"	"63"	"303"	"7"	"278"	"28"	"7"	"6"	"17"	"3"	"1"	"3"	"11"	"4"	"7"	"6"	"6"	"1"	"0"	"1"	"752"	"0"	"2"	"754"	"0"
"33"	"19"	"33"	"204"	"9"	"80"	"241"	"6"	"4"	"2"	"1"	"4"	"5"	"21"	"3"	"4"	"1"	"4"	"15"	"5"	"4"	"646"	"0"	"4"	"650"	"0"
"34"	"20"	"307"	"212"	"9"	"102"	"75"	"7"	"7"	"2"	"5"	"3"	"4"	"5"	"6"	"7"	"8"	"20"	"16"	"7"	"5"	"807"	"0"	"6"	"813"	"0"
"35"	"21"	"62"	"530"	"22"	"100"	"228"	"8"	"4"	"2"	"2"	"0"	"1"	"4"	"4"	"3"	"2"	"3"	"5"	"5"	"2"	"987"	"0"	"0"	"987"	"0"
"36"	"22"	"43"	"442"	"14"	"33"	"135"	"6"	"5"	"1"	"1"	"0"	"0"	"2"	"2"	"3"	"4"	"4"	"3"	"4"	"1"	"703"	"0"	"2"	"705"	"0"
"37"	"23"	"135"	"161"	"8"	"158"	"28"	"9"	"8"	"5"	"3"	"1"	"3"	"2"	"5"	"5"	"2"	"8"	"16"	"4"	"5"	"566"	"0"	"4"	"570"	"0"
"38"	"24"	"98"	"571"	"10"	"210"	"32"	"3"	"6"	"14"	"0"	"3"	"1"	"3"	"20"	"14"	"10"	"13"	"13"	"10"	"9"	"1040"	"0"	"2"	"1042"	"0"
"39"	"25"	"138"	"38"	"2"	"236"	"42"	"3"	"3"	"7"	"0"	"1"	"0"	"1"	"4"	"1"	"2"	"2"	"3"	"4"	"3"	"490"	"0"	"4"	"494"	"0"
"40"	"26"	"144"	"93"	"10"	"459"	"56"	"8"	"5"	"19"	"6"	"3"	"3"	"4"	"8"	"7"	"3"	"8"	"4"	"1"	"0"	"841"	"0"	"0"	"841"	"0"
"41"	"27"	"230"	"208"	"18"	"402"	"50"	"7"	"14"	"18"	"0"	"3"	"1"	"1"	"11"	"4"	"8"	"12"	"9"	"1"	"1"	"998"	"0"	"5"	"1003"	"0"
"42"	"28"	"26"	"307"	"14"	"130"	"24"	"2"	"4"	"5"	"3"	"1"	"7"	"5"	"4"	"4"	"5"	"5"	"5"	"5"	"0"	"556"	"0"	"3"	"559"	"0"
"43"	"29"	"144"	"213"	"14"	"185"	"38"	"2"	"9"	"13"	"2"	"1"	"3"	"4"	"5"	"6"	"5"	"5"	"3"	"2"	"2"	"656"	"0"	"2"	"658"	"0"
"44"	"30"	"86"	"374"	"8"	"71"	"34"	"4"	"6"	"3"	"1"	"1"	"3"	"1"	"3"	"11"	"3"	"5"	"1"	"1"	"1"	"617"	"0"	"1"	"618"	"0"
"45"	"31"	"26"	"438"	"14"	"79"	"52"	"2"	"2"	"6"	"2"	"2"	"1"	"2"	"0"	"2"	"1"	"7"	"2"	"1"	"1"	"640"	"0"	"3"	"643"	"0"
"46"	"32"	"11"	"499"	"2"	"47"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"2"	"572"	"0"	"0"	"572"	"0"
"47"	"33"	"13"	"193"	"3"	"40"	"8"	"3"	"0"	"0"	"0"	"0"	"2"	"1"	"2"	"4"	"6"	"4"	"0"	"1"	"0"	"280"	"0"	"2"	"282"	"0"
"48"	"34"	"40"	"150"	"6"	"230"	"40"	"6"	"3"	"15"	"0"	"0"	"2"	"3"	"7"	"2"	"2"	"3"	"5"	"2"	"0"	"516"	"0"	"2"	"518"	"0"
"49"	"35"	"70"	"223"	"14"	"359"	"128"	"5"	"6"	"7"	"1"	"1"	"5"	"2"	"3"	"6"	"7"	"10"	"11"	"4"	"4"	"866"	"0"	"6"	"872"	"0"
"50"	"36"	"90"	"63"	"7"	"317"	"97"	"6"	"4"	"2"	"1"	"1"	"3"	"1"	"3"	"2"	"1"	"2"	"7"	"0"	"0"	"607"	"0"	"8"	"615"	"0"
"51"	"37"	"105"	"159"	"5"	"214"	"171"	"13"	"9"	"8"	"1"	"2"	"6"	"6"	"12"	"3"	"3"	"8"	"9"	"3"	"3"	"740"	"0"	"5"	"745"	"0"
"52"	"38"	"79"	"344"	"19"	"98"	"157"	"5"	"7"	"4"	"0"	"0"	"2"	"4"	"1"	"5"	"9"	"4"	"6"	"7"	"1"	"752"	"0"	"2"	"754"	"0"
"53"	"39"	"38"	"287"	"5"	"115"	"62"	"2"	"6"	"7"	"0"	"1"	"1"	"5"	"5"	"8"	"10"	"5"	"8"	"2"	"1"	"568"	"0"	"11"	"579"	"0"
"54"	"40"	"46"	"96"	"9"	"178"	"60"	"6"	"5"	"11"	"1"	"1"	"1"	"2"	"3"	"2"	"3"	"9"	"4"	"5"	"5"	"447"	"0"	"7"	"454"	"0"
"55"	"41"	"55"	"400"	"4"	"97"	"19"	"3"	"0"	"3"	"2"	"0"	"5"	"3"	"10"	"5"	"18"	"10"	"3"	"2"	"1"	"640"	"0"	"1"	"641"	"0"
"56"	"42"	"53"	"397"	"11"	"134"	"15"	"2"	"0"	"3"	"5"	"1"	"3"	"4"	"2"	"6"	"8"	"7"	"7"	"4"	"1"	"663"	"0"	"4"	"667"	"0"
"57"	"43"	"137"	"303"	"10"	"321"	"35"	"7"	"8"	"7"	"1"	"0"	"4"	"3"	"5"	"3"	"5"	"5"	"7"	"5"	"1"	"867"	"0"	"5"	"872"	"0"
"58"	"44"	"224"	"254"	"11"	"193"	"136"	"16"	"14"	"17"	"2"	"3"	"3"	"121"	"5"	"8"	"5"	"9"	"5"	"0"	"1"	"1027"	"0"	"2"	"1029"	"0"
"59"	"45"	"42"	"142"	"8"	"127"	"70"	"5"	"4"	"5"	"2"	"0"	"2"	"10"	"5"	"7"	"2"	"7"	"5"	"0"	"1"	"444"	"0"	"5"	"449"	"0"
"60"	"45A"	"97"	"350"	"16"	"207"	"31"	"5"	"5"	"15"	"3"	"1"	"0"	"26"	"7"	"9"	"11"	"14"	"3"	"3"	"2"	"805"	"0"	"1"	"806"	"0"
"61"	"46"	"42"	"191"	"13"	"139"	"10"	"2"	"2"	"10"	"1"	"1"	"2"	"72"	"3"	"2"	"7"	"3"	"2"	"3"	"2"	"507"	"0"	"0"	"507"	"0"
"62"	"47"	"143"	"225"	"21"	"213"	"168"	"15"	"22"	"9"	"1"	"3"	"7"	"23"	"8"	"3"	"4"	"8"	"5"	"0"	"3"	"881"	"0"	"1"	"882"	"0"
"63"	"48"	"34"	"94"	"5"	"216"	"14"	"3"	"1"	"12"	"1"	"3"	"3"	"4"	"2"	"3"	"2"	"7"	"5"	"1"	"3"	"413"	"0"	"6"	"419"	"0"
"64"	"49"	"135"	"392"	"23"	"306"	"33"	"5"	"6"	"16"	"0"	"4"	"3"	"6"	"4"	"5"	"2"	"8"	"6"	"4"	"4"	"962"	"0"	"2"	"964"	"0"
"65"	"50"	"189"	"271"	"13"	"156"	"52"	"9"	"6"	"5"	"5"	"9"	"8"	"17"	"15"	"12"	"15"	"17"	"18"	"3"	"4"	"824"	"0"	"7"	"831"	"0"
"66"	"51"	"187"	"71"	"6"	"177"	"19"	"6"	"7"	"5"	"0"	"1"	"1"	"26"	"3"	"7"	"2"	"9"	"6"	"2"	"2"	"537"	"0"	"3"	"540"	"0"
"67"	"52"	"146"	"147"	"6"	"105"	"23"	"1"	"1"	"4"	"1"	"2"	"2"	"24"	"1"	"5"	"0"	"11"	"9"	"2"	"3"	"493"	"0"	"5"	"498"	"0"
"68"	"53"	"222"	"213"	"11"	"217"	"211"	"19"	"12"	"17"	"1"	"2"	"4"	"41"	"7"	"5"	"6"	"20"	"18"	"9"	"7"	"1042"	"0"	"13"	"1055"	"0"
"69"	"54"	"182"	"175"	"14"	"202"	"143"	"6"	"9"	"11"	"0"	"1"	"1"	"9"	"8"	"2"	"3"	"8"	"3"	"2"	"0"	"779"	"0"	"0"	"779"	"0"
"70"	"55"	"30"	"162"	"3"	"222"	"8"	"0"	"4"	"3"	"1"	"1"	"4"	"5"	"5"	"8"	"3"	"7"	"1"	"0"	"0"	"467"	"0"	"1"	"468"	"0"
"71"	"56"	"64"	"64"	"3"	"446"	"22"	"2"	"2"	"21"	"3"	"3"	"2"	"7"	"21"	"22"	"12"	"31"	"11"	"1"	"5"	"742"	"0"	"19"	"761"	"0"
"72"	"57"	"16"	"64"	"1"	"150"	"6"	"1"	"0"	"4"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"1"	"1"	"0"	"0"	"248"	"0"	"1"	"249"	"0"
"73"	"58"	"85"	"159"	"3"	"224"	"16"	"2"	"3"	"6"	"0"	"2"	"0"	"3"	"3"	"2"	"1"	"5"	"4"	"1"	"1"	"520"	"0"	"4"	"524"	"0"
"74"	"58A"	"74"	"84"	"3"	"150"	"42"	"1"	"3"	"4"	"1"	"1"	"1"	"3"	"5"	"4"	"1"	"3"	"6"	"1"	"4"	"391"	"0"	"4"	"395"	"0"
"75"	"59"	"164"	"446"	"21"	"129"	"146"	"9"	"6"	"13"	"1"	"0"	"3"	"30"	"3"	"6"	"7"	"4"	"5"	"0"	"0"	"993"	"0"	"1"	"994"	"0"
"76"	"60"	"310"	"240"	"24"	"147"	"165"	"9"	"11"	"9"	"2"	"3"	"5"	"18"	"7"	"5"	"8"	"17"	"23"	"13"	"4"	"1020"	"0"	"5"	"1025"	"0"
"77"	"61"	"15"	"226"	"2"	"19"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"1"	"2"	"2"	"4"	"1"	"1"	"0"	"291"	"0"	"0"	"291"	"0"
"78"	"62"	"80"	"71"	"3"	"377"	"16"	"2"	"3"	"6"	"2"	"2"	"0"	"6"	"7"	"3"	"4"	"5"	"3"	"2"	"1"	"593"	"0"	"4"	"597"	"0"
"79"	"63"	"45"	"164"	"10"	"307"	"218"	"3"	"7"	"12"	"3"	"1"	"1"	"64"	"66"	"4"	"3"	"4"	"4"	"0"	"1"	"917"	"0"	"1"	"918"	"0"
"80"	"64"	"62"	"151"	"3"	"238"	"101"	"11"	"8"	"20"	"3"	"3"	"3"	"68"	"13"	"3"	"4"	"3"	"8"	"2"	"1"	"705"	"0"	"2"	"707"	"0"
"81"	"65"	"57"	"538"	"7"	"157"	"15"	"4"	"8"	"16"	"3"	"5"	"5"	"84"	"1"	"6"	"10"	"2"	"4"	"0"	"3"	"925"	"0"	"1"	"926"	"0"
"82"	"66"	"97"	"221"	"6"	"126"	"175"	"3"	"7"	"11"	"1"	"3"	"3"	"8"	"9"	"4"	"11"	"10"	"11"	"4"	"0"	"710"	"0"	"7"	"717"	"0"
"83"	"67"	"237"	"203"	"7"	"209"	"107"	"18"	"17"	"14"	"3"	"5"	"3"	"11"	"10"	"6"	"9"	"12"	"8"	"2"	"3"	"884"	"0"	"4"	"888"	"0"
"84"	"68"	"135"	"178"	"5"	"178"	"39"	"2"	"6"	"6"	"3"	"1"	"2"	"23"	"2"	"3"	"2"	"2"	"3"	"5"	"1"	"596"	"0"	"4"	"600"	"0"
"85"	"69"	"108"	"70"	"1"	"65"	"106"	"3"	"8"	"8"	"2"	"1"	"2"	"1"	"0"	"1"	"2"	"2"	"1"	"0"	"1"	"382"	"0"	"0"	"382"	"0"
"86"	"70"	"419"	"205"	"14"	"150"	"104"	"14"	"8"	"12"	"2"	"2"	"5"	"40"	"4"	"4"	"7"	"27"	"18"	"7"	"4"	"1046"	"0"	"3"	"1049"	"0"
"87"	"71"	"57"	"554"	"5"	"38"	"17"	"3"	"8"	"6"	"2"	"2"	"3"	"9"	"1"	"1"	"1"	"6"	"9"	"2"	"0"	"724"	"0"	"2"	"726"	"0"
"88"	"72"	"54"	"234"	"17"	"52"	"14"	"2"	"2"	"7"	"1"	"1"	"2"	"23"	"2"	"6"	"8"	"8"	"8"	"3"	"1"	"445"	"0"	"2"	"447"	"0"
"89"	"73"	"21"	"408"	"8"	"36"	"16"	"2"	"3"	"2"	"2"	"0"	"0"	"3"	"0"	"4"	"4"	"4"	"4"	"1"	"0"	"518"	"0"	"3"	"521"	"0"
"90"	"74"	"84"	"373"	"20"	"197"	"40"	"10"	"8"	"15"	"3"	"3"	"3"	"25"	"4"	"14"	"8"	"17"	"11"	"6"	"2"	"843"	"0"	"9"	"852"	"0"
"91"	"75"	"59"	"155"	"3"	"222"	"10"	"0"	"2"	"2"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"461"	"0"	"0"	"461"	"0"
"92"	"76"	"39"	"51"	"8"	"394"	"85"	"4"	"1"	"7"	"0"	"2"	"4"	"5"	"3"	"5"	"1"	"1"	"6"	"3"	"6"	"625"	"0"	"8"	"633"	"0"
"93"	"77"	"104"	"221"	"76"	"385"	"35"	"1"	"8"	"7"	"4"	"1"	"3"	"9"	"4"	"4"	"8"	"3"	"5"	"1"	"2"	"881"	"0"	"2"	"883"	"0"
"94"	"78"	"90"	"496"	"21"	"258"	"33"	"3"	"5"	"7"	"2"	"1"	"0"	"13"	"6"	"15"	"15"	"9"	"3"	"5"	"1"	"983"	"0"	"2"	"985"	"0"
"95"	"79"	"134"	"138"	"13"	"537"	"19"	"3"	"4"	"14"	"1"	"1"	"2"	"4"	"10"	"5"	"3"	"6"	"1"	"0"	"1"	"896"	"0"	"2"	"898"	"0"
"96"	"80"	"14"	"29"	"2"	"157"	"61"	"6"	"4"	"3"	"2"	"2"	"0"	"2"	"1"	"0"	"0"	"1"	"4"	"1"	"0"	"289"	"0"	"1"	"290"	"0"
"97"	"81"	"44"	"27"	"6"	"162"	"112"	"6"	"6"	"2"	"1"	"0"	"0"	"3"	"0"	"2"	"0"	"5"	"4"	"0"	"0"	"380"	"0"	"2"	"382"	"0"
"98"	"82"	"163"	"128"	"19"	"295"	"202"	"10"	"6"	"8"	"6"	"4"	"3"	"14"	"4"	"2"	"6"	"5"	"4"	"3"	"1"	"883"	"0"	"2"	"885"	"0"
"99"	"83"	"130"	"135"	"96"	"204"	"86"	"3"	"5"	"11"	"3"	"2"	"2"	"6"	"1"	"4"	"3"	"6"	"3"	"2"	"2"	"704"	"0"	"4"	"708"	"0"
"100"	"84"	"65"	"98"	"10"	"134"	"116"	"6"	"4"	"10"	"4"	"1"	"0"	"5"	"1"	"5"	"3"	"6"	"6"	"5"	"4"	"483"	"0"	"6"	"489"	"0"
"101"	"85"	"61"	"313"	"5"	"218"	"49"	"2"	"3"	"16"	"1"	"1"	"3"	"10"	"2"	"3"	"9"	"6"	"7"	"3"	"15"	"727"	"0"	"1"	"728"	"0"
"102"	"86"	"32"	"73"	"4"	"82"	"128"	"1"	"1"	"2"	"0"	"1"	"2"	"3"	"3"	"3"	"1"	"3"	"2"	"0"	"0"	"341"	"0"	"2"	"343"	"0"
"103"	"87"	"68"	"374"	"13"	"345"	"189"	"6"	"3"	"9"	"3"	"2"	"3"	"2"	"5"	"1"	"2"	"4"	"7"	"5"	"8"	"1049"	"0"	"7"	"1056"	"0"
"104"	"88"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"105"	"89"	"108"	"160"	"14"	"138"	"137"	"8"	"8"	"6"	"3"	"4"	"2"	"9"	"3"	"8"	"5"	"10"	"6"	"4"	"3"	"636"	"0"	"4"	"640"	"0"
"106"	"90"	"61"	"352"	"6"	"80"	"27"	"2"	"6"	"5"	"1"	"1"	"2"	"2"	"4"	"1"	"7"	"6"	"10"	"6"	"5"	"584"	"0"	"6"	"590"	"0"
"107"	"91"	"56"	"228"	"5"	"94"	"42"	"6"	"1"	"8"	"1"	"6"	"2"	"4"	"5"	"5"	"15"	"12"	"4"	"4"	"0"	"498"	"0"	"5"	"503"	"0"
"108"	"92"	"72"	"407"	"15"	"84"	"22"	"6"	"1"	"3"	"0"	"1"	"0"	"1"	"1"	"3"	"6"	"2"	"1"	"2"	"1"	"628"	"0"	"1"	"629"	"0"
"109"	"93"	"92"	"439"	"18"	"263"	"36"	"8"	"3"	"13"	"1"	"2"	"0"	"1"	"2"	"6"	"7"	"15"	"12"	"4"	"3"	"925"	"0"	"2"	"927"	"0"
"110"	"94"	"117"	"43"	"4"	"399"	"10"	"2"	"2"	"6"	"2"	"0"	"1"	"0"	"2"	"2"	"1"	"1"	"2"	"1"	"0"	"595"	"0"	"1"	"596"	"0"
"111"	"95"	"108"	"195"	"8"	"374"	"26"	"6"	"5"	"8"	"5"	"1"	"2"	"4"	"5"	"3"	"3"	"5"	"6"	"2"	"3"	"769"	"0"	"0"	"769"	"0"
"112"	"96"	"73"	"70"	"9"	"378"	"8"	"0"	"6"	"15"	"1"	"0"	"1"	"11"	"5"	"4"	"0"	"4"	"5"	"0"	"1"	"591"	"0"	"2"	"593"	"0"
"113"	"97"	"106"	"395"	"36"	"288"	"25"	"1"	"2"	"4"	"1"	"2"	"1"	"6"	"10"	"14"	"7"	"18"	"12"	"12"	"3"	"943"	"0"	"5"	"948"	"0"
"114"	"98"	"99"	"361"	"13"	"165"	"9"	"2"	"1"	"2"	"1"	"0"	"1"	"0"	"3"	"2"	"1"	"11"	"6"	"1"	"4"	"682"	"0"	"5"	"687"	"0"
"115"	"99"	"71"	"336"	"13"	"179"	"122"	"4"	"7"	"9"	"3"	"3"	"4"	"4"	"0"	"4"	"8"	"8"	"9"	"7"	"2"	"793"	"0"	"6"	"799"	"0"
"116"	"100"	"54"	"610"	"5"	"8"	"19"	"2"	"1"	"1"	"4"	"1"	"0"	"1"	"1"	"2"	"3"	"0"	"1"	"0"	"0"	"713"	"0"	"0"	"713"	"0"
"117"	"101"	"15"	"351"	"19"	"130"	"7"	"0"	"1"	"1"	"2"	"0"	"1"	"2"	"3"	"12"	"17"	"11"	"12"	"14"	"3"	"601"	"0"	"10"	"611"	"0"
"118"	"102"	"18"	"112"	"4"	"226"	"2"	"1"	"1"	"6"	"0"	"2"	"0"	"1"	"0"	"2"	"3"	"4"	"3"	"2"	"4"	"391"	"0"	"5"	"396"	"0"
"119"	"103"	"52"	"238"	"9"	"302"	"5"	"2"	"7"	"4"	"2"	"1"	"4"	"0"	"2"	"7"	"5"	"4"	"4"	"0"	"0"	"648"	"0"	"4"	"652"	"0"
"120"	"104"	"234"	"349"	"26"	"246"	"41"	"4"	"6"	"8"	"4"	"2"	"3"	"4"	"12"	"24"	"19"	"40"	"37"	"12"	"10"	"1081"	"0"	"17"	"1098"	"0"
"121"	"105"	"324"	"103"	"12"	"393"	"35"	"8"	"6"	"3"	"1"	"3"	"3"	"5"	"5"	"5"	"3"	"13"	"17"	"6"	"8"	"953"	"0"	"9"	"962"	"0"
"122"	"106"	"118"	"297"	"58"	"140"	"52"	"11"	"8"	"15"	"2"	"8"	"7"	"150"	"14"	"11"	"13"	"30"	"3"	"1"	"7"	"945"	"0"	"3"	"948"	"0"
"123"	"107"	"57"	"302"	"5"	"156"	"17"	"0"	"7"	"15"	"0"	"0"	"0"	"6"	"5"	"7"	"11"	"8"	"15"	"11"	"2"	"624"	"0"	"7"	"631"	"0"
"124"	"107A"	"94"	"133"	"17"	"227"	"13"	"3"	"2"	"4"	"3"	"2"	"3"	"7"	"13"	"2"	"7"	"13"	"5"	"4"	"1"	"553"	"0"	"6"	"559"	"0"
"125"	"108"	"111"	"189"	"13"	"265"	"22"	"2"	"7"	"10"	"2"	"3"	"3"	"1"	"2"	"4"	"2"	"3"	"2"	"0"	"0"	"641"	"0"	"0"	"641"	"0"
"126"	"109"	"56"	"133"	"6"	"492"	"6"	"0"	"2"	"5"	"2"	"0"	"4"	"1"	"8"	"4"	"10"	"6"	"17"	"3"	"3"	"758"	"0"	"10"	"768"	"0"
"127"	"110"	"101"	"73"	"5"	"255"	"2"	"1"	"2"	"8"	"0"	"1"	"1"	"0"	"1"	"0"	"5"	"1"	"6"	"0"	"0"	"462"	"0"	"3"	"465"	"0"
"128"	"111"	"60"	"230"	"6"	"274"	"8"	"8"	"1"	"6"	"1"	"2"	"1"	"6"	"3"	"2"	"4"	"2"	"3"	"0"	"0"	"617"	"0"	"6"	"623"	"0"
"129"	"112"	"33"	"236"	"9"	"256"	"7"	"0"	"1"	"10"	"1"	"1"	"4"	"3"	"13"	"10"	"12"	"12"	"15"	"10"	"5"	"638"	"0"	"15"	"653"	"0"
"130"	"113"	"3"	"591"	"3"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"608"	"0"	"1"	"609"	"0"
"131"	"114"	"57"	"33"	"3"	"342"	"17"	"0"	"3"	"17"	"1"	"0"	"0"	"3"	"4"	"3"	"2"	"6"	"3"	"2"	"2"	"498"	"0"	"3"	"501"	"0"
"132"	"115"	"28"	"102"	"8"	"530"	"64"	"8"	"2"	"23"	"2"	"2"	"2"	"6"	"9"	"6"	"3"	"9"	"9"	"8"	"3"	"824"	"0"	"12"	"836"	"0"
