"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"
"18"	"6"	"72"	"0"	"20"	"266"	"2"	"0"	"0"	"0"	"9"	"1"	"0"	"1"	"1"	"1"	"0"	"7"	"0"	"0"	"0"	"380"	"0"	"0"	"380"	"0"
"19"	"7"	"55"	"1"	"23"	"271"	"3"	"0"	"0"	"0"	"5"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"2"	"0"	"0"	"364"	"0"	"8"	"372"	"0"
"20"	"8"	"101"	"9"	"24"	"283"	"5"	"0"	"0"	"0"	"12"	"3"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"439"	"0"	"4"	"443"	"0"
"21"	"9"	"79"	"3"	"26"	"307"	"2"	"1"	"3"	"1"	"16"	"5"	"0"	"0"	"0"	"2"	"1"	"5"	"1"	"0"	"0"	"452"	"0"	"2"	"454"	"0"
"22"	"10"	"78"	"0"	"15"	"135"	"1"	"1"	"0"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"243"	"0"	"0"	"243"	"0"
"23"	"10A"	"91"	"0"	"20"	"161"	"3"	"0"	"0"	"0"	"17"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"296"	"0"	"5"	"301"	"0"
"24"	"11"	"68"	"1"	"14"	"372"	"2"	"0"	"2"	"0"	"17"	"0"	"0"	"1"	"0"	"1"	"0"	"4"	"2"	"0"	"0"	"484"	"0"	"5"	"489"	"0"
"25"	"12"	"233"	"0"	"7"	"61"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"309"	"0"	"0"	"309"	"0"
"26"	"12A"	"196"	"0"	"6"	"73"	"2"	"0"	"0"	"0"	"11"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"4"	"0"	"0"	"296"	"0"	"1"	"297"	"0"
"27"	"13"	"280"	"1"	"8"	"133"	"0"	"0"	"0"	"0"	"19"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"3"	"0"	"0"	"449"	"0"	"0"	"449"	"0"
"28"	"14"	"173"	"0"	"16"	"52"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"2"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"252"	"0"	"0"	"252"	"0"
"29"	"15"	"365"	"1"	"19"	"160"	"1"	"1"	"0"	"0"	"18"	"0"	"0"	"1"	"1"	"0"	"1"	"8"	"3"	"0"	"0"	"579"	"0"	"3"	"582"	"0"
"30"	"16"	"75"	"0"	"17"	"94"	"0"	"1"	"0"	"1"	"4"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"195"	"0"	"0"	"195"	"0"
"31"	"17"	"77"	"1"	"37"	"349"	"3"	"3"	"0"	"0"	"6"	"0"	"0"	"1"	"1"	"1"	"0"	"4"	"1"	"0"	"0"	"484"	"0"	"5"	"489"	"0"
"32"	"18"	"38"	"4"	"77"	"376"	"2"	"1"	"2"	"1"	"5"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"510"	"0"	"1"	"511"	"0"
"33"	"19"	"87"	"1"	"52"	"485"	"5"	"0"	"0"	"1"	"26"	"2"	"0"	"1"	"0"	"0"	"1"	"3"	"2"	"0"	"1"	"667"	"0"	"5"	"672"	"0"
"34"	"20"	"38"	"0"	"36"	"257"	"2"	"2"	"1"	"0"	"7"	"1"	"2"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"350"	"0"	"7"	"357"	"0"
"35"	"21"	"52"	"1"	"23"	"287"	"3"	"0"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"2"	"8"	"1"	"0"	"0"	"383"	"0"	"7"	"390"	"0"
"36"	"22"	"62"	"1"	"39"	"323"	"2"	"0"	"1"	"0"	"16"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"3"	"1"	"0"	"452"	"0"	"4"	"456"	"0"
"37"	"23"	"89"	"2"	"46"	"418"	"7"	"1"	"0"	"0"	"16"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"0"	"0"	"1"	"585"	"0"	"6"	"591"	"0"
"38"	"24"	"27"	"1"	"33"	"454"	"0"	"0"	"0"	"0"	"15"	"0"	"0"	"1"	"1"	"1"	"0"	"2"	"1"	"4"	"1"	"541"	"0"	"10"	"551"	"0"
"39"	"25"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"40"	"26"	"62"	"2"	"32"	"256"	"2"	"1"	"2"	"1"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"0"	"370"	"0"	"3"	"373"	"0"
"41"	"27"	"12"	"0"	"58"	"219"	"0"	"0"	"0"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"0"	"0"	"306"	"0"	"3"	"309"	"0"
"42"	"28"	"53"	"2"	"22"	"341"	"0"	"1"	"0"	"0"	"5"	"0"	"1"	"1"	"2"	"0"	"1"	"4"	"1"	"0"	"0"	"434"	"0"	"3"	"437"	"0"
"43"	"29"	"90"	"3"	"20"	"251"	"4"	"0"	"0"	"1"	"12"	"0"	"0"	"1"	"0"	"0"	"1"	"8"	"2"	"1"	"0"	"394"	"0"	"3"	"397"	"0"
"44"	"30"	"92"	"1"	"21"	"309"	"2"	"0"	"0"	"0"	"6"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"0"	"0"	"437"	"0"	"3"	"440"	"0"
"45"	"31"	"10"	"0"	"20"	"280"	"1"	"0"	"0"	"0"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"320"	"0"	"2"	"322"	"0"
"46"	"32"	"52"	"0"	"33"	"371"	"2"	"0"	"0"	"0"	"13"	"1"	"0"	"0"	"0"	"0"	"2"	"2"	"1"	"0"	"1"	"478"	"0"	"4"	"482"	"0"
"47"	"33"	"48"	"0"	"20"	"306"	"2"	"1"	"0"	"0"	"7"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"388"	"0"	"2"	"390"	"0"
"48"	"34"	"27"	"2"	"30"	"428"	"2"	"0"	"1"	"0"	"14"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"508"	"0"	"11"	"519"	"0"
"49"	"35"	"31"	"0"	"30"	"282"	"4"	"0"	"0"	"0"	"8"	"0"	"0"	"0"	"1"	"1"	"2"	"1"	"2"	"0"	"0"	"362"	"0"	"2"	"364"	"0"
"50"	"36"	"39"	"0"	"32"	"365"	"3"	"0"	"1"	"0"	"11"	"0"	"0"	"2"	"2"	"2"	"0"	"2"	"0"	"0"	"0"	"459"	"0"	"3"	"462"	"0"
"51"	"37"	"67"	"1"	"33"	"443"	"7"	"0"	"1"	"2"	"10"	"1"	"0"	"1"	"4"	"1"	"0"	"0"	"5"	"0"	"0"	"576"	"0"	"7"	"583"	"0"
"52"	"38"	"76"	"1"	"66"	"478"	"3"	"1"	"1"	"0"	"18"	"0"	"1"	"2"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"650"	"0"	"2"	"652"	"0"
"53"	"39"	"17"	"0"	"26"	"249"	"1"	"0"	"1"	"1"	"9"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"307"	"0"	"1"	"308"	"0"
"54"	"40"	"50"	"1"	"43"	"462"	"2"	"1"	"2"	"2"	"13"	"0"	"3"	"1"	"1"	"0"	"2"	"1"	"7"	"1"	"0"	"592"	"0"	"9"	"601"	"0"
"55"	"41"	"26"	"0"	"36"	"254"	"1"	"0"	"0"	"0"	"6"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"326"	"0"	"11"	"337"	"0"
"56"	"42"	"162"	"1"	"21"	"307"	"5"	"0"	"1"	"1"	"9"	"0"	"1"	"2"	"0"	"0"	"2"	"8"	"2"	"0"	"0"	"522"	"0"	"2"	"524"	"0"
"57"	"43"	"20"	"0"	"27"	"314"	"2"	"1"	"0"	"0"	"8"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"375"	"0"	"7"	"382"	"0"
"58"	"44"	"17"	"0"	"10"	"203"	"1"	"0"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"0"	"3"	"240"	"0"
"59"	"45"	"29"	"0"	"17"	"235"	"2"	"0"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"290"	"0"	"2"	"292"	"0"
"60"	"46"	"25"	"0"	"37"	"325"	"1"	"0"	"1"	"0"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"0"	"2"	"407"	"0"	"1"	"408"	"0"
"61"	"47"	"2"	"0"	"10"	"113"	"1"	"0"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"134"	"0"	"1"	"135"	"0"
"62"	"48"	"46"	"0"	"40"	"278"	"1"	"0"	"1"	"2"	"16"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"385"	"0"	"4"	"389"	"0"
"63"	"49"	"77"	"1"	"25"	"275"	"1"	"0"	"0"	"0"	"22"	"0"	"0"	"0"	"0"	"3"	"0"	"1"	"2"	"0"	"0"	"407"	"0"	"6"	"413"	"0"
"64"	"50"	"86"	"1"	"26"	"268"	"1"	"2"	"1"	"0"	"17"	"1"	"2"	"0"	"1"	"0"	"0"	"2"	"5"	"0"	"0"	"413"	"0"	"4"	"417"	"0"
"65"	"51"	"112"	"2"	"28"	"234"	"1"	"0"	"1"	"0"	"8"	"0"	"1"	"3"	"0"	"1"	"4"	"8"	"2"	"0"	"1"	"406"	"0"	"4"	"410"	"0"
"66"	"51A"	"146"	"5"	"25"	"231"	"2"	"0"	"2"	"3"	"7"	"0"	"6"	"1"	"1"	"1"	"1"	"11"	"1"	"2"	"1"	"446"	"0"	"7"	"453"	"0"
"67"	"52"	"21"	"0"	"22"	"238"	"0"	"0"	"0"	"0"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"287"	"0"	"3"	"290"	"0"
"68"	"53"	"69"	"0"	"20"	"203"	"0"	"0"	"0"	"1"	"10"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"304"	"0"	"0"	"304"	"0"
"69"	"54"	"25"	"0"	"14"	"289"	"4"	"0"	"0"	"0"	"6"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"340"	"0"	"2"	"342"	"0"
"70"	"55"	"53"	"0"	"38"	"267"	"2"	"1"	"4"	"1"	"10"	"2"	"1"	"1"	"3"	"1"	"1"	"4"	"0"	"0"	"0"	"389"	"0"	"4"	"393"	"0"
"71"	"56"	"82"	"2"	"22"	"159"	"3"	"0"	"1"	"1"	"5"	"1"	"2"	"0"	"1"	"4"	"1"	"5"	"3"	"0"	"0"	"292"	"0"	"2"	"294"	"0"
"72"	"57"	"56"	"1"	"44"	"310"	"3"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"2"	"2"	"0"	"0"	"424"	"0"	"4"	"428"	"0"
"73"	"58"	"44"	"0"	"52"	"247"	"2"	"1"	"0"	"0"	"5"	"1"	"1"	"2"	"3"	"2"	"2"	"1"	"0"	"0"	"0"	"363"	"0"	"0"	"363"	"0"
"74"	"58A"	"54"	"1"	"44"	"226"	"9"	"1"	"1"	"0"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"341"	"0"	"4"	"345"	"0"
"75"	"59"	"28"	"3"	"82"	"390"	"4"	"3"	"3"	"4"	"14"	"4"	"4"	"3"	"3"	"3"	"3"	"6"	"3"	"3"	"4"	"567"	"0"	"11"	"578"	"0"
"76"	"60"	"9"	"0"	"38"	"274"	"2"	"0"	"0"	"0"	"12"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"338"	"0"	"1"	"339"	"0"
"77"	"61"	"179"	"2"	"37"	"245"	"3"	"1"	"0"	"1"	"5"	"0"	"1"	"1"	"3"	"1"	"2"	"6"	"8"	"0"	"2"	"497"	"0"	"4"	"501"	"0"
"78"	"62"	"207"	"1"	"15"	"167"	"4"	"1"	"0"	"2"	"3"	"0"	"2"	"0"	"0"	"1"	"2"	"7"	"2"	"0"	"1"	"415"	"0"	"3"	"418"	"0"
"79"	"63"	"31"	"0"	"58"	"200"	"0"	"0"	"1"	"0"	"8"	"1"	"0"	"0"	"1"	"0"	"0"	"2"	"2"	"1"	"0"	"305"	"0"	"3"	"308"	"0"
"80"	"63A"	"65"	"0"	"57"	"284"	"4"	"1"	"4"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"426"	"0"	"3"	"429"	"0"
"81"	"64"	"29"	"3"	"28"	"308"	"3"	"3"	"6"	"3"	"16"	"3"	"5"	"3"	"3"	"4"	"3"	"4"	"8"	"4"	"4"	"440"	"0"	"5"	"445"	"0"
"82"	"65"	"41"	"1"	"48"	"374"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"1"	"472"	"0"	"6"	"478"	"0"
"83"	"66"	"17"	"0"	"25"	"198"	"0"	"0"	"0"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"0"	"4"	"252"	"0"
"84"	"67"	"42"	"0"	"57"	"381"	"1"	"0"	"0"	"0"	"16"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"3"	"0"	"1"	"503"	"0"	"5"	"508"	"0"
"85"	"68"	"31"	"5"	"77"	"441"	"1"	"1"	"2"	"0"	"14"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"4"	"1"	"0"	"580"	"0"	"6"	"586"	"0"
"86"	"69"	"18"	"1"	"44"	"265"	"0"	"0"	"0"	"0"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"2"	"339"	"0"	"3"	"342"	"0"
"87"	"70"	"29"	"0"	"42"	"211"	"1"	"0"	"1"	"0"	"4"	"1"	"1"	"0"	"0"	"0"	"1"	"4"	"3"	"0"	"0"	"298"	"0"	"1"	"299"	"0"
"88"	"71"	"50"	"1"	"51"	"154"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"264"	"0"	"0"	"264"	"0"
"89"	"72"	"39"	"1"	"51"	"485"	"2"	"1"	"0"	"2"	"24"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"607"	"0"	"5"	"612"	"0"
"90"	"73"	"116"	"2"	"30"	"239"	"2"	"2"	"2"	"0"	"9"	"0"	"0"	"0"	"0"	"1"	"3"	"3"	"5"	"0"	"0"	"414"	"0"	"2"	"416"	"0"
"91"	"74"	"43"	"0"	"40"	"360"	"4"	"1"	"0"	"1"	"29"	"1"	"0"	"0"	"1"	"0"	"2"	"3"	"0"	"0"	"0"	"485"	"0"	"1"	"486"	"0"
"92"	"75"	"29"	"0"	"40"	"198"	"1"	"0"	"0"	"0"	"10"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"279"	"0"	"2"	"281"	"0"
"93"	"76"	"18"	"0"	"51"	"450"	"2"	"0"	"0"	"0"	"17"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"540"	"0"	"8"	"548"	"0"
"94"	"77"	"45"	"0"	"61"	"319"	"3"	"1"	"1"	"0"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"454"	"0"	"3"	"457"	"0"
"95"	"78"	"80"	"2"	"119"	"328"	"2"	"0"	"2"	"1"	"15"	"0"	"0"	"0"	"1"	"1"	"1"	"3"	"2"	"1"	"2"	"560"	"0"	"6"	"566"	"0"
"96"	"79"	"64"	"4"	"66"	"329"	"0"	"1"	"0"	"1"	"30"	"0"	"0"	"1"	"0"	"0"	"0"	"4"	"1"	"1"	"2"	"504"	"0"	"4"	"508"	"0"
"97"	"80"	"55"	"2"	"47"	"274"	"2"	"1"	"2"	"0"	"2"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"2"	"0"	"391"	"0"	"10"	"401"	"0"
"98"	"81"	"73"	"1"	"65"	"253"	"0"	"0"	"0"	"1"	"14"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"410"	"0"	"0"	"410"	"0"
"99"	"82"	"40"	"1"	"38"	"387"	"0"	"0"	"0"	"0"	"9"	"1"	"1"	"1"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"482"	"0"	"6"	"488"	"0"
"100"	"83"	"48"	"2"	"90"	"442"	"5"	"0"	"1"	"0"	"11"	"0"	"0"	"2"	"0"	"4"	"2"	"4"	"1"	"0"	"1"	"613"	"0"	"4"	"617"	"0"
"101"	"84"	"59"	"1"	"65"	"363"	"0"	"0"	"1"	"0"	"6"	"0"	"2"	"1"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"501"	"0"	"1"	"502"	"0"
"102"	"85"	"172"	"2"	"85"	"285"	"4"	"0"	"1"	"0"	"8"	"2"	"1"	"1"	"0"	"3"	"0"	"6"	"8"	"1"	"1"	"580"	"0"	"4"	"584"	"0"
"103"	"86"	"125"	"1"	"45"	"242"	"2"	"0"	"1"	"1"	"7"	"2"	"3"	"1"	"1"	"2"	"1"	"5"	"7"	"1"	"1"	"448"	"0"	"2"	"450"	"0"
"104"	"87"	"17"	"0"	"73"	"297"	"6"	"0"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"0"	"0"	"403"	"0"	"2"	"405"	"0"
"105"	"88"	"45"	"1"	"45"	"219"	"0"	"0"	"0"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"318"	"0"	"4"	"322"	"0"
"106"	"88A"	"43"	"1"	"32"	"230"	"3"	"1"	"4"	"2"	"6"	"2"	"1"	"4"	"3"	"3"	"2"	"2"	"2"	"2"	"5"	"348"	"0"	"2"	"350"	"0"
"107"	"89"	"46"	"2"	"62"	"413"	"2"	"0"	"3"	"1"	"10"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"4"	"0"	"0"	"544"	"0"	"6"	"550"	"0"
"108"	"90"	"21"	"2"	"56"	"432"	"4"	"0"	"1"	"2"	"6"	"1"	"0"	"1"	"1"	"1"	"1"	"4"	"2"	"0"	"0"	"535"	"0"	"4"	"539"	"0"
"109"	"91"	"65"	"1"	"69"	"465"	"2"	"2"	"0"	"1"	"16"	"1"	"0"	"1"	"1"	"0"	"1"	"7"	"3"	"1"	"6"	"642"	"0"	"9"	"651"	"0"
"110"	"92"	"30"	"0"	"24"	"413"	"2"	"0"	"0"	"0"	"11"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"482"	"0"	"0"	"482"	"0"
"111"	"93"	"20"	"5"	"29"	"158"	"2"	"1"	"0"	"0"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"228"	"0"	"5"	"233"	"0"
"112"	"94"	"38"	"1"	"15"	"176"	"2"	"1"	"0"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"241"	"0"	"4"	"245"	"0"
"113"	"95"	"68"	"2"	"67"	"206"	"0"	"1"	"2"	"2"	"10"	"4"	"2"	"1"	"2"	"4"	"0"	"3"	"1"	"1"	"0"	"376"	"0"	"3"	"379"	"0"
"114"	"96"	"28"	"1"	"19"	"206"	"1"	"0"	"0"	"0"	"6"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"2"	"0"	"2"	"269"	"0"	"2"	"271"	"0"
"115"	"97"	"84"	"3"	"45"	"203"	"4"	"0"	"1"	"2"	"10"	"3"	"1"	"1"	"1"	"1"	"1"	"1"	"5"	"0"	"1"	"367"	"0"	"3"	"370"	"0"
"116"	"97A"	"55"	"0"	"49"	"265"	"4"	"0"	"1"	"0"	"7"	"0"	"0"	"0"	"1"	"0"	"0"	"5"	"0"	"0"	"1"	"388"	"0"	"5"	"393"	"0"
"117"	"98"	"31"	"1"	"62"	"305"	"1"	"0"	"0"	"0"	"17"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"423"	"0"	"5"	"428"	"0"
"118"	"99"	"21"	"0"	"36"	"296"	"0"	"0"	"0"	"0"	"8"	"1"	"0"	"0"	"1"	"1"	"0"	"2"	"4"	"0"	"0"	"370"	"0"	"2"	"372"	"0"
"119"	"100"	"20"	"1"	"53"	"356"	"0"	"0"	"0"	"0"	"11"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"444"	"0"	"4"	"448"	"0"
"120"	"101"	"57"	"0"	"45"	"202"	"1"	"0"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"311"	"0"	"5"	"316"	"0"
"121"	"101A"	"22"	"1"	"43"	"264"	"1"	"0"	"0"	"0"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"338"	"0"	"1"	"339"	"0"
"122"	"102"	"43"	"0"	"59"	"408"	"1"	"0"	"0"	"0"	"12"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"526"	"0"	"5"	"531"	"0"
"123"	"103"	"21"	"0"	"50"	"382"	"3"	"0"	"1"	"0"	"10"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"470"	"0"	"1"	"471"	"0"
"124"	"104"	"51"	"0"	"52"	"285"	"1"	"1"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"398"	"0"	"0"	"398"	"0"
"125"	"105"	"11"	"0"	"63"	"271"	"0"	"0"	"0"	"0"	"10"	"0"	"2"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"361"	"0"	"7"	"368"	"0"
"126"	"106"	"102"	"2"	"88"	"459"	"1"	"0"	"0"	"0"	"7"	"0"	"0"	"1"	"0"	"0"	"2"	"4"	"0"	"0"	"0"	"666"	"0"	"3"	"669"	"0"
"127"	"106A"	"14"	"0"	"16"	"104"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"140"	"0"	"2"	"142"	"0"
"128"	"107"	"26"	"0"	"40"	"285"	"1"	"0"	"0"	"0"	"17"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"372"	"0"	"7"	"379"	"0"
"129"	"108"	"38"	"1"	"22"	"272"	"4"	"0"	"2"	"1"	"7"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"351"	"0"	"2"	"353"	"0"
"130"	"109"	"36"	"0"	"35"	"284"	"1"	"0"	"0"	"0"	"9"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"368"	"0"	"0"	"368"	"0"
"131"	"110"	"58"	"0"	"31"	"262"	"1"	"1"	"0"	"0"	"14"	"0"	"0"	"1"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"372"	"0"	"1"	"373"	"0"
"132"	"111"	"70"	"23"	"50"	"456"	"3"	"1"	"7"	"2"	"10"	"0"	"1"	"2"	"3"	"3"	"2"	"3"	"4"	"1"	"1"	"642"	"0"	"6"	"648"	"0"
