"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"22"	"10"	"7"	"93"	"158"	"248"	"4"	"3"	"5"	"1"	"6"	"1"	"1"	"0"	"8"	"7"	"7"	"549"	"0"	"11"	"560"	"0"
"23"	"11"	"7"	"2"	"96"	"330"	"5"	"6"	"1"	"2"	"1"	"0"	"0"	"5"	"18"	"9"	"3"	"485"	"0"	"15"	"500"	"0"
"24"	"11A"	"3"	"40"	"115"	"163"	"1"	"1"	"2"	"5"	"5"	"1"	"0"	"3"	"9"	"17"	"4"	"369"	"0"	"1"	"370"	"0"
"25"	"12"	"10"	"226"	"447"	"48"	"4"	"3"	"8"	"10"	"5"	"2"	"3"	"3"	"13"	"31"	"16"	"829"	"0"	"21"	"850"	"0"
"26"	"13"	"9"	"114"	"371"	"161"	"9"	"0"	"5"	"3"	"4"	"3"	"5"	"9"	"16"	"13"	"7"	"729"	"0"	"28"	"757"	"0"
"27"	"14"	"5"	"92"	"142"	"153"	"6"	"4"	"6"	"3"	"1"	"0"	"3"	"3"	"7"	"9"	"7"	"441"	"0"	"6"	"447"	"0"
"28"	"14A"	"6"	"16"	"145"	"244"	"6"	"5"	"0"	"2"	"2"	"1"	"2"	"6"	"8"	"10"	"3"	"456"	"0"	"5"	"461"	"0"
"29"	"15"	"5"	"10"	"158"	"338"	"4"	"4"	"9"	"4"	"5"	"2"	"0"	"13"	"28"	"22"	"2"	"604"	"0"	"8"	"612"	"0"
"30"	"16"	"2"	"16"	"166"	"280"	"3"	"0"	"5"	"1"	"0"	"1"	"3"	"5"	"14"	"8"	"4"	"508"	"0"	"6"	"514"	"0"
"31"	"16A"	"8"	"21"	"253"	"104"	"3"	"1"	"7"	"2"	"3"	"1"	"4"	"4"	"8"	"13"	"0"	"432"	"0"	"3"	"435"	"0"
"32"	"17"	"1"	"14"	"242"	"31"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"4"	"7"	"2"	"306"	"0"	"3"	"309"	"0"
"33"	"18"	"10"	"14"	"592"	"48"	"2"	"2"	"2"	"1"	"1"	"0"	"0"	"5"	"9"	"49"	"3"	"738"	"0"	"14"	"752"	"0"
"34"	"19"	"5"	"54"	"408"	"26"	"2"	"0"	"3"	"2"	"2"	"4"	"1"	"5"	"10"	"17"	"1"	"540"	"0"	"10"	"550"	"0"
"35"	"20"	"3"	"46"	"259"	"140"	"5"	"1"	"4"	"0"	"2"	"1"	"2"	"6"	"10"	"12"	"1"	"492"	"0"	"8"	"500"	"0"
"36"	"21"	"7"	"40"	"452"	"190"	"8"	"3"	"3"	"0"	"3"	"2"	"3"	"4"	"16"	"23"	"9"	"763"	"0"	"11"	"774"	"0"
"37"	"22"	"7"	"38"	"335"	"273"	"9"	"3"	"4"	"2"	"9"	"6"	"6"	"14"	"23"	"17"	"6"	"752"	"0"	"20"	"772"	"0"
"38"	"23"	"2"	"30"	"346"	"206"	"4"	"1"	"1"	"2"	"0"	"1"	"2"	"0"	"7"	"21"	"1"	"624"	"0"	"4"	"628"	"0"
"39"	"24"	"1"	"4"	"142"	"227"	"6"	"0"	"2"	"0"	"0"	"0"	"0"	"4"	"3"	"6"	"0"	"395"	"0"	"6"	"401"	"0"
"40"	"25"	"11"	"47"	"520"	"70"	"2"	"4"	"5"	"2"	"1"	"4"	"3"	"9"	"20"	"30"	"6"	"734"	"0"	"9"	"743"	"0"
"41"	"26"	"0"	"25"	"232"	"25"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"7"	"4"	"6"	"3"	"306"	"0"	"6"	"312"	"0"
"42"	"27"	"2"	"26"	"422"	"264"	"6"	"5"	"7"	"2"	"0"	"1"	"2"	"4"	"8"	"16"	"2"	"767"	"0"	"12"	"779"	"0"
"43"	"28"	"10"	"46"	"465"	"53"	"4"	"5"	"6"	"3"	"1"	"3"	"4"	"3"	"14"	"21"	"1"	"639"	"0"	"7"	"646"	"0"
"44"	"29"	"8"	"46"	"330"	"173"	"8"	"4"	"8"	"1"	"0"	"3"	"2"	"9"	"7"	"9"	"13"	"621"	"0"	"21"	"642"	"0"
"45"	"30"	"4"	"74"	"193"	"148"	"3"	"1"	"5"	"3"	"2"	"1"	"0"	"4"	"13"	"7"	"4"	"462"	"0"	"4"	"466"	"0"
"46"	"31"	"1"	"31"	"149"	"185"	"6"	"2"	"6"	"0"	"1"	"3"	"1"	"17"	"14"	"8"	"6"	"430"	"0"	"26"	"456"	"0"
"47"	"32"	"27"	"100"	"257"	"125"	"9"	"4"	"7"	"5"	"3"	"12"	"8"	"12"	"18"	"13"	"9"	"609"	"0"	"19"	"628"	"0"
"48"	"33"	"7"	"71"	"492"	"110"	"10"	"4"	"5"	"4"	"5"	"1"	"2"	"12"	"17"	"31"	"6"	"777"	"0"	"28"	"805"	"0"
"49"	"34"	"5"	"84"	"374"	"188"	"9"	"2"	"7"	"2"	"1"	"5"	"3"	"1"	"8"	"21"	"5"	"715"	"0"	"19"	"734"	"0"
"50"	"35"	"7"	"18"	"177"	"232"	"9"	"3"	"3"	"1"	"2"	"2"	"0"	"2"	"24"	"11"	"1"	"492"	"0"	"9"	"501"	"0"
"51"	"36"	"12"	"25"	"415"	"188"	"9"	"3"	"8"	"0"	"4"	"6"	"4"	"15"	"41"	"36"	"9"	"775"	"0"	"27"	"802"	"0"
"52"	"37"	"13"	"32"	"167"	"495"	"11"	"5"	"7"	"4"	"1"	"3"	"3"	"9"	"13"	"7"	"2"	"772"	"0"	"5"	"777"	"0"
"53"	"38"	"27"	"230"	"214"	"25"	"0"	"2"	"4"	"3"	"3"	"2"	"2"	"10"	"10"	"16"	"13"	"561"	"0"	"18"	"579"	"0"
"54"	"39"	"0"	"18"	"140"	"504"	"7"	"4"	"4"	"3"	"0"	"4"	"0"	"3"	"9"	"12"	"1"	"709"	"0"	"9"	"718"	"0"
"55"	"40"	"9"	"38"	"197"	"116"	"4"	"3"	"6"	"7"	"3"	"0"	"4"	"17"	"21"	"11"	"5"	"441"	"0"	"15"	"456"	"0"
"56"	"41"	"9"	"44"	"304"	"233"	"9"	"8"	"4"	"3"	"5"	"4"	"4"	"11"	"23"	"27"	"16"	"704"	"0"	"29"	"733"	"0"
"57"	"42"	"3"	"25"	"251"	"63"	"0"	"1"	"1"	"2"	"1"	"0"	"1"	"3"	"7"	"6"	"4"	"368"	"0"	"3"	"371"	"0"
"58"	"43"	"17"	"10"	"71"	"627"	"9"	"4"	"3"	"2"	"1"	"0"	"0"	"7"	"9"	"2"	"1"	"763"	"0"	"3"	"766"	"0"
"59"	"44"	"7"	"45"	"277"	"394"	"15"	"4"	"5"	"5"	"1"	"1"	"1"	"11"	"6"	"8"	"1"	"781"	"0"	"9"	"790"	"0"
"60"	"45"	"18"	"5"	"58"	"544"	"3"	"3"	"3"	"3"	"1"	"1"	"1"	"3"	"6"	"6"	"1"	"656"	"0"	"2"	"658"	"0"
"61"	"46"	"5"	"40"	"221"	"115"	"6"	"4"	"7"	"6"	"0"	"4"	"2"	"9"	"14"	"22"	"6"	"461"	"0"	"19"	"480"	"0"
"62"	"47"	"6"	"96"	"522"	"28"	"2"	"0"	"9"	"4"	"1"	"4"	"3"	"5"	"7"	"11"	"4"	"702"	"0"	"9"	"711"	"0"
"63"	"48"	"3"	"38"	"646"	"41"	"5"	"2"	"5"	"2"	"1"	"1"	"4"	"4"	"11"	"34"	"2"	"799"	"0"	"15"	"814"	"0"
"64"	"49"	"4"	"19"	"218"	"145"	"4"	"4"	"6"	"0"	"2"	"2"	"0"	"2"	"10"	"7"	"0"	"423"	"0"	"1"	"424"	"0"
"65"	"50"	"6"	"7"	"160"	"205"	"2"	"2"	"3"	"2"	"0"	"0"	"0"	"2"	"7"	"7"	"0"	"403"	"0"	"9"	"412"	"0"
"66"	"51"	"5"	"5"	"108"	"403"	"12"	"3"	"22"	"0"	"2"	"1"	"2"	"4"	"17"	"8"	"2"	"594"	"0"	"6"	"600"	"0"
"67"	"52"	"5"	"5"	"130"	"495"	"6"	"2"	"3"	"2"	"2"	"3"	"1"	"8"	"45"	"12"	"6"	"725"	"0"	"12"	"737"	"0"
"68"	"53"	"20"	"19"	"425"	"263"	"5"	"4"	"4"	"1"	"2"	"1"	"3"	"2"	"18"	"8"	"2"	"777"	"0"	"3"	"780"	"0"
"69"	"54"	"13"	"135"	"331"	"239"	"12"	"2"	"5"	"3"	"4"	"2"	"4"	"4"	"8"	"8"	"2"	"772"	"0"	"5"	"777"	"0"
"70"	"55"	"11"	"46"	"251"	"161"	"6"	"1"	"2"	"3"	"2"	"5"	"4"	"13"	"20"	"26"	"4"	"555"	"0"	"8"	"563"	"0"
"71"	"56"	"1"	"37"	"378"	"55"	"6"	"1"	"2"	"2"	"0"	"1"	"2"	"7"	"6"	"22"	"2"	"522"	"0"	"9"	"531"	"0"
"72"	"57"	"10"	"13"	"281"	"355"	"7"	"4"	"6"	"4"	"1"	"6"	"4"	"5"	"29"	"31"	"8"	"764"	"0"	"24"	"788"	"0"
"73"	"58"	"14"	"24"	"386"	"143"	"7"	"4"	"4"	"1"	"3"	"2"	"2"	"13"	"19"	"40"	"9"	"671"	"0"	"16"	"687"	"0"
"74"	"59"	"14"	"159"	"353"	"99"	"12"	"9"	"8"	"2"	"9"	"0"	"3"	"7"	"18"	"20"	"2"	"715"	"0"	"9"	"724"	"0"
"75"	"60"	"15"	"33"	"500"	"78"	"4"	"4"	"0"	"3"	"1"	"6"	"3"	"5"	"26"	"46"	"7"	"731"	"0"	"8"	"739"	"0"
"76"	"61"	"10"	"12"	"132"	"655"	"5"	"1"	"5"	"2"	"1"	"4"	"2"	"11"	"32"	"14"	"8"	"894"	"0"	"11"	"905"	"0"
"77"	"62"	"2"	"31"	"530"	"27"	"4"	"2"	"2"	"1"	"1"	"1"	"1"	"12"	"18"	"58"	"7"	"697"	"0"	"11"	"708"	"0"
"78"	"63"	"15"	"8"	"151"	"307"	"9"	"4"	"3"	"2"	"0"	"2"	"2"	"5"	"18"	"5"	"3"	"534"	"0"	"7"	"541"	"0"
"79"	"64"	"5"	"34"	"323"	"387"	"2"	"3"	"4"	"10"	"5"	"3"	"2"	"5"	"27"	"35"	"6"	"851"	"0"	"16"	"867"	"0"
"80"	"65"	"4"	"70"	"338"	"75"	"5"	"0"	"2"	"0"	"1"	"3"	"0"	"4"	"8"	"12"	"7"	"529"	"0"	"6"	"535"	"0"
"81"	"66"	"4"	"24"	"398"	"207"	"9"	"1"	"2"	"1"	"0"	"1"	"0"	"9"	"21"	"16"	"3"	"696"	"0"	"13"	"709"	"0"
"82"	"67"	"16"	"159"	"459"	"77"	"7"	"2"	"8"	"11"	"6"	"1"	"1"	"5"	"14"	"13"	"2"	"781"	"0"	"10"	"791"	"0"
"83"	"68"	"13"	"80"	"171"	"354"	"7"	"5"	"8"	"1"	"2"	"5"	"4"	"6"	"16"	"6"	"6"	"684"	"0"	"15"	"699"	"0"
"84"	"69"	"13"	"32"	"109"	"594"	"18"	"9"	"11"	"6"	"3"	"2"	"10"	"20"	"42"	"19"	"10"	"898"	"0"	"30"	"928"	"0"
"85"	"70"	"14"	"46"	"293"	"372"	"11"	"10"	"7"	"6"	"0"	"0"	"3"	"10"	"24"	"22"	"6"	"824"	"0"	"8"	"832"	"0"
"86"	"71"	"15"	"29"	"253"	"255"	"13"	"4"	"7"	"3"	"1"	"1"	"5"	"3"	"14"	"9"	"3"	"615"	"0"	"3"	"618"	"0"
"87"	"72"	"11"	"130"	"419"	"17"	"4"	"1"	"2"	"1"	"2"	"1"	"1"	"6"	"14"	"8"	"4"	"621"	"0"	"4"	"625"	"0"
"88"	"73"	"4"	"59"	"365"	"35"	"2"	"1"	"1"	"5"	"2"	"3"	"1"	"5"	"8"	"10"	"8"	"509"	"0"	"11"	"520"	"0"
"89"	"74"	"7"	"81"	"349"	"221"	"7"	"6"	"5"	"8"	"4"	"1"	"6"	"9"	"11"	"15"	"1"	"731"	"0"	"10"	"741"	"0"
"90"	"75"	"11"	"48"	"449"	"60"	"4"	"4"	"6"	"4"	"2"	"15"	"2"	"12"	"15"	"19"	"6"	"657"	"0"	"21"	"678"	"0"
"91"	"76"	"4"	"29"	"332"	"17"	"3"	"2"	"4"	"2"	"0"	"1"	"1"	"1"	"8"	"8"	"2"	"414"	"0"	"10"	"424"	"0"
"92"	"76A"	"2"	"24"	"278"	"36"	"2"	"1"	"2"	"1"	"2"	"4"	"0"	"10"	"17"	"13"	"2"	"394"	"0"	"11"	"405"	"0"
"93"	"77"	"23"	"191"	"348"	"135"	"12"	"5"	"6"	"1"	"2"	"7"	"2"	"3"	"6"	"5"	"2"	"748"	"0"	"5"	"753"	"0"
"94"	"78"	"9"	"21"	"371"	"126"	"8"	"4"	"2"	"3"	"2"	"6"	"3"	"7"	"16"	"32"	"5"	"615"	"0"	"6"	"621"	"0"
"95"	"79"	"19"	"35"	"362"	"185"	"12"	"2"	"2"	"2"	"1"	"1"	"0"	"2"	"17"	"6"	"4"	"650"	"0"	"3"	"653"	"0"
"96"	"80"	"7"	"17"	"176"	"165"	"11"	"2"	"1"	"0"	"3"	"1"	"0"	"4"	"12"	"15"	"1"	"415"	"0"	"6"	"421"	"0"
"97"	"81"	"0"	"92"	"145"	"133"	"3"	"3"	"7"	"3"	"2"	"1"	"3"	"12"	"19"	"16"	"15"	"454"	"0"	"11"	"465"	"0"
"98"	"82"	"3"	"83"	"218"	"36"	"4"	"2"	"3"	"0"	"2"	"1"	"1"	"4"	"5"	"7"	"3"	"372"	"0"	"7"	"379"	"0"
"99"	"83"	"7"	"74"	"149"	"90"	"2"	"2"	"1"	"5"	"4"	"3"	"3"	"9"	"22"	"11"	"12"	"394"	"0"	"24"	"418"	"0"
"100"	"84"	"3"	"32"	"161"	"224"	"12"	"4"	"9"	"2"	"2"	"6"	"2"	"12"	"22"	"22"	"7"	"520"	"0"	"19"	"539"	"0"
"101"	"85"	"3"	"33"	"413"	"72"	"4"	"1"	"0"	"2"	"3"	"2"	"3"	"13"	"11"	"19"	"9"	"588"	"0"	"15"	"603"	"0"
"102"	"86"	"7"	"59"	"261"	"139"	"7"	"5"	"5"	"1"	"2"	"2"	"0"	"5"	"20"	"8"	"2"	"523"	"0"	"8"	"531"	"0"
"103"	"87"	"14"	"43"	"374"	"116"	"10"	"4"	"8"	"5"	"13"	"4"	"2"	"8"	"27"	"31"	"9"	"668"	"0"	"14"	"682"	"0"
"104"	"88"	"6"	"65"	"381"	"101"	"7"	"3"	"3"	"2"	"1"	"2"	"6"	"10"	"14"	"24"	"4"	"629"	"0"	"12"	"641"	"0"
"105"	"89"	"1"	"20"	"98"	"298"	"7"	"3"	"2"	"0"	"3"	"2"	"3"	"3"	"8"	"2"	"6"	"456"	"0"	"4"	"460"	"0"
"106"	"90"	"5"	"112"	"151"	"159"	"6"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"2"	"9"	"4"	"453"	"0"	"4"	"457"	"0"
"107"	"91"	"2"	"57"	"476"	"28"	"9"	"3"	"4"	"2"	"3"	"8"	"4"	"11"	"24"	"37"	"11"	"679"	"0"	"25"	"704"	"0"
"108"	"92"	"4"	"6"	"618"	"20"	"2"	"0"	"1"	"2"	"1"	"0"	"0"	"2"	"8"	"20"	"1"	"685"	"0"	"3"	"688"	"0"
"109"	"93"	"0"	"2"	"382"	"16"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"9"	"0"	"411"	"0"	"3"	"414"	"0"
"110"	"94"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"111"	"95"	"6"	"37"	"223"	"115"	"6"	"4"	"5"	"2"	"5"	"2"	"3"	"7"	"28"	"22"	"8"	"473"	"0"	"5"	"478"	"0"
"112"	"95A"	"3"	"17"	"117"	"161"	"3"	"3"	"4"	"4"	"6"	"5"	"3"	"8"	"17"	"9"	"4"	"364"	"0"	"5"	"369"	"0"
"113"	"96"	"3"	"23"	"281"	"47"	"8"	"2"	"1"	"1"	"3"	"3"	"1"	"4"	"11"	"18"	"10"	"416"	"0"	"9"	"425"	"0"
"114"	"97"	"12"	"29"	"239"	"84"	"6"	"2"	"1"	"3"	"1"	"1"	"2"	"5"	"10"	"8"	"0"	"403"	"0"	"6"	"409"	"0"
"115"	"98"	"2"	"29"	"419"	"47"	"5"	"2"	"1"	"1"	"0"	"0"	"2"	"1"	"6"	"34"	"8"	"557"	"0"	"8"	"565"	"0"
"116"	"99"	"5"	"72"	"444"	"58"	"0"	"0"	"0"	"0"	"4"	"4"	"0"	"0"	"7"	"15"	"2"	"611"	"0"	"5"	"616"	"0"
"117"	"100"	"2"	"17"	"119"	"808"	"12"	"4"	"6"	"4"	"2"	"1"	"3"	"15"	"20"	"7"	"3"	"1023"	"0"	"9"	"1032"	"0"
"118"	"101"	"4"	"8"	"283"	"10"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"4"	"6"	"6"	"0"	"326"	"0"	"0"	"326"	"0"
"119"	"102"	"11"	"77"	"416"	"24"	"2"	"0"	"4"	"3"	"0"	"6"	"2"	"9"	"13"	"41"	"12"	"620"	"0"	"16"	"636"	"0"
"120"	"103"	"0"	"28"	"407"	"17"	"3"	"1"	"0"	"2"	"1"	"0"	"1"	"2"	"5"	"11"	"3"	"481"	"0"	"4"	"485"	"0"
"121"	"104"	"3"	"51"	"140"	"104"	"6"	"3"	"4"	"1"	"1"	"3"	"2"	"6"	"5"	"4"	"3"	"336"	"0"	"3"	"339"	"0"
"122"	"104A"	"2"	"38"	"65"	"272"	"7"	"1"	"2"	"1"	"0"	"0"	"0"	"4"	"10"	"2"	"0"	"404"	"0"	"2"	"406"	"0"
"123"	"105"	"1"	"4"	"370"	"11"	"2"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"2"	"2"	"1"	"398"	"0"	"3"	"401"	"0"
"124"	"106"	"2"	"2"	"495"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"0"	"510"	"0"	"1"	"511"	"0"
"125"	"107"	"5"	"74"	"112"	"343"	"5"	"1"	"2"	"2"	"1"	"6"	"5"	"3"	"11"	"3"	"4"	"577"	"0"	"10"	"587"	"0"
"126"	"108"	"1"	"9"	"50"	"438"	"3"	"2"	"1"	"2"	"2"	"1"	"0"	"3"	"7"	"3"	"0"	"522"	"0"	"5"	"527"	"0"
"127"	"109"	"7"	"30"	"313"	"256"	"6"	"0"	"1"	"3"	"1"	"1"	"3"	"7"	"18"	"26"	"7"	"679"	"0"	"11"	"690"	"0"
"128"	"110"	"11"	"154"	"129"	"367"	"20"	"6"	"8"	"5"	"7"	"0"	"7"	"7"	"9"	"11"	"9"	"750"	"0"	"16"	"766"	"0"
"129"	"111"	"5"	"27"	"438"	"137"	"4"	"0"	"3"	"1"	"2"	"3"	"2"	"4"	"25"	"47"	"7"	"705"	"0"	"15"	"720"	"0"
"130"	"112"	"4"	"5"	"124"	"316"	"5"	"2"	"4"	"3"	"1"	"1"	"1"	"10"	"17"	"18"	"13"	"524"	"0"	"8"	"532"	"0"
"131"	"113"	"6"	"18"	"73"	"438"	"9"	"7"	"3"	"6"	"2"	"2"	"7"	"9"	"18"	"3"	"1"	"602"	"0"	"7"	"609"	"0"
"132"	"114"	"4"	"4"	"203"	"333"	"5"	"1"	"1"	"1"	"1"	"0"	"0"	"4"	"6"	"12"	"0"	"575"	"0"	"9"	"584"	"0"
"133"	"115"	"4"	"21"	"199"	"273"	"6"	"0"	"2"	"2"	"0"	"2"	"2"	"5"	"18"	"10"	"6"	"550"	"0"	"10"	"560"	"0"
"134"	"116"	"11"	"9"	"216"	"309"	"7"	"6"	"5"	"1"	"0"	"5"	"2"	"14"	"25"	"16"	"8"	"634"	"0"	"7"	"641"	"0"
"135"	"117"	"13"	"32"	"613"	"35"	"6"	"3"	"5"	"3"	"4"	"1"	"2"	"7"	"24"	"57"	"6"	"811"	"0"	"13"	"824"	"0"
"136"	"118"	"8"	"34"	"552"	"51"	"2"	"4"	"2"	"3"	"2"	"0"	"1"	"4"	"5"	"11"	"4"	"683"	"0"	"1"	"684"	"0"
"137"	"119"	"2"	"10"	"290"	"93"	"3"	"0"	"0"	"0"	"2"	"1"	"1"	"1"	"12"	"4"	"3"	"422"	"0"	"9"	"431"	"0"
"138"	"120"	"11"	"17"	"399"	"68"	"12"	"2"	"4"	"0"	"1"	"6"	"1"	"5"	"13"	"19"	"1"	"559"	"0"	"4"	"563"	"0"
"139"	"121"	"9"	"2"	"666"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"7"	"33"	"2"	"728"	"0"	"12"	"740"	"0"
"140"	"122"	"7"	"81"	"285"	"97"	"15"	"7"	"8"	"6"	"6"	"15"	"4"	"23"	"24"	"38"	"18"	"634"	"0"	"31"	"665"	"0"
"141"	"123"	"3"	"20"	"357"	"56"	"3"	"4"	"0"	"1"	"1"	"0"	"1"	"4"	"9"	"11"	"1"	"471"	"0"	"3"	"474"	"0"
"142"	"123A"	"7"	"26"	"165"	"183"	"4"	"4"	"2"	"1"	"3"	"1"	"1"	"5"	"10"	"13"	"1"	"426"	"0"	"7"	"433"	"0"
"143"	"124"	"16"	"40"	"383"	"159"	"10"	"3"	"3"	"5"	"5"	"3"	"3"	"10"	"12"	"29"	"2"	"683"	"0"	"17"	"700"	"0"
"144"	"125"	"6"	"59"	"361"	"14"	"0"	"3"	"3"	"3"	"3"	"0"	"0"	"7"	"5"	"18"	"4"	"486"	"0"	"5"	"491"	"0"
"145"	"126"	"11"	"41"	"375"	"25"	"0"	"1"	"4"	"3"	"0"	"1"	"3"	"8"	"10"	"12"	"0"	"494"	"0"	"7"	"501"	"0"
"146"	"127"	"14"	"28"	"476"	"18"	"7"	"2"	"3"	"1"	"1"	"1"	"0"	"4"	"10"	"12"	"1"	"578"	"0"	"9"	"587"	"0"
"147"	"128"	"5"	"58"	"337"	"51"	"0"	"0"	"2"	"3"	"0"	"4"	"3"	"4"	"20"	"22"	"6"	"515"	"0"	"11"	"526"	"0"
"148"	"129"	"12"	"19"	"207"	"248"	"6"	"3"	"4"	"2"	"1"	"4"	"0"	"13"	"23"	"15"	"2"	"559"	"0"	"8"	"567"	"0"
"149"	"130"	"3"	"13"	"222"	"318"	"13"	"3"	"6"	"3"	"2"	"3"	"2"	"10"	"51"	"37"	"6"	"692"	"0"	"13"	"705"	"0"
"150"	"131"	"3"	"18"	"232"	"355"	"5"	"3"	"3"	"4"	"2"	"2"	"6"	"9"	"28"	"16"	"6"	"692"	"0"	"6"	"698"	"0"
"151"	"132"	"6"	"70"	"307"	"84"	"10"	"3"	"5"	"3"	"8"	"2"	"7"	"11"	"19"	"31"	"8"	"574"	"0"	"10"	"584"	"0"
"152"	"133"	"3"	"49"	"202"	"40"	"1"	"0"	"2"	"2"	"2"	"5"	"1"	"4"	"9"	"5"	"4"	"329"	"0"	"9"	"338"	"0"
"153"	"134"	"9"	"15"	"370"	"175"	"8"	"5"	"5"	"5"	"2"	"4"	"4"	"7"	"7"	"14"	"1"	"631"	"0"	"4"	"635"	"0"
"154"	"135"	"5"	"90"	"502"	"123"	"6"	"2"	"2"	"2"	"1"	"0"	"0"	"2"	"4"	"22"	"3"	"764"	"0"	"9"	"773"	"0"
"155"	"136"	"7"	"17"	"251"	"215"	"5"	"0"	"2"	"0"	"1"	"0"	"3"	"4"	"14"	"22"	"3"	"544"	"0"	"11"	"555"	"0"
"156"	"137"	"3"	"28"	"329"	"33"	"4"	"4"	"1"	"2"	"0"	"0"	"0"	"4"	"19"	"11"	"3"	"441"	"0"	"8"	"449"	"0"
