"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"
"20"	"7"	"21"	"169"	"4"	"268"	"2"	"2"	"5"	"0"	"2"	"49"	"1"	"3"	"9"	"3"	"7"	"11"	"11"	"567"	"0"	"32"	"599"	"0"
"21"	"8"	"39"	"353"	"6"	"98"	"4"	"1"	"0"	"2"	"2"	"34"	"4"	"3"	"7"	"3"	"4"	"23"	"2"	"585"	"0"	"6"	"591"	"0"
"22"	"9"	"13"	"285"	"11"	"186"	"1"	"1"	"3"	"0"	"3"	"48"	"2"	"4"	"9"	"3"	"10"	"14"	"0"	"593"	"0"	"12"	"605"	"0"
"23"	"10"	"18"	"219"	"12"	"451"	"6"	"3"	"3"	"1"	"1"	"54"	"4"	"5"	"19"	"7"	"11"	"14"	"4"	"832"	"0"	"14"	"846"	"0"
"24"	"11"	"127"	"59"	"3"	"556"	"9"	"2"	"2"	"0"	"1"	"19"	"0"	"4"	"21"	"1"	"2"	"3"	"15"	"824"	"0"	"8"	"832"	"0"
"25"	"12"	"18"	"294"	"15"	"260"	"9"	"0"	"3"	"1"	"2"	"13"	"3"	"3"	"7"	"1"	"3"	"6"	"5"	"643"	"0"	"6"	"649"	"0"
"26"	"12A"	"14"	"82"	"5"	"464"	"4"	"3"	"2"	"3"	"2"	"26"	"0"	"3"	"18"	"7"	"5"	"15"	"1"	"654"	"0"	"1"	"655"	"0"
"27"	"13"	"17"	"4"	"7"	"499"	"4"	"2"	"3"	"0"	"0"	"15"	"1"	"0"	"10"	"1"	"0"	"1"	"3"	"567"	"0"	"0"	"567"	"0"
"28"	"14"	"8"	"198"	"6"	"436"	"7"	"1"	"4"	"1"	"8"	"62"	"7"	"10"	"26"	"2"	"10"	"7"	"1"	"794"	"0"	"4"	"798"	"0"
"29"	"15"	"51"	"390"	"11"	"556"	"8"	"4"	"5"	"0"	"5"	"31"	"5"	"6"	"20"	"5"	"8"	"9"	"5"	"1119"	"0"	"5"	"1124"	"0"
"30"	"16"	"13"	"3"	"2"	"618"	"6"	"1"	"9"	"1"	"3"	"15"	"2"	"2"	"8"	"2"	"2"	"2"	"3"	"692"	"0"	"3"	"695"	"0"
"31"	"17"	"160"	"552"	"14"	"183"	"7"	"5"	"2"	"2"	"5"	"19"	"6"	"5"	"11"	"5"	"9"	"23"	"8"	"1016"	"0"	"20"	"1036"	"0"
"32"	"18"	"23"	"594"	"18"	"453"	"8"	"3"	"3"	"2"	"5"	"22"	"6"	"4"	"18"	"4"	"17"	"24"	"6"	"1210"	"0"	"17"	"1227"	"0"
"33"	"19"	"7"	"213"	"11"	"128"	"2"	"0"	"3"	"1"	"4"	"10"	"1"	"2"	"6"	"1"	"6"	"8"	"1"	"404"	"0"	"1"	"405"	"0"
"34"	"20"	"226"	"143"	"14"	"322"	"1"	"1"	"1"	"0"	"1"	"41"	"5"	"0"	"10"	"4"	"5"	"6"	"18"	"798"	"0"	"11"	"809"	"0"
"35"	"21"	"58"	"124"	"4"	"254"	"4"	"1"	"2"	"1"	"1"	"31"	"2"	"3"	"9"	"4"	"7"	"15"	"2"	"522"	"0"	"9"	"531"	"0"
"36"	"22"	"71"	"108"	"4"	"309"	"4"	"2"	"2"	"0"	"5"	"32"	"3"	"3"	"1"	"2"	"0"	"3"	"5"	"554"	"0"	"3"	"557"	"0"
"37"	"23"	"26"	"171"	"3"	"307"	"2"	"1"	"2"	"2"	"1"	"47"	"1"	"2"	"3"	"2"	"1"	"4"	"1"	"576"	"0"	"0"	"576"	"0"
"38"	"24"	"29"	"137"	"6"	"93"	"0"	"5"	"0"	"0"	"2"	"23"	"1"	"0"	"1"	"1"	"0"	"2"	"0"	"300"	"0"	"2"	"302"	"0"
"39"	"25"	"30"	"123"	"16"	"480"	"10"	"58"	"3"	"5"	"4"	"29"	"7"	"7"	"7"	"3"	"1"	"5"	"3"	"791"	"0"	"7"	"798"	"0"
"40"	"26"	"56"	"149"	"7"	"405"	"12"	"3"	"4"	"7"	"5"	"69"	"7"	"4"	"21"	"10"	"7"	"20"	"2"	"788"	"0"	"6"	"794"	"0"
"41"	"27"	"37"	"373"	"7"	"343"	"5"	"5"	"5"	"3"	"1"	"45"	"2"	"0"	"2"	"4"	"5"	"11"	"2"	"850"	"0"	"1"	"851"	"0"
"42"	"28"	"20"	"108"	"17"	"549"	"4"	"18"	"2"	"6"	"4"	"78"	"3"	"8"	"10"	"5"	"12"	"37"	"12"	"893"	"0"	"22"	"915"	"0"
"43"	"29"	"15"	"91"	"6"	"393"	"5"	"21"	"4"	"2"	"3"	"26"	"2"	"4"	"10"	"0"	"2"	"1"	"5"	"590"	"0"	"4"	"594"	"0"
"44"	"30"	"17"	"215"	"5"	"55"	"1"	"7"	"3"	"1"	"2"	"32"	"3"	"3"	"1"	"3"	"11"	"14"	"8"	"381"	"0"	"18"	"399"	"0"
"45"	"31"	"213"	"163"	"7"	"125"	"1"	"1"	"1"	"1"	"2"	"16"	"2"	"2"	"10"	"5"	"7"	"23"	"5"	"584"	"0"	"7"	"591"	"0"
"46"	"32"	"139"	"82"	"4"	"424"	"9"	"7"	"8"	"2"	"4"	"68"	"9"	"6"	"31"	"10"	"3"	"23"	"3"	"832"	"0"	"3"	"835"	"0"
"47"	"33"	"16"	"305"	"3"	"215"	"3"	"9"	"4"	"1"	"3"	"30"	"4"	"2"	"11"	"3"	"8"	"17"	"1"	"635"	"0"	"7"	"642"	"0"
"48"	"34"	"12"	"181"	"9"	"374"	"8"	"6"	"5"	"1"	"0"	"33"	"2"	"6"	"6"	"1"	"1"	"3"	"4"	"652"	"0"	"4"	"656"	"0"
"49"	"35"	"8"	"149"	"6"	"115"	"2"	"2"	"0"	"0"	"3"	"19"	"2"	"3"	"9"	"5"	"5"	"12"	"2"	"342"	"0"	"1"	"343"	"0"
"50"	"36"	"43"	"249"	"12"	"460"	"14"	"0"	"3"	"0"	"2"	"44"	"3"	"2"	"15"	"5"	"2"	"16"	"4"	"874"	"0"	"3"	"877"	"0"
"51"	"37"	"35"	"256"	"17"	"541"	"10"	"3"	"5"	"1"	"5"	"42"	"10"	"11"	"27"	"9"	"10"	"29"	"8"	"1019"	"0"	"13"	"1032"	"0"
"52"	"38"	"26"	"20"	"6"	"828"	"7"	"2"	"2"	"1"	"2"	"14"	"1"	"3"	"7"	"1"	"1"	"4"	"2"	"927"	"0"	"3"	"930"	"0"
"53"	"39"	"36"	"5"	"5"	"174"	"8"	"1"	"1"	"0"	"0"	"8"	"1"	"1"	"9"	"0"	"0"	"1"	"2"	"252"	"0"	"0"	"252"	"0"
"54"	"40"	"32"	"134"	"11"	"418"	"13"	"5"	"2"	"1"	"7"	"56"	"11"	"13"	"37"	"6"	"19"	"24"	"5"	"794"	"0"	"8"	"802"	"0"
"55"	"41"	"17"	"612"	"19"	"304"	"3"	"1"	"4"	"1"	"1"	"20"	"2"	"4"	"12"	"4"	"12"	"18"	"3"	"1037"	"0"	"26"	"1063"	"0"
"56"	"42"	"60"	"447"	"12"	"306"	"7"	"3"	"5"	"1"	"3"	"45"	"3"	"8"	"16"	"2"	"13"	"20"	"1"	"952"	"0"	"8"	"960"	"0"
"57"	"43"	"18"	"384"	"15"	"248"	"4"	"5"	"2"	"3"	"2"	"15"	"5"	"9"	"4"	"9"	"25"	"55"	"23"	"826"	"0"	"33"	"859"	"0"
"58"	"44"	"70"	"290"	"8"	"217"	"5"	"4"	"0"	"1"	"0"	"25"	"1"	"2"	"11"	"2"	"5"	"15"	"10"	"666"	"0"	"28"	"694"	"0"
"59"	"45"	"29"	"65"	"12"	"660"	"12"	"4"	"4"	"1"	"3"	"29"	"9"	"4"	"54"	"8"	"2"	"24"	"7"	"927"	"0"	"31"	"958"	"0"
"60"	"46"	"18"	"272"	"14"	"271"	"6"	"2"	"0"	"1"	"1"	"13"	"3"	"4"	"16"	"4"	"1"	"12"	"1"	"639"	"0"	"4"	"643"	"0"
"61"	"46A"	"13"	"141"	"4"	"318"	"3"	"7"	"0"	"1"	"1"	"20"	"4"	"4"	"20"	"5"	"6"	"15"	"1"	"563"	"0"	"1"	"564"	"0"
"62"	"47"	"5"	"165"	"5"	"348"	"6"	"2"	"1"	"1"	"1"	"23"	"2"	"6"	"15"	"1"	"7"	"15"	"7"	"610"	"0"	"22"	"632"	"0"
"63"	"48"	"13"	"140"	"2"	"280"	"6"	"5"	"8"	"3"	"4"	"29"	"4"	"3"	"17"	"5"	"1"	"9"	"9"	"538"	"0"	"31"	"569"	"0"
"64"	"49"	"30"	"629"	"13"	"268"	"12"	"1"	"3"	"0"	"3"	"43"	"3"	"5"	"16"	"6"	"26"	"18"	"5"	"1081"	"0"	"10"	"1091"	"0"
"65"	"50"	"18"	"92"	"3"	"268"	"7"	"26"	"2"	"0"	"0"	"13"	"2"	"4"	"12"	"1"	"0"	"4"	"4"	"456"	"0"	"3"	"459"	"0"
"66"	"51"	"1"	"77"	"2"	"417"	"3"	"0"	"1"	"1"	"0"	"18"	"0"	"3"	"6"	"1"	"1"	"0"	"3"	"534"	"0"	"3"	"537"	"0"
"67"	"52"	"39"	"228"	"11"	"327"	"7"	"8"	"1"	"2"	"0"	"23"	"1"	"7"	"21"	"8"	"7"	"20"	"2"	"712"	"0"	"0"	"712"	"0"
"68"	"53"	"15"	"244"	"6"	"179"	"2"	"0"	"2"	"1"	"1"	"27"	"1"	"3"	"22"	"7"	"7"	"7"	"3"	"527"	"0"	"4"	"531"	"0"
"69"	"54"	"29"	"1"	"4"	"458"	"3"	"3"	"0"	"0"	"4"	"26"	"2"	"3"	"11"	"5"	"2"	"9"	"1"	"561"	"0"	"0"	"561"	"0"
"70"	"54A"	"36"	"10"	"6"	"627"	"14"	"5"	"1"	"2"	"1"	"20"	"2"	"2"	"10"	"2"	"3"	"6"	"12"	"759"	"0"	"7"	"766"	"0"
"71"	"55"	"116"	"244"	"12"	"315"	"10"	"6"	"6"	"0"	"3"	"55"	"4"	"6"	"25"	"8"	"13"	"19"	"3"	"845"	"0"	"10"	"855"	"0"
"72"	"56"	"25"	"465"	"21"	"275"	"5"	"1"	"3"	"2"	"3"	"22"	"3"	"9"	"5"	"3"	"7"	"39"	"7"	"895"	"0"	"15"	"910"	"0"
"73"	"57"	"28"	"497"	"8"	"352"	"6"	"3"	"4"	"1"	"2"	"20"	"5"	"1"	"5"	"3"	"7"	"1"	"6"	"949"	"0"	"8"	"957"	"0"
"74"	"58"	"16"	"57"	"6"	"857"	"10"	"3"	"6"	"1"	"1"	"45"	"11"	"11"	"31"	"5"	"3"	"20"	"10"	"1093"	"0"	"19"	"1112"	"0"
"75"	"59"	"98"	"8"	"5"	"581"	"14"	"3"	"4"	"2"	"7"	"68"	"12"	"8"	"30"	"7"	"7"	"29"	"9"	"892"	"0"	"1"	"893"	"0"
"76"	"60"	"93"	"18"	"2"	"181"	"4"	"0"	"3"	"1"	"1"	"25"	"0"	"4"	"20"	"4"	"3"	"11"	"6"	"376"	"0"	"2"	"378"	"0"
"77"	"61"	"50"	"277"	"11"	"196"	"2"	"6"	"4"	"4"	"0"	"30"	"3"	"1"	"7"	"0"	"5"	"3"	"5"	"604"	"0"	"7"	"611"	"0"
"78"	"62"	"15"	"329"	"8"	"418"	"4"	"4"	"0"	"0"	"2"	"15"	"2"	"1"	"5"	"2"	"3"	"3"	"0"	"811"	"0"	"6"	"817"	"0"
"79"	"63"	"189"	"165"	"5"	"197"	"7"	"5"	"1"	"2"	"0"	"24"	"3"	"3"	"10"	"3"	"7"	"22"	"9"	"652"	"0"	"3"	"655"	"0"
"80"	"64"	"13"	"391"	"20"	"454"	"9"	"3"	"2"	"3"	"5"	"23"	"6"	"7"	"14"	"13"	"15"	"14"	"20"	"1012"	"0"	"27"	"1039"	"0"
"81"	"65"	"23"	"251"	"28"	"649"	"20"	"1"	"6"	"1"	"5"	"49"	"7"	"17"	"46"	"5"	"6"	"20"	"12"	"1146"	"0"	"17"	"1163"	"0"
"82"	"66"	"74"	"120"	"4"	"181"	"3"	"4"	"0"	"0"	"1"	"15"	"4"	"2"	"3"	"2"	"4"	"15"	"9"	"441"	"0"	"8"	"449"	"0"
"83"	"67"	"55"	"282"	"10"	"196"	"2"	"1"	"2"	"2"	"2"	"12"	"2"	"2"	"2"	"1"	"4"	"5"	"2"	"582"	"0"	"4"	"586"	"0"
"84"	"68"	"90"	"223"	"13"	"564"	"8"	"5"	"1"	"1"	"3"	"30"	"1"	"5"	"18"	"1"	"10"	"16"	"9"	"998"	"0"	"17"	"1015"	"0"
"85"	"69"	"8"	"19"	"23"	"278"	"1"	"2"	"3"	"0"	"2"	"13"	"1"	"3"	"7"	"0"	"1"	"4"	"6"	"371"	"0"	"6"	"377"	"0"
"86"	"70"	"108"	"449"	"19"	"348"	"13"	"3"	"0"	"2"	"7"	"29"	"3"	"8"	"8"	"5"	"10"	"15"	"15"	"1042"	"0"	"15"	"1057"	"0"
"87"	"71"	"240"	"278"	"9"	"265"	"5"	"6"	"3"	"2"	"1"	"23"	"3"	"3"	"1"	"6"	"5"	"11"	"5"	"866"	"0"	"6"	"872"	"0"
"88"	"72"	"65"	"163"	"9"	"570"	"8"	"2"	"5"	"3"	"1"	"78"	"10"	"13"	"35"	"7"	"5"	"15"	"8"	"997"	"0"	"9"	"1006"	"0"
"89"	"73"	"5"	"247"	"15"	"575"	"4"	"3"	"2"	"7"	"1"	"54"	"11"	"6"	"21"	"6"	"14"	"20"	"1"	"992"	"0"	"10"	"1002"	"0"
"90"	"74"	"4"	"70"	"0"	"243"	"10"	"2"	"2"	"1"	"0"	"19"	"2"	"5"	"12"	"3"	"8"	"12"	"5"	"398"	"0"	"11"	"409"	"0"
"91"	"75"	"34"	"250"	"14"	"593"	"13"	"5"	"4"	"1"	"1"	"35"	"6"	"5"	"49"	"10"	"8"	"21"	"1"	"1050"	"0"	"5"	"1055"	"0"
"92"	"76"	"49"	"330"	"10"	"564"	"12"	"5"	"0"	"2"	"2"	"53"	"4"	"8"	"23"	"13"	"5"	"24"	"4"	"1108"	"0"	"7"	"1115"	"0"
"93"	"77"	"445"	"104"	"3"	"162"	"6"	"0"	"1"	"2"	"0"	"21"	"2"	"3"	"15"	"7"	"10"	"8"	"36"	"825"	"0"	"21"	"846"	"0"
"94"	"78"	"107"	"44"	"2"	"319"	"5"	"2"	"1"	"0"	"2"	"22"	"1"	"2"	"13"	"0"	"1"	"5"	"7"	"533"	"0"	"4"	"537"	"0"
"95"	"79"	"406"	"8"	"4"	"63"	"6"	"1"	"3"	"1"	"0"	"18"	"4"	"0"	"2"	"6"	"4"	"33"	"11"	"570"	"0"	"0"	"570"	"0"
"96"	"79A"	"262"	"18"	"5"	"66"	"3"	"1"	"0"	"0"	"1"	"10"	"1"	"1"	"1"	"0"	"5"	"22"	"6"	"402"	"0"	"3"	"405"	"0"
"97"	"80"	"222"	"34"	"6"	"336"	"11"	"5"	"4"	"2"	"3"	"35"	"7"	"9"	"21"	"7"	"9"	"24"	"20"	"755"	"0"	"13"	"768"	"0"
"98"	"81"	"190"	"81"	"6"	"393"	"10"	"10"	"4"	"8"	"7"	"38"	"10"	"12"	"32"	"8"	"15"	"40"	"5"	"869"	"0"	"5"	"874"	"0"
"99"	"82"	"298"	"27"	"10"	"251"	"6"	"1"	"5"	"4"	"0"	"33"	"2"	"3"	"5"	"8"	"7"	"24"	"42"	"726"	"0"	"22"	"748"	"0"
"100"	"83"	"92"	"53"	"3"	"472"	"16"	"6"	"4"	"2"	"2"	"33"	"6"	"4"	"12"	"3"	"5"	"16"	"4"	"733"	"0"	"2"	"735"	"0"
"101"	"84"	"37"	"100"	"17"	"630"	"15"	"3"	"5"	"2"	"3"	"49"	"2"	"6"	"21"	"3"	"4"	"16"	"8"	"921"	"0"	"21"	"942"	"0"
"102"	"85"	"32"	"55"	"9"	"428"	"9"	"3"	"2"	"2"	"2"	"23"	"1"	"1"	"10"	"5"	"2"	"7"	"3"	"594"	"0"	"7"	"601"	"0"
"103"	"86"	"55"	"11"	"2"	"456"	"11"	"0"	"3"	"2"	"2"	"20"	"2"	"9"	"20"	"3"	"1"	"4"	"6"	"607"	"0"	"1"	"608"	"0"
"104"	"87"	"30"	"5"	"5"	"520"	"6"	"3"	"4"	"0"	"1"	"37"	"0"	"3"	"6"	"4"	"2"	"5"	"16"	"647"	"0"	"7"	"654"	"0"
"105"	"88"	"18"	"398"	"8"	"211"	"2"	"2"	"2"	"0"	"2"	"44"	"1"	"3"	"4"	"2"	"2"	"1"	"8"	"708"	"0"	"4"	"712"	"0"
"106"	"89"	"29"	"270"	"6"	"464"	"2"	"2"	"1"	"1"	"4"	"36"	"1"	"1"	"6"	"1"	"1"	"2"	"4"	"831"	"0"	"5"	"836"	"0"
"107"	"90"	"17"	"142"	"4"	"294"	"3"	"2"	"0"	"2"	"1"	"20"	"4"	"4"	"11"	"0"	"2"	"10"	"2"	"518"	"0"	"8"	"526"	"0"
"108"	"91"	"25"	"20"	"2"	"494"	"10"	"5"	"3"	"1"	"2"	"21"	"9"	"9"	"29"	"2"	"1"	"8"	"6"	"647"	"0"	"4"	"651"	"0"
"109"	"92"	"14"	"553"	"11"	"288"	"6"	"1"	"1"	"2"	"1"	"25"	"1"	"5"	"6"	"1"	"3"	"8"	"5"	"931"	"0"	"12"	"943"	"0"
"110"	"93"	"10"	"287"	"3"	"254"	"6"	"1"	"0"	"1"	"0"	"16"	"0"	"1"	"2"	"0"	"1"	"2"	"4"	"588"	"0"	"5"	"593"	"0"
"111"	"94"	"100"	"134"	"8"	"400"	"12"	"3"	"1"	"2"	"0"	"43"	"1"	"1"	"4"	"6"	"0"	"5"	"9"	"729"	"0"	"4"	"733"	"0"
"112"	"95"	"2"	"162"	"15"	"397"	"4"	"1"	"1"	"2"	"1"	"16"	"5"	"8"	"17"	"2"	"2"	"19"	"5"	"659"	"0"	"6"	"665"	"0"
"113"	"96"	"9"	"360"	"3"	"318"	"1"	"1"	"0"	"0"	"1"	"10"	"1"	"0"	"8"	"4"	"5"	"4"	"7"	"732"	"0"	"0"	"732"	"0"
"114"	"97"	"108"	"212"	"4"	"137"	"3"	"1"	"1"	"0"	"5"	"13"	"2"	"2"	"1"	"1"	"5"	"6"	"8"	"509"	"0"	"13"	"522"	"0"
"115"	"98"	"15"	"263"	"8"	"253"	"0"	"1"	"0"	"0"	"1"	"14"	"1"	"0"	"5"	"2"	"0"	"4"	"4"	"571"	"0"	"6"	"577"	"0"
"116"	"99"	"32"	"359"	"11"	"484"	"15"	"4"	"1"	"1"	"3"	"22"	"6"	"6"	"11"	"2"	"11"	"13"	"16"	"997"	"0"	"22"	"1019"	"0"
"117"	"100"	"13"	"538"	"10"	"255"	"5"	"0"	"1"	"4"	"0"	"25"	"3"	"2"	"1"	"2"	"2"	"2"	"3"	"866"	"0"	"3"	"869"	"0"
"118"	"101"	"31"	"273"	"11"	"655"	"5"	"6"	"3"	"7"	"2"	"44"	"11"	"14"	"21"	"8"	"8"	"32"	"6"	"1137"	"0"	"23"	"1160"	"0"
"119"	"102"	"66"	"373"	"10"	"392"	"6"	"2"	"4"	"4"	"1"	"46"	"4"	"7"	"13"	"3"	"5"	"9"	"7"	"952"	"0"	"18"	"970"	"0"
"120"	"103"	"86"	"384"	"9"	"397"	"2"	"0"	"3"	"1"	"0"	"51"	"6"	"7"	"17"	"3"	"3"	"3"	"14"	"986"	"0"	"12"	"998"	"0"
"121"	"104"	"56"	"472"	"15"	"347"	"7"	"2"	"3"	"1"	"4"	"55"	"1"	"6"	"15"	"4"	"1"	"23"	"13"	"1025"	"0"	"15"	"1040"	"0"
"122"	"105"	"64"	"520"	"10"	"224"	"4"	"2"	"1"	"7"	"6"	"40"	"5"	"3"	"9"	"6"	"10"	"11"	"9"	"931"	"0"	"8"	"939"	"0"
"123"	"106"	"21"	"301"	"3"	"353"	"4"	"3"	"7"	"2"	"1"	"52"	"7"	"3"	"15"	"4"	"4"	"9"	"3"	"792"	"0"	"9"	"801"	"0"
"124"	"107"	"14"	"60"	"6"	"632"	"9"	"2"	"1"	"0"	"1"	"20"	"3"	"1"	"26"	"5"	"4"	"14"	"7"	"805"	"0"	"16"	"821"	"0"
"125"	"108"	"40"	"111"	"5"	"445"	"8"	"1"	"8"	"2"	"3"	"33"	"4"	"11"	"15"	"5"	"5"	"6"	"1"	"703"	"0"	"3"	"706"	"0"
"126"	"109"	"124"	"62"	"4"	"438"	"1"	"1"	"1"	"1"	"1"	"29"	"1"	"2"	"4"	"1"	"0"	"2"	"11"	"683"	"0"	"8"	"691"	"0"
"127"	"109A"	"85"	"154"	"6"	"326"	"5"	"2"	"4"	"0"	"1"	"54"	"4"	"4"	"8"	"2"	"4"	"21"	"4"	"684"	"0"	"3"	"687"	"0"
"128"	"110"	"19"	"82"	"10"	"579"	"8"	"10"	"3"	"6"	"0"	"46"	"5"	"10"	"15"	"4"	"9"	"16"	"3"	"825"	"0"	"3"	"828"	"0"
"129"	"110A"	"27"	"114"	"1"	"272"	"1"	"3"	"1"	"0"	"1"	"11"	"1"	"0"	"3"	"1"	"0"	"0"	"3"	"439"	"0"	"2"	"441"	"0"
"130"	"111"	"14"	"90"	"5"	"443"	"5"	"1"	"6"	"1"	"6"	"45"	"2"	"5"	"9"	"6"	"4"	"13"	"4"	"659"	"0"	"8"	"667"	"0"
"131"	"112"	"48"	"211"	"10"	"466"	"4"	"3"	"4"	"4"	"4"	"23"	"0"	"3"	"4"	"1"	"0"	"1"	"4"	"790"	"0"	"2"	"792"	"0"
"132"	"113"	"59"	"243"	"9"	"142"	"1"	"2"	"2"	"1"	"2"	"18"	"5"	"6"	"7"	"3"	"3"	"16"	"2"	"521"	"0"	"6"	"527"	"0"
"133"	"113A"	"42"	"331"	"6"	"185"	"1"	"0"	"5"	"0"	"3"	"22"	"0"	"4"	"4"	"5"	"4"	"0"	"2"	"614"	"0"	"2"	"616"	"0"
"134"	"114"	"57"	"273"	"8"	"113"	"3"	"1"	"0"	"3"	"3"	"27"	"3"	"2"	"10"	"5"	"8"	"13"	"7"	"536"	"0"	"25"	"561"	"0"
"135"	"115"	"203"	"14"	"8"	"409"	"12"	"2"	"3"	"3"	"3"	"57"	"9"	"7"	"25"	"11"	"9"	"25"	"16"	"816"	"0"	"8"	"824"	"0"
"136"	"116"	"131"	"48"	"6"	"463"	"3"	"5"	"8"	"2"	"1"	"57"	"2"	"4"	"15"	"5"	"1"	"6"	"0"	"757"	"0"	"3"	"760"	"0"
"137"	"117"	"35"	"261"	"17"	"726"	"6"	"3"	"1"	"3"	"4"	"61"	"7"	"5"	"14"	"8"	"8"	"16"	"3"	"1178"	"0"	"8"	"1186"	"0"
"138"	"118"	"51"	"455"	"8"	"124"	"3"	"1"	"5"	"1"	"0"	"8"	"3"	"3"	"9"	"9"	"14"	"13"	"7"	"714"	"0"	"31"	"745"	"0"
"139"	"119"	"80"	"135"	"17"	"456"	"15"	"5"	"3"	"3"	"5"	"69"	"15"	"17"	"62"	"11"	"7"	"18"	"9"	"927"	"0"	"10"	"937"	"0"
"140"	"120"	"74"	"61"	"5"	"195"	"8"	"2"	"0"	"2"	"0"	"16"	"3"	"9"	"5"	"5"	"11"	"18"	"6"	"420"	"0"	"8"	"428"	"0"
"141"	"121"	"80"	"90"	"2"	"352"	"9"	"3"	"3"	"3"	"2"	"29"	"1"	"4"	"12"	"2"	"2"	"10"	"1"	"605"	"0"	"1"	"606"	"0"
"142"	"122"	"15"	"61"	"5"	"189"	"4"	"3"	"6"	"3"	"0"	"10"	"2"	"3"	"5"	"1"	"1"	"2"	"2"	"312"	"0"	"5"	"317"	"0"
"143"	"123"	"29"	"198"	"4"	"639"	"3"	"2"	"2"	"1"	"1"	"44"	"5"	"3"	"2"	"0"	"3"	"3"	"9"	"948"	"0"	"6"	"954"	"0"
