"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"
"22"	"10"	"163"	"31"	"4"	"151"	"9"	"12"	"0"	"1"	"3"	"1"	"9"	"2"	"1"	"5"	"392"	"0"	"3"	"395"	"0"
"23"	"11"	"99"	"26"	"2"	"145"	"6"	"7"	"0"	"3"	"5"	"2"	"39"	"2"	"2"	"0"	"338"	"0"	"1"	"339"	"0"
"24"	"12"	"177"	"92"	"14"	"489"	"26"	"31"	"4"	"6"	"9"	"5"	"20"	"2"	"6"	"3"	"884"	"0"	"3"	"887"	"0"
"25"	"13"	"177"	"5"	"4"	"145"	"8"	"2"	"1"	"0"	"2"	"0"	"3"	"4"	"1"	"5"	"357"	"0"	"6"	"363"	"0"
"26"	"14"	"340"	"24"	"4"	"341"	"16"	"7"	"2"	"3"	"3"	"4"	"42"	"3"	"3"	"1"	"793"	"0"	"10"	"803"	"0"
"27"	"15"	"565"	"26"	"7"	"157"	"22"	"10"	"4"	"1"	"1"	"0"	"16"	"2"	"2"	"7"	"820"	"0"	"9"	"829"	"0"
"28"	"16"	"429"	"21"	"3"	"31"	"3"	"1"	"0"	"0"	"2"	"0"	"10"	"1"	"1"	"4"	"506"	"0"	"6"	"512"	"0"
"29"	"17"	"381"	"25"	"26"	"131"	"14"	"7"	"3"	"2"	"1"	"3"	"28"	"4"	"4"	"8"	"637"	"0"	"11"	"648"	"0"
"30"	"18"	"364"	"9"	"4"	"62"	"2"	"2"	"2"	"0"	"1"	"0"	"30"	"0"	"0"	"0"	"476"	"0"	"3"	"479"	"0"
"31"	"19"	"277"	"35"	"6"	"152"	"18"	"9"	"1"	"1"	"2"	"0"	"53"	"4"	"4"	"6"	"568"	"0"	"9"	"577"	"0"
"32"	"20"	"401"	"25"	"6"	"180"	"8"	"10"	"0"	"0"	"1"	"2"	"25"	"1"	"3"	"1"	"663"	"0"	"9"	"672"	"0"
"33"	"21"	"76"	"28"	"7"	"522"	"19"	"4"	"0"	"2"	"5"	"0"	"20"	"1"	"1"	"2"	"687"	"0"	"1"	"688"	"0"
"34"	"22"	"326"	"68"	"20"	"319"	"19"	"17"	"2"	"5"	"7"	"5"	"58"	"9"	"16"	"6"	"877"	"0"	"10"	"887"	"0"
"35"	"23"	"163"	"22"	"4"	"42"	"8"	"5"	"2"	"1"	"9"	"1"	"7"	"2"	"3"	"2"	"271"	"0"	"6"	"277"	"0"
"36"	"24"	"311"	"18"	"4"	"215"	"14"	"4"	"1"	"2"	"3"	"1"	"13"	"3"	"3"	"5"	"597"	"0"	"10"	"607"	"0"
"37"	"25"	"182"	"22"	"9"	"227"	"26"	"9"	"0"	"2"	"13"	"3"	"49"	"6"	"11"	"8"	"567"	"0"	"9"	"576"	"0"
"38"	"26"	"598"	"72"	"7"	"55"	"12"	"6"	"4"	"6"	"13"	"3"	"112"	"0"	"6"	"4"	"898"	"0"	"12"	"910"	"0"
"39"	"27"	"416"	"5"	"2"	"7"	"4"	"2"	"1"	"2"	"2"	"2"	"13"	"0"	"0"	"2"	"458"	"0"	"9"	"467"	"0"
"40"	"28"	"70"	"17"	"4"	"33"	"10"	"10"	"5"	"5"	"14"	"10"	"411"	"7"	"10"	"3"	"609"	"0"	"7"	"616"	"0"
"41"	"29"	"17"	"14"	"2"	"149"	"12"	"12"	"0"	"4"	"13"	"10"	"489"	"5"	"16"	"8"	"751"	"0"	"5"	"756"	"0"
"42"	"30"	"332"	"259"	"6"	"53"	"10"	"8"	"3"	"10"	"2"	"0"	"31"	"0"	"4"	"4"	"722"	"0"	"8"	"730"	"0"
"43"	"31"	"518"	"16"	"7"	"18"	"3"	"3"	"3"	"2"	"5"	"0"	"47"	"1"	"0"	"1"	"624"	"0"	"12"	"636"	"0"
"44"	"32"	"296"	"8"	"2"	"136"	"8"	"4"	"2"	"2"	"2"	"3"	"30"	"1"	"3"	"4"	"501"	"0"	"4"	"505"	"0"
"45"	"33"	"102"	"37"	"4"	"115"	"5"	"30"	"6"	"8"	"32"	"16"	"670"	"9"	"10"	"11"	"1055"	"0"	"17"	"1072"	"0"
"46"	"34"	"144"	"34"	"5"	"157"	"23"	"19"	"7"	"7"	"19"	"10"	"519"	"11"	"23"	"16"	"994"	"0"	"41"	"1035"	"0"
"47"	"35"	"43"	"30"	"1"	"150"	"16"	"28"	"5"	"6"	"35"	"12"	"567"	"12"	"20"	"15"	"940"	"0"	"28"	"968"	"0"
"48"	"36"	"51"	"14"	"1"	"66"	"8"	"38"	"8"	"15"	"41"	"25"	"529"	"10"	"15"	"8"	"829"	"0"	"15"	"844"	"0"
"49"	"37"	"268"	"10"	"3"	"67"	"5"	"13"	"5"	"9"	"18"	"13"	"279"	"4"	"16"	"5"	"715"	"0"	"6"	"721"	"0"
"50"	"38"	"249"	"25"	"1"	"59"	"3"	"9"	"1"	"3"	"16"	"14"	"404"	"3"	"9"	"3"	"799"	"0"	"4"	"803"	"0"
"51"	"39"	"120"	"9"	"1"	"86"	"11"	"14"	"5"	"9"	"22"	"16"	"634"	"3"	"20"	"9"	"959"	"0"	"9"	"968"	"0"
"52"	"40"	"93"	"7"	"4"	"277"	"31"	"7"	"3"	"1"	"13"	"6"	"56"	"6"	"4"	"7"	"515"	"0"	"11"	"526"	"0"
"53"	"40A"	"284"	"8"	"3"	"183"	"11"	"6"	"1"	"2"	"2"	"1"	"49"	"0"	"1"	"3"	"554"	"0"	"5"	"559"	"0"
"54"	"41"	"30"	"17"	"4"	"346"	"31"	"20"	"6"	"7"	"33"	"9"	"256"	"21"	"20"	"15"	"815"	"0"	"19"	"834"	"0"
"55"	"42"	"125"	"45"	"2"	"121"	"21"	"15"	"2"	"4"	"10"	"4"	"54"	"3"	"3"	"8"	"417"	"0"	"10"	"427"	"0"
"56"	"43"	"351"	"17"	"4"	"40"	"7"	"3"	"3"	"3"	"8"	"1"	"11"	"0"	"2"	"4"	"454"	"0"	"6"	"460"	"0"
"57"	"43A"	"301"	"16"	"3"	"62"	"8"	"5"	"7"	"7"	"3"	"5"	"12"	"0"	"3"	"1"	"433"	"0"	"13"	"446"	"0"
"58"	"44"	"149"	"73"	"3"	"174"	"22"	"20"	"6"	"4"	"26"	"7"	"298"	"5"	"11"	"13"	"811"	"0"	"18"	"829"	"0"
"59"	"45"	"582"	"9"	"3"	"71"	"11"	"3"	"1"	"1"	"1"	"1"	"2"	"2"	"4"	"4"	"695"	"0"	"14"	"709"	"0"
"60"	"46"	"437"	"11"	"0"	"30"	"0"	"2"	"1"	"1"	"6"	"0"	"22"	"2"	"1"	"1"	"514"	"0"	"3"	"517"	"0"
"61"	"47"	"496"	"13"	"1"	"4"	"3"	"0"	"2"	"0"	"2"	"2"	"15"	"0"	"2"	"0"	"540"	"0"	"14"	"554"	"0"
"62"	"48"	"356"	"10"	"2"	"28"	"5"	"1"	"0"	"2"	"2"	"0"	"6"	"1"	"0"	"2"	"415"	"0"	"15"	"430"	"0"
"63"	"49"	"363"	"16"	"9"	"122"	"27"	"20"	"5"	"7"	"15"	"4"	"156"	"1"	"14"	"12"	"771"	"0"	"8"	"779"	"0"
"64"	"50"	"390"	"21"	"7"	"117"	"29"	"9"	"4"	"3"	"8"	"2"	"38"	"3"	"8"	"9"	"648"	"0"	"13"	"661"	"0"
"65"	"51"	"284"	"7"	"6"	"35"	"13"	"21"	"1"	"2"	"10"	"1"	"25"	"4"	"9"	"3"	"421"	"0"	"16"	"437"	"0"
"66"	"52"	"139"	"52"	"256"	"87"	"13"	"35"	"2"	"7"	"3"	"3"	"37"	"4"	"19"	"13"	"670"	"0"	"15"	"685"	"0"
"67"	"53"	"57"	"43"	"6"	"336"	"15"	"20"	"3"	"7"	"4"	"3"	"81"	"7"	"11"	"10"	"603"	"0"	"17"	"620"	"0"
"68"	"54"	"107"	"9"	"5"	"211"	"26"	"8"	"2"	"1"	"7"	"3"	"57"	"9"	"4"	"6"	"455"	"0"	"10"	"465"	"0"
"69"	"55"	"398"	"22"	"1"	"14"	"6"	"2"	"1"	"1"	"0"	"0"	"15"	"0"	"1"	"3"	"464"	"0"	"6"	"470"	"0"
"70"	"56"	"77"	"175"	"11"	"334"	"36"	"65"	"9"	"9"	"22"	"15"	"188"	"8"	"18"	"13"	"980"	"0"	"33"	"1013"	"0"
"71"	"57"	"240"	"31"	"18"	"148"	"12"	"11"	"3"	"4"	"7"	"2"	"96"	"4"	"8"	"2"	"586"	"0"	"3"	"589"	"0"
"72"	"58"	"204"	"12"	"10"	"132"	"25"	"17"	"3"	"1"	"3"	"1"	"28"	"0"	"1"	"7"	"444"	"0"	"8"	"452"	"0"
"73"	"59"	"383"	"15"	"1"	"90"	"15"	"10"	"1"	"1"	"4"	"5"	"37"	"1"	"6"	"2"	"571"	"0"	"10"	"581"	"0"
"74"	"60"	"228"	"25"	"5"	"124"	"11"	"14"	"1"	"2"	"1"	"3"	"48"	"1"	"5"	"6"	"474"	"0"	"7"	"481"	"0"
"75"	"61"	"360"	"53"	"4"	"176"	"29"	"22"	"1"	"3"	"6"	"2"	"77"	"1"	"5"	"5"	"744"	"0"	"19"	"763"	"0"
"76"	"62"	"308"	"9"	"1"	"19"	"6"	"4"	"1"	"1"	"6"	"2"	"86"	"2"	"2"	"3"	"450"	"0"	"8"	"458"	"0"
"77"	"63"	"335"	"9"	"2"	"14"	"3"	"2"	"0"	"1"	"6"	"1"	"62"	"1"	"2"	"4"	"442"	"0"	"5"	"447"	"0"
"78"	"64"	"113"	"27"	"2"	"129"	"16"	"22"	"9"	"8"	"25"	"18"	"394"	"12"	"17"	"13"	"805"	"0"	"27"	"832"	"0"
"79"	"65"	"210"	"14"	"3"	"14"	"2"	"4"	"0"	"0"	"1"	"0"	"32"	"2"	"3"	"1"	"286"	"0"	"4"	"290"	"0"
"80"	"66"	"181"	"13"	"7"	"193"	"22"	"17"	"7"	"12"	"15"	"16"	"352"	"16"	"24"	"25"	"900"	"0"	"23"	"923"	"0"
"81"	"67"	"313"	"12"	"4"	"139"	"12"	"13"	"2"	"8"	"13"	"10"	"320"	"12"	"16"	"8"	"882"	"0"	"21"	"903"	"0"
"82"	"68"	"326"	"21"	"21"	"78"	"15"	"24"	"7"	"8"	"21"	"6"	"353"	"5"	"16"	"9"	"910"	"0"	"5"	"915"	"0"
"83"	"69"	"699"	"17"	"7"	"22"	"5"	"8"	"2"	"4"	"8"	"4"	"85"	"3"	"5"	"2"	"871"	"0"	"9"	"880"	"0"
"84"	"70"	"194"	"9"	"2"	"40"	"5"	"2"	"2"	"2"	"0"	"0"	"72"	"1"	"4"	"0"	"333"	"0"	"11"	"344"	"0"
"85"	"71"	"132"	"13"	"0"	"47"	"6"	"13"	"1"	"16"	"19"	"17"	"818"	"4"	"15"	"7"	"1108"	"0"	"8"	"1116"	"0"
"86"	"72"	"14"	"10"	"0"	"32"	"3"	"9"	"2"	"2"	"7"	"8"	"483"	"2"	"5"	"2"	"579"	"0"	"5"	"584"	"0"
"87"	"73"	"295"	"30"	"6"	"66"	"8"	"22"	"4"	"3"	"11"	"11"	"315"	"9"	"21"	"6"	"807"	"0"	"21"	"828"	"0"
"88"	"74"	"33"	"24"	"1"	"51"	"10"	"19"	"4"	"9"	"18"	"15"	"450"	"6"	"17"	"11"	"668"	"0"	"30"	"698"	"0"
"89"	"75"	"261"	"49"	"2"	"108"	"7"	"24"	"5"	"12"	"7"	"5"	"205"	"3"	"17"	"3"	"708"	"0"	"13"	"721"	"0"
"90"	"76"	"155"	"9"	"7"	"262"	"18"	"13"	"4"	"4"	"18"	"7"	"219"	"2"	"10"	"5"	"733"	"0"	"8"	"741"	"0"
"91"	"77"	"139"	"96"	"4"	"169"	"15"	"33"	"9"	"0"	"10"	"2"	"146"	"3"	"10"	"3"	"639"	"0"	"20"	"659"	"0"
"92"	"78"	"152"	"13"	"2"	"156"	"8"	"7"	"3"	"3"	"3"	"2"	"64"	"0"	"5"	"2"	"420"	"0"	"3"	"423"	"0"
"93"	"79"	"342"	"9"	"1"	"183"	"16"	"9"	"0"	"2"	"2"	"3"	"21"	"4"	"6"	"8"	"606"	"0"	"11"	"617"	"0"
"94"	"80"	"82"	"3"	"3"	"67"	"4"	"4"	"1"	"3"	"5"	"1"	"107"	"0"	"4"	"3"	"287"	"0"	"3"	"290"	"0"
"95"	"81"	"153"	"11"	"3"	"81"	"11"	"11"	"3"	"5"	"28"	"12"	"327"	"10"	"20"	"9"	"684"	"0"	"32"	"716"	"0"
"96"	"82"	"116"	"29"	"1"	"27"	"7"	"10"	"0"	"3"	"12"	"6"	"117"	"3"	"10"	"6"	"347"	"0"	"5"	"352"	"0"
"97"	"83"	"73"	"56"	"2"	"163"	"12"	"14"	"4"	"8"	"15"	"6"	"274"	"6"	"11"	"3"	"647"	"0"	"8"	"655"	"0"
"98"	"84"	"120"	"22"	"2"	"96"	"18"	"16"	"1"	"1"	"15"	"9"	"178"	"5"	"11"	"7"	"501"	"0"	"16"	"517"	"0"
"99"	"85"	"118"	"46"	"2"	"220"	"12"	"14"	"2"	"6"	"18"	"4"	"419"	"4"	"4"	"2"	"871"	"0"	"3"	"874"	"0"
"100"	"86"	"158"	"41"	"4"	"206"	"5"	"14"	"2"	"4"	"8"	"3"	"189"	"1"	"5"	"0"	"640"	"0"	"1"	"641"	"0"
"101"	"87"	"160"	"77"	"4"	"167"	"10"	"28"	"2"	"5"	"17"	"6"	"337"	"11"	"10"	"7"	"841"	"0"	"4"	"845"	"0"
"102"	"88"	"262"	"19"	"4"	"133"	"4"	"3"	"2"	"4"	"6"	"11"	"135"	"4"	"5"	"7"	"599"	"0"	"8"	"607"	"0"
"103"	"89"	"208"	"19"	"1"	"174"	"14"	"20"	"4"	"6"	"14"	"5"	"246"	"4"	"8"	"6"	"729"	"0"	"4"	"733"	"0"
"104"	"90"	"523"	"18"	"3"	"26"	"1"	"2"	"1"	"0"	"11"	"4"	"78"	"1"	"4"	"1"	"673"	"0"	"8"	"681"	"0"
"105"	"91"	"197"	"11"	"3"	"92"	"5"	"10"	"0"	"4"	"5"	"3"	"180"	"2"	"3"	"3"	"518"	"0"	"3"	"521"	"0"
"106"	"91A"	"228"	"16"	"1"	"71"	"2"	"5"	"0"	"2"	"8"	"2"	"134"	"2"	"2"	"2"	"475"	"0"	"4"	"479"	"0"
"107"	"92"	"48"	"11"	"2"	"130"	"2"	"15"	"1"	"2"	"11"	"1"	"303"	"5"	"4"	"1"	"536"	"0"	"3"	"539"	"0"
"108"	"93"	"190"	"59"	"1"	"115"	"5"	"9"	"0"	"0"	"17"	"3"	"380"	"3"	"3"	"4"	"789"	"0"	"6"	"795"	"0"
"109"	"94"	"54"	"23"	"2"	"162"	"3"	"10"	"1"	"1"	"7"	"5"	"207"	"0"	"0"	"1"	"476"	"0"	"3"	"479"	"0"
"110"	"95"	"31"	"18"	"1"	"94"	"2"	"7"	"0"	"3"	"11"	"4"	"233"	"2"	"6"	"5"	"417"	"0"	"2"	"419"	"0"
"111"	"96"	"125"	"16"	"1"	"288"	"10"	"17"	"1"	"2"	"11"	"10"	"437"	"7"	"15"	"6"	"946"	"0"	"3"	"949"	"0"
"112"	"97"	"127"	"10"	"1"	"309"	"8"	"8"	"4"	"3"	"7"	"3"	"582"	"5"	"11"	"4"	"1082"	"0"	"3"	"1085"	"0"
"113"	"98"	"84"	"17"	"1"	"237"	"8"	"6"	"1"	"8"	"4"	"5"	"380"	"3"	"4"	"2"	"760"	"0"	"6"	"766"	"0"
"114"	"99"	"56"	"32"	"0"	"349"	"9"	"0"	"1"	"1"	"6"	"1"	"426"	"2"	"2"	"3"	"888"	"0"	"1"	"889"	"0"
"115"	"100"	"50"	"13"	"3"	"226"	"2"	"10"	"4"	"6"	"12"	"4"	"525"	"4"	"7"	"2"	"868"	"0"	"4"	"872"	"0"
"116"	"101"	"165"	"15"	"2"	"83"	"3"	"6"	"0"	"6"	"5"	"0"	"54"	"3"	"1"	"0"	"343"	"0"	"1"	"344"	"0"
"117"	"102"	"254"	"39"	"0"	"189"	"3"	"8"	"1"	"6"	"11"	"2"	"141"	"2"	"1"	"2"	"659"	"0"	"2"	"661"	"0"
"118"	"103"	"317"	"12"	"2"	"174"	"3"	"5"	"0"	"2"	"2"	"3"	"83"	"2"	"4"	"8"	"617"	"0"	"10"	"627"	"0"
"119"	"104"	"254"	"17"	"2"	"86"	"0"	"6"	"2"	"1"	"2"	"1"	"80"	"2"	"3"	"0"	"456"	"0"	"8"	"464"	"0"
"120"	"105"	"73"	"19"	"0"	"148"	"2"	"6"	"1"	"2"	"2"	"1"	"185"	"1"	"0"	"0"	"440"	"0"	"5"	"445"	"0"
"121"	"106"	"32"	"8"	"0"	"128"	"5"	"3"	"0"	"0"	"5"	"2"	"131"	"2"	"3"	"3"	"322"	"0"	"2"	"324"	"0"
"122"	"107"	"408"	"13"	"6"	"160"	"5"	"5"	"3"	"9"	"17"	"2"	"111"	"1"	"4"	"2"	"746"	"0"	"8"	"754"	"0"
"123"	"108"	"228"	"9"	"5"	"160"	"17"	"7"	"0"	"5"	"38"	"5"	"58"	"6"	"3"	"2"	"543"	"0"	"6"	"549"	"0"
"124"	"109"	"159"	"7"	"3"	"118"	"6"	"6"	"0"	"3"	"9"	"1"	"40"	"3"	"0"	"3"	"358"	"0"	"4"	"362"	"0"
"125"	"110"	"81"	"17"	"1"	"193"	"5"	"8"	"0"	"1"	"3"	"3"	"92"	"5"	"4"	"2"	"415"	"0"	"5"	"420"	"0"
"126"	"111"	"169"	"23"	"3"	"261"	"17"	"9"	"1"	"15"	"12"	"6"	"89"	"1"	"4"	"5"	"615"	"0"	"9"	"624"	"0"
"127"	"112"	"360"	"23"	"8"	"121"	"17"	"17"	"1"	"3"	"7"	"2"	"112"	"5"	"8"	"4"	"688"	"0"	"12"	"700"	"0"
"128"	"113"	"227"	"57"	"15"	"442"	"28"	"29"	"1"	"4"	"5"	"6"	"77"	"17"	"9"	"22"	"939"	"0"	"25"	"964"	"0"
"129"	"114"	"421"	"61"	"8"	"190"	"16"	"27"	"3"	"8"	"9"	"10"	"119"	"8"	"11"	"13"	"904"	"0"	"19"	"923"	"0"
"130"	"115"	"542"	"15"	"6"	"291"	"32"	"9"	"2"	"5"	"3"	"4"	"61"	"5"	"8"	"6"	"989"	"0"	"18"	"1007"	"0"
"131"	"116"	"280"	"65"	"3"	"212"	"17"	"27"	"3"	"0"	"9"	"7"	"74"	"3"	"4"	"5"	"709"	"0"	"11"	"720"	"0"
"132"	"117"	"265"	"70"	"7"	"234"	"26"	"38"	"4"	"9"	"5"	"4"	"21"	"2"	"0"	"2"	"687"	"0"	"2"	"689"	"0"
"133"	"118"	"52"	"50"	"4"	"320"	"31"	"47"	"8"	"6"	"3"	"5"	"72"	"8"	"15"	"13"	"634"	"0"	"5"	"639"	"0"
"134"	"119"	"47"	"42"	"2"	"257"	"15"	"23"	"1"	"3"	"0"	"2"	"6"	"2"	"4"	"6"	"410"	"0"	"9"	"419"	"0"
"135"	"120"	"96"	"16"	"1"	"82"	"4"	"14"	"1"	"1"	"7"	"5"	"79"	"8"	"6"	"5"	"325"	"0"	"11"	"336"	"0"
"136"	"121"	"37"	"5"	"2"	"80"	"5"	"11"	"1"	"4"	"2"	"3"	"116"	"0"	"3"	"6"	"275"	"0"	"4"	"279"	"0"
"137"	"122"	"149"	"26"	"1"	"341"	"24"	"7"	"2"	"2"	"12"	"5"	"228"	"9"	"11"	"3"	"820"	"0"	"11"	"831"	"0"
"138"	"123"	"149"	"38"	"8"	"346"	"19"	"19"	"1"	"2"	"3"	"3"	"37"	"3"	"7"	"10"	"645"	"0"	"11"	"656"	"0"
"139"	"124"	"30"	"95"	"6"	"177"	"27"	"48"	"7"	"7"	"6"	"6"	"51"	"7"	"13"	"8"	"488"	"0"	"15"	"503"	"0"
"140"	"125"	"231"	"34"	"11"	"407"	"34"	"18"	"2"	"2"	"8"	"3"	"45"	"13"	"14"	"7"	"829"	"0"	"23"	"852"	"0"
"141"	"126"	"155"	"7"	"6"	"239"	"18"	"8"	"32"	"8"	"4"	"4"	"10"	"14"	"6"	"6"	"517"	"0"	"26"	"543"	"0"
"142"	"127"	"311"	"42"	"6"	"297"	"15"	"18"	"2"	"10"	"5"	"2"	"8"	"2"	"2"	"10"	"730"	"0"	"4"	"734"	"0"
"143"	"128"	"114"	"10"	"1"	"147"	"9"	"2"	"0"	"2"	"3"	"0"	"7"	"0"	"0"	"3"	"298"	"0"	"1"	"299"	"0"
"144"	"129"	"191"	"7"	"0"	"88"	"8"	"1"	"2"	"0"	"2"	"0"	"4"	"0"	"1"	"3"	"307"	"0"	"2"	"309"	"0"
"145"	"130"	"237"	"52"	"9"	"382"	"27"	"35"	"32"	"6"	"4"	"7"	"13"	"10"	"10"	"13"	"837"	"0"	"21"	"858"	"0"
"146"	"131"	"171"	"26"	"7"	"285"	"31"	"21"	"4"	"1"	"5"	"0"	"21"	"5"	"6"	"4"	"587"	"0"	"12"	"599"	"0"
"147"	"132"	"174"	"20"	"6"	"207"	"12"	"11"	"4"	"4"	"3"	"5"	"48"	"9"	"8"	"4"	"515"	"0"	"5"	"520"	"0"
"148"	"133"	"146"	"72"	"18"	"304"	"23"	"17"	"4"	"3"	"7"	"2"	"39"	"4"	"9"	"3"	"651"	"0"	"11"	"662"	"0"
"149"	"134"	"199"	"122"	"14"	"271"	"17"	"28"	"3"	"2"	"5"	"6"	"51"	"9"	"18"	"9"	"754"	"0"	"12"	"766"	"0"
"150"	"135"	"255"	"29"	"7"	"376"	"29"	"23"	"2"	"7"	"7"	"2"	"40"	"9"	"5"	"7"	"798"	"0"	"17"	"815"	"0"
"151"	"136"	"52"	"28"	"7"	"179"	"14"	"18"	"7"	"6"	"13"	"5"	"166"	"3"	"8"	"2"	"508"	"0"	"3"	"511"	"0"
"152"	"137"	"110"	"18"	"8"	"338"	"28"	"27"	"3"	"7"	"9"	"8"	"154"	"5"	"16"	"6"	"737"	"0"	"5"	"742"	"0"
"153"	"138"	"109"	"22"	"3"	"140"	"13"	"14"	"0"	"3"	"0"	"0"	"56"	"1"	"2"	"1"	"364"	"0"	"1"	"365"	"0"
"154"	"139"	"99"	"54"	"7"	"321"	"22"	"12"	"1"	"4"	"4"	"2"	"51"	"6"	"3"	"3"	"589"	"0"	"2"	"591"	"0"
"155"	"139A"	"170"	"34"	"9"	"159"	"18"	"20"	"6"	"8"	"12"	"4"	"46"	"4"	"12"	"7"	"509"	"0"	"7"	"516"	"0"
"156"	"140"	"194"	"15"	"3"	"176"	"17"	"10"	"2"	"1"	"23"	"2"	"121"	"9"	"10"	"10"	"593"	"0"	"11"	"604"	"0"
"157"	"141"	"303"	"24"	"5"	"64"	"8"	"5"	"3"	"3"	"5"	"1"	"37"	"0"	"1"	"2"	"461"	"0"	"2"	"463"	"0"
"158"	"142"	"35"	"4"	"1"	"80"	"8"	"7"	"3"	"4"	"66"	"4"	"45"	"6"	"4"	"4"	"271"	"0"	"14"	"285"	"0"
"159"	"143"	"35"	"49"	"7"	"252"	"20"	"19"	"2"	"6"	"23"	"10"	"296"	"8"	"12"	"8"	"747"	"0"	"6"	"753"	"0"
"160"	"144"	"76"	"40"	"4"	"89"	"4"	"25"	"3"	"8"	"11"	"2"	"116"	"2"	"11"	"3"	"394"	"0"	"6"	"400"	"0"
"161"	"145"	"56"	"11"	"13"	"545"	"35"	"7"	"1"	"4"	"4"	"1"	"36"	"5"	"3"	"6"	"727"	"0"	"2"	"729"	"0"
"162"	"146"	"206"	"41"	"14"	"238"	"12"	"19"	"3"	"0"	"3"	"1"	"49"	"2"	"1"	"1"	"590"	"0"	"10"	"600"	"0"
"163"	"147"	"200"	"61"	"5"	"241"	"14"	"26"	"4"	"3"	"9"	"3"	"82"	"4"	"14"	"3"	"669"	"0"	"5"	"674"	"0"
